Fp1   0,6724 0,4682 0,3548 0,3740 0,5460 0,8398 1,1731 1,4748 1,7552 2,0783 2,4693 2,8840 3,2476 3,4848 3,5294 3,3375 2,9193 2,3666 1,8219 1,4025 1,1653 1,1080 1,1612 1,2096 1,1414 0,8764 0,3902 -0,2511 -0,9026 -1,4082 -1,6727 -1,6935 -1,5601 -1,4225 -1,4125 -1,5698 -1,8473 -2,1698 -2,4752 -2,7154 -2,8487 -2,8546 -2,7524 -2,5815 -2,3778 -2,1762 -2,0119 -1,9048 -1,8451 -1,7978 -1,7191 -1,5626 -1,2959 -0,9356 -0,5621 -0,2979 -0,2509 -0,4550 -0,8728 -1,4331 -2,0421 -2,6029 -3,0631 -3,4208 -3,6758 -3,8190 -3,8714 -3,8715 -3,8196 -3,6797 -3,4220 -3,0362 -2,5293 -1,9301 -1,2866 -0,6678 -0,1824 0,0366 -0,0852 -0,4946 -1,0356 -1,5347 -1,8632 -1,9430 -1,7311 -1,2374 -0,5504 0,1987 0,9109 1,5657 2,2105 2,8940 3,5939 4,2246 4,7124 5,0303 5,1675 5,1223 4,9398 4,7072 4,5004 4,3429 4,1960 3,9887 3,6655 3,1933 2,5450 1,7298 0,8445 0,0532 -0,5025 -0,7578 -0,6947 -0,3059 0,3846 1,2824 2,2311 3,0748 3,7302 4,2178 4,6200 4,9853 5,2695 5,3894 5,3208 5,1205 4,8740 4,6588 4,5370 4,5397 4,6675 4,9161 5,2808 5,7448 6,2881 6,9010 7,5742 8,2714 8,9082 9,3734 9,5688 9,4366 8,9957 8,3712 7,7497 7,2898 7,0524 6,9803 6,9447 6,8511 6,7160 6,6421 6,7388 7,0691 7,6270 8,3150 8,9602 9,4029 9,5930 9,6039 9,5460 9,4725 9,3662 9,1983 8,9772 8,7239 8,4204 8,0286 7,5627 7,1227 6,8397 6,7731 6,8646 7,0001 7,0873 7,0598 6,8368 6,3351 5,5469 4,5628 3,4914 2,3978 1,3250 0,3373 -0,4788 -1,0656 -1,4470 -1,7165 -1,9755 -2,2921 -2,7031 -3,2220 -3,8339 -4,5071 -5,2244 -5,9791 -6,7418 -7,4636 -8,0980 -8,5737 -8,7507 -8,4539 -7,5892 -6,2442 -4,6830 -3,2444 -2,2221 -1,7832 -1,9235 -2,4549 -3,0832 -3,5715 -3,8368 -3,9045 -3,8459 -3,7668 -3,7776 -3,9343 -4,2065 -4,4995 -4,7205 -4,8406 -4,9139 -5,0391 -5,2908 -5,6781 -6,1459 -6,5989 -6,9404 -7,1228 -7,1810 -7,2072 -7,2804 -7,4161 -7,5627 -7,6459 -7,6364 -7,5656 -7,4781 -7,4045 -7,3721 -7,3998 -7,4839 -7,6100 -7,7696 -7,9635 -8,1910 -8,4178 -8,5477 -8,4498 -8,0617 -7,4798 -6,9194 -6,5849 -6,5903 -6,9384 -7,5149 -8,1280 -8,5965 -8,8187 -8,7698 -8,4625 -7,9310 -7,2458 -6,5120 -5,8260 -5,2290 -4,7098 -4,2459 -3,8116 -3,3519 -2,8060 -2,1756 -1,5337 -0,9679 -0,5492 -0,3411 -0,3791 -0,6212 -0,9508 -1,2618 -1,5423 -1,8543 -2,2345 -2,6301 -2,9209 -3,0125 -2,9305 -2,8131 -2,8120 -2,9997 -3,3278 -3,6565 -3,8579 -3,9109 -3,8867 -3,8457 -3,7691 -3,5897 -3,2550 -2,7513 -2,1027 -1,3647 -0,6196 0,0228 0,4380 0,5278 0,2576 -0,3403 -1,1791 -2,1244 -3,0238 -3,7696 -4,3365 -4,7415 -4,9854 -5,0562 -4,9565 -4,6892 -4,2352 -3,5793 -2,7600 -1,8841 -1,0895 -0,4934 -0,1592 -0,1075 -0,3520 -0,8879 -1,6311 -2,4029 -2,9979 -3,2841 -3,2578 -3,0273 -2,7494 -2,5414 -2,4076 -2,2494 -1,9462 -1,4273 -0,7148 0,0752 0,8097 1,4257 1,9238 2,3076 2,5648 2,6882 2,6901 2,5968 2,4344 2,2097 1,9043 1,4907 0,9711 0,4179 -0,0317 -0,2492 -0,1989 0,0424 0,3322 0,5305 0,5551 0,4092 0,1863 0,0375 0,0915 0,3803 0,8362 1,3441 1,7854 2,0641 2,1360 2,0240 1,7924 1,5094 1,2337 1,0268 0,9544 1,0453 1,2422 1,4226 1,4830 1,4076 1,2765 1,2058 1,2562 1,4045 1,5858 1,7222 1,7481 1,6424 1,4226 1,1161 0,7516 0,3655 0,0124 -0,2417 -0,3537 -0,3186 -0,1414 0,1627 0,5456 0,9407 1,2910 1,5687 1,8035 2,0814 2,4749 2,9646 3,4425 3,7869 3,9375 3,9239 3,8428 3,7992 3,8548 4,0268 4,3117 4,6926 5,1474 5,6559 6,1703 6,5847 6,7666 6,6264 6,1505 5,3986 4,4922 3,5809 2,7850 2,1569 1,6918 1,3574 1,1037 0,8886 0,7234 0,6691 0,7784 1,0555 1,4674 1,9746 2,5408 3,1281 3,7003 4,2323 4,7116 5,1392 5,5392 5,9437 6,3504 6,7225 7,0424 7,3273 7,5855 7,8020 7,9526 7,9953 7,8751 7,5625 7,0638 6,4157 5,6962 5,0071 4,4125 3,9171 3,5164 3,2273 3,0612 2,9960 2,9795 2,9578 2,9136 2,8588 2,7650 2,5347 2,0814 1,4325 0,7434 0,1939 -0,1334 -0,2571 -0,2017 0,0415 0,4689 1,0284 1,6237 2,1269 2,4114 2,4126 2,1566 1,7346 1,2644 0,8747 0,6944 0,8031 1,1638 1,6343 2,0618 2,3631 2,5457 2,6733 2,7951 2,8884 2,8496 2,5478 1,9305 1,0939 0,2520 -0,3627 -0,5839 -0,3499 0,2995 1,2616 2,4292 3,7215 5,0645 6,3499 7,4276 8,1584 8,4759 8,4005 8,0181 7,4671 6,9319 6,5987 6,5627 6,7728 7,0975 7,4204 7,6499 7,6988 7,5175 7,1208 6,5575 5,8786 5,1543 4,4814 3,9093 3,3722 2,7505 1,9931 1,1599 0,3627 -0,3286 -0,9228 -1,4688 -2,0105 -2,5740 -3,1740 -3,8096 -4,4580 -5,1002 -5,7567 -6,4652 -7,2204 -7,9617 -8,6272 -9,2034 -9,7036 -10,1087 -10,3702 -10,4806 -10,5081 -10,5496 -10,6473 -10,7352 -10,6815 -10,3981 -9,8927 -9,2354 -8,5219 -7,8403 -7,2251 -6,6397 -6,0242 -5,3641 -4,6882 -4,0065 -3,3095 -2,6337 -2,0725 -1,7044 -1,5522 -1,5942 -1,7549 -1,9107 -1,9581 -1,8673 -1,6710 -1,4271 -1,1743 -0,9062 -0,6201 -0,3825 -0,2957 -0,4102 -0,6984 -1,0701
Fz    1,3753 1,0041 0,5882 0,1902 -0,1368 -0,3739 -0,5360 -0,6458 -0,7065 -0,7018 -0,6176 -0,4542 -0,2265 0,0335 0,2781 0,4578 0,5439 0,5476 0,5136 0,4887 0,4998 0,5498 0,6196 0,6767 0,6881 0,6277 0,4858 0,2802 0,0554 -0,1381 -0,2658 -0,3185 -0,3140 -0,2937 -0,3042 -0,3656 -0,4591 -0,5411 -0,5715 -0,5352 -0,4455 -0,3331 -0,2330 -0,1688 -0,1439 -0,1470 -0,1597 -0,1616 -0,1348 -0,0709 0,0270 0,1508 0,2923 0,4374 0,5590 0,6248 0,6149 0,5322 0,3927 0,2124 0,0079 -0,2070 -0,4295 -0,6613 -0,8906 -1,0989 -1,2820 -1,4431 -1,5669 -1,6258 -1,6089 -1,5301 -1,4122 -1,2718 -1,1200 -0,9715 -0,8496 -0,7769 -0,7566 -0,7589 -0,7240 -0,5828 -0,2880 0,1623 0,7272 1,3446 1,9531 2,5088 2,9920 3,4047 3,7613 4,0765 4,3504 4,5687 4,7217 4,8149 4,8577 4,8577 4,8255 4,7745 4,7134 4,6381 4,5282 4,3563 4,1063 3,7752 3,3590 2,8557 2,2890 1,7165 1,2037 0,7958 0,5160 0,3729 0,3649 0,4783 0,6795 0,9144 1,1298 1,3023 1,4392 1,5499 1,6253 1,6530 1,6437 1,6348 1,6721 1,7886 1,9921 2,2621 2,5658 2,8891 3,2475 3,6615 4,1293 4,6261 5,1150 5,5505 5,8798 6,0615 6,0827 5,9564 5,7196 5,4428 5,2169 5,1134 5,1511 5,2932 5,4748 5,6449 5,7923 5,9392 6,1179 6,3523 6,6434 6,9575 7,2360 7,4317 7,5407 7,5982 7,6418 7,6841 7,7182 7,7343 7,7241 7,6767 7,5797 7,4305 7,2465 7,0660 6,9264 6,8313 6,7443 6,6242 6,4583 6,2577 6,0265 5,7449 5,3844 4,9279 4,3707 3,7210 3,0054 2,2679 1,5625 0,9351 0,4008 -0,0605 -0,4851 -0,9006 -1,3137 -1,7127 -2,0790 -2,4044 -2,7008 -2,9833 -3,2461 -3,4673 -3,6302 -3,7232 -3,7188 -3,5743 -3,2653 -2,8197 -2,3159 -1,8512 -1,5089 -1,3378 -1,3402 -1,4647 -1,6244 -1,7465 -1,8050 -1,8040 -1,7529 -1,6691 -1,5828 -1,5233 -1,4993 -1,4912 -1,4646 -1,3973 -1,2994 -1,2078 -1,1595 -1,1678 -1,2172 -1,2711 -1,2886 -1,2485 -1,1678 -1,0948 -1,0803 -1,1504 -1,2976 -1,4903 -1,6914 -1,8705 -2,0035 -2,0758 -2,0899 -2,0653 -2,0265 -1,9907 -1,9605 -1,9235 -1,8602 -1,7517 -1,5817 -1,3409 -1,0398 -0,7195 -0,4396 -0,2551 -0,2019 -0,2832 -0,4588 -0,6592 -0,8166 -0,8853 -0,8440 -0,6879 -0,4263 -0,0848 0,2955 0,6704 1,0093 1,3003 1,5472 1,7694 2,0002 2,2687 2,5778 2,8986 3,1808 3,3643 3,3959 3,2588 2,9967 2,6987 2,4496 2,2839 2,1843 2,1166 2,0605 2,0138 1,9784 1,9436 1,8876 1,7962 1,6790 1,5736 1,5282 1,5694 1,6805 1,8154 1,9356 2,0362 2,1358 2,2542 2,3996 2,5669 2,7417 2,9090 3,0503 3,1333 3,1197 2,9875 2,7413 2,4075 2,0307 1,6664 1,3641 1,1512 1,0362 1,0188 1,0825 1,1885 1,2969 1,3977 1,5090 1,6467 1,8032 1,9533 2,0699 2,1336 2,1313 2,0518 1,8932 1,6836 1,4822 1,3502 1,3170 1,3713 1,4769 1,5949 1,6988 1,7804 1,8439 1,8974 1,9495 2,0011 2,0397 2,0569 2,0640 2,0784 2,0998 2,1135 2,1155 2,1267 2,1836 2,3126 2,5078 2,7249 2,9019 2,9968 3,0180 3,0198 3,0649 3,1844 3,3650 3,5587 3,7062 3,7652 3,7339 3,6576 3,6116 3,6635 3,8361 4,1042 4,4149 4,7068 4,9262 5,0476 5,0736 5,0161 4,8884 4,7114 4,5153 4,3307 4,1733 4,0351 3,8925 3,7271 3,5421 3,3609 3,2098 3,1060 3,0597 3,0748 3,1360 3,2073 3,2510 3,2432 3,1779 3,0674 2,9380 2,8273 2,7785 2,8228 2,9648 3,1895 3,4700 3,7696 4,0506 4,2872 4,4701 4,6090 4,7257 4,8371 4,9445 5,0407 5,1244 5,2070 5,3076 5,4383 5,5899 5,7309 5,8270 5,8652 5,8589 5,8367 5,8219 5,8120 5,7762 5,6797 5,5070 5,2634 4,9649 4,6346 4,3000 3,9843 3,7011 3,4605 3,2735 3,1412 3,0502 2,9853 2,9411 2,9176 2,9105 2,9129 2,9206 2,9277 2,9245 2,9113 2,9088 2,9503 3,0674 3,2823 3,6017 4,0057 4,4513 4,8949 5,3058 5,6599 5,9396 6,1404 6,2682 6,3327 6,3425 6,3000 6,2055 6,0743 5,9356 5,8101 5,6994 5,6003 5,5175 5,4640 5,4511 5,4744 5,5077 5,5180 5,4785 5,3634 5,1440 4,8056 4,3684 3,8855 3,4153 2,9915 2,6245 2,3238 2,1070 1,9818 1,9273 1,8931 1,8145 1,6402 1,3573 0,9950 0,6083 0,2574 -0,0014 -0,1218 -0,0835 0,0890 0,3325 0,5784 0,7871 0,9656 1,1548 1,3914 1,6746 1,9648 2,2080 2,3694 2,4554 2,5116 2,6028 2,7923 3,1191 3,5839 4,1593 4,8120 5,5096 6,2116 6,8695 7,4383 7,8897 8,2181 8,4362 8,5681 8,6509 8,7402 8,8967 9,1513 9,4864 9,8561 10,2120 10,5083 10,7041 10,7796 10,7412 10,6076 10,3964 10,1298 9,8401 9,5496 9,2417 8,8715 8,4065 7,8560 7,2621 6,6644 6,0727 5,4709 4,8379 4,1594 3,4285 2,6510 1,8540 1,0797 0,3613 -0,2887 -0,8662 -1,3659 -1,7890 -2,1496 -2,4574 -2,7022 -2,8688 -2,9624 -3,0070 -3,0268 -3,0300 -2,9994 -2,9017 -2,7164 -2,4503 -2,1240 -1,7563 -1,3646 -0,9654 -0,5691 -0,1812 0,1874 0,5275 0,8529 1,1935 1,5601 1,9317 2,2766 2,5741 2,8212 3,0329 3,2317 3,4278 3,6189 3,8027 3,9750 4,1232 4,2328 4,2938 4,2940 4,2200 4,0712 3,8688 3,6531
F3    0,8059 0,5228 0,2517 0,0442 -0,0632 -0,0752 -0,0352 0,0143 0,0677 0,1449 0,2563 0,3958 0,5525 0,7071 0,8232 0,8553 0,7799 0,6268 0,4707 0,3843 0,4028 0,5160 0,6733 0,8023 0,8388 0,7476 0,5358 0,2550 -0,0183 -0,2145 -0,2946 -0,2587 -0,1458 -0,0304 0,0038 -0,0880 -0,2847 -0,5165 -0,7082 -0,8157 -0,8353 -0,7941 -0,7382 -0,7142 -0,7500 -0,8451 -0,9697 -1,0759 -1,1214 -1,0857 -0,9703 -0,7892 -0,5677 -0,3486 -0,1865 -0,1295 -0,1975 -0,3741 -0,6225 -0,9041 -1,1806 -1,4223 -1,6274 -1,8125 -1,9829 -2,1354 -2,2822 -2,4317 -2,5467 -2,5600 -2,4315 -2,1755 -1,8403 -1,4801 -1,1463 -0,8879 -0,7422 -0,7171 -0,7814 -0,8759 -0,9343 -0,8969 -0,7206 -0,3880 0,0883 0,6671 1,2921 1,9172 2,5197 3,0941 3,6406 4,1502 4,5843 4,8831 5,0121 4,9876 4,8545 4,6623 4,4610 4,2897 4,1618 4,0640 3,9648 3,8295 3,6369 3,3748 3,0238 2,5716 2,0496 1,5383 1,1219 0,8506 0,7455 0,8102 1,0234 1,3303 1,6533 1,9232 2,1149 2,2580 2,4066 2,5851 2,7628 2,8854 2,9260 2,8985 2,8399 2,7909 2,7842 2,8347 2,9467 3,1351 3,4246 3,8245 4,3143 4,8522 5,3911 5,8849 6,2877 6,5611 6,6784 6,6204 6,3930 6,0602 5,7352 5,5251 5,4776 5,5682 5,7282 5,8965 6,0600 6,2499 6,5074 6,8519 7,2630 7,6736 7,9930 8,1635 8,2028 8,1877 8,1894 8,2216 8,2476 8,2199 8,1094 7,9090 7,6268 7,2893 6,9453 6,6566 6,4657 6,3605 6,2807 6,1690 6,0092 5,8136 5,5831 5,2926 4,9183 4,4596 3,9216 3,3026 2,6112 1,8837 1,1777 0,5448 0,0043 -0,4565 -0,8600 -1,2217 -1,5542 -1,8699 -2,1764 -2,4778 -2,7832 -3,0980 -3,4061 -3,6816 -3,9154 -4,1043 -4,2079 -4,1410 -3,8342 -3,3053 -2,6683 -2,0774 -1,6613 -1,4839 -1,5323 -1,7189 -1,9190 -2,0457 -2,0905 -2,0910 -2,0903 -2,1311 -2,2527 -2,4692 -2,7514 -3,0296 -3,2243 -3,2920 -3,2528 -3,1743 -3,1242 -3,1336 -3,1898 -3,2464 -3,2484 -3,1682 -3,0340 -2,9176 -2,8885 -2,9750 -3,1572 -3,3851 -3,6075 -3,7875 -3,8988 -3,9293 -3,8937 -3,8277 -3,7652 -3,7260 -3,7156 -3,7281 -3,7467 -3,7387 -3,6512 -3,4310 -3,0699 -2,6338 -2,2329 -1,9674 -1,9002 -2,0412 -2,3317 -2,6648 -2,9370 -3,0824 -3,0716 -2,8985 -2,5757 -2,1392 -1,6476 -1,1584 -0,7012 -0,2769 0,1220 0,5027 0,8807 1,2685 1,6495 1,9762 2,1958 2,2703 2,1867 1,9682 1,6784 1,3972 1,1765 1,0114 0,8591 0,6874 0,5020 0,3351 0,2099 0,1113 -0,0021 -0,1585 -0,3471 -0,5188 -0,6117 -0,5980 -0,5103 -0,4138 -0,3456 -0,2815 -0,1612 0,0623 0,3918 0,7855 1,1781 1,5069 1,7211 1,7805 1,6674 1,4025 1,0366 0,6288 0,2336 -0,1056 -0,3655 -0,5468 -0,6577 -0,6980 -0,6680 -0,5852 -0,4752 -0,3458 -0,1847 0,0108 0,2147 0,3914 0,5199 0,5956 0,6137 0,5561 0,4119 0,2154 0,0445 -0,0274 0,0228 0,1628 0,3345 0,4852 0,5916 0,6698 0,7593 0,8937 1,0857 1,3219 1,5685 1,8007 2,0210 2,2352 2,4238 2,5566 2,6292 2,6763 2,7511 2,8890 3,0812 3,2742 3,3965 3,4002 3,2977 3,1583 3,0614 3,0450 3,0858 3,1124 3,0412 2,8274 2,5013 2,1623 1,9349 1,9095 2,1016 2,4554 2,8766 3,2648 3,5404 3,6708 3,6735 3,5893 3,4600 3,3263 3,2252 3,1793 3,1842 3,2026 3,1733 3,0367 2,7686 2,4004 2,0031 1,6505 1,3999 1,2823 1,2848 1,3560 1,4402 1,4966 1,5040 1,4622 1,3906 1,3238 1,3078 1,3788 1,5467 1,8008 2,1131 2,4348 2,7165 2,9339 3,0930 3,2213 3,3513 3,4977 3,6467 3,7717 3,8636 3,9433 4,0501 4,2177 4,4529 4,7278 4,9986 5,2339 5,4256 5,5852 5,7289 5,8492 5,9013 5,8321 5,6176 5,2722 4,8348 4,3569 3,8897 3,4689 3,1059 2,7975 2,5409 2,3339 2,1771 2,0837 2,0739 2,1529 2,2984 2,4730 2,6413 2,7728 2,8428 2,8452 2,8060 2,7763 2,8103 2,9501 3,2188 3,6028 4,0494 4,5014 4,9246 5,3004 5,6174 5,8719 6,0626 6,1850 6,2346 6,2016 6,0727 5,8501 5,5566 5,2134 4,8353 4,4511 4,1078 3,8462 3,6774 3,5794 3,5119 3,4428 3,3559 3,2336 3,0463 2,7738 2,4356 2,0935 1,8145 1,6253 1,5115 1,4554 1,4556 1,5136 1,6169 1,7331 1,8121 1,8040 1,6859 1,4740 1,2122 0,9536 0,7496 0,6472 0,6757 0,8234 1,0387 1,2605 1,4488 1,6012 1,7470 1,9112 2,0825 2,2173 2,2729 2,2440 2,1743 2,1339 2,1884 2,3776 2,7072 3,1495 3,6651 4,2291 4,8339 5,4674 6,0981 6,6843 7,1911 7,5985 7,8944 8,0703 8,1381 8,1504 8,1867 8,2983 8,4791 8,6930 8,9030 9,0628 9,1164 9,0284 8,8013 8,4591 8,0338 7,5742 7,1472 6,7938 6,4815 6,1225 5,6417 5,0243 4,3105 3,5523 2,7809 2,0113 1,2566 0,5256 -0,1866 -0,8935 -1,6009 -2,3048 -3,0050 -3,7008 -4,3684 -4,9630 -5,4536 -5,8479 -6,1767 -6,4598 -6,7031 -6,9176 -7,1186 -7,3100 -7,4741 -7,5664 -7,5313 -7,3438 -7,0243 -6,6134 -6,1483 -5,6570 -5,1563 -4,6529 -4,1561 -3,6883 -3,2627 -2,8519 -2,4100 -1,9276 -1,4448 -1,0131 -0,6665 -0,4167 -0,2464 -0,1142 0,0155 0,1513 0,2792 0,3732 0,4146 0,4106 0,3792 0,3193 0,2143 0,0626 -0,1109 -0,2627
F7    0,6803 0,5559 0,4938 0,5364 0,7015 0,9642 1,2614 1,5351 1,7797 2,0280 2,2949 2,5578 2,7782 2,9185 2,9459 2,8337 2,5744 2,2032 1,7946 1,4271 1,1572 1,0044 0,9344 0,8710 0,7359 0,4752 0,0767 -0,4108 -0,8889 -1,2556 -1,4547 -1,4943 -1,4355 -1,3634 -1,3465 -1,4057 -1,5264 -1,6938 -1,8996 -2,1209 -2,3119 -2,4295 -2,4599 -2,4160 -2,3217 -2,2025 -2,0787 -1,9646 -1,8654 -1,7732 -1,6675 -1,5170 -1,2933 -0,9968 -0,6749 -0,4124 -0,2923 -0,3544 -0,5913 -0,9627 -1,4002 -1,8283 -2,1978 -2,4886 -2,6864 -2,7845 -2,8038 -2,7773 -2,7117 -2,5854 -2,3766 -2,0787 -1,7043 -1,2824 -0,8476 -0,4361 -0,1008 0,0908 0,1009 -0,0393 -0,2469 -0,4371 -0,5550 -0,5699 -0,4568 -0,2079 0,1428 0,5307 0,8991 1,2256 1,5252 1,8262 2,1331 2,4194 2,6553 2,8205 2,8913 2,8504 2,7199 2,5557 2,4061 2,2842 2,1682 2,0211 1,8173 1,5460 1,1967 0,7661 0,2855 -0,1766 -0,5487 -0,7803 -0,8292 -0,6557 -0,2522 0,3224 0,9523 1,5205 1,9682 2,3139 2,6172 2,9122 3,1724 3,3448 3,4068 3,3775 3,2905 3,1785 3,0741 3,0013 2,9721 2,9993 3,0992 3,2828 3,5553 3,9198 4,3706 4,8755 5,3659 5,7567 5,9792 5,9996 5,8353 5,5610 5,2820 5,0907 5,0298 5,0700 5,1309 5,1485 5,1281 5,1353 5,2472 5,5110 5,9227 6,4160 6,8773 7,1952 7,3172 7,2682 7,1176 6,9255 6,7207 6,5173 6,3318 6,1674 5,9935 5,7687 5,4885 5,2040 4,9875 4,8727 4,8329 4,8122 4,7594 4,6290 4,3633 3,9037 3,2430 2,4461 1,6028 0,7837 0,0434 -0,5677 -1,0127 -1,2936 -1,4626 -1,5970 -1,7600 -1,9842 -2,2808 -2,6495 -3,0787 -3,5500 -4,0532 -4,5893 -5,1514 -5,7167 -6,2528 -6,7052 -6,9767 -6,9443 -6,5296 -5,7693 -4,8221 -3,9076 -3,2260 -2,8973 -2,9319 -3,2295 -3,6250 -3,9753 -4,2134 -4,3342 -4,3653 -4,3600 -4,3778 -4,4494 -4,5645 -4,6914 -4,8055 -4,9067 -5,0201 -5,1760 -5,3791 -5,6032 -5,8104 -5,9633 -6,0294 -5,9949 -5,8849 -5,7561 -5,6601 -5,6158 -5,6044 -5,5869 -5,5410 -5,4766 -5,4132 -5,3664 -5,3564 -5,4023 -5,5068 -5,6592 -5,8438 -6,0439 -6,2402 -6,4021 -6,4741 -6,3880 -6,1173 -5,7300 -5,3636 -5,1439 -5,1360 -5,3375 -5,6866 -6,0848 -6,4364 -6,6786 -6,7863 -6,7559 -6,5887 -6,2950 -5,9077 -5,4716 -5,0146 -4,5441 -4,0675 -3,5943 -3,1179 -2,6233 -2,1178 -1,6362 -1,2186 -0,8989 -0,7067 -0,6569 -0,7293 -0,8721 -1,0396 -1,2290 -1,4661 -1,7528 -2,0340 -2,2172 -2,2352 -2,1086 -1,9371 -1,8332 -1,8632 -2,0153 -2,2017 -2,3205 -2,3364 -2,2884 -2,2197 -2,1231 -1,9601 -1,7077 -1,3755 -0,9930 -0,5928 -0,2077 0,1188 0,3288 0,3669 0,2014 -0,1636 -0,6881 -1,3027 -1,9204 -2,4659 -2,8999 -3,2119 -3,3997 -3,4691 -3,4361 -3,3084 -3,0733 -2,7194 -2,2675 -1,7730 -1,3005 -0,9025 -0,6167 -0,4767 -0,5174 -0,7519 -1,1383 -1,5776 -1,9532 -2,1824 -2,2451 -2,1812 -2,0673 -1,9712 -1,9070 -1,8308 -1,6785 -1,4030 -1,0040 -0,5377 -0,0802 0,3230 0,6570 0,9066 1,0543 1,1011 1,0778 1,0336 1,0071 1,0013 0,9825 0,9045 0,7413 0,5122 0,2809 0,1188 0,0588 0,0794 0,1263 0,1462 0,1093 0,0183 -0,0882 -0,1466 -0,1024 0,0523 0,2740 0,4962 0,6600 0,7298 0,7028 0,6062 0,4747 0,3312 0,1893 0,0686 -0,0025 -0,0104 0,0167 0,0191 -0,0499 -0,1899 -0,3486 -0,4525 -0,4621 -0,3958 -0,3062 -0,2523 -0,2725 -0,3644 -0,4946 -0,6229 -0,7189 -0,7707 -0,7831 -0,7667 -0,7342 -0,6930 -0,6311 -0,5271 -0,3735 -0,1778 0,0409 0,2577 0,4677 0,7006 0,9868 1,3155 1,6396 1,9096 2,0962 2,2015 2,2588 2,3115 2,3881 2,5020 2,6601 2,8575 3,0797 3,3120 3,5311 3,6870 3,7164 3,5770 3,2595 2,7797 2,1815 1,5363 0,9167 0,3649 -0,1072 -0,5001 -0,8235 -1,0889 -1,2851 -1,3777 -1,3421 -1,1849 -0,9319 -0,6040 -0,2132 0,2256 0,6916 1,1624 1,6151 2,0283 2,3955 2,7226 3,0016 3,2101 3,3487 3,4507 3,5433 3,6307 3,7063 3,7492 3,7230 3,5967 3,3582 3,0175 2,6186 2,2303 1,9052 1,6605 1,5012 1,4331 1,4433 1,4906 1,5174 1,4775 1,3693 1,2269 1,0623 0,8316 0,4795 0,0088 -0,5053 -0,9665 -1,3189 -1,5435 -1,6141 -1,4945 -1,1844 -0,7398 -0,2536 0,1725 0,4567 0,5650 0,5165 0,3626 0,1681 0,0081 -0,0357 0,0885 0,3547 0,6714 0,9489 1,1492 1,2850 1,3926 1,4961 1,5770 1,5659 1,3780 0,9809 0,4374 -0,1185 -0,5440 -0,7384 -0,6627 -0,3325 0,2087 0,9151 1,7471 2,6568 3,5679 4,3760 4,9843 5,3439 5,4624 5,3900 5,2075 5,0202 4,9338 5,0029 5,1962 5,4307 5,6317 5,7484 5,7454 5,6153 5,3844 5,0882 4,7517 4,4007 4,0705 3,7726 3,4605 3,0635 2,5534 1,9716 1,3970 0,8858 0,4408 0,0298 -0,3822 -0,8163 -1,2821 -1,7850 -2,3292 -2,9244 -3,5890 -4,3269 -5,0975 -5,8248 -6,4447 -6,9432 -7,3430 -7,6583 -7,8823 -8,0183 -8,1004 -8,1770 -8,2735 -8,3628 -8,3834 -8,2972 -8,1125 -7,8579 -7,5633 -7,2513 -6,9185 -6,5282 -6,0453 -5,4824 -4,8919 -4,3179 -3,7847 -3,3286 -3,0010 -2,8250 -2,7793 -2,8223 -2,8986 -2,9427 -2,9098 -2,7989 -2,6385 -2,4607 -2,2814 -2,0947 -1,8994 -1,7329 -1,6540 -1,6941 -1,8372 -2,0265
