Fp1   1,3587 1,2348 0,9925 0,6022 0,0724 -0,5442 -1,1411 -1,5831 -1,7757 -1,7128 -1,4553 -1,0756 -0,6194 -0,1098 0,4284 0,9596 1,4534 1,8976 2,2846 2,5947 2,8057 2,8977 2,8434 2,6224 2,2557 1,8063 1,3415 0,9088 0,5352 0,2108 -0,1251 -0,5438 -1,0607 -1,6312 -2,2055 -2,7525 -3,2267 -3,5525 -3,6590 -3,5062 -3,0903 -2,4478 -1,6509 -0,7915 0,0327 0,7398 1,2936 1,7152 2,0510 2,3220 2,4915 2,4708 2,1701 1,5795 0,8095 0,0501 -0,5166 -0,7877 -0,7741 -0,5941 -0,4248 -0,4222 -0,6513 -1,0746 -1,5958 -2,1104 -2,5322 -2,8032 -2,9043 -2,8517 -2,6694 -2,3767 -1,9991 -1,5806 -1,1833 -0,8749 -0,7051 -0,6959 -0,8511 -1,1588 -1,5857 -2,0838 -2,5933 -3,0238 -3,2622 -3,2287 -2,9432 -2,5513 -2,2741 -2,2906 -2,6445 -3,2597 -4,0180 -4,8021 -5,5125 -6,1001 -6,5616 -6,8820 -7,0232 -6,9911 -6,8760 -6,8053 -6,8756 -7,1291 -7,5747 -8,2077 -8,9931 -9,8390 -10,6125 -11,1907 -11,4983 -11,5163 -11,2788 -10,8691 -10,3901 -9,9121 -9,4496 -8,9796 -8,4585 -7,8222 -7,0044 -5,9734 -4,7503 -3,4066 -2,0374 -0,7075 0,5803 1,8424 3,0460 4,0942 4,8800 5,3663 5,6189 5,7588 5,8820 6,0096 6,1018 6,1297 6,1309 6,1733 6,2696 6,3587 6,3737 6,3030 6,1905 6,1026 6,0858 6,1187 6,0964 5,8886 5,4395 4,8284 4,2467 3,9093 3,9395 4,2915 4,7706 5,1390 5,2451 5,1039 4,8713 4,7243 4,7538 4,9544 5,2819 5,7013 6,1893 6,7094 7,1926 7,5418 7,6535 7,4527 6,9277 6,1400 5,1938 4,1975 3,2487 2,4230 1,7560 1,2418 0,8539 0,5728 0,4181 0,4655 0,8106 1,4891 2,4309 3,4878 4,4910 5,2910 5,7835 5,9304 5,7554 5,3057 4,6307 3,7999 2,9069 2,0293 1,2049 0,4647 -0,1361 -0,5508 -0,7871 -0,8913 -0,8996 -0,8239 -0,6714 -0,4572 -0,2105 0,0185 0,1721 0,2150 0,1560 0,0369 -0,1072 -0,2690 -0,4387 -0,5814 -0,6786 -0,7640 -0,8776 -1,0019 -1,0681 -1,0074 -0,7711 -0,3285 0,3059 1,0375 1,7204 2,2404 2,5690 2,7280 2,7181 2,5242 2,1764 1,7568 1,3531 1,0341 0,8365 0,7400 0,6597 0,4705 0,0445 -0,7058 -1,7761 -3,0420 -4,2999 -5,3534 -6,0694 -6,3962 -6,3780 -6,1461 -5,8466 -5,5590 -5,2870 -5,0116 -4,7270 -4,4208 -4,0626 -3,6450 -3,2195 -2,8638 -2,6181 -2,4672 -2,3835 -2,3802 -2,5111 -2,8163 -3,2654 -3,7513 -4,1408 -4,3409 -4,3300 -4,1589 -3,9385 -3,7894 -3,7752 -3,9035 -4,1727 -4,5754 -5,0639 -5,5502 -5,9529 -6,2278 -6,3610 -6,3694 -6,3023 -6,2068 -6,0970 -5,9705 -5,8427 -5,7518 -5,7366 -5,8159 -5,9804 -6,1977 -6,4177 -6,5662 -6,5436 -6,2672 -5,7351 -5,0426 -4,3179 -3,6452 -3,0597 -2,5979 -2,3168 -2,2611 -2,4388 -2,8442 -3,4789 -4,3270 -5,3199 -6,3468 -7,2965 -8,0718 -8,5782 -8,7532 -8,6227 -8,3028 -7,9394 -7,6385 -7,4313 -7,2881 -7,1611 -7,0249 -6,8934 -6,8070 -6,7946 -6,8420 -6,8967 -6,8874 -6,7391 -6,4137 -5,9533 -5,4656 -5,0721 -4,8675 -4,8846 -5,0758 -5,3366 -5,5596 -5,6756 -5,6595 -5,5149 -5,2656 -4,9471 -4,6029 -4,3008 -4,1351 -4,1785 -4,4380 -4,8704 -5,4145 -5,9898 -6,4864 -6,7858 -6,8029 -6,5236 -6,0112 -5,3812 -4,7720 -4,3302 -4,1701 -4,3034 -4,6084 -4,8926 -5,0010 -4,8839 -4,5953 -4,2479 -3,9508 -3,7640 -3,7018 -3,7630 -3,9361 -4,1812 -4,4377 -4,6640 -4,8592 -5,0442 -5,2323 -5,4250 -5,6237 -5,8304 -6,0444 -6,2623 -6,4800 -6,7046 -6,9662 -7,2930 -7,6714 -8,0391 -8,3164 -8,4385 -8,3752 -8,1329 -7,7456 -7,2646 -6,7450 -6,2283 -5,7361 -5,2801 -4,8788 -4,5727 -4,4126 -4,4222 -4,5859 -4,8731 -5,2721 -5,7987 -6,4564 -7,1743 -7,8029 -8,1963 -8,3117 -8,2170 -7,9959 -7,6657 -7,1958 -6,5805 -5,8649 -5,1018 -4,3137 -3,5281 -2,8311 -2,3356 -2,1010 -2,1124 -2,3158 -2,6542 -3,0954 -3,6323 -4,2337 -4,8068 -5,2375 -5,4673 -5,5275 -5,5078 -5,4888 -5,5002 -5,5276 -5,5362 -5,4992 -5,4348 -5,4081 -5,4723 -5,6198 -5,7931 -5,9238 -5,9606 -5,8730 -5,6366 -5,2324 -4,6744 -4,0228 -3,3608 -2,7688 -2,3182 -2,0543 -1,9638 -1,9800 -2,0408 -2,1400 -2,3153 -2,5781 -2,8618 -3,0647 -3,1473 -3,1564 -3,1463 -3,1158 -3,0344 -2,8875 -2,6975 -2,5275 -2,4552 -2,5359 -2,7978 -3,2511 -3,8888 -4,6898 -5,6059 -6,5464 -7,4130 -8,1474 -8,7052 -9,0029 -8,9413 -8,4849 -7,7093 -6,7796 -5,8849 -5,1631 -4,6462 -4,2583 -3,8789 -3,4257 -2,8916 -2,3238 -1,7841 -1,3121 -0,9046 -0,5249 -0,1406 0,2547 0,6536 1,0375 1,3589 1,5508 1,5640 1,4016 1,1305 0,8502 0,6435 0,5449 0,5303 0,5278 0,4562 0,2633 -0,0694 -0,5374 -1,0967 -1,6529 -2,0986 -2,3636 -2,4274 -2,3212 -2,1235 -1,9165 -1,7351 -1,5751 -1,4440 -1,3735 -1,3787 -1,4417 -1,5442 -1,6765 -1,8027 -1,8447 -1,7251 -1,4262 -1,0011 -0,5335 -0,1021 0,2372 0,4766 0,6730 0,8993 1,1522 1,3338 1,3329 1,1036 0,6704 0,0874 -0,6074 -1,4035 -2,2822 -3,1755 -3,9673 -4,5375 -4,8112 -4,7836 -4,5179 -4,1147 -3,6699 -3,2499 -2,8950 -2,6353 -2,4964 -2,4894 -2,6205 -2,9160 -3,4077 -4,0773 -4,8459 -5,6142 -6,2797 -6,7373 -6,8997 -6,7195 -6,2035 -5,4248 -4,5239 -3,6765 -3,0330 -2,6672 -2,5691 -2,6644 -2,8388 -2,9758 -2,9952 -2,8572 -2,5497 -2,0973 -1,5704 -1,0643 -0,6602 -0,4066 -0,3326
Fz    1,1593 1,0336 0,7923 0,4565 0,0611 -0,3491 -0,7136 -0,9700 -1,0881 -1,0810 -0,9754 -0,7821 -0,5008 -0,1421 0,2703 0,7139 1,1725 1,6287 2,0529 2,4011 2,6258 2,6944 2,5986 2,3545 1,9986 1,5796 1,1436 0,7204 0,3221 -0,0555 -0,4267 -0,8015 -1,1704 -1,5036 -1,7708 -1,9567 -2,0526 -2,0506 -1,9524 -1,7695 -1,5148 -1,2095 -0,8910 -0,6067 -0,3965 -0,2736 -0,2169 -0,1904 -0,1767 -0,1912 -0,2717 -0,4617 -0,7821 -1,1944 -1,5991 -1,8848 -1,9803 -1,8705 -1,5880 -1,2041 -0,8197 -0,5418 -0,4433 -0,5280 -0,7389 -1,0076 -1,2930 -1,5737 -1,8273 -2,0314 -2,1764 -2,2675 -2,3170 -2,3376 -2,3423 -2,3471 -2,3710 -2,4344 -2,5507 -2,7180 -2,9212 -3,1419 -3,3564 -3,5197 -3,5675 -3,4521 -3,1912 -2,8894 -2,6982 -2,7285 -2,9929 -3,4272 -3,9470 -4,4742 -4,9452 -5,3239 -5,5995 -5,7644 -5,8148 -5,7822 -5,7440 -5,7846 -5,9459 -6,2156 -6,5550 -6,9314 -7,3243 -7,7091 -8,0464 -8,2861 -8,3776 -8,2853 -8,0132 -7,6181 -7,1825 -6,7640 -6,3713 -5,9738 -5,5218 -4,9694 -4,2976 -3,5197 -2,6603 -1,7363 -0,7568 0,2726 1,3468 2,4463 3,5192 4,4875 5,2804 5,8741 6,2998 6,6161 6,8729 7,0882 7,2481 7,3332 7,3417 7,2870 7,1832 7,0420 6,8830 6,7390 6,6398 6,5999 6,6238 6,6967 6,7622 6,7383 6,5767 6,3066 6,0190 5,8145 5,7536 5,8305 5,9804 6,1163 6,1770 6,1566 6,0980 6,0572 6,0742 6,1687 6,3490 6,6116 6,9323 7,2598 7,5232 7,6476 7,5705 7,2622 6,7509 6,1218 5,4775 4,9018 4,4516 4,1461 3,9482 3,7856 3,6082 3,4178 3,2474 3,1345 3,1090 3,1907 3,3880 3,6831 4,0190 4,3131 4,4868 4,4857 4,2897 3,9133 3,4020 2,8344 2,3065 1,8878 1,5938 1,4085 1,3119 1,2756 1,2543 1,2097 1,1412 1,0806 1,0586 1,0813 1,1307 1,1819 1,2241 1,2650 1,3190 1,3908 1,4613 1,4939 1,4694 1,4080 1,3483 1,3168 1,3277 1,3916 1,5121 1,6845 1,9045 2,1707 2,4725 2,7740 3,0227 3,1861 3,2706 3,2914 3,2316 3,0564 2,7655 2,4067 2,0407 1,7069 1,4118 1,1328 0,8306 0,4593 -0,0219 -0,6282 -1,3338 -2,0710 -2,7515 -3,3020 -3,6848 -3,8893 -3,9217 -3,8073 -3,5943 -3,3464 -3,1239 -2,9665 -2,8865 -2,8611 -2,8360 -2,7576 -2,6083 -2,4051 -2,1744 -1,9401 -1,7375 -1,6255 -1,6637 -1,8655 -2,1757 -2,4950 -2,7299 -2,8310 -2,8068 -2,7175 -2,6481 -2,6657 -2,7917 -3,0148 -3,3120 -3,6452 -3,9554 -4,1875 -4,3283 -4,4107 -4,4758 -4,5486 -4,6436 -4,7663 -4,9050 -5,0308 -5,1125 -5,1352 -5,1115 -5,0765 -5,0661 -5,0922 -5,1305 -5,1266 -5,0186 -4,7758 -4,4280 -4,0482 -3,6940 -3,3746 -3,0821 -2,8374 -2,6941 -2,7029 -2,8807 -3,2156 -3,6889 -4,2704 -4,8920 -5,4567 -5,8898 -6,1716 -6,3188 -6,3581 -6,3305 -6,2988 -6,3278 -6,4431 -6,6048 -6,7307 -6,7521 -6,6514 -6,4591 -6,2269 -6,0023 -5,8100 -5,6490 -5,4986 -5,3281 -5,1201 -4,8889 -4,6760 -4,5384 -4,5340 -4,6895 -4,9643 -5,2479 -5,4102 -5,3635 -5,0939 -4,6571 -4,1533 -3,6905 -3,3529 -3,1949 -3,2416 -3,4760 -3,8433 -4,2886 -4,7785 -5,2770 -5,7198 -6,0206 -6,1041 -5,9417 -5,5713 -5,0888 -4,6233 -4,3044 -4,2160 -4,3524 -4,6198 -4,8868 -5,0442 -5,0390 -4,8771 -4,6118 -4,3238 -4,0933 -3,9785 -4,0121 -4,1992 -4,5071 -4,8681 -5,2087 -5,4801 -5,6645 -5,7653 -5,7988 -5,7887 -5,7553 -5,7071 -5,6470 -5,5799 -5,5141 -5,4626 -5,4404 -5,4560 -5,5001 -5,5425 -5,5423 -5,4643 -5,2888 -5,0202 -4,6970 -4,3860 -4,1498 -4,0145 -3,9707 -3,9971 -4,0773 -4,1960 -4,3299 -4,4501 -4,5370 -4,6055 -4,7168 -4,9405 -5,2862 -5,6749 -5,9850 -6,1303 -6,0992 -5,9267 -5,6469 -5,2760 -4,8315 -4,3511 -3,8782 -3,4325 -3,0134 -2,6357 -2,3426 -2,1885 -2,2150 -2,4290 -2,7960 -3,2596 -3,7666 -4,2656 -4,6960 -4,9993 -5,1478 -5,1606 -5,0896 -4,9850 -4,8705 -4,7476 -4,6107 -4,4652 -4,3434 -4,2894 -4,3132 -4,3717 -4,4017 -4,3605 -4,2372 -4,0417 -3,7850 -3,4654 -3,0797 -2,6458 -2,2032 -1,7977 -1,4730 -1,2645 -1,1792 -1,1917 -1,2700 -1,3999 -1,5755 -1,7724 -1,9368 -2,0119 -1,9777 -1,8608 -1,7106 -1,5774 -1,5003 -1,4894 -1,5233 -1,5737 -1,6288 -1,6978 -1,8125 -2,0169 -2,3454 -2,8080 -3,3830 -4,0120 -4,6168 -5,1346 -5,5192 -5,7157 -5,6637 -5,3382 -4,7786 -4,0783 -3,3456 -2,6645 -2,0723 -1,5573 -1,0763 -0,5838 -0,0602 0,4800 1,0026 1,4752 1,8842 2,2384 2,5601 2,8691 3,1750 3,4688 3,7173 3,8770 3,9218 3,8583 3,7203 3,5484 3,3684 3,1821 2,9736 2,7270 2,4388 2,1159 1,7707 1,4240 1,1153 0,8939 0,7824 0,7619 0,7968 0,8581 0,9268 1,0036 1,1147 1,2789 1,4644 1,5968 1,6214 1,5490 1,4367 1,3452 1,3243 1,4181 1,6560 2,0347 2,5124 3,0162 3,4609 3,7743 3,9234 3,9268 3,8320 3,6747 3,4633 3,1995 2,8898 2,5344 2,1237 1,6476 1,0997 0,4853 -0,1576 -0,7528 -1,2177 -1,5050 -1,6158 -1,5859 -1,4607 -1,2759 -1,0581 -0,8375 -0,6522 -0,5326 -0,4884 -0,5225 -0,6557 -0,9133 -1,2853 -1,7218 -2,1618 -2,5500 -2,8375 -2,9864 -2,9747 -2,7962 -2,4653 -2,0263 -1,5528 -1,1222 -0,7863 -0,5612 -0,4361 -0,3787 -0,3368 -0,2435 -0,0319 0,3350 0,8334 1,3826 1,8857 2,2593 2,4378 2,3783
F3    1,4104 1,2234 0,8834 0,4549 0,0110 -0,3870 -0,6933 -0,8799 -0,9487 -0,9279 -0,8360 -0,6556 -0,3559 0,0661 0,5832 1,1657 1,7921 2,4306 3,0205 3,4720 3,6930 3,6296 3,2843 2,6999 1,9388 1,0762 0,2007 -0,5934 -1,2314 -1,6887 -1,9928 -2,1899 -2,3078 -2,3436 -2,2771 -2,0914 -1,7838 -1,3794 -0,9410 -0,5453 -0,2449 -0,0658 -0,0257 -0,1311 -0,3587 -0,6489 -0,9228 -1,1180 -1,2189 -1,2513 -1,2567 -1,2829 -1,3736 -1,5328 -1,7083 -1,8239 -1,8223 -1,6803 -1,4033 -1,0239 -0,6029 -0,2142 0,0836 0,2689 0,3452 0,3028 0,1100 -0,2417 -0,7015 -1,1872 -1,6381 -2,0293 -2,3524 -2,6035 -2,7841 -2,9017 -2,9739 -3,0322 -3,1124 -3,2337 -3,3892 -3,5586 -3,7171 -3,8258 -3,8283 -3,6750 -3,3665 -2,9797 -2,6448 -2,4752 -2,5120 -2,7349 -3,0999 -3,5469 -3,9950 -4,3658 -4,6108 -4,7148 -4,6964 -4,6194 -4,5864 -4,6925 -4,9730 -5,3922 -5,8805 -6,3822 -6,8694 -7,3208 -7,7026 -7,9712 -8,0823 -8,0003 -7,7251 -7,3099 -6,8328 -6,3454 -5,8539 -5,3333 -4,7530 -4,0983 -3,3843 -2,6485 -1,9198 -1,2006 -0,4826 0,2372 0,9666 1,7223 2,5057 3,2775 3,9699 4,5324 4,9633 5,3017 5,5915 5,8484 6,0589 6,2090 6,3024 6,3475 6,3448 6,2930 6,2027 6,1007 6,0156 5,9643 5,9549 5,9835 6,0143 5,9870 5,8626 5,6572 5,4275 5,2304 5,0957 5,0248 4,9980 4,9806 4,9394 4,8647 4,7803 4,7354 4,7853 4,9677 5,2866 5,7104 6,1789 6,6110 6,9196 7,0298 6,8917 6,4984 5,9043 5,2135 4,5330 3,9436 3,5059 3,2559 3,1784 3,2147 3,3163 3,4698 3,6638 3,8603 4,0106 4,0937 4,1342 4,1754 4,2388 4,3078 4,3329 4,2462 3,9955 3,5768 3,0444 2,4975 2,0436 1,7473 1,6085 1,5841 1,6151 1,6363 1,5889 1,4509 1,2568 1,0712 0,9360 0,8478 0,7756 0,6884 0,5758 0,4514 0,3354 0,2340 0,1308 0,0052 -0,1311 -0,2232 -0,2067 -0,0458 0,2586 0,6721 1,1353 1,5909 2,0099 2,3903 2,7311 3,0130 3,2145 3,3467 3,4563 3,5748 3,6676 3,6565 3,4900 3,1767 2,7638 2,3042 1,8310 1,3476 0,8372 0,2800 -0,3267 -0,9563 -1,5613 -2,0918 -2,5108 -2,8077 -3,0016 -3,1249 -3,2003 -3,2360 -3,2388 -3,2275 -3,2271 -3,2470 -3,2722 -3,2719 -3,2085 -3,0512 -2,7925 -2,4443 -2,0229 -1,5533 -1,0940 -0,7433 -0,5966 -0,6785 -0,9162 -1,1873 -1,3967 -1,5171 -1,5801 -1,6481 -1,7826 -2,0098 -2,3077 -2,6278 -2,9239 -3,1589 -3,3055 -3,3631 -3,3721 -3,3905 -3,4469 -3,5295 -3,6184 -3,7088 -3,8024 -3,8883 -3,9461 -3,9716 -3,9914 -4,0452 -4,1542 -4,3060 -4,4603 -4,5625 -4,5644 -4,4529 -4,2662 -4,0655 -3,8755 -3,6617 -3,3846 -3,0682 -2,8021 -2,6842 -2,7670 -3,0446 -3,4744 -3,9920 -4,5053 -4,9027 -5,1087 -5,1361 -5,0669 -4,9872 -4,9518 -4,9944 -5,1344 -5,3556 -5,5878 -5,7298 -5,7062 -5,5048 -5,1731 -4,7915 -4,4444 -4,1929 -4,0621 -4,0434 -4,1063 -4,2165 -4,3477 -4,4844 -4,6347 -4,8361 -5,1252 -5,4850 -5,8218 -5,9991 -5,9023 -5,4890 -4,8099 -3,9992 -3,2314 -2,6607 -2,3805 -2,4067 -2,6808 -3,1089 -3,6201 -4,1793 -4,7447 -5,2384 -5,5623 -5,6347 -5,4299 -4,9993 -4,4587 -3,9560 -3,6288 -3,5543 -3,7114 -3,9928 -4,2616 -4,4077 -4,3752 -4,1711 -3,8603 -3,5421 -3,3083 -3,2127 -3,2721 -3,4789 -3,8004 -4,1779 -4,5461 -4,8608 -5,1063 -5,2838 -5,3979 -5,4501 -5,4320 -5,3331 -5,1616 -4,9509 -4,7421 -4,5683 -4,4494 -4,3918 -4,3894 -4,4220 -4,4579 -4,4613 -4,3975 -4,2478 -4,0364 -3,8344 -3,7211 -3,7351 -3,8627 -4,0571 -4,2587 -4,4089 -4,4686 -4,4321 -4,3319 -4,2397 -4,2561 -4,4608 -4,8459 -5,2964 -5,6450 -5,7633 -5,6215 -5,2775 -4,8186 -4,3092 -3,7843 -3,2735 -2,8072 -2,3983 -2,0437 -1,7525 -1,5606 -1,5235 -1,6967 -2,1050 -2,7207 -3,4720 -4,2647 -4,9948 -5,5566 -5,8646 -5,8863 -5,6613 -5,2850 -4,8649 -4,4755 -4,1430 -3,8619 -3,6310 -3,4775 -3,4353 -3,4938 -3,5877 -3,6431 -3,6218 -3,5224 -3,3584 -3,1345 -2,8381 -2,4584 -2,0131 -1,5495 -1,1254 -0,7963 -0,6018 -0,5425 -0,5842 -0,6969 -0,8796 -1,1380 -1,4444 -1,7292 -1,9161 -1,9675 -1,8976 -1,7558 -1,6100 -1,5227 -1,5140 -1,5492 -1,5778 -1,5784 -1,5734 -1,6212 -1,7932 -2,1384 -2,6587 -3,3073 -4,0014 -4,6514 -5,1947 -5,5916 -5,7881 -5,7150 -5,3397 -4,7060 -3,9172 -3,0881 -2,3075 -1,6207 -1,0317 -0,5171 -0,0421 0,4212 0,8777 1,3074 1,6784 1,9678 2,1785 2,3393 2,4882 2,6535 2,8363 3,0057 3,1250 3,1891 3,2315 3,2930 3,3788 3,4441 3,4158 3,2351 2,8957 2,4484 1,9716 1,5368 1,1957 0,9841 0,9143 0,9532 1,0268 1,0653 1,0359 0,9462 0,8431 0,7969 0,8491 0,9636 1,0447 1,0187 0,8954 0,7502 0,6684 0,7180 0,9423 1,3501 1,9191 2,6027 3,3212 3,9569 4,3837 4,5209 4,3688 3,9966 3,4994 2,9645 2,4622 2,0316 1,6643 1,3188 0,9578 0,5638 0,1301 -0,3327 -0,7846 -1,1718 -1,4529 -1,6041 -1,6139 -1,4815 -1,2223 -0,8781 -0,5177 -0,2170 -0,0280 0,0376 -0,0053 -0,1425 -0,3648 -0,6554 -0,9892 -1,3438 -1,6967 -2,0198 -2,2766 -2,4270 -2,4393 -2,3118 -2,0854 -1,8272 -1,5902 -1,3832 -1,1780 -0,9410 -0,6529 -0,3073 0,0992 0,5705 1,1003 1,6551 2,1774 2,6123 2,9187 3,0559 2,9761
F7    0,0525 0,0017 -0,0290 -0,0037 0,0822 0,2319 0,4756 0,8339 1,2648 1,6661 1,9341 2,0251 1,9645 1,8103 1,6148 1,4084 1,2036 1,0105 0,8469 0,7261 0,6460 0,6062 0,6296 0,7438 0,9490 1,2076 1,4405 1,5410 1,4243 1,0676 0,5047 -0,1884 -0,9026 -1,5230 -1,9767 -2,2590 -2,4118 -2,4825 -2,5025 -2,4857 -2,4341 -2,3433 -2,2112 -2,0413 -1,8271 -1,5319 -1,1048 -0,5323 0,1264 0,7511 1,2116 1,4083 1,3032 0,9630 0,5553 0,2492 0,1151 0,1221 0,2075 0,3307 0,4679 0,5787 0,6112 0,5432 0,3964 0,2010 -0,0354 -0,3123 -0,6043 -0,8658 -1,0741 -1,2468 -1,4090 -1,5560 -1,6605 -1,7076 -1,7130 -1,7093 -1,7264 -1,7774 -1,8581 -1,9584 -2,0638 -2,1446 -2,1640 -2,1130 -2,0420 -2,0498 -2,2276 -2,5996 -3,1026 -3,6089 -3,9821 -4,1391 -4,0770 -3,8484 -3,5075 -3,0868 -2,6206 -2,1677 -1,8014 -1,5828 -1,5334 -1,6276 -1,8090 -2,0232 -2,2532 -2,5213 -2,8404 -3,1745 -3,4678 -3,6964 -3,8856 -4,0825 -4,3123 -4,5511 -4,7358 -4,7891 -4,6438 -4,2615 -3,6394 -2,8065 -1,8194 -0,7539 0,3045 1,2683 2,0663 2,6689 3,0940 3,3800 3,5648 3,6940 3,8234 3,9946 4,2219 4,4993 4,8070 5,1147 5,3891 5,6037 5,7380 5,7711 5,7076 5,6084 5,5565 5,5918 5,6916 5,7887 5,7952 5,6396 5,3181 4,9102 4,5398 4,3179 4,2978 4,4578 4,7165 4,9628 5,1025 5,1052 5,0099 4,8904 4,8251 4,8748 5,0559 5,3281 5,6105 5,8137 5,8782 5,7975 5,5989 5,3063 4,9457 4,5869 4,3403 4,3029 4,4943 4,8155 5,0810 5,1322 4,9280 4,5378 4,0740 3,6312 3,2617 2,9911 2,8447 2,8417 2,9663 3,1613 3,3511 3,4646 3,4522 3,2881 2,9607 2,4862 1,9357 1,4221 1,0537 0,9018 0,9755 1,2003 1,4468 1,6113 1,6693 1,6571 1,6145 1,5432 1,4168 1,2327 1,0414 0,9180 0,9231 1,0928 1,4240 1,8585 2,3038 2,6658 2,8663 2,8732 2,7364 2,5681 2,4712 2,4936 2,6395 2,8967 3,2336 3,5702 3,7859 3,7908 3,5866 3,2477 2,8617 2,5005 2,2240 2,0654 2,0041 1,9799 1,9444 1,8944 1,8560 1,8378 1,7980 1,6514 1,3082 0,7216 -0,0802 -1,0010 -1,9170 -2,7166 -3,3159 -3,6506 -3,6782 -3,4042 -2,9101 -2,3373 -1,8178 -1,4126 -1,1213 -0,9366 -0,8698 -0,9249 -1,0637 -1,2129 -1,3108 -1,3502 -1,3756 -1,4296 -1,4972 -1,5073 -1,3817 -1,0902 -0,6920 -0,3274 -0,1300 -0,1343 -0,2785 -0,4788 -0,6744 -0,8243 -0,8998 -0,8771 -0,7430 -0,5220 -0,2877 -0,1436 -0,1862 -0,4588 -0,9241 -1,4859 -2,0311 -2,4564 -2,6956 -2,7515 -2,6965 -2,6355 -2,6589 -2,8015 -3,0273 -3,2548 -3,4008 -3,4117 -3,2720 -3,0065 -2,6778 -2,3585 -2,0989 -1,9220 -1,8347 -1,8453 -1,9718 -2,2120 -2,5079 -2,7697 -2,9371 -2,9969 -2,9558 -2,8195 -2,6032 -2,3542 -2,1516 -2,0661 -2,1211 -2,2938 -2,5365 -2,7839 -2,9695 -3,0700 -3,1331 -3,2397 -3,4326 -3,6704 -3,8423 -3,8403 -3,6323 -3,2742 -2,8744 -2,5512 -2,3736 -2,2967 -2,1799 -1,9081 -1,4950 -1,0682 -0,7739 -0,6886 -0,7916 -1,0075 -1,2741 -1,5704 -1,8930 -2,2285 -2,5582 -2,8653 -3,1101 -3,2137 -3,0962 -2,7403 -2,2198 -1,6614 -1,1715 -0,8021 -0,5721 -0,4918 -0,5553 -0,7241 -0,9275 -1,0873 -1,1531 -1,1202 -1,0207 -0,9026 -0,8121 -0,7879 -0,8659 -1,0782 -1,4335 -1,8839 -2,3157 -2,5860 -2,5937 -2,3343 -1,8920 -1,3928 -0,9645 -0,7042 -0,6532 -0,7957 -1,0855 -1,4765 -1,9327 -2,4156 -2,8643 -3,1894 -3,3027 -3,1664 -2,8070 -2,2895 -1,7005 -1,1450 -0,7081 -0,4022 -0,1822 -0,0289 0,0196 -0,0711 -0,2748 -0,5201 -0,7415 -0,9243 -1,1154 -1,3753 -1,7086 -2,0459 -2,2903 -2,3755 -2,2867 -2,0521 -1,7335 -1,4132 -1,1693 -1,0444 -1,0173 -1,0040 -0,9147 -0,7268 -0,5037 -0,3406 -0,2912 -0,3420 -0,4497 -0,5813 -0,7158 -0,8382 -0,9480 -1,0624 -1,2101 -1,4243 -1,7197 -2,0579 -2,3457 -2,4934 -2,4724 -2,3173 -2,0926 -1,8522 -1,5930 -1,2542 -0,7905 -0,2306 0,3412 0,8287 1,1580 1,3104 1,3218 1,2337 1,0658 0,8448 0,6213 0,4306 0,2716 0,1414 0,0531 0,0069 -0,0197 -0,0409 -0,0382 0,0269 0,1802 0,4031 0,6306 0,7802 0,7890 0,6365 0,3453 -0,0420 -0,4844 -0,9375 -1,3379 -1,6202 -1,7628 -1,8120 -1,8532 -1,9577 -2,1596 -2,4592 -2,8227 -3,1778 -3,4167 -3,4238 -3,1391 -2,6012 -1,9148 -1,1787 -0,4451 0,2749 0,9901 1,7175 2,4701 3,2364 3,9772 4,6492 5,2160 5,6342 5,8489 5,8248 5,5864 5,2186 4,8221 4,4637 4,1516 3,8537 3,5463 3,2590 3,0773 3,0854 3,2909 3,6102 3,9173 4,0968 4,0671 3,8022 3,3634 2,8877 2,5093 2,2934 2,2460 2,3402 2,5162 2,6989 2,8347 2,8975 2,8692 2,7446 2,5381 2,2683 1,9418 1,5643 1,1762 0,8758 0,7755 0,9134 1,2193 1,5746 1,8826 2,0885 2,1840 2,2160 2,2559 2,3312 2,3930 2,3623 2,1951 1,9045 1,5448 1,1838 0,8708 0,6205 0,4220 0,2532 0,0915 -0,0756 -0,2439 -0,3996 -0,5286 -0,6049 -0,5788 -0,4053 -0,0957 0,2737 0,6010 0,7868 0,7530 0,4909 0,0966 -0,2756 -0,5033 -0,5469 -0,4383 -0,2409 -0,0104 0,2361 0,5168 0,8443 1,1926 1,4954 1,6666 1,6335 1,3740 0,9424 0,4643 0,0955 -0,0277 0,1709 0,6716 1,3605 2,0897 2,7453 3,2705 3,6441
