Fp1   -2,5112 -3,0509 -3,5178 -3,8946 -4,1502 -4,2445 -4,1579 -3,9099 -3,5390 -3,0682 -2,5029 -1,8588 -1,1732 -0,4914 0,1512 0,7292 1,2089 1,5367 1,6642 1,5836 1,3348 0,9843 0,5969 0,2208 -0,1049 -0,3406 -0,4585 -0,4649 -0,4010 -0,3141 -0,2203 -0,0943 0,1098 0,4218 0,8266 1,2720 1,7141 2,1388 2,5295 2,8452 3,0496 3,1375 3,1209 3,0067 2,7932 2,4764 2,0578 1,5536 0,9932 0,4119 -0,1448 -0,6225 -0,9842 -1,2267 -1,3634 -1,4040 -1,3622 -1,2662 -1,1530 -1,0600 -1,0205 -1,0542 -1,1576 -1,3047 -1,4563 -1,5781 -1,6564 -1,6874 -1,6632 -1,5825 -1,4664 -1,3560 -1,3036 -1,3569 -1,5235 -1,7538 -1,9713 -2,1124 -2,1447 -2,0697 -1,9104 -1,6881 -1,4243 -1,1626 -0,9636 -0,8662 -0,8679 -0,9401 -1,0451 -1,1438 -1,2110 -1,2448 -1,2586 -1,2738 -1,3231 -1,4555 -1,7130 -2,0906 -2,5267 -2,9450 -3,3054 -3,6183 -3,9236 -4,2665 -4,6782 -5,1596 -5,6788 -6,1899 -6,6604 -7,0843 -7,4712 -7,8299 -8,1661 -8,4847 -8,7838 -9,0479 -9,2524 -9,3804 -9,4393 -9,4579 -9,4578 -9,4182 -9,2768 -8,9712 -8,4772 -7,8100 -7,0071 -6,1164 -5,1822 -4,2350 -3,2945 -2,3810 -1,5232 -0,7539 -0,0862 0,5169 1,1349 1,8421 2,6652 3,5722 4,4971 5,3849 6,2152 6,9875 7,6979 8,3291 8,8534 9,2564 9,5582 9,8021 10,0325 10,2894 10,5892 10,9012 11,1697 11,3575 11,4565 11,4674 11,3863 11,2127 10,9586 10,6424 10,2696 9,8226 9,2698 8,5878 7,7810 6,8903 5,9865 5,1484 4,4360 3,8686 3,4259 3,0692 2,7657 2,5041 2,3030 2,1988 2,2115 2,3250 2,4961 2,6727 2,8035 2,8506 2,8031 2,6779 2,5055 2,3191 2,1463 1,9967 1,8606 1,7172 1,5372 1,2888 0,9615 0,5852 0,2118 -0,1199 -0,4028 -0,6564 -0,9031 -1,1459 -1,3707 -1,5570 -1,6752 -1,6905 -1,5959 -1,4333 -1,2638 -1,1233 -1,0138 -0,9217 -0,8329 -0,7453 -0,6716 -0,6249 -0,6027 -0,5913 -0,5771 -0,5522 -0,5162 -0,4808 -0,4718 -0,5211 -0,6409 -0,8056 -0,9627 -1,0599 -1,0705 -1,0053 -0,8921 -0,7452 -0,5636 -0,3501 -0,1210 0,1008 0,2967 0,4639 0,6201 0,7910 0,9940 1,2316 1,4821 1,6987 1,8308 1,8524 1,7745 1,6461 1,5427 1,5282 1,6184 1,7933 2,0415 2,3685 2,7651 3,1891 3,5784 3,8736 4,0398 4,0731 3,9829 3,7783 3,4744 3,0961 2,6659 2,1926 1,6779 1,1326 0,5788 0,0419 -0,4426 -0,8256 -1,0773 -1,2246 -1,3411 -1,4993 -1,7316 -2,0165 -2,2932 -2,5060 -2,6413 -2,7241 -2,7909 -2,8749 -2,9972 -3,1593 -3,3427 -3,5136 -3,6257 -3,6274 -3,4846 -3,2054 -2,8419 -2,4552 -2,0741 -1,6956 -1,3194 -0,9586 -0,6170 -0,2727 0,1147 0,5819 1,1350 1,7424 2,3590 2,9498 3,4955 3,9952 4,4695 4,9525 5,4644 5,9813 6,4377 6,7652 6,9268 6,9278 6,8154 6,6627 6,5284 6,4208 6,3001 6,1152 5,8348 5,4503 4,9670 4,4047 3,7972 3,1755 2,5434 1,8871 1,2132 0,5558 -0,0661 -0,6774 -1,3229 -2,0293 -2,7825 -3,5214 -4,1562 -4,6099 -4,8566 -4,9336 -4,9229 -4,9043 -4,9164 -4,9535 -4,9813 -4,9523 -4,8294 -4,6136 -4,3480 -4,0857 -3,8504 -3,6280 -3,3902 -3,1246 -2,8454 -2,5713 -2,2997 -2,0132 -1,7010 -1,3662 -1,0257 -0,7066 -0,4278 -0,1821 0,0552 0,2965 0,5359 0,7706 1,0082 1,2465 1,4691 1,6693 1,8595 2,0498 2,2243 2,3405 2,3390 2,1534 1,7315 1,0669 0,2118 -0,7477 -1,7233 -2,6360 -3,4224 -4,0468 -4,5009 -4,7945 -4,9439 -4,9594 -4,8429 -4,6005 -4,2512 -3,8338 -3,4100 -3,0373 -2,7337 -2,4789 -2,2494 -2,0384 -1,8510 -1,6985 -1,6012 -1,5778 -1,6262 -1,7165 -1,8058 -1,8635 -1,8835 -1,8750 -1,8511 -1,8289 -1,8389 -1,9239 -2,1164 -2,4137 -2,7767 -3,1577 -3,5246 -3,8656 -4,1846 -4,4909 -4,7797 -5,0250 -5,1961 -5,2773 -5,2718 -5,1956 -5,0781 -4,9673 -4,9160 -4,9591 -5,1057 -5,3464 -5,6575 -6,0004 -6,3221 -6,5665 -6,6964 -6,6969 -6,5558 -6,2556 -5,7900 -5,1805 -4,4738 -3,7173 -2,9288 -2,0953 -1,2069 -0,2953 0,5659 1,3014 1,8683 2,2553 2,4784 2,5861 2,6409 2,6763 2,6813 2,6252 2,4823 2,2449 1,9362 1,6116 1,3308 1,1292 1,0152 0,9794 0,9920 1,0027 0,9608 0,8402 0,6494 0,4217 0,1879 -0,0529 -0,3279 -0,6565 -1,0377 -1,4717 -1,9770 -2,5756 -3,2602 -3,9843 -4,6910 -5,3454 -5,9410 -6,4888 -6,9991 -7,4634 -7,8575 -8,1561 -8,3378 -8,3869 -8,2947 -8,0512 -7,6391 -7,0443 -6,2729 -5,3610 -4,3776 -3,4036 -2,4882 -1,6216 -0,7515 0,1724 1,1571 2,1629 3,1436 4,0861 5,0062 5,9251 6,8604 7,8121 8,7466 9,6092 10,3530 10,9479 11,3677 11,5894 11,6123 11,4659 11,2023 10,8733 10,5031 10,0855 9,6146 9,1068 8,5887 8,0776 7,5775 7,0778 6,5505 5,9571 5,2716 4,5030 3,6965 2,9105 2,1966 1,5967 1,1405 0,8386 0,6822 0,6551 0,7444 0,9371 1,2050 1,4975 1,7544 1,9384 2,0597 2,1627 2,2904 2,4577 2,6500 2,8396 3,0077 3,1519 3,2767 3,3797 3,4536 3,4988 3,5240 3,5277 3,4940 3,4130 3,2996 3,1849 3,0898 3,0125 2,9347 2,8323 2,6834 2,4791 2,2280 1,9459 1,6410 1,3093 0,9361 0,5074 0,0354 -0,4294 -0,8204 -1,0984 -1,2776 -1,3994 -1,4765 -1,4715 -1,3354 -1,0537 -0,6504 -0,1678 0,3496 0,8618 1,3396 1,7704 2,1547 2,4885
Fz    -4,0098 -4,8187 -5,5497 -6,1921 -6,7279 -7,1198 -7,3189 -7,2876 -7,0085 -6,4729 -5,6852 -4,6853 -3,5498 -2,3611 -1,1817 -0,0585 0,9503 1,7656 2,3199 2,6003 2,6545 2,5560 2,3646 2,1145 1,8336 1,5637 1,3521 1,2266 1,1858 1,2168 1,3186 1,5044 1,7831 2,1439 2,5507 2,9528 3,3144 3,6259 3,8798 4,0527 4,1217 4,0805 3,9308 3,6736 3,3099 2,8441 2,2868 1,6576 0,9861 0,3058 -0,3489 -0,9448 -1,4575 -1,8734 -2,1834 -2,3872 -2,5057 -2,5757 -2,6259 -2,6654 -2,6930 -2,7063 -2,7025 -2,6776 -2,6264 -2,5463 -2,4419 -2,3195 -2,1823 -2,0412 -1,9186 -1,8383 -1,8190 -1,8727 -1,9865 -2,1071 -2,1578 -2,0747 -1,8305 -1,4430 -0,9616 -0,4443 0,0499 0,4537 0,7048 0,7786 0,7012 0,5285 0,3253 0,1569 0,0767 0,1115 0,2564 0,4768 0,7107 0,8747 0,8906 0,7257 0,4060 -0,0138 -0,4856 -0,9810 -1,4882 -2,0087 -2,5535 -3,1309 -3,7381 -4,3632 -4,9944 -5,6283 -6,2664 -6,9110 -7,5653 -8,2306 -8,8920 -9,5110 -10,0369 -10,4300 -10,6754 -10,7812 -10,7639 -10,6311 -10,3770 -9,9955 -9,4910 -8,8726 -8,1504 -7,3360 -6,4398 -5,4695 -4,4379 -3,3731 -2,3183 -1,3209 -0,4088 0,4326 1,2579 2,1299 3,0854 4,1192 5,1961 6,2806 7,3541 8,4049 9,4115 10,3401 11,1548 11,8375 12,4017 12,8851 13,3385 13,8155 14,3401 14,8854 15,4014 15,8556 16,2354 16,5286 16,7178 16,7882 16,7339 16,5563 16,2529 15,8133 15,2282 14,5018 13,6552 12,7309 11,7927 10,9131 10,1488 9,5178 8,9950 8,5327 8,0874 7,6416 7,2158 6,8627 6,6363 6,5571 6,6016 6,7123 6,8176 6,8595 6,8131 6,6869 6,5130 6,3363 6,1965 6,1071 6,0470 5,9668 5,8049 5,5155 5,0968 4,5902 4,0458 3,4902 2,9212 2,3217 1,6823 1,0189 0,3690 -0,2215 -0,7080 -1,0587 -1,2728 -1,3830 -1,4350 -1,4641 -1,4893 -1,5152 -1,5347 -1,5381 -1,5189 -1,4654 -1,3578 -1,1781 -0,9195 -0,5861 -0,1899 0,2484 0,6956 1,1081 1,4513 1,7238 1,9600 2,2096 2,5100 2,8713 3,2839 3,7382 4,2316 4,7588 5,3022 5,8290 6,3035 6,7048 7,0313 7,2902 7,4909 7,6476 7,7677 7,8386 7,8369 7,7523 7,6022 7,4351 7,3182 7,3035 7,4015 7,5917 7,8484 8,1458 8,4456 8,6980 8,8587 8,9018 8,8197 8,6102 8,2620 7,7574 7,0926 6,2850 5,3616 4,3486 3,2805 2,2105 1,2010 0,3035 -0,4453 -1,0176 -1,4092 -1,6550 -1,8126 -1,9291 -2,0290 -2,1159 -2,1724 -2,1771 -2,1345 -2,0783 -2,0475 -2,0678 -2,1442 -2,2578 -2,3717 -2,4415 -2,4235 -2,2822 -2,0025 -1,6017 -1,1307 -0,6500 -0,1995 0,2056 0,5536 0,8285 1,0243 1,1612 1,2889 1,4676 1,7376 2,1045 2,5546 3,0713 3,6413 4,2617 4,9429 5,6950 6,5058 7,3266 8,0829 8,7046 9,1514 9,4197 9,5368 9,5436 9,4682 9,3084 9,0373 8,6297 8,0828 7,4154 6,6580 5,8513 5,0452 4,2825 3,5767 2,9101 2,2555 1,5878 0,8723 0,0639 -0,8672 -1,9117 -3,0173 -4,0979 -5,0537 -5,8077 -6,3386 -6,6855 -6,9206 -7,1071 -7,2705 -7,3987 -7,4602 -7,4235 -7,2760 -7,0342 -6,7363 -6,4169 -6,0855 -5,7313 -5,3471 -4,9486 -4,5741 -4,2577 -4,0020 -3,7786 -3,5518 -3,2951 -2,9966 -2,6591 -2,2932 -1,9074 -1,5053 -1,0871 -0,6446 -0,1575 0,3928 1,0030 1,6457 2,2845 2,8831 3,4037 3,8106 4,0805 4,2017 4,1588 3,9289 3,4995 2,8906 2,1567 1,3729 0,6157 -0,0525 -0,5926 -0,9839 -1,2168 -1,2891 -1,2065 -0,9864 -0,6617 -0,2726 0,1354 0,5050 0,7818 0,9419 0,9975 0,9724 0,8834 0,7393 0,5384 0,2659 -0,0908 -0,5182 -0,9662 -1,3622 -1,6389 -1,7547 -1,7022 -1,5125 -1,2550 -1,0235 -0,9078 -0,9618 -1,1890 -1,5510 -1,9971 -2,4937 -3,0266 -3,5831 -4,1370 -4,6418 -5,0377 -5,2718 -5,3174 -5,1768 -4,8779 -4,4754 -4,0533 -3,7090 -3,5237 -3,5377 -3,7418 -4,0913 -4,5313 -5,0099 -5,4742 -5,8667 -6,1232 -6,1771 -5,9825 -5,5369 -4,8797 -4,0727 -3,1742 -2,2142 -1,1929 -0,1088 1,0049 2,0747 3,0191 3,7777 4,3161 4,6261 4,7325 4,6832 4,5229 4,2826 3,9902 3,6726 3,3494 3,0399 2,7759 2,5950 2,5197 2,5476 2,6543 2,7980 2,9279 3,0008 2,9933 2,9062 2,7566 2,5567 2,2990 1,9637 1,5366 1,0077 0,3573 -0,4384 -1,3779 -2,4115 -3,4547 -4,4340 -5,3166 -6,1030 -6,8071 -7,4372 -7,9847 -8,4297 -8,7527 -8,9368 -8,9668 -8,8289 -8,5113 -8,0080 -7,3242 -6,4774 -5,5015 -4,4534 -3,4002 -2,3869 -1,4203 -0,4783 0,4698 1,4432 2,4369 3,4366 4,4450 5,4816 6,5655 7,7099 8,9174 10,1702 11,4349 12,6775 13,8625 14,9386 15,8419 16,5157 16,9280 17,0812 17,0053 16,7387 16,3227 15,8156 15,2943 14,8287 14,4533 14,1594 13,9043 13,6257 13,2629 12,7827 12,1923 11,5293 10,8383 10,1598 9,5322 8,9922 8,5685 8,2835 8,1544 8,1847 8,3553 8,6252 8,9397 9,2434 9,4973 9,6930 9,8451 9,9700 10,0710 10,1393 10,1619 10,1351 10,0754 10,0126 9,9681 9,9438 9,9316 9,9215 9,8941 9,8184 9,6687 9,4451 9,1703 8,8698 8,5567 8,2298 7,8809 7,5052 7,1064 6,6928 6,2700 5,8361 5,3779 4,8749 4,3184 3,7274 3,1449 2,6198 2,1815 1,8211 1,5037 1,2111 0,9679 0,8261 0,8341 1,0222 1,4026 1,9651 2,6676 3,4388 4,1991 4,8828 5,4427
F3    -2,7471 -3,6116 -4,4338 -5,1874 -5,8160 -6,2441 -6,4162 -6,3248 -5,9936 -5,4422 -4,6878 -3,7752 -2,7789 -1,7701 -0,7889 0,1425 0,9792 1,6419 2,0565 2,2024 2,1193 1,8813 1,5653 1,2321 0,9288 0,6935 0,5460 0,4725 0,4331 0,3970 0,3762 0,4235 0,5942 0,9063 1,3261 1,7904 2,2523 2,7005 3,1287 3,5069 3,7993 3,9893 4,0720 4,0375 3,8711 3,5595 3,0980 2,4969 1,7852 1,0126 0,2512 -0,4169 -0,9359 -1,2952 -1,5116 -1,6081 -1,6146 -1,5678 -1,4977 -1,4241 -1,3652 -1,3364 -1,3438 -1,3869 -1,4629 -1,5700 -1,7078 -1,8612 -1,9919 -2,0639 -2,0744 -2,0525 -2,0487 -2,1214 -2,2961 -2,5296 -2,7318 -2,8149 -2,7242 -2,4521 -2,0343 -1,5299 -1,0104 -0,5593 -0,2495 -0,1012 -0,0679 -0,0733 -0,0478 0,0594 0,2714 0,5746 0,9249 1,2600 1,5035 1,5704 1,3977 0,9862 0,4047 -0,2532 -0,9181 -1,5631 -2,1948 -2,8355 -3,5009 -4,1803 -4,8384 -5,4385 -5,9672 -6,4380 -6,8775 -7,3101 -7,7556 -8,2264 -8,7177 -9,2015 -9,6354 -9,9800 -10,2166 -10,3524 -10,4021 -10,3571 -10,1791 -9,8246 -9,2705 -8,5233 -7,6206 -6,6264 -5,6052 -4,5946 -3,6044 -2,6350 -1,6919 -0,7892 0,0672 0,9043 1,7782 2,7375 3,7908 4,9021 6,0136 7,0796 8,0805 9,0153 9,8893 10,7003 11,4299 12,0571 12,5795 13,0149 13,3970 13,7716 14,1652 14,5587 14,9147 15,2177 15,4720 15,6796 15,8326 15,9178 15,9250 15,8479 15,6711 15,3547 14,8474 14,1168 13,1712 12,0603 10,8639 9,6704 8,5520 7,5466 6,6558 5,8567 5,1175 4,4181 3,7757 3,2477 2,8933 2,7303 2,7259 2,8161 2,9327 3,0306 3,1006 3,1584 3,2247 3,3177 3,4423 3,5756 3,6701 3,6755 3,5540 3,2876 2,8892 2,4026 1,8833 1,3760 0,9030 0,4661 0,0640 -0,2905 -0,5757 -0,7720 -0,8579 -0,8141 -0,6531 -0,4355 -0,2422 -0,1283 -0,1065 -0,1584 -0,2542 -0,3710 -0,4907 -0,5802 -0,5904 -0,4833 -0,2600 0,0412 0,3682 0,6754 0,9254 1,0889 1,1616 1,1808 1,2180 1,3503 1,6248 2,0368 2,5467 3,1130 3,7009 4,2695 4,7715 5,1681 5,4398 5,5939 5,6590 5,6644 5,6257 5,5492 5,4310 5,2499 4,9806 4,6219 4,2143 3,8367 3,5804 3,5015 3,5925 3,8064 4,1062 4,4788 4,9067 5,3436 5,7202 5,9694 6,0562 5,9832 5,7655 5,4121 4,9333 4,3541 3,7115 3,0397 2,3630 1,7011 1,0701 0,4802 -0,0454 -0,4577 -0,7150 -0,8297 -0,8637 -0,8822 -0,9186 -0,9643 -0,9796 -0,9329 -0,8367 -0,7416 -0,7060 -0,7780 -0,9829 -1,3056 -1,6860 -2,0349 -2,2612 -2,3025 -2,1499 -1,8522 -1,4926 -1,1475 -0,8530 -0,6099 -0,4154 -0,2737 -0,1737 -0,0730 0,0907 0,3710 0,7822 1,2893 1,8347 2,3676 2,8539 3,2873 3,6977 4,1341 4,6191 5,1198 5,5696 5,9165 6,1489 6,2875 6,3724 6,4455 6,5233 6,5804 6,5596 6,4042 6,0886 5,6272 5,0604 4,4419 3,8303 3,2688 2,7593 2,2659 1,7493 1,1877 0,5576 -0,1801 -1,0587 -2,0763 -3,1864 -4,3012 -5,3070 -6,1011 -6,6354 -6,9405 -7,1043 -7,2125 -7,3014 -7,3601 -7,3574 -7,2584 -7,0357 -6,6889 -6,2580 -5,8051 -5,3761 -4,9827 -4,6220 -4,3046 -4,0561 -3,8880 -3,7765 -3,6794 -3,5641 -3,4153 -3,2296 -3,0060 -2,7344 -2,3885 -1,9397 -1,3810 -0,7312 -0,0149 0,7468 1,5231 2,2704 2,9501 3,5390 4,0148 4,3451 4,4983 4,4559 4,2061 3,7385 3,0605 2,2138 1,2670 0,3013 -0,5999 -1,3679 -1,9680 -2,4023 -2,6952 -2,8738 -2,9509 -2,9248 -2,7943 -2,5678 -2,2746 -1,9735 -1,7255 -1,5529 -1,4381 -1,3565 -1,2989 -1,2684 -1,2787 -1,3537 -1,5107 -1,7427 -2,0171 -2,2843 -2,4942 -2,6172 -2,6523 -2,6190 -2,5490 -2,4860 -2,4819 -2,5781 -2,7788 -3,0442 -3,3199 -3,5737 -3,8067 -4,0428 -4,3034 -4,5800 -4,8308 -5,0072 -5,0752 -5,0197 -4,8451 -4,5864 -4,3103 -4,0889 -3,9710 -3,9768 -4,1064 -4,3469 -4,6757 -5,0555 -5,4354 -5,7635 -5,9937 -6,0842 -6,0079 -5,7688 -5,3986 -4,9374 -4,4076 -3,7939 -3,0552 -2,1688 -1,1714 -0,1578 0,7632 1,5090 2,0321 2,3218 2,4147 2,3746 2,2487 2,0510 1,7809 1,4391 1,0344 0,5954 0,1740 -0,1791 -0,4368 -0,5896 -0,6332 -0,5794 -0,4678 -0,3485 -0,2544 -0,1904 -0,1485 -0,1344 -0,1846 -0,3533 -0,6826 -1,1936 -1,9001 -2,8064 -3,8806 -5,0373 -6,1597 -7,1463 -7,9421 -8,5431 -8,9862 -9,3262 -9,6050 -9,8361 -10,0024 -10,0674 -9,9993 -9,7846 -9,4176 -8,8885 -8,1877 -7,3199 -6,3181 -5,2506 -4,2022 -3,2302 -2,3337 -1,4620 -0,5549 0,4135 1,4258 2,4541 3,4892 4,5361 5,5991 6,6807 7,7783 8,8722 9,9276 10,9079 11,7811 12,5126 13,0658 13,4144 13,5553 13,5184 13,3577 13,1219 12,8380 12,5247 12,2049 11,8967 11,6027 11,3090 10,9846 10,5828 10,0581 9,3946 8,6193 7,7893 6,9648 6,1977 5,5324 5,0040 4,6335 4,4306 4,3975 4,5224 4,7670 5,0641 5,3316 5,4955 5,5174 5,4119 5,2362 5,0574 4,9208 4,8429 4,8244 4,8614 4,9493 5,0805 5,2337 5,3728 5,4648 5,4926 5,4504 5,3394 5,1766 5,0005 4,8583 4,7821 4,7786 4,8336 4,9124 4,9661 4,9545 4,8662 4,7093 4,4881 4,1881 3,7806 3,2495 2,6247 1,9848 1,4175 0,9699 0,6283 0,3506 0,1264 -0,0010 0,0232 0,2186 0,5680 1,0421 1,6111 2,2418 2,8996 3,5520 4,1630 4,6828
F7    -0,6672 -1,2699 -1,8049 -2,2691 -2,6364 -2,8488 -2,8714 -2,7310 -2,4842 -2,1619 -1,7629 -1,2884 -0,7603 -0,2107 0,3271 0,8123 1,1800 1,3455 1,2417 0,8544 0,2358 -0,4998 -1,2072 -1,7549 -2,0540 -2,0744 -1,8575 -1,5122 -1,1846 -0,9859 -0,9156 -0,8634 -0,7006 -0,3731 0,0710 0,5387 0,9895 1,4529 1,9391 2,3863 2,7271 2,9598 3,1257 3,2499 3,3201 3,2938 3,1183 2,7627 2,2357 1,5830 0,8897 0,2675 -0,2031 -0,5186 -0,7243 -0,8565 -0,9216 -0,9109 -0,8318 -0,7305 -0,6759 -0,7115 -0,8305 -0,9967 -1,1747 -1,3451 -1,5048 -1,6434 -1,7198 -1,6802 -1,5089 -1,2624 -1,0624 -1,0417 -1,2583 -1,6555 -2,1163 -2,5322 -2,8321 -3,0018 -3,0773 -3,0899 -3,0413 -2,9422 -2,8347 -2,7511 -2,6806 -2,5877 -2,4405 -2,2280 -1,9760 -1,7376 -1,5563 -1,4482 -1,4259 -1,5244 -1,7800 -2,1819 -2,6620 -3,1423 -3,5926 -4,0399 -4,5245 -5,0595 -5,6256 -6,1857 -6,6949 -7,1137 -7,4312 -7,6725 -7,8682 -8,0285 -8,1485 -8,2200 -8,2370 -8,2029 -8,1368 -8,0689 -8,0357 -8,0761 -8,2022 -8,3523 -8,3901 -8,1764 -7,6450 -6,8258 -5,8270 -4,7947 -3,8460 -3,0275 -2,3370 -1,7613 -1,2846 -0,8906 -0,5486 -0,1795 0,3293 1,0493 1,9600 2,9608 3,9255 4,7646 5,4484 5,9876 6,4120 6,7513 7,0134 7,1999 7,3376 7,4706 7,6420 7,8926 8,2285 8,5887 8,8833 9,0616 9,1261 9,1021 9,0107 8,8643 8,6723 8,4412 8,1651 7,8166 7,3532 6,7341 5,9381 4,9854 3,9503 2,9383 2,0320 1,2538 0,5831 -0,0027 -0,5122 -0,9445 -1,2786 -1,4666 -1,4702 -1,3071 -1,0514 -0,7947 -0,6042 -0,4998 -0,4541 -0,4158 -0,3414 -0,2159 -0,0595 0,0877 0,2000 0,2815 0,3436 0,3839 0,4035 0,4263 0,4776 0,5481 0,5870 0,5301 0,3554 0,1127 -0,1132 -0,2569 -0,2786 -0,1553 0,0841 0,3355 0,4789 0,4640 0,3191 0,0980 -0,1677 -0,4806 -0,8431 -1,2154 -1,5317 -1,7529 -1,8840 -1,9479 -1,9636 -1,9513 -1,9483 -2,0033 -2,1363 -2,3054 -2,4135 -2,3573 -2,1014 -1,7146 -1,3102 -0,9569 -0,6667 -0,4442 -0,3078 -0,2755 -0,3497 -0,5063 -0,6895 -0,8359 -0,9054 -0,8921 -0,8368 -0,8301 -0,9579 -1,2290 -1,5578 -1,8092 -1,8637 -1,6879 -1,3638 -1,0167 -0,6967 -0,3471 0,1108 0,6862 1,2976 1,8151 2,1363 2,2391 2,1581 1,9325 1,6016 1,2318 0,9142 0,7160 0,6404 0,6382 0,6375 0,5707 0,4295 0,2892 0,2316 0,2470 0,2350 0,0851 -0,2485 -0,7162 -1,1974 -1,5843 -1,8498 -2,0311 -2,1754 -2,3190 -2,4903 -2,7129 -2,9999 -3,3253 -3,5952 -3,6819 -3,5153 -3,1378 -2,6671 -2,2088 -1,7955 -1,4043 -1,0238 -0,6722 -0,3522 -0,0236 0,3741 0,8902 1,5363 2,2679 2,9974 3,6228 4,0585 4,2767 4,3445 4,4043 4,5777 4,8638 5,1497 5,3121 5,2852 5,0701 4,7291 4,3611 4,0463 3,8109 3,6407 3,5055 3,3658 3,1823 2,9352 2,6280 2,2797 1,9074 1,5026 1,0437 0,5435 0,0546 -0,3914 -0,8256 -1,3184 -1,9333 -2,6882 -3,5230 -4,3097 -4,9166 -5,2727 -5,3955 -5,3693 -5,2771 -5,1535 -5,0025 -4,8197 -4,5860 -4,2754 -3,8938 -3,5038 -3,1927 -3,0090 -2,9319 -2,8944 -2,8313 -2,7114 -2,5268 -2,2756 -1,9734 -1,6583 -1,3697 -1,1437 -1,0161 -0,9938 -1,0276 -1,0392 -0,9769 -0,8295 -0,5940 -0,2695 0,1116 0,4944 0,8587 1,2260 1,5932 1,8919 2,0281 1,9349 1,5766 0,9434 0,0702 -0,9598 -2,0460 -3,1021 -4,0660 -4,9027 -5,6087 -6,2072 -6,7341 -7,2130 -7,6172 -7,8671 -7,8825 -7,6297 -7,1413 -6,5150 -5,8705 -5,2834 -4,7656 -4,3048 -3,8980 -3,5469 -3,2564 -3,0402 -2,9034 -2,8289 -2,7892 -2,7607 -2,7298 -2,7023 -2,7021 -2,7522 -2,8594 -3,0219 -3,2428 -3,5273 -3,8610 -4,1976 -4,4757 -4,6563 -4,7499 -4,8133 -4,9076 -5,0534 -5,2260 -5,3749 -5,4407 -5,3700 -5,1326 -4,7492 -4,3050 -3,9150 -3,6707 -3,6278 -3,8142 -4,2226 -4,7971 -5,4366 -6,0243 -6,4776 -6,7690 -6,8924 -6,8325 -6,5785 -6,1497 -5,5975 -4,9743 -4,2960 -3,5483 -2,7385 -1,9408 -1,2726 -0,8168 -0,5830 -0,5320 -0,5878 -0,6304 -0,5466 -0,3187 -0,0354 0,1800 0,2374 0,1075 -0,1695 -0,4995 -0,7896 -0,9990 -1,1323 -1,2049 -1,2452 -1,3089 -1,4474 -1,6634 -1,9136 -2,1474 -2,3448 -2,5355 -2,7760 -3,0895 -3,4495 -3,8413 -4,3020 -4,8829 -5,5860 -6,3417 -7,0465 -7,6127 -7,9916 -8,1853 -8,2468 -8,2525 -8,2674 -8,3160 -8,3728 -8,3952 -8,3599 -8,2455 -8,0028 -7,5769 -6,9487 -6,1441 -5,2290 -4,2940 -3,4142 -2,6090 -1,8459 -1,0953 -0,3784 0,2537 0,7925 1,3051 1,8839 2,5893 3,4305 4,3606 5,2855 6,1024 6,7425 7,1766 7,3912 7,3848 7,1870 6,8630 6,4971 6,1682 5,9168 5,7296 5,5697 5,4118 5,2401 5,0345 4,7784 4,4591 4,0477 3,4930 2,7591 1,8731 0,9209 -0,0008 -0,8145 -1,4582 -1,8887 -2,0993 -2,1210 -1,9925 -1,7304 -1,3408 -0,8662 -0,4140 -0,1279 -0,1113 -0,3605 -0,7731 -1,2181 -1,5989 -1,8747 -2,0419 -2,1082 -2,0812 -1,9712 -1,8006 -1,6070 -1,4311 -1,3102 -1,2767 -1,3444 -1,4870 -1,6305 -1,6811 -1,5769 -1,3185 -0,9607 -0,5877 -0,2872 -0,1114 -0,0527 -0,0767 -0,1744 -0,3702 -0,6960 -1,1578 -1,7002 -2,2079 -2,5716 -2,7596 -2,8221 -2,8224 -2,7603 -2,5716 -2,2027 -1,6692 -1,0418 -0,3976 0,2090 0,7570 1,2579 1,7316 2,1728 2,5396
