Fp1   -0,7094 -0,5044 -0,3425 -0,2392 -0,1756 -0,1163 -0,0327 0,0861 0,2367 0,4092 0,5882 0,7499 0,8666 0,9163 0,8954 0,8258 0,7451 0,6837 0,6489 0,6272 0,5945 0,5252 0,4071 0,2548 0,1014 -0,0227 -0,0965 -0,1035 -0,0389 0,0772 0,2032 0,2903 0,2981 0,2061 0,0191 -0,2346 -0,5089 -0,7491 -0,9067 -0,9559 -0,9053 -0,7972 -0,6893 -0,6252 -0,6114 -0,6149 -0,5843 -0,4757 -0,2651 0,0490 0,4485 0,9019 1,3717 1,8190 2,2085 2,5119 2,7148 2,8249 2,8685 2,8714 2,8432 2,7717 2,6347 2,4232 2,1555 1,8720 1,6202 1,4331 1,3091 1,2166 1,1217 1,0053 0,8627 0,7008 0,5343 0,3792 0,2516 0,1685 0,1423 0,1688 0,2278 0,2944 0,3477 0,3715 0,3536 0,2886 0,1802 0,0433 -0,0948 -0,2052 -0,2762 -0,3191 -0,3582 -0,4195 -0,5238 -0,6783 -0,8722 -1,0809 -1,2771 -1,4370 -1,5454 -1,6040 -1,6334 -1,6566 -1,6781 -1,6763 -1,6171 -1,4812 -1,2806 -1,0497 -0,8243 -0,6296 -0,4733 -0,3401 -0,1949 0,0020 0,2777 0,6415 1,0889 1,6071 2,1782 2,7761 3,3647 3,9062 4,3746 4,7643 5,0901 5,3809 5,6678 5,9653 6,2562 6,5002 6,6610 6,7255 6,7021 6,6106 6,4714 6,2986 6,1025 5,8897 5,6613 5,4120 5,1327 4,8166 4,4693 4,1153 3,7927 3,5405 3,3876 3,3415 3,3808 3,4639 3,5542 3,6324 3,6875 3,7091 3,6919 3,6410 3,5627 3,4447 3,2519 2,9492 2,5262 2,0053 1,4383 0,8966 0,4488 0,1367 -0,0332 -0,0838 -0,0638 -0,0403 -0,0750 -0,1935 -0,3741 -0,5670 -0,7279 -0,8350 -0,8830 -0,8758 -0,8336 -0,7931 -0,7888 -0,8331 -0,9198 -1,0429 -1,2061 -1,4196 -1,6925 -2,0264 -2,4139 -2,8437 -3,3007 -3,7616 -4,1939 -4,5628 -4,8363 -4,9939 -5,0360 -4,9868 -4,8861 -4,7780 -4,6972 -4,6593 -4,6598 -4,6786 -4,6886 -4,6632 -4,5753 -4,4010 -4,1336 -3,7913 -3,4041 -2,9962 -2,5793 -2,1556 -1,7297 -1,3218 -0,9665 -0,7012 -0,5532 -0,5320 -0,6257 -0,8042 -1,0285 -1,2599 -1,4647 -1,6178 -1,7046 -1,7247 -1,6941 -1,6423 -1,6041 -1,6054 -1,6521 -1,7325 -1,8269 -1,9135 -1,9718 -1,9896 -1,9691 -1,9246 -1,8802 -1,8663 -1,9064 -1,9960 -2,0982 -2,1636 -2,1529 -2,0512 -1,8713 -1,6416 -1,3882 -1,1322 -0,8950 -0,6960 -0,5464 -0,4472 -0,3898 -0,3587 -0,3395 -0,3286 -0,3361 -0,3777 -0,4603 -0,5693 -0,6680 -0,7111 -0,6653 -0,5247 -0,3122 -0,0692 0,1558 0,3189 0,3971 0,4019 0,3713 0,3425 0,3290 0,3174 0,2797 0,1924 0,0537 -0,1124 -0,2638 -0,3534 -0,3439 -0,2166 0,0290 0,3750 0,7803 1,1835 1,5261 1,7737 1,9195 1,9782 1,9849 1,9896 2,0340 2,1263 2,2422 2,3538 2,4548 2,5570 2,6731 2,8130 2,9891 3,2103 3,4704 3,7490 4,0159 4,2332 4,3647 4,3898 4,3150 4,1765 4,0250 3,8974 3,8024 3,7281 3,6511 3,5460 3,4029 3,2397 3,1004 3,0404 3,1045 3,3084 3,6357 4,0476 4,4940 4,9243 5,3037 5,6238 5,9011 6,1692 6,4671 6,8163 7,2049 7,5974 7,9537 8,2373 8,4220 8,4996 8,4813 8,3955 8,2793 8,1667 8,0788 8,0238 7,9975 7,9831 7,9563 7,8986 7,8077 7,7039 7,6257 7,6092 7,6715 7,8084 7,9993 8,2115 8,4064 8,5461 8,6067 8,5925 8,5302 8,4497 8,3771 8,3370 8,3405 8,3719 8,3970 8,3844 8,3253 8,2402 8,1662 8,1333 8,1515 8,2093 8,2842 8,3603 8,4316 8,4921 8,5340 8,5599 8,5864 8,6304 8,6967 8,7768 8,8554 8,9148 8,9435 8,9427 8,9244 8,9011 8,8765 8,8437 8,7881 8,6906 8,5340 8,3144 8,0535 7,7919 7,5721 7,4326 7,4080 7,5190 7,7577 8,0826 8,4244 8,7058 8,8693 8,8898 8,7730 8,5530 8,2850 8,0222 7,7958 7,6102 7,4493 7,2907 7,1225 6,9438 6,7634 6,6068 6,5104 6,5021 6,5876 6,7467 6,9328 7,0877 7,1689 7,1639 7,0834 6,9554 6,8196 6,7134 6,6599 6,6707 6,7529 6,9083 7,1300 7,4003 7,6892 7,9641 8,2070 8,4167 8,5932 8,7247 8,7911 8,7768 8,6820 8,5221 8,3166 8,0860 7,8573 7,6602 7,5153 7,4278 7,3877 7,3753 7,3722 7,3648 7,3407 7,2884 7,1992 7,0662 6,8876 6,6727 6,4370 6,1953 5,9667 5,7748 5,6386 5,5718 5,5842 5,6786 5,8442 6,0542 6,2689 6,4445 6,5465 6,5532 6,4554 6,2650 6,0223 5,7795 5,5735 5,4117 5,2784 5,1500 5,0115 4,8646 4,7281 4,6326 4,6053 4,6514 4,7551 4,8978 5,0651 5,2369 5,3897 5,5151 5,6297 5,7686 5,9636 6,2191 6,5053 6,7727 6,9692 7,0498 6,9821 6,7523 6,3716 5,8813 5,3514 4,8617 4,4715 4,2000 4,0253 3,8997 3,7775 3,6387 3,4875 3,3368 3,1979 3,0764 2,9696 2,8676 2,7606 2,6459 2,5292 2,4222 2,3406 2,3035 2,3292 2,4252 2,5843 2,7840 2,9844 3,1371 3,2067 3,1812 3,0670 2,8831 2,6566 2,4145 2,1775 1,9575 1,7511 1,5333 1,2652 0,9160 0,4853 0,0078 -0,4671 -0,9038 -1,2957 -1,6578 -2,0128 -2,3828 -2,7790 -3,1893 -3,5790 -3,9081 -4,1504 -4,2994 -4,3669 -4,3812 -4,3860 -4,4319 -4,5591 -4,7826 -5,0865 -5,4294 -5,7574 -6,0176 -6,1687 -6,1970 -6,1276 -6,0110 -5,8893 -5,7777 -5,6694 -5,5469 -5,3902 -5,1844 -4,9281 -4,6400 -4,3586 -4,1268 -3,9779 -3,9297 -3,9784 -4,0905 -4,2084 -4,2768 -4,2726 -4,2109
Fz    -0,2615 -0,2303 -0,2159 -0,2218 -0,2310 -0,2209 -0,1792 -0,1051 -0,0018 0,1293 0,2871 0,4643 0,6448 0,8071 0,9339 1,0249 1,0948 1,1549 1,2006 1,2160 1,1860 1,1031 0,9748 0,8276 0,6943 0,5947 0,5352 0,5210 0,5529 0,6169 0,6824 0,7105 0,6633 0,5150 0,2601 -0,0855 -0,4837 -0,8773 -1,2064 -1,4288 -1,5356 -1,5524 -1,5254 -1,4976 -1,4857 -1,4723 -1,4215 -1,2993 -1,0849 -0,7714 -0,3650 0,1159 0,6422 1,1771 1,6803 2,1126 2,4451 2,6720 2,8115 2,8901 2,9240 2,9096 2,8284 2,6682 2,4392 2,1707 1,8995 1,6545 1,4428 1,2526 1,0714 0,8957 0,7293 0,5794 0,4519 0,3459 0,2570 0,1871 0,1437 0,1310 0,1459 0,1812 0,2265 0,2678 0,2888 0,2743 0,2128 0,1041 -0,0346 -0,1766 -0,3024 -0,4078 -0,4990 -0,5883 -0,6902 -0,8133 -0,9529 -1,0917 -1,2082 -1,2827 -1,3037 -1,2749 -1,2161 -1,1494 -1,0840 -1,0143 -0,9296 -0,8279 -0,7245 -0,6426 -0,5982 -0,5945 -0,6217 -0,6547 -0,6563 -0,5897 -0,4320 -0,1760 0,1731 0,6033 1,0991 1,6415 2,2046 2,7592 3,2825 3,7661 4,2169 4,6525 5,0917 5,5416 5,9846 6,3845 6,7078 6,9375 7,0737 7,1265 7,1084 7,0279 6,8917 6,7097 6,4941 6,2572 6,0075 5,7483 5,4828 5,2190 4,9718 4,7611 4,6079 4,5240 4,5018 4,5198 4,5609 4,6197 4,6907 4,7615 4,8202 4,8622 4,8821 4,8583 4,7538 4,5362 4,1977 3,7591 3,2655 2,7752 2,3407 1,9895 1,7234 1,5273 1,3719 1,2164 1,0263 0,7945 0,5494 0,3381 0,1969 0,1368 0,1528 0,2334 0,3570 0,4900 0,5999 0,6692 0,6891 0,6443 0,5106 0,2660 -0,0959 -0,5595 -1,0906 -1,6487 -2,1954 -2,6942 -3,1133 -3,4293 -3,6276 -3,7043 -3,6726 -3,5630 -3,4135 -3,2579 -3,1181 -3,0019 -2,9053 -2,8174 -2,7263 -2,6215 -2,4873 -2,3015 -2,0493 -1,7327 -1,3625 -0,9484 -0,5019 -0,0397 0,4143 0,8277 1,1641 1,3937 1,5061 1,5151 1,4510 1,3468 1,2269 1,1055 0,9901 0,8864 0,7996 0,7320 0,6796 0,6314 0,5743 0,4992 0,4051 0,2965 0,1808 0,0702 -0,0192 -0,0751 -0,0951 -0,0871 -0,0695 -0,0703 -0,1149 -0,2060 -0,3163 -0,4015 -0,4207 -0,3519 -0,1971 0,0281 0,3056 0,6128 0,9182 1,1867 1,3897 1,5123 1,5566 1,5395 1,4820 1,3977 1,2881 1,1464 0,9703 0,7749 0,5971 0,4829 0,4680 0,5612 0,7437 0,9776 1,2178 1,4243 1,5757 1,6775 1,7550 1,8324 1,9138 1,9832 2,0164 1,9983 1,9336 1,8449 1,7644 1,7258 1,7570 1,8746 2,0853 2,3833 2,7408 3,1092 3,4396 3,7017 3,8846 3,9922 4,0458 4,0847 4,1475 4,2478 4,3741 4,5111 4,6589 4,8296 5,0321 5,2696 5,5427 5,8445 6,1548 6,4478 6,7028 6,9063 7,0515 7,1397 7,1805 7,1953 7,2093 7,2316 7,2497 7,2423 7,1881 7,0721 6,8970 6,6934 6,5147 6,4182 6,4420 6,5911 6,8425 7,1602 7,5070 7,8521 8,1783 8,4857 8,7874 9,1026 9,4523 9,8460 10,2695 10,6919 11,0785 11,3983 11,6284 11,7597 11,7956 11,7516 11,6545 11,5368 11,4274 11,3457 11,2982 11,2765 11,2640 11,2462 11,2176 11,1847 11,1666 11,1866 11,2608 11,3914 11,5681 11,7706 11,9698 12,1275 12,2090 12,2016 12,1189 11,9908 11,8568 11,7605 11,7303 11,7630 11,8271 11,8807 11,8953 11,8702 11,8248 11,7802 11,7483 11,7297 11,7198 11,7196 11,7356 11,7691 11,8142 11,8669 11,9295 12,0053 12,0918 12,1811 12,2635 12,3293 12,3727 12,3956 12,4044 12,4014 12,3816 12,3371 12,2595 12,1394 11,9694 11,7526 11,5122 11,2847 11,1043 10,9987 10,9935 11,1078 11,3400 11,6583 12,0032 12,3036 12,5003 12,5592 12,4738 12,2670 11,9843 11,6737 11,3642 11,0611 10,7561 10,4446 10,1371 9,8532 9,6143 9,4423 9,3550 9,3549 9,4284 9,5472 9,6695 9,7497 9,7604 9,7022 9,5926 9,4562 9,3230 9,2218 9,1729 9,1867 9,2678 9,4128 9,6092 9,8385 10,0779 10,3039 10,5018 10,6673 10,7948 10,8692 10,8726 10,7960 10,6484 10,4543 10,2400 10,0249 9,8234 9,6466 9,4999 9,3831 9,2925 9,2245 9,1806 9,1626 9,1636 9,1667 9,1536 9,1077 9,0160 8,8764 8,6982 8,4969 8,2928 8,1082 7,9590 7,8549 7,8049 7,8164 7,8874 8,0013 8,1281 8,2338 8,2908 8,2805 8,1935 8,0368 7,8373 7,6273 7,4245 7,2298 7,0377 6,8427 6,6418 6,4379 6,2428 6,0748 5,9474 5,8577 5,7916 5,7403 5,7037 5,6811 5,6709 5,6811 5,7358 5,8678 6,1008 6,4311 6,8238 7,2263 7,5839 7,8485 7,9845 7,9758 7,8300 7,5785 7,2719 6,9682 6,7135 6,5272 6,3959 6,2832 6,1530 5,9930 5,8148 5,6369 5,4727 5,3274 5,1984 5,0793 4,9642 4,8521 4,7475 4,6575 4,5887 4,5499 4,5548 4,6156 4,7349 4,8992 5,0734 5,2099 5,2698 5,2355 5,1088 4,9041 4,6417 4,3418 4,0225 3,7003 3,3856 3,0716 2,7334 2,3472 1,9146 1,4686 1,0525 0,6914 0,3780 0,0822 -0,2299 -0,5808 -0,9744 -1,3915 -1,7966 -2,1582 -2,4623 -2,7099 -2,9093 -3,0742 -3,2268 -3,3966 -3,6108 -3,8818 -4,1994 -4,5324 -4,8389 -5,0780 -5,2214 -5,2673 -5,2459 -5,2011 -5,1614 -5,1286 -5,0892 -5,0284 -4,9343 -4,7999 -4,6264 -4,4271 -4,2279 -4,0591 -3,9469 -3,9096 -3,9485 -4,0380 -4,1293 -4,1748 -4,1547 -4,0808
F3    -0,8442 -0,7533 -0,6843 -0,6428 -0,6096 -0,5549 -0,4580 -0,3167 -0,1417 0,0556 0,2673 0,4838 0,6895 0,8650 0,9957 1,0821 1,1381 1,1755 1,1927 1,1766 1,1114 0,9871 0,8089 0,6023 0,4055 0,2521 0,1639 0,1526 0,2131 0,3152 0,4113 0,4528 0,4052 0,2582 0,0249 -0,2617 -0,5531 -0,7933 -0,9368 -0,9704 -0,9203 -0,8403 -0,7847 -0,7829 -0,8253 -0,8674 -0,8499 -0,7248 -0,4714 -0,0986 0,3610 0,8658 1,3756 1,8564 2,2811 2,6281 2,8847 3,0555 3,1591 3,2131 3,2229 3,1781 3,0586 2,8517 2,5652 2,2279 1,8799 1,5569 1,2742 1,0265 0,8051 0,6101 0,4479 0,3231 0,2332 0,1679 0,1166 0,0778 0,0571 0,0570 0,0742 0,1029 0,1338 0,1528 0,1459 0,1048 0,0294 -0,0690 -0,1678 -0,2440 -0,2908 -0,3206 -0,3567 -0,4240 -0,5420 -0,7151 -0,9253 -1,1399 -1,3266 -1,4626 -1,5364 -1,5521 -1,5313 -1,5027 -1,4843 -1,4754 -1,4599 -1,4211 -1,3537 -1,2634 -1,1615 -1,0635 -0,9859 -0,9320 -0,8834 -0,8089 -0,6805 -0,4785 -0,1901 0,1898 0,6555 1,1870 1,7491 2,3003 2,8113 3,2783 3,7185 4,1526 4,5900 5,0237 5,4297 5,7803 6,0649 6,2920 6,4720 6,6049 6,6809 6,6862 6,6129 6,4625 6,2452 5,9772 5,6773 5,3634 5,0536 4,7679 4,5279 4,3534 4,2578 4,2412 4,2867 4,3706 4,4782 4,6053 4,7441 4,8768 4,9862 5,0611 5,0858 5,0320 4,8659 4,5673 4,1415 3,6194 3,0528 2,5044 2,0301 1,6609 1,3973 1,2164 1,0769 0,9314 0,7474 0,5227 0,2844 0,0726 -0,0817 -0,1658 -0,1785 -0,1265 -0,0284 0,0860 0,1903 0,2702 0,3158 0,3059 0,2089 -0,0043 -0,3451 -0,8007 -1,3370 -1,9127 -2,4897 -3,0357 -3,5263 -3,9437 -4,2731 -4,5039 -4,6375 -4,6907 -4,6903 -4,6640 -4,6306 -4,5957 -4,5560 -4,5039 -4,4309 -4,3265 -4,1713 -3,9397 -3,6179 -3,2172 -2,7653 -2,2904 -1,8140 -1,3504 -0,9144 -0,5299 -0,2270 -0,0274 0,0640 0,0572 -0,0299 -0,1751 -0,3538 -0,5406 -0,7114 -0,8447 -0,9250 -0,9480 -0,9221 -0,8675 -0,8129 -0,7870 -0,8067 -0,8709 -0,9616 -1,0506 -1,1127 -1,1370 -1,1296 -1,1065 -1,0868 -1,0916 -1,1374 -1,2208 -1,3126 -1,3694 -1,3549 -1,2559 -1,0821 -0,8508 -0,5752 -0,2732 0,0214 0,2676 0,4343 0,5092 0,4999 0,4304 0,3302 0,2227 0,1188 0,0177 -0,0821 -0,1713 -0,2277 -0,2243 -0,1401 0,0287 0,2666 0,5428 0,8175 1,0520 1,2227 1,3311 1,4009 1,4612 1,5260 1,5853 1,6134 1,5884 1,5098 1,3999 1,2957 1,2338 1,2393 1,3227 1,4870 1,7279 2,0264 2,3480 2,6579 2,9346 3,1667 3,3472 3,4806 3,5894 3,6992 3,8159 3,9258 4,0187 4,1058 4,2113 4,3534 4,5416 4,7826 5,0727 5,3887 5,6983 5,9734 6,1926 6,3413 6,4139 6,4184 6,3801 6,3323 6,2958 6,2713 6,2477 6,2097 6,1397 6,0318 5,9086 5,8195 5,8196 5,9428 6,1882 6,5264 6,9157 7,3150 7,6903 8,0231 8,3138 8,5770 8,8360 9,1190 9,4473 9,8192 10,2101 10,5835 10,9011 11,1317 11,2590 11,2836 11,2217 11,1014 10,9563 10,8175 10,7064 10,6329 10,5915 10,5643 10,5299 10,4764 10,4101 10,3562 10,3482 10,4121 10,5539 10,7576 10,9925 11,2208 11,4029 11,5095 11,5330 11,4858 11,3873 11,2598 11,1296 11,0173 10,9267 10,8455 10,7554 10,6495 10,5448 10,4731 10,4596 10,5110 10,6127 10,7380 10,8634 10,9744 11,0600 11,1142 11,1454 11,1759 11,2266 11,3043 11,4029 11,5089 11,6080 11,6911 11,7596 11,8196 11,8720 11,9071 11,9075 11,8523 11,7204 11,4967 11,1865 10,8252 10,4668 10,1611 9,9452 9,8494 9,8915 10,0617 10,3198 10,6063 10,8597 11,0316 11,0961 11,0507 10,9147 10,7237 10,5145 10,3073 10,1003 9,8783 9,6310 9,3638 9,0912 8,8327 8,6177 8,4802 8,4415 8,5002 8,6295 8,7817 8,9023 8,9543 8,9289 8,8378 8,7063 8,5709 8,4699 8,4302 8,4642 8,5740 8,7524 8,9805 9,2278 9,4566 9,6335 9,7458 9,8047 9,8287 9,8252 9,7876 9,7088 9,5919 9,4482 9,2861 9,1127 8,9442 8,8033 8,7056 8,6507 8,6244 8,6097 8,5976 8,5861 8,5686 8,5315 8,4637 8,3615 8,2281 8,0737 7,9108 7,7500 7,6019 7,4752 7,3733 7,2970 7,2536 7,2580 7,3211 7,4345 7,5659 7,6698 7,7049 7,6472 7,4954 7,2726 7,0221 6,7891 6,5998 6,4545 6,3370 6,2279 6,1148 5,9959 5,8776 5,7682 5,6695 5,5712 5,4596 5,3347 5,2128 5,1141 5,0544 5,0479 5,1100 5,2542 5,4828 5,7795 6,1104 6,4357 6,7180 6,9222 7,0162 6,9767 6,8007 6,5147 6,1721 5,8341 5,5444 5,3155 5,1312 4,9617 4,7848 4,6016 4,4315 4,2925 4,1882 4,1096 4,0417 3,9695 3,8841 3,7887 3,6975 3,6257 3,5812 3,5692 3,5971 3,6701 3,7862 3,9317 4,0770 4,1831 4,2190 4,1708 4,0392 3,8358 3,5818 3,3051 3,0333 2,7845 2,5598 2,3393 2,0868 1,7667 1,3657 0,9013 0,4131 -0,0585 -0,4905 -0,8805 -1,2401 -1,5868 -1,9347 -2,2823 -2,6080 -2,8830 -3,0883 -3,2200 -3,2879 -3,3149 -3,3359 -3,3919 -3,5214 -3,7492 -4,0736 -4,4625 -4,8645 -5,2221 -5,4886 -5,6472 -5,7196 -5,7469 -5,7568 -5,7513 -5,7155 -5,6314 -5,4844 -5,2664 -4,9816 -4,6525 -4,3190 -4,0269 -3,8153 -3,7105 -3,7178 -3,8120 -3,9400 -4,0448 -4,0945 -4,0930
F7    -0,5617 -0,4469 -0,3514 -0,2873 -0,2462 -0,2062 -0,1470 -0,0582 0,0624 0,2140 0,3930 0,5862 0,7687 0,9106 0,9923 1,0181 1,0106 0,9919 0,9677 0,9242 0,8380 0,6890 0,4754 0,2232 -0,0216 -0,2144 -0,3284 -0,3562 -0,3119 -0,2309 -0,1591 -0,1355 -0,1806 -0,2962 -0,4710 -0,6792 -0,8776 -1,0135 -1,0438 -0,9539 -0,7644 -0,5275 -0,3083 -0,1577 -0,0892 -0,0741 -0,0595 0,0043 0,1419 0,3478 0,5998 0,8735 1,1485 1,4092 1,6425 1,8345 1,9726 2,0573 2,1039 2,1294 2,1402 2,1294 2,0818 1,9858 1,8427 1,6665 1,4793 1,3010 1,1363 0,9770 0,8225 0,6874 0,5876 0,5263 0,4910 0,4603 0,4167 0,3596 0,3017 0,2520 0,2102 0,1730 0,1386 0,1045 0,0661 0,0201 -0,0321 -0,0814 -0,1134 -0,1180 -0,0999 -0,0778 -0,0741 -0,1102 -0,2047 -0,3658 -0,5805 -0,8141 -1,0243 -1,1765 -1,2530 -1,2605 -1,2276 -1,1886 -1,1632 -1,1493 -1,1312 -1,0975 -1,0481 -0,9880 -0,9238 -0,8663 -0,8255 -0,7973 -0,7561 -0,6654 -0,4919 -0,2120 0,1861 0,7015 1,3189 2,0037 2,7017 3,3516 3,9074 4,3554 4,7159 5,0275 5,3274 5,6347 5,9403 6,2123 6,4212 6,5569 6,6253 6,6362 6,5958 6,5052 6,3642 6,1696 5,9152 5,6007 5,2375 4,8468 4,4565 4,0982 3,8021 3,5934 3,4918 3,5036 3,6109 3,7758 3,9591 4,1298 4,2638 4,3442 4,3680 4,3448 4,2847 4,1852 4,0304 3,8060 3,5127 3,1642 2,7805 2,3867 2,0081 1,6645 1,3671 1,1164 0,8953 0,6730 0,4253 0,1546 -0,1066 -0,3135 -0,4384 -0,4827 -0,4648 -0,4062 -0,3326 -0,2726 -0,2451 -0,2492 -0,2756 -0,3266 -0,4187 -0,5718 -0,7991 -1,1023 -1,4716 -1,8894 -2,3326 -2,7747 -3,1888 -3,5477 -3,8256 -4,0068 -4,0955 -4,1155 -4,1013 -4,0866 -4,0947 -4,1365 -4,2130 -4,3113 -4,4024 -4,4477 -4,4120 -4,2780 -4,0564 -3,7765 -3,4658 -3,1395 -2,8044 -2,4617 -2,1158 -1,7859 -1,5038 -1,2980 -1,1852 -1,1711 -1,2512 -1,4092 -1,6181 -1,8464 -2,0654 -2,2509 -2,3830 -2,4484 -2,4441 -2,3830 -2,2937 -2,2113 -2,1616 -2,1520 -2,1735 -2,2054 -2,2246 -2,2199 -2,1985 -2,1783 -2,1809 -2,2306 -2,3451 -2,5195 -2,7189 -2,8936 -3,0018 -3,0234 -2,9564 -2,8040 -2,5714 -2,2773 -1,9565 -1,6461 -1,3733 -1,1551 -1,0004 -0,9098 -0,8750 -0,8843 -0,9302 -1,0113 -1,1248 -1,2574 -1,3842 -1,4760 -1,5106 -1,4798 -1,3886 -1,2520 -1,0929 -0,9351 -0,7947 -0,6751 -0,5735 -0,4913 -0,4388 -0,4293 -0,4723 -0,5663 -0,6951 -0,8289 -0,9314 -0,9739 -0,9443 -0,8427 -0,6710 -0,4330 -0,1470 0,1507 0,4207 0,6384 0,7966 0,8980 0,9561 0,9988 1,0524 1,1223 1,1957 1,2638 1,3340 1,4182 1,5203 1,6419 1,7922 1,9780 2,1900 2,4075 2,6042 2,7466 2,8026 2,7615 2,6468 2,5077 2,3926 2,3237 2,2960 2,2929 2,2938 2,2756 2,2224 2,1376 2,0462 1,9850 1,9856 2,0640 2,2199 2,4421 2,7120 3,0053 3,2982 3,5748 3,8317 4,0806 4,3444 4,6392 4,9604 5,2879 5,5985 5,8700 6,0821 6,2189 6,2743 6,2551 6,1797 6,0730 5,9588 5,8531 5,7615 5,6751 5,5733 5,4409 5,2819 5,1198 4,9899 4,9258 4,9448 5,0404 5,1876 5,3533 5,5061 5,6210 5,6864 5,7080 5,6995 5,6696 5,6259 5,5818 5,5452 5,5068 5,4463 5,3484 5,2175 5,0848 4,9924 4,9677 5,0094 5,0923 5,1904 5,2980 5,4235 5,5647 5,7020 5,8174 5,9106 5,9951 6,0837 6,1807 6,2801 6,3672 6,4286 6,4606 6,4674 6,4522 6,4121 6,3388 6,2222 6,0544 5,8353 5,5796 5,3233 5,1135 4,9865 4,9565 5,0237 5,1829 5,4196 5,7065 6,0044 6,2682 6,4565 6,5422 6,5195 6,4057 6,2356 6,0440 5,8498 5,6569 5,4684 5,2980 5,1661 5,0813 5,0369 5,0261 5,0528 5,1234 5,2349 5,3708 5,5026 5,6012 5,6534 5,6622 5,6350 5,5815 5,5199 5,4745 5,4652 5,5029 5,5949 5,7438 5,9401 6,1582 6,3592 6,5046 6,5808 6,6051 6,6052 6,5997 6,5961 6,5929 6,5805 6,5427 6,4630 6,3361 6,1826 6,0436 5,9554 5,9278 5,9439 5,9747 5,9971 5,9980 5,9683 5,9013 5,7988 5,6676 5,5148 5,3493 5,1823 5,0281 4,9037 4,8224 4,7845 4,7790 4,7973 4,8439 4,9342 5,0764 5,2542 5,4280 5,5530 5,5946 5,5350 5,3799 5,1592 4,9144 4,6774 4,4617 4,2663 4,0813 3,8937 3,6974 3,5042 3,3427 3,2383 3,1952 3,2003 3,2427 3,3207 3,4286 3,5501 3,6718 3,7960 3,9401 4,1196 4,3328 4,5577 4,7632 4,9186 4,9977 4,9796 4,8498 4,6083 4,2818 3,9241 3,5975 3,3478 3,1890 3,1018 3,0454 2,9820 2,8964 2,7951 2,6919 2,5949 2,5017 2,4026 2,2912 2,1759 2,0793 2,0266 2,0311 2,0886 2,1814 2,2868 2,3837 2,4605 2,5160 2,5485 2,5503 2,5168 2,4502 2,3547 2,2344 2,0987 1,9654 1,8587 1,7970 1,7743 1,7524 1,6761 1,5006 1,2162 0,8508 0,4493 0,0471 -0,3432 -0,7272 -1,1162 -1,5198 -1,9397 -2,3615 -2,7563 -3,0943 -3,3572 -3,5389 -3,6446 -3,6933 -3,7166 -3,7494 -3,8211 -3,9505 -4,1411 -4,3811 -4,6503 -4,9237 -5,1711 -5,3658 -5,5019 -5,5933 -5,6541 -5,6839 -5,6745 -5,6234 -5,5332 -5,4009 -5,2189 -4,9889 -4,7302 -4,4746 -4,2575 -4,1117 -4,0567 -4,0856 -4,1620 -4,2374 -4,2792 -4,2846
