Fp1   -0,9531 -1,0440 -1,0314 -0,8801 -0,5964 -0,2239 0,1703 0,5258 0,8140 1,0296 1,1612 1,1872 1,1007 0,9196 0,6645 0,3439 -0,0384 -0,4679 -0,9063 -1,2867 -1,5338 -1,6010 -1,4958 -1,2752 -1,0193 -0,7995 -0,6552 -0,5903 -0,5848 -0,5991 -0,5752 -0,4655 -0,2687 -0,0282 0,2008 0,3794 0,4914 0,5292 0,4945 0,4196 0,3700 0,4043 0,5321 0,7176 0,9128 1,0796 1,1892 1,2127 1,1268 0,9428 0,7207 0,5393 0,4521 0,4558 0,4816 0,4376 0,2885 0,0913 -0,0439 -0,0196 0,1926 0,5287 0,8705 1,1295 1,2963 1,4010 1,4485 1,4343 1,4026 1,4287 1,5415 1,6956 1,8207 1,8761 1,8694 1,8418 1,8286 1,8223 1,7722 1,6149 1,3172 0,9119 0,4980 0,1980 0,0986 0,2151 0,4997 0,8697 1,2250 1,4686 1,5468 1,4756 1,3149 1,1264 0,9600 0,8515 0,8238 0,8983 1,0905 1,3729 1,6492 1,7885 1,6983 1,3755 0,8997 0,3916 -0,0290 -0,2711 -0,2970 -0,1447 0,0804 0,2617 0,3330 0,3016 0,2288 0,1744 0,1396 0,0763 -0,0479 -0,2169 -0,3905 -0,5286 -0,5956 -0,5694 -0,4517 -0,2654 -0,0409 0,1943 0,4213 0,6331 0,8353 1,0459 1,2767 1,5118 1,7234 1,9064 2,0871 2,3079 2,6020 2,9648 3,3504 3,7072 4,0197 4,3173 4,6441 5,0245 5,4516 5,8976 6,3290 6,7144 7,0288 7,2527 7,3705 7,3810 7,3068 7,1838 7,0434 6,9014 6,7419 6,5089 6,1417 5,6405 5,0857 4,5946 4,2710 4,1752 4,3058 4,6095 5,0202 5,4754 5,9003 6,2203 6,3931 6,4143 6,3118 6,1427 5,9768 5,8757 5,8844 6,0322 6,3374 6,8141 7,4692 8,2784 9,1647 10,0109 10,7074 11,1866 11,4210 11,4055 11,1531 10,7110 10,1670 9,6216 9,1472 8,7733 8,4976 8,3009 8,1541 8,0181 7,8401 7,5680 7,1835 6,7026 6,1489 5,5542 4,9831 4,5311 4,2780 4,2419 4,3763 4,6007 4,8291 4,9930 5,0606 5,0318 4,9229 4,7673 4,6212 4,5490 4,5932 4,7527 4,9883 5,2525 5,5140 5,7597 5,9828 6,1734 6,3267 6,4553 6,5909 6,7817 7,0729 7,4695 7,9227 8,3631 8,7461 9,0661 9,3353 9,5665 9,7681 9,9347 10,0430 10,0651 9,9877 9,8144 9,5507 9,2013 8,7916 8,3780 8,0265 7,7859 7,6771 7,6886 7,7806 7,9121 8,0666 8,2370 8,3989 8,5201 8,5939 8,6534 8,7414 8,8740 9,0471 9,2556 9,4823 9,6843 9,8146 9,8536 9,8083 9,6898 9,5184 9,3426 9,2185 9,1644 9,1559 9,1573 9,1398 9,0787 8,9583 8,7928 8,6235 8,4885 8,3914 8,2938 8,1432 7,9158 7,6295 7,3326 7,0852 6,9371 6,9014 6,9430 7,0033 7,0518 7,1056 7,1969 7,3477 7,5774 7,9043 8,3191 8,7617 9,1352 9,3499 9,3629 9,1997 8,9492 8,7164 8,5640 8,5042 8,5383 8,6908 9,0004 9,4843 10,1098 10,7944 11,4414 11,9884 12,4212 12,7445 12,9566 13,0590 13,0720 13,0308 12,9704 12,9232 12,9091 12,9053 12,8380 12,6307 12,2608 11,7668 11,2152 10,6655 10,1584 9,7280 9,4181 9,2820 9,3563 9,6321 10,0603 10,5720 11,0765 11,4637 11,6531 11,6491 11,5258 11,3612 11,2101 11,1243 11,1465 11,2716 11,4433 11,5909 11,6591 11,6242 11,5173 11,4232 11,4287 11,5643 11,7943 12,0444 12,2335 12,3091 12,2722 12,1619 12,0183 11,8670 11,7236 11,5918 11,4630 11,3312 11,2071 11,1116 11,0690 11,0968 11,1758 11,2428 11,2327 11,1289 10,9873 10,9089 10,9693 11,1757 11,4858 11,8322 12,1328 12,3158 12,3562 12,2809 12,1434 12,0028 11,9132 11,9020 11,9458 11,9743 11,9063 11,6930 11,3516 10,9723 10,6715 10,5136 10,4815 10,5143 10,5579 10,5905 10,6309 10,7361 10,9748 11,3790 11,9134 12,4873 12,9961 13,3670 13,5885 13,6959 13,7222 13,6745 13,5622 13,4233 13,3080 13,2530 13,2776 13,3752 13,4910 13,5311 13,4180 13,1373 12,7427 12,3302 11,9977 11,8064 11,7603 11,8085 11,8787 11,9238 11,9357 11,9220 11,8824 11,8060 11,6773 11,4825 11,2254 10,9420 10,6971 10,5621 10,5755 10,7100 10,8913 11,0537 11,1541 11,1491 11,0019 10,7258 10,4008 10,1470 10,0675 10,1920 10,4616 10,7625 10,9848 11,0874 11,1305 11,2232 11,4182 11,6620 11,8502 11,9129 11,8476 11,7023 11,5394 11,4068 11,3343 11,3470 11,4658 11,6770 11,9103 12,0691 12,0935 11,9897 11,8002 11,5546 11,2564 10,9027 10,4982 10,0479 9,5569 9,0590 8,6359 8,3775 8,3209 8,4355 8,6560 8,9197 9,1819 9,4087 9,5734 9,6689 9,7171 9,7619 9,8681 10,1192 10,5800 11,2441 12,0212 12,7816 13,4225 13,9069 14,2489 14,4786 14,6361 14,7803 14,9484 15,1112 15,2044 15,1988 15,1222 15,0213 14,9209 14,8246 14,7444 14,7152 14,7799 14,9654 15,2641 15,6200 15,9345 16,1128 16,1084 15,9243 15,6019 15,2215 14,8742 14,6093 14,4183 14,2599 14,0884 13,8839 13,6693 13,4788 13,3005 13,0722 12,7494 12,3667 12,0176 11,7836 11,6930 11,7348 11,8756 12,0571 12,2060 12,2639 12,2147 12,0967 11,9830 11,9336 11,9662 12,0716 12,2404 12,4591 12,6870 12,8562 12,9057 12,8096 12,5832 12,2739 11,9406 11,6370 11,4133 11,3280 11,4399 11,7626 12,2189 12,6588 12,9400 12,9963 12,8533 12,5966 12,3117 12,0418 11,7949 11,5687 11,3626 11,1796 11,0323 10,9610 11,0303 11,2872 11,7248 12,2797 12,8527 13,3458 13,7020 13,9174 14,0130 13,9908 13,8168 13,4477 12,8745
Fz    -1,0928 -0,9076 -0,6707 -0,3484 0,0665 0,5461 1,0279 1,4431 1,7473 1,9207 1,9473 1,8140 1,5312 1,1344 0,6598 0,1306 -0,4315 -0,9943 -1,5085 -1,9060 -2,1203 -2,1251 -1,9554 -1,6897 -1,4172 -1,2082 -1,0962 -1,0745 -1,1065 -1,1395 -1,1171 -1,0042 -0,8114 -0,5848 -0,3677 -0,1747 -0,0022 0,1443 0,2549 0,3486 0,4757 0,6751 0,9367 1,2106 1,4399 1,5850 1,6309 1,5770 1,4234 1,1831 0,9001 0,6357 0,4409 0,3335 0,2783 0,2021 0,0621 -0,1017 -0,1906 -0,1138 0,1535 0,5542 0,9911 1,3973 1,7683 2,1180 2,4248 2,6533 2,8104 2,9341 3,0332 3,0718 3,0131 2,8594 2,6532 2,4513 2,2844 2,1328 1,9365 1,6294 1,1849 0,6504 0,1423 -0,2046 -0,2977 -0,1223 0,2644 0,7621 1,2464 1,5966 1,7486 1,7242 1,5963 1,4329 1,2766 1,1478 1,0554 1,0198 1,0725 1,2150 1,3853 1,4766 1,3951 1,1142 0,6849 0,2064 -0,2125 -0,4824 -0,5620 -0,4834 -0,3376 -0,2147 -0,1525 -0,1324 -0,1074 -0,0498 0,0117 0,0149 -0,0733 -0,2304 -0,4046 -0,5437 -0,6058 -0,5677 -0,4294 -0,2104 0,0613 0,3604 0,6761 1,0173 1,4026 1,8428 2,3259 2,8133 3,2631 3,6551 3,9925 4,2945 4,5868 4,8836 5,1757 5,4439 5,6882 5,9427 6,2561 6,6520 7,1081 7,5708 7,9845 8,3108 8,5307 8,6363 8,6269 8,5226 8,3700 8,2134 8,0625 7,8934 7,6649 7,3238 6,8296 6,2005 5,5275 4,9397 4,5569 4,4494 4,6120 4,9776 5,4636 5,9952 6,4993 6,9158 7,2186 7,4072 7,4994 7,5397 7,5955 7,7313 7,9860 8,3697 8,8779 9,5118 10,2772 11,1565 12,0798 12,9365 13,6227 14,0806 14,3031 14,3133 14,1368 13,7938 13,3163 12,7574 12,1781 11,6325 11,1600 10,7751 10,4599 10,1628 9,8044 9,3064 8,6373 7,8214 6,9119 5,9802 5,1206 4,4318 3,9768 3,7538 3,7076 3,7610 3,8385 3,8836 3,8725 3,8049 3,6931 3,5655 3,4692 3,4541 3,5525 3,7692 4,0868 4,4801 4,9227 5,3865 5,8422 6,2628 6,6327 6,9563 7,2581 7,5788 7,9555 8,3873 8,8241 9,2015 9,4918 9,7169 9,9163 10,1162 10,3220 10,5160 10,6623 10,7247 10,6798 10,5190 10,2416 9,8582 9,4088 8,9708 8,6324 8,4592 8,4776 8,6703 8,9835 9,3528 9,7314 10,0897 10,3977 10,6263 10,7674 10,8424 10,8785 10,8813 10,8491 10,7975 10,7469 10,6965 10,6307 10,5410 10,4252 10,2773 10,1038 9,9447 9,8492 9,8297 9,8506 9,8538 9,7893 9,6316 9,3860 9,0941 8,8152 8,5852 8,3865 8,1565 7,8363 7,4199 6,9570 6,5240 6,1911 5,9965 5,9344 5,9642 6,0437 6,1670 6,3620 6,6570 7,0666 7,5978 8,2409 8,9454 9,6164 10,1434 10,4443 10,4962 10,3477 10,1045 9,8766 9,7288 9,6827 9,7545 9,9750 10,3724 10,9435 11,6367 12,3622 13,0293 13,5864 14,0272 14,3602 14,5898 14,7282 14,8066 14,8605 14,9142 14,9816 15,0635 15,1232 15,0864 14,8906 14,5251 14,0272 13,4572 12,8794 12,3492 11,9083 11,5937 11,4410 11,4672 11,6499 11,9339 12,2502 12,5233 12,6808 12,6833 12,5509 12,3463 12,1294 11,9461 11,8512 11,8968 12,0861 12,3604 12,6340 12,8279 12,8944 12,8477 12,7685 12,7525 12,8451 13,0278 13,2489 13,4513 13,5961 13,6826 13,7384 13,7831 13,8137 13,8200 13,7988 13,7564 13,7115 13,6877 13,6994 13,7522 13,8423 13,9325 13,9509 13,8383 13,5979 13,3098 13,0941 13,0304 13,1102 13,2661 13,4201 13,5074 13,4931 13,3888 13,2404 13,0963 12,9944 12,9670 13,0296 13,1614 13,3020 13,3690 13,2901 13,0428 12,6797 12,3011 11,9877 11,7610 11,5996 11,4740 11,3730 11,3235 11,3935 11,6589 12,1504 12,8249 13,5827 14,3098 14,9235 15,4017 15,7663 16,0330 16,1909 16,2375 16,2086 16,1599 16,1276 16,1183 16,1166 16,0815 15,9489 15,6649 15,2212 14,6667 14,0962 13,6180 13,3118 13,1928 13,2048 13,2541 13,2634 13,1960 13,0462 12,8200 12,5257 12,1722 11,7725 11,3494 10,9408 10,6019 10,3984 10,3743 10,5141 10,7552 11,0332 11,2908 11,4612 11,4895 11,3812 11,2149 11,1121 11,1771 11,4356 11,8199 12,2097 12,4963 12,6476 12,7311 12,8523 13,0492 13,2555 13,3669 13,3281 13,1600 12,9324 12,7183 12,5657 12,4997 12,5371 12,6824 12,9022 13,1141 13,2199 13,1622 12,9493 12,6202 12,1942 11,6669 11,0394 10,3362 9,5975 8,8728 8,2335 7,7746 7,5772 7,6652 7,9938 8,4705 8,9943 9,4878 9,8981 10,1894 10,3568 10,4411 10,5159 10,6716 11,0024 11,5681 12,3526 13,2614 14,1695 14,9823 15,6653 16,2249 16,6711 17,0166 17,2963 17,5397 17,7284 17,8177 17,7965 17,7021 17,5848 17,4764 17,3921 17,3484 17,3702 17,4839 17,7021 18,0089 18,3464 18,6159 18,7169 18,5954 18,2563 17,7556 17,1891 16,6551 16,2033 15,8237 15,4777 15,1303 14,7798 14,4681 14,2402 14,0834 13,9228 13,6891 13,3833 13,0669 12,8028 12,6201 12,5272 12,5269 12,6077 12,7351 12,8622 12,9554 13,0252 13,1252 13,3037 13,5664 13,8853 14,2224 14,5350 14,7701 14,8730 14,8113 14,5900 14,2436 13,8231 13,3840 12,9760 12,6423 12,4313 12,3923 12,5331 12,7808 13,0024 13,0759 12,9493 12,6550 12,2787 11,8986 11,5461 11,2194 10,9136 10,6288 10,3670 10,1434 10,0059 10,0253 10,2475 10,6610 11,2026 11,7779 12,2928 12,6924 12,9740 13,1562 13,2353 13,1662 12,8848 12,3600
F3    -0,9228 -0,8943 -0,7845 -0,5716 -0,2523 0,1562 0,6113 1,0597 1,4610 1,7848 1,9956 2,0579 1,9602 1,7185 1,3551 0,8869 0,3340 -0,2700 -0,8716 -1,3938 -1,7552 -1,9075 -1,8586 -1,6635 -1,3992 -1,1399 -0,9358 -0,8011 -0,7158 -0,6367 -0,5136 -0,3232 -0,0961 0,0997 0,2073 0,2118 0,1306 -0,0149 -0,1992 -0,3638 -0,4207 -0,3081 -0,0399 0,3057 0,6357 0,8788 0,9943 0,9621 0,7775 0,4692 0,1092 -0,2166 -0,4486 -0,5806 -0,6728 -0,8178 -1,0585 -1,3392 -1,5422 -1,5596 -1,3525 -0,9712 -0,5222 -0,0930 0,2970 0,6607 0,9813 1,2276 1,4124 1,5820 1,7465 1,8622 1,8820 1,8012 1,6623 1,5295 1,4424 1,3824 1,2801 1,0558 0,6711 0,1675 -0,3393 -0,7085 -0,8382 -0,7070 -0,3726 0,0571 0,4535 0,7055 0,7694 0,6851 0,5298 0,3655 0,2300 0,1437 0,1173 0,1707 0,3301 0,5844 0,8529 1,0137 0,9730 0,7166 0,3074 -0,1488 -0,5410 -0,7819 -0,8356 -0,7420 -0,6045 -0,5283 -0,5621 -0,6830 -0,8210 -0,9114 -0,9437 -0,9492 -0,9454 -0,9164 -0,8419 -0,7187 -0,5565 -0,3695 -0,1751 0,0110 0,1843 0,3557 0,5478 0,7837 1,0773 1,4291 1,8227 2,2268 2,6165 2,9908 3,3593 3,7284 4,0984 4,4565 4,7719 5,0161 5,1921 5,3460 5,5428 5,8247 6,1893 6,6008 7,0110 7,3752 7,6602 7,8454 7,9226 7,9049 7,8268 7,7228 7,6084 7,4808 7,3171 7,0650 6,6678 6,1245 5,5166 4,9759 4,6303 4,5545 4,7401 5,1145 5,5936 6,1077 6,5873 6,9678 7,2095 7,2974 7,2415 7,0886 6,9180 6,8170 6,8513 7,0516 7,4275 7,9911 8,7555 9,7025 10,7530 11,7755 12,6367 13,2506 13,5918 13,6739 13,5208 13,1631 12,6521 12,0570 11,4414 10,8483 10,3003 9,8038 9,3557 8,9417 8,5233 8,0478 7,4882 6,8578 6,1895 5,5272 4,9361 4,4930 4,2510 4,2073 4,3068 4,4723 4,6286 4,7204 4,7231 4,6370 4,4796 4,2887 4,1228 4,0425 4,0878 4,2659 4,5563 4,9312 5,3650 5,8251 6,2675 6,6502 6,9551 7,1966 7,4128 7,6534 7,9581 8,3220 8,6872 8,9817 9,1766 9,3077 9,4410 9,6246 9,8678 10,1409 10,3867 10,5436 10,5680 10,4393 10,1510 9,7091 9,1547 8,5765 8,0846 7,7670 7,6618 7,7485 7,9606 8,2283 8,5150 8,8078 9,0877 9,3284 9,5212 9,6896 9,8654 10,0563 10,2510 10,4417 10,6198 10,7608 10,8336 10,8215 10,7224 10,5390 10,2960 10,0596 9,9069 9,8681 9,9087 9,9589 9,9516 9,8443 9,6306 9,3472 9,0582 8,8176 8,6360 8,4772 8,2907 8,0523 7,7736 7,4878 7,2364 7,0525 6,9417 6,8784 6,8287 6,7917 6,8100 6,9356 7,2031 7,6294 8,2044 8,8691 9,5164 10,0287 10,3238 10,3791 10,2358 9,9855 9,7267 9,5223 9,3991 9,3784 9,4922 9,7685 10,2079 10,7689 11,3752 11,9524 12,4698 12,9359 13,3576 13,7233 14,0242 14,2712 14,4830 14,6713 14,8436 15,0016 15,1152 15,1180 14,9496 14,5975 14,0987 13,5225 12,9478 12,4392 12,0391 11,7827 11,7101 11,8471 12,1747 12,6306 13,1329 13,5912 13,9163 14,0528 14,0090 13,8416 13,6114 13,3733 13,1955 13,1420 13,2258 13,4012 13,5984 13,7509 13,8140 13,7954 13,7608 13,7845 13,8922 14,0552 14,2215 14,3407 14,3839 14,3579 14,2915 14,2076 14,1159 14,0201 13,9189 13,8079 13,6918 13,5869 13,5100 13,4777 13,5002 13,5506 13,5563 13,4462 13,2119 12,9318 12,7340 12,7103 12,8630 13,1290 13,4240 13,6637 13,7859 13,7796 13,6834 13,5488 13,4164 13,3189 13,2768 13,2758 13,2580 13,1458 12,8841 12,4829 12,0320 11,6587 11,4490 11,4045 11,4665 11,5677 11,6723 11,7959 12,0015 12,3631 12,9098 13,5931 14,3042 14,9255 15,3806 15,6578 15,7907 15,8099 15,7239 15,5489 15,3360 15,1509 15,0408 15,0240 15,0883 15,1801 15,2135 15,1136 14,8561 14,4787 14,0703 13,7395 13,5666 13,5628 13,6617 13,7572 13,7623 13,6399 13,3953 13,0576 12,6645 12,2522 11,8459 11,4612 11,1161 10,8463 10,7091 10,7516 10,9595 11,2578 11,5634 11,8092 11,9313 11,8862 11,6947 11,4512 11,2870 11,3081 11,5383 11,9079 12,2903 12,5634 12,6805 12,7039 12,7452 12,8539 12,9717 12,9991 12,8836 12,6501 12,3730 12,1275 11,9558 11,8722 11,8843 11,9940 12,1705 12,3321 12,3769 12,2484 11,9676 11,5944 11,1653 10,6766 10,1149 9,4853 8,8138 8,1430 7,5420 7,1048 6,9118 6,9866 7,2867 7,7246 8,2030 8,6428 8,9881 9,2041 9,2904 9,2942 9,2982 9,4066 9,7284 10,3332 11,2018 12,2238 13,2473 14,1479 14,8704 15,4195 15,8233 16,1220 16,3739 16,6197 16,8328 16,9441 16,9147 16,7656 16,5445 16,2871 16,0187 15,7751 15,6090 15,5712 15,6864 15,9385 16,2635 16,5572 16,7188 16,6968 16,4967 16,1705 15,8058 15,4865 15,2420 15,0428 14,8398 14,6014 14,3345 14,0820 13,8796 13,7057 13,4857 13,1607 12,7468 12,3208 11,9567 11,6879 11,5218 11,4587 11,4868 11,5791 11,6999 11,8202 11,9428 12,1053 12,3393 12,6371 12,9645 13,2892 13,5825 13,8015 13,8870 13,7949 13,5248 13,1221 12,6570 12,1964 11,7857 11,4550 11,2427 11,1988 11,3441 11,6250 11,9276 12,1416 12,2143 12,1609 12,0358 11,8801 11,6946 11,4608 11,1695 10,8281 10,4594 10,1084 9,8536 9,7893 9,9766 10,4079 11,0079 11,6600 12,2503 12,7140 13,0456 13,2639 13,3651 13,3040 13,0206 12,4889
F7    -0,8757 -0,8617 -0,7749 -0,5957 -0,3300 -0,0097 0,3171 0,6082 0,8442 1,0209 1,1263 1,1394 1,0536 0,8820 0,6376 0,3230 -0,0588 -0,4866 -0,9109 -1,2563 -1,4488 -1,4556 -1,3044 -1,0687 -0,8362 -0,6727 -0,5969 -0,5872 -0,6079 -0,6206 -0,5822 -0,4641 -0,2784 -0,0733 0,1005 0,2201 0,2901 0,3205 0,3192 0,3117 0,3447 0,4522 0,6228 0,8060 0,9473 1,0134 0,9954 0,8931 0,7079 0,4600 0,2056 0,0150 -0,0690 -0,0629 -0,0466 -0,1170 -0,3121 -0,5793 -0,8131 -0,9130 -0,8326 -0,6062 -0,3235 -0,0584 0,1775 0,3972 0,5820 0,7064 0,7953 0,9040 1,0442 1,1674 1,2160 1,1695 1,0541 0,9273 0,8426 0,8138 0,8054 0,7535 0,6061 0,3666 0,1069 -0,0645 -0,0601 0,1429 0,4989 0,9170 1,2866 1,5105 1,5479 1,4307 1,2290 1,0073 0,8080 0,6486 0,5304 0,4638 0,4724 0,5509 0,6341 0,6281 0,4769 0,1967 -0,1432 -0,4580 -0,6731 -0,7381 -0,6448 -0,4448 -0,2335 -0,0933 -0,0487 -0,0650 -0,0775 -0,0459 0,0038 0,0084 -0,0589 -0,1666 -0,2675 -0,3329 -0,3507 -0,3157 -0,2262 -0,0895 0,0751 0,2422 0,3957 0,5398 0,6985 0,8986 1,1411 1,3888 1,6014 1,7739 1,9324 2,1108 2,3335 2,6019 2,8887 3,1536 3,3748 3,5709 3,7894 4,0714 4,4232 4,8165 5,2070 5,5532 5,8279 6,0155 6,1046 6,0960 6,0115 5,8879 5,7627 5,6631 5,5882 5,4935 5,3169 5,0377 4,7015 4,3944 4,2064 4,1989 4,3776 4,7002 5,1138 5,5656 5,9867 6,3020 6,4618 6,4506 6,2858 6,0179 5,7171 5,4553 5,2933 5,2752 5,4308 5,7844 6,3505 7,1098 7,9835 8,8439 9,5605 10,0456 10,2668 10,2332 9,9804 9,5695 9,0866 8,6164 8,2090 7,8754 7,6087 7,3995 7,2361 7,0958 6,9367 6,7101 6,3956 6,0104 5,5829 5,1458 4,7531 4,4786 4,3787 4,4546 4,6488 4,8696 5,0193 5,0274 4,8826 4,6301 4,3417 4,0909 3,9394 3,9249 4,0503 4,2833 4,5699 4,8603 5,1263 5,3583 5,5520 5,7013 5,8091 5,8983 6,0060 6,1721 6,4251 6,7605 7,1340 7,4880 7,7927 8,0588 8,3105 8,5572 8,7890 8,9790 9,0926 9,1024 8,9995 8,7891 8,4808 8,0885 7,6468 7,2191 6,8769 6,6728 6,6287 6,7302 6,9316 7,1844 7,4668 7,7718 8,0763 8,3435 8,5567 8,7413 8,9355 9,1442 9,3409 9,5023 9,6198 9,6863 9,6952 9,6510 9,5687 9,4609 9,3430 9,2493 9,2178 9,2543 9,3261 9,3877 9,4024 9,3459 9,2120 9,0255 8,8368 8,6894 8,5884 8,4935 8,3491 8,1229 7,8241 7,4989 7,2139 7,0235 6,9402 6,9296 6,9400 6,9497 6,9779 7,0537 7,1947 7,4152 7,7253 8,1062 8,4952 8,8059 8,9684 8,9560 8,7974 8,5732 8,3760 8,2617 8,2408 8,3087 8,4724 8,7491 9,1467 9,6452 10,1911 10,7167 11,1741 11,5474 11,8346 12,0350 12,1553 12,2135 12,2294 12,2177 12,1919 12,1599 12,1039 11,9774 11,7407 11,3932 10,9722 10,5312 10,1192 9,7704 9,5087 9,3649 9,3831 9,5955 9,9890 10,5095 11,0867 11,6369 12,0641 12,2967 12,3313 12,2249 12,0460 11,8543 11,7111 11,6666 11,7229 11,8327 11,9323 11,9644 11,8980 11,7587 11,6289 11,5905 11,6667 11,8205 11,9920 12,1279 12,2001 12,2151 12,2019 12,1849 12,1718 12,1570 12,1274 12,0692 11,9802 11,8737 11,7697 11,6923 11,6612 11,6627 11,6407 11,5360 11,3381 11,1097 10,9546 10,9406 11,0602 11,2642 11,5017 11,7251 11,8911 11,9754 11,9790 11,9204 11,8325 11,7618 11,7485 11,7957 11,8617 11,8881 11,8355 11,7076 11,5613 11,4788 11,5096 11,6397 11,8101 11,9565 12,0414 12,0767 12,1248 12,2631 12,5309 12,9007 13,2939 13,6222 13,8325 13,9316 13,9675 13,9762 13,9583 13,9080 13,8417 13,7848 13,7503 13,7439 13,7689 13,8068 13,8082 13,7235 13,5387 13,2831 13,0178 12,8145 12,7285 12,7718 12,9033 13,0534 13,1670 13,2208 13,2073 13,1202 12,9565 12,7221 12,4322 12,1156 11,8172 11,5964 11,5210 11,6312 11,8912 12,1979 12,4478 12,5749 12,5398 12,3325 12,0005 11,6548 11,4324 11,4304 11,6528 12,0146 12,3918 12,6764 12,8279 12,8959 12,9711 13,0937 13,2134 13,2431 13,1347 12,9063 12,6212 12,3451 12,1182 11,9599 11,8880 11,9120 12,0048 12,0927 12,0939 11,9753 11,7686 11,5292 11,2855 11,0278 10,7341 10,3913 9,9991 9,5723 9,1558 8,8289 8,6701 8,7081 8,9043 9,1771 9,4456 9,6612 9,8052 9,8742 9,8817 9,8675 9,8946 10,0387 10,3682 10,9084 11,6181 12,4032 13,1566 13,7988 14,2957 14,6437 14,8510 14,9486 15,0036 15,0768 15,1700 15,2453 15,2841 15,3012 15,3111 15,3025 15,2595 15,1937 15,1469 15,1670 15,2875 15,5193 15,8358 16,1622 16,4074 16,5085 16,4421 16,2234 15,9098 15,5753 15,2630 14,9743 14,6922 14,4025 14,1086 13,8380 13,6146 13,4214 13,2089 12,9530 12,6904 12,4879 12,3858 12,3809 12,4544 12,5865 12,7441 12,8763 12,9315 12,8827 12,7535 12,6147 12,5410 12,5680 12,6906 12,8854 13,1195 13,3430 13,4935 13,5245 13,4291 13,2403 13,0120 12,7916 12,6038 12,4623 12,3935 12,4362 12,6022 12,8371 13,0354 13,1022 13,0013 12,7645 12,4663 12,1717 11,9029 11,6542 11,4172 11,1907 10,9810 10,8077 10,7136 10,7569 10,9753 11,3593 11,8540 12,3785 12,8560 13,2420 13,5288 13,7235 13,8164 13,7689 13,5341 13,0939
