Fp1   -2,1654 -2,3454 -2,3581 -2,2152 -1,9390 -1,5555 -1,1017 -0,6230 -0,1555 0,2756 0,6392 0,8957 1,0228 1,0417 1,0121 0,9964 1,0302 1,1221 1,2613 1,4146 1,5314 1,5683 1,5128 1,3914 1,2579 1,1659 1,1380 1,1556 1,1803 1,1839 1,1586 1,1022 1,0050 0,8605 0,6854 0,5191 0,3915 0,2917 0,1731 -0,0123 -0,2806 -0,6098 -0,9637 -1,3137 -1,6357 -1,9018 -2,0928 -2,2074 -2,2555 -2,2526 -2,2238 -2,1994 -2,2025 -2,2461 -2,3379 -2,4752 -2,6322 -2,7578 -2,7955 -2,7202 -2,5593 -2,3786 -2,2421 -2,1766 -2,1658 -2,1765 -2,1876 -2,1933 -2,1926 -2,1854 -2,1778 -2,1869 -2,2311 -2,3158 -2,4267 -2,5379 -2,6234 -2,6599 -2,6216 -2,4854 -2,2535 -1,9666 -1,6827 -1,4389 -1,2397 -1,0739 -0,9358 -0,8308 -0,7693 -0,7550 -0,7772 -0,8180 -0,8649 -0,9120 -0,9589 -1,0172 -1,1127 -1,2721 -1,5065 -1,8012 -2,1151 -2,3955 -2,6083 -2,7601 -2,8868 -3,0254 -3,2094 -3,4782 -3,8631 -4,3603 -4,9266 -5,5023 -6,0240 -6,4216 -6,6324 -6,6316 -6,4413 -6,1032 -5,6467 -5,0872 -4,4492 -3,7748 -3,1100 -2,4883 -1,9211 -1,3973 -0,8988 -0,4183 0,0467 0,5157 1,0199 1,5733 2,1662 2,7835 3,4148 4,0475 4,6686 5,2834 5,9196 6,5980 7,3037 7,9869 8,5880 9,0717 9,4455 9,7560 10,0714 10,4544 10,9257 11,4438 11,9260 12,2916 12,4869 12,4948 12,3430 12,0999 11,8528 11,6831 11,6390 11,7179 11,8719 12,0333 12,1413 12,1585 12,0719 11,8886 11,6377 11,3744 11,1635 11,0499 11,0425 11,1179 11,2448 11,4133 11,6387 11,9294 12,2589 12,5722 12,8068 12,9115 12,8624 12,6662 12,3499 11,9609 11,5702 11,2543 11,0625 11,0003 11,0458 11,1786 11,3874 11,6572 11,9529 12,2192 12,3952 12,4384 12,3437 12,1401 11,8661 11,5566 11,2488 10,9743 10,7407 10,5352 10,3459 10,1698 10,0138 9,8934 9,8206 9,7880 9,7726 9,7557 9,7338 9,7098 9,6796 9,6318 9,5520 9,4281 9,2584 9,0583 8,8569 8,6838 8,5500 8,4381 8,3190 8,1704 7,9753 7,7162 7,3828 6,9838 6,5518 6,1401 5,8143 5,6319 5,6182 5,7562 5,9958 6,2670 6,4966 6,6376 6,6944 6,7068 6,7083 6,7137 6,7382 6,8028 6,9154 7,0617 7,2149 7,3465 7,4319 7,4575 7,4272 7,3648 7,3091 7,3018 7,3679 7,4974 7,6546 7,8085 7,9463 8,0628 8,1520 8,2122 8,2526 8,2920 8,3521 8,4456 8,5696 8,7085 8,8405 8,9470 9,0153 9,0436 9,0510 9,0756 9,1447 9,2410 9,3046 9,2795 9,1549 8,9601 8,7344 8,5113 8,3186 8,1847 8,1382 8,1926 8,3203 8,4483 8,4958 8,4393 8,3315 8,2418 8,1786 8,0875 7,9210 7,6937 7,4677 7,3026 7,2229 7,2134 7,2349 7,2448 7,2115 7,1226 6,9860 6,8172 6,6274 6,4269 6,2354 6,0771 5,9681 5,9162 5,9233 5,9797 6,0626 6,1477 6,2163 6,2489 6,2196 6,1062 5,9041 5,6302 5,3208 5,0261 4,7942 4,6482 4,5833 4,5859 4,6485 4,7628 4,8997 5,0007 4,9981 4,8595 4,6212 4,3669 4,1663 4,0329 3,9346 3,8370 3,7312 3,6328 3,5638 3,5376 3,5571 3,6210 3,7219 3,8427 3,9683 4,0911 4,1982 4,2654 4,2621 4,1535 3,9167 3,5644 3,1487 2,7402 2,3991 2,1548 2,0095 1,9592 2,0082 2,1582 2,3871 2,6414 2,8529 2,9619 2,9315 2,7568 2,4691 2,1303 1,8236 1,6300 1,5973 1,7245 1,9671 2,2542 2,5152 2,6998 2,7832 2,7689 2,6893 2,5982 2,5541 2,5942 2,7113 2,8561 2,9613 2,9676 2,8426 2,5944 2,2713 1,9372 1,6451 1,4268 1,2874 1,2058 1,1524 1,1044 1,0457 0,9659 0,8677 0,7677 0,6922 0,6688 0,7104 0,7997 0,8965 0,9592 0,9573 0,8762 0,7283 0,5503 0,3745 0,2094 0,0528 -0,0881 -0,2065 -0,3099 -0,4097 -0,5019 -0,5640 -0,5652 -0,4784 -0,2944 -0,0330 0,2591 0,5325 0,7593 0,9380 1,0820 1,2053 1,3147 1,4045 1,4541 1,4376 1,3426 1,1797 0,9703 0,7287 0,4607 0,1726 -0,1331 -0,4647 -0,8305 -1,2226 -1,6146 -1,9700 -2,2567 -2,4598 -2,5811 -2,6232 -2,5790 -2,4438 -2,2364 -2,0026 -1,8039 -1,6912 -1,6709 -1,7030 -1,7395 -1,7583 -1,7622 -1,7591 -1,7526 -1,7563 -1,8058 -1,9429 -2,1893 -2,5332 -2,9275 -3,3044 -3,6108 -3,8381 -4,0192 -4,2014 -4,4129 -4,6448 -4,8656 -5,0584 -5,2399 -5,4377 -5,6566 -5,8825 -6,1126 -6,3629 -6,6451 -6,9411 -7,2008 -7,3697 -7,4180 -7,3394 -7,1377 -6,8277 -6,4393 -6,0054 -5,5515 -5,1032 -4,6938 -4,3528 -4,0928 -3,9091 -3,7906 -3,7226 -3,6856 -3,6600 -3,6361 -3,6149 -3,5974 -3,5764 -3,5307 -3,4263 -3,2350 -2,9590 -2,6343 -2,3105 -2,0240 -1,7815 -1,5666 -1,3601 -1,1520 -0,9363 -0,7036 -0,4407 -0,1339 0,2212 0,6061 0,9788 1,2897 1,4991 1,5965 1,6059 1,5619 1,4768 1,3422 1,1581 0,9380 0,6896 0,4122 0,1090 -0,2126 -0,5437 -0,8689 -1,1616 -1,3877 -1,5201 -1,5649 -1,5779 -1,6478 -1,8527 -2,2198 -2,7159 -3,2662 -3,7908 -4,2374 -4,5879 -4,8454 -5,0220 -5,1398 -5,2297 -5,3192 -5,4258 -5,5571 -5,7173 -5,9163 -6,1617 -6,4436 -6,7348 -7,0060 -7,2455 -7,4695 -7,7111 -7,9931 -8,3157 -8,6586 -8,9828 -9,2367 -9,3722 -9,3686 -9,2483 -9,0702 -8,8936 -8,7417 -8,6063 -8,4776 -8,3629 -8,2922 -8,2978 -8,3797 -8,5046 -8,6372 -8,7539 -8,8351 -8,8694 -8,8631 -8,8324 -8,7881
Fz    -2,2931 -2,3663 -2,3442 -2,2498 -2,1029 -1,9083 -1,6578 -1,3409 -0,9546 -0,5114 -0,0411 0,4156 0,8229 1,1643 1,4413 1,6592 1,8193 1,9259 1,9902 2,0194 2,0066 1,9431 1,8372 1,7183 1,6193 1,5559 1,5212 1,4948 1,4560 1,3939 1,3085 1,2002 1,0619 0,8867 0,6831 0,4721 0,2706 0,0760 -0,1310 -0,3668 -0,6273 -0,8917 -1,1472 -1,3994 -1,6563 -1,9158 -2,1692 -2,4011 -2,5863 -2,7009 -2,7441 -2,7398 -2,7202 -2,7164 -2,7573 -2,8549 -2,9869 -3,1004 -3,1418 -3,0863 -2,9471 -2,7659 -2,5907 -2,4560 -2,3791 -2,3666 -2,4182 -2,5223 -2,6550 -2,7919 -2,9262 -3,0705 -3,2431 -3,4535 -3,6927 -3,9276 -4,1097 -4,2029 -4,1999 -4,1120 -3,9546 -3,7505 -3,5319 -3,3269 -3,1443 -2,9802 -2,8331 -2,7065 -2,5985 -2,4952 -2,3737 -2,2144 -2,0156 -1,8004 -1,6125 -1,5013 -1,5074 -1,6520 -1,9255 -2,2826 -2,6548 -2,9794 -3,2269 -3,4091 -3,5635 -3,7335 -3,9636 -4,2908 -4,7245 -5,2328 -5,7560 -6,2376 -6,6345 -6,9000 -6,9824 -6,8589 -6,5569 -6,1277 -5,6059 -5,0029 -4,3250 -3,5814 -2,7847 -1,9548 -1,1211 -0,3201 0,4073 1,0250 1,5302 1,9719 2,4247 2,9394 3,5220 4,1509 4,8082 5,4923 6,2095 6,9626 7,7488 8,5580 9,3708 10,1624 10,9096 11,5945 12,2025 12,7245 13,1675 13,5570 13,9191 14,2653 14,5910 14,8797 15,1125 15,2838 15,4107 15,5223 15,6397 15,7672 15,8899 15,9798 16,0082 15,9551 15,8098 15,5691 15,2393 14,8456 14,4349 14,0623 13,7667 13,5589 13,4289 13,3552 13,3135 13,2934 13,3105 13,3933 13,5573 13,7934 14,0722 14,3515 14,5869 14,7396 14,7814 14,7077 14,5460 14,3438 14,1418 13,9560 13,7837 13,6258 13,5006 13,4316 13,4241 13,4560 13,4913 13,4996 13,4724 13,4188 13,3458 13,2498 13,1318 13,0037 12,8717 12,7254 12,5494 12,3404 12,1105 11,8782 11,6594 11,4640 11,2963 11,1559 11,0374 10,9304 10,8220 10,7007 10,5556 10,3784 10,1681 9,9295 9,6697 9,3981 9,1248 8,8571 8,6024 8,3713 8,1717 8,0038 7,8586 7,7214 7,5841 7,4589 7,3798 7,3881 7,5151 7,7721 8,1479 8,6033 9,0720 9,4881 9,8224 10,0864 10,3001 10,4721 10,6099 10,7338 10,8679 11,0238 11,1960 11,3696 11,5278 11,6566 11,7525 11,8330 11,9323 12,0803 12,2841 12,5263 12,7757 13,0040 13,1955 13,3455 13,4559 13,5342 13,5989 13,6825 13,8217 14,0380 14,3223 14,6408 14,9546 15,2375 15,4776 15,6726 15,8308 15,9692 16,0969 16,2005 16,2505 16,2279 16,1425 16,0228 15,8985 15,7962 15,7412 15,7562 15,8539 16,0218 16,2136 16,3655 16,4306 16,4062 16,3321 16,2564 16,1991 16,1504 16,0963 16,0402 15,9983 15,9775 15,9633 15,9313 15,8649 15,7575 15,6074 15,4236 15,2342 15,0746 14,9646 14,9032 14,8813 14,8919 14,9296 14,9875 15,0567 15,1250 15,1724 15,1717 15,0960 14,9257 14,6525 14,2876 13,8658 13,4341 13,0370 12,7083 12,4629 12,2940 12,1862 12,1334 12,1347 12,1741 12,2153 12,2195 12,1620 12,0383 11,8643 11,6654 11,4598 11,2474 11,0181 10,7754 10,5530 10,4009 10,3539 10,4084 10,5276 10,6678 10,7986 10,9039 10,9786 11,0274 11,0519 11,0363 10,9460 10,7425 10,4074 9,9611 9,4596 8,9680 8,5291 8,1516 7,8291 7,5634 7,3653 7,2416 7,1867 7,1812 7,1935 7,1853 7,1249 7,0070 6,8616 6,7394 6,6862 6,7208 6,8269 6,9639 7,0831 7,1417 7,1153 7,0021 6,8185 6,5908 6,3450 6,1038 5,8858 5,7009 5,5425 5,3899 5,2218 5,0295 4,8208 4,6145 4,4299 4,2785 4,1668 4,0983 4,0641 4,0390 4,0017 3,9509 3,8983 3,8540 3,8262 3,8198 3,8309 3,8484 3,8620 3,8651 3,8532 3,8191 3,7466 3,6199 3,4432 3,2406 3,0308 2,8145 2,5925 2,3807 2,1954 2,0354 1,8833 1,7258 1,5698 1,4477 1,4069 1,4872 1,6948 1,9926 2,3231 2,6465 2,9551 3,2560 3,5467 3,8096 4,0168 4,1313 4,1105 3,9256 3,5824 3,1222 2,6035 2,0800 1,5903 1,1518 0,7606 0,4041 0,0795 -0,2011 -0,4229 -0,5858 -0,7100 -0,8241 -0,9435 -1,0571 -1,1399 -1,1783 -1,1806 -1,1701 -1,1735 -1,2048 -1,2577 -1,3170 -1,3789 -1,4541 -1,5556 -1,6915 -1,8687 -2,0942 -2,3678 -2,6762 -2,9923 -3,2781 -3,4970 -3,6408 -3,7442 -3,8694 -4,0718 -4,3754 -4,7667 -5,2050 -5,6416 -6,0414 -6,3955 -6,7185 -7,0365 -7,3725 -7,7343 -8,1062 -8,4523 -8,7265 -8,8893 -8,9257 -8,8476 -8,6778 -8,4362 -8,1317 -7,7637 -7,3330 -6,8576 -6,3716 -5,9099 -5,4945 -5,1351 -4,8356 -4,5952 -4,4081 -4,2677 -4,1699 -4,1110 -4,0846 -4,0769 -4,0542 -3,9590 -3,7326 -3,3506 -2,8386 -2,2575 -1,6737 -1,1336 -0,6588 -0,2521 0,0952 0,3972 0,6704 0,9285 1,1782 1,4158 1,6263 1,7915 1,8997 1,9457 1,9299 1,8656 1,7835 1,7199 1,6954 1,7015 1,7028 1,6597 1,5596 1,4234 1,2794 1,1426 1,0215 0,9255 0,8581 0,8063 0,7360 0,5971 0,3398 -0,0623 -0,5958 -1,2140 -1,8606 -2,4946 -3,0961 -3,6555 -4,1658 -4,6285 -5,0637 -5,5019 -5,9632 -6,4448 -6,9285 -7,3998 -7,8573 -8,2975 -8,7013 -9,0425 -9,3017 -9,4693 -9,5470 -9,5476 -9,4870 -9,3777 -9,2307 -9,0591 -8,8815 -8,7173 -8,5794 -8,4762 -8,4164 -8,4045 -8,4337 -8,4935 -8,5804 -8,6994 -8,8522 -9,0191 -9,1542 -9,2124 -9,1779 -9,0617 -8,8839 -8,6683 -8,4445 -8,2411 -8,0750
F3    -1,9088 -2,0691 -2,1074 -2,0399 -1,8837 -1,6471 -1,3342 -0,9530 -0,5204 -0,0660 0,3666 0,7291 0,9856 1,1302 1,1886 1,2007 1,2026 1,2212 1,2726 1,3533 1,4401 1,5068 1,5409 1,5497 1,5530 1,5685 1,5972 1,6173 1,5996 1,5288 1,4118 1,2645 1,0976 0,9150 0,7231 0,5317 0,3432 0,1427 -0,0911 -0,3636 -0,6546 -0,9340 -1,1887 -1,4293 -1,6697 -1,9139 -2,1594 -2,3928 -2,5788 -2,6763 -2,6729 -2,5975 -2,5031 -2,4465 -2,4742 -2,6044 -2,8113 -3,0271 -3,1703 -3,1840 -3,0623 -2,8507 -2,6235 -2,4485 -2,3640 -2,3784 -2,4771 -2,6300 -2,8015 -2,9659 -3,1151 -3,2564 -3,4029 -3,5627 -3,7317 -3,8889 -4,0009 -4,0406 -3,9982 -3,8747 -3,6792 -3,4360 -3,1803 -2,9347 -2,6986 -2,4638 -2,2360 -2,0372 -1,8897 -1,8014 -1,7608 -1,7445 -1,7307 -1,7085 -1,6832 -1,6807 -1,7430 -1,9074 -2,1797 -2,5253 -2,8859 -3,2054 -3,4548 -3,6430 -3,8031 -3,9729 -4,1868 -4,4700 -4,8259 -5,2311 -5,6486 -6,0494 -6,4097 -6,6854 -6,8130 -6,7509 -6,5094 -6,1279 -5,6329 -5,0320 -4,3342 -3,5582 -2,7308 -1,8851 -1,0572 -0,2829 0,4008 0,9604 1,3956 1,7637 2,1561 2,6433 3,2433 3,9280 4,6509 5,3726 6,0710 6,7466 7,4166 8,0964 8,7848 9,4664 10,1223 10,7363 11,2932 11,7844 12,2211 12,6328 13,0408 13,4408 13,8123 14,1336 14,3871 14,5651 14,6794 14,7542 14,8082 14,8467 14,8651 14,8565 14,8157 14,7367 14,6099 14,4302 14,2073 13,9676 13,7460 13,5738 13,4678 13,4246 13,4233 13,4318 13,4202 13,3846 13,3539 13,3671 13,4431 13,5732 13,7309 13,8836 14,0025 14,0650 14,0486 13,9402 13,7511 13,5166 13,2742 13,0407 12,8126 12,5899 12,3952 12,2640 12,2164 12,2392 12,2929 12,3338 12,3381 12,3070 12,2473 12,1585 12,0441 11,9165 11,7830 11,6379 11,4725 11,2871 11,0939 10,9105 10,7480 10,6116 10,5092 10,4496 10,4303 10,4286 10,4111 10,3502 10,2313 10,0510 9,8142 9,5309 9,2183 8,9040 8,6167 8,3683 8,1560 7,9727 7,8089 7,6489 7,4740 7,2715 7,0465 6,8256 6,6492 6,5605 6,5913 6,7504 7,0173 7,3412 7,6556 7,9145 8,1186 8,2996 8,4763 8,6370 8,7639 8,8606 8,9463 9,0320 9,1101 9,1643 9,1816 9,1541 9,0803 8,9803 8,9016 8,8970 8,9916 9,1701 9,3921 9,6187 9,8270 10,0036 10,1353 10,2124 10,2399 10,2457 10,2747 10,3679 10,5363 10,7557 10,9861 11,1978 11,3792 11,5291 11,6536 11,7661 11,8745 11,9675 12,0199 12,0173 11,9694 11,8982 11,8243 11,7679 11,7543 11,8099 11,9487 12,1572 12,3910 12,5892 12,7011 12,7176 12,6778 12,6335 12,6035 12,5643 12,4801 12,3392 12,1633 11,9879 11,8368 11,7145 11,6145 11,5254 11,4313 11,3197 11,1954 11,0794 10,9921 10,9447 10,9423 10,9831 11,0511 11,1219 11,1778 11,2128 11,2246 11,2062 11,1450 11,0221 10,8159 10,5186 10,1512 9,7563 9,3807 9,0658 8,8389 8,7055 8,6557 8,6801 8,7718 8,9141 9,0751 9,2130 9,2840 9,2587 9,1401 8,9601 8,7542 8,5400 8,3189 8,0975 7,9040 7,7787 7,7419 7,7726 7,8223 7,8538 7,8610 7,8563 7,8572 7,8788 7,9242 7,9735 7,9803 7,8810 7,6257 7,2159 6,7149 6,2151 5,7869 5,4541 5,2135 5,0647 5,0166 5,0699 5,2006 5,3557 5,4688 5,4835 5,3706 5,1365 4,8228 4,4976 4,2372 4,0991 4,1014 4,2231 4,4123 4,6044 4,7475 4,8144 4,8014 4,7223 4,6006 4,4640 4,3459 4,2763 4,2608 4,2740 4,2737 4,2206 4,0906 3,8834 3,6234 3,3531 3,1202 2,9589 2,8698 2,8219 2,7816 2,7370 2,6926 2,6622 2,6665 2,7223 2,8283 2,9658 3,1075 3,2212 3,2764 3,2485 3,1195 2,8856 2,5758 2,2472 1,9463 1,6790 1,4318 1,2067 1,0173 0,8612 0,7148 0,5546 0,3802 0,2220 0,1300 0,1505 0,3007 0,5596 0,8856 1,2447 1,6229 2,0118 2,3885 2,7177 2,9659 3,1061 3,1168 2,9906 2,7394 2,3893 1,9721 1,5218 1,0691 0,6309 0,2058 -0,2150 -0,6339 -1,0400 -1,4145 -1,7432 -2,0259 -2,2675 -2,4591 -2,5704 -2,5690 -2,4493 -2,2423 -2,0067 -1,8067 -1,6833 -1,6392 -1,6561 -1,7192 -1,8236 -1,9623 -2,1197 -2,2792 -2,4379 -2,6080 -2,8030 -3,0210 -3,2359 -3,4111 -3,5331 -3,6324 -3,7661 -3,9838 -4,3036 -4,7054 -5,1423 -5,5663 -5,9563 -6,3244 -6,6955 -7,0867 -7,5032 -7,9372 -8,3613 -8,7277 -8,9811 -9,0810 -9,0205 -8,8199 -8,5048 -8,0968 -7,6171 -7,0883 -6,5333 -5,9773 -5,4478 -4,9701 -4,5592 -4,2213 -3,9607 -3,7856 -3,7044 -3,7179 -3,8122 -3,9610 -4,1338 -4,2969 -4,4027 -4,3894 -4,2068 -3,8462 -3,3493 -2,7914 -2,2486 -1,7683 -1,3625 -1,0192 -0,7169 -0,4327 -0,1461 0,1516 0,4501 0,7251 0,9498 1,1118 1,2186 1,2812 1,3026 1,2893 1,2669 1,2715 1,3240 1,4128 1,4969 1,5307 1,4950 1,4021 1,2670 1,0871 0,8545 0,5767 0,2830 0,0102 -0,2211 -0,4275 -0,6576 -0,9599 -1,3524 -1,8169 -2,3129 -2,8019 -3,2632 -3,6938 -4,0989 -4,4889 -4,8838 -5,3046 -5,7529 -6,2028 -6,6172 -6,9743 -7,2828 -7,5654 -7,8347 -8,0885 -8,3152 -8,5000 -8,6368 -8,7338 -8,8033 -8,8557 -8,9025 -8,9530 -9,0012 -9,0207 -8,9833 -8,8937 -8,8022 -8,7698 -8,8192 -8,9283 -9,0623 -9,1994 -9,3322 -9,4466 -9,5069 -9,4760 -9,3455 -9,1343 -8,8688 -8,5781 -8,2996 -8,0765 -7,9502
F7    -2,2638 -2,3586 -2,3122 -2,1507 -1,9059 -1,5996 -1,2415 -0,8340 -0,3804 0,0986 0,5525 0,9124 1,1275 1,2009 1,1879 1,1609 1,1790 1,2740 1,4395 1,6266 1,7667 1,8106 1,7509 1,6169 1,4571 1,3172 1,2178 1,1469 1,0778 0,9945 0,8993 0,7937 0,6619 0,4823 0,2556 0,0129 -0,2069 -0,3847 -0,5245 -0,6357 -0,7189 -0,7738 -0,8185 -0,8886 -1,0112 -1,1887 -1,4064 -1,6359 -1,8320 -1,9500 -1,9767 -1,9362 -1,8698 -1,8193 -1,8229 -1,9028 -2,0432 -2,1851 -2,2524 -2,1941 -2,0137 -1,7695 -1,5397 -1,3763 -1,2868 -1,2512 -1,2496 -1,2716 -1,3066 -1,3335 -1,3306 -1,2969 -1,2592 -1,2567 -1,3142 -1,4233 -1,5461 -1,6384 -1,6684 -1,6202 -1,4946 -1,3133 -1,1085 -0,8987 -0,6811 -0,4531 -0,2311 -0,0431 0,0910 0,1674 0,1943 0,1839 0,1459 0,0871 0,0059 -0,1180 -0,3180 -0,6164 -0,9994 -1,4135 -1,7857 -2,0559 -2,2082 -2,2789 -2,3291 -2,4136 -2,5746 -2,8430 -3,2269 -3,6980 -4,2035 -4,6964 -5,1419 -5,4942 -5,6942 -5,7049 -5,5370 -5,2291 -4,8108 -4,2951 -3,6915 -3,0135 -2,2817 -1,5280 -0,7878 -0,0923 0,5271 1,0394 1,4383 1,7658 2,0964 2,4915 2,9730 3,5281 4,1311 4,7566 5,3824 5,9991 6,6158 7,2455 7,8866 8,5210 9,1277 9,6913 10,2019 10,6565 11,0682 11,4605 11,8434 12,1988 12,4951 12,7045 12,8087 12,8075 12,7282 12,6104 12,4843 12,3682 12,2723 12,1964 12,1266 12,0412 11,9276 11,7941 11,6647 11,5645 11,5107 11,5049 11,5309 11,5631 11,5781 11,5548 11,4818 11,3837 11,3288 11,3893 11,5887 11,8915 12,2315 12,5450 12,7880 12,9319 12,9561 12,8611 12,6816 12,4733 12,2821 12,1255 11,9985 11,8977 11,8370 11,8371 11,8976 11,9840 12,0455 12,0470 11,9864 11,8852 11,7655 11,6433 11,5366 11,4621 11,4184 11,3848 11,3363 11,2563 11,1441 11,0141 10,8844 10,7686 10,6768 10,6119 10,5640 10,5130 10,4403 10,3353 10,1904 9,9972 9,7514 9,4557 9,1204 8,7664 8,4206 8,1007 7,8108 7,5457 7,2969 7,0555 6,8125 6,5586 6,2934 6,0334 5,8087 5,6519 5,5849 5,6097 5,7053 5,8283 5,9255 5,9649 5,9560 5,9303 5,9007 5,8569 5,7975 5,7483 5,7356 5,7550 5,7773 5,7770 5,7450 5,6790 5,5789 5,4590 5,3524 5,2974 5,3174 5,4091 5,5504 5,7151 5,8772 6,0054 6,0698 6,0570 5,9793 5,8740 5,7952 5,7890 5,8654 5,9972 6,1503 6,3108 6,4796 6,6509 6,8120 6,9563 7,0816 7,1767 7,2199 7,1979 7,1172 6,9943 6,8462 6,6933 6,5655 6,5011 6,5357 6,6790 6,8978 7,1225 7,2785 7,3311 7,3061 7,2568 7,2127 7,1627 7,0837 6,9740 6,8582 6,7683 6,7237 6,7251 6,7556 6,7773 6,7419 6,6232 6,4412 6,2478 6,0904 5,9940 5,9645 5,9922 6,0539 6,1193 6,1656 6,1876 6,1954 6,2025 6,2182 6,2404 6,2517 6,2316 6,1741 6,0904 6,0033 5,9418 5,9307 5,9767 6,0718 6,2093 6,3862 6,5902 6,7909 6,9447 7,0051 6,9494 6,8028 6,6253 6,4665 6,3351 6,2088 6,0707 5,9320 5,8222 5,7587 5,7294 5,7060 5,6712 5,6232 5,5650 5,5095 5,4895 5,5397 5,6609 5,8035 5,8847 5,8363 5,6499 5,3817 5,1126 4,9015 4,7672 4,7057 4,7127 4,7862 4,9134 5,0671 5,2082 5,2915 5,2734 5,1234 4,8391 4,4574 4,0505 3,7051 3,4891 3,4291 3,5113 3,6889 3,8947 4,0647 4,1584 4,1633 4,0905 3,9704 3,8512 3,7909 3,8305 3,9646 4,1425 4,2976 4,3785 4,3627 4,2595 4,1028 3,9345 3,7910 3,6902 3,6214 3,5543 3,4686 3,3643 3,2419 3,0955 2,9307 2,7725 2,6539 2,6018 2,6231 2,6970 2,7814 2,8282 2,7954 2,6637 2,4557 2,2270 2,0255 1,8637 1,7384 1,6597 1,6430 1,6784 1,7232 1,7243 1,6523 1,5228 1,3903 1,3165 1,3357 1,4408 1,6031 1,7995 2,0192 2,2511 2,4707 2,6455 2,7485 2,7620 2,6767 2,4969 2,2421 1,9374 1,6049 1,2664 0,9464 0,6622 0,4147 0,1914 -0,0296 -0,2767 -0,5718 -0,9145 -1,2779 -1,6160 -1,8732 -1,9931 -1,9362 -1,7024 -1,3380 -0,9248 -0,5556 -0,2975 -0,1666 -0,1378 -0,1734 -0,2385 -0,3036 -0,3485 -0,3744 -0,4104 -0,4930 -0,6382 -0,8328 -1,0405 -1,2185 -1,3532 -1,4814 -1,6660 -1,9531 -2,3496 -2,8291 -3,3485 -3,8651 -4,3511 -4,7968 -5,2009 -5,5668 -5,9046 -6,2229 -6,5175 -6,7677 -6,9397 -7,0017 -6,9441 -6,7765 -6,5088 -6,1499 -5,7187 -5,2439 -4,7547 -4,2789 -3,8429 -3,4670 -3,1584 -2,9139 -2,7281 -2,6013 -2,5442 -2,5762 -2,7096 -2,9310 -3,2019 -3,4734 -3,6886 -3,7831 -3,7108 -3,4751 -3,1281 -2,7447 -2,3900 -2,0969 -1,8632 -1,6669 -1,4857 -1,3031 -1,1015 -0,8651 -0,5905 -0,2901 0,0107 0,2865 0,5248 0,7237 0,8816 1,0004 1,0942 1,1809 1,2653 1,3298 1,3331 1,2301 1,0128 0,7206 0,3989 0,0689 -0,2599 -0,5654 -0,8055 -0,9354 -0,9417 -0,8669 -0,7982 -0,8234 -0,9875 -1,2805 -1,6603 -2,0873 -2,5409 -3,0092 -3,4704 -3,8883 -4,2309 -4,4872 -4,6631 -4,7670 -4,8106 -4,8253 -4,8658 -4,9784 -5,1724 -5,4345 -5,7547 -6,1331 -6,5757 -7,0811 -7,6190 -8,1292 -8,5475 -8,8310 -8,9644 -8,9580 -8,8433 -8,6611 -8,4426 -8,1981 -7,9275 -7,6480 -7,3977 -7,2094 -7,0951 -7,0486 -7,0525 -7,0931 -7,1712 -7,2931 -7,4561 -7,6485 -7,8594 -8,0813 -8,3007
