Fp1   -2,0721 -1,9157 -1,6704 -1,3640 -1,0622 -0,8394 -0,7429 -0,7706 -0,8688 -0,9547 -0,9567 -0,8495 -0,6576 -0,4330 -0,2335 -0,1054 -0,0683 -0,1124 -0,2083 -0,3168 -0,4057 -0,4729 -0,5422 -0,6275 -0,7052 -0,7252 -0,6488 -0,4780 -0,2525 -0,0276 0,1522 0,2741 0,3562 0,4230 0,4854 0,5379 0,5700 0,5866 0,6114 0,6677 0,7656 0,9084 1,1007 1,3432 1,6178 1,8810 2,0838 2,2017 2,2497 2,2718 2,3107 2,3852 2,4874 2,5914 2,6697 2,7118 2,7261 2,7281 2,7280 2,7255 2,7042 2,6382 2,5129 2,3408 2,1517 1,9727 1,8215 1,7076 1,6196 1,5192 1,3739 1,1970 1,0454 0,9814 1,0439 1,2429 1,5625 1,9586 2,3580 2,6747 2,8507 2,8937 2,8639 2,8189 2,7725 2,7019 2,5813 2,4003 2,1625 1,8916 1,6409 1,4753 1,4349 1,5111 1,6491 1,7754 1,8388 1,8391 1,8285 1,8889 2,0898 2,4436 2,8840 3,2886 3,5425 3,5945 3,4638 3,2062 2,8782 2,5217 2,1634 1,8187 1,4910 1,1685 0,8336 0,4865 0,1609 -0,0807 -0,1666 -0,0485 0,2667 0,7158 1,2072 1,6557 2,0019 2,2193 2,3216 2,3593 2,3912 2,4424 2,4920 2,5039 2,4608 2,3697 2,2586 2,1792 2,1963 2,3604 2,6891 3,1705 3,7716 4,4471 5,1568 5,8793 6,5999 7,2892 7,8967 8,3610 8,6282 8,6712 8,5004 8,1656 7,7429 7,3039 6,8944 6,5485 6,3164 6,2620 6,4267 6,7998 7,3161 7,8749 8,3788 8,7697 9,0343 9,1841 9,2374 9,2128 9,1274 8,9938 8,8140 8,5779 8,2823 7,9534 7,6414 7,4020 7,2913 7,3554 7,6032 7,9902 8,4298 8,8177 9,0598 9,0975 8,9116 8,5083 7,9218 7,2288 6,5359 5,9355 5,4717 5,1419 4,9169 4,7564 4,6309 4,5388 4,4954 4,5047 4,5484 4,5956 4,6149 4,5797 4,4693 4,2750 4,0074 3,6984 3,3938 3,1422 2,9827 2,9345 2,9892 3,1090 3,2339 3,3022 3,2686 3,1096 2,8213 2,4225 1,9620 1,5195 1,1814 0,9985 0,9601 1,0098 1,0905 1,1681 1,2226 1,2379 1,2057 1,1263 1,0084 0,8779 0,7755 0,7345 0,7611 0,8331 0,9110 0,9601 0,9779 1,0045 1,0978 1,2926 1,5749 1,8857 2,1519 2,3287 2,4250 2,4867 2,5481 2,5901 2,5474 2,3676 2,0621 1,6934 1,3255 0,9987 0,7471 0,6200 0,6657 0,8893 1,2344 1,6107 1,9425 2,1986 2,3878 2,5281 2,6232 2,6669 2,6590 2,6060 2,5154 2,4015 2,2910 2,2135 2,1884 2,2237 2,3207 2,4757 2,6836 2,9447 3,2594 3,6065 3,9292 4,1585 4,2667 4,3016 4,3642 4,5515 4,9109 5,4196 5,9830 6,4567 6,7032 6,6573 6,3513 5,8878 5,3907 4,9637 4,6704 4,5291 4,5136 4,5642 4,6215 4,6595 4,6846 4,7080 4,7215 4,6970 4,6028 4,4171 4,1298 3,7419 3,2749 2,7848 2,3510 2,0365 1,8611 1,8110 1,8622 1,9938 2,1872 2,4139 2,6231 2,7496 2,7470 2,6230 2,4381 2,2684 2,1709 2,1767 2,3003 2,5360 2,8445 3,1558 3,3948 3,5053 3,4600 3,2652 2,9654 2,6355 2,3579 2,1960 2,1768 2,2930 2,5127 2,7752 2,9875 3,0549 2,9391 2,6916 2,4290 2,2722 2,2963 2,5215 2,9287 3,4542 3,9738 4,3306 4,4124 4,2073 3,7888 3,2633 2,7353 2,2953 2,0125 1,9259 2,0420 2,3349 2,7516 3,2249 3,6898 4,0941 4,4064 4,6182 4,7345 4,7605 4,7005 4,5680 4,3857 4,1737 3,9389 3,6794 3,3989 3,1172 2,8633 2,6580 2,5106 2,4286 2,4184 2,4667 2,5275 2,5401 2,4697 2,3375 2,2186 2,2016 2,3324 2,5846 2,8740 3,0971 3,1684 3,0449 2,7430 2,3423 1,9646 1,7245 1,6803 1,8179 2,0704 2,3557 2,6140 2,8262 3,0058 3,1751 3,3487 3,5257 3,6883 3,8067 3,8568 3,8354 3,7527 3,6174 3,4390 3,2400 3,0568 2,9238 2,8538 2,8358 2,8485 2,8705 2,8852 2,8867 2,8837 2,8923 2,9228 2,9798 3,0654 3,1634 3,2323 3,2353 3,1741 3,0775 2,9616 2,8077 2,5771 2,2494 1,8529 1,4617 1,1630 1,0232 1,0719 1,2987 1,6600 2,0906 2,5206 2,9013 3,2227 3,5026 3,7582 3,9855 4,1504 4,1959 4,0752 3,7879 3,3843 2,9383 2,5169 2,1665 1,9136 1,7714 1,7441 1,8302 2,0257 2,3226 2,6983 3,1102 3,5083 3,8418 4,0393 4,0009 3,6388 2,9435 2,0206 1,0613 0,2643 -0,2412 -0,4352 -0,3931 -0,2302 -0,0456 0,1040 0,1981 0,2323 0,2012 0,1008 -0,0613 -0,2649 -0,4888 -0,7251 -0,9817 -1,2679 -1,5735 -1,8684 -2,1242 -2,3328 -2,4996 -2,6238 -2,6860 -2,6485 -2,4635 -2,0936 -1,5359 -0,8336 -0,0694 0,6565 1,2550 1,6692 1,8807 1,9072 1,7942 1,6015 1,3890 1,2055 1,0783 1,0082 0,9725 0,9398 0,8847 0,7945 0,6738 0,5468 0,4461 0,3908 0,3760 0,3751 0,3573 0,3139 0,2779 0,3086 0,4428 0,6539 0,8572 0,9611 0,9274 0,7951 0,6472 0,5490 0,5117 0,5067 0,5070 0,5099 0,5219 0,5235 0,4602 0,2714 -0,0703 -0,5462 -1,1083 -1,7037 -2,2925 -2,8568 -3,3977 -3,9259 -4,4541 -4,9893 -5,5280 -6,0544 -6,5359 -6,9284 -7,2066 -7,3943 -7,5609 -7,7776 -8,0669 -8,3876 -8,6633 -8,8260 -8,8416 -8,7198 -8,5168 -8,3162 -8,1936 -8,1951 -8,3414 -8,6321 -9,0438 -9,5299 -10,0249 -10,4536 -10,7492 -10,8770 -10,8371 -10,6470 -10,3218 -9,8742 -9,3302 -8,7341 -8,1273 -7,5302 -6,9526
Fz    -2,8107 -2,4227 -2,0238 -1,6560 -1,3606 -1,1590 -1,0417 -0,9766 -0,9279 -0,8709 -0,7998 -0,7269 -0,6728 -0,6550 -0,6800 -0,7380 -0,8053 -0,8583 -0,8838 -0,8761 -0,8339 -0,7660 -0,6891 -0,6081 -0,5054 -0,3536 -0,1421 0,1075 0,3499 0,5411 0,6597 0,7154 0,7361 0,7464 0,7584 0,7770 0,8033 0,8344 0,8664 0,9025 0,9550 1,0397 1,1706 1,3566 1,5949 1,8665 2,1444 2,4072 2,6468 2,8644 3,0577 3,2140 3,3140 3,3397 3,2847 3,1616 2,9939 2,8017 2,6011 2,4083 2,2349 2,0805 1,9363 1,7940 1,6511 1,5115 1,3856 1,2870 1,2230 1,1887 1,1766 1,1899 1,2376 1,3216 1,4387 1,5877 1,7682 1,9734 2,1855 2,3777 2,5246 2,6129 2,6459 2,6381 2,6058 2,5639 2,5270 2,5060 2,5009 2,4981 2,4768 2,4170 2,3081 2,1535 1,9674 1,7690 1,5853 1,4564 1,4308 1,5445 1,7973 2,1444 2,5106 2,8156 3,0004 3,0483 2,9794 2,8271 2,6247 2,4079 2,2089 2,0383 1,8757 1,6865 1,4524 1,1849 0,9128 0,6697 0,4921 0,4133 0,4503 0,5994 0,8388 1,1354 1,4528 1,7596 2,0378 2,2863 2,5147 2,7301 2,9329 3,1257 3,3209 3,5347 3,7779 4,0535 4,3571 4,6783 5,0059 5,3341 5,6633 5,9959 6,3373 6,6971 7,0774 7,4597 7,8047 8,0722 8,2442 8,3312 8,3628 8,3774 8,4083 8,4678 8,5441 8,6187 8,6868 8,7617 8,8602 8,9912 9,1517 9,3279 9,5003 9,6559 9,7975 9,9410 10,1037 10,2927 10,5028 10,7195 10,9124 11,0310 11,0259 10,8822 10,6315 10,3356 10,0619 9,8613 9,7546 9,7350 9,7791 9,8507 9,9009 9,8771 9,7381 9,4635 9,0588 8,5565 8,0085 7,4723 6,9987 6,6224 6,3559 6,1892 6,0980 6,0592 6,0601 6,0887 6,1227 6,1323 6,0906 5,9794 5,7905 5,5245 5,1896 4,8045 4,3998 4,0133 3,6791 3,4200 3,2445 3,1475 3,1102 3,1010 3,0824 3,0224 2,9032 2,7241 2,4991 2,2523 2,0130 1,8054 1,6326 1,4722 1,2943 1,0823 0,8400 0,5888 0,3589 0,1755 0,0551 0,0132 0,0626 0,2030 0,4186 0,6824 0,9584 1,2052 1,3875 1,4901 1,5262 1,5279 1,5256 1,5334 1,5493 1,5648 1,5695 1,5560 1,5236 1,4779 1,4242 1,3690 1,3239 1,3024 1,3086 1,3351 1,3722 1,4214 1,4940 1,5948 1,7127 1,8293 1,9334 2,0254 2,1130 2,2048 2,3026 2,3969 2,4700 2,5035 2,4895 2,4369 2,3696 2,3142 2,2867 2,2870 2,3054 2,3352 2,3882 2,4976 2,6989 3,0030 3,3849 3,7922 4,1702 4,4901 4,7613 5,0213 5,3129 5,6608 6,0552 6,4493 6,7763 6,9778 7,0287 6,9436 6,7662 6,5495 6,3385 6,1607 6,0227 5,9102 5,7955 5,6483 5,4456 5,1788 4,8551 4,4933 4,1203 3,7642 3,4425 3,1557 2,8971 2,6718 2,4989 2,3926 2,3502 2,3603 2,4069 2,4657 2,5044 2,4917 2,4110 2,2681 2,0873 1,9005 1,7333 1,5937 1,4735 1,3668 1,2894 1,2759 1,3559 1,5341 1,7860 2,0591 2,2849 2,4079 2,4131 2,3304 2,2199 2,1457 2,1480 2,2305 2,3734 2,5496 2,7278 2,8784 2,9871 3,0605 3,1153 3,1635 3,2048 3,2311 3,2361 3,2170 3,1685 3,0869 2,9789 2,8619 2,7526 2,6617 2,6026 2,6009 2,6851 2,8662 3,1276 3,4338 3,7494 4,0491 4,3134 4,5264 4,6826 4,7907 4,8602 4,8858 4,8497 4,7363 4,5455 4,2954 4,0132 3,7232 3,4416 3,1807 2,9491 2,7458 2,5600 2,3820 2,2150 2,0731 1,9681 1,8965 1,8345 1,7496 1,6291 1,4977 1,3965 1,3509 1,3603 1,4119 1,4949 1,6051 1,7411 1,9011 2,0820 2,2757 2,4633 2,6159 2,7089 2,7336 2,6975 2,6203 2,5329 2,4737 2,4753 2,5548 2,7151 2,9474 3,2286 3,5205 3,7768 3,9543 4,0275 3,9955 3,8778 3,7049 3,5070 3,3065 3,1147 2,9343 2,7649 2,6072 2,4625 2,3337 2,2287 2,1607 2,1428 2,1763 2,2480 2,3403 2,4403 2,5345 2,6046 2,6349 2,6243 2,5871 2,5445 2,5200 2,5366 2,6106 2,7417 2,9093 3,0764 3,2022 3,2598 3,2510 3,2075 3,1753 3,1914 3,2659 3,3809 3,5021 3,5953 3,6363 3,6134 3,5292 3,4009 3,2541 3,1134 2,9990 2,9247 2,8953 2,9038 2,9346 2,9727 3,0144 3,0700 3,1514 3,2481 3,3153 3,2869 3,1097 2,7723 2,3101 1,7846 1,2559 0,7647 0,3307 -0,0373 -0,3340 -0,5577 -0,7100 -0,7968 -0,8335 -0,8461 -0,8611 -0,8923 -0,9374 -0,9861 -1,0348 -1,0923 -1,1726 -1,2879 -1,4473 -1,6545 -1,8993 -2,1461 -2,3348 -2,4008 -2,3011 -2,0245 -1,5867 -1,0252 -0,3964 0,2322 0,7976 1,2551 1,5861 1,7963 1,9071 1,9451 1,9342 1,8940 1,8384 1,7759 1,7106 1,6431 1,5748 1,5108 1,4606 1,4345 1,4361 1,4557 1,4724 1,4605 1,3963 1,2677 1,0901 0,9104 0,7857 0,7500 0,7982 0,8987 1,0202 1,1465 1,2724 1,3902 1,4837 1,5309 1,5104 1,4101 1,2353 1,0063 0,7403 0,4350 0,0769 -0,3397 -0,8106 -1,3297 -1,8948 -2,5027 -3,1440 -3,8003 -4,4439 -5,0395 -5,5518 -5,9566 -6,2461 -6,4291 -6,5329 -6,6085 -6,7234 -6,9359 -7,2656 -7,6881 -8,1583 -8,6360 -9,0940 -9,5131 -9,8784 -10,1792 -10,4119 -10,5870 -10,7346 -10,8927 -11,0857 -11,3080 -11,5235 -11,6808 -11,7394 -11,6868 -11,5358 -11,3081 -11,0216 -10,6881 -10,3132 -9,8980 -9,4422 -8,9519 -8,4497
F3    -2,2110 -1,7874 -1,3557 -0,9640 -0,6631 -0,4790 -0,4010 -0,3975 -0,4396 -0,5084 -0,5884 -0,6674 -0,7406 -0,8104 -0,8817 -0,9562 -1,0269 -1,0801 -1,1023 -1,0830 -1,0156 -0,9034 -0,7570 -0,5762 -0,3407 -0,0279 0,3552 0,7566 1,0963 1,3039 1,3507 1,2568 1,0702 0,8406 0,6069 0,3965 0,2260 0,1034 0,0338 0,0246 0,0830 0,2098 0,4006 0,6503 0,9524 1,2951 1,6620 2,0325 2,3806 2,6765 2,8901 2,9981 2,9938 2,8910 2,7206 2,5247 2,3416 2,1904 2,0705 1,9728 1,8884 1,8115 1,7441 1,6992 1,6900 1,7198 1,7829 1,8619 1,9180 1,8990 1,7728 1,5550 1,3016 1,0809 0,9458 0,9228 1,0123 1,1931 1,4270 1,6705 1,8918 2,0833 2,2607 2,4449 2,6401 2,8293 2,9894 3,1060 3,1695 3,1660 3,0752 2,8804 2,5807 2,1980 1,7707 1,3479 0,9897 0,7679 0,7468 0,9490 1,3331 1,8077 2,2676 2,6284 2,8463 2,9198 2,8742 2,7444 2,5698 2,3963 2,2654 2,1891 2,1404 2,0729 1,9487 1,7512 1,4902 1,2090 0,9805 0,8760 0,9287 1,1185 1,3835 1,6489 1,8583 1,9946 2,0836 2,1767 2,3186 2,5251 2,7860 3,0834 3,4021 3,7255 4,0373 4,3316 4,6136 4,8858 5,1407 5,3697 5,5724 5,7557 5,9329 6,1256 6,3573 6,6367 6,9449 7,2400 7,4764 7,6250 7,6852 7,6859 7,6722 7,6835 7,7383 7,8374 7,9728 8,1305 8,2921 8,4487 8,6115 8,8022 9,0329 9,2944 9,5585 9,7916 9,9699 10,0863 10,1445 10,1450 10,0718 9,8964 9,6044 9,2208 8,8073 8,4367 8,1685 8,0323 8,0227 8,1082 8,2447 8,3812 8,4608 8,4314 8,2640 7,9624 7,5559 7,0872 6,6046 6,1556 5,7760 5,4796 5,2600 5,1014 4,9908 4,9234 4,8992 4,9103 4,9316 4,9224 4,8447 4,6848 4,4590 4,1976 3,9237 3,6434 3,3548 3,0678 2,8093 2,6056 2,4674 2,3941 2,3770 2,3942 2,4070 2,3717 2,2593 2,0701 1,8305 1,5783 1,3486 1,1640 1,0244 0,9106 0,8011 0,6821 0,5500 0,4156 0,3010 0,2235 0,1911 0,2135 0,3079 0,4909 0,7668 1,1145 1,4828 1,8026 2,0073 2,0572 1,9598 1,7694 1,5582 1,3787 1,2467 1,1503 1,0704 0,9964 0,9305 0,8789 0,8422 0,8149 0,7933 0,7839 0,8021 0,8608 0,9666 1,1257 1,3389 1,5857 1,8236 2,0064 2,0994 2,0888 1,9933 1,8656 1,7635 1,7145 1,7100 1,7218 1,7204 1,6865 1,6174 1,5273 1,4385 1,3715 1,3411 1,3560 1,4221 1,5464 1,7346 1,9863 2,2961 2,6527 3,0352 3,4171 3,7861 4,1535 4,5414 4,9607 5,3930 5,7888 6,0855 6,2360 6,2310 6,1032 5,9101 5,7095 5,5432 5,4289 5,3538 5,2821 5,1763 5,0160 4,7987 4,5301 4,2177 3,8728 3,5168 3,1754 2,8593 2,5581 2,2638 1,9948 1,7888 1,6742 1,6616 1,7538 1,9431 2,1976 2,4587 2,6560 2,7298 2,6556 2,4530 2,1753 1,8837 1,6206 1,4010 1,2301 1,1257 1,1216 1,2456 1,4931 1,8198 2,1557 2,4273 2,5847 2,6194 2,5629 2,4708 2,3976 2,3725 2,3937 2,4436 2,5055 2,5646 2,6046 2,6122 2,5851 2,5333 2,4743 2,4246 2,3940 2,3822 2,3796 2,3724 2,3542 2,3328 2,3184 2,3058 2,2775 2,2309 2,1950 2,2153 2,3212 2,5084 2,7497 3,0200 3,3089 3,6154 3,9366 4,2656 4,5907 4,8867 5,1102 5,2153 5,1741 4,9868 4,6783 4,2883 3,8575 3,4222 3,0171 2,6730 2,4029 2,1925 2,0124 1,8435 1,6898 1,5685 1,4884 1,4365 1,3833 1,3106 1,2348 1,1968 1,2325 1,3507 1,5312 1,7341 1,9185 2,0641 2,1833 2,3082 2,4616 2,6368 2,8035 2,9276 2,9828 2,9563 2,8581 2,7217 2,5899 2,5033 2,4971 2,5999 2,8230 3,1465 3,5180 3,8641 4,1105 4,2042 4,1296 3,9132 3,6130 3,2933 3,0003 2,7531 2,5491 2,3702 2,1938 2,0070 1,8140 1,6345 1,4984 1,4325 1,4416 1,5114 1,6298 1,7946 1,9972 2,2137 2,4147 2,5786 2,6952 2,7695 2,8218 2,8810 2,9744 3,1170 3,2988 3,4773 3,5961 3,6234 3,5769 3,5111 3,4820 3,5212 3,6287 3,7749 3,9099 3,9828 3,9597 3,8328 3,6185 3,3512 3,0723 2,8213 2,6314 2,5248 2,5072 2,5637 2,6610 2,7610 2,8419 2,9058 2,9638 3,0091 3,0070 2,9130 2,6988 2,3650 1,9367 1,4518 0,9511 0,4729 0,0509 -0,2915 -0,5480 -0,7269 -0,8408 -0,9045 -0,9413 -0,9833 -1,0603 -1,1834 -1,3358 -1,4808 -1,5846 -1,6366 -1,6556 -1,6864 -1,7845 -1,9863 -2,2825 -2,6110 -2,8768 -2,9904 -2,9035 -2,6180 -2,1661 -1,5907 -0,9452 -0,2945 0,2943 0,7652 1,0842 1,2510 1,3026 1,2919 1,2547 1,1999 1,1206 1,0141 0,8954 0,7972 0,7520 0,7700 0,8333 0,9122 0,9862 1,0459 1,0779 1,0566 0,9518 0,7496 0,4752 0,1937 -0,0191 -0,1147 -0,0933 0,0025 0,1207 0,2329 0,3383 0,4444 0,5464 0,6225 0,6456 0,5990 0,4793 0,2872 0,0165 -0,3433 -0,7882 -1,2932 -1,8297 -2,3842 -2,9564 -3,5479 -4,1562 -4,7766 -5,3995 -6,0029 -6,5527 -7,0150 -7,3649 -7,5891 -7,6944 -7,7194 -7,7291 -7,7884 -7,9335 -8,1672 -8,4736 -8,8256 -9,1855 -9,5146 -9,7897 -10,0022 -10,1519 -10,2525 -10,3352 -10,4391 -10,5926 -10,7984 -11,0300 -11,2413 -11,3860 -11,4332 -11,3760 -11,2297 -11,0153 -10,7391 -10,3878 -9,9441 -9,4069 -8,8022 -8,1757
F7    -1,9910 -1,6358 -1,2734 -0,9473 -0,7045 -0,5755 -0,5528 -0,5893 -0,6224 -0,6074 -0,5387 -0,4460 -0,3713 -0,3454 -0,3797 -0,4673 -0,5840 -0,6968 -0,7770 -0,8074 -0,7849 -0,7234 -0,6446 -0,5629 -0,4754 -0,3656 -0,2197 -0,0412 0,1515 0,3393 0,5100 0,6560 0,7695 0,8444 0,8840 0,9040 0,9229 0,9489 0,9791 1,0106 1,0462 1,0874 1,1253 1,1409 1,1157 1,0452 0,9449 0,8419 0,7584 0,7046 0,6866 0,7148 0,7981 0,9286 1,0788 1,2100 1,2835 1,2770 1,2010 1,0964 1,0093 0,9648 0,9631 0,9905 1,0256 1,0415 1,0163 0,9498 0,8646 0,7936 0,7698 0,8183 0,9431 1,1211 1,3145 1,4877 1,6164 1,6914 1,7195 1,7195 1,7092 1,6924 1,6559 1,5829 1,4707 1,3368 1,2131 1,1333 1,1173 1,1576 1,2171 1,2502 1,2329 1,1701 1,0748 0,9556 0,8277 0,7273 0,7061 0,8035 1,0145 1,2846 1,5382 1,7114 1,7698 1,7161 1,5823 1,4058 1,2150 1,0322 0,8749 0,7448 0,6180 0,4583 0,2506 0,0173 -0,2042 -0,3917 -0,5408 -0,6537 -0,7306 -0,7647 -0,7385 -0,6263 -0,4059 -0,0756 0,3314 0,7529 1,1205 1,3849 1,5288 1,5688 1,5503 1,5305 1,5549 1,6433 1,7927 1,9900 2,2249 2,4975 2,8142 3,1718 3,5484 3,9073 4,2085 4,4196 4,5269 4,5436 4,5069 4,4621 4,4443 4,4739 4,5634 4,7122 4,8941 5,0628 5,1787 5,2324 5,2395 5,2173 5,1693 5,0884 4,9699 4,8223 4,6703 4,5497 4,4992 4,5487 4,7063 4,9524 5,2401 5,5068 5,7038 5,8226 5,8881 5,9282 5,9529 5,9500 5,8949 5,7696 5,5788 5,3479 5,1036 4,8566 4,5991 4,3131 3,9843 3,6101 3,1982 2,7666 2,3468 1,9822 1,7198 1,5961 1,6161 1,7434 1,9158 2,0735 2,1819 2,2399 2,2622 2,2480 2,1711 2,0033 1,7449 1,4294 1,1032 0,8077 0,5751 0,4247 0,3532 0,3296 0,3104 0,2686 0,2094 0,1575 0,1331 0,1403 0,1711 0,2186 0,2797 0,3460 0,3973 0,4106 0,3721 0,2805 0,1461 -0,0115 -0,1707 -0,3162 -0,4378 -0,5254 -0,5665 -0,5476 -0,4597 -0,3080 -0,1121 0,1009 0,3014 0,4607 0,5573 0,5846 0,5520 0,4811 0,3969 0,3207 0,2674 0,2481 0,2764 0,3719 0,5472 0,7851 1,0347 1,2320 1,3247 1,2899 1,1397 0,9146 0,6668 0,4415 0,2690 0,1672 0,1440 0,1952 0,3080 0,4685 0,6584 0,8479 1,0067 1,1192 1,1798 1,1862 1,1482 1,0923 1,0510 1,0470 1,0867 1,1674 1,2884 1,4563 1,6780 1,9461 2,2320 2,4934 2,6975 2,8392 2,9411 3,0365 3,1560 3,3167 3,5148 3,7307 3,9358 4,0917 4,1536 4,0903 3,9082 3,6522 3,3797 3,1307 2,9197 2,7472 2,6064 2,4794 2,3368 2,1570 1,9450 1,7244 1,5131 1,3155 1,1335 0,9784 0,8669 0,8132 0,8264 0,9067 1,0403 1,2015 1,3621 1,4962 1,5792 1,5918 1,5338 1,4330 1,3319 1,2590 1,2150 1,1832 1,1462 1,0896 1,0018 0,8788 0,7343 0,6001 0,5162 0,5122 0,5955 0,7523 0,9571 1,1823 1,4045 1,6056 1,7753 1,9152 2,0348 2,1347 2,1971 2,2037 2,1623 2,1048 2,0536 2,0020 1,9299 1,8301 1,7148 1,6060 1,5249 1,4843 1,4835 1,5065 1,5300 1,5403 1,5474 1,5823 1,6740 1,8240 2,0061 2,1909 2,3662 2,5375 2,7112 2,8820 3,0369 3,1680 3,2752 3,3562 3,4013 3,3958 3,3232 3,1718 2,9429 2,6550 2,3448 2,0558 1,8160 1,6253 1,4662 1,3248 1,2046 1,1268 1,1101 1,1463 1,1987 1,2250 1,2006 1,1245 1,0073 0,8553 0,6721 0,4748 0,3059 0,2234 0,2718 0,4580 0,7512 1,0997 1,4460 1,7364 1,9368 2,0475 2,0945 2,1038 2,0879 2,0532 2,0143 2,0020 2,0546 2,1943 2,4073 2,6466 2,8583 3,0036 3,0657 3,0480 2,9704 2,8584 2,7304 2,5939 2,4511 2,3015 2,1410 1,9619 1,7619 1,5483 1,3322 1,1259 0,9473 0,8218 0,7766 0,8247 0,9455 1,0850 1,1882 1,2336 1,2352 1,2208 1,2178 1,2585 1,3798 1,6034 1,9071 2,2213 2,4628 2,5792 2,5660 2,4530 2,2835 2,1051 1,9604 1,8737 1,8454 1,8583 1,8870 1,9099 1,9225 1,9407 1,9855 2,0651 2,1747 2,3049 2,4376 2,5351 2,5470 2,4353 2,1952 1,8595 1,4897 1,1571 0,9221 0,8182 0,8387 0,9335 1,0274 1,0492 0,9594 0,7641 0,5012 0,2093 -0,0932 -0,4082 -0,7433 -1,0935 -1,4283 -1,6978 -1,8601 -1,9052 -1,8575 -1,7577 -1,6423 -1,5385 -1,4669 -1,4397 -1,4561 -1,5095 -1,5971 -1,7139 -1,8392 -1,9381 -1,9797 -1,9539 -1,8649 -1,7162 -1,5094 -1,2569 -0,9838 -0,7152 -0,4649 -0,2334 -0,0147 0,1907 0,3683 0,5004 0,5779 0,5987 0,5591 0,4535 0,2874 0,0918 -0,0836 -0,1970 -0,2375 -0,2279 -0,2091 -0,2109 -0,2292 -0,2375 -0,2205 -0,1911 -0,1743 -0,1797 -0,1862 -0,1554 -0,0624 0,0828 0,2408 0,3652 0,4258 0,4195 0,3571 0,2419 0,0676 -0,1661 -0,4458 -0,7520 -1,0664 -1,3740 -1,6704 -1,9686 -2,2943 -2,6683 -3,0970 -3,5715 -4,0687 -4,5521 -4,9817 -5,3254 -5,5589 -5,6659 -5,6475 -5,5349 -5,3944 -5,3109 -5,3504 -5,5309 -5,8275 -6,1980 -6,6023 -7,0079 -7,3915 -7,7322 -8,0000 -8,1599 -8,1955 -8,1229 -7,9769 -7,7878 -7,5705 -7,3346 -7,1005 -6,8982 -6,7482 -6,6417 -6,5368 -6,3803 -6,1430 -5,8413 -5,5254 -5,2501 -5,0549 -4,9613
