Fp1   -1,5984 -1,4558 -1,3759 -1,3527 -1,3751 -1,4153 -1,4388 -1,4252 -1,3744 -1,3015 -1,2287 -1,1726 -1,1345 -1,1019 -1,0608 -1,0070 -0,9510 -0,9147 -0,9182 -0,9646 -1,0356 -1,0952 -1,0953 -0,9886 -0,7465 -0,3733 0,0900 0,5745 1,0066 1,3395 1,5688 1,7211 1,8269 1,9008 1,9374 1,9216 1,8483 1,7276 1,5747 1,4076 1,2484 1,1130 1,0095 0,9429 0,9135 0,9106 0,9122 0,8905 0,8213 0,6947 0,5247 0,3484 0,2071 0,1181 0,0624 0,0021 -0,0811 -0,1676 -0,2182 -0,2022 -0,1063 0,0697 0,3216 0,6494 1,0523 1,5177 2,0103 2,4752 2,8632 3,1547 3,3587 3,4993 3,6022 3,6761 3,6903 3,5782 3,2889 2,8477 2,3509 1,9029 1,5679 1,3666 1,2864 1,2894 1,3305 1,3810 1,4389 1,5168 1,6196 1,7280 1,8105 1,8558 1,8911 1,9567 2,0667 2,2029 2,3481 2,5120 2,7164 2,9697 3,2573 3,5434 3,7845 3,9514 4,0360 4,0369 3,9484 3,7682 3,5082 3,1927 2,8430 2,4670 2,0643 1,6313 1,1573 0,6308 0,0627 -0,4975 -0,9714 -1,2828 -1,3934 -1,3234 -1,1372 -0,9083 -0,7043 -0,5841 -0,5791 -0,6758 -0,8273 -0,9758 -1,0636 -1,0460 -0,9149 -0,7030 -0,4564 -0,2065 0,0339 0,2606 0,4671 0,6406 0,7559 0,7703 0,6423 0,3621 -0,0361 -0,4899 -0,9360 -1,3271 -1,6382 -1,8669 -2,0221 -2,1175 -2,1780 -2,2367 -2,3165 -2,4145 -2,5005 -2,5272 -2,4500 -2,2485 -1,9350 -1,5458 -1,1284 -0,7292 -0,3803 -0,0913 0,1439 0,3365 0,4996 0,6475 0,7886 0,9252 1,0569 1,1763 1,2739 1,3507 1,4214 1,5076 1,6364 1,8321 2,0958 2,3934 2,6674 2,8611 2,9454 2,9238 2,8035 2,5772 2,2459 1,8388 1,3988 0,9586 0,5355 0,1348 -0,2490 -0,6190 -0,9555 -1,2169 -1,3708 -1,4217 -1,4036 -1,3525 -1,2940 -1,2565 -1,2771 -1,3808 -1,5645 -1,8030 -2,0617 -2,3065 -2,5137 -2,6711 -2,7698 -2,8050 -2,7838 -2,7286 -2,6673 -2,6185 -2,5821 -2,5381 -2,4570 -2,3164 -2,1136 -1,8679 -1,6137 -1,3850 -1,2026 -1,0742 -0,9956 -0,9529 -0,9319 -0,9244 -0,9297 -0,9505 -0,9807 -0,9944 -0,9528 -0,8324 -0,6511 -0,4643 -0,3356 -0,3148 -0,4286 -0,6717 -1,0055 -1,3754 -1,7389 -2,0821 -2,4143 -2,7460 -3,0754 -3,3938 -3,6946 -3,9706 -4,2129 -4,4123 -4,5578 -4,6350 -4,6345 -4,5679 -4,4662 -4,3604 -4,2627 -4,1685 -4,0725 -3,9823 -3,9196 -3,9100 -3,9683 -4,0904 -4,2617 -4,4689 -4,6972 -4,9211 -5,1124 -5,2547 -5,3430 -5,3746 -5,3420 -5,2401 -5,0886 -4,9410 -4,8579 -4,8689 -4,9608 -5,0990 -5,2556 -5,4164 -5,5619 -5,6572 -5,6733 -5,6150 -5,5209 -5,4352 -5,3789 -5,3557 -5,3713 -5,4255 -5,4956 -5,5454 -5,5421 -5,4639 -5,3095 -5,1056 -4,8884 -4,6735 -4,4510 -4,2071 -3,9422 -3,6672 -3,3885 -3,1057 -2,8276 -2,5867 -2,4197 -2,3306 -2,2887 -2,2605 -2,2324 -2,2076 -2,1962 -2,2087 -2,2504 -2,3179 -2,4090 -2,5237 -2,6491 -2,7507 -2,7967 -2,7847 -2,7346 -2,6600 -2,5589 -2,4245 -2,2546 -2,0550 -1,8418 -1,6375 -1,4543 -1,2826 -1,1012 -0,8989 -0,6914 -0,5268 -0,4674 -0,5506 -0,7607 -1,0351 -1,2987 -1,4934 -1,5889 -1,5754 -1,4595 -1,2709 -1,0573 -0,8629 -0,7088 -0,5925 -0,5049 -0,4470 -0,4291 -0,4525 -0,4932 -0,5077 -0,4604 -0,3493 -0,2056 -0,0673 0,0482 0,1521 0,2679 0,4094 0,5717 0,7383 0,8906 1,0102 1,0803 1,0947 1,0646 1,0157 0,9785 0,9764 1,0138 1,0733 1,1259 1,1455 1,1180 1,0455 0,9445 0,8346 0,7220 0,5959 0,4421 0,2573 0,0465 -0,1861 -0,4344 -0,6722 -0,8437 -0,8886 -0,7867 -0,5765 -0,3306 -0,1148 0,0390 0,1366 0,2097 0,2928 0,4051 0,5423 0,6816 0,8016 0,8895 0,9239 0,8697 0,7050 0,4478 0,1466 -0,1542 -0,4360 -0,6986 -0,9391 -1,1405 -1,2779 -1,3295 -1,2808 -1,1322 -0,9042 -0,6243 -0,3079 0,0414 0,4097 0,7561 1,0272 1,1894 1,2435 1,2183 1,1612 1,1281 1,1627 1,2701 1,4128 1,5393 1,6151 1,6273 1,5744 1,4633 1,3112 1,1462 0,9987 0,8861 0,8064 0,7497 0,7082 0,6738 0,6338 0,5767 0,5081 0,4615 0,4805 0,5806 0,7309 0,8677 0,9274 0,8776 0,7327 0,5499 0,3997 0,3281 0,3374 0,3967 0,4697 0,5348 0,5788 0,5840 0,5414 0,4726 0,4266 0,4514 0,5672 0,7517 0,9474 1,0873 1,1295 1,0786 0,9718 0,8380 0,6759 0,4703 0,2155 -0,0779 -0,3943 -0,7180 -1,0325 -1,3285 -1,6098 -1,8844 -2,1538 -2,4119 -2,6506 -2,8628 -3,0389 -3,1635 -3,2211 -3,2057 -3,1220 -2,9872 -2,8343 -2,7029 -2,6193 -2,5852 -2,5814 -2,5837 -2,5793 -2,5754 -2,5882 -2,6241 -2,6676 -2,6866 -2,6514 -2,5506 -2,3891 -2,1853 -1,9683 -1,7640 -1,5794 -1,4040 -1,2247 -1,0333 -0,8202 -0,5756 -0,3034 -0,0239 0,2438 0,4908 0,7107 0,8956 1,0416 1,1532 1,2480 1,3540 1,4939 1,6729 1,8794 2,0895 2,2752 2,4108 2,4761 2,4631 2,3766 2,2209 1,9919 1,6847 1,3061 0,8762 0,4160 -0,0628 -0,5553 -1,0512 -1,5306 -1,9731 -2,3680 -2,7189 -3,0436 -3,3718 -3,7345 -4,1450 -4,5758 -4,9559 -5,2081 -5,2988 -5,2521 -5,1239 -4,9707 -4,8327 -4,7311 -4,6782 -4,6849 -4,7567 -4,8925 -5,0881 -5,3270 -5,5653 -5,7359 -5,7747 -5,6486 -5,3701 -4,9954 -4,6056 -4,2773 -4,0566 -3,9566 -3,9595 -4,0139 -4,0443 -3,9823 -3,8003 -3,5209 -3,1967 -2,8809
Fz    -1,4381 -1,2717 -1,1190 -0,9917 -0,8978 -0,8375 -0,8082 -0,8077 -0,8304 -0,8711 -0,9349 -1,0330 -1,1681 -1,3257 -1,4839 -1,6268 -1,7486 -1,8458 -1,9056 -1,9028 -1,8147 -1,6345 -1,3657 -1,0126 -0,5827 -0,0987 0,4021 0,8786 1,2990 1,6495 1,9360 2,1730 2,3664 2,5017 2,5483 2,4750 2,2718 1,9609 1,5915 1,2263 0,9186 0,6950 0,5587 0,5017 0,5060 0,5439 0,5853 0,6070 0,5991 0,5618 0,5017 0,4284 0,3500 0,2677 0,1713 0,0443 -0,1191 -0,3007 -0,4674 -0,5840 -0,6184 -0,5448 -0,3466 -0,0153 0,4415 0,9912 1,5800 2,1471 2,6435 3,0460 3,3535 3,5742 3,7153 3,7764 3,7401 3,5715 3,2491 2,8055 2,3269 1,9082 1,6106 1,4460 1,3847 1,3762 1,3781 1,3781 1,3938 1,4499 1,5515 1,6757 1,7896 1,8765 1,9437 2,0073 2,0722 2,1324 2,1915 2,2752 2,4183 2,6411 2,9390 3,2814 3,6226 3,9244 4,1678 4,3464 4,4570 4,4958 4,4590 4,3451 4,1555 3,8924 3,5584 3,1547 2,6749 2,1096 1,4665 0,7898 0,1571 -0,3453 -0,6621 -0,7963 -0,8012 -0,7487 -0,7095 -0,7390 -0,8563 -1,0317 -1,2071 -1,3254 -1,3432 -1,2387 -1,0288 -0,7653 -0,5030 -0,2707 -0,0680 0,1139 0,2739 0,4032 0,4887 0,5028 0,4077 0,1828 -0,1542 -0,5563 -0,9696 -1,3503 -1,6700 -1,9153 -2,0827 -2,1818 -2,2432 -2,3074 -2,3989 -2,5088 -2,5936 -2,5895 -2,4417 -2,1356 -1,7046 -1,2107 -0,7201 -0,2843 0,0713 0,3510 0,5821 0,8039 1,0549 1,3549 1,6916 2,0293 2,3326 2,5776 2,7569 2,8797 2,9629 3,0268 3,0990 3,2089 3,3692 3,5627 3,7466 3,8692 3,8911 3,7976 3,5893 3,2738 2,8745 2,4352 2,0003 1,5940 1,2160 0,8478 0,4632 0,0494 -0,3717 -0,7454 -1,0158 -1,1588 -1,1873 -1,1296 -1,0129 -0,8700 -0,7482 -0,6977 -0,7473 -0,8929 -1,1022 -1,3338 -1,5550 -1,7475 -1,9014 -2,0128 -2,0882 -2,1433 -2,1885 -2,2180 -2,2109 -2,1373 -1,9709 -1,7073 -1,3734 -1,0177 -0,6919 -0,4291 -0,2335 -0,0912 0,0171 0,1081 0,1901 0,2601 0,3111 0,3432 0,3711 0,4237 0,5324 0,7132 0,9508 1,1983 1,3898 1,4576 1,3534 1,0699 0,6460 0,1456 -0,3710 -0,8629 -1,3117 -1,7113 -2,0594 -2,3597 -2,6242 -2,8661 -3,0939 -3,3057 -3,4832 -3,5955 -3,6223 -3,5730 -3,4809 -3,3800 -3,2893 -3,2190 -3,1826 -3,1957 -3,2650 -3,3863 -3,5489 -3,7365 -3,9299 -4,1166 -4,2881 -4,4304 -4,5290 -4,5801 -4,5892 -4,5655 -4,5184 -4,4571 -4,3967 -4,3600 -4,3627 -4,3986 -4,4442 -4,4781 -4,4994 -4,5244 -4,5616 -4,5950 -4,6007 -4,5770 -4,5518 -4,5586 -4,6107 -4,7004 -4,8105 -4,9158 -4,9818 -4,9747 -4,8749 -4,6832 -4,4209 -4,1264 -3,8420 -3,5943 -3,3900 -3,2273 -3,1033 -3,0072 -2,9148 -2,8000 -2,6511 -2,4774 -2,2996 -2,1301 -1,9693 -1,8209 -1,6967 -1,6074 -1,5539 -1,5308 -1,5310 -1,5479 -1,5813 -1,6402 -1,7248 -1,8151 -1,8897 -1,9428 -1,9717 -1,9640 -1,9058 -1,7929 -1,6290 -1,4215 -1,1848 -0,9404 -0,7062 -0,4870 -0,2820 -0,1018 0,0278 0,0727 0,0032 -0,1862 -0,4598 -0,7478 -0,9785 -1,1091 -1,1313 -1,0574 -0,9095 -0,7185 -0,5174 -0,3251 -0,1417 0,0410 0,2239 0,3909 0,5131 0,5700 0,5705 0,5512 0,5495 0,5814 0,6451 0,7374 0,8618 1,0218 1,2061 1,3845 1,5191 1,5803 1,5545 1,4417 1,2543 1,0198 0,7775 0,5690 0,4306 0,3872 0,4438 0,5811 0,7624 0,9475 1,1033 1,2094 1,2601 1,2627 1,2262 1,1530 1,0386 0,8775 0,6673 0,4088 0,1120 -0,1894 -0,4356 -0,5655 -0,5509 -0,4118 -0,2021 0,0189 0,2110 0,3642 0,4940 0,6252 0,7722 0,9289 1,0731 1,1804 1,2290 1,1956 1,0594 0,8207 0,5103 0,1744 -0,1500 -0,4435 -0,6989 -0,9171 -1,1029 -1,2573 -1,3713 -1,4267 -1,4051 -1,3002 -1,1198 -0,8726 -0,5602 -0,1896 0,2086 0,5869 0,9053 1,1455 1,3080 1,4097 1,4838 1,5705 1,6881 1,8119 1,8912 1,8845 1,7749 1,5701 1,3068 1,0471 0,8567 0,7744 0,7924 0,8600 0,9127 0,9053 0,8225 0,6744 0,4934 0,3297 0,2388 0,2592 0,3922 0,6011 0,8238 0,9901 1,0428 0,9664 0,8028 0,6268 0,4992 0,4361 0,4143 0,3961 0,3564 0,2920 0,2118 0,1335 0,0910 0,1330 0,3018 0,6068 1,0110 1,4393 1,8047 2,0451 2,1497 2,1477 2,0699 1,9304 1,7379 1,5055 1,2433 0,9508 0,6265 0,2801 -0,0757 -0,4396 -0,8185 -1,2132 -1,6144 -2,0076 -2,3757 -2,6939 -2,9305 -3,0588 -3,0720 -2,9843 -2,8199 -2,6060 -2,3743 -2,1583 -1,9840 -1,8630 -1,7929 -1,7635 -1,7647 -1,7878 -1,8218 -1,8478 -1,8392 -1,7737 -1,6435 -1,4509 -1,2085 -0,9420 -0,6799 -0,4389 -0,2220 -0,0221 0,1815 0,4209 0,7171 1,0556 1,3943 1,6959 1,9446 2,1392 2,2844 2,3940 2,4918 2,6118 2,7917 3,0525 3,3812 3,7340 4,0546 4,2965 4,4353 4,4675 4,4047 4,2670 4,0729 3,8355 3,5650 3,2709 2,9555 2,6078 2,2105 1,7544 1,2485 0,7194 0,1992 -0,2920 -0,7558 -1,2095 -1,6728 -2,1561 -2,6517 -3,1255 -3,5207 -3,7828 -3,8898 -3,8628 -3,7492 -3,6018 -3,4667 -3,3795 -3,3642 -3,4324 -3,5812 -3,7978 -4,0663 -4,3651 -4,6596 -4,8998 -5,0288 -5,0026 -4,8145 -4,5045 -4,1399 -3,7823 -3,4686 -3,2166 -3,0275 -2,8758 -2,7142 -2,5045 -2,2437 -1,9595 -1,6872 -1,4529
F3    -1,5900 -1,3840 -1,2414 -1,1688 -1,1630 -1,2007 -1,2486 -1,2821 -1,2917 -1,2834 -1,2750 -1,2846 -1,3156 -1,3496 -1,3571 -1,3192 -1,2431 -1,1580 -1,0914 -1,0537 -1,0404 -1,0370 -1,0147 -0,9338 -0,7604 -0,4818 -0,1091 0,3269 0,7844 1,2250 1,6230 1,9611 2,2258 2,4038 2,4761 2,4199 2,2313 1,9415 1,6107 1,3072 1,0767 0,9234 0,8250 0,7647 0,7414 0,7524 0,7785 0,7905 0,7699 0,7191 0,6568 0,6080 0,5875 0,5876 0,5803 0,5324 0,4298 0,2880 0,1355 -0,0022 -0,0959 -0,1112 -0,0198 0,1919 0,5184 0,9330 1,3944 1,8574 2,2853 2,6523 2,9437 3,1667 3,3484 3,5032 3,5990 3,5621 3,3322 2,9209 2,4148 1,9201 1,5140 1,2373 1,1000 1,0816 1,1451 1,2576 1,4007 1,5656 1,7391 1,8956 2,0064 2,0638 2,0919 2,1234 2,1681 2,2113 2,2450 2,2916 2,3905 2,5687 2,8244 3,1290 3,4417 3,7302 3,9739 4,1507 4,2359 4,2172 4,1085 3,9397 3,7335 3,4929 3,2100 2,8764 2,4839 2,0239 1,5008 0,9518 0,4521 0,0921 -0,0677 -0,0327 0,1361 0,3608 0,5657 0,6833 0,6750 0,5512 0,3593 0,1578 0,0053 -0,0537 -0,0131 0,0956 0,2373 0,4011 0,5948 0,8179 1,0507 1,2702 1,4535 1,5612 1,5450 1,3834 1,0982 0,7359 0,3470 -0,0215 -0,3348 -0,5818 -0,7707 -0,9204 -1,0564 -1,2023 -1,3645 -1,5239 -1,6385 -1,6601 -1,5565 -1,3242 -0,9882 -0,5900 -0,1709 0,2428 0,6411 1,0205 1,3759 1,7028 2,0042 2,2841 2,5305 2,7178 2,8259 2,8530 2,8203 2,7673 2,7340 2,7471 2,8205 2,9555 3,1384 3,3442 3,5460 3,7166 3,8329 3,8829 3,8572 3,7439 3,5455 3,2898 3,0083 2,7081 2,3734 1,9861 1,5400 1,0511 0,5621 0,1330 -0,1852 -0,3766 -0,4591 -0,4613 -0,4109 -0,3463 -0,3189 -0,3695 -0,5069 -0,7099 -0,9414 -1,1629 -1,3484 -1,4868 -1,5727 -1,6031 -1,5849 -1,5404 -1,4963 -1,4676 -1,4501 -1,4269 -1,3804 -1,3050 -1,2082 -1,1037 -1,0035 -0,9136 -0,8324 -0,7582 -0,6916 -0,6326 -0,5794 -0,5263 -0,4646 -0,3878 -0,2913 -0,1626 0,0211 0,2764 0,5880 0,9040 1,1564 1,2800 1,2315 1,0093 0,6562 0,2360 -0,1944 -0,6025 -0,9828 -1,3401 -1,6715 -1,9652 -2,2115 -2,4068 -2,5546 -2,6605 -2,7260 -2,7462 -2,7166 -2,6482 -2,5681 -2,5019 -2,4608 -2,4480 -2,4698 -2,5330 -2,6363 -2,7723 -2,9339 -3,1124 -3,2994 -3,4904 -3,6760 -3,8329 -3,9346 -3,9656 -3,9248 -3,8251 -3,6873 -3,5340 -3,3980 -3,3246 -3,3480 -3,4646 -3,6395 -3,8346 -4,0318 -4,2329 -4,4346 -4,6109 -4,7317 -4,7909 -4,8071 -4,8034 -4,7911 -4,7733 -4,7535 -4,7285 -4,6823 -4,5985 -4,4685 -4,2867 -4,0537 -3,7847 -3,5038 -3,2293 -2,9670 -2,7185 -2,4902 -2,2871 -2,0995 -1,9033 -1,6774 -1,4237 -1,1658 -0,9292 -0,7310 -0,5847 -0,5034 -0,4931 -0,5496 -0,6615 -0,8071 -0,9531 -1,0740 -1,1684 -1,2427 -1,2891 -1,2922 -1,2499 -1,1757 -1,0839 -0,9780 -0,8536 -0,7036 -0,5219 -0,3119 -0,0939 0,1066 0,2767 0,4143 0,5145 0,5630 0,5382 0,4199 0,2076 -0,0640 -0,3345 -0,5491 -0,6807 -0,7270 -0,6944 -0,5893 -0,4247 -0,2265 -0,0253 0,1594 0,3246 0,4722 0,5942 0,6757 0,7138 0,7299 0,7617 0,8354 0,9463 1,0654 1,1640 1,2333 1,2867 1,3440 1,4121 1,4822 1,5428 1,5847 1,5979 1,5712 1,4990 1,3899 1,2663 1,1558 1,0825 1,0603 1,0885 1,1546 1,2431 1,3445 1,4575 1,5846 1,7200 1,8413 1,9153 1,9159 1,8370 1,6886 1,4804 1,2183 0,9270 0,6626 0,4849 0,4178 0,4387 0,5009 0,5637 0,6117 0,6562 0,7237 0,8393 1,0086 1,2101 1,4063 1,5668 1,6725 1,7012 1,6300 1,4602 1,2257 0,9729 0,7325 0,5101 0,2966 0,0842 -0,1263 -0,3241 -0,4866 -0,5800 -0,5717 -0,4479 -0,2149 0,1104 0,5038 0,9282 1,3358 1,6852 1,9561 2,1459 2,2595 2,3118 2,3346 2,3693 2,4408 2,5381 2,6267 2,6730 2,6534 2,5578 2,3982 2,2083 2,0249 1,8710 1,7495 1,6508 1,5701 1,5133 1,4817 1,4610 1,4362 1,4115 1,4128 1,4653 1,5703 1,7008 1,8179 1,8880 1,8884 1,8143 1,6901 1,5597 1,4586 1,3942 1,3491 1,3010 1,2423 1,1775 1,1144 1,0671 1,0621 1,1279 1,2813 1,5187 1,8084 2,0906 2,2994 2,3998 2,4090 2,3733 2,3234 2,2586 2,1623 2,0185 1,8166 1,5569 1,2598 0,9618 0,6901 0,4442 0,2093 -0,0255 -0,2665 -0,5208 -0,7900 -1,0592 -1,2945 -1,4542 -1,5067 -1,4425 -1,2800 -1,0653 -0,8619 -0,7257 -0,6795 -0,7108 -0,7877 -0,8778 -0,9566 -1,0092 -1,0297 -1,0188 -0,9752 -0,8976 -0,7918 -0,6687 -0,5394 -0,4120 -0,2825 -0,1316 0,0600 0,2956 0,5648 0,8591 1,1730 1,4916 1,7897 2,0513 2,2758 2,4637 2,6111 2,7176 2,7890 2,8390 2,8915 2,9676 3,0721 3,1940 3,3130 3,4059 3,4523 3,4379 3,3579 3,2168 3,0166 2,7557 2,4387 2,0830 1,7107 1,3361 0,9615 0,5839 0,2046 -0,1673 -0,5221 -0,8593 -1,1901 -1,5310 -1,8955 -2,2870 -2,6908 -3,0677 -3,3623 -3,5328 -3,5772 -3,5303 -3,4364 -3,3316 -3,2399 -3,1741 -3,1443 -3,1645 -3,2477 -3,3970 -3,6058 -3,8588 -4,1215 -4,3365 -4,4383 -4,3809 -4,1609 -3,8222 -3,4385 -3,0792 -2,7865 -2,5784 -2,4544 -2,3864 -2,3192 -2,1969 -1,9924 -1,7132 -1,3903 -1,0621
F7    -1,2431 -1,0500 -0,9032 -0,8045 -0,7492 -0,7226 -0,7097 -0,7074 -0,7176 -0,7407 -0,7792 -0,8372 -0,9159 -1,0139 -1,1208 -1,2084 -1,2435 -1,2128 -1,1284 -1,0128 -0,8851 -0,7457 -0,5727 -0,3370 -0,0243 0,3566 0,7750 1,1787 1,4993 1,6796 1,7111 1,6442 1,5510 1,4753 1,4156 1,3392 1,2110 1,0199 0,7837 0,5377 0,3236 0,1790 0,1236 0,1485 0,2219 0,3110 0,3968 0,4680 0,5136 0,5218 0,4882 0,4218 0,3450 0,2856 0,2599 0,2575 0,2621 0,2845 0,3555 0,4893 0,6705 0,8739 1,0807 1,2771 1,4560 1,6259 1,8009 1,9796 2,1439 2,2768 2,3778 2,4629 2,5455 2,6157 2,6349 2,5491 2,3345 2,0359 1,7368 1,4975 1,3362 1,2460 1,2107 1,2163 1,2615 1,3531 1,4871 1,6446 1,8054 1,9589 2,1017 2,2335 2,3583 2,4749 2,5655 2,6133 2,6391 2,6927 2,8006 2,9493 3,1197 3,3030 3,4833 3,6306 3,7212 3,7479 3,7069 3,5864 3,3785 3,1000 2,7943 2,5028 2,2359 1,9717 1,6746 1,3192 0,9133 0,4928 0,0993 -0,2305 -0,4673 -0,5968 -0,6188 -0,5398 -0,3844 -0,2070 -0,0688 -0,0018 -0,0011 -0,0469 -0,1218 -0,2093 -0,2860 -0,3196 -0,2756 -0,1403 0,0608 0,2763 0,4638 0,6025 0,6734 0,6476 0,5091 0,2765 -0,0024 -0,2816 -0,5434 -0,7931 -1,0371 -1,2728 -1,4813 -1,6357 -1,7291 -1,7814 -1,8183 -1,8572 -1,9019 -1,9339 -1,9156 -1,8172 -1,6356 -1,3916 -1,1231 -0,8749 -0,6796 -0,5440 -0,4544 -0,3906 -0,3356 -0,2750 -0,1893 -0,0546 0,1372 0,3560 0,5468 0,6751 0,7563 0,8379 0,9608 1,1367 1,3522 1,5808 1,7890 1,9418 2,0207 2,0358 2,0083 1,9505 1,8670 1,7537 1,5920 1,3603 1,0564 0,7005 0,3245 -0,0318 -0,3247 -0,5186 -0,6027 -0,5999 -0,5533 -0,4927 -0,4237 -0,3509 -0,2954 -0,2884 -0,3551 -0,5039 -0,7242 -0,9893 -1,2608 -1,5002 -1,6792 -1,7854 -1,8206 -1,7941 -1,7191 -1,6150 -1,4997 -1,3770 -1,2405 -1,0919 -0,9458 -0,8224 -0,7423 -0,7171 -0,7395 -0,7888 -0,8401 -0,8648 -0,8379 -0,7490 -0,6073 -0,4414 -0,2909 -0,1850 -0,1265 -0,1069 -0,1339 -0,2281 -0,3930 -0,6050 -0,8327 -1,0486 -1,2318 -1,3750 -1,4897 -1,6030 -1,7471 -1,9376 -2,1631 -2,4058 -2,6548 -2,8984 -3,1181 -3,2986 -3,4371 -3,5398 -3,6134 -3,6589 -3,6710 -3,6461 -3,5901 -3,5163 -3,4483 -3,4268 -3,4926 -3,6526 -3,8697 -4,0924 -4,2942 -4,4881 -4,6968 -4,9126 -5,0986 -5,2194 -5,2609 -5,2253 -5,1126 -4,9185 -4,6631 -4,4061 -4,2145 -4,1253 -4,1453 -4,2669 -4,4698 -4,7165 -4,9586 -5,1555 -5,2949 -5,3942 -5,4737 -5,5245 -5,5149 -5,4334 -5,3114 -5,1932 -5,0964 -5,0116 -4,9221 -4,8084 -4,6508 -4,4417 -4,1929 -3,9294 -3,6807 -3,4710 -3,3096 -3,1884 -3,0909 -2,9978 -2,8982 -2,8066 -2,7530 -2,7472 -2,7649 -2,7681 -2,7294 -2,6439 -2,5292 -2,4166 -2,3361 -2,3004 -2,3065 -2,3412 -2,3799 -2,3948 -2,3714 -2,3091 -2,2161 -2,1073 -1,9973 -1,8936 -1,8046 -1,7477 -1,7446 -1,8018 -1,8863 -1,9369 -1,9140 -1,8250 -1,7030 -1,5817 -1,4905 -1,4506 -1,4705 -1,5521 -1,6933 -1,8679 -2,0116 -2,0515 -1,9555 -1,7494 -1,4919 -1,2444 -1,0535 -0,9394 -0,8965 -0,9050 -0,9387 -0,9627 -0,9371 -0,8388 -0,6796 -0,5005 -0,3483 -0,2493 -0,1968 -0,1639 -0,1270 -0,0808 -0,0359 -0,0030 0,0181 0,0305 0,0256 -0,0127 -0,0931 -0,2110 -0,3444 -0,4489 -0,4773 -0,4134 -0,2805 -0,1199 0,0288 0,1413 0,2206 0,2917 0,3705 0,4458 0,4925 0,4848 0,3976 0,2192 -0,0313 -0,3050 -0,5305 -0,6284 -0,5459 -0,2936 0,0517 0,3851 0,6269 0,7535 0,7857 0,7584 0,7012 0,6312 0,5572 0,4962 0,4740 0,4931 0,5191 0,5100 0,4497 0,3549 0,2571 0,1783 0,1156 0,0536 -0,0142 -0,0814 -0,1382 -0,1755 -0,1864 -0,1703 -0,1292 -0,0536 0,0741 0,2538 0,4492 0,6087 0,7025 0,7384 0,7456 0,7531 0,7844 0,8560 0,9677 1,1007 1,2263 1,3176 1,3608 1,3582 1,3176 1,2473 1,1630 1,0880 1,0419 1,0400 1,0892 1,1752 1,2620 1,3094 1,2932 1,2224 1,1406 1,0931 1,0911 1,1121 1,1232 1,0997 1,0372 0,9573 0,8966 0,8827 0,9178 0,9779 1,0288 1,0571 1,0834 1,1340 1,2093 1,2846 1,3351 1,3587 1,3795 1,4203 1,4658 1,4686 1,3963 1,2615 1,1093 0,9817 0,8871 0,7985 0,6783 0,5061 0,2874 0,0448 -0,1941 -0,4072 -0,5864 -0,7354 -0,8616 -0,9771 -1,0960 -1,2197 -1,3324 -1,4164 -1,4667 -1,4910 -1,5024 -1,5090 -1,5158 -1,5382 -1,5934 -1,6787 -1,7698 -1,8416 -1,8865 -1,9179 -1,9587 -2,0225 -2,1017 -2,1681 -2,1944 -2,1783 -2,1368 -2,0850 -2,0353 -1,9985 -1,9689 -1,9162 -1,8052 -1,6219 -1,3825 -1,1246 -0,8862 -0,6856 -0,5161 -0,3579 -0,1971 -0,0417 0,0865 0,1768 0,2374 0,2847 0,3378 0,4195 0,5489 0,7243 0,9190 1,0953 1,2198 1,2710 1,2465 1,1633 1,0456 0,9095 0,7520 0,5556 0,3085 0,0160 -0,3016 -0,6150 -0,9007 -1,1573 -1,4047 -1,6641 -1,9402 -2,2233 -2,5067 -2,7969 -3,1072 -3,4350 -3,7396 -3,9538 -4,0314 -3,9853 -3,8773 -3,7731 -3,7069 -3,6823 -3,7003 -3,7695 -3,8918 -4,0553 -4,2454 -4,4442 -4,6196 -4,7243 -4,7133 -4,5644 -4,2851 -3,9056 -3,4739 -3,0574 -2,7325 -2,5547 -2,5229 -2,5751 -2,6343 -2,6585 -2,6506 -2,6394 -2,6522 -2,6898
