Fp1   0,0832 0,0088 -0,1500 -0,3270 -0,4589 -0,5072 -0,4625 -0,3397 -0,1701 0,0116 0,1820 0,3353 0,4801 0,6259 0,7717 0,9074 1,0184 1,0791 1,0541 0,9159 0,6631 0,3232 -0,0552 -0,4177 -0,7192 -0,9359 -1,0711 -1,1556 -1,2305 -1,3186 -1,4133 -1,4912 -1,5229 -1,4771 -1,3294 -1,0793 -0,7578 -0,4186 -0,1211 0,0893 0,2066 0,2702 0,3419 0,4753 0,6960 0,9962 1,3462 1,7079 2,0398 2,3007 2,4620 2,5237 2,5124 2,4649 2,4111 2,3619 2,2999 2,1858 1,9763 1,6475 1,2204 0,7671 0,3815 0,1372 0,0639 0,1463 0,3333 0,5549 0,7458 0,8633 0,8989 0,8808 0,8649 0,9106 1,0558 1,3042 1,6329 2,0075 2,3875 2,7272 2,9943 3,1935 3,3636 3,5471 3,7657 4,0134 4,2576 4,4521 4,5540 4,5311 4,3704 4,0932 3,7537 3,4149 3,1256 2,9096 2,7599 2,6387 2,4930 2,2813 1,9859 1,6109 1,1825 0,7496 0,3721 0,0950 -0,0736 -0,1633 -0,2277 -0,3235 -0,4817 -0,6833 -0,8627 -0,9373 -0,8404 -0,5516 -0,1072 0,4219 0,9664 1,4786 1,9379 2,3494 2,7401 3,1467 3,5973 4,1019 4,6581 5,2546 5,8679 6,4649 7,0171 7,5116 7,9503 8,3441 8,7056 9,0361 9,3174 9,5187 9,6143 9,6001 9,5014 9,3638 9,2325 9,1461 9,1360 9,2108 9,3407 9,4688 9,5408 9,5250 9,4204 9,2573 9,0851 8,9504 8,8843 8,8954 8,9652 9,0501 9,0941 9,0494 8,9006 8,6753 8,4292 8,2232 8,1058 8,0973 8,1790 8,3009 8,4044 8,4384 8,3651 8,1628 7,8357 7,4183 6,9618 6,5100 6,0862 5,6941 5,3234 4,9545 4,5707 4,1732 3,7881 3,4543 3,1954 2,9994 2,8280 2,6450 2,4313 2,1809 1,8961 1,5957 1,3217 1,1237 1,0329 1,0477 1,1345 1,2424 1,3256 1,3596 1,3450 1,3035 1,2738 1,3035 1,4294 1,6546 1,9410 2,2231 2,4321 2,5195 2,4730 2,3252 2,1459 2,0167 1,9984 2,1095 2,3182 2,5502 2,7183 2,7545 2,6311 2,3653 2,0129 1,6459 1,3251 1,0829 0,9233 0,8287 0,7686 0,7129 0,6520 0,6076 0,6220 0,7369 0,9792 1,3545 1,8410 2,3883 2,9262 3,3834 3,7008 3,8418 3,8075 3,6483 3,4503 3,2973 3,2306 3,2387 3,2739 3,2791 3,2154 3,0877 2,9478 2,8688 2,9037 3,0580 3,2915 3,5453 3,7675 3,9292 4,0354 4,1260 4,2578 4,4737 4,7770 5,1339 5,4997 5,8374 6,1193 6,3278 6,4639 6,5472 6,6042 6,6578 6,7208 6,7860 6,8255 6,8043 6,6976 6,5050 6,2596 6,0222 5,8633 5,8447 5,9989 6,3086 6,7054 7,0950 7,3902 7,5306 7,4963 7,3133 7,0396 6,7400 6,4681 6,2597 6,1359 6,1032 6,1473 6,2286 6,2948 6,3061 6,2575 6,1797 6,1192 6,1093 6,1510 6,2178 6,2808 6,3254 6,3484 6,3506 6,3354 6,3160 6,3215 6,3838 6,5132 6,6870 6,8584 6,9803 7,0307 7,0216 6,9894 6,9810 7,0386 7,1790 7,3805 7,5938 7,7646 7,8528 7,8437 7,7526 7,6188 7,4889 7,3969 7,3503 7,3287 7,2981 7,2327 7,1293 7,0078 6,8952 6,8115 6,7691 6,7778 6,8411 6,9500 7,0815 7,2001 7,2650 7,2452 7,1349 6,9556 6,7414 6,5218 6,3133 6,1157 5,9150 5,6941 5,4444 5,1713 4,8989 4,6681 4,5199 4,4756 4,5300 4,6603 4,8341 5,0141 5,1686 5,2870 5,3854 5,4984 5,6655 5,9171 6,2566 6,6522 7,0492 7,3950 7,6533 7,8055 7,8500 7,8073 7,7179 7,6286 7,5710 7,5421 7,5040 7,4079 7,2264 6,9760 6,7155 6,5207 6,4559 6,5533 6,7990 7,1315 7,4685 7,7395 7,8987 7,9242 7,8217 7,6278 7,3969 7,1790 7,0029 6,8744 6,7812 6,6952 6,5832 6,4295 6,2439 6,0513 5,8848 5,7806 5,7590 5,8019 5,8523 5,8418 5,7257 5,5096 5,2527 5,0401 4,9380 4,9648 5,1005 5,3083 5,5410 5,7372 5,8370 5,8141 5,6887 5,5128 5,3460 5,2322 5,1899 5,2169 5,2985 5,4136 5,5404 5,6640 5,7785 5,8884 6,0085 6,1623 6,3666 6,6115 6,8613 7,0783 7,2416 7,3452 7,3869 7,3697 7,3116 7,2463 7,2066 7,2063 7,2340 7,2609 7,2521 7,1738 7,0082 6,7677 6,4879 6,2013 5,9158 5,6104 5,2501 4,8121 4,3002 3,7385 3,1550 2,5753 2,0253 1,5317 1,1200 0,8115 0,6201 0,5483 0,5900 0,7378 0,9863 1,3286 1,7523 2,2335 2,7348 3,2146 3,6393 3,9928 4,2790 4,5156 4,7216 4,9015 5,0402 5,1193 5,1316 5,0769 4,9516 4,7522 4,4810 4,1429 3,7476 3,3217 2,9107 2,5648 2,3210 2,1930 2,1693 2,2145 2,2837 2,3449 2,3870 2,4101 2,4172 2,4149 2,4090 2,3948 2,3544 2,2620 2,0908 1,8251 1,4739 1,0732 0,6726 0,3184 0,0363 -0,1764 -0,3442 -0,4939 -0,6336 -0,7476 -0,8094 -0,8018 -0,7260 -0,5995 -0,4446 -0,2803 -0,1282 -0,0231 -0,0087 -0,1198 -0,3678 -0,7374 -1,1903 -1,6798 -2,1706 -2,6427 -3,0828 -3,4855 -3,8600 -4,2206 -4,5695 -4,8881 -5,1435 -5,3097 -5,3858 -5,3935 -5,3638 -5,3283 -5,3150 -5,3436 -5,4221 -5,5443 -5,6921 -5,8479 -6,0099 -6,1875 -6,3757 -6,5504 -6,6923 -6,8050 -6,9089 -7,0211 -7,1424 -7,2561 -7,3428 -7,3982 -7,4374 -7,4802 -7,5319 -7,5762 -7,5837 -7,5212 -7,3590 -7,0845 -6,7114 -6,2768 -5,8298 -5,4238 -5,1009 -4,8738 -4,7275 -4,6425 -4,6093 -4,6258 -4,6898 -4,7944 -4,9288 -5,0803 -5,2276
Fz    0,5597 0,5242 0,4120 0,2575 0,0982 -0,0344 -0,1196 -0,1494 -0,1266 -0,0578 0,0515 0,1944 0,3579 0,5207 0,6573 0,7522 0,8051 0,8182 0,7841 0,6921 0,5393 0,3360 0,1062 -0,1200 -0,3184 -0,4802 -0,6128 -0,7368 -0,8730 -1,0253 -1,1794 -1,3155 -1,4129 -1,4470 -1,3955 -1,2515 -1,0307 -0,7669 -0,5048 -0,2874 -0,1337 -0,0250 0,0808 0,2247 0,4269 0,6810 0,9658 1,2585 1,5348 1,7655 1,9267 2,0135 2,0431 2,0439 2,0432 2,0541 2,0634 2,0324 1,9143 1,6813 1,3495 0,9820 0,6611 0,4535 0,3915 0,4722 0,6639 0,9156 1,1683 1,3696 1,4902 1,5350 1,5388 1,5446 1,5823 1,6635 1,7912 1,9658 2,1748 2,3858 2,5676 2,7219 2,8816 3,0791 3,3250 3,6070 3,8980 4,1665 4,3843 4,5237 4,5619 4,4992 4,3625 4,1887 4,0070 3,8364 3,6814 3,5261 3,3413 3,1048 2,8118 2,4706 2,0998 1,7299 1,4001 1,1421 0,9650 0,8511 0,7613 0,6485 0,4824 0,2736 0,0711 -0,0598 -0,0630 0,0850 0,3636 0,7257 1,1257 1,5331 1,9321 2,3195 2,7046 3,1053 3,5367 4,0043 4,5101 5,0557 5,6360 6,2344 6,8310 7,4103 7,9630 8,4846 8,9740 9,4265 9,8273 10,1551 10,3949 10,5482 10,6382 10,6994 10,7588 10,8343 10,9436 11,0961 11,2749 11,4402 11,5535 11,5943 11,5674 11,5036 11,4472 11,4349 11,4837 11,5893 11,7268 11,8562 11,9306 11,9072 11,7644 11,5156 11,2044 10,8866 10,6152 10,4262 10,3272 10,2965 10,2948 10,2774 10,2016 10,0312 9,7477 9,3611 8,9064 8,4225 7,9378 7,4693 7,0250 6,6017 6,1887 5,7811 5,3914 5,0438 4,7523 4,5042 4,2695 4,0245 3,7603 3,4732 3,1579 2,8207 2,4927 2,2200 2,0393 1,9638 1,9811 2,0613 2,1738 2,2966 2,4173 2,5339 2,6585 2,8152 3,0255 3,2891 3,5766 3,8378 4,0214 4,0933 4,0476 3,9099 3,7316 3,5747 3,4906 3,5030 3,5980 3,7246 3,8150 3,8131 3,6931 3,4638 3,1642 2,8476 2,5613 2,3345 2,1796 2,0958 2,0699 2,0793 2,1064 2,1543 2,2439 2,3983 2,6317 2,9486 3,3418 3,7869 4,2424 4,6597 4,9915 5,1991 5,2663 5,2138 5,0964 4,9777 4,8996 4,8713 4,8750 4,8785 4,8514 4,7884 4,7182 4,6862 4,7235 4,8273 4,9638 5,0910 5,1792 5,2200 5,2291 5,2466 5,3244 5,4992 5,7706 6,1067 6,4695 6,8320 7,1760 7,4886 7,7643 8,0032 8,2036 8,3619 8,4768 8,5468 8,5674 8,5361 8,4583 8,3488 8,2335 8,1488 8,1371 8,2338 8,4516 8,7667 9,1191 9,4326 9,6401 9,7001 9,6061 9,3881 9,0975 8,7872 8,5027 8,2813 8,1529 8,1345 8,2179 8,3629 8,5098 8,6061 8,6298 8,5949 8,5371 8,4911 8,4725 8,4789 8,5043 8,5457 8,5986 8,6527 8,6943 8,7151 8,7227 8,7390 8,7847 8,8623 8,9498 9,0131 9,0296 9,0015 8,9503 8,9070 8,9024 8,9532 9,0516 9,1719 9,2868 9,3754 9,4237 9,4279 9,3979 9,3535 9,3114 9,2747 9,2318 9,1651 9,0626 8,9269 8,7752 8,6267 8,4916 8,3763 8,2920 8,2514 8,2614 8,3188 8,4055 8,4875 8,5248 8,4903 8,3803 8,2100 8,0029 7,7799 7,5529 7,3251 7,0977 6,8741 6,6610 6,4720 6,3305 6,2611 6,2798 6,3887 6,5765 6,8163 7,0682 7,2930 7,4721 7,6147 7,7487 7,9053 8,1081 8,3621 8,6471 8,9266 9,1655 9,3384 9,4270 9,4200 9,3231 9,1633 8,9808 8,8111 8,6657 8,5274 8,3655 8,1611 7,9250 7,6972 7,5304 7,4718 7,5495 7,7569 8,0475 8,3552 8,6222 8,8091 8,8919 8,8652 8,7479 8,5782 8,3986 8,2421 8,1262 8,0482 7,9820 7,8922 7,7587 7,5849 7,3883 7,1957 7,0423 6,9560 6,9344 6,9410 6,9243 6,8447 6,6973 6,5196 6,3733 6,3076 6,3358 6,4414 6,5986 6,7777 6,9378 7,0316 7,0268 6,9233 6,7530 6,5636 6,3979 6,2828 6,2311 6,2450 6,3168 6,4308 6,5670 6,7070 6,8426 6,9837 7,1562 7,3817 7,6544 7,9432 8,2179 8,4636 8,6726 8,8305 8,9211 8,9417 8,9125 8,8684 8,8419 8,8482 8,8836 8,9288 8,9540 8,9327 8,8588 8,7444 8,6004 8,4200 8,1785 7,8488 7,4216 6,9136 6,3562 5,7779 5,1978 4,6344 4,1120 3,6600 3,3089 3,0822 2,9889 3,0225 3,1687 3,4097 3,7228 4,0812 4,4550 4,8122 5,1252 5,3771 5,5631 5,6896 5,7703 5,8185 5,8344 5,8022 5,7080 5,5564 5,3635 5,1411 4,8936 4,6223 4,3252 4,0024 3,6676 3,3496 3,0843 2,9030 2,8225 2,8407 2,9336 3,0635 3,1979 3,3193 3,4193 3,4921 3,5371 3,5583 3,5568 3,5269 3,4567 3,3303 3,1344 2,8706 2,5612 2,2429 1,9525 1,7147 1,5361 1,4072 1,3156 1,2598 1,2516 1,3042 1,4177 1,5762 1,7541 1,9262 2,0731 2,1755 2,2080 2,1428 1,9605 1,6560 1,2398 0,7375 0,1820 -0,3970 -0,9702 -1,5033 -1,9678 -2,3579 -2,6887 -2,9781 -3,2312 -3,4390 -3,5934 -3,6990 -3,7693 -3,8161 -3,8486 -3,8765 -3,9098 -3,9589 -4,0324 -4,1349 -4,2722 -4,4576 -4,7034 -5,0023 -5,3256 -5,6441 -5,9465 -6,2388 -6,5318 -6,8254 -7,1005 -7,3269 -7,4808 -7,5573 -7,5653 -7,5160 -7,4179 -7,2799 -7,1086 -6,9021 -6,6523 -6,3553 -6,0190 -5,6676 -5,3383 -5,0649 -4,8585 -4,7106 -4,6154 -4,5806 -4,6183 -4,7302 -4,9005 -5,0989 -5,2907 -5,4413
F3    0,5100 0,4924 0,3784 0,2128 0,0462 -0,0811 -0,1449 -0,1409 -0,0828 0,0093 0,1214 0,2481 0,3869 0,5297 0,6616 0,7678 0,8377 0,8594 0,8187 0,7061 0,5246 0,2939 0,0479 -0,1784 -0,3649 -0,5123 -0,6369 -0,7643 -0,9156 -1,0917 -1,2724 -1,4314 -1,5449 -1,5870 -1,5329 -1,3742 -1,1306 -0,8457 -0,5745 -0,3617 -0,2146 -0,0979 0,0414 0,2427 0,5158 0,8440 1,1994 1,5540 1,8803 2,1511 2,3451 2,4564 2,4959 2,4802 2,4231 2,3303 2,1957 2,0047 1,7435 1,4095 1,0250 0,6436 0,3309 0,1360 0,0772 0,1427 0,2972 0,4954 0,6954 0,8659 0,9884 1,0641 1,1166 1,1828 1,2950 1,4688 1,7050 1,9961 2,3244 2,6551 2,9494 3,1923 3,3965 3,5808 3,7540 3,9129 4,0447 4,1361 4,1812 4,1733 4,0998 3,9593 3,7746 3,5817 3,4098 3,2721 3,1612 3,0492 2,9002 2,6918 2,4262 2,1219 1,8022 1,4915 1,2145 0,9879 0,8111 0,6638 0,5116 0,3178 0,0682 -0,2087 -0,4520 -0,5985 -0,6046 -0,4582 -0,1856 0,1619 0,5357 0,9050 1,2597 1,6093 1,9817 2,4118 2,9207 3,5037 4,1373 4,7898 5,4262 6,0150 6,5410 7,0120 7,4530 7,8907 8,3386 8,7867 9,2024 9,5456 9,7913 9,9428 10,0290 10,0849 10,1324 10,1839 10,2532 10,3471 10,4497 10,5300 10,5612 10,5296 10,4408 10,3260 10,2317 10,1941 10,2268 10,3246 10,4636 10,6002 10,6818 10,6639 10,5312 10,3113 10,0631 9,8494 9,7136 9,6700 9,7019 9,7709 9,8305 9,8350 9,7450 9,5362 9,2080 8,7865 8,3142 7,8327 7,3706 6,9407 6,5398 6,1527 5,7637 5,3704 4,9889 4,6448 4,3494 4,0858 3,8226 3,5364 3,2185 2,8676 2,4899 2,1091 1,7704 1,5215 1,3879 1,3629 1,4174 1,5145 1,6223 1,7199 1,7983 1,8600 1,9171 1,9903 2,1006 2,2535 2,4308 2,5953 2,7057 2,7326 2,6739 2,5603 2,4491 2,4026 2,4614 2,6269 2,8607 3,0982 3,2724 3,3319 3,2503 3,0337 2,7222 2,3750 2,0440 1,7600 1,5364 1,3791 1,2851 1,2419 1,2400 1,2877 1,4062 1,6134 1,9145 2,3026 2,7579 3,2460 3,7230 4,1429 4,4603 4,6376 4,6626 4,5628 4,3974 4,2285 4,0932 3,9985 3,9341 3,8822 3,8273 3,7738 3,7526 3,8034 3,9456 4,1619 4,4070 4,6322 4,8057 4,9198 4,9958 5,0822 5,2353 5,4902 5,8387 6,2385 6,6423 7,0160 7,3370 7,5923 7,7808 7,9123 8,0017 8,0680 8,1306 8,1977 8,2595 8,2953 8,2860 8,2254 8,1283 8,0318 7,9865 8,0377 8,2017 8,4511 8,7234 8,9498 9,0807 9,0913 8,9817 8,7774 8,5227 8,2630 8,0315 7,8486 7,7302 7,6891 7,7233 7,8050 7,8889 7,9350 7,9281 7,8832 7,8351 7,8170 7,8366 7,8755 7,9121 7,9360 7,9434 7,9293 7,8938 7,8522 7,8343 7,8676 7,9589 8,0880 8,2171 8,3101 8,3516 8,3512 8,3357 8,3401 8,3953 8,5091 8,6577 8,7994 8,8992 8,9421 8,9319 8,8841 8,8199 8,7583 8,7099 8,6742 8,6401 8,5885 8,5001 8,3675 8,2041 8,0373 7,8943 7,7960 7,7563 7,7799 7,8618 7,9889 8,1386 8,2765 8,3638 8,3728 8,2979 8,1521 7,9547 7,7221 7,4619 7,1724 6,8520 6,5085 6,1617 5,8411 5,5837 5,4250 5,3851 5,4611 5,6311 5,8635 6,1202 6,3644 6,5754 6,7570 6,9319 7,1281 7,3672 7,6518 7,9596 8,2531 8,4974 8,6684 8,7516 8,7425 8,6531 8,5153 8,3695 8,2438 8,1365 8,0196 7,8608 7,6485 7,4086 7,1978 7,0768 7,0865 7,2398 7,5136 7,8511 8,1878 8,4763 8,6840 8,7858 8,7718 8,6563 8,4727 8,2589 8,0473 7,8609 7,7081 7,5752 7,4350 7,2725 7,0963 6,9279 6,7922 6,7137 6,7059 6,7525 6,8053 6,8054 6,7134 6,5361 6,3326 6,1884 6,1689 6,2877 6,5126 6,7946 7,0820 7,3159 7,4389 7,4245 7,2941 7,1046 6,9183 6,7770 6,6941 6,6632 6,6688 6,6958 6,7382 6,7995 6,8868 7,0027 7,1449 7,3137 7,5132 7,7409 7,9833 8,2277 8,4711 8,7116 8,9372 9,1301 9,2794 9,3878 9,4647 9,5166 9,5434 9,5426 9,5070 9,4195 9,2644 9,0475 8,7948 8,5267 8,2385 7,9048 7,5039 7,0410 6,5466 6,0537 5,5786 5,1212 4,6808 4,2682 3,9055 3,6159 3,4135 3,2996 3,2681 3,3134 3,4332 3,6250 3,8824 4,1920 4,5303 4,8656 5,1648 5,4029 5,5753 5,6986 5,7959 5,8739 5,9175 5,9067 5,8349 5,7064 5,5266 5,3011 5,0361 4,7346 4,4035 4,0664 3,7624 3,5301 3,3940 3,3605 3,4213 3,5506 3,7077 3,8520 3,9573 4,0123 4,0191 3,9951 3,9669 3,9543 3,9570 3,9532 3,9100 3,8007 3,6205 3,3872 3,1303 2,8782 2,6485 2,4458 2,2689 2,1210 2,0151 1,9703 2,0020 2,1120 2,2886 2,5067 2,7286 2,9107 3,0112 2,9937 2,8341 2,5297 2,1024 1,5930 1,0516 0,5210 0,0208 -0,4479 -0,8849 -1,2863 -1,6529 -1,9935 -2,3159 -2,6143 -2,8675 -3,0536 -3,1665 -3,2191 -3,2377 -3,2523 -3,2899 -3,3700 -3,5051 -3,6961 -3,9281 -4,1782 -4,4329 -4,6913 -4,9479 -5,1851 -5,3885 -5,5625 -5,7280 -5,9046 -6,0943 -6,2825 -6,4514 -6,5930 -6,7125 -6,8154 -6,8930 -6,9223 -6,8781 -6,7446 -6,5206 -6,2245 -5,8918 -5,5630 -5,2709 -5,0361 -4,8621 -4,7310 -4,6170 -4,5135 -4,4385 -4,4175 -4,4637 -4,5693 -4,7102 -4,8566 -4,9747
F7    -0,3165 -0,2205 -0,1908 -0,2177 -0,2760 -0,3330 -0,3569 -0,3296 -0,2540 -0,1412 0,0024 0,1722 0,3587 0,5446 0,7061 0,8214 0,8786 0,8718 0,7958 0,6494 0,4427 0,2004 -0,0425 -0,2532 -0,4148 -0,5282 -0,6050 -0,6613 -0,7148 -0,7730 -0,8266 -0,8583 -0,8529 -0,7996 -0,6954 -0,5507 -0,3872 -0,2284 -0,0957 -0,0069 0,0375 0,0600 0,0939 0,1686 0,2999 0,4855 0,7115 0,9618 1,2173 1,4502 1,6305 1,7417 1,7832 1,7595 1,6751 1,5359 1,3445 1,0977 0,7929 0,4372 0,0576 -0,2950 -0,5629 -0,7121 -0,7469 -0,6998 -0,6134 -0,5274 -0,4696 -0,4542 -0,4798 -0,5256 -0,5510 -0,5099 -0,3716 -0,1311 0,1967 0,5896 1,0181 1,4374 1,8015 2,0930 2,3234 2,5071 2,6478 2,7432 2,7904 2,7943 2,7708 2,7320 2,6719 2,5798 2,4598 2,3293 2,2071 2,1067 2,0298 1,9581 1,8565 1,6923 1,4516 1,1417 0,7876 0,4307 0,1175 -0,1222 -0,2879 -0,4063 -0,5199 -0,6714 -0,8775 -1,1088 -1,3012 -1,3880 -1,3217 -1,0885 -0,7146 -0,2529 0,2414 0,7223 1,1583 1,5410 1,8923 2,2532 2,6627 3,1428 3,6953 4,2989 4,9096 5,4758 5,9571 6,3410 6,6483 6,9250 7,2136 7,5229 7,8222 8,0649 8,2177 8,2770 8,2667 8,2199 8,1613 8,1105 8,0924 8,1255 8,2023 8,2940 8,3718 8,4186 8,4322 8,4257 8,4214 8,4374 8,4822 8,5572 8,6561 8,7569 8,8207 8,8041 8,6834 8,4749 8,2281 7,9990 7,8274 7,7239 7,6679 7,6223 7,5571 7,4586 7,3257 7,1587 6,9537 6,7087 6,4316 6,1377 5,8420 5,5528 5,2676 4,9755 4,6645 4,3311 3,9871 3,6535 3,3426 3,0461 2,7459 2,4350 2,1227 1,8249 1,5552 1,3240 1,1425 1,0203 0,9575 0,9439 0,9630 0,9962 1,0263 1,0414 1,0359 1,0118 0,9823 0,9734 1,0157 1,1278 1,3035 1,5092 1,6943 1,8091 1,8266 1,7555 1,6382 1,5328 1,4868 1,5151 1,5927 1,6641 1,6670 1,5589 1,3337 1,0252 0,6924 0,3895 0,1402 -0,0602 -0,2228 -0,3482 -0,4282 -0,4563 -0,4290 -0,3409 -0,1860 0,0358 0,3156 0,6399 0,9934 1,3552 1,6986 1,9908 2,1902 2,2549 2,1673 1,9554 1,6876 1,4406 1,2636 1,1692 1,1446 1,1587 1,1746 1,1774 1,1914 1,2611 1,4128 1,6348 1,8862 2,1207 2,3045 2,4255 2,5006 2,5711 2,6809 2,8538 3,0830 3,3425 3,6063 3,8527 4,0553 4,1883 4,2422 4,2274 4,1664 4,0920 4,0447 4,0542 4,1195 4,2080 4,2746 4,2878 4,2440 4,1675 4,1015 4,0957 4,1850 4,3653 4,5884 4,7874 4,9061 4,9114 4,7996 4,5975 4,3497 4,0970 3,8681 3,6834 3,5590 3,5012 3,4996 3,5311 3,5721 3,6087 3,6412 3,6818 3,7470 3,8474 3,9723 4,0877 4,1582 4,1694 4,1276 4,0485 3,9498 3,8545 3,7943 3,8020 3,8964 4,0698 4,2870 4,5008 4,6757 4,7992 4,8816 4,9482 5,0282 5,1360 5,2618 5,3781 5,4542 5,4668 5,4067 5,2838 5,1238 4,9548 4,7939 4,6458 4,5079 4,3761 4,2502 4,1382 4,0596 4,0382 4,0928 4,2306 4,4407 4,6922 4,9473 5,1787 5,3702 5,5049 5,5649 5,5431 5,4500 5,3060 5,1290 4,9276 4,6991 4,4315 4,1172 3,7658 3,4057 3,0784 2,8301 2,6960 2,6877 2,7976 3,0104 3,3045 3,6461 3,9931 4,3133 4,5977 4,8585 5,1156 5,3832 5,6586 5,9197 6,1374 6,2928 6,3820 6,4084 6,3749 6,2882 6,1686 6,0462 5,9445 5,8671 5,8003 5,7235 5,6222 5,5034 5,3999 5,3565 5,4106 5,5782 5,8425 6,1511 6,4409 6,6651 6,7947 6,8121 6,7214 6,5593 6,3803 6,2286 6,1170 6,0295 5,9384 5,8159 5,6455 5,4349 5,2152 5,0250 4,8950 4,8419 4,8618 4,9238 4,9754 4,9612 4,8513 4,6636 4,4635 4,3348 4,3333 4,4585 4,6681 4,9132 5,1534 5,3479 5,4551 5,4538 5,3603 5,2217 5,0921 5,0058 4,9675 4,9635 4,9782 5,0013 5,0278 5,0565 5,0894 5,1325 5,1992 5,3089 5,4753 5,6895 5,9211 6,1368 6,3167 6,4529 6,5432 6,5912 6,6102 6,6209 6,6399 6,6726 6,7124 6,7456 6,7538 6,7148 6,6155 6,4658 6,2900 6,1013 5,8898 5,6322 5,3100 4,9221 4,4828 4,0102 3,5194 3,0268 2,5537 2,1242 1,7594 1,4723 1,2643 1,1275 1,0552 1,0523 1,1337 1,3108 1,5810 1,9251 2,3088 2,6902 3,0323 3,3136 3,5349 3,7156 3,8752 4,0126 4,1051 4,1293 4,0820 3,9785 3,8421 3,7009 3,5806 3,4889 3,4148 3,3463 3,2837 3,2377 3,2186 3,2307 3,2727 3,3348 3,3966 3,4385 3,4545 3,4529 3,4493 3,4586 3,4877 3,5299 3,5654 3,5655 3,4994 3,3465 3,1091 2,8127 2,4950 2,1936 1,9349 1,7259 1,5560 1,4111 1,2888 1,2013 1,1640 1,1821 1,2441 1,3254 1,3947 1,4249 1,3960 1,2914 1,1004 0,8249 0,4753 0,0616 -0,4008 -0,8835 -1,3537 -1,7873 -2,1716 -2,5061 -2,8027 -3,0771 -3,3376 -3,5776 -3,7784 -3,9251 -4,0235 -4,0972 -4,1719 -4,2620 -4,3695 -4,4906 -4,6200 -4,7507 -4,8754 -4,9917 -5,1091 -5,2409 -5,3865 -5,5316 -5,6706 -5,8166 -5,9845 -6,1671 -6,3325 -6,4430 -6,4803 -6,4580 -6,4149 -6,3893 -6,3955 -6,4191 -6,4287 -6,3892 -6,2709 -6,0612 -5,7725 -5,4376 -5,0973 -4,7921 -4,5494 -4,3682 -4,2235 -4,0968 -3,9943 -3,9364 -3,9367 -3,9909 -4,0814 -4,1881 -4,2910
