Fp1   0,0991 0,1813 0,2569 0,3163 0,3564 0,3815 0,4025 0,4228 0,4328 0,4305 0,4355 0,4717 0,5392 0,6101 0,6558 0,6683 0,6551 0,6255 0,5849 0,5351 0,4711 0,3831 0,2811 0,2090 0,2096 0,2804 0,3742 0,4435 0,4763 0,4821 0,4593 0,3943 0,2819 0,1338 -0,0287 -0,1799 -0,2927 -0,3489 -0,3507 -0,3203 -0,2972 -0,3309 -0,4548 -0,6652 -0,9381 -1,2548 -1,6008 -1,9558 -2,2999 -2,6224 -2,9112 -3,1392 -3,2766 -3,3098 -3,2444 -3,1015 -2,9124 -2,7032 -2,4828 -2,2527 -2,0143 -1,7597 -1,4698 -1,1307 -0,7504 -0,3589 0,0134 0,3626 0,7215 1,1421 1,6572 2,2473 2,8462 3,3859 3,8352 4,1982 4,4813 4,6729 4,7604 4,7572 4,7001 4,6214 4,5334 4,4298 4,2911 4,0927 3,8169 3,4625 3,0535 2,6378 2,2742 2,0068 1,8352 1,7141 1,5887 1,4282 1,2238 0,9696 0,6623 0,3134 -0,0540 -0,4193 -0,7650 -1,0705 -1,3112 -1,4653 -1,5294 -1,5358 -1,5450 -1,6058 -1,7205 -1,8536 -1,9661 -2,0292 -2,0206 -1,9299 -1,7702 -1,5637 -1,3166 -1,0146 -0,6378 -0,1750 0,3737 1,0009 1,6901 2,4091 3,1198 3,7978 4,4304 5,0064 5,5229 5,9961 6,4547 6,9126 7,3552 7,7530 8,0883 8,3636 8,5832 8,7374 8,8091 8,7838 8,6527 8,4206 8,1125 7,7654 7,4085 7,0492 6,6749 6,2717 5,8390 5,3890 4,9400 4,5129 4,1261 3,7888 3,4974 3,2374 2,9919 2,7512 2,5208 2,3206 2,1715 2,0726 1,9973 1,9191 1,8300 1,7389 1,6643 1,6312 1,6677 1,7897 1,9921 2,2597 2,5767 2,9221 3,2710 3,5979 3,8749 4,0845 4,2396 4,3755 4,5301 4,7375 5,0178 5,3549 5,6984 5,9962 6,2193 6,3636 6,4424 6,4821 6,5208 6,5919 6,7006 6,8310 6,9653 7,0797 7,1384 7,1144 7,0082 6,8456 6,6590 6,4617 6,2336 5,9430 5,5812 5,1742 4,7626 4,3686 3,9871 3,6085 3,2368 2,8820 2,5493 2,2391 1,9452 1,6539 1,3531 1,0384 0,7068 0,3510 -0,0331 -0,4339 -0,8244 -1,1754 -1,4641 -1,6799 -1,8326 -1,9419 -2,0175 -2,0623 -2,0816 -2,0763 -2,0400 -1,9669 -1,8557 -1,7033 -1,5015 -1,2393 -0,9019 -0,4683 0,0719 0,6961 1,3581 2,0161 2,6407 3,2154 3,7442 4,2372 4,6834 5,0563 5,3425 5,5530 5,7152 5,8591 5,9983 6,1259 6,2283 6,2942 6,3143 6,2783 6,1706 5,9703 5,6640 5,2565 4,7642 4,2036 3,5949 2,9677 2,3589 1,8060 1,3350 0,9517 0,6416 0,3696 0,0825 -0,2659 -0,6901 -1,1738 -1,6862 -2,1995 -2,6980 -3,1765 -3,6323 -4,0536 -4,4126 -4,6767 -4,8307 -4,8872 -4,8796 -4,8423 -4,7842 -4,6788 -4,4874 -4,1927 -3,8066 -3,3522 -2,8478 -2,3160 -1,7935 -1,3137 -0,8845 -0,4914 -0,1205 0,2259 0,5343 0,7893 0,9798 1,1033 1,1674 1,1867 1,1856 1,1965 1,2403 1,3042 1,3527 1,3612 1,3297 1,2703 1,1966 1,1184 1,0471 0,9958 0,9646 0,9382 0,9011 0,8384 0,7314 0,5713 0,3740 0,1700 -0,0166 -0,1682 -0,2669 -0,3133 -0,3512 -0,4507 -0,6592 -0,9727 -1,3455 -1,7149 -2,0261 -2,2590 -2,4360 -2,5947 -2,7567 -2,9251 -3,0973 -3,2642 -3,4078 -3,5097 -3,5548 -3,5267 -3,4122 -3,2125 -2,9463 -2,6406 -2,3224 -2,0148 -1,7337 -1,4791 -1,2328 -0,9709 -0,6814 -0,3689 -0,0425 0,2980 0,6567 1,0299 1,4099 1,7914 2,1650 2,5043 2,7692 2,9295 2,9929 3,0028 3,0025 3,0094 3,0190 3,0176 2,9860 2,9041 2,7592 2,5581 2,3314 2,1179 1,9416 1,8095 1,7246 1,6833 1,6571 1,5950 1,4524 1,2113 0,8775 0,4732 0,0278 -0,4331 -0,8886 -1,3134 -1,6772 -1,9617 -2,1703 -2,3181 -2,4183 -2,4798 -2,5108 -2,5153 -2,4909 -2,4333 -2,3333 -2,1713 -1,9259 -1,5830 -1,1358 -0,5841 0,0640 0,7960 1,5966 2,4431 3,3012 4,1328 4,9078 5,6102 6,2360 6,7891 7,2790 7,7162 8,1084 8,4566 8,7583 9,0214 9,2725 9,5379 9,8086 10,0355 10,1674 10,1826 10,0800 9,8557 9,4991 9,0100 8,4145 7,7616 7,1069 6,4980 5,9601 5,4866 5,0461 4,6142 4,2000 3,8388 3,5585 3,3535 3,1932 3,0529 2,9289 2,8355 2,7939 2,8142 2,8800 2,9520 2,9934 2,9899 2,9487 2,8918 2,8491 2,8404 2,8685 2,9380 3,0646 3,2593 3,5193 3,8337 4,1890 4,5581 4,9024 5,2042 5,4815 5,7587 6,0398 6,3130 6,5713 6,8206 7,0708 7,3228 7,5713 7,8204 8,0885 8,3934 8,7303 9,0723 9,3944 9,6871 9,9526 10,1932 10,4010 10,5506 10,6033 10,5232 10,3058 9,9927 9,6564 9,3641 9,1507 9,0087 8,9004 8,7869 8,6521 8,5059 8,3704 8,2621 8,1864 8,1392 8,1026 8,0462 7,9491 7,8214 7,6922 7,5828 7,4976 7,4279 7,3604 7,2900 7,2245 7,1701 7,1126 7,0201 6,8649 6,6430 6,3822 6,1318 5,9348 5,8075 5,7462 5,7457 5,7994 5,8891 5,9993 6,1378 6,3215 6,5414 6,7630 6,9576 7,1173 7,2475 7,3604 7,4645 7,5546 7,6193 7,6595 7,6927 7,7423 7,8254 7,9430 8,0724 8,1734 8,2151 8,1983 8,1509 8,0962 8,0312 7,9383 7,8062 7,6371 7,4365 7,1988 6,9052 6,5349 6,0778 5,5436 4,9632 4,3862 3,8693 3,4522 3,1402 2,9071 2,7118 2,5216 2,3267 2,1304 1,9236 1,6807 1,3831 1,0374 0,6703 0,3130 -0,0069 -0,2649 -0,4443 -0,5440 -0,5812 -0,5839 -0,5864 -0,6242 -0,7162 -0,8501 -0,9884
Fz    0,2881 0,1828 0,0928 0,0236 -0,0171 -0,0252 -0,0037 0,0275 0,0333 -0,0084 -0,0792 -0,1322 -0,1303 -0,0713 0,0208 0,1136 0,1810 0,2143 0,2181 0,1957 0,1406 0,0459 -0,0638 -0,1249 -0,0806 0,0719 0,2842 0,4956 0,6649 0,7709 0,7994 0,7480 0,6374 0,5071 0,3929 0,3098 0,2566 0,2255 0,2022 0,1669 0,0967 -0,0282 -0,2057 -0,4042 -0,5931 -0,7743 -0,9743 -1,2206 -1,5361 -1,9348 -2,4042 -2,8950 -3,3388 -3,6759 -3,8715 -3,9235 -3,8615 -3,7270 -3,5541 -3,3668 -3,1733 -2,9498 -2,6488 -2,2343 -1,7138 -1,1376 -0,5641 -0,0212 0,4983 1,0169 1,5525 2,1017 2,6407 3,1447 3,6058 4,0242 4,3761 4,6076 4,6765 4,5952 4,4212 4,2167 4,0296 3,8880 3,7892 3,7009 3,5817 3,4043 3,1688 2,9027 2,6504 2,4512 2,3165 2,2331 2,1838 2,1540 2,1164 2,0232 1,8284 1,5191 1,1199 0,6750 0,2414 -0,1171 -0,3532 -0,4571 -0,4625 -0,4420 -0,4846 -0,6482 -0,9229 -1,2515 -1,5713 -1,8294 -1,9791 -1,9897 -1,8617 -1,6211 -1,2997 -0,9255 -0,5193 -0,0832 0,4079 0,9946 1,7023 2,5148 3,3798 4,2399 5,0481 5,7691 6,3870 6,9135 7,3835 7,8378 8,3025 8,7731 9,2182 9,5971 9,8715 10,0153 10,0262 9,9218 9,7267 9,4709 9,1889 8,9080 8,6329 8,3392 7,9845 7,5365 6,9977 6,4004 5,7883 5,2058 4,6955 4,2888 3,9887 3,7590 3,5411 3,2912 3,0070 2,7274 2,5032 2,3543 2,2558 2,1693 2,0738 1,9658 1,8518 1,7540 1,7173 1,7911 2,0044 2,3614 2,8426 3,4046 3,9910 4,5400 4,9820 5,2613 5,3747 5,3782 5,3616 5,4164 5,5994 5,9036 6,2695 6,6229 6,8995 7,0600 7,1035 7,0681 7,0205 7,0274 7,1162 7,2698 7,4523 7,6162 7,7031 7,6651 7,4934 7,2271 6,9299 6,6483 6,3859 6,1193 5,8320 5,5276 5,2153 4,8908 4,5451 4,1866 3,8409 3,5322 3,2738 3,0669 2,8922 2,7065 2,4601 2,1230 1,6971 1,2104 0,7005 0,2060 -0,2395 -0,6149 -0,9063 -1,1032 -1,2166 -1,2826 -1,3357 -1,3925 -1,4541 -1,5098 -1,5442 -1,5481 -1,5245 -1,4835 -1,4278 -1,3393 -1,1753 -0,8833 -0,4341 0,1521 0,8226 1,5276 2,2303 2,9059 3,5473 4,1510 4,6956 5,1505 5,5022 5,7628 5,9637 6,1399 6,3092 6,4644 6,5827 6,6372 6,6060 6,4797 6,2575 5,9461 5,5676 5,1567 4,7329 4,2867 3,8040 3,2963 2,7954 2,3344 1,9384 1,6180 1,3595 1,1169 0,8262 0,4383 -0,0610 -0,6530 -1,2969 -1,9434 -2,5455 -3,0656 -3,4821 -3,7912 -4,0020 -4,1350 -4,2218 -4,2955 -4,3727 -4,4439 -4,4744 -4,4143 -4,2265 -3,9119 -3,5056 -3,0541 -2,6011 -2,1843 -1,8315 -1,5468 -1,3033 -1,0557 -0,7690 -0,4376 -0,0845 0,2505 0,5288 0,7371 0,8919 1,0226 1,1598 1,3297 1,5412 1,7704 1,9654 2,0718 2,0568 1,9224 1,7029 1,4435 1,1878 0,9742 0,8172 0,6982 0,5833 0,4355 0,2200 -0,0766 -0,4288 -0,7798 -1,0670 -1,2410 -1,2797 -1,2058 -1,0956 -1,0491 -1,1377 -1,3713 -1,7018 -2,0506 -2,3448 -2,5526 -2,6941 -2,8112 -2,9321 -3,0690 -3,2322 -3,4270 -3,6475 -3,8783 -4,0857 -4,2128 -4,2090 -4,0602 -3,7859 -3,4251 -3,0288 -2,6500 -2,3225 -2,0437 -1,7750 -1,4679 -1,0968 -0,6739 -0,2359 0,1852 0,5817 0,9663 1,3569 1,7714 2,2192 2,6875 3,1359 3,5152 3,8011 4,0019 4,1302 4,1833 4,1541 4,0431 3,8621 3,6364 3,4013 3,1917 3,0337 2,9375 2,8920 2,8710 2,8482 2,8016 2,7060 2,5394 2,2950 1,9753 1,5820 1,1215 0,6070 0,0506 -0,5319 -1,1091 -1,6378 -2,0850 -2,4399 -2,7054 -2,8909 -3,0121 -3,0881 -3,1350 -3,1616 -3,1640 -3,1156 -2,9700 -2,6863 -2,2491 -1,6709 -0,9861 -0,2387 0,5413 1,3549 2,2195 3,1410 4,1029 5,0740 6,0193 6,9071 7,7122 8,4228 9,0469 9,6112 10,1420 10,6458 11,1233 11,5949 12,0852 12,5702 12,9626 13,1688 13,1489 12,9205 12,5245 11,9974 11,3748 10,7068 10,0512 9,4485 8,9038 8,3888 7,8581 7,2763 6,6459 6,0152 5,4527 5,0031 4,6614 4,3860 4,1318 3,8676 3,5848 3,3014 3,0437 2,8197 2,6137 2,4086 2,2043 2,0155 1,8669 1,7838 1,7687 1,7990 1,8615 1,9746 2,1749 2,4904 2,9324 3,4898 4,1145 4,7331 5,2959 5,7990 6,2561 6,6736 7,0550 7,4057 7,7312 8,0334 8,3070 8,5493 8,7712 8,9953 9,2424 9,5191 9,8210 10,1493 10,5121 10,9120 11,3319 11,7292 12,0404 12,2010 12,1760 11,9827 11,6860 11,3677 11,0930 10,8920 10,7547 10,6410 10,5071 10,3321 10,1297 9,9398 9,8050 9,7449 9,7436 9,7551 9,7218 9,6010 9,3871 9,1099 8,8102 8,5243 8,2845 8,1180 8,0413 8,0499 8,1081 8,1530 8,1225 7,9817 7,7295 7,4003 7,0617 6,7853 6,6065 6,5230 6,5231 6,5905 6,6915 6,7910 6,8841 6,9902 7,1229 7,2827 7,4665 7,6663 7,8686 8,0642 8,2488 8,4145 8,5542 8,6772 8,8130 8,9946 9,2376 9,5281 9,8206 10,0515 10,1697 10,1677 10,0851 9,9739 9,8632 9,7610 9,6690 9,5774 9,4549 9,2539 8,9324 8,4710 7,8786 7,1927 6,4706 5,7787 5,1821 4,7215 4,3906 4,1346 3,8782 3,5662 3,1907 2,7785 2,3541 1,9242 1,4920 1,0625 0,6363 0,2103 -0,2130 -0,6175 -0,9757 -1,2569 -1,4390 -1,5218 -1,5363 -1,5398 -1,5867 -1,6994 -1,8647
F3    0,3967 0,3171 0,2084 0,0806 -0,0447 -0,1455 -0,2056 -0,2285 -0,2397 -0,2631 -0,2987 -0,3265 -0,3307 -0,3116 -0,2733 -0,2143 -0,1321 -0,0282 0,0850 0,1786 0,2137 0,1616 0,0366 -0,0948 -0,1572 -0,1227 -0,0242 0,0866 0,1838 0,2603 0,2954 0,2601 0,1517 0,0084 -0,1115 -0,1577 -0,1029 0,0514 0,2734 0,5105 0,7004 0,7859 0,7422 0,5883 0,3578 0,0711 -0,2569 -0,6077 -0,9718 -1,3552 -1,7569 -2,1457 -2,4730 -2,7028 -2,8201 -2,8295 -2,7529 -2,6188 -2,4576 -2,3072 -2,1955 -2,1104 -2,0013 -1,8194 -1,5557 -1,2422 -0,9133 -0,5669 -0,1668 0,3247 0,9127 1,5526 2,1640 2,6757 3,0686 3,3682 3,5949 3,7352 3,7691 3,7054 3,5773 3,4234 3,2816 3,1783 3,1088 3,0450 2,9609 2,8462 2,7093 2,5759 2,4790 2,4392 2,4475 2,4745 2,4942 2,4911 2,4490 2,3437 2,1538 1,8787 1,5380 1,1597 0,7793 0,4359 0,1625 -0,0198 -0,1082 -0,1330 -0,1579 -0,2452 -0,4148 -0,6455 -0,8964 -1,1143 -1,2381 -1,2254 -1,0769 -0,8246 -0,4975 -0,1120 0,3208 0,7954 1,3152 1,8902 2,5287 3,2231 3,9495 4,6758 5,3636 5,9707 6,4695 6,8667 7,2007 7,5161 7,8382 8,1636 8,4708 8,7382 8,9446 9,0660 9,0837 8,9886 8,7846 8,5004 8,1857 7,8871 7,6235 7,3761 7,0994 6,7513 6,3210 5,8328 5,3321 4,8674 4,4777 4,1862 3,9908 3,8567 3,7291 3,5670 3,3707 3,1782 3,0315 2,9362 2,8586 2,7630 2,6378 2,4866 2,3188 2,1615 2,0644 2,0765 2,2259 2,5225 2,9561 3,4861 4,0525 4,5888 5,0254 5,3122 5,4481 5,4769 5,4642 5,4846 5,5971 5,8057 6,0556 6,2770 6,4238 6,4798 6,4517 6,3730 6,3098 6,3311 6,4610 6,6764 6,9378 7,1970 7,3937 7,4778 7,4338 7,2811 7,0574 6,7912 6,4836 6,1235 5,7230 5,3268 4,9801 4,6929 4,4435 4,2117 3,9947 3,8006 3,6386 3,5102 3,4007 3,2802 3,1125 2,8604 2,4991 2,0378 1,5181 0,9903 0,4957 0,0642 -0,2787 -0,5210 -0,6851 -0,8164 -0,9481 -1,0906 -1,2391 -1,3765 -1,4819 -1,5362 -1,5237 -1,4356 -1,2681 -1,0200 -0,6889 -0,2641 0,2598 0,8597 1,4987 2,1567 2,8257 3,4924 4,1464 4,7789 5,3611 5,8476 6,2061 6,4397 6,5910 6,7218 6,8718 7,0379 7,1922 7,2995 7,3245 7,2441 7,0497 6,7397 6,3283 5,8524 5,3495 4,8369 4,3245 3,8301 3,3724 2,9648 2,6144 2,3201 2,0695 1,8316 1,5636 1,2377 0,8498 0,4019 -0,1075 -0,6777 -1,2963 -1,9277 -2,5201 -3,0291 -3,4272 -3,7034 -3,8714 -3,9710 -4,0430 -4,1077 -4,1569 -4,1525 -4,0428 -3,7898 -3,3803 -2,8287 -2,1832 -1,5205 -0,9187 -0,4190 -0,0075 0,3610 0,7217 1,0802 1,4197 1,7100 1,9247 2,0634 2,1466 2,1924 2,2126 2,2227 2,2371 2,2518 2,2471 2,2104 2,1402 2,0345 1,8926 1,7206 1,5387 1,3822 1,2794 1,2325 1,2212 1,2045 1,1284 0,9613 0,7200 0,4503 0,1926 -0,0251 -0,1767 -0,2539 -0,2966 -0,3809 -0,5673 -0,8653 -1,2405 -1,6365 -1,9969 -2,2925 -2,5312 -2,7339 -2,9036 -3,0321 -3,1272 -3,2132 -3,3085 -3,4119 -3,4978 -3,5240 -3,4625 -3,3179 -3,1083 -2,8468 -2,5502 -2,2446 -1,9548 -1,6895 -1,4360 -1,1710 -0,8803 -0,5658 -0,2300 0,1393 0,5637 1,0486 1,5715 2,0993 2,6081 3,0762 3,4699 3,7565 3,9372 4,0507 4,1353 4,2030 4,2436 4,2335 4,1479 3,9781 3,7399 3,4697 3,2175 3,0302 2,9295 2,9063 2,9292 2,9504 2,9115 2,7662 2,5069 2,1603 1,7589 1,3237 0,8617 0,3718 -0,1412 -0,6547 -1,1340 -1,5505 -1,8889 -2,1406 -2,3011 -2,3752 -2,3781 -2,3347 -2,2756 -2,2271 -2,1962 -2,1612 -2,0729 -1,8649 -1,4829 -0,9180 -0,2061 0,6085 1,5019 2,4618 3,4645 4,4740 5,4568 6,3863 7,2365 7,9877 8,6374 9,2044 9,7227 10,2183 10,6902 11,1300 11,5548 11,9912 12,4274 12,8017 13,0497 13,1424 13,0758 12,8463 12,4524 11,9132 11,2731 10,5868 9,9044 9,2664 8,6914 8,1630 7,6433 7,1076 6,5659 6,0545 5,6094 5,2416 4,9424 4,6984 4,4950 4,3239 4,1871 4,0814 3,9836 3,8594 3,6877 3,4742 3,2486 3,0606 2,9590 2,9534 3,0112 3,1063 3,2519 3,4833 3,8240 4,2741 4,8118 5,3856 5,9214 6,3652 6,7098 6,9797 7,2052 7,4089 7,6069 7,8180 8,0594 8,3357 8,6422 8,9755 9,3328 9,7049 10,0684 10,3985 10,6970 10,9954 11,3273 11,7031 12,0975 12,4436 12,6478 12,6308 12,3741 11,9391 11,4427 11,0052 10,7022 10,5428 10,4795 10,4441 10,3844 10,2838 10,1619 10,0567 10,0016 10,0071 10,0520 10,0904 10,0792 10,0062 9,8845 9,7248 9,5249 9,2855 9,0272 8,7906 8,6162 8,5156 8,4586 8,3901 8,2634 8,0577 7,7833 7,4804 7,2003 6,9798 6,8365 6,7764 6,7875 6,8348 6,8886 6,9540 7,0559 7,2071 7,4018 7,6292 7,8780 8,1349 8,3859 8,6143 8,7958 8,9091 8,9589 8,9834 9,0370 9,1674 9,3948 9,6924 9,9877 10,2030 10,3082 10,3366 10,3399 10,3381 10,3244 10,2935 10,2466 10,1734 10,0418 9,8078 9,4312 8,8921 8,2079 7,4331 6,6434 5,9175 5,3135 4,8464 4,4896 4,1976 3,9321 3,6759 3,4234 3,1584 2,8573 2,5116 2,1365 1,7551 1,3832 1,0294 0,7060 0,4305 0,2144 0,0539 -0,0699 -0,1888 -0,3388 -0,5391 -0,7798 -1,0328
F7    0,8082 0,8519 0,8408 0,7850 0,6869 0,5458 0,3814 0,2244 0,0930 -0,0012 -0,0438 -0,0347 -0,0109 -0,0353 -0,1426 -0,3010 -0,4453 -0,5381 -0,5838 -0,5999 -0,6048 -0,6140 -0,6142 -0,5574 -0,4060 -0,1793 0,0547 0,2361 0,3552 0,4338 0,4833 0,5008 0,4838 0,4305 0,3399 0,2318 0,1587 0,1728 0,2812 0,4449 0,5968 0,6579 0,5717 0,3376 -0,0029 -0,4053 -0,8398 -1,2777 -1,6897 -2,0612 -2,3880 -2,6557 -2,8417 -2,9305 -2,9219 -2,8347 -2,6995 -2,5334 -2,3212 -2,0346 -1,6709 -1,2626 -0,8569 -0,4923 -0,1873 0,0497 0,2097 0,2956 0,3517 0,4681 0,7261 1,1293 1,6109 2,0960 2,5413 2,9301 3,2559 3,5140 3,6982 3,8115 3,8757 3,9116 3,9152 3,8677 3,7582 3,5874 3,3549 3,0590 2,7155 2,3675 2,0812 1,9226 1,9098 1,9841 2,0534 2,0627 2,0040 1,8799 1,6915 1,4544 1,1980 0,9403 0,6775 0,4032 0,1361 -0,0800 -0,2140 -0,2858 -0,3635 -0,5140 -0,7530 -1,0416 -1,3215 -1,5465 -1,6921 -1,7602 -1,7787 -1,7753 -1,7448 -1,6517 -1,4540 -1,1199 -0,6345 -0,0051 0,7274 1,4881 2,2055 2,8469 3,4050 3,8727 4,2576 4,6064 4,9803 5,3922 5,7900 6,1139 6,3515 6,5320 6,6817 6,7952 6,8424 6,7943 6,6369 6,3718 6,0192 5,6231 5,2351 4,8855 4,5750 4,2916 4,0216 3,7510 3,4776 3,2146 2,9762 2,7664 2,5907 2,4728 2,4345 2,4575 2,4868 2,4775 2,4209 2,3239 2,1884 2,0238 1,8626 1,7535 1,7395 1,8367 2,0269 2,2613 2,4813 2,6539 2,7790 2,8561 2,8792 2,8597 2,8221 2,7903 2,7956 2,8706 3,0322 3,2796 3,5982 3,9572 4,3110 4,6158 4,8465 5,0033 5,1009 5,1567 5,1866 5,1967 5,1821 5,1518 5,1381 5,1550 5,1691 5,1334 5,0285 4,8711 4,7001 4,5451 4,3948 4,2094 3,9601 3,6590 3,3525 3,0798 2,8412 2,6231 2,4284 2,2615 2,1081 1,9402 1,7319 1,4752 1,1975 0,9507 0,7559 0,5668 0,3137 -0,0232 -0,3974 -0,7398 -1,0057 -1,1959 -1,3514 -1,5113 -1,6730 -1,8092 -1,9065 -1,9667 -1,9947 -1,9957 -1,9666 -1,8849 -1,7208 -1,4623 -1,1218 -0,7157 -0,2460 0,2873 0,8708 1,4745 2,0561 2,5766 3,0174 3,3795 3,6660 3,8787 4,0337 4,1671 4,3164 4,4968 4,6929 4,8679 4,9884 5,0537 5,1001 5,1611 5,2261 5,2471 5,1718 4,9679 4,6259 4,1481 3,5443 2,8444 2,1149 1,4503 0,9276 0,5687 0,3538 0,2431 0,1672 0,0379 -0,1992 -0,5348 -0,9222 -1,3182 -1,7101 -2,1271 -2,6156 -3,1814 -3,7616 -4,2594 -4,6013 -4,7689 -4,8028 -4,7689 -4,7056 -4,6062 -4,4481 -4,2310 -3,9789 -3,6948 -3,3350 -2,8642 -2,3106 -1,7383 -1,1973 -0,7120 -0,2886 0,0727 0,3734 0,6238 0,8330 0,9845 1,0387 0,9721 0,8140 0,6420 0,5274 0,4796 0,4543 0,4186 0,3869 0,3889 0,4264 0,4802 0,5392 0,5940 0,6181 0,5936 0,5439 0,5088 0,4975 0,4867 0,4538 0,3948 0,3157 0,2314 0,1738 0,1674 0,1911 0,1824 0,0841 -0,1201 -0,4040 -0,7148 -0,9948 -1,2164 -1,4033 -1,6026 -1,8406 -2,1130 -2,3996 -2,6695 -2,8853 -3,0209 -3,0731 -3,0447 -2,9177 -2,6665 -2,3012 -1,8785 -1,4691 -1,1299 -0,8857 -0,7146 -0,5631 -0,3863 -0,1694 0,0812 0,3573 0,6598 0,9844 1,3148 1,6418 1,9657 2,2659 2,4936 2,6079 2,6110 2,5533 2,5085 2,5285 2,6165 2,7447 2,8817 2,9936 3,0378 2,9770 2,8074 2,5686 2,3161 2,0826 1,8712 1,6830 1,5306 1,4104 1,2772 1,0696 0,7591 0,3679 -0,0534 -0,4666 -0,8705 -1,2837 -1,6955 -2,0511 -2,2964 -2,4234 -2,4561 -2,4190 -2,3456 -2,2931 -2,3080 -2,3884 -2,4872 -2,5336 -2,4624 -2,2541 -1,9371 -1,5394 -1,0525 -0,4461 0,2935 1,1400 2,0331 2,9022 3,6925 4,3840 4,9965 5,5754 6,1572 6,7384 7,2759 7,7140 8,0104 8,1596 8,2070 8,2313 8,3003 8,4330 8,5986 8,7492 8,8446 8,8483 8,7188 8,4244 7,9651 7,3770 6,7220 6,0662 5,4685 4,9780 4,6090 4,3147 4,0263 3,7204 3,4296 3,1932 3,0070 2,8278 2,6248 2,4127 2,2340 2,1281 2,1210 2,2216 2,4145 2,6645 2,9232 3,1296 3,2377 3,2545 3,2290 3,2117 3,2361 3,3127 3,4332 3,5897 3,7851 4,0209 4,2788 4,5245 4,7446 4,9691 5,2330 5,5288 5,8190 6,0826 6,3299 6,5761 6,8086 6,9932 7,1221 7,2478 7,4434 7,7318 8,0723 8,4075 8,7005 8,9340 9,0953 9,1765 9,1850 9,1331 9,0190 8,8377 8,6109 8,3887 8,2194 8,1176 8,0595 8,0113 7,9608 7,9198 7,8975 7,8716 7,7940 7,6333 7,4059 7,1541 6,9060 6,6754 6,4801 6,3408 6,2715 6,2706 6,3065 6,3222 6,2756 6,1719 6,0475 5,9279 5,8026 5,6327 5,3915 5,1011 4,8237 4,6238 4,5390 4,5731 4,7063 4,9121 5,1626 5,4333 5,7187 6,0244 6,3268 6,5703 6,7178 6,7793 6,7938 6,8053 6,8369 6,8775 6,9080 6,9367 6,9893 7,0749 7,1781 7,2759 7,3481 7,3897 7,4232 7,4844 7,5882 7,7143 7,8240 7,8808 7,8637 7,7814 7,6619 7,5030 7,2545 6,8691 6,3462 5,7208 5,0444 4,3886 3,8300 3,4115 3,1246 2,9255 2,7594 2,5859 2,3940 2,1877 1,9609 1,6923 1,3691 1,0106 0,6631 0,3683 0,1425 -0,0175 -0,1240 -0,1950 -0,2477 -0,2937 -0,3465 -0,4228 -0,5214 -0,6105 -0,6510
