Fp1   -0,2579 -0,1576 0,1122 0,4254 0,6683 0,7934 0,8123 0,7697 0,7185 0,6919 0,6899 0,6996 0,7049 0,6502 0,4344 0,0034 -0,5585 -1,0807 -1,4633 -1,7334 -1,9460 -2,0929 -2,1353 -2,0587 -1,8782 -1,6409 -1,4130 -1,2404 -1,1418 -1,1166 -1,1325 -1,1369 -1,0679 -0,8417 -0,3932 0,2575 1,0182 1,7777 2,4320 2,8945 3,1175 3,1162 2,9453 2,6100 2,0209 1,1095 -0,0074 -1,0560 -1,7976 -2,1247 -1,9997 -1,4159 -0,4594 0,6459 1,6128 2,2154 2,3455 2,0120 1,3331 0,5118 -0,2137 -0,6542 -0,7580 -0,6167 -0,3802 -0,1777 -0,0826 -0,0980 -0,1588 -0,1839 -0,1810 -0,2826 -0,6074 -1,1007 -1,5736 -1,8780 -1,9838 -1,9219 -1,7427 -1,5124 -1,2892 -1,1030 -0,9340 -0,6859 -0,2241 0,5129 1,4463 2,4173 3,3289 4,2241 5,2228 6,3662 7,5163 8,4128 8,8147 8,6162 7,8758 6,7596 5,4862 4,2896 3,3146 2,5334 1,8049 0,9928 0,0248 -1,0788 -2,1897 -3,1248 -3,7575 -4,0815 -4,1816 -4,1511 -4,0232 -3,7783 -3,4030 -2,9415 -2,5073 -2,2228 -2,1141 -2,0761 -1,9558 -1,6413 -1,0614 -0,1622 1,0578 2,5192 4,0940 5,6495 7,0789 8,3222 9,3445 10,1023 10,5767 10,8364 11,0009 11,1165 11,1224 10,9803 10,7901 10,7070 10,7689 10,8677 10,8624 10,6628 10,2519 9,6848 9,0397 8,3598 7,6683 7,0236 6,5185 6,2218 6,1469 6,2575 6,4779 6,7240 6,9227 6,9823 6,7848 6,2637 5,4948 4,6811 4,0313 3,6649 3,6247 3,9149 4,4767 5,1600 5,7736 6,1707 6,2929 6,1758 5,9356 5,7228 5,6583 5,7957 6,1317 6,6321 7,2093 7,6880 7,8737 7,6741 7,1326 6,3772 5,5678 4,8484 4,3026 3,9534 3,7966 3,7961 3,8453 3,7837 3,4986 3,0023 2,3915 1,7819 1,3086 1,1099 1,2479 1,6430 2,0975 2,4037 2,4577 2,2930 2,0281 1,7735 1,5430 1,2459 0,8044 0,2776 -0,1569 -0,3206 -0,1309 0,3723 1,0697 1,8404 2,5992 3,2731 3,7884 4,1200 4,3349 4,5525 4,8687 5,3102 5,8112 6,2293 6,4537 6,5092 6,5151 6,5678 6,6804 6,7915 6,8297 6,7740 6,6347 6,4075 6,0984 5,7511 5,3943 4,9981 4,5001 3,8377 2,9937 2,0473 1,1188 0,2759 -0,4571 -1,0428 -1,4283 -1,6001 -1,6200 -1,5649 -1,4535 -1,2865 -1,1098 -0,9690 -0,8363 -0,6241 -0,2546 0,2912 0,9595 1,6507 2,2757 2,7791 3,1167 3,2431 3,1401 2,8410 2,4138 1,9257 1,4221 0,9186 0,4007 -0,1465 -0,6750 -1,0584 -1,1957 -1,1303 -1,0316 -1,0701 -1,3014 -1,6421 -1,9579 -2,1812 -2,3370 -2,4696 -2,5720 -2,5931 -2,4858 -2,2471 -1,9300 -1,5941 -1,2445 -0,8510 -0,4045 0,0747 0,5464 0,9497 1,2374 1,4182 1,5424 1,6675 1,8493 2,1199 2,4447 2,7008 2,7246 2,4175 1,8292 1,1423 0,5723 0,2728 0,3130 0,7011 1,4021 2,3268 3,3310 4,2582 4,9841 5,4194 5,5119 5,3056 5,0131 4,9547 5,3588 6,2175 7,3167 8,3931 9,2946 10,0034 10,5308 10,8573 10,9825 10,9588 10,8665 10,8069 10,8769 11,1008 11,4109 11,6905 11,8227 11,7474 11,4865 11,1021 10,6627 10,2520 9,9598 9,8210 9,7764 9,7268 9,6266 9,5005 9,3740 9,1961 8,8513 8,2665 7,4734 6,5636 5,6539 4,8778 4,3287 4,0121 3,8699 3,8220 3,7944 3,7574 3,7453 3,8097 3,9609 4,1755 4,4327 4,7384 5,1404 5,6959 6,4067 7,2286 8,1277 9,0622 9,9239 10,5552 10,8310 10,6987 10,1582 9,2512 8,0898 6,8852 5,9140 5,3862 5,3091 5,5025 5,7474 5,9056 5,9135 5,7113 5,2518 4,5896 3,8760 3,2433 2,7280 2,2970 1,9136 1,5468 1,1516 0,7133 0,3096 0,0888 0,1676 0,5535 1,1615 1,8882 2,6643 3,4537 4,2144 4,8593 5,2648 5,3294 5,0233 4,4051 3,6304 2,9143 2,4287 2,2360 2,3118 2,5786 2,9200 3,2038 3,3046 3,1278 2,6448 1,9113 1,0368 0,1507 -0,6126 -1,1634 -1,5123 -1,7280 -1,8386 -1,8057 -1,5751 -1,1396 -0,5834 -0,0692 0,2477 0,3045 0,1363 -0,1797 -0,5716 -0,9781 -1,3544 -1,7063 -2,0897 -2,5488 -3,0349 -3,3858 -3,4177 -3,0599 -2,3886 -1,5567 -0,7191 -0,0004 0,5183 0,8263 0,9989 1,1563 1,3884 1,7112 2,0786 2,4299 2,7411 3,0249 3,2868 3,5046 3,6407 3,6534 3,5271 3,3173 3,1365 3,0732 3,1292 3,2349 3,3094 3,2825 3,0885 2,6971 2,1542 1,5684 1,0593 0,7177 0,5821 0,6314 0,8059 1,0318 1,2397 1,4085 1,6010 1,9296 2,4865 3,2983 4,2972 5,3169 6,1647 6,7285 6,9845 6,9331 6,6022 6,0886 5,5333 5,0763 4,8291 4,8449 5,1185 5,6110 6,2413 6,8721 7,3459 7,5529 7,4944 7,2860 7,0743 6,9440 6,8983 6,9043 6,9361 6,9686 6,9514 6,8032 6,4354 5,8101 4,9906 4,1216 3,3525 2,7911 2,5234 2,6365 3,1785 4,0893 5,1828 6,2084 6,9546 7,3302 7,3686 7,1723 6,8713 6,6068 6,4998 6,5832 6,7538 6,8188 6,6162 6,1008 5,3439 4,4903 3,7120 3,1395 2,7980 2,6187 2,5145 2,4303 2,3416 2,2366 2,0901 1,8651 1,5559 1,2049 0,8649 0,5646 0,3234 0,1750 0,1433 0,1906 0,2260 0,1638 -0,0324 -0,3367 -0,6847 -1,0453 -1,4713 -2,0539 -2,8322 -3,7663 -4,7796 -5,7974 -6,7591 -7,6125 -8,3049 -8,8005 -9,1051 -9,2614 -9,3252 -9,3341 -9,2870 -9,1552 -8,9100 -8,5392 -8,0496 -7,4570 -6,7692 -5,9846 -5,1118 -4,1848
Fz    1,1754 1,1413 1,1640 1,1977 1,1901 1,1003 0,9176 0,6673 0,3960 0,1462 -0,0615 -0,2263 -0,3530 -0,4495 -0,5332 -0,6176 -0,6886 -0,7184 -0,7077 -0,6874 -0,6769 -0,6656 -0,6344 -0,5694 -0,4665 -0,3427 -0,2365 -0,1871 -0,2204 -0,3451 -0,5458 -0,7746 -0,9506 -0,9829 -0,8241 -0,5059 -0,1088 0,2838 0,6039 0,8059 0,8795 0,8570 0,7897 0,6999 0,5597 0,3393 0,0680 -0,1769 -0,3359 -0,3893 -0,3253 -0,1326 0,1597 0,4676 0,7003 0,8133 0,8076 0,6994 0,5107 0,2737 0,0230 -0,2168 -0,4319 -0,6138 -0,7598 -0,8778 -0,9803 -1,0617 -1,0868 -1,0205 -0,8844 -0,7674 -0,7458 -0,8045 -0,8605 -0,8498 -0,7666 -0,6372 -0,4937 -0,3658 -0,2671 -0,1805 -0,0509 0,2060 0,6578 1,2966 2,0253 2,7177 3,3115 3,8488 4,4226 5,0738 5,7338 6,2572 6,5020 6,3988 5,9699 5,3014 4,5200 3,7703 3,1446 2,6190 2,0809 1,4173 0,5818 -0,3852 -1,3708 -2,2392 -2,8996 -3,3338 -3,5636 -3,6049 -3,4546 -3,1144 -2,6130 -2,0069 -1,3721 -0,7875 -0,3009 0,0913 0,4285 0,7613 1,1495 1,6525 2,2971 3,0692 3,9417 4,8913 5,8959 6,9354 7,9875 9,0092 9,9413 10,7479 11,4363 12,0252 12,5106 12,8826 13,1503 13,3148 13,3298 13,1243 12,6659 11,9946 11,2089 10,4244 9,7230 9,1335 8,6585 8,3118 8,1250 8,1195 8,2752 8,5236 8,7727 8,9505 9,0236 8,9755 8,7887 8,4597 8,0288 7,5852 7,2252 7,0043 6,9351 7,0070 7,1790 7,3689 7,4759 7,4271 7,2148 6,9010 6,5889 6,3834 6,3537 6,5109 6,8186 7,2167 7,6220 7,9216 8,0036 7,8195 7,4139 6,8936 6,3730 5,9383 5,6347 5,4734 5,4395 5,4904 5,5543 5,5473 5,4098 5,1347 4,7656 4,3844 4,1023 4,0283 4,2101 4,5918 5,0312 5,3671 5,4896 5,3793 5,1020 4,7572 4,4131 4,0829 3,7556 3,4444 3,2041 3,1042 3,1845 3,4307 3,7905 4,2141 4,6703 5,1197 5,4929 5,7260 5,8175 5,8267 5,8216 5,8409 5,8848 5,9289 5,9669 6,0400 6,2028 6,4690 6,7967 7,1077 7,3222 7,3854 7,2664 6,9542 6,4816 5,9276 5,3632 4,8071 4,2357 3,6092 2,9012 2,1284 1,3407 0,6000 -0,0141 -0,4098 -0,5219 -0,3512 0,0289 0,5136 1,0163 1,4736 1,8266 2,0279 2,0670 1,9809 1,8436 1,7424 1,7458 1,8773 2,1155 2,4044 2,6625 2,8063 2,7866 2,6015 2,2796 1,8554 1,3579 0,8087 0,2319 -0,3171 -0,7374 -0,9242 -0,8516 -0,6147 -0,3862 -0,3218 -0,4785 -0,7914 -1,1268 -1,3716 -1,4905 -1,5125 -1,4782 -1,4062 -1,2961 -1,1497 -0,9852 -0,8183 -0,6310 -0,3793 -0,0291 0,4147 0,8981 1,3383 1,6800 1,9321 2,1465 2,3752 2,6478 2,9579 3,2543 3,4513 3,4556 3,2059 2,7183 2,1036 1,5257 1,1318 1,0085 1,1689 1,5624 2,0988 2,6827 3,2398 3,7247 4,1100 4,3766 4,5331 4,6514 4,8563 5,2489 5,8323 6,5113 7,1734 7,7727 8,3228 8,8146 9,1851 9,3760 9,3930 9,3052 9,2071 9,1718 9,2186 9,3177 9,4140 9,4537 9,4130 9,3043 9,1580 9,0062 8,8757 8,7737 8,6682 8,4971 8,2144 7,8256 7,3729 6,8965 6,4146 5,9334 5,4733 5,0670 4,7351 4,4863 4,3241 4,2271 4,1389 3,9987 3,7845 3,5223 3,2642 3,0653 2,9682 2,9905 3,1231 3,3425 3,6318 3,9956 4,4504 5,0035 5,6493 6,3701 7,1227 7,8231 8,3660 8,6647 8,6683 8,3532 7,7285 6,8642 5,9102 5,0656 4,4909 4,2296 4,2096 4,3082 4,4081 4,4112 4,2287 3,8078 3,1872 2,4860 1,8244 1,2661 0,8118 0,4221 0,0463 -0,3480 -0,7388 -1,0363 -1,1269 -0,9516 -0,5427 0,0048 0,5894 1,1368 1,5982 1,9360 2,1216 2,1499 2,0497 1,8710 1,6666 1,4878 1,3735 1,3258 1,3144 1,3178 1,3449 1,4044 1,4678 1,4656 1,3116 0,9483 0,3835 -0,3156 -1,0498 -1,7047 -2,1847 -2,4607 -2,5699 -2,5681 -2,4930 -2,3584 -2,1705 -1,9572 -1,7790 -1,6985 -1,7427 -1,8933 -2,1049 -2,3316 -2,5465 -2,7502 -2,9654 -3,2108 -3,4730 -3,6984 -3,8045 -3,7159 -3,4094 -2,9195 -2,3066 -1,6448 -1,0315 -0,5688 -0,3106 -0,2256 -0,2192 -0,1946 -0,1027 0,0543 0,2544 0,4877 0,7626 1,0880 1,4547 1,8262 2,1498 2,3850 2,5310 2,6217 2,6909 2,7431 2,7612 2,7342 2,6556 2,5066 2,2651 1,9432 1,6004 1,3111 1,1282 1,0749 1,1519 1,3362 1,5750 1,7947 1,9445 2,0445 2,1830 2,4635 2,9443 3,6025 4,3359 5,0112 5,5313 5,8571 5,9835 5,9394 5,8029 5,6686 5,5994 5,6190 5,7201 5,8729 6,0449 6,2055 6,3158 6,3381 6,2650 6,1453 6,0712 6,1191 6,2972 6,5480 6,7921 6,9629 7,0112 6,9037 6,6299 6,2031 5,6692 5,1164 4,6478 4,3280 4,1703 4,1765 4,3697 4,7711 5,3536 6,0284 6,6710 7,1656 7,4442 7,4988 7,3776 7,1775 7,0183 6,9899 7,1008 7,2610 7,3247 7,1683 6,7471 6,1012 5,3243 4,5325 3,8412 3,3263 2,9923 2,7822 2,6214 2,4569 2,2707 2,0685 1,8694 1,7050 1,6112 1,6166 1,7309 1,9360 2,1872 2,4170 2,5372 2,4649 2,1655 1,6707 1,0549 0,3919 -0,2746 -0,9309 -1,5724 -2,1886 -2,7755 -3,3561 -3,9722 -4,6464 -5,3550 -6,0313 -6,5947 -6,9835 -7,1784 -7,2138 -7,1575 -7,0620 -6,9346 -6,7481 -6,4719 -6,0904 -5,5998 -5,0025 -4,3134 -3,5686 -2,8162
F3    0,2850 0,2764 0,3470 0,4570 0,5504 0,5736 0,5021 0,3538 0,1722 -0,0049 -0,1620 -0,2994 -0,4118 -0,4848 -0,5151 -0,5116 -0,4702 -0,3827 -0,2771 -0,2090 -0,2036 -0,2331 -0,2471 -0,1995 -0,0631 0,1458 0,3561 0,4744 0,4306 0,2060 -0,1621 -0,5920 -0,9732 -1,1960 -1,2057 -1,0316 -0,7543 -0,4572 -0,2023 -0,0135 0,1325 0,2956 0,5278 0,8129 1,0485 1,1182 0,9874 0,7154 0,3930 0,1013 -0,0922 -0,1587 -0,1393 -0,1145 -0,1279 -0,1577 -0,1663 -0,1508 -0,1388 -0,1619 -0,2473 -0,4118 -0,6508 -0,9484 -1,2990 -1,7046 -2,1487 -2,5647 -2,8326 -2,8427 -2,6015 -2,2557 -1,9773 -1,8308 -1,7658 -1,7088 -1,6274 -1,5196 -1,3890 -1,2402 -1,0722 -0,8696 -0,5960 -0,1977 0,3615 1,0436 1,7248 2,2674 2,6267 2,8904 3,1956 3,5943 4,0022 4,2649 4,2603 3,9604 3,4301 2,7824 2,1466 1,6430 1,3188 1,1013 0,8449 0,4162 -0,2524 -1,1436 -2,1601 -3,1668 -4,0483 -4,7341 -5,1815 -5,3548 -5,2284 -4,8091 -4,1464 -3,3234 -2,4506 -1,6543 -1,0420 -0,6627 -0,4961 -0,4669 -0,4655 -0,3767 -0,1146 0,3583 1,0423 1,9141 2,9338 4,0595 5,2579 6,4885 7,6934 8,8221 9,8566 10,7941 11,6103 12,2565 12,6784 12,8192 12,6226 12,0645 11,1916 10,1269 9,0359 8,0645 7,2811 6,6744 6,2147 5,9088 5,7960 5,9002 6,1893 6,5766 6,9560 7,2453 7,4040 7,4112 7,2454 6,8974 6,4055 5,8738 5,4376 5,2014 5,2070 5,4356 5,8061 6,1835 6,4195 6,4122 6,1504 5,7177 5,2604 4,9393 4,8768 5,1103 5,5808 6,1620 6,6964 7,0306 7,0606 6,7730 6,2463 5,6095 4,9909 4,4845 4,1423 3,9799 3,9839 4,1131 4,2980 4,4548 4,5186 4,4692 4,3242 4,1292 3,9552 3,8743 3,9181 4,0508 4,1792 4,1937 4,0201 3,6562 3,1680 2,6468 2,1626 1,7485 1,4147 1,1755 1,0634 1,1114 1,3253 1,6744 2,1124 2,6083 3,1506 3,7070 4,1920 4,5038 4,6022 4,5376 4,4093 4,3052 4,2592 4,2436 4,2169 4,1792 4,1696 4,2329 4,3917 4,6234 4,8593 5,0215 5,0541 4,9362 4,6996 4,4170 4,1414 3,8651 3,5368 3,0957 2,5066 1,7819 0,9679 0,1367 -0,5924 -1,0717 -1,1939 -0,9446 -0,4027 0,3062 1,0620 1,7616 2,3042 2,5936 2,5716 2,2566 1,7545 1,2254 0,8241 0,6471 0,7158 0,9817 1,3392 1,6606 1,8469 1,8530 1,6846 1,3836 1,0051 0,5965 0,2003 -0,1150 -0,2384 -0,0664 0,4008 1,0144 1,5370 1,7638 1,6228 1,2023 0,6933 0,2798 0,0495 -0,0185 0,0020 0,0421 0,0618 0,0486 0,0061 -0,0427 -0,0471 0,0493 0,2686 0,5837 0,9336 1,2580 1,5292 1,7562 1,9638 2,1783 2,4188 2,6836 2,9379 3,1140 3,1262 2,9069 2,4605 1,8934 1,3809 1,0891 1,1088 1,4300 1,9596 2,5713 3,1611 3,6720 4,0888 4,4170 4,6602 4,8216 4,9372 5,0852 5,3410 5,7254 6,1944 6,6859 7,1820 7,6994 8,2134 8,6332 8,8718 8,9114 8,7964 8,5953 8,3733 8,1781 8,0314 7,9250 7,8342 7,7467 7,6764 7,6500 7,6910 7,8071 7,9758 8,1350 8,2006 8,1127 7,8653 7,4910 7,0343 6,5399 6,0545 5,6306 5,3127 5,1159 5,0297 5,0276 5,0579 5,0433 4,9148 4,6531 4,2995 3,9317 3,6356 3,4817 3,5064 3,7041 4,0358 4,4536 4,9248 5,4331 5,9699 6,5330 7,1193 7,7027 8,2217 8,6009 8,7791 8,7054 8,3317 7,6437 6,7078 5,6830 4,7799 4,1781 3,9559 4,0803 4,4464 4,9207 5,3620 5,6277 5,6108 5,3000 4,7776 4,1552 3,5237 2,9345 2,3957 1,8798 1,3500 0,8104 0,3411 0,0641 0,0651 0,3475 0,8448 1,4592 2,0934 2,6632 3,0963 3,3394 3,3815 3,2726 3,1042 2,9649 2,9102 2,9446 3,0199 3,0776 3,1097 3,1593 3,2488 3,3291 3,3030 3,0753 2,5963 1,8876 1,0331 0,1555 -0,6012 -1,1177 -1,3621 -1,3953 -1,3140 -1,2013 -1,1051 -1,0389 -1,0048 -1,0145 -1,0782 -1,1860 -1,3089 -1,4185 -1,5084 -1,6000 -1,7272 -1,9161 -2,1713 -2,4693 -2,7593 -2,9626 -2,9973 -2,8281 -2,4806 -2,0055 -1,4592 -0,9188 -0,4784 -0,2023 -0,0823 -0,0501 -0,0356 -0,0121 0,0141 0,0458 0,1185 0,2856 0,5793 0,9808 1,4265 1,8416 2,1762 2,4226 2,6034 2,7362 2,8088 2,7932 2,6823 2,5002 2,2828 2,0611 1,8677 1,7391 1,6932 1,7161 1,7839 1,8860 2,0219 2,1782 2,3120 2,3743 2,3640 2,3506 2,4383 2,7021 3,1488 3,7185 4,3133 4,8401 5,2373 5,4761 5,5743 5,6020 5,6345 5,7042 5,8076 5,9256 6,0261 6,0707 6,0212 5,8457 5,5398 5,1516 4,7854 4,5665 4,5780 4,8150 5,1914 5,5896 5,9078 6,0778 6,0653 5,8621 5,4765 4,9519 4,3909 3,9244 3,6369 3,5340 3,5786 3,7394 4,0023 4,3522 4,7558 5,1561 5,4813 5,6700 5,7039 5,6318 5,5604 5,6003 5,8021 6,1244 6,4386 6,5782 6,4181 5,9367 5,2200 4,4118 3,6587 3,0743 2,7086 2,5239 2,4145 2,2650 2,0111 1,6620 1,2764 0,9213 0,6515 0,5125 0,5468 0,7758 1,1641 1,6050 1,9425 2,0184 1,7349 1,1009 0,2241 -0,7464 -1,6815 -2,4993 -3,1567 -3,6316 -3,9228 -4,0675 -4,1474 -4,2642 -4,5023 -4,9069 -5,4682 -6,1113 -6,7135 -7,1579 -7,3895 -7,4273 -7,3242 -7,1156 -6,8037 -6,3833 -5,8668 -5,2749 -4,6162 -3,9000 -3,1611 -2,4523
F7    -1,0310 -0,6458 -0,3008 -0,0539 0,0471 -0,0233 -0,2662 -0,6426 -1,0555 -1,3689 -1,4606 -1,2712 -0,8344 -0,2730 0,2627 0,6697 0,9191 1,0350 1,0572 1,0080 0,8832 0,6810 0,4350 0,2099 0,0713 0,0615 0,1789 0,3537 0,4583 0,3875 0,1408 -0,1848 -0,4572 -0,5556 -0,4163 -0,0690 0,3916 0,8672 1,2794 1,5476 1,5817 1,3371 0,8693 0,2953 -0,2830 -0,7924 -1,1656 -1,3514 -1,3447 -1,1824 -0,9026 -0,5170 -0,0460 0,4187 0,7317 0,8014 0,6365 0,2685 -0,2985 -1,0410 -1,8840 -2,7214 -3,4244 -3,8503 -3,9044 -3,5927 -2,9956 -2,2356 -1,4751 -0,8642 -0,4478 -0,1339 0,2309 0,7133 1,1987 1,4764 1,4183 1,0681 0,6019 0,2086 -0,0298 -0,1535 -0,2424 -0,3402 -0,4243 -0,4142 -0,2169 0,2066 0,7896 1,3950 1,9242 2,3598 2,7109 2,9703 3,1211 3,1468 3,0231 2,7198 2,2436 1,6804 1,1485 0,6954 0,2555 -0,2871 -1,0019 -1,8632 -2,7561 -3,5164 -4,0220 -4,2691 -4,3356 -4,2945 -4,1949 -4,0841 -4,0143 -4,0295 -4,1334 -4,2576 -4,2752 -4,0736 -3,6233 -2,9618 -2,1423 -1,2263 -0,2770 0,6759 1,6426 2,6422 3,6864 4,7707 5,8353 6,7589 7,4317 7,8192 7,9453 7,8446 7,5688 7,2298 6,9881 6,9777 7,2364 7,6822 8,1485 8,4650 8,5276 8,3105 7,8422 7,1883 6,4453 5,7310 5,1596 4,7911 4,6025 4,5226 4,4884 4,4486 4,3263 4,0513 3,6546 3,2747 3,0579 3,0750 3,2917 3,5817 3,8027 3,8989 3,9283 3,9788 4,0711 4,1642 4,2140 4,1902 4,0833 3,9194 3,7333 3,5310 3,2989 3,0370 2,7769 2,5631 2,4156 2,3223 2,2631 2,2319 2,2435 2,3215 2,4736 2,6830 2,9259 3,1811 3,4025 3,5024 3,4073 3,1309 2,7551 2,3534 1,9741 1,6798 1,5581 1,6699 1,9940 2,4354 2,8790 3,2354 3,4457 3,4525 3,1954 2,6663 1,9521 1,2045 0,5761 0,1817 0,0828 0,2709 0,6638 1,1372 1,5652 1,8547 1,9814 1,9996 1,9918 2,0000 2,0124 2,0136 2,0361 2,1472 2,3850 2,7270 3,1238 3,5312 3,9111 4,2343 4,4789 4,6071 4,5564 4,2862 3,8383 3,3150 2,7963 2,3233 1,9440 1,7073 1,6269 1,6921 1,8720 2,0835 2,2134 2,2077 2,1096 1,9925 1,8744 1,7095 1,4549 1,1275 0,8039 0,5858 0,5572 0,7431 1,0948 1,5244 1,9578 2,3338 2,5875 2,6812 2,6336 2,4960 2,3098 2,0893 1,8337 1,5480 1,2502 0,9605 0,6990 0,4971 0,4019 0,4725 0,7581 1,2441 1,8187 2,3266 2,6700 2,8478 2,9079 2,8849 2,7800 2,5805 2,2966 1,9779 1,6866 1,4470 1,2266 0,9853 0,7449 0,6012 0,6756 1,0418 1,6482 2,3119 2,8356 3,1401 3,2712 3,3157 3,3412 3,3853 3,4608 3,5634 3,6719 3,7463 3,7505 3,6708 3,5080 3,2813 3,0394 2,8408 2,7236 2,6908 2,7184 2,7828 2,8780 3,0117 3,2064 3,5052 3,9524 4,5682 5,3360 6,1728 6,9179 7,4215 7,6674 7,7669 7,8255 7,8466 7,7541 7,4871 7,0694 6,5979 6,1784 5,8751 5,7037 5,6521 5,7110 5,8897 6,1822 6,5421 6,9201 7,2789 7,5493 7,6288 7,4474 7,0144 6,4074 5,7293 5,0664 4,4724 3,9933 3,6970 3,6364 3,7769 4,0015 4,1957 4,2944 4,2769 4,1676 4,0329 3,9528 3,9866 4,1487 4,4060 4,6989 4,9751 5,2090 5,3888 5,4986 5,5298 5,5013 5,4621 5,4670 5,5402 5,6522 5,7454 5,7833 5,7685 5,7245 5,6635 5,5753 5,4701 5,4127 5,4720 5,6503 5,8766 6,0427 6,0510 5,8499 5,4231 4,7824 4,0075 3,2607 2,7044 2,3880 2,2246 2,0719 1,8317 1,5106 1,2245 1,1336 1,3277 1,7485 2,2374 2,6585 2,9667 3,1985 3,4285 3,7122 4,0504 4,4038 4,7209 4,9441 5,0248 4,9580 4,7869 4,5589 4,2811 3,9265 3,4813 2,9745 2,4557 1,9585 1,4990 1,1051 0,8198 0,6591 0,5856 0,5350 0,4587 0,3394 0,1859 0,0240 -0,1119 -0,1850 -0,1713 -0,0728 0,0876 0,2701 0,4099 0,4329 0,2978 0,0225 -0,3276 -0,6695 -0,9209 -1,0142 -0,9263 -0,6989 -0,4082 -0,1100 0,1791 0,4563 0,6982 0,8506 0,8428 0,6166 0,1727 -0,3903 -0,8967 -1,1863 -1,2075 -1,0300 -0,7790 -0,5574 -0,4054 -0,2966 -0,1640 0,0489 0,3529 0,7235 1,1292 1,5514 1,9829 2,4163 2,8472 3,2700 3,6384 3,8540 3,8214 3,5162 2,9972 2,3584 1,6871 1,0652 0,5707 0,2476 0,0848 0,0410 0,0876 0,2302 0,5048 0,9550 1,5907 2,3577 3,1556 3,8910 4,5152 5,0132 5,3579 5,5074 5,4653 5,3074 5,1370 5,0246 4,9725 4,9243 4,8222 4,6553 4,4459 4,2041 3,9254 3,6447 3,4529 3,4362 3,6173 3,9485 4,3408 4,7003 4,9536 5,0601 5,0127 4,8370 4,5928 4,3535 4,1537 3,9639 3,7313 3,4547 3,2122 3,1082 3,2069 3,5219 4,0361 4,6900 5,3495 5,8194 5,9328 5,6460 5,0630 4,3958 3,8837 3,6858 3,8199 4,1856 4,6265 4,9840 5,1347 5,0268 4,7059 4,2901 3,8985 3,5976 3,3932 3,2424 3,0765 2,8292 2,4647 1,9948 1,4648 0,9199 0,3921 -0,0767 -0,4123 -0,5356 -0,4354 -0,2134 -0,0459 -0,0933 -0,4314 -1,0375 -1,8245 -2,6889 -3,5338 -4,2722 -4,8507 -5,2760 -5,5903 -5,8123 -5,9148 -5,8608 -5,6490 -5,3218 -4,9417 -4,5710 -4,2553 -4,0053 -3,7913 -3,5583 -3,2580 -2,8825 -2,4726 -2,0958 -1,8166 -1,6680 -1,6259
