Fp1   -0,1696 0,7641 1,3460 1,5855 1,5263 1,2493 0,8737 0,5119 0,2159 -0,0107 -0,1618 -0,2418 -0,3115 -0,4438 -0,6211 -0,7292 -0,6702 -0,4437 -0,1155 0,2330 0,5143 0,6574 0,6468 0,5201 0,3288 0,1116 -0,1022 -0,2832 -0,4113 -0,4976 -0,5702 -0,6312 -0,6620 -0,6590 -0,6351 -0,6035 -0,5705 -0,5383 -0,5054 -0,4585 -0,3837 -0,2951 -0,2191 -0,1470 -0,0449 0,0894 0,2156 0,2914 0,2873 0,1684 -0,1063 -0,5448 -1,0944 -1,6688 -2,2015 -2,6614 -3,0365 -3,3250 -3,5327 -3,6597 -3,6940 -3,6309 -3,4951 -3,3317 -3,1789 -3,0443 -2,9014 -2,7035 -2,4133 -2,0490 -1,7134 -1,5505 -1,6456 -1,9627 -2,3920 -2,8387 -3,2425 -3,5543 -3,7480 -3,8458 -3,8972 -3,9271 -3,9140 -3,8171 -3,6084 -3,2756 -2,8159 -2,2540 -1,6563 -1,1060 -0,6825 -0,4814 -0,6148 -1,1448 -2,0065 -3,0078 -3,9067 -4,5140 -4,7593 -4,6880 -4,4150 -4,0866 -3,8490 -3,7905 -3,8920 -4,0675 -4,2502 -4,4100 -4,5195 -4,5502 -4,4816 -4,3062 -4,0590 -3,8270 -3,6996 -3,7201 -3,8832 -4,1605 -4,5248 -4,9536 -5,4169 -5,8691 -6,2598 -6,5744 -6,8627 -7,1924 -7,5726 -7,9621 -8,3447 -8,7528 -9,1994 -9,6088 -9,8362 -9,7571 -9,3380 -8,6386 -7,7677 -6,8478 -6,0175 -5,4271 -5,1703 -5,2037 -5,3552 -5,4289 -5,3246 -5,0583 -4,6826 -4,2219 -3,6854 -3,0862 -2,4133 -1,6272 -0,7146 0,2715 1,2361 2,0883 2,7685 3,2579 3,5853 3,8253 4,0589 4,3153 4,5519 4,6863 4,6574 4,4828 4,2670 4,1360 4,1482 4,2644 4,4060 4,5338 4,6416 4,6873 4,5957 4,3400 3,9780 3,6014 3,2716 3,0058 2,7997 2,6376 2,5051 2,4174 2,4028 2,4442 2,4774 2,4532 2,3731 2,2829 2,2450 2,2816 2,3494 2,3956 2,4083 2,3935 2,3484 2,2815 2,2456 2,3427 2,6660 3,2073 3,8364 4,3882 4,7551 4,8994 4,8101 4,4867 3,9709 3,3540 2,7246 2,1383 1,6519 1,3374 1,2301 1,2860 1,3961 1,4402 1,3528 1,1593 0,9461 0,8004 0,7647 0,8269 0,9491 1,0987 1,2458 1,3562 1,4033 1,3741 1,2644 1,0795 0,8200 0,4669 0,0038 -0,5366 -1,0442 -1,3505 -1,3137 -0,9201 -0,3078 0,2986 0,7047 0,8495 0,7990 0,6353 0,3892 0,0798 -0,2437 -0,5365 -0,8033 -1,0714 -1,3182 -1,4504 -1,3796 -1,1054 -0,7059 -0,2775 0,0982 0,3658 0,4977 0,4962 0,3944 0,2442 0,1116 0,0659 0,1368 0,2837 0,4198 0,4548 0,3165 -0,0520 -0,6862 -1,5684 -2,5858 -3,5378 -4,2224 -4,5372 -4,4903 -4,1381 -3,5635 -2,9184 -2,4202 -2,2399 -2,3974 -2,7785 -3,2288 -3,6268 -3,9161 -4,1017 -4,2103 -4,2599 -4,2711 -4,2910 -4,3746 -4,5243 -4,6731 -4,7610 -4,8016 -4,8413 -4,8829 -4,8794 -4,7895 -4,6335 -4,5110 -4,5451 -4,7855 -5,1585 -5,5127 -5,7214 -5,7435 -5,6206 -5,4640 -5,4186 -5,5685 -5,8572 -6,1073 -6,1330 -5,8526 -5,3231 -4,7006 -4,1632 -3,8346 -3,7336 -3,7941 -3,9431 -4,1508 -4,4161 -4,7390 -5,1086 -5,4986 -5,8671 -6,1725 -6,4059 -6,5977 -6,7614 -6,8327 -6,7068 -6,3643 -5,9371 -5,6284 -5,5758 -5,7863 -6,1682 -6,5852 -6,8778 -6,9207 -6,7249 -6,4496 -6,2849 -6,3260 -6,5426 -6,8462 -7,1765 -7,5185 -7,8635 -8,1733 -8,3700 -8,3748 -8,1732 -7,8282 -7,4345 -7,0760 -6,8042 -6,6290 -6,5421 -6,5451 -6,6301 -6,7550 -6,8821 -7,0308 -7,2643 -7,6237 -8,0841 -8,5726 -9,0208 -9,3832 -9,6152 -9,6548 -9,4346 -8,9304 -8,2047 -7,3803 -6,5715 -5,8497 -5,2448 -4,7421 -4,2879 -3,8401 -3,4099 -3,0352 -2,7336 -2,5084 -2,3837 -2,4215 -2,6964 -3,2350 -3,9894 -4,8731 -5,7971 -6,6635 -7,3575 -7,7760 -7,8734 -7,6830 -7,2901 -6,7862 -6,2585 -5,8006 -5,4903 -5,3560 -5,3876 -5,5644 -5,8586 -6,2385 -6,6760 -7,1215 -7,4808 -7,6546 -7,6055 -7,3792 -7,0691 -6,7502 -6,4373 -6,1231 -5,8462 -5,6863 -5,7183 -5,9924 -6,5113 -7,2055 -7,9605 -8,6683 -9,2545 -9,6860 -9,9710 -10,1302 -10,1548 -10,0093 -9,6844 -9,2364 -8,7818 -8,4528 -8,3384 -8,4408 -8,6688 -8,8732 -8,9183 -8,7544 -8,4291 -8,0251 -7,5976 -7,1795 -6,8101 -6,5222 -6,3121 -6,1412 -5,9690 -5,7823 -5,6010 -5,4762 -5,4667 -5,5821 -5,7525 -5,8829 -5,9446 -5,9900 -6,0894 -6,2941 -6,6281 -7,0676 -7,5486 -8,0010 -8,3555 -8,5502 -8,5661 -8,4450 -8,2699 -8,1330 -8,1052 -8,2141 -8,4541 -8,8172 -9,2962 -9,8367 -10,3035 -10,5235 -10,3832 -9,9072 -9,2480 -8,6031 -8,1392 -7,9561 -8,0765 -8,4489 -8,9583 -9,4666 -9,8711 -10,1385 -10,2852 -10,3243 -10,2624 -10,1495 -10,0780 -10,1048 -10,1931 -10,2227 -10,0625 -9,6675 -9,1104 -8,5034 -7,9164 -7,3857 -6,9522 -6,6537 -6,4873 -6,3933 -6,2750 -6,0310 -5,5825 -4,9253 -4,1748 -3,5080 -3,0462 -2,8125 -2,7470 -2,7167 -2,5721 -2,2357 -1,7229 -1,0994 -0,4560 0,1168 0,5845 0,9812 1,3405 1,6404 1,8271 1,8656 1,7708 1,6118 1,4609 1,3184 1,1158 0,7950 0,3770 -0,0296 -0,2881 -0,3138 -0,1150 0,2133 0,5271 0,6925 0,6520 0,4510 0,1827 -0,1041 -0,4297 -0,8194 -1,2585 -1,7173 -2,1733 -2,6089 -3,0082 -3,3367 -3,5213 -3,4930 -3,2756 -3,0095 -2,8299 -2,7273 -2,5722 -2,2665 -1,8399 -1,4307 -1,2037 -1,2543 -1,5538 -1,9909 -2,4512 -2,8554 -3,1740 -3,4486 -3,7738 -4,2102 -4,7097 -5,1427 -5,3846 -5,3717 -5,1242 -4,7486 -4,3924 -4,1628 -4,0604 -3,9722 -3,7488 -3,3114 -2,7116 -2,1274 -1,7813
Fz    -1,1231 -0,7299 -0,5330 -0,5194 -0,6451 -0,8447 -1,0403 -1,1630 -1,1768 -1,0793 -0,8889 -0,6527 -0,4492 -0,3456 -0,3434 -0,3793 -0,3790 -0,3039 -0,1547 0,0425 0,2453 0,4121 0,5234 0,5848 0,6057 0,5842 0,5178 0,4196 0,3112 0,2026 0,0949 0,0021 -0,0540 -0,0665 -0,0453 -0,0063 0,0404 0,1008 0,1947 0,3377 0,5202 0,7022 0,8391 0,9135 0,9368 0,9215 0,8691 0,7833 0,6744 0,5434 0,3721 0,1394 -0,1564 -0,4937 -0,8403 -1,1616 -1,4267 -1,6178 -1,7322 -1,7729 -1,7396 -1,6382 -1,4960 -1,3565 -1,2540 -1,1908 -1,1374 -1,0579 -0,9371 -0,7933 -0,6757 -0,6420 -0,7227 -0,8992 -1,1254 -1,3628 -1,5840 -1,7570 -1,8527 -1,8664 -1,8215 -1,7502 -1,6704 -1,5833 -1,4877 -1,3884 -1,2889 -1,1897 -1,1016 -1,0486 -1,0550 -1,1457 -1,3502 -1,6829 -2,1116 -2,5533 -2,9040 -3,0839 -3,0700 -2,8965 -2,6290 -2,3412 -2,1036 -1,9683 -1,9494 -2,0238 -2,1495 -2,2818 -2,3874 -2,4600 -2,5177 -2,5870 -2,6947 -2,8596 -3,0755 -3,3141 -3,5493 -3,7720 -3,9832 -4,1806 -4,3571 -4,5082 -4,6383 -4,7644 -4,9160 -5,1122 -5,3382 -5,5577 -5,7530 -5,9377 -6,1216 -6,2714 -6,3143 -6,1827 -5,8540 -5,3587 -4,7600 -4,1288 -3,5329 -3,0359 -2,6792 -2,4537 -2,2975 -2,1350 -1,9272 -1,6800 -1,4074 -1,1071 -0,7705 -0,3962 0,0150 0,4618 0,9320 1,4063 1,8737 2,3363 2,8021 3,2749 3,7499 4,2176 4,6607 5,0461 5,3288 5,4732 5,4740 5,3675 5,2225 5,1094 5,0688 5,1034 5,1931 5,3134 5,4325 5,5014 5,4741 5,3454 5,1590 4,9757 4,8309 4,7166 4,5947 4,4206 4,1720 3,8736 3,5837 3,3514 3,2058 3,1741 3,2782 3,5182 3,8664 4,2658 4,6443 4,9517 5,1702 5,2902 5,3002 5,2027 5,0242 4,8131 4,6240 4,4905 4,4096 4,3555 4,3021 4,2288 4,1175 3,9556 3,7462 3,5119 3,2798 3,0653 2,8777 2,7328 2,6442 2,6020 2,5663 2,4825 2,3145 2,0754 1,8266 1,6405 1,5546 1,5515 1,5816 1,6028 1,5990 1,5711 1,5231 1,4518 1,3487 1,2091 1,0318 0,8147 0,5634 0,3036 0,0846 -0,0270 0,0215 0,2294 0,5292 0,8103 0,9714 0,9730 0,8350 0,5903 0,2625 -0,1133 -0,4816 -0,7966 -1,0482 -1,2484 -1,3924 -1,4373 -1,3313 -1,0614 -0,6637 -0,1978 0,2750 0,7053 1,0643 1,3406 1,5294 1,6306 1,6586 1,6429 1,6029 1,5275 1,3788 1,1111 0,6943 0,1272 -0,5605 -1,3058 -2,0140 -2,5778 -2,9142 -2,9946 -2,8411 -2,4981 -2,0194 -1,4897 -1,0274 -0,7309 -0,6230 -0,6583 -0,7718 -0,9167 -1,0753 -1,2523 -1,4544 -1,6786 -1,9209 -2,1884 -2,4904 -2,8108 -3,1025 -3,3275 -3,4881 -3,6023 -3,6640 -3,6475 -3,5436 -3,3849 -3,2401 -3,1776 -3,2192 -3,3230 -3,4132 -3,4333 -3,3713 -3,2477 -3,1113 -3,0361 -3,0849 -3,2592 -3,4935 -3,6982 -3,8105 -3,8159 -3,7459 -3,6558 -3,5897 -3,5568 -3,5452 -3,5532 -3,5969 -3,6910 -3,8319 -3,9987 -4,1659 -4,3142 -4,4301 -4,5054 -4,5353 -4,5019 -4,3587 -4,0567 -3,6090 -3,1163 -2,7154 -2,5003 -2,4818 -2,6024 -2,7762 -2,9152 -2,9579 -2,9094 -2,8380 -2,8182 -2,8779 -2,9909 -3,1068 -3,1922 -3,2434 -3,2715 -3,2845 -3,2753 -3,2275 -3,1354 -3,0118 -2,8771 -2,7540 -2,6712 -2,6631 -2,7562 -2,9480 -3,1943 -3,4244 -3,5877 -3,6844 -3,7477 -3,8026 -3,8498 -3,8822 -3,9053 -3,9286 -3,9439 -3,9207 -3,8176 -3,6043 -3,2843 -2,8937 -2,4789 -2,0763 -1,7017 -1,3441 -0,9774 -0,5924 -0,2155 0,1103 0,3560 0,5125 0,5771 0,5402 0,3894 0,1270 -0,2274 -0,6515 -1,1210 -1,5966 -2,0262 -2,3617 -2,5733 -2,6548 -2,6171 -2,4795 -2,2754 -2,0618 -1,9057 -1,8557 -1,9288 -2,1113 -2,3660 -2,6495 -2,9270 -3,1666 -3,3339 -3,4074 -3,3966 -3,3371 -3,2692 -3,2163 -3,1712 -3,1128 -3,0389 -2,9707 -2,9390 -2,9794 -3,1196 -3,3601 -3,6766 -4,0360 -4,4053 -4,7563 -5,0723 -5,3453 -5,5658 -5,7158 -5,7750 -5,7377 -5,6249 -5,4795 -5,3427 -5,2358 -5,1523 -5,0598 -4,9179 -4,7108 -4,4596 -4,1990 -3,9538 -3,7464 -3,6082 -3,5689 -3,6373 -3,7906 -3,9840 -4,1777 -4,3555 -4,5224 -4,6885 -4,8491 -4,9763 -5,0369 -5,0285 -4,9856 -4,9513 -4,9565 -5,0145 -5,1144 -5,2309 -5,3448 -5,4454 -5,5277 -5,6008 -5,6841 -5,7891 -5,9086 -6,0163 -6,0755 -6,0636 -5,9937 -5,9082 -5,8458 -5,8158 -5,7994 -5,7721 -5,7305 -5,6950 -5,6872 -5,7168 -5,7866 -5,8953 -6,0296 -6,1624 -6,2701 -6,3511 -6,4289 -6,5349 -6,6830 -6,8637 -7,0616 -7,2614 -7,4325 -7,5143 -7,4208 -7,0786 -6,4833 -5,7168 -4,8987 -4,1271 -3,4658 -2,9562 -2,6185 -2,4455 -2,3990 -2,4150 -2,4190 -2,3432 -2,1526 -1,8675 -1,5460 -1,2350 -0,9478 -0,6724 -0,3810 -0,0471 0,3278 0,7086 1,0468 1,2959 1,4251 1,4445 1,4082 1,3758 1,3771 1,4117 1,4630 1,5144 1,5658 1,6263 1,6862 1,7113 1,6721 1,5753 1,4667 1,3962 1,3808 1,3962 1,3900 1,3011 1,0857 0,7464 0,3368 -0,0744 -0,4532 -0,8149 -1,1846 -1,5620 -1,9264 -2,2571 -2,5397 -2,7640 -2,9163 -2,9776 -2,9402 -2,8372 -2,7439 -2,7239 -2,7722 -2,8307 -2,8511 -2,8270 -2,7839 -2,7551 -2,7624 -2,8104 -2,9011 -3,0362 -3,2039 -3,3845 -3,5797 -3,8201 -4,1305 -4,4926 -4,8508 -5,1456 -5,3406 -5,4385 -5,4838 -5,5410 -5,6562 -5,8261 -5,9951 -6,0902 -6,0632 -5,9099 -5,6700 -5,4093
F3    -0,8690 -0,3624 -0,0975 -0,0610 -0,2103 -0,4709 -0,7392 -0,9197 -0,9696 -0,8991 -0,7423 -0,5555 -0,4287 -0,4416 -0,5867 -0,7601 -0,8427 -0,7785 -0,5794 -0,2974 -0,0014 0,2499 0,4339 0,5554 0,6153 0,5987 0,4981 0,3376 0,1625 0,0044 -0,1269 -0,2161 -0,2434 -0,2130 -0,1537 -0,0948 -0,0476 -0,0001 0,0758 0,2058 0,3922 0,6032 0,7958 0,9525 1,0763 1,1552 1,1602 1,0842 0,9545 0,7971 0,6056 0,3586 0,0566 -0,2770 -0,6177 -0,9485 -1,2556 -1,5237 -1,7344 -1,8649 -1,8981 -1,8427 -1,7422 -1,6524 -1,6069 -1,5966 -1,5790 -1,5064 -1,3527 -1,1358 -0,9255 -0,8142 -0,8568 -1,0343 -1,2861 -1,5633 -1,8317 -2,0479 -2,1709 -2,1943 -2,1492 -2,0774 -2,0056 -1,9448 -1,9000 -1,8681 -1,8312 -1,7695 -1,6846 -1,5985 -1,5383 -1,5416 -1,6646 -1,9533 -2,3939 -2,8945 -3,3202 -3,5541 -3,5474 -3,3308 -2,9885 -2,6254 -2,3425 -2,2105 -2,2404 -2,3874 -2,5862 -2,7747 -2,9080 -2,9735 -2,9881 -2,9789 -2,9812 -3,0374 -3,1721 -3,3766 -3,6247 -3,8941 -4,1690 -4,4378 -4,6958 -4,9443 -5,1838 -5,4234 -5,6914 -6,0079 -6,3460 -6,6469 -6,8806 -7,0702 -7,2457 -7,3800 -7,3857 -7,1733 -6,7101 -6,0339 -5,2288 -4,3950 -3,6381 -3,0631 -2,7394 -2,6524 -2,7028 -2,7693 -2,7825 -2,7340 -2,6246 -2,4311 -2,1277 -1,7141 -1,2086 -0,6322 -0,0138 0,6057 1,1894 1,7215 2,2103 2,6748 3,1299 3,5806 4,0177 4,4083 4,7012 4,8489 4,8376 4,7093 4,5509 4,4462 4,4303 4,4824 4,5585 4,6283 4,6735 4,6608 4,5540 4,3558 4,1159 3,8924 3,7123 3,5648 3,4165 3,2264 2,9682 2,6612 2,3613 2,1132 1,9378 1,8564 1,8915 2,0480 2,3050 2,6111 2,8953 3,1069 3,2368 3,2952 3,2901 3,2319 3,1471 3,0833 3,0883 3,1688 3,2770 3,3469 3,3374 3,2403 3,0624 2,8126 2,5077 2,1759 1,8427 1,5222 1,2304 0,9971 0,8503 0,7905 0,7816 0,7654 0,6980 0,5848 0,4809 0,4485 0,5060 0,6121 0,7038 0,7487 0,7570 0,7569 0,7661 0,7766 0,7644 0,7147 0,6215 0,4720 0,2546 -0,0161 -0,2857 -0,4650 -0,4753 -0,3088 -0,0467 0,1806 0,2679 0,1983 0,0290 -0,1858 -0,4350 -0,7126 -0,9840 -1,2186 -1,4320 -1,6670 -1,9284 -2,1487 -2,2322 -2,1302 -1,8605 -1,4789 -1,0503 -0,6338 -0,2776 -0,0158 0,1351 0,1784 0,1483 0,1044 0,0887 0,0894 0,0503 -0,0957 -0,3972 -0,8694 -1,4942 -2,2213 -2,9635 -3,6014 -4,0241 -4,1797 -4,0780 -3,7519 -3,2447 -2,6461 -2,1011 -1,7399 -1,6030 -1,6454 -1,7936 -1,9878 -2,1942 -2,4011 -2,6044 -2,7987 -2,9878 -3,1957 -3,4488 -3,7353 -3,9987 -4,1921 -4,3207 -4,4102 -4,4567 -4,4275 -4,3023 -4,1062 -3,9095 -3,7892 -3,7763 -3,8294 -3,8634 -3,8137 -3,6713 -3,4755 -3,3060 -3,2662 -3,4230 -3,7442 -4,1018 -4,3474 -4,3930 -4,2439 -3,9816 -3,7132 -3,5105 -3,3792 -3,2814 -3,1897 -3,1126 -3,0803 -3,1184 -3,2373 -3,4352 -3,7003 -4,0070 -4,3196 -4,6017 -4,8047 -4,8482 -4,6498 -4,2065 -3,6373 -3,1269 -2,8228 -2,7659 -2,8974 -3,1054 -3,2641 -3,2855 -3,1795 -3,0484 -3,0027 -3,0886 -3,2771 -3,5037 -3,7218 -3,9182 -4,0907 -4,2200 -4,2631 -4,1804 -3,9802 -3,7261 -3,4971 -3,3522 -3,3211 -3,4069 -3,5935 -3,8539 -4,1396 -4,3783 -4,5142 -4,5547 -4,5592 -4,5821 -4,6360 -4,7058 -4,7809 -4,8593 -4,9236 -4,9273 -4,8082 -4,5250 -4,0947 -3,5854 -3,0746 -2,6148 -2,2201 -1,8661 -1,5062 -1,1125 -0,7040 -0,3270 -0,0159 0,2135 0,3443 0,3456 0,1856 -0,1390 -0,5997 -1,1580 -1,7705 -2,3744 -2,8913 -3,2540 -3,4310 -3,4319 -3,2899 -3,0427 -2,7359 -2,4339 -2,2029 -2,0833 -2,0839 -2,1914 -2,3793 -2,6185 -2,8837 -3,1409 -3,3417 -3,4487 -3,4671 -3,4425 -3,4312 -3,4608 -3,5077 -3,5269 -3,5058 -3,4727 -3,4717 -3,5495 -3,7363 -4,0194 -4,3508 -4,6804 -4,9804 -5,2459 -5,4826 -5,6907 -5,8519 -5,9299 -5,8934 -5,7451 -5,5340 -5,3366 -5,2205 -5,2120 -5,2833 -5,3632 -5,3699 -5,2566 -5,0315 -4,7320 -4,3926 -4,0471 -3,7428 -3,5276 -3,4255 -3,4236 -3,4799 -3,5513 -3,6211 -3,7034 -3,8225 -3,9791 -4,1357 -4,2409 -4,2756 -4,2647 -4,2446 -4,2424 -4,2708 -4,3212 -4,3743 -4,4247 -4,4745 -4,5157 -4,5398 -4,5555 -4,5888 -4,6647 -4,7822 -4,9103 -5,0178 -5,1062 -5,2024 -5,3171 -5,4149 -5,4288 -5,3086 -5,0688 -4,7862 -4,5506 -4,4250 -4,4396 -4,5954 -4,8591 -5,1647 -5,4434 -5,6581 -5,8146 -5,9446 -6,0704 -6,1911 -6,3012 -6,4027 -6,4847 -6,4994 -6,3620 -5,9938 -5,3903 -4,6433 -3,8814 -3,1995 -2,6513 -2,2709 -2,0685 -2,0132 -2,0369 -2,0594 -2,0086 -1,8322 -1,5229 -1,1403 -0,7789 -0,5020 -0,3162 -0,1854 -0,0452 0,1702 0,4886 0,8894 1,3220 1,7223 2,0336 2,2441 2,3925 2,5190 2,6254 2,6862 2,6761 2,5907 2,4592 2,3263 2,2062 2,0726 1,9033 1,7248 1,6094 1,6252 1,7890 2,0547 2,3280 2,4974 2,4766 2,2471 1,8706 1,4430 1,0194 0,5887 0,1274 -0,3530 -0,8210 -1,2514 -1,6261 -1,9256 -2,1215 -2,1770 -2,0760 -1,8675 -1,6632 -1,5556 -1,5389 -1,5350 -1,4838 -1,3888 -1,3035 -1,2953 -1,4050 -1,6255 -1,9231 -2,2626 -2,6039 -2,9127 -3,1981 -3,5188 -3,9236 -4,3879 -4,8248 -5,1478 -5,3179 -5,3603 -5,3541 -5,3922 -5,5284 -5,7399 -5,9288 -5,9784 -5,8260 -5,4940 -5,0771 -4,6997
F7    -1,1737 -0,6267 -0,2619 -0,0952 -0,1108 -0,2508 -0,4156 -0,5012 -0,4514 -0,2769 -0,0371 0,1811 0,2943 0,2730 0,1673 0,0661 0,0324 0,0808 0,2025 0,3791 0,5731 0,7363 0,8393 0,8816 0,8701 0,8050 0,6943 0,5689 0,4650 0,3949 0,3496 0,3251 0,3228 0,3306 0,3173 0,2474 0,1068 -0,0839 -0,2847 -0,4565 -0,5748 -0,6398 -0,6649 -0,6523 -0,5983 -0,5185 -0,4469 -0,4123 -0,4342 -0,5364 -0,7413 -1,0480 -1,4226 -1,8150 -2,1783 -2,4744 -2,6787 -2,7878 -2,8178 -2,7989 -2,7724 -2,7804 -2,8429 -2,9473 -3,0596 -3,1329 -3,1136 -2,9545 -2,6405 -2,2153 -1,7820 -1,4608 -1,3214 -1,3444 -1,4588 -1,6046 -1,7455 -1,8590 -1,9512 -2,0658 -2,2579 -2,5532 -2,9251 -3,3086 -3,6416 -3,8910 -4,0429 -4,0927 -4,0546 -3,9685 -3,8940 -3,9028 -4,0587 -4,3864 -4,8538 -5,3777 -5,8401 -6,1262 -6,1769 -6,0122 -5,7197 -5,4281 -5,2650 -5,2985 -5,5010 -5,7803 -6,0459 -6,2407 -6,3390 -6,3490 -6,3079 -6,2616 -6,2573 -6,3334 -6,4936 -6,7061 -6,9307 -7,1418 -7,3429 -7,5648 -7,8368 -8,1549 -8,4877 -8,8248 -9,2049 -9,6723 -10,2179 -10,7873 -11,3363 -11,8499 -12,3103 -12,6680 -12,8550 -12,8198 -12,5472 -12,0524 -11,3645 -10,5267 -9,6179 -8,7544 -8,0395 -7,5039 -7,0990 -6,7509 -6,4193 -6,1040 -5,8073 -5,5126 -5,2047 -4,8910 -4,5862 -4,2910 -3,9968 -3,6911 -3,3512 -2,9524 -2,4927 -2,0051 -1,5283 -1,0714 -0,6331 -0,2512 -0,0016 0,0592 -0,0601 -0,2892 -0,5351 -0,7249 -0,8371 -0,8988 -0,9390 -0,9519 -0,9248 -0,8916 -0,9218 -1,0570 -1,2752 -1,5121 -1,7072 -1,8364 -1,9163 -1,9889 -2,0906 -2,2219 -2,3561 -2,4754 -2,5774 -2,6606 -2,7238 -2,7675 -2,7824 -2,7568 -2,6924 -2,5944 -2,4621 -2,3023 -2,1276 -1,9376 -1,7169 -1,4468 -1,1212 -0,7671 -0,4447 -0,2096 -0,0807 -0,0483 -0,0986 -0,2202 -0,3933 -0,5878 -0,7798 -0,9654 -1,1416 -1,2905 -1,3992 -1,4865 -1,6021 -1,8030 -2,1099 -2,4814 -2,8420 -3,1261 -3,3006 -3,3674 -3,3504 -3,2821 -3,2021 -3,1492 -3,1444 -3,1870 -3,2670 -3,3719 -3,4966 -3,6555 -3,8738 -4,1579 -4,4634 -4,6944 -4,7591 -4,6369 -4,3885 -4,1203 -3,9323 -3,8700 -3,9271 -4,0882 -4,3383 -4,6329 -4,8960 -5,0609 -5,1036 -5,0368 -4,8835 -4,6582 -4,3710 -4,0448 -3,7120 -3,4030 -3,1524 -2,9998 -2,9739 -3,0725 -3,2574 -3,4692 -3,6462 -3,7413 -3,7445 -3,6967 -3,6751 -3,7491 -3,9404 -4,2276 -4,5766 -4,9497 -5,2853 -5,4960 -5,5166 -5,3512 -5,0650 -4,7415 -4,4601 -4,3042 -4,3547 -4,6410 -5,1022 -5,6156 -6,0674 -6,3963 -6,5937 -6,6797 -6,6794 -6,6179 -6,5301 -6,4639 -6,4681 -6,5634 -6,7296 -6,9341 -7,1592 -7,3835 -7,5557 -7,6093 -7,5075 -7,2846 -7,0511 -6,9331 -6,9848 -7,1530 -7,3173 -7,3725 -7,2876 -7,1088 -6,9358 -6,8764 -6,9790 -7,1940 -7,4041 -7,4929 -7,4025 -7,1530 -6,8246 -6,5191 -6,3168 -6,2433 -6,2719 -6,3625 -6,4857 -6,6127 -6,7160 -6,7882 -6,8505 -6,9366 -7,0688 -7,2538 -7,4909 -7,7531 -7,9565 -7,9886 -7,7962 -7,4403 -7,0587 -6,7836 -6,6811 -6,7436 -6,9066 -7,0628 -7,1052 -7,0059 -6,8424 -6,7377 -6,7854 -7,0141 -7,3978 -7,8889 -8,4339 -8,9702 -9,4188 -9,6897 -9,7152 -9,4888 -9,0705 -8,5592 -8,0629 -7,6783 -7,4716 -7,4634 -7,6216 -7,8672 -8,1066 -8,2794 -8,3873 -8,4766 -8,5952 -8,7657 -8,9789 -9,1983 -9,3742 -9,4661 -9,4587 -9,3531 -9,1547 -8,8808 -8,5631 -8,2357 -7,9209 -7,6214 -7,3179 -6,9776 -6,5814 -6,1443 -5,7021 -5,2889 -4,9352 -4,6744 -4,5420 -4,5695 -4,7640 -5,1014 -5,5533 -6,1058 -6,7359 -7,3796 -7,9337 -8,2940 -8,4070 -8,2891 -8,0039 -7,6397 -7,2976 -7,0618 -6,9679 -7,0049 -7,1387 -7,3264 -7,5275 -7,7135 -7,8658 -7,9691 -8,0194 -8,0371 -8,0613 -8,1249 -8,2313 -8,3495 -8,4429 -8,5097 -8,5818 -8,6986 -8,8964 -9,2029 -9,6260 -10,1468 -10,7140 -11,2508 -11,6861 -11,9811 -12,1237 -12,1073 -11,9350 -11,6418 -11,2953 -10,9726 -10,7368 -10,6211 -10,6166 -10,6687 -10,6903 -10,6045 -10,3942 -10,1045 -9,7984 -9,5222 -9,3072 -9,1818 -9,1614 -9,2315 -9,3421 -9,4282 -9,4459 -9,3876 -9,2672 -9,0976 -8,8745 -8,5772 -8,1991 -7,7879 -7,4363 -7,2239 -7,1835 -7,3045 -7,5425 -7,8367 -8,1218 -8,3298 -8,4125 -8,3729 -8,2579 -8,1222 -8,0052 -7,9267 -7,8931 -7,9180 -8,0415 -8,3105 -8,7225 -9,1929 -9,5850 -9,7880 -9,7872 -9,6681 -9,5608 -9,5727 -9,7473 -10,0657 -10,4736 -10,9051 -11,3065 -11,6530 -11,9473 -12,2052 -12,4381 -12,6511 -12,8583 -13,0740 -13,2787 -13,4031 -13,3548 -13,0683 -12,5498 -11,8740 -11,1323 -10,3944 -9,7109 -9,1189 -8,6374 -8,2640 -7,9696 -7,7021 -7,4083 -7,0487 -6,6195 -6,1797 -5,8260 -5,6251 -5,5772 -5,6151 -5,6186 -5,4783 -5,1692 -4,7479 -4,2958 -3,8913 -3,5971 -3,4251 -3,3265 -3,2440 -3,1609 -3,0881 -3,0251 -2,9436 -2,8031 -2,5983 -2,3956 -2,3038 -2,4013 -2,6813 -3,0468 -3,3584 -3,5092 -3,4787 -3,3288 -3,1521 -3,0238 -2,9803 -3,0178 -3,1094 -3,2449 -3,4469 -3,7353 -4,0968 -4,4959 -4,8929 -5,2557 -5,5690 -5,8201 -5,9778 -6,0049 -5,9013 -5,7247 -5,5522 -5,4155 -5,2867 -5,1300 -4,9568 -4,8313 -4,8306 -4,9927 -5,2905 -5,6649 -6,0689 -6,4659 -6,8180 -7,1132 -7,3898 -7,6967 -8,0327 -8,3439 -8,5664 -8,6564 -8,6087 -8,4746 -8,3429 -8,2755 -8,2563 -8,1964 -7,9935 -7,6015 -7,0657 -6,5138 -6,1033
