Fp1   -1,6035 -1,2953 -0,9070 -0,5010 -0,1295 0,1738 0,4038 0,5886 0,7707 0,9773 1,2052 1,4290 1,6200 1,7583 1,8260 1,8001 1,6603 1,4066 1,0708 0,7128 0,3967 0,1652 0,0264 -0,0463 -0,1042 -0,2047 -0,3831 -0,6296 -0,8976 -1,1416 -1,3500 -1,5400 -1,7198 -1,8623 -1,9188 -1,8530 -1,6584 -1,3567 -0,9863 -0,5924 -0,2238 0,0803 0,3071 0,4666 0,5746 0,6461 0,6956 0,7260 0,7264 0,6904 0,6324 0,5816 0,5666 0,6022 0,6813 0,7757 0,8539 0,9068 0,9553 1,0340 1,1711 1,3764 1,6325 1,8994 2,1383 2,3386 2,5218 2,7168 2,9320 3,1528 3,3600 3,5383 3,6675 3,7249 3,7052 3,6330 3,5431 3,4487 3,3371 3,1925 3,0128 2,8041 2,5732 2,3295 2,0870 1,8620 1,6700 1,5241 1,4297 1,3835 1,3833 1,4365 1,5510 1,7203 1,9196 2,1115 2,2511 2,2986 2,2475 2,1330 1,9984 1,8591 1,7041 1,5210 1,3096 1,0776 0,8304 0,5707 0,2975 -0,0007 -0,3443 -0,7437 -1,1831 -1,6234 -2,0230 -2,3571 -2,6191 -2,8083 -2,9182 -2,9356 -2,8546 -2,6896 -2,4680 -2,2095 -1,9137 -1,5683 -1,1674 -0,7262 -0,2738 0,1730 0,6232 1,0893 1,5550 1,9785 2,3236 2,5801 2,7608 2,8981 3,0406 3,2363 3,5095 3,8498 4,2219 4,5834 4,8982 5,1462 5,3233 5,4357 5,4987 5,5332 5,5558 5,5693 5,5616 5,5175 5,4425 5,3668 5,3247 5,3396 5,4244 5,5808 5,7872 5,9948 6,1467 6,2072 6,1719 6,0536 5,8704 5,6486 5,4274 5,2468 5,1303 5,0825 5,0945 5,1455 5,2014 5,2249 5,1924 5,0968 4,9339 4,6997 4,4067 4,0920 3,8048 3,5862 3,4523 3,3850 3,3422 3,2869 3,2039 3,0841 2,9095 2,6682 2,3785 2,0882 1,8482 1,6903 1,6259 1,6525 1,7516 1,8847 2,0043 2,0752 2,0839 2,0269 1,8956 1,6769 1,3657 0,9759 0,5373 0,0859 -0,3400 -0,7005 -0,9662 -1,1336 -1,2262 -1,2807 -1,3333 -1,4067 -1,4987 -1,5871 -1,6466 -1,6627 -1,6409 -1,6111 -1,6167 -1,6868 -1,8168 -1,9734 -2,1156 -2,2109 -2,2436 -2,2102 -2,1050 -1,9200 -1,6652 -1,3778 -1,1026 -0,8715 -0,7040 -0,6131 -0,5991 -0,6381 -0,6767 -0,6477 -0,5067 -0,2604 0,0448 0,3603 0,6570 0,9207 1,1400 1,3030 1,4009 1,4315 1,3983 1,3081 1,1733 1,0171 0,8727 0,7694 0,7175 0,7076 0,7297 0,7885 0,8934 1,0389 1,2055 1,3729 1,5258 1,6585 1,7791 1,9016 2,0258 2,1340 2,2116 2,2606 2,2844 2,2711 2,1974 2,0465 1,8238 1,5565 1,2784 1,0159 0,7868 0,6070 0,4894 0,4388 0,4498 0,5070 0,5906 0,6854 0,7807 0,8599 0,8932 0,8511 0,7328 0,5776 0,4364 0,3281 0,2301 0,1051 -0,0669 -0,2704 -0,4527 -0,5464 -0,5095 -0,3514 -0,1275 0,0853 0,2164 0,2286 0,1326 -0,0274 -0,2001 -0,3428 -0,4290 -0,4499 -0,4070 -0,3030 -0,1428 0,0607 0,2861 0,5054 0,6905 0,8263 0,9232 1,0170 1,1445 1,3125 1,4908 1,6348 1,7079 1,6861 1,5565 1,3221 1,0138 0,6896 0,4120 0,2147 0,0946 0,0413 0,0640 0,1790 0,3787 0,6280 0,8877 1,1333 1,3531 1,5403 1,6900 1,7936 1,8376 1,8169 1,7472 1,6553 1,5629 1,4913 1,4741 1,5418 1,6898 1,8774 2,0594 2,2130 2,3451 2,4779 2,6215 2,7610 2,8709 2,9398 2,9759 2,9881 2,9689 2,8964 2,7563 2,5587 2,3325 2,1086 1,9121 1,7603 1,6632 1,6224 1,6311 1,6740 1,7314 1,7889 1,8486 1,9259 2,0369 2,1919 2,3943 2,6443 2,9470 3,3105 3,7328 4,1901 4,6438 5,0631 5,4368 5,7647 6,0385 6,2341 6,3219 6,2899 6,1599 5,9812 5,8042 5,6593 5,5546 5,4881 5,4657 5,5021 5,5951 5,7102 5,8046 5,8605 5,8920 5,9253 5,9690 6,0057 6,0193 6,0209 6,0333 6,0565 6,0596 6,0114 5,9068 5,7584 5,5717 5,3386 5,0475 4,6953 4,2943 3,8702 3,4530 3,0673 2,7307 2,4611 2,2786 2,2036 2,2563 2,4490 2,7664 3,1580 3,5593 3,9186 4,2030 4,3930 4,4855 4,4958 4,4466 4,3593 4,2523 4,1391 4,0214 3,8926 3,7512 3,6126 3,5088 3,4763 3,5347 3,6777 3,8860 4,1364 4,3983 4,6353 4,8180 4,9335 4,9856 4,9914 4,9684 4,9233 4,8586 4,7899 4,7440 4,7347 4,7497 4,7579 4,7190 4,5883 4,3307 3,9406 3,4460 2,8873 2,2947 1,6893 1,0984 0,5603 0,1183 -0,1877 -0,3355 -0,3364 -0,2301 -0,0576 0,1601 0,4196 0,7230 1,0628 1,4105 1,7195 1,9468 2,0770 2,1248 2,1209 2,0982 2,0797 2,0657 2,0370 1,9788 1,8952 1,8012 1,7114 1,6367 1,5815 1,5445 1,5267 1,5331 1,5657 1,6249 1,7205 1,8724 2,0969 2,3973 2,7606 3,1548 3,5315 3,8411 4,0536 4,1675 4,1949 4,1412 4,0036 3,7859 3,5061 3,1895 2,8599 2,5410 2,2628 2,0583 1,9454 1,9081 1,8971 1,8583 1,7663 1,6302 1,4751 1,3259 1,2063 1,1445 1,1713 1,3082 1,5506 1,8626 2,1858 2,4581 2,6357 2,7077 2,6987 2,6572 2,6328 2,6560 2,7334 2,8501 2,9687 3,0392 3,0275 2,9402 2,8188 2,7083 2,6242 2,5523 2,4782 2,4073 2,3512 2,3056 2,2479 2,1560 2,0299 1,8948 1,7787 1,6930 1,6347 1,5945 1,5617 1,5236 1,4626 1,3569 1,1959 1,0004 0,8212 0,7098 0,6844 0,7255 0,7957 0,8578 0,8844 0,8646 0,8022 0,7072 0,5906
Fz    -0,7577 -0,2203 0,3845 0,9786 1,4964 1,8997 2,1876 2,3925 2,5582 2,7127 2,8526 2,9467 2,9572 2,8655 2,6752 2,3994 2,0544 1,6650 1,2668 0,8989 0,5876 0,3277 0,0769 -0,2255 -0,6257 -1,1343 -1,7237 -2,3348 -2,8917 -3,3287 -3,6129 -3,7451 -3,7403 -3,6091 -3,3585 -3,0019 -2,5603 -2,0584 -1,5248 -0,9928 -0,4974 -0,0711 0,2608 0,4827 0,5917 0,6043 0,5551 0,4846 0,4290 0,4228 0,5015 0,6929 1,0056 1,4228 1,8998 2,3702 2,7651 3,0353 3,1635 3,1605 3,0565 2,8913 2,6997 2,5065 2,3373 2,2289 2,2192 2,3245 2,5316 2,8117 3,1351 3,4677 3,7659 3,9886 4,1170 4,1678 4,1833 4,2033 4,2455 4,3031 4,3499 4,3451 4,2444 4,0161 3,6557 3,1951 2,6981 2,2386 1,8749 1,6359 1,5253 1,5308 1,6260 1,7676 1,9032 1,9898 2,0051 1,9525 1,8638 1,7874 1,7529 1,7455 1,7208 1,6393 1,4846 1,2560 0,9578 0,5990 0,1944 -0,2442 -0,7158 -1,2243 -1,7632 -2,3105 -2,8359 -3,3107 -3,7115 -4,0170 -4,2040 -4,2529 -4,1609 -3,9504 -3,6607 -3,3291 -2,9774 -2,6145 -2,2474 -1,8853 -1,5335 -1,1860 -0,8326 -0,4772 -0,1484 0,1151 0,2912 0,3858 0,4248 0,4429 0,4768 0,5544 0,6871 0,8686 1,0829 1,3138 1,5524 1,8012 2,0679 2,3599 2,6838 3,0428 3,4289 3,8195 4,1795 4,4733 4,6812 4,8064 4,8698 4,9068 4,9651 5,0911 5,3078 5,6019 5,9314 6,2502 6,5278 6,7513 6,9173 7,0272 7,0857 7,1004 7,0816 7,0378 6,9721 6,8818 6,7628 6,6189 6,4690 6,3382 6,2401 6,1692 6,1095 6,0431 5,9528 5,8227 5,6395 5,3912 5,0701 4,6814 4,2472 3,7959 3,3485 2,9198 2,5314 2,2131 1,9909 1,8728 1,8454 1,8806 1,9465 2,0186 2,0848 2,1389 2,1678 2,1413 2,0176 1,7655 1,3871 0,9231 0,4373 -0,0077 -0,3646 -0,6057 -0,7285 -0,7609 -0,7514 -0,7468 -0,7767 -0,8473 -0,9454 -1,0504 -1,1459 -1,2232 -1,2821 -1,3351 -1,4069 -1,5208 -1,6804 -1,8645 -2,0330 -2,1352 -2,1249 -1,9762 -1,6882 -1,2854 -0,8192 -0,3604 0,0253 0,2999 0,4580 0,5174 0,5122 0,4847 0,4778 0,5282 0,6545 0,8470 1,0770 1,3184 1,5531 1,7634 1,9246 2,0034 1,9640 1,7827 1,4637 1,0486 0,6080 0,2207 -0,0481 -0,1620 -0,1230 0,0283 0,2329 0,4383 0,6084 0,7212 0,7700 0,7638 0,7223 0,6730 0,6489 0,6797 0,7806 0,9538 1,1975 1,5061 1,8602 2,2238 2,5561 2,8228 2,9983 3,0610 2,9910 2,7804 2,4499 2,0541 1,6682 1,3699 1,2218 1,2567 1,4684 1,8159 2,2327 2,6409 2,9685 3,1713 3,2481 3,2391 3,2016 3,1776 3,1776 3,1852 3,1736 3,1259 3,0476 2,9599 2,8790 2,8017 2,7076 2,5696 2,3652 2,0884 1,7591 1,4171 1,1059 0,8632 0,7197 0,6978 0,8089 1,0519 1,4112 1,8554 2,3390 2,8094 3,2192 3,5409 3,7759 3,9499 4,0955 4,2289 4,3360 4,3765 4,3015 4,0791 3,7106 3,2337 2,7189 2,2587 1,9408 1,8121 1,8633 2,0430 2,2867 2,5310 2,7177 2,8027 2,7757 2,6648 2,5172 2,3769 2,2726 2,2153 2,2024 2,2269 2,2838 2,3696 2,4804 2,6197 2,8089 3,0821 3,4655 3,9635 4,5563 5,2040 5,8520 6,4372 6,8938 7,1655 7,2266 7,0956 6,8252 6,4769 6,0977 5,7126 5,3351 4,9854 4,6953 4,4966 4,4029 4,4029 4,4674 4,5620 4,6573 4,7333 4,7818 4,8119 4,8512 4,9315 5,0706 5,2661 5,5050 5,7742 6,0639 6,3665 6,6725 6,9706 7,2563 7,5438 7,8667 8,2649 8,7617 9,3409 9,9404 10,4737 10,8705 11,1023 11,1825 11,1536 11,0694 10,9775 10,9139 10,9030 10,9479 11,0251 11,1018 11,1637 11,2201 11,2867 11,3687 11,4589 11,5443 11,6081 11,6268 11,5705 11,4123 11,1434 10,7813 10,3613 9,9179 9,4738 9,0400 8,6181 8,2033 7,7869 7,3600 6,9239 6,4998 6,1286 5,8578 5,7283 5,7622 5,9501 6,2469 6,5870 6,9128 7,1927 7,4155 7,5791 7,6874 7,7489 7,7693 7,7461 7,6751 7,5583 7,4024 7,2147 7,0087 6,8087 6,6471 6,5526 6,5374 6,5932 6,7008 6,8400 6,9902 7,1350 7,2731 7,4187 7,5888 7,7912 8,0193 8,2482 8,4389 8,5517 8,5567 8,4376 8,1974 7,8618 7,4668 7,0385 6,5836 6,0960 5,5659 4,9891 4,3756 3,7570 3,1843 2,7153 2,3971 2,2505 2,2632 2,3956 2,5987 2,8361 3,0941 3,3731 3,6730 3,9873 4,3026 4,5981 4,8477 5,0285 5,1276 5,1396 5,0647 4,9100 4,6890 4,4215 4,1358 3,8687 3,6539 3,5108 3,4409 3,4317 3,4642 3,5232 3,6035 3,7069 3,8314 3,9645 4,0852 4,1715 4,2088 4,1946 4,1362 4,0467 3,9429 3,8447 3,7721 3,7360 3,7274 3,7186 3,6769 3,5807 3,4246 3,2168 2,9768 2,7360 2,5302 2,3832 2,2892 2,2113 2,1006 1,9251 1,6854 1,4112 1,1522 0,9694 0,9264 1,0670 1,3929 1,8620 2,4130 2,9917 3,5616 4,0980 4,5808 4,9995 5,3620 5,6888 5,9995 6,3058 6,6082 6,8940 7,1416 7,3363 7,4839 7,6083 7,7340 7,8636 7,9739 8,0340 8,0248 7,9419 7,7867 7,5608 7,2734 6,9489 6,6244 6,3364 6,1067 5,9372 5,8118 5,7066 5,6005 5,4781 5,3277 5,1442 4,9379 4,7310 4,5410 4,3649 4,1859 3,9935 3,7923 3,5939 3,4106 3,2524 3,1204 3,0075
F3    -0,2312 0,1692 0,6626 1,1599 1,5820 1,8841 2,0582 2,1214 2,1002 2,0152 1,8731 1,6761 1,4441 1,2223 1,0559 0,9587 0,9079 0,8624 0,7838 0,6475 0,4400 0,1455 -0,2598 -0,7840 -1,3877 -1,9876 -2,4939 -2,8437 -3,0144 -3,0311 -2,9586 -2,8670 -2,7903 -2,7176 -2,6128 -2,4339 -2,1418 -1,7165 -1,1734 -0,5611 0,0556 0,6162 1,0764 1,4068 1,5933 1,6448 1,5980 1,5032 1,4051 1,3368 1,3233 1,3839 1,5345 1,7878 2,1416 2,5630 2,9868 3,3291 3,5120 3,4932 3,2885 2,9718 2,6442 2,3917 2,2656 2,2903 2,4736 2,8032 3,2420 3,7376 4,2338 4,6709 4,9870 5,1382 5,1248 4,9978 4,8363 4,7094 4,6488 4,6438 4,6490 4,5971 4,4222 4,0875 3,6053 3,0375 2,4707 1,9782 1,6002 1,3460 1,2062 1,1617 1,1869 1,2490 1,3093 1,3315 1,2890 1,1715 0,9947 0,8036 0,6480 0,5484 0,4897 0,4453 0,3988 0,3419 0,2591 0,1248 -0,0889 -0,4044 -0,8307 -1,3549 -1,9381 -2,5245 -3,0599 -3,5048 -3,8373 -4,0445 -4,1137 -4,0351 -3,8110 -3,4587 -3,0089 -2,4988 -1,9649 -1,4437 -0,9747 -0,5948 -0,3215 -0,1400 -0,0137 0,0905 0,1830 0,2550 0,3001 0,3311 0,3802 0,4882 0,6895 0,9969 1,3981 1,8654 2,3651 2,8582 3,3059 3,6822 3,9810 4,2139 4,4063 4,5833 4,7520 4,8979 4,9985 5,0412 5,0292 4,9739 4,8887 4,7944 4,7244 4,7208 4,8200 5,0353 5,3504 5,7267 6,1143 6,4636 6,7410 6,9330 7,0393 7,0695 7,0457 6,9913 6,9108 6,7883 6,6137 6,4061 6,2089 6,0580 5,9542 5,8637 5,7445 5,5710 5,3401 5,0605 4,7439 4,3997 4,0334 3,6494 3,2544 2,8574 2,4697 2,1109 1,8155 1,6293 1,5897 1,7027 1,9354 2,2279 2,5140 2,7444 2,9001 2,9861 3,0102 2,9625 2,8178 2,5612 2,2139 1,8394 1,5179 1,3036 1,2022 1,1841 1,2053 1,2168 1,1725 1,0463 0,8480 0,6206 0,4154 0,2552 0,1206 -0,0277 -0,2246 -0,4935 -0,8431 -1,2564 -1,6904 -2,0949 -2,4265 -2,6441 -2,7080 -2,5961 -2,3147 -1,8935 -1,3824 -0,8518 -0,3750 0,0006 0,2611 0,4108 0,4631 0,4458 0,4061 0,4045 0,4956 0,7110 1,0541 1,4996 1,9943 2,4713 2,8686 3,1353 3,2341 3,1501 2,9065 2,5724 2,2453 2,0121 1,9237 1,9954 2,2110 2,5232 2,8669 3,1823 3,4280 3,5872 3,6735 3,7211 3,7600 3,8032 3,8568 3,9298 4,0320 4,1773 4,3906 4,6939 5,0787 5,5000 5,8977 6,2210 6,4378 6,5304 6,4938 6,3407 6,1004 5,8076 5,4960 5,2029 4,9750 4,8615 4,8908 5,0504 5,2865 5,5284 5,7162 5,8130 5,8104 5,7346 5,6362 5,5638 5,5425 5,5640 5,5930 5,5906 5,5362 5,4254 5,2589 5,0424 4,7953 4,5457 4,3145 4,1079 3,9263 3,7716 3,6506 3,5785 3,5733 3,6428 3,7869 4,0127 4,3356 4,7671 5,3036 5,9159 6,5446 7,1151 7,5657 7,8652 8,0110 8,0155 7,8891 7,6343 7,2573 6,7845 6,2660 5,7677 5,3604 5,1057 5,0336 5,1253 5,3230 5,5656 5,8194 6,0730 6,3061 6,4797 6,5611 6,5464 6,4597 6,3401 6,2277 6,1458 6,0931 6,0519 6,0039 5,9405 5,8689 5,8166 5,8304 5,9550 6,2071 6,5684 7,0021 7,4702 7,9341 8,3431 8,6366 8,7653 8,7140 8,5095 8,2070 7,8664 7,5285 7,2044 6,8950 6,6222 6,4326 6,3675 6,4289 6,5733 6,7404 6,8852 6,9820 7,0141 6,9756 6,8866 6,7928 6,7418 6,7628 6,8614 7,0247 7,2326 7,4716 7,7334 7,9987 8,2344 8,4206 8,5781 8,7662 9,0529 9,4782 10,0259 10,6265 11,1909 11,6474 11,9601 12,1307 12,1933 12,1950 12,1686 12,1218 12,0511 11,9554 11,8341 11,6867 11,5226 11,3656 11,2408 11,1579 11,1126 11,1004 11,1174 11,1434 11,1393 11,0696 10,9210 10,6988 10,4146 10,0820 9,7187 9,3484 8,9921 8,6582 8,3388 8,0130 7,6593 7,2745 6,8836 6,5277 6,2465 6,0693 6,0092 6,0561 6,1786 6,3422 6,5280 6,7353 6,9690 7,2280 7,4994 7,7605 7,9913 8,1896 8,3675 8,5264 8,6431 8,6888 8,6572 8,5682 8,4477 8,3079 8,1495 7,9787 7,8080 7,6429 7,4868 7,3638 7,3170 7,3812 7,5693 7,8775 8,2835 8,7358 9,1499 9,4191 9,4501 9,2089 8,7394 8,1300 7,4624 6,7877 6,1346 5,5242 4,9729 4,4883 4,0706 3,7217 3,4500 3,2648 3,1673 3,1460 3,1804 3,2526 3,3583 3,5040 3,6937 3,9194 4,1616 4,3952 4,5923 4,7253 4,7724 4,7231 4,5826 4,3730 4,1257 3,8722 3,6468 3,4963 3,4717 3,6011 3,8714 4,2324 4,6181 4,9734 5,2722 5,5180 5,7298 5,9189 6,0731 6,1606 6,1483 6,0212 5,7961 5,5205 5,2492 5,0188 4,8439 4,7315 4,6880 4,7098 4,7672 4,8063 4,7738 4,6488 4,4487 4,2106 3,9763 3,7840 3,6529 3,5692 3,4947 3,3915 3,2437 3,0624 2,8747 2,7108 2,6052 2,6007 2,7294 2,9858 3,3313 3,7252 4,1462 4,5862 5,0320 5,4512 5,7999 6,0462 6,1870 6,2491 6,2768 6,3110 6,3665 6,4286 6,4745 6,4948 6,4958 6,4881 6,4696 6,4196 6,3121 6,1368 5,9053 5,6371 5,3439 5,0338 4,7243 4,4427 4,2139 4,0494 3,9438 3,8776 3,8277 3,7770 3,7178 3,6492 3,5764 3,5132 3,4757 3,4663 3,4618 3,4255 3,3330 3,1849 3,0010 2,8100 2,6431 2,5232 2,4516
F7    -0,6935 -0,4424 -0,1222 0,2100 0,4968 0,7066 0,8473 0,9598 1,0862 1,2345 1,3707 1,4472 1,4443 1,3887 1,3261 1,2802 1,2358 1,1512 0,9882 0,7420 0,4457 0,1436 -0,1401 -0,4142 -0,7033 -1,0155 -1,3231 -1,5719 -1,7151 -1,7502 -1,7282 -1,7148 -1,7338 -1,7494 -1,7030 -1,5600 -1,3236 -1,0223 -0,6999 -0,4049 -0,1712 0,0061 0,1679 0,3497 0,5465 0,7220 0,8442 0,8976 0,8763 0,7876 0,6634 0,5560 0,5177 0,5771 0,7199 0,8913 1,0298 1,1082 1,1432 1,1770 1,2543 1,4030 1,6227 1,8897 2,1777 2,4709 2,7625 3,0461 3,3080 3,5317 3,7103 3,8457 3,9343 3,9626 3,9203 3,8114 3,6470 3,4392 3,2067 2,9765 2,7701 2,5886 2,4171 2,2444 2,0741 1,9221 1,8086 1,7455 1,7242 1,7168 1,7005 1,6770 1,6596 1,6499 1,6345 1,5960 1,5189 1,3972 1,2453 1,0913 0,9544 0,8362 0,7359 0,6596 0,6109 0,5805 0,5499 0,5033 0,4306 0,3186 0,1477 -0,0957 -0,4079 -0,7704 -1,1606 -1,5551 -1,9264 -2,2397 -2,4508 -2,5151 -2,4080 -2,1424 -1,7654 -1,3372 -0,9051 -0,4937 -0,1145 0,2238 0,5252 0,8189 1,1414 1,5023 1,8759 2,2265 2,5301 2,7752 2,9587 3,0970 3,2315 3,4110 3,6618 3,9785 4,3390 4,7167 5,0806 5,3989 5,6463 5,8098 5,9001 5,9498 5,9922 6,0375 6,0694 6,0635 6,0092 5,9094 5,7733 5,6212 5,4889 5,4106 5,3923 5,4067 5,4130 5,3864 5,3267 5,2430 5,1363 5,0032 4,8553 4,7272 4,6623 4,6851 4,7815 4,9035 4,9957 5,0287 5,0117 4,9659 4,8928 4,7821 4,6362 4,4693 4,2880 4,0876 3,8643 3,6203 3,3551 3,0631 2,7394 2,3856 2,0157 1,6607 1,3665 1,1861 1,1589 1,2906 1,5534 1,9014 2,2789 2,6272 2,8983 3,0650 3,1149 3,0349 2,8133 2,4607 2,0241 1,5694 1,1464 0,7717 0,4453 0,1726 -0,0323 -0,1586 -0,2094 -0,2032 -0,1694 -0,1348 -0,1069 -0,0773 -0,0406 -0,0020 0,0231 0,0060 -0,0877 -0,2716 -0,5181 -0,7722 -0,9823 -1,1184 -1,1722 -1,1448 -1,0327 -0,8350 -0,5839 -0,3536 -0,2220 -0,2200 -0,3158 -0,4453 -0,5486 -0,5815 -0,5091 -0,3036 0,0472 0,5301 1,1083 1,7294 2,3333 2,8647 3,2862 3,5784 3,7316 3,7422 3,6205 3,4010 3,1378 2,8868 2,6924 2,5838 2,5708 2,6451 2,7934 3,0083 3,2780 3,5737 3,8563 4,0972 4,2944 4,4712 4,6576 4,8700 5,1011 5,3224 5,4994 5,6072 5,6319 5,5630 5,3952 5,1344 4,7971 4,4082 3,9999 3,6092 3,2727 3,0179 2,8557 2,7812 2,7816 2,8426 2,9454 3,0648 3,1733 3,2444 3,2547 3,1879 3,0461 2,8590 2,6694 2,4989 2,3346 2,1523 1,9458 1,7385 1,5782 1,5165 1,5766 1,7340 1,9274 2,0899 2,1764 2,1767 2,1115 2,0176 1,9355 1,9010 1,9313 2,0103 2,1014 2,1829 2,2641 2,3740 2,5408 2,7759 3,0693 3,3995 3,7452 4,0895 4,4160 4,6981 4,8977 4,9782 4,9163 4,7076 4,3734 3,9632 3,5436 3,1789 2,9118 2,7480 2,6633 2,6380 2,6791 2,7992 2,9829 3,1906 3,3921 3,5831 3,7710 3,9589 4,1427 4,3075 4,4245 4,4656 4,4226 4,3070 4,1397 3,9525 3,7915 3,6997 3,6867 3,7277 3,7942 3,8774 3,9830 4,1102 4,2391 4,3326 4,3525 4,2842 4,1499 3,9999 3,8835 3,8205 3,7993 3,7969 3,7923 3,7724 3,7342 3,6820 3,6271 3,5909 3,5950 3,6429 3,7166 3,7941 3,8640 3,9230 3,9727 4,0256 4,1058 4,2377 4,4353 4,7017 5,0264 5,3774 5,7099 5,9983 6,2491 6,4759 6,6705 6,8059 6,8615 6,8423 6,7769 6,7012 6,6422 6,6078 6,5846 6,5496 6,4977 6,4528 6,4407 6,4581 6,4824 6,4989 6,5083 6,5135 6,5078 6,4784 6,4250 6,3675 6,3259 6,2987 6,2657 6,2084 6,1187 5,9879 5,7992 5,5425 5,2246 4,8639 4,4863 4,1234 3,8000 3,5253 3,2995 3,1211 2,9869 2,8954 2,8596 2,9046 3,0407 3,2432 3,4690 3,6852 3,8712 4,0084 4,0861 4,1098 4,0974 4,0741 4,0674 4,0920 4,1395 4,1885 4,2250 4,2534 4,2905 4,3457 4,4054 4,4427 4,4448 4,4237 4,3987 4,3821 4,3846 4,4200 4,4943 4,5976 4,7051 4,7887 4,8374 4,8711 4,9192 4,9830 5,0307 5,0269 4,9551 4,8108 4,5859 4,2717 3,8735 3,4112 2,9085 2,3891 1,8844 1,4347 1,0786 0,8393 0,7161 0,6842 0,7086 0,7648 0,8495 0,9751 1,1560 1,3912 1,6539 1,8978 2,0768 2,1579 2,1252 1,9863 1,7793 1,5592 1,3676 1,2162 1,1046 1,0469 1,0771 1,2236 1,4760 1,7824 2,0801 2,3262 2,5059 2,6224 2,6860 2,7132 2,7317 2,7728 2,8553 2,9820 3,1386 3,2927 3,4040 3,4509 3,4440 3,4127 3,3781 3,3400 3,2884 3,2238 3,1564 3,0919 3,0280 2,9624 2,8963 2,8272 2,7397 2,6156 2,4557 2,2921 2,1685 2,1063 2,0919 2,0961 2,0993 2,0983 2,0974 2,1020 2,1180 2,1482 2,1875 2,2207 2,2279 2,2006 2,1552 2,1206 2,1164 2,1528 2,2357 2,3554 2,4777 2,5625 2,5871 2,5543 2,4811 2,3818 2,2616 2,1269 1,9922 1,8679 1,7463 1,6048 1,4254 1,2126 0,9917 0,7941 0,6449 0,5560 0,5197 0,5078 0,4827 0,4160 0,3039 0,1699 0,0544 -0,0053 0,0052 0,0718 0,1695 0,2808 0,3915 0,4779 0,5137 0,4826 0,3788 0,2063
