Fp1   -0,7105 -0,3059 0,3582 1,1354 1,8856 2,5063 2,9308 3,1251 3,0940 2,8789 2,5414 2,1528 1,7859 1,4838 1,2428 1,0360 0,8370 0,6177 0,3328 -0,0674 -0,5692 -1,0615 -1,4282 -1,6657 -1,8632 -2,0810 -2,2887 -2,4039 -2,3561 -2,1239 -1,7529 -1,3424 -0,9864 -0,7051 -0,4378 -0,1142 0,2709 0,6333 0,8246 0,7047 0,2352 -0,4711 -1,1934 -1,7035 -1,8552 -1,6276 -1,1270 -0,5418 -0,0557 0,2262 0,2900 0,1770 -0,0685 -0,4208 -0,8535 -1,3390 -1,8569 -2,3577 -2,7357 -2,8714 -2,7029 -2,2665 -1,6745 -1,0555 -0,5213 -0,1650 -0,0461 -0,1594 -0,4375 -0,7829 -1,0807 -1,2197 -1,1559 -0,9559 -0,7413 -0,5738 -0,4101 -0,1791 0,1106 0,3539 0,4334 0,3071 0,0128 -0,3906 -0,8694 -1,4141 -2,0192 -2,6720 -3,3282 -3,8849 -4,2081 -4,1866 -3,7642 -2,9725 -1,9683 -1,0148 -0,3809 -0,2239 -0,5625 -1,3171 -2,3287 -3,3871 -4,3279 -5,1148 -5,7998 -6,4157 -6,9376 -7,3272 -7,5744 -7,7093 -7,7987 -7,9079 -8,0479 -8,1590 -8,1496 -7,9586 -7,5958 -7,1397 -6,7081 -6,4208 -6,3678 -6,5730 -6,9631 -7,3827 -7,6655 -7,7114 -7,5139 -7,1342 -6,6634 -6,1901 -5,7673 -5,3830 -4,9661 -4,4433 -3,8108 -3,1534 -2,5799 -2,1389 -1,8030 -1,5107 -1,1903 -0,7772 -0,2494 0,3593 0,9825 1,5487 2,0140 2,4045 2,8180 3,3525 4,0452 4,8763 5,7915 6,7217 7,6027 8,3770 8,9898 9,3933 9,5546 9,4723 9,1831 8,7366 8,1890 7,6398 7,2183 6,9846 6,8766 6,7797 6,6283 6,4298 6,2343 6,0974 6,0350 5,9937 5,8845 5,6528 5,3110 4,9209 4,5688 4,3343 4,2441 4,2527 4,2815 4,2715 4,1944 4,0285 3,7476 3,3371 2,8095 2,2212 1,6832 1,3104 1,1250 1,0365 0,9365 0,7875 0,6115 0,4350 0,2716 0,1294 0,0127 -0,0765 -0,1482 -0,2312 -0,3569 -0,5306 -0,7187 -0,8520 -0,8388 -0,6150 -0,1973 0,3472 0,9671 1,6181 2,2245 2,7090 3,0583 3,3371 3,6444 4,0587 4,5928 5,1784 5,6891 5,9899 6,0051 5,7620 5,3740 4,9871 4,7078 4,5534 4,4932 4,5246 4,6554 4,8295 4,9325 4,8743 4,6462 4,3144 3,9761 3,7173 3,5921 3,6083 3,7268 3,8903 4,0520 4,1923 4,3154 4,4044 4,3950 4,2365 3,9606 3,6643 3,4382 3,3095 3,2271 3,1024 2,8874 2,6048 2,2990 1,9886 1,6731 1,3511 1,0237 0,6981 0,3921 0,1313 -0,0695 -0,2486 -0,5127 -0,9672 -1,6191 -2,3641 -3,0613 -3,6046 -3,9441 -4,0751 -4,0123 -3,7853 -3,4615 -3,1290 -2,8359 -2,5733 -2,3074 -1,9992 -1,6270 -1,2291 -0,9026 -0,7226 -0,6702 -0,6566 -0,6017 -0,4845 -0,3382 -0,2044 -0,0927 -0,0006 0,0443 0,0008 -0,1251 -0,2668 -0,3326 -0,2385 0,0554 0,5117 1,0385 1,5383 1,9170 2,0859 1,9998 1,6798 1,2089 0,7288 0,3958 0,2921 0,3820 0,5503 0,6835 0,7256 0,6754 0,5475 0,3485 0,0845 -0,2273 -0,5682 -0,9437 -1,3889 -1,9321 -2,5359 -3,0739 -3,3925 -3,4260 -3,2509 -3,0265 -2,8775 -2,8211 -2,7871 -2,6824 -2,4465 -2,0913 -1,6913 -1,3308 -1,0775 -0,9875 -1,0884 -1,3726 -1,8199 -2,3875 -2,9827 -3,4972 -3,8794 -4,1442 -4,3069 -4,3514 -4,2800 -4,1471 -4,0136 -3,8940 -3,7627 -3,5908 -3,3592 -3,0694 -2,7727 -2,5628 -2,5244 -2,7038 -3,1151 -3,7363 -4,4982 -5,3053 -6,0942 -6,8656 -7,6278 -8,3095 -8,7556 -8,8126 -8,4173 -7,6323 -6,6258 -5,6087 -4,7590 -4,1585 -3,7772 -3,5328 -3,3793 -3,3492 -3,5091 -3,8789 -4,4027 -4,9840 -5,5346 -6,0002 -6,3450 -6,5218 -6,4865 -6,2423 -5,8510 -5,4074 -5,0074 -4,7141 -4,5404 -4,4606 -4,4321 -4,4062 -4,3334 -4,1729 -3,9113 -3,5839 -3,2637 -3,0175 -2,8809 -2,8532 -2,8769 -2,8529 -2,7225 -2,5139 -2,2884 -2,0707 -1,8628 -1,6968 -1,6321 -1,7044 -1,9065 -2,2078 -2,5579 -2,8678 -3,0173 -2,9126 -2,5580 -2,0749 -1,6358 -1,3765 -1,3633 -1,5973 -2,0146 -2,4975 -2,9073 -3,1354 -3,1558 -3,0339 -2,8780 -2,8003 -2,9036 -3,2502 -3,8135 -4,4536 -4,9629 -5,1828 -5,0812 -4,7178 -4,1868 -3,5992 -3,0822 -2,7787 -2,8051 -3,1560 -3,6692 -4,1387 -4,4543 -4,6184 -4,6645 -4,6078 -4,4670 -4,2800 -4,0793 -3,8910 -3,7676 -3,7830 -3,9708 -4,2843 -4,6290 -4,9207 -5,1138 -5,2092 -5,2544 -5,3087 -5,3874 -5,4462 -5,4126 -5,2302 -4,8902 -4,4392 -3,9762 -3,6264 -3,4727 -3,4880 -3,5450 -3,5154 -3,3730 -3,2010 -3,1091 -3,1461 -3,2892 -3,5145 -3,8313 -4,2235 -4,6058 -4,8744 -4,9863 -4,9823 -4,9270 -4,8247 -4,6146 -4,2453 -3,7113 -3,0248 -2,2125 -1,3450 -0,5323 0,1201 0,5526 0,7699 0,8239 0,7784 0,6895 0,6030 0,5516 0,5741 0,7342 1,0769 1,5659 2,0911 2,5217 2,7690 2,8460 2,8779 3,0454 3,4894 4,2189 5,1029 5,9705 6,7152 7,3040 7,7285 7,9862 8,0852 8,0278 7,7994 7,3913 6,8353 6,2131 5,6218 5,1220 4,7285 4,4563 4,3487 4,4396 4,7002 5,0332 5,3192 5,4811 5,5079 5,4274 5,2819 5,1135 4,9485 4,8027 4,6875 4,5868 4,4435 4,1815 3,7344 3,0821 2,2811 1,4483 0,7182 0,2005 -0,0593 -0,0795 0,1063 0,4719 0,9649 1,4852 1,9019 2,1018 2,0586 1,8532 1,6111 1,4360 1,3856 1,4640 1,6315 1,8391 2,0543 2,2487 2,3758 2,3903 2,2881 2,1022 1,8624 1,5713 1,2248 0,8471 0,4909 0,1935 -0,0601 -0,3146 -0,5722 -0,7621 -0,7899 -0,6105
Fz    -2,2081 -1,8722 -1,4038 -0,8882 -0,4062 -0,0181 0,2379 0,3480 0,3249 0,2060 0,0408 -0,1203 -0,2352 -0,2863 -0,2875 -0,2711 -0,2701 -0,3087 -0,4044 -0,5660 -0,7742 -0,9714 -1,1014 -1,1602 -1,1847 -1,1968 -1,1738 -1,0678 -0,8431 -0,5046 -0,1047 0,2798 0,5873 0,8052 0,9673 1,1193 1,2822 1,4349 1,5201 1,4753 1,2781 0,9748 0,6640 0,4476 0,3904 0,5032 0,7468 1,0525 1,3514 1,5908 1,7350 1,7644 1,6673 1,4406 1,1075 0,7192 0,3282 -0,0270 -0,3142 -0,5026 -0,5722 -0,5233 -0,3706 -0,1344 0,1504 0,4246 0,6249 0,7221 0,7317 0,6962 0,6696 0,6987 0,7961 0,9289 1,0430 1,1049 1,1233 1,1278 1,1320 1,1161 1,0426 0,8875 0,6547 0,3623 0,0258 -0,3428 -0,7308 -1,1269 -1,5096 -1,8315 -2,0319 -2,0638 -1,9070 -1,5754 -1,1265 -0,6563 -0,2709 -0,0488 -0,0213 -0,1729 -0,4457 -0,7602 -1,0621 -1,3609 -1,7070 -2,1305 -2,6098 -3,0896 -3,5114 -3,8363 -4,0591 -4,1995 -4,2768 -4,2951 -4,2490 -4,1417 -3,9959 -3,8498 -3,7445 -3,7155 -3,7867 -3,9625 -4,2197 -4,5106 -4,7774 -4,9700 -5,0584 -5,0367 -4,9193 -4,7252 -4,4597 -4,1088 -3,6557 -3,1061 -2,5031 -1,9181 -1,4183 -1,0344 -0,7562 -0,5500 -0,3672 -0,1494 0,1523 0,5588 1,0559 1,5951 2,1181 2,6018 3,0764 3,5899 4,1668 4,7953 5,4348 6,0345 6,5533 6,9681 7,2743 7,4780 7,5842 7,5977 7,5352 7,4253 7,3053 7,2269 7,2405 7,3528 7,5134 7,6559 7,7470 7,7964 7,8365 7,8973 7,9832 8,0613 8,0802 8,0074 7,8481 7,6297 7,3841 7,1458 6,9481 6,8108 6,7352 6,7072 6,7003 6,6775 6,6016 6,4476 6,2050 5,8794 5,4993 5,1037 4,7116 4,3206 3,9430 3,6274 3,4274 3,3604 3,4034 3,5118 3,6367 3,7360 3,7776 3,7392 3,6103 3,3946 3,1167 2,8288 2,6046 2,5105 2,5735 2,7782 3,0846 3,4324 3,7468 3,9733 4,1110 4,2024 4,2969 4,4256 4,5935 4,7822 4,9563 5,0745 5,1137 5,0879 5,0371 5,0030 5,0091 5,0473 5,0931 5,1375 5,1846 5,2211 5,2147 5,1473 5,0371 4,9301 4,8736 4,8945 4,9922 5,1384 5,2815 5,3693 5,3700 5,2768 5,0992 4,8464 4,5240 4,1573 3,8058 3,5353 3,3768 3,3078 3,2623 3,1671 2,9870 2,7393 2,4670 2,2091 1,9944 1,8404 1,7420 1,6744 1,6133 1,5518 1,4938 1,4309 1,3290 1,1487 0,8825 0,5655 0,2537 -0,0022 -0,1684 -0,2291 -0,1792 -0,0266 0,1992 0,4567 0,7135 0,9465 1,1291 1,2333 1,2399 1,1377 0,9274 0,6458 0,3799 0,2377 0,2929 0,5506 0,9507 1,4035 1,8287 2,1665 2,3701 2,4169 2,3319 2,1832 2,0465 1,9688 1,9461 1,9280 1,8560 1,6975 1,4426 1,0955 0,6839 0,2572 -0,1292 -0,4185 -0,5628 -0,5395 -0,3606 -0,0714 0,2602 0,5619 0,7685 0,8287 0,7195 0,4520 0,0604 -0,4190 -0,9615 -1,5509 -2,1586 -2,7211 -3,1405 -3,3258 -3,2461 -2,9485 -2,5301 -2,0885 -1,6820 -1,3232 -1,0036 -0,7239 -0,5044 -0,3647 -0,3017 -0,2977 -0,3464 -0,4588 -0,6579 -0,9721 -1,4103 -1,9328 -2,4611 -2,9246 -3,2853 -3,5182 -3,5970 -3,5189 -3,3257 -3,0806 -2,8343 -2,6166 -2,4431 -2,3156 -2,2227 -2,1558 -2,1218 -2,1372 -2,2235 -2,4031 -2,6822 -3,0315 -3,3929 -3,7173 -3,9916 -4,2203 -4,3861 -4,4445 -4,3556 -4,1118 -3,7441 -3,3160 -2,9037 -2,5663 -2,3200 -2,1378 -1,9853 -1,8613 -1,8022 -1,8480 -2,0029 -2,2240 -2,4406 -2,5938 -2,6678 -2,6862 -2,6771 -2,6537 -2,6238 -2,5999 -2,5943 -2,6065 -2,6171 -2,5967 -2,5271 -2,4149 -2,2835 -2,1563 -2,0434 -1,9440 -1,8607 -1,8042 -1,7799 -1,7807 -1,7881 -1,7670 -1,6812 -1,5344 -1,3765 -1,2558 -1,1810 -1,1361 -1,1167 -1,1385 -1,2172 -1,3550 -1,5419 -1,7522 -1,9355 -2,0258 -1,9712 -1,7617 -1,4354 -1,0565 -0,6869 -0,3768 -0,1649 -0,0706 -0,0821 -0,1590 -0,2559 -0,3558 -0,4804 -0,6620 -0,9175 -1,2442 -1,6242 -2,0267 -2,4066 -2,7073 -2,8843 -2,9283 -2,8593 -2,7104 -2,5218 -2,3404 -2,2221 -2,2137 -2,3105 -2,4421 -2,5266 -2,5376 -2,5062 -2,4719 -2,4528 -2,4528 -2,4690 -2,4866 -2,4930 -2,5022 -2,5485 -2,6579 -2,8296 -3,0404 -3,2577 -3,4503 -3,6027 -3,7241 -3,8364 -3,9521 -4,0631 -4,1452 -4,1736 -4,1418 -4,0715 -4,0085 -4,0019 -4,0708 -4,1868 -4,2915 -4,3396 -4,3302 -4,3012 -4,2930 -4,3109 -4,3259 -4,3218 -4,3223 -4,3546 -4,4081 -4,4452 -4,4367 -4,3750 -4,2541 -4,0487 -3,7288 -3,2962 -2,7870 -2,2374 -1,6662 -1,0908 -0,5414 -0,0547 0,3413 0,6350 0,8279 0,9275 0,9518 0,9360 0,9276 0,9772 1,1312 1,4094 1,7842 2,1921 2,5655 2,8641 3,0936 3,2981 3,5314 3,8255 4,1639 4,4862 4,7343 4,8961 4,9983 5,0690 5,1187 5,1439 5,1320 5,0654 4,9338 4,7446 4,5221 4,2978 4,0957 3,9278 3,8017 3,7280 3,7134 3,7465 3,7911 3,7970 3,7272 3,5750 3,3601 3,1173 2,8786 2,6622 2,4825 2,3597 2,3042 2,2964 2,2906 2,2403 2,1245 1,9586 1,7830 1,6461 1,5864 1,6123 1,7005 1,8214 1,9538 2,0733 2,1436 2,1206 1,9714 1,7045 1,3779 1,0685 0,8399 0,7279 0,7313 0,8133 0,9237 1,0213 1,0761 1,0609 0,9582 0,7769 0,5497 0,3156 0,1027 -0,0795 -0,2382 -0,3909 -0,5578 -0,7517 -0,9689 -1,1801 -1,3349 -1,3876 -1,3251
F3    -1,9699 -1,6369 -1,1227 -0,5182 0,0804 0,5922 0,9551 1,1303 1,1135 0,9442 0,6931 0,4396 0,2497 0,1523 0,1302 0,1431 0,1530 0,1310 0,0499 -0,1125 -0,3414 -0,5670 -0,7201 -0,8062 -0,8899 -1,0126 -1,1464 -1,2192 -1,1657 -0,9665 -0,6630 -0,3361 -0,0556 0,1672 0,3817 0,6470 0,9744 1,3035 1,5230 1,5269 1,2762 0,8270 0,3065 -0,1435 -0,4149 -0,4624 -0,3129 -0,0466 0,2456 0,4936 0,6561 0,7171 0,6687 0,5031 0,2339 -0,0974 -0,4445 -0,7644 -1,0096 -1,1367 -1,1282 -1,0031 -0,8035 -0,5716 -0,3460 -0,1696 -0,0796 -0,0817 -0,1454 -0,2236 -0,2620 -0,2106 -0,0582 0,1461 0,3265 0,4478 0,5425 0,6657 0,8267 0,9697 1,0149 0,9139 0,6719 0,3244 -0,0916 -0,5429 -0,9994 -1,4416 -1,8506 -2,1857 -2,3886 -2,4034 -2,1867 -1,7316 -1,1029 -0,4378 0,1061 0,4151 0,4411 0,1968 -0,2428 -0,7582 -1,2537 -1,7149 -2,1839 -2,6851 -3,1921 -3,6560 -4,0348 -4,3061 -4,4744 -4,5637 -4,5917 -4,5503 -4,4124 -4,1642 -3,8336 -3,4921 -3,2302 -3,1265 -3,2227 -3,5049 -3,9050 -4,3275 -4,6852 -4,9247 -5,0331 -5,0288 -4,9471 -4,8208 -4,6562 -4,4254 -4,0852 -3,6118 -3,0314 -2,4202 -1,8641 -1,4086 -1,0497 -0,7618 -0,5095 -0,2446 0,0783 0,4800 0,9469 1,4320 1,8814 2,2808 2,6730 3,1177 3,6443 4,2409 4,8666 5,4725 6,0197 6,4847 6,8577 7,1365 7,3171 7,3972 7,3872 7,3068 7,1856 7,0780 7,0486 7,1128 7,2119 7,2681 7,2535 7,1961 7,1429 7,1311 7,1678 7,2165 7,2145 7,1199 6,9383 6,7037 6,4531 6,2229 6,0448 5,9325 5,8808 5,8753 5,8945 5,9026 5,8546 5,7141 5,4644 5,1172 4,7207 4,3335 3,9744 3,6160 3,2410 2,8848 2,6081 2,4463 2,3936 2,4164 2,4715 2,5248 2,5511 2,5251 2,4229 2,2337 1,9695 1,6720 1,4118 1,2568 1,2314 1,3184 1,4859 1,6930 1,8888 2,0423 2,1697 2,3170 2,5210 2,7919 3,1154 3,4563 3,7626 3,9792 4,0800 4,0886 4,0573 4,0307 4,0227 4,0073 3,9487 3,8481 3,7376 3,6305 3,5082 3,3571 3,1967 3,0724 3,0319 3,1056 3,2992 3,5836 3,8938 4,1577 4,3297 4,3990 4,3717 4,2408 3,9843 3,6092 3,1834 2,8047 2,5432 2,4070 2,3413 2,2664 2,1346 1,9505 1,7379 1,5089 1,2714 1,0401 0,8251 0,6257 0,4464 0,3090 0,2381 0,2253 0,2132 0,1276 -0,0679 -0,3506 -0,6622 -0,9410 -1,1404 -1,2315 -1,1993 -1,0516 -0,8334 -0,6093 -0,4226 -0,2848 -0,1942 -0,1491 -0,1545 -0,2272 -0,3822 -0,5969 -0,7917 -0,8654 -0,7556 -0,4709 -0,0778 0,3446 0,7408 1,0697 1,2786 1,3207 1,2029 0,9951 0,7938 0,6789 0,6778 0,7541 0,8427 0,8902 0,8600 0,7317 0,5143 0,2412 -0,0418 -0,2730 -0,3833 -0,3298 -0,1193 0,1916 0,5195 0,7847 0,9288 0,9142 0,7248 0,3757 -0,0848 -0,5945 -1,1113 -1,6257 -2,1329 -2,5945 -2,9308 -3,0593 -2,9566 -2,6876 -2,3682 -2,0948 -1,8958 -1,7376 -1,5698 -1,3690 -1,1545 -0,9634 -0,8162 -0,7197 -0,6872 -0,7343 -0,8722 -1,1136 -1,4592 -1,8685 -2,2729 -2,6283 -2,9313 -3,1756 -3,3271 -3,3634 -3,3101 -3,2160 -3,1108 -2,9997 -2,8805 -2,7455 -2,5838 -2,4036 -2,2435 -2,1503 -2,1611 -2,3018 -2,5770 -2,9504 -3,3524 -3,7280 -4,0733 -4,4043 -4,6975 -4,8807 -4,8781 -4,6533 -4,2276 -3,6767 -3,1055 -2,6112 -2,2440 -1,9916 -1,8064 -1,6599 -1,5728 -1,5896 -1,7263 -1,9450 -2,1744 -2,3524 -2,4595 -2,5120 -2,5241 -2,4935 -2,4224 -2,3310 -2,2485 -2,1967 -2,1741 -2,1547 -2,1117 -2,0385 -1,9467 -1,8516 -1,7602 -1,6726 -1,5991 -1,5662 -1,5946 -1,6815 -1,7969 -1,8806 -1,8686 -1,7512 -1,5844 -1,4286 -1,2974 -1,1793 -1,0867 -1,0562 -1,1119 -1,2483 -1,4455 -1,6725 -1,8748 -1,9767 -1,9124 -1,6655 -1,2876 -0,8695 -0,4945 -0,2203 -0,0797 -0,0687 -0,1407 -0,2245 -0,2630 -0,2510 -0,2379 -0,2899 -0,4561 -0,7571 -1,1811 -1,6790 -2,1633 -2,5281 -2,7057 -2,7014 -2,5644 -2,3492 -2,1058 -1,8882 -1,7652 -1,8026 -1,9986 -2,2521 -2,4347 -2,4933 -2,4627 -2,3999 -2,3388 -2,2996 -2,2942 -2,3130 -2,3402 -2,3910 -2,5073 -2,7105 -2,9757 -3,2533 -3,4994 -3,6871 -3,8151 -3,9133 -4,0195 -4,1408 -4,2430 -4,2749 -4,2040 -4,0402 -3,8364 -3,6742 -3,6311 -3,7328 -3,9237 -4,0944 -4,1552 -4,0954 -3,9771 -3,8751 -3,8182 -3,7901 -3,7846 -3,8293 -3,9352 -4,0548 -4,1141 -4,0738 -3,9496 -3,7773 -3,5651 -3,2933 -2,9526 -2,5520 -2,0897 -1,5525 -0,9474 -0,3149 0,2846 0,7945 1,1799 1,4343 1,5734 1,6298 1,6487 1,6784 1,7685 1,9679 2,2959 2,7098 3,1185 3,4299 3,5982 3,6494 3,6717 3,7730 4,0259 4,4207 4,8719 5,2844 5,6134 5,8613 6,0391 6,1502 6,1945 6,1655 6,0487 5,8360 5,5417 5,2044 4,8688 4,5638 4,3008 4,0889 3,9481 3,8964 3,9246 3,9864 4,0192 3,9802 3,8594 3,6690 3,4377 3,2001 2,9802 2,7939 2,6601 2,5876 2,5554 2,5165 2,4189 2,2372 1,9932 1,7469 1,5697 1,5147 1,5863 1,7416 1,9325 2,1302 2,3066 2,4163 2,4043 2,2314 1,9100 1,5084 1,1115 0,7850 0,5654 0,4560 0,4336 0,4732 0,5618 0,6859 0,8130 0,9036 0,9380 0,9216 0,8722 0,8030 0,7134 0,5908 0,4197 0,1879 -0,1114 -0,4709 -0,8494 -1,1713 -1,3603 -1,3805
F7    -0,7172 -0,3398 0,2342 0,8858 1,5048 2,0067 2,3288 2,4342 2,3237 2,0382 1,6437 1,2182 0,8368 0,5409 0,3291 0,1823 0,0878 0,0407 0,0222 -0,0178 -0,1284 -0,3094 -0,5303 -0,7838 -1,0752 -1,3696 -1,5827 -1,6325 -1,4925 -1,2006 -0,8355 -0,4824 -0,1982 0,0047 0,1447 0,2454 0,3194 0,3534 0,3000 0,1055 -0,2383 -0,6628 -1,0456 -1,2727 -1,2886 -1,1077 -0,8036 -0,4904 -0,2825 -0,2429 -0,3657 -0,6031 -0,9064 -1,2368 -1,5475 -1,7913 -1,9462 -2,0099 -1,9739 -1,8218 -1,5565 -1,2176 -0,8613 -0,5322 -0,2672 -0,1086 -0,0886 -0,2035 -0,4117 -0,6470 -0,8250 -0,8681 -0,7512 -0,5231 -0,2704 -0,0507 0,1378 0,3203 0,4946 0,6215 0,6592 0,5996 0,4708 0,3077 0,1254 -0,0828 -0,3311 -0,6284 -0,9559 -1,2505 -1,4279 -1,4188 -1,1901 -0,7716 -0,2739 0,1413 0,3310 0,2355 -0,1085 -0,6031 -1,1360 -1,6242 -2,0555 -2,4918 -3,0118 -3,6366 -4,3052 -4,9075 -5,3391 -5,5574 -5,6111 -5,6055 -5,6308 -5,7195 -5,8538 -5,9973 -6,1217 -6,2190 -6,3055 -6,4201 -6,6134 -6,9247 -7,3480 -7,8155 -8,2282 -8,5039 -8,6079 -8,5587 -8,4076 -8,1951 -7,9179 -7,5347 -7,0061 -6,3374 -5,5963 -4,8935 -4,3234 -3,9016 -3,5731 -3,2770 -2,9750 -2,6317 -2,2087 -1,6853 -1,0777 -0,4349 0,1939 0,8010 1,4286 2,1221 2,8892 3,7010 4,5049 5,2382 5,8490 6,3024 6,5790 6,6730 6,5917 6,3604 6,0287 5,6565 5,3017 5,0222 4,8636 4,8243 4,8512 4,8768 4,8567 4,7783 4,6543 4,5104 4,3584 4,1783 3,9371 3,6198 3,2373 2,8195 2,4127 2,0716 1,8374 1,7162 1,6743 1,6542 1,6032 1,4859 1,2799 0,9736 0,5725 0,1139 -0,3229 -0,6486 -0,8371 -0,9544 -1,0961 -1,2987 -1,5213 -1,6967 -1,7847 -1,7900 -1,7510 -1,7163 -1,7241 -1,7871 -1,8948 -2,0194 -2,1201 -2,1551 -2,0960 -1,9385 -1,7032 -1,4165 -1,0872 -0,7155 -0,3181 0,0743 0,4433 0,7992 1,1704 1,5782 2,0162 2,4446 2,7918 2,9682 2,9105 2,6296 2,2139 1,7929 1,4790 1,3245 1,3343 1,5081 1,8306 2,2280 2,5778 2,7767 2,7943 2,6697 2,4751 2,2872 2,1755 2,1821 2,3018 2,4854 2,6666 2,8011 2,8892 2,9432 2,9517 2,8963 2,7849 2,6518 2,5364 2,4542 2,3753 2,2414 2,0186 1,7271 1,4156 1,1261 0,8823 0,6925 0,5573 0,4769 0,4486 0,4598 0,4843 0,4720 0,3484 0,0553 -0,3943 -0,9105 -1,3766 -1,7039 -1,8514 -1,8131 -1,5938 -1,2132 -0,7355 -0,2608 0,1288 0,3947 0,5225 0,5155 0,3953 0,1775 -0,1381 -0,5234 -0,8811 -1,0804 -1,0404 -0,7770 -0,3808 0,0410 0,3963 0,6051 0,6073 0,4003 0,0638 -0,2699 -0,4762 -0,4819 -0,2861 0,0448 0,4176 0,7543 0,9906 1,0676 0,9584 0,6909 0,3397 0,0021 -0,2344 -0,3271 -0,2913 -0,1819 -0,0544 0,0639 0,1661 0,2379 0,2492 0,1755 0,0183 -0,2025 -0,4830 -0,8525 -1,3403 -1,9161 -2,4688 -2,8602 -3,0089 -2,9269 -2,6947 -2,4068 -2,1241 -1,8591 -1,5951 -1,3232 -1,0628 -0,8474 -0,6976 -0,6212 -0,6298 -0,7444 -0,9918 -1,3916 -1,9243 -2,5157 -3,0749 -3,5433 -3,8960 -4,1058 -4,1346 -3,9717 -3,6643 -3,2967 -2,9473 -2,6719 -2,5058 -2,4549 -2,4890 -2,5679 -2,6705 -2,7998 -2,9831 -3,2589 -3,6405 -4,0951 -4,5664 -5,0185 -5,4541 -5,8819 -6,2692 -6,5409 -6,6268 -6,4972 -6,1669 -5,6926 -5,1611 -4,6574 -4,2231 -3,8466 -3,5050 -3,2140 -3,0331 -3,0235 -3,1990 -3,5118 -3,8733 -4,1987 -4,4448 -4,6079 -4,6890 -4,6846 -4,6130 -4,5215 -4,4607 -4,4576 -4,5041 -4,5669 -4,6133 -4,6345 -4,6437 -4,6468 -4,6151 -4,5063 -4,3173 -4,0934 -3,8866 -3,7331 -3,6521 -3,6224 -3,5800 -3,4720 -3,3005 -3,1026 -2,9108 -2,7457 -2,6308 -2,5874 -2,6141 -2,6880 -2,7921 -2,9241 -3,0712 -3,1866 -3,2059 -3,0968 -2,8958 -2,6882 -2,5552 -2,5350 -2,6154 -2,7435 -2,8545 -2,8987 -2,8613 -2,7794 -2,7396 -2,8339 -3,1116 -3,5668 -4,1519 -4,7898 -5,3734 -5,7801 -5,9260 -5,8195 -5,5519 -5,2397 -4,9678 -4,7686 -4,6517 -4,6247 -4,6616 -4,6833 -4,6115 -4,4336 -4,2081 -4,0104 -3,8802 -3,8181 -3,8141 -3,8628 -3,9663 -4,1348 -4,3782 -4,6900 -5,0404 -5,3875 -5,6941 -5,9345 -6,0963 -6,1840 -6,2209 -6,2367 -6,2451 -6,2279 -6,1535 -6,0137 -5,8339 -5,6573 -5,5252 -5,4558 -5,4326 -5,4180 -5,3878 -5,3580 -5,3763 -5,4804 -5,6627 -5,8835 -6,1243 -6,3997 -6,7059 -6,9935 -7,1952 -7,2681 -7,2141 -7,0570 -6,8025 -6,4402 -5,9866 -5,4905 -4,9849 -4,4621 -3,9030 -3,3160 -2,7506 -2,2723 -1,9154 -1,6663 -1,4935 -1,3721 -1,2795 -1,1910 -1,0753 -0,8872 -0,5900 -0,1905 0,2585 0,6752 0,9789 1,1438 1,2274 1,3369 1,5641 1,9265 2,3596 2,7788 3,1483 3,4797 3,7818 4,0348 4,2002 4,2388 4,1292 3,8783 3,5229 3,1269 2,7654 2,4967 2,3398 2,2790 2,2865 2,3384 2,4127 2,4807 2,5130 2,4994 2,4503 2,3731 2,2617 2,1032 1,8907 1,6421 1,4047 1,2171 1,0727 0,9295 0,7384 0,4683 0,1260 -0,2448 -0,5863 -0,8526 -1,0241 -1,0983 -1,0680 -0,9237 -0,6903 -0,4483 -0,3074 -0,3473 -0,5647 -0,8752 -1,1772 -1,4016 -1,5116 -1,4920 -1,3480 -1,0974 -0,7655 -0,4044 -0,1078 0,0271 -0,0364 -0,2689 -0,6220 -1,0605 -1,5471 -2,0161 -2,3930 -2,6383 -2,7644 -2,8110 -2,8026 -2,7248 -2,5455 -2,2582
