Fp1   -0,2919 -0,4583 -0,2681 0,2876 1,1134 2,0316 2,8556 3,4745 3,8656 4,0449 4,0364 3,8670 3,5660 3,1610 2,6686 2,1008 1,5145 1,0404 0,8071 0,8433 1,0718 1,3543 1,5325 1,4849 1,1841 0,6839 0,0536 -0,6676 -1,4622 -2,2933 -3,0887 -3,7644 -4,2442 -4,4803 -4,4945 -4,3876 -4,2799 -4,2451 -4,2822 -4,3150 -4,2125 -3,8313 -3,0888 -2,0268 -0,7801 0,5107 1,7219 2,7369 3,4680 3,8821 4,0135 3,9551 3,7989 3,6012 3,4179 3,3198 3,3608 3,5627 3,9121 4,3501 4,7894 5,1545 5,3972 5,5086 5,5349 5,5422 5,5653 5,6233 5,7393 5,9080 6,0792 6,1738 6,1020 5,8039 5,3077 4,7296 4,1999 3,7887 3,4965 3,3037 3,2219 3,2837 3,4802 3,7368 3,9699 4,1531 4,2990 4,3788 4,3069 4,0266 3,5840 3,1046 2,7127 2,4605 2,2976 2,0909 1,6960 1,0423 0,1723 -0,8012 -1,7811 -2,7326 -3,6505 -4,4913 -5,1287 -5,3762 -5,0608 -4,0963 -2,5314 -0,5587 1,5409 3,4961 5,1122 6,2884 7,0179 7,3709 7,4344 7,2559 6,8767 6,4009 6,0020 5,8753 6,1681 6,9048 7,9726 9,1823 10,3178 11,1621 11,5687 11,5455 11,2452 10,8577 10,5044 10,2112 9,9477 9,6806 9,4083 9,1649 8,9884 8,8920 8,8817 8,9813 9,2300 9,6716 10,3461 11,2455 12,2571 13,1853 13,8578 14,1983 14,2085 13,9271 13,4282 12,8389 12,3181 11,9959 11,9312 12,1140 12,4796 12,9250 13,3379 13,6123 13,6666 13,4997 13,2147 12,9353 12,7035 12,4835 12,2362 11,9578 11,6712 11,4078 11,1603 10,8391 10,3393 9,6445 8,8034 7,8482 6,7974 5,7000 4,6326 3,6782 2,9132 2,3653 1,9842 1,6949 1,4578 1,2581 1,0655 0,8268 0,5012 0,1077 -0,2802 -0,5918 -0,7871 -0,8302 -0,6686 -0,2589 0,3865 1,1799 1,9892 2,6830 3,1404 3,2498 2,9519 2,2725 1,2779 0,0295 -1,3843 -2,8042 -4,0243 -4,8630 -5,2132 -5,0513 -4,4300 -3,4684 -2,3305 -1,1859 -0,1756 0,5907 1,0292 1,0956 0,8217 0,3529 -0,0773 -0,2824 -0,2593 -0,1814 -0,2575 -0,5804 -1,0805 -1,5990 -1,9813 -2,1269 -2,0245 -1,7453 -1,3801 -0,9978 -0,6516 -0,3696 -0,1367 0,0855 0,3194 0,5481 0,7096 0,7105 0,4754 0,0079 -0,5891 -1,1602 -1,5844 -1,8445 -2,0279 -2,2577 -2,6122 -3,1000 -3,6769 -4,2576 -4,7553 -5,1527 -5,5079 -5,8925 -6,3330 -6,7676 -7,0635 -7,1167 -6,9254 -6,5700 -6,1490 -5,7414 -5,4173 -5,2559 -5,3216 -5,6205 -6,1089 -6,7481 -7,5126 -8,3456 -9,1614 -9,9017 -10,5525 -11,0863 -11,4059 -11,3831 -10,9815 -10,3412 -9,7177 -9,3263 -9,2366 -9,3946 -9,7137 -10,1157 -10,5031 -10,7554 -10,7830 -10,5721 -10,1835 -9,7191 -9,2820 -8,9549 -8,7851 -8,7640 -8,8390 -8,9698 -9,1550 -9,3909 -9,6390 -9,8422 -9,9440 -9,8952 -9,6763 -9,3252 -8,9194 -8,5232 -8,1545 -7,7793 -7,3502 -6,9032 -6,5980 -6,6021 -6,9656 -7,6293 -8,4829 -9,4010 -10,2695 -10,9921 -11,4827 -11,6800 -11,5632 -11,1462 -10,4763 -9,6480 -8,7967 -8,0712 -7,5942 -7,4135 -7,4845 -7,7133 -8,0127 -8,3301 -8,6582 -9,0278 -9,4687 -9,9700 -10,4752 -10,9032 -11,1881 -11,3291 -11,3779 -11,3551 -11,2127 -10,8979 -10,4088 -9,7794 -9,0598 -8,3151 -7,6022 -6,9451 -6,3640 -5,9079 -5,6288 -5,5326 -5,5547 -5,5771 -5,4972 -5,2927 -5,0142 -4,7334 -4,5127 -4,3834 -4,3282 -4,3139 -4,3564 -4,5220 -4,8591 -5,3498 -5,9038 -6,3808 -6,6465 -6,6427 -6,4045 -6,0183 -5,5794 -5,1785 -4,8779 -4,6718 -4,5109 -4,3972 -4,4099 -4,6295 -5,0677 -5,6589 -6,2857 -6,8145 -7,1395 -7,2206 -7,0918 -6,8421 -6,5837 -6,3874 -6,2127 -5,9203 -5,3956 -4,6597 -3,8337 -3,0307 -2,3015 -1,6443 -1,0514 -0,5587 -0,2441 -0,1847 -0,4056 -0,8369 -1,3187 -1,6717 -1,7793 -1,6235 -1,2768 -0,8583 -0,4712 -0,1675 0,0423 0,1697 0,2489 0,3601 0,6370 1,1896 1,9916 2,8787 3,6650 4,2215 4,4640 4,3452 3,8902 3,2086 2,4528 1,7576 1,2014 0,7975 0,5086 0,2844 0,0936 -0,0816 -0,2685 -0,4961 -0,7442 -0,9025 -0,8280 -0,4765 0,0498 0,5830 0,9685 1,0975 0,9384 0,5468 0,0311 -0,4953 -0,9414 -1,2458 -1,3846 -1,3678 -1,2056 -0,8821 -0,3712 0,3372 1,2312 2,2668 3,3365 4,2715 4,9099 5,1647 5,0378 4,6055 3,9919 3,3207 2,6660 2,0337 1,3889 0,7175 0,0615 -0,5060 -0,9254 -1,1707 -1,2325 -1,0939 -0,7453 -0,2241 0,3817 0,9779 1,5001 1,9116 2,1783 2,2581 2,1232 1,7804 1,2758 0,6877 0,1165 -0,3136 -0,4429 -0,1260 0,6471 1,6872 2,6912 3,3819 3,5930 3,3121 2,6759 1,8927 1,1622 0,6376 0,3910 0,3840 0,4879 0,5533 0,4937 0,3195 0,0953 -0,1256 -0,3279 -0,5081 -0,6318 -0,6278 -0,4255 0,0011 0,6141 1,3290 2,0486 2,6782 3,1277 3,3278 3,2703 3,0215 2,6764 2,3154 1,9973 1,7428 1,5234 1,3101 1,1279 1,0392 1,0694 1,1461 1,1300 0,9334 0,5884 0,1734 -0,2781 -0,7584 -1,2360 -1,6730 -2,0517 -2,3529 -2,5387 -2,5779 -2,4839 -2,3191 -2,1601 -2,0441 -1,9478 -1,8315 -1,6894 -1,5393 -1,3726 -1,1381 -0,7859 -0,3227 0,1881 0,6592 1,0005 1,1469 1,1045 0,9598 0,8359 0,8428 1,0314 1,3568 1,6889 1,8719 1,7962 1,4391 0,8515 0,1131 -0,6856 -1,4347 -2,0173 -2,3541 -2,4439 -2,3572 -2,1824 -1,9788 -1,7663 -1,5402 -1,3029 -1,0963 -0,9931 -1,0311 -1,1597 -1,2747
Fz    -0,8045 -0,7668 -0,5846 -0,2626 0,1554 0,5930 0,9680 1,2284 1,3634 1,3922 1,3501 1,2665 1,1442 0,9668 0,7209 0,4071 0,0503 -0,2931 -0,5578 -0,7065 -0,7429 -0,7052 -0,6535 -0,6476 -0,7187 -0,8562 -1,0211 -1,1748 -1,2978 -1,3859 -1,4405 -1,4642 -1,4532 -1,3953 -1,2799 -1,1096 -0,9008 -0,6781 -0,4630 -0,2622 -0,0622 0,1632 0,4343 0,7479 1,0805 1,4063 1,7052 1,9667 2,1923 2,3858 2,5445 2,6621 2,7340 2,7643 2,7748 2,7917 2,8195 2,8338 2,8002 2,7003 2,5425 2,3469 2,1217 1,8687 1,6060 1,3664 1,1784 1,0653 1,0477 1,1272 1,2738 1,4303 1,5287 1,5187 1,3926 1,1848 0,9506 0,7406 0,5884 0,5147 0,5321 0,6365 0,7983 0,9741 1,1333 1,2775 1,4268 1,5853 1,7285 1,8253 1,8588 1,8320 1,7645 1,6773 1,5694 1,4105 1,1621 0,8104 0,3810 -0,0727 -0,4987 -0,8711 -1,1929 -1,4720 -1,6957 -1,8245 -1,8085 -1,6136 -1,2439 -0,7412 -0,1647 0,4282 0,9876 1,4707 1,8441 2,0906 2,2095 2,2178 2,1597 2,1042 2,1159 2,2324 2,4612 2,7805 3,1443 3,5019 3,8124 4,0440 4,1829 4,2517 4,3076 4,4111 4,5926 4,8451 5,1394 5,4395 5,7161 5,9520 6,1350 6,2535 6,3084 6,3220 6,3325 6,3800 6,4912 6,6658 6,8702 7,0521 7,1728 7,2266 7,2283 7,1910 7,1263 7,0582 7,0243 7,0571 7,1666 7,3359 7,5272 7,6941 7,7977 7,8083 7,7020 7,4749 7,1560 6,7898 6,4113 6,0453 5,7137 5,4286 5,1852 4,9689 4,7561 4,5046 4,1703 3,7392 3,2322 2,6867 2,1421 1,6329 1,1794 0,7847 0,4468 0,1672 -0,0559 -0,2278 -0,3526 -0,4342 -0,4816 -0,5087 -0,5238 -0,5220 -0,4921 -0,4320 -0,3505 -0,2548 -0,1458 -0,0258 0,0988 0,2242 0,3507 0,4710 0,5602 0,5861 0,5380 0,4362 0,3052 0,1503 -0,0248 -0,1922 -0,3081 -0,3386 -0,2696 -0,0971 0,1767 0,5317 0,9236 1,2994 1,6186 1,8565 1,9926 2,0050 1,8833 1,6560 1,3962 1,1843 1,0572 0,9944 0,9467 0,8791 0,7927 0,7140 0,6725 0,6841 0,7416 0,8237 0,9155 1,0138 1,1147 1,2129 1,3139 1,4321 1,5727 1,7185 1,8328 1,8723 1,8055 1,6274 1,3626 1,0544 0,7417 0,4369 0,1255 -0,2076 -0,5532 -0,8798 -1,1543 -1,3566 -1,4834 -1,5512 -1,5891 -1,6250 -1,6732 -1,7242 -1,7545 -1,7551 -1,7454 -1,7571 -1,8077 -1,8936 -2,0077 -2,1545 -2,3372 -2,5383 -2,7270 -2,8875 -3,0251 -3,1507 -3,2737 -3,4075 -3,5651 -3,7453 -3,9211 -4,0468 -4,0826 -4,0238 -3,9074 -3,7877 -3,7039 -3,6687 -3,6786 -3,7216 -3,7693 -3,7761 -3,7041 -3,5489 -3,3453 -3,1487 -3,0112 -2,9639 -3,0071 -3,1094 -3,2228 -3,3128 -3,3756 -3,4275 -3,4846 -3,5554 -3,6380 -3,7192 -3,7838 -3,8276 -3,8577 -3,8810 -3,8984 -3,9082 -3,9083 -3,9120 -3,9602 -4,1008 -4,3553 -4,7109 -5,1239 -5,5264 -5,8471 -6,0397 -6,0963 -6,0415 -5,9119 -5,7349 -5,5252 -5,3051 -5,1179 -5,0185 -5,0487 -5,2144 -5,4793 -5,7834 -6,0740 -6,3236 -6,5323 -6,7161 -6,8842 -7,0252 -7,1131 -7,1193 -7,0247 -6,8337 -6,5739 -6,2769 -5,9622 -5,6393 -5,3131 -4,9813 -4,6344 -4,2653 -3,8723 -3,4602 -3,0445 -2,6516 -2,3040 -2,0012 -1,7127 -1,3911 -1,0076 -0,5801 -0,1666 0,1671 0,3734 0,4370 0,3798 0,2469 0,0767 -0,1176 -0,3365 -0,5740 -0,8068 -0,9985 -1,1197 -1,1697 -1,1764 -1,1787 -1,2120 -1,2999 -1,4477 -1,6395 -1,8503 -2,0666 -2,2872 -2,5111 -2,7309 -2,9330 -3,0958 -3,1916 -3,1974 -3,1124 -2,9607 -2,7790 -2,6014 -2,4481 -2,3164 -2,1867 -2,0478 -1,9136 -1,7995 -1,6907 -1,5482 -1,3408 -1,0647 -0,7452 -0,4282 -0,1655 0,0052 0,0784 0,0809 0,0528 0,0231 -0,0024 -0,0350 -0,0838 -0,1370 -0,1663 -0,1481 -0,0798 0,0301 0,1860 0,4143 0,7347 1,1225 1,5070 1,8034 1,9391 1,8705 1,5965 1,1645 0,6553 0,1544 -0,2756 -0,6057 -0,8365 -0,9867 -1,0797 -1,1375 -1,1799 -1,2294 -1,3118 -1,4409 -1,5947 -1,7198 -1,7748 -1,7608 -1,7140 -1,6835 -1,7071 -1,7885 -1,8942 -1,9750 -1,9953 -1,9469 -1,8410 -1,6981 -1,5410 -1,3820 -1,2102 -0,9992 -0,7293 -0,3983 -0,0178 0,3873 0,7751 1,0954 1,3063 1,3879 1,3503 1,2324 1,0800 0,9175 0,7357 0,5093 0,2274 -0,0949 -0,4289 -0,7504 -1,0452 -1,3026 -1,5073 -1,6413 -1,6940 -1,6728 -1,6020 -1,5109 -1,4213 -1,3473 -1,3021 -1,2993 -1,3497 -1,4574 -1,6151 -1,8008 -1,9698 -2,0536 -1,9868 -1,7518 -1,4021 -1,0420 -0,7823 -0,6983 -0,8014 -1,0402 -1,3344 -1,6065 -1,7963 -1,8742 -1,8484 -1,7583 -1,6562 -1,5837 -1,5555 -1,5624 -1,5872 -1,6210 -1,6641 -1,7123 -1,7441 -1,7265 -1,6317 -1,4477 -1,1794 -0,8458 -0,4781 -0,1161 0,1982 0,4315 0,5664 0,5998 0,5435 0,4294 0,2983 0,1775 0,0752 -0,0054 -0,0584 -0,0828 -0,0967 -0,1361 -0,2290 -0,3744 -0,5569 -0,7692 -1,0063 -1,2518 -1,4870 -1,7067 -1,9153 -2,1121 -2,2863 -2,4230 -2,5125 -2,5544 -2,5559 -2,5261 -2,4737 -2,4078 -2,3308 -2,2299 -2,0806 -1,8671 -1,5978 -1,3012 -1,0154 -0,7845 -0,6448 -0,6030 -0,6298 -0,6774 -0,6999 -0,6739 -0,6158 -0,5797 -0,6283 -0,7948 -1,0651 -1,3940 -1,7385 -2,0713 -2,3706 -2,6133 -2,7832 -2,8851 -2,9441 -2,9899 -3,0400 -3,0911 -3,1221 -3,1139 -3,0714 -3,0227 -2,9896 -2,9625 -2,9094
F3    -0,0930 -0,1820 -0,0439 0,3417 0,9148 1,5512 2,1131 2,5067 2,6998 2,7077 2,5775 2,3647 2,1028 1,7979 1,4465 1,0548 0,6601 0,3330 0,1346 0,0719 0,1017 0,1581 0,1725 0,0915 -0,1004 -0,3773 -0,6944 -1,0136 -1,3122 -1,5743 -1,7866 -1,9420 -2,0367 -2,0687 -2,0464 -1,9914 -1,9289 -1,8781 -1,8436 -1,8095 -1,7399 -1,5915 -1,3333 -0,9643 -0,5086 0,0045 0,5402 1,0538 1,5027 1,8570 2,1110 2,2880 2,4160 2,5128 2,6020 2,7131 2,8484 2,9695 3,0216 2,9726 2,8394 2,6711 2,5031 2,3469 2,2184 2,1411 2,1259 2,1770 2,3020 2,4929 2,7141 2,9103 3,0200 2,9996 2,8539 2,6352 2,4061 2,2017 2,0258 1,8772 1,7718 1,7305 1,7476 1,7843 1,8071 1,8249 1,8753 1,9742 2,0913 2,1789 2,2056 2,1677 2,0804 1,9547 1,7729 1,4929 1,0814 0,5478 -0,0504 -0,6325 -1,1370 -1,5480 -1,8840 -2,1612 -2,3639 -2,4490 -2,3730 -2,1119 -1,6707 -1,0848 -0,4089 0,2982 0,9847 1,6100 2,1481 2,5859 2,9158 3,1345 3,2625 3,3524 3,4712 3,6830 4,0334 4,5227 5,0928 5,6535 6,1125 6,3918 6,4533 6,3323 6,1331 5,9759 5,9333 6,0094 6,1643 6,3509 6,5405 6,7280 6,9142 7,0923 7,2562 7,4091 7,5629 7,7381 7,9595 8,2357 8,5368 8,8064 9,0061 9,1391 9,2288 9,2869 9,3158 9,3326 9,3752 9,4824 9,6710 9,9291 10,2118 10,4482 10,5723 10,5462 10,3604 10,0372 9,6309 9,1990 8,7731 8,3701 8,0136 7,7275 7,5187 7,3757 7,2637 7,1151 6,8565 6,4535 5,9146 5,2694 4,5599 3,8347 3,1360 2,4980 1,9579 1,5443 1,2550 1,0674 0,9591 0,9057 0,8695 0,8074 0,6938 0,5371 0,3706 0,2273 0,1290 0,0964 0,1505 0,2933 0,4932 0,6974 0,8591 0,9450 0,9212 0,7530 0,4387 0,0244 -0,4306 -0,8898 -1,3268 -1,7021 -1,9716 -2,1127 -2,1288 -2,0290 -1,8150 -1,4976 -1,1162 -0,7294 -0,3902 -0,1392 -0,0123 -0,0358 -0,2058 -0,4688 -0,7314 -0,9140 -1,0041 -1,0572 -1,1473 -1,3097 -1,5187 -1,7149 -1,8461 -1,8913 -1,8698 -1,8225 -1,7712 -1,7070 -1,6173 -1,4992 -1,3461 -1,1446 -0,8913 -0,6072 -0,3391 -0,1458 -0,0758 -0,1461 -0,3357 -0,5949 -0,8713 -1,1371 -1,3950 -1,6584 -1,9264 -2,1816 -2,4051 -2,5841 -2,7136 -2,8014 -2,8635 -2,9172 -2,9769 -3,0380 -3,0746 -3,0758 -3,0702 -3,1050 -3,2051 -3,3573 -3,5325 -3,7100 -3,8773 -4,0236 -4,1514 -4,2915 -4,4819 -4,7306 -5,0159 -5,3197 -5,6382 -5,9592 -6,2419 -6,4275 -6,4733 -6,3881 -6,2363 -6,1006 -6,0353 -6,0532 -6,1445 -6,2871 -6,4313 -6,5039 -6,4489 -6,2632 -5,9955 -5,7204 -5,5104 -5,4132 -5,4319 -5,5156 -5,5868 -5,5940 -5,5344 -5,4301 -5,3027 -5,1710 -5,0489 -4,9379 -4,8342 -4,7422 -4,6694 -4,6107 -4,5508 -4,4773 -4,3879 -4,3064 -4,2930 -4,4094 -4,6764 -5,0740 -5,5536 -6,0421 -6,4538 -6,7158 -6,7896 -6,6801 -6,4241 -6,0653 -5,6443 -5,2123 -4,8384 -4,5913 -4,5110 -4,5883 -4,7708 -4,9932 -5,2112 -5,4156 -5,6297 -5,8906 -6,2144 -6,5719 -6,8997 -7,1279 -7,2100 -7,1482 -6,9857 -6,7652 -6,5020 -6,1992 -5,8629 -5,5005 -5,1227 -4,7492 -4,3991 -4,0797 -3,7965 -3,5651 -3,3985 -3,2873 -3,1911 -3,0482 -2,8056 -2,4583 -2,0561 -1,6782 -1,3999 -1,2638 -1,2602 -1,3429 -1,4740 -1,6507 -1,8899 -2,2006 -2,5627 -2,9239 -3,2249 -3,4343 -3,5548 -3,6050 -3,6093 -3,5959 -3,5843 -3,5699 -3,5368 -3,4917 -3,4714 -3,5153 -3,6395 -3,8263 -4,0293 -4,1894 -4,2560 -4,2066 -4,0519 -3,8302 -3,5954 -3,3926 -3,2318 -3,0872 -2,9338 -2,7799 -2,6484 -2,5335 -2,3938 -2,1824 -1,8822 -1,5249 -1,1761 -0,9006 -0,7324 -0,6588 -0,6279 -0,5782 -0,4749 -0,3268 -0,1739 -0,0537 0,0300 0,1054 0,2024 0,3333 0,4999 0,7109 0,9857 1,3249 1,6803 1,9706 2,1304 2,1297 1,9655 1,6593 1,2643 0,8538 0,4913 0,2040 -0,0197 -0,2119 -0,4025 -0,6031 -0,8081 -1,0102 -1,2154 -1,4415 -1,6929 -1,9336 -2,1032 -2,1697 -2,1524 -2,0994 -2,0630 -2,0836 -2,1685 -2,2888 -2,4044 -2,4866 -2,5211 -2,5004 -2,4210 -2,2837 -2,0831 -1,8034 -1,4301 -0,9639 -0,4215 0,1688 0,7590 1,2780 1,6520 1,8339 1,8170 1,6360 1,3559 1,0422 0,7262 0,3942 0,0121 -0,4348 -0,9196 -1,3841 -1,7636 -2,0089 -2,0967 -2,0282 -1,8262 -1,5364 -1,2192 -0,9294 -0,6975 -0,5276 -0,4139 -0,3562 -0,3621 -0,4429 -0,6047 -0,8373 -1,1102 -1,3686 -1,5319 -1,5208 -1,3115 -0,9626 -0,5888 -0,3142 -0,2322 -0,3692 -0,6773 -1,0655 -1,4355 -1,7040 -1,8293 -1,8288 -1,7651 -1,7093 -1,7055 -1,7576 -1,8445 -1,9433 -2,0397 -2,1241 -2,1817 -2,1876 -2,1141 -1,9440 -1,6803 -1,3430 -0,9559 -0,5422 -0,1354 0,2164 0,4680 0,5949 0,5924 0,4742 0,2789 0,0565 -0,1548 -0,3308 -0,4509 -0,4987 -0,4816 -0,4509 -0,4895 -0,6548 -0,9395 -1,3023 -1,7170 -2,1648 -2,6068 -2,9979 -3,3147 -3,5530 -3,7119 -3,7905 -3,7980 -3,7662 -3,7426 -3,7585 -3,8033 -3,8401 -3,8413 -3,7977 -3,7011 -3,5335 -3,2815 -2,9581 -2,6033 -2,2714 -2,0219 -1,9027 -1,9202 -2,0269 -2,1437 -2,1937 -2,1340 -1,9793 -1,7997 -1,6826 -1,6864 -1,8150 -2,0326 -2,2982 -2,5842 -2,8657 -3,1106 -3,2924 -3,4086 -3,4782 -3,5235 -3,5550 -3,5650 -3,5302 -3,4344 -3,2968 -3,1687 -3,0905 -3,0556 -3,0253
F7    0,1784 0,1707 0,3293 0,6739 1,1697 1,7254 2,2313 2,6135 2,8477 2,9375 2,9014 2,7649 2,5513 2,2777 1,9514 1,5763 1,1870 0,8698 0,7145 0,7433 0,9007 1,0901 1,2099 1,1862 0,9980 0,6695 0,2367 -0,2737 -0,8381 -1,4197 -1,9710 -2,4483 -2,8136 -3,0397 -3,1330 -3,1416 -3,1240 -3,1152 -3,1145 -3,0868 -2,9745 -2,7175 -2,2840 -1,7007 -1,0375 -0,3611 0,2758 0,8252 1,2506 1,5369 1,6980 1,7716 1,7906 1,7689 1,7274 1,7103 1,7674 1,9333 2,2087 2,5461 2,8649 3,0905 3,1829 3,1519 3,0537 2,9521 2,8778 2,8379 2,8405 2,8878 2,9629 3,0255 3,0172 2,8912 2,6525 2,3614 2,0915 1,8835 1,7368 1,6405 1,6052 1,6574 1,8012 1,9978 2,1953 2,3723 2,5330 2,6579 2,6901 2,5881 2,3739 2,1191 1,8940 1,7252 1,5824 1,3924 1,0763 0,5946 -0,0296 -0,7335 -1,4605 -2,1825 -2,8801 -3,5124 -4,0031 -4,2529 -4,1696 -3,7007 -2,8595 -1,7376 -0,4864 0,7331 1,7961 2,6305 3,2156 3,5745 3,7458 3,7514 3,6127 3,3895 3,1808 3,0985 3,2327 3,6088 4,1705 4,8132 5,4194 5,8747 6,1004 6,0965 5,9413 5,7384 5,5607 5,4281 5,3196 5,2050 5,0793 4,9692 4,9100 4,9232 5,0165 5,1876 5,4275 5,7389 6,1493 6,6829 7,3074 7,9314 8,4618 8,8458 9,0629 9,1103 9,0128 8,8346 8,6632 8,5676 8,5756 8,6859 8,8833 9,1343 9,3848 9,5712 9,6414 9,5905 9,4703 9,3359 9,1929 9,0138 8,7898 8,5417 8,2971 8,0735 7,8548 7,5739 7,1580 6,5946 5,9191 5,1666 4,3687 3,5717 2,8303 2,1935 1,7013 1,3632 1,1411 0,9775 0,8330 0,6886 0,5272 0,3249 0,0645 -0,2372 -0,5285 -0,7590 -0,9037 -0,9497 -0,8760 -0,6577 -0,2941 0,1720 0,6682 1,1204 1,4520 1,5774 1,4312 1,0015 0,3198 -0,5601 -1,5537 -2,5352 -3,3640 -3,9343 -4,2056 -4,1923 -3,9359 -3,4938 -2,9394 -2,3535 -1,8096 -1,3714 -1,0943 -1,0135 -1,1224 -1,3505 -1,5712 -1,6767 -1,6668 -1,6493 -1,7471 -1,9994 -2,3412 -2,6582 -2,8463 -2,8442 -2,6599 -2,3641 -2,0402 -1,7484 -1,5269 -1,3869 -1,3032 -1,2340 -1,1513 -1,0533 -0,9663 -0,9418 -1,0293 -1,2338 -1,5007 -1,7460 -1,9070 -1,9808 -2,0274 -2,1282 -2,3299 -2,6257 -2,9697 -3,2970 -3,5541 -3,7389 -3,9015 -4,1009 -4,3600 -4,6342 -4,8286 -4,8649 -4,7326 -4,4805 -4,1757 -3,8779 -3,6399 -3,5125 -3,5309 -3,7009 -4,0082 -4,4371 -4,9628 -5,5293 -6,0673 -6,5385 -6,9415 -7,2653 -7,4506 -7,4190 -7,1551 -6,7550 -6,3812 -6,1657 -6,1483 -6,2915 -6,5376 -6,8343 -7,1147 -7,2976 -7,3270 -7,1990 -6,9547 -6,6582 -6,3736 -6,1506 -6,0131 -5,9512 -5,9330 -5,9352 -5,9563 -5,9973 -6,0449 -6,0735 -6,0490 -5,9335 -5,7056 -5,3786 -4,9892 -4,5712 -4,1408 -3,6899 -3,2037 -2,7208 -2,3596 -2,2415 -2,4048 -2,8085 -3,3768 -4,0277 -4,6889 -5,2940 -5,7724 -6,0633 -6,1388 -6,0087 -5,7161 -5,3309 -4,9355 -4,6092 -4,4148 -4,3781 -4,4788 -4,6708 -4,9060 -5,1471 -5,3781 -5,6104 -5,8634 -6,1347 -6,3961 -6,6128 -6,7672 -6,8729 -6,9570 -7,0114 -6,9804 -6,8144 -6,5116 -6,1075 -5,6532 -5,2025 -4,7897 -4,4188 -4,0902 -3,8253 -3,6499 -3,5652 -3,5358 -3,4990 -3,3994 -3,2223 -2,9893 -2,7363 -2,5032 -2,3230 -2,2059 -2,1485 -2,1636 -2,2796 -2,5090 -2,8321 -3,1967 -3,5203 -3,7172 -3,7453 -3,6217 -3,3956 -3,1235 -2,8669 -2,6756 -2,5544 -2,4756 -2,4363 -2,4773 -2,6404 -2,9290 -3,3066 -3,7108 -4,0697 -4,3204 -4,4324 -4,4186 -4,3325 -4,2455 -4,1987 -4,1608 -4,0417 -3,7658 -3,3410 -2,8436 -2,3497 -1,8925 -1,4658 -1,0602 -0,6988 -0,4325 -0,3094 -0,3491 -0,5217 -0,7465 -0,9286 -1,0043 -0,9609 -0,8291 -0,6635 -0,5126 -0,3986 -0,3201 -0,2632 -0,2040 -0,0998 0,1124 0,4742 0,9507 1,4395 1,8418 2,1008 2,1847 2,0778 1,8004 1,4152 1,0025 0,6270 0,3210 0,0857 -0,1021 -0,2743 -0,4539 -0,6559 -0,8967 -1,1838 -1,4812 -1,6944 -1,7216 -1,5422 -1,2370 -0,9234 -0,6936 -0,5984 -0,6459 -0,8107 -1,0486 -1,3067 -1,5286 -1,6661 -1,6948 -1,6198 -1,4554 -1,2034 -0,8544 -0,4005 0,1581 0,8031 1,4753 2,0722 2,4878 2,6590 2,5800 2,2921 1,8672 1,3816 0,8896 0,4073 -0,0772 -0,5711 -1,0526 -1,4755 -1,7911 -1,9677 -1,9963 -1,8800 -1,6300 -1,2763 -0,8713 -0,4718 -0,1150 0,1850 0,4135 0,5384 0,5235 0,3584 0,0785 -0,2440 -0,5306 -0,7119 -0,7161 -0,4779 0,0036 0,6227 1,2097 1,6129 1,7458 1,6063 1,2679 0,8345 0,4004 0,0387 -0,2126 -0,3652 -0,4698 -0,5847 -0,7384 -0,9145 -1,0719 -1,1799 -1,2349 -1,2433 -1,1928 -1,0471 -0,7704 -0,3561 0,1611 0,7202 1,2600 1,7264 2,0639 2,2199 2,1754 1,9664 1,6639 1,3425 1,0656 0,8633 0,7215 0,6165 0,5541 0,5641 0,6578 0,7897 0,8705 0,8412 0,7218 0,5652 0,3897 0,1869 -0,0402 -0,2780 -0,5136 -0,7255 -0,8811 -0,9569 -0,9605 -0,9277 -0,8977 -0,8827 -0,8589 -0,7958 -0,6900 -0,5620 -0,4272 -0,2789 -0,1026 0,0955 0,2840 0,4237 0,4796 0,4295 0,2825 0,0861 -0,0912 -0,1862 -0,1719 -0,0765 0,0307 0,0754 0,0082 -0,1833 -0,4842 -0,8683 -1,2956 -1,7033 -2,0186 -2,1918 -2,2189 -2,1367 -1,9920 -1,8160 -1,6226 -1,4200 -1,2262 -1,0799 -1,0284 -1,0915 -1,2367 -1,3992
