Fp1   -3,1975 -3,9499 -4,5401 -4,9249 -5,0958 -5,0694 -4,8769 -4,5574 -4,1482 -3,6719 -3,1347 -2,5430 -1,9218 -1,3099 -0,7411 -0,2357 0,1988 0,5727 0,9126 1,2501 1,6069 1,9813 2,3514 2,6952 3,0050 3,2794 3,5156 3,7133 3,8737 3,9934 4,0646 4,0755 4,0036 3,8179 3,4955 3,0382 2,4802 1,8796 1,2950 0,7610 0,2822 -0,1554 -0,5634 -0,9318 -1,2243 -1,3914 -1,3939 -1,2238 -0,8989 -0,4418 0,1321 0,8083 1,5640 2,3638 3,1586 3,8946 4,5293 5,0394 5,4209 5,6863 5,8583 5,9569 5,9900 5,9632 5,8970 5,8276 5,7848 5,7677 5,7412 5,6587 5,4924 5,2439 4,9305 4,5718 4,1919 3,8206 3,4835 3,1925 2,9569 2,8005 2,7576 2,8483 3,0559 3,3325 3,6234 3,8867 4,0987 4,2534 4,3592 4,4328 4,4882 4,5252 4,5340 4,5148 4,4854 4,4676 4,4675 4,4716 4,4564 4,3983 4,2850 4,1209 3,9176 3,6811 3,4153 3,1373 2,8820 2,6867 2,5657 2,4931 2,4063 2,2296 1,9109 1,4520 0,9093 0,3689 -0,0853 -0,4019 -0,5805 -0,6645 -0,7116 -0,7654 -0,8438 -0,9432 -1,0435 -1,1072 -1,0833 -0,9268 -0,6215 -0,1863 0,3392 0,9120 1,4970 2,0687 2,6091 3,1105 3,5824 4,0487 4,5348 5,0535 5,5980 6,1478 6,6817 7,1873 7,6541 8,0629 8,3900 8,6239 8,7742 8,8587 8,8814 8,8305 8,6981 8,4973 8,2541 7,9936 7,7431 7,5375 7,4011 7,3272 7,2871 7,2537 7,2117 7,1551 7,0833 6,9981 6,9072 6,8265 6,7736 6,7620 6,7970 6,8733 6,9745 7,0773 7,1575 7,1926 7,1673 7,0807 6,9433 6,7647 6,5484 6,2995 6,0287 5,7464 5,4568 5,1669 4,8982 4,6809 4,5345 4,4549 4,4186 4,3984 4,3787 4,3601 4,3549 4,3796 4,4486 4,5679 4,7299 4,9150 5,0988 5,2582 5,3728 5,4279 5,4259 5,3936 5,3744 5,4126 5,5410 5,7695 6,0754 6,4042 6,6868 6,8668 6,9223 6,8654 6,7225 6,5224 6,2967 6,0770 5,8821 5,7116 5,5472 5,3637 5,1414 4,8701 4,5515 4,2064 3,8733 3,5920 3,3947 3,3042 3,3256 3,4310 3,5625 3,6593 3,6904 3,6622 3,6029 3,5391 3,4832 3,4348 3,3930 3,3621 3,3411 3,3100 3,2382 3,1016 2,8848 2,5710 2,1436 1,6047 0,9887 0,3560 -0,2287 -0,7157 -1,0720 -1,2723 -1,3019 -1,1746 -0,9333 -0,6236 -0,2666 0,1376 0,5818 1,0347 1,4534 1,8039 2,0642 2,2236 2,2899 2,2965 2,2946 2,3285 2,4114 2,5235 2,6315 2,7093 2,7488 2,7607 2,7684 2,7938 2,8438 2,9043 2,9466 2,9438 2,8857 2,7839 2,6658 2,5545 2,4526 2,3506 2,2553 2,1991 2,2195 2,3341 2,5268 2,7493 2,9464 3,0900 3,1867 3,2526 3,2862 3,2673 3,1836 3,0568 2,9369 2,8707 2,8749 2,9309 2,9984 3,0301 2,9834 2,8333 2,5838 2,2621 1,9114 1,5891 1,3555 1,2496 1,2722 1,3886 1,5489 1,7167 1,8851 2,0653 2,2667 2,4930 2,7412 2,9963 3,2369 3,4470 3,6248 3,7833 3,9427 4,1120 4,2770 4,4091 4,4868 4,5068 4,4781 4,4073 4,2928 4,1266 3,8957 3,5896 3,2132 2,7920 2,3633 1,9636 1,6216 1,3531 1,1545 1,0033 0,8696 0,7336 0,5957 0,4707 0,3765 0,3311 0,3521 0,4450 0,5894 0,7450 0,8773 0,9818 1,0890 1,2437 1,4734 1,7758 2,1338 2,5300 2,9465 3,3582 3,7295 4,0157 4,1730 4,1740 4,0229 3,7600 3,4457 3,1387 2,8842 2,7107 2,6266 2,6210 2,6659 2,7233 2,7603 2,7569 2,6979 2,5685 2,3616 2,0933 1,8142 1,5964 1,4954 1,5209 1,6455 1,8344 2,0686 2,3447 2,6572 2,9894 3,3204 3,6328 3,9110 4,1399 4,3083 4,4049 4,4132 4,3178 4,1169 3,8175 3,4249 2,9460 2,4011 1,8339 1,3087 0,8946 0,6432 0,5710 0,6600 0,8769 1,1891 1,5677 1,9838 2,4062 2,8016 3,1363 3,3820 3,5232 3,5612 3,5190 3,4440 3,3936 3,4047 3,4744 3,5718 3,6640 3,7335 3,7800 3,8091 3,8246 3,8356 3,8607 3,9201 4,0195 4,1440 4,2654 4,3536 4,3776 4,3028 4,1033 3,7797 3,3657 2,9147 2,4784 2,0951 1,7890 1,5699 1,4283 1,3361 1,2589 1,1692 1,0568 0,9374 0,8491 0,8285 0,8860 1,0012 1,1393 1,2696 1,3768 1,4554 1,4969 1,4854 1,4047 1,2448 1,0117 0,7358 0,4654 0,2404 0,0701 -0,0670 -0,2077 -0,3893 -0,6329 -0,9291 -1,2396 -1,5166 -1,7195 -1,8206 -1,8071 -1,6889 -1,4933 -1,2420 -0,9373 -0,5726 -0,1484 0,3254 0,8384 1,3824 1,9444 2,5036 3,0352 3,5148 3,9270 4,2760 4,5848 4,8804 5,1804 5,4919 5,8136 6,1359 6,4408 6,7025 6,8891 6,9707 6,9385 6,8171 6,6571 6,5108 6,4105 6,3620 6,3554 6,3759 6,4067 6,4277 6,4157 6,3538 6,2429 6,0974 5,9294 5,7377 5,5169 5,2731 5,0262 4,7971 4,5965 4,4264 4,2890 4,1841 4,0988 4,0140 3,9220 3,8271 3,7312 3,6262 3,5048 3,3723 3,2449 3,1350 3,0365 2,9279 2,7883 2,6130 2,4157 2,2135 2,0050 1,7657 1,4641 1,0817 0,6262 0,1368 -0,3292 -0,7251 -1,0370 -1,2836 -1,5026 -1,7339 -2,0075 -2,3340 -2,6959 -3,0511 -3,3542 -3,5814 -3,7332 -3,8193 -3,8451 -3,8069 -3,7027 -3,5483 -3,3801 -3,2411 -3,1666 -3,1796 -3,2886 -3,4821 -3,7251 -3,9681 -4,1644 -4,2835 -4,3142 -4,2600 -4,1346 -3,9585 -3,7530 -3,5354 -3,3192
Fz    -4,5268 -5,4367 -6,2707 -7,0001 -7,5833 -7,9688 -8,1083 -7,9732 -7,5687 -6,9364 -6,1419 -5,2568 -4,3448 -3,4513 -2,5946 -1,7689 -0,9598 -0,1611 0,6178 1,3512 2,0048 2,5477 2,9682 3,2831 3,5289 3,7403 3,9386 4,1372 4,3468 4,5700 4,7913 4,9748 5,0755 5,0551 4,8945 4,5991 4,1994 3,7438 3,2806 2,8389 2,4226 2,0241 1,6438 1,2990 1,0198 0,8408 0,7933 0,8931 1,1340 1,4947 1,9476 2,4630 3,0120 3,5679 4,1066 4,6120 5,0835 5,5338 5,9732 6,3990 6,7937 7,1272 7,3638 7,4802 7,4782 7,3809 7,2165 7,0061 6,7613 6,4890 6,1971 5,8919 5,5713 5,2294 4,8717 4,5238 4,2198 3,9867 3,8410 3,7970 3,8677 4,0541 4,3359 4,6715 5,0078 5,2947 5,5004 5,6201 5,6768 5,7099 5,7559 5,8322 5,9349 6,0494 6,1599 6,2499 6,2998 6,2897 6,2036 6,0316 5,7751 5,4504 5,0789 4,6750 4,2451 3,7943 3,3284 2,8499 2,3502 1,8053 1,1821 0,4547 -0,3773 -1,2756 -2,1661 -2,9567 -3,5697 -3,9731 -4,1904 -4,2778 -4,2913 -4,2684 -4,2308 -4,1874 -4,1266 -4,0095 -3,7836 -3,4078 -2,8715 -2,1993 -1,4372 -0,6358 0,1611 0,9189 1,6138 2,2374 2,7968 3,3080 3,7936 4,2801 4,7883 5,3226 5,8671 6,3882 6,8470 7,2173 7,5018 7,7371 7,9816 8,2914 8,6957 9,1875 9,7303 10,2688 10,7386 11,0783 11,2463 11,2355 11,0694 10,7850 10,4199 10,0127 9,6056 9,2417 8,9537 8,7524 8,6248 8,5471 8,4994 8,4732 8,4672 8,4802 8,5104 8,5604 8,6403 8,7588 8,9078 9,0578 9,1710 9,2176 9,1829 9,0676 8,8859 8,6578 8,3971 8,1025 7,7587 7,3454 6,8509 6,2843 5,6728 5,0499 4,4437 3,8753 3,3631 2,9273 2,5929 2,3875 2,3322 2,4307 2,6687 3,0223 3,4605 3,9419 4,4206 4,8587 5,2337 5,5381 5,7768 5,9643 6,1140 6,2284 6,2961 6,2985 6,2211 6,0641 5,8460 5,6001 5,3692 5,1997 5,1304 5,1809 5,3441 5,5849 5,8492 6,0796 6,2302 6,2751 6,2087 6,0392 5,7864 5,4834 5,1728 4,8885 4,6422 4,4344 4,2748 4,1892 4,2056 4,3296 4,5329 4,7632 4,9659 5,1016 5,1505 5,1046 4,9645 4,7382 4,4360 4,0613 3,6093 3,0721 2,4460 1,7387 0,9766 0,2102 -0,4902 -1,0495 -1,4057 -1,5283 -1,4214 -1,1109 -0,6293 -0,0152 0,6820 1,4026 2,0871 2,6869 3,1688 3,5166 3,7371 3,8650 3,9554 4,0613 4,2122 4,4104 4,6384 4,8676 5,0676 5,2198 5,3288 5,4196 5,5206 5,6455 5,7863 5,9202 6,0202 6,0610 6,0209 5,8844 5,6489 5,3348 4,9884 4,6697 4,4297 4,2935 4,2544 4,2771 4,3149 4,3377 4,3455 4,3628 4,4248 4,5615 4,7877 5,1015 5,4841 5,8993 6,2974 6,6273 6,8499 6,9444 6,9037 6,7291 6,4299 6,0227 5,5347 5,0079 4,4921 4,0269 3,6308 3,3030 3,0333 2,8170 2,6687 2,6172 2,6839 2,8686 3,1485 3,4825 3,8232 4,1377 4,4173 4,6697 4,9040 5,1160 5,2827 5,3714 5,3590 5,2465 5,0578 4,8266 4,5802 4,3307 4,0752 3,8054 3,5183 3,2244 2,9474 2,7144 2,5441 2,4408 2,3917 2,3696 2,3486 2,3199 2,2890 2,2631 2,2431 2,2244 2,2002 2,1646 2,1143 2,0511 1,9846 1,9340 1,9263 1,9871 2,1310 2,3605 2,6754 3,0790 3,5698 4,1270 4,7084 5,2652 5,7591 6,1690 6,4914 6,7381 6,9270 7,0696 7,1662 7,2090 7,1848 7,0752 6,8595 6,5248 6,0799 5,5571 5,0000 4,4486 3,9320 3,4753 3,1095 2,8683 2,7697 2,8040 2,9442 3,1656 3,4550 3,8080 4,2190 4,6716 5,1355 5,5693 5,9265 6,1679 6,2747 6,2565 6,1468 5,9932 5,8401 5,7075 5,5820 5,4327 5,2366 4,9915 4,7137 4,4310 4,1739 3,9689 3,8365 3,7900 3,8305 3,9409 4,0918 4,2530 4,4005 4,5141 4,5787 4,5910 4,5631 4,5221 4,5054 4,5452 4,6466 4,7829 4,9127 5,0004 5,0298 5,0078 4,9567 4,9040 4,8791 4,9096 5,0139 5,1932 5,4322 5,7057 5,9848 6,2370 6,4240 6,5077 6,4661 6,3067 6,0662 5,7960 5,5420 5,3286 5,1522 4,9844 4,7876 4,5383 4,2402 3,9213 3,6223 3,3862 3,2421 3,1923 3,2126 3,2635 3,3083 3,3290 3,3283 3,3130 3,2799 3,2133 3,0896 2,8866 2,5948 2,2251 1,8081 1,3830 0,9899 0,6617 0,4114 0,2273 0,0846 -0,0335 -0,1252 -0,1727 -0,1527 -0,0480 0,1432 0,4049 0,7133 1,0445 1,3765 1,6948 1,9964 2,2920 2,6002 2,9334 3,2882 3,6477 3,9881 4,2846 4,5261 4,7261 4,9193 5,1483 5,4506 5,8471 6,3357 6,8934 7,4834 8,0589 8,5666 8,9573 9,2012 9,2949 9,2560 9,1142 8,9090 8,6885 8,5013 8,3811 8,3332 8,3325 8,3389 8,3186 8,2532 8,1366 7,9664 7,7449 7,4847 7,2132 6,9700 6,7953 6,7175 6,7507 6,8958 7,1337 7,4238 7,7170 7,9692 8,1433 8,2099 8,1530 7,9725 7,6800 7,2917 6,8243 6,3002 5,7492 5,2015 4,6776 4,1851 3,7192 3,2716 2,8393 2,4248 2,0271 1,6395 1,2567 0,8783 0,5063 0,1416 -0,2181 -0,5763 -0,9309 -1,2652 -1,5468 -1,7358 -1,8009 -1,7315 -1,5404 -1,2537 -0,8983 -0,4994 -0,0917 0,2742 0,5439 0,6768 0,6564 0,4874 0,1939 -0,1779 -0,5605 -0,8826 -1,0936 -1,1742 -1,1300 -0,9796 -0,7497 -0,4710 -0,1776 0,0898 0,2832
F3    -5,5157 -6,2763 -6,9322 -7,4821 -7,8949 -8,1093 -8,0540 -7,6795 -6,9855 -6,0329 -4,9316 -3,8039 -2,7439 -1,7948 -0,9479 -0,1609 0,6122 1,3912 2,1550 2,8509 3,4198 3,8218 4,0517 4,1370 4,1145 4,0091 3,8379 3,6304 3,4352 3,2985 3,2325 3,2083 3,1867 3,1525 3,1175 3,0991 3,1001 3,0975 3,0440 2,8819 2,5705 2,1182 1,5920 1,0844 0,6646 0,3626 0,1877 0,1486 0,2505 0,4812 0,8087 1,1896 1,5795 1,9464 2,2834 2,6090 2,9566 3,3576 3,8242 4,3430 4,8804 5,3901 5,8236 6,1444 6,3365 6,4013 6,3527 6,2133 6,0103 5,7715 5,5187 5,2581 4,9755 4,6432 4,2426 3,7862 3,3182 2,8949 2,5643 2,3571 2,2880 2,3643 2,5874 2,9346 3,3403 3,7131 3,9823 4,1314 4,2029 4,2757 4,4218 4,6732 5,0213 5,4345 5,8629 6,2390 6,4927 6,5759 6,4789 6,2280 5,8693 5,4428 4,9692 4,4560 3,9085 3,3259 2,6952 1,9981 1,2236 0,3762 -0,5201 -1,4199 -2,2630 -2,9875 -3,5441 -3,9075 -4,0840 -4,1165 -4,0773 -4,0385 -4,0355 -4,0613 -4,0905 -4,1041 -4,0886 -4,0255 -3,8859 -3,6374 -3,2562 -2,7356 -2,0891 -1,3466 -0,5496 0,2498 0,9987 1,6628 2,2355 2,7289 3,1638 3,5675 3,9747 4,4190 4,9100 5,4163 5,8793 6,2538 6,5425 6,7914 7,0573 7,3797 7,7734 8,2322 8,7346 9,2417 9,6959 10,0313 10,1946 10,1672 9,9658 9,6221 9,1714 8,6590 8,1422 7,6815 7,3309 7,1187 7,0303 7,0230 7,0626 7,1386 7,2489 7,3795 7,5036 7,5968 7,6543 7,6864 7,6967 7,6720 7,5970 7,4745 7,3310 7,2054 7,1320 7,1300 7,1957 7,2942 7,3558 7,2952 7,0508 6,6186 6,0494 5,4128 4,7634 4,1321 3,5394 3,0097 2,5762 2,2775 2,1450 2,1852 2,3769 2,6877 3,0913 3,5693 4,1044 4,6705 5,2297 5,7332 6,1310 6,3905 6,5151 6,5429 6,5269 6,5031 6,4635 6,3593 6,1413 5,7993 5,3722 4,9380 4,5996 4,4533 4,5449 4,8460 5,2689 5,7079 6,0721 6,2934 6,3262 6,1568 5,8124 5,3516 4,8419 4,3463 3,9100 3,5513 3,2735 3,0887 3,0193 3,0735 3,2204 3,3866 3,4813 3,4367 3,2313 2,8888 2,4648 2,0233 1,6094 1,2375 0,9029 0,5917 0,2743 -0,0964 -0,5607 -1,1136 -1,6933 -2,2084 -2,5746 -2,7336 -2,6549 -2,3308 -1,7798 -1,0525 -0,2275 0,6035 1,3483 1,9292 2,3074 2,5062 2,6026 2,6830 2,7997 2,9653 3,1773 3,4319 3,7107 3,9714 4,1644 4,2588 4,2569 4,1906 4,1054 4,0422 4,0295 4,0876 4,2244 4,4181 4,6071 4,7075 4,6527 4,4269 4,0697 3,6503 3,2374 2,8849 2,6194 2,4280 2,2712 2,1232 1,9989 1,9458 2,0214 2,2729 2,7136 3,3070 3,9731 4,6078 5,1056 5,3911 5,4562 5,3591 5,1766 4,9556 4,7034 4,4013 4,0263 3,5763 3,0829 2,5926 2,1425 1,7541 1,4467 1,2485 1,1938 1,3077 1,5888 2,0004 2,4726 2,9209 3,2851 3,5612 3,7915 4,0219 4,2668 4,5034 4,6816 4,7419 4,6426 4,3846 4,0127 3,5942 3,1927 2,8526 2,5901 2,3916 2,2276 2,0717 1,9058 1,7159 1,4958 1,2512 0,9940 0,7376 0,5051 0,3293 0,2348 0,2313 0,3180 0,4758 0,6552 0,7861 0,8068 0,6886 0,4465 0,1381 -0,1579 -0,3751 -0,4785 -0,4581 -0,3153 -0,0538 0,3170 0,7750 1,2899 1,8367 2,4003 2,9656 3,5114 4,0118 4,4414 4,7836 5,0357 5,2002 5,2680 5,2098 4,9867 4,5747 3,9870 3,2749 2,5088 1,7566 1,0727 0,4992 0,0690 -0,1967 -0,2912 -0,2162 0,0260 0,4332 0,9965 1,6891 2,4576 3,2296 3,9353 4,5188 4,9327 5,1401 5,1320 4,9395 4,6261 4,2640 3,9102 3,5965 3,3340 3,1221 2,9526 2,8017 2,6290 2,4000 2,1127 1,8032 1,5343 1,3763 1,3877 1,5988 2,0024 2,5494 3,1498 3,6891 4,0595 4,1922 4,0745 3,7486 3,2948 2,8062 2,3624 2,0156 1,7875 1,6672 1,6173 1,5897 1,5454 1,4724 1,3920 1,3414 1,3495 1,4326 1,5985 1,8465 2,1659 2,5356 2,9195 3,2678 3,5336 3,6943 3,7547 3,7337 3,6484 3,5007 3,2712 2,9280 2,4559 1,8836 1,2775 0,7058 0,2145 -0,1677 -0,4129 -0,4908 -0,3832 -0,1072 0,2841 0,7257 1,1610 1,5406 1,8132 1,9218 1,8142 1,4618 0,8753 0,1105 -0,7357 -1,5432 -2,1974 -2,6182 -2,7789 -2,7085 -2,4768 -2,1686 -1,8559 -1,5761 -1,3252 -1,0753 -0,8079 -0,5401 -0,3270 -0,2363 -0,3131 -0,5572 -0,9195 -1,3031 -1,5793 -1,6331 -1,4084 -0,9175 -0,2318 0,5343 1,2618 1,8798 2,3900 2,8427 3,2960 3,7920 4,3530 4,9774 5,6276 6,2339 6,7270 7,0685 7,2478 7,2655 7,1289 6,8554 6,4704 6,0105 5,5323 5,1089 4,8055 4,6559 4,6594 4,7922 5,0112 5,2569 5,4665 5,5938 5,6180 5,5371 5,3614 5,1138 4,8293 4,5491 4,3156 4,1642 4,1056 4,1188 4,1606 4,1835 4,1544 4,0619 3,9044 3,6790 3,3864 3,0358 2,6430 2,2268 1,8027 1,3777 0,9510 0,5216 0,1011 -0,2779 -0,5793 -0,8036 -1,0044 -1,2624 -1,6426 -2,1673 -2,8112 -3,5103 -4,1806 -4,7355 -5,0979 -5,2151 -5,0756 -4,7155 -4,2012 -3,6072 -3,0032 -2,4475 -1,9835 -1,6464 -1,4691 -1,4688 -1,6353 -1,9390 -2,3468 -2,8230 -3,3206 -3,7837 -4,1622 -4,4254 -4,5647 -4,5825 -4,4801 -4,2558 -3,9167 -3,4959 -3,0600 -2,6937
F7    -3,2009 -3,7860 -4,3336 -4,8560 -5,3485 -5,7825 -6,1013 -6,2298 -6,1037 -5,7001 -5,0492 -4,2211 -3,3028 -2,3752 -1,4900 -0,6567 0,1422 0,9157 1,6409 2,2717 2,7637 3,0956 3,2809 3,3661 3,4152 3,4875 3,6214 3,8275 4,0848 4,3439 4,5393 4,6075 4,5056 4,2253 3,7939 3,2591 2,6721 2,0825 1,5342 1,0521 0,6351 0,2687 -0,0533 -0,3212 -0,5249 -0,6703 -0,7752 -0,8477 -0,8741 -0,8288 -0,6925 -0,4610 -0,1445 0,2358 0,6518 1,0785 1,5085 1,9563 2,4426 2,9724 3,5279 4,0790 4,5932 5,0364 5,3705 5,5596 5,5872 5,4707 5,2565 4,9971 4,7307 4,4700 4,2059 3,9306 3,6557 3,4114 3,2327 3,1428 3,1434 3,2182 3,3435 3,4967 3,6577 3,8072 3,9248 3,9963 4,0282 4,0540 4,1194 4,2591 4,4812 4,7652 5,0690 5,3407 5,5324 5,6093 5,5531 5,3653 5,0681 4,6974 4,2949 3,9018 3,5490 3,2432 2,9655 2,6850 2,3792 2,0444 1,6938 1,3516 1,0478 0,8072 0,6282 0,4746 0,2916 0,0393 -0,2838 -0,6442 -1,0057 -1,3563 -1,7026 -2,0446 -2,3697 -2,6605 -2,8970 -3,0556 -3,1153 -3,0621 -2,8863 -2,5766 -2,1213 -1,5183 -0,7838 0,0462 0,9256 1,8131 2,6789 3,5042 4,2819 5,0155 5,7101 6,3623 6,9585 7,4716 7,8620 8,0956 8,1695 8,1199 8,0101 7,9101 7,8799 7,9587 8,1509 8,4157 8,6762 8,8492 8,8760 8,7399 8,4620 8,0846 7,6573 7,2314 6,8575 6,5851 6,4517 6,4538 6,5319 6,5991 6,5925 6,4980 6,3366 6,1413 5,9434 5,7701 5,6452 5,5885 5,6045 5,6731 5,7573 5,8228 5,8516 5,8454 5,8195 5,7937 5,7806 5,7706 5,7260 5,5986 5,3643 5,0518 4,7314 4,4681 4,2861 4,1720 4,1015 4,0640 4,0722 4,1541 4,3302 4,5911 4,8960 5,1940 5,4435 5,6170 5,6984 5,6805 5,5643 5,3615 5,1013 4,8294 4,5941 4,4242 4,3214 4,2669 4,2294 4,1746 4,0870 3,9914 3,9449 3,9961 4,1541 4,3903 4,6558 4,8984 5,0778 5,1761 5,1976 5,1556 5,0557 4,8881 4,6398 4,3200 3,9688 3,6323 3,3315 3,0557 2,7856 2,5195 2,2736 2,0649 1,9022 1,7842 1,6973 1,6204 1,5343 1,4272 1,2917 1,1183 0,8934 0,6065 0,2567 -0,1463 -0,5842 -1,0352 -1,4748 -1,8683 -2,1686 -2,3324 -2,3380 -2,1886 -1,9039 -1,5129 -1,0509 -0,5570 -0,0729 0,3598 0,7090 0,9663 1,1493 1,2895 1,4196 1,5647 1,7341 1,9156 2,0795 2,1872 2,1995 2,0843 1,8262 1,4371 0,9607 0,4633 0,0199 -0,3033 -0,4706 -0,4893 -0,3999 -0,2607 -0,1366 -0,0817 -0,1167 -0,2145 -0,3111 -0,3408 -0,2694 -0,1033 0,1197 0,3440 0,5153 0,5981 0,5857 0,5033 0,4033 0,3498 0,3951 0,5578 0,8094 1,0784 1,2698 1,2943 1,1064 0,7317 0,2560 -0,2195 -0,6170 -0,8924 -1,0289 -1,0328 -0,9292 -0,7525 -0,5367 -0,3110 -0,0948 0,1105 0,3223 0,5657 0,8582 1,2040 1,5934 2,0021 2,3946 2,7369 3,0078 3,2050 3,3419 3,4351 3,4913 3,5066 3,4766 3,4039 3,3002 3,1832 3,0694 2,9682 2,8723 2,7509 2,5599 2,2714 1,8947 1,4653 1,0196 0,5813 0,1627 -0,2256 -0,5616 -0,8125 -0,9545 -0,9870 -0,9265 -0,7960 -0,6229 -0,4383 -0,2680 -0,1269 -0,0209 0,0482 0,0794 0,0710 0,0276 -0,0266 -0,0436 0,0299 0,2168 0,4906 0,7944 1,0746 1,2974 1,4467 1,5247 1,5502 1,5519 1,5530 1,5544 1,5300 1,4459 1,2838 1,0457 0,7469 0,4035 0,0274 -0,3605 -0,7179 -0,9889 -1,1279 -1,1197 -0,9843 -0,7621 -0,4875 -0,1719 0,1909 0,6087 1,0762 1,5688 2,0467 2,4650 2,7777 2,9411 2,9243 2,7204 2,3520 1,8721 1,3513 0,8532 0,4126 0,0325 -0,2988 -0,5864 -0,8197 -0,9777 -1,0409 -0,9977 -0,8457 -0,5949 -0,2684 0,1061 0,5084 0,9328 1,3794 1,8299 2,2332 2,5271 2,6837 2,7292 2,7211 2,7083 2,7097 2,7151 2,7001 2,6424 2,5310 2,3664 2,1573 1,9195 1,6722 1,4301 1,1972 0,9768 0,7894 0,6748 0,6711 0,7918 1,0132 1,2759 1,5009 1,6154 1,5805 1,4096 1,1618 0,9085 0,6987 0,5437 0,4233 0,3025 0,1496 -0,0485 -0,2803 -0,5143 -0,7109 -0,8351 -0,8626 -0,7850 -0,6200 -0,4123 -0,2121 -0,0509 0,0610 0,1220 0,1265 0,0537 -0,1343 -0,4737 -0,9708 -1,5869 -2,2445 -2,8498 -3,3234 -3,6337 -3,8082 -3,9129 -4,0144 -4,1475 -4,3082 -4,4736 -4,6238 -4,7408 -4,7925 -4,7304 -4,5122 -4,1250 -3,5895 -2,9533 -2,2728 -1,5943 -0,9508 -0,3626 0,1673 0,6487 1,0914 1,4993 1,8717 2,2023 2,4811 2,7040 2,8818 3,0387 3,1981 3,3669 3,5369 3,6975 3,8441 3,9766 4,0996 4,2225 4,3545 4,4997 4,6614 4,8481 5,0667 5,3071 5,5321 5,6849 5,7124 5,5925 5,3447 5,0148 4,6498 4,2808 3,9229 3,5888 3,2970 3,0652 2,9006 2,7987 2,7431 2,7076 2,6660 2,6019 2,5101 2,3963 2,2741 2,1520 2,0219 1,8625 1,6561 1,3993 1,0998 0,7692 0,4212 0,0731 -0,2599 -0,5742 -0,8832 -1,2131 -1,5908 -2,0324 -2,5376 -3,0872 -3,6484 -4,1908 -4,6901 -5,1187 -5,4436 -5,6428 -5,7137 -5,6664 -5,5163 -5,2844 -5,0016 -4,7075 -4,4430 -4,2435 -4,1429 -4,1743 -4,3541 -4,6661 -5,0647 -5,4925 -5,8909 -6,2054 -6,3952 -6,4453 -6,3679 -6,1950 -5,9688 -5,7341 -5,5289 -5,3741 -5,2724 -5,2224 -5,2287
