Fp1   -1,6701 -1,6999 -1,7391 -1,8122 -1,9325 -2,0807 -2,2007 -2,2296 -2,1381 -1,9445 -1,6941 -1,4231 -1,1377 -0,8205 -0,4549 -0,0529 0,3362 0,6445 0,8189 0,8430 0,7405 0,5602 0,3515 0,1453 -0,0461 -0,2138 -0,3428 -0,4157 -0,4146 -0,3276 -0,1572 0,0849 0,3851 0,7196 1,0447 1,3084 1,4769 1,5505 1,5582 1,5337 1,4965 1,4544 1,4111 1,3633 1,3046 1,2375 1,1750 1,1321 1,1215 1,1503 1,2081 1,2580 1,2477 1,1380 0,9253 0,6422 0,3399 0,0680 -0,1339 -0,2344 -0,2154 -0,0856 0,1141 0,3209 0,4673 0,4977 0,3886 0,1610 -0,1334 -0,4413 -0,7235 -0,9526 -1,1086 -1,1846 -1,1906 -1,1422 -1,0492 -0,9175 -0,7553 -0,5710 -0,3670 -0,1413 0,1039 0,3530 0,5813 0,7716 0,9230 1,0455 1,1516 1,2519 1,3555 1,4709 1,6007 1,7298 1,8161 1,8006 1,6372 1,3237 0,9074 0,4569 0,0236 -0,3798 -0,7707 -1,1733 -1,5919 -1,9979 -2,3470 -2,6140 -2,8027 -2,9254 -2,9861 -2,9833 -2,9249 -2,8368 -2,7546 -2,7065 -2,7006 -2,7221 -2,7358 -2,6922 -2,5530 -2,3201 -2,0333 -1,7406 -1,4753 -1,2405 -1,0024 -0,7110 -0,3344 0,1220 0,6277 1,1526 1,6778 2,1807 2,6222 2,9587 3,1704 3,2779 3,3281 3,3665 3,4184 3,4823 3,5312 3,5340 3,4860 3,4152 3,3612 3,3513 3,3860 3,4432 3,4998 3,5481 3,5913 3,6301 3,6511 3,6299 3,5457 3,3902 3,1677 2,8912 2,5847 2,2904 2,0697 1,9864 2,0788 2,3393 2,7201 3,1563 3,5846 3,9555 4,2391 4,4267 4,5265 4,5532 4,5206 4,4453 4,3504 4,2624 4,2137 4,2368 4,3435 4,5092 4,6813 4,7937 4,7779 4,5810 4,1976 3,6927 3,1812 2,7673 2,4875 2,3034 2,1425 1,9528 1,7301 1,5068 1,3222 1,1972 1,1187 1,0420 0,9214 0,7419 0,5242 0,2997 0,0845 -0,1252 -0,3349 -0,5394 -0,7344 -0,9256 -1,1189 -1,3147 -1,5109 -1,7030 -1,8837 -2,0533 -2,2249 -2,4159 -2,6433 -2,9214 -3,2500 -3,6052 -3,9492 -4,2534 -4,5106 -4,7265 -4,9075 -5,0509 -5,1407 -5,1527 -5,0678 -4,8912 -4,6637 -4,4421 -4,2582 -4,0984 -3,9226 -3,6981 -3,4231 -3,1324 -2,8793 -2,7004 -2,5981 -2,5512 -2,5330 -2,5231 -2,5127 -2,5066 -2,5225 -2,5861 -2,7153 -2,8980 -3,0844 -3,2111 -3,2427 -3,1888 -3,0834 -2,9585 -2,8371 -2,7308 -2,6328 -2,5219 -2,3806 -2,2154 -2,0628 -1,9761 -1,9940 -2,1117 -2,2819 -2,4452 -2,5587 -2,6027 -2,5650 -2,4309 -2,2018 -1,9143 -1,6241 -1,3691 -1,1541 -0,9686 -0,8041 -0,6501 -0,4832 -0,2717 0,0016 0,3191 0,6315 0,8863 1,0508 1,1126 1,0738 0,9450 0,7387 0,4663 0,1495 -0,1669 -0,4280 -0,6032 -0,7125 -0,8182 -0,9873 -1,2491 -1,5780 -1,9111 -2,1914 -2,3971 -2,5357 -2,6234 -2,6765 -2,7126 -2,7529 -2,8156 -2,9022 -2,9973 -3,0825 -3,1460 -3,1822 -3,1899 -3,1709 -3,1311 -3,0851 -3,0533 -3,0570 -3,1176 -3,2485 -3,4368 -3,6391 -3,7976 -3,8562 -3,7749 -3,5523 -3,2367 -2,8974 -2,5861 -2,3353 -2,1723 -2,1131 -2,1485 -2,2375 -2,3135 -2,3030 -2,1586 -1,8916 -1,5786 -1,3260 -1,2171 -1,2713 -1,4370 -1,6258 -1,7596 -1,7940 -1,7097 -1,5015 -1,1849 -0,8021 -0,4079 -0,0460 0,2560 0,4748 0,5866 0,5850 0,4988 0,3797 0,2708 0,1988 0,1858 0,2498 0,3886 0,5759 0,7712 0,9293 1,0098 0,9848 0,8449 0,6084 0,3258 0,0639 -0,1234 -0,2116 -0,2040 -0,1265 -0,0156 0,1039 0,2339 0,3970 0,6206 0,9196 1,2828 1,6715 2,0341 2,3323 2,5588 2,7362 2,9011 3,0845 3,2973 3,5256 3,7393 3,9144 4,0506 4,1649 4,2624 4,3194 4,2977 4,1715 3,9447 3,6518 3,3486 3,0961 2,9451 2,9213 3,0086 3,1426 3,2351 3,2174 3,0673 2,8022 2,4611 2,0946 1,7599 1,5146 1,4047 1,4458 1,6090 1,8295 2,0279 2,1289 2,0857 1,9048 1,6482 1,4013 1,2271 1,1388 1,1102 1,1071 1,1095 1,1123 1,1113 1,0982 1,0716 1,0427 1,0286 1,0475 1,1177 1,2534 1,4540 1,6902 1,9041 2,0325 2,0444 1,9595 1,8348 1,7295 1,6728 1,6508 1,6180 1,5283 1,3674 1,1632 0,9643 0,8127 0,7328 0,7291 0,7814 0,8545 0,9320 1,0387 1,2146 1,4707 1,7687 2,0373 2,2090 2,2542 2,1912 2,0753 1,9712 1,9201 1,9185 1,9222 1,8773 1,7498 1,5334 1,2446 0,9152 0,5790 0,2568 -0,0485 -0,3416 -0,6187 -0,8639 -1,0574 -1,1821 -1,2258 -1,1862 -1,0735 -0,9056 -0,6944 -0,4366 -0,1221 0,2525 0,6798 1,1424 1,6149 2,0662 2,4599 2,7590 2,9414 3,0136 3,0123 2,9922 3,0024 3,0648 3,1780 3,3353 3,5347 3,7770 4,0598 4,3697 4,6748 4,9241 5,0658 5,0813 5,0027 4,8936 4,8083 4,7697 4,7728 4,7947 4,8040 4,7739 4,6865 4,5333 4,3273 4,1069 3,9107 3,7503 3,6151 3,4926 3,3740 3,2483 3,1038 2,9373 2,7578 2,5802 2,4208 2,2960 2,2158 2,1738 2,1482 2,1189 2,0808 2,0370 1,9820 1,8892 1,7156 1,4293 1,0476 0,6395 0,2823 0,0163 -0,1617 -0,2718 -0,3209 -0,3017 -0,2161 -0,0913 0,0264 0,0954 0,0996 0,0476 -0,0393 -0,1308 -0,1895 -0,1899 -0,1434 -0,0991 -0,1158 -0,2263 -0,4158 -0,6318 -0,8193 -0,9486 -1,0157 -1,0292 -1,0016 -0,9494 -0,8865 -0,8076 -0,6917 -0,5230 -0,2991 -0,0281 0,2694 0,5673 0,8535 1,1349 1,4204 1,7064 1,9725 2,1871
Fz    -1,5971 -1,4994 -1,3720 -1,2585 -1,1801 -1,1226 -1,0436 -0,8955 -0,6490 -0,3089 0,0859 0,4788 0,8219 1,0908 1,2828 1,4036 1,4576 1,4498 1,3842 1,2590 1,0679 0,8135 0,5158 0,2095 -0,0634 -0,2641 -0,3678 -0,3680 -0,2725 -0,0987 0,1271 0,3743 0,6149 0,8238 0,9794 1,0697 1,0933 1,0487 0,9279 0,7241 0,4432 0,1051 -0,2644 -0,6387 -0,9889 -1,2812 -1,4830 -1,5774 -1,5705 -1,4877 -1,3662 -1,2496 -1,1817 -1,1925 -1,2876 -1,4506 -1,6571 -1,8859 -2,1186 -2,3320 -2,5021 -2,6166 -2,6810 -2,7113 -2,7226 -2,7288 -2,7488 -2,8083 -2,9309 -3,1268 -3,3877 -3,6898 -4,0004 -4,2873 -4,5231 -4,6841 -4,7525 -4,7254 -4,6173 -4,4472 -4,2247 -3,9479 -3,6154 -3,2391 -2,8419 -2,4423 -2,0456 -1,6508 -1,2608 -0,8856 -0,5440 -0,2631 -0,0758 -0,0159 -0,1113 -0,3741 -0,7890 -1,3071 -1,8550 -2,3618 -2,7905 -3,1472 -3,4655 -3,7837 -4,1279 -4,5017 -4,8902 -5,2705 -5,6158 -5,8947 -6,0778 -6,1474 -6,1062 -5,9762 -5,7922 -5,5890 -5,3897 -5,1995 -5,0066 -4,7883 -4,5271 -4,2249 -3,9016 -3,5805 -3,2756 -2,9832 -2,6817 -2,3440 -1,9528 -1,5116 -1,0435 -0,5766 -0,1307 0,2800 0,6399 0,9358 1,1690 1,3626 1,5541 1,7762 2,0377 2,3166 2,5698 2,7542 2,8434 2,8299 2,7249 2,5589 2,3740 2,2080 2,0848 2,0123 1,9856 1,9940 2,0302 2,0959 2,2007 2,3478 2,5193 2,6805 2,8057 2,8957 2,9727 3,0643 3,1889 3,3460 3,5177 3,6808 3,8174 3,9168 3,9767 4,0071 4,0281 4,0580 4,1041 4,1661 4,2436 4,3337 4,4271 4,5084 4,5590 4,5608 4,5029 4,3847 4,2115 3,9908 3,7357 3,4700 3,2189 2,9888 2,7572 2,4868 2,1533 1,7619 1,3394 0,9148 0,5076 0,1269 -0,2261 -0,5568 -0,8752 -1,1918 -1,5161 -1,8537 -2,2030 -2,5542 -2,8929 -3,2083 -3,4996 -3,7757 -4,0498 -4,3371 -4,6480 -4,9775 -5,3009 -5,5854 -5,8083 -5,9694 -6,0903 -6,2034 -6,3392 -6,5214 -6,7680 -7,0868 -7,4697 -7,8903 -8,3099 -8,6887 -8,9950 -9,2091 -9,3216 -9,3313 -9,2458 -9,0803 -8,8495 -8,5611 -8,2222 -7,8494 -7,4733 -7,1341 -6,8703 -6,7032 -6,6318 -6,6356 -6,6817 -6,7335 -6,7629 -6,7620 -6,7505 -6,7681 -6,8495 -7,0001 -7,1929 -7,3864 -7,5475 -7,6604 -7,7189 -7,7178 -7,6563 -7,5464 -7,4121 -7,2805 -7,1755 -7,1152 -7,1114 -7,1658 -7,2651 -7,3774 -7,4586 -7,4678 -7,3794 -7,1896 -6,9119 -6,5682 -6,1829 -5,7798 -5,3763 -4,9814 -4,5999 -4,2393 -3,9093 -3,6130 -3,3430 -3,0847 -2,8235 -2,5537 -2,2786 -2,0029 -1,7299 -1,4711 -1,2503 -1,0964 -1,0306 -1,0611 -1,1807 -1,3644 -1,5746 -1,7807 -1,9807 -2,2027 -2,4822 -2,8352 -3,2464 -3,6748 -4,0739 -4,4094 -4,6685 -4,8581 -4,9990 -5,1168 -5,2373 -5,3826 -5,5652 -5,7821 -6,0183 -6,2540 -6,4743 -6,6758 -6,8643 -7,0474 -7,2286 -7,4028 -7,5564 -7,6737 -7,7473 -7,7841 -7,8019 -7,8167 -7,8316 -7,8382 -7,8283 -7,8041 -7,7737 -7,7424 -7,7148 -7,6969 -7,6837 -7,6497 -7,5564 -7,3749 -7,1048 -6,7763 -6,4355 -6,1272 -5,8852 -5,7304 -5,6674 -5,6798 -5,7315 -5,7820 -5,8034 -5,7859 -5,7296 -5,6361 -5,5070 -5,3436 -5,1503 -4,9431 -4,7548 -4,6222 -4,5623 -4,5592 -4,5801 -4,5983 -4,6025 -4,5895 -4,5576 -4,5063 -4,4420 -4,3808 -4,3445 -4,3494 -4,3972 -4,4746 -4,5619 -4,6417 -4,7031 -4,7405 -4,7516 -4,7351 -4,6905 -4,6197 -4,5247 -4,4045 -4,2566 -4,0802 -3,8783 -3,6592 -3,4366 -3,2261 -3,0421 -2,8951 -2,7882 -2,7150 -2,6629 -2,6160 -2,5587 -2,4794 -2,3709 -2,2302 -2,0621 -1,8884 -1,7536 -1,7113 -1,7955 -1,9996 -2,2770 -2,5611 -2,7930 -2,9400 -3,0028 -3,0137 -3,0277 -3,0996 -3,2569 -3,4871 -3,7513 -4,0068 -4,2235 -4,3893 -4,5046 -4,5717 -4,5878 -4,5466 -4,4521 -4,3304 -4,2262 -4,1792 -4,2012 -4,2739 -4,3656 -4,4510 -4,5194 -4,5700 -4,6049 -4,6251 -4,6277 -4,6072 -4,5578 -4,4729 -4,3455 -4,1750 -3,9744 -3,7683 -3,5779 -3,4071 -3,2488 -3,1081 -3,0122 -2,9942 -3,0667 -3,2060 -3,3569 -3,4596 -3,4835 -3,4387 -3,3556 -3,2568 -3,1518 -3,0501 -2,9697 -2,9237 -2,9049 -2,8908 -2,8590 -2,7927 -2,6819 -2,5328 -2,3765 -2,2571 -2,2057 -2,2243 -2,2864 -2,3562 -2,4104 -2,4503 -2,4963 -2,5742 -2,7044 -2,8975 -3,1558 -3,4751 -3,8435 -4,2396 -4,6380 -5,0182 -5,3697 -5,6857 -5,9575 -6,1788 -6,3508 -6,4786 -6,5625 -6,5946 -6,5644 -6,4710 -6,3310 -6,1727 -6,0212 -5,8866 -5,7619 -5,6318 -5,4811 -5,2968 -5,0707 -4,8064 -4,5231 -4,2475 -3,9984 -3,7758 -3,5618 -3,3314 -3,0640 -2,7494 -2,3863 -1,9780 -1,5328 -1,0691 -0,6188 -0,2237 0,0751 0,2542 0,3210 0,3105 0,2630 0,2060 0,1547 0,1178 0,0968 0,0831 0,0576 -0,0052 -0,1273 -0,3146 -0,5538 -0,8170 -1,0715 -1,2902 -1,4612 -1,5949 -1,7174 -1,8522 -2,0080 -2,1869 -2,3960 -2,6423 -2,9183 -3,1997 -3,4582 -3,6738 -3,8399 -3,9653 -4,0751 -4,2037 -4,3802 -4,6129 -4,8851 -5,1666 -5,4353 -5,6902 -5,9448 -6,2082 -6,4712 -6,7133 -6,9214 -7,1018 -7,2771 -7,4685 -7,6808 -7,9040 -8,1216 -8,3113 -8,4448 -8,5016 -8,4865 -8,4322 -8,3834 -8,3812 -8,4480 -8,5785 -8,7446 -8,9131 -9,0593 -9,1667 -9,2225 -9,2196 -9,1592 -9,0459 -8,8824 -8,6735 -8,4278 -8,1533 -7,8545 -7,5309 -7,1813 -6,8121 -6,4413 -6,0915 -5,7780 -5,5045
F3    -1,4718 -1,5162 -1,5040 -1,4616 -1,4101 -1,3489 -1,2499 -1,0722 -0,7893 -0,4090 0,0265 0,4593 0,8404 1,1422 1,3541 1,4755 1,5176 1,5037 1,4566 1,3804 1,2600 1,0798 0,8405 0,5599 0,2656 -0,0102 -0,2371 -0,3927 -0,4632 -0,4411 -0,3259 -0,1281 0,1257 0,3915 0,6213 0,7825 0,8623 0,8544 0,7524 0,5573 0,2856 -0,0299 -0,3469 -0,6251 -0,8323 -0,9483 -0,9701 -0,9147 -0,8106 -0,6863 -0,5665 -0,4755 -0,4353 -0,4590 -0,5447 -0,6795 -0,8495 -1,0425 -1,2429 -1,4306 -1,5900 -1,7162 -1,8097 -1,8673 -1,8811 -1,8494 -1,7890 -1,7358 -1,7313 -1,8011 -1,9429 -2,1299 -2,3245 -2,4936 -2,6181 -2,6897 -2,7027 -2,6551 -2,5508 -2,3968 -2,1963 -1,9485 -1,6562 -1,3325 -0,9985 -0,6706 -0,3501 -0,0301 0,2896 0,5957 0,8652 1,0747 1,2051 1,2361 1,1446 0,9180 0,5689 0,1355 -0,3300 -0,7770 -1,1726 -1,5125 -1,8186 -2,1279 -2,4762 -2,8792 -3,3240 -3,7731 -4,1760 -4,4821 -4,6556 -4,6842 -4,5821 -4,3878 -4,1509 -3,9154 -3,7044 -3,5158 -3,3296 -3,1182 -2,8578 -2,5402 -2,1794 -1,8055 -1,4476 -1,1159 -0,7974 -0,4698 -0,1166 0,2656 0,6703 1,0887 1,5141 1,9377 2,3426 2,7061 3,0135 3,2709 3,5019 3,7297 3,9597 4,1706 4,3255 4,3945 4,3701 4,2651 4,1013 3,9034 3,6951 3,4932 3,3056 3,1368 2,9929 2,8835 2,8187 2,8030 2,8285 2,8720 2,9017 2,8934 2,8433 2,7686 2,6956 2,6455 2,6269 2,6351 2,6598 2,6927 2,7234 2,7370 2,7221 2,6843 2,6439 2,6193 2,6118 2,6109 2,6089 2,6076 2,6124 2,6209 2,6160 2,5735 2,4774 2,3238 2,1143 1,8541 1,5603 1,2648 1,0027 0,7900 0,6121 0,4307 0,2036 -0,0940 -0,4580 -0,8577 -1,2496 -1,5926 -1,8613 -2,0528 -2,1864 -2,2966 -2,4252 -2,6068 -2,8545 -3,1569 -3,4845 -3,8028 -4,0854 -4,3208 -4,5132 -4,6817 -4,8510 -5,0377 -5,2435 -5,4585 -5,6678 -5,8591 -6,0312 -6,1979 -6,3822 -6,6055 -6,8823 -7,2181 -7,6063 -8,0259 -8,4448 -8,8286 -9,1491 -9,3913 -9,5511 -9,6298 -9,6343 -9,5794 -9,4806 -9,3460 -9,1760 -8,9683 -8,7306 -8,4908 -8,2912 -8,1705 -8,1476 -8,2127 -8,3280 -8,4403 -8,4994 -8,4750 -8,3721 -8,2302 -8,0985 -8,0047 -7,9454 -7,9001 -7,8518 -7,7930 -7,7203 -7,6289 -7,5157 -7,3803 -7,2224 -7,0415 -6,8436 -6,6473 -6,4830 -6,3847 -6,3746 -6,4475 -6,5686 -6,6871 -6,7573 -6,7523 -6,6643 -6,4991 -6,2712 -6,0000 -5,7054 -5,4033 -5,1033 -4,8062 -4,5057 -4,1932 -3,8644 -3,5179 -3,1528 -2,7704 -2,3791 -1,9919 -1,6212 -1,2799 -0,9846 -0,7567 -0,6190 -0,5871 -0,6566 -0,7963 -0,9621 -1,1237 -1,2861 -1,4879 -1,7797 -2,1928 -2,7138 -3,2817 -3,8151 -4,2488 -4,5536 -4,7358 -4,8262 -4,8686 -4,9122 -4,9989 -5,1475 -5,3503 -5,5820 -5,8103 -6,0039 -6,1405 -6,2106 -6,2195 -6,1880 -6,1437 -6,1090 -6,0970 -6,1098 -6,1404 -6,1780 -6,2106 -6,2200 -6,1822 -6,0823 -5,9281 -5,7479 -5,5727 -5,4240 -5,3077 -5,2074 -5,0835 -4,8895 -4,5957 -4,2056 -3,7536 -3,2882 -2,8558 -2,4949 -2,2366 -2,0994 -2,0775 -2,1378 -2,2306 -2,3096 -2,3470 -2,3347 -2,2785 -2,1901 -2,0802 -1,9579 -1,8332 -1,7200 -1,6321 -1,5741 -1,5338 -1,4884 -1,4199 -1,3252 -1,2168 -1,1139 -1,0346 -0,9899 -0,9812 -1,0024 -1,0450 -1,1025 -1,1715 -1,2470 -1,3176 -1,3678 -1,3827 -1,3529 -1,2779 -1,1715 -1,0582 -0,9573 -0,8703 -0,7871 -0,6987 -0,5996 -0,4870 -0,3608 -0,2231 -0,0825 0,0445 0,1414 0,2024 0,2323 0,2401 0,2325 0,2155 0,1985 0,1962 0,2245 0,2877 0,3659 0,4158 0,3908 0,2657 0,0507 -0,2149 -0,4807 -0,7048 -0,8642 -0,9581 -1,0037 -1,0269 -1,0488 -1,0784 -1,1166 -1,1637 -1,2204 -1,2802 -1,3234 -1,3210 -1,2440 -1,0774 -0,8339 -0,5581 -0,3128 -0,1516 -0,0958 -0,1334 -0,2336 -0,3631 -0,4952 -0,6126 -0,7119 -0,8035 -0,9003 -1,0049 -1,1042 -1,1716 -1,1787 -1,1106 -0,9768 -0,8086 -0,6385 -0,4804 -0,3322 -0,1952 -0,0868 -0,0316 -0,0426 -0,1090 -0,2031 -0,3008 -0,3971 -0,4989 -0,6083 -0,7132 -0,7955 -0,8496 -0,8867 -0,9163 -0,9308 -0,9146 -0,8664 -0,7983 -0,7191 -0,6309 -0,5408 -0,4620 -0,4023 -0,3607 -0,3309 -0,3040 -0,2730 -0,2424 -0,2323 -0,2691 -0,3728 -0,5504 -0,8002 -1,1175 -1,4934 -1,9111 -2,3471 -2,7807 -3,1992 -3,5912 -3,9375 -4,2158 -4,4129 -4,5267 -4,5593 -4,5129 -4,3910 -4,2023 -3,9658 -3,7094 -3,4601 -3,2304 -3,0124 -2,7854 -2,5329 -2,2512 -1,9489 -1,6433 -1,3560 -1,1064 -0,9015 -0,7307 -0,5706 -0,3927 -0,1702 0,1130 0,4595 0,8612 1,3002 1,7454 2,1531 2,4763 2,6791 2,7480 2,6985 2,5663 2,3897 2,1987 2,0185 1,8713 1,7675 1,7025 1,6614 1,6274 1,5892 1,5460 1,5055 1,4761 1,4605 1,4533 1,4425 1,4100 1,3344 1,2000 1,0041 0,7518 0,4508 0,1152 -0,2301 -0,5587 -0,8571 -1,1250 -1,3644 -1,5729 -1,7482 -1,8999 -2,0545 -2,2434 -2,4822 -2,7604 -3,0505 -3,3289 -3,5863 -3,8196 -4,0237 -4,1946 -4,3384 -4,4738 -4,6266 -4,8155 -5,0404 -5,2865 -5,5355 -5,7667 -5,9543 -6,0752 -6,1221 -6,1072 -6,0574 -6,0049 -5,9711 -5,9544 -5,9368 -5,9046 -5,8580 -5,7991 -5,7203 -5,6090 -5,4569 -5,2625 -5,0302 -4,7726 -4,5111 -4,2680 -4,0506 -3,8429 -3,6155 -3,3503 -3,0532 -2,7431 -2,4339 -2,1308
F7    -2,0812 -2,0297 -1,9232 -1,7853 -1,6439 -1,5093 -1,3704 -1,2115 -1,0249 -0,8121 -0,5776 -0,3208 -0,0313 0,3021 0,6736 1,0507 1,3839 1,6276 1,7519 1,7436 1,6051 1,3553 1,0269 0,6582 0,2825 -0,0786 -0,4160 -0,7236 -0,9847 -1,1667 -1,2308 -1,1488 -0,9199 -0,5781 -0,1813 0,2143 0,5700 0,8656 1,0909 1,2386 1,3029 1,2826 1,1809 1,0061 0,7776 0,5293 0,2969 0,1041 -0,0393 -0,1324 -0,1806 -0,1951 -0,1938 -0,1975 -0,2213 -0,2699 -0,3411 -0,4306 -0,5319 -0,6369 -0,7401 -0,8399 -0,9335 -1,0158 -1,0846 -1,1464 -1,2153 -1,3098 -1,4468 -1,6297 -1,8377 -2,0274 -2,1495 -2,1699 -2,0815 -1,8980 -1,6451 -1,3570 -1,0724 -0,8232 -0,6200 -0,4465 -0,2734 -0,0828 0,1194 0,3158 0,4965 0,6630 0,8196 0,9654 1,0946 1,2038 1,2916 1,3483 1,3478 1,2594 1,0668 0,7796 0,4314 0,0672 -0,2754 -0,5818 -0,8648 -1,1554 -1,4802 -1,8393 -2,2067 -2,5495 -2,8405 -3,0596 -3,1955 -3,2502 -3,2422 -3,1987 -3,1425 -3,0840 -3,0232 -2,9538 -2,8647 -2,7415 -2,5743 -2,3676 -2,1394 -1,9120 -1,7004 -1,4998 -1,2833 -1,0155 -0,6698 -0,2398 0,2608 0,8108 1,3905 1,9754 2,5311 3,0245 3,4409 3,7887 4,0919 4,3760 4,6535 4,9097 5,1047 5,1975 5,1760 5,0621 4,8954 4,7166 4,5545 4,4193 4,3074 4,2108 4,1247 4,0486 3,9810 3,9082 3,8017 3,6269 3,3613 3,0098 2,6116 2,2327 1,9471 1,8095 1,8321 1,9784 2,1855 2,3959 2,5691 2,6769 2,7032 2,6519 2,5515 2,4424 2,3553 2,2999 2,2724 2,2715 2,3093 2,4008 2,5378 2,6809 2,7766 2,7748 2,6372 2,3481 1,9294 1,4439 0,9740 0,5819 0,2790 0,0266 -0,2329 -0,5376 -0,8871 -1,2502 -1,5884 -1,8755 -2,1067 -2,2940 -2,4569 -2,6162 -2,7904 -2,9906 -3,2174 -3,4607 -3,6986 -3,9026 -4,0534 -4,1499 -4,2017 -4,2224 -4,2305 -4,2414 -4,2535 -4,2469 -4,1983 -4,1015 -3,9785 -3,8685 -3,8053 -3,8031 -3,8590 -3,9619 -4,0947 -4,2367 -4,3725 -4,4938 -4,5943 -4,6665 -4,7036 -4,7048 -4,6813 -4,6541 -4,6377 -4,6268 -4,6005 -4,5355 -4,4207 -4,2669 -4,1046 -3,9668 -3,8743 -3,8313 -3,8285 -3,8479 -3,8691 -3,8798 -3,8895 -3,9316 -4,0385 -4,2034 -4,3700 -4,4642 -4,4440 -4,3196 -4,1308 -3,9183 -3,7128 -3,5387 -3,4144 -3,3477 -3,3319 -3,3508 -3,3950 -3,4739 -3,6077 -3,8012 -4,0276 -4,2376 -4,3826 -4,4294 -4,3651 -4,2008 -3,9757 -3,7485 -3,5771 -3,4939 -3,4946 -3,5472 -3,6109 -3,6502 -3,6420 -3,5774 -3,4582 -3,2922 -3,0899 -2,8589 -2,6012 -2,3196 -2,0285 -1,7562 -1,5340 -1,3806 -1,2930 -1,2450 -1,2001 -1,1390 -1,0846 -1,0963 -1,2373 -1,5397 -1,9862 -2,5126 -3,0333 -3,4741 -3,7921 -3,9793 -4,0582 -4,0749 -4,0881 -4,1472 -4,2712 -4,4457 -4,6384 -4,8177 -4,9647 -5,0780 -5,1666 -5,2426 -5,3203 -5,4120 -5,5213 -5,6393 -5,7452 -5,8120 -5,8179 -5,7533 -5,6103 -5,3757 -5,0445 -4,6402 -4,2096 -3,7984 -3,4386 -3,1476 -2,9200 -2,7229 -2,5060 -2,2219 -1,8469 -1,3949 -0,9181 -0,4887 -0,1720 -0,0055 0,0102 -0,0933 -0,2702 -0,4782 -0,6847 -0,8607 -0,9753 -0,9992 -0,9145 -0,7168 -0,4162 -0,0435 0,3442 0,6786 0,9146 1,0526 1,1277 1,1798 1,2357 1,3095 1,4080 1,5324 1,6771 1,8273 1,9585 2,0422 2,0553 1,9877 1,8490 1,6691 1,4897 1,3513 1,2811 1,2851 1,3448 1,4266 1,5057 1,5853 1,6900 1,8448 2,0605 2,3304 2,6297 2,9215 3,1697 3,3498 3,4560 3,5021 3,5113 3,5012 3,4752 3,4269 3,3542 3,2700 3,1959 3,1412 3,0847 2,9803 2,7858 2,4923 2,1338 1,7729 1,4746 1,2867 1,2310 1,2990 1,4505 1,6239 1,7602 1,8237 1,8101 1,7412 1,6502 1,5695 1,5254 1,5380 1,6151 1,7450 1,8977 2,0373 2,1355 2,1775 2,1626 2,1031 2,0198 1,9341 1,8579 1,7899 1,7186 1,6305 1,5176 1,3789 1,2198 1,0587 0,9308 0,8761 0,9190 1,0542 1,2523 1,4780 1,6985 1,8805 1,9911 2,0116 1,9525 1,8509 1,7522 1,6845 1,6443 1,6020 1,5248 1,3988 1,2351 1,0608 0,9062 0,7999 0,7658 0,8096 0,9105 1,0358 1,1664 1,2982 1,4219 1,5153 1,5567 1,5412 1,4843 1,4141 1,3588 1,3296 1,3106 1,2611 1,1347 0,9071 0,5892 0,2151 -0,1758 -0,5491 -0,8836 -1,1792 -1,4530 -1,7199 -1,9743 -2,1917 -2,3439 -2,4087 -2,3712 -2,2262 -1,9801 -1,6522 -1,2699 -0,8608 -0,4464 -0,0387 0,3616 0,7594 1,1564 1,5481 1,9264 2,2812 2,5979 2,8572 3,0452 3,1653 3,2363 3,2835 3,3356 3,4218 3,5618 3,7564 3,9925 4,2543 4,5220 4,7606 4,9262 4,9927 4,9757 4,9217 4,8730 4,8451 4,8336 4,8267 4,8079 4,7558 4,6493 4,4751 4,2389 3,9677 3,6969 3,4539 3,2537 3,1004 2,9842 2,8811 2,7628 2,6143 2,4391 2,2480 2,0496 1,8550 1,6825 1,5465 1,4430 1,3502 1,2446 1,1142 0,9566 0,7660 0,5263 0,2229 -0,1383 -0,5256 -0,9005 -1,2395 -1,5411 -1,8146 -2,0618 -2,2722 -2,4349 -2,5584 -2,6760 -2,8265 -3,0274 -3,2680 -3,5220 -3,7572 -3,9384 -4,0395 -4,0594 -4,0218 -3,9599 -3,8989 -3,8450 -3,7893 -3,7270 -3,6707 -3,6394 -3,6357 -3,6402 -3,6271 -3,5724 -3,4540 -3,2564 -2,9825 -2,6514 -2,2892 -1,9214 -1,5663 -1,2321 -0,9216 -0,6393 -0,3950 -0,2036 -0,0808
