Fp1   -4,6762 -3,0577 -1,4621 -0,0721 0,9279 1,4053 1,3308 0,7995 0,0081 -0,7712 -1,2242 -1,1373 -0,5768 0,1494 0,7400 1,0807 1,2338 1,3227 1,4226 1,5428 1,6988 1,9414 2,2607 2,5156 2,5318 2,2511 1,7278 1,0046 0,0808 -1,0027 -2,1362 -3,2061 -4,1279 -4,7952 -5,0221 -4,5980 -3,4435 -1,7037 0,2837 2,0761 3,2603 3,6158 3,1866 2,2127 1,0369 0,0345 -0,4969 -0,4758 -0,0792 0,3820 0,6821 0,8247 0,9904 1,3459 1,9064 2,5723 3,2601 3,9679 4,7289 5,5346 6,2883 6,8151 6,9523 6,6475 5,9694 5,0589 4,0710 3,1331 2,3236 1,6623 1,1363 0,7492 0,5198 0,4482 0,5229 0,7604 1,2262 1,9910 3,0415 4,2349 5,3379 6,1043 6,3371 5,9360 4,9278 3,4472 1,6688 -0,2422 -2,1195 -3,7832 -5,0522 -5,7636 -5,8356 -5,3587 -4,5988 -3,8787 -3,4211 -3,2441 -3,1740 -2,9693 -2,4860 -1,7775 -1,0313 -0,4018 0,0677 0,3851 0,5583 0,6144 0,5861 0,4574 0,1706 -0,3179 -1,0028 -1,8139 -2,6373 -3,3777 -4,0008 -4,5199 -4,9507 -5,2727 -5,4348 -5,3773 -5,0385 -4,3983 -3,5499 -2,6767 -1,9437 -1,4135 -1,0076 -0,5389 0,1579 1,0840 2,0849 3,0244 3,9121 4,8378 5,8141 6,6821 7,1654 7,0512 6,3299 5,1665 3,7809 2,3719 1,0913 0,0260 -0,8063 -1,4309 -1,8573 -2,0204 -1,8029 -1,1558 -0,1969 0,8331 1,7291 2,4305 2,9576 3,2718 3,2466 2,7885 1,9645 0,9849 0,0706 -0,6612 -1,2087 -1,5938 -1,7815 -1,7261 -1,4682 -1,1486 -0,9496 -1,0324 -1,4981 -2,3649 -3,5534 -4,8896 -6,1390 -7,0609 -7,4933 -7,4598 -7,1814 -6,9170 -6,7585 -6,5873 -6,2169 -5,5416 -4,5492 -3,2507 -1,6937 -0,0533 1,3672 2,2612 2,4758 2,0998 1,4005 0,6640 0,0853 -0,2817 -0,5411 -0,8931 -1,5211 -2,5106 -3,8148 -5,2689 -6,6686 -7,8772 -8,8629 -9,6475 -10,2615 -10,7311 -11,0461 -11,1412 -10,9107 -10,2367 -9,0802 -7,6144 -6,2313 -5,3352 -5,0823 -5,3050 -5,6862 -6,0062 -6,2209 -6,3627 -6,4654 -6,5830 -6,7733 -7,0312 -7,2653 -7,3047 -6,9267 -5,9735 -4,4772 -2,6202 -0,5812 1,5196 3,5351 5,2428 6,4332 7,0427 7,1952 7,1129 6,9651 6,7771 6,4728 5,9700 5,2489 4,3826 3,4924 2,6640 1,9409 1,3813 1,0788 1,1233 1,5273 2,1595 2,7557 3,0335 2,8657 2,3912 1,9423 1,8448 2,2664 3,1745 4,3482 5,4620 6,2464 6,5983 6,5395 6,1119 5,3499 4,3413 3,2806 2,4389 2,0504 2,1935 2,7820 3,6519 4,6018 5,3776 5,7113 5,4114 4,4312 2,8936 1,0714 -0,6740 -1,9949 -2,6918 -2,7691 -2,3601 -1,6413 -0,8205 -0,1382 0,1792 -0,0091 -0,7095 -1,7876 -3,0268 -4,2034 -5,1107 -5,5774 -5,5281 -5,0321 -4,2904 -3,5679 -3,1134 -3,0765 -3,4360 -4,0207 -4,6158 -5,0454 -5,2146 -5,1664 -5,0773 -5,1263 -5,3769 -5,7841 -6,2378 -6,5918 -6,7065 -6,4960 -5,9819 -5,3058 -4,6265 -4,0129 -3,4870 -3,1140 -2,9734 -3,0764 -3,3748 -3,8322 -4,4567 -5,2664 -6,2135 -7,1485 -7,8714 -8,2046 -8,0614 -7,5046 -6,7440 -6,0859 -5,8483 -6,2174 -7,1454 -8,4137 -9,7729 -11,0093 -11,9508 -12,5078 -12,7685 -13,0104 -13,5175 -14,3511 -15,2979 -15,9926 -16,1003 -15,5002 -14,3889 -13,1884 -12,3028 -11,9327 -12,0524 -12,4954 -13,0746 -13,6424 -14,0530 -14,1558 -13,8984 -13,4050 -12,8995 -12,5406 -12,3460 -12,2757 -12,3342 -12,5427 -12,8521 -13,1407 -13,2992 -13,3103 -13,2650 -13,3202 -13,6197 -14,2013 -14,9277 -15,5174 -15,6794 -15,2447 -14,2177 -12,7365 -10,9839 -9,1549 -7,4842 -6,2357 -5,6476 -5,8654 -6,8740 -8,4624 -10,2222 -11,6190 -12,1931 -11,7797 -10,5574 -8,9320 -7,3976 -6,3980 -6,1757 -6,6895 -7,6762 -8,8401 -10,0201 -11,1759 -12,2710 -13,2287 -13,9553 -14,3562 -14,3455 -13,8603 -12,8731 -11,3871 -9,4400 -7,1633 -4,8450 -2,8951 -1,7196 -1,5651 -2,3836 -3,8212 -5,4055 -6,7825 -7,7995 -8,4358 -8,7068 -8,6333 -8,2768 -7,7785 -7,3225 -7,0266 -6,8722 -6,7379 -6,4902 -6,0755 -5,5521 -5,0337 -4,6244 -4,3993 -4,3981 -4,6243 -5,0475 -5,5689 -6,0039 -6,1724 -6,0049 -5,5705 -5,0879 -4,8882 -5,2652 -6,3389 -8,0423 -10,1636 -12,3858 -14,3728 -15,8809 -16,8008 -17,1244 -16,8968 -16,1905 -15,1184 -13,8463 -12,5639 -11,4337 -10,5725 -10,0639 -9,9367 -10,1222 -10,4885 -10,9132 -11,3024 -11,5948 -11,8121 -12,0901 -12,5697 -13,2062 -13,7367 -13,9008 -13,6679 -13,2178 -12,7626 -12,4358 -12,2937 -12,3453 -12,5424 -12,7741 -12,9297 -12,9587 -12,8505 -12,5902 -12,1418 -11,4852 -10,7311 -10,1584 -10,0318 -10,3884 -11,0343 -11,6891 -12,1313 -12,2847 -12,1947 -11,9259 -11,5203 -11,0120 -10,4295 -9,8067 -9,1987 -8,6816 -8,3324 -8,1743 -8,1285 -8,0654 -7,9305 -7,7872 -7,6954 -7,5651 -7,1745 -6,3425 -5,0927 -3,6516 -2,2925 -1,2024 -0,4729 -0,1563 -0,3057 -0,9660 -2,1151 -3,6128 -5,2433 -6,8046 -8,1131 -8,9648 -9,1813 -8,7026 -7,6037 -6,0504 -4,2705 -2,5293 -1,0754 -0,1079 0,2353 -0,0730 -0,9170 -2,0929 -3,3707 -4,4862 -5,1452 -5,1173 -4,3440 -2,9532 -1,1677 0,8038 2,7730 4,4915 5,6656 6,1289 5,9768 5,4925 4,9616 4,5592 4,3397 4,2612 4,2158 4,0737 3,7393 3,1949 2,5080 1,7919 1,1493 0,6492 0,3347 0,2059 0,2151 0,3388 0,6256 1,1270 1,7914 2,4229 2,7569 2,6145 2,0114 1,1379 0,2594 -0,3645 -0,5069 -0,0294 1,0011 2,2770 3,3855 4,0223 4,1152 3,7686 3,1357 2,3666
Fz    0,1900 0,7127 1,2332 1,6846 1,9631 1,9769 1,6926 1,1502 0,4479 -0,2797 -0,8904 -1,2985 -1,5402 -1,7385 -1,9848 -2,2709 -2,5257 -2,6901 -2,7498 -2,7139 -2,5832 -2,3553 -2,0592 -1,7618 -1,5207 -1,3359 -1,1667 -0,9906 -0,8216 -0,6778 -0,5578 -0,4508 -0,3508 -0,2428 -0,0734 0,2427 0,7645 1,4726 2,2650 2,9841 3,4632 3,5891 3,3464 2,8123 2,1243 1,4436 0,9056 0,5624 0,3689 0,2350 0,0979 -0,0418 -0,1401 -0,1605 -0,1011 0,0280 0,2383 0,5535 0,9649 1,4088 1,7866 2,0035 2,0064 1,8022 1,4447 1,0074 0,5609 0,1590 -0,1674 -0,4004 -0,5172 -0,4944 -0,3408 -0,1056 0,1569 0,4242 0,7175 1,0871 1,5721 2,1656 2,8128 3,4258 3,9044 4,1786 4,2463 4,1520 3,9277 3,5755 3,1035 2,5575 2,0260 1,6272 1,4621 1,5497 1,8110 2,1217 2,3808 2,5432 2,6105 2,6040 2,5367 2,3953 2,1544 1,8079 1,3746 0,8886 0,4043 -0,0089 -0,3070 -0,5023 -0,6372 -0,7388 -0,8071 -0,8270 -0,7898 -0,7113 -0,6291 -0,5856 -0,6062 -0,6820 -0,7766 -0,8380 -0,7971 -0,5842 -0,1757 0,3887 1,0429 1,7441 2,4891 3,2808 4,0803 4,7959 5,3310 5,6647 5,8848 6,1308 6,4989 6,9841 7,4974 7,9414 8,2725 8,5023 8,6711 8,8314 9,0305 9,2851 9,5708 9,8405 10,0587 10,2345 10,4185 10,6486 10,8989 11,1016 11,2274 11,3390 11,5502 11,9312 12,4586 13,0461 13,6008 14,0507 14,3543 14,5055 14,5256 14,4562 14,3522 14,2595 14,1944 14,1438 14,0756 13,9492 13,7340 13,4279 13,0592 12,6680 12,2872 11,9337 11,6006 11,2435 10,7967 10,2265 9,5721 8,9216 8,3484 7,8748 7,4894 7,1845 6,9568 6,7727 6,5556 6,2142 5,6909 5,0058 4,2522 3,5503 3,0000 2,6478 2,4739 2,4185 2,4307 2,4927 2,6041 2,7513 2,8935 2,9709 2,9342 2,7718 2,5020 2,1532 1,7718 1,4324 1,2230 1,2182 1,4423 1,8345 2,2635 2,5998 2,7839 2,8413 2,8405 2,8232 2,7673 2,6133 2,3062 1,8127 1,1322 0,3146 -0,5390 -1,2962 -1,8192 -2,0097 -1,8527 -1,4004 -0,7074 0,1892 1,2242 2,2836 3,2449 4,0259 4,6005 4,9888 5,2268 5,3375 5,3295 5,2170 5,0323 4,8156 4,5815 4,3141 4,0168 3,7488 3,6008 3,6423 3,8785 4,2285 4,5447 4,6847 4,5917 4,3102 3,9302 3,5329 3,1850 2,9380 2,8039 2,7546 2,7664 2,8400 2,9684 3,1035 3,1681 3,1060 2,9330 2,7412 2,6402 2,6864 2,8662 3,1300 3,4113 3,6145 3,6301 3,3975 2,9464 2,3736 1,7972 1,3357 1,0873 1,0839 1,2703 1,5524 1,8632 2,1804 2,4955 2,7792 2,9807 3,0573 3,0030 2,8533 2,6675 2,5079 2,4217 2,4339 2,5477 2,7373 2,9421 3,0756 3,0589 2,8673 2,5510 2,2126 1,9695 1,9093 2,0391 2,2741 2,4929 2,5994 2,5478 2,3498 2,0744 1,8208 1,6775 1,6794 1,7903 1,9378 2,0611 2,1164 2,0696 1,9205 1,7136 1,4987 1,2748 0,9745 0,5125 -0,1309 -0,8700 -1,5523 -2,0277 -2,2110 -2,1185 -1,8519 -1,5501 -1,3371 -1,2689 -1,3123 -1,3865 -1,4160 -1,3441 -1,1329 -0,7802 -0,3425 0,0685 0,3417 0,4359 0,3971 0,3197 0,2965 0,3745 0,5253 0,6648 0,7115 0,6235 0,3982 0,0668 -0,3219 -0,7269 -1,1213 -1,4856 -1,8152 -2,1266 -2,4383 -2,7442 -3,0175 -3,2476 -3,4549 -3,6525 -3,8143 -3,9014 -3,9051 -3,8498 -3,7686 -3,6941 -3,6655 -3,7157 -3,8380 -3,9804 -4,0756 -4,0680 -3,9241 -3,6357 -3,2186 -2,7199 -2,2265 -1,8524 -1,7101 -1,8720 -2,3360 -3,0184 -3,7638 -4,3759 -4,6871 -4,6364 -4,2900 -3,8076 -3,3924 -3,2246 -3,3911 -3,8582 -4,5065 -5,2082 -5,8914 -6,5295 -7,0935 -7,5394 -7,8292 -7,9384 -7,8449 -7,5243 -6,9624 -6,1632 -5,1489 -3,9824 -2,7911 -1,7522 -1,0463 -0,8023 -1,0393 -1,6436 -2,4193 -3,1741 -3,7780 -4,1700 -4,3351 -4,2861 -4,0567 -3,7011 -3,2930 -2,8971 -2,5288 -2,1534 -1,7381 -1,3088 -0,9456 -0,7147 -0,6150 -0,5866 -0,5597 -0,5046 -0,4453 -0,4227 -0,4484 -0,4990 -0,5348 -0,5272 -0,4974 -0,5205 -0,6734 -0,9855 -1,4274 -1,9189 -2,3496 -2,6212 -2,6801 -2,5139 -2,1361 -1,5813 -0,9005 -0,1525 0,6058 1,3248 1,9550 2,4382 2,7152 2,7588 2,6005 2,3102 1,9546 1,5776 1,1932 0,7760 0,2646 -0,3896 -1,1503 -1,8851 -2,4545 -2,8106 -3,0019 -3,1097 -3,1966 -3,2956 -3,4114 -3,5240 -3,6021 -3,6268 -3,5981 -3,5232 -3,4112 -3,2650 -3,0746 -2,8505 -2,6640 -2,6207 -2,7869 -3,1419 -3,5860 -3,9948 -4,2837 -4,4277 -4,4398 -4,3521 -4,1967 -3,9797 -3,6806 -3,2701 -2,7272 -2,0566 -1,3006 -0,5294 0,1787 0,7551 1,1547 1,3800 1,5062 1,6552 1,9162 2,2922 2,7205 3,1298 3,4699 3,7038 3,7993 3,7336 3,4966 3,0961 2,5744 2,0072 1,4730 1,0385 0,7705 0,7315 0,9558 1,4443 2,1659 3,0372 3,9137 4,6317 5,0683 5,1747 4,9737 4,5346 3,9437 3,2905 2,6673 2,1594 1,8241 1,6791 1,7052 1,8532 2,0641 2,2866 2,4634 2,5253 2,4306 2,2069 1,9296 1,6664 1,4518 1,2977 1,1964 1,1078 0,9699 0,7429 0,4395 0,1186 -0,1384 -0,2578 -0,2045 -0,0019 0,2703 0,5195 0,7078 0,8684 1,0497 1,2405 1,3402 1,2057 0,7515 0,0179 -0,8545 -1,7039 -2,4037 -2,8703 -3,0679 -3,0326 -2,8781 -2,7475 -2,7432 -2,8876 -3,1392 -3,4304 -3,6870
F3    0,8180 1,2394 1,6810 2,0838 2,3431 2,3566 2,0760 1,5308 0,8162 0,0660 -0,5792 -1,0347 -1,3333 -1,5904 -1,8894 -2,2150 -2,4883 -2,6425 -2,6639 -2,5749 -2,3952 -2,1354 -1,8263 -1,5273 -1,2857 -1,0958 -0,9190 -0,7405 -0,5838 -0,4690 -0,3854 -0,3051 -0,2054 -0,0633 0,1677 0,5526 1,1257 1,8467 2,5997 3,2209 3,5422 3,4516 2,9419 2,1106 1,1221 0,1620 -0,6171 -1,1501 -1,4717 -1,6669 -1,7992 -1,8736 -1,8538 -1,7116 -1,4583 -1,1254 -0,7253 -0,2496 0,2868 0,8188 1,2518 1,5032 1,5394 1,3858 1,1043 0,7591 0,3989 0,0532 -0,2615 -0,5251 -0,7003 -0,7473 -0,6648 -0,5010 -0,3151 -0,1332 0,0689 0,3471 0,7426 1,2449 1,7916 2,2916 2,6497 2,8031 2,7531 2,5472 2,2275 1,8113 1,3199 0,8048 0,3497 0,0562 0,0036 0,1947 0,5481 0,9460 1,2945 1,5517 1,7168 1,8042 1,8169 1,7304 1,5068 1,1328 0,6350 0,0697 -0,4845 -0,9445 -1,2642 -1,4609 -1,5846 -1,6676 -1,7071 -1,6801 -1,5707 -1,3916 -1,1820 -0,9887 -0,8431 -0,7430 -0,6584 -0,5471 -0,3557 -0,0363 0,4115 0,9313 1,4531 1,9458 2,4305 2,9403 3,4627 3,9217 4,2278 4,3642 4,4218 4,5408 4,8124 5,2211 5,6676 6,0522 6,3386 6,5493 6,7321 6,9409 7,2178 7,5721 7,9721 8,3614 8,6923 8,9595 9,2006 9,4466 9,6719 9,8140 9,8506 9,8481 9,9210 10,1403 10,4860 10,8773 11,2263 11,4655 11,5586 11,5066 11,3395 11,1111 10,8907 10,7344 10,6585 10,6400 10,6270 10,5502 10,3482 10,0009 9,5395 9,0280 8,5368 8,1244 7,8179 7,5940 7,3913 7,1610 6,9119 6,6927 6,5374 6,4330 6,3427 6,2500 6,1609 6,0633 5,9048 5,6120 5,1362 4,4969 3,7821 3,1055 2,5632 2,2035 2,0141 1,9457 1,9541 2,0205 2,1349 2,2704 2,3735 2,3792 2,2432 1,9659 1,5762 1,1088 0,6167 0,1865 -0,0805 -0,1025 0,1435 0,5917 1,1057 1,5499 1,8559 2,0349 2,1363 2,1858 2,1590 2,0099 1,7036 1,2232 0,5773 -0,1815 -0,9559 -1,6238 -2,0655 -2,2082 -2,0634 -1,7014 -1,1781 -0,5107 0,2740 1,1058 1,8982 2,5931 3,1754 3,6604 4,0612 4,3632 4,5343 4,5529 4,4249 4,1783 3,8376 3,4201 2,9674 2,5616 2,2951 2,2319 2,3792 2,6705 2,9772 3,1685 3,1831 3,0443 2,8123 2,5399 2,2749 2,0615 1,9152 1,8183 1,7603 1,7558 1,8130 1,9030 1,9682 1,9654 1,9126 1,8902 1,9807 2,2036 2,5139 2,8503 3,1560 3,3587 3,3735 3,1523 2,7223 2,1708 1,6072 1,1406 0,8540 0,7612 0,7984 0,8814 0,9688 1,0695 1,2005 1,3469 1,4628 1,5023 1,4508 1,3311 1,1933 1,0977 1,0941 1,2062 1,4254 1,7081 1,9782 2,1445 2,1360 1,9420 1,6210 1,2699 0,9919 0,8669 0,9103 1,0594 1,2163 1,3018 1,2762 1,1458 0,9616 0,7988 0,7240 0,7599 0,8735 1,0107 1,1369 1,2346 1,2878 1,2946 1,2747 1,2428 1,1709 0,9812 0,5922 -0,0071 -0,7239 -1,4026 -1,8885 -2,0846 -1,9904 -1,6988 -1,3561 -1,1073 -1,0326 -1,1148 -1,2731 -1,4193 -1,4782 -1,3921 -1,1400 -0,7658 -0,3775 -0,0906 0,0434 0,0561 0,0309 0,0573 0,1843 0,3838 0,5661 0,6414 0,5651 0,3409 0,0095 -0,3741 -0,7677 -1,1427 -1,4745 -1,7526 -1,9935 -2,2242 -2,4528 -2,6666 -2,8614 -3,0509 -3,2330 -3,3679 -3,4113 -3,3587 -3,2455 -3,1174 -3,0156 -2,9806 -3,0398 -3,1797 -3,3416 -3,4514 -3,4465 -3,2882 -2,9655 -2,4950 -1,9274 -1,3553 -0,8998 -0,6760 -0,7491 -1,1054 -1,6574 -2,2600 -2,7365 -2,9388 -2,8173 -2,4367 -1,9415 -1,5080 -1,2898 -1,3595 -1,6842 -2,1571 -2,6711 -3,1772 -3,6709 -4,1418 -4,5590 -4,8881 -5,0992 -5,1607 -5,0372 -4,7000 -4,1338 -3,3432 -2,3758 -1,3430 -0,4074 0,2567 0,5166 0,3425 -0,1658 -0,8255 -1,4558 -1,9340 -2,1990 -2,2325 -2,0485 -1,6896 -1,2261 -0,7535 -0,3596 -0,0756 0,1322 0,3150 0,4816 0,5926 0,6149 0,5663 0,5054 0,4893 0,5312 0,5929 0,6266 0,6211 0,6019 0,6053 0,6511 0,7101 0,7046 0,5642 0,2714 -0,1380 -0,5917 -0,9995 -1,2821 -1,3935 -1,3143 -1,0397 -0,5821 0,0252 0,7363 1,5004 2,2590 2,9356 3,4373 3,6795 3,6300 3,3333 2,8821 2,3711 1,8740 1,4310 1,0267 0,5869 0,0353 -0,6156 -1,2410 -1,6949 -1,9181 -1,9522 -1,8785 -1,7687 -1,6711 -1,6080 -1,5727 -1,5392 -1,4841 -1,3991 -1,2869 -1,1561 -1,0106 -0,8436 -0,6683 -0,5514 -0,5821 -0,8014 -1,1663 -1,5724 -1,9095 -2,1125 -2,1677 -2,0878 -1,9014 -1,6418 -1,3247 -0,9476 -0,5043 0,0063 0,5731 1,1667 1,7422 2,2501 2,6430 2,8839 2,9720 2,9720 2,9938 3,1162 3,3342 3,5838 3,8048 3,9714 4,0761 4,1075 4,0474 3,8755 3,5823 3,1939 2,7759 2,3992 2,1178 1,9785 2,0212 2,2619 2,6929 3,2860 3,9747 4,6400 5,1388 5,3556 5,2379 4,8021 4,1187 3,2893 2,4282 1,6484 1,0463 0,6833 0,5781 0,7077 1,0116 1,4145 1,8474 2,2347 2,4874 2,5484 2,4395 2,2416 2,0335 1,8580 1,7235 1,6086 1,4642 1,2347 0,8977 0,4832 0,0608 -0,2870 -0,4928 -0,5282 -0,4178 -0,2355 -0,0647 0,0621 0,1775 0,3257 0,4958 0,5956 0,4950 0,1209 -0,4771 -1,1498 -1,7347 -2,1212 -2,2567 -2,1369 -1,8238 -1,4523 -1,1818 -1,1213 -1,2828 -1,5965 -1,9593 -2,2702
F7    -1,2975 -0,9280 -0,4568 0,0641 0,5319 0,8379 0,9186 0,7841 0,5120 0,2203 0,0279 -0,0095 0,0533 0,0944 0,0356 -0,1009 -0,2373 -0,3192 -0,3477 -0,3515 -0,3501 -0,3504 -0,3648 -0,4118 -0,4887 -0,5520 -0,5480 -0,4680 -0,3558 -0,2659 -0,2303 -0,2590 -0,3448 -0,4519 -0,5037 -0,4059 -0,1033 0,3818 0,9548 1,4772 1,8060 1,8416 1,5662 1,0479 0,4203 -0,1569 -0,5573 -0,7477 -0,7962 -0,8151 -0,8812 -0,9918 -1,0815 -1,0813 -0,9638 -0,7359 -0,4052 0,0227 0,5126 0,9837 1,3347 1,4872 1,4209 1,1784 0,8367 0,4717 0,1358 -0,1476 -0,3757 -0,5473 -0,6469 -0,6545 -0,5782 -0,4630 -0,3582 -0,2831 -0,2187 -0,1223 0,0416 0,2702 0,5167 0,7039 0,7482 0,5995 0,2747 -0,1625 -0,6587 -1,1934 -1,7470 -2,2703 -2,6812 -2,8777 -2,7776 -2,3795 -1,7793 -1,1181 -0,5116 -0,0168 0,3599 0,6376 0,8381 0,9710 1,0314 1,0090 0,8935 0,6853 0,4177 0,1542 -0,0564 -0,2097 -0,3207 -0,3885 -0,3974 -0,3402 -0,2382 -0,1407 -0,1003 -0,1491 -0,2843 -0,4639 -0,6238 -0,7052 -0,6654 -0,4885 -0,2024 0,1313 0,4554 0,7542 1,0595 1,4130 1,8123 2,1960 2,4902 2,6801 2,8318 3,0378 3,3433 3,7148 4,0653 4,3175 4,4467 4,4733 4,4372 4,3891 4,3847 4,4604 4,6122 4,8049 5,0030 5,1982 5,4034 5,6128 5,7737 5,8138 5,7084 5,5208 5,3660 5,3309 5,4248 5,5942 5,7646 5,8695 5,8687 5,7585 5,5632 5,3192 5,0669 4,8421 4,6699 4,5569 4,4769 4,3749 4,2035 3,9553 3,6602 3,3621 3,1027 2,9127 2,7992 2,7342 2,6686 2,5768 2,4829 2,4349 2,4608 2,5521 2,6813 2,8351 3,0218 3,2397 3,4438 3,5526 3,4927 3,2478 2,8667 2,4335 2,0330 1,7200 1,4984 1,3354 1,1991 1,0823 0,9956 0,9419 0,8979 0,8182 0,6623 0,4198 0,1069 -0,2495 -0,6077 -0,9031 -1,0600 -1,0182 -0,7654 -0,3583 0,0985 0,5110 0,8415 1,1062 1,3351 1,5279 1,6445 1,6373 1,4831 1,1771 0,7239 0,1538 -0,4609 -1,0094 -1,3692 -1,4591 -1,2830 -0,9066 -0,3889 0,2393 0,9383 1,6416 2,2881 2,8468 3,3103 3,6792 3,9473 4,0889 4,0680 3,8673 3,5120 3,0644 2,5882 2,1264 1,7208 1,4235 1,2745 1,2823 1,4212 1,6219 1,7769 1,7885 1,6280 1,3488 1,0415 0,7818 0,6149 0,5574 0,5873 0,6534 0,7154 0,7655 0,8077 0,8277 0,7944 0,6914 0,5520 0,4562 0,4816 0,6536 0,9409 1,2885 1,6340 1,8979 1,9914 1,8608 1,5239 1,0607 0,5756 0,1700 -0,0783 -0,1510 -0,1027 -0,0176 0,0496 0,0924 0,1250 0,1486 0,1420 0,0808 -0,0401 -0,1999 -0,3607 -0,4872 -0,5657 -0,5992 -0,5936 -0,5622 -0,5392 -0,5780 -0,7289 -1,0057 -1,3650 -1,7207 -1,9749 -2,0572 -1,9662 -1,7759 -1,5842 -1,4569 -1,4142 -1,4389 -1,4884 -1,5100 -1,4576 -1,3170 -1,1220 -0,9248 -0,7486 -0,5864 -0,4275 -0,2592 -0,0577 0,1923 0,4591 0,6520 0,6641 0,4458 0,0471 -0,4017 -0,7460 -0,8737 -0,7662 -0,4985 -0,1972 0,0108 0,0500 -0,0761 -0,3117 -0,5979 -0,8926 -1,1670 -1,4086 -1,6377 -1,9076 -2,2586 -2,6621 -3,0212 -3,2222 -3,1854 -2,8979 -2,4329 -1,9283 -1,5200 -1,2866 -1,2399 -1,3397 -1,5232 -1,7352 -1,9385 -2,1104 -2,2509 -2,3891 -2,5591 -2,7674 -2,9900 -3,2089 -3,4311 -3,6637 -3,8862 -4,0617 -4,1652 -4,1926 -4,1478 -4,0428 -3,9078 -3,7849 -3,6955 -3,6227 -3,5246 -3,3560 -3,0811 -2,6782 -2,1442 -1,5147 -0,8831 -0,3837 -0,1409 -0,2170 -0,5874 -1,1523 -1,7583 -2,2231 -2,3897 -2,1968 -1,7066 -1,0746 -0,4911 -0,1152 -0,0240 -0,1996 -0,5616 -1,0313 -1,5775 -2,1965 -2,8682 -3,5504 -4,1946 -4,7463 -5,1409 -5,3132 -5,2185 -4,8440 -4,2076 -3,3703 -2,4501 -1,6060 -0,9970 -0,7330 -0,8243 -1,1682 -1,6014 -1,9770 -2,2100 -2,2750 -2,1806 -1,9519 -1,6264 -1,2584 -0,9193 -0,6706 -0,5250 -0,4476 -0,3996 -0,3798 -0,4166 -0,5197 -0,6508 -0,7442 -0,7482 -0,6560 -0,5041 -0,3348 -0,1659 0,0042 0,1815 0,3603 0,4941 0,4937 0,2761 -0,1889 -0,8690 -1,6767 -2,4851 -3,1642 -3,6186 -3,8013 -3,7114 -3,3840 -2,8757 -2,2507 -1,5727 -0,9036 -0,3025 0,1768 0,4944 0,6422 0,6563 0,5958 0,5062 0,4013 0,2645 0,0564 -0,2754 -0,7627 -1,3631 -1,9491 -2,3839 -2,6065 -2,6404 -2,5464 -2,3874 -2,2170 -2,0741 -1,9778 -1,9285 -1,9132 -1,9087 -1,8810 -1,7936 -1,6136 -1,3155 -0,9113 -0,4862 -0,1783 -0,1058 -0,3025 -0,7017 -1,1692 -1,5659 -1,7951 -1,8158 -1,6403 -1,3156 -0,8952 -0,4268 0,0540 0,5242 0,9631 1,3442 1,6456 1,8598 1,9871 2,0248 1,9833 1,9155 1,9062 2,0110 2,2122 2,4460 2,6615 2,8375 2,9601 3,0075 2,9584 2,7999 2,5311 2,1751 1,7791 1,3903 1,0475 0,8006 0,7107 0,8220 1,1477 1,6710 2,3264 2,9870 3,4986 3,7371 3,6447 3,2390 2,6008 1,8497 1,1203 0,5426 0,2131 0,1670 0,3791 0,7838 1,2950 1,8295 2,3225 2,7120 2,9279 2,9284 2,7419 2,4509 2,1347 1,8386 1,5795 1,3547 1,1332 0,8604 0,4937 0,0309 -0,4923 -1,0142 -1,4602 -1,7711 -1,9354 -1,9962 -2,0133 -2,0032 -1,9273 -1,7441 -1,4723 -1,2088 -1,0804 -1,1559 -1,3969 -1,6872 -1,9067 -1,9798 -1,8742 -1,5911 -1,1857 -0,7788 -0,5120 -0,4721 -0,6540 -0,9879 -1,3841 -1,7551
