Fp1   -1,5472 -1,3045 -0,9671 -0,5990 -0,2603 0,0262 0,2631 0,4410 0,5277 0,4936 0,3333 0,0639 -0,2767 -0,6226 -0,8982 -1,0584 -1,1009 -1,0434 -0,9021 -0,6972 -0,4648 -0,2460 -0,0608 0,1010 0,2616 0,4301 0,5975 0,7447 0,8480 0,8884 0,8605 0,7659 0,6072 0,3971 0,1704 -0,0216 -0,1325 -0,1459 -0,0785 0,0406 0,1853 0,3305 0,4516 0,5313 0,5603 0,5346 0,4578 0,3372 0,1798 -0,0023 -0,1864 -0,3521 -0,4925 -0,6059 -0,6852 -0,7191 -0,7010 -0,6371 -0,5461 -0,4482 -0,3625 -0,3124 -0,3190 -0,3794 -0,4628 -0,5235 -0,5125 -0,4015 -0,2087 0,0081 0,1871 0,2907 0,3129 0,2700 0,1847 0,0803 -0,0207 -0,1026 -0,1576 -0,1785 -0,1665 -0,1437 -0,1487 -0,2151 -0,3579 -0,5731 -0,8463 -1,1581 -1,4874 -1,8135 -2,1169 -2,3823 -2,5997 -2,7644 -2,8817 -2,9673 -3,0362 -3,0843 -3,0885 -3,0296 -2,9093 -2,7420 -2,5384 -2,3081 -2,0779 -1,8898 -1,7720 -1,7236 -1,7314 -1,7887 -1,8871 -1,9984 -2,0743 -2,0721 -1,9851 -1,8460 -1,7009 -1,5848 -1,5173 -1,5087 -1,5631 -1,6774 -1,8369 -2,0076 -2,1441 -2,2198 -2,2457 -2,2568 -2,2886 -2,3631 -2,4707 -2,5610 -2,5653 -2,4432 -2,2047 -1,8908 -1,5480 -1,2213 -0,9509 -0,7650 -0,6715 -0,6507 -0,6631 -0,6702 -0,6397 -0,5501 -0,4049 -0,2297 -0,0457 0,1468 0,3623 0,6178 0,9192 1,2459 1,5539 1,8042 1,9894 2,1287 2,2448 2,3471 2,4270 2,4716 2,4902 2,5192 2,5943 2,7262 2,8984 3,0787 3,2342 3,3459 3,4132 3,4490 3,4739 3,5150 3,6025 3,7528 3,9418 4,1018 4,1538 4,0522 3,8180 3,5334 3,2943 3,1651 3,1704 3,2947 3,4824 3,6671 3,8107 3,9071 3,9644 3,9985 4,0297 4,0676 4,0940 4,0662 3,9316 3,6451 3,1992 2,6473 2,0784 1,5644 1,1419 0,8291 0,6402 0,5850 0,6594 0,8364 1,0632 1,2698 1,3933 1,4088 1,3300 1,1759 0,9546 0,6771 0,3668 0,0531 -0,2307 -0,4524 -0,5916 -0,6434 -0,6119 -0,5060 -0,3438 -0,1484 0,0660 0,3046 0,5826 0,8944 1,1903 1,3933 1,4501 1,3675 1,1974 0,9921 0,7886 0,6251 0,5481 0,5882 0,7322 0,9193 1,0706 1,1363 1,1229 1,0737 1,0304 1,0179 1,0480 1,1201 1,2163 1,3004 1,3282 1,2707 1,1372 0,9682 0,7990 0,6416 0,5021 0,3959 0,3441 0,3628 0,4493 0,5693 0,6673 0,7036 0,6867 0,6642 0,6851 0,7617 0,8640 0,9469 0,9826 0,9764 0,9615 0,9700 1,0020 1,0264 1,0183 0,9941 0,9925 1,0244 1,0589 1,0619 1,0293 0,9804 0,9312 0,8828 0,8298 0,7631 0,6710 0,5460 0,3894 0,2102 0,0264 -0,1371 -0,2596 -0,3333 -0,3688 -0,3896 -0,4045 -0,3829 -0,2671 -0,0110 0,3929 0,9100 1,4714 1,9929 2,4039 2,6731 2,8143 2,8713 2,8933 2,9064 2,8974 2,8281 2,6686 2,4196 2,1151 1,8207 1,6168 1,5586 1,6421 1,8117 1,9991 2,1605 2,2909 2,4106 2,5362 2,6614 2,7674 2,8463 2,9083 2,9640 3,0054 3,0132 2,9835 2,9336 2,8777 2,8081 2,7044 2,5530 2,3559 2,1305 1,9043 1,6975 1,5048 1,3059 1,0960 0,8994 0,7516 0,6733 0,6619 0,7005 0,7744 0,8878 1,0648 1,3233 1,6441 1,9708 2,2467 2,4418 2,5493 2,5759 2,5383 2,4511 2,3178 2,1328 1,8950 1,6233 1,3557 1,1324 0,9830 0,9159 0,9164 0,9637 1,0410 1,1290 1,2106 1,2910 1,4008 1,5702 1,8061 2,0922 2,3942 2,6705 2,8903 3,0424 3,1290 3,1568 3,1306 3,0570 2,9532 2,8436 2,7449 2,6583 2,5737 2,4772 2,3499 2,1619 1,8815 1,5046 1,0841 0,7183 0,4929 0,4332 0,5058 0,6555 0,8418 1,0477 1,2612 1,4666 1,6496 1,7950 1,8810 1,8849 1,7876 1,5806 1,2893 0,9800 0,7210 0,5438 0,4585 0,4870 0,6520 0,9393 1,2960 1,6655 2,0106 2,3133 2,5670 2,7662 2,8929 2,9196 2,8323 2,6521 2,4260 2,1986 1,9956 1,8355 1,7397 1,7145 1,7306 1,7383 1,7025 1,6224 1,5211 1,4168 1,3140 1,2228 1,1637 1,1434 1,1431 1,1316 1,0799 0,9627 0,7627 0,4875 0,1848 -0,0669 -0,1889 -0,1442 0,0342 0,2567 0,4188 0,4481 0,3365 0,1410 -0,0557 -0,1980 -0,2816 -0,3375 -0,3936 -0,4469 -0,4733 -0,4558 -0,4004 -0,3272 -0,2531 -0,1865 -0,1370 -0,1293 -0,1994 -0,3715 -0,6373 -0,9495 -1,2373 -1,4415 -1,5520 -1,6140 -1,6931 -1,8306 -2,0172 -2,1966 -2,3000 -2,2885 -2,1703 -1,9758 -1,7209 -1,4009 -1,0200 -0,6084 -0,1985 0,1972 0,5773 0,9319 1,2373 1,4642 1,6010 1,6753 1,7385 1,8233 1,9281 2,0418 2,1699 2,3301 2,5369 2,7890 3,0556 3,2751 3,3838 3,3579 3,2295 3,0645 2,9231 2,8367 2,8136 2,8526 2,9481 3,0922 3,2761 3,4791 3,6595 3,7646 3,7582 3,6435 3,4618 3,2669 3,0928 2,9441 2,8165 2,7200 2,6732 2,6790 2,7230 2,7889 2,8675 2,9539 3,0394 3,1069 3,1369 3,1114 3,0067 2,7966 2,4822 2,1157 1,7791 1,5366 1,4071 1,3616 1,3398 1,2875 1,1952 1,0965 1,0381 1,0534 1,1417 1,2648 1,3768 1,4514 1,4762 1,4453 1,3658 1,2502 1,0986 0,9035 0,6803 0,4756 0,3380 0,2777 0,2571 0,2242 0,1527 0,0492 -0,0623 -0,1561 -0,2159 -0,2406 -0,2316 -0,1857 -0,1125 -0,0445 -0,0131 -0,0246 -0,0663 -0,1183 -0,1555 -0,1651 -0,1665 -0,2017
Fz    -2,4983 -2,0094 -1,3987 -0,7390 -0,1106 0,4368 0,8781 1,1784 1,2916 1,1892 0,8771 0,3953 -0,1784 -0,7316 -1,1589 -1,4147 -1,5177 -1,5106 -1,4284 -1,2926 -1,1139 -0,8874 -0,5966 -0,2348 0,1704 0,5623 0,8881 1,1160 1,2264 1,2133 1,0887 0,8615 0,5372 0,1533 -0,2075 -0,4513 -0,5215 -0,4256 -0,2213 0,0250 0,2661 0,4739 0,6370 0,7616 0,8626 0,9397 0,9630 0,8739 0,6129 0,1694 -0,3858 -0,9275 -1,3439 -1,5930 -1,7028 -1,7209 -1,6733 -1,5643 -1,3933 -1,1672 -0,9111 -0,6721 -0,5003 -0,4204 -0,4179 -0,4318 -0,3662 -0,1458 0,2269 0,6742 1,0951 1,4113 1,5814 1,6027 1,5132 1,3753 1,2356 1,0995 0,9472 0,7666 0,5700 0,3793 0,1902 -0,0478 -0,4010 -0,8951 -1,4871 -2,0872 -2,6071 -3,0000 -3,2647 -3,4289 -3,5346 -3,6160 -3,6810 -3,7232 -3,7459 -3,7621 -3,7802 -3,8069 -3,8521 -3,9184 -3,9920 -4,0533 -4,0891 -4,0894 -4,0378 -3,9189 -3,7392 -3,5273 -3,3086 -3,0823 -2,8326 -2,5624 -2,3053 -2,1088 -2,0095 -2,0077 -2,0632 -2,1281 -2,1799 -2,2268 -2,2819 -2,3330 -2,3482 -2,3199 -2,2865 -2,3081 -2,4321 -2,6799 -3,0369 -3,4362 -3,7654 -3,9205 -3,8610 -3,6068 -3,2040 -2,7103 -2,1938 -1,7315 -1,3942 -1,2075 -1,1297 -1,0741 -0,9480 -0,6951 -0,3240 0,1120 0,5672 1,0313 1,5214 2,0565 2,6306 3,1969 3,6778 4,0028 4,1464 4,1407 4,0583 3,9748 3,9373 3,9701 4,1056 4,3812 4,7998 5,3126 5,8461 6,3363 6,7416 7,0378 7,2110 7,2655 7,2348 7,1750 7,1498 7,2016 7,3135 7,4057 7,3807 7,1810 6,8344 6,4500 6,1499 6,0027 6,0130 6,1405 6,3172 6,4833 6,6209 6,7465 6,8841 7,0582 7,2784 7,5048 7,6344 7,5360 7,1150 6,3619 5,3598 4,2512 3,1745 2,2153 1,4116 0,7867 0,3618 0,1458 0,1237 0,2601 0,5052 0,7983 1,0808 1,3147 1,4708 1,4998 1,3500 1,0140 0,5280 -0,0635 -0,7125 -1,3562 -1,9167 -2,3131 -2,4806 -2,3958 -2,0891 -1,6365 -1,1340 -0,6525 -0,1970 0,2655 0,7212 1,0752 1,2211 1,1325 0,8724 0,5323 0,1870 -0,0949 -0,2352 -0,1742 0,0790 0,4282 0,7275 0,8637 0,8190 0,6646 0,5102 0,4523 0,5350 0,7419 1,0134 1,2647 1,4082 1,3940 1,2395 1,0151 0,8012 0,6627 0,6324 0,6970 0,8117 0,9363 1,0452 1,1121 1,1051 1,0041 0,8232 0,6169 0,4487 0,3487 0,3016 0,2608 0,1680 -0,0116 -0,2551 -0,4920 -0,6586 -0,7416 -0,7641 -0,7410 -0,6713 -0,5754 -0,5131 -0,5423 -0,6571 -0,7857 -0,8566 -0,8477 -0,7894 -0,7524 -0,8186 -1,0326 -1,3794 -1,7974 -2,2055 -2,5377 -2,7669 -2,8970 -2,9465 -2,9418 -2,8996 -2,8004 -2,5911 -2,2228 -1,6841 -1,0020 -0,2319 0,5435 1,2267 1,7445 2,0874 2,3090 2,4825 2,6512 2,8048 2,8803 2,7917 2,4870 2,0074 1,4997 1,1555 1,1118 1,3866 1,8824 2,4425 2,9293 3,2786 3,4978 3,6235 3,6877 3,7204 3,7558 3,8152 3,8874 3,9324 3,9109 3,8171 3,6736 3,4997 3,2923 3,0318 2,7044 2,3232 1,9258 1,5458 1,1882 0,8335 0,4689 0,1186 -0,1660 -0,3449 -0,4158 -0,4132 -0,3811 -0,3314 -0,2267 -0,0106 0,3443 0,8085 1,3070 1,7489 2,0560 2,1907 2,1832 2,1113 2,0340 1,9518 1,8243 1,6147 1,3293 1,0220 0,7617 0,5978 0,5399 0,5644 0,6411 0,7456 0,8575 0,9664 1,0815 1,2263 1,4183 1,6597 1,9437 2,2481 2,5337 2,7614 2,9002 2,9308 2,8593 2,7207 2,5746 2,5001 2,5555 2,7236 2,9123 3,0195 2,9925 2,8243 2,5132 2,0569 1,4897 0,9071 0,4381 0,1837 0,1765 0,3810 0,7218 1,1263 1,5499 1,9643 2,3490 2,6948 2,9872 3,1837 3,2182 3,0289 2,5942 1,9798 1,3395 0,8296 0,5227 0,4218 0,5204 0,8100 1,2489 1,7674 2,3044 2,8166 3,2661 3,6255 3,8833 4,0307 4,0607 3,9901 3,8644 3,7308 3,6040 3,4628 3,2839 3,0774 2,8811 2,7312 2,6418 2,5994 2,5781 2,5667 2,5663 2,5759 2,5993 2,6341 2,6363 2,5290 2,2637 1,8521 1,3353 0,7451 0,1156 -0,4776 -0,9235 -1,1319 -1,0789 -0,8206 -0,4865 -0,2426 -0,2177 -0,4373 -0,8118 -1,1886 -1,4375 -1,5195 -1,4895 -1,4266 -1,3642 -1,2965 -1,2181 -1,1256 -0,9977 -0,8010 -0,5244 -0,2060 0,0717 0,2183 0,1732 -0,0699 -0,4461 -0,8330 -1,1182 -1,2744 -1,3774 -1,5435 -1,8368 -2,2158 -2,5507 -2,7021 -2,6077 -2,3120 -1,9212 -1,5225 -1,1447 -0,7820 -0,4291 -0,0892 0,2265 0,4993 0,7135 0,8581 0,9180 0,8935 0,8277 0,7827 0,7965 0,8848 1,0679 1,3749 1,8237 2,4020 3,0546 3,6814 4,1545 4,3632 4,2684 3,9318 3,4823 3,0371 2,6590 2,3788 2,2245 2,2187 2,3644 2,6469 3,0418 3,5092 3,9819 4,3703 4,5907 4,6050 4,4339 4,1302 3,7536 3,3705 3,0495 2,8301 2,7085 2,6670 2,7037 2,8238 3,0148 3,2345 3,4328 3,5852 3,6856 3,6970 3,5410 3,1658 2,6107 1,9827 1,3914 0,9055 0,5349 0,2370 -0,0389 -0,3001 -0,5002 -0,5740 -0,4846 -0,2595 0,0093 0,2199 0,3177 0,2920 0,1399 -0,1380 -0,5217 -0,9689 -1,4173 -1,7930 -2,0347 -2,1181 -2,0682 -1,9514 -1,8416 -1,7877 -1,8106 -1,9087 -2,0608 -2,2355 -2,3939 -2,4847 -2,4715 -2,3795 -2,2902 -2,2702 -2,3185 -2,3846 -2,4171 -2,3911 -2,3230 -2,2678 -2,2892
F3    -1,8392 -1,3835 -0,8370 -0,2805 0,2085 0,5967 0,8837 1,0590 1,0933 0,9652 0,6819 0,2796 -0,1780 -0,6038 -0,9212 -1,1067 -1,1905 -1,2171 -1,2103 -1,1706 -1,0912 -0,9624 -0,7679 -0,4991 -0,1769 0,1523 0,4476 0,6834 0,8357 0,8868 0,8382 0,6951 0,4629 0,1771 -0,0888 -0,2571 -0,2862 -0,1861 -0,0056 0,1948 0,3670 0,4805 0,5268 0,5293 0,5362 0,5813 0,6478 0,6643 0,5423 0,2428 -0,1845 -0,6249 -0,9655 -1,1554 -1,2120 -1,1745 -1,0616 -0,8742 -0,6178 -0,3097 0,0143 0,2966 0,4771 0,5244 0,4509 0,3215 0,2444 0,3158 0,5564 0,9073 1,2754 1,5793 1,7672 1,8211 1,7610 1,6361 1,4967 1,3689 1,2518 1,1331 1,0080 0,8799 0,7355 0,5245 0,1843 -0,3138 -0,9382 -1,6036 -2,2060 -2,6703 -2,9693 -3,1160 -3,1501 -3,1207 -3,0684 -3,0214 -2,9976 -2,9996 -3,0146 -3,0336 -3,0645 -3,1154 -3,1705 -3,1959 -3,1685 -3,0932 -2,9897 -2,8791 -2,7865 -2,7335 -2,7155 -2,6934 -2,6183 -2,4699 -2,2693 -2,0617 -1,8915 -1,7803 -1,7200 -1,6871 -1,6619 -1,6369 -1,6055 -1,5469 -1,4347 -1,2716 -1,1053 -1,0088 -1,0508 -1,2722 -1,6632 -2,1467 -2,5942 -2,8830 -2,9514 -2,8012 -2,4704 -2,0213 -1,5415 -1,1332 -0,8801 -0,7974 -0,8170 -0,8274 -0,7251 -0,4571 -0,0418 0,4561 0,9748 1,4835 1,9815 2,4837 2,9950 3,4887 3,9099 4,2018 4,3352 4,3247 4,2213 4,0889 3,9826 3,9505 4,0454 4,3072 4,7241 5,2284 5,7329 6,1658 6,4867 6,6853 6,7718 6,7751 6,7433 6,7306 6,7837 6,9200 7,1004 7,2348 7,2276 7,0291 6,6726 6,2690 5,9407 5,7512 5,6957 5,7297 5,7943 5,8484 5,8937 5,9571 6,0618 6,2319 6,4871 6,8021 7,0745 7,1512 6,8980 6,2668 5,3263 4,2319 3,1457 2,1713 1,3588 0,7427 0,3545 0,2042 0,2683 0,5017 0,8536 1,2717 1,7029 2,1009 2,4172 2,5867 2,5515 2,2991 1,8561 1,2647 0,5850 -0,1013 -0,6994 -1,1092 -1,2489 -1,0954 -0,7025 -0,1819 0,3404 0,7874 1,1765 1,5774 2,0064 2,3824 2,5950 2,5966 2,4180 2,1203 1,7657 1,4370 1,2472 1,2914 1,5773 1,9988 2,3796 2,5701 2,5292 2,3257 2,0836 1,9206 1,9007 2,0168 2,2051 2,3705 2,4188 2,3029 2,0553 1,7684 1,5376 1,4230 1,4362 1,5415 1,6789 1,8018 1,8927 1,9519 1,9810 1,9787 1,9480 1,9054 1,8759 1,8736 1,8895 1,8899 1,8262 1,6658 1,4320 1,2010 1,0484 0,9999 1,0407 1,1577 1,3465 1,5747 1,7659 1,8436 1,7950 1,6781 1,5679 1,5116 1,5181 1,5538 1,5563 1,4699 1,2736 0,9896 0,6757 0,3905 0,1600 -0,0217 -0,1714 -0,3046 -0,4170 -0,4626 -0,3588 -0,0283 0,5558 1,3519 2,2594 3,1470 3,8959 4,4404 4,7841 4,9857 5,1224 5,2510 5,3741 5,4289 5,3268 5,0247 4,5780 4,1317 3,8514 3,8378 4,0795 4,4714 4,8786 5,2052 5,4246 5,5647 5,6681 5,7617 5,8552 5,9522 6,0525 6,1444 6,2023 6,2058 6,1632 6,1020 6,0299 5,9171 5,7156 5,3961 4,9713 4,4885 4,0001 3,5384 3,1109 2,7183 2,3798 2,1327 2,0093 2,0180 2,1383 2,3320 2,5737 2,8743 3,2702 3,7838 4,3896 5,0147 5,5685 5,9754 6,2017 6,2701 6,2350 6,1265 5,9265 5,6007 5,1436 4,6017 4,0571 3,5891 3,2460 3,0339 2,9296 2,9087 2,9544 3,0496 3,1815 3,3575 3,6051 3,9483 4,3901 4,9070 5,4421 5,9201 6,2839 6,5081 6,5898 6,5440 6,3980 6,1910 5,9786 5,8081 5,6738 5,5188 5,2935 5,0028 4,6805 4,3346 3,9445 3,5112 3,0970 2,8085 2,7334 2,8886 3,2188 3,6336 4,0572 4,4538 4,8157 5,1490 5,4622 5,7400 5,9270 5,9484 5,7435 5,2961 4,6720 4,0185 3,4876 3,1581 3,0379 3,1133 3,3630 3,7409 4,1840 4,6410 5,0823 5,4903 5,8533 6,1560 6,3655 6,4459 6,3962 6,2634 6,1117 5,9824 5,8774 5,7735 5,6498 5,4993 5,3258 5,1371 4,9394 4,7417 4,5647 4,4291 4,3440 4,3184 4,3537 4,4103 4,4139 4,3056 4,0712 3,7242 3,2862 2,8024 2,3628 2,0750 2,0089 2,1700 2,5069 2,9177 3,2692 3,4503 3,4330 3,2862 3,1278 3,0473 3,0532 3,0803 3,0568 2,9647 2,8305 2,6847 2,5504 2,4586 2,4485 2,5465 2,7382 2,9605 3,1243 3,1495 2,9972 2,7012 2,3669 2,1073 1,9611 1,8673 1,7200 1,4579 1,1202 0,8331 0,7305 0,8685 1,2007 1,6275 2,0681 2,4937 2,9014 3,2807 3,6141 3,8896 4,1062 4,2708 4,3784 4,4018 4,3303 4,2112 4,1216 4,1153 4,2181 4,4497 4,8230 5,3313 5,9462 6,6157 7,2557 7,7557 8,0190 8,0186 7,8195 7,5358 7,2530 7,0008 6,7937 6,6671 6,6616 6,7918 7,0373 7,3527 7,6815 7,9686 8,1660 8,2348 8,1608 7,9630 7,6793 7,3535 7,0429 6,8070 6,6699 6,6143 6,6228 6,7056 6,8749 7,1125 7,3669 7,5820 7,7307 7,8081 7,7891 7,6164 7,2562 6,7554 6,2268 5,7869 5,4966 5,3317 5,2009 5,0176 4,7678 4,5137 4,3475 4,3382 4,4878 4,7228 4,9477 5,1093 5,1913 5,1746 5,0376 4,7820 4,4391 4,0642 3,7288 3,4974 3,3978 3,4044 3,4467 3,4503 3,3731 3,2106 2,9901 2,7665 2,6026 2,5450 2,6142 2,7956 3,0271 3,2175 3,3038 3,2872 3,2109 3,1178 3,0310 2,9475 2,8401 2,6774
F7    -2,2332 -1,7503 -1,1943 -0,6523 -0,1874 0,1869 0,4868 0,7095 0,8138 0,7548 0,5292 0,1797 -0,2271 -0,6193 -0,9380 -1,1555 -1,2689 -1,2759 -1,1628 -0,9223 -0,5799 -0,1928 0,1794 0,4950 0,7316 0,8889 0,9903 1,0656 1,1251 1,1504 1,1023 0,9344 0,6230 0,2041 -0,2321 -0,5855 -0,7847 -0,8041 -0,6654 -0,4212 -0,1315 0,1452 0,3638 0,5180 0,6327 0,7229 0,7726 0,7458 0,6031 0,3294 -0,0346 -0,3974 -0,6675 -0,8063 -0,8308 -0,7733 -0,6512 -0,4725 -0,2468 0,0144 0,2869 0,5143 0,6253 0,5835 0,4206 0,2256 0,1044 0,1198 0,2513 0,4218 0,5592 0,6283 0,6199 0,5339 0,3886 0,2259 0,0890 -0,0025 -0,0575 -0,0998 -0,1415 -0,1742 -0,2029 -0,2740 -0,4525 -0,7690 -1,1943 -1,6524 -2,0579 -2,3570 -2,5418 -2,6335 -2,6589 -2,6429 -2,6138 -2,6076 -2,6527 -2,7447 -2,8427 -2,8991 -2,8900 -2,8173 -2,6947 -2,5387 -2,3758 -2,2448 -2,1756 -2,1625 -2,1740 -2,1831 -2,1729 -2,1237 -2,0128 -1,8317 -1,5983 -1,3518 -1,1383 -0,9929 -0,9199 -0,8937 -0,8869 -0,8913 -0,9099 -0,9312 -0,9231 -0,8595 -0,7467 -0,6287 -0,5697 -0,6215 -0,7924 -1,0377 -1,2722 -1,4076 -1,3912 -1,2132 -0,8937 -0,4878 -0,0911 0,1804 0,2438 0,1039 -0,1402 -0,3534 -0,4377 -0,3611 -0,1388 0,1988 0,6209 1,0954 1,5943 2,0998 2,5904 3,0187 3,3227 3,4690 3,4794 3,4167 3,3478 3,3092 3,3018 3,3245 3,4017 3,5573 3,7774 4,0251 4,2759 4,5208 4,7472 4,9295 5,0357 5,0466 4,9800 4,8977 4,8800 4,9742 5,1522 5,3246 5,3985 5,3281 5,1371 4,9055 4,7209 4,6329 4,6481 4,7492 4,9110 5,1074 5,3132 5,5101 5,6993 5,9067 6,1560 6,4277 6,6437 6,6959 6,4943 6,0017 5,2519 4,3464 3,4149 2,5635 1,8587 1,3489 1,0768 1,0618 1,2792 1,6628 2,1237 2,5687 2,9210 3,1345 3,1796 3,0314 2,6926 2,2104 1,6492 1,0657 0,5085 0,0234 -0,3462 -0,5595 -0,5944 -0,4647 -0,2142 0,1024 0,4323 0,7463 1,0599 1,4034 1,7573 2,0281 2,0977 1,9100 1,5176 1,0404 0,6021 0,3136 0,2602 0,4583 0,8329 1,2511 1,5750 1,7124 1,6572 1,4904 1,3366 1,3073 1,4558 1,7567 2,1187 2,4226 2,5646 2,4904 2,2203 1,8449 1,4759 1,1997 1,0591 1,0503 1,1337 1,2585 1,3810 1,4659 1,4837 1,4263 1,3231 1,2357 1,2266 1,3242 1,5074 1,7178 1,8808 1,9360 1,8728 1,7408 1,6134 1,5402 1,5355 1,6004 1,7261 1,8750 1,9941 2,0572 2,0876 2,1310 2,2045 2,2795 2,3088 2,2561 2,1073 1,8623 1,5275 1,1356 0,7587 0,4696 0,2839 0,1563 0,0269 -0,1359 -0,3136 -0,4398 -0,4316 -0,2297 0,1800 0,7628 1,4453 2,1328 2,7298 3,1601 3,3870 3,4289 3,3555 3,2480 3,1383 2,9896 2,7473 2,4053 2,0227 1,6910 1,4918 1,4679 1,6029 1,8219 2,0291 2,1555 2,1832 2,1399 2,0791 2,0521 2,0805 2,1556 2,2645 2,3997 2,5448 2,6773 2,7926 2,8980 2,9806 2,9978 2,9094 2,7170 2,4651 2,2046 1,9563 1,7052 1,4271 1,1226 0,8302 0,6021 0,4692 0,4293 0,4644 0,5609 0,7148 0,9339 1,2407 1,6551 2,1593 2,6881 3,1577 3,4976 3,6652 3,6548 3,4963 3,2334 2,8999 2,5118 2,0747 1,6082 1,1641 0,8114 0,5985 0,5252 0,5578 0,6664 0,8351 1,0438 1,2656 1,4925 1,7501 2,0728 2,4753 2,9356 3,3894 3,7567 3,9875 4,0754 4,0357 3,8885 3,6618 3,4012 3,1655 3,0014 2,9109 2,8455 2,7414 2,5657 2,3219 2,0191 1,6578 1,2522 0,8560 0,5492 0,3947 0,4087 0,5559 0,7741 1,0228 1,2973 1,5968 1,9083 2,2179 2,5023 2,7146 2,7969 2,7036 2,4188 1,9752 1,4582 0,9620 0,5360 0,1984 -0,0127 -0,0413 0,1351 0,4836 0,9375 1,4284 1,9112 2,3652 2,7662 3,0682 3,2259 3,2279 3,1051 2,9093 2,6848 2,4534 2,2223 2,0018 1,8114 1,6664 1,5620 1,4715 1,3703 1,2616 1,1705 1,1169 1,1053 1,1264 1,1500 1,1332 1,0496 0,8956 0,6697 0,3732 0,0376 -0,2667 -0,4610 -0,4916 -0,3427 -0,0449 0,3163 0,6174 0,7558 0,7122 0,5566 0,3897 0,2784 0,2312 0,2142 0,1882 0,1358 0,0568 -0,0403 -0,1420 -0,2331 -0,2938 -0,3012 -0,2574 -0,2086 -0,2172 -0,3220 -0,5248 -0,7885 -1,0486 -1,2513 -1,3913 -1,5197 -1,7139 -2,0189 -2,3964 -2,7303 -2,8888 -2,8020 -2,4992 -2,0752 -1,6212 -1,1889 -0,8009 -0,4669 -0,1815 0,0756 0,3284 0,5902 0,8460 1,0503 1,1688 1,2214 1,2650 1,3477 1,4908 1,7003 1,9785 2,3272 2,7510 3,2520 3,7972 4,2963 4,6389 4,7656 4,7060 4,5436 4,3489 4,1501 3,9635 3,8227 3,7634 3,8003 3,9278 4,1244 4,3506 4,5556 4,6941 4,7394 4,6884 4,5570 4,3711 4,1663 3,9895 3,8840 3,8578 3,8799 3,9214 3,9853 4,0856 4,2146 4,3424 4,4440 4,5186 4,5650 4,5430 4,3902 4,0926 3,7202 3,3821 3,1513 3,0300 2,9579 2,8508 2,6546 2,3785 2,0847 1,8566 1,7617 1,8088 1,9333 2,0446 2,0888 2,0596 1,9727 1,8483 1,7007 1,5356 1,3686 1,2380 1,1838 1,2151 1,2970 1,3653 1,3633 1,2687 1,0860 0,8330 0,5485 0,2948 0,1350 0,1025 0,1826 0,3131 0,4137 0,4293 0,3534 0,2151 0,0585 -0,0661 -0,1201 -0,0956 -0,0165
