Fp1   -0,1913 -0,2764 -0,3252 -0,3258 -0,2571 -0,1117 0,0864 0,2883 0,4479 0,5425 0,5766 0,5700 0,5441 0,5177 0,5158 0,5724 0,7167 0,9524 1,2459 1,5308 1,7317 1,7945 1,7032 1,4786 1,1636 0,8038 0,4326 0,0607 -0,3222 -0,7226 -1,1157 -1,4478 -1,6621 -1,7267 -1,6525 -1,4846 -1,2730 -1,0510 -0,8304 -0,6098 -0,3926 -0,2003 -0,0694 -0,0301 -0,0843 -0,2033 -0,3427 -0,4613 -0,5371 -0,5696 -0,5681 -0,5380 -0,4838 -0,4233 -0,3809 -0,3660 -0,3690 -0,3743 -0,3663 -0,3294 -0,2582 -0,1642 -0,0678 0,0154 0,0747 0,0971 0,0683 -0,0157 -0,1412 -0,2801 -0,4029 -0,4904 -0,5388 -0,5544 -0,5445 -0,5140 -0,4634 -0,3878 -0,2845 -0,1649 -0,0551 0,0182 0,0358 -0,0124 -0,1189 -0,2523 -0,3745 -0,4622 -0,5069 -0,5026 -0,4466 -0,3444 -0,2099 -0,0614 0,0894 0,2442 0,4114 0,5911 0,7748 0,9543 1,1241 1,2782 1,4120 1,5225 1,6044 1,6517 1,6620 1,6390 1,5951 1,5491 1,5174 1,5012 1,4835 1,4425 1,3672 1,2583 1,1212 0,9623 0,7880 0,6056 0,4261 0,2610 0,1112 -0,0311 -0,1641 -0,2685 -0,3191 -0,3020 -0,2183 -0,0800 0,0951 0,2888 0,4883 0,6862 0,8794 1,0727 1,2755 1,4875 1,6898 1,8614 2,0022 2,1346 2,2856 2,4697 2,6811 2,8995 3,1076 3,3019 3,4884 3,6783 3,8899 4,1423 4,4448 4,7940 5,1762 5,5744 5,9754 6,3687 6,7453 7,1034 7,4558 7,8239 8,2213 8,6410 9,0515 9,4057 9,6639 9,8125 9,8641 9,8422 9,7666 9,6493 9,4938 9,2994 9,0696 8,8144 8,5422 8,2590 7,9723 7,6891 7,4052 7,1001 6,7509 6,3509 5,9159 5,4757 5,0613 4,6943 4,3865 4,1425 3,9599 3,8280 3,7324 3,6672 3,6395 3,6623 3,7432 3,8754 4,0408 4,2218 4,4018 4,5591 4,6735 4,7423 4,7838 4,8198 4,8535 4,8662 4,8341 4,7484 4,6223 4,4782 4,3286 4,1698 3,9914 3,7897 3,5731 3,3559 3,1509 2,9701 2,8278 2,7350 2,6928 2,6935 2,7218 2,7561 2,7723 2,7509 2,6841 2,5813 2,4659 2,3589 2,2653 2,1785 2,0994 2,0467 2,0447 2,1027 2,2091 2,3415 2,4790 2,6051 2,7057 2,7722 2,8016 2,7930 2,7487 2,6763 2,5846 2,4815 2,3752 2,2705 2,1699 2,0814 2,0193 1,9960 2,0122 2,0516 2,0867 2,0955 2,0725 2,0247 1,9614 1,8897 1,8147 1,7427 1,6775 1,6072 1,5097 1,3852 1,2742 1,2307 1,2772 1,3864 1,5024 1,5778 1,5980 1,5794 1,5508 1,5365 1,5436 1,5556 1,5387 1,4613 1,3112 1,1061 0,8883 0,7011 0,5594 0,4450 0,3323 0,2145 0,1015 0,0089 -0,0436 -0,0389 0,0214 0,1104 0,1820 0,1904 0,1142 -0,0308 -0,1987 -0,3352 -0,3980 -0,3650 -0,2351 -0,0281 0,2230 0,4890 0,7446 0,9605 1,1097 1,1792 1,1618 1,0414 0,8027 0,4608 0,0768 -0,2592 -0,4673 -0,5071 -0,3817 -0,1241 0,2176 0,5842 0,9139 1,1650 1,3293 1,4185 1,4435 1,4068 1,3099 1,1620 0,9856 0,8138 0,6749 0,5800 0,5260 0,5071 0,5232 0,5729 0,6413 0,6994 0,7215 0,6987 0,6385 0,5552 0,4652 0,3877 0,3471 0,3677 0,4672 0,6494 0,8961 1,1653 1,4028 1,5603 1,6122 1,5631 1,4406 1,2772 1,0980 0,9183 0,7468 0,5871 0,4385 0,2986 0,1700 0,0605 -0,0259 -0,0989 -0,1776 -0,2725 -0,3780 -0,4824 -0,5758 -0,6469 -0,6857 -0,6903 -0,6669 -0,6253 -0,5816 -0,5577 -0,5665 -0,5984 -0,6256 -0,6192 -0,5584 -0,4362 -0,2658 -0,0839 0,0626 0,1424 0,1504 0,1003 0,0153 -0,0750 -0,1438 -0,1855 -0,2244 -0,2994 -0,4374 -0,6385 -0,8748 -1,0981 -1,2587 -1,3298 -1,3170 -1,2469 -1,1523 -1,0656 -1,0136 -1,0120 -1,0668 -1,1828 -1,3678 -1,6244 -1,9351 -2,2531 -2,5172 -2,6802 -2,7296 -2,6854 -2,5802 -2,4418 -2,2834 -2,1063 -1,9131 -1,7213 -1,5598 -1,4487 -1,3853 -1,3502 -1,3158 -1,2487 -1,1230 -0,9448 -0,7531 -0,5904 -0,4824 -0,4389 -0,4602 -0,5422 -0,6734 -0,8302 -0,9820 -1,1013 -1,1702 -1,1880 -1,1796 -1,1891 -1,2537 -1,3811 -1,5543 -1,7554 -1,9731 -2,1918 -2,3927 -2,5653 -2,7063 -2,8080 -2,8619 -2,8695 -2,8424 -2,7923 -2,7207 -2,6144 -2,4569 -2,2481 -2,0131 -1,7909 -1,6139 -1,4931 -1,4143 -1,3468 -1,2607 -1,1420 -1,0014 -0,8770 -0,8234 -0,8860 -1,0756 -1,3641 -1,7005 -2,0391 -2,3602 -2,6714 -2,9927 -3,3370 -3,6962 -4,0382 -4,3258 -4,5447 -4,7114 -4,8555 -4,9948 -5,1268 -5,2368 -5,3051 -5,3128 -5,2526 -5,1316 -4,9628 -4,7537 -4,4997 -4,1889 -3,8186 -3,4069 -2,9934 -2,6261 -2,3405 -2,1437 -2,0148 -1,9176 -1,8144 -1,6786 -1,5019 -1,2916 -1,0627 -0,8330 -0,6224 -0,4491 -0,3240 -0,2457 -0,1978 -0,1499 -0,0661 0,0748 0,2651 0,4731 0,6567 0,7730 0,7868 0,6834 0,4817 0,2297 -0,0187 -0,2286 -0,3940 -0,5329 -0,6735 -0,8389 -1,0404 -1,2829 -1,5629 -1,8575 -2,1261 -2,3272 -2,4365 -2,4578 -2,4219 -2,3714 -2,3438 -2,3611 -2,4188 -2,4812 -2,4986 -2,4417 -2,3251 -2,2017 -2,1343 -2,1694 -2,3222 -2,5746 -2,8891 -3,2304 -3,5805 -3,9363 -4,2929 -4,6317 -4,9329 -5,1917 -5,4191 -5,6324 -5,8441 -6,0519 -6,2339 -6,3574 -6,3932 -6,3318 -6,1874 -5,9850 -5,7491 -5,5028 -5,2663 -5,0493 -4,8465 -4,6444 -4,4404 -4,2532 -4,1105 -4,0250 -3,9811 -3,9458 -3,8943 -3,8165 -3,7034 -3,5475 -3,3625
Fz    -0,1730 -0,2484 -0,3090 -0,3574 -0,3726 -0,3242 -0,2015 -0,0280 0,1518 0,2980 0,3918 0,4433 0,4851 0,5513 0,6594 0,8093 0,9923 1,1952 1,3973 1,5648 1,6622 1,6725 1,5990 1,4480 1,2175 0,9020 0,5045 0,0337 -0,5029 -1,0862 -1,6665 -2,1663 -2,4988 -2,5945 -2,4290 -2,0318 -1,4723 -0,8433 -0,2417 0,2549 0,5984 0,7678 0,7681 0,6293 0,3977 0,1213 -0,1582 -0,4093 -0,6171 -0,7848 -0,9249 -1,0488 -1,1660 -1,2824 -1,3915 -1,4685 -1,4815 -1,4089 -1,2491 -1,0152 -0,7240 -0,3924 -0,0425 0,2951 0,5808 0,7699 0,8213 0,7155 0,4714 0,1510 -0,1636 -0,4058 -0,5472 -0,5944 -0,5675 -0,4809 -0,3354 -0,1233 0,1539 0,4685 0,7682 0,9933 1,0976 1,0661 0,9230 0,7242 0,5322 0,3880 0,2997 0,2516 0,2219 0,1973 0,1770 0,1702 0,1948 0,2736 0,4232 0,6441 0,9207 1,2281 1,5394 1,8377 2,1209 2,3893 2,6324 2,8358 2,9946 3,1185 3,2258 3,3316 3,4329 3,5046 3,5164 3,4534 3,3227 3,1478 2,9633 2,8033 2,6804 2,5761 2,4603 2,3178 2,1571 2,0019 1,8770 1,8002 1,7803 1,8145 1,8889 1,9897 2,1159 2,2735 2,4586 2,6512 2,8289 2,9849 3,1307 3,2802 3,4342 3,5858 3,7399 3,9206 4,1547 4,4499 4,7857 5,1250 5,4348 5,6999 5,9217 6,1172 6,3168 6,5516 6,8371 7,1665 7,5211 7,8887 8,2695 8,6640 9,0631 9,4543 9,8329 10,2043 10,5750 10,9420 11,2888 11,5933 11,8397 12,0235 12,1492 12,2194 12,2262 12,1555 12,0005 11,7724 11,4951 11,1914 10,8779 10,5701 10,2790 10,0016 9,7178 9,3962 9,0112 8,5624 8,0804 7,6140 7,2087 6,8875 6,6476 6,4712 6,3407 6,2456 6,1792 6,1418 6,1405 6,1766 6,2407 6,3251 6,4339 6,5787 6,7637 6,9782 7,1982 7,3943 7,5424 7,6308 7,6583 7,6281 7,5440 7,4095 7,2302 7,0138 6,7663 6,4889 6,1818 5,8563 5,5382 5,2498 4,9934 4,7593 4,5444 4,3581 4,2112 4,1044 4,0292 3,9716 3,9133 3,8348 3,7224 3,5771 3,4199 3,2781 3,1603 3,0547 2,9522 2,8616 2,8008 2,7818 2,8082 2,8838 3,0126 3,1879 3,3898 3,5968 3,7927 3,9630 4,0941 4,1733 4,1924 4,1573 4,0899 4,0109 3,9282 3,8482 3,7881 3,7709 3,8066 3,8786 3,9453 3,9597 3,8957 3,7579 3,5734 3,3759 3,1897 3,0250 2,8819 2,7508 2,6169 2,4757 2,3480 2,2675 2,2550 2,3093 2,4170 2,5658 2,7502 2,9631 3,1848 3,3845 3,5323 3,6101 3,6153 3,5537 3,4313 3,2571 3,0523 2,8413 2,6312 2,4074 2,1560 1,8851 1,6177 1,3758 1,1781 1,0422 0,9741 0,9571 0,9530 0,9190 0,8340 0,7139 0,5992 0,5307 0,5374 0,6379 0,8368 1,1139 1,4286 1,7367 1,9997 2,1838 2,2645 2,2332 2,0899 1,8361 1,4803 1,0503 0,6040 0,2273 0,0010 -0,0390 0,0880 0,3312 0,6355 0,9582 1,2749 1,5712 1,8359 2,0611 2,2424 2,3720 2,4376 2,4330 2,3738 2,2958 2,2326 2,1983 2,1928 2,2153 2,2676 2,3444 2,4245 2,4719 2,4484 2,3330 2,1356 1,8900 1,6348 1,4029 1,2204 1,1071 1,0758 1,1288 1,2513 1,4102 1,5613 1,6641 1,7010 1,6834 1,6394 1,5955 1,5642 1,5415 1,5105 1,4474 1,3292 1,1381 0,8685 0,5364 0,1773 -0,1734 -0,4918 -0,7575 -0,9470 -1,0416 -1,0383 -0,9508 -0,8002 -0,6105 -0,4102 -0,2311 -0,1004 -0,0343 -0,0349 -0,0842 -0,1483 -0,1922 -0,1909 -0,1295 -0,0041 0,1699 0,3561 0,5122 0,6125 0,6547 0,6517 0,6217 0,5791 0,5207 0,4219 0,2530 0,0056 -0,2981 -0,6157 -0,8948 -1,0803 -1,1348 -1,0594 -0,8946 -0,7033 -0,5446 -0,4522 -0,4316 -0,4782 -0,5914 -0,7698 -0,9998 -1,2524 -1,4906 -1,6806 -1,8027 -1,8578 -1,8656 -1,8559 -1,8566 -1,8814 -1,9233 -1,9665 -2,0108 -2,0745 -2,1677 -2,2684 -2,3299 -2,3066 -2,1740 -1,9418 -1,6567 -1,3845 -1,1794 -1,0631 -1,0239 -1,0268 -1,0290 -0,9932 -0,9000 -0,7557 -0,5887 -0,4367 -0,3381 -0,3331 -0,4627 -0,7488 -1,1717 -1,6760 -2,2032 -2,7139 -3,1863 -3,6066 -3,9646 -4,2521 -4,4630 -4,5941 -4,6492 -4,6408 -4,5825 -4,4773 -4,3141 -4,0850 -3,8062 -3,5171 -3,2571 -3,0475 -2,8900 -2,7709 -2,6637 -2,5327 -2,3465 -2,1042 -1,8515 -1,6613 -1,5921 -1,6635 -1,8609 -2,1549 -2,5124 -2,8995 -3,2897 -3,6689 -4,0268 -4,3463 -4,6077 -4,8077 -4,9694 -5,1288 -5,3079 -5,5026 -5,6965 -5,8766 -6,0326 -6,1460 -6,1900 -6,1427 -6,0016 -5,7869 -5,5261 -5,2333 -4,9085 -4,5589 -4,2109 -3,9005 -3,6552 -3,4849 -3,3779 -3,2981 -3,1940 -3,0183 -2,7500 -2,3996 -1,9987 -1,5861 -1,2014 -0,8762 -0,6244 -0,4402 -0,3051 -0,1924 -0,0755 0,0551 0,1875 0,3018 0,3789 0,3949 0,3230 0,1564 -0,0727 -0,3070 -0,4937 -0,6067 -0,6583 -0,6990 -0,7969 -1,0048 -1,3366 -1,7667 -2,2442 -2,7102 -3,1130 -3,4217 -3,6296 -3,7535 -3,8300 -3,9021 -3,9986 -4,1213 -4,2414 -4,3060 -4,2603 -4,0770 -3,7770 -3,4265 -3,1140 -2,9168 -2,8706 -2,9625 -3,1527 -3,4041 -3,6950 -4,0159 -4,3620 -4,7319 -5,1294 -5,5597 -6,0148 -6,4656 -6,8691 -7,1848 -7,3851 -7,4616 -7,4278 -7,3164 -7,1644 -6,9923 -6,8046 -6,6086 -6,4165 -6,2280 -6,0261 -5,7959 -5,5449 -5,3053 -5,1181 -5,0089 -4,9683 -4,9528 -4,9116 -4,8118 -4,6471 -4,4396 -4,2400
F3    -0,2951 -0,3829 -0,4482 -0,4932 -0,5008 -0,4496 -0,3326 -0,1655 0,0233 0,2072 0,3741 0,5294 0,6841 0,8404 0,9910 1,1258 1,2366 1,3221 1,3871 1,4332 1,4534 1,4368 1,3716 1,2438 1,0363 0,7368 0,3493 -0,1052 -0,5996 -1,1028 -1,5734 -1,9577 -2,1952 -2,2348 -2,0597 -1,6996 -1,2171 -0,6853 -0,1734 0,2577 0,5615 0,7118 0,7051 0,5602 0,3163 0,0246 -0,2618 -0,5015 -0,6792 -0,8054 -0,8995 -0,9770 -1,0478 -1,1174 -1,1847 -1,2366 -1,2481 -1,1877 -1,0317 -0,7757 -0,4327 -0,0295 0,3919 0,7773 1,0720 1,2294 1,2203 1,0468 0,7514 0,4081 0,0971 -0,1235 -0,2346 -0,2484 -0,1872 -0,0706 0,0879 0,2845 0,5203 0,7862 1,0532 1,2784 1,4158 1,4305 1,3148 1,0916 0,7976 0,4650 0,1166 -0,2242 -0,5236 -0,7394 -0,8337 -0,7893 -0,6196 -0,3614 -0,0557 0,2673 0,5938 0,9232 1,2604 1,6157 2,0027 2,4220 2,8469 3,2339 3,5460 3,7665 3,8932 3,9269 3,8697 3,7327 3,5389 3,3171 3,0940 2,8862 2,6980 2,5248 2,3599 2,1997 2,0448 1,8951 1,7509 1,6197 1,5184 1,4641 1,4663 1,5274 1,6465 1,8238 2,0629 2,3589 2,6859 3,0058 3,2933 3,5460 3,7739 3,9813 4,1570 4,2839 4,3590 4,4055 4,4621 4,5569 4,6902 4,8400 4,9842 5,1192 5,2626 5,4469 5,7078 6,0634 6,5027 6,9938 7,4997 7,9891 8,4438 8,8605 9,2485 9,6290 10,0326 10,4853 10,9889 11,5083 11,9816 12,3495 12,5848 12,6967 12,7114 12,6527 12,5386 12,3846 12,2069 12,0208 11,8383 11,6631 11,4941 11,3344 11,1882 11,0473 10,8819 10,6476 10,3077 9,8563 9,3228 8,7585 8,2209 7,7580 7,3962 7,1386 6,9757 6,8901 6,8599 6,8687 6,9068 6,9622 7,0247 7,0966 7,1926 7,3308 7,5255 7,7788 8,0753 8,3825 8,6593 8,8649 8,9652 8,9421 8,7998 8,5596 8,2490 7,8975 7,5383 7,2028 6,9103 6,6664 6,4703 6,3177 6,1995 6,1074 6,0423 6,0114 6,0159 6,0418 6,0674 6,0770 6,0637 6,0189 5,9270 5,7785 5,5842 5,3654 5,1324 4,8857 4,6353 4,4095 4,2419 4,1576 4,1707 4,2850 4,4896 4,7558 5,0433 5,3144 5,5450 5,7236 5,8453 5,9072 5,9067 5,8470 5,7448 5,6224 5,4965 5,3854 5,3128 5,2955 5,3275 5,3812 5,4214 5,4230 5,3852 5,3289 5,2798 5,2459 5,2038 5,1119 4,9412 4,6907 4,3839 4,0649 3,7921 3,6161 3,5557 3,5962 3,7039 3,8463 4,0081 4,1892 4,3880 4,5931 4,7833 4,9302 5,0062 4,9927 4,8839 4,6925 4,4492 4,1887 3,9303 3,6732 3,4125 3,1563 2,9213 2,7184 2,5491 2,4136 2,3114 2,2356 2,1731 2,1183 2,0821 2,0813 2,1238 2,2065 2,3230 2,4712 2,6504 2,8501 3,0497 3,2327 3,3919 3,5204 3,6060 3,6288 3,5582 3,3663 3,0578 2,6848 2,3305 2,0775 1,9760 2,0267 2,1905 2,4153 2,6584 2,8899 3,0874 3,2343 3,3256 3,3681 3,3752 3,3616 3,3382 3,3097 3,2776 3,2449 3,2172 3,2055 3,2261 3,2926 3,4088 3,5618 3,7209 3,8474 3,9082 3,8852 3,7751 3,5873 3,3421 3,0714 2,8174 2,6257 2,5349 2,5637 2,6993 2,8949 3,0876 3,2301 3,3136 3,3575 3,3819 3,3947 3,3940 3,3700 3,3063 3,1885 3,0134 2,7900 2,5354 2,2709 2,0172 1,7845 1,5725 1,3848 1,2397 1,1609 1,1636 1,2493 1,4078 1,6165 1,8412 2,0428 2,1853 2,2462 2,2278 2,1608 2,0918 2,0608 2,0892 2,1825 2,3335 2,5207 2,7079 2,8575 2,9528 3,0036 3,0364 3,0782 3,1410 3,2051 3,2210 3,1349 2,9164 2,5675 2,1186 1,6227 1,1461 0,7527 0,4841 0,3468 0,3154 0,3481 0,4028 0,4440 0,4443 0,3840 0,2553 0,0676 -0,1487 -0,3474 -0,4829 -0,5260 -0,4713 -0,3364 -0,1597 0,0099 0,1348 0,2070 0,2418 0,2529 0,2414 0,2120 0,1868 0,1973 0,2653 0,3906 0,5471 0,6922 0,7899 0,8342 0,8496 0,8717 0,9258 1,0171 1,1361 1,2695 1,4042 1,5261 1,6182 1,6573 1,6087 1,4293 1,0865 0,5868 -0,0196 -0,6631 -1,2780 -1,8090 -2,2178 -2,4919 -2,6451 -2,7020 -2,6784 -2,5775 -2,4056 -2,1853 -1,9450 -1,6969 -1,4371 -1,1662 -0,9002 -0,6630 -0,4764 -0,3560 -0,3070 -0,3207 -0,3723 -0,4228 -0,4351 -0,4013 -0,3496 -0,3215 -0,3484 -0,4481 -0,6249 -0,8635 -1,1311 -1,3972 -1,6488 -1,8870 -2,1127 -2,3213 -2,5139 -2,7099 -2,9352 -3,1952 -3,4650 -3,7082 -3,9024 -4,0421 -4,1225 -4,1326 -4,0663 -3,9352 -3,7634 -3,5662 -3,3379 -3,0648 -2,7506 -2,4258 -2,1310 -1,8934 -1,7162 -1,5816 -1,4587 -1,3123 -1,1128 -0,8460 -0,5184 -0,1533 0,2179 0,5665 0,8751 1,1435 1,3868 1,6284 1,8903 2,1806 2,4832 2,7620 2,9807 3,1171 3,1591 3,0951 2,9209 2,6531 2,3282 1,9849 1,6499 1,3300 1,0097 0,6621 0,2685 -0,1659 -0,6121 -1,0270 -1,3634 -1,5800 -1,6534 -1,5894 -1,4310 -1,2515 -1,1285 -1,1172 -1,2319 -1,4361 -1,6526 -1,7973 -1,8169 -1,7094 -1,5181 -1,3084 -1,1419 -1,0603 -1,0799 -1,1974 -1,4010 -1,6765 -2,0077 -2,3722 -2,7394 -3,0789 -3,3701 -3,6054 -3,7898 -3,9382 -4,0647 -4,1703 -4,2466 -4,2844 -4,2801 -4,2351 -4,1520 -4,0361 -3,9003 -3,7609 -3,6240 -3,4796 -3,3142 -3,1285 -2,9415 -2,7786 -2,6621 -2,6016 -2,5891 -2,6009 -2,6049 -2,5676 -2,4712 -2,3325
F7    -0,3810 -0,3578 -0,3965 -0,4735 -0,5321 -0,5349 -0,4813 -0,3781 -0,2193 0,0007 0,2761 0,5861 0,8837 1,1035 1,2003 1,1768 1,0715 0,9273 0,7827 0,6856 0,6850 0,8037 1,0182 1,2548 1,4188 1,4412 1,3069 1,0521 0,7337 0,3917 0,0378 -0,3166 -0,6288 -0,8339 -0,8954 -0,8414 -0,7451 -0,6815 -0,6958 -0,7810 -0,8786 -0,9356 -0,9590 -0,9766 -0,9764 -0,9317 -0,8531 -0,7759 -0,7171 -0,6603 -0,5838 -0,4938 -0,4134 -0,3468 -0,2700 -0,1572 -0,0043 0,1804 0,3970 0,6476 0,9080 1,1285 1,2671 1,3124 1,2690 1,1407 0,9495 0,7504 0,5934 0,4788 0,3718 0,2432 0,0862 -0,0880 -0,2584 -0,4082 -0,5361 -0,6478 -0,7331 -0,7570 -0,6755 -0,4623 -0,1345 0,2368 0,5515 0,7214 0,6974 0,4905 0,1748 -0,1482 -0,4032 -0,5702 -0,6778 -0,7696 -0,8696 -0,9651 -1,0174 -0,9805 -0,8106 -0,4775 0,0182 0,6376 1,3128 1,9758 2,5851 3,1158 3,5288 3,7766 3,8366 3,7248 3,4823 3,1667 2,8422 2,5538 2,2999 2,0301 1,6756 1,1953 0,6070 -0,0221 -0,6179 -1,1377 -1,5696 -1,8884 -2,0323 -1,9322 -1,5472 -0,8831 -0,0097 0,9341 1,7722 2,3564 2,6200 2,5801 2,3120 1,9341 1,5778 1,3337 1,2225 1,2103 1,2389 1,2558 1,2411 1,2159 1,2192 1,2851 1,4515 1,7620 2,2327 2,8286 3,4792 4,1063 4,6454 5,0653 5,3725 5,5956 5,7787 5,9884 6,2989 6,7511 7,3275 7,9675 8,5996 9,1704 9,6619 10,0808 10,4218 10,6537 10,7342 10,6397 10,3991 10,0975 9,8217 9,6082 9,4548 9,3382 9,2058 8,9934 8,6625 8,2102 7,6566 7,0285 6,3529 5,6611 4,9878 4,3744 3,8793 3,5692 3,4792 3,5800 3,7869 4,0117 4,2113 4,3875 4,5530 4,7208 4,9065 5,1118 5,3159 5,4909 5,6183 5,6857 5,6731 5,5608 5,3632 5,1429 4,9749 4,8966 4,8990 4,9593 5,0614 5,1807 5,2648 5,2461 5,0838 4,7878 4,4056 4,0041 3,6591 3,4346 3,3546 3,3936 3,4907 3,5720 3,5774 3,4828 3,2921 3,0164 2,6766 2,3197 2,0070 1,7780 1,6266 1,5097 1,3915 1,2877 1,2519 1,3153 1,4529 1,6087 1,7477 1,8781 2,0192 2,1567 2,2481 2,2757 2,2699 2,2730 2,3067 2,3728 2,4583 2,5303 2,5447 2,4722 2,3129 2,0876 1,8169 1,5054 1,1449 0,7402 0,3316 -0,0187 -0,2522 -0,3226 -0,1943 0,1429 0,6370 1,1540 1,5399 1,7201 1,7346 1,6804 1,6316 1,6111 1,6159 1,6429 1,6918 1,7551 1,8111 1,8306 1,7802 1,6147 1,2840 0,7796 0,1790 -0,3742 -0,7574 -0,9415 -0,9777 -0,9312 -0,8369 -0,7015 -0,5368 -0,3862 -0,3019 -0,2970 -0,3399 -0,3896 -0,4182 -0,4124 -0,3784 -0,3364 -0,2992 -0,2639 -0,2289 -0,2022 -0,1979 -0,2426 -0,3724 -0,5956 -0,8545 -1,0488 -1,1156 -1,0747 -0,9948 -0,9339 -0,9073 -0,8881 -0,8393 -0,7484 -0,6297 -0,5038 -0,3863 -0,2842 -0,1990 -0,1349 -0,0987 -0,0813 -0,0494 0,0357 0,1865 0,3682 0,5069 0,5299 0,4099 0,1818 -0,0799 -0,3044 -0,4499 -0,4942 -0,4247 -0,2481 -0,0009 0,2567 0,4643 0,5838 0,6027 0,5284 0,3922 0,2470 0,1440 0,1091 0,1496 0,2795 0,5199 0,8680 1,2764 1,6650 1,9474 2,0726 2,0572 1,9626 1,8297 1,6496 1,3875 1,0144 0,5368 0,0237 -0,4069 -0,6607 -0,7322 -0,6912 -0,6183 -0,5501 -0,4682 -0,3351 -0,1409 0,0880 0,3100 0,4893 0,6107 0,6819 0,7142 0,6972 0,6004 0,4031 0,1151 -0,2198 -0,5338 -0,7587 -0,8647 -0,8730 -0,8101 -0,6623 -0,4125 -0,1068 0,1680 0,3658 0,5031 0,6131 0,7032 0,7485 0,7083 0,5513 0,2802 -0,0671 -0,4391 -0,7888 -1,0742 -1,2680 -1,3757 -1,4297 -1,4658 -1,5060 -1,5573 -1,6162 -1,6770 -1,7444 -1,8431 -2,0098 -2,2637 -2,5772 -2,8754 -3,0678 -3,0980 -2,9754 -2,7578 -2,4925 -2,1789 -1,7837 -1,2815 -0,6902 -0,0812 0,4439 0,7879 0,8831 0,7077 0,2924 -0,2793 -0,8801 -1,3745 -1,6751 -1,7761 -1,7365 -1,6268 -1,4888 -1,3335 -1,1578 -0,9690 -0,8050 -0,7140 -0,7149 -0,7961 -0,9462 -1,1688 -1,4676 -1,8193 -2,1717 -2,4702 -2,6925 -2,8592 -3,0151 -3,1887 -3,3587 -3,4670 -3,4678 -3,3593 -3,1768 -2,9720 -2,7907 -2,6608 -2,5932 -2,5762 -2,5584 -2,4558 -2,2071 -1,8450 -1,5018 -1,3256 -1,3921 -1,6845 -2,1242 -2,6124 -3,0719 -3,4700 -3,8042 -4,0672 -4,2288 -4,2562 -4,1487 -3,9443 -3,7045 -3,5033 -3,4198 -3,5229 -3,8491 -4,3801 -5,0475 -5,7593 -6,4123 -6,8964 -7,1183 -7,0339 -6,6688 -6,1161 -5,4973 -4,9041 -4,3708 -3,8920 -3,4423 -2,9872 -2,5094 -2,0317 -1,6057 -1,2712 -1,0298 -0,8569 -0,7379 -0,6895 -0,7460 -0,9196 -1,1702 -1,4055 -1,5146 -1,4279 -1,1642 -0,8229 -0,5230 -0,3370 -0,2703 -0,2866 -0,3422 -0,3985 -0,4268 -0,4205 -0,3979 -0,3870 -0,4055 -0,4509 -0,5127 -0,5915 -0,6988 -0,8476 -1,0610 -1,3748 -1,7955 -2,2590 -2,6513 -2,8681 -2,8617 -2,6573 -2,3433 -2,0513 -1,9231 -2,0561 -2,4490 -2,9942 -3,5302 -3,9130 -4,0581 -3,9475 -3,6223 -3,1779 -2,7409 -2,4238 -2,2872 -2,3316 -2,5118 -2,7724 -3,0812 -3,4270 -3,7927 -4,1425 -4,4348 -4,6373 -4,7399 -4,7660 -4,7605 -4,7569 -4,7613 -4,7546 -4,6999 -4,5651 -4,3568 -4,1312 -3,9671 -3,9241 -4,0140 -4,1979 -4,4150 -4,6137 -4,7531 -4,7920 -4,7032 -4,5074 -4,2749 -4,0690 -3,9020 -3,7586 -3,6285
