Fp1   -5,3125 -5,2908 -5,3678 -5,4688 -5,5088 -5,4187 -5,1429 -4,6461 -3,9122 -2,9247 -1,6716 -0,1963 1,3480 2,7342 3,7908 4,4858 4,8851 5,0821 5,1701 5,2227 5,2735 5,3365 5,4458 5,6465 5,9484 6,2981 6,5721 6,6026 6,2566 5,5056 4,4415 3,2509 2,1481 1,2907 0,7305 0,4122 0,2126 -0,0151 -0,4172 -1,0853 -1,9764 -2,9184 -3,7432 -4,4117 -5,0053 -5,6276 -6,3125 -6,9692 -7,3914 -7,3565 -6,7591 -5,6716 -4,2824 -2,7974 -1,3935 -0,2110 0,6549 1,1727 1,3879 1,4031 1,3432 1,3272 1,4277 1,6282 1,8207 1,8682 1,6979 1,3447 0,9210 0,5576 0,3494 0,3331 0,4853 0,7272 0,9606 1,1397 1,2956 1,4726 1,6625 1,8010 1,8097 1,6570 1,3908 1,1013 0,8526 0,6498 0,4379 0,1346 -0,2982 -0,8104 -1,2803 -1,5689 -1,5984 -1,3963 -1,0648 -0,7266 -0,4880 -0,4125 -0,5073 -0,7402 -1,0858 -1,5540 -2,1418 -2,7775 -3,3619 -3,8442 -4,2337 -4,5728 -4,9100 -5,2629 -5,5788 -5,7496 -5,7042 -5,4791 -5,1997 -5,0090 -4,9894 -5,1265 -5,3321 -5,4785 -5,4435 -5,1855 -4,7716 -4,2946 -3,7774 -3,1849 -2,5165 -1,8631 -1,3583 -1,0815 -1,0074 -1,0171 -0,9526 -0,6742 -0,0738 0,9084 2,2144 3,6217 4,8089 5,5300 5,7628 5,6978 5,5941 5,6222 5,7948 6,0132 6,1579 6,1527 6,0009 5,7780 5,5730 5,4205 5,2747 5,0531 4,7207 4,3270 3,9646 3,7137 3,6235 3,7234 4,0433 4,6158 5,4495 6,4964 7,6208 8,5952 9,1827 9,2669 8,9066 8,2836 7,6230 7,1267 6,9156 6,9992 7,3024 7,7211 8,1540 8,5291 8,8367 9,1031 9,3099 9,3805 9,2386 8,8391 8,1746 7,2933 6,3011 5,3293 4,4901 3,8315 3,3014 2,7674 2,1190 1,3619 0,6169 0,0369 -0,3034 -0,4685 -0,6304 -0,9873 -1,6614 -2,6237 -3,7191 -4,7646 -5,6270 -6,2327 -6,5311 -6,4748 -6,0381 -5,2444 -4,1890 -3,0361 -1,9615 -1,1045 -0,5695 -0,4251 -0,6931 -1,3443 -2,2957 -3,4260 -4,6075 -5,7197 -6,6508 -7,3093 -7,6376 -7,6215 -7,2966 -6,7309 -5,9970 -5,1728 -4,3488 -3,6196 -3,0813 -2,8257 -2,8980 -3,2400 -3,6831 -4,0158 -4,0747 -3,7864 -3,1569 -2,2578 -1,2326 -0,2801 0,4243 0,8107 0,9304 0,9111 0,8910 0,9528 1,0813 1,1943 1,2102 1,0760 0,7553 0,2305 -0,4798 -1,3170 -2,1770 -2,9028 -3,3423 -3,4580 -3,3524 -3,1765 -3,0236 -2,8867 -2,6883 -2,3695 -1,9875 -1,7263 -1,7799 -2,1986 -2,8481 -3,4979 -3,9462 -4,1162 -4,0761 -3,9469 -3,7821 -3,5385 -3,1413 -2,5720 -1,9177 -1,3375 -0,9857 -0,9740 -1,3703 -2,1949 -3,3988 -4,8341 -6,2728 -7,5061 -8,4310 -9,0477 -9,3976 -9,5044 -9,3501 -8,8938 -8,1217 -7,0833 -5,8623 -4,5318 -3,1691 -1,9030 -0,9188 -0,3926 -0,3796 -0,7589 -1,2996 -1,7755 -2,0280 -1,9857 -1,6625 -1,1381 -0,5311 0,0363 0,4763 0,7418 0,8229 0,7619 0,6342 0,4888 0,3306 0,1595 -0,0102 -0,1726 -0,3575 -0,6097 -0,9196 -1,1872 -1,2779 -1,1160 -0,7168 -0,1419 0,5487 1,2975 2,0344 2,6837 3,1902 3,5345 3,7266 3,7874 3,7410 3,6266 3,5061 3,4480 3,5140 3,7476 4,1452 4,6505 5,1976 5,7441 6,2623 6,7241 7,0941 7,3235 7,3593 7,1712 6,7742 6,2319 5,6372 5,0939 4,7167 4,6035 4,7670 5,1049 5,4601 5,7179 5,8636 5,9639 6,0875 6,2340 6,3239 6,2429 5,8999 5,2581 4,3314 3,1625 1,8243 0,4607 -0,7174 -1,5118 -1,8081 -1,6023 -1,0002 -0,1816 0,6656 1,4211 2,0627 2,6112 3,0528 3,3348 3,4153 3,2756 2,8689 2,0966 0,8800 -0,7390 -2,5756 -4,3719 -5,8866 -6,9528 -7,4914 -7,4916 -6,9959 -6,1036 -4,9651 -3,7578 -2,6580 -1,8138 -1,3056 -1,1068 -1,1043 -1,1900 -1,3166 -1,4465 -1,4969 -1,3883 -1,1175 -0,7567 -0,4109 -0,1852 -0,1584 -0,3561 -0,7462 -1,2562 -1,7980 -2,3067 -2,7739 -3,2307 -3,6903 -4,1089 -4,4093 -4,5578 -4,6247 -4,7510 -5,0293 -5,4158 -5,7610 -5,9221 -5,8572 -5,6316 -5,3537 -5,1168 -4,9779 -4,9558 -5,0299 -5,1500 -5,2676 -5,3373 -5,2926 -5,0666 -4,6513 -4,1195 -3,5751 -3,0782 -2,6231 -2,1721 -1,6978 -1,1984 -0,6761 -0,1284 0,4118 0,8528 1,0926 1,0980 0,9374 0,7270 0,5511 0,4440 0,4195 0,4771 0,5800 0,6494 0,5927 0,3459 -0,0945 -0,6609 -1,2304 -1,6650 -1,8709 -1,8389 -1,6386 -1,3739 -1,1360 -0,9660 -0,8425 -0,7255 -0,6096 -0,5246 -0,4999 -0,5434 -0,6337 -0,7107 -0,6792 -0,4557 -0,0324 0,4972 0,9645 1,1628 0,8819 -0,0139 -1,4776 -3,2585 -5,0192 -6,4624 -7,3667 -7,5859 -7,0976 -6,0501 -4,7076 -3,3287 -2,0886 -1,0584 -0,1929 0,6406 1,5500 2,5237 3,4763 4,3503 5,1169 5,7323 6,1687 6,4717 6,7399 7,0400 7,3545 7,6231 7,8262 8,0143 8,2439 8,5008 8,7111 8,8025 8,7273 8,4688 8,0771 7,6863 7,4479 7,4393 7,6369 7,9518 8,2733 8,4919 8,5070 8,2284 7,6116 6,7236 5,7532 4,9216 4,3668 4,0874 3,9635 3,8367 3,5894 3,1735 2,5823 1,8126 0,8815 -0,1040 -0,9347 -1,3959 -1,3748 -0,8857 -0,0370 1,0111 2,0631 2,8999 3,3440 3,3544 3,0495 2,6210 2,2049 1,8295 1,4567 1,0238 0,4714 -0,2023 -0,8900 -1,3989 -1,5480 -1,2592 -0,5916 0,2752 1,1057 1,6966 1,9534 1,9121 1,6895 1,4091 1,1581 0,9908 0,9623 1,1475 1,6076 2,3318 3,2167 4,1163 4,9066 5,4936
Fz    -7,9318 -7,8271 -7,6919 -7,5097 -7,2607 -6,9392 -6,5443 -6,0685 -5,4996 -4,8303 -4,0705 -3,2580 -2,4552 -1,7273 -1,1091 -0,5887 -0,1249 0,3302 0,8179 1,3534 1,9074 2,4207 2,8474 3,1773 3,4213 3,5845 3,6515 3,5990 3,4281 3,1746 2,8929 2,6396 2,4648 2,4051 2,4717 2,6386 2,8457 3,0183 3,0925 3,0461 2,9151 2,7685 2,6516 2,5486 2,3993 2,1486 1,7844 1,3515 0,9486 0,6919 0,6540 0,8263 1,1403 1,5119 1,8621 2,1185 2,2302 2,1903 2,0340 1,8129 1,5797 1,3887 1,2803 1,2566 1,2737 1,2650 1,1811 1,0138 0,7992 0,5995 0,4688 0,4269 0,4541 0,4996 0,5107 0,4743 0,4174 0,3603 0,2864 0,1571 -0,0546 -0,3351 -0,6293 -0,8729 -1,0299 -1,1084 -1,1622 -1,2682 -1,4725 -1,7569 -2,0580 -2,3067 -2,4591 -2,5080 -2,4736 -2,3940 -2,3175 -2,2845 -2,3039 -2,3473 -2,3694 -2,3381 -2,2408 -2,0733 -1,8470 -1,6021 -1,3917 -1,2582 -1,2181 -1,2474 -1,2797 -1,2427 -1,1116 -0,9274 -0,7713 -0,7216 -0,8171 -1,0417 -1,3304 -1,5869 -1,7230 -1,7061 -1,5690 -1,3698 -1,1410 -0,8713 -0,5338 -0,1297 0,3017 0,7104 1,0734 1,4154 1,7912 2,2451 2,7989 3,4599 4,2080 4,9730 5,6476 6,1460 6,4601 6,6566 6,8291 7,0407 7,2905 7,5271 7,6982 7,7846 7,7982 7,7699 7,7352 7,7092 7,6693 7,5841 7,4624 7,3582 7,3331 7,4359 7,7108 8,1983 8,9138 9,8281 10,8764 11,9838 13,0728 14,0601 14,8702 15,4624 15,8414 16,0492 16,1486 16,1978 16,2247 16,2243 16,1796 16,0753 15,8945 15,6279 15,2970 14,9459 14,5979 14,2318 13,8033 13,2801 12,6652 12,0004 11,3538 10,7946 10,3695 10,0931 9,9378 9,8315 9,6872 9,4517 9,1284 8,7623 8,4072 8,0955 7,8143 7,5033 7,0895 6,5360 5,8644 5,1432 4,4532 3,8556 3,3841 3,0526 2,8541 2,7632 2,7412 2,7337 2,6768 2,5210 2,2437 1,8398 1,3149 0,6950 0,0384 -0,5780 -1,0887 -1,4550 -1,6640 -1,7265 -1,6713 -1,5307 -1,3247 -1,0532 -0,7084 -0,3032 0,1162 0,4862 0,7442 0,8389 0,7375 0,4477 0,0484 -0,3238 -0,5404 -0,5331 -0,2965 0,1234 0,6349 1,1215 1,4845 1,6818 1,7394 1,7291 1,7250 1,7629 1,8293 1,8922 1,9345 1,9538 1,9460 1,9075 1,8443 1,7695 1,7031 1,6770 1,7161 1,8027 1,8794 1,8893 1,8091 1,6565 1,4753 1,3002 1,1196 0,8745 0,5016 -0,0163 -0,6381 -1,2876 -1,8850 -2,3818 -2,7855 -3,1406 -3,4778 -3,7865 -4,0375 -4,2235 -4,3789 -4,5658 -4,8478 -5,2717 -5,8581 -6,6008 -7,4612 -8,3471 -9,1231 -9,6790 -9,9933 -10,1197 -10,1220 -10,0236 -9,8014 -9,4128 -8,8384 -8,1077 -7,2791 -6,3991 -5,4921 -4,5860 -3,7382 -3,0232 -2,4867 -2,1161 -1,8560 -1,6392 -1,4104 -1,1411 -0,8344 -0,5224 -0,2562 -0,0796 -0,0051 -0,0215 -0,1080 -0,2259 -0,3230 -0,3631 -0,3366 -0,2457 -0,0975 0,0825 0,2445 0,3395 0,3661 0,3878 0,4920 0,7348 1,1177 1,5997 2,1183 2,6104 3,0361 3,3932 3,7003 3,9675 4,1877 4,3472 4,4349 4,4552 4,4436 4,4616 4,5690 4,7895 5,0894 5,3930 5,6315 5,7794 5,8583 5,9219 6,0244 6,1878 6,3942 6,6108 6,8221 7,0339 7,2512 7,4671 7,6783 7,8963 8,1272 8,3476 8,5162 8,6143 8,6640 8,7003 8,7281 8,7100 8,5891 8,3262 7,9205 7,3959 6,7775 6,0844 5,3415 4,5988 3,9354 3,4436 3,2071 3,2730 3,6297 4,2093 4,9098 5,6305 6,2984 6,8643 7,2859 7,5288 7,5862 7,4829 7,2413 6,8484 6,2721 5,5071 4,6005 3,6429 2,7445 2,0000 1,4536 1,0961 0,8892 0,7926 0,7759 0,8188 0,9031 1,0061 1,1117 1,2279 1,3787 1,5697 1,7770 1,9894 2,2401 2,5714 2,9831 3,4293 3,8445 4,1606 4,3277 4,3402 4,2353 4,0575 3,8397 3,6098 3,3905 3,1909 3,0107 2,8566 2,7493 2,7002 2,6743 2,5957 2,4090 2,1335 1,8556 1,6704 1,6229 1,6953 1,8347 1,9861 2,1108 2,1886 2,2138 2,1927 2,1453 2,1151 2,1657 2,3428 2,6384 2,9956 3,3479 3,6558 3,9152 4,1410 4,3478 4,5450 4,7477 4,9719 5,2036 5,3847 5,4465 5,3564 5,1312 4,8144 4,4516 4,0808 3,7285 3,4055 3,1058 2,8089 2,4877 2,1268 1,7341 1,3441 1,0169 0,8200 0,7902 0,9131 1,1352 1,3869 1,6042 1,7610 1,8800 1,9929 2,0978 2,1608 2,1442 2,0293 1,8288 1,5899 1,3793 1,2469 1,1947 1,1793 1,1357 0,9914 0,6713 0,1213 -0,6438 -1,5209 -2,3604 -3,0227 -3,4013 -3,4340 -3,1235 -2,5443 -1,8110 -1,0320 -0,2847 0,3954 1,0208 1,6307 2,2392 2,8155 3,3246 3,7683 4,1717 4,5501 4,9076 5,2557 5,6137 5,9872 6,3507 6,6684 6,9318 7,1640 7,3894 7,6104 7,8128 7,9735 8,0659 8,0713 7,9964 7,8726 7,7344 7,6026 7,4749 7,3198 7,0901 6,7564 6,3208 5,7943 5,1810 4,4981 3,8021 3,1772 2,6907 2,3537 2,1195 1,9199 1,7084 1,4760 1,2344 0,9912 0,7489 0,5285 0,3839 0,3823 0,5667 0,9333 1,4318 1,9798 2,4767 2,8156 2,9147 2,7553 2,3855 1,8843 1,3161 0,7136 0,0962 -0,5181 -1,1170 -1,6870 -2,1893 -2,5570 -2,7272 -2,6776 -2,4374 -2,0792 -1,7012 -1,4049 -1,2613 -1,2828 -1,4297 -1,6404 -1,8589 -2,0514 -2,1998 -2,2807 -2,2661 -2,1490 -1,9556 -1,7246 -1,4840 -1,2476
F3    -7,3183 -7,1119 -6,8769 -6,6057 -6,2867 -5,9205 -5,5061 -5,0302 -4,4721 -3,8101 -3,0322 -2,1561 -1,2389 -0,3616 0,4080 1,0400 1,5357 1,9200 2,2393 2,5363 2,8187 3,0661 3,2701 3,4485 3,6203 3,7766 3,8698 3,8391 3,6590 3,3568 2,9915 2,6308 2,3396 2,1684 2,1355 2,2097 2,3174 2,3703 2,2900 2,0385 1,6458 1,1975 0,7749 0,4006 0,0373 -0,3663 -0,8321 -1,3239 -1,7416 -1,9610 -1,9076 -1,5936 -1,0828 -0,4454 0,2427 0,8880 1,4019 1,7386 1,9042 1,9313 1,8622 1,7477 1,6311 1,5254 1,4066 1,2322 0,9713 0,6273 0,2475 -0,0900 -0,3159 -0,4019 -0,3661 -0,2603 -0,1407 -0,0289 0,0866 0,2058 0,2930 0,2956 0,1772 -0,0506 -0,3227 -0,5565 -0,6980 -0,7450 -0,7527 -0,8043 -0,9475 -1,1639 -1,3929 -1,5665 -1,6352 -1,5849 -1,4342 -1,2302 -1,0391 -0,9190 -0,8873 -0,9132 -0,9474 -0,9594 -0,9439 -0,9057 -0,8581 -0,8262 -0,8381 -0,9160 -1,0705 -1,2823 -1,4913 -1,6281 -1,6681 -1,6505 -1,6512 -1,7405 -1,9502 -2,2616 -2,6081 -2,8872 -3,0023 -2,9206 -2,6899 -2,3975 -2,1102 -1,8375 -1,5454 -1,2045 -0,8261 -0,4516 -0,1131 0,1997 0,5302 0,9206 1,4007 1,9848 2,6455 3,2987 3,8353 4,1920 4,3978 4,5501 4,7479 5,0337 5,3718 5,6795 5,8908 5,9911 6,0064 5,9807 5,9608 5,9720 5,9954 5,9908 5,9477 5,8956 5,8725 5,9099 6,0482 6,3442 6,8499 7,5810 8,5053 9,5538 10,6301 11,6200 12,4249 13,0017 13,3666 13,5677 13,6645 13,7140 13,7497 13,7734 13,7696 13,7184 13,5931 13,3735 13,0755 12,7494 12,4351 12,1291 11,7961 11,4032 10,9408 10,4269 9,9059 9,4335 9,0558 8,7959 8,6396 8,5267 8,3776 8,1417 7,8198 7,4472 7,0608 6,6736 6,2635 5,7815 5,1845 4,4716 3,6914 2,9239 2,2497 1,7213 1,3588 1,1632 1,1253 1,2297 1,4507 1,7368 2,0136 2,2110 2,2793 2,1827 1,8984 1,4362 0,8520 0,2288 -0,3587 -0,8613 -1,2509 -1,5223 -1,6927 -1,7824 -1,7960 -1,7170 -1,5264 -1,2328 -0,8796 -0,5204 -0,1990 0,0481 0,1854 0,2014 0,1521 0,1562 0,3229 0,6891 1,2201 1,8369 2,4355 2,9115 3,1999 3,3029 3,2839 3,2324 3,2202 3,2691 3,3502 3,4249 3,4839 3,5375 3,5843 3,6057 3,5831 3,5129 3,4163 3,3377 3,3162 3,3488 3,3953 3,4198 3,4178 3,4145 3,4423 3,4991 3,5196 3,4010 3,0749 2,5578 1,9391 1,3328 0,8327 0,4744 0,2208 0,0022 -0,2191 -0,4270 -0,5846 -0,6778 -0,7389 -0,8355 -1,0431 -1,4225 -2,0081 -2,8041 -3,7733 -4,8117 -5,7567 -6,4662 -6,9003 -7,1193 -7,2093 -7,2113 -7,1062 -6,8509 -6,4249 -5,8508 -5,1745 -4,4363 -3,6677 -2,9140 -2,2441 -1,7198 -1,3510 -1,0910 -0,8746 -0,6476 -0,3751 -0,0453 0,3271 0,7035 1,0274 1,2491 1,3515 1,3436 1,2480 1,1092 0,9775 0,8720 0,7795 0,6861 0,5908 0,4934 0,3824 0,2457 0,1033 0,0192 0,0635 0,2651 0,6099 1,0666 1,5940 2,1324 2,6193 3,0212 3,3377 3,5786 3,7466 3,8353 3,8319 3,7339 3,5761 3,4366 3,4049 3,5287 3,7812 4,0843 4,3657 4,5959 4,7896 4,9924 5,2494 5,5691 5,9129 6,2221 6,4607 6,6326 6,7575 6,8477 6,9202 7,0078 7,1326 7,2734 7,3784 7,4143 7,3954 7,3570 7,3074 7,2121 7,0206 6,7059 6,2813 5,7824 5,2400 4,6689 4,0768 3,4836 2,9341 2,4979 2,2578 2,2738 2,5459 3,0140 3,5919 4,2055 4,8075 5,3567 5,7941 6,0515 6,0874 5,9099 5,5551 5,0462 4,3871 3,5954 2,7298 1,8845 1,1659 0,6590 0,3913 0,3282 0,4049 0,5601 0,7512 0,9507 1,1363 1,2901 1,4144 1,5424 1,7158 1,9391 2,1689 2,3685 2,5604 2,7976 3,1024 3,4518 3,7967 4,0801 4,2573 4,3160 4,2679 4,1203 3,8742 3,5474 3,1752 2,7897 2,4148 2,0818 1,8366 1,7138 1,6947 1,7043 1,6664 1,5655 1,4538 1,4061 1,4650 1,6219 1,8360 2,0576 2,2354 2,3246 2,3080 2,2095 2,0824 1,9948 2,0161 2,1807 2,4607 2,7911 3,1213 3,4386 3,7513 4,0613 4,3530 4,6034 4,8069 4,9771 5,1097 5,1566 5,0569 4,7939 4,4159 4,0049 3,6296 3,3231 3,0872 2,9050 2,7462 2,5677 2,3261 2,0066 1,6383 1,2870 1,0403 0,9796 1,1363 1,4731 1,9031 2,3196 2,6271 2,7820 2,8056 2,7421 2,6123 2,4096 2,1208 1,7447 1,3055 0,8582 0,4761 0,2151 0,0839 0,0490 0,0536 0,0245 -0,1292 -0,4910 -1,0802 -1,8196 -2,5751 -3,2172 -3,6444 -3,7855 -3,6193 -3,1928 -2,6026 -1,9551 -1,3368 -0,7868 -0,2737 0,2732 0,8867 1,5261 2,1260 2,6553 3,1125 3,4907 3,7773 3,9810 4,1427 4,3087 4,4964 4,6964 4,9036 5,1256 5,3584 5,5731 5,7363 5,8310 5,8566 5,8227 5,7518 5,6784 5,6353 5,6373 5,6679 5,6711 5,5713 5,3202 4,9195 4,3944 3,7673 3,0784 2,4113 1,8702 1,5248 1,3734 1,3464 1,3460 1,2935 1,1551 0,9290 0,6198 0,2402 -0,1679 -0,5265 -0,7434 -0,7500 -0,5277 -0,1106 0,4267 0,9750 1,4047 1,6125 1,5718 1,3377 1,0061 0,6562 0,3184 -0,0130 -0,3541 -0,7219 -1,1218 -1,5194 -1,8338 -1,9782 -1,9106 -1,6526 -1,2804 -0,9043 -0,6411 -0,5703 -0,6988 -0,9673 -1,2843 -1,5630 -1,7514 -1,8325 -1,8013 -1,6592 -1,4322 -1,1737 -0,9352 -0,7413 -0,5951
F7    -3,8426 -3,5923 -3,4073 -3,2717 -3,1538 -3,0354 -2,9069 -2,7590 -2,5759 -2,3280 -1,9779 -1,5050 -0,9269 -0,2964 0,3249 0,8948 1,3980 1,8462 2,2746 2,7149 3,1582 3,5574 3,8776 4,1297 4,3487 4,5433 4,6612 4,6140 4,3496 3,8879 3,2896 2,6212 1,9523 1,3597 0,9072 0,6102 0,4225 0,2527 -0,0003 -0,3946 -0,9015 -1,4223 -1,8651 -2,2089 -2,4974 -2,7915 -3,1281 -3,4904 -3,7943 -3,9229 -3,8016 -3,4389 -2,8909 -2,2096 -1,4455 -0,6788 -0,0129 0,4733 0,7562 0,8595 0,8393 0,7774 0,7527 0,7970 0,8760 0,9182 0,8644 0,6930 0,4290 0,1398 -0,0973 -0,2344 -0,2648 -0,2131 -0,1117 0,0281 0,2162 0,4420 0,6514 0,7686 0,7385 0,5720 0,3536 0,1867 0,1274 0,1666 0,2379 0,2522 0,1603 -0,0188 -0,2314 -0,4244 -0,5600 -0,6155 -0,5815 -0,4804 -0,3763 -0,3373 -0,3780 -0,4466 -0,4686 -0,4009 -0,2525 -0,0641 0,1195 0,2635 0,3440 0,3376 0,2215 0,0024 -0,2574 -0,4656 -0,5646 -0,5705 -0,5536 -0,5879 -0,7128 -0,9320 -1,2184 -1,5078 -1,7202 -1,8151 -1,8164 -1,7758 -1,7091 -1,5728 -1,3051 -0,8887 -0,3708 0,1641 0,6381 1,0199 1,3304 1,6170 1,9365 2,3400 2,8291 3,3252 3,7055 3,8915 3,9158 3,9048 4,0025 4,2793 4,6843 5,0908 5,3984 5,5859 5,6851 5,7336 5,7521 5,7375 5,6661 5,5241 5,3462 5,2027 5,1541 5,2324 5,4540 5,8330 6,3825 7,1079 7,9998 9,0144 10,0435 10,9227 11,5108 11,7681 11,7586 11,5978 11,4032 11,2621 11,2126 11,2489 11,3450 11,4663 11,5636 11,5863 11,5212 11,3992 11,2510 11,0732 10,8396 10,5205 10,0887 9,5338 8,8854 8,2149 7,6125 7,1540 6,8564 6,6526 6,4399 6,1619 5,8348 5,5105 5,2295 4,9916 4,7478 4,4144 3,9130 3,2201 2,3895 1,5325 0,7710 0,1934 -0,1623 -0,3058 -0,2831 -0,1545 0,0209 0,1846 0,2879 0,3085 0,2439 0,0895 -0,1663 -0,5231 -0,9502 -1,3985 -1,8295 -2,2183 -2,5361 -2,7490 -2,8329 -2,7760 -2,5737 -2,2272 -1,7571 -1,2219 -0,7075 -0,2842 0,0256 0,2335 0,3522 0,4007 0,4415 0,5770 0,8865 1,3842 2,0325 2,7634 3,4829 4,0864 4,5030 4,7401 4,8816 5,0339 5,2597 5,5482 5,8362 6,0593 6,1840 6,1967 6,0870 5,8540 5,5238 5,1547 4,8336 4,6607 4,7009 4,9362 5,2795 5,6388 5,9617 6,2415 6,4956 6,7237 6,8608 6,7813 6,3810 5,6702 4,7769 3,8691 3,0827 2,4867 2,0753 1,8002 1,6278 1,5664 1,6457 1,8677 2,1659 2,4176 2,5002 2,3335 1,8869 1,1683 0,2292 -0,8085 -1,7702 -2,5254 -3,0639 -3,4652 -3,8074 -4,1077 -4,3219 -4,3824 -4,2521 -3,9571 -3,5628 -3,1139 -2,6115 -2,0529 -1,4816 -0,9832 -0,6240 -0,4133 -0,3155 -0,2679 -0,1895 -0,0086 0,3012 0,7089 1,1419 1,5246 1,8106 1,9788 2,0216 1,9530 1,8040 1,5988 1,3542 1,1005 0,8785 0,7111 0,5847 0,4695 0,3670 0,3341 0,4452 0,7301 1,1560 1,6579 2,1705 2,6414 3,0422 3,3784 3,6770 3,9536 4,1933 4,3560 4,3992 4,3154 4,1598 4,0324 4,0241 4,1687 4,4277 4,7183 4,9699 5,1589 5,2994 5,4193 5,5387 5,6493 5,7141 5,6935 5,5776 5,3941 5,1825 4,9800 4,8389 4,8221 4,9459 5,1363 5,2743 5,2919 5,2173 5,1257 5,0546 4,9727 4,8174 4,5555 4,2020 3,7880 3,3266 2,8140 2,2483 1,6448 1,0416 0,5009 0,1033 -0,0776 -0,0096 0,2829 0,7306 1,2506 1,7752 2,2537 2,6366 2,8710 2,9208 2,7866 2,4894 2,0379 1,4335 0,7080 -0,0535 -0,7311 -1,2108 -1,4293 -1,3972 -1,1764 -0,8325 -0,4078 0,0709 0,5751 1,0658 1,5018 1,8577 2,1368 2,3586 2,5271 2,6226 2,6397 2,6197 2,6268 2,7058 2,8717 3,1102 3,3790 3,6289 3,8332 3,9867 4,0806 4,0971 4,0198 3,8355 3,5373 3,1440 2,7161 2,3428 2,0931 1,9648 1,8888 1,7978 1,6861 1,6027 1,6032 1,7075 1,8954 2,1309 2,3842 2,6383 2,8823 3,1004 3,2665 3,3497 3,3445 3,2936 3,2564 3,2580 3,2846 3,3178 3,3568 3,4084 3,4717 3,5409 3,6206 3,7316 3,8895 4,0673 4,1935 4,1998 4,0702 3,8517 3,6212 3,4368 3,3142 3,2341 3,1630 3,0636 2,9000 2,6554 2,3558 2,0603 1,8238 1,6806 1,6471 1,7129 1,8365 1,9626 2,0403 2,0384 1,9704 1,8933 1,8605 1,8787 1,9110 1,9023 1,8024 1,5920 1,3058 1,0311 0,8661 0,8626 1,0003 1,2069 1,3886 1,4456 1,2897 0,8870 0,2883 -0,3966 -1,0455 -1,5423 -1,7929 -1,7682 -1,5282 -1,1792 -0,8089 -0,4655 -0,1583 0,1551 0,5519 1,0743 1,6847 2,3025 2,8612 3,3163 3,6357 3,8120 3,8824 3,9238 4,0135 4,1858 4,4333 4,7378 5,0780 5,4164 5,7077 5,9254 6,0673 6,1358 6,1326 6,0747 6,0016 5,9596 5,9816 6,0700 6,1861 6,2693 6,2770 6,1988 6,0272 5,7443 5,3575 4,9328 4,5756 4,3746 4,3439 4,4105 4,4617 4,4114 4,2294 3,9206 3,4917 2,9540 2,3570 1,8011 1,4055 1,2650 1,4254 1,8724 2,5236 3,2340 3,8295 4,1770 4,2446 4,1004 3,8551 3,5874 3,3152 3,0284 2,7219 2,3965 2,0646 1,7778 1,6274 1,6872 1,9571 2,3652 2,8029 3,1494 3,2909 3,1629 2,7902 2,2721 1,7228 1,2212 0,7963 0,4525 0,2086 0,0999 0,1397 0,2974 0,5198 0,7580 0,9663
