Fp1   1,1792 1,6186 2,0605 2,4506 2,7910 3,1247 3,4784 3,8378 4,1587 4,3827 4,4608 4,3745 4,1291 3,7482 3,2837 2,8030 2,3685 2,0395 1,8490 1,7629 1,6956 1,5670 1,3441 1,0417 0,6975 0,3507 0,0282 -0,2625 -0,5234 -0,7516 -0,9443 -1,1113 -1,2700 -1,4256 -1,5709 -1,7064 -1,8504 -2,0249 -2,2491 -2,5511 -2,9640 -3,5000 -4,1287 -4,7666 -5,2959 -5,6300 -5,7567 -5,7062 -5,4985 -5,1382 -4,6556 -4,1271 -3,6376 -3,2302 -2,9021 -2,6235 -2,3511 -2,0500 -1,7255 -1,4214 -1,1777 -1,0029 -0,8974 -0,8963 -1,0707 -1,4658 -2,0357 -2,6586 -3,2190 -3,6666 -4,0117 -4,2811 -4,4797 -4,5853 -4,5687 -4,4169 -4,1493 -3,8137 -3,4582 -3,1004 -2,7241 -2,3202 -1,9320 -1,6351 -1,4752 -1,4444 -1,5127 -1,6711 -1,9298 -2,2637 -2,5998 -2,8737 -3,0612 -3,1474 -3,1068 -2,9371 -2,6852 -2,4249 -2,2241 -2,1406 -2,2319 -2,5415 -3,0643 -3,7508 -4,5507 -5,4246 -6,3218 -7,1863 -7,9924 -8,7498 -9,4579 -10,0851 -10,5988 -10,9899 -11,2646 -11,4247 -11,4542 -11,3089 -10,9260 -10,2815 -9,4324 -8,4634 -7,4239 -6,3458 -5,2708 -4,2337 -3,2480 -2,3069 -1,3837 -0,4415 0,5443 1,5656 2,5798 3,5299 4,3578 4,9939 5,3570 5,3922 5,1023 4,5402 3,8003 3,0233 2,3573 1,8783 1,5673 1,3766 1,2810 1,2599 1,2720 1,2686 1,2280 1,1831 1,2090 1,3752 1,7108 2,2032 2,7996 3,4137 3,9637 4,4093 4,7513 5,0073 5,1921 5,3185 5,4018 5,4394 5,3981 5,2450 4,9821 4,6488 4,3118 4,0317 3,8071 3,5709 3,2543 2,8234 2,2501 1,5016 0,6047 -0,3216 -1,1528 -1,8436 -2,3930 -2,7775 -2,9471 -2,8681 -2,5638 -2,1191 -1,6336 -1,1685 -0,7431 -0,3777 -0,1410 -0,1489 -0,4734 -1,0451 -1,6864 -2,2308 -2,5836 -2,7204 -2,6697 -2,4882 -2,2496 -2,0386 -1,9174 -1,8805 -1,8648 -1,8095 -1,7003 -1,5763 -1,5025 -1,5217 -1,6371 -1,8350 -2,0930 -2,3658 -2,5913 -2,7290 -2,7830 -2,7846 -2,7830 -2,8591 -3,0937 -3,4996 -4,0077 -4,5175 -4,9440 -5,2266 -5,3154 -5,1644 -4,7485 -4,0885 -3,2519 -2,3285 -1,4093 -0,5783 0,0973 0,5743 0,8370 0,9088 0,8614 0,7785 0,6988 0,6102 0,4894 0,3306 0,1408 -0,0841 -0,3576 -0,6686 -0,9724 -1,2190 -1,3819 -1,4759 -1,5596 -1,7167 -2,0208 -2,5045 -3,1609 -3,9477 -4,7762 -5,5253 -6,0984 -6,4728 -6,6959 -6,8326 -6,9224 -6,9691 -6,9417 -6,8018 -6,5566 -6,2716 -6,0155 -5,8012 -5,5848 -5,3132 -4,9659 -4,5652 -4,1529 -3,7503 -3,3368 -2,8627 -2,2848 -1,5964 -0,8307 -0,0362 0,7348 1,4124 1,9118 2,1585 2,1123 1,7981 1,3335 0,8849 0,5723 0,4389 0,4789 0,6366 0,8080 0,8942 0,8468 0,6602 0,3475 -0,0569 -0,4917 -0,8929 -1,2277 -1,5011 -1,7281 -1,9053 -2,0223 -2,0768 -2,0580 -1,9513 -1,7773 -1,5985 -1,4858 -1,4887 -1,5977 -1,7218 -1,7486 -1,6298 -1,3998 -1,1450 -0,9539 -0,8653 -0,8583 -0,8869 -0,9113 -0,9207 -0,9414 -1,0072 -1,1283 -1,2988 -1,5146 -1,7827 -2,1131 -2,4902 -2,8574 -3,1379 -3,2794 -3,2788 -3,1623 -2,9640 -2,7398 -2,5792 -2,5728 -2,7568 -3,0757 -3,4060 -3,6361 -3,7229 -3,6756 -3,5170 -3,2749 -2,9899 -2,7072 -2,4516 -2,2269 -2,0508 -1,9663 -1,9952 -2,0955 -2,1802 -2,1875 -2,1285 -2,0479 -1,9470 -1,7716 -1,4657 -1,0195 -0,4844 0,0539 0,5306 0,9248 1,2304 1,4325 1,5210 1,5267 1,5323 1,6182 1,8004 2,0353 2,2516 2,3637 2,3035 2,0633 1,6979 1,2941 0,9288 0,6321 0,3934 0,2092 0,1162 0,1690 0,3841 0,7122 1,0542 1,3072 1,4189 1,4154 1,3798 1,4006 1,5245 1,7452 2,0196 2,2742 2,4125 2,3756 2,2125 2,0362 1,9069 1,8028 1,6854 1,5429 1,3752 1,1655 0,8940 0,5814 0,2906 0,0714 -0,0694 -0,1360 -0,1221 -0,0463 0,0233 0,0021 -0,1643 -0,4930 -0,9817 -1,6090 -2,3101 -2,9935 -3,6040 -4,1389 -4,6026 -4,9828 -5,2598 -5,4037 -5,3760 -5,1630 -4,8087 -4,4100 -4,0737 -3,8594 -3,7596 -3,7358 -3,7739 -3,9009 -4,1376 -4,4415 -4,7162 -4,8737 -4,8802 -4,7599 -4,5741 -4,3919 -4,2665 -4,2142 -4,2109 -4,2195 -4,2332 -4,2874 -4,4137 -4,5839 -4,7100 -4,6967 -4,4834 -4,0518 -3,4235 -2,6545 -1,8307 -1,0587 -0,4583 -0,1553 -0,2469 -0,7421 -1,5267 -2,3923 -3,1158 -3,5413 -3,6438 -3,5508 -3,4736 -3,5951 -4,0126 -4,7470 -5,7432 -6,8489 -7,8453 -8,5452 -8,8779 -8,8986 -8,7365 -8,5215 -8,3163 -8,1103 -7,8757 -7,5940 -7,2366 -6,7863 -6,2808 -5,7835 -5,3198 -4,8845 -4,4943 -4,1931 -4,0150 -3,9432 -3,8919 -3,7481 -3,4366 -2,9443 -2,3177 -1,6588 -1,0993 -0,7530 -0,6781 -0,8718 -1,2812 -1,8191 -2,3891 -2,9095 -3,3238 -3,6030 -3,7450 -3,7749 -3,7473 -3,7268 -3,7516 -3,8231 -3,9194 -4,0072 -4,0529 -4,0542 -4,0672 -4,1706 -4,4002 -4,7428 -5,1729 -5,6616 -6,1612 -6,6054 -6,9449 -7,1849 -7,3624 -7,4933 -7,5671 -7,5808 -7,5614 -7,5567 -7,5831 -7,5933 -7,5289 -7,3831 -7,1797 -6,9262 -6,6178 -6,2711 -5,9507 -5,7549 -5,7520 -5,9329 -6,2257 -6,5366 -6,7887 -6,9533 -7,0453 -7,0840 -7,0677 -6,9874 -6,8448 -6,6514 -6,4225 -6,1929 -6,0243 -5,9698 -6,0269 -6,1329 -6,2096 -6,2029 -6,0804 -5,8201 -5,4315 -5,0011 -4,6861 -4,6168 -4,8109 -5,1807 -5,6038 -5,9908 -6,3027 -6,5192 -6,6060 -6,5108 -6,2096 -5,7771 -5,3812 -5,1772 -5,2219
Fz    0,7417 1,0154 1,3393 1,6783 2,0085 2,3159 2,5819 2,7812 2,8912 2,9014 2,8173 2,6571 2,4420 2,1915 1,9267 1,6705 1,4446 1,2681 1,1436 1,0470 0,9408 0,8006 0,6328 0,4676 0,3367 0,2516 0,1922 0,1190 0,0027 -0,1545 -0,3297 -0,5069 -0,6871 -0,8769 -1,0784 -1,2893 -1,5058 -1,7230 -1,9409 -2,1709 -2,4274 -2,7088 -2,9923 -3,2423 -3,4181 -3,4846 -3,4234 -3,2323 -2,9177 -2,4968 -2,0104 -1,5236 -1,1016 -0,7820 -0,5677 -0,4324 -0,3341 -0,2357 -0,1214 0,0054 0,1324 0,2439 0,3165 0,3146 0,2043 -0,0200 -0,3221 -0,6413 -0,9235 -1,1375 -1,2702 -1,3146 -1,2694 -1,1498 -0,9867 -0,8131 -0,6536 -0,5216 -0,4156 -0,3206 -0,2190 -0,1059 0,0018 0,0777 0,1082 0,1010 0,0744 0,0441 0,0201 0,0135 0,0383 0,1032 0,2091 0,3493 0,5058 0,6508 0,7555 0,7998 0,7752 0,6783 0,4981 0,2209 -0,1482 -0,5791 -1,0362 -1,4983 -1,9610 -2,4272 -2,8977 -3,3656 -3,8191 -4,2583 -4,7038 -5,1775 -5,6754 -6,1565 -6,5577 -6,8217 -6,9162 -6,8463 -6,6517 -6,3749 -6,0333 -5,6348 -5,1977 -4,7394 -4,2574 -3,7337 -3,1553 -2,5285 -1,8768 -1,2338 -0,6377 -0,1238 0,2766 0,5357 0,6385 0,6003 0,4574 0,2397 -0,0322 -0,3253 -0,5894 -0,7777 -0,8614 -0,8282 -0,6803 -0,4354 -0,1194 0,2444 0,6401 1,0590 1,4906 1,9166 2,3204 2,6954 3,0384 3,3415 3,6021 3,8340 4,0624 4,3093 4,5795 4,8641 5,1552 5,4507 5,7466 6,0337 6,2986 6,5271 6,7136 6,8551 6,9303 6,8991 6,7293 6,4146 5,9619 5,3801 4,6985 3,9776 3,2779 2,6375 2,0871 1,6636 1,4017 1,3175 1,3942 1,5799 1,8134 2,0544 2,2844 2,4854 2,6254 2,6608 2,5574 2,3186 1,9874 1,6152 1,2412 0,8991 0,6240 0,4410 0,3482 0,3122 0,2892 0,2567 0,2277 0,2333 0,2910 0,3851 0,4782 0,5434 0,5712 0,5530 0,4773 0,3467 0,1840 0,0207 -0,1108 -0,1781 -0,1610 -0,0717 0,0462 0,1481 0,2097 0,2214 0,1785 0,0900 -0,0040 -0,0460 0,0018 0,1391 0,3413 0,5787 0,8202 1,0340 1,1884 1,2560 1,2239 1,1038 0,9307 0,7485 0,5904 0,4658 0,3612 0,2588 0,1566 0,0649 -0,0083 -0,0617 -0,1009 -0,1344 -0,1650 -0,1890 -0,2088 -0,2403 -0,3071 -0,4311 -0,6300 -0,9078 -1,2384 -1,5656 -1,8282 -1,9906 -2,0583 -2,0651 -2,0455 -2,0193 -1,9872 -1,9404 -1,8737 -1,7872 -1,6762 -1,5230 -1,3021 -0,9959 -0,6076 -0,1610 0,3099 0,7768 1,2335 1,6976 2,1927 2,7242 3,2702 3,7929 4,2527 4,6125 4,8411 4,9251 4,8778 4,7429 4,5886 4,4844 4,4626 4,5093 4,5876 4,6509 4,6483 4,5458 4,3442 4,0689 3,7486 3,4138 3,1057 2,8684 2,7293 2,6907 2,7368 2,8413 2,9675 3,0753 3,1399 3,1562 3,1227 3,0332 2,8850 2,6925 2,4936 2,3407 2,2736 2,2985 2,3882 2,4947 2,5696 2,5822 2,5177 2,3718 2,1555 1,8893 1,5830 1,2346 0,8483 0,4355 0,0034 -0,4459 -0,9064 -1,3540 -1,7403 -2,0079 -2,1226 -2,0895 -1,9373 -1,6989 -1,4110 -1,1172 -0,8572 -0,6493 -0,4787 -0,3121 -0,1241 0,0938 0,3418 0,6120 0,8829 1,1254 1,3184 1,4595 1,5618 1,6407 1,7037 1,7565 1,8139 1,8995 2,0283 2,1903 2,3599 2,5220 2,6821 2,8567 3,0606 3,2973 3,5546 3,8167 4,0747 4,3151 4,5077 4,6190 4,6422 4,6091 4,5661 4,5385 4,5200 4,4834 4,3951 4,2333 4,0052 3,7456 3,4978 3,2911 3,1323 3,0192 2,9591 2,9711 3,0724 3,2602 3,5054 3,7603 3,9791 4,1386 4,2456 4,3242 4,3933 4,4570 4,5120 4,5565 4,5875 4,5968 4,5793 4,5501 4,5366 4,5449 4,5509 4,5279 4,4700 4,3851 4,2717 4,1130 3,8951 3,6244 3,3201 3,0013 2,6867 2,3926 2,1224 1,8667 1,6183 1,3807 1,1595 0,9486 0,7348 0,5216 0,3334 0,1854 0,0632 -0,0648 -0,2255 -0,4299 -0,6688 -0,9138 -1,1275 -1,2816 -1,3691 -1,4041 -1,4063 -1,3902 -1,3725 -1,3877 -1,4834 -1,6838 -1,9578 -2,2343 -2,4512 -2,5834 -2,6373 -2,6325 -2,5899 -2,5249 -2,4438 -2,3450 -2,2241 -2,0864 -1,9489 -1,8244 -1,6983 -1,5289 -1,2768 -0,9365 -0,5377 -0,1235 0,2698 0,6142 0,8865 1,0686 1,1468 1,1146 0,9865 0,8075 0,6427 0,5510 0,5613 0,6578 0,7817 0,8568 0,8237 0,6544 0,3509 -0,0525 -0,4882 -0,8807 -1,1836 -1,3951 -1,5445 -1,6705 -1,8009 -1,9400 -2,0724 -2,1820 -2,2569 -2,2831 -2,2538 -2,1820 -2,0903 -1,9950 -1,9053 -1,8281 -1,7701 -1,7439 -1,7626 -1,8135 -1,8499 -1,8245 -1,7233 -1,5708 -1,4182 -1,3227 -1,3202 -1,4123 -1,5780 -1,7910 -2,0245 -2,2521 -2,4477 -2,5857 -2,6466 -2,6237 -2,5281 -2,3896 -2,2451 -2,1181 -2,0124 -1,9197 -1,8253 -1,7179 -1,6007 -1,4984 -1,4443 -1,4596 -1,5455 -1,6859 -1,8527 -2,0152 -2,1489 -2,2444 -2,3110 -2,3638 -2,4042 -2,4228 -2,4126 -2,3760 -2,3273 -2,2863 -2,2657 -2,2725 -2,3114 -2,3753 -2,4389 -2,4703 -2,4547 -2,4129 -2,3870 -2,4036 -2,4510 -2,4920 -2,4909 -2,4358 -2,3462 -2,2591 -2,2059 -2,2002 -2,2414 -2,3203 -2,4208 -2,5313 -2,6632 -2,8467 -3,0938 -3,3768 -3,6466 -3,8638 -4,0048 -4,0591 -4,0313 -3,9442 -3,8387 -3,7678 -3,7738 -3,8632 -4,0092 -4,1728 -4,3226 -4,4431 -4,5313 -4,5845 -4,5913 -4,5427 -4,4552 -4,3696 -4,3167 -4,2965
F3    0,4851 0,7118 0,9951 1,3038 1,6140 1,9134 2,1864 2,4077 2,5468 2,5766 2,4835 2,2763 1,9833 1,6437 1,3018 0,9977 0,7633 0,6242 0,5863 0,6140 0,6396 0,6049 0,4953 0,3397 0,1829 0,0548 -0,0444 -0,1313 -0,2138 -0,2807 -0,3166 -0,3221 -0,3167 -0,3214 -0,3492 -0,4113 -0,5213 -0,6860 -0,8990 -1,1541 -1,4565 -1,8126 -2,2119 -2,6161 -2,9621 -3,1888 -3,2649 -3,1916 -2,9863 -2,6735 -2,2924 -1,9014 -1,5580 -1,2890 -1,0845 -0,9122 -0,7353 -0,5295 -0,2956 -0,0575 0,1489 0,2884 0,3346 0,2637 0,0518 -0,3013 -0,7468 -1,2028 -1,6010 -1,9120 -2,1286 -2,2437 -2,2545 -2,1773 -2,0465 -1,9004 -1,7760 -1,7030 -1,6816 -1,6708 -1,6122 -1,4746 -1,2780 -1,0728 -0,9010 -0,7807 -0,7149 -0,7038 -0,7471 -0,8326 -0,9347 -1,0283 -1,0951 -1,1213 -1,0995 -1,0359 -0,9530 -0,8827 -0,8534 -0,8830 -0,9822 -1,1586 -1,4131 -1,7372 -2,1209 -2,5602 -3,0530 -3,5925 -4,1689 -4,7701 -5,3786 -5,9789 -6,5670 -7,1406 -7,6833 -8,1607 -8,5307 -8,7572 -8,8180 -8,7147 -8,4741 -8,1267 -7,6884 -7,1759 -6,6215 -6,0587 -5,4999 -4,9316 -4,3268 -3,6642 -2,9453 -2,1966 -1,4557 -0,7565 -0,1323 0,3724 0,7133 0,8757 0,8806 0,7612 0,5517 0,3000 0,0653 -0,1142 -0,2364 -0,3066 -0,3175 -0,2650 -0,1618 -0,0265 0,1371 0,3427 0,6025 0,9138 1,2677 1,6547 2,0500 2,4106 2,7023 2,9271 3,1184 3,3154 3,5377 3,7810 4,0282 4,2546 4,4335 4,5519 4,6178 4,6484 4,6590 4,6516 4,6036 4,4783 4,2528 3,9315 3,5293 3,0491 2,4944 1,8989 1,3179 0,7977 0,3750 0,0887 -0,0288 0,0298 0,2317 0,5057 0,7767 1,0062 1,1930 1,3395 1,4256 1,4111 1,2684 1,0194 0,7252 0,4381 0,1833 -0,0272 -0,1830 -0,2807 -0,3337 -0,3676 -0,4010 -0,4310 -0,4353 -0,3899 -0,2958 -0,1897 -0,1219 -0,1211 -0,1861 -0,3043 -0,4628 -0,6396 -0,8038 -0,9323 -1,0162 -1,0509 -1,0407 -1,0196 -1,0391 -1,1257 -1,2637 -1,4162 -1,5479 -1,6304 -1,6381 -1,5491 -1,3563 -1,0759 -0,7397 -0,3795 -0,0199 0,3208 0,6223 0,8559 0,9890 1,0055 0,9249 0,7936 0,6541 0,5263 0,4107 0,2997 0,1885 0,0757 -0,0381 -0,1468 -0,2428 -0,3210 -0,3744 -0,3984 -0,4024 -0,4115 -0,4569 -0,5640 -0,7491 -1,0164 -1,3460 -1,6876 -1,9814 -2,1930 -2,3268 -2,4062 -2,4492 -2,4596 -2,4270 -2,3357 -2,1820 -1,9814 -1,7555 -1,5076 -1,2158 -0,8602 -0,4515 -0,0283 0,3668 0,7103 1,0079 1,2929 1,6104 1,9902 2,4241 2,8741 3,2963 3,6471 3,8841 3,9789 3,9323 3,7813 3,5965 3,4563 3,4014 3,4226 3,4905 3,5695 3,6141 3,5826 3,4597 3,2581 3,0035 2,7258 2,4558 2,2192 2,0361 1,9235 1,8909 1,9309 2,0129 2,0961 2,1577 2,2000 2,2289 2,2396 2,2234 2,1836 2,1480 2,1632 2,2610 2,4299 2,6222 2,7820 2,8728 2,8858 2,8219 2,6804 2,4716 2,2152 1,9175 1,5736 1,1898 0,7864 0,3834 -0,0067 -0,3723 -0,6931 -0,9373 -1,0724 -1,0839 -0,9811 -0,7861 -0,5240 -0,2264 0,0650 0,3034 0,4546 0,5171 0,5209 0,4992 0,4728 0,4571 0,4657 0,5040 0,5690 0,6530 0,7470 0,8446 0,9398 1,0205 1,0742 1,1022 1,1243 1,1663 1,2444 1,3632 1,5284 1,7527 2,0425 2,3829 2,7340 3,0471 3,2969 3,4920 3,6476 3,7576 3,8012 3,7747 3,7092 3,6472 3,6078 3,5789 3,5337 3,4459 3,3052 3,1235 2,9223 2,7165 2,5131 2,3206 2,1573 2,0558 2,0549 2,1761 2,4039 2,6891 2,9683 3,1834 3,3031 3,3334 3,3021 3,2341 3,1488 3,0699 3,0213 3,0130 3,0330 3,0607 3,0931 3,1447 3,2167 3,2853 3,3254 3,3325 3,3154 3,2742 3,1956 3,0723 2,9164 2,7475 2,5778 2,4099 2,2409 2,0604 1,8536 1,6156 1,3562 1,0894 0,8229 0,5650 0,3366 0,1634 0,0447 -0,0548 -0,1777 -0,3470 -0,5578 -0,7775 -0,9579 -1,0581 -1,0640 -0,9917 -0,8714 -0,7251 -0,5603 -0,3865 -0,2374 -0,1665 -0,2095 -0,3503 -0,5346 -0,7131 -0,8632 -0,9830 -1,0815 -1,1758 -1,2857 -1,4253 -1,5929 -1,7727 -1,9499 -2,1201 -2,2763 -2,3919 -2,4261 -2,3466 -2,1469 -1,8462 -1,4781 -1,0797 -0,6873 -0,3373 -0,0658 0,0892 0,0997 -0,0290 -0,2470 -0,4754 -0,6448 -0,7292 -0,7605 -0,8143 -0,9705 -1,2776 -1,7465 -2,3604 -3,0715 -3,7936 -4,4283 -4,9135 -5,2448 -5,4562 -5,5872 -5,6610 -5,6798 -5,6351 -5,5257 -5,3544 -5,1145 -4,8014 -4,4331 -4,0493 -3,6917 -3,3877 -3,1456 -2,9616 -2,8338 -2,7626 -2,7296 -2,6896 -2,5977 -2,4354 -2,2157 -1,9805 -1,7897 -1,6916 -1,6962 -1,7769 -1,8896 -1,9898 -2,0441 -2,0340 -1,9541 -1,8127 -1,6311 -1,4383 -1,2627 -1,1199 -1,0043 -0,8974 -0,7864 -0,6735 -0,5718 -0,4978 -0,4677 -0,4916 -0,5679 -0,6878 -0,8413 -1,0145 -1,1868 -1,3376 -1,4609 -1,5722 -1,6902 -1,8139 -1,9252 -2,0053 -2,0388 -2,0192 -1,9543 -1,8602 -1,7575 -1,6674 -1,5982 -1,5383 -1,4726 -1,4057 -1,3707 -1,4126 -1,5553 -1,7806 -2,0421 -2,2950 -2,5185 -2,7138 -2,8871 -3,0373 -3,1618 -3,2665 -3,3640 -3,4642 -3,5763 -3,7226 -3,9341 -4,2181 -4,5381 -4,8354 -5,0628 -5,1936 -5,2149 -5,1262 -4,9443 -4,7127 -4,5038 -4,3879 -4,3926 -4,4952 -4,6456 -4,7933 -4,8981 -4,9303 -4,8709 -4,7114 -4,4614 -4,1653 -3,8963 -3,7154 -3,6375
F7    -0,0873 0,0593 0,2940 0,5512 0,7716 0,9261 1,0166 1,0606 1,0733 1,0594 1,0154 0,9347 0,8171 0,6736 0,5186 0,3694 0,2541 0,2023 0,2247 0,3054 0,4093 0,4961 0,5384 0,5336 0,5020 0,4721 0,4610 0,4637 0,4606 0,4282 0,3421 0,1831 -0,0478 -0,3247 -0,6129 -0,8868 -1,1315 -1,3340 -1,4770 -1,5414 -1,5140 -1,3957 -1,2091 -1,0019 -0,8292 -0,7252 -0,6990 -0,7463 -0,8535 -1,0004 -1,1622 -1,3108 -1,4234 -1,4875 -1,4944 -1,4444 -1,3646 -1,2985 -1,2689 -1,2581 -1,2350 -1,1936 -1,1547 -1,1402 -1,1574 -1,1996 -1,2510 -1,2939 -1,3133 -1,3000 -1,2559 -1,1972 -1,1527 -1,1508 -1,2030 -1,3004 -1,4225 -1,5471 -1,6479 -1,6924 -1,6613 -1,5651 -1,4315 -1,2822 -1,1256 -0,9679 -0,8258 -0,7174 -0,6466 -0,6135 -0,6232 -0,6724 -0,7374 -0,7923 -0,8339 -0,8771 -0,9370 -1,0231 -1,1357 -1,2676 -1,4145 -1,5841 -1,7890 -2,0282 -2,2812 -2,5326 -2,7949 -3,0972 -3,4566 -3,8661 -4,3108 -4,7875 -5,3018 -5,8463 -6,3842 -6,8587 -7,2191 -7,4372 -7,5105 -7,4513 -7,2726 -6,9922 -6,6405 -6,2498 -5,8419 -5,4268 -4,9971 -4,5270 -3,9920 -3,3947 -2,7660 -2,1474 -1,5731 -1,0577 -0,5987 -0,1900 0,1723 0,4930 0,7731 1,0040 1,1708 1,2583 1,2584 1,1760 1,0279 0,8386 0,6415 0,4775 0,3829 0,3808 0,4808 0,6734 0,9254 1,1913 1,4357 1,6486 1,8480 2,0751 2,3695 2,7405 3,1664 3,6141 4,0509 4,4477 4,7844 5,0558 5,2639 5,4008 5,4482 5,4006 5,2742 5,0914 4,8623 4,5844 4,2558 3,8858 3,4971 3,1159 2,7592 2,4329 2,1411 1,8896 1,6890 1,5515 1,4770 1,4456 1,4279 1,3979 1,3449 1,2789 1,2172 1,1715 1,1528 1,1814 1,2798 1,4485 1,6491 1,8188 1,9103 1,9225 1,8935 1,8683 1,8694 1,8912 1,9127 1,9130 1,8835 1,8296 1,7541 1,6426 1,4720 1,2369 0,9666 0,7084 0,4908 0,3069 0,1281 -0,0716 -0,2961 -0,5189 -0,6987 -0,8084 -0,8543 -0,8702 -0,8969 -0,9640 -1,0738 -1,1962 -1,2850 -1,3005 -1,2264 -1,0768 -0,8843 -0,6772 -0,4600 -0,2112 0,0853 0,4073 0,7031 0,9316 1,0885 1,1985 1,2867 1,3597 1,4067 1,4080 1,3478 1,2285 1,0723 0,9040 0,7343 0,5614 0,3829 0,1987 0,0044 -0,2053 -0,4240 -0,6356 -0,8301 -1,0166 -1,2158 -1,4424 -1,6933 -1,9439 -2,1529 -2,2814 -2,3173 -2,2846 -2,2200 -2,1362 -2,0127 -1,8270 -1,5837 -1,3053 -1,0074 -0,6950 -0,3769 -0,0704 0,2064 0,4442 0,6463 0,8284 1,0118 1,2060 1,3997 1,5696 1,6945 1,7630 1,7825 1,7833 1,8020 1,8542 1,9225 1,9713 1,9709 1,9154 1,8283 1,7501 1,7109 1,7113 1,7291 1,7459 1,7622 1,7854 1,8058 1,7994 1,7553 1,6848 1,6042 1,5177 1,4170 1,2951 1,1557 1,0124 0,8845 0,7942 0,7624 0,8036 0,9156 1,0752 1,2560 1,4433 1,6313 1,8166 1,9963 2,1641 2,3080 2,4152 2,4842 2,5241 2,5361 2,5024 2,4030 2,2349 2,0093 1,7378 1,4342 1,1265 0,8581 0,6669 0,5614 0,5236 0,5252 0,5419 0,5647 0,6014 0,6641 0,7521 0,8470 0,9225 0,9569 0,9469 0,9157 0,8950 0,8976 0,9086 0,9032 0,8662 0,8034 0,7407 0,7107 0,7331 0,8075 0,9266 1,0844 1,2630 1,4257 1,5418 1,6149 1,6715 1,7319 1,8068 1,9088 2,0490 2,2208 2,3975 2,5474 2,6523 2,7124 2,7411 2,7582 2,7784 2,8017 2,8198 2,8279 2,8203 2,7805 2,6853 2,5232 2,3138 2,1064 1,9557 1,8998 1,9484 2,0795 2,2501 2,4147 2,5423 2,6255 2,6787 2,7215 2,7562 2,7604 2,7114 2,6170 2,5216 2,4850 2,5510 2,7240 2,9694 3,2419 3,5073 3,7350 3,8888 3,9435 3,8969 3,7634 3,5628 3,3139 3,0386 2,7683 2,5391 2,3694 2,2458 2,1381 2,0214 1,8830 1,7169 1,5246 1,3249 1,1530 1,0401 1,0014 1,0386 1,1332 1,2392 1,2987 1,2746 1,1682 1,0151 0,8670 0,7639 0,7155 0,7088 0,7299 0,7723 0,8272 0,8772 0,9041 0,8956 0,8454 0,7506 0,6142 0,4495 0,2819 0,1432 0,0635 0,0608 0,1307 0,2450 0,3657 0,4573 0,4956 0,4789 0,4296 0,3791 0,3528 0,3654 0,4146 0,4795 0,5363 0,5747 0,5931 0,5819 0,5203 0,3937 0,2088 -0,0111 -0,2398 -0,4575 -0,6658 -0,8924 -1,1659 -1,4893 -1,8448 -2,2113 -2,5717 -2,9070 -3,1920 -3,4084 -3,5599 -3,6667 -3,7489 -3,8130 -3,8465 -3,8252 -3,7305 -3,5627 -3,3366 -3,0649 -2,7514 -2,4003 -2,0310 -1,6765 -1,3526 -1,0371 -0,6984 -0,3389 0,0010 0,2802 0,4945 0,6774 0,8676 1,0776 1,2873 1,4606 1,5738 1,6310 1,6581 1,6897 1,7517 1,8474 1,9643 2,0950 2,2405 2,3955 2,5393 2,6437 2,6880 2,6697 2,6013 2,4971 2,3659 2,2150 2,0581 1,9219 1,8371 1,8096 1,8071 1,7859 1,7241 1,6280 1,5138 1,3890 1,2535 1,1136 0,9833 0,8697 0,7709 0,6933 0,6550 0,6654 0,7163 0,7889 0,8611 0,9206 0,9657 0,9863 0,9615 0,8779 0,7393 0,5675 0,3989 0,2606 0,1419 0,0069 -0,1661 -0,3672 -0,5709 -0,7589 -0,9249 -1,0610 -1,1537 -1,2070 -1,2551 -1,3322 -1,4428 -1,5694 -1,7014 -1,8396 -1,9780 -2,0975 -2,1815 -2,2340 -2,2806 -2,3462 -2,4284 -2,4983 -2,5251 -2,4961 -2,4129 -2,2760 -2,0800 -1,8270 -1,5374 -1,2453 -0,9846 -0,7801 -0,6403 -0,5558
