Fp1   -0,3035 -0,6046 -0,8387 -0,9791 -1,0198 -0,9688 -0,8461 -0,6730 -0,4644 -0,2331 0,0055 0,2318 0,4201 0,5381 0,5552 0,4593 0,2681 0,0272 -0,2059 -0,3841 -0,4874 -0,5230 -0,5120 -0,4692 -0,3860 -0,2315 0,0253 0,3941 0,8616 1,3960 1,9491 2,4625 2,8823 3,1725 3,3097 3,2644 3,0015 2,5114 1,8377 1,0660 0,2834 -0,4481 -1,0948 -1,6500 -2,1273 -2,5421 -2,8949 -3,1730 -3,3693 -3,4930 -3,5626 -3,6037 -3,6521 -3,7305 -3,8167 -3,8566 -3,8184 -3,7227 -3,6139 -3,5057 -3,3585 -3,1053 -2,6999 -2,1486 -1,5024 -0,8195 -0,1310 0,5641 1,2795 2,0152 2,7411 3,4048 3,9537 4,3593 4,6368 4,8360 5,0029 5,1545 5,2802 5,3538 5,3449 5,2308 5,0033 4,6737 4,2728 3,8387 3,3923 2,9376 2,4861 2,0712 1,7333 1,4918 1,3356 1,2392 1,1844 1,1556 1,1179 1,0176 0,8158 0,5181 0,1681 -0,1793 -0,4741 -0,6784 -0,7791 -0,8000 -0,7915 -0,7996 -0,8422 -0,9089 -0,9788 -1,0361 -1,0808 -1,1268 -1,1877 -1,2661 -1,3538 -1,4342 -1,4798 -1,4545 -1,3292 -1,1008 -0,7902 -0,4254 -0,0392 0,3288 0,6462 0,9099 1,1618 1,4862 1,9747 2,6734 3,5559 4,5398 5,5285 6,4531 7,2911 8,0475 8,7169 9,2817 9,7360 10,0888 10,3425 10,4873 10,5147 10,4263 10,2328 9,9555 9,6301 9,2994 8,9956 8,7282 8,4785 8,2009 7,8473 7,4017 6,8960 6,3944 5,9584 5,6106 5,3280 5,0616 4,7630 4,4109 4,0182 3,6199 3,2559 2,9568 2,7375 2,6000 2,5357 2,5282 2,5598 2,6138 2,6766 2,7439 2,8252 2,9389 3,1068 3,3531 3,6960 4,1242 4,5864 5,0140 5,3498 5,5657 5,6750 5,7212 5,7398 5,7318 5,6725 5,5247 5,2489 4,8281 4,2890 3,6912 3,0988 2,5650 2,1236 1,7735 1,4781 1,1975 0,9211 0,6647 0,4434 0,2647 0,1481 0,1298 0,2328 0,4306 0,6533 0,8306 0,9198 0,8984 0,7620 0,5400 0,2930 0,0826 -0,0542 -0,1078 -0,0908 -0,0341 0,0208 0,0326 -0,0265 -0,1661 -0,3839 -0,6670 -0,9833 -1,2842 -1,5287 -1,7028 -1,8134 -1,8754 -1,9114 -1,9601 -2,0643 -2,2371 -2,4443 -2,6300 -2,7555 -2,8064 -2,7732 -2,6428 -2,4068 -2,0774 -1,6989 -1,3414 -1,0730 -0,9301 -0,9025 -0,9393 -0,9755 -0,9637 -0,8905 -0,7688 -0,6226 -0,4746 -0,3428 -0,2373 -0,1540 -0,0782 -0,0070 0,0313 -0,0146 -0,1868 -0,4890 -0,8774 -1,2729 -1,5916 -1,7799 -1,8342 -1,7967 -1,7248 -1,6562 -1,6018 -1,5549 -1,5005 -1,4297 -1,3569 -1,3197 -1,3636 -1,5173 -1,7695 -2,0682 -2,3478 -2,5511 -2,6355 -2,5860 -2,4276 -2,2139 -1,9948 -1,7904 -1,5874 -1,3561 -1,0638 -0,6852 -0,2252 0,2652 0,7105 1,0502 1,2559 1,3313 1,3052 1,2125 1,0819 0,9496 0,8670 0,8865 1,0359 1,2977 1,6100 1,9024 2,1307 2,2780 2,3501 2,3734 2,3769 2,3676 2,3311 2,2555 2,1432 2,0013 1,8379 1,6765 1,5569 1,5094 1,5331 1,6051 1,7036 1,8161 1,9344 2,0487 2,1485 2,2195 2,2366 2,1673 1,9927 1,7270 1,4204 1,1444 0,9674 0,9327 1,0424 1,2508 1,4744 1,6271 1,6643 1,6019 1,4986 1,4215 1,4122 1,4699 1,5617 1,6427 1,6764 1,6565 1,6095 1,5699 1,5547 1,5699 1,6337 1,7780 2,0218 2,3452 2,6911 2,9911 3,1933 3,2794 3,2737 3,2416 3,2585 3,3609 3,5264 3,7044 3,8562 3,9640 4,0148 3,9889 3,8721 3,6745 3,4321 3,1915 2,9959 2,8825 2,8765 2,9784 3,1661 3,4108 3,6826 3,9391 4,1137 4,1384 3,9882 3,6868 3,2659 2,7471 2,1664 1,5914 1,0979 0,7357 0,5161 0,4234 0,4258 0,4821 0,5573 0,6382 0,7375 0,8898 1,1334 1,4824 1,9167 2,3925 2,8546 3,2488 3,5393 3,7095 3,7454 3,6393 3,4089 3,1039 2,7921 2,5286 2,3268 2,1521 1,9445 1,6566 1,2871 0,8843 0,5167 0,2420 0,0859 0,0264 0,0103 0,0008 0,0062 0,0656 0,2162 0,4607 0,7426 0,9629 1,0414 0,9568 0,7326 0,4129 0,0554 -0,2743 -0,5199 -0,6537 -0,6858 -0,6472 -0,5530 -0,3917 -0,1546 0,1391 0,4558 0,7730 1,0893 1,4187 1,7716 2,1326 2,4576 2,6885 2,7725 2,6790 2,4141 2,0268 1,5956 1,2021 0,9049 0,7235 0,6388 0,6077 0,5860 0,5489 0,4974 0,4524 0,4356 0,4424 0,4294 0,3287 0,0752 -0,3692 -1,0066 -1,8143 -2,7662 -3,8456 -5,0263 -6,2435 -7,4066 -8,4406 -9,3009 -9,9527 -10,3586 -10,4917 -10,3528 -9,9711 -9,3856 -8,6279 -7,7231 -6,7050 -5,6215 -4,5168 -3,4141 -2,3281 -1,2798 -0,2777 0,7079 1,7284 2,8108 3,9384 5,0776 6,2049 7,3072 8,3656 9,3512 10,2320 10,9702 11,5089 11,7791 11,7253 11,3223 10,5824 9,5569 8,3188 6,9381 5,4828 4,0329 2,6792 1,4957 0,5013 -0,3603 -1,1966 -2,1130 -3,1657 -4,3412 -5,5657 -6,7308 -7,7291 -8,4928 -9,0164 -9,3417 -9,5165 -9,5669 -9,5005 -9,3222 -9,0468 -8,7128 -8,3844 -8,1232 -7,9581 -7,8876 -7,8896 -7,9165 -7,9006 -7,7805 -7,5250 -7,1357 -6,6352 -6,0582 -5,4450 -4,8347 -4,2601 -3,7407 -3,2799 -2,8786 -2,5562 -2,3501 -2,2951 -2,4132 -2,7134 -3,1836 -3,7793 -4,4332 -5,0928 -5,7515 -6,4340 -7,1536 -7,8972 -8,6412 -9,3587 -10,0162 -10,5845 -11,0527 -11,4331 -11,7571 -12,0568 -12,3410 -12,5983 -12,8229 -13,0235 -13,2054 -13,3539 -13,4411 -13,4480 -13,3819 -13,2662 -13,1080 -12,8822 -12,5639
Fz    -1,0474 -1,4899 -1,8540 -2,1191 -2,2854 -2,3695 -2,3986 -2,3996 -2,3866 -2,3534 -2,2787 -2,1401 -1,9295 -1,6608 -1,3630 -1,0635 -0,7736 -0,4878 -0,1894 0,1385 0,4987 0,8715 1,2228 1,5213 1,7545 1,9330 2,0822 2,2335 2,4206 2,6683 2,9760 3,3138 3,6315 3,8740 3,9929 3,9517 3,7279 3,3191 2,7475 2,0564 1,2993 0,5307 -0,2086 -0,9063 -1,5769 -2,2413 -2,9037 -3,5448 -4,1366 -4,6573 -5,0929 -5,4341 -5,6808 -5,8415 -5,9283 -5,9566 -5,9475 -5,9201 -5,8770 -5,7998 -5,6540 -5,3991 -5,0063 -4,4727 -3,8165 -3,0612 -2,2264 -1,3281 -0,3796 0,5992 1,5716 2,4855 3,2889 3,9458 4,4488 4,8189 5,0870 5,2731 5,3774 5,3864 5,2836 5,0604 4,7204 4,2818 3,7829 3,2770 2,8131 2,4197 2,1051 1,8617 1,6694 1,4978 1,3139 1,0975 0,8536 0,6115 0,4076 0,2684 0,2053 0,2180 0,2968 0,4234 0,5739 0,7239 0,8506 0,9350 0,9658 0,9479 0,9071 0,8823 0,9048 0,9770 1,0661 1,1162 1,0770 0,9286 0,6849 0,3840 0,0772 -0,1834 -0,3576 -0,4226 -0,3680 -0,1909 0,1023 0,4971 0,9789 1,5442 2,2065 2,9941 3,9316 5,0158 6,2021 7,4078 8,5364 9,5174 10,3335 11,0121 11,5944 12,1139 12,5917 13,0358 13,4402 13,7891 14,0639 14,2498 14,3412 14,3430 14,2684 14,1369 13,9712 13,7900 13,5993 13,3888 13,1423 12,8535 12,5319 12,2014 11,8912 11,6196 11,3813 11,1542 10,9195 10,6776 10,4450 10,2441 10,0969 10,0214 10,0281 10,1167 10,2751 10,4857 10,7336 11,0074 11,2958 11,5891 11,8849 12,1936 12,5331 12,9181 13,3475 13,7962 14,2167 14,5543 14,7670 14,8419 14,7992 14,6797 14,5219 14,3485 14,1649 13,9617 13,7190 13,4181 13,0553 12,6467 12,2206 11,8032 11,4058 11,0184 10,6172 10,1813 9,7077 9,2130 8,7281 8,2916 7,9447 7,7262 7,6631 7,7519 7,9476 8,1799 8,3813 8,5040 8,5269 8,4630 8,3520 8,2368 8,1397 8,0536 7,9487 7,7843 7,5218 7,1419 6,6566 6,1025 5,5224 4,9550 4,4369 3,9975 3,6494 3,3913 3,2222 3,1462 3,1613 3,2464 3,3692 3,5111 3,6850 3,9207 4,2360 4,6248 5,0677 5,5417 6,0224 6,4854 6,9055 7,2593 7,5320 7,7230 7,8464 7,9222 7,9643 7,9793 7,9730 7,9527 7,9206 7,8725 7,8023 7,7066 7,5842 7,4327 7,2441 7,0033 6,6955 6,3161 5,8721 5,3835 4,8860 4,4294 4,0646 3,8236 3,7017 3,6573 3,6367 3,6035 3,5520 3,5002 3,4708 3,4723 3,4893 3,4849 3,4177 3,2669 3,0498 2,8150 2,6243 2,5319 2,5631 2,7024 2,9065 3,1330 3,3618 3,5978 3,8599 4,1702 4,5477 4,9994 5,5106 6,0444 6,5486 6,9679 7,2609 7,4136 7,4367 7,3583 7,2223 7,0826 6,9900 6,9802 7,0628 7,2180 7,4088 7,5942 7,7374 7,8195 7,8484 7,8477 7,8393 7,8357 7,8414 7,8536 7,8616 7,8519 7,8157 7,7492 7,6494 7,5137 7,3457 7,1628 6,9970 6,8828 6,8357 6,8443 6,8755 6,8856 6,8357 6,7132 6,5433 6,3786 6,2743 6,2660 6,3590 6,5329 6,7566 7,0013 7,2446 7,4723 7,6824 7,8789 8,0604 8,2149 8,3257 8,3778 8,3658 8,3012 8,2129 8,1373 8,1040 8,1240 8,1913 8,2972 8,4396 8,6160 8,8142 9,0122 9,1853 9,3093 9,3636 9,3360 9,2295 9,0657 8,8746 8,6781 8,4871 8,3114 8,1592 8,0293 7,9124 7,8018 7,6988 7,6121 7,5493 7,5152 7,5206 7,5882 7,7385 7,9751 8,2855 8,6458 9,0151 9,3323 9,5285 9,5511 9,3795 9,0278 8,5394 7,9756 7,4005 6,8682 6,4119 6,0387 5,7332 5,4672 5,2118 4,9484 4,6726 4,3919 4,1254 3,9002 3,7421 3,6693 3,6907 3,7992 3,9706 4,1709 4,3641 4,5145 4,5941 4,5881 4,4951 4,3252 4,0943 3,8146 3,4932 3,1396 2,7761 2,4402 2,1713 1,9906 1,8978 1,8743 1,8845 1,8878 1,8623 1,8109 1,7480 1,6806 1,5995 1,4820 1,3062 1,0701 0,7927 0,4972 0,2036 -0,0621 -0,2657 -0,3769 -0,3821 -0,2909 -0,1283 0,0824 0,3321 0,6196 0,9385 1,2756 1,6210 1,9784 2,3649 2,7962 3,2727 3,7802 4,2962 4,7931 5,2415 5,6161 5,9049 6,1167 6,2777 6,4152 6,5417 6,6503 6,7221 6,7361 6,6783 6,5470 6,3520 6,1073 5,8225 5,4935 5,0948 4,5815 3,9037 3,0310 1,9664 0,7420 -0,5923 -1,9713 -3,3150 -4,5441 -5,5995 -6,4471 -7,0694 -7,4566 -7,6054 -7,5294 -7,2650 -6,8536 -6,3113 -5,6260 -4,7818 -3,7848 -2,6659 -1,4684 -0,2342 1,0057 2,2438 3,5009 4,8094 6,1848 7,6107 9,0470 10,4491 11,7798 13,0046 14,0814 14,9627 15,6032 15,9601 15,9944 15,6777 14,9989 13,9686 12,6219 11,0190 9,2376 7,3662 5,4984 3,7216 2,1013 0,6650 -0,6051 -1,7659 -2,8912 -4,0394 -5,2294 -6,4348 -7,5910 -8,6132 -9,4246 -9,9813 -10,2800 -10,3489 -10,2304 -9,9641 -9,5797 -9,0994 -8,5490 -7,9623 -7,3748 -6,8123 -6,2879 -5,8034 -5,3487 -4,9082 -4,4733 -4,0471 -3,6369 -3,2486 -2,8897 -2,5745 -2,3229 -2,1547 -2,0780 -2,0818 -2,1475 -2,2669 -2,4406 -2,6655 -2,9370 -3,2633 -3,6628 -4,1471 -4,7113 -5,3444 -6,0438 -6,8117 -7,6402 -8,5063 -9,3842 -10,2554 -11,1088 -11,9358 -12,7257 -13,4633 -14,1367 -14,7454 -15,2962 -15,7897 -16,2127 -16,5414 -16,7519 -16,8307 -16,7762 -16,5947 -16,3003 -15,9142 -15,4562 -14,9375 -14,3719
F3    -0,9642 -1,2927 -1,5594 -1,7467 -1,8548 -1,8980 -1,8997 -1,8838 -1,8643 -1,8397 -1,7961 -1,7176 -1,5968 -1,4409 -1,2679 -1,0929 -0,9173 -0,7299 -0,5129 -0,2486 0,0692 0,4263 0,7931 1,1388 1,4442 1,7058 1,9318 2,1392 2,3531 2,5967 2,8756 3,1694 3,4359 3,6264 3,6993 3,6203 3,3631 2,9210 2,3183 1,6065 0,8496 0,1104 -0,5653 -1,1631 -1,6968 -2,1844 -2,6259 -3,0036 -3,3030 -3,5276 -3,6938 -3,8203 -3,9252 -4,0230 -4,1171 -4,2052 -4,2895 -4,3743 -4,4526 -4,4994 -4,4744 -4,3306 -4,0319 -3,5714 -2,9714 -2,2693 -1,5035 -0,7065 0,0984 0,8912 1,6451 2,3264 2,9039 3,3598 3,6978 3,9413 4,1193 4,2496 4,3309 4,3454 4,2696 4,0882 3,8012 3,4275 3,0097 2,6062 2,2676 2,0173 1,8524 1,7553 1,6997 1,6526 1,5771 1,4438 1,2468 1,0079 0,7617 0,5405 0,3697 0,2673 0,2380 0,2686 0,3327 0,4009 0,4497 0,4656 0,4433 0,3839 0,2966 0,1992 0,1113 0,0408 -0,0276 -0,1315 -0,3094 -0,5759 -0,9125 -1,2757 -1,6130 -1,8750 -2,0240 -2,0348 -1,8929 -1,5944 -1,1503 -0,5872 0,0632 0,7788 1,5603 2,4308 3,4168 4,5223 5,7137 6,9204 8,0566 9,0566 9,9014 10,6113 11,2170 11,7435 12,2114 12,6355 13,0167 13,3392 13,5776 13,7097 13,7283 13,6426 13,4737 13,2480 12,9916 12,7229 12,4459 12,1479 11,8116 11,4329 11,0271 10,6216 10,2431 9,9036 9,5942 9,2921 8,9825 8,6744 8,3950 8,1709 8,0178 7,9411 7,9374 7,9925 8,0842 8,1923 8,3074 8,4276 8,5508 8,6731 8,7977 8,9409 9,1260 9,3695 9,6673 9,9891 10,2879 10,5189 10,6540 10,6869 10,6321 10,5153 10,3587 10,1737 9,9645 9,7301 9,4629 9,1534 8,8014 8,4206 8,0318 7,6523 7,2878 6,9305 6,5613 6,1592 5,7141 5,2336 4,7413 4,2735 3,8738 3,5861 3,4422 3,4419 3,5438 3,6826 3,7950 3,8341 3,7801 3,6484 3,4829 3,3296 3,2136 3,1322 3,0622 2,9690 2,8194 2,5969 2,3121 1,9912 1,6585 1,3326 1,0371 0,7978 0,6283 0,5272 0,4897 0,5125 0,5862 0,6864 0,7836 0,8652 0,9484 1,0660 1,2421 1,4838 1,7878 2,1452 2,5420 2,9618 3,3820 3,7707 4,0945 4,3321 4,4841 4,5690 4,6092 4,6238 4,6292 4,6358 4,6422 4,6364 4,6079 4,5568 4,4922 4,4228 4,3459 4,2449 4,0997 3,9013 3,6563 3,3845 3,1175 2,8953 2,7578 2,7270 2,7914 2,9069 3,0202 3,0928 3,1113 3,0833 3,0268 2,9594 2,8856 2,7891 2,6398 2,4173 2,1334 1,8302 1,5628 1,3778 1,2941 1,2945 1,3432 1,4146 1,5063 1,6333 1,8131 2,0587 2,3771 2,7668 3,2117 3,6803 4,1315 4,5262 4,8395 5,0669 5,2188 5,3147 5,3847 5,4627 5,5713 5,7147 5,8796 6,0357 6,1465 6,1822 6,1282 5,9925 5,8061 5,6089 5,4341 5,3037 5,2300 5,2128 5,2373 5,2843 5,3420 5,4061 5,4724 5,5315 5,5719 5,5884 5,5910 5,6000 5,6291 5,6731 5,7085 5,7030 5,6270 5,4695 5,2479 5,0036 4,7859 4,6329 4,5590 4,5543 4,5976 4,6676 4,7455 4,8177 4,8820 4,9461 5,0166 5,0907 5,1562 5,1975 5,2039 5,1763 5,1303 5,0919 5,0851 5,1182 5,1825 5,2674 5,3720 5,4990 5,6438 5,7909 5,9173 5,9970 6,0089 5,9457 5,8200 5,6617 5,5005 5,3501 5,2132 5,0979 5,0138 4,9596 4,9204 4,8782 4,8234 4,7569 4,6848 4,6160 4,5685 4,5722 4,6514 4,8115 5,0445 5,3359 5,6574 5,9549 6,1575 6,2064 6,0773 5,7843 5,3697 4,8929 4,4162 3,9881 3,6302 3,3381 3,0945 2,8787 2,6719 2,4646 2,2565 2,0522 1,8611 1,7001 1,5906 1,5522 1,5994 1,7345 1,9413 2,1921 2,4525 2,6847 2,8574 2,9520 2,9624 2,8958 2,7672 2,5886 2,3640 2,0965 1,8007 1,5086 1,2570 1,0659 0,9307 0,8288 0,7280 0,6009 0,4449 0,2871 0,1656 0,1043 0,0971 0,1077 0,0909 0,0216 -0,0975 -0,2551 -0,4421 -0,6418 -0,8268 -0,9725 -1,0711 -1,1322 -1,1696 -1,1824 -1,1507 -1,0532 -0,8860 -0,6623 -0,3995 -0,1094 0,2050 0,5423 0,8927 1,2376 1,5547 1,8210 2,0175 2,1364 2,1867 2,1914 2,1797 2,1767 2,1947 2,2304 2,2654 2,2707 2,2200 2,1042 1,9384 1,7504 1,5609 1,3694 1,1507 0,8562 0,4268 -0,1815 -0,9767 -1,9345 -3,0110 -4,1483 -5,2758 -6,3220 -7,2311 -7,9703 -8,5243 -8,8839 -9,0411 -8,9974 -8,7754 -8,4054 -7,8982 -7,2378 -6,4061 -5,4070 -4,2707 -3,0435 -1,7775 -0,5172 0,7162 1,9326 3,1588 4,4116 5,6819 6,9410 8,1545 9,2934 10,3318 11,2398 11,9855 12,5378 12,8652 12,9363 12,7288 12,2368 11,4707 10,4555 9,2306 7,8495 6,3790 4,8960 3,4758 2,1739 1,0106 -0,0333 -1,0091 -1,9793 -2,9903 -4,0525 -5,1396 -6,1985 -7,1633 -7,9774 -8,6107 -9,0611 -9,3444 -9,4812 -9,4884 -9,3783 -9,1623 -8,8593 -8,5009 -8,1226 -7,7529 -7,4093 -7,0975 -6,8090 -6,5248 -6,2305 -5,9224 -5,6055 -5,2904 -4,9956 -4,7471 -4,5751 -4,5049 -4,5446 -4,6771 -4,8730 -5,1126 -5,3873 -5,6863 -5,9969 -6,3178 -6,6586 -7,0251 -7,4127 -7,8174 -8,2504 -8,7329 -9,2776 -9,8799 -10,5260 -11,1977 -11,8720 -12,5260 -13,1404 -13,6982 -14,1915 -14,6276 -15,0198 -15,3720 -15,6747 -15,9104 -16,0599 -16,1091 -16,0551 -15,9063 -15,6808 -15,4019 -15,0891 -14,7528 -14,4013
F7    -0,0445 -0,2136 -0,3544 -0,4312 -0,4308 -0,3668 -0,2757 -0,1988 -0,1633 -0,1766 -0,2335 -0,3221 -0,4256 -0,5255 -0,6072 -0,6591 -0,6734 -0,6512 -0,5994 -0,5211 -0,4140 -0,2789 -0,1236 0,0411 0,2046 0,3582 0,4974 0,6249 0,7558 0,9135 1,1128 1,3454 1,5799 1,7775 1,9080 1,9498 1,8854 1,7036 1,4064 1,0119 0,5557 0,0860 -0,3518 -0,7338 -1,0627 -1,3513 -1,6041 -1,8156 -1,9846 -2,1237 -2,2510 -2,3784 -2,5062 -2,6223 -2,7116 -2,7748 -2,8317 -2,9033 -2,9937 -3,0890 -3,1647 -3,1895 -3,1305 -2,9635 -2,6799 -2,2858 -1,7988 -1,2427 -0,6419 -0,0245 0,5752 1,1248 1,6041 2,0071 2,3412 2,6238 2,8678 3,0686 3,2037 3,2438 3,1658 2,9632 2,6502 2,2644 1,8663 1,5256 1,2915 1,1764 1,1630 1,2176 1,2968 1,3534 1,3434 1,2370 1,0324 0,7566 0,4521 0,1622 -0,0768 -0,2440 -0,3411 -0,3886 -0,4158 -0,4493 -0,5087 -0,6076 -0,7562 -0,9593 -1,2105 -1,4902 -1,7746 -2,0504 -2,3229 -2,6125 -2,9369 -3,2934 -3,6565 -3,9856 -4,2370 -4,3762 -4,3827 -4,2458 -3,9601 -3,5251 -2,9517 -2,2676 -1,5114 -0,7190 0,0922 0,9276 1,8029 2,7249 3,6808 4,6379 5,5533 6,3945 7,1555 7,8494 8,4874 9,0685 9,5820 10,0119 10,3398 10,5516 10,6414 10,6138 10,4832 10,2673 9,9823 9,6430 9,2646 8,8632 8,4519 8,0358 7,6134 7,1838 6,7490 6,3124 5,8808 5,4639 5,0696 4,7034 4,3771 4,1158 3,9463 3,8783 3,8981 3,9758 4,0770 4,1718 4,2401 4,2737 4,2789 4,2729 4,2707 4,2740 4,2789 4,2931 4,3375 4,4321 4,5784 4,7533 4,9188 5,0379 5,0874 5,0616 4,9697 4,8233 4,6239 4,3656 4,0482 3,6833 3,2885 2,8818 2,4809 2,1007 1,7489 1,4229 1,1130 0,8090 0,5053 0,2016 -0,0993 -0,3954 -0,6883 -0,9796 -1,2630 -1,5183 -1,7176 -1,8467 -1,9207 -1,9715 -2,0295 -2,1171 -2,2424 -2,3858 -2,5031 -2,5521 -2,5185 -2,4194 -2,2924 -2,1833 -2,1314 -2,1509 -2,2267 -2,3288 -2,4305 -2,5128 -2,5588 -2,5595 -2,5241 -2,4745 -2,4244 -2,3680 -2,2914 -2,1908 -2,0762 -1,9575 -1,8298 -1,6770 -1,4880 -1,2661 -1,0242 -0,7763 -0,5294 -0,2849 -0,0491 0,1581 0,3088 0,3822 0,3818 0,3392 0,3020 0,3170 0,4145 0,5939 0,8225 1,0530 1,2477 1,3908 1,4873 1,5514 1,5916 1,6046 1,5820 1,5194 1,4200 1,2944 1,1584 1,0335 0,9439 0,9052 0,9093 0,9246 0,9148 0,8581 0,7545 0,6244 0,5028 0,4248 0,4050 0,4257 0,4480 0,4374 0,3821 0,2896 0,1767 0,0618 -0,0431 -0,1374 -0,2236 -0,2913 -0,3173 -0,2803 -0,1729 -0,0035 0,2091 0,4416 0,6693 0,8699 1,0262 1,1299 1,1859 1,2118 1,2289 1,2534 1,2977 1,3711 1,4732 1,5903 1,6983 1,7675 1,7726 1,7007 1,5528 1,3439 1,1022 0,8603 0,6437 0,4686 0,3458 0,2811 0,2697 0,2966 0,3443 0,4005 0,4562 0,5024 0,5312 0,5391 0,5294 0,5094 0,4819 0,4382 0,3599 0,2272 0,0301 -0,2224 -0,5043 -0,7804 -1,0166 -1,1865 -1,2779 -1,2985 -1,2735 -1,2371 -1,2247 -1,2605 -1,3436 -1,4524 -1,5633 -1,6641 -1,7516 -1,8257 -1,8870 -1,9353 -1,9669 -1,9759 -1,9597 -1,9235 -1,8781 -1,8309 -1,7804 -1,7188 -1,6369 -1,5294 -1,4000 -1,2647 -1,1482 -1,0707 -1,0338 -1,0186 -1,0032 -0,9764 -0,9306 -0,8517 -0,7329 -0,5915 -0,4635 -0,3834 -0,3706 -0,4307 -0,5579 -0,7351 -0,9327 -1,1137 -1,2473 -1,3181 -1,3249 -1,2768 -1,1957 -1,1205 -1,1000 -1,1737 -1,3543 -1,6246 -1,9453 -2,2675 -2,5461 -2,7498 -2,8706 -2,9234 -2,9363 -2,9372 -2,9444 -2,9640 -2,9948 -3,0363 -3,0902 -3,1545 -3,2201 -3,2721 -3,2928 -3,2686 -3,1947 -3,0757 -2,9262 -2,7721 -2,6418 -2,5534 -2,5092 -2,4995 -2,5121 -2,5410 -2,5922 -2,6802 -2,8148 -2,9870 -3,1736 -3,3550 -3,5250 -3,6896 -3,8611 -4,0416 -4,2095 -4,3285 -4,3725 -4,3444 -4,2753 -4,2084 -4,1765 -4,1873 -4,2305 -4,2959 -4,3790 -4,4695 -4,5452 -4,5824 -4,5678 -4,5024 -4,3965 -4,2606 -4,0993 -3,9167 -3,7235 -3,5341 -3,3564 -3,1909 -3,0381 -2,9078 -2,8151 -2,7674 -2,7595 -2,7819 -2,8283 -2,8971 -2,9865 -3,0871 -3,1776 -3,2317 -3,2326 -3,1867 -3,1263 -3,0996 -3,1497 -3,2948 -3,5163 -3,7688 -4,0070 -4,2084 -4,3798 -4,5535 -4,7755 -5,0839 -5,4948 -6,0045 -6,5966 -7,2412 -7,8939 -8,5070 -9,0426 -9,4756 -9,7903 -9,9749 -10,0184 -9,9191 -9,6983 -9,3904 -9,0125 -8,5521 -7,9860 -7,3036 -6,5146 -5,6425 -4,7147 -3,7544 -2,7745 -1,7759 -0,7550 0,2817 1,3122 2,3051 3,2321 4,0786 4,8414 5,5169 6,0926 6,5458 6,8457 6,9619 6,8757 6,5858 6,1058 5,4597 4,6805 3,8103 2,8990 1,9982 1,1495 0,3782 -0,3099 -0,9310 -1,5217 -2,1285 -2,7861 -3,4984 -4,2383 -4,9627 -5,6325 -6,2303 -6,7606 -7,2344 -7,6532 -8,0038 -8,2670 -8,4321 -8,5036 -8,5001 -8,4523 -8,3947 -8,3515 -8,3302 -8,3248 -8,3214 -8,3061 -8,2722 -8,2159 -8,1290 -8,0041 -7,8446 -7,6662 -7,4930 -7,3516 -7,2623 -7,2282 -7,2402 -7,2924 -7,3844 -7,5089 -7,6498 -7,7950 -7,9442 -8,1024 -8,2734 -8,4654 -8,6991 -9,0004 -9,3845 -9,8503 -10,3849 -10,9654 -11,5613 -12,1418 -12,6787 -13,1493 -13,5470 -13,8856 -14,1847 -14,4549 -14,6927 -14,8858 -15,0225 -15,1045 -15,1462 -15,1630 -15,1624 -15,1465 -15,1126 -15,0499 -14,9453
