Fp1   -2,9743 -2,4439 -1,9474 -1,5713 -1,3848 -1,3997 -1,5660 -1,7997 -2,0153 -2,1416 -2,1266 -1,9475 -1,6275 -1,2283 -0,8121 -0,4126 -0,0500 0,2365 0,3910 0,3793 0,2141 -0,0512 -0,3433 -0,5994 -0,7915 -0,9232 -1,0141 -1,0859 -1,1479 -1,1900 -1,1878 -1,1146 -0,9534 -0,7026 -0,3757 0,0033 0,4189 0,8838 1,4297 2,0629 2,7263 3,3083 3,6986 3,8479 3,7843 3,5801 3,3128 3,0520 2,8535 2,7455 2,7346 2,8251 3,0189 3,2925 3,5794 3,7798 3,8002 3,5954 3,1765 2,5877 1,8852 1,1387 0,4386 -0,1183 -0,4613 -0,5730 -0,4937 -0,3087 -0,1227 -0,0223 -0,0479 -0,1923 -0,4190 -0,6820 -0,9375 -1,1516 -1,3085 -1,4193 -1,5318 -1,7109 -1,9812 -2,2864 -2,5142 -2,5638 -2,3999 -2,0514 -1,5712 -1,0094 -0,4201 0,1271 0,5518 0,7821 0,7889 0,6138 0,3485 0,0727 -0,1825 -0,4172 -0,6286 -0,7984 -0,9055 -0,9502 -0,9626 -0,9891 -1,0784 -1,2733 -1,6040 -2,0840 -2,7067 -3,4444 -4,2501 -5,0646 -5,8279 -6,4894 -7,0019 -7,3045 -7,3257 -7,0259 -6,4327 -5,6271 -4,7025 -3,7457 -2,8456 -2,0840 -1,4983 -1,0594 -0,6908 -0,3056 0,1701 0,7859 1,5597 2,4666 3,4352 4,3620 5,1425 5,7036 6,0248 6,1435 6,1469 6,1495 6,2509 6,4994 6,8965 7,4254 8,0623 8,7612 9,4403 9,9936 10,3248 10,3775 10,1467 9,6720 9,0192 8,2530 7,4138 6,5194 5,5917 4,6796 3,8618 3,2298 2,8554 2,7551 2,8845 3,1644 3,5018 3,7950 3,9506 3,9129 3,6845 3,3275 2,9400 2,6092 2,3667 2,1732 1,9375 1,5716 1,0587 0,4803 -0,0264 -0,3408 -0,4050 -0,2262 0,1509 0,6747 1,2787 1,8546 2,2623 2,3897 2,2097 1,7888 1,2394 0,6521 0,0585 -0,5448 -1,1457 -1,6976 -2,1429 -2,4441 -2,5952 -2,6198 -2,5608 -2,4664 -2,3802 -2,3363 -2,3485 -2,3954 -2,4254 -2,3959 -2,3039 -2,1680 -1,9970 -1,7953 -1,5973 -1,4812 -1,5351 -1,8018 -2,2519 -2,8017 -3,3507 -3,8154 -4,1514 -4,3523 -4,4229 -4,3519 -4,1143 -3,7030 -3,1618 -2,5911 -2,1128 -1,8190 -1,7406 -1,8491 -2,0784 -2,3514 -2,5971 -2,7616 -2,8219 -2,7936 -2,7182 -2,6343 -2,5556 -2,4658 -2,3301 -2,1197 -1,8454 -1,5645 -1,3352 -1,1713 -1,0482 -0,9332 -0,8016 -0,6418 -0,4572 -0,2598 -0,0585 0,1413 0,3274 0,4751 0,5502 0,5176 0,3556 0,0636 -0,3415 -0,8205 -1,2933 -1,6348 -1,7068 -1,4135 -0,7535 0,1708 1,2015 2,1948 3,0555 3,7348 4,2119 4,4820 4,5534 4,4377 4,1337 3,6274 2,9246 2,0838 1,2066 0,3960 -0,2765 -0,7686 -1,0428 -1,0528 -0,7645 -0,1949 0,5727 1,4074 2,1633 2,7123 2,9791 2,9651 2,7373 2,3874 1,9920 1,5989 1,2360 0,9255 0,6942 0,5767 0,5979 0,7457 0,9689 1,2034 1,3969 1,5128 1,5264 1,4358 1,2791 1,1228 1,0202 0,9777 0,9595 0,9211 0,8441 0,7467 0,6667 0,6369 0,6681 0,7457 0,8413 0,9348 1,0302 1,1529 1,3271 1,5534 1,8037 2,0295 2,1760 2,2019 2,0970 1,8878 1,6281 1,3710 1,1328 0,8746 0,5237 0,0293 -0,5872 -1,2256 -1,7537 -2,0726 -2,1595 -2,0755 -1,9276 -1,8044 -1,7388 -1,7277 -1,7626 -1,8275 -1,8790 -1,8493 -1,6751 -1,3318 -0,8561 -0,3419 0,0935 0,3553 0,3986 0,2268 -0,1310 -0,6351 -1,2353 -1,8721 -2,4865 -3,0201 -3,4109 -3,6033 -3,5701 -3,3297 -2,9464 -2,5065 -2,0802 -1,6976 -1,3567 -1,0511 -0,7878 -0,5853 -0,4596 -0,4014 -0,3592 -0,2500 -0,0035 0,3914 0,8724 1,3337 1,6751 1,8362 1,8065 1,6177 1,3282 1,0048 0,7042 0,4588 0,2736 0,1276 -0,0192 -0,2144 -0,5011 -0,8962 -1,3746 -1,8830 -2,3694 -2,7946 -3,1297 -3,3597 -3,4798 -3,4785 -3,3333 -3,0305 -2,5813 -2,0216 -1,3991 -0,7566 -0,1290 0,4355 0,8595 1,0601 1,0008 0,7250 0,3389 -0,0421 -0,3391 -0,5235 -0,6100 -0,6422 -0,6705 -0,7236 -0,7896 -0,8205 -0,7668 -0,6198 -0,4201 -0,2227 -0,0617 0,0571 0,1443 0,2153 0,2845 0,3623 0,4539 0,5555 0,6469 0,6919 0,6433 0,4475 0,0616 -0,5139 -1,2182 -1,9403 -2,5371 -2,8666 -2,8379 -2,4444 -1,7569 -0,8920 0,0117 0,8089 1,3714 1,6180 1,5288 1,1387 0,5253 -0,2111 -0,9721 -1,6709 -2,2326 -2,6118 -2,8151 -2,8998 -2,9464 -3,0266 -3,1813 -3,4154 -3,7044 -4,0072 -4,2841 -4,5142 -4,7022 -4,8728 -5,0518 -5,2517 -5,4673 -5,6697 -5,8004 -5,7865 -5,5743 -5,1587 -4,5876 -3,9435 -3,3117 -2,7443 -2,2399 -1,7575 -1,2499 -0,6811 -0,0227 0,7558 1,6825 2,7617 3,9555 5,1851 6,3501 7,3605 8,1580 8,7128 9,0124 9,0592 8,8733 8,4955 7,9917 7,4557 6,9918 6,6781 6,5438 6,5794 6,7522 7,0135 7,3150 7,6283 7,9425 8,2470 8,5190 8,7184 8,7953 8,7015 8,4058 7,9109 7,2602 6,5158 5,7194 4,8711 3,9533 2,9823 2,0398 1,2484 0,7060 0,4382 0,4053 0,5325 0,7322 0,9242 1,0553 1,1032 1,0724 0,9911 0,9009 0,8400 0,8289 0,8656 0,9309 0,9915 1,0021 0,9141 0,6902 0,3324 -0,0977 -0,4990 -0,7870 -0,9424 -1,0141 -1,0717 -1,1401 -1,1773 -1,1242 -0,9800 -0,8157 -0,7147 -0,7126 -0,7886 -0,8927 -0,9709 -0,9779 -0,8879 -0,7163 -0,5324 -0,4343 -0,4989 -0,7462 -1,1346 -1,5770 -1,9693 -2,2185 -2,2627 -2,0746 -1,6513 -1,0084 -0,1816 0,7735 1,7846 2,7667 3,6309 4,3004 4,7250 4,8835 4,7758
Fz    -3,1650 -3,0630 -2,8891 -2,6798 -2,4654 -2,2657 -2,0920 -1,9473 -1,8259 -1,7155 -1,6012 -1,4720 -1,3225 -1,1535 -0,9714 -0,7870 -0,6129 -0,4585 -0,3280 -0,2208 -0,1314 -0,0484 0,0416 0,1453 0,2594 0,3739 0,4742 0,5404 0,5547 0,5158 0,4451 0,3774 0,3446 0,3671 0,4556 0,6158 0,8494 1,1519 1,5088 1,8909 2,2544 2,5495 2,7360 2,7953 2,7278 2,5430 2,2558 1,8901 1,4805 1,0718 0,7164 0,4615 0,3348 0,3373 0,4426 0,5986 0,7413 0,8170 0,7998 0,6919 0,5137 0,2945 0,0674 -0,1358 -0,2925 -0,3941 -0,4479 -0,4724 -0,4879 -0,5047 -0,5188 -0,5187 -0,4968 -0,4608 -0,4338 -0,4433 -0,5068 -0,6277 -0,8014 -1,0209 -1,2752 -1,5431 -1,7983 -2,0204 -2,2025 -2,3484 -2,4610 -2,5331 -2,5500 -2,4983 -2,3744 -2,1901 -1,9702 -1,7420 -1,5236 -1,3204 -1,1274 -0,9331 -0,7263 -0,5001 -0,2536 0,0036 0,2494 0,4546 0,5890 0,6232 0,5280 0,2765 -0,1501 -0,7512 -1,5013 -2,3550 -3,2558 -4,1443 -4,9631 -5,6610 -6,1955 -6,5364 -6,6669 -6,5830 -6,2933 -5,8199 -5,1988 -4,4765 -3,7040 -2,9288 -2,1865 -1,4957 -0,8625 -0,2886 0,2261 0,6861 1,1003 1,4761 1,8144 2,1124 2,3703 2,5970 2,8087 3,0253 3,2636 3,5338 3,8415 4,1889 4,5690 4,9608 5,3310 5,6434 5,8665 5,9798 5,9774 5,8671 5,6697 5,4157 5,1391 4,8696 4,6256 4,4116 4,2209 4,0456 3,8850 3,7415 3,6181 3,5208 3,4626 3,4593 3,5235 3,6585 3,8561 4,1022 4,3807 4,6728 4,9567 5,2115 5,4225 5,5844 5,6945 5,7478 5,7398 5,6742 5,5622 5,4175 5,2515 5,0753 4,9040 4,7537 4,6317 4,5319 4,4384 4,3352 4,2127 4,0657 3,8904 3,6864 3,4584 3,2110 2,9401 2,6355 2,2915 1,9157 1,5291 1,1603 0,8356 0,5696 0,3640 0,2084 0,0827 -0,0383 -0,1739 -0,3236 -0,4632 -0,5543 -0,5641 -0,4852 -0,3373 -0,1546 0,0276 0,1830 0,2998 0,3778 0,4181 0,4185 0,3783 0,3024 0,1992 0,0739 -0,0739 -0,2469 -0,4408 -0,6389 -0,8140 -0,9340 -0,9695 -0,9015 -0,7244 -0,4486 -0,1005 0,2820 0,6596 0,9990 1,2750 1,4731 1,5937 1,6516 1,6675 1,6576 1,6284 1,5795 1,5065 1,4032 1,2655 1,0963 0,9084 0,7221 0,5571 0,4227 0,3137 0,2151 0,1127 0,0002 -0,1179 -0,2315 -0,3290 -0,3981 -0,4251 -0,4023 -0,3352 -0,2410 -0,1368 -0,0268 0,0985 0,2490 0,4213 0,5958 0,7454 0,8462 0,8829 0,8481 0,7405 0,5660 0,3406 0,0933 -0,1357 -0,3054 -0,3870 -0,3716 -0,2653 -0,0784 0,1785 0,4885 0,8234 1,1477 1,4285 1,6401 1,7649 1,7939 1,7268 1,5703 1,3413 1,0701 0,7937 0,5438 0,3427 0,2059 0,1395 0,1354 0,1763 0,2448 0,3266 0,4119 0,4951 0,5710 0,6344 0,6828 0,7159 0,7341 0,7429 0,7591 0,8088 0,9176 1,0959 1,3295 1,5824 1,8108 1,9764 2,0544 2,0386 1,9435 1,7973 1,6287 1,4549 1,2799 1,0976 0,9008 0,6908 0,4797 0,2875 0,1370 0,0454 0,0157 0,0337 0,0752 0,1160 0,1359 0,1200 0,0591 -0,0506 -0,2144 -0,4405 -0,7308 -1,0720 -1,4365 -1,7879 -2,0845 -2,2835 -2,3494 -2,2608 -2,0186 -1,6494 -1,1976 -0,7122 -0,2377 0,1847 0,5126 0,7075 0,7483 0,6416 0,4157 0,1057 -0,2539 -0,6271 -0,9763 -1,2661 -1,4673 -1,5608 -1,5383 -1,3997 -1,1484 -0,7935 -0,3526 0,1502 0,6885 1,2384 1,7826 2,3090 2,8065 3,2586 3,6394 3,9148 4,0548 4,0500 3,9143 3,6755 3,3624 2,9993 2,6051 2,1947 1,7812 1,3812 1,0156 0,7051 0,4624 0,2863 0,1645 0,0804 0,0201 -0,0241 -0,0548 -0,0763 -0,1009 -0,1433 -0,2109 -0,3019 -0,4062 -0,5071 -0,5849 -0,6226 -0,6067 -0,5293 -0,3910 -0,2030 0,0182 0,2588 0,5094 0,7574 0,9806 1,1510 1,2452 1,2548 1,1929 1,0937 0,9964 0,9257 0,8827 0,8522 0,8171 0,7724 0,7323 0,7246 0,7716 0,8738 1,0054 1,1260 1,1996 1,2066 1,1434 1,0190 0,8498 0,6542 0,4471 0,2396 0,0368 -0,1626 -0,3623 -0,5595 -0,7374 -0,8688 -0,9285 -0,9044 -0,7965 -0,6148 -0,3791 -0,1153 0,1523 0,4043 0,6239 0,7975 0,9201 0,9956 1,0314 1,0322 1,0027 0,9533 0,8971 0,8384 0,7659 0,6563 0,4856 0,2392 -0,0814 -0,4589 -0,8637 -1,2600 -1,6145 -1,9041 -2,1166 -2,2484 -2,2999 -2,2720 -2,1627 -1,9674 -1,6870 -1,3369 -0,9465 -0,5512 -0,1848 0,1277 0,3735 0,5500 0,6635 0,7288 0,7673 0,8116 0,9101 1,1174 1,4698 1,9671 2,5747 3,2385 3,8971 4,4923 4,9820 5,3464 5,5891 5,7327 5,8131 5,8703 5,9362 6,0239 6,1263 6,2276 6,3181 6,3981 6,4728 6,5466 6,6220 6,6997 6,7736 6,8293 6,8494 6,8197 6,7347 6,5988 6,4220 6,2126 5,9726 5,6994 5,3941 5,0689 4,7427 4,4294 4,1338 3,8594 3,6126 3,3988 3,2176 3,0609 2,9161 2,7686 2,6051 2,4201 2,2213 2,0271 1,8598 1,7400 1,6815 1,6860 1,7418 1,8304 1,9343 2,0428 2,1496 2,2468 2,3193 2,3441 2,2984 2,1696 1,9610 1,6878 1,3700 1,0310 0,6969 0,3918 0,1295 -0,0883 -0,2683 -0,4173 -0,5352 -0,6123 -0,6325 -0,5804 -0,4517 -0,2599 -0,0290 0,2214 0,4817 0,7436 0,9926 1,2098 1,3798 1,5000 1,5852 1,6632 1,7621 1,8964 2,0615 2,2397 2,4110 2,5592 2,6741
F3    -1,5832 -1,6372 -1,7337 -1,8851 -2,0914 -2,3294 -2,5553 -2,7196 -2,7819 -2,7209 -2,5404 -2,2635 -1,9132 -1,5005 -1,0342 -0,5389 -0,0567 0,3711 0,7164 0,9606 1,0907 1,1069 1,0306 0,8933 0,7122 0,4871 0,2202 -0,0712 -0,3611 -0,6188 -0,8052 -0,8781 -0,8093 -0,5940 -0,2458 0,2073 0,7228 1,2490 1,7421 2,1763 2,5351 2,7965 2,9342 2,9293 2,7779 2,4938 2,1134 1,6958 1,3073 0,9985 0,7929 0,6946 0,6994 0,7995 0,9787 1,2019 1,4222 1,6050 1,7367 1,8113 1,8173 1,7400 1,5751 1,3351 1,0413 0,7140 0,3732 0,0424 -0,2562 -0,5073 -0,7012 -0,8294 -0,8828 -0,8544 -0,7498 -0,5973 -0,4418 -0,3235 -0,2641 -0,2641 -0,3095 -0,3834 -0,4799 -0,6081 -0,7840 -1,0100 -1,2566 -1,4685 -1,5987 -1,6322 -1,5842 -1,4879 -1,3801 -1,2803 -1,1778 -1,0447 -0,8561 -0,5990 -0,2687 0,1344 0,5978 1,0803 1,5073 1,7919 1,8663 1,6983 1,2897 0,6737 -0,0827 -0,8885 -1,6538 -2,3171 -2,8571 -3,2834 -3,6172 -3,8805 -4,0931 -4,2682 -4,4006 -4,4600 -4,4037 -4,2006 -3,8477 -3,3667 -2,7906 -2,1512 -1,4741 -0,7787 -0,0826 0,5966 1,2443 1,8545 2,4291 2,9705 3,4747 3,9261 4,3014 4,5878 4,8000 4,9799 5,1767 5,4234 5,7252 6,0652 6,4159 6,7516 7,0531 7,3088 7,5111 7,6537 7,7299 7,7300 7,6415 7,4561 7,1811 6,8460 6,4964 6,1745 5,9040 5,6917 5,5344 5,4224 5,3434 5,2890 5,2573 5,2497 5,2673 5,3093 5,3770 5,4772 5,6191 5,8054 6,0193 6,2239 6,3793 6,4652 6,4847 6,4487 6,3605 6,2134 6,0024 5,7395 5,4582 5,1989 4,9891 4,8364 4,7327 4,6614 4,6009 4,5276 4,4224 4,2794 4,1135 3,9575 3,8431 3,7740 3,7110 3,5868 3,3466 2,9835 2,5440 2,1001 1,7161 1,4341 1,2726 1,2259 1,2610 1,3262 1,3726 1,3778 1,3499 1,3136 1,2872 1,2661 1,2276 1,1539 1,0507 0,9453 0,8708 0,8477 0,8698 0,9047 0,9120 0,8635 0,7486 0,5705 0,3443 0,0979 -0,1298 -0,3011 -0,3954 -0,4116 -0,3581 -0,2408 -0,0599 0,1810 0,4674 0,7759 1,0821 1,3644 1,6071 1,8031 1,9544 2,0669 2,1447 2,1878 2,1936 2,1611 2,0894 1,9713 1,7970 1,5701 1,3183 1,0878 0,9231 0,8424 0,8241 0,8209 0,7939 0,7413 0,6994 0,7193 0,8381 1,0601 1,3545 1,6674 1,9400 2,1226 2,1854 2,1299 1,9891 1,8134 1,6478 1,5162 1,4158 1,3252 1,2190 1,0770 0,8858 0,6450 0,3744 0,1165 -0,0724 -0,1372 -0,0414 0,2168 0,6017 1,0554 1,5180 1,9371 2,2673 2,4733 2,5420 2,4888 2,3496 2,1632 1,9573 1,7444 1,5291 1,3179 1,1188 0,9373 0,7805 0,6627 0,6012 0,6026 0,6584 0,7467 0,8366 0,8976 0,9135 0,8872 0,8330 0,7666 0,7025 0,6603 0,6668 0,7497 0,9320 1,2278 1,6297 2,0947 2,5517 2,9288 3,1769 3,2773 3,2383 3,0895 2,8707 2,6177 2,3530 2,0874 1,8242 1,5650 1,3126 1,0706 0,8433 0,6390 0,4714 0,3544 0,2916 0,2662 0,2434 0,1867 0,0779 -0,0722 -0,2292 -0,3572 -0,4419 -0,4987 -0,5625 -0,6658 -0,8181 -0,9962 -1,1499 -1,2209 -1,1638 -0,9651 -0,6541 -0,2931 0,0530 0,3462 0,5778 0,7485 0,8481 0,8594 0,7745 0,5991 0,3434 0,0195 -0,3504 -0,7255 -1,0452 -1,2454 -1,2842 -1,1550 -0,8800 -0,4992 -0,0621 0,3845 0,8108 1,2062 1,5712 1,9109 2,2351 2,5585 2,8895 3,2158 3,5078 3,7343 3,8743 3,9190 3,8686 3,7225 3,4701 3,0955 2,5913 1,9754 1,3020 0,6540 0,1177 -0,2454 -0,4165 -0,4175 -0,2934 -0,0926 0,1424 0,3721 0,5547 0,6526 0,6483 0,5577 0,4305 0,3326 0,3144 0,3849 0,5127 0,6490 0,7536 0,8059 0,8055 0,7723 0,7424 0,7555 0,8388 0,9983 1,2139 1,4414 1,6292 1,7442 1,7863 1,7773 1,7393 1,6839 1,6192 1,5590 1,5227 1,5253 1,5687 1,6394 1,7115 1,7502 1,7221 1,6110 1,4275 1,2070 0,9953 0,8275 0,7160 0,6502 0,6019 0,5323 0,4000 0,1785 -0,1199 -0,4362 -0,6840 -0,7835 -0,6928 -0,4197 -0,0159 0,4405 0,8675 1,2014 1,4092 1,4871 1,4541 1,3442 1,1978 1,0488 0,9127 0,7941 0,7065 0,6715 0,6849 0,6984 0,6464 0,4898 0,2357 -0,0737 -0,3888 -0,6787 -0,9453 -1,2123 -1,4977 -1,7913 -2,0561 -2,2445 -2,3150 -2,2417 -2,0142 -1,6337 -1,1167 -0,5016 0,1529 0,7804 1,3228 1,7401 2,0126 2,1406 2,1409 2,0471 1,9160 1,8309 1,8851 2,1433 2,6101 3,2309 3,9192 4,5887 5,1736 5,6365 5,9727 6,2103 6,3980 6,5826 6,7911 7,0246 7,2615 7,4674 7,6105 7,6767 7,6761 7,6385 7,6014 7,5957 7,6333 7,7015 7,7641 7,7720 7,6804 7,4646 7,1275 6,6970 6,2194 5,7492 5,3354 5,0127 4,8004 4,6999 4,6892 4,7300 4,7847 4,8280 4,8440 4,8172 4,7218 4,5249 4,2104 3,8023 3,3599 2,9474 2,6047 2,3440 2,1679 2,0802 2,0778 2,1470 2,2700 2,4304 2,6109 2,7942 2,9618 3,0878 3,1408 3,0978 2,9593 2,7488 2,5007 2,2431 1,9837 1,7088 1,4036 1,0729 0,7425 0,4486 0,2279 0,1080 0,1005 0,1975 0,3734 0,5907 0,8098 0,9991 1,1491 1,2779 1,4174 1,5897 1,7928 2,0060 2,2054 2,3768 2,5201 2,6415 2,7399 2,8034 2,8181 2,7782 2,6908 2,5756
F7    -2,1409 -1,9249 -1,6944 -1,4748 -1,2939 -1,1671 -1,0846 -1,0189 -0,9475 -0,8627 -0,7630 -0,6420 -0,4898 -0,3130 -0,1526 -0,0714 -0,1149 -0,2779 -0,5044 -0,7144 -0,8334 -0,8124 -0,6406 -0,3483 0,0010 0,3325 0,5849 0,7269 0,7584 0,7052 0,6120 0,5308 0,5016 0,5331 0,5963 0,6428 0,6374 0,5801 0,5042 0,4587 0,4842 0,5928 0,7699 0,9881 1,2154 1,4154 1,5517 1,5972 1,5461 1,4212 1,2676 1,1319 1,0440 1,0068 0,9958 0,9730 0,9092 0,7955 0,6461 0,4949 0,3799 0,3185 0,2961 0,2838 0,2648 0,2413 0,2230 0,2119 0,1979 0,1675 0,1165 0,0501 -0,0320 -0,1421 -0,2888 -0,4546 -0,5973 -0,6765 -0,6813 -0,6313 -0,5542 -0,4655 -0,3690 -0,2703 -0,1871 -0,1414 -0,1430 -0,1806 -0,2316 -0,2772 -0,3078 -0,3166 -0,2910 -0,2121 -0,0697 0,1174 0,3006 0,4258 0,4615 0,4114 0,3034 0,1677 0,0227 -0,1216 -0,2570 -0,3799 -0,4967 -0,6285 -0,8061 -1,0521 -1,3698 -1,7509 -2,1808 -2,6391 -3,1028 -3,5433 -3,9205 -4,1921 -4,3365 -4,3530 -4,2366 -3,9669 -3,5260 -2,9230 -2,2013 -1,4267 -0,6663 0,0340 0,6628 1,2380 1,7915 2,3564 2,9554 3,5863 4,2160 4,7933 5,2740 5,6388 5,8986 6,0874 6,2401 6,3700 6,4675 6,5215 6,5395 6,5448 6,5627 6,6146 6,7132 6,8548 7,0178 7,1689 7,2715 7,2970 7,2296 7,0609 6,7841 6,4030 5,9476 5,4750 5,0502 4,7161 4,4775 4,3137 4,2030 4,1339 4,1061 4,1258 4,1993 4,3246 4,4853 4,6530 4,7989 4,9024 4,9538 4,9539 4,9088 4,8206 4,6859 4,5031 4,2818 4,0424 3,8073 3,5951 3,4153 3,2618 3,1098 2,9256 2,6850 2,3879 2,0573 1,7250 1,4176 1,1562 0,9586 0,8378 0,7978 0,8298 0,9134 1,0195 1,1153 1,1712 1,1690 1,1063 0,9914 0,8368 0,6547 0,4537 0,2411 0,0299 -0,1586 -0,3065 -0,4157 -0,5081 -0,6032 -0,6955 -0,7547 -0,7482 -0,6570 -0,4803 -0,2381 0,0288 0,2707 0,4370 0,4843 0,3898 0,1644 -0,1457 -0,4734 -0,7510 -0,9281 -0,9846 -0,9372 -0,8253 -0,6839 -0,5298 -0,3682 -0,1999 -0,0236 0,1589 0,3361 0,4907 0,6104 0,6936 0,7438 0,7585 0,7301 0,6554 0,5422 0,4075 0,2740 0,1724 0,1410 0,2193 0,4335 0,7817 1,2227 1,6831 2,0811 2,3537 2,4707 2,4320 2,2603 1,9958 1,6890 1,3897 1,1369 0,9546 0,8549 0,8450 0,9248 1,0796 1,2849 1,5220 1,7879 2,0886 2,4180 2,7454 3,0265 3,2267 3,3350 3,3569 3,3003 3,1735 2,9927 2,7829 2,5702 2,3728 2,1986 2,0509 1,9336 1,8498 1,8023 1,7928 1,8132 1,8432 1,8582 1,8372 1,7684 1,6531 1,5027 1,3338 1,1689 1,0375 0,9712 0,9947 1,1133 1,3060 1,5337 1,7590 1,9555 2,1035 2,1913 2,2220 2,2158 2,2000 2,1944 2,2002 2,2050 2,2006 2,1941 2,2045 2,2560 2,3684 2,5460 2,7672 2,9888 3,1622 3,2503 3,2397 3,1447 2,9932 2,8053 2,5809 2,3047 1,9627 1,5630 1,1486 0,7824 0,5131 0,3593 0,3189 0,3827 0,5389 0,7663 1,0275 1,2698 1,4394 1,5055 1,4731 1,3685 1,2124 1,0127 0,7764 0,5178 0,2561 0,0103 -0,2018 -0,3622 -0,4510 -0,4496 -0,3574 -0,2061 -0,0481 0,0725 0,1415 0,1702 0,1799 0,1885 0,2091 0,2510 0,3175 0,4024 0,4913 0,5690 0,6274 0,6675 0,6945 0,7124 0,7183 0,7011 0,6476 0,5541 0,4374 0,3409 0,3268 0,4493 0,7184 1,0870 1,4732 1,7967 2,0069 2,0947 2,0880 2,0326 1,9697 1,9210 1,8850 1,8442 1,7753 1,6603 1,4959 1,2948 1,0833 0,8940 0,7552 0,6786 0,6596 0,6892 0,7618 0,8744 1,0192 1,1730 1,2929 1,3296 1,2508 1,0603 0,7985 0,5243 0,2896 0,1198 0,0153 -0,0336 -0,0339 0,0136 0,1152 0,2849 0,5406 0,8916 1,3274 1,8169 2,3101 2,7396 3,0318 3,1327 3,0316 2,7644 2,4000 2,0222 1,7069 1,4993 1,4013 1,3752 1,3677 1,3411 1,2913 1,2461 1,2441 1,3032 1,4036 1,5042 1,5657 1,5590 1,4697 1,3029 1,0800 0,8295 0,5826 0,3736 0,2357 0,1905 0,2378 0,3584 0,5277 0,7265 0,9453 1,1797 1,4217 1,6543 1,8516 1,9821 2,0173 1,9421 1,7604 1,4905 1,1522 0,7578 0,3092 -0,1901 -0,7195 -1,2402 -1,7063 -2,0754 -2,3119 -2,3895 -2,2971 -2,0461 -1,6734 -1,2331 -0,7806 -0,3618 -0,0124 0,2441 0,4034 0,4865 0,5374 0,6127 0,7669 1,0379 1,4438 1,9852 2,6440 3,3849 4,1644 4,9412 5,6795 6,3495 6,9263 7,3914 7,7297 7,9234 7,9558 7,8266 7,5590 7,1947 6,7883 6,4034 6,1038 5,9393 5,9319 6,0723 6,3263 6,6451 6,9798 7,2938 7,5667 7,7861 7,9373 8,0010 7,9628 7,8310 7,6408 7,4353 7,2398 7,0529 6,8534 6,6111 6,3030 5,9287 5,5153 5,1034 4,7301 4,4185 4,1711 3,9666 3,7676 3,5413 3,2830 3,0219 2,8030 2,6639 2,6203 2,6632 2,7643 2,8857 2,9846 3,0190 2,9632 2,8183 2,6123 2,3927 2,2124 2,1071 2,0788 2,0995 2,1320 2,1501 2,1420 2,0966 1,9986 1,8433 1,6504 1,4580 1,3043 1,2122 1,1827 1,1981 1,2347 1,2797 1,3389 1,4263 1,5465 1,6899 1,8385 1,9750 2,0902 2,1873 2,2813 2,3885 2,5170 2,6685 2,8416 3,0355 3,2537 3,5041 3,7904 4,1068 4,4405 4,7697 5,0562
