Fp1   -1,7414 -1,4213 -1,1619 -0,9677 -0,8671 -0,9137 -1,1381 -1,4905 -1,8526 -2,1268 -2,2851 -2,3106 -2,1517 -1,7747 -1,2291 -0,6388 -0,1456 0,1457 0,2086 0,1182 0,0265 0,0857 0,3729 0,8669 1,4669 2,0395 2,4938 2,8430 3,1837 3,5986 4,0706 4,4635 4,5787 4,2769 3,5834 2,6755 1,7664 0,9978 0,4020 -0,0750 -0,5059 -0,9116 -1,2669 -1,5709 -1,8759 -2,2203 -2,5639 -2,8359 -3,0279 -3,1939 -3,3711 -3,5378 -3,6379 -3,6151 -3,4320 -3,0808 -2,6026 -2,0973 -1,6781 -1,4046 -1,2778 -1,2877 -1,4397 -1,7301 -2,1199 -2,5551 -2,9912 -3,3654 -3,5627 -3,4563 -3,0055 -2,2895 -1,4254 -0,4884 0,4726 1,3955 2,2135 2,8762 3,3435 3,5714 3,4997 3,0603 2,2353 1,1201 -0,0964 -1,2145 -2,0949 -2,6809 -2,9887 -3,1034 -3,1667 -3,3200 -3,6472 -4,1663 -4,8434 -5,5866 -6,2481 -6,6888 -6,8607 -6,8037 -6,5755 -6,2130 -5,7551 -5,2637 -4,7980 -4,3850 -4,0340 -3,7745 -3,6652 -3,7637 -4,0853 -4,5973 -5,2390 -5,9200 -6,5285 -6,9914 -7,3225 -7,5930 -7,8578 -8,1088 -8,2804 -8,2724 -7,9635 -7,2428 -6,0754 -4,5625 -2,9393 -1,4954 -0,4557 0,1196 0,3399 0,3855 0,4013 0,4530 0,5372 0,6050 0,5750 0,3639 -0,0694 -0,7181 -1,5504 -2,4995 -3,4400 -4,2209 -4,7377 -4,9618 -4,9190 -4,6663 -4,2996 -3,9582 -3,7735 -3,7970 -3,9889 -4,2668 -4,5530 -4,7978 -4,9949 -5,1774 -5,3875 -5,6481 -5,9594 -6,3091 -6,6658 -6,9662 -7,1443 -7,1779 -7,0927 -6,9364 -6,7623 -6,6271 -6,5952 -6,7209 -7,0030 -7,3611 -7,6762 -7,8613 -7,8957 -7,7909 -7,5495 -7,1845 -6,7529 -6,3344 -5,9605 -5,5724 -5,0821 -4,4901 -3,9160 -3,5118 -3,3580 -3,4535 -3,7773 -4,3134 -5,0261 -5,8620 -6,7775 -7,7592 -8,8108 -9,8977 -10,8991 -11,6342 -11,9500 -11,8128 -11,3144 -10,5766 -9,6810 -8,7105 -7,8010 -7,0931 -6,6371 -6,3761 -6,2315 -6,2006 -6,3428 -6,6480 -6,9593 -7,0753 -6,9144 -6,5647 -6,2094 -6,0043 -5,9838 -6,0454 -6,0101 -5,7258 -5,1619 -4,4214 -3,6597 -2,9893 -2,4473 -2,0308 -1,7389 -1,5850 -1,5942 -1,8057 -2,2616 -2,9518 -3,7491 -4,4255 -4,7931 -4,8516 -4,7699 -4,7129 -4,7076 -4,6628 -4,4829 -4,1619 -3,7889 -3,4772 -3,2897 -3,2186 -3,2123 -3,2105 -3,1791 -3,1326 -3,1198 -3,1844 -3,3382 -3,5650 -3,8445 -4,1647 -4,4972 -4,7841 -4,9707 -5,0547 -5,1149 -5,2762 -5,6133 -6,0796 -6,5393 -6,8602 -6,9836 -6,9277 -6,7275 -6,3785 -5,8590 -5,1912 -4,4478 -3,7231 -3,1124 -2,6860 -2,4564 -2,3752 -2,3688 -2,3854 -2,4241 -2,5287 -2,7324 -2,9956 -3,2152 -3,2933 -3,1853 -2,9053 -2,5200 -2,1360 -1,8730 -1,8180 -1,9751 -2,2550 -2,5256 -2,6876 -2,7432 -2,7990 -2,9659 -3,2605 -3,6042 -3,8741 -3,9517 -3,7786 -3,3895 -2,8707 -2,2912 -1,7042 -1,1949 -0,8727 -0,7958 -0,9107 -1,0872 -1,2212 -1,2939 -1,3452 -1,4281 -1,5662 -1,7171 -1,7962 -1,7602 -1,6339 -1,4468 -1,2086 -0,9652 -0,8238 -0,8850 -1,1466 -1,4713 -1,6607 -1,5866 -1,2832 -0,9255 -0,6872 -0,5906 -0,5193 -0,3830 -0,2179 -0,1238 -0,1704 -0,3694 -0,6818 -1,0271 -1,3044 -1,4267 -1,3612 -1,1351 -0,7798 -0,2948 0,3159 0,9940 1,6169 2,0324 2,1352 1,9454 1,6203 1,3584 1,2563 1,2627 1,2727 1,2376 1,1964 1,2457 1,4722 1,8818 2,3854 2,8492 3,1433 3,1695 2,9048 2,4320 1,8883 1,3807 0,9811 0,7659 0,8027 1,0978 1,5741 2,1019 2,5461 2,7998 2,8273 2,7049 2,5860 2,6097 2,8350 3,2165 3,6189 3,8803 3,8995 3,6963 3,4069 3,2072 3,2104 3,4160 3,7377 4,0733 4,3618 4,5890 4,7270 4,6640 4,2547 3,4811 2,5177 1,6297 1,0455 0,8925 1,1665 1,7429 2,4500 3,1376 3,6911 4,0362 4,1693 4,1590 4,0937 4,0377 4,0422 4,1491 4,3539 4,6010 4,8259 4,9728 4,9843 4,8192 4,5039 4,1599 3,9577 4,0097 4,2985 4,7135 5,1382 5,4917 5,7112 5,7208 5,4581 4,9508 4,3311 3,7526 3,3159 3,0610 2,9731 3,0014 3,1227 3,3796 3,8134 4,3875 4,9936 5,4885 5,7292 5,6292 5,1740 4,3832 3,3109 2,0774 0,8567 -0,1675 -0,8324 -1,0412 -0,8185 -0,3119 0,2374 0,5465 0,4343 -0,0340 -0,5969 -0,9900 -1,0872 -0,9300 -0,6725 -0,4670 -0,3460 -0,1895 0,1667 0,7660 1,4736 2,0546 2,3000 2,1224 1,5715 0,7748 -0,1431 -1,1217 -2,1466 -3,1601 -4,0136 -4,5188 -4,5553 -4,1483 -3,4318 -2,5429 -1,5702 -0,5770 0,3622 1,1563 1,7200 1,9933 1,9604 1,6751 1,2510 0,8109 0,4419 0,1728 -0,0314 -0,2483 -0,5429 -0,9148 -1,3181 -1,7225 -2,1158 -2,4455 -2,5961 -2,4417 -1,9180 -1,0570 0,0103 1,0730 1,9076 2,3600 2,3688 1,9551 1,2207 0,3020 -0,7163 -1,8137 -2,9630 -4,0664 -4,9523 -5,4291 -5,3709 -4,7849 -3,8312 -2,7997 -2,0443 -1,8693 -2,4190 -3,6355 -5,2946 -7,0958 -8,7572 -10,0610 -10,8581 -11,0954 -10,8668 -10,4069 -9,9790 -9,7445 -9,7364 -9,9122 -10,1965 -10,5138 -10,8323 -11,1826 -11,6044 -12,0573 -12,3916 -12,4176 -12,0208 -11,2304 -10,1811 -9,0184 -7,8568 -6,7951 -5,9219 -5,2918 -4,9033 -4,7259 -4,7511 -4,9814 -5,3934 -5,9565 -6,6487 -7,4340 -8,2555 -9,0406 -9,6896 -10,0864 -10,1546 -9,8973 -9,3803 -8,7101 -8,0176 -7,4156 -6,9827 -6,7834 -6,8436 -7,1009 -7,4179 -7,6429 -7,6613 -7,4419 -7,0686 -6,6989 -6,4618 -6,3944 -6,4613
Fz    -1,3152 -1,5062 -1,5861 -1,5360 -1,3707 -1,1239 -0,8249 -0,4940 -0,1641 0,1028 0,2429 0,2367 0,1150 -0,0778 -0,3046 -0,5236 -0,6712 -0,6734 -0,4763 -0,0623 0,5456 1,2795 2,0411 2,7416 3,3308 3,7946 4,1322 4,3353 4,3849 4,2647 3,9793 3,5592 3,0395 2,4442 1,7943 1,1114 0,4060 -0,3140 -1,0244 -1,6872 -2,2681 -2,7440 -3,1049 -3,3605 -3,5331 -3,6289 -3,6248 -3,5064 -3,3040 -3,0707 -2,8388 -2,6153 -2,4079 -2,2353 -2,1163 -2,0573 -2,0554 -2,1064 -2,1995 -2,3078 -2,3936 -2,4287 -2,4132 -2,3705 -2,3221 -2,2744 -2,2227 -2,1472 -2,0038 -1,7373 -1,3147 -0,7416 -0,0563 0,6784 1,3886 2,0174 2,5473 2,9845 3,3187 3,4996 3,4523 3,1126 2,4602 1,5361 0,4370 -0,7156 -1,8132 -2,7866 -3,6116 -4,3012 -4,8823 -5,3673 -5,7525 -6,0397 -6,2498 -6,4174 -6,5770 -6,7467 -6,9125 -7,0298 -7,0534 -6,9742 -6,8283 -6,6711 -6,5357 -6,4125 -6,2603 -6,0345 -5,7191 -5,3528 -5,0232 -4,8292 -4,8375 -5,0581 -5,4493 -5,9423 -6,4591 -6,9175 -7,2432 -7,3939 -7,3615 -7,1419 -6,7178 -6,0817 -5,2655 -4,3422 -3,4038 -2,5265 -1,7437 -1,0511 -0,4439 0,0526 0,3901 0,5320 0,4797 0,2710 -0,0369 -0,3779 -0,6867 -0,9199 -1,0679 -1,1425 -1,1617 -1,1510 -1,1388 -1,1400 -1,1499 -1,1540 -1,1484 -1,1513 -1,1846 -1,2506 -1,3376 -1,4392 -1,5544 -1,6781 -1,8003 -1,9094 -1,9977 -2,0737 -2,1628 -2,2866 -2,4418 -2,6019 -2,7370 -2,8330 -2,8964 -2,9427 -2,9817 -3,0137 -3,0313 -3,0160 -2,9365 -2,7598 -2,4697 -2,0780 -1,6217 -1,1519 -0,7274 -0,4059 -0,2267 -0,1997 -0,3041 -0,4824 -0,6533 -0,7573 -0,7972 -0,8365 -0,9688 -1,2786 -1,8021 -2,5026 -3,2827 -4,0278 -4,6497 -5,1126 -5,4327 -5,6524 -5,8056 -5,8991 -5,9214 -5,8715 -5,7726 -5,6620 -5,5746 -5,5386 -5,5767 -5,6906 -5,8473 -5,9910 -6,0714 -6,0618 -5,9582 -5,7701 -5,5228 -5,2630 -5,0405 -4,8826 -4,7940 -4,7673 -4,7863 -4,8283 -4,8642 -4,8650 -4,8188 -4,7341 -4,6210 -4,4747 -4,2830 -4,0505 -3,8146 -3,6269 -3,5118 -3,4535 -3,4256 -3,4114 -3,3922 -3,3426 -3,2457 -3,1062 -2,9451 -2,7868 -2,6458 -2,5155 -2,3775 -2,2283 -2,0868 -1,9702 -1,8799 -1,8099 -1,7496 -1,6789 -1,5836 -1,4814 -1,4223 -1,4675 -1,6604 -1,9953 -2,4110 -2,8242 -3,1723 -3,4317 -3,6079 -3,7125 -3,7589 -3,7720 -3,7870 -3,8310 -3,9048 -3,9752 -3,9869 -3,8934 -3,6818 -3,3660 -2,9664 -2,5049 -2,0093 -1,5165 -1,0743 -0,7352 -0,5375 -0,4901 -0,5712 -0,7416 -0,9705 -1,2532 -1,5919 -1,9593 -2,2948 -2,5363 -2,6459 -2,6156 -2,4701 -2,2677 -2,0805 -1,9615 -1,9213 -1,9308 -1,9456 -1,9402 -1,9317 -1,9689 -2,0892 -2,2949 -2,5726 -2,9039 -3,2481 -3,5402 -3,7131 -3,7107 -3,4943 -3,0759 -2,5455 -2,0425 -1,6853 -1,5141 -1,4881 -1,5363 -1,6086 -1,6867 -1,7649 -1,8319 -1,8636 -1,8261 -1,6954 -1,4759 -1,1945 -0,8851 -0,5977 -0,4086 -0,3907 -0,5692 -0,9045 -1,3120 -1,7036 -2,0239 -2,2554 -2,3884 -2,3922 -2,2319 -1,9126 -1,4938 -1,0612 -0,6917 -0,4333 -0,2965 -0,2579 -0,2687 -0,2656 -0,1932 -0,0282 0,2267 0,5617 0,9598 1,3922 1,8170 2,1721 2,3812 2,3935 2,2233 1,9343 1,5793 1,1762 0,7429 0,3318 0,0207 -0,1144 -0,0228 0,2937 0,7638 1,2655 1,6606 1,8327 1,7344 1,4203 1,0199 0,6691 0,4643 0,4581 0,6644 1,0480 1,5174 1,9529 2,2675 2,4469 2,5412 2,6255 2,7597 2,9630 3,2082 3,4321 3,5676 3,5809 3,4828 3,3130 3,1274 2,9820 2,9090 2,9022 2,9309 2,9729 3,0310 3,1150 3,2159 3,2858 3,2460 3,0475 2,7356 2,4426 2,3139 2,4347 2,7954 3,2976 3,8038 4,2046 4,4539 4,5524 4,5156 4,3565 4,0862 3,7265 3,3192 2,9245 2,6046 2,4122 2,3940 2,5846 2,9646 3,4275 3,8175 4,0250 4,0488 3,9697 3,8775 3,8216 3,8036 3,7927 3,7483 3,6439 3,4823 3,2959 3,1381 3,0702 3,1411 3,3613 3,6886 4,0478 4,3808 4,6766 4,9469 5,1808 5,3375 5,3705 5,2539 4,9938 4,6147 4,1362 3,5793 2,9890 2,4321 1,9689 1,6325 1,4334 1,3732 1,4443 1,6073 1,7795 1,8704 1,8334 1,6798 1,4560 1,2108 0,9641 0,7074 0,4445 0,2168 0,0820 0,0669 0,1331 0,1947 0,1726 0,0309 -0,2252 -0,5712 -0,9799 -1,4275 -1,8952 -2,3568 -2,7607 -3,0374 -3,1293 -3,0232 -2,7613 -2,4126 -2,0303 -1,6473 -1,3028 -1,0549 -0,9518 -0,9836 -1,0654 -1,0770 -0,9363 -0,6521 -0,3056 0,0111 0,2310 0,3125 0,2355 0,0049 -0,3424 -0,7374 -1,0973 -1,3579 -1,4967 -1,5283 -1,4875 -1,4171 -1,3544 -1,3173 -1,3068 -1,3127 -1,3162 -1,3088 -1,3096 -1,3528 -1,4663 -1,6636 -1,9352 -2,2475 -2,5577 -2,8333 -3,0547 -3,2153 -3,3222 -3,3918 -3,4456 -3,5144 -3,6417 -3,8789 -4,2712 -4,8319 -5,5172 -6,2259 -6,8264 -7,2016 -7,2965 -7,1475 -6,8668 -6,5860 -6,4022 -6,3630 -6,4757 -6,7137 -7,0315 -7,3869 -7,7508 -8,0989 -8,3991 -8,6125 -8,7002 -8,6281 -8,3783 -7,9655 -7,4325 -6,8270 -6,1867 -5,5508 -4,9755 -4,5183 -4,2092 -4,0373 -3,9585 -3,9404 -4,0078 -4,2173 -4,5862 -5,0603 -5,5351 -5,8971 -6,0657 -6,0288 -5,8477 -5,6294 -5,4828 -5,4825 -5,6545 -5,9842 -6,4276 -6,9132 -7,3456 -7,6321 -7,7202 -7,6162 -7,3671 -7,0241 -6,6260 -6,2026 -5,7809 -5,3828
F3    -1,2940 -1,4603 -1,5565 -1,5541 -1,4584 -1,2973 -1,1001 -0,8842 -0,6612 -0,4541 -0,2923 -0,1825 -0,1012 -0,0253 0,0438 0,0913 0,1172 0,1427 0,1986 0,3225 0,5586 0,9342 1,4319 1,9922 2,5398 3,0062 3,3438 3,5340 3,5861 3,5240 3,3706 3,1324 2,7943 2,3408 1,7903 1,1924 0,5886 -0,0050 -0,5825 -1,1319 -1,6316 -2,0549 -2,3857 -2,6347 -2,8310 -2,9857 -3,0756 -3,0754 -2,9950 -2,8656 -2,7030 -2,5053 -2,2811 -2,0596 -1,8712 -1,7306 -1,6465 -1,6347 -1,7050 -1,8379 -1,9913 -2,1293 -2,2389 -2,3199 -2,3676 -2,3775 -2,3571 -2,3089 -2,2038 -1,9905 -1,6341 -1,1357 -0,5246 0,1494 0,8250 1,4495 1,9938 2,4438 2,7756 2,9448 2,8959 2,5843 2,0028 1,2023 0,2801 -0,6588 -1,5344 -2,2980 -2,9287 -3,4366 -3,8583 -4,2339 -4,5913 -4,9468 -5,3056 -5,6570 -5,9721 -6,2148 -6,3590 -6,3951 -6,3304 -6,1908 -6,0176 -5,8534 -5,7219 -5,6195 -5,5265 -5,4241 -5,3103 -5,2082 -5,1588 -5,2020 -5,3611 -5,6303 -5,9758 -6,3560 -6,7364 -7,0809 -7,3388 -7,4541 -7,3853 -7,1079 -6,6043 -5,8689 -4,9281 -3,8570 -2,7714 -1,7905 -0,9917 -0,3924 0,0300 0,3009 0,4318 0,4314 0,3202 0,1305 -0,1036 -0,3501 -0,5781 -0,7652 -0,9007 -0,9785 -0,9961 -0,9657 -0,9099 -0,8399 -0,7465 -0,6172 -0,4671 -0,3485 -0,3177 -0,3934 -0,5553 -0,7747 -1,0307 -1,3080 -1,5919 -1,8633 -2,0966 -2,2726 -2,3932 -2,4763 -2,5401 -2,5907 -2,6240 -2,6379 -2,6407 -2,6453 -2,6575 -2,6768 -2,7030 -2,7311 -2,7397 -2,6938 -2,5602 -2,3248 -1,9964 -1,5976 -1,1626 -0,7380 -0,3727 -0,1009 0,0718 0,1759 0,2551 0,3189 0,3253 0,2154 -0,0436 -0,4501 -0,9855 -1,6194 -2,3047 -2,9873 -3,6261 -4,2077 -4,7386 -5,2176 -5,6192 -5,9079 -6,0648 -6,1022 -6,0527 -5,9491 -5,8182 -5,6963 -5,6302 -5,6480 -5,7314 -5,8274 -5,8886 -5,9045 -5,8915 -5,8550 -5,7831 -5,6751 -5,5543 -5,4539 -5,4019 -5,4058 -5,4431 -5,4691 -5,4356 -5,3109 -5,0986 -4,8358 -4,5650 -4,3097 -4,0720 -3,8482 -3,6473 -3,4912 -3,4011 -3,3923 -3,4782 -3,6550 -3,8742 -4,0480 -4,1018 -4,0224 -3,8567 -3,6683 -3,4937 -3,3255 -3,1367 -2,9245 -2,7190 -2,5514 -2,4308 -2,3503 -2,2957 -2,2456 -2,1831 -2,1201 -2,1055 -2,2080 -2,4774 -2,9022 -3,4016 -3,8641 -4,2036 -4,3896 -4,4388 -4,3898 -4,2935 -4,2099 -4,1880 -4,2399 -4,3347 -4,4134 -4,4185 -4,3240 -4,1387 -3,8786 -3,5492 -3,1544 -2,7136 -2,2693 -1,8827 -1,6102 -1,4779 -1,4754 -1,5678 -1,7118 -1,8759 -2,0529 -2,2450 -2,4325 -2,5709 -2,6160 -2,5450 -2,3644 -2,1165 -1,8710 -1,6943 -1,6192 -1,6341 -1,6964 -1,7616 -1,8122 -1,8698 -1,9782 -2,1625 -2,4139 -2,7118 -3,0302 -3,3254 -3,5463 -3,6612 -3,6562 -3,5165 -3,2427 -2,8828 -2,5252 -2,2506 -2,0856 -2,0018 -1,9586 -1,9419 -1,9627 -2,0321 -2,1374 -2,2321 -2,2513 -2,1539 -1,9502 -1,6828 -1,3959 -1,1424 -0,9938 -1,0044 -1,1697 -1,4266 -1,6884 -1,8839 -1,9877 -2,0169 -1,9934 -1,9061 -1,7248 -1,4501 -1,1313 -0,8377 -0,6243 -0,5174 -0,5113 -0,5712 -0,6437 -0,6724 -0,6205 -0,4861 -0,2859 -0,0323 0,2662 0,5972 0,9348 1,2290 1,4176 1,4643 1,3885 1,2436 1,0618 0,8381 0,5718 0,3040 0,1070 0,0502 0,1768 0,4837 0,9112 1,3568 1,7013 1,8457 1,7591 1,5012 1,1793 0,8865 0,6830 0,6152 0,7203 1,0032 1,4125 1,8543 2,2423 2,5346 2,7379 2,8938 3,0527 3,2419 3,4464 3,6105 3,6685 3,5923 3,4097 3,1855 2,9971 2,9112 2,9534 3,0936 3,2703 3,4362 3,5830 3,7238 3,8527 3,9121 3,8134 3,5170 3,0899 2,6758 2,4173 2,3993 2,6262 3,0266 3,4865 3,8985 4,1914 4,3377 4,3514 4,2705 4,1284 3,9446 3,7416 3,5537 3,4118 3,3344 3,3406 3,4459 3,6307 3,8254 3,9474 3,9679 3,9359 3,9291 3,9889 4,1058 4,2428 4,3568 4,4102 4,3790 4,2607 4,0793 3,8798 3,7126 3,6191 3,6181 3,6940 3,8097 3,9498 4,1398 4,4043 4,7162 5,0024 5,1826 5,2058 5,0655 4,7769 4,3436 3,7725 3,1140 2,4630 1,9192 1,5561 1,4075 1,4611 1,6581 1,9001 2,0676 2,0735 1,9171 1,6729 1,4297 1,2424 1,1125 0,9995 0,8635 0,7089 0,5892 0,5597 0,6140 0,6776 0,6628 0,5238 0,2685 -0,0657 -0,4423 -0,8404 -1,2584 -1,6971 -2,1265 -2,4755 -2,6568 -2,6154 -2,3692 -1,9920 -1,5585 -1,1182 -0,7093 -0,3728 -0,1424 -0,0198 0,0379 0,0998 0,2185 0,3976 0,6019 0,7893 0,9226 0,9680 0,9006 0,7173 0,4493 0,1565 -0,0994 -0,2799 -0,3742 -0,3819 -0,2971 -0,1179 0,1359 0,4179 0,6638 0,8166 0,8523 0,7767 0,6050 0,3555 0,0445 -0,3237 -0,7496 -1,2180 -1,6913 -2,1184 -2,4469 -2,6377 -2,6838 -2,6206 -2,5218 -2,4803 -2,5780 -2,8619 -3,3390 -3,9811 -4,7280 -5,4898 -6,1519 -6,5998 -6,7699 -6,6887 -6,4609 -6,2114 -6,0287 -5,9492 -5,9722 -6,0749 -6,2257 -6,3992 -6,5889 -6,7995 -7,0191 -7,2032 -7,2864 -7,2119 -6,9649 -6,5775 -6,1025 -5,5906 -5,0941 -4,6695 -4,3564 -4,1544 -4,0375 -3,9846 -3,9815 -4,0194 -4,1121 -4,2880 -4,5543 -4,8824 -5,2175 -5,4919 -5,6455 -5,6548 -5,5453 -5,3736 -5,2045 -5,0964 -5,0869 -5,1915 -5,4094 -5,7144 -6,0470 -6,3312 -6,5034 -6,5305 -6,4141 -6,1867 -5,9014 -5,6086 -5,3364 -5,0885
F7    -0,6110 -0,7651 -0,8877 -0,9496 -0,9512 -0,9089 -0,8382 -0,7498 -0,6543 -0,5651 -0,4948 -0,4452 -0,4073 -0,3719 -0,3372 -0,3080 -0,2858 -0,2552 -0,1770 0,0043 0,3309 0,7951 1,3384 1,8879 2,3855 2,7910 3,0773 3,2283 3,2339 3,0873 2,7953 2,3872 1,9038 1,3845 0,8676 0,3830 -0,0616 -0,4738 -0,8506 -1,1749 -1,4368 -1,6429 -1,8043 -1,9300 -2,0261 -2,0810 -2,0634 -1,9574 -1,7911 -1,6238 -1,5078 -1,4659 -1,4934 -1,5702 -1,6676 -1,7543 -1,8141 -1,8565 -1,9010 -1,9532 -2,0041 -2,0428 -2,0625 -2,0571 -2,0148 -1,9245 -1,7890 -1,6218 -1,4233 -1,1724 -0,8463 -0,4386 0,0420 0,5712 1,1060 1,5968 2,0061 2,3124 2,5058 2,5825 2,5316 2,3316 1,9689 1,4540 0,8180 0,1055 -0,6305 -1,3351 -1,9649 -2,4989 -2,9351 -3,2771 -3,5328 -3,7196 -3,8652 -3,9969 -4,1238 -4,2314 -4,2943 -4,2943 -4,2319 -4,1310 -4,0268 -3,9439 -3,8843 -3,8376 -3,7978 -3,7717 -3,7736 -3,8170 -3,9096 -4,0547 -4,2522 -4,4907 -4,7466 -4,9972 -5,2271 -5,4161 -5,5332 -5,5507 -5,4594 -5,2636 -4,9669 -4,5715 -4,0861 -3,5259 -2,9106 -2,2670 -1,6316 -1,0387 -0,5158 -0,0925 0,2091 0,3978 0,5094 0,5785 0,6251 0,6653 0,7144 0,7701 0,8067 0,7999 0,7510 0,6804 0,6095 0,5526 0,5158 0,4980 0,4885 0,4639 0,4006 0,2929 0,1578 0,0248 -0,0817 -0,1578 -0,2223 -0,3026 -0,4226 -0,5991 -0,8366 -1,1191 -1,4098 -1,6618 -1,8376 -1,9241 -1,9389 -1,9217 -1,9147 -1,9429 -2,0020 -2,0586 -2,0615 -1,9629 -1,7374 -1,3862 -0,9318 -0,4155 0,1006 0,5412 0,8434 0,9817 0,9742 0,8753 0,7525 0,6530 0,5887 0,5414 0,4668 0,3018 -0,0094 -0,4802 -1,0719 -1,7154 -2,3476 -2,9370 -3,4788 -3,9645 -4,3623 -4,6301 -4,7492 -4,7452 -4,6787 -4,6148 -4,5985 -4,6529 -4,7855 -4,9827 -5,2029 -5,3887 -5,4948 -5,5118 -5,4638 -5,3725 -5,2330 -5,0392 -4,8205 -4,6366 -4,5389 -4,5398 -4,6096 -4,6993 -4,7633 -4,7667 -4,6927 -4,5530 -4,3802 -4,2010 -4,0218 -3,8405 -3,6661 -3,5167 -3,3990 -3,2992 -3,2038 -3,1195 -3,0570 -3,0089 -2,9632 -2,9302 -2,9392 -3,0075 -3,1101 -3,1787 -3,1422 -2,9815 -2,7406 -2,4890 -2,2871 -2,1709 -2,1380 -2,1451 -2,1389 -2,0967 -2,0387 -2,0097 -2,0533 -2,1879 -2,3965 -2,6375 -2,8648 -3,0510 -3,1960 -3,3150 -3,4234 -3,5291 -3,6333 -3,7318 -3,8099 -3,8353 -3,7690 -3,5950 -3,3356 -3,0324 -2,7230 -2,4309 -2,1649 -1,9244 -1,7122 -1,5406 -1,4229 -1,3613 -1,3465 -1,3641 -1,4025 -1,4556 -1,5149 -1,5605 -1,5685 -1,5240 -1,4260 -1,2895 -1,1460 -1,0375 -0,9967 -1,0263 -1,0927 -1,1438 -1,1372 -1,0625 -0,9521 -0,8710 -0,8792 -1,0044 -1,2468 -1,5868 -1,9736 -2,3270 -2,5638 -2,6221 -2,4741 -2,1415 -1,7064 -1,2872 -0,9859 -0,8461 -0,8506 -0,9526 -1,1087 -1,2886 -1,4621 -1,5879 -1,6172 -1,5142 -1,2821 -0,9664 -0,6254 -0,3027 -0,0387 0,1099 0,0910 -0,0969 -0,3861 -0,6754 -0,8833 -0,9771 -0,9703 -0,8941 -0,7649 -0,5808 -0,3500 -0,1026 0,1250 0,3034 0,4139 0,4513 0,4246 0,3541 0,2749 0,2326 0,2632 0,3817 0,5806 0,8323 1,0987 1,3394 1,5151 1,5966 1,5831 1,5114 1,4305 1,3555 1,2584 1,1081 0,9093 0,7066 0,5694 0,5705 0,7506 1,0914 1,5226 1,9440 2,2497 2,3666 2,2900 2,0754 1,7962 1,5164 1,2941 1,1875 1,2332 1,4115 1,6533 1,8911 2,0960 2,2775 2,4669 2,6946 2,9694 3,2734 3,5640 3,7854 3,8939 3,8838 3,7940 3,6927 3,6431 3,6631 3,7160 3,7459 3,7235 3,6640 3,6079 3,5824 3,5673 3,5046 3,3536 3,1402 2,9497 2,8746 2,9617 3,1914 3,4964 3,7996 4,0453 4,2085 4,2875 4,2901 4,2242 4,1032 3,9560 3,8232 3,7420 3,7348 3,8124 3,9819 4,2371 4,5372 4,8045 4,9561 4,9484 4,7976 4,5626 4,3120 4,1017 3,9637 3,9046 3,9143 3,9737 4,0573 4,1370 4,1905 4,2089 4,2012 4,1887 4,1938 4,2387 4,3550 4,5728 4,8814 5,2055 5,4405 5,5065 5,3785 5,0854 4,6793 4,1959 3,6463 3,0400 2,4102 1,8225 1,3605 1,0867 1,0126 1,1056 1,3041 1,5171 1,6549 1,6849 1,6395 1,5721 1,5227 1,5080 1,5156 1,5077 1,4510 1,3466 1,2174 1,0668 0,8638 0,5726 0,1927 -0,2325 -0,6550 -1,0555 -1,4353 -1,7964 -2,1282 -2,3939 -2,5332 -2,4922 -2,2613 -1,8944 -1,4791 -1,0807 -0,7193 -0,3907 -0,0965 0,1486 0,3306 0,4555 0,5548 0,6679 0,8054 0,9355 1,0110 1,0053 0,9237 0,7956 0,6577 0,5427 0,4744 0,4615 0,4966 0,5682 0,6706 0,7951 0,9169 1,0053 1,0471 1,0509 1,0317 0,9969 0,9390 0,8380 0,6741 0,4363 0,1216 -0,2639 -0,7001 -1,1551 -1,5900 -1,9603 -2,2260 -2,3677 -2,3896 -2,3163 -2,1979 -2,1033 -2,1010 -2,2455 -2,5674 -3,0594 -3,6660 -4,2834 -4,7811 -5,0586 -5,1029 -4,9915 -4,8361 -4,7222 -4,6900 -4,7428 -4,8546 -4,9831 -5,0949 -5,1850 -5,2716 -5,3763 -5,5060 -5,6424 -5,7432 -5,7651 -5,6843 -5,4982 -5,2186 -4,8737 -4,5135 -4,2022 -3,9856 -3,8700 -3,8385 -3,8716 -3,9517 -4,0719 -4,2312 -4,4120 -4,5794 -4,7056 -4,7849 -4,8211 -4,8149 -4,7625 -4,6579 -4,5098 -4,3589 -4,2600 -4,2489 -4,3298 -4,4763 -4,6362 -4,7540 -4,7973 -4,7643 -4,6719 -4,5427 -4,4031 -4,2781 -4,1781 -4,0934
