Fp1   -0,5562 -0,5956 -0,6918 -0,8242 -0,9715 -1,1113 -1,2275 -1,3174 -1,3864 -1,4373 -1,4644 -1,4459 -1,3437 -1,1260 -0,8012 -0,4262 -0,0753 0,1941 0,3522 0,3970 0,3499 0,2479 0,1398 0,0837 0,1324 0,3167 0,6364 1,0599 1,5317 1,9873 2,3677 2,6277 2,7349 2,6663 2,4167 2,0217 1,5641 1,1388 0,8004 0,5428 0,3176 0,0709 -0,2235 -0,5541 -0,8853 -1,1833 -1,4356 -1,6556 -1,8684 -2,0908 -2,3164 -2,5172 -2,6637 -2,7501 -2,8012 -2,8495 -2,9105 -2,9823 -3,0592 -3,1320 -3,1764 -3,1578 -3,0543 -2,8720 -2,6395 -2,3924 -2,1576 -1,9430 -1,7415 -1,5454 -1,3543 -1,1722 -1,0037 -0,8529 -0,7191 -0,5943 -0,4729 -0,3623 -0,2726 -0,1988 -0,1149 0,0125 0,2055 0,4617 0,7542 1,0410 1,2774 1,4308 1,5018 1,5331 1,5882 1,7127 1,9064 2,1172 2,2673 2,2946 2,1819 1,9548 1,6621 1,3589 1,0951 0,9065 0,8103 0,8043 0,8621 0,9398 1,0003 1,0297 1,0270 0,9934 0,9289 0,8325 0,7041 0,5509 0,3965 0,2767 0,2203 0,2301 0,2848 0,3621 0,4573 0,5781 0,7301 0,9128 1,1261 1,3765 1,6768 2,0388 2,4665 2,9549 3,4925 4,0660 4,6697 5,3042 5,9575 6,5923 7,1605 7,6298 7,9978 8,2898 8,5398 8,7664 8,9610 9,0973 9,1469 9,0922 8,9351 8,7001 8,4254 8,1377 7,8311 7,4795 7,0657 6,5937 6,0818 5,5572 5,0545 4,6106 4,2552 3,9973 3,8202 3,6981 3,6227 3,6138 3,7060 3,9173 4,2230 4,5575 4,8453 5,0346 5,1138 5,1046 5,0387 4,9403 4,8261 4,7090 4,5979 4,4895 4,3633 4,1947 3,9808 3,7434 3,4999 3,2398 2,9316 2,5457 2,0720 1,5254 0,9391 0,3500 -0,2093 -0,7120 -1,1415 -1,5031 -1,8259 -2,1446 -2,4765 -2,8116 -3,1254 -3,3988 -3,6268 -3,8121 -3,9577 -4,0688 -4,1552 -4,2282 -4,2882 -4,3155 -4,2819 -4,1745 -4,0059 -3,8041 -3,6033 -3,4465 -3,3780 -3,4224 -3,5673 -3,7628 -3,9394 -4,0344 -4,0091 -3,8502 -3,5611 -3,1539 -2,6508 -2,0890 -1,5183 -0,9941 -0,5605 -0,2286 0,0315 0,2682 0,5149 0,7708 1,0122 1,2203 1,3982 1,5578 1,6939 1,7785 1,7882 1,7353 1,6665 1,6275 1,6246 1,6138 1,5332 1,3498 1,0821 0,7876 0,5297 0,3456 0,2288 0,1342 -0,0026 -0,2373 -0,5882 -1,0240 -1,4750 -1,8587 -2,1044 -2,1787 -2,1071 -1,9705 -1,8600 -1,8284 -1,8798 -1,9794 -2,0634 -2,0629 -1,9341 -1,6666 -1,2794 -0,8199 -0,3507 0,0822 0,4635 0,7902 1,0538 1,2408 1,3491 1,4056 1,4603 1,5510 1,6760 1,8038 1,9041 1,9644 1,9830 1,9608 1,9053 1,8252 1,7139 1,5412 1,2636 0,8506 0,3137 -0,2893 -0,8817 -1,4069 -1,8409 -2,1784 -2,4168 -2,5533 -2,5923 -2,5514 -2,4515 -2,3047 -2,1158 -1,8944 -1,6625 -1,4470 -1,2656 -1,1229 -1,0265 -0,9953 -1,0402 -1,1419 -1,2504 -1,3014 -1,2422 -1,0614 -0,8025 -0,5377 -0,3197 -0,1550 -0,0182 0,1158 0,2519 0,3785 0,4857 0,5844 0,7040 0,8697 1,0850 1,3289 1,5639 1,7504 1,8592 1,8768 1,8065 1,6702 1,5070 1,3575 1,2454 1,1760 1,1494 1,1690 1,2368 1,3413 1,4549 1,5458 1,5960 1,6082 1,5959 1,5712 1,5381 1,4933 1,4351 1,3759 1,3407 1,3497 1,4089 1,5170 1,6691 1,8496 2,0295 2,1812 2,2998 2,4051 2,5208 2,6549 2,7965 2,9264 3,0272 3,0883 3,1112 3,1055 3,0757 3,0188 2,9360 2,8366 2,7280 2,6084 2,4683 2,2925 2,0587 1,7477 1,3613 0,9245 0,4702 0,0309 -0,3595 -0,6683 -0,8729 -0,9656 -0,9560 -0,8728 -0,7629 -0,6799 -0,6581 -0,6884 -0,7202 -0,6906 -0,5625 -0,3429 -0,0726 0,2047 0,4676 0,7149 0,9490 1,1680 1,3645 1,5303 1,6700 1,8099 1,9903 2,2396 2,5541 2,9022 3,2378 3,5131 3,6962 3,7899 3,8255 3,8333 3,8201 3,7739 3,6846 3,5652 3,4559 3,4022 3,4268 3,5200 3,6518 3,7871 3,8946 3,9518 3,9519 3,9051 3,8305 3,7499 3,6861 3,6470 3,6100 3,5367 3,4070 3,2313 3,0434 2,8887 2,8033 2,7946 2,8400 2,9039 2,9604 3,0035 3,0367 3,0630 3,0883 3,1199 3,1569 3,1852 3,1782 3,0971 2,9059 2,5985 2,2123 1,8102 1,4449 1,1376 0,8804 0,6506 0,4337 0,2420 0,1083 0,0552 0,0724 0,1255 0,1782 0,2022 0,1792 0,1076 0,0060 -0,0932 -0,1625 -0,1948 -0,2049 -0,2230 -0,2904 -0,4449 -0,6921 -0,9931 -1,2861 -1,5250 -1,6964 -1,8025 -1,8370 -1,7856 -1,6425 -1,4158 -1,1199 -0,7678 -0,3688 0,0699 0,5337 0,9997 1,4524 1,8992 2,3645 2,8648 3,3911 3,9113 4,3784 4,7366 4,9386 4,9707 4,8562 4,6360 4,3499 4,0258 3,6786 3,3145 2,9353 2,5423 2,1422 1,7523 1,3933 1,0702 0,7697 0,4808 0,2126 -0,0171 -0,2011 -0,3461 -0,4662 -0,5775 -0,6898 -0,8008 -0,9017 -0,9849 -1,0476 -1,0928 -1,1324 -1,1972 -1,3363 -1,5894 -1,9514 -2,3707 -2,7835 -3,1439 -3,4285 -3,6367 -3,7963 -3,9590 -4,1772 -4,4791 -4,8718 -5,3585 -5,9415 -6,6050 -7,3048 -7,9811 -8,5865 -9,1090 -9,5747 -10,0256 -10,4973 -11,0079 -11,5547 -12,1098 -12,6214 -13,0296 -13,2918 -13,4056 -13,4165 -13,3947 -13,3944 -13,4327 -13,5054 -13,6088 -13,7414 -13,8929 -14,0316 -14,1020 -14,0395 -13,8001 -13,3843 -12,8303 -12,1877 -11,4973 -10,7893 -10,0936 -9,4422 -8,8610 -8,3496 -7,8746 -7,3875 -6,8547 -6,2754 -5,6836
Fz    -1,3011 -1,6148 -1,9955 -2,3975 -2,7737 -3,0820 -3,2917 -3,3895 -3,3761 -3,2585 -3,0459 -2,7451 -2,3589 -1,8948 -1,3772 -0,8516 -0,3705 0,0261 0,3215 0,5177 0,6246 0,6561 0,6418 0,6326 0,6861 0,8435 1,1114 1,4582 1,8279 2,1636 2,4256 2,5973 2,6769 2,6635 2,5540 2,3586 2,1160 1,8814 1,6943 1,5566 1,4348 1,2846 1,0838 0,8473 0,6119 0,4040 0,2170 0,0146 -0,2423 -0,5665 -0,9360 -1,3100 -1,6510 -1,9392 -2,1792 -2,3908 -2,5906 -2,7824 -2,9632 -3,1280 -3,2621 -3,3349 -3,3136 -3,1844 -2,9629 -2,6856 -2,3957 -2,1282 -1,8995 -1,7042 -1,5241 -1,3471 -1,1794 -1,0385 -0,9308 -0,8424 -0,7542 -0,6577 -0,5570 -0,4598 -0,3656 -0,2614 -0,1291 0,0432 0,2529 0,4808 0,6955 0,8688 0,9982 1,1126 1,2515 1,4369 1,6566 1,8624 1,9889 1,9859 1,8405 1,5798 1,2579 0,9356 0,6651 0,4781 0,3802 0,3527 0,3583 0,3562 0,3241 0,2694 0,2142 0,1706 0,1255 0,0476 -0,0929 -0,3076 -0,5802 -0,8685 -1,1237 -1,3117 -1,4202 -1,4520 -1,4147 -1,3126 -1,1464 -0,9109 -0,5954 -0,1879 0,3142 0,8993 1,5463 2,2340 2,9457 3,6716 4,4142 5,1867 5,9922 6,8054 7,5804 8,2725 8,8520 9,3086 9,6512 9,8950 10,0427 10,0806 9,9945 9,7839 9,4648 9,0665 8,6246 8,1694 7,7190 7,2818 6,8615 6,4560 6,0593 5,6743 5,3224 5,0398 4,8591 4,7928 4,8339 4,9678 5,1869 5,4984 5,9204 6,4606 7,0901 7,7404 8,3304 8,7976 9,1172 9,3023 9,3879 9,4120 9,4049 9,3821 9,3360 9,2342 9,0332 8,7066 8,2672 7,7599 7,2314 6,7081 6,1915 5,6641 5,0992 4,4754 3,7840 3,0255 2,2094 1,3584 0,5100 -0,2975 -1,0431 -1,7304 -2,3743 -2,9809 -3,5410 -4,0434 -4,4857 -4,8736 -5,2167 -5,5265 -5,8122 -6,0731 -6,2898 -6,4210 -6,4178 -6,2522 -5,9354 -5,5117 -5,0385 -4,5740 -4,1668 -3,8421 -3,5946 -3,3915 -3,1857 -2,9321 -2,6004 -2,1763 -1,6578 -1,0553 -0,3933 0,2947 0,9722 1,5981 2,1304 2,5449 2,8500 3,0779 3,2668 3,4463 3,6295 3,8110 3,9717 4,0868 4,1277 4,0658 3,8886 3,6162 3,2956 2,9762 2,6825 2,4008 2,0944 1,7351 1,3209 0,8728 0,4235 0,0037 -0,3741 -0,7230 -1,0751 -1,4657 -1,9147 -2,4088 -2,9016 -3,3312 -3,6402 -3,7957 -3,8059 -3,7178 -3,5896 -3,4664 -3,3800 -3,3459 -3,3480 -3,3385 -3,2571 -3,0523 -2,7009 -2,2224 -1,6705 -1,1060 -0,5777 -0,1218 0,2377 0,4972 0,6782 0,8202 0,9594 1,1077 1,2472 1,3495 1,3999 1,4069 1,3904 1,3651 1,3328 1,2861 1,2131 1,0997 0,9334 0,7086 0,4359 0,1444 -0,1329 -0,3761 -0,5803 -0,7436 -0,8630 -0,9383 -0,9763 -0,9880 -0,9822 -0,9607 -0,9220 -0,8666 -0,8002 -0,7321 -0,6718 -0,6271 -0,6067 -0,6182 -0,6550 -0,6865 -0,6623 -0,5302 -0,2638 0,1158 0,5430 0,9372 1,2421 1,4448 1,5633 1,6218 1,6373 1,6214 1,5861 1,5456 1,5123 1,4936 1,4926 1,5125 1,5561 1,6223 1,7003 1,7689 1,8093 1,8216 1,8295 1,8631 1,9380 2,0458 2,1613 2,2609 2,3391 2,4053 2,4715 2,5505 2,6590 2,8133 3,0165 3,2503 3,4812 3,6785 3,8296 3,9414 4,0329 4,1276 4,2478 4,4083 4,6106 4,8371 5,0535 5,2245 5,3326 5,3848 5,3981 5,3812 5,3262 5,2174 5,0415 4,7945 4,4889 4,1536 3,8210 3,5125 3,2338 2,9749 2,7134 2,4243 2,0929 1,7183 1,3060 0,8650 0,4135 -0,0219 -0,4185 -0,7654 -1,0553 -1,2721 -1,3938 -1,4086 -1,3309 -1,2017 -1,0737 -0,9938 -0,9851 -1,0360 -1,1046 -1,1390 -1,1008 -0,9764 -0,7707 -0,4923 -0,1453 0,2613 0,7010 1,1304 1,5060 1,8120 2,0789 2,3700 2,7425 3,2130 3,7524 4,2993 4,7796 5,1266 5,3044 5,3242 5,2385 5,1093 4,9743 4,8388 4,6935 4,5387 4,3916 4,2759 4,2098 4,2031 4,2590 4,3736 4,5314 4,7079 4,8732 4,9971 5,0579 5,0550 5,0124 4,9626 4,9224 4,8854 4,8363 4,7646 4,6679 4,5527 4,4319 4,3165 4,2100 4,1116 4,0221 3,9439 3,8772 3,8185 3,7617 3,6977 3,6151 3,5066 3,3714 3,2047 2,9930 2,7291 2,4310 2,1359 1,8753 1,6585 1,4764 1,3170 1,1753 1,0539 0,9578 0,8901 0,8510 0,8374 0,8432 0,8601 0,8803 0,8982 0,9099 0,9070 0,8697 0,7723 0,6027 0,3673 0,0726 -0,2836 -0,6951 -1,1280 -1,5300 -1,8571 -2,0900 -2,2264 -2,2634 -2,1941 -2,0201 -1,7579 -1,4335 -1,0697 -0,6755 -0,2441 0,2390 0,7849 1,3941 2,0576 2,7576 3,4654 4,1469 4,7719 5,3116 5,7330 6,0093 6,1376 6,1401 6,0468 5,8822 5,6646 5,4146 5,1574 4,9159 4,7015 4,5105 4,3326 4,1580 3,9764 3,7746 3,5414 3,2740 2,9770 2,6563 2,3178 1,9669 1,6071 1,2407 0,8739 0,5198 0,1987 -0,0676 -0,2649 -0,4005 -0,5109 -0,6529 -0,8773 -1,2046 -1,6191 -2,0837 -2,5577 -3,0049 -3,4004 -3,7434 -4,0615 -4,3952 -4,7788 -5,2331 -5,7681 -6,3841 -7,0702 -7,8046 -8,5617 -9,3246 -10,0926 -10,8782 -11,6931 -12,5358 -13,3859 -14,2051 -14,9475 -15,5732 -16,0590 -16,4049 -16,6402 -16,8166 -16,9867 -17,1805 -17,4006 -17,6342 -17,8658 -18,0791 -18,2513 -18,3496 -18,3321 -18,1583 -17,8080 -17,2926 -16,6488 -15,9220 -15,1488 -14,3489 -13,5357 -12,7292 -11,9511 -11,2074 -10,4829 -9,7571 -9,0248 -8,3006 -7,6064
F3    -1,2737 -1,3409 -1,5012 -1,7172 -1,9499 -2,1629 -2,3272 -2,4293 -2,4710 -2,4592 -2,3937 -2,2619 -2,0426 -1,7244 -1,3256 -0,8945 -0,4891 -0,1549 0,0826 0,2201 0,2738 0,2754 0,2725 0,3260 0,4905 0,7899 1,2081 1,6987 2,1998 2,6460 2,9823 3,1765 3,2207 3,1181 2,8762 2,5235 2,1202 1,7371 1,4177 1,1609 0,9295 0,6773 0,3792 0,0468 -0,2847 -0,5844 -0,8502 -1,1088 -1,3923 -1,7099 -2,0395 -2,3404 -2,5783 -2,7463 -2,8672 -2,9751 -3,0923 -3,2246 -3,3701 -3,5211 -3,6554 -3,7385 -3,7404 -3,6518 -3,4890 -3,2876 -3,0873 -2,9146 -2,7725 -2,6444 -2,5088 -2,3558 -2,1943 -2,0419 -1,9055 -1,7765 -1,6472 -1,5215 -1,4080 -1,3064 -1,1990 -1,0544 -0,8443 -0,5603 -0,2172 0,1524 0,5062 0,8067 1,0411 1,2303 1,4140 1,6217 1,8486 2,0514 2,1715 2,1691 2,0435 1,8297 1,5799 1,3445 1,1635 1,0614 1,0421 1,0883 1,1616 1,2113 1,1974 1,1046 0,9358 0,7018 0,4156 0,0902 -0,2599 -0,6135 -0,9349 -1,1784 -1,3118 -1,3347 -1,2732 -1,1595 -1,0132 -0,8391 -0,6329 -0,3876 -0,0951 0,2519 0,6562 1,1125 1,6088 2,1317 2,6704 3,2203 3,7888 4,3920 5,0347 5,6953 6,3340 6,9098 7,3939 7,7770 8,0699 8,2914 8,4492 8,5340 8,5296 8,4291 8,2420 7,9927 7,7121 7,4195 7,1137 6,7861 6,4382 6,0764 5,6982 5,2972 4,8834 4,4937 4,1813 3,9909 3,9406 4,0231 4,2202 4,5176 4,9117 5,3973 5,9433 6,4839 6,9412 7,2614 7,4372 7,5032 7,5067 7,4812 7,4433 7,3981 7,3386 7,2432 7,0830 6,8421 6,5345 6,1953 5,8522 5,5085 5,1486 4,7488 4,2859 3,7480 3,1383 2,4695 1,7625 1,0506 0,3775 -0,2241 -0,7525 -1,2348 -1,7060 -2,1883 -2,6845 -3,1844 -3,6713 -4,1233 -4,5158 -4,8298 -5,0599 -5,2132 -5,2981 -5,3111 -5,2386 -5,0754 -4,8416 -4,5770 -4,3244 -4,1184 -3,9782 -3,9016 -3,8643 -3,8250 -3,7396 -3,5773 -3,3282 -2,9943 -2,5761 -2,0710 -1,4837 -0,8369 -0,1728 0,4534 0,9911 1,4193 1,7563 2,0408 2,3067 2,5693 2,8268 3,0680 3,2800 3,4477 3,5441 3,5332 3,4022 3,1908 2,9747 2,8175 2,7312 2,6715 2,5728 2,3915 2,1235 1,7966 1,4536 1,1295 0,8311 0,5327 0,1925 -0,2250 -0,7304 -1,2944 -1,8521 -2,3279 -2,6603 -2,8207 -2,8249 -2,7288 -2,6002 -2,4950 -2,4514 -2,4792 -2,5446 -2,5815 -2,5233 -2,3246 -1,9754 -1,5095 -0,9915 -0,4854 -0,0356 0,3322 0,6127 0,8237 1,0019 1,1904 1,4183 1,6823 1,9487 2,1777 2,3486 2,4656 2,5435 2,5919 2,6125 2,5993 2,5370 2,4008 2,1645 1,8171 1,3788 0,8980 0,4272 -0,0023 -0,3798 -0,6964 -0,9382 -1,0963 -1,1785 -1,2063 -1,2005 -1,1733 -1,1327 -1,0873 -1,0429 -0,9980 -0,9440 -0,8746 -0,7997 -0,7457 -0,7323 -0,7505 -0,7623 -0,7172 -0,5758 -0,3363 -0,0474 0,2155 0,3972 0,4903 0,5218 0,5214 0,5078 0,4923 0,4858 0,5031 0,5608 0,6659 0,8086 0,9657 1,1120 1,2281 1,3005 1,3188 1,2812 1,2052 1,1271 1,0849 1,0988 1,1698 1,2900 1,4527 1,6534 1,8820 2,1184 2,3407 2,5389 2,7169 2,8832 3,0401 3,1791 3,2883 3,3655 3,4266 3,5007 3,6153 3,7843 4,0048 4,2575 4,5096 4,7211 4,8599 4,9183 4,9149 4,8775 4,8255 4,7623 4,6789 4,5592 4,3894 4,1692 3,9098 3,6207 3,3083 2,9828 2,6585 2,3478 2,0573 1,7871 1,5281 1,2608 0,9633 0,6292 0,2725 -0,0866 -0,4310 -0,7391 -0,9809 -1,1286 -1,1728 -1,1316 -1,0471 -0,9732 -0,9583 -1,0252 -1,1570 -1,3001 -1,3854 -1,3588 -1,2051 -0,9466 -0,6152 -0,2295 0,2000 0,6541 1,1032 1,5173 1,8819 2,2131 2,5534 2,9455 3,4038 3,9061 4,4042 4,8390 5,1509 5,2981 5,2808 5,1462 4,9587 4,7630 4,5709 4,3721 4,1575 3,9383 3,7454 3,6099 3,5451 3,5437 3,5851 3,6437 3,6961 3,7248 3,7190 3,6763 3,6075 3,5350 3,4782 3,4353 3,3858 3,3096 3,2006 3,0645 2,9124 2,7536 2,5920 2,4299 2,2743 2,1426 2,0588 2,0405 2,0894 2,1934 2,3314 2,4745 2,5949 2,6739 2,6952 2,6383 2,4926 2,2771 2,0361 1,8128 1,6266 1,4679 1,3118 1,1431 0,9751 0,8417 0,7680 0,7504 0,7641 0,7825 0,7876 0,7721 0,7410 0,7129 0,7088 0,7301 0,7511 0,7354 0,6521 0,4746 0,1851 -0,2029 -0,6360 -1,0459 -1,3838 -1,6325 -1,7893 -1,8465 -1,7917 -1,6228 -1,3540 -1,0079 -0,6053 -0,1605 0,3181 0,8200 1,3261 1,8180 2,2920 2,7593 3,2278 3,6926 4,1417 4,5567 4,9067 5,1584 5,2940 5,3157 5,2346 5,0662 4,8318 4,5586 4,2738 3,9963 3,7322 3,4836 3,2612 3,0807 2,9432 2,8270 2,7038 2,5611 2,4053 2,2474 2,0943 1,9459 1,7968 1,6415 1,4848 1,3437 1,2382 1,1789 1,1607 1,1595 1,1282 1,0068 0,7524 0,3697 -0,0909 -0,5674 -1,0142 -1,4047 -1,7298 -2,0039 -2,2659 -2,5648 -2,9397 -3,4137 -3,9990 -4,6955 -5,4813 -6,3108 -7,1335 -7,9176 -8,6570 -9,3637 -10,0561 -10,7520 -11,4631 -12,1851 -12,8921 -13,5398 -14,0790 -14,4737 -14,7193 -14,8492 -14,9174 -14,9704 -15,0336 -15,1209 -15,2435 -15,4025 -15,5823 -15,7518 -15,8641 -15,8621 -15,6986 -15,3535 -14,8357 -14,1732 -13,4042 -12,5719 -11,7239 -10,9058 -10,1465 -9,4445 -8,7712 -8,0957 -7,4058 -6,7119 -6,0379
F7    -0,1161 0,0365 0,1619 0,2408 0,2623 0,2243 0,1355 0,0123 -0,1280 -0,2740 -0,4153 -0,5349 -0,6086 -0,6187 -0,5744 -0,5118 -0,4619 -0,4266 -0,3900 -0,3439 -0,2961 -0,2550 -0,2106 -0,1337 0,0090 0,2409 0,5640 0,9450 1,3175 1,6116 1,7898 1,8608 1,8589 1,8008 1,6682 1,4441 1,1494 0,8319 0,5287 0,2478 -0,0287 -0,3261 -0,6526 -0,9880 -1,2968 -1,5509 -1,7422 -1,8865 -2,0156 -2,1548 -2,3021 -2,4323 -2,5279 -2,6019 -2,6906 -2,8248 -3,0076 -3,2162 -3,4169 -3,5764 -3,6666 -3,6690 -3,5796 -3,4107 -3,1901 -2,9541 -2,7329 -2,5361 -2,3514 -2,1586 -1,9433 -1,6998 -1,4327 -1,1591 -0,9007 -0,6755 -0,4997 -0,3906 -0,3589 -0,3932 -0,4522 -0,4731 -0,4016 -0,2205 0,0455 0,3496 0,6447 0,8980 1,1007 1,2643 1,4052 1,5381 1,6719 1,7967 1,8797 1,8852 1,7997 1,6366 1,4232 1,1895 0,9624 0,7647 0,6175 0,5367 0,5199 0,5429 0,5754 0,5886 0,5510 0,4399 0,2607 0,0410 -0,1953 -0,4309 -0,6330 -0,7426 -0,7028 -0,5008 -0,1811 0,1786 0,5054 0,7555 0,9258 1,0490 1,1759 1,3568 1,6276 1,9937 2,4257 2,8795 3,3201 3,7336 4,1277 4,5216 4,9289 5,3469 5,7599 6,1512 6,5143 6,8605 7,2112 7,5760 7,9373 8,2580 8,4981 8,6263 8,6277 8,5108 8,3056 8,0443 7,7452 7,4199 7,0820 6,7325 6,3441 5,8788 5,3304 4,7550 4,2491 3,8935 3,7197 3,7171 3,8536 4,0853 4,3691 4,6727 4,9647 5,1991 5,3286 5,3389 5,2689 5,1864 5,1348 5,1120 5,1000 5,0918 5,0814 5,0442 4,9420 4,7476 4,4661 4,1318 3,7807 3,4219 3,0364 2,5991 2,0982 1,5392 0,9404 0,3298 -0,2564 -0,7787 -1,2084 -1,5422 -1,8057 -2,0405 -2,2838 -2,5531 -2,8402 -3,1191 -3,3612 -3,5518 -3,7016 -3,8401 -3,9908 -4,1557 -4,3222 -4,4733 -4,5936 -4,6792 -4,7463 -4,8210 -4,9205 -5,0463 -5,1853 -5,3120 -5,3955 -5,4072 -5,3277 -5,1488 -4,8749 -4,5249 -4,1270 -3,7017 -3,2525 -2,7781 -2,2905 -1,8272 -1,4441 -1,1840 -1,0399 -0,9476 -0,8272 -0,6425 -0,4167 -0,1967 -0,0176 0,1041 0,1588 0,1431 0,0814 0,0369 0,0823 0,2516 0,5154 0,7897 0,9720 0,9905 0,8353 0,5557 0,2319 -0,0609 -0,2838 -0,4466 -0,5989 -0,8093 -1,1341 -1,5838 -2,1080 -2,6107 -2,9863 -3,1642 -3,1456 -3,0033 -2,8358 -2,7159 -2,6657 -2,6549 -2,6250 -2,5283 -2,3496 -2,1028 -1,8235 -1,5568 -1,3310 -1,1412 -0,9712 -0,8176 -0,6855 -0,5759 -0,4829 -0,3909 -0,2829 -0,1638 -0,0633 -0,0030 0,0314 0,0801 0,1724 0,3045 0,4456 0,5535 0,5881 0,5145 0,3080 -0,0246 -0,4342 -0,8541 -1,2416 -1,5893 -1,9035 -2,1829 -2,4169 -2,5954 -2,7250 -2,8302 -2,9301 -3,0189 -3,0765 -3,0855 -3,0351 -2,9234 -2,7622 -2,5769 -2,3994 -2,2528 -2,1362 -2,0296 -1,9169 -1,7946 -1,6596 -1,5074 -1,3537 -1,2430 -1,2178 -1,2813 -1,3955 -1,5103 -1,5842 -1,5913 -1,5210 -1,3713 -1,1425 -0,8461 -0,5110 -0,1783 0,1139 0,3406 0,4874 0,5400 0,4846 0,3244 0,0920 -0,1608 -0,3853 -0,5474 -0,6256 -0,6123 -0,5206 -0,3820 -0,2266 -0,0686 0,0862 0,2217 0,3043 0,3006 0,2006 0,0260 -0,1777 -0,3560 -0,4644 -0,4836 -0,4189 -0,2879 -0,1160 0,0601 0,1956 0,2581 0,2500 0,2156 0,2269 0,3513 0,6173 1,0023 1,4450 1,8692 2,2102 2,4274 2,4989 2,4201 2,2097 1,9044 1,5485 1,1910 0,8783 0,6342 0,4492 0,2911 0,1262 -0,0667 -0,2911 -0,5294 -0,7438 -0,8911 -0,9423 -0,8999 -0,8067 -0,7312 -0,7341 -0,8387 -1,0226 -1,2321 -1,4074 -1,5058 -1,5181 -1,4735 -1,4180 -1,3723 -1,3126 -1,2016 -1,0286 -0,8106 -0,5689 -0,3187 -0,0713 0,1686 0,4164 0,7061 1,0661 1,4944 1,9487 2,3525 2,6227 2,7139 2,6342 2,4220 2,1232 1,7848 1,4486 1,1474 0,9132 0,7763 0,7474 0,8083 0,9250 1,0648 1,1992 1,3024 1,3546 1,3418 1,2555 1,1039 0,9226 0,7564 0,6275 0,5295 0,4502 0,3854 0,3348 0,2967 0,2656 0,2329 0,1892 0,1288 0,0556 -0,0142 -0,0642 -0,0864 -0,0737 -0,0127 0,1056 0,2687 0,4343 0,5358 0,5060 0,3119 -0,0256 -0,4424 -0,8646 -1,2392 -1,5457 -1,7891 -1,9770 -2,1013 -2,1427 -2,0952 -1,9846 -1,8614 -1,7746 -1,7561 -1,8225 -1,9731 -2,1815 -2,3968 -2,5671 -2,6670 -2,7058 -2,7221 -2,7727 -2,9053 -3,1276 -3,4020 -3,6675 -3,8711 -3,9856 -4,0022 -3,9114 -3,6986 -3,3561 -2,8953 -2,3395 -1,7132 -1,0436 -0,3674 0,2713 0,8316 1,2901 1,6501 1,9375 2,1815 2,3950 2,5766 2,7200 2,8124 2,8353 2,7751 2,6291 2,4080 2,1370 1,8500 1,5711 1,2986 1,0141 0,7045 0,3769 0,0579 -0,2232 -0,4545 -0,6470 -0,8183 -0,9718 -1,1021 -1,2148 -1,3312 -1,4757 -1,6627 -1,8887 -2,1245 -2,3240 -2,4490 -2,4878 -2,4568 -2,3979 -2,3753 -2,4564 -2,6743 -3,0041 -3,3798 -3,7381 -4,0454 -4,2929 -4,4843 -4,6385 -4,7969 -5,0144 -5,3350 -5,7752 -6,3345 -7,0082 -7,7735 -8,5730 -9,3309 -9,9865 -10,5150 -10,9222 -11,2228 -11,4298 -11,5628 -11,6558 -11,7467 -11,8558 -11,9721 -12,0654 -12,1144 -12,1292 -12,1461 -12,1983 -12,2975 -12,4402 -12,6149 -12,7968 -12,9534 -13,0570 -13,0820 -12,9955 -12,7718 -12,4176 -11,9697 -11,4681 -10,9363 -10,3882 -9,8450 -9,3342 -8,8736 -8,4588 -8,0661 -7,6609 -7,2063 -6,6803 -6,0973
