Fp1   -0,2853 -0,4271 -0,7982 -1,2147 -1,5052 -1,6113 -1,5925 -1,5233 -1,3994 -1,1575 -0,7554 -0,2163 0,3686 0,8678 1,1718 1,2460 1,1121 0,7900 0,3020 -0,2631 -0,7409 -0,9687 -0,8671 -0,4656 0,1238 0,7537 1,2880 1,6367 1,7690 1,7094 1,5215 1,2848 1,0663 0,8885 0,7067 0,4407 0,0556 -0,4007 -0,8365 -1,1664 -1,3327 -1,3108 -1,1101 -0,7664 -0,3299 0,1438 0,5900 0,9339 1,1207 1,1538 1,0878 0,9857 0,8910 0,8240 0,7806 0,7423 0,7062 0,7033 0,7759 0,9361 1,1449 1,3299 1,4322 1,4382 1,3637 1,2317 1,0735 0,9405 0,9185 1,1116 1,5608 2,1683 2,7283 3,0176 2,8642 2,2098 1,1535 -0,0931 -1,3142 -2,3532 -3,1129 -3,5610 -3,7400 -3,7267 -3,5663 -3,2441 -2,7204 -1,9881 -1,0804 -0,0309 1,1347 2,3546 3,5023 4,4207 4,9876 5,1490 4,9155 4,3575 3,5899 2,7164 1,7652 0,6801 -0,6034 -2,0463 -3,4578 -4,5696 -5,1641 -5,1565 -4,6057 -3,6789 -2,5985 -1,5933 -0,8566 -0,5082 -0,5639 -0,9352 -1,4758 -2,0355 -2,4893 -2,7612 -2,8360 -2,7263 -2,4282 -1,9208 -1,2024 -0,3289 0,5846 1,4129 2,0903 2,6499 3,2091 3,9098 4,8255 5,8912 6,9381 7,8062 8,4294 8,8303 9,0686 9,2102 9,3281 9,4992 9,7771 10,1809 10,7169 11,3788 12,1149 12,8180 13,3536 13,5815 13,3722 12,6533 11,4630 9,9543 8,3536 6,8999 5,7775 5,0670 4,7448 4,7199 4,8800 5,1197 5,3386 5,4400 5,3706 5,1609 4,9119 4,7303 4,6681 4,7095 4,7960 4,8465 4,7746 4,5210 4,0834 3,5160 2,8988 2,2932 1,7235 1,2077 0,7824 0,4766 0,2731 0,1107 -0,0827 -0,3518 -0,6957 -1,0929 -1,5457 -2,0782 -2,6799 -3,2642 -3,7002 -3,8948 -3,8423 -3,6061 -3,2831 -2,9898 -2,8388 -2,8909 -3,1281 -3,4709 -3,8217 -4,1018 -4,2674 -4,3156 -4,2868 -4,2506 -4,2681 -4,3570 -4,4815 -4,5624 -4,5040 -4,2299 -3,7078 -2,9648 -2,0983 -1,2562 -0,5908 -0,2182 -0,2026 -0,5529 -1,2163 -2,0756 -2,9648 -3,7121 -4,1901 -4,3347 -4,1422 -3,6648 -2,9963 -2,2409 -1,4760 -0,7290 -0,0004 0,6859 1,2757 1,7293 2,0490 2,2546 2,3576 2,3618 2,2660 2,0739 1,8287 1,6229 1,5339 1,5431 1,5425 1,4381 1,2384 1,0305 0,8946 0,8529 0,8945 1,0317 1,3056 1,7207 2,1919 2,5750 2,7474 2,6659 2,3747 1,9628 1,5052 1,0530 0,6608 0,3874 0,2743 0,3275 0,4975 0,6687 0,6960 0,4806 0,0306 -0,5300 -1,0127 -1,2398 -1,0930 -0,5262 0,4225 1,6149 2,8367 3,8691 4,5590 4,8454 4,7695 4,4758 4,1529 3,9162 3,7393 3,5008 3,0916 2,4980 1,8145 1,1891 0,7498 0,5672 0,6556 0,9896 1,5168 2,1573 2,8039 3,3609 3,7939 4,1257 4,3752 4,5182 4,5038 4,2952 3,9085 3,4222 2,9439 2,5634 2,3188 2,1797 2,0606 1,8759 1,6039 1,3012 1,0572 0,9447 1,0061 1,2547 1,6662 2,1634 2,6194 2,8989 2,9233 2,7019 2,3097 1,8417 1,3727 0,9394 0,5505 0,1987 -0,1364 -0,4771 -0,8190 -1,1169 -1,3065 -1,3477 -1,2408 -1,0129 -0,7024 -0,3523 -0,0089 0,2864 0,5230 0,7429 1,0283 1,4612 2,0775 2,8300 3,5891 4,1931 4,5144 4,5060 4,2063 3,7107 3,1312 2,5510 1,9900 1,4142 0,7830 0,0950 -0,5910 -1,1774 -1,5851 -1,8010 -1,8716 -1,8415 -1,6941 -1,3592 -0,7744 0,0651 1,1032 2,2417 3,3483 4,2582 4,8139 4,9469 4,7323 4,3467 3,9575 3,6427 3,3885 3,1380 2,8366 2,4570 2,0198 1,6165 1,4021 1,5384 2,1083 3,0474 4,1540 5,1805 5,9330 6,3210 6,3497 6,0841 5,6247 5,0923 4,5974 4,2075 3,9335 3,7413 3,5846 3,4439 3,3511 3,3718 3,5412 3,8063 4,0492 4,1711 4,1312 3,9147 3,5114 2,9400 2,2750 1,6274 1,0813 0,6555 0,3393 0,1365 0,0562 0,1060 0,3194 0,7542 1,4368 2,3109 3,2493 4,1241 4,8658 5,4471 5,8363 6,0068 5,9746 5,7875 5,4871 5,0953 4,6132 4,0284 3,3616 2,7206 2,2914 2,2591 2,7077 3,5719 4,6769 5,8067 6,7581 7,3926 7,6706 7,6297 7,3397 6,8809 6,3464 5,8385 5,4498 5,2406 5,2215 5,3441 5,5109 5,6190 5,6028 5,4361 5,1175 4,6746 4,1662 3,6655 3,2355 2,9028 2,6475 2,4427 2,3110 2,3210 2,5229 2,8965 3,3636 3,8478 4,3308 4,8496 5,4385 6,0841 6,7243 7,2639 7,5991 7,6649 7,4831 7,1619 6,8459 6,6584 6,6648 6,8647 7,2078 7,6102 7,9682 8,1929 8,2634 8,2414 8,2178 8,2462 8,3277 8,4369 8,5403 8,5944 8,5492 8,3757 8,1021 7,8093 7,5873 7,5011 7,5849 7,8288 8,1669 8,5086 8,8006 9,0428 9,2380 9,3457 9,2918 9,0209 8,5497 7,9676 7,3794 6,8513 6,4027 6,0299 5,7209 5,4387 5,1098 4,6548 4,0387 3,2951 2,5118 1,7946 1,2283 0,8458 0,6200 0,4755 0,3076 0,0095 -0,4917 -1,2005 -2,0449 -2,8992 -3,6069 -4,0179 -4,0645 -3,8030 -3,3687 -2,9169 -2,6109 -2,6102 -3,0144 -3,8019 -4,8373 -5,9501 -7,0047 -7,9194 -8,6558 -9,2015 -9,5627 -9,7663 -9,8463 -9,8145 -9,6472 -9,3120 -8,8288 -8,2953 -7,8173 -7,4190 -7,0526 -6,6893 -6,3730 -6,1773 -6,1177 -6,1188 -6,0651 -5,8669 -5,4859 -4,9366 -4,2920 -3,6691 -3,1729 -2,8417 -2,6449 -2,5280 -2,4548 -2,4136 -2,4043 -2,4368 -2,5388 -2,7448 -3,0633 -3,4625 -3,8934 -4,3074
Fz    2,5166 2,4489 2,3726 2,2572 2,1019 1,9330 1,7742 1,6253 1,4616 1,2509 0,9796 0,6624 0,3315 0,0153 -0,2714 -0,5135 -0,6770 -0,7152 -0,5893 -0,2892 0,1411 0,6022 0,9816 1,2050 1,2546 1,1570 0,9543 0,6721 0,3119 -0,1283 -0,6338 -1,1741 -1,7108 -2,1975 -2,5827 -2,8194 -2,8726 -2,7296 -2,4094 -1,9601 -1,4517 -0,9701 -0,6017 -0,4022 -0,3636 -0,4091 -0,4297 -0,3370 -0,0889 0,3172 0,8610 1,5155 2,2555 3,0465 3,8303 4,5383 5,1200 5,5502 5,8175 5,9289 5,9281 5,8899 5,8786 5,9174 5,9973 6,1072 6,2517 6,4511 6,7320 7,1145 7,5938 8,1347 8,6808 9,1623 9,4986 9,6179 9,4879 9,1297 8,6048 7,9927 7,3676 6,7856 6,2928 5,9429 5,7772 5,7787 5,8631 5,9311 5,9319 5,8868 5,8603 5,9055 6,0270 6,1856 6,3295 6,4162 6,4133 6,2905 6,0202 5,5875 5,0025 4,3020 3,5404 2,7716 2,0349 1,3490 0,7106 0,0966 -0,5287 -1,2019 -1,9482 -2,7662 -3,6146 -4,4182 -5,0958 -5,5970 -5,9225 -6,1072 -6,1837 -6,1638 -6,0405 -5,7949 -5,4049 -4,8493 -4,1012 -3,1278 -1,9144 -0,4972 1,0332 2,5712 4,0383 5,3949 6,6293 7,7474 8,7700 9,7229 10,6245 11,4827 12,2990 13,0724 13,8009 14,4846 15,1285 15,7417 16,3352 16,9203 17,5013 18,0645 18,5733 18,9801 19,2476 19,3656 19,3502 19,2288 19,0262 18,7638 18,4675 18,1724 17,9151 17,7151 17,5552 17,3840 17,1416 16,7853 16,3067 15,7411 15,1598 14,6424 14,2430 13,9758 13,8258 13,7642 13,7485 13,7241 13,6401 13,4617 13,1726 12,7765 12,2976 11,7665 11,2019 10,6037 9,9585 9,2424 8,4259 7,4854 6,4235 5,2840 4,1406 3,0658 2,1035 1,2688 0,5652 -0,0034 -0,4309 -0,7133 -0,8587 -0,8964 -0,8770 -0,8626 -0,9119 -1,0680 -1,3556 -1,7794 -2,3128 -2,8885 -3,4198 -3,8460 -4,1628 -4,4139 -4,6571 -4,9340 -5,2532 -5,5826 -5,8536 -5,9837 -5,9144 -5,6385 -5,1977 -4,6643 -4,1251 -3,6561 -3,2885 -2,9993 -2,7408 -2,4768 -2,1954 -1,8964 -1,5688 -1,1848 -0,7198 -0,1735 0,4307 1,0638 1,7037 2,3355 2,9539 3,5675 4,1860 4,7969 5,3601 5,8265 6,1646 6,3787 6,5008 6,5627 6,5817 6,5747 6,5671 6,5759 6,5925 6,5884 6,5314 6,4012 6,2064 5,9952 5,8408 5,8041 5,9054 6,1168 6,3706 6,5826 6,6888 6,6735 6,5621 6,3920 6,1981 6,0169 5,8896 5,8508 5,9042 6,0117 6,1084 6,1323 6,0501 5,8736 5,6553 5,4565 5,3128 5,2281 5,1938 5,2009 5,2354 5,2781 5,3145 5,3362 5,3459 5,3718 5,4587 5,6331 5,8779 6,1414 6,3680 6,5223 6,5907 6,5711 6,4589 6,2452 5,9392 5,5933 5,2984 5,1423 5,1631 5,3374 5,6091 5,9341 6,2969 6,6896 7,0911 7,4744 7,8160 8,0917 8,2845 8,4018 8,4663 8,4922 8,4866 8,4678 8,4638 8,4979 8,5826 8,7209 8,9064 9,1180 9,3207 9,4759 9,5536 9,5361 9,4187 9,2094 8,9296 8,6147 8,3063 8,0346 7,8080 7,6179 7,4552 7,3143 7,1835 7,0429 6,8767 6,6753 6,4323 6,1561 5,8835 5,6714 5,5642 5,5588 5,6047 5,6430 5,6468 5,6301 5,6280 5,6626 5,7227 5,7754 5,7912 5,7521 5,6458 5,4630 5,1998 4,8603 4,4578 4,0128 3,5480 3,0851 2,6419 2,2261 1,8312 1,4486 1,0881 0,7897 0,6182 0,6354 0,8631 1,2709 1,7930 2,3543 2,8872 3,3304 3,6239 3,7222 3,6170 3,3466 2,9842 2,6167 2,3158 2,1145 2,0115 1,9914 2,0372 2,1376 2,2893 2,4962 2,7732 3,1414 3,6040 4,1322 4,6768 5,1907 5,6436 6,0284 6,3614 6,6668 6,9522 7,2065 7,4191 7,5944 7,7524 7,9223 8,1309 8,3908 8,6860 8,9698 9,1873 9,3052 9,3196 9,2414 9,0866 8,8745 8,6217 8,3281 7,9749 7,5519 7,0898 6,6621 6,3523 6,2185 6,2743 6,4818 6,7648 7,0375 7,2265 7,2861 7,2210 7,0872 6,9497 6,8397 6,7542 6,6843 6,6296 6,5887 6,5502 6,5021 6,4493 6,4155 6,4296 6,5090 6,6466 6,8061 6,9382 7,0099 7,0245 7,0198 7,0462 7,1371 7,2881 7,4595 7,5974 7,6506 7,5752 7,3473 6,9837 6,5472 6,1286 5,8161 5,6625 5,6708 5,8060 6,0204 6,2710 6,5288 6,7842 7,0510 7,3642 7,7643 8,2747 8,8808 9,5256 10,1252 10,5951 10,8740 10,9436 10,8370 10,6244 10,3847 10,1777 10,0221 9,8989 9,7832 9,6752 9,6002 9,5920 9,6812 9,8935 10,2458 10,7325 11,3047 11,8686 12,3210 12,5959 12,6731 12,5660 12,3248 12,0365 11,7935 11,6553 11,6385 11,7277 11,8883 12,0692 12,2065 12,2416 12,1475 11,9433 11,6819 11,4219 11,2068 11,0602 10,9840 10,9614 10,9704 10,9962 11,0290 11,0557 11,0591 11,0259 10,9625 10,8916 10,8232 10,7341 10,5777 10,3046 9,8762 9,2720 8,4878 7,5314 6,4240 5,2015 3,9092 2,5980 1,3196 0,1120 -1,0097 -2,0432 -2,9752 -3,7740 -4,4101 -4,8784 -5,1959 -5,3882 -5,4816 -5,4958 -5,4418 -5,3392 -5,2309 -5,1620 -5,1423 -5,1404 -5,1171 -5,0585 -4,9768 -4,8925 -4,8208 -4,7693 -4,7323 -4,6832 -4,5803 -4,3905 -4,1094 -3,7615 -3,3833 -3,0011 -2,6125 -2,1888 -1,6995 -1,1328 -0,4947 0,1958 0,8992 1,5530 2,0965 2,5063 2,8040 3,0274 3,2011 3,3379 3,4489 3,5364 3,5846 3,5662 3,4554 3,2355 2,9087 2,5088 2,0955 1,7264 1,4322 1,2146 1,0651
F3    1,7046 1,7737 1,8692 1,8647 1,6706 1,3180 0,9674 0,7825 0,7695 0,7655 0,5843 0,1641 -0,3900 -0,8759 -1,1251 -1,0963 -0,8607 -0,5137 -0,1146 0,3016 0,6902 0,9987 1,1888 1,2414 1,1606 0,9777 0,7326 0,4378 0,0633 -0,4374 -1,0808 -1,8313 -2,6158 -3,3337 -3,8451 -3,9918 -3,6690 -2,8890 -1,7877 -0,5809 0,4995 1,2682 1,6306 1,5921 1,2429 0,7428 0,3059 0,1577 0,4426 1,1299 2,0248 2,8936 3,5760 4,0051 4,1680 4,0822 3,8105 3,4792 3,2496 3,2512 3,5328 4,0546 4,7027 5,3314 5,8385 6,2102 6,4742 6,6056 6,4908 6,0107 5,1671 4,1307 3,1757 2,5597 2,4095 2,6671 3,1297 3,5653 3,8273 3,9071 3,9102 3,9872 4,2556 4,7423 5,3741 6,0130 6,4980 6,6789 6,4545 5,8026 4,7855 3,5352 2,2301 1,0639 0,2021 -0,2583 -0,3040 0,0002 0,5271 1,1210 1,6556 2,0881 2,4637 2,8503 3,2491 3,5625 3,6286 3,2749 2,3878 0,9866 -0,7617 -2,6113 -4,3330 -5,7770 -6,8800 -7,6341 -8,0570 -8,1849 -8,0725 -7,7737 -7,3161 -6,7025 -5,9159 -4,9133 -3,6471 -2,1130 -0,3734 1,4543 3,2200 4,7693 5,9809 6,8068 7,2903 7,5532 7,7505 8,0108 8,4069 8,9780 9,7542 10,7415 11,8923 13,1016 14,2379 15,1786 15,8265 16,1209 16,0533 15,6784 15,1126 14,5145 14,0485 13,8317 13,8750 14,0615 14,2064 14,1659 13,9138 13,5399 13,1954 13,0209 13,0731 13,2923 13,5369 13,6502 13,5031 13,0062 12,1285 10,9372 9,6138 8,3961 7,4735 6,9121 6,6688 6,6755 6,8946 7,2883 7,7640 8,1785 8,4005 8,3670 8,0866 7,6024 6,9616 6,2099 5,3804 4,4818 3,5235 2,5595 1,6830 0,9596 0,3695 -0,1834 -0,8082 -1,5719 -2,4728 -3,4320 -4,3022 -4,9047 -5,0948 -4,8234 -4,1728 -3,3544 -2,6387 -2,2140 -2,0895 -2,1501 -2,2881 -2,4755 -2,7515 -3,1676 -3,7217 -4,3308 -4,8861 -5,3383 -5,7140 -6,0437 -6,2979 -6,4021 -6,2978 -5,9798 -5,4892 -4,8809 -4,1793 -3,3721 -2,4688 -1,5437 -0,7033 -0,0377 0,4038 0,6255 0,6870 0,6731 0,6469 0,6424 0,7022 0,8956 1,2786 1,8388 2,4822 3,0811 3,5374 3,8099 3,9062 3,8658 3,7415 3,5907 3,4806 3,4788 3,6154 3,8470 4,0571 4,1082 3,9259 3,5655 3,1932 2,9802 3,0008 3,2325 3,6224 4,1192 4,6544 5,1296 5,4426 5,5457 5,4806 5,3426 5,2144 5,1260 5,0523 4,9511 4,8179 4,7081 4,7011 4,8301 5,0442 5,2378 5,3141 5,2163 4,9246 4,4701 3,9610 3,5527 3,3650 3,4327 3,7232 4,1639 4,6452 5,0329 5,2165 5,1738 5,0044 4,8810 4,9311 5,1419 5,3778 5,4898 5,4117 5,1706 4,8361 4,4743 4,1468 3,9247 3,8568 3,9119 3,9980 4,0590 4,1317 4,3054 4,6507 5,1873 5,8790 6,6373 7,3527 7,9413 8,3658 8,6370 8,8136 8,9719 9,1478 9,3127 9,3963 9,3297 9,0781 8,6412 8,0458 7,3615 6,7040 6,1875 5,8613 5,6942 5,6183 5,5901 5,6179 5,7458 6,0186 6,4563 7,0335 7,6464 8,1065 8,2104 7,8473 7,0565 6,0045 4,9203 4,0126 3,4016 3,0985 3,0176 2,9979 2,8574 2,4877 1,9302 1,3752 1,0812 1,2511 1,9267 2,9578 4,0498 4,8691 5,1757 4,9109 4,1925 3,2482 2,3280 1,6257 1,2301 1,1141 1,1588 1,2271 1,2522 1,2659 1,3468 1,5381 1,7956 1,9979 2,0024 1,7245 1,2009 0,5938 0,1271 -0,0156 0,2093 0,6708 1,1379 1,4264 1,4993 1,4480 1,4038 1,4661 1,6715 1,9930 2,3682 2,7389 3,0700 3,3584 3,6376 3,9561 4,3400 4,7724 5,1922 5,5120 5,6646 5,6493 5,5206 5,3339 5,1307 4,9762 4,9684 5,1782 5,5741 6,0161 6,3301 6,4026 6,2298 5,9042 5,5551 5,2909 5,1731 5,2150 5,3915 5,6489 5,9124 6,1100 6,2021 6,1893 6,1043 6,0014 5,9252 5,8681 5,7658 5,5492 5,2002 4,7613 4,3019 3,8737 3,4878 3,1229 2,7475 2,3437 1,9348 1,6088 1,5071 1,7701 2,4648 3,5303 4,7808 5,9752 6,9136 7,4973 7,7291 7,6789 7,4390 7,0809 6,6348 6,1173 5,5936 5,1928 5,0235 5,0689 5,1786 5,1658 4,9276 4,5023 4,0352 3,6920 3,5869 3,7524 4,1500 4,7059 5,3415 5,9847 6,5721 7,0534 7,4079 7,6672 7,9129 8,2304 8,6458 9,0982 9,4826 9,7232 9,8007 9,7187 9,4682 9,0306 8,4082 7,6512 6,8522 6,1065 5,4675 4,9473 4,5625 4,3543 4,3590 4,5960 5,0874 5,8340 6,7531 7,6829 8,4783 9,0714 9,4267 9,5053 9,3164 8,9756 8,6698 8,5524 8,6681 8,9545 9,3030 9,6341 9,9343 10,2157 10,4383 10,4944 10,2882 9,8219 9,2023 8,5701 8,0215 7,5850 7,2534 7,0190 6,8842 6,8479 6,8917 7,0016 7,1922 7,4678 7,7557 7,9316 7,9361 7,8197 7,6585 7,4686 7,1980 6,7678 6,1195 5,2368 4,1355 2,8530 1,4621 0,0666 -1,2417 -2,4235 -3,4837 -4,4339 -5,2883 -6,0975 -6,9422 -7,8559 -8,7712 -9,5569 -10,0911 -10,2930 -10,1145 -9,5417 -8,6242 -7,4856 -6,2929 -5,2097 -4,3489 -3,7489 -3,3935 -3,2446 -3,2617 -3,4147 -3,6920 -4,1021 -4,6519 -5,2971 -5,9243 -6,4064 -6,6731 -6,7106 -6,5093 -6,0521 -5,3629 -4,5207 -3,6123 -2,6992 -1,8400 -1,1117 -0,5884 -0,3002 -0,2208 -0,2929 -0,4668 -0,7195 -1,0355 -1,3777 -1,6963 -1,9589 -2,1516 -2,2509 -2,2226 -2,0590 -1,7969 -1,4838 -1,1376
F7    1,2134 1,0253 0,8708 0,7692 0,7704 0,9178 1,1965 1,5156 1,7400 1,7521 1,5007 1,0108 0,3636 -0,3336 -0,9756 -1,4693 -1,7363 -1,7311 -1,4571 -0,9643 -0,3478 0,2572 0,7189 0,9658 1,0079 0,9106 0,7469 0,5628 0,3718 0,1696 -0,0410 -0,2433 -0,4315 -0,6282 -0,8622 -1,1338 -1,4054 -1,6161 -1,7087 -1,6555 -1,4694 -1,1927 -0,8747 -0,5554 -0,2568 0,0217 0,2954 0,5695 0,8228 1,0229 1,1615 1,2826 1,4757 1,8236 2,3404 2,9634 3,6000 4,1646 4,5781 4,7688 4,7004 4,3989 3,9488 3,4614 3,0325 2,7207 2,5597 2,5718 2,7557 3,0788 3,4923 3,9422 4,3670 4,6999 4,8822 4,8823 4,7057 4,3833 3,9565 3,4718 2,9793 2,5335 2,1988 2,0442 2,1059 2,3285 2,5541 2,6106 2,4432 2,1594 1,9415 1,9251 2,1479 2,5689 3,1006 3,6240 4,0058 4,1480 4,0297 3,7006 3,2443 2,7442 2,2582 1,8087 1,3936 1,0032 0,6192 0,2141 -0,2341 -0,7282 -1,2607 -1,8200 -2,3829 -2,9018 -3,3070 -3,5378 -3,5814 -3,4782 -3,2903 -3,0762 -2,8814 -2,7297 -2,6137 -2,4892 -2,2808 -1,9022 -1,2930 -0,4548 0,5432 1,5967 2,6138 3,5493 4,4052 5,2084 5,9857 6,7478 7,4914 8,2102 8,8917 9,5027 9,9912 10,3189 10,4913 10,5557 10,5847 10,6636 10,8598 11,1728 11,5166 11,7590 11,7849 11,5548 11,1277 10,6298 10,1905 9,8873 9,7200 9,6219 9,5092 9,3298 9,0793 8,7801 8,4480 8,0772 7,6614 7,2249 6,8227 6,5089 6,3038 6,1884 6,1289 6,1050 6,1103 6,1365 6,1636 6,1582 6,0734 5,8667 5,5297 5,1018 4,6502 4,2434 3,9252 3,6867 3,4657 3,1862 2,8049 2,3244 1,7675 1,1516 0,4828 -0,2356 -0,9838 -1,7070 -2,3106 -2,6800 -2,7378 -2,5044 -2,1023 -1,6994 -1,4355 -1,3689 -1,4699 -1,6636 -1,8823 -2,0874 -2,2731 -2,4610 -2,6784 -2,9402 -3,2478 -3,5937 -3,9597 -4,3033 -4,5513 -4,6287 -4,5070 -4,2287 -3,8906 -3,5990 -3,4241 -3,3800 -3,4343 -3,5331 -3,6232 -3,6743 -3,6980 -3,7271 -3,7559 -3,7109 -3,4962 -3,0657 -2,4482 -1,7163 -0,9487 -0,2178 0,4160 0,9201 1,2951 1,5629 1,7549 1,9078 2,0594 2,2464 2,4958 2,8005 3,1086 3,3549 3,4980 3,5256 3,4350 3,2162 2,8590 2,3862 1,8738 1,4382 1,1952 1,2036 1,4327 1,7824 2,1313 2,3848 2,5045 2,5102 2,4565 2,4019 2,3816 2,4008 2,4489 2,5097 2,5561 2,5578 2,5100 2,4373 2,3614 2,2895 2,2396 2,2576 2,4005 2,7029 3,1540 3,6911 4,2121 4,5999 4,7447 4,5704 4,0798 3,3880 2,6909 2,1697 1,9089 1,8901 2,0229 2,1736 2,2092 2,0486 1,6821 1,1626 0,5933 0,1037 -0,1843 -0,1920 0,0869 0,5833 1,1930 1,8292 2,4381 2,9705 3,3625 3,5605 3,5614 3,4257 3,2537 3,1407 3,1459 3,2957 3,5978 4,0302 4,5195 4,9483 5,2089 5,2602 5,1356 4,9103 4,6573 4,4162 4,1881 3,9624 3,7487 3,5752 3,4575 3,3828 3,3214 3,2360 3,0888 2,8631 2,5900 2,3439 2,1997 2,1917 2,2996 2,4547 2,5667 2,5669 2,4356 2,1992 1,9038 1,5922 1,3026 1,0724 0,9316 0,9021 1,0049 1,2538 1,6283 2,0596 2,4575 2,7584 2,9452 3,0251 3,0064 2,8999 2,7201 2,4795 2,1833 1,8302 1,4212 0,9714 0,5115 0,0802 -0,2947 -0,5978 -0,7969 -0,8313 -0,6490 -0,2415 0,3606 1,1079 1,9305 2,7201 3,3408 3,6816 3,7049 3,4606 3,0608 2,6321 2,2776 2,0586 1,9888 2,0446 2,1924 2,4111 2,6930 3,0367 3,4426 3,8994 4,3650 4,7676 5,0395 5,1530 5,1213 4,9812 4,7947 4,6504 4,6346 4,7894 5,0950 5,4830 5,8670 6,1742 6,3703 6,4656 6,4873 6,4447 6,3282 6,1294 5,8550 5,5328 5,2078 4,9205 4,6773 4,4408 4,1557 3,7989 3,4141 3,0846 2,8726 2,7857 2,7870 2,8268 2,8727 2,9162 2,9602 3,0121 3,0907 3,2213 3,4102 3,6300 3,8405 4,0218 4,1739 4,2878 4,3354 4,2976 4,2020 4,1296 4,1842 4,4435 4,9052 5,4663 5,9714 6,2957 6,3948 6,3062 6,1212 5,9394 5,8216 5,7659 5,7238 5,6345 5,4459 5,1367 4,7456 4,3626 4,0776 3,9420 3,9590 4,0862 4,2487 4,3667 4,3927 4,3321 4,2327 4,1656 4,2042 4,3885 4,6994 5,0799 5,4752 5,8398 6,1143 6,2176 6,0837 5,7175 5,2113 4,7063 4,3294 4,1438 4,1490 4,3235 4,6470 5,0740 5,5179 5,8865 6,1291 6,2473 6,2734 6,2428 6,1772 6,0839 5,9649 5,8212 5,6611 5,5212 5,4774 5,6222 6,0199 6,6690 7,4943 8,3754 9,1853 9,8216 10,2392 10,4654 10,5716 10,6076 10,5640 10,4085 10,1480 9,8377 9,5455 9,3241 9,2070 9,2017 9,2807 9,3893 9,4663 9,4690 9,4011 9,3126 9,2447 9,1749 9,0278 8,7280 8,2444 7,6060 6,8872 6,1695 5,4990 4,8651 4,2091 3,4536 2,5404 1,4633 0,2783 -0,9101 -1,9850 -2,8689 -3,5539 -4,0809 -4,4970 -4,8302 -5,0858 -5,2633 -5,3801 -5,4743 -5,5784 -5,6972 -5,8227 -5,9629 -6,1448 -6,3924 -6,7018 -7,0300 -7,3009 -7,4298 -7,3691 -7,1376 -6,7968 -6,4057 -6,0104 -5,6625 -5,4149 -5,2946 -5,2833 -5,3188 -5,3210 -5,2235 -4,9919 -4,6298 -4,1742 -3,6724 -3,1576 -2,6531 -2,1916 -1,8137 -1,5459 -1,3849 -1,3093 -1,3016 -1,3555 -1,4665 -1,6232 -1,7965 -1,9334 -1,9830 -1,9438 -1,8747 -1,8497 -1,8994
