Fp1   0,3482 0,2032 0,0748 -0,0273 -0,0956 -0,1371 -0,1722 -0,2176 -0,2757 -0,3360 -0,3847 -0,4175 -0,4474 -0,4982 -0,5875 -0,7109 -0,8477 -0,9771 -1,0766 -1,1131 -1,0518 -0,8766 -0,6056 -0,2902 0,0033 0,2200 0,3355 0,3643 0,3496 0,3419 0,3767 0,4606 0,5718 0,6788 0,7603 0,8100 0,8284 0,8125 0,7520 0,6333 0,4513 0,2203 -0,0245 -0,2307 -0,3347 -0,2780 -0,0370 0,3572 0,8264 1,2709 1,6035 1,7804 1,8070 1,7177 1,5562 1,3678 1,1938 1,0565 0,9469 0,8336 0,6927 0,5289 0,3659 0,2311 0,1503 0,1492 0,2476 0,4479 0,7274 1,0398 1,3292 1,5447 1,6519 1,6467 1,5633 1,4590 1,3815 1,3490 1,3571 1,3914 1,4331 1,4649 1,4811 1,4899 1,5093 1,5627 1,6702 1,8356 2,0466 2,2878 2,5473 2,8052 3,0269 3,1743 3,2192 3,1534 2,9963 2,7925 2,5964 2,4497 2,3629 2,3183 2,2883 2,2466 2,1709 2,0488 1,8847 1,6970 1,5062 1,3221 1,1363 0,9277 0,6764 0,3735 0,0226 -0,3621 -0,7613 -1,1595 -1,5421 -1,8832 -2,1468 -2,3055 -2,3537 -2,3044 -2,1776 -1,9885 -1,7459 -1,4667 -1,1876 -0,9508 -0,7732 -0,6324 -0,4836 -0,2891 -0,0399 0,2396 0,5025 0,7027 0,8223 0,8809 0,9205 0,9784 1,0725 1,1996 1,3427 1,4832 1,6164 1,7539 1,9124 2,1009 2,3150 2,5437 2,7842 3,0491 3,3581 3,7230 4,1465 4,6294 5,1632 5,7190 6,2525 6,7206 7,0981 7,3837 7,5903 7,7209 7,7583 7,6839 7,5059 7,2614 6,9973 6,7591 6,5885 6,5120 6,5260 6,5993 6,6949 6,7878 6,8676 6,9322 6,9788 6,9977 6,9747 6,8913 6,7256 6,4661 6,1269 5,7454 5,3681 5,0366 4,7724 4,5655 4,3851 4,2061 4,0250 3,8570 3,7225 3,6362 3,6046 3,6245 3,6794 3,7356 3,7445 3,6548 3,4282 3,0560 2,5694 2,0337 1,5299 1,1329 0,8971 0,8500 0,9806 1,2316 1,5198 1,7735 1,9496 2,0260 1,9974 1,8812 1,7133 1,5322 1,3679 1,2423 1,1726 1,1716 1,2387 1,3534 1,4808 1,5826 1,6242 1,5844 1,4668 1,2957 1,0980 0,8892 0,6679 0,4199 0,1356 -0,1735 -0,4840 -0,7863 -1,0938 -1,4242 -1,7735 -2,1089 -2,3861 -2,5723 -2,6580 -2,6628 -2,6378 -2,6493 -2,7476 -2,9444 -3,2128 -3,5026 -3,7608 -3,9471 -4,0424 -4,0507 -3,9912 -3,8876 -3,7607 -3,6215 -3,4704 -3,3074 -3,1368 -2,9597 -2,7672 -2,5429 -2,2804 -2,0004 -1,7454 -1,5592 -1,4690 -1,4793 -1,5764 -1,7368 -1,9290 -2,1124 -2,2467 -2,3030 -2,2630 -2,1170 -1,8664 -1,5271 -1,1312 -0,7250 -0,3594 -0,0750 0,1068 0,1846 0,1715 0,0905 -0,0209 -0,1052 -0,0983 0,0374 0,2926 0,6183 0,9474 1,2185 1,3895 1,4389 1,3626 1,1782 0,9271 0,6647 0,4444 0,3016 0,2402 0,2315 0,2289 0,1934 0,1136 0,0084 -0,0852 -0,1299 -0,1065 -0,0290 0,0594 0,1087 0,0874 -0,0101 -0,1675 -0,3522 -0,5204 -0,6295 -0,6565 -0,6066 -0,5066 -0,3898 -0,2856 -0,2128 -0,1711 -0,1409 -0,1024 -0,0544 -0,0123 0,0114 0,0132 -0,0085 -0,0580 -0,1346 -0,2264 -0,3119 -0,3686 -0,3841 -0,3602 -0,3017 -0,2053 -0,0651 0,1178 0,3320 0,5572 0,7662 0,9281 1,0169 1,0275 0,9826 0,9165 0,8553 0,8098 0,7834 0,7764 0,7767 0,7571 0,6882 0,5570 0,3740 0,1688 -0,0280 -0,2044 -0,3723 -0,5539 -0,7619 -0,9900 -1,2246 -1,4566 -1,6792 -1,8818 -2,0564 -2,2030 -2,3223 -2,4082 -2,4480 -2,4261 -2,3245 -2,1227 -1,8096 -1,4085 -0,9877 -0,6389 -0,4324 -0,3804 -0,4351 -0,5211 -0,5685 -0,5322 -0,3997 -0,1913 0,0519 0,2896 0,4942 0,6489 0,7471 0,7916 0,7874 0,7373 0,6515 0,5591 0,5009 0,5117 0,6034 0,7603 0,9566 1,1802 1,4322 1,7047 1,9718 2,2073 2,4000 2,5464 2,6437 2,6975 2,7348 2,7971 2,9162 3,0944 3,3011 3,4831 3,5840 3,5686 3,4405 3,2361 2,9934 2,7206 2,4035 2,0433 1,6672 1,3019 0,9575 0,6391 0,3569 0,1253 -0,0418 -0,1312 -0,1324 -0,0529 0,0707 0,1857 0,2479 0,2371 0,1613 0,0530 -0,0410 -0,0769 -0,0368 0,0575 0,1504 0,1771 0,1000 -0,0684 -0,2765 -0,4703 -0,6218 -0,7332 -0,8192 -0,8852 -0,9223 -0,9221 -0,8852 -0,8106 -0,6927 -0,5338 -0,3514 -0,1633 0,0233 0,2049 0,3759 0,5341 0,6827 0,8232 0,9448 1,0238 1,0300 0,9374 0,7393 0,4584 0,1363 -0,1938 -0,5277 -0,8851 -1,2802 -1,6958 -2,0827 -2,3886 -2,5933 -2,7172 -2,7998 -2,8759 -2,9626 -3,0596 -3,1617 -3,2686 -3,3763 -3,4697 -3,5328 -3,5662 -3,5899 -3,6342 -3,7238 -3,8623 -4,0304 -4,2016 -4,3558 -4,4809 -4,5723 -4,6375 -4,6968 -4,7731 -4,8762 -4,9922 -5,0898 -5,1358 -5,1093 -4,9972 -4,7834 -4,4508 -3,9912 -3,4079 -2,7198 -1,9676 -1,2085 -0,4953 0,1414 0,6977 1,1890 1,6396 2,0713 2,4886 2,8698 3,1784 3,3867 3,4934 3,5274 3,5327 3,5427 3,5625 3,5773 3,5719 3,5336 3,4374 3,2427 2,9188 2,4769 1,9748 1,4936 1,1034 0,8397 0,6992 0,6562 0,6828 0,7590 0,8691 0,9962 1,1227 1,2372 1,3423 1,4576 1,6036 1,7776 1,9488 2,0781 2,1363 2,1075 1,9892 1,7910 1,5288 1,2178 0,8729 0,5068 0,1202 -0,2999 -0,7608 -1,2445 -1,7084 -2,0973 -2,3582 -2,4600 -2,4083 -2,2444 -2,0316 -1,8306 -1,6752 -1,5623 -1,4624 -1,3442 -1,1935 -1,0147
Fz    -0,1856 -0,2843 -0,3717 -0,4396 -0,4848 -0,5131 -0,5334 -0,5476 -0,5492 -0,5308 -0,4909 -0,4377 -0,3903 -0,3729 -0,4015 -0,4717 -0,5614 -0,6453 -0,6994 -0,6981 -0,6192 -0,4557 -0,2285 0,0155 0,2215 0,3507 0,3971 0,3874 0,3650 0,3657 0,4051 0,4764 0,5587 0,6297 0,6779 0,7028 0,7069 0,6879 0,6364 0,5410 0,3994 0,2263 0,0521 -0,0834 -0,1365 -0,0710 0,1234 0,4207 0,7652 1,0909 1,3446 1,5032 1,5718 1,5668 1,5052 1,4057 1,2893 1,1699 1,0434 0,8943 0,7181 0,5349 0,3800 0,2843 0,2677 0,3401 0,5003 0,7333 1,0096 1,2887 1,5267 1,6857 1,7458 1,7126 1,6163 1,4985 1,3960 1,3289 1,3009 1,3040 1,3241 1,3480 1,3699 1,3920 1,4232 1,4777 1,5692 1,7025 1,8734 2,0785 2,3149 2,5669 2,7988 2,9677 3,0441 3,0260 2,9407 2,8311 2,7386 2,6871 2,6763 2,6878 2,6958 2,6741 2,6026 2,4748 2,3019 2,1084 1,9190 1,7455 1,5795 1,3992 1,1841 0,9263 0,6339 0,3261 0,0227 -0,2646 -0,5274 -0,7480 -0,9030 -0,9798 -0,9855 -0,9388 -0,8575 -0,7524 -0,6304 -0,5024 -0,3869 -0,3025 -0,2526 -0,2207 -0,1788 -0,1033 0,0146 0,1656 0,3243 0,4590 0,5473 0,5840 0,5792 0,5511 0,5212 0,5085 0,5256 0,5792 0,6750 0,8198 1,0152 1,2531 1,5155 1,7853 2,0588 2,3485 2,6718 3,0371 3,4437 3,8884 4,3655 4,8593 5,3434 5,7882 6,1728 6,4911 6,7459 6,9338 7,0374 7,0383 6,9389 6,7699 6,5788 6,4129 6,3068 6,2718 6,2928 6,3373 6,3716 6,3745 6,3399 6,2752 6,1937 6,1056 6,0139 5,9123 5,7860 5,6202 5,4098 5,1634 4,9021 4,6570 4,4577 4,3171 4,2256 4,1620 4,1086 4,0593 4,0167 3,9861 3,9740 3,9864 4,0212 4,0613 4,0728 4,0142 3,8512 3,5733 3,2026 2,7886 2,3925 2,0695 1,8558 1,7651 1,7876 1,8917 2,0341 2,1782 2,2999 2,3818 2,4119 2,3905 2,3288 2,2383 2,1230 1,9839 1,8280 1,6711 1,5277 1,3993 1,2753 1,1402 0,9794 0,7856 0,5659 0,3389 0,1244 -0,0661 -0,2346 -0,3973 -0,5713 -0,7605 -0,9555 -1,1487 -1,3442 -1,5525 -1,7771 -2,0084 -2,2250 -2,4011 -2,5173 -2,5732 -2,5946 -2,6227 -2,6924 -2,8170 -2,9864 -3,1729 -3,3431 -3,4692 -3,5368 -3,5488 -3,5219 -3,4768 -3,4266 -3,3715 -3,3022 -3,2081 -3,0845 -2,9341 -2,7640 -2,5815 -2,3978 -2,2326 -2,1088 -2,0414 -2,0359 -2,0891 -2,1890 -2,3174 -2,4545 -2,5800 -2,6760 -2,7287 -2,7291 -2,6726 -2,5585 -2,3893 -2,1735 -1,9311 -1,6902 -1,4765 -1,3065 -1,1879 -1,1216 -1,1008 -1,1074 -1,1085 -1,0652 -0,9505 -0,7612 -0,5178 -0,2558 -0,0153 0,1666 0,2586 0,2422 0,1205 -0,0782 -0,3078 -0,5201 -0,6814 -0,7821 -0,8355 -0,8666 -0,8976 -0,9370 -0,9773 -1,0030 -1,0016 -0,9713 -0,9244 -0,8827 -0,8681 -0,8915 -0,9471 -1,0170 -1,0780 -1,1048 -1,0770 -0,9891 -0,8563 -0,7101 -0,5839 -0,5014 -0,4712 -0,4845 -0,5188 -0,5524 -0,5810 -0,6160 -0,6704 -0,7474 -0,8419 -0,9444 -1,0437 -1,1307 -1,1986 -1,2420 -1,2570 -1,2442 -1,2063 -1,1440 -1,0593 -0,9570 -0,8426 -0,7229 -0,6099 -0,5217 -0,4749 -0,4737 -0,5058 -0,5519 -0,5974 -0,6337 -0,6524 -0,6460 -0,6182 -0,5881 -0,5796 -0,6081 -0,6742 -0,7676 -0,8754 -0,9900 -1,1126 -1,2506 -1,4070 -1,5715 -1,7264 -1,8604 -1,9726 -2,0688 -2,1601 -2,2583 -2,3671 -2,4762 -2,5658 -2,6126 -2,5968 -2,5055 -2,3378 -2,1137 -1,8754 -1,6742 -1,5446 -1,4870 -1,4709 -1,4533 -1,3965 -1,2787 -1,0988 -0,8787 -0,6544 -0,4591 -0,3139 -0,2280 -0,1986 -0,2132 -0,2590 -0,3283 -0,4127 -0,4924 -0,5389 -0,5273 -0,4523 -0,3302 -0,1834 -0,0208 0,1633 0,3708 0,5893 0,7993 0,9855 1,1379 1,2518 1,3310 1,3898 1,4459 1,5084 1,5746 1,6315 1,6581 1,6319 1,5416 1,3965 1,2241 1,0517 0,8881 0,7247 0,5535 0,3735 0,1813 -0,0296 -0,2574 -0,4888 -0,7031 -0,8796 -1,0017 -1,0593 -1,0546 -1,0050 -0,9377 -0,8767 -0,8376 -0,8241 -0,8257 -0,8183 -0,7759 -0,6885 -0,5717 -0,4610 -0,3963 -0,4038 -0,4840 -0,6148 -0,7657 -0,9111 -1,0371 -1,1411 -1,2226 -1,2758 -1,2929 -1,2714 -1,2151 -1,1321 -1,0351 -0,9363 -0,8392 -0,7395 -0,6352 -0,5306 -0,4301 -0,3333 -0,2394 -0,1544 -0,0935 -0,0754 -0,1147 -0,2142 -0,3617 -0,5349 -0,7167 -0,9054 -1,1135 -1,3517 -1,6105 -1,8546 -2,0410 -2,1480 -2,1862 -2,1855 -2,1744 -2,1698 -2,1753 -2,1917 -2,2232 -2,2711 -2,3243 -2,3637 -2,3784 -2,3740 -2,3679 -2,3766 -2,4059 -2,4521 -2,5110 -2,5817 -2,6607 -2,7397 -2,8105 -2,8690 -2,9144 -2,9462 -2,9604 -2,9486 -2,9017 -2,8141 -2,6813 -2,4955 -2,2486 -1,9340 -1,5496 -1,1057 -0,6294 -0,1553 0,2881 0,6867 1,0400 1,3563 1,6478 1,9259 2,1915 2,4267 2,6002 2,6828 2,6643 2,5614 2,4103 2,2469 2,0922 1,9523 1,8257 1,7043 1,5707 1,4022 1,1844 0,9251 0,6561 0,4195 0,2513 0,1702 0,1727 0,2394 0,3464 0,4743 0,6104 0,7470 0,8794 1,0042 1,1200 1,2301 1,3390 1,4419 1,5213 1,5565 1,5356 1,4591 1,3375 1,1838 1,0082 0,8171 0,6151 0,4016 0,1644 -0,1181 -0,4616 -0,8593 -1,2773 -1,6624 -1,9576 -2,1239 -2,1576 -2,0907 -1,9769 -1,8676 -1,7909 -1,7454 -1,7092 -1,6581 -1,5781 -1,4668
F3    0,3824 0,2723 0,1508 0,0271 -0,0859 -0,1788 -0,2457 -0,2823 -0,2855 -0,2567 -0,2042 -0,1466 -0,1134 -0,1344 -0,2241 -0,3702 -0,5413 -0,7032 -0,8245 -0,8729 -0,8213 -0,6638 -0,4266 -0,1627 0,0685 0,2255 0,2999 0,3147 0,3087 0,3175 0,3619 0,4432 0,5433 0,6330 0,6863 0,6922 0,6557 0,5858 0,4826 0,3382 0,1500 -0,0675 -0,2832 -0,4550 -0,5335 -0,4714 -0,2457 0,1203 0,5589 0,9815 1,3118 1,5112 1,5825 1,5512 1,4488 1,3073 1,1592 1,0276 0,9126 0,7931 0,6500 0,4855 0,3209 0,1852 0,1091 0,1217 0,2431 0,4765 0,8017 1,1752 1,5392 1,8330 2,0096 2,0523 1,9811 1,8403 1,6771 1,5271 1,4095 1,3282 1,2732 1,2279 1,1826 1,1413 1,1215 1,1491 1,2456 1,4109 1,6251 1,8678 2,1257 2,3796 2,5942 2,7295 2,7625 2,7004 2,5785 2,4433 2,3351 2,2747 2,2536 2,2405 2,2014 2,1135 1,9686 1,7748 1,5534 1,3308 1,1294 0,9622 0,8266 0,7043 0,5692 0,4019 0,1974 -0,0350 -0,2795 -0,5217 -0,7452 -0,9243 -1,0325 -1,0596 -1,0156 -0,9187 -0,7829 -0,6161 -0,4293 -0,2476 -0,1091 -0,0460 -0,0607 -0,1198 -0,1723 -0,1758 -0,1125 0,0077 0,1522 0,2795 0,3582 0,3786 0,3494 0,2887 0,2193 0,1662 0,1515 0,1902 0,2893 0,4495 0,6641 0,9159 1,1781 1,4262 1,6540 1,8782 2,1228 2,4025 2,7216 3,0841 3,4891 3,9223 4,3597 4,7775 5,1573 5,4891 5,7659 5,9716 6,0759 6,0489 5,8872 5,6226 5,3079 4,9992 4,7448 4,5745 4,4916 4,4755 4,4962 4,5279 4,5554 4,5732 4,5797 4,5731 4,5514 4,5090 4,4303 4,2979 4,1069 3,8673 3,5998 3,3343 3,0979 2,9020 2,7444 2,6217 2,5354 2,4884 2,4789 2,4987 2,5396 2,5969 2,6688 2,7477 2,8125 2,8291 2,7609 2,5838 2,2985 1,9355 1,5473 1,1919 0,9177 0,7554 0,7102 0,7582 0,8583 0,9713 1,0670 1,1184 1,1035 1,0204 0,8891 0,7388 0,5940 0,4719 0,3857 0,3481 0,3641 0,4195 0,4834 0,5188 0,4917 0,3819 0,1917 -0,0568 -0,3349 -0,6160 -0,8842 -1,1393 -1,3881 -1,6312 -1,8635 -2,0850 -2,3037 -2,5280 -2,7584 -2,9863 -3,1961 -3,3676 -3,4819 -3,5362 -3,5550 -3,5794 -3,6431 -3,7567 -3,9062 -4,0605 -4,1842 -4,2529 -4,2607 -4,2184 -4,1440 -4,0560 -3,9693 -3,8901 -3,8142 -3,7327 -3,6367 -3,5171 -3,3636 -3,1693 -2,9425 -2,7116 -2,5124 -2,3696 -2,2907 -2,2702 -2,2971 -2,3599 -2,4451 -2,5326 -2,5988 -2,6235 -2,5896 -2,4827 -2,2959 -2,0347 -1,7179 -1,3743 -1,0374 -0,7371 -0,4932 -0,3122 -0,1901 -0,1178 -0,0767 -0,0291 0,0735 0,2620 0,5305 0,8406 1,1377 1,3694 1,5005 1,5169 1,4225 1,2385 1,0013 0,7548 0,5389 0,3806 0,2900 0,2594 0,2651 0,2763 0,2699 0,2396 0,1933 0,1449 0,1044 0,0705 0,0302 -0,0319 -0,1222 -0,2350 -0,3576 -0,4732 -0,5610 -0,6028 -0,5915 -0,5371 -0,4613 -0,3862 -0,3277 -0,2942 -0,2818 -0,2729 -0,2499 -0,2134 -0,1825 -0,1782 -0,2111 -0,2809 -0,3774 -0,4803 -0,5639 -0,6057 -0,5916 -0,5185 -0,3988 -0,2572 -0,1169 0,0105 0,1239 0,2260 0,3159 0,3871 0,4309 0,4418 0,4266 0,4044 0,3947 0,4055 0,4355 0,4848 0,5568 0,6469 0,7342 0,7883 0,7857 0,7212 0,6086 0,4697 0,3222 0,1718 0,0136 -0,1559 -0,3280 -0,4887 -0,6327 -0,7661 -0,8982 -1,0380 -1,1893 -1,3432 -1,4784 -1,5695 -1,5956 -1,5441 -1,4114 -1,2046 -0,9496 -0,6948 -0,4964 -0,3908 -0,3771 -0,4206 -0,4722 -0,4846 -0,4237 -0,2769 -0,0565 0,2077 0,4836 0,7451 0,9735 1,1585 1,2950 1,3751 1,3891 1,3402 1,2562 1,1824 1,1613 1,2096 1,3144 1,4535 1,6195 1,8183 2,0470 2,2848 2,5101 2,7140 2,8925 3,0382 3,1461 3,2233 3,2880 3,3575 3,4369 3,5130 3,5520 3,5109 3,3622 3,1151 2,8143 2,5129 2,2390 1,9898 1,7549 1,5293 1,3069 1,0829 0,8633 0,6667 0,5143 0,4225 0,4015 0,4550 0,5706 0,7121 0,8314 0,8908 0,8751 0,7911 0,6633 0,5267 0,4140 0,3402 0,2961 0,2544 0,1850 0,0728 -0,0728 -0,2283 -0,3719 -0,4916 -0,5837 -0,6502 -0,6923 -0,7077 -0,6940 -0,6510 -0,5760 -0,4634 -0,3167 -0,1525 0,0122 0,1688 0,3093 0,4230 0,5043 0,5604 0,6067 0,6552 0,7059 0,7455 0,7518 0,7050 0,6028 0,4616 0,2995 0,1174 -0,1014 -0,3728 -0,6896 -1,0177 -1,3146 -1,5566 -1,7489 -1,9125 -2,0661 -2,2160 -2,3574 -2,4850 -2,5965 -2,6854 -2,7353 -2,7343 -2,6926 -2,6429 -2,6241 -2,6622 -2,7564 -2,8845 -3,0186 -3,1346 -3,2142 -3,2488 -3,2472 -3,2366 -3,2491 -3,3001 -3,3752 -3,4395 -3,4583 -3,4124 -3,2981 -3,1187 -2,8807 -2,5899 -2,2479 -1,8587 -1,4373 -1,0088 -0,5995 -0,2278 0,0998 0,3907 0,6626 0,9354 1,2170 1,4918 1,7247 1,8793 1,9401 1,9247 1,8757 1,8371 1,8325 1,8605 1,9065 1,9498 1,9591 1,8946 1,7296 1,4710 1,1603 0,8556 0,6080 0,4414 0,3466 0,2958 0,2639 0,2389 0,2229 0,2268 0,2627 0,3343 0,4361 0,5644 0,7203 0,8963 1,0689 1,2108 1,3051 1,3447 1,3264 1,2495 1,1158 0,9307 0,7049 0,4497 0,1662 -0,1583 -0,5317 -0,9383 -1,3384 -1,6805 -1,9173 -2,0221 -1,9983 -1,8787 -1,7139 -1,5529 -1,4233 -1,3229 -1,2272 -1,1095 -0,9568 -0,7731
F7    0,3850 0,3843 0,3907 0,3946 0,3882 0,3620 0,3087 0,2330 0,1520 0,0856 0,0442 0,0226 0,0005 -0,0484 -0,1429 -0,2823 -0,4495 -0,6204 -0,7674 -0,8592 -0,8706 -0,7937 -0,6441 -0,4578 -0,2797 -0,1504 -0,0910 -0,0901 -0,1084 -0,1012 -0,0425 0,0628 0,1846 0,2895 0,3614 0,4033 0,4247 0,4290 0,4105 0,3600 0,2719 0,1491 0,0078 -0,1209 -0,1965 -0,1847 -0,0766 0,1023 0,3022 0,4677 0,5581 0,5620 0,4983 0,4024 0,3100 0,2465 0,2205 0,2197 0,2138 0,1699 0,0777 -0,0441 -0,1627 -0,2488 -0,2817 -0,2491 -0,1496 0,0072 0,2023 0,4104 0,6046 0,7628 0,8730 0,9364 0,9683 0,9912 1,0198 1,0532 1,0814 1,0939 1,0820 1,0427 0,9820 0,9125 0,8482 0,8035 0,7933 0,8251 0,8961 0,9983 1,1236 1,2624 1,3997 1,5167 1,5910 1,6027 1,5454 1,4323 1,2899 1,1451 1,0107 0,8822 0,7509 0,6151 0,4779 0,3423 0,2108 0,0882 -0,0203 -0,1161 -0,2124 -0,3283 -0,4779 -0,6630 -0,8772 -1,1114 -1,3565 -1,6021 -1,8314 -2,0185 -2,1380 -2,1794 -2,1506 -2,0713 -1,9622 -1,8353 -1,6918 -1,5343 -1,3787 -1,2483 -1,1546 -1,0871 -1,0222 -0,9372 -0,8213 -0,6796 -0,5329 -0,4079 -0,3209 -0,2677 -0,2287 -0,1832 -0,1200 -0,0399 0,0489 0,1374 0,2228 0,3088 0,4020 0,5093 0,6344 0,7786 0,9475 1,1525 1,4033 1,6989 2,0307 2,3890 2,7607 3,1229 3,4480 3,7149 3,9172 4,0623 4,1593 4,2045 4,1795 4,0690 3,8814 3,6507 3,4212 3,2323 3,1098 3,0603 3,0683 3,1054 3,1455 3,1751 3,1913 3,1957 3,1876 3,1621 3,1160 3,0463 2,9443 2,7996 2,6139 2,4046 2,1975 2,0161 1,8691 1,7427 1,6091 1,4480 1,2602 1,0660 0,8930 0,7651 0,6938 0,6757 0,6940 0,7200 0,7171 0,6491 0,4910 0,2411 -0,0717 -0,3970 -0,6796 -0,8760 -0,9614 -0,9324 -0,8090 -0,6352 -0,4648 -0,3366 -0,2646 -0,2486 -0,2837 -0,3592 -0,4580 -0,5641 -0,6657 -0,7513 -0,8063 -0,8176 -0,7854 -0,7273 -0,6725 -0,6491 -0,6752 -0,7539 -0,8725 -1,0091 -1,1434 -1,2661 -1,3851 -1,5226 -1,6998 -1,9190 -2,1641 -2,4196 -2,6819 -2,9508 -3,2151 -3,4516 -3,6352 -3,7502 -3,7979 -3,8012 -3,8004 -3,8354 -3,9235 -4,0546 -4,2023 -4,3413 -4,4560 -4,5398 -4,5895 -4,6019 -4,5706 -4,4888 -4,3554 -4,1756 -3,9585 -3,7187 -3,4759 -3,2493 -3,0512 -2,8828 -2,7379 -2,6124 -2,5064 -2,4202 -2,3513 -2,2959 -2,2516 -2,2178 -2,1930 -2,1698 -2,1333 -2,0666 -1,9558 -1,7943 -1,5838 -1,3329 -1,0570 -0,7801 -0,5307 -0,3311 -0,1882 -0,0954 -0,0412 -0,0156 -0,0077 0,0031 0,0459 0,1423 0,2943 0,4839 0,6785 0,8405 0,9382 0,9522 0,8791 0,7335 0,5475 0,3636 0,2205 0,1386 0,1141 0,1268 0,1536 0,1787 0,1964 0,2081 0,2182 0,2341 0,2607 0,2906 0,3012 0,2685 0,1824 0,0514 -0,1030 -0,2529 -0,3679 -0,4213 -0,4017 -0,3203 -0,2083 -0,1048 -0,0428 -0,0380 -0,0813 -0,1424 -0,1887 -0,2023 -0,1831 -0,1405 -0,0864 -0,0359 -0,0038 0,0037 -0,0083 -0,0285 -0,0444 -0,0474 -0,0356 -0,0069 0,0461 0,1317 0,2525 0,4021 0,5657 0,7231 0,8542 0,9440 0,9895 1,0019 0,9989 0,9924 0,9859 0,9810 0,9794 0,9753 0,9517 0,8921 0,7946 0,6738 0,5520 0,4456 0,3546 0,2653 0,1582 0,0179 -0,1589 -0,3628 -0,5775 -0,7842 -0,9671 -1,1184 -1,2372 -1,3219 -1,3667 -1,3669 -1,3245 -1,2447 -1,1285 -0,9706 -0,7714 -0,5513 -0,3525 -0,2198 -0,1724 -0,1927 -0,2374 -0,2600 -0,2280 -0,1323 0,0131 0,1788 0,3348 0,4609 0,5488 0,5989 0,6167 0,6070 0,5730 0,5248 0,4871 0,4921 0,5627 0,6996 0,8781 1,0643 1,2393 1,4038 1,5611 1,7050 1,8265 1,9220 1,9912 2,0353 2,0628 2,0934 2,1504 2,2458 2,3713 2,4981 2,5866 2,6016 2,5283 2,3795 2,1864 1,9757 1,7523 1,5079 1,2461 0,9889 0,7574 0,5588 0,3914 0,2520 0,1377 0,0457 -0,0240 -0,0682 -0,0879 -0,0956 -0,1090 -0,1411 -0,1959 -0,2675 -0,3405 -0,3966 -0,4227 -0,4200 -0,4075 -0,4188 -0,4880 -0,6280 -0,8201 -1,0277 -1,2194 -1,3799 -1,5055 -1,5954 -1,6453 -1,6482 -1,6026 -1,5139 -1,3879 -1,2295 -1,0507 -0,8703 -0,7029 -0,5525 -0,4187 -0,3014 -0,1981 -0,1040 -0,0185 0,0496 0,0841 0,0669 -0,0168 -0,1727 -0,3911 -0,6509 -0,9331 -1,2318 -1,5499 -1,8842 -2,2127 -2,4957 -2,6949 -2,7984 -2,8302 -2,8340 -2,8497 -2,8959 -2,9657 -3,0424 -3,1178 -3,1908 -3,2556 -3,3015 -3,3219 -3,3222 -3,3193 -3,3324 -3,3687 -3,4205 -3,4772 -3,5349 -3,5918 -3,6437 -3,6908 -3,7425 -3,8103 -3,8981 -3,9968 -4,0848 -4,1381 -4,1422 -4,0921 -3,9796 -3,7900 -3,5077 -3,1240 -2,6473 -2,1098 -1,5588 -1,0385 -0,5772 -0,1842 0,1457 0,4261 0,6728 0,8964 1,0957 1,2605 1,3817 1,4608 1,5133 1,5600 1,6115 1,6605 1,6888 1,6789 1,6166 1,4853 1,2677 0,9599 0,5834 0,1842 -0,1809 -0,4645 -0,6430 -0,7195 -0,7152 -0,6578 -0,5736 -0,4833 -0,4001 -0,3302 -0,2727 -0,2176 -0,1471 -0,0474 0,0757 0,1964 0,2826 0,3093 0,2657 0,1555 -0,0075 -0,2048 -0,4178 -0,6322 -0,8417 -1,0521 -1,2792 -1,5372 -1,8248 -2,1175 -2,3709 -2,5353 -2,5768 -2,4918 -2,3085 -2,0768 -1,8484 -1,6561 -1,5067 -1,3889 -1,2894 -1,2044 -1,1382
