Fp1   -2,0937 -2,0432 -2,0563 -2,0270 -1,9398 -1,8605 -1,8876 -2,0726 -2,3662 -2,6406 -2,7709 -2,6914 -2,3766 -1,8265 -1,1068 -0,3569 0,2727 0,6580 0,7014 0,3794 -0,1991 -0,8289 -1,3228 -1,6026 -1,6918 -1,6313 -1,4291 -1,1026 -0,7224 -0,3714 -0,0662 0,2534 0,6550 1,1484 1,6767 2,1419 2,4401 2,5127 2,3938 2,1995 2,0558 2,0270 2,0985 2,2107 2,3132 2,4057 2,5470 2,8208 3,2768 3,8961 4,5853 5,1808 5,5039 5,4564 5,0779 4,5233 3,9763 3,5448 3,2318 3,0036 2,8571 2,8109 2,8599 2,9668 3,0997 3,2718 3,5298 3,8993 4,3351 4,7079 4,8676 4,7648 4,4971 4,2209 4,0532 4,0508 4,2154 4,4849 4,7511 4,9254 4,9919 4,9998 5,0089 5,0453 5,1003 5,1416 5,1170 4,9619 4,6292 4,1409 3,6121 3,1929 2,9811 3,0107 3,2817 3,7471 4,3063 4,8554 5,3340 5,7053 5,9142 5,9113 5,7170 5,4189 5,1050 4,8201 4,5760 4,3538 4,0692 3,5751 2,7624 1,6847 0,5442 -0,4737 -1,3076 -1,9904 -2,5985 -3,2073 -3,8261 -4,3604 -4,6563 -4,6199 -4,3209 -3,9680 -3,7694 -3,8134 -4,0588 -4,4127 -4,7919 -5,1064 -5,2395 -5,0993 -4,6973 -4,1723 -3,7078 -3,4151 -3,3138 -3,3704 -3,4995 -3,5860 -3,5419 -3,3020 -2,8137 -2,1053 -1,3033 -0,5221 0,2010 0,8365 1,3058 1,5230 1,4614 1,1783 0,8090 0,5348 0,5110 0,7738 1,2111 1,6602 2,0425 2,3834 2,7184 3,0143 3,1608 3,0141 2,4982 1,7129 0,9190 0,3753 0,1578 0,1183 0,0160 -0,2975 -0,7810 -1,2485 -1,5171 -1,5274 -1,3346 -1,0269 -0,6775 -0,3361 -0,0219 0,2782 0,5694 0,7979 0,8598 0,6830 0,3169 -0,0746 -0,3166 -0,3147 -0,0694 0,3555 0,8717 1,3955 1,8614 2,2182 2,4225 2,4479 2,2916 1,9701 1,5176 0,9815 0,4004 -0,2139 -0,8452 -1,4379 -1,9299 -2,3081 -2,6052 -2,8492 -3,0330 -3,1372 -3,1716 -3,1972 -3,2978 -3,5043 -3,7585 -3,9912 -4,2075 -4,4456 -4,6957 -4,9142 -5,0909 -5,2758 -5,5463 -5,9170 -6,2785 -6,4612 -6,3481 -5,9271 -5,2878 -4,5586 -3,8228 -3,1149 -2,4700 -1,9140 -1,4067 -0,8680 -0,2874 0,2271 0,5200 0,4981 0,1839 -0,3278 -0,9319 -1,5272 -2,0297 -2,4055 -2,6617 -2,7919 -2,7660 -2,5696 -2,2152 -1,7354 -1,1878 -0,6312 -0,1118 0,2807 0,3951 0,1261 -0,4658 -1,1737 -1,8014 -2,3145 -2,8333 -3,4843 -4,2773 -5,1067 -5,8098 -6,2250 -6,2751 -5,9997 -5,4589 -4,6645 -3,6645 -2,6090 -1,6477 -0,8272 -0,1373 0,4163 0,8307 1,1248 1,2891 1,2697 1,0521 0,7195 0,3865 0,0995 -0,1888 -0,5621 -1,0520 -1,5808 -1,9764 -2,0682 -1,8090 -1,3091 -0,7495 -0,2801 0,0046 0,0630 -0,0609 -0,2431 -0,3664 -0,3843 -0,2967 -0,0926 0,2417 0,6588 1,0504 1,3262 1,4450 1,3860 1,1409 0,7215 0,1252 -0,6911 -1,7158 -2,7635 -3,5451 -3,8636 -3,6792 -3,0305 -1,9836 -0,6528 0,7824 2,0978 3,0591 3,4842 3,3620 2,9222 2,5068 2,3397 2,4360 2,6804 2,9321 3,0772 3,0436 2,8216 2,4715 2,0887 1,7626 1,5575 1,4987 1,5715 1,7179 1,8290 1,7723 1,4562 0,8977 0,2414 -0,3110 -0,6234 -0,6914 -0,5984 -0,4269 -0,2177 0,0056 0,1764 0,1769 -0,0711 -0,5198 -1,0066 -1,3371 -1,3932 -1,2083 -0,9582 -0,8606 -1,0422 -1,4767 -2,0422 -2,6104 -3,0775 -3,3584 -3,3942 -3,1745 -2,7393 -2,1489 -1,4473 -0,6670 0,1325 0,8582 1,4328 1,8211 1,9965 1,9343 1,6558 1,2521 0,8687 0,6465 0,6230 0,6879 0,6790 0,5317 0,2974 0,0400 -0,2150 -0,4479 -0,6381 -0,7909 -0,9320 -1,0722 -1,1856 -1,2263 -1,1642 -1,0064 -0,7959 -0,5898 -0,4245 -0,2968 -0,1745 -0,0243 0,1717 0,4095 0,6406 0,7617 0,6778 0,4189 0,1715 0,1346 0,3564 0,7415 1,1592 1,5172 1,7926 2,0120 2,1783 2,2321 2,0948 1,7283 1,1624 0,4992 -0,1074 -0,5216 -0,7161 -0,7824 -0,8304 -0,8974 -0,9633 -1,0152 -1,0592 -1,0790 -1,0239 -0,8627 -0,6112 -0,2814 0,1514 0,7017 1,3202 1,8965 2,2971 2,4119 2,2167 1,7928 1,2468 0,6289 -0,0344 -0,6713 -1,1731 -1,4712 -1,5812 -1,5574 -1,4296 -1,2060 -0,9191 -0,6609 -0,5717 -0,7538 -1,1594 -1,5802 -1,7881 -1,6864 -1,3020 -0,6887 0,0896 0,9137 1,6360 2,1590 2,4573 2,5587 2,5369 2,4715 2,3695 2,1407 1,6688 0,9175 -0,0180 -0,9451 -1,6699 -2,0967 -2,2559 -2,2382 -2,1227 -1,9741 -1,8660 -1,8645 -1,9873 -2,1867 -2,3669 -2,4118 -2,2381 -1,8755 -1,4734 -1,1966 -1,1262 -1,2601 -1,5740 -2,0510 -2,6608 -3,3336 -3,9598 -4,4252 -4,6622 -4,6820 -4,5788 -4,4948 -4,5428 -4,7277 -4,9490 -5,0961 -5,1226 -5,0416 -4,9020 -4,7672 -4,6749 -4,6219 -4,5963 -4,5822 -4,5318 -4,3765 -4,0852 -3,7038 -3,3330 -3,0496 -2,8485 -2,6761 -2,5074 -2,3513 -2,1961 -2,0299 -1,9101 -1,9335 -2,1386 -2,4749 -2,8499 -3,1832 -3,4307 -3,5821 -3,6402 -3,6222 -3,5775 -3,5654 -3,6010 -3,6543 -3,7035 -3,7669 -3,8879 -4,1120 -4,4760 -4,9821 -5,5575 -6,0687 -6,4072 -6,5476 -6,5302 -6,4077 -6,1941 -5,8638 -5,4118 -4,9027 -4,4426 -4,1059 -3,8966 -3,7625 -3,6311 -3,4525 -3,2406 -3,0763 -3,0612 -3,2593 -3,6615 -4,1867 -4,7191 -5,1632 -5,4715 -5,6281 -5,6189 -5,4137 -4,9827 -4,3500 -3,6361 -3,0263 -2,6685 -2,5958 -2,7375 -2,9973 -3,3372 -3,7785 -4,3175 -4,8714 -5,3165
Fz    -0,2675 -0,2300 -0,2815 -0,3504 -0,4084 -0,4552 -0,5267 -0,6908 -1,0043 -1,4594 -1,9730 -2,4133 -2,6267 -2,4822 -1,9520 -1,1404 -0,2169 0,6431 1,2678 1,5246 1,3902 0,9687 0,4235 -0,1113 -0,5639 -0,8957 -1,0744 -1,0949 -1,0044 -0,8664 -0,6962 -0,4493 -0,0771 0,4175 0,9719 1,4849 1,8502 2,0048 1,9614 1,7852 1,5407 1,2628 0,9660 0,6737 0,4344 0,3086 0,3477 0,5752 0,9794 1,5303 2,1823 2,8324 3,3195 3,5147 3,4102 3,1190 2,7846 2,4756 2,1677 1,8251 1,4687 1,1574 0,9285 0,7669 0,6298 0,5053 0,4395 0,4977 0,7013 0,9967 1,2936 1,5518 1,8096 2,1253 2,5274 3,0105 3,5282 3,9876 4,2911 4,4015 4,3562 4,2316 4,1034 4,0113 3,9375 3,8203 3,6095 3,3085 2,9549 2,5854 2,2504 2,0312 2,0076 2,2170 2,6490 3,2455 3,9078 4,5306 5,0362 5,3691 5,4736 5,3215 4,9504 4,4431 3,8823 3,3351 2,8606 2,4867 2,1609 1,7570 1,1693 0,4137 -0,3829 -1,0986 -1,6814 -2,1244 -2,4499 -2,7051 -2,9248 -3,0918 -3,1379 -3,0058 -2,7369 -2,4790 -2,3775 -2,4661 -2,6799 -2,9489 -3,2406 -3,5195 -3,7174 -3,7688 -3,6576 -3,4258 -3,1324 -2,8121 -2,4894 -2,1960 -1,9470 -1,7384 -1,5629 -1,3862 -1,1421 -0,7956 -0,3664 0,1250 0,6669 1,1943 1,5874 1,7467 1,6447 1,3308 0,9321 0,6311 0,5840 0,8253 1,2524 1,7185 2,1483 2,5671 3,0272 3,5166 3,9271 4,1002 3,9360 3,4921 2,9651 2,5440 2,2587 1,9803 1,5812 1,0816 0,6338 0,3955 0,4314 0,7104 1,1519 1,6619 2,1535 2,5600 2,8372 2,9666 2,9485 2,7846 2,4725 2,0258 1,5092 1,0334 0,7065 0,5957 0,7235 1,0735 1,5886 2,1712 2,7104 3,1218 3,3741 3,4833 3,4666 3,3061 2,9690 2,4479 1,7641 0,9526 0,0715 -0,7857 -1,5177 -2,0582 -2,3943 -2,5518 -2,5693 -2,4952 -2,4029 -2,3828 -2,4997 -2,7444 -3,0316 -3,2707 -3,4432 -3,5863 -3,7205 -3,8315 -3,9083 -3,9820 -4,1293 -4,4000 -4,7300 -4,9601 -4,9363 -4,5881 -3,9459 -3,0915 -2,1067 -1,1015 -0,2505 0,2820 0,4675 0,4252 0,3059 0,1889 0,0651 -0,1136 -0,3821 -0,7580 -1,2515 -1,8394 -2,4551 -3,0292 -3,5117 -3,8437 -3,9600 -3,8341 -3,4869 -2,9600 -2,2980 -1,5315 -0,6847 0,1603 0,8425 1,2142 1,2441 1,0224 0,6715 0,2386 -0,3263 -1,0882 -2,0386 -3,0704 -3,9953 -4,5999 -4,7600 -4,5071 -3,9450 -3,1522 -2,2250 -1,3264 -0,5964 -0,0686 0,2746 0,4364 0,4309 0,3003 0,0732 -0,2432 -0,6146 -0,9711 -1,2544 -1,4509 -1,5856 -1,6989 -1,8103 -1,8893 -1,8630 -1,6644 -1,2897 -0,8151 -0,3589 -0,0255 0,1153 0,0301 -0,2521 -0,6205 -0,9244 -1,0442 -0,9223 -0,5402 0,0866 0,8640 1,6266 2,2199 2,5357 2,4935 2,0629 1,3063 0,3392 -0,7480 -1,8731 -2,8907 -3,6209 -3,9467 -3,8276 -3,2448 -2,1985 -0,7693 0,8367 2,3116 3,3313 3,6751 3,3481 2,6087 1,8203 1,2335 0,9073 0,7951 0,8497 1,0326 1,2635 1,4318 1,4742 1,4128 1,3257 1,2920 1,3455 1,4719 1,6259 1,7332 1,7021 1,4689 1,0520 0,5745 0,2210 0,1285 0,2951 0,6020 0,9172 1,1818 1,4178 1,6499 1,8271 1,8534 1,6835 1,3711 1,0375 0,7909 0,6580 0,5785 0,4617 0,2595 -0,0094 -0,3052 -0,6023 -0,8646 -1,0252 -1,0237 -0,8450 -0,5090 -0,0442 0,5166 1,1144 1,6465 1,9872 2,0496 1,8288 1,3810 0,7929 0,1740 -0,3596 -0,6954 -0,7433 -0,5029 -0,1140 0,2251 0,4180 0,5178 0,6331 0,8359 1,1315 1,4644 1,7430 1,8709 1,7838 1,4810 1,0246 0,5040 -0,0118 -0,5067 -1,0016 -1,4895 -1,8956 -2,1102 -2,0582 -1,7422 -1,2360 -0,6490 -0,0870 0,3825 0,7668 1,1519 1,6118 2,1076 2,5060 2,6668 2,5166 2,1033 1,5829 1,1167 0,7839 0,5831 0,4659 0,3598 0,2116 0,0382 -0,0970 -0,1681 -0,2151 -0,2823 -0,3667 -0,4474 -0,5290 -0,6319 -0,7525 -0,8502 -0,8781 -0,8017 -0,5775 -0,1465 0,5173 1,3510 2,1962 2,8532 3,1704 3,1262 2,8257 2,4019 1,9330 1,4573 1,0257 0,7038 0,5120 0,3866 0,2317 -0,0007 -0,2845 -0,5506 -0,7432 -0,8630 -0,9542 -1,0393 -1,0730 -0,9821 -0,7342 -0,3382 0,1896 0,8184 1,4795 2,0809 2,5350 2,7778 2,8063 2,7048 2,5873 2,4939 2,3552 2,0601 1,5529 0,8733 0,1311 -0,5409 -1,0426 -1,3383 -1,4287 -1,3113 -0,9985 -0,5592 -0,1066 0,2672 0,5473 0,7985 1,1129 1,5236 1,9462 2,2235 2,2308 1,9356 1,3931 0,7056 -0,0247 -0,7143 -1,2903 -1,6819 -1,8440 -1,7910 -1,5933 -1,3422 -1,1252 -1,0119 -1,0288 -1,1337 -1,2296 -1,2104 -1,0156 -0,6829 -0,3420 -0,1204 -0,0743 -0,2064 -0,4705 -0,7507 -0,9068 -0,8653 -0,6661 -0,4266 -0,2507 -0,1719 -0,1805 -0,2702 -0,4286 -0,6115 -0,7838 -0,9786 -1,2556 -1,6122 -1,9736 -2,2608 -2,4409 -2,5227 -2,5346 -2,5021 -2,4410 -2,3705 -2,3169 -2,2955 -2,3117 -2,3799 -2,5220 -2,7503 -3,0635 -3,4581 -3,9238 -4,4185 -4,8710 -5,2193 -5,4308 -5,5002 -5,4409 -5,2618 -4,9605 -4,5594 -4,1349 -3,7829 -3,5501 -3,4043 -3,2633 -3,0435 -2,7056 -2,2896 -1,9036 -1,6627 -1,6379 -1,8470 -2,2604 -2,8072 -3,4113 -4,0317 -4,6477 -5,2066 -5,6026 -5,7212 -5,5146 -5,0465 -4,4721 -3,9614 -3,6198 -3,4667 -3,4644 -3,5567 -3,6894 -3,8081 -3,8600 -3,8098
F3    -0,0184 -0,0145 -0,0699 -0,1154 -0,1565 -0,2518 -0,4870 -0,9245 -1,5391 -2,2078 -2,7748 -3,1155 -3,1420 -2,8112 -2,1679 -1,3429 -0,4807 0,2957 0,8655 1,1298 1,0683 0,7605 0,3395 -0,0918 -0,4956 -0,8513 -1,1150 -1,2569 -1,2989 -1,2682 -1,1316 -0,8094 -0,2575 0,4800 1,2904 2,0318 2,5597 2,7673 2,6412 2,2747 1,8144 1,3833 1,0379 0,7820 0,6143 0,5662 0,6947 1,0330 1,5573 2,2083 2,9086 3,5344 3,9144 3,9080 3,5004 2,8377 2,1515 1,6050 1,2110 0,9080 0,6721 0,5262 0,4784 0,4956 0,5331 0,5816 0,6809 0,8866 1,2142 1,5976 1,9297 2,1737 2,3960 2,6777 3,0457 3,4875 3,9659 4,4015 4,6862 4,7578 4,6557 4,4904 4,3536 4,2532 4,1191 3,8622 3,4460 2,9181 2,3701 1,8850 1,5349 1,3941 1,5224 1,9393 2,6052 3,4065 4,1865 4,8119 5,2180 5,3927 5,3334 5,0467 4,5827 4,0304 3,4824 3,0207 2,7146 2,5736 2,4821 2,2249 1,6313 0,7244 -0,2883 -1,1887 -1,8752 -2,3521 -2,6842 -2,9571 -3,2228 -3,4538 -3,5490 -3,4231 -3,1231 -2,8297 -2,7258 -2,8652 -3,1656 -3,5123 -3,8393 -4,1082 -4,2662 -4,2563 -4,0605 -3,7276 -3,3436 -2,9863 -2,7318 -2,6403 -2,6890 -2,7810 -2,8265 -2,7564 -2,4983 -2,0245 -1,3841 -0,6444 0,1325 0,8350 1,3037 1,4197 1,1773 0,6899 0,1531 -0,2132 -0,2438 0,0900 0,6595 1,2773 1,8387 2,3525 2,8533 3,3139 3,6240 3,6242 3,2096 2,4536 1,6113 0,9461 0,5308 0,2325 -0,1064 -0,4953 -0,7990 -0,8749 -0,6851 -0,2969 0,1866 0,6799 1,1253 1,4806 1,7191 1,8453 1,8732 1,7768 1,4903 0,9796 0,3178 -0,3312 -0,8142 -1,0570 -1,0514 -0,8166 -0,3932 0,1460 0,7114 1,2276 1,6538 1,9830 2,2028 2,2685 2,1459 1,8528 1,4218 0,8551 0,1522 -0,6448 -1,4535 -2,1863 -2,7756 -3,1782 -3,3746 -3,3877 -3,2997 -3,2253 -3,2516 -3,3805 -3,5274 -3,6139 -3,6606 -3,7499 -3,9241 -4,1619 -4,4250 -4,7083 -5,0494 -5,4557 -5,8201 -5,9571 -5,7250 -5,1127 -4,2369 -3,2491 -2,2519 -1,3246 -0,5793 -0,1190 0,0567 0,0577 0,0014 -0,0767 -0,2187 -0,4731 -0,8410 -1,2906 -1,7873 -2,2894 -2,7461 -3,1202 -3,3879 -3,5123 -3,4552 -3,2196 -2,8509 -2,4049 -1,9208 -1,4035 -0,8497 -0,3287 0,0061 0,0389 -0,1961 -0,5386 -0,8366 -1,0698 -1,3500 -1,8053 -2,4729 -3,2731 -4,0267 -4,5087 -4,5774 -4,2708 -3,7208 -3,0203 -2,2464 -1,5282 -0,9786 -0,6148 -0,4058 -0,3303 -0,3464 -0,3854 -0,4258 -0,5129 -0,6702 -0,8446 -0,9624 -1,0068 -1,0313 -1,1177 -1,3130 -1,5842 -1,8259 -1,9249 -1,8378 -1,6153 -1,3496 -1,1063 -0,9135 -0,7911 -0,7476 -0,7536 -0,7452 -0,6510 -0,4056 0,0488 0,7247 1,5230 2,2462 2,7011 2,7624 2,3820 1,6138 0,6122 -0,4622 -1,5320 -2,5581 -3,4341 -4,0090 -4,1991 -3,9999 -3,4052 -2,3991 -1,0391 0,4843 1,8706 2,7911 3,0141 2,5588 1,7458 1,0159 0,6564 0,6968 1,0095 1,4439 1,8698 2,1574 2,1999 1,9787 1,5822 1,1708 0,9073 0,8713 1,0217 1,2344 1,3666 1,3095 1,0303 0,6007 0,1816 -0,0527 -0,0174 0,2308 0,5464 0,8002 0,9530 1,0548 1,1619 1,2504 1,2463 1,1211 0,9312 0,7837 0,7589 0,8353 0,8922 0,8000 0,5155 0,0894 -0,4049 -0,9152 -1,3788 -1,6942 -1,7551 -1,5074 -0,9724 -0,2234 0,6546 1,5741 2,4147 3,0144 3,2340 3,0344 2,4836 1,7177 0,8956 0,1662 -0,3293 -0,4680 -0,2331 0,2156 0,6250 0,8393 0,8790 0,8476 0,8273 0,8558 0,9313 1,0131 1,0353 0,9456 0,7458 0,4912 0,2530 0,0746 -0,0588 -0,2060 -0,4078 -0,6418 -0,8312 -0,8908 -0,7640 -0,4391 0,0289 0,5074 0,8445 0,9851 1,0212 1,0840 1,2122 1,3643 1,4907 1,5606 1,5799 1,5949 1,6389 1,6835 1,6596 1,5084 1,2025 0,7698 0,3164 -0,0218 -0,1955 -0,2846 -0,4023 -0,5921 -0,8284 -1,0664 -1,2595 -1,3533 -1,3075 -1,1314 -0,8548 -0,4555 0,1300 0,9122 1,7979 2,6230 3,2070 3,4173 3,2483 2,8301 2,3158 1,7836 1,2630 0,7973 0,4372 0,1860 -0,0106 -0,2009 -0,3765 -0,4967 -0,5313 -0,4845 -0,4079 -0,3813 -0,4447 -0,5381 -0,5424 -0,3855 -0,0776 0,3351 0,7896 1,1951 1,4702 1,5914 1,5741 1,4485 1,2880 1,1923 1,1867 1,1701 0,9938 0,5875 0,0099 -0,5954 -1,0782 -1,3515 -1,4152 -1,3098 -1,0624 -0,6989 -0,2859 0,0866 0,3674 0,5655 0,7212 0,8863 1,1051 1,3588 1,5472 1,5551 1,3380 0,9397 0,4345 -0,1291 -0,7263 -1,3227 -1,8487 -2,2036 -2,3010 -2,1248 -1,7560 -1,3504 -1,0699 -0,9999 -1,1146 -1,3187 -1,5123 -1,6316 -1,6718 -1,6717 -1,6514 -1,5966 -1,5027 -1,3727 -1,1804 -0,8994 -0,5592 -0,2529 -0,0895 -0,1175 -0,2880 -0,5175 -0,7678 -1,0319 -1,2712 -1,4382 -1,5566 -1,7079 -1,9385 -2,2222 -2,5073 -2,7627 -2,9841 -3,1706 -3,2979 -3,3289 -3,2580 -3,1201 -2,9546 -2,7909 -2,6654 -2,6272 -2,7252 -3,0028 -3,4904 -4,1664 -4,9141 -5,5597 -5,9747 -6,1296 -6,0648 -5,8333 -5,4628 -4,9647 -4,3792 -3,7931 -3,2945 -2,9117 -2,6087 -2,3304 -2,0479 -1,7861 -1,6259 -1,6616 -1,9421 -2,4521 -3,1238 -3,8456 -4,4910 -4,9832 -5,3302 -5,5827 -5,7577 -5,8019 -5,6310 -5,2158 -4,6358 -4,0518 -3,6171 -3,4010 -3,3802 -3,4814 -3,6294 -3,7627 -3,8214 -3,7492 -3,5244
F7    -0,5960 -1,5952 -2,7184 -3,6768 -4,3219 -4,5588 -4,3137 -3,6523 -2,8443 -2,2232 -1,9710 -2,0276 -2,1306 -1,9229 -1,1599 0,0638 1,3428 2,2538 2,5894 2,3869 1,8453 1,2172 0,7119 0,4398 0,4007 0,4946 0,5917 0,6396 0,6720 0,6921 0,6056 0,3145 -0,1567 -0,6638 -1,0293 -1,1221 -0,9166 -0,4775 0,1392 0,9242 1,8467 2,8006 3,6302 4,1882 4,3544 4,0356 3,2124 1,9774 0,5324 -0,8242 -1,7586 -2,0470 -1,6780 -0,7969 0,3889 1,6248 2,6281 3,1843 3,2303 2,8515 2,2380 1,6340 1,2429 1,1150 1,1374 1,1630 1,1522 1,1812 1,3534 1,7070 2,1539 2,5110 2,6353 2,5289 2,3225 2,1915 2,2540 2,4800 2,6873 2,6278 2,1143 1,1890 0,2055 -0,3584 -0,2555 0,3584 1,1289 1,8393 2,4738 2,9985 3,2604 3,1609 2,7826 2,2965 1,8711 1,6967 1,9710 2,7510 3,8405 4,8877 5,5904 5,8139 5,5700 4,9128 3,8662 2,4683 0,8744 -0,6289 -1,7140 -2,1067 -1,7181 -0,7949 0,1713 0,7821 0,9453 0,7962 0,4985 0,1159 -0,3692 -0,9684 -1,6411 -2,3047 -2,8858 -3,3508 -3,6386 -3,6113 -3,1758 -2,4758 -1,8902 -1,7671 -2,1718 -2,9183 -3,7748 -4,5764 -5,1770 -5,3586 -4,8743 -3,6745 -2,0700 -0,5469 0,5816 1,2912 1,7256 2,0595 2,4312 2,9156 3,4973 4,0632 4,4483 4,4902 4,0978 3,3580 2,5515 1,9694 1,6867 1,5321 1,2586 0,7203 -0,0637 -0,9115 -1,5194 -1,5954 -1,0131 0,1510 1,6371 3,0239 3,8985 4,0931 3,6795 2,8148 1,7237 0,7168 0,0611 -0,1780 -0,1100 0,1533 0,5631 1,0519 1,5121 1,8592 2,0255 1,9302 1,5402 0,9578 0,3982 0,0238 -0,1892 -0,3551 -0,5089 -0,6195 -0,6768 -0,6753 -0,5727 -0,3250 0,0415 0,4064 0,6386 0,7189 0,7450 0,8267 1,0065 1,2278 1,3448 1,1988 0,7280 0,0035 -0,8518 -1,7485 -2,6236 -3,4021 -3,9934 -4,3247 -4,3843 -4,2228 -3,9141 -3,5479 -3,2421 -3,0969 -3,1254 -3,2474 -3,3289 -3,2461 -2,9656 -2,5827 -2,2914 -2,2750 -2,5570 -2,9682 -3,2586 -3,2296 -2,8253 -2,1483 -1,3743 -0,6533 -0,0848 0,2734 0,4076 0,3469 0,1582 -0,0859 -0,3894 -0,8260 -1,3804 -1,8791 -2,1247 -2,0225 -1,5815 -0,8937 -0,1354 0,4736 0,7579 0,6543 0,2132 -0,4544 -1,2188 -1,9226 -2,3761 -2,4034 -1,9134 -0,9841 0,0911 0,9270 1,2928 1,2118 0,8495 0,3749 -0,1264 -0,6666 -1,2571 -1,7855 -2,0546 -1,9587 -1,5759 -1,0984 -0,7256 -0,5753 -0,6205 -0,7370 -0,8400 -0,9340 -1,0472 -1,1702 -1,2229 -1,0853 -0,7404 -0,3474 -0,0932 -0,0297 -0,0892 -0,1846 -0,2828 -0,4110 -0,6047 -0,8427 -1,0214 -1,0216 -0,8400 -0,6395 -0,6426 -0,9570 -1,4766 -1,9379 -2,0935 -1,8489 -1,2808 -0,5678 0,1018 0,6057 0,9291 1,1306 1,2237 1,1117 0,7028 0,0746 -0,5300 -0,8728 -0,8873 -0,7105 -0,5734 -0,6346 -0,8668 -1,0795 -1,0480 -0,6473 0,0795 0,9454 1,7230 2,2370 2,4125 2,3096 2,0948 1,9218 1,8408 1,8450 1,9718 2,2757 2,6716 2,9069 2,7490 2,1457 1,2269 0,2227 -0,6440 -1,2339 -1,4876 -1,3838 -0,9241 -0,1657 0,7480 1,6459 2,4452 3,1496 3,7089 3,9771 3,8524 3,3862 2,7308 2,0093 1,2492 0,4302 -0,4454 -1,3456 -2,2222 -2,9920 -3,4976 -3,5230 -2,9123 -1,7157 -0,2338 1,0911 1,8988 2,1057 1,8887 1,4690 0,9404 0,3062 -0,3969 -1,0829 -1,6712 -2,0918 -2,2856 -2,2424 -2,0037 -1,5986 -0,9956 -0,1790 0,7201 1,4685 1,9120 2,0188 1,7854 1,2257 0,4493 -0,3406 -0,9399 -1,2365 -1,2503 -1,0773 -0,7767 -0,3598 0,0991 0,4362 0,5364 0,4229 0,1691 -0,2077 -0,7036 -1,2369 -1,6676 -1,8761 -1,8048 -1,5034 -1,1447 -0,8995 -0,7879 -0,7159 -0,5933 -0,3387 0,1313 0,8303 1,6480 2,3550 2,6664 2,4090 1,6744 0,7783 0,0615 -0,2731 -0,2179 0,0610 0,3448 0,4894 0,4419 0,2074 -0,1675 -0,6146 -1,0488 -1,3540 -1,3927 -1,0851 -0,5032 0,1471 0,6328 0,7858 0,5841 0,2147 0,0017 0,1860 0,7211 1,2908 1,5431 1,3266 0,7614 0,1169 -0,3975 -0,7372 -0,9688 -1,1632 -1,3230 -1,3784 -1,2654 -1,0193 -0,7718 -0,6285 -0,5625 -0,4555 -0,2216 0,1316 0,5019 0,7238 0,6788 0,3974 0,0246 -0,2558 -0,2617 0,0926 0,7137 1,3942 1,9229 2,1447 1,9979 1,5221 0,8396 0,1121 -0,5506 -1,1557 -1,7616 -2,3676 -2,9104 -3,3367 -3,6253 -3,7550 -3,7026 -3,4665 -3,0852 -2,6443 -2,2257 -1,8442 -1,4896 -1,2015 -1,0422 -1,0214 -1,1007 -1,2583 -1,5033 -1,8270 -2,1978 -2,6022 -3,0061 -3,2720 -3,2343 -2,8848 -2,4028 -1,9931 -1,7490 -1,6816 -1,8005 -2,0760 -2,3543 -2,4104 -2,1186 -1,5803 -1,0918 -0,9477 -1,2445 -1,8551 -2,5274 -2,9848 -3,0235 -2,5920 -1,7882 -0,7794 0,2642 1,1556 1,6813 1,6865 1,1578 0,2225 -0,8874 -1,9097 -2,6528 -3,0282 -3,0284 -2,7548 -2,4252 -2,2440 -2,2752 -2,4625 -2,6962 -2,8607 -2,9089 -2,9095 -2,9991 -3,2874 -3,7656 -4,2682 -4,5723 -4,5926 -4,4501 -4,3110 -4,2276 -4,1652 -4,0933 -4,0055 -3,8991 -3,7524 -3,5152 -3,1596 -2,7662 -2,5098 -2,5057 -2,6897 -2,8639 -2,8416 -2,5789 -2,2256 -2,0340 -2,1831 -2,6901 -3,4412 -4,2429 -4,8952 -5,3219 -5,6192 -5,9297 -6,3049 -6,6952 -7,0003 -7,0934 -6,8598 -6,2821 -5,4862 -4,6968 -4,1387 -3,9281 -4,0231 -4,2704 -4,5016 -4,6087 -4,5533
