Fp1   -0,4537 -0,7060 -1,0309 -1,3613 -1,6199 -1,7431 -1,6962 -1,4784 -1,1278 -0,7120 -0,2974 0,0799 0,4104 0,6907 0,9163 1,0936 1,2469 1,4062 1,5806 1,7490 1,8856 1,9881 2,0719 2,1400 2,1610 2,0780 1,8515 1,5029 1,1062 0,7286 0,3798 0,0181 -0,3922 -0,8201 -1,1651 -1,3188 -1,2297 -0,9307 -0,5263 -0,1462 0,1146 0,2267 0,2062 0,0682 -0,1977 -0,6084 -1,1490 -1,7577 -2,3521 -2,8805 -3,3542 -3,8163 -4,2669 -4,6252 -4,7698 -4,6198 -4,1849 -3,5529 -2,8425 -2,1536 -1,5505 -1,0749 -0,7495 -0,5632 -0,4768 -0,4536 -0,4788 -0,5636 -0,7471 -1,0872 -1,6298 -2,3659 -3,2163 -4,0664 -4,8295 -5,4804 -6,0275 -6,4620 -6,7402 -6,8009 -6,5974 -6,1505 -5,5896 -5,1089 -4,8621 -4,8936 -5,1487 -5,5317 -5,9525 -6,3365 -6,6291 -6,8190 -6,9388 -7,0335 -7,1366 -7,2633 -7,3888 -7,4238 -7,2421 -6,7631 -6,0170 -5,1413 -4,3176 -3,6845 -3,2804 -3,0501 -2,8977 -2,7462 -2,5694 -2,3825 -2,2107 -2,0722 -1,9835 -1,9481 -1,9159 -1,7709 -1,3898 -0,7214 0,1959 1,2656 2,3542 3,3025 3,9703 4,3090 4,4011 4,4090 4,4677 4,6199 4,8373 5,0788 5,3181 5,5385 5,7357 5,9213 6,0998 6,2533 6,3739 6,5019 6,7112 7,0499 7,4977 7,9714 8,3630 8,5874 8,6180 8,4824 8,2215 7,8576 7,4055 6,9022 6,4113 5,9964 5,7030 5,5691 5,6190 5,8311 6,1214 6,3711 6,4750 6,3820 6,1125 5,7504 5,4076 5,1746 5,0937 5,1514 5,2900 5,4520 5,6081 5,7301 5,7697 5,6873 5,4699 5,1169 4,6319 4,0303 3,3371 2,5888 1,8448 1,1826 0,6589 0,2556 -0,1261 -0,5885 -1,1450 -1,7057 -2,1529 -2,4305 -2,5804 -2,7012 -2,8614 -3,0454 -3,1872 -3,2420 -3,2252 -3,2008 -3,2351 -3,3516 -3,5289 -3,7358 -3,9583 -4,2062 -4,5000 -4,8460 -5,2161 -5,5360 -5,6874 -5,5448 -5,0299 -4,1486 -2,9996 -1,7550 -0,6140 0,2559 0,7646 0,9214 0,8204 0,5859 0,3175 0,0772 -0,0977 -0,1801 -0,1461 0,0120 0,2725 0,5837 0,8671 1,0402 1,0618 0,9573 0,8006 0,6765 0,6505 0,7503 0,9523 1,1872 1,3754 1,4717 1,4789 1,4279 1,3577 1,3057 1,2902 1,3006 1,3166 1,3325 1,3565 1,3962 1,4442 1,4637 1,3927 1,1781 0,8102 0,3308 -0,1825 -0,6411 -0,9680 -1,1070 -1,0203 -0,6942 -0,1581 0,5130 1,2219 1,8759 2,4027 2,7531 2,8944 2,8175 2,5544 2,1691 1,7286 1,2921 0,9128 0,6369 0,4973 0,5071 0,6594 0,9251 1,2457 1,5609 1,8672 2,2352 2,7392 3,3570 3,9531 4,3734 4,5450 4,4773 4,1999 3,7247 3,0577 2,2318 1,3366 0,5190 -0,0642 -0,3267 -0,3064 -0,1314 0,0811 0,2968 0,5556 0,9154 1,3959 1,9583 2,5330 3,0596 3,4950 3,7871 3,8576 3,6451 3,1707 2,5419 1,8844 1,2650 0,6663 0,0355 -0,6317 -1,2485 -1,6747 -1,8002 -1,6054 -1,1634 -0,5959 -0,0224 0,4685 0,8355 1,0924 1,2877 1,4561 1,5887 1,6441 1,5894 1,4390 1,2683 1,1761 1,2054 1,2997 1,3549 1,3146 1,2050 1,0941 1,0391 1,0626 1,1502 1,2565 1,3297 1,3520 1,3577 1,3963 1,4737 1,5373 1,5249 1,4308 1,3168 1,2540 1,2731 1,3697 1,5154 1,6507 1,7072 1,6517 1,4840 1,1927 0,7494 0,1635 -0,4732 -1,0119 -1,3196 -1,3349 -1,0759 -0,6155 -0,0574 0,4737 0,8505 0,9820 0,8482 0,5131 0,1061 -0,2294 -0,3838 -0,3029 -0,0004 0,4468 0,9354 1,3802 1,7244 1,9242 1,9533 1,8299 1,6153 1,3686 1,1053 0,8000 0,4283 0,0035 -0,4170 -0,7434 -0,8781 -0,7538 -0,3638 0,2352 0,9419 1,6385 2,2059 2,5400 2,5888 2,3864 2,0300 1,6148 1,1902 0,7633 0,3262 -0,1140 -0,5281 -0,8786 -1,1333 -1,2745 -1,3153 -1,3099 -1,3249 -1,3873 -1,4696 -1,5224 -1,5046 -1,3868 -1,1429 -0,7586 -0,2606 0,2698 0,7255 1,0255 1,1494 1,1381 1,0638 0,9901 0,9423 0,9106 0,8850 0,8757 0,8901 0,9128 0,9270 0,9393 0,9630 0,9781 0,9209 0,7285 0,3965 -0,0106 -0,4030 -0,7110 -0,8894 -0,9103 -0,7724 -0,5029 -0,1346 0,3143 0,8259 1,3535 1,8110 2,1030 2,1711 2,0181 1,6978 1,2894 0,8771 0,5370 0,3176 0,2260 0,2429 0,3515 0,5388 0,7656 0,9557 1,0401 1,0088 0,9073 0,7951 0,7177 0,6994 0,7395 0,8201 0,9257 1,0440 1,1415 1,1507 0,9946 0,6348 0,1159 -0,4347 -0,8737 -1,1207 -1,1742 -1,0692 -0,8344 -0,4809 -0,0047 0,6029 1,3240 2,0828 2,7501 3,1976 3,3704 3,3208 3,1693 3,0335 2,9847 3,0385 3,1606 3,2954 3,4046 3,4876 3,5795 3,7309 3,9692 4,2729 4,5928 4,8926 5,1727 5,4689 5,8266 6,2673 6,7757 7,2996 7,7608 8,0897 8,2596 8,2801 8,1654 7,9193 7,5469 7,0699 6,5293 5,9635 5,3805 4,7573 4,0766 3,3635 2,6798 2,0874 1,6291 1,3234 1,1506 1,0533 0,9706 0,8565 0,6678 0,3663 -0,0508 -0,5391 -1,0304 -1,4629 -1,8028 -2,0500 -2,2325 -2,3915 -2,5537 -2,7023 -2,7686 -2,6649 -2,3484 -1,8714 -1,3785 -1,0486 -1,0117 -1,2891 -1,7823 -2,3102 -2,6840 -2,7889 -2,6241 -2,2762 -1,8549 -1,4455 -1,0961 -0,8186 -0,6040 -0,4562 -0,4312 -0,6313 -1,1341 -1,9252 -2,9015 -3,9153 -4,8131 -5,4686 -5,8119 -5,8337 -5,5753 -5,1153 -4,5427 -3,9320 -3,3390 -2,8048 -2,3577 -2,0246 -1,8340 -1,7916 -1,8632 -1,9959
Fz    -2,8999 -2,6478 -2,3496 -2,0061 -1,6358 -1,2778 -0,9769 -0,7646 -0,6548 -0,6512 -0,7455 -0,9065 -1,0785 -1,1936 -1,1910 -1,0355 -0,7260 -0,2947 0,2042 0,7159 1,2049 1,6564 2,0685 2,4445 2,7815 3,0553 3,2272 3,2686 3,1778 2,9753 2,6866 2,3266 1,9033 1,4352 0,9565 0,5084 0,1324 -0,1427 -0,3220 -0,4483 -0,5769 -0,7426 -0,9442 -1,1539 -1,3369 -1,4701 -1,5530 -1,6079 -1,6638 -1,7310 -1,7858 -1,7798 -1,6761 -1,4832 -1,2558 -1,0597 -0,9317 -0,8729 -0,8689 -0,9068 -0,9770 -1,0665 -1,1606 -1,2556 -1,3651 -1,5128 -1,7200 -1,9914 -2,3078 -2,6402 -2,9674 -3,2761 -3,5611 -3,8339 -4,1255 -4,4752 -4,9135 -5,4481 -6,0531 -6,6707 -7,2335 -7,6985 -8,0691 -8,3867 -8,6987 -9,0315 -9,3788 -9,7036 -9,9536 -10,0787 -10,0415 -9,8220 -9,4178 -8,8432 -8,1302 -7,3292 -6,5113 -5,7635 -5,1646 -4,7589 -4,5504 -4,5160 -4,6160 -4,7973 -5,0006 -5,1718 -5,2703 -5,2691 -5,1555 -4,9246 -4,5730 -4,1038 -3,5354 -2,8938 -2,2003 -1,4697 -0,7133 0,0568 0,8244 1,5701 2,2672 2,8734 3,3417 3,6595 3,8762 4,0836 4,3682 4,7711 5,2823 5,8669 6,4956 7,1561 7,8493 8,5734 9,3052 10,0008 10,6152 11,1200 11,5073 11,7864 11,9748 12,0886 12,1441 12,1655 12,1898 12,2552 12,3721 12,5028 12,5782 12,5411 12,3790 12,1216 11,8148 11,4960 11,1823 10,8732 10,5624 10,2473 9,9371 9,6529 9,4141 9,2208 9,0520 8,8783 8,6746 8,4273 8,1339 7,8002 7,4351 7,0449 6,6325 6,2040 5,7688 5,3304 4,8841 4,4254 3,9598 3,5006 3,0581 2,6352 2,2317 1,8482 1,4842 1,1382 0,8079 0,4882 0,1703 -0,1532 -0,4846 -0,8231 -1,1612 -1,4824 -1,7749 -2,0490 -2,3295 -2,6355 -2,9658 -3,2974 -3,6005 -3,8599 -4,0812 -4,2769 -4,4541 -4,6109 -4,7372 -4,8108 -4,7996 -4,6754 -4,4301 -4,0836 -3,6783 -3,2652 -2,8910 -2,5867 -2,3573 -2,1774 -2,0004 -1,7824 -1,5045 -1,1804 -0,8470 -0,5405 -0,2773 -0,0555 0,1327 0,2978 0,4502 0,5878 0,6870 0,7106 0,6280 0,4336 0,1511 -0,1777 -0,5119 -0,8214 -1,0865 -1,2946 -1,4404 -1,5298 -1,5772 -1,5993 -1,6137 -1,6400 -1,6923 -1,7720 -1,8734 -1,9917 -2,1232 -2,2601 -2,3897 -2,5018 -2,5982 -2,6925 -2,8041 -2,9520 -3,1479 -3,3908 -3,6614 -3,9241 -4,1397 -4,2803 -4,3326 -4,2895 -4,1403 -3,8743 -3,4981 -3,0526 -2,6050 -2,2174 -1,9192 -1,7038 -1,5483 -1,4339 -1,3497 -1,2842 -1,2216 -1,1461 -1,0485 -0,9302 -0,8035 -0,6879 -0,6039 -0,5688 -0,5915 -0,6596 -0,7339 -0,7726 -0,7702 -0,7598 -0,7787 -0,8446 -0,9645 -1,1496 -1,4064 -1,7114 -2,0111 -2,2520 -2,4059 -2,4665 -2,4358 -2,3243 -2,1616 -1,9961 -1,8752 -1,8220 -1,8286 -1,8645 -1,9008 -1,9323 -1,9829 -2,0885 -2,2660 -2,4926 -2,7145 -2,8768 -2,9485 -2,9290 -2,8395 -2,7088 -2,5615 -2,4116 -2,2599 -2,0919 -1,8824 -1,6091 -1,2704 -0,8918 -0,5169 -0,1959 0,0252 0,1174 0,0842 -0,0347 -0,1854 -0,3358 -0,4904 -0,6667 -0,8579 -1,0251 -1,1255 -1,1444 -1,1034 -1,0458 -1,0122 -1,0197 -1,0610 -1,1149 -1,1656 -1,2159 -1,2791 -1,3606 -1,4535 -1,5491 -1,6513 -1,7770 -1,9461 -2,1735 -2,4665 -2,8185 -3,2028 -3,5774 -3,9012 -4,1481 -4,3099 -4,3998 -4,4524 -4,5085 -4,5898 -4,6859 -4,7619 -4,7762 -4,6972 -4,5145 -4,2453 -3,9304 -3,6157 -3,3353 -3,1036 -2,9126 -2,7365 -2,5461 -2,3230 -2,0614 -1,7596 -1,4152 -1,0334 -0,6374 -0,2668 0,0362 0,2409 0,3379 0,3438 0,2970 0,2443 0,2197 0,2286 0,2483 0,2434 0,1827 0,0488 -0,1579 -0,4224 -0,7244 -1,0484 -1,3833 -1,7171 -2,0313 -2,2999 -2,5014 -2,6387 -2,7445 -2,8574 -2,9945 -3,1398 -3,2556 -3,3074 -3,2851 -3,2108 -3,1267 -3,0665 -3,0332 -3,0027 -2,9426 -2,8303 -2,6647 -2,4691 -2,2819 -2,1371 -2,0467 -1,9982 -1,9694 -1,9481 -1,9385 -1,9518 -1,9896 -2,0406 -2,0965 -2,1703 -2,2944 -2,4906 -2,7381 -2,9710 -3,1100 -3,1031 -2,9439 -2,6619 -2,3021 -1,9159 -1,5576 -1,2751 -1,0924 -0,9998 -0,9645 -0,9484 -0,9148 -0,8338 -0,6945 -0,5125 -0,3206 -0,1504 -0,0169 0,0892 0,1955 0,3280 0,4971 0,7010 0,9300 1,1624 1,3680 1,5227 1,6153 1,6382 1,5769 1,4191 1,1739 0,8770 0,5803 0,3356 0,1765 0,1098 0,1195 0,1765 0,2452 0,2902 0,2812 0,1942 0,0135 -0,2573 -0,5868 -0,9276 -1,2364 -1,4842 -1,6521 -1,7293 -1,7130 -1,6052 -1,4129 -1,1589 -0,8826 -0,6243 -0,4052 -0,2180 -0,0306 0,1994 0,5095 0,9260 1,4548 2,0718 2,7266 3,3620 3,9361 4,4411 4,9094 5,3940 5,9348 6,5390 7,1867 7,8490 8,5011 9,1236 9,6970 10,2001 10,6119 10,9134 11,0963 11,1735 11,1751 11,1261 11,0273 10,8596 10,6092 10,2747 9,8487 9,3128 8,6626 7,9268 7,1583 6,4079 5,7015 5,0330 4,3777 3,7059 2,9934 2,2376 1,4685 0,7401 0,1070 -0,3974 -0,7703 -1,0325 -1,2140 -1,3450 -1,4478 -1,5327 -1,6039 -1,6652 -1,7090 -1,7072 -1,6207 -1,4182 -1,0887 -0,6491 -0,1389 0,3988 0,9283 1,4086 1,7820 1,9876 1,9852 1,7675 1,3594 0,8124 0,1901 -0,4523 -1,0752 -1,6474 -2,1427 -2,5475 -2,8656 -3,1139 -3,3200 -3,5233 -3,7685 -4,0854 -4,4690 -4,8753 -5,2339 -5,4762 -5,5665 -5,5097 -5,3348 -5,0783 -4,7718 -4,4371 -4,0950 -3,7721 -3,4937 -3,2778 -3,1330
F3    -1,0775 -0,1572 0,6579 1,2585 1,5842 1,6197 1,3925 0,9635 0,4139 -0,1574 -0,6446 -0,9694 -1,1067 -1,0729 -0,9012 -0,6315 -0,3083 0,0230 0,3263 0,5855 0,8083 1,0273 1,2904 1,6359 2,0726 2,5830 3,1324 3,6586 4,0598 4,2293 4,1125 3,7099 3,0304 2,0663 0,8286 -0,5963 -2,0330 -3,2727 -4,1521 -4,5995 -4,6357 -4,3451 -3,8358 -3,2106 -2,5610 -1,9703 -1,5042 -1,2000 -1,0640 -1,0631 -1,1067 -1,0657 -0,8534 -0,5118 -0,2081 -0,1268 -0,3551 -0,8554 -1,5248 -2,2638 -2,9893 -3,6127 -4,0516 -4,2675 -4,2759 -4,1310 -3,9151 -3,7223 -3,6157 -3,5894 -3,5774 -3,5099 -3,3688 -3,1995 -3,0771 -3,0662 -3,2030 -3,4955 -3,9352 -4,5189 -5,2570 -6,1456 -7,1378 -8,1567 -9,1326 -10,0172 -10,7538 -11,2408 -11,3541 -11,0305 -10,3349 -9,4438 -8,5533 -7,7909 -7,1900 -6,7236 -6,3603 -6,1133 -6,0339 -6,1523 -6,4324 -6,7860 -7,1092 -7,3107 -7,3351 -7,1747 -6,8569 -6,4229 -5,9102 -5,3368 -4,7006 -3,9970 -3,2340 -2,4325 -1,6233 -0,8451 -0,1373 0,4598 0,9045 1,1770 1,3081 1,3671 1,4244 1,5297 1,7073 1,9610 2,2840 2,6658 3,0991 3,5907 4,1603 4,8280 5,6067 6,4986 7,4882 8,5279 9,5238 10,3493 10,8966 11,1220 11,0430 10,7209 10,2605 9,7992 9,4556 9,2756 9,2244 9,2182 9,1711 9,0473 8,8917 8,7921 8,7883 8,8072 8,6984 8,3518 7,7938 7,1767 6,6898 6,4746 6,5777 6,9388 7,4250 7,8857 8,1865 8,2344 8,0006 7,5175 6,8528 6,0822 5,2658 4,4305 3,5805 2,7314 1,9322 1,2592 0,7959 0,5938 0,6190 0,7436 0,8112 0,7232 0,4776 0,1446 -0,1967 -0,5180 -0,8529 -1,2422 -1,6653 -2,0410 -2,3004 -2,4411 -2,5241 -2,6414 -2,8713 -3,2335 -3,6871 -4,1628 -4,5840 -4,8903 -5,0805 -5,2141 -5,3452 -5,4653 -5,5054 -5,3801 -5,0513 -4,5839 -4,1378 -3,8829 -3,9096 -4,1976 -4,6401 -5,0924 -5,4278 -5,5793 -5,5367 -5,3009 -4,8536 -4,1816 -3,3239 -2,3824 -1,4840 -0,7266 -0,1457 0,2815 0,6054 0,8672 1,0734 1,1968 1,2076 1,1067 0,9212 0,6792 0,4035 0,1125 -0,1966 -0,5525 -0,9878 -1,5099 -2,0834 -2,6324 -3,0714 -3,3443 -3,4494 -3,4305 -3,3500 -3,2681 -3,2245 -3,2131 -3,1788 -3,0564 -2,8135 -2,4655 -2,0704 -1,7128 -1,4831 -1,4595 -1,6952 -2,1956 -2,8992 -3,7006 -4,5007 -5,2271 -5,8067 -6,1411 -6,1353 -5,7640 -5,0924 -4,2202 -3,2315 -2,2023 -1,2222 -0,3766 0,3057 0,8722 1,3840 1,8392 2,1747 2,3198 2,2208 1,8373 1,1542 0,2153 -0,8608 -1,9095 -2,7675 -3,3118 -3,4891 -3,3197 -2,8621 -2,1773 -1,3425 -0,4845 0,2353 0,6929 0,8583 0,7790 0,5174 0,1112 -0,4173 -1,0377 -1,7062 -2,3746 -2,9971 -3,5271 -3,9132 -4,0950 -4,0195 -3,6969 -3,2461 -2,8508 -2,6427 -2,6072 -2,5860 -2,3865 -1,9264 -1,2969 -0,7033 -0,3349 -0,2631 -0,4347 -0,7508 -1,1337 -1,5150 -1,8018 -1,9016 -1,7822 -1,4958 -1,1508 -0,8593 -0,6936 -0,6704 -0,7573 -0,8885 -0,9780 -0,9317 -0,6774 -0,2161 0,3498 0,8456 1,0944 0,9855 0,5168 -0,2022 -0,9980 -1,7106 -2,2510 -2,6022 -2,7791 -2,7959 -2,6804 -2,5092 -2,3944 -2,4181 -2,5825 -2,8358 -3,1355 -3,4698 -3,8331 -4,2029 -4,5261 -4,7208 -4,7080 -4,4567 -4,0110 -3,4807 -2,9983 -2,6662 -2,5207 -2,5365 -2,6605 -2,8316 -2,9795 -3,0361 -2,9563 -2,7363 -2,4284 -2,1338 -1,9633 -1,9901 -2,2253 -2,6225 -3,1039 -3,5823 -3,9625 -4,1387 -4,0214 -3,5861 -2,9040 -2,1188 -1,3708 -0,7275 -0,1841 0,2814 0,6627 0,9105 0,9509 0,7232 0,2133 -0,5405 -1,4619 -2,4536 -3,4125 -4,2418 -4,8658 -5,2499 -5,4050 -5,3683 -5,1812 -4,8827 -4,5102 -4,1034 -3,7026 -3,3406 -3,0390 -2,8123 -2,6702 -2,6142 -2,6423 -2,7520 -2,9319 -3,1512 -3,3680 -3,5598 -3,7457 -3,9753 -4,2818 -4,6333 -4,9317 -5,0651 -4,9575 -4,5903 -4,0117 -3,3349 -2,7142 -2,3085 -2,2417 -2,5640 -3,2272 -4,0790 -4,9023 -5,4981 -5,7583 -5,6760 -5,3110 -4,7504 -4,0864 -3,4067 -2,7892 -2,2889 -1,9330 -1,7278 -1,6616 -1,7007 -1,7983 -1,9215 -2,0664 -2,2378 -2,4186 -2,5654 -2,6245 -2,5534 -2,3434 -2,0379 -1,7205 -1,4675 -1,3134 -1,2588 -1,2925 -1,4008 -1,5770 -1,8273 -2,1500 -2,5042 -2,8229 -3,0574 -3,1939 -3,2291 -3,1582 -2,9913 -2,7698 -2,5598 -2,4207 -2,3593 -2,3135 -2,2019 -2,0068 -1,8127 -1,7617 -1,9621 -2,4306 -3,1034 -3,8893 -4,7035 -5,4664 -6,0990 -6,5416 -6,7749 -6,8082 -6,6430 -6,2565 -5,6256 -4,7560 -3,6784 -2,4230 -1,0174 0,4857 1,9851 3,3418 4,4166 5,1084 5,3773 5,2682 4,9229 4,5366 4,2748 4,2147 4,3493 4,6285 4,9955 5,3906 5,7380 5,9606 6,0258 5,9692 5,8683 5,7954 5,7922 5,8630 5,9705 6,0394 5,9778 5,7139 5,2235 4,5223 3,6365 2,5960 1,4672 0,3657 -0,5918 -1,3480 -1,9151 -2,3480 -2,7165 -3,0831 -3,4879 -3,9388 -4,4027 -4,8128 -5,1084 -5,2769 -5,3456 -5,3415 -5,2848 -5,2187 -5,2031 -5,2569 -5,3248 -5,3123 -5,1416 -4,7775 -4,2263 -3,5320 -2,7635 -1,9893 -1,2733 -0,6914 -0,3296 -0,2481 -0,4472 -0,8761 -1,4699 -2,1662 -2,9035 -3,6289 -4,3101 -4,9300 -5,4663 -5,8733 -6,1013 -6,1546 -6,1158 -6,0997 -6,1918 -6,4160 -6,7330 -7,0667 -7,3476 -7,5449 -7,6696 -7,7516 -7,8103 -7,8251 -7,7240 -7,4038 -6,7968 -5,9425 -4,9985 -4,1763
F7    -1,3280 -1,3198 -1,2668 -1,1554 -0,9810 -0,7506 -0,4781 -0,1833 0,1013 0,3283 0,4581 0,4872 0,4503 0,4031 0,3977 0,4616 0,5975 0,7954 1,0336 1,2764 1,4857 1,6367 1,7302 1,7886 1,8264 1,8299 1,7755 1,6597 1,4973 1,3019 1,0790 0,8313 0,5645 0,2921 0,0326 -0,1917 -0,3587 -0,4698 -0,5689 -0,7147 -0,9308 -1,1878 -1,4346 -1,6388 -1,7947 -1,9010 -1,9463 -1,9217 -1,8429 -1,7566 -1,7134 -1,7264 -1,7545 -1,7335 -1,6259 -1,4357 -1,1826 -0,8799 -0,5410 -0,1958 0,1145 0,3596 0,5318 0,6353 0,6714 0,6411 0,5531 0,4189 0,2401 0,0100 -0,2685 -0,5679 -0,8454 -1,0801 -1,2980 -1,5567 -1,9042 -2,3483 -2,8549 -3,3697 -3,8436 -4,2449 -4,5627 -4,8052 -4,9943 -5,1532 -5,2943 -5,4245 -5,5545 -5,6868 -5,7924 -5,8131 -5,6962 -5,4323 -5,0627 -4,6508 -4,2463 -3,8685 -3,5123 -3,1743 -2,8777 -2,6706 -2,5974 -2,6715 -2,8670 -3,1205 -3,3475 -3,4810 -3,5009 -3,4196 -3,2506 -3,0063 -2,7157 -2,4137 -2,1066 -1,7596 -1,3192 -0,7502 -0,0562 0,7240 1,5272 2,2753 2,8923 3,3345 3,6158 3,8041 3,9856 4,2223 4,5334 4,9127 5,3517 5,8434 6,3732 6,9066 7,3768 7,7020 7,8333 7,7930 7,6683 7,5668 7,5657 7,6779 7,8511 8,0106 8,1211 8,2074 8,3114 8,4360 8,5373 8,5643 8,5023 8,3829 8,2669 8,2185 8,2745 8,4237 8,6176 8,8065 8,9636 9,0746 9,1154 9,0538 8,8691 8,5694 8,1914 7,7781 7,3566 6,9395 6,5379 6,1605 5,8099 5,4860 5,1839 4,8889 4,5805 4,2418 3,8609 3,4328 2,9713 2,5183 2,1333 1,8635 1,7133 1,6408 1,5867 1,5047 1,3651 1,1380 0,7872 0,2811 -0,3838 -1,1644 -1,9752 -2,7158 -3,3055 -3,7043 -3,9128 -3,9624 -3,9086 -3,8191 -3,7488 -3,7200 -3,7237 -3,7387 -3,7452 -3,7216 -3,6386 -3,4736 -3,2345 -2,9613 -2,7074 -2,5221 -2,4406 -2,4742 -2,6022 -2,7688 -2,8980 -2,9254 -2,8220 -2,5982 -2,3001 -1,9921 -1,7174 -1,4748 -1,2332 -0,9642 -0,6669 -0,3715 -0,1268 0,0241 0,0642 0,0038 -0,1353 -0,3339 -0,5774 -0,8515 -1,1381 -1,4108 -1,6378 -1,7994 -1,9021 -1,9833 -2,0970 -2,2805 -2,5258 -2,7802 -2,9720 -3,0467 -2,9875 -2,8138 -2,5676 -2,3043 -2,0842 -1,9609 -1,9670 -2,1039 -2,3408 -2,6207 -2,8753 -3,0481 -3,1125 -3,0717 -2,9510 -2,7852 -2,5987 -2,3955 -2,1738 -1,9426 -1,7213 -1,5279 -1,3730 -1,2648 -1,2116 -1,2140 -1,2571 -1,3125 -1,3519 -1,3593 -1,3304 -1,2654 -1,1609 -1,0005 -0,7535 -0,4000 0,0402 0,5045 0,9089 1,1782 1,2704 1,1856 0,9588 0,6382 0,2551 -0,1858 -0,6755 -1,1661 -1,5848 -1,8861 -2,0730 -2,1716 -2,1971 -2,1443 -2,0063 -1,8014 -1,5772 -1,3797 -1,2197 -1,0798 -0,9527 -0,8615 -0,8403 -0,9104 -1,0765 -1,3348 -1,6747 -2,0702 -2,4739 -2,8244 -3,0622 -3,1487 -3,0846 -2,9081 -2,6654 -2,3793 -2,0450 -1,6546 -1,2235 -0,7924 -0,4024 -0,0828 0,1446 0,2626 0,2655 0,1722 0,0265 -0,1374 -0,3292 -0,5850 -0,9152 -1,2773 -1,5951 -1,8043 -1,8906 -1,8906 -1,8578 -1,8306 -1,8256 -1,8453 -1,8815 -1,9221 -1,9597 -1,9942 -2,0235 -2,0341 -2,0051 -1,9242 -1,7970 -1,6417 -1,4837 -1,3554 -1,2923 -1,3237 -1,4671 -1,7213 -2,0608 -2,4433 -2,8249 -3,1647 -3,4166 -3,5299 -3,4690 -3,2405 -2,8947 -2,5021 -2,1361 -1,8641 -1,7256 -1,7085 -1,7553 -1,7958 -1,7784 -1,6817 -1,5118 -1,2889 -1,0314 -0,7529 -0,4792 -0,2560 -0,1276 -0,1181 -0,2263 -0,4250 -0,6632 -0,8814 -1,0386 -1,1292 -1,1711 -1,1826 -1,1757 -1,1615 -1,1512 -1,1460 -1,1309 -1,0952 -1,0585 -1,0687 -1,1740 -1,3921 -1,6931 -2,0145 -2,3087 -2,5787 -2,8603 -3,1730 -3,4929 -3,7635 -3,9246 -3,9404 -3,8154 -3,5969 -3,3551 -3,1455 -2,9797 -2,8295 -2,6606 -2,4671 -2,2820 -2,1561 -2,1242 -2,1806 -2,2747 -2,3299 -2,2756 -2,0783 -1,7568 -1,3709 -0,9910 -0,6776 -0,4819 -0,4398 -0,5498 -0,7640 -1,0082 -1,2092 -1,3178 -1,3226 -1,2478 -1,1401 -1,0566 -1,0486 -1,1342 -1,2804 -1,4213 -1,5025 -1,5090 -1,4615 -1,3963 -1,3497 -1,3482 -1,4065 -1,5259 -1,6899 -1,8626 -1,9947 -2,0364 -1,9505 -1,7276 -1,3971 -1,0207 -0,6667 -0,3853 -0,2078 -0,1614 -0,2738 -0,5567 -0,9852 -1,4995 -2,0246 -2,4913 -2,8510 -3,0825 -3,1885 -3,1997 -3,1804 -3,2110 -3,3514 -3,6170 -3,9764 -4,3580 -4,6667 -4,8166 -4,7682 -4,5433 -4,2035 -3,8159 -3,4289 -3,0683 -2,7506 -2,4965 -2,3275 -2,2534 -2,2597 -2,2996 -2,3005 -2,1892 -1,9169 -1,4677 -0,8616 -0,1605 0,5466 1,1838 1,7186 2,1628 2,5556 2,9362 3,3217 3,7063 4,0816 4,4533 4,8366 5,2369 5,6383 6,0060 6,2959 6,4725 6,5311 6,5101 6,4686 6,4386 6,3915 6,2591 5,9908 5,5859 5,0727 4,4760 3,8105 3,0923 2,3503 1,6257 0,9494 0,3186 -0,3009 -0,9437 -1,6108 -2,2604 -2,8368 -3,3039 -3,6578 -3,9229 -4,1329 -4,3040 -4,4287 -4,4993 -4,5306 -4,5540 -4,5998 -4,6872 -4,8088 -4,9199 -4,9591 -4,8871 -4,7040 -4,4324 -4,0907 -3,6790 -3,1989 -2,6884 -2,2302 -1,9160 -1,7981 -1,8708 -2,0845 -2,3746 -2,6912 -3,0176 -3,3633 -3,7402 -4,1485 -4,5809 -5,0304 -5,4877 -5,9382 -6,3699 -6,7850 -7,1961 -7,6025 -7,9614 -8,1825 -8,1637 -7,8504 -7,2709 -6,5289 -5,7608 -5,0807 -4,5537 -4,2124 -4,0760 -4,1408 -4,3598 -4,6451
