Fp1   -1,7228 -1,9677 -2,2762 -2,6116 -2,9176 -3,1471 -3,2694 -3,2645 -3,1206 -2,8406 -2,4485 -1,9887 -1,5132 -1,0631 -0,6634 -0,3250 -0,0351 0,2441 0,5513 0,8909 1,2184 1,4621 1,5732 1,5685 1,5341 1,5721 1,7264 1,9607 2,2088 2,4198 2,5433 2,5087 2,2674 1,8635 1,4310 1,0969 0,8860 0,7312 0,5654 0,3744 0,1819 0,0274 -0,0531 -0,0502 0,0181 0,1241 0,2458 0,3700 0,4919 0,6211 0,7845 0,9996 1,2411 1,4589 1,6319 1,7854 1,9539 2,1426 2,3179 2,4269 2,4329 2,3347 2,1485 1,8911 1,5907 1,3002 1,0856 0,9777 0,9340 0,8723 0,7505 0,6038 0,5138 0,5535 0,7525 1,0930 1,5313 2,0212 2,5172 2,9738 3,3597 3,6668 3,8976 4,0429 4,0741 3,9653 3,7159 3,3598 2,9629 2,6063 2,3668 2,3090 2,4659 2,8144 3,2791 3,7644 4,1841 4,4807 4,6356 4,6671 4,6138 4,5079 4,3656 4,1957 3,9944 3,7268 3,3469 2,8508 2,2985 1,7845 1,4020 1,2128 1,2230 1,3897 1,6652 2,0314 2,4731 2,9405 3,3816 3,7962 4,2118 4,6231 4,9851 5,2535 5,4120 5,4646 5,4228 5,3061 5,1488 4,9974 4,8945 4,8526 4,8405 4,8065 4,7245 4,6107 4,4948 4,3906 4,2980 4,2219 4,1782 4,1886 4,2874 4,5165 4,8859 5,3410 5,7839 6,1252 6,3222 6,3977 6,4300 6,5095 6,6902 6,9633 7,2703 7,5445 7,7401 7,8308 7,8033 7,6557 7,3973 7,0521 6,6577 6,2538 5,8697 5,5217 5,2189 4,9752 4,8158 4,7664 4,8347 4,9998 5,2119 5,4057 5,5163 5,4816 5,2518 4,8213 4,2460 3,6327 3,1166 2,8099 2,7403 2,8441 3,0128 3,1452 3,1783 3,0958 2,9222 2,7201 2,5697 2,5308 2,6144 2,7746 2,9287 3,0036 2,9713 2,8533 2,6950 2,5243 2,3355 2,1201 1,9031 1,7349 1,6539 1,6779 1,8259 2,1151 2,5342 3,0392 3,5697 4,0641 4,4834 4,8287 5,1203 5,3636 5,5380 5,6045 5,5155 5,2363 4,7867 4,2677 3,8209 3,5479 3,4717 3,5558 3,7336 3,9307 4,0957 4,2214 4,3414 4,5104 4,7708 5,1146 5,4768 5,7798 5,9885 6,1169 6,1772 6,1445 6,0068 5,8259 5,6967 5,6584 5,6811 5,7187 5,7568 5,8115 5,8835 5,9349 5,9207 5,8197 5,6383 5,4104 5,1825 4,9768 4,7609 4,4712 4,0870 3,6770 3,3438 3,1284 2,9868 2,8417 2,6339 2,3432 2,0030 1,7015 1,5454 1,5984 1,8455 2,2159 2,6350 3,0487 3,4119 3,6810 3,8362 3,8973 3,9048 3,9014 3,9231 3,9789 4,0391 4,0524 3,9769 3,8152 3,6319 3,5245 3,5630 3,7541 4,0424 4,3379 4,5644 4,7085 4,8302 5,0159 5,3069 5,6634 5,9994 6,2537 6,4231 6,5370 6,6241 6,6922 6,7106 6,6251 6,4175 6,1499 5,9393 5,8829 5,9978 6,2125 6,4128 6,5030 6,4371 6,2247 5,9381 5,7002 5,6306 5,7708 6,0562 6,3791 6,6913 7,0317 7,4470 7,9055 8,2960 8,4918 8,4150 8,0714 7,5511 6,9917 6,5222 6,2260 6,1338 6,2250 6,4392 6,7044 6,9603 7,1592 7,2611 7,2408 7,0943 6,8354 6,5000 6,1549 5,8842 5,7628 5,8299 6,0595 6,3531 6,5858 6,6610 6,5322 6,2029 5,7211 5,1710 4,6501 4,2319 3,9449 3,7773 3,6932 3,6491 3,5986 3,4907 3,2926 3,0357 2,8224 2,7588 2,8792 3,1346 3,4270 3,6613 3,7903 3,8258 3,8029 3,7368 3,6240 3,4763 3,3363 3,2569 3,2755 3,4057 3,6363 3,9313 4,2386 4,4980 4,6428 4,6270 4,4712 4,2648 4,1073 4,0463 4,0731 4,1692 4,3439 4,6168 4,9768 5,3817 5,7813 6,1088 6,2682 6,1714 5,8035 5,2427 4,6196 4,0600 3,6391 3,3678 3,2243 3,1955 3,2918 3,5291 3,9001 4,3713 4,9078 5,4920 6,1155 6,7512 7,3235 7,7094 7,7875 7,5049 6,9083 6,1161 5,2491 4,3776 3,5354 2,7707 2,1619 1,7821 1,6562 1,7447 1,9556 2,1758 2,3115 2,3222 2,2310 2,1069 2,0327 2,0709 2,2332 2,4871 2,7890 3,0951 3,3678 3,5988 3,8053 4,0017 4,1962 4,3966 4,5937 4,7503 4,8282 4,8281 4,7873 4,7332 4,6526 4,5081 4,2849 4,0236 3,7974 3,6678 3,6683 3,7952 3,9801 4,0941 4,0289 3,7856 3,4751 3,2306 3,1247 3,1587 3,2942 3,4794 3,6571 3,7625 3,7330 3,5474 3,2689 3,0377 2,9917 3,1719 3,5090 3,9049 4,2916 4,5967 4,7125 4,5575 4,1479 3,5873 3,0066 2,5123 2,1568 1,9283 1,7744 1,6505 1,5483 1,4875 1,4959 1,5963 1,7887 2,0264 2,2233 2,3014 2,2403 2,0926 1,9593 1,9422 2,1010 2,4378 2,9018 3,4035 3,8427 4,1472 4,2964 4,3223 4,2808 4,2092 4,1085 3,9531 3,7223 3,4335 3,1401 2,8978 2,7490 2,7289 2,8638 3,1632 3,6200 4,1993 4,8165 5,3470 5,6652 5,6859 5,4041 4,9144 4,3783 3,9611 3,7808 3,8732 4,1824 4,5930 4,9851 5,2626 5,3556 5,2241 4,8749 4,3821 3,8778 3,4967 3,3148 3,3444 3,5707 3,9708 4,4978 5,0670 5,5920 6,0464 6,4741 6,9273 7,3980 7,8079 8,0551 8,0805 7,9018 7,5894 7,2147 6,8220 6,4351 6,0741 5,7508 5,4524 5,1633 4,9163 4,7965 4,8717 5,1232 5,4582 5,7823 6,0434 6,2215 6,3052 6,2976 6,2307 6,1465 6,0579 5,9463 5,8015 5,6556 5,5664 5,5729 5,6741 5,8364 6,0172 6,2015 6,4211 6,7180 7,0887 7,4782
Fz    -2,9639 -3,3791 -3,8111 -4,2021 -4,4790 -4,5798 -4,4727 -4,1651 -3,7021 -3,1523 -2,5827 -2,0388 -1,5452 -1,1226 -0,7921 -0,5566 -0,3776 -0,1858 0,0774 0,4229 0,8034 1,1397 1,3706 1,4934 1,5681 1,6822 1,8926 2,1957 2,5525 2,9212 3,2490 3,4606 3,4933 3,3504 3,0988 2,8062 2,4886 2,1258 1,7124 1,2751 0,8561 0,5017 0,2445 0,0881 0,0191 0,0222 0,0832 0,1937 0,3526 0,5676 0,8559 1,2216 1,6214 1,9778 2,2440 2,4409 2,6219 2,8156 3,0021 3,1327 3,1674 3,0943 2,9192 2,6579 2,3504 2,0727 1,9114 1,9028 1,9965 2,0952 2,1327 2,1119 2,0879 2,1289 2,2821 2,5494 2,8918 3,2656 3,6446 4,0105 4,3415 4,6175 4,8278 4,9633 5,0051 4,9321 4,7336 4,4197 4,0366 3,6676 3,4067 3,3248 3,4472 3,7539 4,1919 4,6848 5,1429 5,4886 5,6850 5,7422 5,6947 5,5726 5,3927 5,1679 4,9030 4,5757 4,1470 3,6110 3,0247 2,4877 2,0993 1,9225 1,9664 2,2017 2,5989 3,1478 3,8252 4,5613 5,2781 5,9430 6,5518 7,0835 7,4993 7,7720 7,8997 7,9007 7,8096 7,6795 7,5707 7,5280 7,5600 7,6334 7,6852 7,6568 7,5269 7,3150 7,0592 6,7971 6,5583 6,3688 6,2520 6,2215 6,2922 6,4936 6,8424 7,3013 7,7864 8,2190 8,5682 8,8591 9,1511 9,5050 9,9535 10,4846 11,0432 11,5555 11,9550 12,1935 12,2463 12,1115 11,8061 11,3613 10,8195 10,2298 9,6436 9,1057 8,6525 8,3249 8,1720 8,2209 8,4436 8,7645 9,0926 9,3435 9,4455 9,3451 9,0175 8,4750 7,7678 6,9867 6,2604 5,7127 5,3972 5,2689 5,2239 5,1620 5,0233 4,7902 4,4872 4,1839 3,9695 3,9056 4,0045 4,2318 4,5194 4,7928 4,9990 5,1179 5,1553 5,1189 5,0078 4,8322 4,6370 4,4876 4,4293 4,4773 4,6418 4,9339 5,3375 5,7971 6,2431 6,6263 6,9378 7,1986 7,4318 7,6489 7,8519 8,0180 8,0840 7,9698 7,6471 7,1929 6,7585 6,4761 6,3982 6,5059 6,7372 7,0057 7,2294 7,3630 7,4141 7,4371 7,4991 7,6343 7,8271 8,0416 8,2678 8,5193 8,7753 8,9620 9,0294 9,0226 9,0387 9,1317 9,2834 9,4402 9,5588 9,6166 9,5865 9,4303 9,1318 8,7212 8,2668 7,8555 7,5608 7,3990 7,3045 7,1607 6,8879 6,5042 6,0835 5,6698 5,2511 4,7917 4,2661 3,6834 3,1041 2,6302 2,3596 2,3388 2,5409 2,8802 3,2548 3,5822 3,8056 3,8914 3,8392 3,6889 3,5084 3,3774 3,3691 3,5160 3,7899 4,1199 4,4242 4,6437 4,7731 4,8579 4,9500 5,0744 5,2297 5,3994 5,5664 5,7324 5,9235 6,1668 6,4550 6,7387 6,9574 7,0845 7,1457 7,1981 7,2983 7,4777 7,7250 7,9896 8,2253 8,4326 8,6499 8,9076 9,1913 9,4396 9,5780 9,5619 9,3898 9,0949 8,7508 8,4721 8,3616 8,4369 8,6297 8,8694 9,1588 9,5565 10,0884 10,6842 11,2017 11,5029 11,5164 11,2580 10,8146 10,3121 9,8735 9,5857 9,4822 9,5403 9,6970 9,8761 10,0064 10,0258 9,8820 9,5454 9,0289 8,3948 7,7475 7,2079 6,8717 6,7822 6,9251 7,2191 7,5237 7,6945 7,6424 7,3505 6,8604 6,2518 5,6258 5,0861 4,7118 4,5293 4,4996 4,5369 4,5498 4,4734 4,2825 3,9990 3,7000 3,4950 3,4623 3,6012 3,8402 4,0805 4,2481 4,3317 4,3698 4,3984 4,4125 4,3810 4,2902 4,1654 4,0587 4,0350 4,1521 4,4246 4,8014 5,1960 5,5310 5,7512 5,8266 5,7660 5,6200 5,4598 5,3419 5,2872 5,2964 5,3828 5,5785 5,9073 6,3643 6,9121 7,4688 7,9108 8,1258 8,0803 7,8300 7,4728 7,0999 6,7695 6,5045 6,3107 6,1988 6,1913 6,3079 6,5437 6,8671 7,2409 7,6440 8,0698 8,4927 8,8252 8,9243 8,6658 8,0278 7,1109 6,0838 5,0947 4,2180 3,4742 2,8798 2,4600 2,2306 2,1875 2,3025 2,5161 2,7468 2,9199 2,9920 2,9610 2,8610 2,7538 2,7160 2,8065 3,0389 3,3845 3,7863 4,1833 4,5453 4,8767 5,1883 5,4841 5,7668 6,0372 6,2926 6,5336 6,7718 7,0186 7,2575 7,4285 7,4458 7,2459 6,8312 6,2710 5,6729 5,1535 4,7922 4,5707 4,3748 4,0937 3,7275 3,3815 3,1701 3,1449 3,2959 3,5797 3,9339 4,2770 4,5181 4,5843 4,4587 4,2084 3,9758 3,9044 4,0417 4,3200 4,6407 4,9438 5,1760 5,2411 5,0439 4,5687 3,8881 3,1176 2,3768 1,7621 1,3213 1,0529 0,9332 0,9379 1,0433 1,2221 1,4527 1,7262 2,0293 2,3235 2,5591 2,7119 2,8054 2,9032 3,0819 3,3979 3,8622 4,4301 5,0062 5,4775 5,7649 5,8538 5,7882 5,6338 5,4441 5,2463 5,0452 4,8409 4,6522 4,5109 4,4379 4,4418 4,5309 4,7144 4,9934 5,3541 5,7621 6,1614 6,4842 6,6558 6,6057 6,3089 5,8287 5,3066 4,9033 4,7347 4,8290 5,1256 5,5167 5,8964 6,1770 6,2850 6,1673 5,8153 5,2923 4,7249 4,2481 3,9581 3,9149 4,1532 4,6619 5,3629 6,1267 6,8313 7,4287 7,9492 8,4392 8,9000 9,2804 9,5088 9,5389 9,3794 9,0774 8,6784 8,2112 7,7044 7,1986 6,7316 6,3200 5,9761 5,7461 5,7075 5,9024 6,2724 6,6844 7,0248 7,2542 7,3819 7,4153 7,3536 7,2176 7,0528 6,8986 6,7757 6,7005 6,7012 6,8110 7,0401 7,3576 7,7037 8,0212 8,2882 8,5305 8,7860 9,0523 9,2802
F3    -1,2392 -1,5553 -1,9547 -2,3908 -2,7869 -3,0707 -3,1950 -3,1471 -2,9491 -2,6461 -2,2875 -1,9102 -1,5345 -1,1708 -0,8298 -0,5191 -0,2220 0,1094 0,5266 1,0400 1,5917 2,0728 2,3842 2,4955 2,4612 2,3757 2,2986 2,2249 2,1299 2,0154 1,8918 1,7413 1,5367 1,2915 1,0613 0,8850 0,7402 0,5686 0,3432 0,0930 -0,1267 -0,2633 -0,2899 -0,2209 -0,1033 0,0087 0,0813 0,1170 0,1412 0,1865 0,2932 0,4903 0,7606 1,0477 1,3075 1,5361 1,7495 1,9575 2,1528 2,3101 2,3949 2,3798 2,2539 2,0252 1,7260 1,4164 1,1658 1,0063 0,9024 0,7873 0,6324 0,4731 0,3782 0,4077 0,5900 0,9138 1,3369 1,8126 2,3055 2,7917 3,2559 3,6845 4,0552 4,3248 4,4301 4,3190 3,9825 3,4665 2,8656 2,2991 1,8801 1,6936 1,7775 2,1127 2,6294 3,2221 3,7716 4,1807 4,4065 4,4629 4,3931 4,2344 4,0082 3,7342 3,4307 3,0924 2,6919 2,2224 1,7304 1,3020 1,0275 0,9636 1,1059 1,3961 1,7681 2,1888 2,6439 3,1034 3,5420 3,9760 4,4325 4,9001 5,3304 5,6731 5,8944 5,9770 5,9237 5,7720 5,5963 5,4812 5,4788 5,5776 5,7068 5,7791 5,7409 5,5898 5,3554 5,0774 4,7952 4,5534 4,4005 4,3716 4,4856 4,7547 5,1663 5,6593 6,1432 6,5466 6,8511 7,0940 7,3439 7,6618 8,0698 8,5391 9,0039 9,3978 9,6786 9,8262 9,8322 9,6994 9,4455 9,1026 8,7131 8,3204 7,9584 7,6444 7,3821 7,1804 7,0665 7,0689 7,1891 7,3944 7,6261 7,8111 7,8722 7,7395 7,3641 6,7355 5,8943 4,9438 4,0434 3,3531 2,9508 2,8036 2,8125 2,8791 2,9408 2,9651 2,9434 2,9016 2,8906 2,9479 3,0729 3,2260 3,3473 3,3926 3,3554 3,2618 3,1462 3,0178 2,8541 2,6392 2,4049 2,2194 2,1330 2,1598 2,3076 2,5876 2,9854 3,4477 3,9083 4,3227 4,6838 5,0113 5,3238 5,6177 5,8677 6,0254 6,0182 5,7768 5,3027 4,7147 4,2008 3,9060 3,8675 4,0408 4,3476 4,7023 5,0315 5,2924 5,4839 5,6452 5,8240 6,0284 6,2180 6,3531 6,4461 6,5430 6,6491 6,7057 6,6723 6,6045 6,6098 6,7481 6,9972 7,2935 7,5796 7,8177 7,9664 7,9712 7,7932 7,4372 6,9552 6,4335 5,9590 5,5698 5,2254 4,8366 4,3566 3,8397 3,3820 3,0216 2,7195 2,4116 2,0563 1,6550 1,2577 0,9533 0,8333 0,9407 1,2407 1,6379 2,0308 2,3551 2,5834 2,7017 2,7041 2,6051 2,4435 2,2809 2,1894 2,2134 2,3390 2,5064 2,6526 2,7556 2,8585 3,0408 3,3572 3,8055 4,3301 4,8396 5,2426 5,4967 5,6319 5,7173 5,8002 5,8733 5,8953 5,8395 5,7198 5,5780 5,4660 5,4270 5,4661 5,5440 5,6260 5,7330 5,9292 6,2606 6,7041 7,1624 7,5094 7,6577 7,5887 7,3411 7,0029 6,6997 6,5410 6,5544 6,6867 6,8806 7,1436 7,5304 8,0562 8,6365 9,1176 9,3562 9,2829 8,9244 8,3879 7,8211 7,3613 7,0977 7,0560 7,2030 7,4699 7,7796 8,0588 8,2348 8,2380 8,0251 7,6043 7,0407 6,4442 5,9461 5,6587 5,6383 5,8657 6,2366 6,5861 6,7640 6,6987 6,3975 5,9162 5,3349 4,7466 4,2437 3,8954 3,7273 3,7108 3,7752 3,8344 3,8142 3,6700 3,4057 3,0881 2,8270 2,7122 2,7634 2,9338 3,1417 3,3116 3,4155 3,4752 3,5157 3,5247 3,4688 3,3430 3,1861 3,0508 2,9797 3,0038 3,1372 3,3620 3,6306 3,8813 4,0519 4,1035 4,0514 3,9631 3,9140 3,9395 4,0309 4,1712 4,3715 4,6660 5,0734 5,5774 6,1333 6,6586 7,0265 7,1109 6,8621 6,3329 5,6408 4,9132 4,2498 3,7110 3,3325 3,1450 3,1787 3,4474 3,9310 4,5795 5,3346 6,1475 6,9752 7,7544 8,3762 8,6993 8,6078 8,0747 7,1849 6,0969 4,9650 3,8846 2,9023 2,0558 1,3861 0,9209 0,6615 0,5804 0,6222 0,7168 0,8036 0,8525 0,8690 0,8827 0,9362 1,0740 1,3200 1,6680 2,0969 2,5737 3,0529 3,5022 3,9098 4,2655 4,5559 4,7757 4,9270 5,0116 5,0424 5,0620 5,1291 5,2697 5,4418 5,5519 5,5135 5,3054 4,9792 4,6327 4,3785 4,2919 4,3449 4,4025 4,3250 4,0833 3,7675 3,4959 3,3346 3,2904 3,3344 3,4135 3,4546 3,3801 3,1342 2,7198 2,2301 1,8377 1,7106 1,9049 2,3403 2,8831 3,4207 3,8469 4,0389 3,9143 3,4942 2,8830 2,2052 1,5703 1,0511 0,6642 0,3797 0,1630 -0,0005 -0,1127 -0,1700 -0,1565 -0,0513 0,1364 0,3500 0,5183 0,6064 0,6407 0,7001 0,8851 1,2719 1,8765 2,6444 3,4649 4,2089 4,7753 5,1190 5,2500 5,2066 5,0269 4,7389 4,3616 3,9166 3,4495 3,0245 2,6914 2,4734 2,3796 2,4127 2,5683 2,8354 3,1879 3,5759 3,9359 4,1993 4,2963 4,1863 3,8974 3,5265 3,1979 3,0128 3,0061 3,1355 3,3194 3,4850 3,5810 3,5644 3,3969 3,0656 2,6178 2,1655 1,8331 1,6990 1,7939 2,1239 2,6659 3,3461 4,0419 4,6369 5,0949 5,4681 5,8287 6,2031 6,5620 6,8430 6,9844 6,9574 6,7713 6,4545 6,0420 5,5770 5,1094 4,6761 4,2858 3,9452 3,7022 3,6388 3,7936 4,0993 4,4213 4,6555 4,7754 4,8007 4,7463 4,6160 4,4295 4,2204 4,0085 3,8001 3,6168 3,5090 3,5331 3,7123 4,0236 4,4128 4,8197 5,2089 5,5859 5,9680 6,3384 6,6457
F7    -0,7951 -1,1368 -1,4988 -1,8492 -2,1436 -2,3435 -2,4259 -2,3785 -2,1983 -1,8976 -1,5073 -1,0700 -0,6306 -0,2318 0,0900 0,3143 0,4549 0,5592 0,6796 0,8365 1,0015 1,1161 1,1365 1,0709 0,9793 0,9357 0,9754 1,0751 1,1854 1,2695 1,2959 1,2198 1,0142 0,7216 0,4467 0,2810 0,2346 0,2469 0,2526 0,2243 0,1696 0,1168 0,0947 0,1144 0,1654 0,2266 0,2853 0,3487 0,4300 0,5379 0,6811 0,8590 1,0394 1,1738 1,2423 1,2681 1,2885 1,3237 1,3693 1,4061 1,4144 1,3790 1,2830 1,1124 0,8813 0,6482 0,4939 0,4621 0,5203 0,5922 0,6271 0,6337 0,6597 0,7512 0,9236 1,1562 1,4161 1,6882 1,9753 2,2800 2,5936 2,8961 3,1592 3,3452 3,4116 3,3325 3,1135 2,7879 2,4170 2,0840 1,8765 1,8647 2,0751 2,4718 2,9663 3,4501 3,8282 4,0400 4,0704 3,9493 3,7330 3,4733 3,2063 2,9640 2,7673 2,5962 2,3990 2,1465 1,8673 1,6293 1,4976 1,4995 1,6134 1,7928 2,0073 2,2608 2,5566 2,8595 3,1266 3,3623 3,6071 3,8827 4,1642 4,3974 4,5348 4,5561 4,4695 4,3086 4,1290 3,9963 3,9596 4,0207 4,1281 4,2079 4,2119 4,1360 3,9987 3,8150 3,6019 3,3933 3,2370 3,1785 3,2576 3,5032 3,9064 4,3997 4,8802 5,2622 5,5140 5,6600 5,7598 5,8757 6,0431 6,2587 6,4931 6,7146 6,8950 7,0012 7,0006 6,8761 6,6343 6,3048 5,9318 5,5579 5,2124 4,9101 4,6619 4,4910 4,4347 4,5155 4,7111 4,9582 5,1788 5,3085 5,3065 5,1432 4,7945 4,2644 3,6076 2,9309 2,3686 2,0256 1,9178 1,9657 2,0467 2,0637 1,9825 1,8191 1,6147 1,4309 1,3369 1,3715 1,5180 1,7120 1,8729 1,9451 1,9232 1,8493 1,7806 1,7435 1,7228 1,6961 1,6664 1,6514 1,6559 1,6848 1,7704 1,9529 2,2390 2,5994 2,9983 3,4089 3,8136 4,2021 4,5592 4,8577 5,0626 5,1382 5,0536 4,7955 4,3924 3,9264 3,5034 3,1981 3,0292 2,9762 3,0031 3,0699 3,1446 3,2147 3,2947 3,4208 3,6224 3,8848 4,1478 4,3538 4,4996 4,6236 4,7381 4,7976 4,7660 4,6892 4,6623 4,7408 4,9083 5,1101 5,2989 5,4560 5,5725 5,6315 5,6128 5,5026 5,3019 5,0385 4,7615 4,5097 4,2778 4,0245 3,7346 3,4630 3,2861 3,2185 3,1980 3,1363 2,9698 2,6816 2,3139 1,9623 1,7356 1,6970 1,8322 2,0760 2,3687 2,6816 2,9924 3,2633 3,4577 3,5658 3,6034 3,6043 3,6120 3,6503 3,7001 3,7154 3,6618 3,5501 3,4442 3,4251 3,5366 3,7618 4,0387 4,2909 4,4682 4,5781 4,6827 4,8543 5,1186 5,4343 5,7255 5,9424 6,0888 6,1965 6,2882 6,3608 6,3788 6,2925 6,0915 5,8441 5,6686 5,6582 5,8240 6,0914 6,3458 6,4951 6,4996 6,3708 6,1720 6,0064 5,9691 6,0849 6,2972 6,5297 6,7604 7,0271 7,3614 7,7300 8,0427 8,1993 8,1339 7,8411 7,3809 6,8548 6,3695 6,0127 5,8421 5,8720 6,0698 6,3711 6,6966 6,9654 7,1091 7,0911 6,9169 6,6256 6,2801 5,9594 5,7463 5,7053 5,8554 6,1433 6,4528 6,6629 6,7012 6,5510 6,2358 5,8099 5,3548 4,9606 4,6940 4,5738 4,5734 4,6408 4,7166 4,7417 4,6632 4,4598 4,1769 3,9209 3,7923 3,8275 3,9959 4,2237 4,4314 4,5765 4,6600 4,6910 4,6607 4,5583 4,4020 4,2443 4,1480 4,1565 4,2846 4,5215 4,8281 5,1392 5,3766 5,4700 5,3856 5,1504 4,8433 4,5548 4,3467 4,2433 4,2494 4,3690 4,6028 4,9387 5,3566 5,8277 6,2870 6,6193 6,7134 6,5414 6,1752 5,7312 5,3116 4,9741 4,7322 4,5797 4,5200 4,5718 4,7493 5,0405 5,4123 5,8421 6,3360 6,9076 7,5355 8,1324 8,5552 8,6634 8,3923 7,7871 6,9729 6,0854 5,2190 4,4295 3,7651 3,2769 2,9985 2,9228 2,9998 3,1485 3,2796 3,3218 3,2487 3,0864 2,8956 2,7507 2,7210 2,8393 3,0848 3,4040 3,7403 4,0560 4,3477 4,6319 4,9140 5,1838 5,4297 5,6402 5,7975 5,8901 5,9368 5,9785 6,0346 6,0780 6,0565 5,9388 5,7449 5,5339 5,3747 5,3270 5,4132 5,5747 5,6755 5,5897 5,3036 4,9288 4,6147 4,4521 4,4418 4,5252 4,6298 4,6887 4,6397 4,4359 4,0789 3,6489 3,2904 3,1410 3,2433 3,5297 3,8971 4,2703 4,5786 4,7292 4,6548 4,3690 3,9509 3,4940 3,0746 2,7385 2,4936 2,3194 2,1906 2,0920 2,0180 1,9721 1,9703 2,0286 2,1332 2,2355 2,2855 2,2709 2,2271 2,2177 2,3026 2,5111 2,8355 3,2404 3,6670 4,0418 4,3049 4,4396 4,4782 4,4724 4,4548 4,4248 4,3601 4,2463 4,0977 3,9473 3,8263 3,7627 3,7872 3,9219 4,1721 4,5341 4,9869 5,4676 5,8765 6,1085 6,0863 5,8007 5,3354 4,8370 4,4492 4,2647 4,3071 4,5283 4,8338 5,1246 5,3194 5,3576 5,2065 4,8803 4,4504 4,0284 3,7205 3,5880 3,6475 3,8952 4,3150 4,8629 5,4554 6,0010 6,4612 6,8718 7,2920 7,7346 8,1433 8,4235 8,5008 8,3656 8,0680 7,6772 7,2481 6,8157 6,4098 6,0541 5,7457 5,4681 5,2402 5,1267 5,1745 5,3510 5,5650 5,7398 5,8537 5,9224 5,9625 5,9826 5,9959 6,0119 6,0154 5,9755 5,8822 5,7673 5,6824 5,6593 5,6919 5,7506 5,8099 5,8723 5,9740 6,1555 6,4193 6,7226
