Fp1   0,1825 0,1725 0,1069 -0,0050 -0,1410 -0,2596 -0,3095 -0,2519 -0,0859 0,1442 0,3751 0,5648 0,7157 0,8585 1,0120 1,1581 1,2578 1,2848 1,2461 1,1774 1,1180 1,0723 0,9979 0,8403 0,5808 0,2546 -0,0617 -0,2833 -0,3568 -0,2818 -0,1042 0,1031 0,2612 0,3119 0,2412 0,0776 -0,1352 -0,3609 -0,5785 -0,7802 -0,9591 -1,0998 -1,1873 -1,2271 -1,2440 -1,2608 -1,2838 -1,3016 -1,2958 -1,2606 -1,2134 -1,1836 -1,2000 -1,2857 -1,4509 -1,6843 -1,9579 -2,2423 -2,5199 -2,7858 -3,0363 -3,2558 -3,4179 -3,5033 -3,5117 -3,4574 -3,3556 -3,2069 -3,0032 -2,7546 -2,5019 -2,2942 -2,1606 -2,1053 -2,1180 -2,1831 -2,2805 -2,3892 -2,4987 -2,6074 -2,7039 -2,7590 -2,7352 -2,6030 -2,3598 -2,0376 -1,6881 -1,3650 -1,1156 -0,9689 -0,9237 -0,9467 -0,9832 -0,9794 -0,9135 -0,8093 -0,7221 -0,7108 -0,8164 -1,0558 -1,4279 -1,9119 -2,4540 -2,9746 -3,4026 -3,7112 -3,9215 -4,0788 -4,2259 -4,3896 -4,5773 -4,7839 -5,0026 -5,2280 -5,4444 -5,6121 -5,6637 -5,5259 -5,1595 -4,5825 -3,8570 -3,0611 -2,2665 -1,5225 -0,8455 -0,2218 0,3753 0,9704 1,5828 2,2248 2,8936 3,5688 4,2190 4,8175 5,3620 5,8822 6,4268 7,0441 7,7620 8,5710 9,4215 10,2367 10,9409 11,4919 11,8949 12,1905 12,4278 12,6488 12,8880 13,1653 13,4681 13,7475 13,9408 14,0016 13,9143 13,6916 13,3686 12,9905 12,5993 12,2348 11,9307 11,6939 11,5015 11,3267 11,1561 10,9853 10,8159 10,6554 10,5117 10,3839 10,2627 10,1308 9,9698 9,7797 9,5887 9,4380 9,3649 9,3972 9,5494 9,8135 10,1534 10,5156 10,8526 11,1414 11,3785 11,5624 11,6909 11,7770 11,8544 11,9584 12,1037 12,2741 12,4274 12,5191 12,5294 12,4699 12,3690 12,2519 12,1302 12,0099 11,9008 11,8088 11,7228 11,6230 11,4965 11,3381 11,1428 10,9093 10,6450 10,3658 10,0888 9,8242 9,5762 9,3475 9,1305 8,8984 8,6197 8,2850 7,9169 7,5558 7,2357 6,9655 6,7283 6,4965 6,2495 5,9885 5,7448 5,5616 5,4621 5,4366 5,4540 5,4724 5,4413 5,3109 5,0470 4,6369 4,0935 3,4687 2,8550 2,3493 2,0087 1,8370 1,8034 1,8676 1,9951 2,1618 2,3509 2,5453 2,7185 2,8425 2,9088 2,9258 2,9014 2,8398 2,7529 2,6703 2,6394 2,7065 2,8897 3,1652 3,4735 3,7424 3,9141 3,9632 3,8999 3,7592 3,5855 3,4201 3,2912 3,2077 3,1687 3,1796 3,2526 3,3890 3,5689 3,7615 3,9391 4,0827 4,1810 4,2292 4,2273 4,1810 4,1118 4,0573 4,0552 4,1250 4,2615 4,4400 4,6276 4,7911 4,9000 4,9311 4,8772 4,7498 4,5766 4,3902 4,2121 4,0514 3,9083 3,7705 3,6159 3,4341 3,2417 3,0742 2,9677 2,9460 3,0161 3,1665 3,3684 3,5877 3,7996 3,9940 4,1672 4,3062 4,3871 4,3903 4,3160 4,1865 4,0413 3,9374 3,9373 4,0769 4,3402 4,6654 4,9710 5,1804 5,2430 5,1526 4,9428 4,6650 4,3655 4,0728 3,7937 3,5208 3,2511 2,9921 2,7475 2,5166 2,3182 2,1991 2,2062 2,3567 2,6299 2,9772 3,3294 3,6015 3,7162 3,6496 3,4497 3,2010 2,9729 2,8064 2,7288 2,7613 2,9023 3,1176 3,3544 3,5577 3,6765 3,6777 3,5624 3,3679 3,1535 2,9764 2,8702 2,8442 2,8982 3,0358 3,2659 3,5891 3,9799 4,3839 4,7335 4,9679 5,0436 4,9387 4,6591 4,2411 3,7372 3,1938 2,6396 2,0966 1,5948 1,1690 0,8429 0,6228 0,5081 0,4982 0,5872 0,7594 0,9951 1,2807 1,6117 1,9848 2,3854 2,7857 3,1527 3,4581 3,6846 3,8285 3,8924 3,8704 3,7532 3,5542 3,3113 3,0493 2,7586 2,4259 2,0744 1,7666 1,5681 1,5048 1,5489 1,6423 1,7329 1,7905 1,8025 1,7691 1,6918 1,5603 1,3568 1,0791 0,7500 0,4054 0,0805 -0,1873 -0,3545 -0,3803 -0,2426 0,0501 0,4555 0,9080 1,3425 1,7162 2,0076 2,1999 2,2750 2,2263 2,0726 1,8575 1,6395 1,4734 1,3902 1,3881 1,4410 1,5152 1,5828 1,6348 1,6856 1,7561 1,8465 1,9338 1,9927 2,0146 2,0075 1,9840 1,9481 1,8900 1,7895 1,6326 1,4283 1,2020 0,9728 0,7487 0,5455 0,3854 0,2700 0,1696 0,0452 -0,1310 -0,3744 -0,6929 -1,0874 -1,5418 -2,0132 -2,4417 -2,7749 -2,9873 -3,0880 -3,1149 -3,1219 -3,1707 -3,3218 -3,6099 -4,0253 -4,5175 -5,0008 -5,3676 -5,5301 -5,4576 -5,1752 -4,7367 -4,2066 -3,6547 -3,1498 -2,7426 -2,4492 -2,2541 -2,1224 -2,0034 -1,8333 -1,5602 -1,1680 -0,6662 -0,0555 0,6839 1,5674 2,5747 3,6419 4,6729 5,5684 6,2626 6,7366 7,0067 7,1115 7,1028 7,0412 6,9956 7,0293 7,1764 7,4330 7,7557 8,0683 8,2883 8,3654 8,2976 8,1212 7,8846 7,6241 7,3574 7,0868 6,8019 6,4897 6,1503 5,8058 5,4946 5,2515 5,0885 4,9942 4,9461 4,9101 4,8380 4,6818 4,4160 4,0500 3,6306 3,2310 2,9341 2,8108 2,8901 3,1346 3,4503 3,7245 3,8662 3,8298 3,6222 3,2949 2,9211 2,5638 2,2635 2,0456 1,9265 1,9060 1,9657 2,0772 2,2097 2,3398 2,4621 2,5774 2,6724 2,7212 2,6993 2,5914 2,4040 2,1756 1,9646 1,8221 1,7660 1,7693 1,7801 1,7650 1,7313 1,7079 1,7154 1,7578 1,8304 1,9224 2,0120 2,0644 2,0395 1,9146 1,7022 1,4398 1,1583 0,8652 0,5535 0,2221 -0,1146 -0,4310 -0,7035
Fz    1,4662 1,4989 1,4939 1,4439 1,3495 1,2232 1,0913 0,9847 0,9195 0,8866 0,8669 0,8579 0,8831 0,9681 1,1029 1,2332 1,2964 1,2686 1,1747 1,0580 0,9450 0,8234 0,6496 0,3893 0,0557 -0,2932 -0,5871 -0,7725 -0,8267 -0,7565 -0,5913 -0,3808 -0,1909 -0,0793 -0,0675 -0,1394 -0,2652 -0,4222 -0,6027 -0,8087 -1,0389 -1,2834 -1,5321 -1,7800 -2,0153 -2,2095 -2,3311 -2,3664 -2,3298 -2,2595 -2,2068 -2,2234 -2,3509 -2,6075 -2,9809 -3,4378 -3,9373 -4,4364 -4,8961 -5,2896 -5,6018 -5,8218 -5,9451 -5,9845 -5,9711 -5,9421 -5,9223 -5,9067 -5,8648 -5,7762 -5,6579 -5,5511 -5,4896 -5,4847 -5,5311 -5,6150 -5,7155 -5,8097 -5,8821 -5,9260 -5,9367 -5,9097 -5,8446 -5,7492 -5,6454 -5,5625 -5,5133 -5,4862 -5,4636 -5,4333 -5,3834 -5,3019 -5,1790 -5,0138 -4,8254 -4,6564 -4,5584 -4,5703 -4,7057 -4,9550 -5,2977 -5,7050 -6,1262 -6,4948 -6,7692 -6,9640 -7,1307 -7,3147 -7,5311 -7,7742 -8,0350 -8,3146 -8,6258 -8,9743 -9,3363 -9,6544 -9,8521 -9,8578 -9,6317 -9,1787 -8,5387 -7,7699 -6,9381 -6,1032 -5,3022 -4,5455 -3,8256 -3,1303 -2,4535 -1,8021 -1,1928 -0,6397 -0,1469 0,2940 0,7053 1,1206 1,5752 2,0930 2,6781 3,3164 3,9840 4,6539 5,3016 5,9044 6,4401 6,8946 7,2723 7,5950 7,8896 8,1727 8,4400 8,6729 8,8576 8,9974 9,1010 9,1651 9,1758 9,1226 9,0044 8,8254 8,5824 8,2624 7,8604 7,3984 6,9183 6,4633 6,0712 5,7764 5,6034 5,5517 5,5850 5,6408 5,6614 5,6326 5,5913 5,5900 5,6572 5,7934 5,9889 6,2343 6,5187 6,8261 7,1385 7,4385 7,7068 7,9164 8,0461 8,1037 8,1251 8,1427 8,1654 8,1827 8,1754 8,1322 8,0663 8,0110 7,9931 8,0091 8,0261 8,0030 7,9159 7,7654 7,5695 7,3568 7,1646 7,0258 6,9496 6,9163 6,8941 6,8555 6,7789 6,6433 6,4349 6,1620 5,8538 5,5386 5,2273 4,9209 4,6240 4,3454 4,0870 3,8348 3,5610 3,2357 2,8422 2,3933 1,9363 1,5288 1,2048 0,9669 0,8020 0,6922 0,6167 0,5520 0,4709 0,3431 0,1471 -0,1124 -0,3990 -0,6659 -0,8874 -1,0678 -1,2245 -1,3676 -1,4953 -1,6032 -1,6891 -1,7479 -1,7712 -1,7531 -1,6968 -1,6173 -1,5391 -1,4887 -1,4848 -1,5231 -1,5668 -1,5601 -1,4548 -1,2308 -0,9053 -0,5261 -0,1507 0,1725 0,4088 0,5320 0,5266 0,3953 0,1632 -0,1268 -0,4169 -0,6467 -0,7746 -0,7971 -0,7436 -0,6524 -0,5490 -0,4434 -0,3409 -0,2456 -0,1601 -0,0867 -0,0244 0,0379 0,1177 0,2241 0,3518 0,4864 0,6137 0,7236 0,8107 0,8762 0,9246 0,9540 0,9521 0,8994 0,7756 0,5708 0,2972 -0,0150 -0,3325 -0,6215 -0,8450 -0,9680 -0,9683 -0,8405 -0,5980 -0,2746 0,0816 0,4285 0,7425 1,0104 1,2172 1,3427 1,3707 1,3044 1,1734 1,0194 0,8806 0,7949 0,8037 0,9375 1,1898 1,5117 1,8309 2,0772 2,2034 2,1978 2,0800 1,8829 1,6379 1,3677 1,0849 0,7893 0,4739 0,1348 -0,2244 -0,5936 -0,9459 -1,2315 -1,3984 -1,4224 -1,3200 -1,1396 -0,9451 -0,8021 -0,7627 -0,8464 -1,0272 -1,2458 -1,4394 -1,5628 -1,5840 -1,4772 -1,2361 -0,8907 -0,5039 -0,1530 0,0890 0,1742 0,0974 -0,0999 -0,3463 -0,5755 -0,7523 -0,8698 -0,9281 -0,9222 -0,8425 -0,6812 -0,4417 -0,1475 0,1572 0,4196 0,5934 0,6469 0,5699 0,3778 0,1039 -0,2191 -0,5738 -0,9558 -1,3564 -1,7509 -2,1098 -2,4156 -2,6593 -2,8259 -2,8976 -2,8624 -2,7123 -2,4418 -2,0507 -1,5502 -0,9705 -0,3658 0,1966 0,6577 0,9804 1,1455 1,1403 0,9557 0,6012 0,1192 -0,4274 -0,9883 -1,5422 -2,0753 -2,5511 -2,9129 -3,1199 -3,1751 -3,1192 -3,0020 -2,8597 -2,7108 -2,5636 -2,4187 -2,2739 -2,1375 -2,0325 -1,9842 -2,0055 -2,0921 -2,2275 -2,3923 -2,5682 -2,7290 -2,8361 -2,8524 -2,7644 -2,5868 -2,3444 -2,0635 -1,7770 -1,5306 -1,3763 -1,3533 -1,4650 -1,6666 -1,8796 -2,0299 -2,0814 -2,0391 -1,9310 -1,7894 -1,6408 -1,5000 -1,3654 -1,2280 -1,0890 -0,9646 -0,8742 -0,8264 -0,8148 -0,8277 -0,8586 -0,9107 -0,9887 -1,0890 -1,1993 -1,3101 -1,4277 -1,5727 -1,7675 -2,0269 -2,3586 -2,7589 -3,2090 -3,6778 -4,1291 -4,5338 -4,8813 -5,1690 -5,3839 -5,5032 -5,5191 -5,4604 -5,3931 -5,3954 -5,5197 -5,7780 -6,1578 -6,6329 -7,1633 -7,7011 -8,1948 -8,5880 -8,8288 -8,8884 -8,7661 -8,4806 -8,0655 -7,5736 -7,0715 -6,6140 -6,2214 -5,8885 -5,6072 -5,3630 -5,1188 -4,8250 -4,4466 -3,9684 -3,3784 -2,6639 -1,8247 -0,8814 0,1306 1,1663 2,1790 3,1290 3,9832 4,7123 5,2962 5,7314 6,0318 6,2260 6,3516 6,4462 6,5384 6,6391 6,7354 6,7978 6,8017 6,7474 6,6535 6,5308 6,3677 6,1422 5,8423 5,4738 5,0558 4,6128 4,1676 3,7386 3,3388 2,9724 2,6352 2,3203 2,0164 1,7060 1,3745 1,0206 0,6581 0,3122 0,0211 -0,1635 -0,1984 -0,0848 0,1194 0,3296 0,4769 0,5289 0,4786 0,3273 0,0852 -0,2213 -0,5572 -0,8894 -1,1860 -1,4182 -1,5684 -1,6305 -1,6092 -1,5216 -1,3951 -1,2632 -1,1620 -1,1184 -1,1412 -1,2277 -1,3720 -1,5608 -1,7651 -1,9478 -2,0842 -2,1818 -2,2787 -2,4169 -2,6085 -2,8250 -3,0209 -3,1647 -3,2494 -3,2827 -3,2777 -3,2542 -3,2448 -3,2877 -3,4041 -3,5778 -3,7677 -3,9438 -4,1136 -4,3105 -4,5609 -4,8619 -5,1866 -5,4976
F3    0,9581 0,8675 0,7504 0,6195 0,4834 0,3574 0,2678 0,2411 0,2836 0,3703 0,4655 0,5535 0,6491 0,7740 0,9236 1,0561 1,1217 1,1034 1,0276 0,9398 0,8735 0,8242 0,7516 0,6164 0,4149 0,1799 -0,0428 -0,2143 -0,3155 -0,3479 -0,3260 -0,2745 -0,2277 -0,2163 -0,2489 -0,3140 -0,3968 -0,4876 -0,5797 -0,6681 -0,7500 -0,8279 -0,9144 -1,0292 -1,1799 -1,3503 -1,5131 -1,6494 -1,7561 -1,8436 -1,9312 -2,0424 -2,2012 -2,4229 -2,7047 -3,0265 -3,3600 -3,6781 -3,9649 -4,2182 -4,4396 -4,6207 -4,7446 -4,8012 -4,7973 -4,7535 -4,6923 -4,6196 -4,5236 -4,4012 -4,2787 -4,1963 -4,1808 -4,2361 -4,3490 -4,4956 -4,6470 -4,7820 -4,8968 -4,9962 -5,0747 -5,1124 -5,0858 -4,9849 -4,8266 -4,6482 -4,4800 -4,3343 -4,2175 -4,1319 -4,0690 -4,0121 -3,9406 -3,8376 -3,7041 -3,5662 -3,4662 -3,4433 -3,5166 -3,6866 -3,9478 -4,2845 -4,6521 -4,9830 -5,2317 -5,4111 -5,5768 -5,7773 -6,0270 -6,3152 -6,6250 -6,9480 -7,2871 -7,6428 -7,9926 -8,2857 -8,4540 -8,4333 -8,1898 -7,7326 -7,1037 -6,3622 -5,5732 -4,7939 -4,0587 -3,3726 -2,7186 -2,0727 -1,4193 -0,7627 -0,1259 0,4632 0,9872 1,4485 1,8710 2,2945 2,7618 3,3049 3,9348 4,6390 5,3860 6,1343 6,8418 7,4736 8,0095 8,4520 8,8229 9,1531 9,4733 9,7994 10,1162 10,3840 10,5661 10,6516 10,6491 10,5673 10,4083 10,1717 9,8650 9,5137 9,1491 8,7840 8,4148 8,0423 7,6745 7,3168 6,9777 6,6785 6,4457 6,2925 6,2105 6,1749 6,1644 6,1870 6,2790 6,4690 6,7509 7,0942 7,4702 7,8593 8,2380 8,5729 8,8344 9,0122 9,1124 9,1435 9,1172 9,0649 9,0330 9,0529 9,1219 9,2086 9,2720 9,2867 9,2612 9,2292 9,2185 9,2260 9,2190 9,1603 9,0345 8,8526 8,6371 8,4134 8,2094 8,0478 7,9289 7,8281 7,7137 7,5657 7,3753 7,1363 6,8499 6,5363 6,2254 5,9338 5,6555 5,3757 5,0873 4,7944 4,5059 4,2261 3,9478 3,6546 3,3322 2,9853 2,6448 2,3497 2,1202 1,9545 1,8436 1,7757 1,7271 1,6586 1,5231 1,2767 0,8981 0,4128 -0,1033 -0,5613 -0,9078 -1,1390 -1,2790 -1,3516 -1,3704 -1,3471 -1,2947 -1,2206 -1,1254 -1,0109 -0,8867 -0,7719 -0,6906 -0,6619 -0,6931 -0,7716 -0,8568 -0,8931 -0,8359 -0,6714 -0,4219 -0,1344 0,1376 0,3486 0,4654 0,4661 0,3451 0,1201 -0,1713 -0,4807 -0,7522 -0,9289 -0,9721 -0,8823 -0,6982 -0,4720 -0,2442 -0,0364 0,1403 0,2789 0,3762 0,4334 0,4624 0,4873 0,5321 0,6054 0,6987 0,7969 0,8925 0,9868 1,0829 1,1804 1,2761 1,3612 1,4221 1,4428 1,4049 1,2946 1,1168 0,8935 0,6514 0,4193 0,2332 0,1291 0,1322 0,2533 0,4846 0,7923 1,1204 1,4119 1,6283 1,7530 1,7852 1,7304 1,5990 1,4109 1,1948 0,9759 0,7736 0,6184 0,5608 0,6461 0,8788 1,2113 1,5650 1,8598 2,0399 2,0893 2,0249 1,8766 1,6735 1,4400 1,1925 0,9370 0,6753 0,4116 0,1458 -0,1299 -0,4102 -0,6600 -0,8321 -0,8970 -0,8537 -0,7236 -0,5467 -0,3815 -0,2918 -0,3152 -0,4369 -0,6008 -0,7472 -0,8359 -0,8391 -0,7330 -0,5126 -0,2135 0,0950 0,3358 0,4473 0,4028 0,2237 -0,0239 -0,2575 -0,4149 -0,4750 -0,4497 -0,3625 -0,2310 -0,0621 0,1421 0,3780 0,6341 0,8880 1,1101 1,2682 1,3333 1,2870 1,1283 0,8727 0,5422 0,1579 -0,2605 -0,6848 -1,0755 -1,3959 -1,6271 -1,7668 -1,8214 -1,8046 -1,7316 -1,6020 -1,3936 -1,0777 -0,6417 -0,1040 0,4869 1,0692 1,5874 2,0018 2,2849 2,4138 2,3712 2,1647 1,8411 1,4652 1,0723 0,6485 0,1679 -0,3577 -0,8726 -1,3165 -1,6607 -1,9133 -2,1002 -2,2415 -2,3425 -2,3977 -2,3937 -2,3203 -2,1917 -2,0493 -1,9369 -1,8793 -1,8818 -1,9371 -2,0274 -2,1278 -2,2107 -2,2488 -2,2196 -2,1160 -1,9478 -1,7287 -1,4728 -1,2078 -0,9799 -0,8412 -0,8262 -0,9327 -1,1177 -1,3158 -1,4682 -1,5461 -1,5499 -1,4966 -1,4103 -1,3163 -1,2296 -1,1449 -1,0458 -0,9284 -0,8064 -0,7010 -0,6272 -0,5914 -0,5954 -0,6391 -0,7200 -0,8304 -0,9542 -1,0691 -1,1594 -1,2296 -1,2985 -1,3825 -1,4917 -1,6393 -1,8400 -2,0963 -2,3941 -2,7095 -3,0212 -3,3183 -3,5927 -3,8277 -4,0040 -4,1200 -4,2043 -4,3098 -4,4883 -4,7645 -5,1335 -5,5772 -6,0673 -6,5617 -7,0148 -7,3846 -7,6284 -7,7122 -7,6288 -7,3941 -7,0289 -6,5571 -6,0209 -5,4817 -4,9923 -4,5688 -4,1967 -3,8587 -3,5393 -3,2112 -2,8441 -2,4275 -1,9693 -1,4674 -0,8966 -0,2273 0,5520 1,4273 2,3600 3,2969 4,1882 4,9954 5,6886 6,2477 6,6684 6,9638 7,1637 7,3022 7,4032 7,4773 7,5267 7,5461 7,5273 7,4709 7,3923 7,3114 7,2312 7,1283 6,9699 6,7367 6,4281 6,0574 5,6474 5,2231 4,8063 4,4119 4,0485 3,7212 3,4315 3,1659 2,8902 2,5691 2,1933 1,7898 1,4148 1,1373 1,0211 1,0977 1,3405 1,6649 1,9652 2,1592 2,2091 2,1110 1,8805 1,5566 1,2009 0,8716 0,6040 0,4136 0,3040 0,2680 0,2942 0,3707 0,4798 0,5957 0,6894 0,7377 0,7313 0,6727 0,5638 0,4037 0,2037 -0,0028 -0,1693 -0,2606 -0,2764 -0,2574 -0,2599 -0,3152 -0,4099 -0,5047 -0,5670 -0,5857 -0,5674 -0,5255 -0,4790 -0,4598 -0,5118 -0,6662 -0,9147 -1,2137 -1,5208 -1,8284 -2,1621 -2,5506 -2,9991 -3,4860 -3,9726
F7    0,1655 0,0833 -0,0232 -0,1390 -0,2587 -0,3736 -0,4576 -0,4731 -0,3993 -0,2507 -0,0658 0,1224 0,3019 0,4708 0,6136 0,6945 0,6829 0,5864 0,4529 0,3402 0,2833 0,2736 0,2668 0,2214 0,1311 0,0246 -0,0550 -0,0736 -0,0244 0,0711 0,1767 0,2525 0,2637 0,1977 0,0772 -0,0543 -0,1619 -0,2312 -0,2641 -0,2681 -0,2490 -0,2087 -0,1574 -0,1224 -0,1337 -0,2014 -0,3152 -0,4556 -0,6014 -0,7358 -0,8520 -0,9564 -1,0663 -1,2008 -1,3698 -1,5662 -1,7686 -1,9550 -2,1196 -2,2709 -2,4088 -2,5065 -2,5240 -2,4379 -2,2563 -2,0141 -1,7586 -1,5246 -1,3219 -1,1587 -1,0627 -1,0612 -1,1497 -1,2946 -1,4586 -1,6155 -1,7474 -1,8450 -1,9105 -1,9518 -1,9685 -1,9475 -1,8690 -1,7234 -1,5306 -1,3369 -1,1811 -1,0764 -1,0231 -1,0166 -1,0417 -1,0728 -1,0773 -1,0253 -0,9086 -0,7529 -0,6114 -0,5399 -0,5705 -0,7112 -0,9623 -1,3097 -1,7009 -2,0537 -2,3099 -2,4787 -2,6197 -2,7900 -3,0084 -3,2572 -3,5044 -3,7280 -3,9310 -4,1357 -4,3610 -4,5973 -4,7969 -4,8905 -4,8237 -4,5816 -4,1830 -3,6649 -3,0721 -2,4479 -1,8208 -1,1957 -0,5620 0,0914 0,7684 1,4614 2,1549 2,8321 3,4804 4,0924 4,6687 5,2179 5,7550 6,2980 6,8641 7,4617 8,0786 8,6830 9,2430 9,7418 10,1818 10,5844 10,9812 11,4002 11,8599 12,3577 12,8538 13,2803 13,5790 13,7333 13,7654 13,7078 13,5803 13,3861 13,1294 12,8304 12,5127 12,1817 11,8306 11,4632 11,0941 10,7350 10,3975 10,1032 9,8811 9,7532 9,7190 9,7498 9,8047 9,8666 9,9523 10,0789 10,2358 10,3951 10,5361 10,6531 10,7476 10,8213 10,8784 10,9283 10,9792 11,0274 11,0638 11,0964 11,1532 11,2519 11,3757 11,4781 11,5096 11,4497 11,3246 11,1877 11,0780 10,9924 10,8938 10,7446 10,5384 10,2967 10,0417 9,7849 9,5417 9,3330 9,1653 9,0225 8,8830 8,7356 8,5756 8,3935 8,1815 7,9500 7,7239 7,5168 7,3180 7,1105 6,8892 6,6590 6,4249 6,1868 5,9390 5,6716 5,3755 5,0540 4,7309 4,4342 4,1726 3,9378 3,7262 3,5400 3,3679 3,1776 2,9271 2,5785 2,1148 1,5644 1,0099 0,5532 0,2566 0,1164 0,0879 0,1254 0,1996 0,2894 0,3799 0,4752 0,5958 0,7548 0,9426 1,1312 1,2882 1,3884 1,4197 1,3912 1,3423 1,3306 1,4018 1,5671 1,8041 2,0732 2,3349 2,5560 2,7072 2,7679 2,7369 2,6340 2,4891 2,3304 2,1872 2,0972 2,0945 2,1810 2,3212 2,4701 2,6017 2,7081 2,7857 2,8321 2,8492 2,8435 2,8295 2,8287 2,8580 2,9177 2,9913 3,0552 3,0928 3,1040 3,1034 3,1121 3,1468 3,2112 3,2935 3,3697 3,4065 3,3742 3,2625 3,0781 2,8340 2,5557 2,2908 2,0947 2,0092 2,0540 2,2219 2,4735 2,7455 2,9783 3,1385 3,2192 3,2268 3,1662 3,0397 2,8600 2,6524 2,4390 2,2343 2,0687 1,9998 2,0811 2,3193 2,6664 3,0432 3,3659 3,5723 3,6413 3,5866 3,4341 3,2136 2,9619 2,7188 2,5137 2,3565 2,2365 2,1198 1,9637 1,7506 1,5070 1,2854 1,1343 1,0843 1,1459 1,3046 1,5129 1,6994 1,8042 1,8129 1,7545 1,6685 1,5824 1,5194 1,5108 1,5859 1,7480 1,9651 2,1779 2,3209 2,3547 2,2872 2,1667 2,0553 1,9995 2,0174 2,1025 2,2353 2,3917 2,5497 2,6950 2,8272 2,9550 3,0831 3,2073 3,3145 3,3809 3,3770 3,2824 3,0951 2,8272 2,4970 2,1273 1,7538 1,4270 1,1928 1,0693 1,0467 1,1021 1,2079 1,3402 1,4921 1,6773 1,9178 2,2283 2,6065 3,0281 3,4532 3,8393 4,1535 4,3731 4,4747 4,4313 4,2362 3,9311 3,5941 3,2839 2,9994 2,7064 2,3911 2,0779 1,8005 1,5705 1,3725 1,1856 1,0068 0,8508 0,7330 0,6630 0,6448 0,6651 0,6929 0,7012 0,6808 0,6326 0,5579 0,4592 0,3477 0,2503 0,2068 0,2482 0,3733 0,5524 0,7555 0,9631 1,1520 1,2844 1,3197 1,2372 1,0511 0,8099 0,5836 0,4349 0,3916 0,4419 0,5505 0,6758 0,7787 0,8381 0,8649 0,8871 0,9176 0,9458 0,9549 0,9412 0,9109 0,8663 0,7995 0,6996 0,5643 0,4117 0,2784 0,1969 0,1744 0,1976 0,2535 0,3323 0,4121 0,4529 0,4146 0,2773 0,0497 -0,2410 -0,5676 -0,9043 -1,2183 -1,4754 -1,6609 -1,7964 -1,9358 -2,1353 -2,4209 -2,7813 -3,1867 -3,5972 -3,9723 -4,2879 -4,5292 -4,6696 -4,6783 -4,5450 -4,2812 -3,9069 -3,4511 -2,9631 -2,5031 -2,1096 -1,7792 -1,4884 -1,2265 -0,9901 -0,7598 -0,5095 -0,2300 0,0807 0,4468 0,9135 1,5110 2,2302 3,0268 3,8370 4,5977 5,2688 5,8331 6,2815 6,6064 6,8116 6,9210 6,9779 7,0318 7,1245 7,2860 7,5245 7,8139 8,1028 8,3445 8,5216 8,6466 8,7372 8,7908 8,7888 8,7172 8,5735 8,3637 8,0995 7,7944 7,4615 7,1157 6,7778 6,4763 6,2397 6,0759 5,9572 5,8331 5,6613 5,4301 5,1625 4,9118 4,7504 4,7385 4,8809 5,1116 5,3280 5,4452 5,4288 5,2861 5,0454 4,7521 4,4626 4,2178 4,0306 3,9018 3,8332 3,8232 3,8654 3,9507 4,0658 4,1918 4,3058 4,3818 4,3989 4,3521 4,2501 4,1060 3,9368 3,7679 3,6332 3,5611 3,5497 3,5584 3,5346 3,4554 3,3412 3,2319 3,1573 3,1263 3,1331 3,1660 3,2138 3,2582 3,2632 3,1889 3,0191 2,7661 2,4495 2,0767 1,6456 1,1598 0,6394 0,1198 -0,3590
