Fp1   -0,1074 -1,1811 -1,9393 -2,3537 -2,4413 -2,2206 -1,7481 -1,1557 -0,5885 -0,0857 0,4370 1,0704 1,7797 2,3763 2,6315 2,4264 1,7720 0,7084 -0,7520 -2,5552 -4,4885 -6,1610 -7,1378 -7,1534 -6,2453 -4,7065 -2,9030 -1,1060 0,5764 2,1921 3,8684 5,6581 7,4123 8,8105 9,5214 9,3643 8,3816 6,7932 4,8892 2,9548 1,2178 -0,2181 -1,3890 -2,3896 -3,2762 -4,0253 -4,5244 -4,6078 -4,1619 -3,2197 -1,9662 -0,7011 0,2064 0,4112 -0,2521 -1,6236 -3,1941 -4,2607 -4,2306 -2,9199 -0,6285 2,0738 4,6243 6,5920 7,7020 7,8682 7,1957 5,9205 4,3402 2,7615 1,4216 0,4036 -0,3488 -0,9007 -1,2401 -1,3164 -1,1019 -0,6099 0,0791 0,7939 1,3208 1,5333 1,5139 1,5426 1,9142 2,7228 3,8059 4,8724 5,6494 5,9260 5,5568 4,5073 2,8930 0,9591 -0,9821 -2,6338 -3,7961 -4,4140 -4,5582 -4,3442 -3,8559 -3,1475 -2,2986 -1,4475 -0,7629 -0,3917 -0,4375 -0,9601 -1,9695 -3,4189 -5,1756 -6,9824 -8,5104 -9,5127 -9,9314 -9,8687 -9,5134 -9,0875 -8,7646 -8,5748 -8,3868 -7,9970 -7,2805 -6,2883 -5,2085 -4,2346 -3,4453 -2,7808 -2,1281 -1,4381 -0,7764 -0,2820 -0,0884 -0,2478 -0,6372 -0,9206 -0,6953 0,2596 1,8136 3,5061 4,7942 5,3948 5,4330 5,2837 5,2960 5,6309 6,2495 6,9586 7,5028 7,6964 7,4875 6,9140 6,0331 4,9104 3,6864 2,6334 2,0889 2,3048 3,3350 5,0146 7,0240 9,0099 10,7146 12,0330 12,9525 13,4583 13,5114 13,0919 12,2404 11,0722 9,7734 8,5806 7,7237 7,3463 7,4765 8,0799 9,1028 10,4282 11,8348 13,0581 13,8827 14,1842 13,9314 13,1568 11,9275 10,3736 8,7213 7,2322 6,0846 5,3188 4,8880 4,7440 4,8696 5,2489 5,8377 6,5690 7,3827 8,2405 9,0925 9,8474 10,3798 10,5587 10,3099 9,6686 8,7314 7,5838 6,3118 5,0483 3,9798 3,2996 3,1149 3,3679 3,8731 4,4558 5,0304 5,5429 5,9078 6,0330 5,8699 5,4090 4,6331 3,5017 2,0131 0,3034 -1,3396 -2,6044 -3,3139 -3,4761 -3,2216 -2,7019 -2,0162 -1,2171 -0,3950 0,2673 0,5715 0,4350 -0,0830 -0,8632 -1,7998 -2,8133 -3,8267 -4,7317 -5,3846 -5,6711 -5,6036 -5,3513 -5,1369 -5,0543 -4,9749 -4,6547 -3,9557 -2,9771 -1,9842 -1,2125 -0,7277 -0,4457 -0,2556 -0,1225 -0,0877 -0,1984 -0,4752 -0,9284 -1,5337 -2,1727 -2,6253 -2,6627 -2,2049 -1,4046 -0,5266 0,2772 1,0508 1,9055 2,8177 3,5445 3,7722 3,3926 2,6291 1,8898 1,5108 1,5999 2,0374 2,5719 2,9207 2,8143 2,0428 0,5684 -1,3918 -3,4246 -5,0812 -6,0371 -6,1887 -5,6645 -4,7441 -3,7195 -2,7871 -2,0195 -1,3681 -0,6788 0,2404 1,5053 3,0289 4,4707 5,3647 5,3794 4,5132 3,0812 1,5315 0,2340 -0,6650 -1,2733 -1,8102 -2,3850 -2,9076 -3,2086 -3,2308 -3,0868 -2,9365 -2,8353 -2,7058 -2,4115 -1,8297 -0,8989 0,3513 1,8089 3,3112 4,6600 5,6288 6,0105 5,7307 4,9565 4,0557 3,3928 3,1177 3,0995 3,0473 2,7218 2,0508 1,1032 0,0519 -0,8165 -1,1366 -0,6145 0,7665 2,6353 4,3410 5,2472 5,0331 3,8447 2,2167 0,7857 -0,0206 -0,1119 0,3026 0,8178 0,9947 0,5497 -0,5408 -2,0827 -3,7892 -5,3751 -6,5854 -7,2269 -7,2322 -6,6993 -5,8497 -4,9059 -3,9624 -2,9731 -1,8670 -0,6725 0,4380 1,2000 1,3911 0,9573 0,0413 -1,0886 -2,1583 -2,9878 -3,5164 -3,7398 -3,6146 -3,0458 -1,9910 -0,5472 1,0788 2,6679 4,0677 5,2193 6,1524 6,9621 7,7507 8,5627 9,3708 10,0952 10,6272 10,8720 10,7767 10,3210 9,5354 8,5493 7,5838 6,8761 6,6091 6,8816 7,6886 8,8920 10,2251 11,3850 12,1816 12,6210 12,8723 13,1884 13,8222 14,8988 16,2918 17,6234 18,4384 18,4675 17,8039 16,8559 16,1071 15,8568 16,1068 16,6353 17,1756 17,5746 17,8349 18,0465 18,3202 18,7753 19,4961 20,4253 21,3345 21,9399 22,0247 21,4803 20,3290 18,7354 16,9524 15,2403 13,8458 13,0204 13,0002 13,9155 15,6647 17,8738 20,0451 21,7998 23,0094 23,7455 24,1586 24,3763 24,4333 24,2629 23,7720 22,9383 21,8614 20,7440 19,7971 19,1291 18,7392 18,6176 18,7818 19,2039 19,7841 20,4121 21,0011 21,4691 21,7381 21,7322 21,3614 20,5745 19,4511 18,2115 17,1628 16,6297 16,8242 17,6829 18,8381 19,7845 20,1044 19,6096 18,3858 16,7485 15,1079 13,8114 13,0465 12,8061 12,8918 12,9713 12,7167 11,9648 10,7972 9,5057 8,4431 7,8212 7,6211 7,7010 7,9573 8,3663 8,9029 9,4613 9,8597 9,9194 9,5560 8,8185 7,8311 6,6894 5,4366 4,1496 3,0033 2,2039 1,8626 1,9600 2,4161 3,1584 4,1016 5,0875 5,9141 6,4684 6,7971 7,0038 7,0926 6,9464 6,4551 5,6491 4,7321 3,9968 3,6615 3,7596 4,1870 4,8284 5,6212 6,5295 7,4675 8,2402 8,5880 8,3255 7,4588 6,2180 4,9953 4,2007 4,1145 4,8132 6,1579 7,8247 9,4045 10,5662 11,1562 11,1486 10,5625 9,4776 8,0896 6,6939 5,6087 5,1043 5,3467 6,3464 7,9513 9,9208 12,0149 13,9902 15,5528 16,4217 16,4943 15,9170 14,9607 13,8167 12,5021 10,9532 9,1855 7,3451 5,6318 4,2266 3,2733 2,8486 2,9228 3,3706 3,9885 4,4921 4,5822 4,1012 3,1385 1,9804 0,9445 0,2312 -0,1094 -0,1206 0,1342 0,6127 1,2731 2,0262 2,7410 3,3096 3,6863 3,8759 3,9453 4,0455 4,3565 4,9697
Fz    -1,7093 -2,0836 -2,2362 -2,1465 -1,8291 -1,3327 -0,7433 -0,1728 0,2851 0,6013 0,8137 0,9834 1,1384 1,2449 1,2238 0,9998 0,5472 -0,0965 -0,8493 -1,6115 -2,2794 -2,7474 -2,9220 -2,7575 -2,2847 -1,5947 -0,7964 0,0109 0,7495 1,3804 1,9085 2,3536 2,7100 2,9400 3,0038 2,8871 2,6087 2,2153 1,7744 1,3556 0,9999 0,7016 0,4230 0,1259 -0,2072 -0,5681 -0,9212 -1,2138 -1,4038 -1,4786 -1,4526 -1,3629 -1,2697 -1,2416 -1,3252 -1,5065 -1,6882 -1,7162 -1,4627 -0,9141 -0,1854 0,5532 1,1656 1,5781 1,7598 1,7158 1,4972 1,1931 0,8949 0,6632 0,5074 0,3896 0,2540 0,0712 -0,1428 -0,3507 -0,5247 -0,6496 -0,7222 -0,7643 -0,8087 -0,8582 -0,8656 -0,7598 -0,4964 -0,0952 0,3614 0,7693 1,0483 1,1581 1,0911 0,8615 0,4975 0,0326 -0,5010 -1,0747 -1,6626 -2,2376 -2,7693 -3,2252 -3,5704 -3,7680 -3,7915 -3,6511 -3,4117 -3,1906 -3,1296 -3,3513 -3,9141 -4,7850 -5,8379 -6,8844 -7,7407 -8,2989 -8,5540 -8,5796 -8,4816 -8,3575 -8,2642 -8,2015 -8,1189 -7,9495 -7,6534 -7,2357 -6,7258 -6,1524 -5,5345 -4,8879 -4,2419 -3,6481 -3,1649 -2,8317 -2,6546 -2,6039 -2,6039 -2,5320 -2,2626 -1,7342 -0,9912 -0,1659 0,5958 1,2155 1,7060 2,1313 2,5493 2,9766 3,3880 3,7379 3,9800 4,0843 4,0501 3,9096 3,7189 3,5413 3,4391 3,4720 3,6870 4,0950 4,6550 5,2834 5,8871 6,3995 6,7965 7,0806 7,2492 7,2888 7,2025 7,0315 6,8423 6,6964 6,6331 6,6654 6,7832 6,9653 7,1944 7,4647 7,7709 8,0894 8,3743 8,5719 8,6359 8,5378 8,2746 7,8711 7,3692 6,8171 6,2610 5,7377 5,2766 4,9116 4,6851 4,6378 4,7889 5,1184 5,5627 6,0369 6,4703 6,8214 7,0691 7,2059 7,2401 7,1896 7,0773 6,9319 6,7725 6,5895 6,3552 6,0547 5,7058 5,3558 5,0523 4,8073 4,5926 4,3715 4,1165 3,7961 3,3739 2,8354 2,2090 1,5496 0,8996 0,2757 -0,3058 -0,7997 -1,1374 -1,2713 -1,2200 -1,0646 -0,8966 -0,7659 -0,6670 -0,5696 -0,4722 -0,4225 -0,4774 -0,6513 -0,9064 -1,1779 -1,4061 -1,5683 -1,6895 -1,8080 -1,9247 -1,9957 -1,9742 -1,8540 -1,6721 -1,4700 -1,2560 -1,0112 -0,7257 -0,4169 -0,1192 0,1334 0,3161 0,4145 0,4308 0,3878 0,3173 0,2373 0,1374 -0,0135 -0,2333 -0,4871 -0,6809 -0,7066 -0,5111 -0,1286 0,3583 0,8852 1,4365 2,0176 2,5921 3,0525 3,2823 3,2548 3,0576 2,8221 2,6472 2,5750 2,6051 2,7183 2,8803 3,0218 3,0436 2,8744 2,5275 2,0938 1,6897 1,4049 1,2692 1,2517 1,2941 1,3498 1,4019 1,4583 1,5439 1,6927 1,9351 2,2722 2,6507 2,9637 3,0944 2,9790 2,6498 2,2259 1,8482 1,6015 1,4711 1,3592 1,1596 0,8427 0,4816 0,1965 0,0685 0,0954 0,2147 0,3619 0,5069 0,6535 0,8218 1,0333 1,3036 1,6463 2,0721 2,5654 3,0600 3,4538 3,6656 3,6892 3,5944 3,4792 3,4117 3,3972 3,3819 3,2889 3,0614 2,6971 2,2695 1,9119 1,7642 1,9126 2,3430 2,9271 3,4640 3,7688 3,7502 3,4412 2,9780 2,5377 2,2693 2,2589 2,5172 2,9713 3,4813 3,8943 4,1026 4,0691 3,8174 3,4161 2,9700 2,6021 2,4141 2,4444 2,6513 2,9447 3,2467 3,5256 3,7783 3,9982 4,1627 4,2419 4,2210 4,1190 3,9875 3,8867 3,8499 3,8590 3,8522 3,7639 3,5729 3,3146 3,0516 2,8372 2,7003 2,6424 2,6490 2,7110 2,8406 3,0670 3,4220 3,9266 4,5805 5,3443 6,1311 6,8268 7,3230 7,5437 7,4662 7,1286 6,6103 6,0013 5,3923 4,8791 4,5437 4,4119 4,4388 4,5420 4,6577 4,7742 4,9264 5,1699 5,5607 6,1278 6,8405 7,5944 8,2413 8,6498 8,7650 8,6303 8,3550 8,0519 7,7919 7,6014 7,4836 7,4385 7,4707 7,5851 7,7812 8,0472 8,3479 8,6178 8,7786 8,7722 8,5721 8,1703 7,5798 6,8523 6,0761 5,3534 4,7868 4,4759 4,5002 4,8835 5,5668 6,4141 7,2619 7,9849 8,5277 8,8854 9,0730 9,1127 9,0313 8,8525 8,5874 8,2348 7,8002 7,3220 6,8645 6,4755 6,1656 5,9366 5,7989 5,7502 5,7680 5,8373 5,9731 6,2078 6,5570 6,9841 7,3887 7,6499 7,6954 7,5353 7,2527 6,9695 6,7887 6,7350 6,7413 6,6916 6,4937 6,1308 5,6647 5,1976 4,8266 4,6176 4,5932 4,7214 4,9156 5,0548 5,0207 4,7395 4,2143 3,5310 2,8239 2,2137 1,7693 1,5179 1,4772 1,6620 2,0503 2,5470 2,9992 3,2640 3,2743 3,0524 2,6648 2,1611 1,5548 0,8580 0,1160 -0,6030 -1,2470 -1,7941 -2,2268 -2,5090 -2,6004 -2,4887 -2,1920 -1,7312 -1,1214 -0,4005 0,3425 0,9879 1,4478 1,7109 1,8228 1,8273 1,7295 1,5093 1,1666 0,7564 0,3841 0,1570 0,1280 0,2758 0,5244 0,7805 0,9697 1,0684 1,1180 1,1982 1,3704 1,6446 1,9896 2,3525 2,6686 2,8789 2,9527 2,8927 2,7181 2,4557 2,1503 1,8717 1,7014 1,7077 1,9255 2,3523 2,9541 3,6802 4,4794 5,2965 6,0524 6,6488 7,0090 7,1047 6,9391 6,5159 5,8377 4,9398 3,9105 2,8667 1,9136 1,1318 0,5789 0,2746 0,1854 0,2311 0,3022 0,2780 0,0604 -0,3834 -1,0031 -1,6907 -2,3319 -2,8452 -3,1875 -3,3457 -3,3264 -3,1404 -2,7981 -2,3215 -1,7483 -1,1189 -0,4761 0,1150 0,5713 0,8347 0,9052 0,8264
F3    -2,0416 -2,7235 -3,0659 -2,9890 -2,5035 -1,7232 -0,8311 -0,0058 0,6528 1,1444 1,5173 1,7964 1,9567 1,9493 1,7439 1,3481 0,7939 0,1195 -0,6358 -1,4289 -2,1950 -2,8215 -3,1622 -3,1065 -2,6317 -1,7983 -0,7249 0,4177 1,4384 2,2069 2,7170 3,0494 3,2803 3,4321 3,4848 3,4031 3,1567 2,7363 2,1650 1,4963 0,7915 0,0932 -0,5721 -1,1675 -1,6337 -1,9152 -2,0002 -1,9274 -1,7562 -1,5300 -1,2634 -0,9690 -0,6949 -0,5263 -0,5402 -0,7436 -1,0391 -1,2528 -1,2330 -0,9530 -0,5128 -0,0324 0,4309 0,8583 1,2149 1,4512 1,5322 1,4393 1,1635 0,7301 0,2246 -0,2376 -0,5695 -0,7377 -0,7525 -0,6457 -0,4488 -0,1854 0,1107 0,3785 0,5529 0,6160 0,6138 0,6192 0,6750 0,7493 0,7408 0,5513 0,1720 -0,3030 -0,7373 -1,0285 -1,1571 -1,1870 -1,2186 -1,3341 -1,5629 -1,8718 -2,1903 -2,4559 -2,6422 -2,7534 -2,8018 -2,7928 -2,7334 -2,6609 -2,6587 -2,8298 -3,2562 -3,9722 -4,9306 -5,9746 -6,8739 -7,4312 -7,5765 -7,3852 -7,0239 -6,6684 -6,4333 -6,3413 -6,3347 -6,3147 -6,1835 -5,8721 -5,3571 -4,6654 -3,8521 -2,9695 -2,0637 -1,2045 -0,5015 -0,0670 0,0442 -0,1358 -0,4899 -0,8470 -1,0576 -1,0631 -0,8988 -0,6473 -0,3799 -0,1011 0,2698 0,8493 1,7017 2,7824 3,9474 5,0011 5,7588 6,1041 6,0137 5,5519 4,8545 4,0949 3,4430 3,0454 3,0188 3,4240 4,2240 5,2739 6,3633 7,2910 7,9331 8,2577 8,2856 8,0538 7,6257 7,1113 6,6489 6,3523 6,2756 6,4139 6,7153 7,0937 7,4618 7,7740 8,0332 8,2502 8,4065 8,4727 8,4485 8,3609 8,2295 8,0396 7,7402 7,2763 6,6458 5,9282 5,2535 4,7378 4,4427 4,3816 4,5400 4,8725 5,2933 5,6976 6,0128 6,2304 6,3878 6,5281 6,6742 6,8129 6,9075 6,9363 6,9136 6,8724 6,8350 6,7985 6,7503 6,6846 6,5935 6,4568 6,2528 5,9682 5,5769 5,0163 4,2139 3,1596 1,9487 0,7442 -0,3144 -1,1700 -1,8240 -2,2629 -2,4283 -2,2709 -1,8343 -1,2708 -0,7672 -0,4381 -0,2672 -0,1431 0,0346 0,2694 0,4844 0,6068 0,6127 0,5070 0,2889 -0,0563 -0,5400 -1,1364 -1,7599 -2,2881 -2,6203 -2,7251 -2,6453 -2,4592 -2,2329 -2,0059 -1,8008 -1,6272 -1,4793 -1,3424 -1,2006 -1,0433 -0,8669 -0,6645 -0,4212 -0,1339 0,1591 0,3696 0,4037 0,2286 -0,0941 -0,4401 -0,6979 -0,8218 -0,8152 -0,6857 -0,4266 -0,0229 0,5244 1,1768 1,8669 2,5253 3,0842 3,4786 3,6814 3,7320 3,7100 3,6922 3,7235 3,7841 3,7838 3,6271 3,2875 2,8171 2,3144 1,8758 1,5379 1,2622 0,9959 0,7471 0,5955 0,6378 0,9305 1,4726 2,2195 3,0837 3,9251 4,5733 4,8885 4,8160 4,4123 3,8314 3,2532 2,7841 2,4030 2,0007 1,4865 0,8791 0,3086 -0,0706 -0,1821 -0,0590 0,2039 0,5206 0,8511 1,1989 1,5916 2,0507 2,5629 3,0843 3,5718 3,9985 4,3356 4,5379 4,5698 4,4576 4,2990 4,2064 4,2393 4,3748 4,5154 4,5393 4,3733 4,0388 3,6457 3,3528 3,3143 3,6186 4,2297 4,9719 5,5963 5,8912 5,7538 5,2030 4,3679 3,4521 2,6784 2,2349 2,2210 2,6049 3,2398 3,9347 4,5229 4,8977 5,0244 4,9349 4,7077 4,4443 4,2369 4,1280 4,0966 4,0941 4,0974 4,1259 4,2121 4,3599 4,5255 4,6317 4,6116 4,4472 4,1792 3,8894 3,6615 3,5254 3,4355 3,3188 3,1495 2,9607 2,7923 2,6526 2,5274 2,4123 2,3424 2,3883 2,6178 3,0624 3,7125 4,5263 5,4400 6,3702 7,2197 7,8970 8,3284 8,4606 8,2794 7,8284 7,1910 6,4578 5,7271 5,1212 4,7560 4,6683 4,7817 4,9539 5,0574 5,0375 4,9279 4,8322 4,8854 5,1974 5,7925 6,5810 7,3826 7,9992 8,3063 8,3169 8,1646 8,0098 7,9482 7,9938 8,1105 8,2403 8,3256 8,3348 8,2790 8,2021 8,1415 8,0974 8,0425 7,9451 7,7651 7,4473 6,9554 6,3223 5,6590 5,1249 4,8905 5,0869 5,7442 6,7640 7,9488 9,0601 9,8903 10,3353 10,4155 10,2253 9,8684 9,4308 8,9767 8,5453 8,1453 7,7566 7,3540 6,9504 6,6063 6,3852 6,3185 6,4165 6,6705 7,0255 7,3935 7,7077 7,9531 8,1499 8,3180 8,4457 8,4815 8,3719 8,1140 7,7694 7,4406 7,2287 7,1807 7,2592 7,3628 7,3783 7,2231 6,8735 6,3824 5,8621 5,4287 5,1543 5,0577 5,1133 5,2540 5,3683 5,3149 4,9731 4,3072 3,4080 2,4733 1,7234 1,3147 1,3069 1,6808 2,3615 3,2145 4,0399 4,6192 4,8005 4,5536 3,9655 3,1839 2,3399 1,4946 0,6539 -0,1805 -0,9745 -1,6595 -2,1565 -2,4068 -2,3861 -2,1066 -1,6176 -0,9906 -0,2826 0,4852 1,2896 2,0505 2,6371 2,9427 2,9472 2,7150 2,3455 1,9161 1,4597 0,9943 0,5749 0,3103 0,3144 0,6256 1,1615 1,7477 2,2022 2,4197 2,4148 2,3013 2,2206 2,2617 2,4290 2,6658 2,8931 3,0335 3,0344 2,8904 2,6396 2,3369 2,0329 1,7694 1,5887 1,5429 1,6789 2,0078 2,5018 3,1239 3,8608 4,7237 5,7007 6,6994 7,5542 8,1045 8,2590 7,9962 7,3320 6,3105 5,0293 3,6528 2,3715 1,3419 0,6568 0,3400 0,3467 0,5840 0,9391 1,2767 1,4411 1,3085 0,8465 0,1168 -0,7611 -1,6542 -2,4509 -3,0792 -3,5124 -3,7546 -3,8050 -3,6415 -3,2425 -2,6147 -1,8079 -0,9202 -0,0900 0,5465 0,9159 1,0385 1,0063
F7    -2,2519 -2,1197 -1,9972 -1,8518 -1,6366 -1,3455 -1,0364 -0,7952 -0,6724 -0,6434 -0,6270 -0,5474 -0,3852 -0,1791 0,0079 0,1176 0,1101 -0,0244 -0,2575 -0,5323 -0,7802 -0,9290 -0,9137 -0,7041 -0,3309 0,1269 0,5804 0,9536 1,1926 1,2843 1,2693 1,2172 1,1867 1,2100 1,3002 1,4512 1,6367 1,8166 1,9486 1,9989 1,9429 1,7613 1,4414 0,9874 0,4303 -0,1727 -0,7510 -1,2334 -1,5607 -1,6933 -1,6227 -1,3916 -1,0933 -0,8296 -0,6526 -0,5360 -0,3939 -0,1372 0,2686 0,7758 1,2745 1,6544 1,8700 1,9521 1,9602 1,9307 1,8662 1,7555 1,5924 1,3877 1,1729 0,9899 0,8715 0,8274 0,8317 0,8209 0,7208 0,5012 0,1978 -0,1213 -0,3965 -0,5831 -0,6421 -0,5472 -0,3030 0,0531 0,4590 0,8371 1,1088 1,2147 1,1295 0,8680 0,4766 0,0150 -0,4566 -0,8828 -1,2227 -1,4663 -1,6354 -1,7563 -1,8305 -1,8362 -1,7531 -1,5869 -1,3740 -1,1723 -1,0459 -1,0477 -1,1993 -1,4896 -1,8853 -2,3363 -2,7818 -3,1653 -3,4451 -3,5932 -3,5977 -3,4808 -3,3064 -3,1526 -3,0601 -3,0104 -2,9633 -2,9043 -2,8483 -2,8104 -2,7781 -2,7034 -2,5278 -2,2228 -1,8090 -1,3360 -0,8566 -0,4200 -0,0582 0,2396 0,5192 0,8234 1,1669 1,5304 1,8684 2,1376 2,3326 2,4979 2,6979 2,9620 3,2533 3,4907 3,6026 3,5732 3,4502 3,3135 3,2288 3,2157 3,2528 3,3116 3,3833 3,4869 3,6584 3,9274 4,2953 4,7372 5,2209 5,7155 6,1807 6,5596 6,7968 6,8627 6,7670 6,5610 6,3228 6,1206 5,9844 5,9090 5,8802 5,8905 5,9316 5,9734 5,9645 5,8617 5,6565 5,3745 5,0630 4,7710 4,5252 4,3289 4,1868 4,1194 4,1468 4,2691 4,4735 4,7522 5,0951 5,4640 5,7902 6,0036 6,0717 6,0180 5,9031 5,7873 5,6979 5,6228 5,5351 5,4199 5,2662 5,0429 4,7066 4,2375 3,6667 3,0670 2,5110 2,0342 1,6422 1,3414 1,1304 0,9603 0,7395 0,3990 -0,0570 -0,5670 -1,0741 -1,5598 -2,0236 -2,4447 -2,7753 -2,9750 -3,0516 -3,0621 -3,0732 -3,1172 -3,1803 -3,2298 -3,2511 -3,2560 -3,2605 -3,2642 -3,2537 -3,2180 -3,1614 -3,1076 -3,0921 -3,1452 -3,2736 -3,4624 -3,6877 -3,9275 -4,1662 -4,3871 -4,5590 -4,6408 -4,6122 -4,4946 -4,3269 -4,1277 -3,8967 -3,6469 -3,4159 -3,2374 -3,1168 -3,0446 -3,0297 -3,1095 -3,3220 -3,6632 -4,0714 -4,4552 -4,7436 -4,9166 -4,9845 -4,9383 -4,7268 -4,2924 -3,6398 -2,8769 -2,1737 -1,6653 -1,3914 -1,3161 -1,3790 -1,5236 -1,7033 -1,8822 -2,0465 -2,2248 -2,4728 -2,8106 -3,1886 -3,5172 -3,7130 -3,7335 -3,6060 -3,4220 -3,2774 -3,2064 -3,1656 -3,0678 -2,8352 -2,4486 -1,9626 -1,4753 -1,0815 -0,8449 -0,7960 -0,9359 -1,2289 -1,5966 -1,9419 -2,2003 -2,3779 -2,5400 -2,7509 -3,0225 -3,3142 -3,5611 -3,7040 -3,7141 -3,5979 -3,3813 -3,0938 -2,7605 -2,3983 -2,0215 -1,6522 -1,3154 -1,0253 -0,7873 -0,6175 -0,5513 -0,6184 -0,8067 -1,0534 -1,2687 -1,3717 -1,3250 -1,1483 -0,9028 -0,6626 -0,4884 -0,4086 -0,4116 -0,4528 -0,4711 -0,4209 -0,3105 -0,2093 -0,2031 -0,3346 -0,5760 -0,8447 -1,0445 -1,1074 -1,0170 -0,8138 -0,5881 -0,4500 -0,4813 -0,7048 -1,0915 -1,5831 -2,1139 -2,6252 -3,0641 -3,3773 -3,5266 -3,5101 -3,3546 -3,0903 -2,7501 -2,3804 -2,0338 -1,7573 -1,5881 -1,5398 -1,5935 -1,7176 -1,8904 -2,0980 -2,3287 -2,5750 -2,8245 -3,0467 -3,2063 -3,2917 -3,3131 -3,2853 -3,2246 -3,1470 -3,0598 -2,9606 -2,8429 -2,6924 -2,4770 -2,1594 -1,7341 -1,2448 -0,7567 -0,3308 -0,0261 0,1017 0,0278 -0,2276 -0,6146 -1,0667 -1,5034 -1,8461 -2,0424 -2,0813 -1,9940 -1,8386 -1,6682 -1,5029 -1,3272 -1,1125 -0,8521 -0,5795 -0,3533 -0,2244 -0,2093 -0,2804 -0,3821 -0,4621 -0,4898 -0,4525 -0,3490 -0,1969 -0,0435 0,0454 0,0270 -0,0727 -0,1644 -0,1543 -0,0072 0,2391 0,5049 0,7061 0,7742 0,6694 0,3977 0,0135 -0,3962 -0,7282 -0,8772 -0,7672 -0,3859 0,2024 0,8729 1,4850 1,9470 2,2530 2,4552 2,6000 2,6940 2,7217 2,6747 2,5569 2,3754 2,1474 1,9132 1,7220 1,6017 1,5567 1,5851 1,6739 1,7894 1,8991 1,9972 2,1017 2,2356 2,4106 2,6012 2,7339 2,7260 2,5438 2,2249 1,8591 1,5468 1,3446 1,2375 1,1616 1,0488 0,8576 0,5883 0,2799 -0,0125 -0,2392 -0,3588 -0,3471 -0,2200 -0,0419 0,0987 0,1256 -0,0022 -0,2910 -0,7170 -1,2218 -1,7182 -2,1175 -2,3592 -2,4213 -2,3139 -2,0746 -1,7755 -1,5210 -1,4181 -1,5282 -1,8389 -2,2856 -2,8007 -3,3433 -3,8888 -4,4007 -4,8152 -5,0600 -5,0954 -4,9444 -4,6796 -4,3812 -4,1023 -3,8576 -3,6292 -3,3877 -3,1262 -2,8831 -2,7254 -2,6955 -2,7777 -2,9185 -3,0738 -3,2318 -3,3943 -3,5481 -3,6599 -3,6870 -3,5949 -3,3780 -3,0762 -2,7598 -2,4951 -2,3235 -2,2574 -2,2712 -2,3014 -2,2684 -2,1069 -1,7988 -1,3964 -1,0064 -0,7414 -0,6724 -0,8077 -1,1036 -1,4855 -1,8629 -2,1482 -2,2805 -2,2338 -2,0064 -1,6094 -1,0685 -0,4304 0,2424 0,8824 1,4246 1,8201 2,0517 2,1324 2,0799 1,8859 1,5154 0,9450 0,2046 -0,6215 -1,4308 -2,1370 -2,6880 -3,0721 -3,3093 -3,4334 -3,4865 -3,5261 -3,6086 -3,7561 -3,9383 -4,0882 -4,1424 -4,0811 -3,9303 -3,7379 -3,5543 -3,4167 -3,3476 -3,3611 -3,4529 -3,5872 -3,7148 -3,8075 -3,8550 -3,8324 -3,6984 -3,4358
