Fp1   -2,1539 -1,7673 -1,3068 -0,8984 -0,6450 -0,5976 -0,7494 -1,0448 -1,3896 -1,6696 -1,7860 -1,6980 -1,4430 -1,1153 -0,8179 -0,6217 -0,5520 -0,5961 -0,7116 -0,8360 -0,9118 -0,9086 -0,8165 -0,6348 -0,3794 -0,0899 0,1873 0,4132 0,5559 0,5988 0,5603 0,4999 0,4976 0,6141 0,8589 1,1933 1,5614 1,9117 2,1941 2,3581 2,3669 2,2128 1,9257 1,5707 1,2256 0,9424 0,7270 0,5535 0,3925 0,2192 0,0048 -0,2746 -0,6080 -0,9297 -1,1303 -1,1028 -0,7927 -0,2156 0,5529 1,4000 2,2011 2,8360 3,2075 3,2588 2,9757 2,3845 1,5604 0,6305 -0,2449 -0,9157 -1,2867 -1,3332 -1,0880 -0,6279 -0,0603 0,5065 0,9904 1,3487 1,5869 1,7511 1,8942 2,0359 2,1510 2,1926 2,1199 1,9094 1,5541 1,0619 0,4539 -0,2334 -0,9462 -1,6256 -2,2304 -2,7498 -3,1894 -3,5417 -3,7654 -3,7930 -3,5607 -3,0450 -2,2879 -1,4001 -0,5315 0,1744 0,6136 0,7355 0,5486 0,1188 -0,4485 -1,0306 -1,5126 -1,8275 -1,9896 -2,0759 -2,1654 -2,2851 -2,3928 -2,4080 -2,2685 -1,9723 -1,5860 -1,2217 -0,9850 -0,9237 -1,0238 -1,2485 -1,5595 -1,9108 -2,2566 -2,5756 -2,8774 -3,1869 -3,5192 -3,8592 -4,1652 -4,3886 -4,4825 -4,4003 -4,1075 -3,6003 -2,9101 -2,0876 -1,1861 -0,2542 0,6684 1,5486 2,3538 3,0571 3,6498 4,1442 4,5528 4,8585 5,0173 5,0027 4,8454 4,6249 4,4275 4,3070 4,2746 4,3205 4,4392 4,6307 4,8853 5,1699 5,4234 5,5683 5,5430 5,3324 4,9677 4,5010 3,9929 3,5170 3,1527 2,9689 3,0100 3,2811 3,7399 4,3137 4,9280 5,5162 6,0103 6,3426 6,4634 6,3633 6,0849 5,7126 5,3499 5,1012 5,0547 5,2464 5,6176 6,0159 6,2658 6,2679 6,0383 5,6653 5,2416 4,8280 4,4514 4,1197 3,8374 3,6079 3,4198 3,2328 2,9871 2,6367 2,1749 1,6390 1,1022 0,6563 0,3791 0,3027 0,4077 0,6374 0,9103 1,1431 1,2844 1,3262 1,2903 1,2201 1,1862 1,2821 1,5881 2,1180 2,7907 3,4560 3,9592 4,1996 4,1483 3,8364 3,3365 2,7463 2,1656 1,6735 1,3227 1,1494 1,1749 1,3947 1,7740 2,2610 2,7978 3,3205 3,7629 4,0693 4,2052 4,1671 3,9915 3,7477 3,5082 3,3162 3,1626 2,9869 2,7138 2,3001 1,7545 1,1272 0,4913 -0,0680 -0,4636 -0,6282 -0,5393 -0,2361 0,1869 0,6185 0,9746 1,2142 1,3292 1,3394 1,2994 1,2868 1,3543 1,4774 1,5521 1,4561 1,1235 0,5713 -0,1226 -0,8478 -1,4727 -1,8553 -1,8782 -1,4927 -0,7475 0,2124 1,1896 2,0092 2,5716 2,8544 2,8823 2,7055 2,3955 2,0362 1,7045 1,4592 1,3388 1,3581 1,5112 1,7787 2,1260 2,5035 2,8624 3,1789 3,4603 3,7291 4,0049 4,2911 4,5598 4,7515 4,7987 4,6584 4,3276 3,8284 3,1847 2,4285 1,6207 0,8538 0,2312 -0,1571 -0,2573 -0,0688 0,3462 0,8774 1,4083 1,8533 2,1639 2,3255 2,3672 2,3564 2,3573 2,3969 2,4678 2,5393 2,5645 2,4985 2,3279 2,0863 1,8476 1,7032 1,7290 1,9554 2,3612 2,8917 3,4818 4,0609 4,5386 4,8038 4,7616 4,3890 3,7609 3,0196 2,3044 1,6933 1,1950 0,7882 0,4628 0,2335 0,1386 0,2311 0,5477 1,0671 1,6934 2,2770 2,6656 2,7651 2,5789 2,1962 1,7357 1,2862 0,8712 0,4489 -0,0461 -0,6416 -1,2935 -1,9101 -2,4017 -2,6988 -2,7441 -2,5034 -1,9937 -1,2916 -0,5177 0,2009 0,7778 1,1989 1,5109 1,7762 2,0319 2,2833 2,5248 2,7602 2,9998 3,2386 3,4423 3,5601 3,5544 3,4301 3,2420 3,0787 3,0386 3,1995 3,5803 4,1218 4,7079 5,2075 5,5167 5,5893 5,4448 5,1556 4,8241 4,5560 4,4326 4,4803 4,6564 4,8731 5,0419 5,1035 5,0266 4,7989 4,4312 3,9683 3,4825 3,0520 2,7381 2,5684 2,5287 2,5681 2,6226 2,6480 2,6274 2,5585 2,4498 2,3228 2,2054 2,1226 2,0904 2,1203 2,2223 2,3898 2,5865 2,7669 2,9079 3,0151 3,0997 3,1515 3,1408 3,0487 2,8880 2,6956 2,5152 2,3887 2,3491 2,4062 2,5376 2,6957 2,8347 2,9422 3,0511 3,2279 3,5479 4,0603 4,7547 5,5523 6,3367 7,0028 7,4872 7,7652 7,8309 7,6872 7,3507 6,8558 6,2511 5,5951 4,9532 4,3819 3,9053 3,5102 3,1730 2,8873 2,6733 2,5713 2,6190 2,8244 3,1500 3,5222 3,8704 4,1589 4,3745 4,5007 4,5130 4,3855 4,1088 3,7226 3,3291 3,0500 2,9516 3,0000 3,0856 3,0914 2,9507 2,6685 2,3173 2,0106 1,8487 1,8679 2,0367 2,3053 2,6536 3,0933 3,6413 4,2996 5,0449 5,8263 6,5786 7,2387 7,7577 8,1169 8,3332 8,4340 8,4267 8,2983 8,0357 7,6427 7,1515 6,6287 6,1605 5,8271 5,6802 5,7281 5,9299 6,2086 6,4739 6,6439 6,6593 6,4903 6,1438 5,6656 5,1249 4,5826 4,0654 3,5673 3,0762 2,6021 2,1902 1,9085 1,8119 1,9103 2,1608 2,4771 2,7635 2,9763 3,1566 3,3975 3,7718 4,2726 4,8059 5,2379 5,4613 5,4356 5,1843 4,7680 4,2573 3,7076 3,1426 2,5691 2,0135 1,5439 1,2577 1,2374 1,4988 1,9772 2,5588 3,1265 3,5913 3,9040 4,0482 4,0218 3,8190 3,4183 2,7874 1,9143 0,8458 -0,2894 -1,3064 -2,0412 -2,4196 -2,4547 -2,1952 -1,6939 -1,0258 -0,3095 0,3204 0,7742 1,0449 1,1870 1,2637 1,3065 1,3149 1,2854 1,2323 1,1767
Fz    -1,6899 -2,0361 -2,2952 -2,4149 -2,3783 -2,2110 -1,9629 -1,6807 -1,3956 -1,1356 -0,9388 -0,8458 -0,8797 -1,0351 -1,2884 -1,6122 -1,9786 -2,3528 -2,6864 -2,9182 -2,9887 -2,8590 -2,5225 -2,0044 -1,3528 -0,6254 0,1239 0,8513 1,5255 2,1301 2,6655 3,1424 3,5671 3,9277 4,1955 4,3421 4,3529 4,2212 3,9397 3,5092 2,9478 2,2899 1,5821 0,8806 0,2476 -0,2559 -0,5782 -0,6849 -0,5692 -0,2649 0,1514 0,5852 0,9599 1,2334 1,3929 1,4482 1,4290 1,3806 1,3447 1,3452 1,3918 1,4915 1,6532 1,8813 2,1599 2,4380 2,6376 2,6899 2,5711 2,3109 1,9768 1,6554 1,4327 1,3670 1,4616 1,6611 1,8806 2,0457 2,1098 2,0484 1,8530 1,5281 1,0911 0,5825 0,0729 -0,3543 -0,6374 -0,7602 -0,7470 -0,6366 -0,4690 -0,2897 -0,1475 -0,0795 -0,0962 -0,1795 -0,2967 -0,4214 -0,5460 -0,6708 -0,7845 -0,8585 -0,8590 -0,7698 -0,6092 -0,4255 -0,2691 -0,1668 -0,1153 -0,0863 -0,0366 0,0756 0,2696 0,5294 0,8040 1,0242 1,1295 1,0878 0,8966 0,5694 0,1262 -0,4028 -0,9704 -1,5190 -2,0049 -2,4113 -2,7345 -2,9671 -3,1030 -3,1530 -3,1423 -3,0950 -3,0257 -2,9429 -2,8531 -2,7589 -2,6577 -2,5398 -2,3820 -2,1483 -1,7999 -1,3065 -0,6503 0,1721 1,1476 2,2395 3,3846 4,5036 5,5208 6,3822 7,0663 7,5846 7,9629 8,2144 8,3335 8,3158 8,1710 7,9202 7,5926 7,2304 6,8855 6,6073 6,4303 6,3680 6,4085 6,5154 6,6452 6,7741 6,9064 7,0556 7,2206 7,3700 7,4406 7,3611 7,0881 6,6287 6,0427 5,4285 4,8966 4,5398 4,4121 4,5259 4,8536 5,3263 5,8399 6,2817 6,5722 6,6999 6,7170 6,6953 6,6762 6,6534 6,5953 6,4816 6,3088 6,0740 5,7720 5,4045 4,9841 4,5344 4,0860 3,6633 3,2736 2,9035 2,5202 2,0884 1,5989 1,0839 0,5993 0,1951 -0,0984 -0,2653 -0,3001 -0,2109 -0,0175 0,2602 0,6162 1,0525 1,5594 2,1049 2,6439 3,1415 3,5906 4,0024 4,3804 4,7074 4,9550 5,1032 5,1497 5,1065 4,9954 4,8503 4,7145 4,6278 4,6159 4,6830 4,8001 4,9038 4,9201 4,8027 4,5581 4,2428 3,9332 3,6870 3,5130 3,3711 3,2043 2,9772 2,6913 2,3773 2,0815 1,8480 1,7019 1,6411 1,6455 1,6939 1,7765 1,8947 2,0431 2,1940 2,3005 2,3177 2,2170 1,9904 1,6558 1,2627 0,8925 0,6482 0,6193 0,8352 1,2464 1,7462 2,2072 2,5243 2,6551 2,6326 2,5310 2,4093 2,2806 2,1269 1,9357 1,7224 1,5224 1,3674 1,2761 1,2617 1,3358 1,4981 1,7314 2,0103 2,3151 2,6303 2,9423 3,2451 3,5368 3,8046 4,0216 4,1646 4,2350 4,2661 4,3050 4,3769 4,4580 4,4866 4,4084 4,2122 3,9347 3,6399 3,3860 3,2012 3,0868 3,0379 3,0529 3,1251 3,2293 3,3182 3,3394 3,2653 3,1123 2,9290 2,7673 2,6553 2,5915 2,5691 2,6014 2,7178 2,9398 3,2653 3,6686 4,1108 4,5477 4,9322 5,2192 5,3788 5,4092 5,3348 5,1955 5,0346 4,8835 4,7452 4,5955 4,4038 4,1535 3,8476 3,5030 3,1478 2,8293 2,6117 2,5529 2,6696 2,9270 3,2620 3,6138 3,9352 4,1918 4,3617 4,4319 4,3862 4,1972 3,8404 3,3168 2,6565 1,9038 1,1102 0,3366 -0,3485 -0,8852 -1,2452 -1,4409 -1,5129 -1,5013 -1,4147 -1,2191 -0,8663 -0,3427 0,3085 1,0054 1,6596 2,2047 2,6125 2,8886 3,0568 3,1469 3,1902 3,2133 3,2284 3,2390 3,2592 3,3203 3,4522 3,6623 3,9318 4,2225 4,4860 4,6771 4,7707 4,7669 4,6873 4,5700 4,4644 4,4169 4,4572 4,5963 4,8313 5,1440 5,4918 5,8034 5,9973 6,0223 5,8917 5,6786 5,4713 5,3230 5,2381 5,1983 5,1898 5,2053 5,2308 5,2424 5,2178 5,1559 5,0809 5,0248 5,0056 5,0239 5,0706 5,1297 5,1822 5,2180 5,2475 5,2944 5,3747 5,4841 5,5979 5,6758 5,6744 5,5674 5,3554 5,0617 4,7297 4,4152 4,1718 4,0355 4,0187 4,1156 4,3123 4,5940 4,9434 5,3367 5,7456 6,1385 6,4767 6,7198 6,8424 6,8506 6,7804 6,6843 6,6197 6,6415 6,7893 7,0744 7,4785 7,9591 8,4558 8,9015 9,2355 9,4087 9,3893 9,1828 8,8440 8,4562 8,0972 7,8286 7,7018 7,7463 7,9427 8,2150 8,4597 8,5925 8,5794 8,4337 8,1884 7,8738 7,5114 7,1220 6,7347 6,3827 6,0941 5,8881 5,7774 5,7670 5,8462 5,9753 6,0862 6,1081 5,9961 5,7426 5,3723 4,9304 4,4736 4,0638 3,7549 3,5738 3,5211 3,5863 3,7592 4,0282 4,3750 4,7726 5,1937 5,6206 6,0402 6,4342 6,7877 7,1101 7,4372 7,8110 8,2543 8,7592 9,2914 9,8052 10,2546 10,5998 10,8122 10,8715 10,7607 10,4728 10,0232 9,4553 8,8300 8,2030 7,6010 7,0146 6,4165 5,7941 5,1730 4,6084 4,1513 3,8172 3,5849 3,4207 3,2999 3,2149 3,1757 3,2056 3,3256 3,5334 3,7947 4,0547 4,2688 4,4281 4,5544 4,6685 4,7688 4,8423 4,8913 4,9401 5,0183 5,1381 5,2817 5,4078 5,4645 5,3966 5,1565 4,7245 4,1220 3,4079 2,6677 1,9961 1,4763 1,1562 1,0344 1,0702 1,2099 1,4078 1,6335 1,8686 2,0994 2,3109 2,4823 2,5842 2,5857 2,4625 2,1958 1,7737 1,2098 0,5623 -0,0751 -0,6045 -0,9542 -1,0903 -1,0087 -0,7307 -0,3041 0,2057 0,7307 1,2107 1,5986 1,8671 2,0109
F3    0,0446 -0,5937 -1,2426 -1,7492 -2,0080 -1,9907 -1,7398 -1,3426 -0,9051 -0,5354 -0,3262 -0,3298 -0,5393 -0,8920 -1,3034 -1,7079 -2,0746 -2,3893 -2,6295 -2,7548 -2,7237 -2,5182 -2,1550 -1,6728 -1,1091 -0,4870 0,1753 0,8538 1,5250 2,1746 2,7909 3,3499 3,8117 4,1324 4,2789 4,2399 4,0237 3,6430 3,1131 2,4647 1,7458 1,0101 0,3093 -0,3115 -0,8124 -1,1534 -1,2921 -1,1951 -0,8618 -0,3409 0,2751 0,8808 1,3909 1,7468 1,9079 1,8517 1,5877 1,1666 0,6711 0,1961 -0,1658 -0,3319 -0,2412 0,1224 0,7122 1,4185 2,0962 2,6078 2,8631 2,8449 2,6106 2,2646 1,9229 1,6775 1,5636 1,5445 1,5373 1,4590 1,2569 0,9116 0,4271 -0,1733 -0,8404 -1,4875 -1,9980 -2,2645 -2,2340 -1,9305 -1,4411 -0,8783 -0,3420 0,1041 0,4369 0,6633 0,8003 0,8598 0,8390 0,7157 0,4592 0,0568 -0,4627 -1,0263 -1,5387 -1,9193 -2,1269 -2,1627 -2,0559 -1,8489 -1,5852 -1,2962 -0,9922 -0,6633 -0,2907 0,1376 0,6045 1,0516 1,3930 1,5490 1,4730 1,1590 0,6388 -0,0234 -0,7441 -1,4425 -2,0637 -2,5871 -3,0134 -3,3449 -3,5815 -3,7311 -3,8095 -3,8309 -3,8044 -3,7392 -3,6453 -3,5286 -3,3916 -3,2335 -3,0415 -2,7883 -2,4474 -2,0030 -1,4405 -0,7413 0,1029 1,0733 2,1202 3,1726 4,1550 5,0050 5,6941 6,2398 6,6832 7,0415 7,2888 7,3786 7,2780 6,9882 6,5518 6,0400 5,5308 5,0943 4,7864 4,6391 4,6494 4,7803 4,9820 5,2220 5,4948 5,8065 6,1439 6,4538 6,6484 6,6380 6,3680 5,8449 5,1423 4,3801 3,6876 3,1715 2,9083 2,9524 3,3319 4,0191 4,9041 5,8127 6,5698 7,0662 7,2806 7,2546 7,0557 6,7557 6,4234 6,1123 5,8400 5,5830 5,3002 4,9627 4,5665 4,1329 3,6976 3,2918 2,9322 2,6203 2,3405 2,0648 1,7711 1,4527 1,1109 0,7473 0,3726 0,0148 -0,2899 -0,5128 -0,6323 -0,6218 -0,4482 -0,0910 0,4327 1,0593 1,6922 2,2361 2,6357 2,8869 3,0189 3,0734 3,0955 3,1299 3,2083 3,3364 3,4982 3,6750 3,8610 4,0636 4,2911 4,5326 4,7409 4,8381 4,7531 4,4671 4,0362 3,5673 3,1665 2,8956 2,7528 2,6805 2,6008 2,4538 2,2196 1,9236 1,6304 1,4181 1,3412 1,4105 1,5976 1,8535 2,1319 2,3983 2,6184 2,7471 2,7396 2,5738 2,2580 1,8231 1,3165 0,8045 0,3697 0,0933 0,0169 0,1148 0,3145 0,5478 0,7767 0,9884 1,1898 1,4039 1,6486 1,8994 2,0749 2,0724 1,8287 1,3569 0,7378 0,0880 -0,4686 -0,8291 -0,9420 -0,8226 -0,5287 -0,1110 0,4151 1,0532 1,7958 2,6052 3,4058 4,0953 4,5812 4,8176 4,8215 4,6591 4,4100 4,1305 3,8334 3,4958 3,0929 2,6354 2,1816 1,8147 1,6022 1,5644 1,6808 1,9224 2,2662 2,6777 3,0918 3,4195 3,5778 3,5236 3,2694 2,8719 2,4102 1,9637 1,5906 1,3273 1,2026 1,2418 1,4540 1,8215 2,3014 2,8407 3,3889 3,8994 4,3261 4,6310 4,7955 4,8169 4,6952 4,4297 4,0257 3,4998 2,8794 2,1998 1,5077 0,8684 0,3607 0,0595 0,0242 0,2882 0,8429 1,6293 2,5506 3,5003 4,3823 5,1115 5,6162 5,8469 5,7765 5,3870 4,6668 3,6348 2,3701 1,0047 -0,3197 -1,4924 -2,4491 -3,1633 -3,6338 -3,8755 -3,9099 -3,7541 -3,4164 -2,9004 -2,2171 -1,4003 -0,5163 0,3427 1,0807 1,6233 1,9418 2,0677 2,0828 2,0786 2,1107 2,1814 2,2569 2,2985 2,2898 2,2512 2,2329 2,2855 2,4321 2,6659 2,9672 3,3140 3,6797 4,0292 4,3215 4,5211 4,6074 4,5855 4,4922 4,3900 4,3501 4,4300 4,6564 5,0144 5,4404 5,8320 6,0867 6,1471 6,0175 5,7486 5,4064 5,0513 4,7335 4,4915 4,3410 4,2693 4,2429 4,2275 4,2069 4,1871 4,1837 4,2078 4,2659 4,3629 4,4934 4,6360 4,7650 4,8671 4,9399 4,9779 4,9678 4,8969 4,7588 4,5504 4,2741 3,9451 3,5937 3,2601 2,9841 2,7998 2,7331 2,8012 3,0079 3,3381 3,7570 4,2153 4,6589 5,0387 5,3175 5,4745 5,5104 5,4542 5,3561 5,2645 5,2021 5,1680 5,1594 5,1883 5,2831 5,4778 5,7861 6,1791 6,5921 6,9553 7,2165 7,3474 7,3524 7,2737 7,1764 7,1174 7,1313 7,2393 7,4509 7,7442 8,0523 8,2805 8,3488 8,2273 7,9359 7,5178 7,0208 6,4927 5,9746 5,4963 5,0801 4,7524 4,5469 4,4959 4,6099 4,8550 5,1443 5,3645 5,4310 5,3251 5,0879 4,7852 4,4767 4,2022 3,9782 3,7970 3,6395 3,4989 3,3924 3,3481 3,3796 3,4717 3,5866 3,6887 3,7741 3,8759 4,0400 4,3021 4,6821 5,1820 5,7877 6,4796 7,2365 8,0342 8,8510 9,6682 10,4544 11,1428 11,6279 11,7940 11,5610 10,9221 9,9559 8,8018 7,6081 6,4835 5,4812 4,6108 3,8672 3,2593 2,8141 2,5539 2,4780 2,5653 2,7838 3,0907 3,4294 3,7432 3,9986 4,1891 4,3171 4,3825 4,3815 4,3119 4,1772 3,9823 3,7294 3,4271 3,1080 2,8366 2,6903 2,7224 2,9363 3,2885 3,7107 4,1277 4,4606 4,6326 4,5849 4,2889 3,7488 3,0089 2,1623 1,3355 0,6475 0,1692 -0,0878 -0,1511 -0,0527 0,1912 0,5705 1,0654 1,6451 2,2683 2,8721 3,3661 3,6489 3,6383 3,3030 2,6776 1,8536 0,9529 0,1029 -0,5830 -1,0270 -1,2062 -1,1522 -0,9281 -0,5968 -0,2006 0,2386 0,7022 1,1571 1,5571
F7    -0,1630 -0,3565 -0,4987 -0,6072 -0,7018 -0,7904 -0,8705 -0,9405 -0,9931 -1,0069 -0,9592 -0,8460 -0,6960 -0,5664 -0,5219 -0,6079 -0,8301 -1,1483 -1,4857 -1,7575 -1,9068 -1,9224 -1,8239 -1,6307 -1,3484 -0,9771 -0,5295 -0,0431 0,4260 0,8260 1,1283 1,3229 1,4054 1,3788 1,2618 1,0992 0,9633 0,9266 1,0147 1,1876 1,3684 1,4899 1,5217 1,4755 1,3951 1,3306 1,3033 1,2924 1,2558 1,1561 0,9794 0,7538 0,5494 0,4450 0,4918 0,6992 1,0380 1,4517 1,8716 2,2358 2,5039 2,6584 2,6933 2,6011 2,3684 1,9865 1,4778 0,9094 0,3767 -0,0305 -0,2556 -0,2810 -0,1164 0,2040 0,6134 1,0169 1,3183 1,4549 1,4158 1,2351 0,9712 0,6868 0,4361 0,2625 0,1998 0,2694 0,4672 0,7458 1,0047 1,1184 0,9991 0,6430 0,1225 -0,4565 -0,9952 -1,4223 -1,6968 -1,8052 -1,7519 -1,5510 -1,2308 -0,8411 -0,4425 -0,0892 0,1745 0,3116 0,3014 0,1578 -0,0701 -0,3142 -0,5090 -0,6168 -0,6496 -0,6644 -0,7391 -0,9418 -1,2951 -1,7528 -2,2202 -2,6043 -2,8571 -2,9820 -3,0085 -2,9589 -2,8348 -2,6282 -2,3346 -1,9616 -1,5436 -1,1514 -0,8706 -0,7629 -0,8441 -1,0856 -1,4272 -1,7945 -2,1146 -2,3334 -2,4274 -2,3956 -2,2361 -1,9337 -1,4662 -0,8229 -0,0215 0,8888 1,8386 2,7537 3,5630 4,2050 4,6436 4,8924 5,0172 5,1075 5,2344 5,4132 5,5939 5,6955 5,6618 5,4948 5,2464 4,9827 4,7501 4,5603 4,3993 4,2516 4,1188 4,0216 3,9906 4,0513 4,2067 4,4257 4,6526 4,8306 4,9182 4,8949 4,7741 4,6135 4,5023 4,5242 4,7217 5,0874 5,5770 6,1263 6,6668 7,1395 7,5078 7,7645 7,9258 8,0144 8,0481 8,0440 8,0202 7,9929 7,9726 7,9545 7,9082 7,7805 7,5134 7,0649 6,4275 5,6402 4,7863 3,9655 3,2519 2,6842 2,2900 2,0930 2,0921 2,2503 2,5067 2,7913 3,0391 3,2040 3,2668 3,2385 3,1577 3,0706 3,0064 2,9736 2,9758 3,0250 3,1417 3,3274 3,5286 3,6417 3,5727 3,3010 2,8918 2,4637 2,1453 2,0364 2,1724 2,5129 2,9708 3,4588 3,9127 4,2883 4,5590 4,7220 4,8012 4,8335 4,8479 4,8541 4,8373 4,7634 4,6078 4,3871 4,1592 3,9914 3,9192 3,9213 3,9292 3,8628 3,6658 3,3289 2,8972 2,4529 2,0824 1,8482 1,7745 1,8432 1,9942 2,1428 2,2179 2,1964 2,1095 2,0225 1,9972 2,0589 2,1923 2,3531 2,4742 2,4862 2,3538 2,0919 1,7471 1,3696 1,0095 0,7317 0,6098 0,6962 0,9932 1,4434 1,9505 2,4215 2,8027 3,0875 3,2983 3,4627 3,5983 3,7097 3,7970 3,8674 3,9297 3,9812 4,0074 3,9929 3,9319 3,8365 3,7398 3,6884 3,7270 3,8790 4,1334 4,4447 4,7446 4,9628 5,0473 4,9771 4,7676 4,4612 4,1010 3,7142 3,3189 2,9399 2,6173 2,4037 2,3434 2,4432 2,6577 2,9029 3,0946 3,1892 3,1924 3,1405 3,0842 3,0729 3,1347 3,2726 3,4778 3,7302 3,9881 4,1951 4,3031 4,2907 4,1720 3,9962 3,8300 3,7265 3,6994 3,7264 3,7799 3,8474 3,9204 3,9770 3,9916 3,9566 3,8872 3,8073 3,7355 3,6794 3,6323 3,5689 3,4516 3,2551 2,9937 2,7204 2,4902 2,3199 2,1799 2,0155 1,7765 1,4468 1,0661 0,7189 0,4829 0,3792 0,3636 0,3581 0,3005 0,1829 0,0494 -0,0479 -0,0913 -0,0947 -0,0731 -0,0266 0,0529 0,1727 0,3315 0,5078 0,6665 0,7920 0,9081 1,0504 1,2296 1,4333 1,6573 1,9176 2,2284 2,5780 2,9320 3,2596 3,5563 3,8427 4,1435 4,4740 4,8426 5,2495 5,6809 6,1128 6,5131 6,8380 7,0408 7,0896 6,9749 6,7142 6,3617 6,0027 5,7220 5,5691 5,5420 5,5997 5,6922 5,7783 5,8191 5,7738 5,6205 5,3785 5,1060 4,8707 4,7173 4,6526 4,6478 4,6501 4,6005 4,4582 4,2162 3,8924 3,5161 3,1216 2,7528 2,4605 2,2809 2,2148 2,2358 2,3103 2,4114 2,5307 2,6780 2,8677 3,1008 3,3560 3,6007 3,8104 3,9790 4,1099 4,2031 4,2573 4,2804 4,2849 4,2720 4,2296 4,1549 4,0753 4,0476 4,1469 4,4459 4,9790 5,7148 6,5615 7,3988 8,1153 8,6414 8,9573 9,0751 9,0200 8,8209 8,5065 8,1094 7,6747 7,2596 6,9199 6,6882 6,5548 6,4714 6,3801 6,2510 6,0996 5,9621 5,8552 5,7586 5,6298 5,4331 5,1509 4,7684 4,2704 3,6670 3,0123 2,4013 1,9479 1,7482 1,8372 2,1665 2,6285 3,1086 3,5244 3,8328 4,0259 4,1285 4,1886 4,2551 4,3610 4,5306 4,7941 5,1758 5,6644 6,2080 6,7437 7,2264 7,6356 7,9688 8,2337 8,4469 8,6398 8,8513 9,0994 9,3627 9,5884 9,7178 9,7125 9,5668 9,2982 8,9344 8,5177 8,1116 7,7845 7,5820 7,5066 7,5089 7,5053 7,4203 7,2230 6,9319 6,5935 6,2505 5,9174 5,5750 5,1895 4,7364 4,2146 3,6563 3,1385 2,7657 2,6184 2,7068 2,9632 3,2825 3,5897 3,8755 4,1714 4,4988 4,8436 5,1672 5,4289 5,5994 5,6674 5,6417 5,5475 5,4187 5,2846 5,1541 5,0171 4,8616 4,6858 4,5043 4,3489 4,2560 4,2469 4,3146 4,4259 4,5402 4,6308 4,6838 4,6788 4,5746 4,3161 3,8690 3,2519 2,5292 1,7768 1,0578 0,4182 -0,1138 -0,5210 -0,7872 -0,8985 -0,8567 -0,6842 -0,4162 -0,0930 0,2479 0,5747 0,8592 1,0811 1,2330 1,3182 1,3446 1,3160
