Fp1   -1,5020 -1,4773 -1,4288 -1,3551 -1,2570 -1,1471 -1,0470 -0,9673 -0,8926 -0,7958 -0,6644 -0,5103 -0,3608 -0,2384 -0,1411 -0,0427 0,0845 0,2512 0,4549 0,6961 0,9845 1,3284 1,7209 2,1376 2,5443 2,9015 3,1698 3,3126 3,2989 3,1134 2,7765 2,3449 1,8783 1,4072 0,9396 0,4876 0,0799 -0,2463 -0,4723 -0,6207 -0,7478 -0,9118 -1,1458 -1,4537 -1,8184 -2,2100 -2,5958 -2,9563 -3,2924 -3,6136 -3,9204 -4,1998 -4,4345 -4,6138 -4,7387 -4,8200 -4,8760 -4,9298 -5,0026 -5,1006 -5,2071 -5,2852 -5,2949 -5,2200 -5,0863 -4,9438 -4,8294 -4,7417 -4,6442 -4,4877 -4,2381 -3,8941 -3,4871 -3,0640 -2,6662 -2,3120 -1,9925 -1,6820 -1,3593 -1,0178 -0,6560 -0,2674 0,1474 0,5687 0,9617 1,2931 1,5448 1,7144 1,8054 1,8202 1,7671 1,6683 1,5594 1,4744 1,4247 1,3936 1,3595 1,3239 1,3107 1,3427 1,4271 1,5603 1,7311 1,9194 2,0943 2,2194 2,2603 2,1942 2,0205 1,7669 1,4793 1,2041 0,9750 0,8065 0,6927 0,6119 0,5358 0,4441 0,3356 0,2275 0,1477 0,1266 0,1945 0,3808 0,7050 1,1589 1,7017 2,2838 2,8764 3,4785 4,0988 4,7399 5,3978 6,0642 6,7158 7,3085 7,7903 8,1247 8,3062 8,3584 8,3211 8,2347 8,1256 7,9974 7,8358 7,6252 7,3618 7,0553 6,7151 6,3430 5,9337 5,4763 4,9615 4,3931 3,7895 3,1766 2,5890 2,0714 1,6659 1,3947 1,2571 1,2360 1,2983 1,3965 1,4822 1,5273 1,5381 1,5480 1,5857 1,6500 1,7128 1,7370 1,6940 1,5738 1,3883 1,1647 0,9344 0,7190 0,5179 0,3109 0,0775 -0,1858 -0,4646 -0,7362 -0,9850 -1,2145 -1,4434 -1,6946 -1,9926 -2,3620 -2,8185 -3,3644 -3,9941 -4,6953 -5,4383 -6,1756 -6,8640 -7,4841 -8,0385 -8,5381 -8,9896 -9,3858 -9,7096 -9,9490 -10,1112 -10,2234 -10,3249 -10,4418 -10,5635 -10,6507 -10,6676 -10,6014 -10,4600 -10,2618 -10,0295 -9,7909 -9,5694 -9,3684 -9,1737 -8,9696 -8,7469 -8,5004 -8,2307 -7,9453 -7,6543 -7,3635 -7,0742 -6,7897 -6,5261 -6,3107 -6,1630 -6,0746 -6,0116 -5,9370 -5,8286 -5,6850 -5,5264 -5,3909 -5,3233 -5,3624 -5,5261 -5,8037 -6,1666 -6,5867 -7,0436 -7,5207 -8,0035 -8,4804 -8,9428 -9,3862 -9,8107 -10,2159 -10,5959 -10,9396 -11,2353 -11,4773 -11,6709 -11,8258 -11,9480 -12,0363 -12,0890 -12,1099 -12,1055 -12,0793 -12,0293 -11,9502 -11,8361 -11,6800 -11,4758 -11,2242 -10,9278 -10,5854 -10,2008 -9,7935 -9,3957 -9,0413 -8,7531 -8,5343 -8,3696 -8,2298 -8,0760 -7,8754 -7,6229 -7,3467 -7,0911 -6,8919 -6,7608 -6,6851 -6,6396 -6,6015 -6,5605 -6,5201 -6,4876 -6,4628 -6,4417 -6,4322 -6,4611 -6,5588 -6,7303 -6,9428 -7,1471 -7,3090 -7,4258 -7,5227 -7,6319 -7,7721 -7,9456 -8,1478 -8,3709 -8,6041 -8,8370 -9,0647 -9,2909 -9,5205 -9,7434 -9,9307 -10,0515 -10,0946 -10,0732 -10,0132 -9,9305 -9,8176 -9,6503 -9,4154 -9,1279 -8,8214 -8,5284 -8,2705 -8,0581 -7,8945 -7,7801 -7,7132 -7,6878 -7,6925 -7,7126 -7,7311 -7,7245 -7,6629 -7,5248 -7,3120 -7,0443 -6,7428 -6,4240 -6,1073 -5,8150 -5,5602 -5,3358 -5,1137 -4,8515 -4,5083 -4,0675 -3,5537 -3,0322 -2,5901 -2,3070 -2,2259 -2,3421 -2,6136 -2,9817 -3,3868 -3,7711 -4,0861 -4,3113 -4,4688 -4,6101 -4,7784 -4,9795 -5,1841 -5,3517 -5,4514 -5,4758 -5,4475 -5,4111 -5,4107 -5,4695 -5,5885 -5,7590 -5,9764 -6,2450 -6,5672 -6,9274 -7,2932 -7,6323 -7,9257 -8,1682 -8,3610 -8,5097 -8,6222 -8,7043 -8,7604 -8,7982 -8,8254 -8,8457 -8,8552 -8,8431 -8,7964 -8,7085 -8,5853 -8,4380 -8,2704 -8,0755 -7,8483 -7,5966 -7,3390 -7,0939 -6,8718 -6,6731 -6,4904 -6,3119 -6,1221 -5,9045 -5,6481 -5,3526 -5,0288 -4,6982 -4,3887 -4,1211 -3,8972 -3,7094 -3,5553 -3,4328 -3,3264 -3,2137 -3,0936 -2,9942 -2,9504 -2,9729 -3,0378 -3,0997 -3,1216 -3,0980 -3,0507 -3,0096 -2,9982 -3,0309 -3,1143 -3,2466 -3,4213 -3,6365 -3,8982 -4,2142 -4,5896 -5,0234 -5,5054 -6,0205 -6,5513 -7,0737 -7,5540 -7,9593 -8,2752 -8,5084 -8,6704 -8,7641 -8,7809 -8,7138 -8,5770 -8,4135 -8,2788 -8,2141 -8,2249 -8,2751 -8,3066 -8,2700 -8,1375 -7,8976 -7,5523 -7,1206 -6,6314 -6,1117 -5,5804 -5,0446 -4,5020 -3,9498 -3,3967 -2,8677 -2,3985 -2,0223 -1,7526 -1,5747 -1,4559 -1,3688 -1,3135 -1,3176 -1,4121 -1,6030 -1,8595 -2,1270 -2,3633 -2,5693 -2,7844 -3,0567 -3,4102 -3,8269 -4,2547 -4,6414 -4,9677 -5,2486 -5,5065 -5,7463 -5,9565 -6,1224 -6,2313 -6,2688 -6,2160 -6,0594 -5,8084 -5,5002 -5,1808 -4,8798 -4,5986 -4,3176 -4,0136 -3,6748 -3,3057 -2,9197 -2,5295 -2,1413 -1,7527 -1,3616 -0,9785 -0,6259 -0,3308 -0,1172 0,0004 0,0176 -0,0628 -0,2322 -0,4791 -0,7905 -1,1450 -1,5082 -1,8454 -2,1444 -2,4258 -2,7276 -3,0804 -3,4931 -3,9510 -4,4184 -4,8479 -5,1958 -5,4375 -5,5697 -5,5950 -5,5120 -5,3239 -5,0519 -4,7329 -4,4057 -4,0953 -3,8090 -3,5419 -3,2868 -3,0414 -2,8082 -2,5875 -2,3705 -2,1440 -1,8988 -1,6398 -1,3880 -1,1683 -0,9951 -0,8708 -0,7854 -0,7203 -0,6598 -0,5991 -0,5403 -0,4937 -0,4782 -0,5138 -0,6094 -0,7558 -0,9329 -1,1260 -1,3302 -1,5414 -1,7540 -1,9718 -2,2155 -2,5220 -2,9278 -3,4440 -4,0425 -4,6705 -5,2743 -5,8092 -6,2415 -6,5609 -6,7893 -6,9659 -7,1144 -7,2248 -7,2721 -7,2442 -7,1512 -7,0131 -6,8457 -6,6578
Fz    -2,7805 -2,9457 -3,1044 -3,2589 -3,3923 -3,4774 -3,4947 -3,4380 -3,3087 -3,1156 -2,8792 -2,6256 -2,3774 -2,1467 -1,9300 -1,7087 -1,4628 -1,1810 -0,8553 -0,4746 -0,0263 0,4936 1,0708 1,6725 2,2575 2,7843 3,2164 3,5271 3,6998 3,7321 3,6451 3,4843 3,3020 3,1365 3,0039 2,9012 2,8146 2,7284 2,6214 2,4603 2,2058 1,8291 1,3275 0,7277 0,0747 -0,5844 -1,2119 -1,7877 -2,3172 -2,8318 -3,3719 -3,9613 -4,5898 -5,2165 -5,7892 -6,2649 -6,6216 -6,8622 -7,0109 -7,1007 -7,1581 -7,1948 -7,2085 -7,1908 -7,1332 -7,0272 -6,8637 -6,6362 -6,3407 -5,9755 -5,5470 -5,0748 -4,5870 -4,1066 -3,6394 -3,1740 -2,6910 -2,1755 -1,6278 -1,0626 -0,4974 0,0556 0,5841 1,0669 1,4743 1,7800 1,9732 2,0596 2,0550 1,9781 1,8456 1,6708 1,4683 1,2554 1,0471 0,8538 0,6887 0,5703 0,5109 0,5064 0,5402 0,5943 0,6526 0,6989 0,7139 0,6741 0,5573 0,3537 0,0769 -0,2331 -0,5235 -0,7523 -0,9042 -0,9919 -1,0468 -1,1025 -1,1803 -1,2871 -1,4208 -1,5705 -1,7102 -1,8013 -1,8005 -1,6657 -1,3639 -0,8856 -0,2527 0,4916 1,3021 2,1423 2,9813 3,7929 4,5603 5,2798 5,9512 6,5645 7,0996 7,5370 7,8673 8,0916 8,2186 8,2613 8,2289 8,1222 7,9423 7,6967 7,3984 7,0599 6,6826 6,2501 5,7309 5,0923 4,3232 3,4517 2,5369 1,6436 0,8250 0,1192 -0,4541 -0,8986 -1,2345 -1,4810 -1,6471 -1,7375 -1,7630 -1,7413 -1,6869 -1,6063 -1,5076 -1,4099 -1,3377 -1,3077 -1,3193 -1,3549 -1,3866 -1,3880 -1,3460 -1,2692 -1,1913 -1,1625 -1,2251 -1,3874 -1,6178 -1,8640 -2,0848 -2,2698 -2,4390 -2,6286 -2,8771 -3,2141 -3,6536 -4,1966 -4,8369 -5,5567 -6,3169 -7,0662 -7,7670 -8,4095 -9,0028 -9,5570 -10,0708 -10,5292 -10,9140 -11,2154 -11,4356 -11,5894 -11,7001 -11,7859 -11,8474 -11,8724 -11,8485 -11,7663 -11,6187 -11,4038 -11,1294 -10,8122 -10,4724 -10,1306 -9,8055 -9,5085 -9,2389 -8,9858 -8,7344 -8,4713 -8,1862 -7,8728 -7,5278 -7,1531 -6,7588 -6,3630 -5,9827 -5,6225 -5,2728 -4,9173 -4,5439 -4,1541 -3,7659 -3,4087 -3,1165 -2,9228 -2,8512 -2,9025 -3,0562 -3,2872 -3,5788 -3,9241 -4,3202 -4,7612 -5,2342 -5,7224 -6,2140 -6,7050 -7,1915 -7,6676 -8,1320 -8,5927 -9,0571 -9,5177 -9,9478 -10,3132 -10,5860 -10,7502 -10,8035 -10,7597 -10,6449 -10,4879 -10,3119 -10,1305 -9,9484 -9,7638 -9,5678 -9,3460 -9,0882 -8,7995 -8,4997 -8,2127 -7,9557 -7,7331 -7,5355 -7,3429 -7,1311 -6,8851 -6,6157 -6,3606 -6,1619 -6,0399 -5,9855 -5,9700 -5,9567 -5,9097 -5,8028 -5,6239 -5,3743 -5,0666 -4,7287 -4,4051 -4,1462 -3,9876 -3,9349 -3,9663 -4,0540 -4,1827 -4,3528 -4,5707 -4,8351 -5,1297 -5,4269 -5,7012 -5,9419 -6,1557 -6,3581 -6,5612 -6,7704 -6,9869 -7,2073 -7,4194 -7,6024 -7,7371 -7,8164 -7,8439 -7,8222 -7,7475 -7,6153 -7,4279 -7,2024 -6,9730 -6,7823 -6,6664 -6,6406 -6,6961 -6,8095 -6,9582 -7,1264 -7,2994 -7,4551 -7,5630 -7,5927 -7,5222 -7,3450 -7,0739 -6,7355 -6,3570 -5,9581 -5,5506 -5,1410 -4,7275 -4,2957 -3,8218 -3,2844 -2,6810 -2,0342 -1,3835 -0,7728 -0,2431 0,1705 0,4463 0,5842 0,6084 0,5578 0,4744 0,3972 0,3573 0,3641 0,3967 0,4177 0,3969 0,3230 0,1995 0,0386 -0,1443 -0,3379 -0,5409 -0,7608 -1,0068 -1,2836 -1,5924 -1,9378 -2,3301 -2,7819 -3,2968 -3,8581 -4,4305 -4,9762 -5,4687 -5,8966 -6,2622 -6,5787 -6,8603 -7,1093 -7,3169 -7,4744 -7,5818 -7,6477 -7,6825 -7,6948 -7,6930 -7,6847 -7,6734 -7,6566 -7,6273 -7,5773 -7,5025 -7,4080 -7,3061 -7,2069 -7,1095 -7,0013 -6,8680 -6,7027 -6,5067 -6,2784 -6,0055 -5,6720 -5,2737 -4,8300 -4,3821 -3,9749 -3,6385 -3,3811 -3,1887 -3,0283 -2,8587 -2,6530 -2,4129 -2,1636 -1,9353 -1,7470 -1,5999 -1,4798 -1,3705 -1,2694 -1,1910 -1,1541 -1,1681 -1,2291 -1,3243 -1,4418 -1,5798 -1,7515 -1,9795 -2,2838 -2,6719 -3,1367 -3,6658 -4,2500 -4,8809 -5,5409 -6,2029 -6,8443 -7,4559 -8,0346 -8,5692 -9,0355 -9,4017 -9,6421 -9,7542 -9,7639 -9,7110 -9,6264 -9,5186 -9,3785 -9,1961 -8,9660 -8,6815 -8,3339 -7,9221 -7,4586 -6,9659 -6,4695 -5,9929 -5,5473 -5,1257 -4,7088 -4,2812 -3,8440 -3,4163 -3,0263 -2,7008 -2,4553 -2,2895 -2,1949 -2,1693 -2,2244 -2,3769 -2,6299 -2,9612 -3,3286 -3,6905 -4,0276 -4,3446 -4,6571 -4,9756 -5,2966 -5,6028 -5,8768 -6,1181 -6,3435 -6,5679 -6,7886 -6,9884 -7,1475 -7,2507 -7,2845 -7,2354 -7,0997 -6,8948 -6,6547 -6,4119 -6,1823 -5,9662 -5,7540 -5,5319 -5,2873 -5,0149 -4,7196 -4,4174 -4,1299 -3,8718 -3,6428 -3,4379 -3,2631 -3,1397 -3,0951 -3,1516 -3,3181 -3,5866 -3,9352 -4,3361 -4,7611 -5,1812 -5,5670 -5,8963 -6,1655 -6,3915 -6,5999 -6,8094 -7,0227 -7,2265 -7,4029 -7,5397 -7,6287 -7,6590 -7,6168 -7,4903 -7,2737 -6,9708 -6,5992 -6,1894 -5,7742 -5,3805 -5,0260 -4,7160 -4,4414 -4,1888 -3,9527 -3,7367 -3,5426 -3,3609 -3,1721 -2,9591 -2,7203 -2,4744 -2,2550 -2,0965 -2,0156 -2,0056 -2,0461 -2,1171 -2,2100 -2,3329 -2,5021 -2,7256 -2,9916 -3,2746 -3,5511 -3,8117 -4,0578 -4,2931 -4,5218 -4,7573 -5,0257 -5,3614 -5,7932 -6,3284 -6,9466 -7,6134 -8,2975 -8,9768 -9,6372 -10,2714 -10,8777 -11,4491 -11,9611 -12,3721 -12,6460 -12,7768 -12,7934 -12,7441 -12,6743 -12,6123
F3    -2,6999 -2,7352 -2,7146 -2,6424 -2,5198 -2,3472 -2,1317 -1,8871 -1,6234 -1,3458 -1,0630 -0,7904 -0,5449 -0,3361 -0,1582 0,0112 0,1949 0,4044 0,6453 0,9278 1,2646 1,6586 2,0911 2,5251 2,9187 3,2342 3,4408 3,5151 3,4408 3,2158 2,8678 2,4553 2,0414 1,6675 1,3497 1,0896 0,8825 0,7196 0,5803 0,4269 0,2140 -0,0931 -0,5047 -1,0025 -1,5474 -2,0930 -2,6021 -3,0581 -3,4711 -3,8713 -4,2898 -4,7392 -5,2069 -5,6638 -6,0798 -6,4370 -6,7319 -6,9709 -7,1644 -7,3202 -7,4379 -7,5054 -7,5040 -7,4221 -7,2695 -7,0745 -6,8665 -6,6590 -6,4440 -6,1999 -5,9051 -5,5496 -5,1411 -4,7028 -4,2595 -3,8215 -3,3795 -2,9161 -2,4263 -1,9248 -1,4323 -0,9623 -0,5231 -0,1271 0,2100 0,4762 0,6673 0,7845 0,8318 0,8174 0,7532 0,6534 0,5360 0,4219 0,3266 0,2552 0,2078 0,1893 0,2074 0,2624 0,3436 0,4340 0,5208 0,5983 0,6612 0,6952 0,6763 0,5803 0,3998 0,1549 -0,1145 -0,3687 -0,5855 -0,7650 -0,9213 -1,0688 -1,2116 -1,3428 -1,4507 -1,5221 -1,5401 -1,4860 -1,3416 -1,0872 -0,7074 -0,2041 0,3985 1,0674 1,7768 2,5079 3,2419 3,9621 4,6654 5,3625 6,0578 6,7290 7,3299 7,8112 8,1400 8,3079 8,3292 8,2341 8,0561 7,8204 7,5432 7,2371 6,9137 6,5797 6,2299 5,8455 5,3986 4,8625 4,2294 3,5260 2,8066 2,1296 1,5387 1,0596 0,7006 0,4523 0,2933 0,2012 0,1601 0,1597 0,1905 0,2431 0,3135 0,4055 0,5221 0,6517 0,7663 0,8368 0,8494 0,8133 0,7532 0,6962 0,6603 0,6452 0,6275 0,5692 0,4409 0,2405 -0,0080 -0,2726 -0,5318 -0,7829 -1,0369 -1,3122 -1,6318 -2,0195 -2,4890 -3,0384 -3,6598 -4,3417 -5,0532 -5,7431 -6,3676 -6,9150 -7,4037 -7,8619 -8,3069 -8,7339 -9,1208 -9,4435 -9,6889 -9,8626 -9,9910 -10,1068 -10,2248 -10,3337 -10,4087 -10,4254 -10,3682 -10,2381 -10,0552 -9,8500 -9,6479 -9,4569 -9,2693 -9,0717 -8,8519 -8,6034 -8,3268 -8,0280 -7,7167 -7,4050 -7,1048 -6,8235 -6,5633 -6,3235 -6,0977 -5,8721 -5,6296 -5,3594 -5,0616 -4,7465 -4,4340 -4,1527 -3,9391 -3,8321 -3,8572 -4,0113 -4,2675 -4,5933 -4,9609 -5,3467 -5,7319 -6,1040 -6,4565 -6,7895 -7,1118 -7,4340 -7,7598 -8,0829 -8,3904 -8,6673 -8,8997 -9,0771 -9,1959 -9,2626 -9,2898 -9,2900 -9,2714 -9,2394 -9,1973 -9,1446 -9,0766 -8,9864 -8,8676 -8,7163 -8,5261 -8,2873 -7,9989 -7,6785 -7,3580 -7,0721 -6,8467 -6,6902 -6,5939 -6,5343 -6,4771 -6,3890 -6,2615 -6,1215 -6,0133 -5,9667 -5,9776 -6,0119 -6,0257 -5,9848 -5,8749 -5,6979 -5,4625 -5,1808 -4,8760 -4,5886 -4,3664 -4,2415 -4,2126 -4,2482 -4,3087 -4,3703 -4,4333 -4,5171 -4,6409 -4,8070 -4,9982 -5,1900 -5,3638 -5,5126 -5,6411 -5,7612 -5,8860 -6,0203 -6,1528 -6,2587 -6,3152 -6,3154 -6,2726 -6,2089 -6,1360 -6,0459 -5,9184 -5,7413 -5,5262 -5,3036 -5,1024 -4,9382 -4,8146 -4,7312 -4,6918 -4,7040 -4,7708 -4,8790 -4,9967 -5,0820 -5,0979 -5,0242 -4,8647 -4,6429 -4,3880 -4,1196 -3,8427 -3,5557 -3,2564 -2,9404 -2,5945 -2,2003 -1,7449 -1,2305 -0,6757 -0,1137 0,4099 0,8397 1,1218 1,2216 1,1385 0,9058 0,5764 0,2084 -0,1418 -0,4284 -0,6315 -0,7675 -0,8747 -0,9838 -1,1020 -1,2174 -1,3139 -1,3848 -1,4406 -1,5074 -1,6143 -1,7792 -2,0012 -2,2680 -2,5683 -2,9002 -3,2700 -3,6823 -4,1290 -4,5891 -5,0378 -5,4541 -5,8225 -6,1346 -6,3928 -6,6075 -6,7857 -6,9243 -7,0161 -7,0586 -7,0573 -7,0216 -6,9598 -6,8749 -6,7644 -6,6263 -6,4649 -6,2859 -6,0908 -5,8797 -5,6592 -5,4431 -5,2427 -5,0556 -4,8675 -4,6642 -4,4437 -4,2150 -3,9853 -3,7516 -3,5045 -3,2370 -2,9532 -2,6721 -2,4209 -2,2232 -2,0917 -2,0242 -2,0019 -1,9940 -1,9725 -1,9269 -1,8680 -1,8125 -1,7679 -1,7283 -1,6824 -1,6252 -1,5699 -1,5427 -1,5653 -1,6399 -1,7512 -1,8790 -2,0120 -2,1549 -2,3267 -2,5519 -2,8482 -3,2212 -3,6624 -4,1524 -4,6711 -5,2031 -5,7324 -6,2373 -6,7012 -7,1249 -7,5187 -7,8803 -8,1839 -8,3931 -8,4843 -8,4642 -8,3684 -8,2447 -8,1339 -8,0540 -7,9920 -7,9126 -7,7784 -7,5631 -7,2567 -6,8683 -6,4222 -5,9463 -5,4640 -4,9944 -4,5505 -4,1347 -3,7399 -3,3598 -2,9990 -2,6730 -2,3996 -2,1896 -2,0439 -1,9563 -1,9173 -1,9223 -1,9775 -2,0955 -2,2794 -2,5133 -2,7711 -3,0371 -3,3170 -3,6293 -3,9895 -4,4005 -4,8463 -5,2934 -5,7081 -6,0766 -6,4048 -6,6981 -6,9479 -7,1377 -7,2566 -7,2994 -7,2599 -7,1307 -6,9154 -6,6384 -6,3386 -6,0519 -5,7975 -5,5762 -5,3749 -5,1726 -4,9484 -4,6899 -4,3965 -4,0793 -3,7566 -3,4433 -3,1460 -2,8717 -2,6375 -2,4691 -2,3880 -2,4026 -2,5073 -2,6872 -2,9241 -3,2035 -3,5147 -3,8434 -4,1657 -4,4588 -4,7196 -4,9706 -5,2437 -5,5566 -5,9052 -6,2700 -6,6248 -6,9409 -7,1904 -7,3520 -7,4149 -7,3751 -7,2303 -6,9819 -6,6431 -6,2452 -5,8299 -5,4378 -5,1009 -4,8378 -4,6482 -4,5163 -4,4191 -4,3323 -4,2342 -4,1102 -3,9515 -3,7561 -3,5332 -3,3035 -3,0936 -2,9276 -2,8158 -2,7515 -2,7202 -2,7097 -2,7176 -2,7565 -2,8481 -3,0049 -3,2168 -3,4549 -3,6912 -3,9161 -4,1345 -4,3500 -4,5635 -4,7862 -5,0456 -5,3750 -5,7983 -6,3166 -6,9070 -7,5338 -8,1627 -8,7661 -9,3254 -9,8352 -10,3019 -10,7308 -11,1075 -11,3950 -11,5534 -11,5652 -11,4456 -11,2341 -10,9774 -10,7161
F7    -1,2861 -1,3159 -1,2719 -1,1546 -0,9888 -0,8116 -0,6561 -0,5390 -0,4524 -0,3685 -0,2603 -0,1196 0,0428 0,2127 0,3878 0,5804 0,8041 1,0591 1,3346 1,6215 1,9146 2,2011 2,4538 2,6423 2,7513 2,7859 2,7596 2,6786 2,5356 2,3165 2,0190 1,6646 1,2853 0,9028 0,5247 0,1519 -0,2093 -0,5422 -0,8335 -1,0897 -1,3347 -1,5929 -1,8790 -2,1949 -2,5268 -2,8441 -3,1106 -3,3049 -3,4312 -3,5117 -3,5705 -3,6219 -3,6662 -3,6949 -3,7032 -3,7002 -3,7084 -3,7547 -3,8557 -4,0073 -4,1840 -4,3488 -4,4670 -4,5194 -4,5115 -4,4721 -4,4346 -4,4110 -4,3789 -4,2992 -4,1466 -3,9223 -3,6407 -3,3134 -2,9504 -2,5644 -2,1688 -1,7715 -1,3744 -0,9796 -0,5946 -0,2329 0,0893 0,3554 0,5513 0,6730 0,7284 0,7302 0,6868 0,6030 0,4884 0,3631 0,2563 0,2008 0,2251 0,3401 0,5328 0,7751 1,0351 1,2825 1,4951 1,6665 1,8050 1,9205 2,0108 2,0632 2,0618 1,9889 1,8259 1,5618 1,2034 0,7797 0,3367 -0,0790 -0,4363 -0,7227 -0,9382 -1,0867 -1,1708 -1,1885 -1,1309 -0,9880 -0,7597 -0,4541 -0,0759 0,3756 0,8969 1,4769 2,1004 2,7479 3,3976 4,0345 4,6576 5,2748 5,8838 6,4601 6,9620 7,3490 7,5996 7,7168 7,7226 7,6523 7,5466 7,4374 7,3351 7,2280 7,0950 6,9191 6,6892 6,4012 6,0610 5,6785 5,2649 4,8370 4,4139 4,0069 3,6241 3,2824 3,0065 2,8150 2,7109 2,6798 2,6958 2,7342 2,7798 2,8297 2,8915 2,9754 3,0807 3,1866 3,2594 3,2704 3,2085 3,0824 2,9146 2,7299 2,5467 2,3700 2,1902 1,9897 1,7606 1,5098 1,2469 0,9716 0,6755 0,3521 0,0089 -0,3320 -0,6545 -0,9676 -1,3035 -1,7043 -2,2068 -2,8249 -3,5307 -4,2592 -4,9390 -5,5236 -6,0051 -6,4089 -6,7692 -7,1031 -7,4054 -7,6662 -7,8860 -8,0785 -8,2685 -8,4805 -8,7197 -8,9678 -9,1941 -9,3676 -9,4653 -9,4788 -9,4186 -9,3090 -9,1759 -9,0336 -8,8828 -8,7154 -8,5208 -8,2946 -8,0471 -7,8013 -7,5836 -7,4170 -7,3186 -7,2944 -7,3361 -7,4268 -7,5467 -7,6714 -7,7749 -7,8361 -7,8396 -7,7789 -7,6675 -7,5433 -7,4557 -7,4458 -7,5330 -7,7118 -7,9627 -8,2651 -8,6056 -8,9775 -9,3761 -9,7903 -10,2004 -10,5856 -10,9314 -11,2293 -11,4716 -11,6508 -11,7645 -11,8218 -11,8391 -11,8275 -11,7883 -11,7218 -11,6360 -11,5458 -11,4664 -11,4085 -11,3764 -11,3670 -11,3668 -11,3464 -11,2682 -11,1028 -10,8381 -10,4802 -10,0577 -9,6205 -9,2270 -8,9302 -8,7654 -8,7375 -8,8184 -8,9546 -9,0813 -9,1426 -9,1128 -9,0049 -8,8574 -8,7080 -8,5734 -8,4485 -8,3222 -8,1893 -8,0500 -7,9018 -7,7401 -7,5698 -7,4184 -7,3342 -7,3673 -7,5414 -7,8322 -8,1737 -8,4922 -8,7390 -8,9039 -9,0096 -9,0961 -9,2036 -9,3604 -9,5790 -9,8524 -10,1541 -10,4483 -10,7040 -10,9000 -11,0238 -11,0729 -11,0529 -10,9764 -10,8672 -10,7651 -10,7104 -10,7169 -10,7603 -10,7946 -10,7807 -10,7021 -10,5619 -10,3721 -10,1524 -9,9347 -9,7610 -9,6650 -9,6520 -9,6957 -9,7537 -9,7863 -9,7665 -9,6834 -9,5412 -9,3548 -9,1402 -8,9097 -8,6748 -8,4515 -8,2588 -8,1121 -8,0171 -7,9665 -7,9378 -7,8934 -7,7875 -7,5821 -7,2705 -6,8907 -6,5151 -6,2229 -6,0743 -6,0965 -6,2838 -6,6063 -7,0184 -7,4668 -7,9010 -8,2862 -8,6100 -8,8762 -9,0892 -9,2423 -9,3194 -9,3062 -9,2021 -9,0269 -8,8206 -8,6361 -8,5237 -8,5147 -8,6162 -8,8181 -9,1012 -9,4397 -9,8015 -10,1558 -10,4867 -10,7961 -11,0923 -11,3766 -11,6374 -11,8532 -12,0008 -12,0679 -12,0657 -12,0300 -12,0021 -12,0057 -12,0407 -12,0910 -12,1346 -12,1531 -12,1399 -12,0961 -12,0193 -11,8971 -11,7109 -11,4489 -11,1195 -10,7508 -10,3761 -10,0224 -9,7058 -9,4288 -9,1809 -8,9418 -8,6907 -8,4159 -8,1167 -7,7989 -7,4708 -7,1404 -6,8157 -6,5064 -6,2246 -5,9799 -5,7738 -5,6029 -5,4727 -5,4031 -5,4119 -5,4937 -5,6144 -5,7239 -5,7862 -5,8064 -5,8265 -5,8959 -6,0443 -6,2740 -6,5619 -6,8666 -7,1431 -7,3645 -7,5367 -7,6942 -7,8830 -8,1417 -8,4864 -8,9106 -9,3936 -9,9047 -10,4027 -10,8467 -11,2155 -11,5117 -11,7447 -11,9106 -11,9913 -11,9733 -11,8700 -11,7271 -11,6072 -11,5632 -11,6120 -11,7249 -11,8461 -11,9198 -11,9031 -11,7659 -11,4923 -11,0844 -10,5615 -9,9617 -9,3355 -8,7316 -8,1833 -7,7059 -7,3040 -6,9818 -6,7488 -6,6125 -6,5670 -6,5886 -6,6422 -6,6930 -6,7182 -6,7096 -6,6692 -6,6043 -6,5255 -6,4501 -6,4082 -6,4394 -6,5742 -6,8155 -7,1379 -7,4992 -7,8605 -8,2024 -8,5297 -8,8583 -9,1971 -9,5411 -9,8748 -10,1766 -10,4196 -10,5734 -10,6061 -10,4917 -10,2236 -9,8251 -9,3475 -8,8581 -8,4201 -8,0645 -7,7785 -7,5243 -7,2705 -7,0028 -6,7155 -6,4032 -6,0647 -5,7140 -5,3857 -5,1186 -4,9287 -4,7991 -4,6961 -4,5943 -4,4905 -4,4066 -4,3801 -4,4401 -4,5835 -4,7762 -4,9805 -5,1806 -5,3924 -5,6505 -5,9861 -6,4114 -6,9143 -7,4566 -7,9787 -8,4166 -8,7271 -8,9002 -8,9511 -8,9016 -8,7698 -8,5699 -8,3156 -8,0249 -7,7220 -7,4354 -7,1900 -6,9961 -6,8467 -6,7203 -6,5873 -6,4231 -6,2194 -5,9855 -5,7386 -5,4925 -5,2504 -5,0079 -4,7661 -4,5414 -4,3578 -4,2312 -4,1572 -4,1126 -4,0715 -4,0229 -3,9740 -3,9422 -3,9466 -4,0041 -4,1307 -4,3415 -4,6398 -5,0087 -5,4222 -5,8667 -6,3447 -6,8598 -7,3991 -7,9322 -8,4229 -8,8407 -9,1660 -9,3940 -9,5369 -9,6233 -9,6891 -9,7568 -9,8211 -9,8580 -9,8484 -9,7911 -9,6944 -9,5653 -9,4111
