Fp1   -1,1790 -1,3002 -1,3337 -1,3056 -1,2310 -1,0997 -0,8969 -0,6373 -0,3707 -0,1524 -0,0068 0,0868 0,1726 0,2866 0,4349 0,5904 0,7096 0,7613 0,7466 0,6975 0,6536 0,6344 0,6319 0,6285 0,6093 0,5622 0,4830 0,3847 0,2933 0,2311 0,2128 0,2503 0,3495 0,4979 0,6622 0,8048 0,9033 0,9485 0,9254 0,8100 0,5917 0,2976 -0,0119 -0,2847 -0,5130 -0,7291 -0,9737 -1,2677 -1,6041 -1,9553 -2,2845 -2,5529 -2,7278 -2,7898 -2,7335 -2,5701 -2,3351 -2,0897 -1,9038 -1,8296 -1,8804 -2,0319 -2,2398 -2,4575 -2,6501 -2,7999 -2,9046 -2,9718 -3,0097 -3,0193 -2,9925 -2,9237 -2,8328 -2,7715 -2,7956 -2,9202 -3,0952 -3,2324 -3,2733 -3,2339 -3,1805 -3,1651 -3,1925 -3,2428 -3,2990 -3,3441 -3,3427 -3,2481 -3,0354 -2,7270 -2,3889 -2,1103 -1,9831 -2,0738 -2,3892 -2,8668 -3,4047 -3,9027 -4,2932 -4,5611 -4,7422 -4,8935 -5,0654 -5,2949 -5,6050 -6,0027 -6,4748 -6,9838 -7,4722 -7,8794 -8,1640 -8,3187 -8,3682 -8,3481 -8,2810 -8,1692 -8,0039 -7,7722 -7,4541 -7,0319 -6,5179 -5,9636 -5,4326 -4,9664 -4,5713 -4,2204 -3,8615 -3,4385 -2,9204 -2,3104 -1,6341 -0,9283 -0,2393 0,3876 0,9279 1,3900 1,8089 2,2291 2,6889 3,2172 3,8331 4,5377 5,3064 6,0917 6,8432 7,5330 8,1535 8,6999 9,1711 9,5714 9,8983 10,1319 10,2421 10,2095 10,0408 9,7689 9,4397 9,0989 8,7819 8,5102 8,2934 8,1339 8,0265 7,9527 7,8850 7,8016 7,6897 7,5311 7,2950 6,9648 6,5735 6,2012 5,9296 5,7963 5,7822 5,8340 5,8906 5,9081 5,8814 5,8364 5,7944 5,7519 5,6918 5,6039 5,4923 5,3711 5,2582 5,1717 5,1284 5,1385 5,2002 5,3019 5,4275 5,5593 5,6775 5,7582 5,7741 5,7095 5,5795 5,4272 5,2973 5,2106 5,1524 5,0847 4,9777 4,8318 4,6660 4,4987 4,3481 4,2406 4,1994 4,2177 4,2502 4,2363 4,1423 3,9828 3,8028 3,6458 3,5421 3,5109 3,5558 3,6528 3,7463 3,7701 3,6801 3,4713 3,1712 2,8257 2,4844 2,1925 1,9902 1,9012 1,9125 1,9677 1,9934 1,9418 1,8079 1,6152 1,3973 1,1924 1,0370 0,9492 0,9213 0,9282 0,9404 0,9367 0,9178 0,9077 0,9310 0,9855 1,0399 1,0550 1,0072 0,8951 0,7334 0,5446 0,3596 0,2176 0,1578 0,2063 0,3673 0,6203 0,9218 1,2271 1,5253 1,8371 2,1733 2,5145 2,8304 3,0981 3,3182 3,5204 3,7377 3,9734 4,1978 4,3720 4,4767 4,5190 4,5134 4,4663 4,3806 4,2667 4,1389 4,0059 3,8740 3,7518 3,6497 3,5750 3,5260 3,4892 3,4401 3,3498 3,1956 2,9665 2,6592 2,2742 1,8235 1,3432 0,8915 0,5286 0,2991 0,2218 0,2744 0,3867 0,4654 0,4467 0,3375 0,2065 0,1346 0,1563 0,2302 0,2635 0,1758 -0,0504 -0,3654 -0,6831 -0,9224 -1,0353 -1,0098 -0,8615 -0,6295 -0,3711 -0,1421 0,0258 0,1257 0,1568 0,1129 -0,0139 -0,2222 -0,4901 -0,7788 -1,0507 -1,2841 -1,4625 -1,5641 -1,5704 -1,4794 -1,3131 -1,1184 -0,9527 -0,8696 -0,9125 -1,1010 -1,4205 -1,8299 -2,2728 -2,6828 -2,9954 -3,1699 -3,1958 -3,0806 -2,8447 -2,5238 -2,1617 -1,7961 -1,4556 -1,1715 -0,9803 -0,9045 -0,9324 -1,0186 -1,1033 -1,1413 -1,1256 -1,0853 -1,0556 -1,0474 -1,0491 -1,0534 -1,0762 -1,1495 -1,3034 -1,5486 -1,8678 -2,2216 -2,5663 -2,8660 -3,0962 -3,2433 -3,3088 -3,3081 -3,2614 -3,1897 -3,1135 -3,0450 -2,9828 -2,9217 -2,8633 -2,8208 -2,8180 -2,8833 -3,0332 -3,2553 -3,5088 -3,7356 -3,8787 -3,9114 -3,8595 -3,7851 -3,7420 -3,7518 -3,8101 -3,8929 -3,9652 -3,9994 -3,9928 -3,9729 -3,9817 -4,0467 -4,1634 -4,3017 -4,4211 -4,4873 -4,4915 -4,4540 -4,4031 -4,3548 -4,3167 -4,3044 -4,3483 -4,4773 -4,6923 -4,9605 -5,2326 -5,4543 -5,5797 -5,5990 -5,5539 -5,5091 -5,5057 -5,5366 -5,5526 -5,4901 -5,3038 -4,9868 -4,5723 -4,1201 -3,7019 -3,3898 -3,2447 -3,2911 -3,4972 -3,7930 -4,1093 -4,3982 -4,6288 -4,7778 -4,8281 -4,7742 -4,6214 -4,3789 -4,0658 -3,7230 -3,4046 -3,1585 -3,0216 -3,0189 -3,1590 -3,4322 -3,8036 -4,2058 -4,5575 -4,7996 -4,9132 -4,9093 -4,8111 -4,6481 -4,4538 -4,2633 -4,1078 -4,0025 -3,9392 -3,9015 -3,8870 -3,9103 -3,9915 -4,1506 -4,4065 -4,7630 -5,1944 -5,6573 -6,1209 -6,5746 -7,0063 -7,3869 -7,6829 -7,8752 -7,9583 -7,9285 -7,7776 -7,4971 -7,0868 -6,5679 -5,9936 -5,4393 -4,9689 -4,6034 -4,3194 -4,0707 -3,8155 -3,5329 -3,2234 -2,9051 -2,6124 -2,3915 -2,2814 -2,2878 -2,3771 -2,4927 -2,5711 -2,5541 -2,4014 -2,0996 -1,6668 -1,1489 -0,6036 -0,0751 0,4205 0,8850 1,3121 1,6681 1,8975 1,9526 1,8283 1,5732 1,2712 1,0081 0,8459 0,8100 0,8853 1,0264 1,1792 1,3020 1,3732 1,3798 1,3039 1,1340 0,8895 0,6222 0,3818 0,1866 0,0256 -0,1293 -0,3098 -0,5320 -0,7887 -1,0534 -1,2911 -1,4740 -1,5966 -1,6723 -1,7183 -1,7446 -1,7552 -1,7568 -1,7596 -1,7647 -1,7602 -1,7406 -1,7253 -1,7494 -1,8403 -2,0037 -2,2205 -2,4540 -2,6636 -2,8168 -2,8998 -2,9291 -2,9520 -3,0217 -3,1608 -3,3515 -3,5588 -3,7603 -3,9544 -4,1478 -4,3408 -4,5291 -4,7123 -4,8840 -5,0188 -5,0823 -5,0561 -4,9510 -4,8073 -4,6837 -4,6337 -4,6812 -4,8138 -4,9929 -5,1734 -5,3181 -5,4093 -5,4589 -5,5023 -5,5741 -5,6844 -5,8201 -5,9616
Fz    -2,6786 -2,6588 -2,6058 -2,5121 -2,3669 -2,1610 -1,8985 -1,6055 -1,3231 -1,0900 -0,9193 -0,7895 -0,6612 -0,5051 -0,3200 -0,1316 0,0215 0,1065 0,1107 0,0481 -0,0472 -0,1335 -0,1676 -0,1122 0,0444 0,2754 0,5319 0,7725 0,9753 1,1298 1,2316 1,2889 1,3200 1,3403 1,3552 1,3641 1,3628 1,3447 1,3026 1,2338 1,1452 1,0541 0,9781 0,9212 0,8687 0,7961 0,6848 0,5351 0,3624 0,1811 -0,0039 -0,1925 -0,3816 -0,5597 -0,7054 -0,7974 -0,8361 -0,8546 -0,9037 -1,0254 -1,2343 -1,5177 -1,8473 -2,1902 -2,5144 -2,7907 -2,9968 -3,1235 -3,1752 -3,1594 -3,0791 -2,9374 -2,7536 -2,5731 -2,4556 -2,4449 -2,5422 -2,7076 -2,8960 -3,0896 -3,2954 -3,5159 -3,7352 -3,9312 -4,0918 -4,2149 -4,2957 -4,3223 -4,2853 -4,1884 -4,0559 -3,9297 -3,8542 -3,8547 -3,9304 -4,0630 -4,2284 -4,4027 -4,5717 -4,7413 -4,9325 -5,1625 -5,4357 -5,7470 -6,0923 -6,4743 -6,8988 -7,3602 -7,8346 -8,2868 -8,6859 -9,0138 -9,2609 -9,4187 -9,4787 -9,4344 -9,2830 -9,0240 -8,6561 -8,1818 -7,6210 -7,0147 -6,4167 -5,8808 -5,4401 -5,0843 -4,7617 -4,4087 -3,9795 -3,4571 -2,8477 -2,1756 -1,4790 -0,7960 -0,1464 0,4741 1,0842 1,7062 2,3590 3,0559 3,8051 4,6091 5,4539 6,3085 7,1442 7,9449 8,6883 9,3360 9,8565 10,2474 10,5324 10,7423 10,8948 10,9900 11,0196 10,9756 10,8556 10,6696 10,4388 10,1872 9,9374 9,7128 9,5329 9,3994 9,2967 9,2071 9,1143 8,9890 8,7939 8,5202 8,2081 7,9197 7,6947 7,5327 7,4041 7,2714 7,1058 6,9027 6,6892 6,5122 6,4099 6,3887 6,4228 6,4727 6,5050 6,5006 6,4566 6,3862 6,3131 6,2576 6,2234 6,2062 6,2116 6,2533 6,3332 6,4321 6,5223 6,5851 6,6211 6,6437 6,6645 6,6802 6,6712 6,6093 6,4750 6,2712 6,0221 5,7603 5,5162 5,3162 5,1821 5,1236 5,1301 5,1715 5,2194 5,2686 5,3313 5,4111 5,4932 5,5534 5,5724 5,5421 5,4557 5,2918 5,0161 4,6052 4,0730 3,4776 2,9037 2,4325 2,1136 1,9485 1,8933 1,8825 1,8605 1,8037 1,7194 1,6223 1,5143 1,3829 1,2178 1,0246 0,8278 0,6587 0,5380 0,4724 0,4676 0,5354 0,6774 0,8626 1,0242 1,0902 1,0245 0,8411 0,5849 0,3075 0,0556 -0,1343 -0,2390 -0,2462 -0,1497 0,0446 0,3072 0,5911 0,8593 1,1072 1,3611 1,6546 1,9998 2,3758 2,7441 3,0711 3,3347 3,5202 3,6186 3,6301 3,5665 3,4474 3,2932 3,1250 2,9712 2,8620 2,8112 2,8141 2,8655 2,9655 3,1035 3,2521 3,3800 3,4666 3,5032 3,4847 3,4059 3,2603 3,0375 2,7246 2,3221 1,8611 1,3969 0,9860 0,6715 0,4784 0,4051 0,4146 0,4427 0,4280 0,3465 0,2195 0,0844 -0,0470 -0,1973 -0,3934 -0,6363 -0,8971 -1,1278 -1,2777 -1,3123 -1,2292 -1,0541 -0,8245 -0,5814 -0,3672 -0,2171 -0,1508 -0,1720 -0,2694 -0,4215 -0,6104 -0,8266 -1,0541 -1,2613 -1,4188 -1,5168 -1,5616 -1,5607 -1,5179 -1,4365 -1,3276 -1,2186 -1,1515 -1,1713 -1,3064 -1,5493 -1,8554 -2,1707 -2,4579 -2,6927 -2,8501 -2,9102 -2,8744 -2,7681 -2,6261 -2,4725 -2,3114 -2,1296 -1,9094 -1,6466 -1,3601 -1,0842 -0,8523 -0,6829 -0,5747 -0,5194 -0,5207 -0,5934 -0,7402 -0,9381 -1,1538 -1,3660 -1,5667 -1,7511 -1,9155 -2,0610 -2,1918 -2,3132 -2,4308 -2,5495 -2,6724 -2,8070 -2,9654 -3,1506 -3,3485 -3,5411 -3,7162 -3,8634 -3,9764 -4,0627 -4,1375 -4,2095 -4,2814 -4,3605 -4,4591 -4,5799 -4,7036 -4,7937 -4,8153 -4,7598 -4,6566 -4,5562 -4,5006 -4,5099 -4,5812 -4,6909 -4,8118 -4,9355 -5,0771 -5,2589 -5,4837 -5,7249 -5,9399 -6,0899 -6,1489 -6,1086 -5,9829 -5,8066 -5,6219 -5,4670 -5,3748 -5,3767 -5,4955 -5,7313 -6,0582 -6,4362 -6,8234 -7,1784 -7,4687 -7,6847 -7,8387 -7,9445 -7,9985 -7,9773 -7,8537 -7,6213 -7,3087 -6,9709 -6,6651 -6,4277 -6,2708 -6,1914 -6,1768 -6,2043 -6,2428 -6,2639 -6,2556 -6,2223 -6,1724 -6,1072 -6,0260 -5,9363 -5,8465 -5,7523 -5,6439 -5,5227 -5,3997 -5,2833 -5,1744 -5,0712 -4,9829 -4,9353 -4,9494 -5,0145 -5,0969 -5,1793 -5,2740 -5,3975 -5,5425 -5,6832 -5,7986 -5,8823 -5,9358 -5,9593 -5,9497 -5,9058 -5,8427 -5,8007 -5,8349 -5,9932 -6,2995 -6,7470 -7,2985 -7,8998 -8,5012 -9,0661 -9,5581 -9,9338 -10,1552 -10,2039 -10,0801 -9,7963 -9,3728 -8,8330 -8,2038 -7,5228 -6,8419 -6,2130 -5,6687 -5,2178 -4,8569 -4,5791 -4,3721 -4,2167 -4,0914 -3,9840 -3,9010 -3,8633 -3,8879 -3,9642 -4,0455 -4,0665 -3,9694 -3,7233 -3,3303 -2,8164 -2,2113 -1,5394 -0,8297 -0,1211 0,5515 1,1673 1,7142 2,1794 2,5467 2,8018 2,9423 2,9835 2,9537 2,8808 2,7845 2,6767 2,5637 2,4479 2,3281 2,2044 2,0868 1,9890 1,9126 1,8456 1,7811 1,7248 1,6807 1,6404 1,5868 1,5019 1,3741 1,2085 1,0254 0,8430 0,6644 0,4752 0,2507 -0,0241 -0,3359 -0,6449 -0,9036 -1,0770 -1,1520 -1,1335 -1,0384 -0,8994 -0,7648 -0,6872 -0,7106 -0,8640 -1,1501 -1,5333 -1,9480 -2,3251 -2,6169 -2,8147 -2,9537 -3,0898 -3,2580 -3,4559 -3,6681 -3,8938 -4,1425 -4,4157 -4,7035 -5,0002 -5,3133 -5,6478 -5,9852 -6,2848 -6,5080 -6,6385 -6,6837 -6,6646 -6,6061 -6,5344 -6,4768 -6,4549 -6,4744 -6,5268 -6,6075 -6,7266 -6,8968 -7,1181 -7,3721 -7,6286 -7,8580
F3    -1,8270 -1,7983 -1,7080 -1,5678 -1,3868 -1,1691 -0,9227 -0,6716 -0,4529 -0,3005 -0,2224 -0,1914 -0,1610 -0,0947 0,0108 0,1235 0,1933 0,1793 0,0684 -0,1171 -0,3304 -0,5187 -0,6317 -0,6272 -0,4895 -0,2416 0,0687 0,3977 0,7147 0,9938 1,2133 1,3642 1,4521 1,4885 1,4877 1,4654 1,4310 1,3741 1,2656 1,0787 0,8144 0,5115 0,2304 0,0154 -0,1303 -0,2367 -0,3388 -0,4569 -0,5952 -0,7547 -0,9434 -1,1710 -1,4314 -1,6925 -1,9054 -2,0323 -2,0727 -2,0680 -2,0799 -2,1580 -2,3165 -2,5364 -2,7851 -3,0315 -3,2496 -3,4167 -3,5184 -3,5579 -3,5530 -3,5184 -3,4538 -3,3516 -3,2185 -3,0884 -3,0146 -3,0393 -3,1614 -3,3318 -3,4916 -3,6186 -3,7352 -3,8713 -4,0311 -4,1924 -4,3242 -4,3970 -4,3836 -4,2654 -4,0460 -3,7588 -3,4630 -3,2306 -3,1221 -3,1617 -3,3321 -3,5933 -3,9025 -4,2183 -4,5082 -4,7666 -5,0143 -5,2738 -5,5528 -5,8504 -6,1659 -6,5017 -6,8575 -7,2226 -7,5742 -7,8832 -8,1267 -8,2961 -8,3957 -8,4370 -8,4328 -8,3895 -8,3010 -8,1453 -7,8863 -7,4949 -6,9796 -6,3954 -5,8210 -5,3262 -4,9462 -4,6647 -4,4208 -4,1426 -3,7833 -3,3328 -2,8069 -2,2384 -1,6699 -1,1385 -0,6567 -0,2087 0,2408 0,7290 1,2818 1,9100 2,6161 3,3968 4,2368 5,1079 5,9830 6,8411 7,6449 8,3350 8,8617 9,2165 9,4287 9,5422 9,5943 9,6059 9,5840 9,5271 9,4348 9,3152 9,1797 9,0320 8,8680 8,6895 8,5084 8,3318 8,1539 7,9713 7,7888 7,5996 7,3809 7,1266 6,8761 6,6911 6,6073 6,6113 6,6539 6,6796 6,6468 6,5433 6,3953 6,2550 6,1633 6,1215 6,0997 6,0656 6,0041 5,9188 5,8252 5,7420 5,6804 5,6364 5,5940 5,5448 5,5052 5,5102 5,5860 5,7272 5,8948 6,0336 6,1003 6,0832 5,9997 5,8753 5,7238 5,5457 5,3440 5,1371 4,9534 4,8155 4,7328 4,7073 4,7360 4,8060 4,8870 4,9367 4,9269 4,8679 4,7967 4,7442 4,7169 4,7003 4,6731 4,6193 4,5246 4,3653 4,1114 3,7461 3,2812 2,7591 2,2437 1,8058 1,5023 1,3529 1,3294 1,3701 1,4114 1,4152 1,3751 1,2995 1,1933 1,0540 0,8797 0,6810 0,4844 0,3234 0,2229 0,1944 0,2491 0,4018 0,6491 0,9424 1,1914 1,3092 1,2626 1,0829 0,8337 0,5732 0,3434 0,1771 0,1018 0,1348 0,2767 0,5057 0,7749 1,0283 1,2312 1,3872 1,5270 1,6822 1,8648 2,0604 2,2459 2,4113 2,5581 2,6833 2,7758 2,8255 2,8284 2,7822 2,6813 2,5261 2,3381 2,1564 2,0152 1,9308 1,9097 1,9505 2,0352 2,1291 2,1968 2,2184 2,1915 2,1204 2,0085 1,8561 1,6569 1,4012 1,0916 0,7561 0,4407 0,1891 0,0287 -0,0341 -0,0187 0,0267 0,0383 -0,0325 -0,1895 -0,3896 -0,5779 -0,7349 -0,8894 -1,0824 -1,3259 -1,5928 -1,8341 -2,0005 -2,0625 -2,0184 -1,8836 -1,6821 -1,4514 -1,2443 -1,1102 -1,0692 -1,1075 -1,1970 -1,3173 -1,4676 -1,6561 -1,8753 -2,0968 -2,2910 -2,4450 -2,5533 -2,6021 -2,5722 -2,4550 -2,2683 -2,0639 -1,9144 -1,8863 -2,0166 -2,2976 -2,6756 -3,0782 -3,4441 -3,7330 -3,9205 -3,9988 -3,9774 -3,8789 -3,7311 -3,5561 -3,3639 -3,1520 -2,9152 -2,6575 -2,4002 -2,1725 -1,9940 -1,8612 -1,7540 -1,6604 -1,5944 -1,5835 -1,6361 -1,7310 -1,8440 -1,9699 -2,1132 -2,2697 -2,4277 -2,5791 -2,7211 -2,8552 -2,9887 -3,1355 -3,3113 -3,5272 -3,7839 -4,0599 -4,3136 -4,5102 -4,6434 -4,7293 -4,7936 -4,8614 -4,9429 -5,0271 -5,0983 -5,1582 -5,2232 -5,3032 -5,3831 -5,4228 -5,3820 -5,2555 -5,0879 -4,9455 -4,8746 -4,8871 -4,9685 -5,0887 -5,2181 -5,3446 -5,4791 -5,6430 -5,8446 -6,0659 -6,2710 -6,4227 -6,4916 -6,4615 -6,3352 -6,1397 -5,9185 -5,7204 -5,5922 -5,5757 -5,6941 -5,9365 -6,2582 -6,6059 -6,9360 -7,2136 -7,4136 -7,5353 -7,6015 -7,6368 -7,6494 -7,6276 -7,5474 -7,3927 -7,1735 -6,9212 -6,6681 -6,4339 -6,2307 -6,0729 -5,9750 -5,9364 -5,9305 -5,9175 -5,8713 -5,7914 -5,6924 -5,5894 -5,4962 -5,4286 -5,3930 -5,3720 -5,3383 -5,2819 -5,2096 -5,1264 -5,0279 -4,9062 -4,7655 -4,6311 -4,5352 -4,4945 -4,5133 -4,6008 -4,7670 -4,9997 -5,2620 -5,5171 -5,7499 -5,9626 -6,1574 -6,3232 -6,4369 -6,4795 -6,4573 -6,4128 -6,4102 -6,5074 -6,7356 -7,0943 -7,5490 -8,0440 -8,5297 -8,9742 -9,3516 -9,6352 -9,8053 -9,8541 -9,7808 -9,5906 -9,2987 -8,9238 -8,4765 -7,9650 -7,4121 -6,8599 -6,3518 -5,9165 -5,5635 -5,2868 -5,0728 -4,9040 -4,7567 -4,6094 -4,4645 -4,3546 -4,3129 -4,3326 -4,3614 -4,3341 -4,2022 -3,9440 -3,5659 -3,0940 -2,5574 -1,9785 -1,3805 -0,7914 -0,2351 0,2748 0,7299 1,1179 1,4199 1,6173 1,7056 1,7014 1,6344 1,5369 1,4387 1,3621 1,3084 1,2568 1,1791 1,0628 0,9205 0,7737 0,6279 0,4752 0,3216 0,1930 0,1085 0,0621 0,0307 -0,0145 -0,1000 -0,2349 -0,4045 -0,5855 -0,7658 -0,9572 -1,1899 -1,4846 -1,8190 -2,1269 -2,3337 -2,3983 -2,3296 -2,1721 -1,9809 -1,8052 -1,6830 -1,6398 -1,6946 -1,8694 -2,1776 -2,5977 -3,0629 -3,4846 -3,7915 -3,9615 -4,0311 -4,0692 -4,1305 -4,2328 -4,3767 -4,5661 -4,8060 -5,0882 -5,3920 -5,6998 -6,0053 -6,3006 -6,5595 -6,7441 -6,8302 -6,8218 -6,7447 -6,6335 -6,5218 -6,4348 -6,3857 -6,3782 -6,4088 -6,4655 -6,5356 -6,6231 -6,7496 -6,9337 -7,1709 -7,4307 -7,6743
F7    -0,8692 -0,7919 -0,6873 -0,5539 -0,3918 -0,1957 0,0386 0,2949 0,5288 0,6914 0,7656 0,7771 0,7680 0,7663 0,7742 0,7722 0,7299 0,6224 0,4498 0,2474 0,0675 -0,0524 -0,0964 -0,0617 0,0371 0,1625 0,2743 0,3600 0,4329 0,5069 0,5840 0,6612 0,7323 0,7829 0,7901 0,7370 0,6243 0,4624 0,2546 -0,0037 -0,3063 -0,6186 -0,8893 -1,0862 -1,2183 -1,3221 -1,4319 -1,5609 -1,7041 -1,8551 -2,0160 -2,1900 -2,3656 -2,5135 -2,5951 -2,5816 -2,4768 -2,3301 -2,2143 -2,1801 -2,2302 -2,3333 -2,4538 -2,5665 -2,6539 -2,7032 -2,7079 -2,6675 -2,5856 -2,4666 -2,3176 -2,1545 -2,0098 -1,9326 -1,9645 -2,1044 -2,2951 -2,4525 -2,5213 -2,5128 -2,4878 -2,4998 -2,5589 -2,6426 -2,7253 -2,7907 -2,8249 -2,8120 -2,7407 -2,6122 -2,4461 -2,2824 -2,1731 -2,1658 -2,2866 -2,5316 -2,8671 -3,2362 -3,5767 -3,8521 -4,0631 -4,2299 -4,3766 -4,5331 -4,7295 -4,9806 -5,2756 -5,5839 -5,8684 -6,0960 -6,2472 -6,3222 -6,3390 -6,3207 -6,2802 -6,2139 -6,1093 -5,9491 -5,7120 -5,3890 -5,0082 -4,6370 -4,3479 -4,1785 -4,1110 -4,0814 -4,0073 -3,8222 -3,5003 -3,0559 -2,5239 -1,9449 -1,3578 -0,7924 -0,2638 0,2273 0,6967 1,1746 1,6930 2,2691 2,9017 3,5799 4,2895 5,0152 5,7456 6,4689 7,1465 7,7110 8,1126 8,3545 8,4795 8,5334 8,5367 8,4832 8,3616 8,1803 7,9731 7,7837 7,6451 7,5676 7,5428 7,5564 7,5941 7,6350 7,6536 7,6303 7,5500 7,3903 7,1273 6,7696 6,3803 6,0481 5,8363 5,7531 5,7581 5,7960 5,8272 5,8367 5,8295 5,8154 5,7932 5,7484 5,6648 5,5319 5,3493 5,1365 4,9345 4,7882 4,7229 4,7323 4,7836 4,8419 4,8920 4,9342 4,9668 4,9785 4,9581 4,9080 4,8505 4,8115 4,7986 4,7950 4,7709 4,6953 4,5478 4,3305 4,0708 3,8089 3,5846 3,4290 3,3589 3,3712 3,4393 3,5183 3,5731 3,6066 3,6470 3,7108 3,7858 3,8432 3,8599 3,8309 3,7563 3,6218 3,3947 3,0432 2,5622 1,9873 1,3923 0,8730 0,5207 0,3830 0,4390 0,6092 0,7987 0,9426 1,0195 1,0370 1,0097 0,9467 0,8506 0,7246 0,5783 0,4295 0,2964 0,1916 0,1298 0,1331 0,2149 0,3570 0,5088 0,6172 0,6554 0,6283 0,5598 0,4784 0,4107 0,3797 0,4004 0,4786 0,6137 0,7955 0,9959 1,1779 1,3225 1,4423 1,5657 1,7137 1,8883 2,0717 2,2425 2,3942 2,5301 2,6437 2,7126 2,7141 2,6421 2,5019 2,2928 2,0113 1,6760 1,3304 1,0168 0,7573 0,5630 0,4425 0,3997 0,4299 0,5154 0,6293 0,7455 0,8453 0,9155 0,9379 0,8871 0,7425 0,5057 0,2119 -0,0799 -0,3165 -0,4716 -0,5444 -0,5508 -0,5231 -0,5062 -0,5401 -0,6350 -0,7593 -0,8644 -0,9300 -0,9821 -1,0635 -1,1932 -1,3573 -1,5242 -1,6579 -1,7300 -1,7258 -1,6400 -1,4757 -1,2577 -1,0386 -0,8725 -0,7839 -0,7689 -0,8124 -0,8988 -1,0185 -1,1664 -1,3320 -1,4976 -1,6534 -1,8039 -1,9511 -2,0752 -2,1399 -2,1153 -2,0024 -1,8442 -1,7088 -1,6607 -1,7394 -1,9434 -2,2316 -2,5487 -2,8477 -3,0862 -3,2267 -3,2546 -3,1877 -3,0643 -2,9273 -2,8151 -2,7498 -2,7238 -2,7014 -2,6428 -2,5287 -2,3652 -2,1743 -1,9816 -1,8067 -1,6659 -1,5854 -1,5966 -1,7063 -1,8813 -2,0716 -2,2421 -2,3795 -2,4808 -2,5508 -2,6038 -2,6587 -2,7285 -2,8181 -2,9270 -3,0526 -3,1914 -3,3383 -3,4821 -3,6067 -3,7043 -3,7760 -3,8157 -3,8061 -3,7387 -3,6302 -3,5168 -3,4398 -3,4330 -3,5134 -3,6733 -3,8759 -4,0602 -4,1694 -4,1867 -4,1437 -4,0853 -4,0332 -3,9894 -3,9572 -3,9429 -3,9451 -3,9551 -3,9704 -4,0028 -4,0697 -4,1741 -4,2981 -4,4125 -4,4915 -4,5207 -4,5003 -4,4456 -4,3792 -4,3188 -4,2742 -4,2570 -4,2859 -4,3765 -4,5269 -4,7165 -4,9097 -5,0627 -5,1426 -5,1500 -5,1178 -5,0865 -5,0780 -5,0842 -5,0734 -5,0184 -4,9201 -4,8057 -4,7062 -4,6369 -4,5972 -4,5806 -4,5810 -4,5890 -4,5869 -4,5559 -4,4918 -4,4090 -4,3234 -4,2379 -4,1512 -4,0740 -4,0178 -3,9707 -3,9062 -3,8126 -3,6947 -3,5593 -3,4113 -3,2599 -3,1279 -3,0503 -3,0515 -3,1257 -3,2483 -3,4043 -3,5909 -3,7978 -4,0016 -4,1817 -4,3320 -4,4580 -4,5663 -4,6553 -4,7144 -4,7341 -4,7201 -4,6953 -4,6853 -4,7056 -4,7686 -4,8935 -5,0938 -5,3633 -5,6834 -6,0360 -6,4012 -6,7510 -7,0511 -7,2672 -7,3705 -7,3464 -7,1990 -6,9437 -6,6000 -6,1964 -5,7748 -5,3804 -5,0425 -4,7674 -4,5450 -4,3616 -4,2062 -4,0635 -3,9055 -3,7063 -3,4716 -3,2463 -3,0823 -2,9929 -2,9402 -2,8640 -2,7207 -2,4994 -2,2169 -1,8993 -1,5614 -1,2039 -0,8284 -0,4484 -0,0822 0,2574 0,5642 0,8304 1,0406 1,1783 1,2349 1,2134 1,1289 1,0070 0,8832 0,7908 0,7406 0,7124 0,6722 0,6001 0,5025 0,3906 0,2579 0,0942 -0,0870 -0,2524 -0,3780 -0,4640 -0,5277 -0,5941 -0,6858 -0,8072 -0,9436 -1,0787 -1,2103 -1,3544 -1,5352 -1,7610 -2,0056 -2,2173 -2,3486 -2,3822 -2,3331 -2,2274 -2,0818 -1,9089 -1,7353 -1,6029 -1,5545 -1,6226 -1,8189 -2,1196 -2,4634 -2,7739 -2,9918 -3,0994 -3,1310 -3,1502 -3,2045 -3,3017 -3,4328 -3,5993 -3,8090 -4,0485 -4,2785 -4,4669 -4,6148 -4,7370 -4,8298 -4,8702 -4,8427 -4,7547 -4,6298 -4,4936 -4,3698 -4,2825 -4,2524 -4,2858 -4,3672 -4,4688 -4,5727 -4,6832 -4,8158 -4,9799 -5,1712 -5,3750 -5,5757
