Fp1   -0,5842 -0,5931 -0,6418 -0,7396 -0,8821 -1,0545 -1,2386 -1,4089 -1,5262 -1,5458 -1,4453 -1,2533 -1,0475 -0,9151 -0,9041 -0,9998 -1,1389 -1,2431 -1,2473 -1,1172 -0,8630 -0,5392 -0,2177 0,0406 0,1979 0,2467 0,2162 0,1573 0,1186 0,1325 0,2084 0,3274 0,4546 0,5654 0,6608 0,7641 0,9032 1,0870 1,2958 1,4941 1,6599 1,8007 1,9306 2,0326 2,0470 1,9024 1,5630 1,0539 0,4484 -0,1629 -0,6994 -1,1054 -1,3516 -1,4289 -1,3474 -1,1401 -0,8550 -0,5359 -0,2099 0,1090 0,4096 0,6817 0,9221 1,1379 1,3458 1,5677 1,8188 2,0877 2,3185 2,4194 2,3075 1,9689 1,4795 0,9608 0,5089 0,1582 -0,1034 -0,3067 -0,4889 -0,6853 -0,9114 -1,1476 -1,3448 -1,4505 -1,4338 -1,2970 -1,0699 -0,7875 -0,4593 -0,0618 0,4322 1,0257 1,6993 2,4157 3,1119 3,7030 4,1167 4,3229 4,3270 4,1537 3,8557 3,5201 3,2347 3,0386 2,9037 2,7640 2,5662 2,3012 1,9925 1,6655 1,3374 1,0219 0,7296 0,4603 0,2128 0,0124 -0,0818 -0,0082 0,2584 0,6960 1,2579 1,9064 2,6298 3,4281 4,2845 5,1583 6,0058 6,7963 7,5132 8,1540 8,7282 9,2515 9,7420 10,2229 10,7151 11,2164 11,6933 12,1004 12,4074 12,6023 12,6870 12,6874 12,6558 12,6503 12,7157 12,8681 13,0673 13,2075 13,1612 12,8405 12,2260 11,3619 10,3397 9,2726 8,2585 7,3463 6,5300 5,7857 5,1148 4,5546 4,1584 3,9625 3,9534 4,0566 4,1637 4,1840 4,0795 3,8623 3,5668 3,2281 2,8855 2,5923 2,4068 2,3693 2,4875 2,7438 3,1107 3,5544 4,0290 4,4744 4,8368 5,1032 5,3096 5,5055 5,7098 5,9003 6,0401 6,1124 6,1369 6,1561 6,2022 6,2763 6,3495 6,3655 6,2466 5,9226 5,3622 4,5847 3,6572 2,6803 1,7551 0,9507 0,2979 -0,1974 -0,5396 -0,7422 -0,8354 -0,8623 -0,8598 -0,8504 -0,8591 -0,9250 -1,0798 -1,3205 -1,6097 -1,8986 -2,1488 -2,3398 -2,4643 -2,5134 -2,4697 -2,3155 -2,0435 -1,6591 -1,1908 -0,7107 -0,3283 -0,1421 -0,1948 -0,4662 -0,8946 -1,3971 -1,8846 -2,2846 -2,5681 -2,7524 -2,8717 -2,9436 -2,9629 -2,9154 -2,7905 -2,5809 -2,2849 -1,9199 -1,5361 -1,2024 -0,9674 -0,8299 -0,7437 -0,6533 -0,5241 -0,3432 -0,1122 0,1439 0,3784 0,5500 0,6480 0,6924 0,7180 0,7557 0,8163 0,8905 0,9719 1,0666 1,1729 1,2643 1,2984 1,2374 1,0660 0,8020 0,4921 0,1873 -0,0798 -0,2955 -0,4523 -0,5454 -0,5878 -0,6292 -0,7462 -0,9976 -1,3874 -1,8697 -2,3772 -2,8431 -3,2128 -3,4595 -3,5872 -3,6026 -3,4869 -3,2101 -2,7700 -2,2093 -1,6063 -1,0523 -0,6226 -0,3501 -0,2067 -0,1149 0,0114 0,2336 0,5780 1,0351 1,5672 2,1231 2,6520 3,1179 3,5075 3,8234 4,0724 4,2677 4,4363 4,6096 4,7991 4,9801 5,1031 5,1227 5,0154 4,7808 4,4419 4,0424 3,6353 3,2755 3,0125 2,8704 2,8195 2,7723 2,6223 2,3081 1,8551 1,3668 0,9758 0,7802 0,8026 0,9910 1,2480 1,4694 1,5822 1,5683 1,4591 1,3100 1,1725 1,0786 1,0378 1,0423 1,0772 1,1213 1,1460 1,1286 1,0712 0,9979 0,9306 0,8744 0,8275 0,7977 0,8058 0,8784 1,0370 1,2891 1,6190 1,9810 2,3069 2,5275 2,6043 2,5506 2,4201 2,2731 2,1554 2,0936 2,0866 2,1085 2,1385 2,1821 2,2543 2,3500 2,4387 2,4849 2,4719 2,4094 2,3246 2,2508 2,2124 2,2155 2,2525 2,3132 2,3883 2,4687 2,5446 2,5980 2,6042 2,5499 2,4465 2,3222 2,2021 2,0902 1,9643 1,7934 1,5598 1,2618 0,9110 0,5413 0,2132 -0,0056 -0,0715 0,0292 0,2993 0,7302 1,2782 1,8607 2,3844 2,7754 2,9978 3,0557 2,9780 2,7987 2,5544 2,2955 2,0825 1,9594 1,9287 1,9601 2,0273 2,1314 2,2808 2,4491 2,5635 2,5398 2,3363 1,9839 1,5635 1,1583 0,8315 0,6277 0,5794 0,7064 1,0057 1,4380 1,9331 2,4193 2,8534 3,2346 3,5965 3,9836 4,4244 4,9118 5,4013 5,8279 6,1324 6,2839 6,2875 6,1780 5,9975 5,7675 5,4766 5,0920 4,5824 3,9374 3,1787 2,3648 1,5800 0,9132 0,4350 0,1780 0,1299 0,2426 0,4601 0,7479 1,0914 1,4702 1,8486 2,1837 2,4363 2,5865 2,6468 2,6520 2,6309 2,5853 2,4955 2,3446 2,1369 1,8981 1,6538 1,4142 1,1802 0,9552 0,7404 0,5297 0,3165 0,0972 -0,1374 -0,3987 -0,6776 -0,9424 -1,1641 -1,3367 -1,4797 -1,6306 -1,8218 -2,0551 -2,2984 -2,4928 -2,5496 -2,3648 -1,8730 -1,0981 -0,1524 0,8175 1,7046 2,4870 3,2133 3,9504 4,7438 5,6144 6,5655 7,5766 8,6064 9,6114 10,5540 11,3942 12,0876 12,6015 12,9301 13,0911 13,1110 13,0224 12,8622 12,6479 12,3587 11,9552 11,4203 10,7771 10,0631 9,2918 8,4507 7,5351 6,5761 5,6391 4,7884 4,0509 3,4110 2,8330 2,2896 1,7827 1,3412 0,9905 0,7201 0,4893 0,2575 0,0014 -0,2870 -0,5907 -0,8613 -1,0489 -1,1429 -1,1789 -1,2172 -1,3174 -1,5180 -1,8290 -2,2366 -2,7006 -3,1532 -3,5255 -3,7807 -3,9114 -3,9122 -3,7749 -3,5086 -3,1507 -2,7662 -2,4359 -2,2347 -2,2152 -2,4023 -2,7877 -3,3241 -3,9343 -4,5390 -5,0818 -5,5299 -5,8591 -6,0538 -6,1334 -6,1648 -6,2303 -6,3800 -6,6238 -6,9572 -7,3765 -7,8609 -8,3496 -8,7511 -8,9847 -9,0209 -8,8896 -8,6598 -8,4089 -8,1837 -7,9721 -7,7192 -7,3667
Fz    -1,0561 -0,7870 -0,5332 -0,3201 -0,1665 -0,0817 -0,0655 -0,1054 -0,1750 -0,2403 -0,2732 -0,2684 -0,2523 -0,2710 -0,3580 -0,5073 -0,6763 -0,8119 -0,8742 -0,8467 -0,7331 -0,5537 -0,3412 -0,1331 0,0439 0,1845 0,3004 0,4038 0,4964 0,5724 0,6288 0,6665 0,6865 0,6881 0,6734 0,6534 0,6435 0,6499 0,6638 0,6732 0,6781 0,6889 0,7074 0,7102 0,6520 0,4843 0,1783 -0,2556 -0,7651 -1,2757 -1,7180 -2,0442 -2,2315 -2,2783 -2,2025 -2,0401 -1,8307 -1,5957 -1,3340 -1,0379 -0,7103 -0,3702 -0,0462 0,2353 0,4628 0,6417 0,7869 0,9105 1,0120 1,0797 1,1018 1,0755 1,0039 0,8853 0,7053 0,4442 0,0939 -0,3354 -0,8217 -1,3328 -1,8219 -2,2317 -2,5087 -2,6189 -2,5547 -2,3310 -1,9754 -1,5152 -0,9681 -0,3445 0,3393 1,0540 1,7663 2,4469 3,0691 3,6096 4,0558 4,4051 4,6514 4,7799 4,7843 4,6821 4,5073 4,2870 4,0271 3,7193 3,3583 2,9541 2,5298 2,1107 1,7192 1,3751 1,0958 0,8937 0,7796 0,7704 0,8913 1,1678 1,6173 2,2389 3,0067 3,8774 4,8076 5,7679 6,7425 7,7244 8,7138 9,7141 10,7258 11,7457 12,7668 13,7754 14,7475 15,6535 16,4683 17,1736 17,7530 18,1937 18,4928 18,6536 18,6810 18,5884 18,4037 18,1640 17,9059 17,6544 17,4051 17,1167 16,7309 16,2090 15,5525 14,7986 14,0014 13,2173 12,4924 11,8461 11,2641 10,7202 10,2093 9,7591 9,4140 9,2051 9,1269 9,1339 9,1623 9,1591 9,0982 8,9814 8,8316 8,6785 8,5486 8,4645 8,4461 8,5082 8,6582 8,8994 9,2371 9,6816 10,2408 10,9018 11,6217 12,3427 13,0144 13,6027 14,0861 14,4504 14,6885 14,8060 14,8254 14,7784 14,6894 14,5658 14,3998 14,1711 13,8511 13,4146 12,8494 12,1610 11,3788 10,5563 9,7489 8,9858 8,2656 7,5752 6,9116 6,2859 5,7144 5,2106 4,7827 4,4315 4,1483 3,9148 3,7086 3,5132 3,3251 3,1505 2,9953 2,8593 2,7397 2,6410 2,5811 2,5884 2,6903 2,8980 3,1932 3,5240 3,8229 4,0392 4,1587 4,1989 4,1890 4,1557 4,1226 4,1091 4,1197 4,1411 4,1582 4,1728 4,2054 4,2817 4,4188 4,6174 4,8630 5,1298 5,3866 5,6089 5,7915 5,9481 6,1006 6,2692 6,4677 6,6974 6,9371 7,1407 7,2549 7,2452 7,1086 6,8728 6,5894 6,3170 6,1050 5,9887 5,9911 6,1205 6,3616 6,6742 7,0004 7,2814 7,4771 7,5781 7,5975 7,5516 7,4483 7,2889 7,0782 6,8306 6,5636 6,2825 5,9783 5,6431 5,2872 4,9429 4,6552 4,4671 4,4031 4,4608 4,6175 4,8460 5,1285 5,4570 5,8259 6,2283 6,6530 7,0770 7,4628 7,7728 7,9968 8,1642 8,3236 8,5150 8,7543 9,0307 9,3131 9,5674 9,7759 9,9415 10,0733 10,1727 10,2371 10,2756 10,3140 10,3801 10,4807 10,5907 10,6639 10,6589 10,5554 10,3576 10,0909 9,7934 9,5011 9,2378 9,0155 8,8346 8,6782 8,5081 8,2802 7,9719 7,5990 7,2125 6,8836 6,6776 6,6263 6,7153 6,8958 7,1022 7,2749 7,3863 7,4514 7,5091 7,5928 7,7165 7,8764 8,0552 8,2300 8,3807 8,4932 8,5601 8,5825 8,5703 8,5368 8,4899 8,4260 8,3380 8,2335 8,1438 8,1076 8,1471 8,2609 8,4279 8,6136 8,7771 8,8837 8,9173 8,8829 8,8011 8,7013 8,6097 8,5349 8,4648 8,3785 8,2581 8,0924 7,8782 7,6216 7,3384 7,0547 6,8008 6,5995 6,4583 6,3725 6,3332 6,3318 6,3590 6,4011 6,4376 6,4490 6,4261 6,3721 6,2995 6,2246 6,1627 6,1269 6,1241 6,1522 6,2054 6,2854 6,4026 6,5677 6,7839 7,0485 7,3550 7,6888 8,0288 8,3620 8,6899 9,0163 9,3320 9,6115 9,8250 9,9546 10,0002 9,9678 9,8593 9,6749 9,4214 9,1176 8,7940 8,4861 8,2235 8,0240 7,8929 7,8209 7,7783 7,7177 7,5935 7,3879 7,1208 6,8343 6,5689 6,3530 6,2046 6,1348 6,1476 6,2346 6,3718 6,5298 6,6914 6,8576 7,0367 7,2345 7,4538 7,6975 7,9683 8,2629 8,5617 8,8291 9,0276 9,1370 9,1582 9,1001 8,9600 8,7190 8,3579 7,8740 7,2843 6,6202 5,9247 5,2509 4,6521 4,1647 3,7944 3,5188 3,3057 3,1344 3,0021 2,9094 2,8479 2,8088 2,7967 2,8276 2,9173 3,0701 3,2725 3,4931 3,6927 3,8377 3,9127 3,9254 3,9002 3,8598 3,8109 3,7468 3,6593 3,5441 3,3993 3,2245 3,0215 2,7962 2,5571 2,3131 2,0694 1,8238 1,5720 1,3155 1,0581 0,8004 0,5453 0,3092 0,1302 0,0687 0,1919 0,5385 1,0912 1,7831 2,5334 3,2900 4,0498 4,8435 5,7056 6,6549 7,6939 8,8094 9,9701 11,1296 12,2380 13,2489 14,1219 14,8242 15,3350 15,6509 15,7812 15,7364 15,5261 15,1663 14,6813 14,1025 13,4733 12,8449 12,2558 11,7090 11,1712 10,5937 9,9422 9,2170 8,4516 7,6917 6,9713 6,3041 5,6853 5,0989 4,5324 3,9886 3,4786 3,0049 2,5572 2,1244 1,7062 1,3163 0,9780 0,7192 0,5594 0,4931 0,4831 0,4727 0,4087 0,2579 0,0068 -0,3401 -0,7582 -1,2017 -1,6136 -1,9461 -2,1751 -2,3022 -2,3497 -2,3573 -2,3743 -2,4440 -2,5922 -2,8293 -3,1571 -3,5729 -4,0708 -4,6375 -5,2478 -5,8674 -6,4594 -6,9853 -7,4007 -7,6621 -7,7513 -7,6966 -7,5614 -7,4098 -7,2877 -7,2272 -7,2498 -7,3522 -7,5005 -7,6454 -7,7452 -7,7790 -7,7452 -7,6560 -7,5354 -7,4093 -7,2841 -7,1404 -6,9476
F3    0,0830 0,2492 0,3664 0,4174 0,3923 0,2922 0,1295 -0,0721 -0,2784 -0,4476 -0,5422 -0,5488 -0,4929 -0,4264 -0,3947 -0,4124 -0,4635 -0,5194 -0,5552 -0,5587 -0,5297 -0,4768 -0,4146 -0,3596 -0,3199 -0,2869 -0,2419 -0,1704 -0,0692 0,0574 0,2002 0,3444 0,4711 0,5615 0,6067 0,6164 0,6123 0,6085 0,6026 0,5876 0,5688 0,5628 0,5765 0,5904 0,5610 0,4379 0,1848 -0,2014 -0,6864 -1,2118 -1,7154 -2,1447 -2,4623 -2,6482 -2,7049 -2,6595 -2,5480 -2,3960 -2,2132 -2,0043 -1,7779 -1,5498 -1,3413 -1,1721 -1,0489 -0,9601 -0,8832 -0,8005 -0,7133 -0,6416 -0,6076 -0,6193 -0,6698 -0,7507 -0,8678 -1,0402 -1,2827 -1,5954 -1,9665 -2,3739 -2,7823 -3,1428 -3,4047 -3,5292 -3,4988 -3,3171 -3,0033 -2,5804 -2,0634 -1,4616 -0,7938 -0,0957 0,5917 1,2341 1,8038 2,2793 2,6468 2,8988 3,0293 3,0365 2,9359 2,7676 2,5805 2,4044 2,2353 2,0468 1,8154 1,5371 1,2243 0,8940 0,5672 0,2691 0,0239 -0,1536 -0,2543 -0,2615 -0,1476 0,1155 0,5444 1,1366 1,8687 2,7026 3,5978 4,5202 5,4440 6,3529 7,2435 8,1216 8,9939 9,8630 10,7284 11,5845 12,4167 13,2073 13,9455 14,6232 15,2252 15,7298 16,1185 16,3776 16,4978 16,4832 16,3591 16,1681 15,9603 15,7728 15,6022 15,3964 15,0822 14,6082 13,9690 13,2026 12,3747 11,5579 10,8107 10,1559 9,5778 9,0471 8,5535 8,1180 7,7789 7,5632 7,4612 7,4237 7,3879 7,3073 7,1636 6,9638 6,7312 6,4938 6,2768 6,1015 5,9863 5,9437 5,9780 6,0876 6,2738 6,5452 6,9101 7,3581 7,8514 8,3387 8,7766 9,1394 9,4148 9,5964 9,6820 9,6782 9,6034 9,4853 9,3508 9,2169 9,0873 8,9489 8,7716 8,5185 8,1579 7,6760 7,0886 6,4413 5,7860 5,1564 4,5647 4,0161 3,5201 3,0865 2,7184 2,4132 2,1666 1,9700 1,8041 1,6382 1,4392 1,1889 0,8920 0,5680 0,2341 -0,1013 -0,4316 -0,7398 -0,9954 -1,1609 -1,2053 -1,1175 -0,9176 -0,6609 -0,4198 -0,2494 -0,1637 -0,1392 -0,1382 -0,1271 -0,0821 0,0071 0,1279 0,2469 0,3332 0,3784 0,3974 0,4189 0,4721 0,5768 0,7385 0,9484 1,1866 1,4331 1,6809 1,9373 2,2134 2,5150 2,8408 3,1819 3,5171 3,8091 4,0129 4,0949 4,0468 3,8926 3,6862 3,4928 3,3658 3,3377 3,4209 3,6049 3,8553 4,1241 4,3596 4,5164 4,5725 4,5442 4,4747 4,4056 4,3574 4,3288 4,3091 4,2905 4,2706 4,2419 4,1865 4,0905 3,9602 3,8236 3,7165 3,6644 3,6704 3,7147 3,7667 3,8038 3,8227 3,8372 3,8668 3,9293 4,0319 4,1610 4,2821 4,3616 4,3973 4,4261 4,4989 4,6510 4,8909 5,2025 5,5535 5,9098 6,2475 6,5541 6,8164 7,0142 7,1317 7,1767 7,1840 7,1933 7,2202 7,2443 7,2243 7,1243 6,9283 6,6394 6,2768 5,8703 5,4519 5,0517 4,6959 4,4021 4,1692 3,9713 3,7692 3,5351 3,2700 3,0059 2,7914 2,6663 2,6429 2,7059 2,8204 2,9387 3,0129 3,0206 2,9799 2,9349 2,9271 2,9785 3,0908 3,2498 3,4308 3,6054 3,7466 3,8368 3,8729 3,8634 3,8223 3,7617 3,6880 3,6057 3,5309 3,4946 3,5287 3,6459 3,8332 4,0545 4,2572 4,3839 4,3926 4,2732 4,0520 3,7831 3,5319 3,3497 3,2499 3,2077 3,1832 3,1438 3,0712 2,9593 2,8112 2,6387 2,4626 2,3084 2,1945 2,1263 2,1031 2,1290 2,2156 2,3739 2,6013 2,8727 3,1459 3,3759 3,5278 3,5845 3,5464 3,4268 3,2488 3,0380 2,8132 2,5885 2,3826 2,2184 2,1139 2,0750 2,0989 2,1780 2,2985 2,4447 2,6121 2,8074 3,0310 3,2650 3,4787 3,6402 3,7298 3,7458 3,6961 3,5872 3,4237 3,2155 2,9827 2,7544 2,5604 2,4232 2,3564 2,3655 2,4395 2,5405 2,6083 2,5819 2,4274 2,1520 1,7947 1,4055 1,0324 0,7182 0,4996 0,4062 0,4521 0,6257 0,8949 1,2260 1,5938 1,9795 2,3701 2,7602 3,1493 3,5355 3,9101 4,2523 4,5318 4,7232 4,8170 4,8212 4,7513 4,6168 4,4135 4,1296 3,7598 3,3145 2,8197 2,3148 1,8466 1,4585 1,1768 0,9999 0,8999 0,8396 0,7920 0,7474 0,7026 0,6503 0,5861 0,5192 0,4698 0,4616 0,5119 0,6201 0,7639 0,9078 1,0156 1,0600 1,0288 0,9260 0,7651 0,5609 0,3296 0,0917 -0,1323 -0,3285 -0,4931 -0,6330 -0,7634 -0,9000 -1,0510 -1,2151 -1,3897 -1,5773 -1,7819 -2,0053 -2,2430 -2,4758 -2,6681 -2,7713 -2,7259 -2,4760 -2,0016 -1,3418 -0,5839 0,1781 0,8889 1,5534 2,2204 2,9455 3,7648 4,6912 5,7197 6,8269 7,9715 9,1012 10,1633 11,1120 11,9111 12,5361 12,9765 13,2321 13,3041 13,1960 12,9225 12,5114 11,9970 11,4169 10,8084 10,1962 9,5783 8,9264 8,2050 7,3960 6,5140 5,6041 4,7194 3,8942 3,1342 2,4272 1,7573 1,1183 0,5199 -0,0205 -0,4953 -0,9127 -1,2860 -1,6226 -1,9202 -2,1672 -2,3488 -2,4592 -2,5148 -2,5560 -2,6343 -2,7932 -3,0560 -3,4277 -3,8988 -4,4378 -4,9874 -5,4777 -5,8513 -6,0778 -6,1500 -6,0800 -5,9034 -5,6795 -5,4754 -5,3454 -5,3224 -5,4199 -5,6355 -5,9547 -6,3545 -6,8033 -7,2660 -7,7114 -8,1140 -8,4467 -8,6790 -8,7997 -8,8405 -8,8640 -8,9271 -9,0627 -9,2883 -9,6110 -10,0127 -10,4406 -10,8215 -11,0931 -11,2249 -11,2199 -11,1048 -10,9177 -10,6881 -10,4197 -10,0987 -9,7145
F7    0,8142 0,9793 1,1342 1,2532 1,3104 1,2858 1,1756 0,9976 0,7853 0,5768 0,4068 0,2977 0,2496 0,2407 0,2448 0,2472 0,2442 0,2352 0,2186 0,1918 0,1543 0,1095 0,0603 0,0064 -0,0494 -0,0956 -0,1168 -0,1071 -0,0724 -0,0232 0,0298 0,0738 0,0937 0,0757 0,0159 -0,0743 -0,1753 -0,2801 -0,4009 -0,5514 -0,7238 -0,8895 -1,0195 -1,0997 -1,1348 -1,1508 -1,1885 -1,2826 -1,4391 -1,6338 -1,8325 -2,0081 -2,1406 -2,2122 -2,2126 -2,1446 -2,0191 -1,8501 -1,6533 -1,4465 -1,2462 -1,0604 -0,8871 -0,7191 -0,5500 -0,3757 -0,1972 -0,0257 0,1165 0,2088 0,2471 0,2460 0,2255 0,1963 0,1510 0,0713 -0,0559 -0,2325 -0,4591 -0,7352 -1,0472 -1,3624 -1,6379 -1,8323 -1,9133 -1,8612 -1,6714 -1,3534 -0,9279 -0,4274 0,1035 0,6187 1,0885 1,5044 1,8673 2,1718 2,4003 2,5275 2,5286 2,3889 2,1200 1,7707 1,4150 1,1241 0,9383 0,8540 0,8324 0,8222 0,7789 0,6730 0,4969 0,2681 0,0217 -0,2037 -0,3752 -0,4644 -0,4475 -0,3091 -0,0432 0,3479 0,8495 1,4325 2,0606 2,7029 3,3436 3,9836 4,6358 5,3169 6,0400 6,8101 7,6219 8,4554 9,2750 10,0404 10,7255 11,3207 11,8229 12,2271 12,5219 12,6904 12,7185 12,6098 12,3935 12,1209 11,8511 11,6260 11,4483 11,2815 11,0783 10,8108 10,4776 10,0969 9,6976 9,3114 8,9628 8,6548 8,3662 8,0690 7,7555 7,4500 7,1963 7,0267 6,9342 6,8721 6,7818 6,6225 6,3829 6,0744 5,7210 5,3501 4,9899 4,6664 4,4015 4,2105 4,0984 4,0589 4,0823 4,1639 4,3031 4,4893 4,6941 4,8821 5,0296 5,1303 5,1882 5,2100 5,2022 5,1678 5,1058 5,0134 4,8862 4,7198 4,5155 4,2810 4,0207 3,7278 3,3864 2,9835 2,5255 2,0413 1,5653 1,1183 0,7076 0,3380 0,0137 -0,2680 -0,5164 -0,7387 -0,9357 -1,1073 -1,2615 -1,4181 -1,6006 -1,8209 -2,0715 -2,3354 -2,6016 -2,8696 -3,1444 -3,4265 -3,7041 -3,9494 -4,1226 -4,1866 -4,1305 -3,9810 -3,7872 -3,5913 -3,4117 -3,2452 -3,0802 -2,9075 -2,7165 -2,4943 -2,2401 -1,9749 -1,7295 -1,5269 -1,3760 -1,2742 -1,2107 -1,1694 -1,1314 -1,0774 -0,9917 -0,8646 -0,6938 -0,4873 -0,2610 -0,0299 0,2018 0,4392 0,6816 0,9103 1,0919 1,1954 1,2077 1,1426 1,0385 0,9419 0,8892 0,9031 0,9946 1,1577 1,3659 1,5750 1,7340 1,7992 1,7546 1,6227 1,4511 1,2874 1,1623 1,0840 1,0429 1,0253 1,0250 1,0402 1,0644 1,0876 1,1072 1,1334 1,1812 1,2571 1,3477 1,4224 1,4504 1,4166 1,3260 1,1988 1,0644 0,9558 0,9005 0,9041 0,9449 0,9885 1,0155 1,0357 1,0780 1,1685 1,3199 1,5286 1,7745 2,0297 2,2726 2,4929 2,6830 2,8310 2,9276 2,9812 3,0198 3,0687 3,1239 3,1499 3,1063 2,9765 2,7703 2,5063 2,1992 1,8585 1,4894 1,0988 0,7030 0,3298 0,0059 -0,2597 -0,4800 -0,6757 -0,8593 -1,0241 -1,1494 -1,2187 -1,2334 -1,2101 -1,1727 -1,1494 -1,1666 -1,2359 -1,3479 -1,4784 -1,6025 -1,7027 -1,7696 -1,8029 -1,8139 -1,8282 -1,8788 -1,9873 -2,1489 -2,3326 -2,4978 -2,6205 -2,7043 -2,7647 -2,8006 -2,7874 -2,6968 -2,5189 -2,2679 -1,9789 -1,7007 -1,4838 -1,3642 -1,3534 -1,4371 -1,5807 -1,7394 -1,8785 -1,9911 -2,0937 -2,2048 -2,3271 -2,4468 -2,5405 -2,5878 -2,5868 -2,5603 -2,5427 -2,5601 -2,6157 -2,6845 -2,7178 -2,6620 -2,4847 -2,1957 -1,8475 -1,5113 -1,2482 -1,0952 -1,0666 -1,1627 -1,3715 -1,6626 -1,9876 -2,2945 -2,5428 -2,7076 -2,7799 -2,7682 -2,6989 -2,6076 -2,5282 -2,4858 -2,4906 -2,5298 -2,5733 -2,5967 -2,5961 -2,5825 -2,5692 -2,5643 -2,5720 -2,5981 -2,6529 -2,7458 -2,8787 -3,0413 -3,2122 -3,3681 -3,4949 -3,5859 -3,6361 -3,6463 -3,6338 -3,6318 -3,6754 -3,7844 -3,9562 -4,1693 -4,3898 -4,5787 -4,7028 -4,7424 -4,6894 -4,5444 -4,3187 -4,0307 -3,6964 -3,3257 -2,9285 -2,5200 -2,1194 -1,7442 -1,4069 -1,1152 -0,8769 -0,7001 -0,5868 -0,5298 -0,5203 -0,5557 -0,6408 -0,7842 -0,9934 -1,2681 -1,5939 -1,9431 -2,2825 -2,5796 -2,8094 -2,9641 -3,0579 -3,1170 -3,1632 -3,2069 -3,2519 -3,3038 -3,3719 -3,4597 -3,5545 -3,6273 -3,6408 -3,5654 -3,4004 -3,1787 -2,9518 -2,7673 -2,6544 -2,6202 -2,6532 -2,7322 -2,8358 -2,9462 -3,0504 -3,1412 -3,2189 -3,2939 -3,3853 -3,5151 -3,6994 -3,9427 -4,2402 -4,5822 -4,9551 -5,3348 -5,6871 -5,9725 -6,1540 -6,2067 -6,1221 -5,8991 -5,5389 -5,0529 -4,4724 -3,8469 -3,2274 -2,6400 -2,0719 -1,4796 -0,8133 -0,0396 0,8496 1,8410 2,9085 4,0140 5,1072 6,1358 7,0575 7,8448 8,4861 8,9808 9,3273 9,5113 9,5121 9,3238 8,9685 8,4920 7,9504 7,3920 6,8428 6,2978 5,7262 5,0899 4,3672 3,5683 2,7336 1,9135 1,1434 0,4348 -0,2163 -0,8165 -1,3646 -1,8478 -2,2505 -2,5669 -2,8057 -2,9880 -3,1399 -3,2829 -3,4270 -3,5738 -3,7266 -3,8969 -4,1033 -4,3625 -4,6767 -5,0284 -5,3903 -5,7321 -6,0187 -6,2147 -6,2964 -6,2571 -6,1037 -5,8509 -5,5223 -5,1575 -4,8134 -4,5499 -4,4107 -4,4139 -4,5531 -4,8053 -5,1418 -5,5340 -5,9529 -6,3735 -6,7819 -7,1702 -7,5228 -7,8118 -8,0185 -8,1570 -8,2690 -8,3940 -8,5538 -8,7600 -9,0228 -9,3447 -9,7084 -10,0764 -10,4049 -10,6601 -10,8223 -10,8837 -10,8482 -10,7240 -10,5116 -10,2064 -9,8122
