Fp1   -2,6778 -2,5860 -2,4023 -2,1341 -1,8057 -1,4493 -1,0991 -0,7795 -0,5010 -0,2698 -0,0883 0,0519 0,1628 0,2491 0,3123 0,3610 0,4123 0,4778 0,5489 0,6005 0,6110 0,5795 0,5229 0,4639 0,4203 0,3986 0,3937 0,3959 0,4014 0,4195 0,4646 0,5360 0,6092 0,6571 0,6770 0,6890 0,7139 0,7548 0,7915 0,7930 0,7378 0,6243 0,4663 0,2863 0,1071 -0,0531 -0,1771 -0,2459 -0,2455 -0,1769 -0,0546 0,1032 0,2793 0,4541 0,6022 0,6993 0,7350 0,7172 0,6632 0,5881 0,5040 0,4214 0,3446 0,2742 0,2143 0,1710 0,1423 0,1191 0,0986 0,0903 0,1072 0,1507 0,2071 0,2552 0,2729 0,2433 0,1638 0,0523 -0,0604 -0,1520 -0,2208 -0,2788 -0,3359 -0,3914 -0,4353 -0,4604 -0,4750 -0,5017 -0,5596 -0,6492 -0,7571 -0,8687 -0,9724 -1,0589 -1,1248 -1,1820 -1,2570 -1,3742 -1,5346 -1,7115 -1,8677 -1,9786 -2,0408 -2,0671 -2,0766 -2,0861 -2,1021 -2,1184 -2,1227 -2,1089 -2,0802 -2,0395 -1,9822 -1,9036 -1,8056 -1,6937 -1,5718 -1,4404 -1,2924 -1,1137 -0,8937 -0,6388 -0,3740 -0,1332 0,0558 0,1822 0,2540 0,2881 0,2981 0,2795 0,2076 0,0636 -0,1284 -0,2992 -0,3750 -0,3178 -0,1327 0,1497 0,4913 0,8606 1,2374 1,6085 1,9612 2,2839 2,5710 2,8278 3,0681 3,3012 3,5236 3,7275 3,9127 4,0869 4,2575 4,4156 4,5344 4,5840 4,5476 4,4249 4,2312 3,9932 3,7423 3,5041 3,2926 3,1091 2,9451 2,7891 2,6300 2,4562 2,2563 2,0288 1,7900 1,5687 1,3919 1,2733 1,2091 1,1824 1,1741 1,1681 1,1516 1,1183 1,0756 1,0466 1,0606 1,1401 1,2916 1,5068 1,7680 2,0515 2,3316 2,5876 2,8139 3,0225 3,2305 3,4458 3,6653 3,8844 4,1011 4,3117 4,5037 4,6588 4,7659 4,8295 4,8662 4,8939 4,9265 4,9739 5,0395 5,1135 5,1722 5,1897 5,1569 5,0886 5,0102 4,9347 4,8534 4,7440 4,5862 4,3708 4,1028 3,7977 3,4733 3,1450 2,8342 2,5738 2,3928 2,2889 2,2217 2,1291 1,9520 1,6546 1,2358 0,7241 0,1615 -0,4137 -0,9777 -1,5202 -2,0359 -2,5188 -2,9639 -3,3738 -3,7553 -4,1101 -4,4307 -4,7055 -4,9305 -5,1063 -5,2233 -5,2565 -5,1849 -5,0115 -4,7639 -4,4763 -4,1721 -3,8591 -3,5350 -3,1963 -2,8486 -2,5114 -2,2095 -1,9543 -1,7374 -1,5400 -1,3441 -1,1369 -0,9138 -0,6825 -0,4602 -0,2648 -0,1074 0,0120 0,1068 0,1996 0,3086 0,4396 0,5895 0,7515 0,9117 1,0482 1,1388 1,1720 1,1550 1,1163 1,0949 1,1205 1,1985 1,3131 1,4406 1,5591 1,6543 1,7213 1,7621 1,7811 1,7872 1,7961 1,8206 1,8539 1,8652 1,8136 1,6695 1,4324 1,1330 0,8166 0,5226 0,2750 0,0789 -0,0733 -0,1870 -0,2593 -0,2846 -0,2622 -0,1957 -0,0877 0,0603 0,2395 0,4295 0,6032 0,7298 0,7794 0,7368 0,6136 0,4463 0,2827 0,1619 0,0951 0,0643 0,0365 -0,0183 -0,1149 -0,2465 -0,3910 -0,5249 -0,6306 -0,6978 -0,7269 -0,7286 -0,7170 -0,7058 -0,7072 -0,7308 -0,7809 -0,8557 -0,9496 -1,0557 -1,1614 -1,2487 -1,3084 -1,3493 -1,3919 -1,4529 -1,5384 -1,6443 -1,7578 -1,8587 -1,9217 -1,9278 -1,8740 -1,7713 -1,6319 -1,4629 -1,2678 -1,0475 -0,7967 -0,5063 -0,1704 0,2101 0,6275 1,0651 1,4989 1,9013 2,2469 2,5191 2,7165 2,8544 2,9591 3,0574 3,1639 3,2756 3,3777 3,4551 3,5016 3,5257 3,5484 3,5916 3,6648 3,7570 3,8424 3,8954 3,9015 3,8602 3,7798 3,6697 3,5382 3,3931 3,2402 3,0833 2,9234 2,7587 2,5889 2,4216 2,2717 2,1537 2,0748 2,0374 2,0469 2,1121 2,2351 2,4053 2,6037 2,8074 2,9922 3,1360 3,2298 3,2864 3,3319 3,3843 3,4425 3,4894 3,5039 3,4775 3,4258 3,3831 3,3827 3,4447 3,5740 3,7617 3,9874 4,2235 4,4391 4,6051 4,7024 4,7300 4,7060 4,6617 4,6317 4,6391 4,6813 4,7343 4,7719 4,7807 4,7600 4,7147 4,6469 4,5505 4,4172 4,2514 4,0744 3,9112 3,7754 3,6694 3,5968 3,5685 3,5881 3,6365 3,6804 3,6939 3,6702 3,6209 3,5675 3,5278 3,5046 3,4867 3,4601 3,4148 3,3479 3,2607 3,1541 3,0304 2,8976 2,7672 2,6451 2,5338 2,4393 2,3682 2,3198 2,2852 2,2553 2,2268 2,2037 2,1898 2,1820 2,1764 2,1831 2,2278 2,3328 2,4963 2,6889 2,8666 2,9883 3,0321 3,0021 2,9217 2,8163 2,7011 2,5860 2,4859 2,4211 2,4007 2,4077 2,4076 2,3738 2,3081 2,2361 2,1848 2,1674 2,1813 2,2108 2,2295 2,2121 2,1496 2,0546 1,9533 1,8716 1,8246 1,8154 1,8412 1,8923 1,9486 1,9882 2,0031 2,0044 2,0146 2,0504 2,1112 2,1820 2,2465 2,2987 2,3457 2,4008 2,4687 2,5392 2,5941 2,6234 2,6288 2,6135 2,5755 2,5104 2,4176 2,3014 2,1715 2,0457 1,9485 1,9033 1,9247 2,0116 2,1495 2,3188 2,4976 2,6624 2,7942 2,8853 2,9396 2,9683 2,9878 3,0160 3,0642 3,1357 3,2280 3,3348 3,4470 3,5562 3,6595 3,7590 3,8530 3,9301 3,9729 3,9637 3,8847 3,7173 3,4431 3,0524 2,5595 2,0061 1,4478 0,9352 0,4958 0,1237 -0,2155 -0,5678 -0,9769 -1,4716 -2,0555 -2,7070 -3,3843 -4,0365 -4,6210 -5,1142 -5,5095 -5,8139 -6,0462 -6,2313 -6,3906 -6,5355 -6,6681 -6,7876 -6,8906 -6,9658 -6,9949 -6,9685 -6,9027 -6,8350
Fz    -3,1008 -2,8796 -2,5812 -2,2181 -1,8150 -1,3968 -0,9859 -0,5976 -0,2376 0,0879 0,3712 0,6109 0,8112 0,9769 1,1138 1,2295 1,3298 1,4130 1,4665 1,4717 1,4168 1,3067 1,1605 1,0023 0,8548 0,7349 0,6495 0,5951 0,5653 0,5593 0,5793 0,6170 0,6483 0,6478 0,6095 0,5473 0,4767 0,3985 0,2997 0,1677 0,0007 -0,1958 -0,4156 -0,6520 -0,8951 -1,1299 -1,3295 -1,4550 -1,4708 -1,3637 -1,1461 -0,8452 -0,4920 -0,1215 0,2272 0,5168 0,7236 0,8427 0,8827 0,8592 0,7912 0,6994 0,6005 0,5067 0,4264 0,3608 0,3036 0,2463 0,1882 0,1441 0,1372 0,1817 0,2723 0,3898 0,5097 0,6060 0,6573 0,6568 0,6149 0,5483 0,4696 0,3867 0,3060 0,2322 0,1657 0,0965 0,0005 -0,1503 -0,3668 -0,6309 -0,9096 -1,1757 -1,4150 -1,6206 -1,7893 -1,9286 -2,0600 -2,2085 -2,3831 -2,5682 -2,7379 -2,8752 -2,9762 -3,0413 -3,0709 -3,0702 -3,0492 -3,0187 -2,9906 -2,9769 -2,9849 -3,0104 -3,0373 -3,0454 -3,0172 -2,9405 -2,8113 -2,6313 -2,4012 -2,1178 -1,7818 -1,4079 -1,0230 -0,6577 -0,3356 -0,0659 0,1537 0,3276 0,4578 0,5429 0,5753 0,5515 0,4924 0,4478 0,4705 0,5861 0,7885 1,0546 1,3584 1,6798 2,0085 2,3415 2,6792 3,0224 3,3686 3,7067 4,0180 4,2788 4,4688 4,5840 4,6427 4,6761 4,7101 4,7502 4,7783 4,7668 4,6950 4,5570 4,3628 4,1374 3,9116 3,7059 3,5193 3,3345 3,1319 2,9006 2,6368 2,3360 1,9917 1,6074 1,2081 0,8362 0,5343 0,3275 0,2150 0,1793 0,1992 0,2554 0,3313 0,4168 0,5163 0,6502 0,8476 1,1302 1,5016 1,9504 2,4578 2,9992 3,5416 4,0499 4,5002 4,8888 5,2277 5,5343 5,8252 6,1134 6,4065 6,7059 7,0062 7,2947 7,5579 7,7902 7,9959 8,1838 8,3617 8,5368 8,7135 8,8867 9,0391 9,1495 9,2061 9,2115 9,1761 9,1060 8,9987 8,8458 8,6391 8,3751 8,0594 7,7049 7,3273 6,9434 6,5749 6,2511 5,9928 5,7930 5,6167 5,4168 5,1499 4,7888 4,3297 3,7889 3,1912 2,5611 1,9187 1,2803 0,6606 0,0746 -0,4666 -0,9624 -1,4233 -1,8639 -2,2928 -2,7079 -3,0995 -3,4525 -3,7436 -3,9435 -4,0296 -3,9989 -3,8680 -3,6618 -3,4013 -3,1038 -2,7865 -2,4659 -2,1561 -1,8693 -1,6131 -1,3856 -1,1747 -0,9645 -0,7419 -0,5006 -0,2457 0,0054 0,2318 0,4232 0,5863 0,7381 0,8969 1,0739 1,2663 1,4580 1,6310 1,7736 1,8793 1,9455 1,9738 1,9713 1,9528 1,9421 1,9664 2,0434 2,1697 2,3243 2,4813 2,6207 2,7329 2,8164 2,8708 2,8950 2,8946 2,8849 2,8779 2,8658 2,8170 2,6907 2,4576 2,1199 1,7128 1,2858 0,8814 0,5231 0,2127 -0,0632 -0,3146 -0,5370 -0,7169 -0,8421 -0,9039 -0,8969 -0,8221 -0,6922 -0,5258 -0,3376 -0,1449 0,0223 0,1298 0,1602 0,1243 0,0533 -0,0213 -0,0864 -0,1505 -0,2306 -0,3374 -0,4660 -0,5976 -0,7075 -0,7741 -0,7832 -0,7327 -0,6361 -0,5181 -0,4051 -0,3171 -0,2652 -0,2549 -0,2891 -0,3656 -0,4747 -0,5996 -0,7169 -0,8008 -0,8355 -0,8225 -0,7780 -0,7249 -0,6838 -0,6654 -0,6697 -0,6867 -0,6980 -0,6822 -0,6254 -0,5234 -0,3765 -0,1859 0,0450 0,3106 0,6084 0,9421 1,3178 1,7398 2,2061 2,7036 3,2074 3,6856 4,1092 4,4627 4,7494 4,9853 5,1912 5,3883 5,5928 5,8087 6,0277 6,2350 6,4176 6,5699 6,6941 6,7991 6,8950 6,9841 7,0559 7,0941 7,0870 7,0311 6,9246 6,7627 6,5441 6,2757 5,9715 5,6489 5,3216 4,9957 4,6765 4,3777 4,1198 3,9182 3,7777 3,6997 3,6904 3,7579 3,8996 4,0981 4,3280 4,5610 4,7670 4,9185 5,0041 5,0404 5,0646 5,1088 5,1812 5,2684 5,3502 5,4152 5,4710 5,5395 5,6431 5,7931 5,9892 6,2228 6,4788 6,7378 6,9754 7,1631 7,2777 7,3137 7,2878 7,2312 7,1754 7,1393 7,1212 7,1040 7,0699 7,0120 6,9313 6,8285 6,6993 6,5355 6,3309 6,0897 5,8287 5,5689 5,3255 5,1075 4,9244 4,7873 4,6959 4,6309 4,5643 4,4764 4,3616 4,2283 4,0937 3,9724 3,8670 3,7710 3,6768 3,5792 3,4757 3,3648 3,2451 3,1153 2,9764 2,8288 2,6681 2,4920 2,3071 2,1244 1,9497 1,7852 1,6360 1,5150 1,4414 1,4326 1,4960 1,6306 1,8366 2,1192 2,4758 2,8810 3,2865 3,6387 3,9013 4,0686 4,1633 4,2225 4,2770 4,3378 4,4008 4,4611 4,5189 4,5722 4,6066 4,5994 4,5369 4,4266 4,2913 4,1523 4,0205 3,8984 3,7805 3,6511 3,4894 3,2824 3,0369 2,7798 2,5433 2,3444 2,1812 2,0463 1,9342 1,8380 1,7483 1,6616 1,5869 1,5443 1,5516 1,6116 1,7095 1,8213 1,9259 2,0156 2,0968 2,1787 2,2601 2,3276 2,3684 2,3816 2,3728 2,3439 2,2902 2,2040 2,0813 1,9278 1,7629 1,6154 1,5121 1,4697 1,4925 1,5759 1,7105 1,8849 2,0859 2,3000 2,5189 2,7436 2,9836 3,2512 3,5544 3,8922 4,2544 4,6281 5,0010 5,3619 5,7038 6,0265 6,3330 6,6183 6,8668 7,0567 7,1666 7,1789 7,0752 6,8314 6,4291 5,8780 5,2227 4,5247 3,8399 3,2044 2,6262 2,0872 1,5565 1,0006 0,3899 -0,2946 -1,0539 -1,8644 -2,6810 -3,4541 -4,1466 -4,7400 -5,2327 -5,6354 -5,9663 -6,2443 -6,4832 -6,6901 -6,8653 -7,0031 -7,0927 -7,1255 -7,1067 -7,0612 -7,0244
F3    -3,9845 -3,8500 -3,5852 -3,2046 -2,7432 -2,2413 -1,7367 -1,2541 -0,8037 -0,3932 -0,0339 0,2669 0,5095 0,7003 0,8530 0,9872 1,1202 1,2528 1,3627 1,4167 1,3933 1,2952 1,1459 0,9770 0,8184 0,6921 0,6102 0,5750 0,5808 0,6215 0,6916 0,7743 0,8378 0,8568 0,8368 0,8061 0,7884 0,7855 0,7800 0,7498 0,6789 0,5580 0,3830 0,1607 -0,0885 -0,3337 -0,5400 -0,6752 -0,7205 -0,6783 -0,5662 -0,3994 -0,1815 0,0856 0,3839 0,6784 0,9345 1,1348 1,2767 1,3589 1,3798 1,3411 1,2511 1,1273 0,9915 0,8550 0,7120 0,5512 0,3768 0,2147 0,0972 0,0419 0,0427 0,0801 0,1341 0,1897 0,2380 0,2811 0,3300 0,3927 0,4647 0,5320 0,5798 0,5971 0,5756 0,5055 0,3714 0,1576 -0,1369 -0,4864 -0,8474 -1,1777 -1,4476 -1,6416 -1,7607 -1,8256 -1,8752 -1,9509 -2,0703 -2,2129 -2,3383 -2,4171 -2,4469 -2,4450 -2,4357 -2,4396 -2,4617 -2,4873 -2,4951 -2,4762 -2,4392 -2,3954 -2,3475 -2,2938 -2,2363 -2,1807 -2,1324 -2,0919 -2,0455 -1,9656 -1,8265 -1,6242 -1,3815 -1,1365 -0,9232 -0,7553 -0,6263 -0,5239 -0,4460 -0,4079 -0,4368 -0,5467 -0,7113 -0,8707 -0,9692 -0,9835 -0,9153 -0,7707 -0,5503 -0,2502 0,1341 0,5985 1,1245 1,6848 2,2525 2,8062 3,3287 3,7999 4,1953 4,4974 4,7051 4,8336 4,9032 4,9254 4,8950 4,8008 4,6397 4,4216 4,1655 3,8965 3,6419 3,4224 3,2445 3,1017 2,9860 2,8944 2,8245 2,7624 2,6803 2,5509 2,3682 2,1531 1,9375 1,7406 1,5595 1,3781 1,1839 0,9764 0,7672 0,5787 0,4457 0,4119 0,5180 0,7827 1,1887 1,6904 2,2357 2,7797 3,2872 3,7327 4,1030 4,3976 4,6225 4,7875 4,9098 5,0138 5,1235 5,2530 5,3997 5,5475 5,6802 5,7941 5,9011 6,0207 6,1670 6,3394 6,5202 6,6808 6,7946 6,8472 6,8405 6,7900 6,7153 6,6252 6,5105 6,3499 6,1226 5,8211 5,4586 5,0676 4,6881 4,3546 4,0948 3,9276 3,8480 3,8153 3,7670 3,6459 3,4167 3,0686 2,6108 2,0650 1,4546 0,7977 0,1080 -0,5974 -1,2937 -1,9517 -2,5484 -3,0718 -3,5183 -3,8918 -4,2043 -4,4716 -4,7058 -4,9061 -5,0503 -5,1007 -5,0286 -4,8370 -4,5610 -4,2479 -3,9347 -3,6393 -3,3670 -3,1188 -2,8977 -2,7085 -2,5513 -2,4133 -2,2701 -2,1012 -1,8994 -1,6680 -1,4160 -1,1609 -0,9265 -0,7269 -0,5529 -0,3779 -0,1736 0,0745 0,3571 0,6447 0,9062 1,1208 1,2746 1,3570 1,3647 1,3049 1,1953 1,0648 0,9505 0,8846 0,8811 0,9386 1,0515 1,2133 1,4146 1,6382 1,8562 2,0374 2,1639 2,2430 2,2926 2,3170 2,2968 2,2002 2,0003 1,6901 1,2865 0,8235 0,3417 -0,1193 -0,5283 -0,8653 -1,1196 -1,2880 -1,3714 -1,3674 -1,2720 -1,0889 -0,8389 -0,5615 -0,3025 -0,0958 0,0383 0,0843 0,0352 -0,0966 -0,2785 -0,4693 -0,6346 -0,7607 -0,8572 -0,9458 -1,0457 -1,1624 -1,2874 -1,4073 -1,5123 -1,5975 -1,6611 -1,7043 -1,7323 -1,7543 -1,7791 -1,8121 -1,8574 -1,9209 -2,0054 -2,1037 -2,1970 -2,2580 -2,2621 -2,2070 -2,1215 -2,0490 -2,0217 -2,0465 -2,1098 -2,1913 -2,2741 -2,3417 -2,3755 -2,3601 -2,2898 -2,1666 -1,9968 -1,7882 -1,5460 -1,2640 -0,9233 -0,5000 0,0224 0,6411 1,3259 2,0235 2,6737 3,2286 3,6643 3,9810 4,1964 4,3390 4,4374 4,5097 4,5583 4,5800 4,5798 4,5755 4,5944 4,6616 4,7873 4,9619 5,1598 5,3468 5,4882 5,5600 5,5552 5,4746 5,3200 5,1029 4,8513 4,5989 4,3649 4,1442 3,9121 3,6455 3,3445 3,0367 2,7610 2,5521 2,4378 2,4376 2,5522 2,7573 3,0140 3,2842 3,5395 3,7590 3,9232 4,0169 4,0435 4,0284 3,9999 3,9699 3,9317 3,8732 3,7940 3,7145 3,6722 3,7015 3,8167 4,0084 4,2535 4,5269 4,8053 5,0642 5,2768 5,4206 5,4881 5,4920 5,4590 5,4176 5,3869 5,3708 5,3604 5,3437 5,3135 5,2688 5,2121 5,1418 5,0513 4,9364 4,8044 4,6727 4,5615 4,4845 4,4473 4,4528 4,5010 4,5783 4,6529 4,6882 4,6610 4,5707 4,4370 4,2901 4,1574 4,0520 3,9718 3,9075 3,8469 3,7786 3,6965 3,5958 3,4702 3,3171 3,1388 2,9388 2,7233 2,5047 2,2989 2,1194 1,9767 1,8808 1,8428 1,8691 1,9534 2,0774 2,2237 2,3941 2,6069 2,8725 3,1728 3,4642 3,6972 3,8376 3,8819 3,8594 3,8150 3,7819 3,7651 3,7535 3,7396 3,7250 3,7108 3,6910 3,6578 3,6127 3,5700 3,5446 3,5338 3,5145 3,4604 3,3566 3,1980 2,9820 2,7134 2,4136 2,1229 1,8849 1,7231 1,6349 1,6070 1,6268 1,6783 1,7408 1,7998 1,8546 1,9143 1,9866 2,0688 2,1471 2,2016 2,2179 2,1978 2,1581 2,1161 2,0723 2,0103 1,9161 1,7922 1,6518 1,5066 1,3632 1,2269 1,1093 1,0312 1,0195 1,1012 1,2938 1,5946 1,9731 2,3761 2,7472 3,0445 3,2482 3,3623 3,4145 3,4480 3,5075 3,6225 3,7983 4,0189 4,2611 4,5096 4,7635 5,0301 5,3156 5,6231 5,9500 6,2798 6,5785 6,8015 6,9033 6,8455 6,6002 6,1549 5,5258 4,7692 3,9718 3,2199 2,5692 2,0340 1,5908 1,1939 0,7956 0,3591 -0,1410 -0,7224 -1,3951 -2,1507 -2,9537 -3,7497 -4,4860 -5,1270 -5,6599 -6,0902 -6,4361 -6,7207 -6,9644 -7,1799 -7,3709 -7,5327 -7,6543 -7,7261 -7,7521 -7,7563 -7,7711
F7    -2,6807 -2,6343 -2,5044 -2,2997 -2,0442 -1,7677 -1,5015 -1,2669 -1,0699 -0,9066 -0,7664 -0,6350 -0,5074 -0,3966 -0,3172 -0,2627 -0,2039 -0,1142 0,0058 0,1301 0,2328 0,3083 0,3711 0,4410 0,5297 0,6349 0,7442 0,8429 0,9229 0,9915 1,0666 1,1553 1,2377 1,2825 1,2750 1,2236 1,1482 1,0671 0,9877 0,9066 0,8196 0,7229 0,6131 0,4936 0,3784 0,2838 0,2244 0,2140 0,2614 0,3622 0,4980 0,6463 0,7898 0,9171 1,0194 1,0889 1,1214 1,1215 1,0971 1,0493 0,9715 0,8581 0,7097 0,5366 0,3613 0,2069 0,0832 -0,0123 -0,0831 -0,1248 -0,1298 -0,0970 -0,0396 0,0169 0,0425 0,0127 -0,0802 -0,2186 -0,3648 -0,4829 -0,5588 -0,6009 -0,6264 -0,6485 -0,6704 -0,6907 -0,7145 -0,7561 -0,8259 -0,9188 -1,0216 -1,1252 -1,2257 -1,3203 -1,4053 -1,4779 -1,5423 -1,6078 -1,6756 -1,7311 -1,7567 -1,7507 -1,7275 -1,7052 -1,6967 -1,7106 -1,7478 -1,7985 -1,8480 -1,8881 -1,9198 -1,9421 -1,9441 -1,9134 -1,8467 -1,7529 -1,6507 -1,5598 -1,4846 -1,4083 -1,3099 -1,1868 -1,0605 -0,9629 -0,9161 -0,9184 -0,9465 -0,9743 -0,9922 -1,0168 -1,0864 -1,2320 -1,4373 -1,6362 -1,7583 -1,7675 -1,6624 -1,4601 -1,1868 -0,8695 -0,5286 -0,1778 0,1720 0,5136 0,8459 1,1763 1,5153 1,8599 2,1897 2,4847 2,7415 2,9724 3,1897 3,3874 3,5399 3,6169 3,5994 3,4856 3,2906 3,0428 2,7768 2,5216 2,2929 2,0944 1,9207 1,7642 1,6208 1,4893 1,3646 1,2395 1,1130 0,9950 0,9007 0,8405 0,8119 0,8008 0,7896 0,7614 0,7015 0,6041 0,4819 0,3681 0,3029 0,3142 0,4034 0,5488 0,7159 0,8697 0,9867 1,0655 1,1274 1,2053 1,3262 1,4976 1,7085 1,9429 2,1880 2,4328 2,6609 2,8478 2,9689 3,0109 2,9777 2,8904 2,7830 2,6939 2,6521 2,6641 2,7132 2,7700 2,8080 2,8151 2,7909 2,7317 2,6235 2,4529 2,2194 1,9334 1,6085 1,2577 0,8952 0,5398 0,2195 -0,0306 -0,1871 -0,2569 -0,2747 -0,2889 -0,3493 -0,4952 -0,7436 -1,0869 -1,4977 -1,9423 -2,3933 -2,8352 -3,2582 -3,6543 -4,0248 -4,3810 -4,7293 -5,0578 -5,3432 -5,5652 -5,7133 -5,7841 -5,7722 -5,6678 -5,4693 -5,1952 -4,8799 -4,5592 -4,2565 -3,9755 -3,7054 -3,4375 -3,1754 -2,9342 -2,7296 -2,5623 -2,4159 -2,2693 -2,1061 -1,9127 -1,6794 -1,4093 -1,1240 -0,8539 -0,6209 -0,4291 -0,2668 -0,1149 0,0392 0,1940 0,3392 0,4655 0,5648 0,6298 0,6602 0,6648 0,6581 0,6572 0,6820 0,7480 0,8531 0,9777 1,0968 1,1930 1,2609 1,3079 1,3470 1,3875 1,4317 1,4773 1,5160 1,5298 1,4965 1,4002 1,2410 1,0399 0,8322 0,6482 0,4991 0,3799 0,2801 0,1945 0,1254 0,0773 0,0498 0,0406 0,0522 0,0952 0,1830 0,3179 0,4810 0,6347 0,7311 0,7249 0,5984 0,3757 0,1109 -0,1368 -0,3257 -0,4466 -0,5184 -0,5680 -0,6164 -0,6776 -0,7578 -0,8561 -0,9683 -1,0898 -1,2149 -1,3357 -1,4423 -1,5251 -1,5784 -1,5999 -1,5892 -1,5514 -1,4963 -1,4378 -1,3944 -1,3812 -1,3997 -1,4452 -1,5219 -1,6417 -1,8115 -2,0256 -2,2655 -2,5044 -2,7127 -2,8640 -2,9429 -2,9529 -2,9099 -2,8238 -2,6918 -2,5088 -2,2763 -1,9985 -1,6802 -1,3274 -0,9476 -0,5481 -0,1381 0,2705 0,6632 1,0209 1,3211 1,5469 1,6950 1,7806 1,8324 1,8760 1,9164 1,9399 1,9280 1,8759 1,8034 1,7480 1,7459 1,8163 1,9519 2,1192 2,2718 2,3716 2,4006 2,3568 2,2486 2,0946 1,9218 1,7579 1,6236 1,5263 1,4573 1,4013 1,3503 1,3055 1,2677 1,2315 1,1930 1,1590 1,1423 1,1513 1,1893 1,2566 1,3499 1,4638 1,5932 1,7364 1,8927 2,0578 2,2216 2,3665 2,4677 2,5006 2,4586 2,3663 2,2729 2,2251 2,2465 2,3343 2,4695 2,6287 2,7922 2,9408 3,0507 3,0976 3,0730 2,9961 2,9129 2,8798 2,9324 3,0569 3,1993 3,3092 3,3668 3,3803 3,3718 3,3592 3,3375 3,2876 3,2055 3,1105 3,0265 2,9680 2,9459 2,9784 3,0809 3,2414 3,4113 3,5287 3,5545 3,4910 3,3730 3,2463 3,1458 3,0812 3,0394 2,9999 2,9445 2,8642 2,7595 2,6369 2,5046 2,3740 2,2567 2,1597 2,0844 2,0287 1,9859 1,9445 1,8901 1,8144 1,7242 1,6425 1,5935 1,5882 1,6255 1,7029 1,8195 1,9652 2,1150 2,2381 2,3112 2,3248 2,2850 2,2124 2,1326 2,0593 1,9862 1,8972 1,7842 1,6551 1,5236 1,3952 1,2652 1,1273 0,9887 0,8734 0,8069 0,8014 0,8531 0,9438 1,0454 1,1319 1,1928 1,2346 1,2703 1,3052 1,3331 1,3453 1,3412 1,3259 1,2974 1,2434 1,1555 1,0441 0,9359 0,8557 0,8130 0,8002 0,8013 0,8040 0,8085 0,8261 0,8676 0,9311 1,0008 1,0614 1,1087 1,1459 1,1755 1,1951 1,1985 1,1813 1,1458 1,1054 1,0839 1,1057 1,1829 1,3078 1,4597 1,6165 1,7621 1,8865 1,9871 2,0667 2,1316 2,1906 2,2535 2,3262 2,4067 2,4850 2,5509 2,6016 2,6428 2,6846 2,7360 2,8016 2,8761 2,9422 2,9772 2,9619 2,8826 2,7255 2,4715 2,1070 1,6445 1,1288 0,6218 0,1753 -0,1892 -0,4868 -0,7553 -1,0386 -1,3780 -1,8020 -2,3170 -2,9068 -3,5374 -4,1620 -4,7372 -5,2355 -5,6461 -5,9712 -6,2252 -6,4306 -6,6135 -6,7977 -7,0003 -7,2277 -7,4710 -7,7021 -7,8835 -7,9901 -8,0254 -8,0149
