Fp1   -1,2513 -1,1186 -0,8923 -0,6661 -0,5038 -0,4154 -0,3525 -0,2433 -0,0572 0,1624 0,3399 0,4260 0,4097 0,2935 0,0743 -0,2552 -0,6842 -1,1665 -1,6311 -1,9975 -2,1747 -2,0867 -1,7240 -1,1493 -0,4423 0,3472 1,1964 2,0607 2,8189 3,2832 3,2901 2,7915 1,8746 0,7319 -0,3916 -1,2730 -1,7770 -1,8718 -1,5932 -0,9994 -0,1771 0,7112 1,4276 1,7582 1,6361 1,1819 0,6231 0,1446 -0,2055 -0,4827 -0,7502 -1,0268 -1,2821 -1,4319 -1,3635 -1,0218 -0,4863 0,0451 0,3648 0,3695 0,0810 -0,4245 -1,0589 -1,6976 -2,1871 -2,4260 -2,4152 -2,2199 -1,9059 -1,5061 -1,0212 -0,4553 0,1391 0,6672 1,0424 1,2061 1,1084 0,7133 0,0309 -0,8675 -1,8565 -2,7694 -3,4235 -3,6767 -3,4960 -2,9753 -2,2674 -1,4910 -0,7027 0,0540 0,6913 1,0878 1,1670 0,9525 0,5393 0,0290 -0,4959 -0,9642 -1,3192 -1,5446 -1,6764 -1,7759 -1,8808 -1,9769 -2,0167 -1,9574 -1,7832 -1,5103 -1,1904 -0,9012 -0,7158 -0,6749 -0,7951 -1,0805 -1,5033 -1,9874 -2,4185 -2,6649 -2,6127 -2,2354 -1,6458 -1,0483 -0,6205 -0,4399 -0,5018 -0,7722 -1,2066 -1,7252 -2,1886 -2,4040 -2,1738 -1,3720 -0,0048 1,7859 3,7642 5,6638 7,2497 8,3503 8,8678 8,7928 8,2063 7,2426 6,0391 4,7119 3,3713 2,1576 1,2506 0,8220 0,9582 1,6099 2,6020 3,7001 4,6831 5,3800 5,6802 5,5520 5,0574 4,3430 3,6040 3,0190 2,6754 2,5461 2,5448 2,5999 2,6838 2,7934 2,9281 3,0825 3,2404 3,3639 3,3822 3,2058 2,7836 2,1588 1,4719 0,8990 0,5604 0,4745 0,5910 0,8455 1,1776 1,5211 1,7996 1,9416 1,9143 1,7528 1,5474 1,3869 1,3084 1,2923 1,2903 1,2553 1,1648 1,0316 0,8780 0,6849 0,3803 -0,1005 -0,7412 -1,4338 -2,0245 -2,3582 -2,3155 -1,8669 -1,1128 -0,2605 0,4610 0,8892 0,9692 0,7507 0,3583 -0,0673 -0,4295 -0,6806 -0,7909 -0,7428 -0,5516 -0,2606 0,0829 0,4318 0,7331 0,9392 1,0301 1,0210 0,9394 0,7984 0,5914 0,3032 -0,0727 -0,5233 -1,0207 -1,5257 -1,9780 -2,2890 -2,3667 -2,1550 -1,6498 -0,8992 -0,0098 0,8671 1,5840 2,0477 2,2308 2,1364 1,7529 1,0637 0,1124 -0,9590 -1,9402 -2,6034 -2,7381 -2,2045 -1,0263 0,5617 2,1883 3,4987 4,2716 4,4505 4,1114 3,4120 2,5416 1,6567 0,8308 0,0761 -0,5851 -1,0919 -1,3787 -1,4113 -1,2094 -0,8740 -0,5639 -0,3979 -0,3869 -0,4622 -0,5296 -0,4977 -0,3109 0,0100 0,3730 0,6717 0,8319 0,8243 0,6571 0,3529 -0,0663 -0,5525 -1,0046 -1,2925 -1,3239 -1,1076 -0,7693 -0,5077 -0,5127 -0,8801 -1,5536 -2,3350 -2,9784 -3,3105 -3,2816 -2,9236 -2,2987 -1,5019 -0,6677 0,0625 0,5915 0,8985 1,0281 1,0364 0,9308 0,6596 0,1645 -0,5500 -1,3993 -2,2610 -3,0228 -3,5987 -3,9313 -3,9941 -3,7790 -3,2852 -2,5552 -1,7226 -0,9937 -0,5599 -0,5193 -0,8549 -1,4575 -2,1740 -2,8649 -3,4444 -3,8794 -4,1609 -4,2807 -4,2372 -4,0581 -3,8097 -3,5531 -3,2824 -2,9192 -2,3721 -1,6082 -0,7009 0,1754 0,8076 1,0208 0,7355 -0,0078 -1,0621 -2,2177 -3,2624 -4,0393 -4,4710 -4,5478 -4,3021 -3,7944 -3,1074 -2,3467 -1,6365 -1,0939 -0,7912 -0,7391 -0,8971 -1,1767 -1,4400 -1,5387 -1,3996 -1,0864 -0,7749 -0,6474 -0,7872 -1,1451 -1,5801 -1,9468 -2,1904 -2,3706 -2,5718 -2,7905 -2,9088 -2,7580 -2,2188 -1,3180 -0,2550 0,6856 1,2717 1,4124 1,1715 0,7222 0,2537 -0,1344 -0,4537 -0,7429 -0,9730 -1,0289 -0,7831 -0,2085 0,5732 1,3603 1,9831 2,3525 2,4286 2,1826 1,6081 0,7628 -0,2184 -1,1746 -1,9898 -2,6088 -2,9847 -3,0396 -2,7041 -2,0026 -1,0930 -0,2078 0,4632 0,8439 0,9504 0,8275 0,5110 0,0362 -0,5414 -1,1529 -1,7383 -2,2512 -2,6364 -2,8180 -2,7264 -2,3457 -1,7338 -1,0043 -0,2861 0,3218 0,7723 1,0536 1,1636 1,0973 0,8367 0,3434 -0,4051 -1,3467 -2,3147 -3,1011 -3,5439 -3,5777 -3,2477 -2,6933 -2,1015 -1,6418 -1,4093 -1,4029 -1,5358 -1,6730 -1,7006 -1,5781 -1,3211 -0,9548 -0,5081 -0,0366 0,3842 0,6923 0,8510 0,8208 0,5360 -0,0670 -0,9961 -2,1723 -3,4187 -4,4880 -5,1574 -5,3426 -5,1228 -4,6528 -4,0601 -3,4096 -2,7173 -1,9816 -1,2292 -0,5531 -0,0953 0,0261 -0,2183 -0,7565 -1,4472 -2,1294 -2,6774 -3,0427 -3,2523 -3,3585 -3,3924 -3,3717 -3,3330 -3,3281 -3,3952 -3,5498 -3,7933 -4,1135 -4,4882 -4,9030 -5,3534 -5,8030 -6,1308 -6,1417 -5,6633 -4,6551 -3,2416 -1,6586 -0,1760 0,9516 1,5299 1,4881 0,9237 0,0793 -0,7455 -1,2903 -1,3916 -1,0069 -0,2248 0,7720 1,7971 2,7268 3,4831 3,9928 4,1850 4,0046 3,4138 2,4168 1,1075 -0,3276 -1,6736 -2,7560 -3,4721 -3,7922 -3,7483 -3,4117 -2,8607 -2,1508 -1,3186 -0,4194 0,4457 1,1426 1,5472 1,5790 1,1994 0,4108 -0,7112 -1,9956 -3,2170 -4,1776 -4,7612 -4,9288 -4,6840 -4,0665 -3,1871 -2,2500 -1,5126 -1,1899 -1,3619 -1,9500 -2,7662 -3,5995 -4,3134 -4,9043 -5,4569 -6,0146 -6,4846 -6,6812 -6,4595 -5,8025 -4,8127 -3,6713 -2,6069 -1,8434 -1,5258 -1,6861 -2,2776 -3,2191 -4,4047 -5,6801 -6,8278 -7,6128 -7,8789 -7,6190 -6,9718 -6,1557 -5,3665 -4,7045 -4,1810 -3,7809 -3,5043 -3,3549 -3,3112 -3,3305 -3,3869 -3,5070 -3,7504 -4,1461 -4,6434 -5,1081 -5,3640 -5,2688 -4,7773
Fz    -0,8854 -1,1888 -1,4731 -1,7229 -1,9287 -2,0799 -2,1645 -2,1752 -2,1167 -2,0037 -1,8467 -1,6430 -1,3887 -1,0986 -0,8046 -0,5350 -0,3016 -0,1047 0,0539 0,1718 0,2540 0,3126 0,3641 0,4275 0,5142 0,6163 0,7096 0,7703 0,7894 0,7788 0,7611 0,7560 0,7789 0,8426 0,9464 1,0696 1,1811 1,2534 1,2731 1,2412 1,1666 1,0658 0,9671 0,9024 0,8855 0,9024 0,9249 0,9341 0,9295 0,9174 0,8911 0,8252 0,6959 0,5059 0,2807 0,0435 -0,1933 -0,4184 -0,6228 -0,8141 -1,0201 -1,2663 -1,5489 -1,8347 -2,0875 -2,2860 -2,4199 -2,4799 -2,4599 -2,3679 -2,2315 -2,0885 -1,9707 -1,8977 -1,8784 -1,9127 -1,9899 -2,0865 -2,1757 -2,2388 -2,2690 -2,2694 -2,2512 -2,2235 -2,1813 -2,1069 -1,9867 -1,8222 -1,6278 -1,4194 -1,2042 -0,9811 -0,7495 -0,5193 -0,3113 -0,1495 -0,0554 -0,0511 -0,1553 -0,3669 -0,6516 -0,9470 -1,1857 -1,3259 -1,3662 -1,3318 -1,2482 -1,1303 -0,9933 -0,8653 -0,7765 -0,7345 -0,7209 -0,7193 -0,7359 -0,7915 -0,9016 -1,0664 -1,2716 -1,4888 -1,6728 -1,7694 -1,7346 -1,5538 -1,2429 -0,8346 -0,3648 0,1352 0,6378 1,1150 1,5364 1,8773 2,1331 2,3251 2,4883 2,6581 2,8659 3,1270 3,4250 3,7177 3,9644 4,1507 4,2919 4,4158 4,5402 4,6588 4,7415 4,7497 4,6586 4,4712 4,2163 3,9368 3,6772 3,4790 3,3852 3,4349 3,6398 3,9656 4,3363 4,6595 4,8603 4,9121 4,8398 4,6956 4,5326 4,3966 4,3255 4,3375 4,4248 4,5664 4,7444 4,9470 5,1546 5,3287 5,4153 5,3648 5,1583 4,8172 4,3863 3,9110 3,4296 2,9756 2,5796 2,2657 2,0467 1,9195 1,8664 1,8649 1,8937 1,9288 1,9407 1,9014 1,7944 1,6243 1,4230 1,2410 1,1224 1,0835 1,1103 1,1650 1,1947 1,1506 1,0090 0,7805 0,5110 0,2723 0,1401 0,1654 0,3557 0,6734 1,0516 1,4226 1,7424 1,9944 2,1775 2,3006 2,3877 2,4767 2,6008 2,7628 2,9299 3,0555 3,1082 3,0804 2,9792 2,8204 2,6326 2,4557 2,3265 2,2674 2,2841 2,3623 2,4674 2,5577 2,6040 2,5930 2,5137 2,3520 2,1064 1,7985 1,4680 1,1659 0,9506 0,8781 0,9880 1,2857 1,7259 2,2197 2,6678 2,9945 3,1656 3,1888 3,0995 2,9385 2,7388 2,5274 2,3263 2,1421 1,9651 1,7837 1,5951 1,4060 1,2342 1,1046 1,0288 0,9915 0,9644 0,9330 0,9067 0,9037 0,9312 0,9748 1,0005 0,9743 0,8845 0,7444 0,5827 0,4357 0,3403 0,3226 0,3925 0,5454 0,7614 1,0014 1,2140 1,3553 1,4035 1,3572 1,2255 1,0244 0,7751 0,5025 0,2295 -0,0301 -0,2720 -0,4950 -0,6978 -0,8755 -1,0177 -1,1130 -1,1559 -1,1453 -1,0823 -0,9747 -0,8437 -0,7288 -0,6807 -0,7382 -0,9073 -1,1650 -1,4711 -1,7752 -2,0263 -2,1938 -2,2843 -2,3319 -2,3710 -2,4180 -2,4742 -2,5458 -2,6575 -2,8383 -3,0865 -3,3547 -3,5750 -3,7018 -3,7303 -3,6848 -3,6013 -3,5188 -3,4751 -3,4986 -3,5990 -3,7711 -4,0049 -4,2794 -4,5569 -4,8006 -4,9907 -5,1234 -5,2022 -5,2314 -5,2116 -5,1396 -5,0142 -4,8463 -4,6642 -4,5064 -4,4028 -4,3630 -4,3875 -4,4792 -4,6362 -4,8369 -5,0382 -5,1918 -5,2652 -5,2475 -5,1346 -4,9213 -4,6146 -4,2513 -3,8930 -3,6000 -3,4073 -3,3134 -3,2849 -3,2767 -3,2536 -3,1993 -3,1161 -3,0168 -2,9140 -2,8135 -2,7052 -2,5642 -2,3756 -2,1545 -1,9359 -1,7557 -1,6393 -1,5914 -1,5891 -1,5893 -1,5536 -1,4744 -1,3766 -1,2954 -1,2555 -1,2667 -1,3315 -1,4479 -1,6042 -1,7799 -1,9567 -2,1181 -2,2386 -2,2802 -2,2063 -1,9998 -1,6710 -1,2586 -0,8315 -0,4772 -0,2617 -0,1903 -0,2134 -0,2772 -0,3663 -0,4998 -0,7003 -0,9729 -1,2963 -1,6221 -1,8922 -2,0689 -2,1456 -2,1289 -2,0262 -1,8482 -1,6105 -1,3281 -1,0127 -0,6823 -0,3765 -0,1528 -0,0607 -0,1191 -0,3136 -0,6005 -0,9112 -1,1662 -1,3037 -1,3048 -1,1972 -1,0365 -0,8795 -0,7732 -0,7572 -0,8612 -1,0830 -1,3707 -1,6419 -1,8308 -1,9183 -1,9263 -1,8903 -1,8333 -1,7625 -1,6840 -1,6130 -1,5691 -1,5605 -1,5756 -1,5942 -1,6034 -1,6004 -1,5880 -1,5686 -1,5361 -1,4747 -1,3677 -1,2104 -1,0169 -0,8185 -0,6569 -0,5727 -0,5901 -0,6995 -0,8573 -1,0115 -1,1261 -1,1841 -1,1784 -1,1036 -0,9550 -0,7336 -0,4547 -0,1470 0,1551 0,4170 0,6037 0,6789 0,6141 0,4066 0,0861 -0,3009 -0,7152 -1,1424 -1,5950 -2,0987 -2,6631 -3,2539 -3,7933 -4,1898 -4,3698 -4,2972 -3,9895 -3,5247 -3,0196 -2,5870 -2,2990 -2,1691 -2,1580 -2,1998 -2,2319 -2,2062 -2,0801 -1,8150 -1,3959 -0,8495 -0,2400 0,3505 0,8436 1,1841 1,3544 1,3736 1,2768 1,0878 0,8110 0,4473 0,0207 -0,4119 -0,7794 -1,0323 -1,1651 -1,2083 -1,2020 -1,1702 -1,1147 -1,0311 -0,9255 -0,8186 -0,7461 -0,7516 -0,8547 -1,0189 -1,1592 -1,1886 -1,0651 -0,8093 -0,4854 -0,1689 0,0783 0,2170 0,2330 0,1339 -0,0633 -0,3486 -0,7206 -1,1727 -1,6871 -2,2378 -2,7893 -3,2953 -3,7100 -4,0103 -4,2150 -4,3763 -4,5455 -4,7453 -4,9671 -5,1880 -5,3892 -5,5610 -5,6953 -5,7836 -5,8221 -5,8104 -5,7455 -5,6213 -5,4293 -5,1629 -4,8296 -4,4647 -4,1219 -3,8520 -3,6905 -3,6574 -3,7535 -3,9538 -4,2105 -4,4666 -4,6738 -4,8108 -4,8879 -4,9396 -5,0080 -5,1198 -5,2722 -5,4370 -5,5757 -5,6487 -5,6196 -5,4623 -5,1723 -4,7720 -4,3101 -3,8561 -3,4824
F3    -0,6945 -0,9181 -1,1243 -1,2592 -1,3104 -1,3026 -1,2788 -1,2800 -1,3273 -1,4066 -1,4645 -1,4281 -1,2452 -0,9167 -0,4934 -0,0394 0,3985 0,7947 1,1324 1,4029 1,6122 1,7701 1,8669 1,8686 1,7321 1,4245 0,9463 0,3482 -0,2696 -0,7762 -1,0463 -1,0012 -0,6378 -0,0419 0,6233 1,1742 1,4831 1,5147 1,3045 0,9168 0,4241 -0,0813 -0,4856 -0,6941 -0,6803 -0,4926 -0,2144 0,0880 0,3899 0,6944 0,9960 1,2624 1,4461 1,5002 1,3786 1,0474 0,5280 -0,0716 -0,5973 -0,9405 -1,0885 -1,0932 -1,0220 -0,9432 -0,9179 -0,9691 -1,0599 -1,1190 -1,0923 -0,9783 -0,8311 -0,7368 -0,7750 -0,9880 -1,3698 -1,8677 -2,3884 -2,8180 -3,0511 -3,0127 -2,6843 -2,1355 -1,5225 -1,0236 -0,7547 -0,7318 -0,8954 -1,1566 -1,4405 -1,7058 -1,9310 -2,0854 -2,1237 -2,0061 -1,7203 -1,2955 -0,8110 -0,3846 -0,1209 -0,0532 -0,1347 -0,2809 -0,4152 -0,4961 -0,5306 -0,5631 -0,6344 -0,7484 -0,8819 -1,0146 -1,1353 -1,2232 -1,2440 -1,1753 -1,0336 -0,8779 -0,7929 -0,8567 -1,0925 -1,4343 -1,7498 -1,9115 -1,8573 -1,5917 -1,1441 -0,5395 0,1936 1,0010 1,7935 2,4571 2,8846 3,0143 2,8542 2,4830 2,0339 1,6543 1,4608 1,5192 1,8457 2,4065 3,1267 3,9201 4,7196 5,4754 6,1185 6,5411 6,6318 6,3346 5,6765 4,7533 3,6985 2,6563 1,7596 1,1079 0,7579 0,7333 1,0267 1,5893 2,3308 3,1304 3,8534 4,3802 4,6416 4,6440 4,4634 4,2042 3,9436 3,7038 3,4761 3,2676 3,1215 3,0873 3,1703 3,3142 3,4300 3,4450 3,3364 3,1281 2,8560 2,5419 2,1906 1,7969 1,3553 0,8727 0,3703 -0,1222 -0,5715 -0,9428 -1,2052 -1,3424 -1,3605 -1,2849 -1,1566 -1,0234 -0,9163 -0,8176 -0,6607 -0,3732 0,0687 0,6067 1,1037 1,3885 1,3291 0,8933 0,1728 -0,6371 -1,3109 -1,6879 -1,7263 -1,4859 -1,0700 -0,5666 -0,0253 0,5284 1,0683 1,5655 1,9977 2,3455 2,5758 2,6411 2,5063 2,1786 1,7189 1,2293 0,8238 0,5912 0,5742 0,7717 1,1427 1,6138 2,1046 2,5493 2,8947 3,0967 3,1326 3,0009 2,7027 2,2464 1,6777 1,0790 0,5355 0,1157 -0,1252 -0,1360 0,1277 0,6731 1,4348 2,2785 3,0413 3,5716 3,7630 3,5928 3,1401 2,5624 2,0430 1,7270 1,6688 1,8211 2,0641 2,2600 2,3121 2,2078 2,0131 1,8157 1,6663 1,5681 1,5067 1,4767 1,4840 1,5315 1,6044 1,6731 1,7176 1,7467 1,7812 1,8200 1,8362 1,8065 1,7405 1,6832 1,6949 1,8130 2,0183 2,2454 2,4285 2,5276 2,5194 2,3803 2,0856 1,6388 1,1025 0,5977 0,2576 0,1595 0,2904 0,5658 0,8656 1,0715 1,1078 0,9635 0,6831 0,3420 0,0156 -0,2508 -0,4599 -0,6645 -0,9344 -1,2924 -1,6820 -1,9985 -2,1499 -2,0955 -1,8477 -1,4590 -1,0099 -0,5905 -0,2796 -0,1353 -0,1912 -0,4443 -0,8461 -1,3217 -1,8018 -2,2313 -2,5604 -2,7546 -2,8112 -2,7578 -2,6432 -2,5289 -2,4729 -2,5088 -2,6307 -2,8040 -2,9978 -3,1954 -3,3791 -3,5286 -3,6350 -3,7038 -3,7427 -3,7526 -3,7270 -3,6500 -3,4902 -3,2166 -2,8337 -2,4032 -2,0227 -1,7833 -1,7387 -1,9046 -2,2647 -2,7658 -3,3128 -3,7864 -4,0777 -4,1186 -3,8942 -3,4443 -2,8563 -2,2425 -1,7058 -1,3128 -1,0849 -1,0005 -1,0025 -1,0257 -1,0339 -1,0365 -1,0741 -1,1879 -1,3850 -1,6217 -1,8193 -1,8982 -1,8130 -1,5716 -1,2333 -0,8899 -0,6227 -0,4546 -0,3460 -0,2351 -0,0876 0,0840 0,2420 0,3492 0,3754 0,3031 0,1361 -0,1116 -0,4381 -0,8477 -1,3194 -1,7884 -2,1597 -2,3449 -2,2950 -2,0049 -1,4952 -0,8065 -0,0134 0,7613 1,3674 1,6931 1,7174 1,4900 1,0660 0,4836 -0,1972 -0,8720 -1,4312 -1,8098 -1,9948 -2,0009 -1,8444 -1,5381 -1,1093 -0,6176 -0,1509 0,2007 0,3815 0,3937 0,2862 0,1199 -0,0671 -0,2679 -0,4826 -0,6862 -0,8268 -0,8561 -0,7619 -0,5760 -0,3525 -0,1310 0,0846 0,3100 0,5384 0,7148 0,7552 0,5905 0,2025 -0,3630 -1,0000 -1,5586 -1,8845 -1,8807 -1,5530 -1,0111 -0,4200 0,0710 0,3720 0,4523 0,3238 0,0294 -0,3621 -0,7650 -1,0965 -1,3038 -1,3786 -1,3409 -1,2055 -0,9647 -0,6042 -0,1388 0,3613 0,7853 1,0427 1,1207 1,0713 0,9422 0,7379 0,4469 0,0840 -0,2892 -0,5678 -0,6397 -0,4505 -0,0434 0,4520 0,8657 1,0508 0,9449 0,5963 0,1354 -0,2896 -0,5713 -0,6733 -0,6316 -0,5356 -0,4975 -0,6066 -0,8851 -1,2760 -1,6704 -1,9595 -2,0816 -2,0416 -1,9056 -1,7705 -1,7126 -1,7417 -1,7979 -1,7901 -1,6402 -1,3049 -0,7761 -0,0798 0,7234 1,5540 2,3365 3,0032 3,4890 3,7403 3,7262 3,4324 2,8572 2,0340 1,0610 0,0940 -0,7009 -1,1993 -1,3538 -1,2024 -0,8460 -0,3982 0,0652 0,5240 0,9911 1,4737 1,9405 2,3072 2,4539 2,2739 1,7351 0,9163 -0,0064 -0,8202 -1,3541 -1,5296 -1,3622 -0,9260 -0,3108 0,3968 1,1091 1,7289 2,1480 2,2559 1,9752 1,3031 0,3218 -0,8298 -1,9909 -3,0150 -3,8037 -4,3259 -4,6181 -4,7690 -4,8811 -5,0152 -5,1651 -5,2935 -5,3891 -5,4774 -5,5872 -5,7262 -5,8866 -6,0449 -6,1514 -6,1454 -5,9930 -5,7035 -5,3105 -4,8452 -4,3273 -3,7832 -3,2681 -2,8572 -2,6109 -2,5494 -2,6595 -2,9133 -3,2719 -3,6823 -4,0851 -4,4358 -4,7198 -4,9513 -5,1589 -5,3607 -5,5321 -5,5897 -5,4283 -4,9954 -4,3383 -3,5910 -2,9132 -2,4221 -2,1606
F7    -0,7815 -0,6844 -0,5560 -0,4384 -0,3683 -0,3704 -0,4565 -0,6168 -0,8082 -0,9583 -0,9925 -0,8687 -0,6004 -0,2524 0,0898 0,3553 0,5089 0,5565 0,5332 0,4857 0,4620 0,5022 0,6185 0,7774 0,9098 0,9512 0,8737 0,6866 0,4164 0,0979 -0,2174 -0,4621 -0,5818 -0,5660 -0,4454 -0,2604 -0,0319 0,2452 0,5819 0,9605 1,3108 1,5261 1,5146 1,2410 0,7316 0,0627 -0,6521 -1,2870 -1,7471 -1,9949 -2,0463 -1,9488 -1,7526 -1,4921 -1,1850 -0,8311 -0,4146 0,0641 0,5517 0,9466 1,1433 1,0810 0,7735 0,2979 -0,2592 -0,8435 -1,4250 -1,9701 -2,4311 -2,7526 -2,8825 -2,7875 -2,4744 -1,9936 -1,4210 -0,8413 -0,3418 -0,0006 0,1263 0,0179 -0,2998 -0,7499 -1,2207 -1,5976 -1,7986 -1,8024 -1,6541 -1,4363 -1,2153 -1,0131 -0,8346 -0,6982 -0,6192 -0,5846 -0,5652 -0,5367 -0,4844 -0,3999 -0,2881 -0,1774 -0,1212 -0,1745 -0,3609 -0,6515 -0,9670 -1,2023 -1,2698 -1,1448 -0,8892 -0,6287 -0,4862 -0,5101 -0,6602 -0,8640 -1,0767 -1,2864 -1,4777 -1,6183 -1,6836 -1,6771 -1,6064 -1,4519 -1,1870 -0,8271 -0,4324 -0,0567 0,2926 0,6426 1,0097 1,3690 1,6685 1,8730 1,9960 2,0919 2,2186 2,4095 2,6661 2,9637 3,2670 3,5393 3,7429 3,8550 3,8885 3,8770 3,8402 3,7706 3,6505 3,4731 3,2507 3,0071 2,7684 2,5558 2,3744 2,2095 2,0494 1,9207 1,8875 1,9952 2,2171 2,4566 2,6058 2,6049 2,4577 2,2051 1,8986 1,5895 1,3266 1,1498 1,0781 1,1053 1,2154 1,4044 1,6785 2,0185 2,3457 2,5326 2,4673 2,1183 1,5517 0,8949 0,2757 -0,2245 -0,5739 -0,7721 -0,8481 -0,8584 -0,8614 -0,8821 -0,9088 -0,9239 -0,9209 -0,8937 -0,8324 -0,7379 -0,6269 -0,5228 -0,4569 -0,4695 -0,5906 -0,8185 -1,1211 -1,4495 -1,7480 -1,9584 -2,0221 -1,8941 -1,5720 -1,1125 -0,6115 -0,1662 0,1552 0,3312 0,3886 0,3803 0,3517 0,3275 0,3219 0,3507 0,4299 0,5615 0,7188 0,8555 0,9301 0,9175 0,8059 0,5992 0,3262 0,0325 -0,2383 -0,4479 -0,5605 -0,5573 -0,4554 -0,3062 -0,1703 -0,0908 -0,0829 -0,1353 -0,2170 -0,2937 -0,3396 -0,3340 -0,2625 -0,1317 0,0269 0,1745 0,2815 0,3381 0,3626 0,3926 0,4606 0,5757 0,7245 0,8800 1,0109 1,0934 1,1123 1,0564 0,9255 0,7460 0,5655 0,4278 0,3583 0,3641 0,4316 0,5259 0,6049 0,6395 0,6151 0,5237 0,3656 0,1608 -0,0521 -0,2353 -0,3759 -0,4907 -0,6001 -0,6944 -0,7334 -0,6857 -0,5619 -0,4000 -0,2347 -0,0880 0,0254 0,0970 0,1257 0,1150 0,0675 -0,0173 -0,1445 -0,3158 -0,5211 -0,7427 -0,9732 -1,2152 -1,4581 -1,6605 -1,7668 -1,7496 -1,6316 -1,4657 -1,2901 -1,1021 -0,8763 -0,6108 -0,3528 -0,1767 -0,1397 -0,2582 -0,5110 -0,8501 -1,2139 -1,5458 -1,8123 -2,0042 -2,1179 -2,1442 -2,0861 -1,9796 -1,8789 -1,8186 -1,7878 -1,7418 -1,6437 -1,5034 -1,3795 -1,3367 -1,3973 -1,5367 -1,7200 -1,9333 -2,1797 -2,4521 -2,7138 -2,9047 -2,9769 -2,9272 -2,7887 -2,5987 -2,3840 -2,1659 -1,9631 -1,7888 -1,6538 -1,5719 -1,5544 -1,5952 -1,6630 -1,7181 -1,7400 -1,7299 -1,6831 -1,5753 -1,3823 -1,1099 -0,8064 -0,5445 -0,3845 -0,3509 -0,4351 -0,6167 -0,8757 -1,1827 -1,4850 -1,7188 -1,8366 -1,8192 -1,6705 -1,4147 -1,0969 -0,7717 -0,4910 -0,3002 -0,2285 -0,2734 -0,4006 -0,5530 -0,6668 -0,6990 -0,6489 -0,5549 -0,4649 -0,4002 -0,3483 -0,2883 -0,2131 -0,1226 -0,0115 0,1185 0,2470 0,3434 0,3822 0,3470 0,2299 0,0328 -0,2267 -0,5097 -0,7620 -0,9362 -1,0135 -1,0007 -0,9111 -0,7573 -0,5519 -0,2976 0,0110 0,3597 0,6956 0,9420 1,0311 0,9297 0,6504 0,2516 -0,1864 -0,6008 -0,9642 -1,2664 -1,4923 -1,6097 -1,5723 -1,3450 -0,9419 -0,4345 0,0788 0,5117 0,8095 0,9409 0,8854 0,6432 0,2645 -0,1494 -0,4914 -0,6964 -0,7602 -0,7303 -0,6715 -0,6294 -0,6199 -0,6310 -0,6241 -0,5494 -0,3779 -0,1232 0,1546 0,3595 0,3967 0,2274 -0,1077 -0,5212 -0,9337 -1,3034 -1,6152 -1,8476 -1,9613 -1,9273 -1,7555 -1,4887 -1,1748 -0,8546 -0,5710 -0,3681 -0,2767 -0,3083 -0,4626 -0,7318 -1,0857 -1,4595 -1,7688 -1,9466 -1,9724 -1,8758 -1,7128 -1,5309 -1,3556 -1,2039 -1,0953 -1,0397 -1,0282 -1,0495 -1,1023 -1,1828 -1,2772 -1,3725 -1,4688 -1,5714 -1,6755 -1,7689 -1,8510 -1,9476 -2,1109 -2,3979 -2,8273 -3,3517 -3,8763 -4,2995 -4,5443 -4,5819 -4,4278 -4,1060 -3,6381 -3,0662 -2,4614 -1,8964 -1,4137 -1,0189 -0,6951 -0,4265 -0,2213 -0,1186 -0,1630 -0,3639 -0,6729 -0,9914 -1,2042 -1,2224 -1,0109 -0,5957 -0,0640 0,4483 0,7999 0,9078 0,7775 0,4813 0,1102 -0,2682 -0,6315 -0,9897 -1,3448 -1,6694 -1,9254 -2,0842 -2,1225 -2,0228 -1,7951 -1,4872 -1,1685 -0,9045 -0,7292 -0,6377 -0,6093 -0,6320 -0,7069 -0,8472 -1,0662 -1,3514 -1,6546 -1,9165 -2,0998 -2,2037 -2,2593 -2,3160 -2,4162 -2,5666 -2,7362 -2,8761 -2,9468 -2,9408 -2,8864 -2,8277 -2,8044 -2,8475 -2,9775 -3,1930 -3,4618 -3,7286 -3,9421 -4,0889 -4,2047 -4,3453 -4,5360 -4,7365 -4,8542 -4,7999 -4,5385 -4,0901 -3,5172 -2,9262 -2,4459 -2,1670 -2,0983 -2,1837 -2,3516 -2,5431 -2,7117 -2,8194 -2,8431 -2,7804 -2,6469 -2,4725 -2,2988 -2,1625 -2,0735 -2,0097 -1,9379 -1,8336 -1,6795 -1,4643 -1,2009 -0,9374
