Fp1   -1,0235 -1,1355 -1,2599 -1,3779 -1,4937 -1,6233 -1,7749 -1,9375 -2,0804 -2,1607 -2,1378 -1,9953 -1,7619 -1,5024 -1,2784 -1,1155 -1,0059 -0,9285 -0,8616 -0,7902 -0,7104 -0,6263 -0,5379 -0,4316 -0,2862 -0,0892 0,1587 0,4487 0,7713 1,1214 1,4942 1,8700 2,2084 2,4571 2,5679 2,5146 2,3031 1,9665 1,5571 1,1452 0,8074 0,6023 0,5542 0,6501 0,8403 1,0494 1,2053 1,2662 1,2313 1,1356 1,0311 0,9622 0,9511 0,9964 1,0805 1,1708 1,2288 1,2322 1,1921 1,1485 1,1495 1,2300 1,4004 1,6468 1,9354 2,2245 2,4856 2,7180 2,9398 3,1666 3,4063 3,6623 3,9302 4,1907 4,4085 4,5424 4,5673 4,4916 4,3518 4,1902 4,0365 3,9007 3,7733 3,6305 3,4474 3,2136 2,9403 2,6552 2,3932 2,1827 2,0340 1,9357 1,8647 1,8032 1,7460 1,6896 1,6257 1,5529 1,4839 1,4322 1,3938 1,3449 1,2548 1,1072 0,9154 0,7149 0,5384 0,3982 0,2860 0,1763 0,0351 -0,1609 -0,4105 -0,6921 -0,9774 -1,2380 -1,4417 -1,5540 -1,5578 -1,4726 -1,3497 -1,2462 -1,1987 -1,2125 -1,2651 -1,3176 -1,3265 -1,2569 -1,0868 -0,8052 -0,4111 0,0780 0,6214 1,1663 1,6671 2,1011 2,4700 2,7900 3,0797 3,3607 3,6612 4,0090 4,4200 4,8905 5,3961 5,8961 6,3446 6,7049 6,9604 7,1092 7,1565 7,1160 7,0105 6,8601 6,6682 6,4244 6,1191 5,7572 5,3623 4,9743 4,6412 4,4072 4,2976 4,3087 4,4102 4,5607 4,7269 4,8889 5,0364 5,1699 5,2990 5,4350 5,5815 5,7276 5,8495 5,9197 5,9133 5,8134 5,6184 5,3427 5,0128 4,6708 4,3772 4,1917 4,1434 4,2184 4,3755 4,5715 4,7716 4,9457 5,0703 5,1400 5,1715 5,1938 5,2280 5,2769 5,3323 5,3859 5,4332 5,4703 5,4889 5,4706 5,3967 5,2689 5,1086 4,9313 4,7330 4,5030 4,2392 3,9521 3,6653 3,4135 3,2307 3,1349 3,1280 3,2011 3,3291 3,4669 3,5627 3,5842 3,5310 3,4241 3,2884 3,1445 3,0058 2,8785 2,7665 2,6749 2,6043 2,5442 2,4725 2,3610 2,1874 1,9427 1,6258 1,2357 0,7762 0,2691 -0,2420 -0,7035 -1,0707 -1,3256 -1,4833 -1,5788 -1,6496 -1,7277 -1,8401 -2,0062 -2,2299 -2,4895 -2,7429 -2,9461 -3,0690 -3,1028 -3,0643 -2,9915 -2,9243 -2,8893 -2,8968 -2,9424 -3,0074 -3,0623 -3,0760 -3,0286 -2,9191 -2,7622 -2,5777 -2,3831 -2,1918 -2,0097 -1,8287 -1,6290 -1,3852 -1,0736 -0,6865 -0,2518 0,1613 0,4639 0,5852 0,4985 0,2250 -0,1780 -0,6384 -1,0922 -1,4922 -1,8082 -2,0314 -2,1733 -2,2511 -2,2762 -2,2556 -2,1932 -2,0881 -1,9352 -1,7315 -1,4809 -1,1954 -0,8958 -0,6098 -0,3639 -0,1705 -0,0223 0,1044 0,2351 0,3734 0,4882 0,5237 0,4270 0,1758 -0,1988 -0,6134 -0,9647 -1,1749 -1,2167 -1,1089 -0,8942 -0,6163 -0,3046 0,0302 0,3823 0,7334 1,0483 1,2898 1,4381 1,4998 1,4986 1,4567 1,3839 1,2823 1,1589 1,0318 0,9234 0,8506 0,8235 0,8486 0,9255 1,0393 1,1612 1,2611 1,3207 1,3341 1,3006 1,2187 1,0877 0,9148 0,7153 0,5027 0,2772 0,0286 -0,2488 -0,5440 -0,8305 -1,0774 -1,2634 -1,3855 -1,4519 -1,4643 -1,4110 -1,2792 -1,0715 -0,8066 -0,5107 -0,2149 0,0441 0,2380 0,3639 0,4416 0,4925 0,5231 0,5322 0,5224 0,5002 0,4740 0,4550 0,4511 0,4648 0,4984 0,5544 0,6249 0,6923 0,7470 0,7976 0,8570 0,9248 0,9893 1,0428 1,0891 1,1373 1,1900 1,2392 1,2743 1,2886 1,2732 1,2111 1,0867 0,9038 0,6887 0,4815 0,3253 0,2524 0,2640 0,3260 0,3990 0,4690 0,5456 0,6403 0,7554 0,8901 1,0473 1,2326 1,4511 1,7038 1,9882 2,3044 2,6547 3,0351 3,4267 3,7952 4,1007 4,3107 4,4076 4,3860 4,2446 3,9789 3,5833 3,0712 2,4833 1,8726 1,2843 0,7484 0,2833 -0,0944 -0,3663 -0,5204 -0,5588 -0,5021 -0,3905 -0,2728 -0,1854 -0,1451 -0,1594 -0,2343 -0,3700 -0,5575 -0,7843 -1,0394 -1,3166 -1,6125 -1,9122 -2,1778 -2,3602 -2,4219 -2,3480 -2,1464 -1,8482 -1,5000 -1,1457 -0,8141 -0,5185 -0,2632 -0,0515 0,1103 0,2163 0,2684 0,2782 0,2563 0,1941 0,0565 -0,1986 -0,5926 -1,1133 -1,7236 -2,3805 -3,0445 -3,6706 -4,2062 -4,6091 -4,8673 -4,9965 -5,0245 -4,9832 -4,9101 -4,8466 -4,8265 -4,8633 -4,9481 -5,0633 -5,2020 -5,3733 -5,5831 -5,8154 -6,0332 -6,1954 -6,2699 -6,2409 -6,1150 -5,9285 -5,7357 -5,5782 -5,4656 -5,3847 -5,3152 -5,2332 -5,1103 -4,9182 -4,6399 -4,2796 -3,8620 -3,4169 -2,9607 -2,4880 -1,9813 -1,4337 -0,8577 -0,2739 0,3036 0,8670 1,4091 1,9249 2,4156 2,8854 3,3323 3,7408 4,0812 4,3173 4,4155 4,3533 4,1297 3,7701 3,3192 2,8327 2,3782 2,0378 1,8948 1,9989 2,3351 2,8222 3,3382 3,7616 4,0057 4,0324 3,8473 3,4841 2,9894 2,4172 1,8247 1,2585 0,7468 0,2989 -0,0886 -0,4201 -0,6962 -0,9220 -1,1152 -1,3008 -1,4971 -1,7060 -1,9195 -2,1336 -2,3504 -2,5672 -2,7752 -2,9736 -3,1759 -3,3948 -3,6296 -3,8684 -4,0973 -4,2999 -4,4538 -4,5363 -4,5398 -4,4808 -4,3960 -4,3287 -4,3105 -4,3476 -4,4212 -4,5010 -4,5588 -4,5805 -4,5701 -4,5410 -4,5072 -4,4835 -4,4880 -4,5379 -4,6430 -4,8025 -5,0036 -5,2247 -5,4529 -5,7012 -6,0008 -6,3722 -6,8026 -7,2474 -7,6542 -7,9849 -8,2209
Fz    -4,3862 -4,5190 -4,5789 -4,5915 -4,5814 -4,5614 -4,5272 -4,4633 -4,3477 -4,1569 -3,8750 -3,5074 -3,0851 -2,6522 -2,2500 -1,9093 -1,6541 -1,5016 -1,4505 -1,4759 -1,5397 -1,6035 -1,6339 -1,6037 -1,4949 -1,3022 -1,0338 -0,7040 -0,3200 0,1279 0,6587 1,2803 1,9713 2,6798 3,3370 3,8785 4,2667 4,4999 4,6073 4,6363 4,6372 4,6493 4,6961 4,7822 4,8867 4,9639 4,9612 4,8462 4,6221 4,3215 3,9902 3,6752 3,4182 3,2547 3,2090 3,2810 3,4425 3,6525 3,8787 4,1069 4,3340 4,5602 4,7834 4,9941 5,1717 5,2933 5,3508 5,3589 5,3464 5,3391 5,3473 5,3665 5,3843 5,3815 5,3278 5,1904 4,9563 4,6499 4,3313 4,0733 3,9323 3,9240 4,0171 4,1427 4,2099 4,1315 3,8525 3,3698 2,7328 2,0253 1,3383 0,7398 0,2583 -0,1097 -0,3846 -0,5928 -0,7529 -0,8581 -0,8750 -0,7669 -0,5233 -0,1726 0,2238 0,5971 0,8985 1,1061 1,2097 1,1992 1,0678 0,8185 0,4665 0,0364 -0,4429 -0,9440 -1,4455 -1,9315 -2,3882 -2,7995 -3,1491 -3,4245 -3,6212 -3,7448 -3,8072 -3,8179 -3,7777 -3,6792 -3,5107 -3,2573 -2,8972 -2,4026 -1,7534 -0,9579 -0,0626 0,8608 1,7395 2,5189 3,1744 3,7139 4,1725 4,6017 5,0547 5,5696 6,1587 6,8045 7,4606 8,0644 8,5602 8,9201 9,1479 9,2687 9,3145 9,3167 9,2948 9,2431 9,1315 8,9246 8,6009 8,1640 7,6498 7,1195 6,6411 6,2737 6,0641 6,0416 6,2045 6,5160 6,9213 7,3697 7,8272 8,2761 8,7055 9,1029 9,4498 9,7168 9,8660 9,8643 9,6978 9,3788 8,9486 8,4704 8,0095 7,6184 7,3310 7,1566 7,0709 7,0213 6,9491 6,8165 6,6147 6,3558 6,0606 5,7523 5,4536 5,1834 4,9493 4,7425 4,5439 4,3322 4,0901 3,8124 3,5109 3,2068 2,9206 2,6718 2,4743 2,3251 2,2037 2,0899 1,9796 1,8844 1,8229 1,8142 1,8689 1,9793 2,1171 2,2439 2,3247 2,3394 2,2905 2,2083 2,1461 2,1618 2,2962 2,5600 2,9311 3,3581 3,7729 4,1110 4,3278 4,4011 4,3249 4,1053 3,7636 3,3354 2,8569 2,3501 1,8242 1,2919 0,7824 0,3383 0,0007 -0,2122 -0,3159 -0,3494 -0,3540 -0,3613 -0,3915 -0,4560 -0,5601 -0,7012 -0,8690 -1,0498 -1,2325 -1,4114 -1,5907 -1,7846 -2,0035 -2,2402 -2,4682 -2,6507 -2,7529 -2,7499 -2,6290 -2,3934 -2,0652 -1,6833 -1,2941 -0,9413 -0,6559 -0,4497 -0,3141 -0,2244 -0,1487 -0,0601 0,0490 0,1585 0,2280 0,2201 0,1206 -0,0576 -0,2827 -0,5162 -0,7278 -0,9029 -1,0374 -1,1291 -1,1724 -1,1564 -1,0654 -0,8888 -0,6335 -0,3286 -0,0150 0,2698 0,5046 0,6867 0,8261 0,9368 1,0322 1,1225 1,2127 1,3015 1,3852 1,4637 1,5392 1,6099 1,6659 1,6916 1,6724 1,6083 1,5250 1,4670 1,4734 1,5599 1,7196 1,9357 2,1909 2,4696 2,7593 3,0489 3,3254 3,5736 3,7778 3,9229 3,9977 4,0019 3,9506 3,8725 3,8012 3,7644 3,7781 3,8444 3,9506 4,0751 4,1992 4,3133 4,4108 4,4795 4,5026 4,4664 4,3660 4,2016 3,9703 3,6660 3,2871 2,8429 2,3543 1,8511 1,3693 0,9492 0,6276 0,4255 0,3433 0,3676 0,4830 0,6813 0,9570 1,2961 1,6690 2,0353 2,3583 2,6200 2,8216 2,9727 3,0830 3,1637 3,2266 3,2769 3,3100 3,3196 3,3051 3,2693 3,2177 3,1623 3,1232 3,1243 3,1887 3,3317 3,5561 3,8546 4,2169 4,6292 5,0654 5,4814 5,8227 6,0443 6,1250 6,0691 5,9015 5,6622 5,4017 5,1714 5,0048 4,9007 4,8283 4,7515 4,6519 4,5343 4,4221 4,3448 4,3208 4,3476 4,4139 4,5190 4,6740 4,8872 5,1530 5,4567 5,7838 6,1252 6,4749 6,8273 7,1769 7,5232 7,8723 8,2309 8,5987 8,9633 9,3018 9,5869 9,7929 9,8983 9,8879 9,7558 9,5041 9,1436 8,6958 8,1939 7,6819 7,2044 6,7889 6,4388 6,1391 5,8680 5,6076 5,3488 5,0872 4,8197 4,5493 4,2878 4,0479 3,8350 3,6506 3,5004 3,3923 3,3252 3,2779 3,2122 3,0964 2,9283 2,7399 2,5798 2,4945 2,5163 2,6608 2,9290 3,3101 3,7775 4,2871 4,7821 5,2029 5,4973 5,6329 5,6079 5,4526 5,2156 4,9415 4,6562 4,3704 4,0900 3,8240 3,5822 3,3673 3,1700 2,9749 2,7704 2,5494 2,3050 2,0349 1,7507 1,4758 1,2306 1,0130 0,7920 0,5206 0,1582 -0,3118 -0,8762 -1,4975 -2,1234 -2,6967 -3,1698 -3,5196 -3,7491 -3,8748 -3,9163 -3,8996 -3,8568 -3,8098 -3,7587 -3,6904 -3,5951 -3,4720 -3,3227 -3,1431 -2,9194 -2,6306 -2,2528 -1,7625 -1,1398 -0,3730 0,5347 1,5619 2,6707 3,8138 4,9439 6,0234 7,0334 7,9736 8,8480 9,6514 10,3660 10,9687 11,4401 11,7685 11,9456 11,9644 11,8235 11,5336 11,1213 10,6335 10,1379 9,7112 9,4133 9,2637 9,2358 9,2677 9,2834 9,2189 9,0368 8,7265 8,2999 7,7836 7,2123 6,6284 6,0754 5,5832 5,1603 4,7994 4,4896 4,2255 4,0049 3,8180 3,6449 3,4652 3,2665 3,0433 2,7915 2,5075 2,1905 1,8463 1,4845 1,1122 0,7311 0,3439 -0,0416 -0,4163 -0,7733 -1,1026 -1,3864 -1,6019 -1,7318 -1,7755 -1,7512 -1,6849 -1,5956 -1,4887 -1,3577 -1,1876 -0,9583 -0,6554 -0,2847 0,1208 0,5075 0,8165 1,0017 1,0431 0,9502 0,7584 0,5185 0,2836 0,0909 -0,0559 -0,1857 -0,3398 -0,5490 -0,8224 -1,1476 -1,4970 -1,8361
F3    -5,6039 -5,2589 -4,8121 -4,3464 -3,9280 -3,5923 -3,3429 -3,1638 -3,0365 -2,9477 -2,8828 -2,8185 -2,7258 -2,5823 -2,3836 -2,1478 -1,9125 -1,7211 -1,6036 -1,5632 -1,5787 -1,6140 -1,6301 -1,5964 -1,4913 -1,3001 -1,0195 -0,6586 -0,2271 0,2737 0,8450 1,4723 2,1182 2,7311 3,2596 3,6679 3,9500 4,1346 4,2737 4,4138 4,5682 4,7150 4,8198 4,8542 4,7940 4,6105 4,2816 3,8146 3,2495 2,6424 2,0494 1,5149 1,0697 0,7431 0,5725 0,5913 0,8079 1,1962 1,7042 2,2739 2,8573 3,4191 3,9342 4,3811 4,7337 4,9604 5,0407 4,9856 4,8377 4,6461 4,4440 4,2450 4,0482 3,8419 3,6086 3,3397 3,0517 2,7894 2,6155 2,5924 2,7549 3,0840 3,5066 3,9169 4,1964 4,2440 4,0209 3,5667 2,9644 2,2987 1,6347 1,0015 0,3847 -0,2534 -0,9354 -1,6404 -2,2922 -2,7729 -2,9598 -2,7789 -2,2486 -1,4888 -0,6848 -0,0144 0,4172 0,5914 0,5402 0,3042 -0,0836 -0,5909 -1,1797 -1,8138 -2,4632 -3,1064 -3,7384 -4,3634 -4,9728 -5,5335 -5,9922 -6,2870 -6,3737 -6,2566 -5,9951 -5,6756 -5,3653 -5,0835 -4,8095 -4,5105 -4,1575 -3,7282 -3,2113 -2,6200 -1,9968 -1,3924 -0,8326 -0,3098 0,2020 0,7308 1,2964 1,9045 2,5456 3,1997 3,8466 4,4785 5,0973 5,6960 6,2495 6,7281 7,1094 7,3809 7,5420 7,6072 7,5988 7,5256 7,3743 7,1314 6,8079 6,4403 6,0765 5,7594 5,5124 5,3416 5,2544 5,2659 5,3839 5,6010 5,9009 6,2639 6,6653 7,0753 7,4615 7,7883 8,0086 8,0635 7,9053 7,5318 6,9932 6,3711 5,7550 5,2234 4,8252 4,5717 4,4501 4,4363 4,4894 4,5491 4,5533 4,4638 4,2787 4,0244 3,7338 3,4323 3,1427 2,8969 2,7354 2,6886 2,7532 2,8812 2,9964 3,0319 2,9656 2,8268 2,6730 2,5555 2,4972 2,4845 2,4764 2,4279 2,3101 2,1159 1,8573 1,5588 1,2476 0,9468 0,6691 0,4155 0,1903 0,0161 -0,0712 -0,0331 0,1640 0,5344 1,0590 1,6886 2,3574 2,9931 3,5299 3,9278 4,1763 4,2744 4,2109 3,9694 3,5504 2,9855 2,3277 1,6343 0,9488 0,2895 -0,3447 -0,9546 -1,5289 -2,0470 -2,4917 -2,8514 -3,1111 -3,2489 -3,2525 -3,1322 -2,9114 -2,6190 -2,3033 -2,0356 -1,8812 -1,8757 -2,0346 -2,3673 -2,8634 -3,4684 -4,0799 -4,5767 -4,8614 -4,8901 -4,6784 -4,2900 -3,8108 -3,3164 -2,8561 -2,4622 -2,1661 -1,9981 -1,9729 -2,0761 -2,2649 -2,4828 -2,6840 -2,8488 -2,9754 -3,0580 -3,0777 -3,0126 -2,8639 -2,6748 -2,5173 -2,4491 -2,4815 -2,5786 -2,6734 -2,6896 -2,5684 -2,2907 -1,8870 -1,4295 -1,0105 -0,7149 -0,5977 -0,6648 -0,8664 -1,1083 -1,2804 -1,2988 -1,1444 -0,8671 -0,5510 -0,2653 -0,0354 0,1491 0,3050 0,4359 0,5276 0,5468 0,4579 0,2614 0,0179 -0,1782 -0,2457 -0,1428 0,1308 0,5395 1,0202 1,4957 1,8969 2,1915 2,3875 2,5021 2,5369 2,4890 2,3762 2,2458 2,1550 2,1372 2,1841 2,2600 2,3255 2,3482 2,3111 2,2204 2,1056 2,0036 1,9418 1,9296 1,9622 2,0223 2,0756 2,0752 1,9718 1,7220 1,3035 0,7368 0,0943 -0,5157 -0,9837 -1,2357 -1,2512 -1,0569 -0,7074 -0,2712 0,1751 0,5598 0,8344 0,9811 1,0073 0,9413 0,8263 0,7077 0,6203 0,5816 0,5934 0,6495 0,7454 0,8831 1,0618 1,2590 1,4273 1,5134 1,4862 1,3605 1,1966 1,0688 1,0286 1,0909 1,2421 1,4569 1,7082 1,9662 2,1961 2,3661 2,4571 2,4671 2,4135 2,3294 2,2529 2,2181 2,2432 2,3130 2,3803 2,3951 2,3321 2,1988 2,0327 1,8885 1,8075 1,7958 1,8389 1,9337 2,0949 2,3405 2,6803 3,1009 3,5538 3,9727 4,3121 4,5674 4,7673 4,9563 5,1744 5,4420 5,7538 6,0866 6,4068 6,6730 6,8483 6,9142 6,8762 6,7659 6,6308 6,5051 6,3814 6,2211 5,9922 5,6922 5,3387 4,9481 4,5269 4,0777 3,6042 3,1149 2,6310 2,1858 1,8108 1,5194 1,3045 1,1518 1,0593 1,0413 1,1083 1,2437 1,3999 1,5133 1,5278 1,4173 1,1993 0,9260 0,6559 0,4359 0,3083 0,3269 0,5480 0,9962 1,6341 2,3619 3,0492 3,5798 3,8801 3,9253 3,7342 3,3540 2,8405 2,2529 1,6653 1,1614 0,7985 0,5804 0,4718 0,4273 0,3980 0,3249 0,1502 -0,1617 -0,6101 -1,1547 -1,7239 -2,2369 -2,6377 -2,9336 -3,2013 -3,5408 -4,0100 -4,5922 -5,2106 -5,7699 -6,1950 -6,4532 -6,5611 -6,5717 -6,5438 -6,5140 -6,4942 -6,4882 -6,4993 -6,5232 -6,5469 -6,5617 -6,5668 -6,5588 -6,5253 -6,4393 -6,2522 -5,8968 -5,3052 -4,4358 -3,2917 -1,9227 -0,4167 1,1161 2,5672 3,8533 4,9334 5,8162 6,5454 7,1610 7,6702 8,0527 8,2946 8,4132 8,4522 8,4545 8,4337 8,3613 8,1817 7,8573 7,4110 6,9260 6,4989 6,1903 6,0119 5,9415 5,9384 5,9566 5,9637 5,9450 5,8901 5,7801 5,5906 5,3048 4,9259 4,4802 4,0074 3,5459 3,1198 2,7364 2,3928 2,0853 1,8145 1,5839 1,3962 1,2494 1,1315 1,0157 0,8660 0,6469 0,3274 -0,1161 -0,6913 -1,3798 -2,1381 -2,9115 -3,6450 -4,2883 -4,8020 -5,1682 -5,3963 -5,5182 -5,5721 -5,5798 -5,5394 -5,4378 -5,2664 -5,0261 -4,7231 -4,3629 -3,9528 -3,5131 -3,0863 -2,7365 -2,5302 -2,5053 -2,6540 -2,9320 -3,2786 -3,6334 -3,9375 -4,1315 -4,1721 -4,0683 -3,8952 -3,7621 -3,7596 -3,9229 -4,2270 -4,6121
F7    -3,9533 -3,7505 -3,4716 -3,1772 -2,9204 -2,7315 -2,6182 -2,5743 -2,5818 -2,6090 -2,6194 -2,5867 -2,4988 -2,3467 -2,1218 -1,8299 -1,5044 -1,1933 -0,9262 -0,6982 -0,4850 -0,2659 -0,0337 0,2029 0,4274 0,6295 0,8105 0,9774 1,1480 1,3568 1,6383 1,9991 2,4129 2,8357 3,2200 3,5249 3,7241 3,8052 3,7616 3,5867 3,2767 2,8405 2,3122 1,7530 1,2360 0,8174 0,5179 0,3258 0,2119 0,1455 0,1085 0,0971 0,1113 0,1491 0,2114 0,3035 0,4320 0,6018 0,8130 1,0577 1,3228 1,5997 1,8921 2,2077 2,5407 2,8671 3,1645 3,4308 3,6798 3,9191 4,1380 4,3136 4,4218 4,4379 4,3375 4,1082 3,7699 3,3808 3,0194 2,7543 2,6219 2,6177 2,7029 2,8170 2,8942 2,8802 2,7436 2,4755 2,0898 1,6279 1,1522 0,7256 0,3937 0,1827 0,1021 0,1444 0,2898 0,5179 0,8135 1,1614 1,5358 1,8942 2,1804 2,3409 2,3472 2,2037 1,9289 1,5366 1,0357 0,4437 -0,2046 -0,8613 -1,4779 -2,0164 -2,4599 -2,8163 -3,1093 -3,3636 -3,5964 -3,8137 -4,0066 -4,1513 -4,2180 -4,1862 -4,0516 -3,8203 -3,5034 -3,1150 -2,6716 -2,1928 -1,7036 -1,2259 -0,7656 -0,3099 0,1603 0,6576 1,1843 1,7359 2,3042 2,8748 3,4274 3,9408 4,3975 4,7870 5,1082 5,3685 5,5823 5,7641 5,9154 6,0187 6,0537 6,0202 5,9401 5,8410 5,7491 5,6884 5,6748 5,7092 5,7791 5,8638 5,9350 5,9654 5,9474 5,9016 5,8633 5,8595 5,8979 5,9647 6,0330 6,0789 6,0968 6,1026 6,1227 6,1706 6,2258 6,2388 6,1581 5,9625 5,6760 5,3509 5,0310 4,7296 4,4353 4,1320 3,8098 3,4723 3,1426 2,8613 2,6687 2,5840 2,5989 2,6882 2,8290 3,0120 3,2352 3,4877 3,7455 3,9790 4,1644 4,2933 4,3764 4,4333 4,4768 4,5094 4,5218 4,4883 4,3727 4,1457 3,8012 3,3686 2,9097 2,4947 2,1698 1,9406 1,7804 1,6540 1,5385 1,4271 1,3274 1,2586 1,2440 1,3020 1,4418 1,6587 1,9266 2,1940 2,3951 2,4766 2,4186 2,2334 1,9450 1,5692 1,1119 0,5785 -0,0226 -0,6781 -1,3629 -2,0413 -2,6793 -3,2522 -3,7421 -4,1342 -4,4135 -4,5629 -4,5712 -4,4461 -4,2161 -3,9230 -3,6207 -3,3700 -3,2192 -3,1853 -3,2530 -3,3895 -3,5572 -3,7147 -3,8137 -3,8060 -3,6640 -3,4050 -3,0929 -2,8088 -2,6079 -2,4967 -2,4441 -2,4067 -2,3503 -2,2684 -2,1889 -2,1541 -2,1918 -2,3025 -2,4621 -2,6275 -2,7514 -2,8051 -2,7890 -2,7176 -2,6039 -2,4577 -2,2928 -2,1296 -1,9919 -1,9012 -1,8721 -1,9076 -1,9944 -2,1015 -2,1873 -2,2160 -2,1753 -2,0799 -1,9580 -1,8336 -1,7187 -1,6124 -1,5031 -1,3688 -1,1851 -0,9422 -0,6566 -0,3672 -0,1159 0,0734 0,2078 0,3191 0,4358 0,5586 0,6601 0,7113 0,7090 0,6822 0,6765 0,7325 0,8719 1,0885 1,3459 1,5855 1,7487 1,8008 1,7427 1,6090 1,4547 1,3296 1,2526 1,2055 1,1504 1,0587 0,9241 0,7547 0,5641 0,3739 0,2164 0,1254 0,1229 0,2116 0,3768 0,5943 0,8344 1,0656 1,2626 1,4074 1,4855 1,4863 1,4080 1,2612 1,0695 0,8686 0,7008 0,6036 0,5902 0,6446 0,7405 0,8620 1,0085 1,1910 1,4233 1,7038 2,0001 2,2595 2,4405 2,5329 2,5439 2,4738 2,3156 2,0734 1,7732 1,4502 1,1344 0,8483 0,6041 0,3984 0,2246 0,0925 0,0306 0,0671 0,2103 0,4414 0,7246 1,0236 1,3148 1,5885 1,8399 2,0497 2,1774 2,1838 2,0609 1,8384 1,5694 1,3095 1,1023 0,9754 0,9432 1,0099 1,1697 1,4046 1,6785 1,9397 2,1340 2,2230 2,1929 2,0566 1,8598 1,6836 1,6256 1,7610 2,1084 2,6210 3,2056 3,7577 4,1941 4,4676 4,5696 4,5296 4,4068 4,2771 4,2110 4,2469 4,3763 4,5525 4,7141 4,8080 4,8025 4,6922 4,4966 4,2486 3,9750 3,6847 3,3761 3,0510 2,7265 2,4376 2,2227 2,0991 2,0536 2,0538 2,0675 2,0724 2,0579 2,0204 1,9556 1,8547 1,7131 1,5407 1,3642 1,2226 1,1523 1,1625 1,2208 1,2740 1,2852 1,2518 1,1996 1,1663 1,1845 1,2767 1,4557 1,7177 2,0358 2,3707 2,6825 2,9343 3,0963 3,1561 3,1221 3,0099 2,8216 2,5422 2,1546 1,6599 1,0931 0,5207 0,0160 -0,3780 -0,6671 -0,8899 -1,0860 -1,2759 -1,4578 -1,6113 -1,7077 -1,7352 -1,7199 -1,7207 -1,8015 -2,0085 -2,3586 -2,8339 -3,3864 -3,9564 -4,4865 -4,9310 -5,2626 -5,4752 -5,5791 -5,5980 -5,5691 -5,5323 -5,5076 -5,4813 -5,4125 -5,2535 -4,9733 -4,5757 -4,0994 -3,5927 -3,0799 -2,5508 -1,9760 -1,3294 -0,6043 0,1870 1,0251 1,8893 2,7502 3,5625 4,2728 4,8391 5,2443 5,4950 5,6114 5,6152 5,5234 5,3496 5,1076 4,8113 4,4707 4,0925 3,6923 3,3085 2,9991 2,8239 2,8243 3,0054 3,3299 3,7350 4,1615 4,5728 4,9527 5,2867 5,5464 5,6942 5,7042 5,5802 5,3590 5,0963 4,8386 4,6017 4,3703 4,1162 3,8204 3,4830 3,1191 2,7499 2,3993 2,0945 1,8589 1,6964 1,5842 1,4840 1,3540 1,1519 0,8410 0,4082 -0,1286 -0,7322 -1,3653 -2,0005 -2,6141 -3,1738 -3,6384 -3,9798 -4,2017 -4,3269 -4,3676 -4,3094 -4,1257 -3,8060 -3,3709 -2,8667 -2,3543 -1,9013 -1,5726 -1,4183 -1,4590 -1,6808 -2,0427 -2,4863 -2,9462 -3,3640 -3,7009 -3,9433 -4,0969 -4,1761 -4,1997 -4,1972 -4,2075 -4,2645 -4,3785 -4,5273
