Fp1   -0,8846 -0,5899 -0,3167 -0,0697 0,1466 0,3206 0,4404 0,5041 0,5211 0,5045 0,4645 0,4102 0,3526 0,3024 0,2613 0,2205 0,1705 0,1138 0,0650 0,0387 0,0379 0,0532 0,0695 0,0749 0,0658 0,0434 0,0090 -0,0340 -0,0766 -0,1052 -0,1092 -0,0859 -0,0415 0,0125 0,0620 0,0935 0,0969 0,0702 0,0197 -0,0450 -0,1129 -0,1712 -0,2098 -0,2318 -0,2551 -0,2980 -0,3649 -0,4455 -0,5216 -0,5760 -0,5976 -0,5850 -0,5446 -0,4889 -0,4374 -0,4124 -0,4260 -0,4674 -0,5097 -0,5298 -0,5236 -0,5037 -0,4856 -0,4722 -0,4546 -0,4208 -0,3614 -0,2753 -0,1759 -0,0855 -0,0211 0,0146 0,0281 0,0216 -0,0146 -0,0955 -0,2267 -0,3967 -0,5810 -0,7524 -0,8897 -0,9804 -1,0203 -1,0142 -0,9764 -0,9299 -0,8990 -0,9005 -0,9383 -1,0039 -1,0840 -1,1716 -1,2697 -1,3849 -1,5121 -1,6312 -1,7228 -1,7857 -1,8370 -1,8983 -1,9841 -2,0975 -2,2328 -2,3840 -2,5567 -2,7677 -3,0305 -3,3414 -3,6839 -4,0384 -4,3872 -4,7111 -4,9878 -5,1972 -5,3321 -5,4014 -5,4231 -5,4124 -5,3765 -5,3147 -5,2246 -5,1089 -4,9761 -4,8351 -4,6911 -4,5399 -4,3656 -4,1492 -3,8824 -3,5724 -3,2367 -2,8961 -2,5698 -2,2712 -2,0091 -1,7895 -1,6117 -1,4664 -1,3419 -1,2237 -1,0871 -0,9028 -0,6549 -0,3448 0,0159 0,4083 0,8087 1,1987 1,5713 1,9239 2,2513 2,5471 2,8114 3,0515 3,2802 3,5130 3,7635 4,0382 4,3351 4,6447 4,9513 5,2360 5,4821 5,6801 5,8299 5,9384 6,0111 6,0494 6,0540 6,0310 5,9937 5,9553 5,9231 5,8954 5,8641 5,8223 5,7725 5,7261 5,6921 5,6687 5,6463 5,6129 5,5517 5,4399 5,2597 5,0171 4,7472 4,4957 4,2960 4,1590 4,0769 4,0298 3,9921 3,9380 3,8493 3,7250 3,5784 3,4239 3,2680 3,1119 2,9560 2,7977 2,6321 2,4555 2,2687 2,0754 1,8801 1,6874 1,5009 1,3254 1,1672 1,0292 0,9048 0,7833 0,6581 0,5279 0,3953 0,2694 0,1656 0,1018 0,0915 0,1397 0,2422 0,3864 0,5529 0,7203 0,8735 1,0097 1,1339 1,2504 1,3598 1,4604 1,5475 1,6142 1,6613 1,7030 1,7563 1,8280 1,9102 1,9809 2,0119 1,9833 1,8935 1,7605 1,6138 1,4813 1,3786 1,3104 1,2761 1,2690 1,2735 1,2701 1,2469 1,2045 1,1549 1,1173 1,1157 1,1741 1,3087 1,5207 1,7928 2,0916 2,3767 2,6138 2,7817 2,8693 2,8727 2,7950 2,6516 2,4709 2,2860 2,1256 2,0091 1,9433 1,9221 1,9283 1,9385 1,9329 1,9082 1,8771 1,8586 1,8660 1,8984 1,9373 1,9517 1,9146 1,8213 1,6898 1,5445 1,4016 1,2700 1,1554 1,0594 0,9788 0,9098 0,8503 0,8000 0,7637 0,7528 0,7776 0,8338 0,9042 0,9687 1,0068 0,9968 0,9203 0,7718 0,5653 0,3319 0,1074 -0,0814 -0,2236 -0,3198 -0,3756 -0,3991 -0,3992 -0,3831 -0,3572 -0,3270 -0,2954 -0,2612 -0,2189 -0,1586 -0,0704 0,0453 0,1703 0,2733 0,3234 0,3048 0,2245 0,1063 -0,0183 -0,1191 -0,1758 -0,1835 -0,1485 -0,0790 0,0160 0,1241 0,2314 0,3254 0,3959 0,4337 0,4311 0,3866 0,3072 0,2018 0,0764 -0,0641 -0,2121 -0,3577 -0,4945 -0,6218 -0,7439 -0,8631 -0,9759 -1,0726 -1,1411 -1,1722 -1,1582 -1,0927 -0,9795 -0,8398 -0,7070 -0,6130 -0,5783 -0,6070 -0,6879 -0,8038 -0,9411 -1,0937 -1,2607 -1,4351 -1,5979 -1,7281 -1,8206 -1,8823 -1,9128 -1,9020 -1,8459 -1,7579 -1,6624 -1,5801 -1,5206 -1,4867 -1,4816 -1,5081 -1,5655 -1,6448 -1,7284 -1,7976 -1,8389 -1,8495 -1,8393 -1,8233 -1,8079 -1,7821 -1,7233 -1,6122 -1,4424 -1,2228 -0,9706 -0,7044 -0,4440 -0,2147 -0,0454 0,0388 0,0204 -0,1039 -0,3150 -0,5767 -0,8523 -1,1176 -1,3629 -1,5892 -1,8062 -2,0262 -2,2503 -2,4571 -2,6077 -2,6644 -2,6136 -2,4760 -2,2977 -2,1284 -1,9985 -1,9136 -1,8666 -1,8480 -1,8486 -1,8621 -1,8863 -1,9223 -1,9694 -2,0199 -2,0606 -2,0798 -2,0765 -2,0637 -2,0592 -2,0703 -2,0917 -2,1140 -2,1286 -2,1267 -2,1020 -2,0565 -1,9987 -1,9349 -1,8665 -1,7973 -1,7390 -1,7109 -1,7342 -1,8211 -1,9659 -2,1471 -2,3400 -2,5286 -2,7090 -2,8821 -3,0433 -3,1830 -3,2921 -3,3644 -3,3970 -3,3897 -3,3450 -3,2708 -3,1849 -3,1126 -3,0783 -3,0974 -3,1775 -3,3241 -3,5373 -3,8041 -4,1047 -4,4295 -4,7861 -5,1835 -5,6140 -6,0493 -6,4523 -6,7907 -7,0447 -7,2092 -7,2961 -7,3344 -7,3625 -7,4141 -7,5047 -7,6264 -7,7539 -7,8592 -7,9196 -7,9206 -7,8597 -7,7470 -7,5987 -7,4316 -7,2558 -7,0696 -6,8624 -6,6229 -6,3470 -6,0387 -5,7048 -5,3511 -4,9830 -4,6040 -4,2121 -3,8017 -3,3680 -2,9130 -2,4482 -1,9909 -1,5555 -1,1489 -0,7729 -0,4319 -0,1360 0,1061 0,2975 0,4520 0,5828 0,6936 0,7825 0,8511 0,9022 0,9335 0,9380 0,9125 0,8593 0,7821 0,6835 0,5676 0,4415 0,3143 0,1921 0,0741 -0,0441 -0,1633 -0,2759 -0,3711 -0,4475 -0,5170 -0,5937 -0,6815 -0,7734 -0,8605 -0,9417 -1,0251 -1,1200 -1,2311 -1,3615 -1,5166 -1,7033 -1,9277 -2,1926 -2,4929 -2,8113 -3,1237 -3,4103 -3,6628 -3,8818 -4,0705 -4,2318 -4,3701 -4,4908 -4,5976 -4,6927 -4,7787 -4,8593 -4,9376 -5,0169 -5,1031 -5,2043 -5,3258 -5,4669 -5,6212 -5,7796 -5,9339 -6,0812 -6,2243 -6,3668 -6,5059 -6,6324 -6,7353 -6,8096 -6,8555 -6,8724 -6,8567 -6,8044 -6,7160 -6,6011 -6,4772 -6,3594 -6,2503 -6,1407
Fz    -1,2663 -1,0833 -0,9087 -0,7488 -0,6090 -0,4936 -0,3992 -0,3162 -0,2387 -0,1678 -0,1054 -0,0475 0,0156 0,0918 0,1786 0,2642 0,3383 0,4007 0,4567 0,5052 0,5356 0,5353 0,4972 0,4236 0,3260 0,2194 0,1179 0,0357 -0,0116 -0,0139 0,0285 0,1075 0,2140 0,3409 0,4777 0,6048 0,6987 0,7438 0,7372 0,6824 0,5832 0,4455 0,2779 0,0848 -0,1362 -0,3858 -0,6526 -0,9134 -1,1433 -1,3270 -1,4621 -1,5562 -1,6191 -1,6593 -1,6871 -1,7160 -1,7518 -1,7798 -1,7679 -1,6893 -1,5414 -1,3478 -1,1406 -0,9392 -0,7468 -0,5586 -0,3717 -0,1939 -0,0461 0,0500 0,0867 0,0763 0,0421 0,0004 -0,0498 -0,1186 -0,2099 -0,3130 -0,4035 -0,4496 -0,4237 -0,3156 -0,1384 0,0747 0,2782 0,4250 0,4752 0,4075 0,2258 -0,0415 -0,3541 -0,6756 -0,9819 -1,2594 -1,4952 -1,6725 -1,7805 -1,8262 -1,8333 -1,8321 -1,8480 -1,8982 -1,9926 -2,1394 -2,3514 -2,6416 -3,0079 -3,4247 -3,8534 -4,2607 -4,6259 -4,9390 -5,1955 -5,3942 -5,5369 -5,6289 -5,6782 -5,6917 -5,6708 -5,6125 -5,5188 -5,4040 -5,2900 -5,1937 -5,1157 -5,0351 -4,9158 -4,7256 -4,4553 -4,1253 -3,7761 -3,4507 -3,1768 -2,9614 -2,7981 -2,6744 -2,5735 -2,4750 -2,3613 -2,2159 -2,0163 -1,7362 -1,3604 -0,8899 -0,3397 0,2632 0,8857 1,4999 2,0866 2,6304 3,1180 3,5425 3,9084 4,2332 4,5458 4,8791 5,2564 5,6827 6,1492 6,6404 7,1304 7,5811 7,9536 8,2252 8,3965 8,4866 8,5217 8,5245 8,5117 8,4970 8,4936 8,5114 8,5504 8,5994 8,6384 8,6469 8,6154 8,5492 8,4604 8,3565 8,2379 8,1021 7,9430 7,7473 7,5019 7,2141 6,9205 6,6696 6,4959 6,4060 6,3807 6,3852 6,3799 6,3288 6,2105 6,0276 5,8033 5,5642 5,3293 5,1078 4,9016 4,7046 4,5047 4,2907 4,0585 3,8127 3,5644 3,3244 3,0956 2,8742 2,6555 2,4329 2,1961 1,9378 1,6648 1,3993 1,1711 1,0099 0,9375 0,9617 1,0772 1,2730 1,5362 1,8489 2,1833 2,5096 2,8115 3,0902 3,3531 3,6028 3,8369 4,0521 4,2417 4,3935 4,4991 4,5664 4,6182 4,6787 4,7574 4,8422 4,9082 4,9349 4,9160 4,8590 4,7800 4,6976 4,6262 4,5735 4,5426 4,5333 4,5400 4,5524 4,5627 4,5698 4,5769 4,5891 4,6178 4,6812 4,7972 4,9777 5,2237 5,5187 5,8282 6,1082 6,3172 6,4242 6,4166 6,3051 6,1225 5,9122 5,7140 5,5555 5,4502 5,3955 5,3733 5,3588 5,3326 5,2884 5,2334 5,1815 5,1441 5,1243 5,1145 5,0948 5,0358 4,9113 4,7137 4,4596 4,1793 3,9015 3,6471 3,4305 3,2580 3,1285 3,0356 2,9680 2,9109 2,8527 2,7922 2,7353 2,6815 2,6209 2,5417 2,4314 2,2746 2,0567 1,7744 1,4466 1,1123 0,8182 0,5992 0,4690 0,4216 0,4396 0,5006 0,5828 0,6704 0,7549 0,8326 0,9020 0,9611 1,0084 1,0464 1,0812 1,1153 1,1424 1,1510 1,1326 1,0886 1,0296 0,9693 0,9192 0,8869 0,8755 0,8829 0,9059 0,9434 0,9941 1,0526 1,1102 1,1559 1,1760 1,1558 1,0823 0,9493 0,7587 0,5197 0,2457 -0,0454 -0,3321 -0,5915 -0,8069 -0,9769 -1,1152 -1,2363 -1,3433 -1,4254 -1,4649 -1,4478 -1,3681 -1,2286 -1,0454 -0,8501 -0,6797 -0,5620 -0,5099 -0,5209 -0,5808 -0,6712 -0,7785 -0,8980 -1,0323 -1,1821 -1,3378 -1,4860 -1,6215 -1,7414 -1,8328 -1,8768 -1,8674 -1,8207 -1,7641 -1,7175 -1,6909 -1,6949 -1,7451 -1,8500 -2,0002 -2,1662 -2,3103 -2,4014 -2,4260 -2,3896 -2,3130 -2,2196 -2,1205 -2,0079 -1,8626 -1,6686 -1,4239 -1,1414 -0,8419 -0,5468 -0,2787 -0,0667 0,0608 0,0884 0,0157 -0,1481 -0,3844 -0,6688 -0,9800 -1,3071 -1,6484 -2,0081 -2,3946 -2,8156 -3,2648 -3,7111 -4,1023 -4,3833 -4,5207 -4,5180 -4,4115 -4,2515 -4,0822 -3,9325 -3,8205 -3,7595 -3,7559 -3,8049 -3,8886 -3,9811 -4,0580 -4,1040 -4,1145 -4,0946 -4,0595 -4,0316 -4,0314 -4,0642 -4,1209 -4,1850 -4,2358 -4,2477 -4,1994 -4,0889 -3,9339 -3,7575 -3,5796 -3,4191 -3,2962 -3,2301 -3,2398 -3,3394 -3,5277 -3,7853 -4,0849 -4,4037 -4,7287 -5,0507 -5,3574 -5,6329 -5,8601 -6,0224 -6,1086 -6,1167 -6,0519 -5,9247 -5,7522 -5,5592 -5,3750 -5,2284 -5,1456 -5,1508 -5,2600 -5,4694 -5,7577 -6,1033 -6,4948 -6,9236 -7,3739 -7,8212 -8,2413 -8,6187 -8,9473 -9,2267 -9,4637 -9,6754 -9,8852 -10,1126 -10,3637 -10,6262 -10,8763 -11,0911 -11,2541 -11,3543 -11,3842 -11,3405 -11,2257 -11,0505 -10,8286 -10,5700 -10,2822 -9,9745 -9,6588 -9,3446 -9,0321 -8,7121 -8,3707 -7,9892 -7,5478 -7,0344 -6,4508 -5,8131 -5,1472 -4,4794 -3,8266 -3,1935 -2,5801 -1,9943 -1,4574 -0,9919 -0,6091 -0,3095 -0,0882 0,0617 0,1496 0,1899 0,2014 0,2000 0,1937 0,1826 0,1592 0,1144 0,0458 -0,0424 -0,1478 -0,2734 -0,4259 -0,6111 -0,8294 -1,0731 -1,3252 -1,5651 -1,7776 -1,9563 -2,0990 -2,2046 -2,2771 -2,3309 -2,3917 -2,4907 -2,6516 -2,8833 -3,1844 -3,5463 -3,9535 -4,3860 -4,8240 -5,2461 -5,6298 -5,9581 -6,2263 -6,4397 -6,6062 -6,7328 -6,8294 -6,9120 -6,9970 -7,0946 -7,2100 -7,3499 -7,5241 -7,7397 -7,9952 -8,2799 -8,5768 -8,8676 -9,1391 -9,3850 -9,6039 -9,7970 -9,9696 -10,1304 -10,2853 -10,4332 -10,5668 -10,6750 -10,7510 -10,7983 -10,8272 -10,8465 -10,8590 -10,8625 -10,8538 -10,8288 -10,7796 -10,6915 -10,5465
F3    -1,8264 -1,5257 -1,2371 -0,9777 -0,7564 -0,5747 -0,4270 -0,3047 -0,2046 -0,1344 -0,1050 -0,1145 -0,1414 -0,1573 -0,1473 -0,1165 -0,0786 -0,0431 -0,0129 0,0094 0,0166 -0,0023 -0,0543 -0,1347 -0,2271 -0,3122 -0,3755 -0,4083 -0,4049 -0,3624 -0,2829 -0,1725 -0,0374 0,1181 0,2900 0,4704 0,6486 0,8169 0,9719 1,1065 1,2059 1,2521 1,2323 1,1416 0,9828 0,7680 0,5203 0,2669 0,0283 -0,1869 -0,3787 -0,5519 -0,7104 -0,8538 -0,9804 -1,0885 -1,1718 -1,2151 -1,2004 -1,1176 -0,9710 -0,7773 -0,5560 -0,3192 -0,0676 0,2031 0,4916 0,7781 1,0221 1,1780 1,2176 1,1421 0,9774 0,7552 0,4986 0,2219 -0,0575 -0,3137 -0,5179 -0,6496 -0,7034 -0,6873 -0,6174 -0,5143 -0,4014 -0,3033 -0,2423 -0,2369 -0,2970 -0,4192 -0,5910 -0,7990 -1,0324 -1,2786 -1,5152 -1,7093 -1,8343 -1,8890 -1,9027 -1,9212 -1,9854 -2,1156 -2,3082 -2,5483 -2,8293 -3,1559 -3,5273 -3,9278 -4,3366 -4,7371 -5,1157 -5,4567 -5,7433 -5,9622 -6,1087 -6,1898 -6,2238 -6,2324 -6,2299 -6,2183 -6,1928 -6,1516 -6,0957 -6,0269 -5,9448 -5,8400 -5,6938 -5,4885 -5,2243 -4,9229 -4,6170 -4,3371 -4,1035 -3,9224 -3,7917 -3,7039 -3,6454 -3,5974 -3,5402 -3,4520 -3,3050 -3,0723 -2,7407 -2,3119 -1,7965 -1,2153 -0,5957 0,0357 0,6566 1,2473 1,7928 2,2877 2,7366 3,1528 3,5575 3,9745 4,4173 4,8789 5,3362 5,7654 6,1503 6,4780 6,7342 6,9069 6,9944 7,0087 6,9713 6,9058 6,8323 6,7678 6,7263 6,7130 6,7195 6,7269 6,7137 6,6641 6,5779 6,4715 6,3659 6,2747 6,2013 6,1403 6,0761 5,9822 5,8332 5,6273 5,3964 5,1881 5,0395 4,9627 4,9470 4,9692 5,0014 5,0152 4,9873 4,9105 4,7925 4,6432 4,4672 4,2690 4,0576 3,8428 3,6272 3,4066 3,1762 2,9366 2,6941 2,4563 2,2288 2,0163 1,8242 1,6499 1,4791 1,2977 1,1084 0,9313 0,7919 0,7096 0,6913 0,7340 0,8304 0,9718 1,1481 1,3470 1,5564 1,7703 1,9912 2,2246 2,4737 2,7402 3,0254 3,3244 3,6226 3,9010 4,1508 4,3799 4,6002 4,8098 4,9882 5,1041 5,1305 5,0603 4,9126 4,7276 4,5533 4,4254 4,3531 4,3235 4,3183 4,3227 4,3233 4,3076 4,2722 4,2279 4,1939 4,1891 4,2289 4,3261 4,4887 4,7168 4,9983 5,3047 5,5938 5,8219 5,9579 5,9880 5,9122 5,7423 5,5076 5,2521 5,0193 4,8402 4,7281 4,6759 4,6600 4,6504 4,6229 4,5670 4,4869 4,3938 4,2982 4,2085 4,1296 4,0557 3,9677 3,8423 3,6714 3,4696 3,2629 3,0715 2,9067 2,7732 2,6681 2,5818 2,5053 2,4315 2,3546 2,2753 2,2057 2,1615 2,1470 2,1532 2,1654 2,1652 2,1296 2,0385 1,8848 1,6800 1,4494 1,2202 1,0105 0,8276 0,6747 0,5563 0,4774 0,4391 0,4374 0,4631 0,5068 0,5623 0,6257 0,6949 0,7728 0,8670 0,9798 1,0981 1,1952 1,2431 1,2264 1,1486 1,0307 0,9038 0,7966 0,7258 0,6958 0,7022 0,7374 0,7946 0,8703 0,9637 1,0686 1,1688 1,2438 1,2792 1,2704 1,2163 1,1117 0,9510 0,7380 0,4894 0,2286 -0,0243 -0,2615 -0,4888 -0,7159 -0,9449 -1,1618 -1,3378 -1,4416 -1,4514 -1,3618 -1,1906 -0,9768 -0,7669 -0,5988 -0,4912 -0,4428 -0,4387 -0,4618 -0,5028 -0,5653 -0,6622 -0,8024 -0,9762 -1,1600 -1,3354 -1,4925 -1,6178 -1,6954 -1,7241 -1,7236 -1,7201 -1,7261 -1,7364 -1,7425 -1,7463 -1,7575 -1,7816 -1,8106 -1,8251 -1,8069 -1,7521 -1,6722 -1,5869 -1,5127 -1,4522 -1,3912 -1,3071 -1,1821 -1,0087 -0,7893 -0,5346 -0,2615 0,0056 0,2347 0,3943 0,4654 0,4435 0,3357 0,1613 -0,0536 -0,2888 -0,5392 -0,8122 -1,1186 -1,4672 -1,8598 -2,2776 -2,6739 -2,9861 -3,1618 -3,1813 -3,0628 -2,8487 -2,5885 -2,3237 -2,0817 -1,8825 -1,7436 -1,6771 -1,6838 -1,7542 -1,8730 -2,0226 -2,1811 -2,3212 -2,4177 -2,4626 -2,4734 -2,4809 -2,5078 -2,5585 -2,6228 -2,6787 -2,6947 -2,6430 -2,5187 -2,3433 -2,1477 -1,9584 -1,7974 -1,6871 -1,6521 -1,7141 -1,8820 -2,1404 -2,4520 -2,7746 -3,0793 -3,3573 -3,6133 -3,8517 -4,0680 -4,2495 -4,3799 -4,4464 -4,4438 -4,3763 -4,2572 -4,1091 -3,9594 -3,8339 -3,7512 -3,7225 -3,7559 -3,8547 -4,0135 -4,2250 -4,4904 -4,8204 -5,2223 -5,6872 -6,1906 -6,7024 -7,1941 -7,6406 -8,0256 -8,3500 -8,6319 -8,8947 -9,1550 -9,4161 -9,6658 -9,8808 -10,0377 -10,1213 -10,1269 -10,0593 -9,9320 -9,7653 -9,5806 -9,3912 -9,1966 -8,9906 -8,7718 -8,5456 -8,3166 -8,0801 -7,8253 -7,5426 -7,2238 -6,8618 -6,4544 -6,0072 -5,5329 -5,0458 -4,5547 -4,0586 -3,5480 -3,0139 -2,4651 -1,9338 -1,4572 -1,0548 -0,7258 -0,4624 -0,2582 -0,1055 0,0129 0,1190 0,2244 0,3272 0,4158 0,4738 0,4844 0,4386 0,3351 0,1789 -0,0204 -0,2501 -0,4985 -0,7526 -0,9966 -1,2160 -1,4020 -1,5520 -1,6684 -1,7570 -1,8246 -1,8792 -1,9324 -2,0019 -2,1084 -2,2663 -2,4758 -2,7258 -3,0005 -3,2849 -3,5713 -3,8624 -4,1620 -4,4627 -4,7455 -4,9931 -5,1994 -5,3677 -5,5032 -5,6126 -5,7061 -5,7961 -5,8906 -5,9910 -6,0970 -6,2114 -6,3371 -6,4744 -6,6222 -6,7817 -6,9575 -7,1552 -7,3752 -7,6098 -7,8465 -8,0775 -8,3039 -8,5297 -8,7533 -8,9651 -9,1551 -9,3229 -9,4761 -9,6169 -9,7366 -9,8232 -9,8700 -9,8775 -9,8494 -9,7855 -9,6786 -9,5188
F7    -0,7576 -0,5455 -0,3424 -0,1496 0,0281 0,1849 0,3192 0,4303 0,5115 0,5492 0,5308 0,4536 0,3286 0,1761 0,0210 -0,1126 -0,2055 -0,2472 -0,2371 -0,1839 -0,1033 -0,0140 0,0684 0,1364 0,1908 0,2354 0,2719 0,2984 0,3075 0,2874 0,2293 0,1365 0,0260 -0,0772 -0,1508 -0,1868 -0,1948 -0,1891 -0,1787 -0,1678 -0,1588 -0,1525 -0,1486 -0,1477 -0,1522 -0,1639 -0,1796 -0,1918 -0,1941 -0,1879 -0,1827 -0,1897 -0,2118 -0,2403 -0,2646 -0,2840 -0,3043 -0,3237 -0,3310 -0,3168 -0,2839 -0,2438 -0,2048 -0,1622 -0,1003 -0,0029 0,1374 0,3072 0,4697 0,5823 0,6197 0,5831 0,4915 0,3625 0,2014 0,0058 -0,2217 -0,4674 -0,7084 -0,9225 -1,0966 -1,2246 -1,3025 -1,3281 -1,3080 -1,2616 -1,2169 -1,1995 -1,2243 -1,2916 -1,3887 -1,4958 -1,5944 -1,6726 -1,7205 -1,7280 -1,6941 -1,6351 -1,5818 -1,5663 -1,6064 -1,6989 -1,8248 -1,9624 -2,1067 -2,2742 -2,4869 -2,7557 -3,0811 -3,4581 -3,8718 -4,2928 -4,6844 -5,0137 -5,2594 -5,4172 -5,5022 -5,5406 -5,5546 -5,5524 -5,5351 -5,5053 -5,4671 -5,4229 -5,3709 -5,3009 -5,1960 -5,0428 -4,8432 -4,6135 -4,3758 -4,1500 -3,9465 -3,7645 -3,5954 -3,4301 -3,2663 -3,1101 -2,9706 -2,8468 -2,7176 -2,5491 -2,3156 -2,0087 -1,6364 -1,2218 -0,7955 -0,3828 0,0016 0,3544 0,6848 1,0105 1,3450 1,6910 2,0446 2,4018 2,7556 3,0919 3,3957 3,6570 3,8684 4,0198 4,1037 4,1225 4,0869 4,0097 3,9040 3,7864 3,6751 3,5830 3,5141 3,4654 3,4322 3,4113 3,4005 3,3984 3,4073 3,4315 3,4701 3,5110 3,5366 3,5348 3,5011 3,4301 3,3112 3,1409 2,9338 2,7146 2,5036 2,3128 2,1484 2,0141 1,9114 1,8361 1,7767 1,7189 1,6486 1,5530 1,4250 1,2690 1,0987 0,9257 0,7526 0,5769 0,3980 0,2217 0,0583 -0,0834 -0,2036 -0,3116 -0,4191 -0,5359 -0,6718 -0,8318 -1,0074 -1,1789 -1,3265 -1,4356 -1,4953 -1,4979 -1,4436 -1,3468 -1,2326 -1,1256 -1,0399 -0,9751 -0,9225 -0,8759 -0,8392 -0,8184 -0,8084 -0,7918 -0,7531 -0,6883 -0,6007 -0,4922 -0,3635 -0,2206 -0,0789 0,0381 0,1076 0,1207 0,0874 0,0312 -0,0192 -0,0419 -0,0348 -0,0158 -0,0053 -0,0131 -0,0372 -0,0690 -0,0976 -0,1132 -0,1115 -0,0912 -0,0487 0,0238 0,1358 0,2954 0,5069 0,7633 1,0405 1,3031 1,5161 1,6556 1,7097 1,6766 1,5676 1,4080 1,2296 1,0638 0,9387 0,8711 0,8599 0,8885 0,9329 0,9725 0,9982 1,0096 1,0068 0,9880 0,9528 0,9009 0,8295 0,7369 0,6286 0,5179 0,4167 0,3285 0,2560 0,2083 0,1916 0,1999 0,2141 0,2105 0,1723 0,0999 0,0125 -0,0652 -0,1165 -0,1346 -0,1206 -0,0861 -0,0529 -0,0443 -0,0749 -0,1461 -0,2473 -0,3605 -0,4662 -0,5496 -0,6044 -0,6309 -0,6359 -0,6316 -0,6304 -0,6406 -0,6662 -0,7059 -0,7539 -0,7972 -0,8123 -0,7696 -0,6522 -0,4770 -0,2926 -0,1555 -0,1052 -0,1520 -0,2777 -0,4435 -0,6049 -0,7267 -0,7918 -0,8016 -0,7688 -0,7112 -0,6455 -0,5837 -0,5340 -0,5016 -0,4857 -0,4762 -0,4597 -0,4311 -0,4009 -0,3883 -0,4082 -0,4666 -0,5620 -0,6882 -0,8379 -1,0038 -1,1748 -1,3338 -1,4595 -1,5322 -1,5401 -1,4793 -1,3529 -1,1753 -0,9763 -0,7902 -0,6400 -0,5315 -0,4627 -0,4328 -0,4455 -0,5052 -0,6132 -0,7651 -0,9492 -1,1441 -1,3241 -1,4727 -1,5855 -1,6599 -1,6924 -1,6886 -1,6670 -1,6481 -1,6411 -1,6432 -1,6522 -1,6743 -1,7162 -1,7760 -1,8435 -1,9044 -1,9457 -1,9600 -1,9494 -1,9256 -1,9047 -1,8949 -1,8878 -1,8649 -1,8127 -1,7303 -1,6233 -1,4968 -1,3542 -1,2046 -1,0652 -0,9524 -0,8738 -0,8327 -0,8358 -0,8886 -0,9889 -1,1278 -1,2941 -1,4805 -1,6847 -1,9078 -2,1507 -2,4052 -2,6451 -2,8280 -2,9096 -2,8654 -2,7035 -2,4572 -2,1651 -1,8568 -1,5527 -1,2742 -1,0429 -0,8707 -0,7561 -0,6884 -0,6569 -0,6560 -0,6831 -0,7326 -0,7955 -0,8657 -0,9461 -1,0436 -1,1578 -1,2788 -1,3911 -1,4736 -1,4992 -1,4493 -1,3320 -1,1782 -1,0201 -0,8792 -0,7695 -0,7006 -0,6756 -0,6960 -0,7670 -0,8921 -1,0640 -1,2630 -1,4647 -1,6500 -1,8092 -1,9420 -2,0534 -2,1477 -2,2236 -2,2793 -2,3196 -2,3539 -2,3897 -2,4281 -2,4674 -2,5086 -2,5557 -2,6109 -2,6767 -2,7593 -2,8648 -2,9981 -3,1679 -3,3893 -3,6764 -4,0287 -4,4256 -4,8314 -5,2044 -5,5102 -5,7337 -5,8858 -5,9968 -6,0999 -6,2166 -6,3503 -6,4878 -6,6099 -6,7056 -6,7731 -6,8135 -6,8270 -6,8139 -6,7779 -6,7248 -6,6521 -6,5435 -6,3789 -6,1519 -5,8790 -5,5933 -5,3237 -5,0803 -4,8552 -4,6291 -4,3815 -4,0997 -3,7822 -3,4379 -3,0850 -2,7446 -2,4306 -2,1452 -1,8824 -1,6380 -1,4122 -1,2017 -0,9961 -0,7871 -0,5761 -0,3750 -0,2004 -0,0641 0,0333 0,0996 0,1450 0,1751 0,1892 0,1893 0,1845 0,1834 0,1856 0,1844 0,1729 0,1436 0,0924 0,0244 -0,0455 -0,0984 -0,1210 -0,1108 -0,0756 -0,0282 0,0163 0,0404 0,0240 -0,0508 -0,1896 -0,3796 -0,5979 -0,8227 -1,0403 -1,2466 -1,4444 -1,6345 -1,8095 -1,9603 -2,0863 -2,1967 -2,3022 -2,4120 -2,5358 -2,6819 -2,8494 -3,0277 -3,2024 -3,3617 -3,4996 -3,6146 -3,7086 -3,7892 -3,8698 -3,9638 -4,0781 -4,2113 -4,3578 -4,5143 -4,6851 -4,8779 -5,0965 -5,3393 -5,6024 -5,8789 -6,1580 -6,4249 -6,6623 -6,8535 -6,9871 -7,0592 -7,0736 -7,0405 -6,9711 -6,8726 -6,7444
