Fp1   -0,8933 -0,1869 0,4176 0,8126 0,8961 0,6324 0,0886 -0,5928 -1,2625 -1,8165 -2,2066 -2,4203 -2,4528 -2,2985 -1,9654 -1,4823 -0,8843 -0,1928 0,5781 1,3876 2,1502 2,7572 3,1229 3,2305 3,1482 2,9926 2,8622 2,7978 2,7818 2,7566 2,6522 2,4082 1,9790 1,3528 0,5916 -0,1720 -0,8009 -1,2214 -1,4374 -1,4957 -1,4551 -1,3862 -1,3645 -1,4288 -1,5591 -1,7215 -1,9234 -2,2035 -2,5764 -2,9961 -3,3605 -3,5496 -3,4859 -3,1716 -2,6835 -2,1424 -1,6712 -1,3544 -1,2140 -1,2141 -1,3004 -1,4513 -1,6971 -2,0804 -2,5894 -3,1296 -3,5597 -3,7541 -3,6580 -3,2989 -2,7455 -2,0708 -1,3574 -0,7125 -0,2580 -0,0829 -0,1923 -0,5115 -0,9491 -1,4478 -1,9716 -2,4661 -2,8515 -3,0492 -3,0181 -2,7805 -2,4106 -1,9853 -1,5547 -1,1555 -0,8300 -0,6320 -0,6230 -0,8481 -1,2977 -1,8996 -2,5583 -3,1949 -3,7541 -4,1969 -4,4982 -4,6587 -4,7217 -4,7588 -4,8178 -4,8755 -4,8507 -4,6709 -4,3275 -3,8795 -3,4090 -2,9746 -2,6064 -2,3151 -2,0801 -1,8424 -1,5310 -1,1042 -0,5695 0,0301 0,6484 1,2622 1,8716 2,4843 3,1048 3,7320 4,3439 4,8802 5,2754 5,5181 5,6482 5,6996 5,6826 5,6214 5,5634 5,5302 5,4848 5,3678 5,1579 4,8888 4,6085 4,3288 4,0278 3,7046 3,4165 3,2593 3,3125 3,5898 4,0218 4,4746 4,8043 4,9346 4,9041 4,8279 4,7991 4,8253 4,8483 4,8103 4,6982 4,5414 4,3803 4,2299 4,0711 3,8629 3,5502 3,0816 2,4515 1,7310 1,0538 0,5687 0,3760 0,4737 0,7413 0,9817 1,0118 0,7471 0,2268 -0,4161 -1,0221 -1,4879 -1,8202 -2,1343 -2,5882 -3,2773 -4,1680 -5,1211 -5,9689 -6,5976 -6,9979 -7,2457 -7,4270 -7,5738 -7,6716 -7,7150 -7,7416 -7,8031 -7,8952 -7,9305 -7,8042 -7,4734 -6,9697 -6,3739 -5,8046 -5,3947 -5,2312 -5,3035 -5,5176 -5,7617 -5,9505 -6,0241 -5,9512 -5,7397 -5,4141 -4,9741 -4,3878 -3,6334 -2,7479 -1,8226 -0,9552 -0,2328 0,2520 0,4250 0,2801 -0,1171 -0,6570 -1,1964 -1,5893 -1,7518 -1,7032 -1,5321 -1,3316 -1,1737 -1,1077 -1,1427 -1,2378 -1,3242 -1,3352 -1,2220 -0,9574 -0,5511 -0,0586 0,4499 0,9272 1,3355 1,6135 1,6893 1,5350 1,1906 0,7335 0,2214 -0,3476 -1,0195 -1,8142 -2,6721 -3,4758 -4,1170 -4,5402 -4,7356 -4,7114 -4,4918 -4,1386 -3,7504 -3,4153 -3,1587 -2,9435 -2,7215 -2,4796 -2,2407 -2,0343 -1,8765 -1,7796 -1,7723 -1,8899 -2,1336 -2,4503 -2,7508 -2,9407 -2,9586 -2,8100 -2,5578 -2,2722 -1,9983 -1,7721 -1,6521 -1,7035 -1,9322 -2,2374 -2,4525 -2,4496 -2,2086 -1,8050 -1,3546 -0,9688 -0,7232 -0,6174 -0,5572 -0,4217 -0,1714 0,1199 0,3348 0,3894 0,2644 0,0076 -0,2886 -0,5378 -0,6960 -0,7677 -0,8079 -0,9074 -1,1350 -1,4754 -1,8356 -2,1267 -2,3339 -2,5064 -2,7027 -2,9584 -3,2880 -3,6801 -4,0692 -4,3171 -4,2595 -3,8195 -3,0818 -2,2503 -1,5433 -1,1063 -0,9647 -1,0337 -1,1873 -1,3305 -1,4210 -1,4630 -1,5078 -1,6427 -1,9470 -2,4344 -3,0085 -3,4869 -3,7098 -3,6413 -3,3805 -3,0876 -2,8860 -2,7979 -2,7502 -2,6387 -2,3992 -2,0324 -1,5889 -1,1462 -0,7751 -0,5061 -0,3314 -0,2341 -0,1940 -0,1869 -0,2062 -0,2684 -0,3815 -0,5221 -0,6520 -0,7593 -0,8780 -1,0631 -1,3637 -1,8117 -2,3939 -3,0215 -3,5673 -3,9497 -4,1664 -4,2547 -4,2441 -4,1334 -3,8974 -3,5305 -3,0752 -2,5911 -2,1140 -1,6595 -1,2461 -0,9037 -0,6653 -0,5539 -0,5802 -0,7583 -1,1093 -1,6305 -2,2564 -2,8670 -3,3428 -3,6094 -3,6370 -3,4211 -2,9704 -2,3031 -1,4583 -0,5161 0,4038 1,1761 1,7153 2,0051 2,0981 2,0998 2,1351 2,2833 2,5214 2,7298 2,7661 2,5541 2,1271 1,6005 1,1017 0,7252 0,5410 0,6156 0,9928 1,6481 2,4769 3,3369 4,1019 4,6867 5,0505 5,2015 5,1907 5,0782 4,8947 4,6329 4,2821 3,8655 3,4317 3,0251 2,6880 2,4737 2,4213 2,5175 2,6975 2,8756 2,9825 3,0019 2,9761 2,9620 2,9909 3,0722 3,2110 3,4058 3,6182 3,7580 3,7402 3,5787 3,4025 3,3625 3,5168 3,8013 4,1051 4,3592 4,5473 4,6568 4,6495 4,4823 4,1381 3,6368 3,0290 2,3802 1,7485 1,1724 0,6702 0,2404 -0,1289 -0,4462 -0,7055 -0,8715 -0,8844 -0,7016 -0,3462 0,0840 0,4589 0,6778 0,7026 0,5561 0,2894 -0,0462 -0,3965 -0,6883 -0,8352 -0,7788 -0,5206 -0,1027 0,4346 1,0554 1,6849 2,1933 2,4499 2,3960 2,0709 1,5926 1,1204 0,8113 0,7819 1,0876 1,7192 2,6036 3,6157 4,6174 5,5138 6,2706 6,8776 7,3019 7,4763 7,3375 6,8842 6,1990 5,4110 4,6455 4,0072 3,5921 3,4881 3,7357 4,2778 4,9598 5,5993 6,0787 6,3857 6,5749 6,7119 6,8552 7,0539 7,3214 7,6097 7,8405 7,9693 7,9980 7,9272 7,7281 7,3721 6,8738 6,2820 5,6199 4,8566 3,9559 2,9389 1,8875 0,8932 0,0064 -0,7806 -1,5281 -2,3232 -3,2328 -4,2684 -5,3960 -6,5688 -7,7366 -8,8290 -9,7646 -10,4898 -11,0060 -11,3521 -11,5625 -11,6562 -11,6663 -11,6502 -11,6460 -11,6322 -11,5560 -11,3930 -11,1708 -10,9444 -10,7626 -10,6518 -10,6196 -10,6595 -10,7414 -10,7964 -10,7271 -10,4608 -9,9899 -9,3492 -8,5739 -7,6959 -6,7612 -5,8424 -5,0392 -4,4514 -4,1376 -4,1074 -4,3500 -4,8586 -5,6227 -6,5906 -7,6403 -8,6003 -9,3035 -9,6314 -9,5424 -9,0945 -8,4313 -7,7138 -7,0560 -6,5139
Fz    -3,2922 -3,7168 -4,0826 -4,3559 -4,5016 -4,4822 -4,2732 -3,8837 -3,3620 -2,7795 -2,2028 -1,6783 -1,2391 -0,9072 -0,6779 -0,5110 -0,3467 -0,1305 0,1663 0,5403 0,9713 1,4376 1,9118 2,3564 2,7366 3,0304 3,2247 3,3129 3,3023 3,2142 3,0734 2,9001 2,7055 2,4924 2,2657 2,0461 1,8618 1,7204 1,5894 1,4130 1,1540 0,8245 0,4761 0,1579 -0,1152 -0,3609 -0,6072 -0,8685 -1,1346 -1,3754 -1,5529 -1,6405 -1,6377 -1,5634 -1,4397 -1,2886 -1,1403 -1,0341 -1,0023 -1,0524 -1,1667 -1,3129 -1,4551 -1,5624 -1,6113 -1,5822 -1,4636 -1,2650 -1,0172 -0,7538 -0,4990 -0,2786 -0,1328 -0,1011 -0,1936 -0,3820 -0,6134 -0,8321 -1,0004 -1,1097 -1,1698 -1,1893 -1,1739 -1,1383 -1,1056 -1,0942 -1,1144 -1,1737 -1,2788 -1,4222 -1,5675 -1,6609 -1,6647 -1,5778 -1,4299 -1,2665 -1,1325 -1,0576 -1,0549 -1,1313 -1,2929 -1,5380 -1,8496 -2,1966 -2,5465 -2,8725 -3,1495 -3,3534 -3,4650 -3,4669 -3,3476 -3,1168 -2,8088 -2,4587 -2,0783 -1,6552 -1,1674 -0,5918 0,0887 0,8687 1,7077 2,5365 3,2849 3,9115 4,4107 4,7992 5,0997 5,3300 5,5017 5,6346 5,7688 5,9548 6,2304 6,6059 7,0641 7,5693 8,0782 8,5502 8,9578 9,2904 9,5441 9,7052 9,7462 9,6402 9,3845 9,0221 8,6432 8,3601 8,2634 8,3856 8,6884 9,0847 9,4828 9,8141 10,0372 10,1399 10,1353 10,0437 9,8763 9,6378 9,3385 9,0030 8,6618 8,3300 7,9952 7,6235 7,1785 6,6432 6,0366 5,4097 4,8191 4,2976 3,8411 3,4151 2,9760 2,4971 1,9835 1,4663 0,9789 0,5350 0,1290 -0,2549 -0,6402 -1,0506 -1,4956 -1,9727 -2,4861 -3,0544 -3,6955 -4,4039 -5,1441 -5,8628 -6,5089 -7,0519 -7,4832 -7,7944 -7,9576 -7,9365 -7,7244 -7,3658 -6,9332 -6,4869 -6,0601 -5,6660 -5,3068 -4,9805 -4,6874 -4,4347 -4,2312 -4,0753 -3,9491 -3,8186 -3,6370 -3,3571 -2,9529 -2,4271 -1,8039 -1,1213 -0,4297 0,2125 0,7499 1,1484 1,4049 1,5374 1,5742 1,5541 1,5251 1,5331 1,6089 1,7623 1,9830 2,2424 2,4969 2,6966 2,7982 2,7750 2,6189 2,3364 1,9475 1,4857 0,9932 0,5100 0,0604 -0,3630 -0,7958 -1,2701 -1,7838 -2,3000 -2,7727 -3,1751 -3,5113 -3,8052 -4,0751 -4,3184 -4,5114 -4,6282 -4,6626 -4,6284 -4,5408 -4,4065 -4,2343 -4,0444 -3,8621 -3,7070 -3,5910 -3,5227 -3,5131 -3,5745 -3,7095 -3,8975 -4,0939 -4,2471 -4,3195 -4,2972 -4,1883 -4,0152 -3,8059 -3,5840 -3,3628 -3,1474 -2,9412 -2,7451 -2,5523 -2,3520 -2,1376 -1,9134 -1,7003 -1,5319 -1,4342 -1,4047 -1,4046 -1,3674 -1,2233 -0,9302 -0,4854 0,0793 0,7049 1,3125 1,8201 2,1645 2,3209 2,3083 2,1795 1,9981 1,8161 1,6631 1,5386 1,4096 1,2271 0,9571 0,5999 0,1843 -0,2490 -0,6562 -0,9961 -1,2531 -1,4604 -1,6873 -1,9952 -2,4022 -2,8744 -3,3460 -3,7511 -4,0478 -4,2282 -4,3220 -4,3863 -4,4763 -4,6170 -4,7971 -4,9918 -5,1857 -5,3742 -5,5564 -5,7340 -5,9078 -6,0685 -6,1906 -6,2414 -6,2056 -6,1024 -5,9739 -5,8560 -5,7627 -5,6915 -5,6293 -5,5554 -5,4513 -5,3120 -5,1437 -4,9520 -4,7369 -4,4947 -4,2200 -3,9096 -3,5687 -3,2195 -2,9069 -2,6874 -2,6090 -2,6961 -2,9356 -3,2764 -3,6499 -3,9923 -4,2591 -4,4308 -4,5127 -4,5317 -4,5354 -4,5862 -4,7378 -5,0037 -5,3450 -5,6825 -5,9266 -6,0122 -5,9216 -5,6800 -5,3429 -4,9859 -4,6838 -4,4839 -4,3925 -4,3765 -4,3767 -4,3362 -4,2272 -4,0495 -3,8093 -3,5116 -3,1721 -2,8211 -2,4892 -2,1938 -1,9352 -1,6953 -1,4418 -1,1427 -0,7828 -0,3694 0,0757 0,5270 0,9590 1,3414 1,6387 1,8202 1,8705 1,7982 1,6414 1,4603 1,3189 1,2694 1,3436 1,5458 1,8516 2,2180 2,5978 2,9482 3,2345 3,4333 3,5346 3,5453 3,4950 3,4292 3,3837 3,3627 3,3401 3,2796 3,1608 2,9969 2,8239 2,6708 2,5438 2,4390 2,3638 2,3378 2,3758 2,4762 2,6234 2,7943 2,9594 3,0793 3,1114 3,0309 2,8487 2,6128 2,3909 2,2460 2,2168 2,3115 2,5094 2,7750 3,0821 3,4257 3,8017 4,1799 4,5022 4,7071 4,7516 4,6269 4,3674 4,0347 3,6742 3,2875 2,8518 2,3546 1,8130 1,2731 0,7946 0,4228 0,1646 -0,0132 -0,1612 -0,3220 -0,5188 -0,7520 -0,9978 -1,2150 -1,3628 -1,4212 -1,4003 -1,3247 -1,2036 -1,0257 -0,7884 -0,5243 -0,2881 -0,1174 -0,0121 0,0548 0,1177 0,2072 0,3415 0,5180 0,7158 0,9116 1,0989 1,2963 1,5367 1,8470 2,2340 2,6828 3,1690 3,6745 4,1928 4,7208 5,2493 5,7627 6,2433 6,6803 7,0781 7,4493 7,8006 8,1257 8,4089 8,6365 8,8174 8,9889 9,1964 9,4687 9,8129 10,2210 10,6748 11,1454 11,5982 12,0030 12,3354 12,5767 12,7224 12,7854 12,7791 12,6911 12,4768 12,0781 11,4484 10,5713 9,4666 8,1844 6,7890 5,3433 3,9029 2,5133 1,2008 -0,0408 -1,2516 -2,4798 -3,7475 -5,0394 -6,3227 -7,5739 -8,7821 -9,9265 -10,9616 -11,8313 -12,4977 -12,9576 -13,2326 -13,3507 -13,3408 -13,2356 -13,0680 -12,8576 -12,6079 -12,3197 -12,0008 -11,6596 -11,2981 -10,9147 -10,5080 -10,0751 -9,6114 -9,1124 -8,5752 -8,0010 -7,4047 -6,8201 -6,2890 -5,8442 -5,4990 -5,2446 -5,0588 -4,9229 -4,8317 -4,7815 -4,7490 -4,6902 -4,5667 -4,3790 -4,1763 -4,0349 -4,0249 -4,1866 -4,5233 -5,0030 -5,5654 -6,1321 -6,6237 -6,9830 -7,1930
F3    -4,6542 -5,6250 -6,3667 -6,7716 -6,7810 -6,3821 -5,5966 -4,4936 -3,1923 -1,8262 -0,5095 0,6529 1,5506 2,1052 2,3320 2,3527 2,3234 2,3421 2,4173 2,5019 2,5458 2,5326 2,4896 2,4660 2,4951 2,5646 2,6203 2,5924 2,4215 2,0880 1,6421 1,2070 0,9359 0,9290 1,1592 1,4855 1,7476 1,8459 1,7512 1,4777 1,0675 0,5894 0,1293 -0,2432 -0,5135 -0,7223 -0,9310 -1,1947 -1,5518 -2,0060 -2,5141 -2,9985 -3,3775 -3,5967 -3,6469 -3,5539 -3,3483 -3,0522 -2,6927 -2,3120 -1,9524 -1,6328 -1,3420 -1,0596 -0,7829 -0,5304 -0,3320 -0,2212 -0,2211 -0,3304 -0,5269 -0,7826 -1,0669 -1,3345 -1,5176 -1,5572 -1,4546 -1,2767 -1,0971 -0,9524 -0,8597 -0,8459 -0,9446 -1,1725 -1,5112 -1,9049 -2,2796 -2,5830 -2,8132 -3,0064 -3,1982 -3,4040 -3,6109 -3,7579 -3,7355 -3,4469 -2,8868 -2,1719 -1,4910 -1,0163 -0,8516 -1,0360 -1,5408 -2,2562 -3,0246 -3,7251 -4,3207 -4,8270 -5,2516 -5,5716 -5,7608 -5,8288 -5,8125 -5,7291 -5,5516 -5,2232 -4,6788 -3,8522 -2,6883 -1,1826 0,5683 2,3605 3,9436 5,1065 5,7253 5,7676 5,2961 4,4874 3,5985 2,8580 2,3828 2,1952 2,2742 2,5726 3,0177 3,5403 4,1172 4,7741 5,5483 6,4497 7,4314 8,3788 9,1453 9,6189 9,7606 9,6006 9,2240 8,7497 8,2967 7,9538 7,7594 7,6741 7,5751 7,3281 6,8948 6,3689 5,9054 5,6173 5,5329 5,6190 5,8195 6,0741 6,3165 6,4845 6,5574 6,5652 6,5373 6,4522 6,2322 5,7723 5,0152 4,0328 3,0149 2,1637 1,5861 1,2524 1,0164 0,6668 0,0032 -1,0681 -2,4602 -3,9195 -5,1401 -5,9108 -6,1983 -6,1323 -5,9362 -5,8346 -5,9559 -6,2889 -6,7378 -7,2095 -7,6447 -8,0041 -8,2592 -8,3962 -8,4260 -8,3820 -8,2940 -8,1781 -8,0553 -7,9534 -7,8878 -7,8438 -7,7777 -7,6425 -7,4171 -7,1022 -6,7106 -6,2776 -5,8503 -5,4422 -5,0186 -4,5347 -3,9783 -3,3756 -2,7782 -2,2507 -1,8481 -1,5836 -1,4254 -1,3309 -1,2665 -1,1957 -1,0748 -0,8650 -0,5388 -0,0823 0,4912 1,1246 1,7202 2,1826 2,4625 2,5550 2,4600 2,1706 1,7078 1,1416 0,5512 -0,0361 -0,6606 -1,3932 -2,2735 -3,2664 -4,2685 -5,1523 -5,8092 -6,1756 -6,2415 -6,0376 -5,6070 -5,0024 -4,3122 -3,6579 -3,1454 -2,8270 -2,6986 -2,7090 -2,7693 -2,7759 -2,6552 -2,4098 -2,1114 -1,8389 -1,6338 -1,5046 -1,4533 -1,4963 -1,6663 -1,9842 -2,4161 -2,8621 -3,2054 -3,3849 -3,4167 -3,3592 -3,2709 -3,1869 -3,1112 -3,0228 -2,8837 -2,6314 -2,1769 -1,4343 -0,3806 0,8854 2,1230 3,0003 3,2261 2,7031 1,5980 0,2730 -0,8658 -1,5232 -1,6084 -1,2277 -0,5928 0,0839 0,6532 1,0501 1,2878 1,4348 1,5769 1,7743 2,0334 2,2957 2,4552 2,4113 2,1264 1,6350 1,0017 0,2811 -0,4767 -1,1916 -1,7483 -2,0384 -2,0106 -1,6915 -1,1860 -0,6648 -0,3143 -0,2597 -0,5153 -0,9957 -1,5692 -2,1210 -2,6140 -3,1158 -3,7524 -4,6057 -5,6424 -6,7313 -7,7078 -8,4246 -8,7787 -8,7327 -8,3284 -7,6753 -6,9071 -6,1361 -5,4330 -4,8290 -4,3344 -3,9617 -3,7300 -3,6507 -3,7092 -3,8607 -4,0393 -4,1710 -4,1911 -4,0747 -3,8467 -3,5465 -3,2040 -2,8683 -2,6252 -2,5539 -2,6713 -2,9243 -3,2160 -3,4390 -3,5096 -3,4016 -3,1565 -2,8474 -2,5260 -2,2158 -1,9511 -1,7875 -1,7656 -1,8854 -2,1199 -2,4465 -2,8667 -3,3970 -4,0360 -4,7440 -5,4572 -6,1126 -6,6525 -7,0149 -7,1426 -7,0177 -6,6834 -6,2156 -5,6588 -5,0042 -4,2504 -3,4712 -2,7934 -2,3067 -2,0160 -1,8799 -1,8637 -1,9346 -2,0265 -2,0471 -1,9301 -1,6716 -1,3215 -0,9432 -0,5768 -0,2409 0,0331 0,1801 0,1181 -0,1944 -0,6927 -1,2074 -1,5574 -1,6464 -1,4854 -1,1455 -0,6965 -0,1822 0,3656 0,9087 1,4072 1,8449 2,2314 2,5631 2,7882 2,8242 2,6126 2,1599 1,5254 0,7825 0,0053 -0,7203 -1,2893 -1,5905 -1,5462 -1,1553 -0,5064 0,2466 0,9384 1,4563 1,7779 1,9460 2,0017 1,9461 1,7642 1,4633 1,0818 0,6797 0,3342 0,1339 0,1483 0,3829 0,7544 1,1260 1,3948 1,5570 1,6876 1,8642 2,1002 2,3269 2,4372 2,3591 2,0912 1,6718 1,1299 0,4664 -0,3086 -1,1226 -1,8342 -2,2911 -2,4083 -2,2031 -1,7718 -1,2506 -0,7971 -0,5714 -0,7009 -1,2370 -2,1238 -3,2004 -4,2467 -5,0622 -5,5392 -5,6904 -5,6171 -5,4362 -5,2166 -4,9695 -4,6822 -4,3546 -4,0131 -3,7059 -3,4832 -3,3530 -3,2443 -3,0412 -2,6664 -2,1316 -1,5249 -0,9664 -0,5667 -0,3913 -0,4345 -0,6213 -0,8486 -1,0377 -1,1576 -1,2005 -1,1350 -0,8922 -0,4086 0,3267 1,2717 2,3663 3,5642 4,8311 6,1068 7,2752 8,1888 8,7326 8,8826 8,7273 8,4493 8,2612 8,3186 8,6620 9,2223 9,8637 10,4311 10,7982 10,9103 10,7933 10,5128 10,1294 9,6910 9,2239 8,7098 8,0815 7,2507 6,1618 4,8512 3,4596 2,1733 1,1333 0,3600 -0,2664 -0,9565 -1,9058 -3,1825 -4,6784 -6,1770 -7,4917 -8,5647 -9,4566 -10,2545 -11,0038 -11,7170 -12,4148 -13,1454 -13,9701 -14,9277 -15,9892 -17,0189 -17,7986 -18,1371 -17,9786 -17,4074 -16,5617 -15,5536 -14,4595 -13,3449 -12,2698 -11,2879 -10,4604 -9,8480 -9,4696 -9,2750 -9,1715 -9,0850 -8,9963 -8,9109 -8,8162 -8,6834 -8,4829 -8,1833 -7,7682 -7,2651 -6,7416 -6,2636 -5,8519 -5,4815 -5,1244 -4,7871 -4,5102 -4,3481 -4,3520 -4,5516 -4,9425 -5,4920 -6,1582 -6,8861 -7,5792
F7    -2,5069 -2,3368 -2,2101 -2,1278 -2,0689 -1,9946 -1,8616 -1,6418 -1,3458 -1,0247 -0,7402 -0,5381 -0,4489 -0,4852 -0,6141 -0,7427 -0,7564 -0,5757 -0,1859 0,3554 0,9366 1,4480 1,8429 2,1438 2,3963 2,6206 2,8083 2,9503 3,0489 3,0942 3,0476 2,8653 2,5367 2,0906 1,5803 1,0799 0,6771 0,4205 0,2640 0,0933 -0,1829 -0,5726 -1,0095 -1,4006 -1,6785 -1,8327 -1,8961 -1,9028 -1,8609 -1,7575 -1,5732 -1,3092 -1,0137 -0,7608 -0,5939 -0,5141 -0,5245 -0,6537 -0,9183 -1,2812 -1,6628 -1,9880 -2,2106 -2,3005 -2,2306 -1,9856 -1,5820 -1,0733 -0,5339 -0,0318 0,3868 0,6906 0,8534 0,8595 0,7070 0,4102 0,0157 -0,3956 -0,7433 -0,9851 -1,1279 -1,2047 -1,2348 -1,2097 -1,1195 -0,9887 -0,8871 -0,8964 -1,0516 -1,3003 -1,5231 -1,6101 -1,5328 -1,3549 -1,1891 -1,1379 -1,2505 -1,5116 -1,8565 -2,2075 -2,5134 -2,7652 -2,9811 -3,1930 -3,4436 -3,7626 -4,1309 -4,4887 -4,7787 -4,9618 -5,0042 -4,8825 -4,6083 -4,2299 -3,8048 -3,3766 -2,9689 -2,5764 -2,1670 -1,7152 -1,2366 -0,7748 -0,3594 0,0090 0,3429 0,6504 0,9287 1,1653 1,3507 1,5033 1,6837 1,9778 2,4527 3,1129 3,8918 4,6811 5,3730 5,8857 6,1736 6,2371 6,1293 5,9356 5,7304 5,5471 5,3808 5,2178 5,0697 4,9932 5,0738 5,3701 5,8587 6,4386 6,9880 7,4130 7,6595 7,7143 7,6111 7,4260 7,2459 7,1265 7,0740 7,0638 7,0580 7,0019 6,8261 6,4718 5,9175 5,1981 4,4121 3,6921 3,1363 2,7637 2,5193 2,2978 1,9829 1,5129 0,9272 0,3389 -0,1475 -0,4990 -0,7476 -0,9521 -1,1782 -1,4895 -1,9192 -2,4455 -3,0048 -3,5428 -4,0490 -4,5396 -5,0185 -5,4639 -5,8518 -6,1771 -6,4453 -6,6503 -6,7645 -6,7540 -6,6225 -6,4364 -6,2847 -6,2127 -6,2035 -6,2100 -6,1837 -6,0855 -5,9002 -5,6517 -5,3978 -5,2053 -5,1204 -5,1383 -5,1924 -5,1872 -5,0465 -4,7375 -4,2684 -3,6773 -3,0247 -2,3886 -1,8514 -1,4840 -1,3366 -1,4260 -1,7140 -2,0978 -2,4437 -2,6450 -2,6630 -2,5199 -2,2654 -1,9509 -1,6195 -1,3056 -1,0461 -0,8852 -0,8677 -1,0178 -1,3079 -1,6495 -1,9333 -2,0903 -2,1304 -2,1307 -2,1770 -2,3000 -2,4635 -2,6024 -2,6697 -2,6613 -2,6124 -2,5686 -2,5559 -2,5721 -2,6000 -2,6266 -2,6560 -2,7038 -2,7770 -2,8650 -2,9444 -2,9855 -2,9583 -2,8433 -2,6460 -2,4098 -2,2123 -2,1319 -2,1979 -2,3626 -2,5317 -2,6293 -2,6339 -2,5687 -2,4754 -2,3905 -2,3228 -2,2489 -2,1417 -2,0075 -1,8903 -1,8381 -1,8731 -1,9905 -2,1694 -2,3745 -2,5569 -2,6568 -2,6109 -2,3828 -2,0032 -1,5698 -1,1942 -0,9353 -0,7726 -0,6329 -0,4482 -0,1972 0,0934 0,3673 0,5628 0,6444 0,6278 0,5711 0,5358 0,5510 0,5989 0,6241 0,5635 0,3840 0,0979 -0,2483 -0,5945 -0,8861 -1,0945 -1,2386 -1,3849 -1,6162 -1,9934 -2,5276 -3,1628 -3,7929 -4,3140 -4,6629 -4,8289 -4,8552 -4,8182 -4,7798 -4,7504 -4,7008 -4,6089 -4,4910 -4,3821 -4,3023 -4,2499 -4,2106 -4,1615 -4,0789 -3,9554 -3,8069 -3,6650 -3,5619 -3,5132 -3,5091 -3,5317 -3,5767 -3,6484 -3,7458 -3,8596 -3,9636 -4,0055 -3,9259 -3,6962 -3,3311 -2,8658 -2,3329 -1,7664 -1,2222 -0,7823 -0,5311 -0,5176 -0,7246 -1,0709 -1,4480 -1,7676 -1,9850 -2,0882 -2,0735 -1,9435 -1,7295 -1,5072 -1,3772 -1,4204 -1,6619 -2,0583 -2,5092 -2,8999 -3,1520 -3,2405 -3,1886 -3,0626 -2,9499 -2,9151 -2,9666 -3,0580 -3,1198 -3,0961 -2,9686 -2,7596 -2,5111 -2,2552 -2,0086 -1,7774 -1,5506 -1,3024 -1,0168 -0,7016 -0,3779 -0,0643 0,2292 0,5016 0,7573 0,9979 1,2152 1,3934 1,5195 1,5871 1,5930 1,5402 1,4516 1,3634 1,2943 1,2296 1,1384 1,0008 0,8249 0,6429 0,4960 0,4227 0,4537 0,6025 0,8512 1,1550 1,4777 1,8178 2,1859 2,5593 2,8698 3,0299 2,9757 2,7083 2,3013 1,8554 1,4430 1,0878 0,7788 0,5010 0,2636 0,1052 0,0742 0,2053 0,5012 0,9187 1,3696 1,7565 2,0226 2,1750 2,2579 2,3112 2,3572 2,4099 2,4825 2,5897 2,7537 2,9961 3,3021 3,5937 3,7590 3,7131 3,4345 2,9604 2,3774 1,8047 1,3457 1,0322 0,8200 0,6364 0,4259 0,1719 -0,0997 -0,3362 -0,4909 -0,5492 -0,5310 -0,4803 -0,4545 -0,5126 -0,6973 -1,0154 -1,4317 -1,8881 -2,3283 -2,7028 -2,9600 -3,0522 -2,9657 -2,7429 -2,4636 -2,1969 -1,9735 -1,7958 -1,6623 -1,5862 -1,5880 -1,6697 -1,8035 -1,9417 -2,0309 -2,0225 -1,8890 -1,6375 -1,2969 -0,8926 -0,4350 0,0815 0,6733 1,3461 2,0707 2,7883 3,4452 4,0183 4,5115 4,9381 5,3162 5,6665 5,9974 6,3017 6,5817 6,8631 7,1767 7,5388 7,9481 8,3867 8,8215 9,2088 9,5121 9,7149 9,8085 9,7824 9,6512 9,4818 9,3702 9,3771 9,4794 9,5810 9,5672 9,3606 8,9418 8,3303 7,5529 6,6332 5,6012 4,5059 3,4050 2,3377 1,3048 0,2697 -0,8141 -1,9653 -3,1597 -4,3490 -5,4891 -6,5481 -7,5006 -8,3289 -9,0284 -9,6003 -10,0371 -10,3228 -10,4536 -10,4596 -10,3995 -10,3313 -10,2886 -10,2835 -10,3214 -10,3996 -10,4960 -10,5767 -10,6108 -10,5704 -10,4266 -10,1558 -9,7462 -9,1995 -8,5462 -7,8562 -7,2126 -6,6744 -6,2719 -6,0179 -5,9108 -5,9358 -6,0588 -6,2100 -6,2844 -6,1809 -5,8671 -5,4117 -4,9482 -4,6055 -4,4628 -4,5319 -4,7657 -5,0924 -5,4415 -5,7512 -5,9759 -6,1019 -6,1553
