Fp1   1,1930 1,5555 1,8226 1,9422 1,8953 1,7050 1,4227 1,1047 0,7928 0,5060 0,2475 0,0233 -0,1438 -0,2191 -0,1707 0,0188 0,3419 0,7520 1,1607 1,4598 1,5622 1,4373 1,1199 0,6944 0,2611 -0,1001 -0,3486 -0,4785 -0,5137 -0,5110 -0,5483 -0,6850 -0,9193 -1,1831 -1,3819 -1,4515 -1,3887 -1,2414 -1,0722 -0,9303 -0,8491 -0,8481 -0,9231 -1,0414 -1,1547 -1,2160 -1,1933 -1,0746 -0,8625 -0,5686 -0,2139 0,1730 0,5655 0,9484 1,3141 1,6518 1,9520 2,2168 2,4556 2,6710 2,8522 2,9772 3,0146 2,9338 2,7250 2,4135 2,0533 1,7068 1,4218 1,2153 1,0737 0,9699 0,8852 0,8113 0,7363 0,6462 0,5554 0,5214 0,6146 0,8645 1,2290 1,6106 1,9119 2,0820 2,1249 2,0809 1,9987 1,9117 1,8340 1,7689 1,7200 1,6992 1,7293 1,8323 2,0154 2,2682 2,5655 2,8653 3,1109 3,2529 3,2650 3,1354 2,8567 2,4417 1,9461 1,4659 1,1011 0,9087 0,8800 0,9534 1,0459 1,0789 0,9950 0,7720 0,4326 0,0373 -0,3412 -0,6457 -0,8518 -0,9725 -1,0534 -1,1596 -1,3511 -1,6568 -2,0602 -2,5011 -2,8920 -3,1469 -3,2131 -3,0834 -2,7886 -2,3783 -1,8971 -1,3715 -0,8153 -0,2446 0,3201 0,8612 1,3694 1,8402 2,2676 2,6424 2,9672 3,2724 3,6040 3,9954 4,4574 4,9919 5,5995 6,2627 6,9220 7,4771 7,8216 7,8894 7,6815 7,2559 6,6938 6,0725 5,4555 4,8910 4,4154 4,0607 3,8557 3,8120 3,9135 4,1220 4,3896 4,6669 4,9060 5,0730 5,1660 5,2127 5,2422 5,2596 5,2521 5,2147 5,1661 5,1364 5,1367 5,1459 5,1366 5,1085 5,0918 5,1195 5,1940 5,2776 5,3087 5,2359 5,0532 4,8102 4,5771 4,3914 4,2341 4,0516 3,8015 3,4868 3,1577 2,8765 2,6734 2,5275 2,3873 2,2074 1,9721 1,6941 1,3978 1,1060 0,8356 0,5958 0,3858 0,1974 0,0200 -0,1576 -0,3472 -0,5612 -0,8103 -1,0967 -1,4117 -1,7368 -2,0466 -2,3107 -2,4999 -2,5980 -2,6135 -2,5791 -2,5379 -2,5243 -2,5523 -2,6103 -2,6712 -2,7121 -2,7290 -2,7317 -2,7305 -2,7274 -2,7137 -2,6723 -2,5864 -2,4457 -2,2454 -1,9879 -1,6890 -1,3750 -1,0733 -0,8037 -0,5745 -0,3920 -0,2805 -0,2901 -0,4689 -0,8157 -1,2593 -1,6959 -2,0528 -2,3206 -2,5288 -2,6965 -2,8032 -2,8017 -2,6543 -2,3577 -1,9480 -1,4939 -1,0801 -0,7747 -0,6041 -0,5579 -0,6146 -0,7547 -0,9502 -1,1539 -1,3136 -1,3989 -1,4142 -1,3933 -1,3859 -1,4418 -1,5888 -1,8121 -2,0483 -2,2066 -2,2071 -2,0115 -1,6331 -1,1308 -0,5894 -0,0898 0,3146 0,5985 0,7580 0,8048 0,7617 0,6528 0,4979 0,3182 0,1510 0,0469 0,0470 0,1669 0,3979 0,7128 1,0725 1,4400 1,7953 2,1399 2,4789 2,7954 3,0441 3,1718 3,1412 2,9426 2,5986 2,1694 1,7460 1,4140 1,2116 1,1209 1,0949 1,0907 1,0977 1,1518 1,3103 1,5884 1,9255 2,2242 2,4193 2,5124 2,5591 2,6280 2,7618 2,9560 3,1666 3,3402 3,4384 3,4372 3,3290 3,1406 2,9397 2,8167 2,8530 3,0826 3,4668 3,9051 4,2825 4,5264 4,6323 4,6382 4,5718 4,4188 4,1478 3,7674 3,3478 2,9839 2,7422 2,6326 2,6186 2,6609 2,7521 2,9144 3,1753 3,5460 4,0105 4,5290 5,0506 5,5170 5,8606 6,0165 5,9510 5,6787 5,2451 4,6988 4,0832 3,4472 2,8492 2,3454 1,9748 1,7558 1,6902 1,7715 1,9954 2,3600 2,8517 3,4322 4,0366 4,5791 4,9647 5,1141 4,9938 4,6279 4,0870 3,4651 2,8591 2,3489 1,9885 1,8052 1,7979 1,9315 2,1387 2,3349 2,4486 2,4467 2,3374 2,1591 1,9754 1,8619 1,8745 2,0244 2,2851 2,6164 2,9750 3,3132 3,5804 3,7382 3,7764 3,7097 3,5617 3,3552 3,1103 2,8448 2,5772 2,3291 2,1268 1,9974 1,9619 2,0299 2,2011 2,4581 2,7564 3,0299 3,2194 3,3035 3,2974 3,2266 3,1049 2,9407 2,7567 2,5949 2,4902 2,4365 2,3889 2,3012 2,1562 1,9793 1,8366 1,8036 1,9219 2,1757 2,5005 2,8148 3,0572 3,2103 3,3027 3,3921 3,5415 3,7998 4,1888 4,6968 5,2715 5,8198 6,2349 6,4420 6,4296 6,2489 5,9832 5,7103 5,4768 5,2966 5,1654 5,0725 5,0062 4,9554 4,9094 4,8602 4,8048 4,7397 4,6504 4,5080 4,2753 3,9214 3,4389 2,8513 2,2034 1,5530 0,9697 0,5235 0,2609 0,1869 0,2702 0,4687 0,7536 1,1063 1,4891 1,8318 2,0564 2,1079 1,9636 1,6356 1,1723 0,6471 0,1345 -0,3063 -0,6362 -0,8397 -0,9302 -0,9395 -0,8836 -0,7307 -0,4106 0,1340 0,9021 1,8260 2,7957 3,6941 4,4328 4,9756 5,3458 5,6024 5,7966 5,9469 6,0552 6,1314 6,1988 6,2883 6,4278 6,6249 6,8559 7,0793 7,2623 7,3922 7,4699 7,5025 7,4944 7,4406 7,3264 7,1331 6,8408 6,4325 5,9187 5,3645 4,8805 4,5777 4,5248 4,7278 5,1357 5,6631 6,2157 6,7067 7,0615 7,2157 7,1209 6,7643 6,1857 5,4641 4,6732 3,8514 3,0129 2,1780 1,3898 0,7046 0,1632 -0,2311 -0,5101 -0,7231 -0,9216 -1,1555 -1,4689 -1,8889 -2,4108 -2,9926 -3,5630 -4,0459 -4,3852 -4,5562 -4,5676 -4,4570 -4,2739 -4,0629 -3,8628 -3,7168 -3,6659 -3,7285 -3,8853 -4,0830 -4,2545 -4,3474 -4,3411 -4,2460 -4,1022 -3,9696 -3,9010 -3,9159 -4,0034 -4,1417 -4,3081 -4,4798 -4,6410 -4,7888 -4,9246 -5,0394 -5,1058 -5,0836
Fz    -0,2046 0,0556 0,3390 0,6121 0,8432 1,0136 1,1127 1,1354 1,0837 0,9707 0,8251 0,6910 0,6141 0,6231 0,7201 0,8855 1,0870 1,2847 1,4375 1,5134 1,4960 1,3840 1,1893 0,9351 0,6499 0,3598 0,0884 -0,1453 -0,3358 -0,4989 -0,6624 -0,8411 -1,0206 -1,1683 -1,2589 -1,2914 -1,2889 -1,2829 -1,2904 -1,3079 -1,3257 -1,3386 -1,3396 -1,3160 -1,2535 -1,1419 -0,9809 -0,7824 -0,5596 -0,3145 -0,0362 0,2868 0,6508 1,0298 1,3813 1,6602 1,8394 1,9213 1,9304 1,8937 1,8285 1,7440 1,6477 1,5483 1,4557 1,3790 1,3240 1,2930 1,2836 1,2824 1,2647 1,2068 1,1041 0,9734 0,8386 0,7163 0,6213 0,5768 0,6107 0,7387 0,9539 1,2309 1,5417 1,8661 2,1861 2,4760 2,6992 2,8165 2,8013 2,6581 2,4258 2,1648 1,9373 1,7907 1,7485 1,8113 1,9639 2,1739 2,3945 2,5834 2,7199 2,7990 2,8195 2,7831 2,7016 2,5973 2,4918 2,3889 2,2695 2,1002 1,8450 1,4749 0,9801 0,3821 -0,2632 -0,8857 -1,4283 -1,8619 -2,1851 -2,4176 -2,5922 -2,7477 -2,9166 -3,1123 -3,3231 -3,5136 -3,6333 -3,6345 -3,4913 -3,2073 -2,8103 -2,3392 -1,8254 -1,2771 -0,6864 -0,0513 0,6110 1,2705 1,8976 2,4700 2,9728 3,3999 3,7606 4,0826 4,3997 4,7346 5,0968 5,4939 5,9379 6,4336 6,9591 7,4609 7,8724 8,1432 8,2577 8,2315 8,0945 7,8770 7,6034 7,2881 6,9388 6,5685 6,2067 5,8934 5,6622 5,5267 5,4783 5,4909 5,5341 5,5878 5,6518 5,7406 5,8657 6,0228 6,1935 6,3582 6,5070 6,6386 6,7481 6,8227 6,8531 6,8458 6,8245 6,8170 6,8332 6,8530 6,8375 6,7558 6,6035 6,4017 6,1800 5,9574 5,7301 5,4760 5,1724 4,8118 4,4079 3,9895 3,5831 3,1988 2,8335 2,4859 2,1631 1,8738 1,6167 1,3740 1,1177 0,8233 0,4802 0,0921 -0,3263 -0,7492 -1,1431 -1,4806 -1,7539 -1,9743 -2,1657 -2,3553 -2,5628 -2,7945 -3,0444 -3,2962 -3,5292 -3,7276 -3,8851 -4,0037 -4,0906 -4,1558 -4,2074 -4,2495 -4,2827 -4,3027 -4,2991 -4,2602 -4,1801 -4,0589 -3,9008 -3,7121 -3,4969 -3,2517 -2,9722 -2,6619 -2,3326 -2,0010 -1,6896 -1,4266 -1,2481 -1,1985 -1,3161 -1,6078 -2,0347 -2,5261 -3,0101 -3,4373 -3,7824 -4,0351 -4,1905 -4,2455 -4,2014 -4,0680 -3,8672 -3,6320 -3,4006 -3,2037 -3,0535 -2,9481 -2,8862 -2,8720 -2,9036 -2,9639 -3,0281 -3,0750 -3,0899 -3,0677 -3,0175 -2,9616 -2,9248 -2,9186 -2,9281 -2,9113 -2,8156 -2,6037 -2,2727 -1,8567 -1,4172 -1,0197 -0,7148 -0,5321 -0,4745 -0,5140 -0,5985 -0,6714 -0,6884 -0,6266 -0,4808 -0,2565 0,0367 0,3848 0,7637 1,1392 1,4786 1,7662 2,0133 2,2519 2,5105 2,7879 3,0472 3,2312 3,2882 3,1940 2,9603 2,6319 2,2731 1,9466 1,6927 1,5262 1,4475 1,4516 1,5312 1,6773 1,8752 2,0966 2,3028 2,4606 2,5561 2,5957 2,6035 2,6154 2,6620 2,7505 2,8651 2,9841 3,0980 3,2100 3,3256 3,4430 3,5527 3,6467 3,7322 3,8336 3,9752 4,1617 4,3745 4,5809 4,7470 4,8495 4,8782 4,8297 4,7029 4,5019 4,2408 3,9461 3,6550 3,4042 3,2173 3,0998 3,0448 3,0438 3,0985 3,2185 3,4107 3,6696 3,9737 4,2831 4,5458 4,7172 4,7765 4,7275 4,5885 4,3823 4,1344 3,8749 3,6381 3,4541 3,3363 3,2771 3,2560 3,2522 3,2536 3,2613 3,2865 3,3426 3,4389 3,5733 3,7239 3,8506 3,9097 3,8697 3,7182 3,4664 3,1523 2,8342 2,5741 2,4185 2,3850 2,4587 2,5992 2,7537 2,8735 2,9273 2,9071 2,8279 2,7241 2,6370 2,5932 2,5921 2,6194 2,6664 2,7335 2,8189 2,9111 2,9928 3,0497 3,0752 3,0719 3,0515 3,0290 3,0138 3,0064 3,0056 3,0150 3,0424 3,0908 3,1560 3,2297 3,2963 3,3225 3,2635 3,0918 2,8204 2,4975 2,1825 1,9217 1,7385 1,6371 1,6127 1,6541 1,7389 1,8366 1,9254 2,0076 2,1115 2,2783 2,5375 2,8880 3,3006 3,7259 4,1106 4,4177 4,6415 4,8051 4,9416 5,0749 5,2154 5,3673 5,5348 5,7201 5,9172 6,1102 6,2787 6,4097 6,5029 6,5667 6,6076 6,6257 6,6174 6,5829 6,5269 6,4537 6,3588 6,2236 6,0202 5,7298 5,3600 4,9428 4,5157 4,1035 3,7144 3,3504 3,0144 2,7087 2,4338 2,1937 1,9964 1,8443 1,7242 1,6126 1,4929 1,3667 1,2472 1,1464 1,0707 1,0210 0,9869 0,9464 0,8833 0,8011 0,7147 0,6334 0,5565 0,4816 0,4113 0,3527 0,3134 0,3037 0,3430 0,4616 0,6884 1,0392 1,5175 2,1217 2,8468 3,6801 4,5955 5,5504 6,4878 7,3438 8,0605 8,6044 8,9778 9,2127 9,3532 9,4366 9,4795 9,4791 9,4272 9,3218 9,1679 8,9785 8,7755 8,5821 8,4152 8,2840 8,1878 8,1139 8,0424 7,9615 7,8762 7,8013 7,7509 7,7357 7,7650 7,8428 7,9634 8,1077 8,2408 8,3154 8,2782 8,0820 7,7039 7,1580 6,4876 5,7474 4,9863 4,2389 3,5240 2,8495 2,2179 1,6284 1,0749 0,5426 0,0117 -0,5291 -1,0745 -1,6074 -2,1127 -2,5874 -3,0376 -3,4638 -3,8509 -4,1743 -4,4090 -4,5378 -4,5546 -4,4632 -4,2776 -4,0328 -3,7889 -3,6158 -3,5680 -3,6675 -3,9003 -4,2236 -4,5794 -4,9120 -5,1876 -5,4039 -5,5766 -5,7130 -5,8022 -5,8278 -5,7849 -5,6844 -5,5500 -5,4141 -5,3091 -5,2540 -5,2480 -5,2728 -5,2963
F3    -0,3205 0,0129 0,3362 0,5916 0,7430 0,7972 0,7891 0,7541 0,7126 0,6681 0,6165 0,5625 0,5236 0,5166 0,5457 0,6036 0,6768 0,7426 0,7692 0,7312 0,6259 0,4744 0,3095 0,1613 0,0465 -0,0343 -0,0880 -0,1175 -0,1248 -0,1273 -0,1609 -0,2535 -0,3958 -0,5415 -0,6405 -0,6746 -0,6672 -0,6618 -0,6891 -0,7517 -0,8345 -0,9183 -0,9832 -1,0120 -0,9903 -0,9041 -0,7440 -0,5154 -0,2364 0,0767 0,4202 0,7982 1,2081 1,6298 2,0218 2,3313 2,5199 2,5838 2,5472 2,4385 2,2780 2,0796 1,8562 1,6268 1,4212 1,2727 1,1986 1,1894 1,2168 1,2511 1,2714 1,2662 1,2311 1,1719 1,0999 1,0244 0,9565 0,9192 0,9447 1,0576 1,2627 1,5453 1,8799 2,2335 2,5652 2,8283 2,9758 2,9725 2,8134 2,5378 2,2188 1,9339 1,7393 1,6586 1,6842 1,7915 1,9577 2,1679 2,4080 2,6591 2,8958 3,0840 3,1851 3,1702 3,0308 2,7831 2,4667 2,1316 1,8144 1,5186 1,2110 0,8450 0,3933 -0,1314 -0,6814 -1,1947 -1,6192 -1,9272 -2,1173 -2,2084 -2,2366 -2,2483 -2,2810 -2,3514 -2,4571 -2,5770 -2,6711 -2,6930 -2,6126 -2,4276 -2,1599 -1,8446 -1,5098 -1,1578 -0,7688 -0,3250 0,1725 0,7087 1,2648 1,8234 2,3698 2,8967 3,4030 3,8869 4,3415 4,7639 5,1679 5,5830 6,0382 6,5388 7,0490 7,4961 7,8005 7,9177 7,8656 7,7083 7,5116 7,3116 7,1135 6,8983 6,6379 6,3186 5,9588 5,5996 5,2792 5,0159 4,8106 4,6567 4,5455 4,4697 4,4302 4,4381 4,5042 4,6236 4,7734 4,9281 5,0772 5,2230 5,3609 5,4742 5,5518 5,6012 5,6416 5,6871 5,7327 5,7541 5,7211 5,6180 5,4567 5,2733 5,1099 4,9902 4,9039 4,8115 4,6722 4,4679 4,2081 3,9130 3,5918 3,2356 2,8345 2,3954 1,9412 1,4993 1,0898 0,7180 0,3746 0,0466 -0,2731 -0,5849 -0,8825 -1,1476 -1,3534 -1,4836 -1,5472 -1,5759 -1,6133 -1,7058 -1,8852 -2,1497 -2,4620 -2,7690 -3,0299 -3,2313 -3,3809 -3,4884 -3,5588 -3,6012 -3,6338 -3,6755 -3,7345 -3,8043 -3,8700 -3,9117 -3,9063 -3,8338 -3,6860 -3,4657 -3,1801 -2,8398 -2,4638 -2,0799 -1,7184 -1,4085 -1,1751 -1,0315 -0,9825 -1,0368 -1,2097 -1,5078 -1,9109 -2,3704 -2,8292 -3,2439 -3,5896 -3,8468 -3,9885 -3,9825 -3,8118 -3,4943 -3,0808 -2,6386 -2,2364 -1,9278 -1,7308 -1,6255 -1,5777 -1,5636 -1,5768 -1,6230 -1,7095 -1,8321 -1,9651 -2,0702 -2,1179 -2,1051 -2,0560 -2,0029 -1,9597 -1,9058 -1,7971 -1,5957 -1,2965 -0,9349 -0,5760 -0,2860 -0,1069 -0,0508 -0,1011 -0,2140 -0,3318 -0,4031 -0,3955 -0,2946 -0,0961 0,1993 0,5805 1,0181 1,4630 1,8581 2,1610 2,3605 2,4769 2,5506 2,6254 2,7332 2,8820 3,0487 3,1821 3,2229 3,1343 2,9251 2,6465 2,3649 2,1309 1,9690 1,8881 1,8930 1,9849 2,1557 2,3804 2,6178 2,8191 2,9432 2,9668 2,8893 2,7377 2,5632 2,4238 2,3608 2,3875 2,4988 2,6869 2,9423 3,2426 3,5458 3,8031 3,9842 4,0973 4,1825 4,2832 4,4198 4,5839 4,7480 4,8801 4,9526 4,9434 4,8370 4,6364 4,3707 4,0812 3,8064 3,5800 3,4296 3,3641 3,3679 3,4110 3,4662 3,5268 3,6113 3,7515 3,9739 4,2832 4,6512 5,0191 5,3205 5,5050 5,5467 5,4433 5,2212 4,9325 4,6342 4,3659 4,1442 3,9714 3,8477 3,7728 3,7396 3,7330 3,7384 3,7523 3,7894 3,8790 4,0413 4,2599 4,4756 4,6143 4,6205 4,4738 4,1952 3,8498 3,5296 3,3173 3,2522 3,3200 3,4679 3,6304 3,7547 3,8158 3,8146 3,7650 3,6865 3,6038 3,5427 3,5157 3,5153 3,5298 3,5575 3,5972 3,6323 3,6385 3,6057 3,5473 3,4894 3,4552 3,4607 3,5155 3,6173 3,7490 3,8868 4,0137 4,1199 4,1952 4,2299 4,2240 4,1857 4,1137 3,9895 3,7894 3,5059 3,1589 2,7892 2,4368 2,1291 1,8843 1,7185 1,6445 1,6598 1,7406 1,8571 1,9962 2,1729 2,4185 2,7535 3,1661 3,6155 4,0494 4,4229 4,7098 4,9037 5,0182 5,0823 5,1285 5,1837 5,2667 5,3899 5,5599 5,7687 5,9877 6,1770 6,3068 6,3706 6,3822 6,3629 6,3333 6,3090 6,2996 6,3073 6,3228 6,3168 6,2424 6,0552 5,7407 5,3239 4,8563 4,3921 3,9701 3,6083 3,3115 3,0789 2,9057 2,7826 2,7002 2,6531 2,6311 2,6091 2,5525 2,4368 2,2605 2,0403 1,8049 1,5951 1,4553 1,4063 1,4298 1,4882 1,5549 1,6191 1,6727 1,7036 1,7012 1,6566 1,5568 1,3843 1,1388 0,8640 0,6461 0,5782 0,7255 1,1144 1,7344 2,5453 3,4880 4,4933 5,4910 6,4172 7,2189 7,8593 8,3247 8,6257 8,7888 8,8476 8,8308 8,7503 8,6059 8,4019 8,1531 7,8751 7,5838 7,3016 7,0562 6,8744 6,7748 6,7575 6,7998 6,8691 6,9413 7,0081 7,0677 7,1176 7,1630 7,2237 7,3238 7,4687 7,6307 7,7554 7,7836 7,6688 7,3800 6,9011 6,2401 5,4360 4,5547 3,6738 2,8647 2,1756 1,6220 1,1854 0,8193 0,4661 0,0802 -0,3568 -0,8366 -1,3324 -1,8127 -2,2531 -2,6452 -2,9971 -3,3230 -3,6262 -3,8892 -4,0772 -4,1565 -4,1123 -3,9522 -3,6998 -3,3960 -3,1066 -2,9118 -2,8782 -3,0293 -3,3341 -3,7198 -4,1013 -4,4087 -4,6071 -4,7014 -4,7216 -4,6974 -4,6469 -4,5806 -4,5077 -4,4391 -4,3915 -4,3866 -4,4415 -4,5563 -4,7117 -4,8725 -4,9951
F7    -0,0001 0,0887 0,1677 0,2454 0,3306 0,4220 0,5026 0,5490 0,5462 0,4947 0,4099 0,3191 0,2540 0,2400 0,2867 0,3821 0,5018 0,6233 0,7339 0,8278 0,8997 0,9414 0,9435 0,8982 0,8002 0,6471 0,4436 0,2049 -0,0493 -0,3033 -0,5456 -0,7610 -0,9286 -1,0352 -1,0871 -1,1010 -1,0869 -1,0441 -0,9696 -0,8645 -0,7382 -0,6082 -0,4924 -0,4007 -0,3368 -0,3044 -0,3002 -0,3015 -0,2700 -0,1754 -0,0105 0,2148 0,4782 0,7395 0,9470 1,0617 1,0804 1,0371 0,9804 0,9435 0,9311 0,9302 0,9247 0,9037 0,8663 0,8202 0,7761 0,7432 0,7263 0,7221 0,7188 0,7053 0,6810 0,6577 0,6505 0,6675 0,7049 0,7543 0,8116 0,8787 0,9564 1,0417 1,1320 1,2225 1,2999 1,3458 1,3506 1,3178 1,2594 1,1880 1,1127 1,0403 0,9792 0,9375 0,9192 0,9262 0,9611 1,0208 1,0918 1,1544 1,1922 1,1939 1,1545 1,0762 0,9691 0,8484 0,7251 0,5978 0,4583 0,2976 0,1021 -0,1423 -0,4331 -0,7408 -1,0201 -1,2355 -1,3804 -1,4760 -1,5542 -1,6394 -1,7419 -1,8639 -2,0030 -2,1496 -2,2900 -2,4137 -2,5139 -2,5774 -2,5810 -2,5008 -2,3280 -2,0733 -1,7560 -1,3930 -0,9971 -0,5776 -0,1443 0,2839 0,6772 1,0031 1,2359 1,3671 1,4194 1,4494 1,5249 1,6901 1,9531 2,2964 2,6915 3,1066 3,5144 3,8979 4,2441 4,5315 4,7331 4,8324 4,8311 4,7399 4,5657 4,3080 3,9677 3,5628 3,1342 2,7329 2,3994 2,1558 2,0083 1,9492 1,9591 2,0142 2,0982 2,2058 2,3347 2,4779 2,6239 2,7613 2,8828 2,9868 3,0677 3,1068 3,0837 2,9993 2,8839 2,7833 2,7318 2,7325 2,7571 2,7633 2,7150 2,6000 2,4331 2,2383 2,0285 1,8028 1,5539 1,2786 0,9911 0,7220 0,4984 0,3241 0,1828 0,0540 -0,0719 -0,1907 -0,2955 -0,3906 -0,4948 -0,6303 -0,8128 -1,0496 -1,3355 -1,6454 -1,9378 -2,1760 -2,3462 -2,4549 -2,5156 -2,5416 -2,5506 -2,5670 -2,6151 -2,7078 -2,8422 -3,0055 -3,1829 -3,3551 -3,4960 -3,5825 -3,6084 -3,5848 -3,5275 -3,4413 -3,3197 -3,1620 -2,9854 -2,8189 -2,6866 -2,5975 -2,5452 -2,5148 -2,4895 -2,4517 -2,3856 -2,2877 -2,1704 -2,0528 -1,9459 -1,8500 -1,7630 -1,6880 -1,6306 -1,5912 -1,5637 -1,5436 -1,5349 -1,5450 -1,5703 -1,5928 -1,5957 -1,5763 -1,5429 -1,5087 -1,4905 -1,5001 -1,5367 -1,5956 -1,6813 -1,8033 -1,9580 -2,1224 -2,2640 -2,3568 -2,3898 -2,3653 -2,2901 -2,1724 -2,0225 -1,8536 -1,6803 -1,5116 -1,3492 -1,1912 -1,0363 -0,8841 -0,7352 -0,5937 -0,4719 -0,3894 -0,3623 -0,3932 -0,4703 -0,5664 -0,6438 -0,6719 -0,6410 -0,5578 -0,4348 -0,2811 -0,1026 0,0877 0,2656 0,4133 0,5332 0,6397 0,7384 0,8154 0,8426 0,7965 0,6741 0,4963 0,3008 0,1293 0,0137 -0,0310 -0,0063 0,0761 0,2020 0,3528 0,5033 0,6293 0,7181 0,7687 0,7910 0,8064 0,8368 0,8889 0,9495 0,9997 1,0287 1,0354 1,0217 0,9917 0,9576 0,9433 0,9782 1,0803 1,2407 1,4249 1,5897 1,7031 1,7576 1,7719 1,7774 1,7965 1,8314 1,8723 1,9097 1,9361 1,9483 1,9522 1,9572 1,9650 1,9716 1,9754 1,9779 1,9780 1,9694 1,9467 1,9133 1,8864 1,8918 1,9519 2,0689 2,2134 2,3387 2,4122 2,4306 2,4088 2,3631 2,3028 2,2303 2,1486 2,0672 1,9988 1,9530 1,9312 1,9240 1,9147 1,8933 1,8617 1,8237 1,7792 1,7280 1,6743 1,6297 1,6160 1,6539 1,7445 1,8627 1,9684 2,0235 2,0072 1,9208 1,7827 1,6189 1,4566 1,3191 1,2244 1,1833 1,1977 1,2627 1,3687 1,5016 1,6404 1,7562 1,8211 1,8259 1,7859 1,7259 1,6644 1,6100 1,5647 1,5312 1,5210 1,5496 1,6235 1,7321 1,8536 1,9648 2,0488 2,0950 2,0968 2,0497 1,9511 1,8013 1,6038 1,3657 1,0976 0,8126 0,5272 0,2643 0,0547 -0,0724 -0,1046 -0,0521 0,0630 0,2181 0,3903 0,5549 0,6950 0,8140 0,9313 1,0698 1,2443 1,4568 1,6969 1,9409 2,1506 2,2871 2,3321 2,2964 2,2101 2,1079 2,0145 1,9387 1,8848 1,8653 1,8997 2,0043 2,1847 2,4350 2,7394 3,0660 3,3665 3,5957 3,7295 3,7645 3,7088 3,5792 3,3963 3,1731 2,9100 2,6032 2,2632 1,9250 1,6355 1,4224 1,2770 1,1626 1,0384 0,8822 0,6979 0,5089 0,3423 0,2131 0,1182 0,0440 -0,0217 -0,0813 -0,1255 -0,1382 -0,1071 -0,0356 0,0537 0,1310 0,1742 0,1713 0,1136 -0,0026 -0,1691 -0,3652 -0,5668 -0,7493 -0,8832 -0,9377 -0,8930 -0,7511 -0,5337 -0,2721 0,0078 0,2975 0,6051 0,9438 1,3234 1,7492 2,2192 2,7137 3,1889 3,5938 3,8984 4,1077 4,2442 4,3216 4,3364 4,2790 4,1450 3,9374 3,6715 3,3799 3,1080 2,8948 2,7593 2,7039 2,7274 2,8264 2,9904 3,1976 3,4110 3,5795 3,6545 3,6142 3,4749 3,2817 3,0864 2,9264 2,8149 2,7421 2,6798 2,5876 2,4276 2,1837 1,8665 1,4978 1,0900 0,6431 0,1552 -0,3649 -0,8895 -1,3770 -1,7959 -2,1505 -2,4793 -2,8247 -3,2059 -3,6141 -4,0232 -4,4026 -4,7237 -4,9646 -5,1136 -5,1723 -5,1532 -5,0753 -4,9563 -4,8015 -4,6037 -4,3590 -4,0815 -3,8070 -3,5906 -3,4924 -3,5501 -3,7568 -4,0641 -4,4084 -4,7438 -5,0555 -5,3420 -5,5857 -5,7506 -5,8047 -5,7421 -5,5883 -5,3904 -5,1928 -5,0183 -4,8692 -4,7392 -4,6212 -4,5089
