Fp1   -2,1724 -2,1223 -2,0721 -2,0599 -2,0632 -2,0185 -1,8607 -1,5462 -1,0589 -0,3973 0,4368 1,4248 2,5074 3,5772 4,4868 5,0748 5,2210 4,9002 4,1825 3,1971 2,0996 1,0352 0,1063 -0,6253 -1,1179 -1,3515 -1,3422 -1,1465 -0,8496 -0,5419 -0,2862 -0,0990 0,0375 0,1501 0,2621 0,3859 0,5195 0,6556 0,7775 0,8427 0,7926 0,5861 0,2200 -0,2875 -0,9275 -1,7020 -2,5909 -3,5339 -4,4494 -5,2562 -5,8779 -6,2537 -6,3641 -6,2332 -5,9065 -5,4466 -4,9446 -4,4996 -4,1646 -3,9047 -3,6204 -3,2418 -2,8146 -2,4789 -2,3623 -2,4990 -2,8313 -3,2518 -3,6412 -3,8857 -3,8799 -3,5495 -2,8957 -2,0059 -1,0124 -0,0432 0,7981 1,4388 1,8494 2,0597 2,1566 2,2558 2,4534 2,7891 3,2342 3,6935 4,0412 4,1934 4,1547 4,0000 3,8227 3,6956 3,6515 3,6714 3,6910 3,6414 3,4993 3,3097 3,1669 3,1573 3,2946 3,5055 3,6835 3,7588 3,7248 3,6101 3,4441 3,2633 3,1373 3,1422 3,2799 3,4368 3,4525 3,2288 2,7695 2,1480 1,4586 0,7798 0,1569 -0,3872 -0,8223 -1,1028 -1,1872 -1,0616 -0,7553 -0,3425 0,0800 0,4215 0,6077 0,5817 0,3164 -0,1604 -0,7404 -1,2456 -1,5062 -1,4570 -1,1720 -0,8185 -0,5635 -0,4875 -0,5515 -0,6363 -0,6242 -0,4557 -0,1193 0,3814 1,0204 1,7223 2,3782 2,8944 3,2174 3,3169 3,1709 2,7923 2,2697 1,7597 1,4242 1,3485 1,4935 1,7284 1,9171 1,9824 1,9223 1,7947 1,6868 1,6816 1,8345 2,1654 2,6675 3,3102 4,0200 4,6839 5,1998 5,5275 5,6916 5,7440 5,7219 5,6262 5,4289 5,1080 4,6814 4,2135 3,7938 3,5114 3,4539 3,7169 4,3740 5,4146 6,7124 8,0576 9,2247 10,0297 10,3674 10,2273 9,6752 8,8112 7,7468 6,6130 5,5635 4,7339 4,1828 3,8814 3,7562 3,7397 3,7946 3,9079 4,0741 4,2835 4,5059 4,6718 4,6799 4,4448 3,9524 3,2719 2,5178 1,7981 1,1853 0,7238 0,4541 0,4038 0,5415 0,7505 0,8648 0,7414 0,3187 -0,3568 -1,1483 -1,8973 -2,4998 -2,9224 -3,1644 -3,2176 -3,0645 -2,7136 -2,2286 -1,7154 -1,2703 -0,9286 -0,6606 -0,4260 -0,2236 -0,0831 -0,0228 -0,0306 -0,0702 -0,0822 0,0126 0,2806 0,7231 1,2528 1,7373 2,0763 2,2480 2,2971 2,2910 2,2686 2,2069 2,0380 1,7132 1,2587 0,7776 0,4223 0,3491 0,6484 1,2866 2,1111 2,9194 3,5553 3,9684 4,1904 4,2707 4,2426 4,1243 3,9243 3,6327 3,2184 2,6607 1,9931 1,3093 0,7202 0,2990 0,0741 0,0577 0,2420 0,5644 0,9059 1,1448 1,2305 1,2091 1,1737 1,2030 1,3437 1,6084 1,9575 2,2996 2,5334 2,5825 2,3949 1,9380 1,2193 0,3222 -0,5858 -1,3107 -1,7277 -1,8312 -1,7121 -1,4959 -1,2806 -1,1056 -0,9574 -0,7868 -0,5324 -0,1599 0,3051 0,7887 1,2159 1,5430 1,7577 1,8614 1,8410 1,6537 1,2596 0,6850 0,0463 -0,4929 -0,7863 -0,7624 -0,4732 -0,0904 0,1906 0,2806 0,2545 0,2930 0,5581 1,0875 1,7707 2,4131 2,8288 2,8935 2,5627 1,8893 1,0265 0,1792 -0,4811 -0,8718 -0,9861 -0,8550 -0,5373 -0,1196 0,3007 0,6496 0,9073 1,1157 1,3561 1,7029 2,1814 2,7612 3,3860 3,9964 4,5297 4,9163 5,0914 5,0168 4,6932 4,1598 3,4961 2,8109 2,1987 1,7042 1,3474 1,1720 1,2348 1,5367 1,9848 2,4420 2,8094 3,0490 3,1465 3,0905 2,8950 2,6123 2,3005 1,9874 1,6732 1,3532 1,0307 0,7190 0,4513 0,2822 0,2550 0,3730 0,6175 0,9678 1,3869 1,8010 2,1215 2,2933 2,3018 2,1398 1,8140 1,3789 0,9197 0,5085 0,2009 0,0500 0,0963 0,3414 0,7298 1,1525 1,4849 1,6455 1,6364 1,5285 1,4114 1,3419 1,3105 1,2453 1,0698 0,7734 0,4238 0,1081 -0,1234 -0,2527 -0,2563 -0,1034 0,2125 0,6569 1,1654 1,6546 2,0285 2,1955 2,0976 1,7373 1,2005 0,6614 0,3448 0,4413 1,0091 1,9293 2,9621 3,8675 4,4897 4,7633 4,6910 4,3428 3,8541 3,3843 3,0623 2,9686 3,1346 3,5190 3,9933 4,3860 4,5479 4,3783 3,8362 2,9642 1,8892 0,7824 -0,1833 -0,8602 -1,1470 -1,0005 -0,4485 0,3947 1,3384 2,1721 2,7376 2,9763 2,9381 2,7532 2,5710 2,4899 2,5245 2,6282 2,7361 2,7986 2,7990 2,7553 2,7150 2,7422 2,8957 3,1982 3,6143 4,0622 4,4524 4,7180 4,8083 4,6818 4,3262 3,7664 3,0365 2,1724 1,2557 0,4435 -0,0878 -0,2456 -0,0670 0,3133 0,7263 1,0508 1,2892 1,5540 1,9520 2,4774 3,0144 3,4201 3,5886 3,4658 3,0590 2,4516 1,7830 1,1941 0,7945 0,6696 0,8802 1,4256 2,2144 3,0861 3,8758 4,4678 4,8046 4,8747 4,7013 4,3295 3,8287 3,3163 2,9542 2,8825 3,1403 3,6506 4,2673 4,8348 5,2320 5,3910 5,2862 4,9165 4,3136 3,5707 2,8500 2,3449 2,2046 2,4607 3,0113 3,6740 4,2695 4,6894 4,9157 5,0038 5,0469 5,1314 5,3023 5,5485 5,8071 5,9863 5,9975 5,7888 5,3602 4,7510 4,0257 3,2695 2,5835 2,0664 1,7776 1,7103 1,8020 1,9777 2,1984 2,4731 2,8171 3,2099 3,6096 3,9874 4,3331 4,6490 4,9421 5,1976 5,3625 5,3799 5,2330 4,9455 4,5541 4,0969 3,6096 3,1075 2,5754 1,9894 1,3513 0,7195 0,2130 -0,0461 -0,0175 0,2287 0,5468 0,7789 0,8201 0,6500 0,3190 -0,0656 -0,3471
Fz    -2,2980 -1,9460 -1,6019 -1,2394 -0,8388 -0,3956 0,0726 0,5271 0,9225 1,2306 1,4546 1,6197 1,7541 1,8811 2,0189 2,1741 2,3406 2,5097 2,6761 2,8312 2,9586 3,0424 3,0714 3,0291 2,8909 2,6438 2,3069 1,9225 1,5255 1,1211 0,6940 0,2352 -0,2406 -0,6989 -1,1050 -1,4426 -1,7159 -1,9364 -2,1124 -2,2505 -2,3582 -2,4437 -2,5163 -2,5885 -2,6764 -2,8035 -3,0035 -3,3087 -3,7236 -4,2095 -4,7069 -5,1811 -5,6416 -6,1131 -6,5889 -7,0126 -7,3032 -7,3991 -7,2900 -7,0170 -6,6517 -6,2686 -5,9189 -5,6180 -5,3532 -5,0993 -4,8351 -4,5491 -4,2343 -3,8873 -3,5140 -3,1278 -2,7359 -2,3301 -1,8928 -1,4126 -0,8896 -0,3299 0,2577 0,8602 1,4563 2,0122 2,4923 2,8810 3,1919 3,4476 3,6568 3,8107 3,8912 3,8854 3,8074 3,7065 3,6478 3,6752 3,7886 3,9526 4,1234 4,2658 4,3519 4,3580 4,2743 4,1134 3,9016 3,6646 3,4298 3,2372 3,1344 3,1587 3,3222 3,6031 3,9420 4,2548 4,4567 4,4899 4,3415 4,0382 3,6249 3,1503 2,6565 2,1669 1,6857 1,2146 0,7700 0,3787 0,0596 -0,1816 -0,3414 -0,4180 -0,4214 -0,3715 -0,2912 -0,2044 -0,1277 -0,0624 -0,0083 0,0160 -0,0216 -0,1389 -0,3202 -0,5238 -0,6989 -0,8012 -0,8032 -0,6976 -0,4974 -0,2364 0,0368 0,2764 0,4598 0,5926 0,6910 0,7659 0,8287 0,9040 1,0233 1,2031 1,4283 1,6543 1,8269 1,9092 1,8942 1,7987 1,6619 1,5485 1,5341 1,6792 2,0146 2,5334 3,1897 3,9029 4,5779 5,1431 5,5789 5,9100 6,1763 6,4114 6,6368 6,8629 7,0917 7,3274 7,5864 7,8949 8,2744 8,7202 9,1910 9,6259 9,9771 10,2238 10,3649 10,4110 10,3868 10,3284 10,2710 10,2364 10,2261 10,2198 10,1838 10,0915 9,9419 9,7609 9,5748 9,3844 9,1627 8,8695 8,4759 7,9877 7,4420 6,8777 6,3164 5,7709 5,2510 4,7601 4,2959 3,8520 3,4152 2,9678 2,4930 1,9826 1,4405 0,8736 0,2877 -0,3055 -0,8888 -1,4520 -1,9958 -2,5247 -3,0365 -3,5089 -3,8960 -4,1458 -4,2299 -4,1605 -3,9791 -3,7281 -3,4303 -3,0896 -2,7079 -2,2929 -1,8543 -1,3996 -0,9324 -0,4546 0,0319 0,5203 0,9935 1,4286 1,8096 2,1308 2,3890 2,5757 2,6784 2,6964 2,6586 2,6210 2,6413 2,7541 2,9681 3,2723 3,6379 4,0164 4,3491 4,5897 4,7197 4,7506 4,7166 4,6590 4,6038 4,5493 4,4741 4,3560 4,1871 3,9752 3,7359 3,4839 3,2320 3,0008 2,8236 2,7242 2,6864 2,6561 2,5749 2,4142 2,1844 1,9144 1,6207 1,2965 0,9238 0,5015 0,0696 -0,3037 -0,5670 -0,7080 -0,7365 -0,6652 -0,5146 -0,3252 -0,1496 -0,0301 0,0111 -0,0318 -0,1445 -0,2836 -0,3837 -0,3863 -0,2709 -0,0652 0,1717 0,3849 0,5543 0,6943 0,8222 0,9308 0,9910 0,9773 0,8863 0,7325 0,5308 0,2914 0,0365 -0,1882 -0,3296 -0,3515 -0,2463 -0,0313 0,2608 0,5885 0,9082 1,1835 1,3880 1,5050 1,5324 1,4869 1,3974 1,2922 1,1876 1,0840 0,9752 0,8603 0,7493 0,6602 0,6120 0,6209 0,7010 0,8553 1,0544 1,2353 1,3370 1,3394 1,2643 1,1495 1,0290 0,9271 0,8620 0,8536 0,9240 1,0843 1,3253 1,6253 1,9682 2,3518 2,7691 3,1898 3,5675 3,8602 4,0418 4,1128 4,1044 4,0584 4,0051 3,9605 3,9333 3,9292 3,9453 3,9604 3,9351 3,8309 3,6363 3,3836 3,1370 2,9595 2,8835 2,9083 3,0172 3,1833 3,3591 3,4788 3,4797 3,3287 3,0357 2,6401 2,1831 1,6987 1,2257 0,8153 0,5185 0,3601 0,3317 0,4089 0,5768 0,8471 1,2443 1,7608 2,3304 2,8551 3,2556 3,4964 3,5762 3,5129 3,3376 3,0942 2,8399 2,6379 2,5312 2,5167 2,5508 2,5786 2,5551 2,4587 2,3001 2,1146 1,9386 1,7899 1,6716 1,5868 1,5416 1,5415 1,5887 1,6732 1,7648 1,8234 1,8206 1,7574 1,6685 1,6038 1,5983 1,6563 1,7564 1,8682 1,9699 2,0589 2,1538 2,2827 2,4598 2,6703 2,8806 3,0540 3,1520 3,1319 2,9644 2,6625 2,2885 1,9297 1,6659 1,5506 1,6015 1,7881 2,0280 2,2143 2,2670 2,1748 1,9987 1,8359 1,7675 1,8288 2,0143 2,2967 2,6341 2,9664 3,2332 3,4041 3,4850 3,5005 3,4854 3,4853 3,5433 3,6751 3,8566 4,0432 4,2050 4,3388 4,4478 4,5201 4,5353 4,4861 4,3870 4,2642 4,1407 4,0263 3,9146 3,7899 3,6395 3,4590 3,2517 3,0218 2,7715 2,5098 2,2564 2,0301 1,8391 1,6831 1,5540 1,4308 1,2839 1,0912 0,8532 0,5961 0,3671 0,2180 0,1830 0,2692 0,4571 0,7028 0,9482 1,1412 1,2524 1,2827 1,2621 1,2379 1,2569 1,3503 1,5326 1,8064 2,1603 2,5617 2,9591 3,2962 3,5295 3,6470 3,6669 3,6094 3,4762 3,2641 2,9957 2,7246 2,5065 2,3689 2,3131 2,3299 2,4081 2,5349 2,6966 2,8830 3,0918 3,3294 3,6099 3,9477 4,3406 4,7589 5,1557 5,4907 5,7439 5,9084 5,9791 5,9636 5,9011 5,8537 5,8670 5,9373 6,0170 6,0534 6,0209 5,9257 5,7912 5,6433 5,5046 5,3944 5,3314 5,3362 5,4236 5,5890 5,8077 6,0414 6,2436 6,3755 6,4240 6,4017 6,3263 6,2023 6,0169 5,7481 5,3773 4,9060 4,3681 3,8210 3,3193 2,9022 2,5979 2,4171 2,3386 2,3184 2,3169 2,3143 2,3054 2,2861 2,2447 2,1611 2,0168 1,8073 1,5411 1,2255
F3    -2,4034 -2,1405 -1,8464 -1,4485 -0,9065 -0,2346 0,4990 1,1881 1,7196 2,0180 2,0775 1,9519 1,7201 1,4611 1,2470 1,1367 1,1659 1,3408 1,6371 2,0020 2,3669 2,6757 2,8988 3,0173 3,0085 2,8576 2,5781 2,2098 1,7947 1,3543 0,8906 0,4051 -0,0836 -0,5387 -0,9249 -1,2317 -1,4784 -1,6973 -1,9115 -2,1238 -2,3227 -2,4942 -2,6300 -2,7274 -2,7883 -2,8270 -2,8788 -2,9864 -3,1720 -3,4255 -3,7298 -4,0927 -4,5432 -5,0915 -5,6941 -6,2556 -6,6650 -6,8446 -6,7872 -6,5586 -6,2582 -5,9631 -5,6933 -5,4199 -5,0986 -4,7030 -4,2439 -3,7613 -3,2977 -2,8814 -2,5265 -2,2332 -1,9849 -1,7480 -1,4779 -1,1287 -0,6636 -0,0712 0,6204 1,3463 2,0208 2,5603 2,9100 3,0668 3,0763 3,0070 2,9252 2,8779 2,8780 2,9062 2,9396 2,9825 3,0659 3,2151 3,4186 3,6295 3,7942 3,8755 3,8512 3,7094 3,4667 3,1764 2,8976 2,6610 2,4758 2,3555 2,3179 2,3678 2,4857 2,6297 2,7518 2,8201 2,8253 2,7707 2,6661 2,5226 2,3487 2,1513 1,9320 1,6765 1,3561 0,9495 0,4658 -0,0590 -0,5822 -1,0614 -1,4523 -1,7221 -1,8646 -1,8942 -1,8353 -1,7251 -1,6090 -1,5216 -1,4764 -1,4705 -1,4870 -1,4981 -1,4808 -1,4335 -1,3730 -1,3152 -1,2626 -1,2078 -1,1447 -1,0764 -1,0132 -0,9604 -0,9124 -0,8590 -0,7928 -0,7047 -0,5777 -0,3956 -0,1599 0,1098 0,3847 0,6353 0,8426 1,0041 1,1261 1,2140 1,2806 1,3586 1,4898 1,7061 2,0214 2,4287 2,8980 3,3786 3,8164 4,1849 4,4939 4,7654 5,0149 5,2587 5,5266 5,8568 6,2795 6,8028 7,4090 8,0601 8,7080 9,3031 9,7978 10,1456 10,3056 10,2562 10,0090 9,6142 9,1575 8,7380 8,4337 8,2755 8,2456 8,2963 8,3750 8,4388 8,4585 8,4188 8,3149 8,1444 7,9024 7,5799 7,1741 6,7046 6,2108 5,7267 5,2688 4,8465 4,4629 4,1052 3,7504 3,3759 2,9630 2,4994 1,9791 1,4000 0,7637 0,0732 -0,6653 -1,4326 -2,1922 -2,8962 -3,4981 -3,9757 -4,3384 -4,6004 -4,7540 -4,7813 -4,6896 -4,5292 -4,3735 -4,2733 -4,2205 -4,1562 -4,0151 -3,7664 -3,4205 -3,0056 -2,5401 -2,0267 -1,4670 -0,8779 -0,2971 0,2259 0,6471 0,9484 1,1458 1,2782 1,3799 1,4653 1,5374 1,6034 1,6808 1,7961 1,9834 2,2762 2,6853 3,1743 3,6631 4,0634 4,3154 4,4051 4,3618 4,2417 4,0996 3,9657 3,8394 3,6965 3,5050 3,2451 2,9233 2,5753 2,2575 2,0338 1,9540 2,0221 2,1755 2,3105 2,3401 2,2316 2,0003 1,6806 1,3072 0,9135 0,5301 0,1809 -0,1149 -0,3400 -0,4877 -0,5675 -0,5982 -0,5955 -0,5692 -0,5323 -0,4975 -0,4621 -0,4122 -0,3459 -0,2811 -0,2337 -0,1938 -0,1310 -0,0197 0,1440 0,3425 0,5501 0,7538 0,9573 1,1556 1,3100 1,3616 1,2738 1,0608 0,7742 0,4641 0,1611 -0,1099 -0,3140 -0,4101 -0,3679 -0,1840 0,1110 0,4608 0,8012 1,0780 1,2608 1,3462 1,3530 1,3130 1,2525 1,1719 1,0470 0,8555 0,6029 0,3253 0,0705 -0,1199 -0,2210 -0,2321 -0,1725 -0,0598 0,1019 0,3006 0,4941 0,6251 0,6578 0,6012 0,5030 0,4223 0,3986 0,4392 0,5288 0,6468 0,7756 0,9025 1,0221 1,1427 1,2840 1,4573 1,6518 1,8456 2,0194 2,1612 2,2735 2,3760 2,4883 2,6112 2,7216 2,7855 2,7811 2,7148 2,6125 2,4957 2,3691 2,2334 2,1059 2,0202 2,0039 2,0611 2,1801 2,3503 2,5531 2,7422 2,8510 2,8224 2,6293 2,2813 1,8180 1,2940 0,7628 0,2736 -0,1292 -0,4134 -0,5668 -0,5935 -0,5006 -0,2872 0,0564 0,5331 1,1128 1,7257 2,2857 2,7198 2,9843 3,0707 3,0035 2,8307 2,6114 2,4085 2,2756 2,2307 2,2410 2,2458 2,1981 2,0873 1,9384 1,7985 1,7094 1,6827 1,6957 1,7169 1,7317 1,7414 1,7533 1,7731 1,7997 1,8236 1,8371 1,8476 1,8857 1,9943 2,1970 2,4735 2,7668 3,0138 3,1717 3,2261 3,1896 3,0990 3,0041 2,9446 2,9352 2,9664 3,0084 3,0049 2,8790 2,5721 2,0901 1,5110 0,9501 0,5193 0,3016 0,3363 0,6045 1,0253 1,4728 1,8201 1,9913 1,9909 1,8889 1,7702 1,6919 1,6776 1,7340 1,8532 2,0045 2,1497 2,2671 2,3507 2,3998 2,4265 2,4616 2,5385 2,6689 2,8321 2,9945 3,1404 3,2770 3,4090 3,5175 3,5733 3,5628 3,4968 3,3986 3,2928 3,1989 3,1228 3,0597 3,0105 2,9846 2,9817 2,9727 2,9050 2,7375 2,4683 2,1307 1,7776 1,4695 1,2477 1,1054 0,9912 0,8472 0,6413 0,3794 0,1113 -0,0822 -0,1246 0,0209 0,3369 0,7566 1,1873 1,5404 1,7517 1,7954 1,6894 1,4910 1,2830 1,1522 1,1652 1,3501 1,6888 2,1249 2,5831 2,9840 3,2570 3,3652 3,3206 3,1642 2,9313 2,6439 2,3256 2,0131 1,7453 1,5468 1,4266 1,3838 1,4057 1,4644 1,5287 1,5835 1,6408 1,7349 1,9081 2,1886 2,5665 2,9870 3,3688 3,6410 3,7720 3,7711 3,6675 3,4988 3,3176 3,1894 3,1670 3,2614 3,4424 3,6614 3,8711 4,0366 4,1451 4,2083 4,2529 4,2983 4,3437 4,3829 4,4239 4,4860 4,5822 4,7034 4,8189 4,8945 4,9122 4,8751 4,7981 4,6923 4,5537 4,3600 4,0784 3,6889 3,2120 2,7118 2,2682 1,9460 1,7800 1,7604 1,8268 1,8947 1,9075 1,8679 1,8200 1,8035 1,8275 1,8731 1,9087 1,9039 1,8292 1,6482
F7    -1,4200 -0,9615 -0,5610 -0,2798 -0,1488 -0,1422 -0,1848 -0,1891 -0,0921 0,1281 0,4524 0,8311 1,2065 1,5369 1,8088 2,0384 2,2506 2,4440 2,5820 2,6161 2,5084 2,2530 1,8932 1,5101 1,1784 0,9288 0,7492 0,6101 0,4861 0,3575 0,2023 -0,0087 -0,2969 -0,6516 -1,0272 -1,3600 -1,5839 -1,6492 -1,5499 -1,3344 -1,0864 -0,8943 -0,8232 -0,9009 -1,1184 -1,4499 -1,8794 -2,4042 -2,9972 -3,5770 -4,0363 -4,3093 -4,4101 -4,4071 -4,3682 -4,3242 -4,2678 -4,1801 -4,0564 -3,9060 -3,7490 -3,6202 -3,5553 -3,5624 -3,6118 -3,6471 -3,6058 -3,4442 -3,1575 -2,7816 -2,3650 -1,9241 -1,4240 -0,8131 -0,0881 0,6679 1,3158 1,7400 1,9110 1,8937 1,8023 1,7377 1,7496 1,8386 1,9852 2,1761 2,4067 2,6648 2,9225 3,1481 3,3240 3,4493 3,5355 3,6000 3,6595 3,7210 3,7744 3,7906 3,7303 3,5612 3,2789 2,9180 2,5350 2,1801 1,8829 1,6527 1,4858 1,3752 1,3152 1,2979 1,3121 1,3465 1,3853 1,4081 1,3974 1,3294 1,1675 0,8940 0,5364 0,1404 -0,2721 -0,7038 -1,1489 -1,5711 -1,9198 -2,1650 -2,3129 -2,3876 -2,4003 -2,3416 -2,2001 -1,9770 -1,6869 -1,3674 -1,0929 -0,9558 -1,0233 -1,3013 -1,7237 -2,1695 -2,4987 -2,5975 -2,4220 -2,0235 -1,5311 -1,0930 -0,8178 -0,7487 -0,8562 -1,0438 -1,2020 -1,2783 -1,2787 -1,2132 -1,0720 -0,8522 -0,5775 -0,2864 -0,0124 0,2301 0,4392 0,6041 0,7076 0,7544 0,7807 0,8297 0,9220 1,0455 1,1759 1,3005 1,4243 1,5707 1,7770 2,0717 2,4599 2,9283 3,4416 3,9361 4,3405 4,6157 4,7810 4,9115 5,1000 5,3920 5,7507 6,0992 6,3914 6,6305 6,8306 6,9855 7,0705 7,0606 6,9386 6,6948 6,3341 5,8882 5,4226 5,0359 4,8312 4,8596 5,0872 5,4237 5,7665 6,0168 6,0916 5,9589 5,6589 5,2707 4,8588 4,4458 4,0167 3,5479 3,0368 2,5044 1,9754 1,4631 0,9723 0,5158 0,1249 -0,1673 -0,3561 -0,4746 -0,5828 -0,7583 -1,0807 -1,5993 -2,2990 -3,0952 -3,8673 -4,4979 -4,8895 -4,9691 -4,7122 -4,1812 -3,5239 -2,9082 -2,4436 -2,1534 -2,0120 -1,9938 -2,0823 -2,2503 -2,4457 -2,5963 -2,6230 -2,4553 -2,0532 -1,4368 -0,6967 0,0406 0,6763 1,1843 1,6095 2,0227 2,4580 2,8727 3,1628 3,2270 3,0221 2,5831 2,0225 1,5071 1,1958 1,1736 1,4297 1,8827 2,4152 2,8992 3,2303 3,3815 3,4235 3,4687 3,5832 3,7445 3,8649 3,8517 3,6511 3,2534 2,6916 2,0459 1,4255 0,9245 0,5886 0,4084 0,3376 0,3155 0,2793 0,1796 0,0097 -0,1824 -0,3209 -0,3477 -0,2480 -0,0546 0,1607 0,3189 0,3776 0,3494 0,2786 0,2042 0,1328 0,0384 -0,1091 -0,3118 -0,5354 -0,7278 -0,8473 -0,8801 -0,8363 -0,7362 -0,5977 -0,4278 -0,2225 0,0200 0,2853 0,5478 0,7812 0,9631 1,0844 1,1548 1,1887 1,1867 1,1348 1,0237 0,8670 0,6983 0,5501 0,4396 0,3720 0,3433 0,3296 0,2882 0,1937 0,0737 -0,0063 -0,0015 0,0732 0,1613 0,2111 0,2069 0,1734 0,1581 0,1985 0,2939 0,4017 0,4607 0,4315 0,3217 0,1669 -0,0074 -0,1893 -0,3534 -0,4559 -0,4568 -0,3392 -0,1141 0,1905 0,5443 0,9246 1,3197 1,7223 2,1151 2,4649 2,7254 2,8485 2,8056 2,6063 2,2999 1,9701 1,7155 1,6147 1,7014 1,9628 2,3507 2,7901 3,1900 3,4668 3,5757 3,5328 3,3996 3,2331 3,0475 2,8236 2,5464 2,2323 1,9358 1,7304 1,6706 1,7645 1,9689 2,2031 2,3785 2,4332 2,3489 2,1442 1,8574 1,5346 1,2178 0,9384 0,7332 0,6544 0,7403 0,9796 1,3224 1,7166 2,1248 2,5146 2,8438 3,0673 3,1695 3,1890 3,1959 3,2418 3,3360 3,4562 3,5602 3,5889 3,4737 3,1644 2,6690 2,0715 1,4977 1,0544 0,7946 0,7214 0,8148 1,0554 1,4211 1,8647 2,3124 2,6876 2,9426 3,0783 3,1406 3,1900 3,2657 3,3672 3,4668 3,5368 3,5638 3,5491 3,5187 3,5199 3,5780 3,6652 3,7325 3,7550 3,7378 3,6963 3,6415 3,5788 3,5070 3,4129 3,2719 3,0639 2,7826 2,4308 2,0209 1,5839 1,1723 0,8462 0,6488 0,5888 0,6436 0,7787 0,9701 1,2154 1,5168 1,8591 2,2066 2,5069 2,7015 2,7598 2,7135 2,6403 2,6149 2,6790 2,8472 3,1255 3,5134 3,9827 4,4570 4,8280 5,0036 4,9455 4,6640 4,2021 3,6314 3,0410 2,5117 2,0950 1,8112 1,6571 1,6038 1,5983 1,5922 1,5727 1,5646 1,6125 1,7543 1,9902 2,2663 2,4998 2,6251 2,6179 2,4910 2,2735 1,9914 1,6608 1,2929 0,8994 0,5022 0,1426 -0,1220 -0,2386 -0,1732 0,0915 0,5521 1,1617 1,8206 2,4106 2,8423 3,0800 3,1446 3,1074 3,0600 3,0643 3,1274 3,2150 3,2759 3,2634 3,1610 3,0049 2,8682 2,8006 2,7891 2,7880 2,7696 2,7342 2,6837 2,6007 2,4536 2,2143 1,8786 1,4770 1,0635 0,7015 0,4627 0,4091 0,5588 0,8873 1,3602 1,9431 2,5875 3,2266 3,7877 4,2092 4,4577 4,5268 4,4297 4,2066 3,9261 3,6519 3,4057 3,1794 2,9795 2,8467 2,8306 2,9436 3,1388 3,3344 3,4580 3,4744 3,3972 3,2788 3,1755 3,1236 3,1412 3,2200 3,3132 3,3636 3,3481 3,2721 3,1332 2,9125 2,6116 2,2848 2,0134 1,8442 1,7613 1,7092 1,6306 1,4996 1,3380 1,1937 1,0896 0,9999 0,8817 0,7158 0,5094
