Fp1   3,8110 4,3886 4,8320 5,0921 5,1095 4,8809 4,5084 4,1580 3,9773 4,0272 4,2474 4,4862 4,6052 4,5714 4,4439 4,2761 4,0451 3,6776 3,1131 2,3374 1,3983 0,4047 -0,5088 -1,2270 -1,6800 -1,8539 -1,7981 -1,6168 -1,4273 -1,3032 -1,2529 -1,2481 -1,2635 -1,3043 -1,4175 -1,6730 -2,0980 -2,6195 -3,1009 -3,4593 -3,7341 -4,0411 -4,4789 -5,0627 -5,7016 -6,2427 -6,5670 -6,6582 -6,5908 -6,4624 -6,3279 -6,1820 -5,9968 -5,7681 -5,5201 -5,2829 -5,0930 -4,9945 -4,9888 -4,9853 -4,8410 -4,4494 -3,7833 -2,8960 -1,9082 -0,9665 -0,1764 0,4301 0,8672 1,1624 1,3542 1,4987 1,6544 1,8443 2,0302 2,1365 2,1043 1,9362 1,7135 1,5731 1,6414 1,9629 2,4688 3,0114 3,4485 3,7051 3,7662 3,6455 3,3742 3,0020 2,5812 2,1377 1,6652 1,1459 0,5607 -0,1185 -0,9176 -1,8227 -2,7681 -3,6720 -4,4714 -5,1227 -5,5878 -5,8378 -5,8926 -5,8558 -5,8808 -6,0793 -6,4657 -6,9892 -7,6155 -8,3677 -9,2934 -10,4146 -11,7089 -13,1160 -14,5612 -15,9722 -17,2637 -18,3404 -19,1392 -19,6537 -19,9100 -19,9344 -19,7545 -19,4181 -18,9674 -18,4003 -17,6899 -16,8377 -15,8931 -14,9251 -13,9913 -13,1441 -12,4510 -11,9833 -11,7731 -11,7773 -11,8793 -11,9327 -11,8180 -11,4655 -10,8446 -9,9591 -8,8282 -7,4678 -5,9202 -4,2814 -2,6745 -1,2212 -0,0216 0,8885 1,5611 2,0907 2,5411 2,9139 3,1847 3,3611 3,4893 3,6043 3,6980 3,7387 3,7049 3,6020 3,4570 3,2878 3,0758 2,7749 2,3348 1,7230 0,9626 0,1549 -0,5728 -1,1483 -1,5704 -1,8688 -2,0681 -2,1728 -2,1745 -2,0805 -1,9325 -1,7892 -1,6949 -1,6542 -1,6205 -1,5139 -1,2541 -0,7903 -0,1306 0,6469 1,4300 2,1294 2,7030 3,1427 3,4598 3,6747 3,7827 3,7276 3,4283 2,8274 1,9141 0,7386 -0,5748 -1,8471 -2,9141 -3,7115 -4,3029 -4,8199 -5,3872 -6,0902 -6,9593 -7,9582 -9,0026 -10,0041 -10,9075 -11,6911 -12,3350 -12,7970 -13,0305 -13,0269 -12,8461 -12,6124 -12,4575 -12,4505 -12,5930 -12,8568 -13,2034 -13,5980 -14,0096 -14,3944 -14,7066 -14,9212 -15,0310 -15,0262 -14,8832 -14,5718 -14,0794 -13,4289 -12,6764 -11,8995 -11,1698 -10,5126 -9,9145 -9,3913 -9,0297 -8,9451 -9,1982 -9,7389 -10,4248 -11,1017 -11,6717 -12,0968 -12,3580 -12,4265 -12,2851 -11,9674 -11,5602 -11,1719 -10,8871 -10,7280 -10,6513 -10,5852 -10,4706 -10,2795 -10,0031 -9,6326 -9,1770 -8,6936 -8,2776 -8,0264 -8,0141 -8,2787 -8,8163 -9,5836 -10,5117 -11,5251 -12,5354 -13,4255 -14,0842 -14,4677 -14,5980 -14,5163 -14,2645 -13,8818 -13,3886 -12,7790 -12,0449 -11,2124 -10,3533 -9,5607 -8,9102 -8,4153 -8,0054 -7,5668 -7,0258 -6,3979 -5,7625 -5,2061 -4,7788 -4,4695 -4,2194 -3,9722 -3,7118 -3,4645 -3,2853 -3,2316 -3,3275 -3,5417 -3,7908 -3,9610 -3,9471 -3,7024 -3,2683 -2,7578 -2,2854 -1,8794 -1,4589 -0,9081 -0,1719 0,7148 1,6504 2,4985 3,1322 3,4852 3,5736 3,4697 3,2534 2,9781 2,6622 2,3047 1,9125 1,5121 1,1362 0,8055 0,5322 0,3357 0,2268 0,1708 0,1052 0,0072 -0,0826 -0,0986 0,0038 0,2185 0,4867 0,7445 0,9742 1,1966 1,4323 1,6929 1,9873 2,3041 2,5859 2,7546 2,7692 2,6473 2,4511 2,2640 2,1611 2,1874 2,3459 2,5817 2,7882 2,8620 2,7616 2,5177 2,1946 1,8527 1,5398 1,2956 1,1524 1,1436 1,3183 1,7235 2,3516 3,1128 3,8790 4,5633 5,1541 5,6794 6,1463 6,5178 6,7542 6,8680 6,9225 6,9892 7,1124 7,2925 7,4904 7,6485 7,7185 7,6811 7,5607 7,4249 7,3482 7,3603 7,4367 7,5415 7,6511 7,7289 7,7184 7,5876 7,3628 7,1037 6,8398 6,5277 6,0687 5,3819 4,4717 3,4290 2,3704 1,3858 0,5259 -0,1935 -0,7859 -1,2772 -1,6870 -2,0339 -2,3434 -2,6277 -2,8730 -3,0491 -3,1092 -3,0052 -2,7422 -2,4100 -2,1369 -2,0145 -2,0505 -2,1557 -2,1920 -2,0737 -1,8368 -1,6058 -1,4957 -1,5357 -1,6766 -1,8471 -1,9910 -2,0680 -2,0383 -1,8723 -1,5921 -1,2847 -1,0575 -0,9856 -1,0845 -1,2891 -1,4463 -1,3805 -1,0109 -0,4046 0,2798 0,8845 1,3021 1,4749 1,3959 1,1246 0,7635 0,3991 0,0626 -0,2550 -0,5546 -0,8043 -0,9758 -1,0923 -1,2301 -1,4732 -1,8501 -2,3052 -2,7449 -3,1283 -3,5072 -3,9730 -4,5703 -5,2637 -5,9681 -6,5988 -7,0818 -7,3267 -7,2377 -6,7761 -6,0123 -5,1323 -4,3821 -3,9596 -3,9291 -4,2214 -4,7135 -5,3285 -6,0711 -6,9715 -8,0038 -9,0615 -10,0055 -10,7305 -11,1854 -11,3632 -11,3071 -11,1196 -10,9279 -10,8184 -10,7944 -10,7798 -10,6709 -10,4015 -9,9741 -9,4425 -8,8664 -8,2794 -7,6908 -7,1124 -6,5722 -6,0931 -5,6649 -5,2479 -4,8040 -4,3204 -3,8064 -3,2887 -2,8197 -2,4644 -2,2627 -2,2250 -2,3506 -2,6270 -3,0261 -3,5054 -3,9916 -4,3848 -4,6103 -4,6581 -4,5783 -4,4671 -4,4636 -4,7161 -5,3053 -6,1918 -7,2344 -8,2571 -9,1301 -9,8090 -10,3084 -10,6597 -10,8868 -11,0016 -11,0156 -10,9550 -10,8583 -10,7653 -10,7109 -10,7282 -10,8531 -11,1057 -11,4511 -11,7956 -12,0401 -12,1192 -11,9748 -11,5419 -10,8081 -9,8609 -8,8564 -7,9459 -7,2165 -6,6768 -6,2856 -5,9866 -5,7394 -5,5486 -5,4724 -5,5916 -5,9529 -6,5437 -7,3117 -8,1743 -9,0209 -9,7348 -10,2190 -10,4220 -10,3766 -10,2095 -10,0906 -10,1482 -10,4039 -10,7740 -11,1261 -11,3354 -11,3161 -11,0404 -10,5457 -9,9294 -9,3207 -8,8238 -8,4730 -8,2442 -8,0862 -7,9494 -7,8286 -7,7717
Fz    2,0188 2,4660 2,8428 3,1412 3,3359 3,4145 3,4010 3,3476 3,3166 3,3606 3,4918 3,6717 3,8389 3,9463 3,9708 3,8950 3,6921 3,3418 2,8516 2,2590 1,6260 1,0282 0,5301 0,1648 -0,0646 -0,1775 -0,2125 -0,2191 -0,2377 -0,2806 -0,3316 -0,3721 -0,4144 -0,5133 -0,7458 -1,1681 -1,7740 -2,4785 -3,1538 -3,7028 -4,1128 -4,4411 -4,7577 -5,0923 -5,4152 -5,6675 -5,8178 -5,8892 -5,9332 -5,9797 -6,0135 -5,9946 -5,9002 -5,7457 -5,5657 -5,3806 -5,1874 -4,9728 -4,7147 -4,3747 -3,9151 -3,3270 -2,6329 -1,8738 -1,1059 -0,3891 0,2381 0,7672 1,2018 1,5468 1,8150 2,0317 2,2244 2,4033 2,5490 2,6229 2,5991 2,4955 2,3792 2,3368 2,4282 2,6576 2,9711 3,2817 3,5170 3,6467 3,6674 3,5738 3,3538 3,0084 2,5619 2,0455 1,4791 0,8708 0,2189 -0,4850 -1,2390 -2,0110 -2,7412 -3,3697 -3,8569 -4,1865 -4,3578 -4,3839 -4,3032 -4,1906 -4,1389 -4,2144 -4,4275 -4,7525 -5,1758 -5,7170 -6,4027 -7,2363 -8,1897 -9,2114 -10,2471 -11,2555 -12,1957 -13,0166 -13,6697 -14,1218 -14,3549 -14,3663 -14,1725 -13,8114 -13,3232 -12,7299 -12,0463 -11,3072 -10,5719 -9,8990 -9,3190 -8,8358 -8,4467 -8,1494 -7,9275 -7,7356 -7,5005 -7,1446 -6,6221 -5,9411 -5,1499 -4,3032 -3,4257 -2,5018 -1,5109 -0,4680 0,5706 1,5247 2,3223 2,9377 3,3997 3,7567 4,0350 4,2282 4,3235 4,3361 4,3111 4,2927 4,2975 4,3175 4,3389 4,3486 4,3248 4,2282 4,0126 3,6477 3,1335 2,5005 1,8094 1,1450 0,5878 0,1768 -0,0993 -0,2823 -0,4145 -0,5083 -0,5396 -0,4819 -0,3435 -0,1694 -0,0121 0,1074 0,2233 0,4071 0,7191 1,1710 1,7178 2,2781 2,7663 3,1208 3,3171 3,3714 3,3361 3,2805 3,2501 3,2365 3,1854 3,0265 2,7034 2,2007 1,5553 0,8383 0,1172 -0,5794 -1,2635 -1,9547 -2,6609 -3,3916 -4,1584 -4,9548 -5,7495 -6,5013 -7,1741 -7,7388 -8,1664 -8,4282 -8,5120 -8,4427 -8,2918 -8,1625 -8,1451 -8,2688 -8,5010 -8,7784 -9,0344 -9,2251 -9,3429 -9,4055 -9,4396 -9,4658 -9,4823 -9,4560 -9,3332 -9,0663 -8,6429 -8,0964 -7,4927 -6,9104 -6,4133 -6,0234 -5,7290 -5,5269 -5,4395 -5,4898 -5,6729 -5,9526 -6,2777 -6,6066 -6,9213 -7,2195 -7,4880 -7,6817 -7,7390 -7,6250 -7,3600 -7,0147 -6,6746 -6,3988 -6,2033 -6,0715 -5,9715 -5,8698 -5,7342 -5,5371 -5,2757 -4,9909 -4,7584 -4,6621 -4,7681 -5,1128 -5,6973 -6,4890 -7,4288 -8,4427 -9,4431 -10,3285 -11,0102 -11,4499 -11,6619 -11,6894 -11,5856 -11,3959 -11,1420 -10,8222 -10,4322 -9,9851 -9,5126 -9,0489 -8,6133 -8,1962 -7,7575 -7,2491 -6,6516 -5,9889 -5,3076 -4,6505 -4,0478 -3,5168 -3,0649 -2,6933 -2,3984 -2,1740 -2,0194 -1,9414 -1,9390 -1,9884 -2,0441 -2,0513 -1,9654 -1,7746 -1,5124 -1,2474 -1,0467 -0,9241 -0,8220 -0,6549 -0,3716 0,0212 0,4696 0,8927 1,2093 1,3678 1,3590 1,2061 0,9525 0,6501 0,3443 0,0635 -0,1839 -0,4091 -0,6331 -0,8717 -1,1230 -1,3616 -1,5518 -1,6784 -1,7521 -1,7831 -1,7686 -1,7023 -1,5835 -1,4215 -1,2388 -1,0588 -0,8900 -0,7298 -0,5732 -0,4127 -0,2420 -0,0710 0,0665 0,1314 0,1065 0,0004 -0,1599 -0,3307 -0,4676 -0,5446 -0,5582 -0,5274 -0,4911 -0,4937 -0,5640 -0,7071 -0,9103 -1,1461 -1,3638 -1,4938 -1,4711 -1,2504 -0,8080 -0,1462 0,6891 1,6073 2,5065 3,3238 4,0484 4,6899 5,2358 5,6425 5,8646 5,8939 5,7732 5,5761 5,3726 5,2062 5,0913 5,0193 4,9639 4,8938 4,7974 4,6983 4,6417 4,6627 4,7634 4,9146 5,0687 5,1628 5,1323 4,9484 4,6417 4,2760 3,8908 3,4625 2,9177 2,1957 1,3104 0,3513 -0,5765 -1,4071 -2,1253 -2,7419 -3,2617 -3,6686 -3,9424 -4,0938 -4,1729 -4,2368 -4,3140 -4,3969 -4,4493 -4,4272 -4,3153 -4,1472 -3,9872 -3,8916 -3,8735 -3,8848 -3,8375 -3,6662 -3,3774 -3,0422 -2,7496 -2,5612 -2,4926 -2,5175 -2,5828 -2,6328 -2,6305 -2,5676 -2,4679 -2,3796 -2,3552 -2,4235 -2,5676 -2,7147 -2,7483 -2,5582 -2,1100 -1,4739 -0,7855 -0,1794 0,2546 0,4758 0,4893 0,3534 0,1632 0,0023 -0,0952 -0,1405 -0,1574 -0,1610 -0,1715 -0,2317 -0,3960 -0,6975 -1,1220 -1,6115 -2,1056 -2,5842 -3,0701 -3,5969 -4,1754 -4,7809 -5,3603 -5,8473 -6,1765 -6,2908 -6,1569 -5,7887 -5,2599 -4,7006 -4,2647 -4,0703 -4,1539 -4,4703 -4,9309 -5,4571 -6,0123 -6,5875 -7,1643 -7,6956 -8,1191 -8,3891 -8,4961 -8,4652 -8,3501 -8,2240 -8,1507 -8,1515 -8,1913 -8,1952 -8,0898 -7,8380 -7,4417 -6,9248 -6,3204 -5,6711 -5,0309 -4,4605 -4,0119 -3,7037 -3,5089 -3,3735 -3,2501 -3,1151 -2,9574 -2,7689 -2,5546 -2,3417 -2,1688 -2,0780 -2,1129 -2,2954 -2,6063 -2,9949 -3,3956 -3,7451 -4,0070 -4,1837 -4,3067 -4,4216 -4,5854 -4,8599 -5,2819 -5,8344 -6,4474 -7,0331 -7,5328 -7,9361 -8,2616 -8,5261 -8,7295 -8,8592 -8,9088 -8,8901 -8,8273 -8,7515 -8,6992 -8,7071 -8,8007 -8,9822 -9,2161 -9,4383 -9,5907 -9,6443 -9,5827 -9,3837 -9,0384 -8,5751 -8,0554 -7,5493 -7,1049 -6,7333 -6,4177 -6,1326 -5,8677 -5,6484 -5,5314 -5,5734 -5,7943 -6,1652 -6,6243 -7,0956 -7,5100 -7,8259 -8,0289 -8,1210 -8,1258 -8,0966 -8,1035 -8,1995 -8,3938 -8,6553 -8,9346 -9,1777 -9,3307 -9,3532 -9,2334 -8,9926 -8,6731 -8,3130 -7,9336 -7,5563 -7,2128 -6,9349 -6,7526 -6,6911
F3    1,0314 1,3039 1,5853 1,8526 2,0903 2,3132 2,5569 2,8402 3,1449 3,4364 3,6893 3,8852 3,9960 3,9844 3,8235 3,5092 3,0604 2,5221 1,9604 1,4397 1,0008 0,6539 0,3803 0,1424 -0,0986 -0,3600 -0,6232 -0,8420 -0,9644 -0,9547 -0,8064 -0,5459 -0,2395 -0,0013 0,0353 -0,2181 -0,7594 -1,4973 -2,2891 -3,0036 -3,5735 -4,0008 -4,3179 -4,5427 -4,6600 -4,6478 -4,5236 -4,3572 -4,2302 -4,1806 -4,1864 -4,1973 -4,1767 -4,1206 -4,0474 -3,9740 -3,9010 -3,8146 -3,6917 -3,5029 -3,2245 -2,8549 -2,4090 -1,9003 -1,3394 -0,7437 -0,1415 0,4319 0,9393 1,3492 1,6429 1,8220 1,9081 1,9240 1,8730 1,7494 1,5736 1,4107 1,3419 1,4191 1,6497 2,0113 2,4577 2,9147 3,2971 3,5403 3,6089 3,4801 3,1396 2,6026 1,9221 1,1660 0,3943 -0,3407 -0,9959 -1,5530 -2,0258 -2,4431 -2,8223 -3,1576 -3,4306 -3,6262 -3,7349 -3,7505 -3,6810 -3,5634 -3,4588 -3,4217 -3,4672 -3,5796 -3,7556 -4,0257 -4,4330 -5,0044 -5,7350 -6,5841 -7,4929 -8,4123 -9,3111 -10,1666 -10,9505 -11,6147 -12,0940 -12,3336 -12,3131 -12,0517 -11,5901 -10,9634 -10,1966 -9,3344 -8,4683 -7,7143 -7,1534 -6,7962 -6,6006 -6,5084 -6,4644 -6,4100 -6,2759 -5,9913 -5,5130 -4,8548 -4,0902 -3,3170 -2,6027 -1,9535 -1,3273 -0,6698 0,0432 0,7735 1,4354 1,9602 2,3443 2,6385 2,8969 3,1398 3,3618 3,5672 3,7824 4,0337 4,3213 4,6177 4,8774 5,0394 5,0403 4,8451 4,4626 3,9291 3,2833 2,5588 1,7984 1,0710 0,4570 0,0055 -0,2879 -0,4615 -0,5584 -0,6001 -0,5764 -0,4645 -0,2663 -0,0292 0,1722 0,2894 0,3474 0,4281 0,6024 0,8805 1,2215 1,5720 1,8862 2,1246 2,2574 2,2789 2,2201 2,1376 2,0749 2,0259 1,9367 1,7366 1,3760 0,8516 0,2086 -0,4839 -1,1709 -1,8296 -2,4524 -3,0253 -3,5371 -4,0058 -4,4777 -4,9939 -5,5611 -6,1532 -6,7295 -7,2481 -7,6692 -7,9590 -8,1012 -8,1143 -8,0557 -8,0020 -8,0066 -8,0732 -8,1679 -8,2429 -8,2535 -8,1759 -8,0202 -7,8275 -7,6558 -7,5561 -7,5441 -7,5858 -7,6084 -7,5353 -7,3267 -6,9989 -6,6138 -6,2471 -5,9474 -5,7078 -5,4858 -5,2632 -5,0771 -4,9884 -5,0373 -5,2263 -5,5274 -5,9028 -6,3244 -6,7716 -7,2075 -7,5643 -7,7617 -7,7503 -7,5495 -7,2514 -6,9731 -6,7910 -6,7156 -6,7155 -6,7456 -6,7566 -6,6971 -6,5197 -6,2040 -5,7805 -5,3302 -4,9593 -4,7682 -4,8312 -5,1851 -5,8211 -6,6825 -7,6663 -8,6333 -9,4439 -10,0137 -10,3458 -10,5105 -10,5928 -10,6473 -10,6847 -10,6864 -10,6226 -10,4644 -10,1974 -9,8254 -9,3563 -8,7971 -8,1634 -7,4927 -6,8407 -6,2564 -5,7510 -5,2909 -4,8217 -4,3036 -3,7355 -3,1647 -2,6751 -2,3466 -2,2168 -2,2725 -2,4588 -2,6913 -2,8767 -2,9415 -2,8554 -2,6326 -2,3181 -1,9726 -1,6625 -1,4390 -1,3097 -1,2222 -1,0842 -0,8131 -0,3797 0,1788 0,7739 1,2954 1,6392 1,7357 1,5741 1,2050 0,7140 0,1916 -0,2870 -0,6799 -0,9891 -1,2438 -1,4654 -1,6510 -1,7828 -1,8534 -1,8848 -1,9153 -1,9663 -2,0322 -2,0902 -2,1049 -2,0348 -1,8496 -1,5404 -1,1192 -0,6240 -0,1173 0,3416 0,7217 1,0133 1,2037 1,2762 1,2375 1,1306 1,0085 0,8945 0,7703 0,5993 0,3658 0,0956 -0,1602 -0,3603 -0,4946 -0,5863 -0,6789 -0,8089 -0,9728 -1,1176 -1,1647 -1,0446 -0,7168 -0,1759 0,5408 1,3561 2,1798 2,9476 3,6379 4,2485 4,7567 5,1134 5,2781 5,2497 5,0669 4,7938 4,5025 4,2537 4,0863 4,0149 4,0266 4,0817 4,1331 4,1592 4,1758 4,2135 4,2879 4,3943 4,5165 4,6294 4,7050 4,7234 4,6790 4,5763 4,4109 4,1501 3,7404 3,1514 2,4136 1,6013 0,7796 -0,0221 -0,7961 -1,5330 -2,2053 -2,7595 -3,1314 -3,2894 -3,2663 -3,1448 -3,0135 -2,9291 -2,8987 -2,8908 -2,8672 -2,8115 -2,7334 -2,6564 -2,6025 -2,5786 -2,5652 -2,5260 -2,4383 -2,3174 -2,2081 -2,1519 -2,1637 -2,2328 -2,3314 -2,4214 -2,4654 -2,4490 -2,3945 -2,3492 -2,3638 -2,4751 -2,6834 -2,9343 -3,1318 -3,1824 -3,0376 -2,7102 -2,2674 -1,8132 -1,4613 -1,3016 -1,3653 -1,6066 -1,9192 -2,1851 -2,3269 -2,3395 -2,2712 -2,1680 -2,0454 -1,9162 -1,8232 -1,8247 -1,9460 -2,1579 -2,4099 -2,6831 -3,0117 -3,4613 -4,0801 -4,8513 -5,6748 -6,3986 -6,8840 -7,0590 -6,9309 -6,5694 -6,0803 -5,5809 -5,1812 -4,9642 -4,9671 -5,1717 -5,5142 -5,9191 -6,3324 -6,7217 -7,0603 -7,3249 -7,5033 -7,5974 -7,6221 -7,6078 -7,6035 -7,6649 -7,8219 -8,0394 -8,2140 -8,2209 -7,9787 -7,4829 -6,7985 -6,0298 -5,2804 -4,6281 -4,1320 -3,8445 -3,7905 -3,9339 -4,1758 -4,3990 -4,5240 -4,5287 -4,4287 -4,2476 -4,0124 -3,7597 -3,5342 -3,3833 -3,3508 -3,4555 -3,6709 -3,9287 -4,1456 -4,2654 -4,2890 -4,2625 -4,2402 -4,2684 -4,3948 -4,6670 -5,1041 -5,6754 -6,3119 -6,9371 -7,4933 -7,9484 -8,2879 -8,5085 -8,6171 -8,6301 -8,5792 -8,5106 -8,4657 -8,4620 -8,4916 -8,5373 -8,5889 -8,6468 -8,7081 -8,7525 -8,7477 -8,6664 -8,4932 -8,2232 -7,8667 -7,4580 -7,0514 -6,7026 -6,4431 -6,2680 -6,1494 -6,0614 -6,0036 -6,0084 -6,1115 -6,3124 -6,5656 -6,8131 -7,0206 -7,1820 -7,3023 -7,3890 -7,4492 -7,4858 -7,5034 -7,5188 -7,5581 -7,6436 -7,7820 -7,9641 -8,1725 -8,3875 -8,5859 -8,7389 -8,8179 -8,8028 -8,6743 -8,4050 -7,9785 -7,4265 -6,8312 -6,2878 -5,8746 -5,6430
F7    0,5763 0,6936 0,7873 0,8694 0,9421 1,0147 1,1090 1,2404 1,4073 1,6030 1,8234 2,0623 2,3073 2,5310 2,6801 2,6841 2,4825 2,0597 1,4631 0,7902 0,1579 -0,3285 -0,6006 -0,6407 -0,4791 -0,1858 0,1478 0,4370 0,6334 0,7322 0,7526 0,7156 0,6321 0,4907 0,2573 -0,0969 -0,5620 -1,0739 -1,5413 -1,9017 -2,1529 -2,3361 -2,5012 -2,6803 -2,8716 -3,0434 -3,1650 -3,2390 -3,3003 -3,3831 -3,4968 -3,6281 -3,7550 -3,8568 -3,9147 -3,9125 -3,8472 -3,7336 -3,5826 -3,3763 -3,0820 -2,6873 -2,2105 -1,6895 -1,1759 -0,7236 -0,3611 -0,0832 0,1227 0,2567 0,3142 0,2983 0,2157 0,0664 -0,1505 -0,4164 -0,6810 -0,8726 -0,9270 -0,8192 -0,5735 -0,2468 0,0993 0,4161 0,6765 0,8726 0,9962 1,0200 0,9055 0,6405 0,2629 -0,1630 -0,5943 -1,0276 -1,4825 -1,9739 -2,4912 -2,9964 -3,4467 -3,8189 -4,1090 -4,3163 -4,4304 -4,4382 -4,3481 -4,2036 -4,0631 -3,9628 -3,9003 -3,8611 -3,8605 -3,9447 -4,1547 -4,5016 -4,9669 -5,5127 -6,0990 -6,6997 -7,2913 -7,8381 -8,3032 -8,6590 -8,8792 -8,9320 -8,7915 -8,4498 -7,9168 -7,2203 -6,4157 -5,5914 -4,8527 -4,2845 -3,9174 -3,7291 -3,6729 -3,6974 -3,7492 -3,7714 -3,7081 -3,5144 -3,1724 -2,7030 -2,1615 -1,6158 -1,1173 -0,6799 -0,2880 0,0741 0,4064 0,6988 0,9452 1,1576 1,3650 1,5902 1,8267 2,0415 2,2055 2,3187 2,4002 2,4558 2,4664 2,4155 2,3200 2,2245 2,1572 2,0967 1,9894 1,7951 1,5141 1,1826 0,8545 0,5782 0,3687 0,1937 0,0006 -0,2368 -0,4983 -0,7325 -0,8865 -0,9306 -0,8727 -0,7558 -0,6338 -0,5303 -0,4104 -0,2043 0,1353 0,5979 1,1279 1,6587 2,1354 2,5178 2,7756 2,8932 2,8862 2,8014 2,6808 2,5236 2,2842 1,9075 1,3699 0,7025 -0,0188 -0,7152 -1,3470 -1,9157 -2,4335 -2,8979 -3,2955 -3,6190 -3,8746 -4,0823 -4,2770 -4,4949 -4,7511 -5,0362 -5,3280 -5,5974 -5,8132 -5,9528 -6,0148 -6,0218 -6,0056 -5,9858 -5,9584 -5,8900 -5,7248 -5,4235 -5,0043 -4,5430 -4,1417 -3,8875 -3,8145 -3,8807 -3,9792 -3,9896 -3,8377 -3,5301 -3,1478 -2,8069 -2,6003 -2,5506 -2,6091 -2,7024 -2,7790 -2,8275 -2,8726 -2,9534 -3,0967 -3,3118 -3,6034 -3,9716 -4,3904 -4,7926 -5,0903 -5,2205 -5,1846 -5,0515 -4,9180 -4,8568 -4,8898 -4,9931 -5,1130 -5,1806 -5,1294 -4,9160 -4,5403 -4,0580 -3,5767 -3,2229 -3,0909 -3,2065 -3,5284 -3,9788 -4,4873 -5,0253 -5,6021 -6,2265 -6,8787 -7,5113 -8,0641 -8,4811 -8,7273 -8,7961 -8,7036 -8,4813 -8,1733 -7,8296 -7,4855 -7,1465 -6,7958 -6,4148 -5,9960 -5,5513 -5,1076 -4,6882 -4,2924 -3,8976 -3,4858 -3,0714 -2,7087 -2,4722 -2,4125 -2,5179 -2,7140 -2,9087 -3,0453 -3,1177 -3,1490 -3,1692 -3,1984 -3,2380 -3,2806 -3,3258 -3,3751 -3,4145 -3,4097 -3,3190 -3,1147 -2,8020 -2,4259 -2,0540 -1,7420 -1,5081 -1,3383 -1,2130 -1,1285 -1,0980 -1,1383 -1,2514 -1,4181 -1,6131 -1,8255 -2,0559 -2,2946 -2,5094 -2,6612 -2,7334 -2,7415 -2,7126 -2,6631 -2,5965 -2,5126 -2,4118 -2,2919 -2,1445 -1,9628 -1,7590 -1,5633 -1,4036 -1,2908 -1,2218 -1,1866 -1,1702 -1,1571 -1,1461 -1,1501 -1,1748 -1,2121 -1,2572 -1,3172 -1,3972 -1,4878 -1,5754 -1,6611 -1,7702 -1,9388 -2,1869 -2,4941 -2,7966 -3,0122 -3,0695 -2,9233 -2,5613 -2,0180 -1,3768 -0,7342 -0,1533 0,3462 0,7537 1,0368 1,1510 1,0806 0,8680 0,6031 0,3800 0,2590 0,2590 0,3677 0,5445 0,7229 0,8307 0,8272 0,7287 0,5967 0,4975 0,4705 0,5188 0,6111 0,6904 0,7005 0,6218 0,4804 0,3249 0,1925 0,0819 -0,0557 -0,2843 -0,6242 -1,0366 -1,4643 -1,8742 -2,2631 -2,6350 -2,9731 -3,2304 -3,3541 -3,3289 -3,2005 -3,0511 -2,9524 -2,9343 -2,9759 -3,0227 -3,0242 -2,9626 -2,8563 -2,7549 -2,7224 -2,7888 -2,9106 -3,0013 -3,0020 -2,9206 -2,8156 -2,7505 -2,7588 -2,8342 -2,9427 -3,0459 -3,1227 -3,1802 -3,2467 -3,3486 -3,4950 -3,6784 -3,8768 -4,0420 -4,0931 -3,9473 -3,5800 -3,0556 -2,4962 -2,0272 -1,7414 -1,6829 -1,8385 -2,1464 -2,5231 -2,8922 -3,2008 -3,4276 -3,5705 -3,6202 -3,5623 -3,4143 -3,2417 -3,1214 -3,0914 -3,1389 -3,2369 -3,3838 -3,6040 -3,9184 -4,3223 -4,7902 -5,2923 -5,7995 -6,2667 -6,6215 -6,7908 -6,7475 -6,5360 -6,2640 -6,0583 -6,0057 -6,1158 -6,3326 -6,5782 -6,7987 -6,9869 -7,1657 -7,3498 -7,5186 -7,6198 -7,6023 -7,4455 -7,1695 -6,8378 -6,5461 -6,3818 -6,3778 -6,4945 -6,6443 -6,7390 -6,7198 -6,5576 -6,2461 -5,7971 -5,2387 -4,6212 -4,0253 -3,5458 -3,2431 -3,1100 -3,0926 -3,1356 -3,2039 -3,2706 -3,3011 -3,2628 -3,1480 -2,9849 -2,8377 -2,7856 -2,8730 -3,0746 -3,3105 -3,4934 -3,5761 -3,5742 -3,5449 -3,5438 -3,6010 -3,7302 -3,9463 -4,2600 -4,6629 -5,1206 -5,5816 -5,9937 -6,3186 -6,5310 -6,6155 -6,5715 -6,4269 -6,2479 -6,1234 -6,1209 -6,2530 -6,4775 -6,7218 -6,9082 -6,9698 -6,8646 -6,5887 -6,1796 -5,7021 -5,2248 -4,7977 -4,4431 -4,1634 -3,9536 -3,8070 -3,7137 -3,6633 -3,6454 -3,6480 -3,6695 -3,7342 -3,8873 -4,1674 -4,5745 -5,0591 -5,5435 -5,9564 -6,2575 -6,4510 -6,5745 -6,6669 -6,7524 -6,8507 -6,9840 -7,1701 -7,4145 -7,6997 -7,9839 -8,2140 -8,3450 -8,3531 -8,2406 -8,0245 -7,7123 -7,2892 -6,7392 -6,0884 -5,4188 -4,8358 -4,4203 -4,1990
