Fp1   -1,5723 -1,3548 -1,1424 -0,9688 -0,8490 -0,7759 -0,7301 -0,6947 -0,6630 -0,6361 -0,6172 -0,6067 -0,6000 -0,5892 -0,5656 -0,5189 -0,4388 -0,3208 -0,1712 -0,0057 0,1569 0,3013 0,4192 0,5064 0,5640 0,6008 0,6304 0,6644 0,7129 0,7869 0,8938 1,0226 1,1351 1,1813 1,1271 0,9752 0,7655 0,5576 0,4027 0,3185 0,2842 0,2581 0,2037 0,1076 -0,0133 -0,1242 -0,1932 -0,2044 -0,1574 -0,0626 0,0634 0,2008 0,3271 0,4204 0,4665 0,4634 0,4237 0,3697 0,3190 0,2699 0,2003 0,0867 -0,0798 -0,2993 -0,5758 -0,9124 -1,2997 -1,7152 -2,1306 -2,5168 -2,8450 -3,0844 -3,2080 -3,2098 -3,1219 -3,0071 -2,9248 -2,8974 -2,9005 -2,8840 -2,8076 -2,6683 -2,4961 -2,3224 -2,1495 -1,9524 -1,7125 -1,4423 -1,1762 -0,9472 -0,7724 -0,6483 -0,5577 -0,4852 -0,4271 -0,3851 -0,3589 -0,3476 -0,3471 -0,3443 -0,3260 -0,2989 -0,2827 -0,2838 -0,2903 -0,2900 -0,2811 -0,2672 -0,2497 -0,2281 -0,2047 -0,1876 -0,1848 -0,1972 -0,2150 -0,2189 -0,1842 -0,0900 0,0710 0,2905 0,5486 0,8220 1,0946 1,3615 1,6220 1,8709 2,0990 2,2985 2,4676 2,6060 2,7059 2,7490 2,7185 2,6185 2,4780 2,3370 2,2314 2,1833 2,1970 2,2622 2,3598 2,4657 2,5506 2,5866 2,5549 2,4505 2,2840 2,0761 1,8394 1,5660 1,2389 0,8552 0,4290 -0,0236 -0,4906 -0,9578 -1,4083 -1,8260 -2,1939 -2,4970 -2,7328 -2,9143 -3,0607 -3,1855 -3,2895 -3,3570 -3,3568 -3,2540 -3,0293 -2,6956 -2,2923 -1,8616 -1,4291 -1,0017 -0,5748 -0,1444 0,2846 0,6983 1,0815 1,4256 1,7320 2,0073 2,2589 2,4964 2,7364 2,9968 3,2813 3,5673 3,8146 3,9902 4,0863 4,1190 4,1135 4,0879 4,0462 3,9845 3,8994 3,7939 3,6750 3,5446 3,3923 3,2003 2,9569 2,6663 2,3441 2,0091 1,6774 1,3589 1,0517 0,7397 0,3947 -0,0124 -0,4939 -1,0312 -1,5795 -2,0911 -2,5372 -2,9139 -3,2302 -3,4916 -3,6971 -3,8468 -3,9486 -4,0143 -4,0547 -4,0777 -4,0891 -4,0884 -4,0716 -4,0399 -4,0045 -3,9778 -3,9641 -3,9602 -3,9642 -3,9791 -4,0066 -4,0384 -4,0584 -4,0562 -4,0314 -3,9853 -3,9137 -3,8096 -3,6756 -3,5345 -3,4253 -3,3804 -3,4041 -3,4677 -3,5203 -3,5064 -3,3857 -3,1499 -2,8250 -2,4585 -2,0964 -1,7640 -1,4631 -1,1868 -0,9347 -0,7147 -0,5316 -0,3802 -0,2494 -0,1269 -0,0021 0,1343 0,2881 0,4614 0,6592 0,8938 1,1686 1,4580 1,7081 1,8614 1,8887 1,8060 1,6636 1,5161 1,3976 1,3203 1,2907 1,3205 1,4178 1,5725 1,7542 1,9261 2,0559 2,1152 2,0821 1,9505 1,7354 1,4657 1,1722 0,8795 0,6048 0,3598 0,1543 -0,0019 -0,1006 -0,1427 -0,1397 -0,1042 -0,0410 0,0516 0,1730 0,3168 0,4676 0,5978 0,6757 0,6771 0,5908 0,4172 0,1638 -0,1588 -0,5330 -0,9332 -1,3343 -1,7198 -2,0773 -2,3945 -2,6630 -2,8799 -3,0430 -3,1471 -3,1849 -3,1519 -3,0512 -2,8955 -2,7117 -2,5363 -2,3978 -2,2990 -2,2190 -2,1309 -2,0167 -1,8693 -1,6902 -1,4897 -1,2863 -1,0994 -0,9412 -0,8086 -0,6770 -0,5082 -0,2679 0,0601 0,4693 0,9366 1,4343 1,9386 2,4289 2,8849 3,2880 3,6232 3,8787 4,0484 4,1363 4,1526 4,1088 4,0171 3,8885 3,7344 3,5719 3,4192 3,2817 3,1467 2,9970 2,8285 2,6593 2,5200 2,4335 2,3984 2,3919 2,3837 2,3522 2,2933 2,2176 2,1397 2,0677 1,9974 1,9132 1,7925 1,6175 1,3869 1,1193 0,8436 0,5834 0,3515 0,1568 0,0047 -0,1118 -0,2110 -0,3129 -0,4291 -0,5592 -0,6910 -0,8079 -0,9001 -0,9690 -1,0174 -1,0417 -1,0353 -0,9987 -0,9426 -0,8852 -0,8497 -0,8624 -0,9441 -1,1002 -1,3165 -1,5626 -1,8008 -1,9950 -2,1197 -2,1683 -2,1558 -2,1114 -2,0663 -2,0423 -2,0490 -2,0929 -2,1846 -2,3286 -2,5138 -2,7199 -2,9282 -3,1238 -3,2949 -3,4329 -3,5269 -3,5585 -3,5082 -3,3717 -3,1706 -2,9410 -2,7087 -2,4775 -2,2389 -1,9879 -1,7294 -1,4728 -1,2270 -1,0029 -0,8138 -0,6635 -0,5426 -0,4377 -0,3399 -0,2445 -0,1516 -0,0704 -0,0196 -0,0136 -0,0493 -0,1113 -0,1880 -0,2796 -0,3965 -0,5496 -0,7403 -0,9585 -1,1817 -1,3755 -1,5085 -1,5694 -1,5728 -1,5524 -1,5447 -1,5741 -1,6527 -1,7803 -1,9390 -2,0928 -2,2044 -2,2612 -2,2833 -2,3003 -2,3238 -2,3470 -2,3608 -2,3612 -2,3459 -2,3112 -2,2556 -2,1859 -2,1146 -2,0543 -2,0137 -1,9986 -2,0139 -2,0598 -2,1274 -2,2075 -2,3031 -2,4294 -2,6032 -2,8307 -3,0967 -3,3665 -3,6023 -3,7808 -3,8979 -3,9624 -3,9884 -3,9923 -3,9883 -3,9802 -3,9581 -3,9075 -3,8216 -3,7080 -3,5840 -3,4645 -3,3585 -3,2686 -3,1842 -3,0800 -2,9341 -2,7484 -2,5477 -2,3602 -2,2012 -2,0716 -1,9708 -1,9054 -1,8805 -1,8877 -1,9064 -1,9147 -1,8943 -1,8312 -1,7199 -1,5665 -1,3816 -1,1745 -0,9579 -0,7521 -0,5793 -0,4542 -0,3797 -0,3479 -0,3454 -0,3560 -0,3640 -0,3601 -0,3457 -0,3292 -0,3184 -0,3159 -0,3233 -0,3540 -0,4355 -0,5919 -0,8175 -1,0724 -1,3068 -1,4856 -1,5961 -1,6468 -1,6611 -1,6649 -1,6788 -1,7156 -1,7738 -1,8325 -1,8581 -1,8187 -1,6952 -1,4895 -1,2286 -0,9589 -0,7288 -0,5681 -0,4801 -0,4495 -0,4558 -0,4817 -0,5173 -0,5597 -0,6037 -0,6369 -0,6505 -0,6552 -0,6854 -0,7909 -1,0108 -1,3467 -1,7599 -2,1936 -2,5984 -2,9502 -3,2526 -3,5251 -3,7884 -4,0582 -4,3439 -4,6440 -4,9420
Fz    -1,9212 -1,6924 -1,4347 -1,1871 -0,9778 -0,8119 -0,6775 -0,5595 -0,4474 -0,3366 -0,2291 -0,1301 -0,0411 0,0417 0,1229 0,2051 0,2910 0,3840 0,4859 0,5921 0,6918 0,7762 0,8429 0,8917 0,9230 0,9406 0,9499 0,9551 0,9615 0,9783 1,0115 1,0491 1,0556 0,9889 0,8263 0,5774 0,2803 -0,0140 -0,2617 -0,4423 -0,5602 -0,6350 -0,6890 -0,7345 -0,7645 -0,7534 -0,6742 -0,5179 -0,2965 -0,0331 0,2473 0,5180 0,7476 0,9050 0,9703 0,9413 0,8332 0,6732 0,4899 0,2989 0,0969 -0,1254 -0,3686 -0,6291 -0,9092 -1,2139 -1,5409 -1,8805 -2,2169 -2,5298 -2,7965 -2,9964 -3,1225 -3,1919 -3,2450 -3,3272 -3,4660 -3,6563 -3,8578 -4,0118 -4,0747 -4,0425 -3,9445 -3,8137 -3,6588 -3,4625 -3,2108 -2,9173 -2,6176 -2,3487 -2,1353 -1,9833 -1,8815 -1,8112 -1,7560 -1,7038 -1,6488 -1,5912 -1,5302 -1,4614 -1,3870 -1,3252 -1,2954 -1,2960 -1,3075 -1,3148 -1,3194 -1,3270 -1,3307 -1,3114 -1,2511 -1,1425 -0,9885 -0,7932 -0,5548 -0,2654 0,0821 0,4855 0,9303 1,3944 1,8558 2,2955 2,7012 3,0654 3,3795 3,6292 3,8002 3,8867 3,8944 3,8343 3,7136 3,5337 3,2985 3,0230 2,7378 2,4837 2,3011 2,2152 2,2267 2,3153 2,4498 2,5931 2,7044 2,7478 2,7004 2,5544 2,3140 1,9900 1,5916 1,1201 0,5741 -0,0381 -0,6962 -1,3783 -2,0669 -2,7460 -3,3998 -4,0120 -4,5634 -5,0371 -5,4308 -5,7586 -6,0366 -6,2708 -6,4544 -6,5688 -6,5856 -6,4752 -6,2211 -5,8319 -5,3379 -4,7714 -4,1567 -3,5138 -2,8619 -2,2179 -1,5942 -0,9974 -0,4265 0,1231 0,6533 1,1596 1,6342 2,0754 2,4938 2,9088 3,3339 3,7659 4,1866 4,5750 4,9139 5,1916 5,4004 5,5312 5,5710 5,5086 5,3418 5,0806 4,7466 4,3647 3,9545 3,5270 3,0912 2,6603 2,2481 1,8633 1,5082 1,1814 0,8792 0,5898 0,2874 -0,0629 -0,4881 -0,9888 -1,5329 -2,0674 -2,5435 -2,9351 -3,2388 -3,4626 -3,6193 -3,7234 -3,7884 -3,8263 -3,8480 -3,8650 -3,8889 -3,9234 -3,9570 -3,9729 -3,9654 -3,9432 -3,9217 -3,9150 -3,9302 -3,9679 -4,0260 -4,0992 -4,1766 -4,2475 -4,3085 -4,3613 -4,4051 -4,4368 -4,4552 -4,4673 -4,4898 -4,5405 -4,6248 -4,7264 -4,8101 -4,8323 -4,7544 -4,5575 -4,2527 -3,8766 -3,4713 -3,0612 -2,6459 -2,2149 -1,7674 -1,3210 -0,9017 -0,5265 -0,1920 0,1221 0,4363 0,7616 1,0997 1,4497 1,8141 2,1983 2,5975 2,9845 3,3149 3,5473 3,6603 3,6613 3,5818 3,4606 3,3237 3,1817 3,0436 2,9262 2,8482 2,8171 2,8248 2,8535 2,8819 2,8837 2,8284 2,6910 2,4632 2,1573 1,8042 1,4442 1,1109 0,8220 0,5830 0,3978 0,2742 0,2180 0,2275 0,2971 0,4253 0,6153 0,8650 1,1584 1,4622 1,7311 1,9215 2,0055 1,9736 1,8307 1,5897 1,2681 0,8871 0,4674 0,0243 -0,4302 -0,8815 -1,3129 -1,7119 -2,0740 -2,3986 -2,6835 -2,9213 -3,1003 -3,2083 -3,2379 -3,1948 -3,0991 -2,9736 -2,8327 -2,6798 -2,5097 -2,3105 -2,0663 -1,7627 -1,3994 -0,9937 -0,5736 -0,1642 0,2226 0,5939 0,9725 1,3867 1,8601 2,4024 3,0027 3,6339 4,2649 4,8688 5,4220 5,9019 6,2878 6,5607 6,7055 6,7203 6,6186 6,4214 6,1513 5,8320 5,4893 5,1503 4,8399 4,5714 4,3437 4,1513 3,9992 3,9029 3,8726 3,8965 3,9410 3,9661 3,9428 3,8641 3,7474 3,6262 3,5334 3,4828 3,4606 3,4304 3,3468 3,1722 2,8942 2,5318 2,1263 1,7212 1,3499 1,0315 0,7694 0,5512 0,3562 0,1664 -0,0265 -0,2162 -0,3835 -0,5091 -0,5898 -0,6387 -0,6710 -0,6931 -0,7056 -0,7110 -0,7175 -0,7368 -0,7811 -0,8613 -0,9865 -1,1633 -1,3908 -1,6533 -1,9212 -2,1572 -2,3257 -2,4063 -2,4020 -2,3336 -2,2311 -2,1258 -2,0483 -2,0291 -2,0963 -2,2607 -2,5027 -2,7788 -3,0399 -3,2476 -3,3808 -3,4341 -3,4073 -3,2973 -3,1044 -2,8421 -2,5383 -2,2245 -1,9206 -1,6257 -1,3224 -0,9940 -0,6369 -0,2590 0,1266 0,5027 0,8488 1,1492 1,3957 1,5849 1,7207 1,8149 1,8793 1,9172 1,9238 1,8984 1,8550 1,8125 1,7791 1,7498 1,7102 1,6427 1,5309 1,3636 1,1425 0,8885 0,6345 0,4109 0,2326 0,0927 -0,0295 -0,1551 -0,3007 -0,4760 -0,6774 -0,8823 -1,0567 -1,1766 -1,2429 -1,2713 -1,2720 -1,2481 -1,2052 -1,1517 -1,0929 -1,0290 -0,9619 -0,8980 -0,8442 -0,8079 -0,8009 -0,8364 -0,9232 -1,0667 -1,2718 -1,5448 -1,8927 -2,3168 -2,8047 -3,3296 -3,8542 -4,3410 -4,7661 -5,1260 -5,4293 -5,6827 -5,8853 -6,0327 -6,1217 -6,1500 -6,1170 -6,0268 -5,8891 -5,7171 -5,5244 -5,3218 -5,1190 -4,9269 -4,7486 -4,5689 -4,3642 -4,1247 -3,8620 -3,5957 -3,3399 -3,1009 -2,8810 -2,6840 -2,5112 -2,3523 -2,1882 -2,0012 -1,7797 -1,5170 -1,2145 -0,8805 -0,5211 -0,1367 0,2666 0,6680 1,0374 1,3493 1,5927 1,7700 1,8861 1,9455 1,9574 1,9385 1,9108 1,8973 1,9174 1,9803 2,0749 2,1651 2,2012 2,1483 2,0105 1,8278 1,6485 1,5074 1,4190 1,3774 1,3622 1,3499 1,3226 1,2723 1,2064 1,1464 1,1199 1,1519 1,2585 1,4385 1,6668 1,8980 2,0821 2,1807 2,1753 2,0651 1,8627 1,5899 1,2692 0,9158 0,5426 0,1696 -0,1837 -0,5140 -0,8454 -1,2220 -1,6813 -2,2259 -2,8217 -3,4166 -3,9631 -4,4328 -4,8190 -5,1303 -5,3813 -5,5884 -5,7676 -5,9292 -6,0726
F3    -1,0100 -0,9692 -0,9417 -0,9375 -0,9565 -0,9865 -1,0109 -1,0198 -1,0137 -1,0024 -0,9964 -0,9931 -0,9699 -0,8976 -0,7565 -0,5424 -0,2690 0,0323 0,3220 0,5650 0,7356 0,8229 0,8365 0,8012 0,7427 0,6797 0,6228 0,5785 0,5563 0,5710 0,6365 0,7507 0,8848 0,9911 1,0266 0,9724 0,8388 0,6588 0,4714 0,3025 0,1564 0,0226 -0,1096 -0,2337 -0,3175 -0,3184 -0,2104 0,0001 0,2828 0,6008 0,9218 1,2192 1,4678 1,6437 1,7334 1,7412 1,6918 1,6219 1,5592 1,5002 1,4108 1,2526 1,0073 0,6725 0,2512 -0,2430 -0,7788 -1,3109 -1,7900 -2,1737 -2,4348 -2,5645 -2,5788 -2,5248 -2,4730 -2,4893 -2,6046 -2,7997 -3,0132 -3,1694 -3,2176 -3,1564 -3,0259 -2,8718 -2,7106 -2,5289 -2,3155 -2,0823 -1,8515 -1,6360 -1,4364 -1,2490 -1,0729 -0,9144 -0,7873 -0,7056 -0,6743 -0,6838 -0,7101 -0,7221 -0,7021 -0,6606 -0,6226 -0,5984 -0,5751 -0,5338 -0,4707 -0,3992 -0,3349 -0,2826 -0,2380 -0,1948 -0,1475 -0,0891 -0,0088 0,1076 0,2765 0,5083 0,7996 1,1351 1,4933 1,8566 2,2223 2,5991 2,9849 3,3532 3,6666 3,8961 4,0298 4,0715 4,0340 3,9303 3,7727 3,5811 3,3871 3,2258 3,1242 3,0909 3,1123 3,1617 3,2124 3,2440 3,2433 3,2053 3,1308 3,0212 2,8752 2,6849 2,4305 2,0818 1,6161 1,0382 0,3823 -0,3063 -0,9901 -1,6427 -2,2452 -2,7821 -3,2401 -3,6142 -3,9178 -4,1810 -4,4288 -4,6614 -4,8531 -4,9636 -4,9515 -4,7848 -4,4523 -3,9713 -3,3824 -2,7303 -2,0517 -1,3770 -0,7311 -0,1296 0,4241 0,9343 1,4082 1,8508 2,2643 2,6478 3,0002 3,3245 3,6274 3,9116 4,1680 4,3759 4,5148 4,5821 4,5993 4,6022 4,6238 4,6791 4,7596 4,8372 4,8751 4,8434 4,7332 4,5511 4,3036 3,9931 3,6269 3,2236 2,8083 2,4029 2,0172 1,6474 1,2783 0,8846 0,4329 -0,1067 -0,7405 -1,4382 -2,1376 -2,7701 -3,2901 -3,6889 -3,9861 -4,2081 -4,3744 -4,4906 -4,5463 -4,5243 -4,4176 -4,2417 -4,0317 -3,8272 -3,6575 -3,5383 -3,4745 -3,4586 -3,4724 -3,4976 -3,5295 -3,5810 -3,6674 -3,7841 -3,9029 -3,9942 -4,0496 -4,0787 -4,0911 -4,0875 -4,0672 -4,0411 -4,0332 -4,0629 -4,1262 -4,1920 -4,2141 -4,1479 -3,9659 -3,6685 -3,2879 -2,8759 -2,4786 -2,1128 -1,7639 -1,4076 -1,0401 -0,6885 -0,3925 -0,1743 -0,0208 0,1050 0,2345 0,3770 0,5250 0,6722 0,8274 1,0150 1,2558 1,5454 1,8520 2,1321 2,3489 2,4898 2,5712 2,6234 2,6705 2,7266 2,8023 2,9064 3,0357 3,1654 3,2563 3,2725 3,1927 3,0093 2,7271 2,3654 1,9565 1,5396 1,1530 0,8277 0,5817 0,4191 0,3343 0,3166 0,3520 0,4240 0,5190 0,6336 0,7718 0,9341 1,1110 1,2876 1,4461 1,5595 1,5933 1,5192 1,3307 1,0474 0,7063 0,3478 0,0018 -0,3196 -0,6216 -0,9121 -1,1871 -1,4303 -1,6235 -1,7545 -1,8210 -1,8308 -1,7990 -1,7433 -1,6755 -1,5962 -1,5020 -1,3939 -1,2766 -1,1556 -1,0396 -0,9384 -0,8541 -0,7756 -0,6838 -0,5624 -0,4001 -0,1904 0,0657 0,3596 0,6814 1,0250 1,3889 1,7797 2,2124 2,7029 3,2578 3,8667 4,4975 5,0975 5,6059 5,9710 6,1633 6,1829 6,0610 5,8485 5,5992 5,3544 5,1344 4,9410 4,7682 4,6056 4,4344 4,2343 4,0021 3,7607 3,5502 3,4068 3,3433 3,3364 3,3350 3,2869 3,1686 2,9995 2,8317 2,7216 2,6997 2,7548 2,8385 2,8845 2,8342 2,6598 2,3740 2,0231 1,6690 1,3675 1,1507 1,0201 0,9512 0,9067 0,8484 0,7491 0,6018 0,4214 0,2371 0,0782 -0,0329 -0,0797 -0,0515 0,0536 0,2228 0,4269 0,6215 0,7502 0,7589 0,6154 0,3222 -0,0854 -0,5464 -0,9896 -1,3520 -1,5987 -1,7339 -1,7920 -1,8125 -1,8229 -1,8381 -1,8688 -1,9312 -2,0459 -2,2202 -2,4364 -2,6613 -2,8611 -3,0072 -3,0808 -3,0808 -3,0249 -2,9372 -2,8378 -2,7391 -2,6485 -2,5686 -2,4936 -2,4079 -2,2912 -2,1229 -1,8880 -1,5839 -1,2253 -0,8458 -0,4876 -0,1813 0,0617 0,2412 0,3613 0,4313 0,4666 0,4819 0,4830 0,4739 0,4639 0,4579 0,4468 0,4113 0,3291 0,1809 -0,0438 -0,3423 -0,6914 -1,0441 -1,3450 -1,5551 -1,6678 -1,7121 -1,7364 -1,7875 -1,8953 -2,0636 -2,2667 -2,4613 -2,6127 -2,7204 -2,8226 -2,9634 -3,1510 -3,3482 -3,4980 -3,5551 -3,5005 -3,3390 -3,0942 -2,8034 -2,5054 -2,2308 -2,0028 -1,8415 -1,7625 -1,7696 -1,8501 -1,9851 -2,1659 -2,3974 -2,6867 -3,0303 -3,4053 -3,7723 -4,0915 -4,3380 -4,5043 -4,5909 -4,6016 -4,5513 -4,4692 -4,3836 -4,3059 -4,2322 -4,1538 -4,0652 -3,9675 -3,8706 -3,7922 -3,7490 -3,7387 -3,7327 -3,6943 -3,6074 -3,4848 -3,3561 -3,2470 -3,1657 -3,1057 -3,0566 -3,0029 -2,9230 -2,7996 -2,6322 -2,4305 -2,1968 -1,9235 -1,6067 -1,2502 -0,8620 -0,4602 -0,0772 0,2528 0,5158 0,7243 0,9054 1,0807 1,2537 1,4138 1,5502 1,6627 1,7654 1,8779 2,0100 2,1479 2,2526 2,2723 2,1687 1,9403 1,6260 1,2821 0,9553 0,6732 0,4494 0,2910 0,2026 0,1851 0,2373 0,3583 0,5445 0,7877 1,0766 1,3983 1,7339 2,0543 2,3207 2,4908 2,5317 2,4331 2,2126 1,9105 1,5764 1,2516 0,9617 0,7231 0,5471 0,4319 0,3530 0,2621 0,0963 -0,1961 -0,6253 -1,1550 -1,7237 -2,2709 -2,7563 -3,1669 -3,5131 -3,8191 -4,1146 -4,4260 -4,7638 -5,1168
F7    -1,1144 -0,8447 -0,5859 -0,3801 -0,2552 -0,2117 -0,2256 -0,2709 -0,3372 -0,4277 -0,5435 -0,6683 -0,7664 -0,8029 -0,7612 -0,6429 -0,4636 -0,2532 -0,0489 0,1204 0,2411 0,3159 0,3600 0,3896 0,4124 0,4331 0,4619 0,5116 0,5878 0,6865 0,7934 0,8833 0,9251 0,8958 0,7916 0,6301 0,4471 0,2888 0,1925 0,1671 0,1884 0,2133 0,1988 0,1217 -0,0085 -0,1566 -0,2855 -0,3744 -0,4165 -0,4114 -0,3626 -0,2798 -0,1762 -0,0618 0,0599 0,1862 0,3128 0,4363 0,5500 0,6339 0,6562 0,5952 0,4547 0,2470 -0,0302 -0,3874 -0,8230 -1,3195 -1,8503 -2,3810 -2,8664 -3,2513 -3,4839 -3,5399 -3,4472 -3,2826 -3,1292 -3,0272 -2,9562 -2,8621 -2,7079 -2,5064 -2,3077 -2,1560 -2,0536 -1,9652 -1,8552 -1,7180 -1,5712 -1,4323 -1,3040 -1,1771 -1,0405 -0,8898 -0,7289 -0,5647 -0,4053 -0,2622 -0,1455 -0,0564 0,0044 0,0243 -0,0126 -0,1009 -0,2105 -0,3085 -0,3758 -0,4040 -0,3876 -0,3250 -0,2275 -0,1233 -0,0482 -0,0279 -0,0657 -0,1417 -0,2176 -0,2501 -0,2118 -0,1021 0,0597 0,2504 0,4547 0,6697 0,8993 1,1429 1,3888 1,6154 1,8032 1,9473 2,0542 2,1244 2,1486 2,1236 2,0642 1,9941 1,9310 1,8762 1,8164 1,7386 1,6393 1,5203 1,3785 1,2071 1,0000 0,7549 0,4801 0,1999 -0,0607 -0,2985 -0,5305 -0,7702 -1,0186 -1,2756 -1,5466 -1,8345 -2,1336 -2,4276 -2,6886 -2,8885 -3,0225 -3,1135 -3,1908 -3,2675 -3,3360 -3,3754 -3,3603 -3,2682 -3,0888 -2,8309 -2,5169 -2,1680 -1,7940 -1,3956 -0,9711 -0,5213 -0,0537 0,4149 0,8583 1,2508 1,5786 1,8443 2,0622 2,2542 2,4457 2,6548 2,8793 3,0936 3,2624 3,3593 3,3763 3,3231 3,2224 3,0993 2,9710 2,8469 2,7315 2,6277 2,5361 2,4480 2,3402 2,1802 1,9432 1,6271 1,2535 0,8578 0,4750 0,1239 -0,2048 -0,5451 -0,9383 -1,4119 -1,9590 -2,5321 -3,0613 -3,4887 -3,7922 -3,9864 -4,1016 -4,1629 -4,1861 -4,1874 -4,1895 -4,2163 -4,2850 -4,3998 -4,5486 -4,7072 -4,8518 -4,9672 -5,0474 -5,0925 -5,1043 -5,0849 -5,0401 -4,9839 -4,9351 -4,9020 -4,8760 -4,8432 -4,7949 -4,7215 -4,6038 -4,4197 -4,1629 -3,8584 -3,5608 -3,3285 -3,1927 -3,1446 -3,1415 -3,1202 -3,0197 -2,8108 -2,5115 -2,1744 -1,8568 -1,5950 -1,3944 -1,2383 -1,1107 -1,0072 -0,9263 -0,8563 -0,7750 -0,6630 -0,5140 -0,3339 -0,1309 0,0894 0,3259 0,5792 0,8409 1,0837 1,2704 1,3709 1,3744 1,2930 1,1588 1,0109 0,8810 0,7906 0,7577 0,7970 0,9103 1,0804 1,2802 1,4849 1,6705 1,8046 1,8502 1,7869 1,6250 1,3987 1,1453 0,8919 0,6520 0,4258 0,2076 -0,0008 -0,1838 -0,3223 -0,4077 -0,4441 -0,4388 -0,3965 -0,3228 -0,2250 -0,1156 -0,0158 0,0495 0,0629 0,0166 -0,0924 -0,2636 -0,4937 -0,7730 -1,0821 -1,3985 -1,7024 -1,9727 -2,1914 -2,3542 -2,4650 -2,5214 -2,5105 -2,4209 -2,2572 -2,0448 -1,8181 -1,6108 -1,4534 -1,3649 -1,3409 -1,3557 -1,3762 -1,3715 -1,3176 -1,2089 -1,0664 -0,9267 -0,8193 -0,7541 -0,7136 -0,6543 -0,5288 -0,3099 0,0050 0,4007 0,8489 1,3186 1,7859 2,2358 2,6573 3,0391 3,3650 3,6118 3,7572 3,7917 3,7230 3,5737 3,3718 3,1353 2,8697 2,5862 2,3131 2,0838 1,9139 1,7944 1,7105 1,6623 1,6647 1,7294 1,8491 1,9941 2,1249 2,2101 2,2367 2,2061 2,1259 2,0082 1,8671 1,7115 1,5396 1,3475 1,1411 0,9338 0,7317 0,5272 0,3118 0,0960 -0,0918 -0,2248 -0,2934 -0,3081 -0,2943 -0,2797 -0,2813 -0,3002 -0,3308 -0,3717 -0,4228 -0,4760 -0,5130 -0,5181 -0,4937 -0,4637 -0,4623 -0,5186 -0,6470 -0,8417 -1,0754 -1,3073 -1,4991 -1,6263 -1,6872 -1,7073 -1,7299 -1,7937 -1,9134 -2,0766 -2,2570 -2,4321 -2,5904 -2,7243 -2,8273 -2,9056 -2,9814 -3,0746 -3,1902 -3,3235 -3,4630 -3,5869 -3,6676 -3,6870 -3,6492 -3,5745 -3,4811 -3,3730 -3,2416 -3,0742 -2,8653 -2,6188 -2,3465 -2,0713 -1,8238 -1,6249 -1,4751 -1,3628 -1,2761 -1,2038 -1,1375 -1,0821 -1,0583 -1,0832 -1,1532 -1,2524 -1,3690 -1,5017 -1,6572 -1,8407 -2,0466 -2,2609 -2,4669 -2,6447 -2,7768 -2,8580 -2,8993 -2,9212 -2,9403 -2,9671 -3,0138 -3,0891 -3,1856 -3,2779 -3,3340 -3,3398 -3,3149 -3,2956 -3,3018 -3,3299 -3,3658 -3,3957 -3,4062 -3,3860 -3,3313 -3,2514 -3,1666 -3,0995 -3,0677 -3,0780 -3,1225 -3,1760 -3,2009 -3,1677 -3,0801 -2,9815 -2,9336 -2,9784 -3,1110 -3,2847 -3,4421 -3,5472 -3,5926 -3,5847 -3,5332 -3,4540 -3,3715 -3,3069 -3,2637 -3,2234 -3,1607 -3,0653 -2,9487 -2,8351 -2,7523 -2,7201 -2,7315 -2,7507 -2,7424 -2,6996 -2,6411 -2,5921 -2,5714 -2,5874 -2,6415 -2,7338 -2,8590 -2,9979 -3,1193 -3,1917 -3,1884 -3,0902 -2,8971 -2,6395 -2,3646 -2,1089 -1,8905 -1,7201 -1,6073 -1,5543 -1,5499 -1,5735 -1,6058 -1,6306 -1,6346 -1,6112 -1,5675 -1,5213 -1,4898 -1,4785 -1,4840 -1,5092 -1,5733 -1,6996 -1,8929 -2,1275 -2,3585 -2,5403 -2,6434 -2,6680 -2,6387 -2,5834 -2,5228 -2,4716 -2,4373 -2,4148 -2,3887 -2,3392 -2,2449 -2,0882 -1,8696 -1,6169 -1,3735 -1,1751 -1,0335 -0,9392 -0,8741 -0,8238 -0,7838 -0,7570 -0,7411 -0,7250 -0,7032 -0,6869 -0,7058 -0,8024 -1,0129 -1,3391 -1,7426 -2,1647 -2,5526 -2,8776 -3,1418 -3,3680 -3,5826 -3,8096 -4,0723 -4,3846 -4,7371
