Fp1   0,3525 -0,2756 -0,6965 -0,8650 -0,7890 -0,5528 -0,2712 -0,0111 0,2061 0,3378 0,3161 0,1288 -0,1305 -0,3311 -0,4177 -0,4185 -0,3660 -0,2607 -0,1023 0,0878 0,2889 0,5053 0,7351 0,9365 1,0616 1,0915 1,0037 0,7562 0,3436 -0,1502 -0,5859 -0,8642 -0,9798 -0,9899 -0,9533 -0,8837 -0,7532 -0,5598 -0,3669 -0,2304 -0,1236 0,0112 0,1673 0,2868 0,3501 0,4062 0,5189 0,7147 0,9880 1,3344 1,7607 2,2692 2,8320 3,3697 3,7583 3,8852 3,7313 3,3976 3,0301 2,7044 2,3887 1,9951 1,4525 0,7704 0,0634 -0,5034 -0,8109 -0,8415 -0,6731 -0,4393 -0,2806 -0,2989 -0,5226 -0,8866 -1,2626 -1,5402 -1,6551 -1,5639 -1,2686 -0,8500 -0,4146 -0,0179 0,3276 0,5819 0,6658 0,5366 0,2485 -0,0815 -0,3427 -0,4706 -0,4584 -0,3515 -0,2174 -0,1068 -0,0362 0,0006 0,0228 0,0646 0,1499 0,2427 0,2511 0,1043 -0,1900 -0,5788 -1,0355 -1,5785 -2,2198 -2,8991 -3,4904 -3,8963 -4,1242 -4,2744 -4,4620 -4,7413 -5,0980 -5,5016 -5,9340 -6,3742 -6,7907 -7,1549 -7,4459 -7,6576 -7,8104 -7,9386 -8,0603 -8,1640 -8,2134 -8,1653 -8,0041 -7,7725 -7,5672 -7,4863 -7,5714 -7,7839 -8,0163 -8,1454 -8,1014 -7,8898 -7,5743 -7,2460 -6,9804 -6,8076 -6,7127 -6,6505 -6,5524 -6,3543 -6,0587 -5,7456 -5,4870 -5,2751 -5,0403 -4,7335 -4,3849 -4,0775 -3,8853 -3,8391 -3,9145 -4,0494 -4,2098 -4,4332 -4,7588 -5,1280 -5,4057 -5,4729 -5,2682 -4,8118 -4,2340 -3,7250 -3,4209 -3,3611 -3,5489 -4,0046 -4,7211 -5,5742 -6,3324 -6,7905 -6,8846 -6,6835 -6,2881 -5,7470 -5,0674 -4,2843 -3,4876 -2,7795 -2,2234 -1,8377 -1,6226 -1,5652 -1,6257 -1,7464 -1,8910 -2,0601 -2,2497 -2,4067 -2,4570 -2,3683 -2,1806 -1,9775 -1,8236 -1,7422 -1,7595 -1,9297 -2,2914 -2,8108 -3,3836 -3,9122 -4,3823 -4,8482 -5,3627 -5,9554 -6,6466 -7,4173 -8,1688 -8,7853 -9,2378 -9,5546 -9,7153 -9,6595 -9,3716 -8,9044 -8,3675 -7,9112 -7,6425 -7,5294 -7,4202 -7,1734 -6,7695 -6,3161 -5,9596 -5,7897 -5,7940 -5,8751 -5,9275 -5,9086 -5,8544 -5,8517 -5,9895 -6,3040 -6,7617 -7,2754 -7,7182 -7,9397 -7,8175 -7,3221 -6,5167 -5,5064 -4,4409 -3,5374 -3,0058 -2,9310 -3,2371 -3,7377 -4,2328 -4,6081 -4,8738 -5,1284 -5,4770 -5,9442 -6,4448 -6,8386 -7,0326 -7,0462 -6,9708 -6,8723 -6,7480 -6,5703 -6,3319 -6,0381 -5,6985 -5,3419 -5,0003 -4,6655 -4,3041 -3,9286 -3,6158 -3,4631 -3,5644 -3,9698 -4,6222 -5,3700 -6,0538 -6,5762 -6,9154 -7,0850 -7,0931 -6,9513 -6,6941 -6,3557 -5,9430 -5,4721 -5,0349 -4,7872 -4,8451 -5,2048 -5,7523 -6,3298 -6,8098 -7,1256 -7,2383 -7,1037 -6,7003 -6,0670 -5,2883 -4,4563 -3,6446 -2,9121 -2,3445 -2,0631 -2,1498 -2,5777 -3,2322 -3,9748 -4,6795 -5,2656 -5,7246 -6,0855 -6,3600 -6,5402 -6,6205 -6,6128 -6,5467 -6,4400 -6,2831 -6,0728 -5,8320 -5,5824 -5,3247 -5,0482 -4,7445 -4,4221 -4,1084 -3,8335 -3,6305 -3,5522 -3,6590 -3,9686 -4,4250 -4,9440 -5,4766 -5,9933 -6,4283 -6,7110 -6,8530 -6,9442 -7,0677 -7,2554 -7,4854 -7,6747 -7,6924 -7,4179 -6,8058 -5,9186 -4,9173 -4,0123 -3,3734 -3,0535 -2,9866 -3,0541 -3,1641 -3,2951 -3,4882 -3,8039 -4,2706 -4,8511 -5,4568 -5,9872 -6,3675 -6,5723 -6,6274 -6,5841 -6,4862 -6,3670 -6,2544 -6,1466 -6,0115 -5,8387 -5,6638 -5,5317 -5,4517 -5,3659 -5,1596 -4,7510 -4,1799 -3,5958 -3,1846 -3,1053 -3,4377 -4,1267 -4,9711 -5,7181 -6,2175 -6,4546 -6,4274 -6,0802 -5,3924 -4,4608 -3,4688 -2,6064 -2,0149 -1,7755 -1,9032 -2,3099 -2,8120 -3,2436 -3,5691 -3,8577 -4,1536 -4,4211 -4,6163 -4,7420 -4,8157 -4,8476 -4,8444 -4,7853 -4,6132 -4,2891 -3,8425 -3,3532 -2,8942 -2,4965 -2,1453 -1,8098 -1,4973 -1,2723 -1,2043 -1,2916 -1,4325 -1,4817 -1,3613 -1,1215 -0,8992 -0,8391 -1,0263 -1,4376 -1,9665 -2,5095 -2,9988 -3,3779 -3,6175 -3,7403 -3,7897 -3,8009 -3,8079 -3,8355 -3,8776 -3,8953 -3,8192 -3,5700 -3,1246 -2,5662 -2,0441 -1,6934 -1,5945 -1,7731 -2,1995 -2,7692 -3,2973 -3,5803 -3,5047 -3,1102 -2,5467 -1,9687 -1,4739 -1,1135 -0,9053 -0,8373 -0,8799 -0,9885 -1,0897 -1,0825 -0,8901 -0,5478 -0,2219 -0,1079 -0,2933 -0,6848 -1,0690 -1,3043 -1,4358 -1,5824 -1,7786 -1,9833 -2,1795 -2,3857 -2,5781 -2,6718 -2,6150 -2,4546 -2,2907 -2,2050 -2,2232 -2,3084 -2,3875 -2,3959 -2,3154 -2,2005 -2,1648 -2,3178 -2,7025 -3,2840 -3,9789 -4,6919 -5,3387 -5,8479 -6,1705 -6,3135 -6,3534 -6,3946 -6,5094 -6,6948 -6,8697 -6,9285 -6,8329 -6,6663 -6,5775 -6,6463 -6,8042 -6,8890 -6,7512 -6,3088 -5,5445 -4,4979 -3,2719 -2,0231 -0,9166 -0,0841 0,3959 0,5160 0,3559 0,0682 -0,2064 -0,4352 -0,6450 -0,7844 -0,7446 -0,5218 -0,2488 -0,0455 0,0816 0,1762 0,2585 0,3416 0,4425 0,5427 0,5961 0,5922 0,5727 0,5830 0,6249 0,6381 0,5171 0,1824 -0,3548 -1,0078 -1,6822 -2,3238 -2,9154 -3,4195 -3,7435 -3,8058 -3,6254 -3,3216 -3,0410 -2,8951 -2,9502 -3,2361 -3,7287 -4,3392 -4,9606 -5,5261 -5,9961 -6,3058 -6,3730 -6,1591 -5,7052 -5,1232 -4,5608 -4,1393 -3,8997 -3,8223 -3,8803 -4,0354 -4,2048 -4,2834 -4,2191 -4,0543 -3,8693 -3,6833 -3,4510 -3,1602 -2,8771 -2,6726 -2,5479 -2,4381 -2,2599 -1,9823 -1,6675 -1,4043 -1,2053 -1,0127
Fz    -0,1496 -0,9551 -1,5498 -1,8340 -1,7686 -1,4093 -0,8741 -0,2771 0,2842 0,7053 0,8944 0,8386 0,6301 0,3909 0,1634 -0,0961 -0,4190 -0,7579 -1,0269 -1,1788 -1,2148 -1,1335 -0,9201 -0,5872 -0,1765 0,2726 0,7238 1,1364 1,4843 1,7688 1,9961 2,1436 2,1602 2,0043 1,6693 1,1812 0,5895 -0,0469 -0,6637 -1,1746 -1,4738 -1,4964 -1,2765 -0,9190 -0,5201 -0,1288 0,2363 0,5735 0,9052 1,2759 1,7349 2,3160 3,0122 3,7512 4,3973 4,7974 4,8691 4,6796 4,4094 4,2063 4,0836 3,9417 3,6579 3,1892 2,6292 2,1569 1,9229 1,9745 2,2394 2,5489 2,7140 2,6173 2,2549 1,7228 1,1641 0,7073 0,4592 0,5115 0,8753 1,4273 1,9700 2,3413 2,4667 2,3484 2,0422 1,6431 1,2590 0,9673 0,7999 0,7721 0,8963 1,1603 1,5171 1,9089 2,2830 2,5934 2,8241 3,0089 3,1880 3,3390 3,3809 3,2432 2,9114 2,4145 1,8005 1,1230 0,4452 -0,1497 -0,5833 -0,8292 -0,9262 -0,9522 -0,9786 -1,0300 -1,0877 -1,1325 -1,1555 -1,1279 -1,0088 -0,7985 -0,5516 -0,3448 -0,2551 -0,3521 -0,6806 -1,2321 -1,9178 -2,5857 -3,1025 -3,4419 -3,6980 -4,0020 -4,4170 -4,8947 -5,2980 -5,4674 -5,2994 -4,7771 -3,9592 -2,9668 -1,9601 -1,0903 -0,4586 -0,1014 0,0123 -0,0489 -0,2393 -0,5409 -0,8904 -1,1399 -1,1163 -0,7379 -0,0749 0,7082 1,4501 2,0430 2,4507 2,6897 2,7620 2,6174 2,2248 1,6718 1,1583 0,9016 1,0495 1,6208 2,4847 3,4204 4,2248 4,7635 4,9278 4,5923 3,6797 2,2849 0,6931 -0,7528 -1,8123 -2,4146 -2,6041 -2,4498 -2,0268 -1,4431 -0,8181 -0,2327 0,2781 0,7029 1,0467 1,3328 1,5931 1,8422 2,0584 2,1925 2,2097 2,1270 2,0018 1,8930 1,8366 1,8402 1,9001 2,0115 2,1416 2,2109 2,1341 1,8904 1,5348 1,1270 0,6727 0,1538 -0,4216 -1,0371 -1,7001 -2,4044 -3,0782 -3,6324 -4,0488 -4,3482 -4,4830 -4,3345 -3,8074 -2,9070 -1,7771 -0,6747 0,1575 0,6316 0,8281 0,8867 0,8853 0,8132 0,6396 0,3820 0,1230 -0,0179 0,0480 0,3203 0,7085 1,0587 1,1883 0,9492 0,2883 -0,7278 -1,9070 -2,9717 -3,6617 -3,8313 -3,4612 -2,6166 -1,4444 -0,1910 0,8579 1,4982 1,6946 1,5693 1,2998 1,0060 0,7109 0,3675 -0,0775 -0,6089 -1,1106 -1,4155 -1,4131 -1,1230 -0,6490 -0,0727 0,5721 1,2380 1,8334 2,2737 2,5193 2,5541 2,3774 2,0405 1,6520 1,3072 1,0205 0,7303 0,3381 -0,2321 -0,9636 -1,7413 -2,4236 -2,9113 -3,1667 -3,1891 -2,9865 -2,5886 -2,0704 -1,5185 -0,9755 -0,4605 -0,0499 0,1290 0,0093 -0,3708 -0,9328 -1,6115 -2,3459 -3,0392 -3,5358 -3,6631 -3,3284 -2,5736 -1,5404 -0,4051 0,6853 1,6497 2,4341 2,9572 3,1414 2,9885 2,5858 2,0497 1,4892 0,9811 0,5436 0,1510 -0,2331 -0,6348 -1,0351 -1,3504 -1,4711 -1,3121 -0,8317 -0,0435 0,9685 2,0575 3,0536 3,8264 4,3224 4,5423 4,5175 4,3185 4,0221 3,6452 3,1449 2,5009 1,7800 1,1047 0,5752 0,2564 0,2168 0,4981 1,0254 1,6055 2,0269 2,1448 1,9175 1,4334 0,8964 0,5546 0,6033 1,1093 1,9802 2,9960 3,9143 4,5963 5,0412 5,3101 5,4312 5,3727 5,0720 4,4867 3,6527 2,7024 1,7952 1,0300 0,4339 0,0013 -0,2871 -0,4639 -0,5709 -0,6573 -0,7604 -0,8571 -0,8738 -0,7712 -0,5856 -0,3792 -0,1708 0,0962 0,5174 1,1314 1,8584 2,5292 2,9545 2,9937 2,6164 1,9389 1,2013 0,6563 0,4270 0,4906 0,8027 1,3689 2,1840 3,1659 4,1585 4,9808 5,4829 5,5646 5,1793 4,3850 3,3757 2,3851 1,5339 0,8028 0,1571 -0,3634 -0,7021 -0,8450 -0,7931 -0,5601 -0,2015 0,2157 0,6578 1,1088 1,5411 1,9216 2,2334 2,4919 2,7571 3,1089 3,5625 4,0070 4,2594 4,1964 3,8450 3,3641 2,9238 2,5917 2,3292 2,0549 1,7029 1,2654 0,7924 0,3506 0,0103 -0,1520 -0,1003 0,1237 0,4336 0,7314 0,9249 0,9743 0,9196 0,8490 0,8624 1,0483 1,4379 1,9623 2,4716 2,7989 2,8184 2,4827 1,8360 1,0074 0,1942 -0,3891 -0,6039 -0,4584 -0,0723 0,4350 1,0014 1,5950 2,1872 2,7497 3,2535 3,6770 4,0229 4,3272 4,6291 4,9121 5,0936 5,0973 4,9303 4,6978 4,5218 4,3967 4,1605 3,6665 2,9432 2,1556 1,4716 1,0038 0,8348 1,0130 1,4868 2,0966 2,6677 3,0918 3,3381 3,4343 3,4314 3,3688 3,2648 3,1101 2,8570 2,4473 1,8674 1,1762 0,4880 -0,0725 -0,4189 -0,5230 -0,4022 -0,1242 0,1761 0,3346 0,2474 -0,0702 -0,4971 -0,8731 -1,0969 -1,1989 -1,2991 -1,4706 -1,6585 -1,7210 -1,5176 -0,9672 -0,0691 1,0926 2,3532 3,5138 4,4243 5,0264 5,3327 5,3904 5,2723 5,0832 4,9091 4,7390 4,5153 4,2559 4,0288 3,8268 3,5693 3,2254 2,8577 2,5526 2,3648 2,3207 2,4089 2,5392 2,5651 2,3989 2,0890 1,7734 1,5784 1,5425 1,6085 1,6930 1,7593 1,8037 1,7934 1,6597 1,3625 0,9548 0,5625 0,2856 0,1375 0,0777 0,0598 0,0321 -0,0650 -0,2661 -0,5443 -0,8392 -1,1283 -1,4422 -1,8043 -2,1732 -2,4513 -2,5422 -2,4055 -2,0703 -1,6135 -1,1244 -0,6849 -0,3809 -0,3000 -0,4752 -0,8372 -1,2479 -1,5882 -1,8211 -1,9634 -2,0106 -1,9348 -1,7494 -1,5080 -1,2323 -0,8904 -0,4514 0,0638 0,5629 0,9064 1,0138 0,9520 0,8820
F3    0,1652 -0,5770 -1,2178 -1,6300 -1,7145 -1,4769 -1,0158 -0,4415 0,1498 0,6447 0,9293 0,9653 0,8237 0,6079 0,3483 0,0087 -0,4111 -0,8320 -1,1610 -1,3650 -1,4617 -1,4529 -1,3165 -1,0629 -0,7425 -0,4000 -0,0643 0,2408 0,5183 0,8167 1,1954 1,6624 2,1542 2,5687 2,8084 2,8118 2,5692 2,1084 1,4804 0,7746 0,1115 -0,4282 -0,8474 -1,1774 -1,4062 -1,4818 -1,3599 -1,0318 -0,5199 0,1325 0,8738 1,6644 2,4777 3,2647 3,9239 4,3226 4,3835 4,1758 3,8843 3,6493 3,4550 3,1751 2,7047 2,0663 1,4156 0,9457 0,7827 0,9420 1,3303 1,7738 2,0898 2,1683 2,0011 1,6665 1,2803 0,9416 0,7369 0,7544 1,0214 1,4483 1,8829 2,2049 2,3575 2,3275 2,1274 1,7911 1,3628 0,8806 0,3891 -0,0308 -0,2780 -0,2878 -0,0524 0,4001 1,0092 1,6728 2,2851 2,7983 3,2139 3,5112 3,6201 3,4787 3,0842 2,4735 1,6843 0,7540 -0,2380 -1,1469 -1,8166 -2,1650 -2,2207 -2,0995 -1,9393 -1,8259 -1,7736 -1,7683 -1,7930 -1,8080 -1,7653 -1,6625 -1,5475 -1,4686 -1,4531 -1,5282 -1,7347 -2,1020 -2,6018 -3,1403 -3,6230 -4,0373 -4,4607 -4,9694 -5,5416 -6,0562 -6,3555 -6,3124 -5,8811 -5,1021 -4,0735 -2,9324 -1,8424 -0,9634 -0,4132 -0,2320 -0,3650 -0,7071 -1,1884 -1,7837 -2,4253 -2,9500 -3,1577 -2,9309 -2,3062 -1,4370 -0,5091 0,3137 0,9241 1,2820 1,3778 1,2010 0,7846 0,2690 -0,1269 -0,2147 0,0798 0,6903 1,4304 2,0761 2,4742 2,5799 2,3816 1,8280 0,8857 -0,3321 -1,5611 -2,5350 -3,1264 -3,3605 -3,3199 -3,0561 -2,5976 -2,0034 -1,3667 -0,7731 -0,2785 0,0933 0,3548 0,5558 0,7620 1,0119 1,2800 1,4853 1,5455 1,4406 1,2288 1,0067 0,8475 0,7648 0,7373 0,7430 0,7438 0,6695 0,4608 0,1318 -0,2328 -0,5643 -0,8863 -1,2849 -1,8265 -2,5239 -3,3376 -4,1591 -4,8193 -5,1828 -5,2447 -5,0846 -4,7481 -4,2280 -3,5290 -2,7058 -1,8757 -1,2130 -0,8606 -0,8083 -0,8843 -0,8907 -0,7534 -0,5470 -0,4022 -0,4045 -0,5502 -0,7576 -0,9234 -0,9827 -0,9328 -0,8378 -0,8173 -1,0025 -1,4863 -2,2713 -3,2166 -4,0605 -4,5430 -4,5180 -3,9679 -2,9684 -1,6959 -0,4334 0,5239 1,0109 1,0552 0,8306 0,5399 0,3032 0,1216 -0,0880 -0,4226 -0,9114 -1,4675 -1,9215 -2,1328 -2,0810 -1,8336 -1,4400 -0,8956 -0,2079 0,5432 1,2356 1,7657 2,0716 2,1420 2,0275 1,8129 1,5470 1,2100 0,7453 0,0949 -0,7596 -1,7387 -2,6688 -3,3682 -3,7371 -3,7834 -3,5729 -3,1719 -2,6541 -2,1192 -1,6481 -1,2477 -0,8992 -0,6583 -0,6332 -0,8530 -1,2386 -1,6963 -2,1752 -2,6486 -3,0726 -3,3550 -3,3712 -3,0410 -2,3941 -1,5604 -0,7015 0,0760 0,7565 1,3476 1,7974 2,0135 1,9538 1,6647 1,2404 0,7768 0,3375 -0,0742 -0,4994 -0,9826 -1,5396 -2,1187 -2,5910 -2,8076 -2,6633 -2,1208 -1,2189 -0,0757 1,1328 2,2211 3,0539 3,5777 3,7918 3,7251 3,4481 3,0428 2,5350 1,8937 1,1195 0,3142 -0,3727 -0,8558 -1,1289 -1,1837 -0,9951 -0,6003 -0,1271 0,2740 0,4922 0,4828 0,2918 0,0574 -0,0399 0,1410 0,6277 1,3083 1,9826 2,4798 2,7599 2,9043 3,0118 3,1075 3,1284 2,9741 2,5805 1,9815 1,3050 0,6866 0,1918 -0,1815 -0,4633 -0,6944 -0,9202 -1,1697 -1,4388 -1,6803 -1,7959 -1,6881 -1,3590 -0,9358 -0,5803 -0,3721 -0,2550 -0,0902 0,2173 0,6367 1,0413 1,2831 1,2561 0,9441 0,4477 -0,0371 -0,3159 -0,3216 -0,1184 0,2308 0,7341 1,3980 2,1547 2,8705 3,4021 3,6532 3,5895 3,2287 2,6568 2,0283 1,4773 1,0135 0,5488 0,0398 -0,4514 -0,8554 -1,1592 -1,3485 -1,3891 -1,2699 -0,9964 -0,5635 0,0180 0,6839 1,3301 1,8587 2,2218 2,4525 2,6475 2,8746 3,0887 3,1673 3,0322 2,7270 2,3885 2,1383 1,9942 1,8772 1,6846 1,3591 0,9250 0,4624 0,0492 -0,2443 -0,3374 -0,1849 0,1686 0,6059 0,9763 1,1427 1,0594 0,8047 0,5220 0,3505 0,3940 0,6860 1,1524 1,6318 1,9496 1,9861 1,7042 1,1504 0,4529 -0,1860 -0,5565 -0,5621 -0,2792 0,1261 0,5397 0,9431 1,3509 1,7571 2,1356 2,4600 2,7149 2,9089 3,0890 3,3167 3,5945 3,8376 3,9447 3,8910 3,7596 3,6697 3,6248 3,4681 3,0495 2,3929 1,6557 0,9858 0,4673 0,1616 0,1225 0,3426 0,7302 1,1700 1,5784 1,9116 2,1547 2,3004 2,3430 2,3001 2,2029 2,0475 1,7875 1,3824 0,8367 0,2055 -0,4227 -0,9567 -1,3264 -1,4937 -1,4789 -1,3820 -1,3418 -1,4443 -1,6651 -1,8888 -1,9817 -1,8938 -1,7226 -1,6474 -1,7761 -2,0628 -2,3533 -2,4705 -2,2755 -1,7033 -0,7833 0,3591 1,5480 2,6355 3,5354 4,1939 4,5655 4,6424 4,5006 4,2542 3,9453 3,5564 3,1253 2,7437 2,4465 2,1990 1,9860 1,8389 1,7841 1,8201 1,9318 2,0837 2,1977 2,1777 1,9901 1,7054 1,4481 1,3138 1,3095 1,3491 1,3291 1,2151 1,0393 0,8247 0,5463 0,1786 -0,2290 -0,5571 -0,7125 -0,6967 -0,5773 -0,4384 -0,3771 -0,5014 -0,8730 -1,4429 -2,0825 -2,6891 -3,2298 -3,6864 -4,0002 -4,0933 -3,9298 -3,5394 -2,9976 -2,3940 -1,8029 -1,2737 -0,8622 -0,6494 -0,6930 -0,9677 -1,3706 -1,7861 -2,1501 -2,4373 -2,5988 -2,5717 -2,3579 -2,0363 -1,6856 -1,3351 -0,9886 -0,6534 -0,3565 -0,1493 -0,0553 -0,0157 0,0722
F7    0,9134 0,1406 -0,5520 -0,9938 -1,1036 -0,9316 -0,5979 -0,2230 0,0885 0,2523 0,2441 0,1319 0,0303 -0,0046 -0,0326 -0,1700 -0,4710 -0,8687 -1,2226 -1,4183 -1,4190 -1,2496 -0,9790 -0,7068 -0,4934 -0,3016 -0,0562 0,2523 0,5619 0,8187 1,0235 1,2043 1,3622 1,4451 1,3795 1,1365 0,7607 0,3376 -0,0463 -0,3238 -0,4583 -0,4533 -0,3589 -0,2396 -0,1108 0,0775 0,3747 0,7556 1,1219 1,3731 1,4874 1,5506 1,6973 1,9993 2,4037 2,7688 2,9604 2,9450 2,7876 2,5529 2,2521 1,8814 1,4510 0,9832 0,5221 0,1345 -0,1087 -0,1447 0,0673 0,5029 1,0468 1,5379 1,8527 1,9602 1,9034 1,7412 1,5358 1,3761 1,3450 1,4489 1,6041 1,7035 1,7089 1,6765 1,6780 1,7169 1,7406 1,7074 1,6248 1,5424 1,5194 1,5956 1,7834 2,0747 2,4425 2,8397 3,2142 3,5181 3,6933 3,6696 3,4010 2,8973 2,2074 1,3981 0,5636 -0,1794 -0,7247 -1,0100 -1,0498 -0,9454 -0,8372 -0,8234 -0,8996 -0,9612 -0,8764 -0,5782 -0,1151 0,3548 0,6227 0,5257 0,0259 -0,7813 -1,7190 -2,6057 -3,3240 -3,8356 -4,1464 -4,2839 -4,2943 -4,2291 -4,1333 -4,0510 -4,0314 -4,1034 -4,2227 -4,2702 -4,1236 -3,7275 -3,1065 -2,3469 -1,5661 -0,8649 -0,2948 0,1235 0,3676 0,4007 0,1718 -0,3353 -1,0131 -1,6213 -1,9112 -1,7836 -1,3198 -0,6765 0,0026 0,5967 1,0093 1,1893 1,1449 0,9448 0,6981 0,4947 0,3539 0,2562 0,2127 0,2557 0,3791 0,5410 0,7145 0,8792 0,9639 0,8554 0,4875 -0,0878 -0,7177 -1,2285 -1,5191 -1,6130 -1,6096 -1,5880 -1,5816 -1,6063 -1,6477 -1,6323 -1,4686 -1,1321 -0,6939 -0,2718 0,0390 0,1996 0,2225 0,1468 0,0118 -0,1558 -0,3435 -0,5361 -0,6969 -0,7775 -0,7395 -0,5668 -0,2785 0,0555 0,3183 0,3832 0,1651 -0,3579 -1,1454 -2,0858 -3,0072 -3,7627 -4,3149 -4,7049 -4,9527 -5,0468 -5,0160 -4,9286 -4,8153 -4,6417 -4,3459 -3,8931 -3,3313 -2,7916 -2,4068 -2,2307 -2,2265 -2,3074 -2,4020 -2,5052 -2,6765 -2,9899 -3,4615 -4,0111 -4,5001 -4,7971 -4,8192 -4,5697 -4,1558 -3,7421 -3,4732 -3,4197 -3,5494 -3,7394 -3,8470 -3,7772 -3,4865 -2,9765 -2,3367 -1,7667 -1,4894 -1,6184 -2,1070 -2,7954 -3,4948 -4,0675 -4,4678 -4,7305 -4,9165 -5,0449 -5,0681 -4,9245 -4,6206 -4,2341 -3,8232 -3,3702 -2,8375 -2,2387 -1,6348 -1,0900 -0,6620 -0,4148 -0,3967 -0,5988 -0,9597 -1,4279 -1,9942 -2,6462 -3,3147 -3,8710 -4,1808 -4,2007 -4,0341 -3,8729 -3,8747 -4,0774 -4,4044 -4,7296 -4,9280 -4,8840 -4,5219 -3,8769 -3,1206 -2,4755 -2,0940 -2,0154 -2,2005 -2,5719 -3,0286 -3,4487 -3,6993 -3,6805 -3,3835 -2,8929 -2,3323 -1,8093 -1,3776 -1,0441 -0,8285 -0,7953 -0,9911 -1,3676 -1,7887 -2,1045 -2,2167 -2,1250 -1,9274 -1,7560 -1,7162 -1,8677 -2,2051 -2,6526 -3,0954 -3,4158 -3,5173 -3,3493 -2,9343 -2,3663 -1,7656 -1,2138 -0,7248 -0,2806 0,1270 0,4861 0,7357 0,7521 0,4314 -0,1964 -0,9653 -1,6970 -2,3165 -2,8324 -3,2252 -3,4190 -3,3764 -3,1645 -2,9139 -2,7475 -2,7289 -2,8304 -2,9414 -2,9152 -2,6319 -2,0598 -1,2848 -0,4730 0,2088 0,6548 0,8321 0,7593 0,4816 0,0583 -0,4467 -0,9714 -1,4440 -1,7774 -1,9166 -1,8989 -1,8476 -1,8980 -2,1119 -2,4322 -2,7240 -2,8799 -2,8725 -2,7073 -2,3854 -1,9374 -1,4427 -0,9870 -0,6197 -0,3402 -0,1129 0,0947 0,2803 0,3979 0,3643 0,1031 -0,3834 -0,9782 -1,4992 -1,8138 -1,9054 -1,8126 -1,5443 -1,1093 -0,5963 -0,1590 0,0700 0,0480 -0,1585 -0,4289 -0,6739 -0,8408 -0,8835 -0,8171 -0,7789 -0,9404 -1,3431 -1,8636 -2,3258 -2,5942 -2,5990 -2,3610 -1,9784 -1,5439 -1,1013 -0,6884 -0,3783 -0,2667 -0,4277 -0,8558 -1,4114 -1,8509 -1,9763 -1,7604 -1,3290 -0,8393 -0,3685 0,1091 0,6354 1,1684 1,5732 1,6944 1,4573 0,9337 0,2981 -0,2816 -0,7056 -0,9382 -0,9889 -0,8868 -0,6554 -0,3279 0,0241 0,3098 0,4537 0,4220 0,2491 0,0286 -0,1452 -0,2326 -0,2570 -0,2771 -0,3488 -0,4932 -0,6790 -0,8156 -0,7674 -0,4209 0,2121 0,9540 1,5502 1,8226 1,7433 1,3945 0,8989 0,3716 -0,0997 -0,4396 -0,5705 -0,4264 0,0154 0,7082 1,5350 2,3472 3,0132 3,4485 3,6039 3,4236 2,8582 1,9568 0,9070 -0,0591 -0,7965 -1,2801 -1,5274 -1,5368 -1,3316 -1,0060 -0,6741 -0,3967 -0,1702 0,0399 0,2551 0,4636 0,6392 0,7537 0,7631 0,6149 0,2788 -0,2323 -0,8560 -1,4998 -2,0697 -2,4679 -2,5985 -2,4323 -2,0670 -1,6911 -1,4784 -1,5073 -1,7425 -2,0630 -2,3307 -2,4723 -2,5103 -2,5067 -2,4785 -2,3802 -2,1630 -1,8257 -1,3935 -0,8704 -0,2464 0,4565 1,1757 1,8335 2,3461 2,6415 2,7216 2,6862 2,6442 2,6184 2,5835 2,5452 2,5093 2,4226 2,2315 1,9675 1,7103 1,4976 1,3237 1,1990 1,1580 1,2002 1,2612 1,2707 1,2187 1,1463 1,0814 0,9946 0,8256 0,5547 0,2401 -0,0155 -0,1350 -0,1138 -0,0099 0,1151 0,2348 0,3383 0,4044 0,4096 0,3360 0,1645 -0,1139 -0,4714 -0,8438 -1,1812 -1,4957 -1,8304 -2,1897 -2,5237 -2,7614 -2,8384 -2,7175 -2,4075 -1,9628 -1,4596 -0,9661 -0,5373 -0,2303 -0,0991 -0,1736 -0,4474 -0,8680 -1,3358 -1,7208 -1,9027 -1,8289 -1,5349 -1,0902 -0,5469 0,0419 0,5951 1,0260 1,2548 1,2084 0,8734 0,3411 -0,2423
