Fp1   0,0049 -0,4243 -0,7861 -1,0191 -1,1162 -1,1316 -1,1675 -1,3370 -1,6754 -2,0604 -2,2659 -2,1298 -1,6585 -0,9803 -0,2409 0,4545 1,0415 1,4836 1,7583 1,8359 1,6751 1,2548 0,6125 -0,1460 -0,8737 -1,4285 -1,7121 -1,6924 -1,4115 -0,9737 -0,5095 -0,1309 0,0966 0,1667 0,1324 0,0769 0,0630 0,1093 0,2106 0,3590 0,5428 0,7487 0,9715 1,2112 1,4581 1,6888 1,8858 2,0719 2,3116 2,6454 3,0152 3,2888 3,3733 3,2947 3,1620 3,0659 3,0103 2,9333 2,7916 2,6170 2,4807 2,4125 2,3747 2,3101 2,1965 2,0660 1,9996 2,0877 2,3521 2,7080 3,0276 3,2224 3,2460 3,0526 2,5825 1,7904 0,6916 -0,5968 -1,8633 -2,8794 -3,4973 -3,6783 -3,4513 -2,8792 -2,0704 -1,1896 -0,4249 0,0750 0,2471 0,1118 -0,2577 -0,7579 -1,2683 -1,6706 -1,8779 -1,8704 -1,7202 -1,5800 -1,6152 -1,9253 -2,4988 -3,2069 -3,8317 -4,1340 -3,9531 -3,2882 -2,2892 -1,1822 -0,1863 0,5681 1,0720 1,3929 1,6227 1,8489 2,1181 2,4119 2,6749 2,8611 2,9546 2,9752 2,9597 2,9161 2,8010 2,5670 2,2468 1,9777 1,9412 2,2769 3,0316 4,1492 5,4866 6,8518 8,0726 9,0544 9,7759 10,2497 10,5206 10,6931 10,9019 11,2142 11,5744 11,8521 11,9330 11,7812 11,4390 10,9736 10,4287 9,8170 9,1392 8,4050 7,6492 6,9404 6,3662 6,0036 5,8947 6,0321 6,3573 6,7726 7,1629 7,4416 7,5972 7,6760 7,7031 7,6357 7,3966 6,9227 6,1948 5,2595 4,2181 3,1817 2,2423 1,4655 0,8796 0,4677 0,1780 -0,0555 -0,2944 -0,5836 -0,9535 -1,4290 -2,0142 -2,6590 -3,2505 -3,6547 -3,7844 -3,6342 -3,2761 -2,8484 -2,5160 -2,3887 -2,4712 -2,6878 -2,9274 -3,0661 -2,9957 -2,6725 -2,1383 -1,4874 -0,8349 -0,3071 -0,0107 0,0292 -0,0897 -0,1683 -0,0039 0,4945 1,2699 2,1664 3,0032 3,6401 4,0174 4,1473 4,0635 3,7892 3,3527 2,8221 2,3159 1,9687 1,8632 1,9803 2,2105 2,4119 2,4713 2,3520 2,1353 2,0171 2,2171 2,8439 3,8244 4,9542 6,0072 6,8027 7,2185 7,2045 6,8102 6,1818 5,4919 4,8465 4,2654 3,7526 3,3467 3,0949 3,0041 3,0198 3,0477 3,0002 2,8515 2,6704 2,5701 2,5922 2,6523 2,6135 2,4140 2,1135 1,8100 1,5475 1,3236 1,1502 1,0810 1,1745 1,4299 1,7608 2,0300 2,1182 1,9822 1,6560 1,2224 0,8086 0,5670 0,5906 0,8248 1,0828 1,1592 0,9378 0,4273 -0,2756 -1,0406 -1,7145 -2,1052 -2,0353 -1,4583 -0,5076 0,5901 1,6348 2,5016 3,1313 3,5207 3,7149 3,7707 3,7099 3,5206 3,2011 2,7792 2,2857 1,7233 1,0723 0,3218 -0,4968 -1,2786 -1,8588 -2,0914 -1,9382 -1,4864 -0,8915 -0,2956 0,2365 0,7226 1,1949 1,6249 1,9309 2,0598 2,0500 2,0013 1,9765 1,9461 1,8508 1,7023 1,5964 1,6270 1,8032 2,0418 2,2076 2,1786 1,9281 1,5490 1,1669 0,8254 0,4698 0,0357 -0,4671 -0,9400 -1,2340 -1,2203 -0,8796 -0,3330 0,2273 0,6285 0,7554 0,5563 0,0572 -0,6290 -1,3293 -1,8747 -2,1765 -2,2699 -2,2802 -2,3250 -2,4180 -2,4553 -2,2949 -1,8499 -1,1344 -0,2656 0,5790 1,2374 1,6353 1,8195 1,9140 2,0237 2,1747 2,3164 2,3564 2,2101 1,8324 1,2095 0,3490 -0,6989 -1,8054 -2,7621 -3,3442 -3,3993 -2,9049 -1,9761 -0,8177 0,3493 1,3336 1,9964 2,2833 2,2397 1,9734 1,6001 1,2306 0,9671 0,8627 0,8922 0,9811 1,0315 0,9155 0,5172 -0,1568 -0,9039 -1,3884 -1,3200 -0,6172 0,5628 1,9218 3,1469 3,9984 4,3390 4,1473 3,5445 2,7862 2,1636 1,8649 1,9035 2,1638 2,4979 2,7864 2,9542 2,9704 2,8385 2,5894 2,2861 2,0025 1,7658 1,5265 1,1925 0,6780 -0,0515 -0,9452 -1,8767 -2,6961 -3,2776 -3,5466 -3,4944 -3,1699 -2,6403 -1,9542 -1,1360 -0,2031 0,8026 1,7892 2,6336 3,2384 3,5735 3,6693 3,5550 3,1960 2,5154 1,5006 0,2658 -1,0092 -2,1688 -3,0899 -3,6716 -3,8764 -3,7656 -3,4630 -3,0824 -2,6727 -2,2098 -1,6496 -1,0122 -0,4082 0,0163 0,1546 -0,0137 -0,4159 -0,9286 -1,4494 -1,9356 -2,3775 -2,7592 -3,0659 -3,3054 -3,5001 -3,6821 -3,9120 -4,2669 -4,7885 -5,4507 -6,1638 -6,7892 -7,1537 -7,0950 -6,5373 -5,5526 -4,3591 -3,2346 -2,3782 -1,8093 -1,3873 -0,9478 -0,4381 0,0653 0,4393 0,5994 0,5260 0,2417 -0,2108 -0,7603 -1,3072 -1,7673 -2,0995 -2,2711 -2,2190 -1,8793 -1,2522 -0,4275 0,4550 1,2633 1,9200 2,4307 2,8557 3,2360 3,5544 3,7675 3,8579 3,8476 3,7722 3,6377 3,4061 3,0352 2,5287 1,9444 1,3751 0,9279 0,6935 0,7198 1,0025 1,4814 2,0586 2,6553 3,2457 3,8344 4,4422 5,1170 5,9107 6,8077 7,6855 8,3722 8,7394 8,7220 8,2787 7,3857 6,0816 4,4805 2,7306 0,9889 -0,5803 -1,8328 -2,6780 -3,0807 -3,0582 -2,6967 -2,1467 -1,5768 -1,1130 -0,8108 -0,6863 -0,7666 -1,0950 -1,6892 -2,5079 -3,4753 -4,5460 -5,7367 -7,0830 -8,5722 -10,1257 -11,6368 -13,0028 -14,1272 -14,9143 -15,2838 -15,2165 -14,7958 -14,1763 -13,4935 -12,8200 -12,2006 -11,6889 -11,3106 -11,0123 -10,6920 -10,2786 -9,7729 -9,2350 -8,7410 -8,3531 -8,1275 -8,1255 -8,3980 -8,9446 -9,6627 -10,3339 -10,6935 -10,5514 -9,8620 -8,7057 -7,2467 -5,6967 -4,2599 -3,0785 -2,2179 -1,6779 -1,4071 -1,3260 -1,3574 -1,4486
Fz    -3,8416 -3,7084 -3,5774 -3,4922 -3,4911 -3,5922 -3,7843 -4,0413 -4,3339 -4,6184 -4,8277 -4,8913 -4,7677 -4,4533 -3,9785 -3,4068 -2,8207 -2,2952 -1,8826 -1,6113 -1,4781 -1,4512 -1,4925 -1,5716 -1,6575 -1,7107 -1,6952 -1,5931 -1,4063 -1,1429 -0,8054 -0,3893 0,1169 0,7250 1,4288 2,1957 2,9835 3,7608 4,5050 5,1912 5,7888 6,2735 6,6408 6,9033 7,0749 7,1697 7,2121 7,2363 7,2727 7,3307 7,3953 7,4467 7,4829 7,5249 7,5942 7,6834 7,7538 7,7689 7,7256 7,6506 7,5659 7,4633 7,3159 7,1097 6,8552 6,5691 6,2617 5,9452 5,6291 5,3047 4,9483 4,5426 4,0965 3,6444 3,2146 2,7976 2,3567 1,8695 1,3520 0,8437 0,3782 -0,0338 -0,4064 -0,7686 -1,1487 -1,5658 -2,0265 -2,5142 -2,9822 -3,3654 -3,6120 -3,7036 -3,6536 -3,4986 -3,2900 -3,0810 -2,9130 -2,8026 -2,7350 -2,6738 -2,5797 -2,4319 -2,2399 -2,0286 -1,8132 -1,5933 -1,3633 -1,1255 -0,9002 -0,7132 -0,5666 -0,4265 -0,2421 0,0261 0,3867 0,8168 1,2775 1,7365 2,1872 2,6425 3,1190 3,6334 4,2019 4,8341 5,5358 6,3111 7,1528 8,0376 8,9311 9,7980 10,6094 11,3449 12,0002 12,6039 13,2169 13,8995 14,6724 15,5031 16,3227 17,0529 17,6258 17,9979 18,1672 18,1851 18,1345 18,0894 18,0939 18,1678 18,3075 18,4783 18,6182 18,6659 18,5877 18,3803 18,0643 17,6734 17,2439 16,8080 16,3834 15,9585 15,4868 14,9104 14,1965 13,3570 12,4428 11,5170 10,6200 9,7572 8,9245 8,1314 7,3957 6,7264 6,1070 5,4877 4,8061 4,0249 3,1517 2,2313 1,3302 0,5217 -0,1303 -0,5849 -0,8267 -0,8645 -0,7363 -0,5005 -0,2142 0,0804 0,3585 0,6153 0,8638 1,1200 1,3887 1,6693 1,9728 2,3245 2,7503 3,2627 3,8546 4,4983 5,1593 5,8227 6,5090 7,2568 8,0668 8,8645 9,5366 10,0024 10,2479 10,3145 10,2760 10,2082 10,1574 10,1339 10,1343 10,1620 10,2252 10,3312 10,4817 10,6710 10,8971 11,1776 11,5402 11,9902 12,4928 12,9800 13,3615 13,5489 13,4995 13,2371 12,8275 12,3420 11,8403 11,3672 10,9488 10,5788 10,2118 9,7847 9,2541 8,6184 7,9141 7,1992 6,5273 5,9212 5,3726 4,8730 4,4318 4,0673 3,7892 3,5898 3,4383 3,2918 3,1274 2,9627 2,8387 2,7904 2,8326 2,9580 3,1368 3,3200 3,4558 3,5172 3,5144 3,4765 3,4210 3,3377 3,2009 2,9946 2,7280 2,4275 2,1240 1,8506 1,6400 1,5144 1,4758 1,5028 1,5517 1,5654 1,4998 1,3462 1,1258 0,8634 0,5790 0,2967 0,0445 -0,1572 -0,2966 -0,3600 -0,3355 -0,2332 -0,0900 0,0617 0,2234 0,4177 0,6546 0,9162 1,1638 1,3543 1,4616 1,4905 1,4694 1,4366 1,4343 1,4987 1,6443 1,8612 2,1155 2,3499 2,5087 2,5730 2,5714 2,5594 2,5918 2,7022 2,8978 3,1680 3,4921 3,8347 4,1484 4,3940 4,5550 4,6277 4,6079 4,4961 4,3061 4,0531 3,7332 3,3184 2,7811 2,1221 1,3789 0,6215 -0,0651 -0,6258 -1,0650 -1,4152 -1,6910 -1,8936 -2,0416 -2,1751 -2,3340 -2,5332 -2,7463 -2,9091 -2,9508 -2,8273 -2,5278 -2,0619 -1,4487 -0,7243 0,0435 0,7613 1,3474 1,7618 1,9992 2,0721 2,0066 1,8375 1,6019 1,3362 1,0677 0,8050 0,5407 0,2584 -0,0636 -0,4427 -0,8707 -1,2912 -1,6017 -1,6985 -1,5408 -1,1731 -0,6912 -0,1971 0,2244 0,5161 0,6449 0,6004 0,4075 0,1352 -0,1194 -0,2662 -0,2551 -0,0833 0,2207 0,6157 1,0566 1,5062 1,9544 2,4201 2,9284 3,4926 4,1071 4,7388 5,3326 5,8363 6,2175 6,4580 6,5467 6,4868 6,3080 6,0585 5,7787 5,4815 5,1602 4,8092 4,4307 4,0294 3,6139 3,2060 2,8421 2,5684 2,4318 2,4532 2,5918 2,7504 2,8314 2,7939 2,6722 2,5498 2,5059 2,5799 2,7717 3,0586 3,3997 3,7399 4,0207 4,1910 4,2226 4,1298 3,9673 3,7920 3,6239 3,4479 3,2480 3,0266 2,8000 2,5888 2,4047 2,2320 2,0311 1,7738 1,4708 1,1604 0,8665 0,5731 0,2412 -0,1509 -0,5868 -1,0230 -1,4140 -1,7294 -1,9593 -2,1058 -2,1767 -2,1893 -2,1650 -2,1112 -2,0107 -1,8350 -1,5704 -1,2429 -0,9215 -0,6878 -0,5924 -0,6314 -0,7557 -0,9016 -1,0166 -1,0726 -1,0734 -1,0535 -1,0482 -1,0596 -1,0540 -0,9847 -0,8219 -0,5803 -0,3193 -0,1042 0,0390 0,1344 0,2278 0,3495 0,4966 0,6438 0,7666 0,8558 0,9197 0,9771 1,0474 1,1446 1,2791 1,4646 1,7148 2,0330 2,4029 2,7914 3,1614 3,4842 3,7464 3,9610 4,1716 4,4333 4,7768 5,1828 5,5891 5,9296 6,1781 6,3579 6,5138 6,6810 6,8773 7,1014 7,3313 7,5416 7,7348 7,9541 8,2646 8,7195 9,3256 10,0246 10,7089 11,2645 11,6066 11,6984 11,5591 11,2489 10,8263 10,3189 9,7448 9,1486 8,5921 8,1080 7,6732 7,2186 6,6666 5,9795 5,1901 4,3846 3,6460 3,0097 2,4692 2,0082 1,6120 1,2599 0,9220 0,5666 0,1729 -0,2564 -0,6914 -1,0903 -1,4215 -1,6759 -1,8700 -2,0464 -2,2625 -2,5697 -3,0043 -3,5872 -4,3200 -5,1790 -6,1207 -7,0936 -8,0439 -8,9229 -9,6978 -10,3495 -10,8526 -11,1697 -11,2676 -11,1308 -10,7567 -10,1562 -9,3686 -8,4684 -7,5542 -6,7232 -6,0349 -5,4937 -5,0700 -4,7289 -4,4507 -4,2419 -4,1276 -4,1369 -4,2926 -4,5979 -5,0166 -5,4701 -5,8537 -6,0621 -6,0215 -5,7145 -5,1793 -4,4916 -3,7367 -2,9826 -2,2710 -1,6282
F3    -4,6932 -4,1671 -3,7791 -3,5314 -3,3232 -3,0181 -2,5175 -1,8111 -1,0099 -0,3367 -0,0345 -0,2343 -0,8747 -1,7226 -2,4871 -2,9612 -3,0980 -2,9900 -2,7912 -2,6220 -2,5093 -2,4013 -2,2405 -2,0192 -1,7640 -1,4916 -1,2026 -0,9023 -0,6034 -0,3009 0,0457 0,4952 1,0934 1,8477 2,6996 3,5223 4,1707 4,5382 4,5824 4,3406 3,9281 3,4896 3,1413 2,9527 2,9572 3,1564 3,5114 3,9444 4,3585 4,6625 4,8043 4,8010 4,7232 4,6358 4,5567 4,4665 4,3579 4,2726 4,2716 4,3493 4,3845 4,2044 3,7174 2,9924 2,2221 1,6045 1,2319 1,0737 1,0557 1,1376 1,2998 1,4811 1,5800 1,5388 1,4008 1,2632 1,1961 1,2073 1,2451 1,2195 1,0389 0,6314 -0,0519 -1,0058 -2,1260 -3,2231 -4,0998 -4,6166 -4,7129 -4,4139 -3,8403 -3,1797 -2,6062 -2,2129 -2,0223 -2,0341 -2,2303 -2,5359 -2,8166 -2,9458 -2,8680 -2,6166 -2,3077 -2,0957 -2,0836 -2,2706 -2,5827 -2,9338 -3,2559 -3,5075 -3,6619 -3,6795 -3,5113 -3,1336 -2,5552 -1,7983 -0,8960 0,0957 1,0886 1,9708 2,6591 3,1622 3,5808 4,0361 4,5952 5,2337 5,8445 6,3046 6,5538 6,6074 6,5192 6,3846 6,3684 6,6718 7,4302 8,6242 10,0719 11,5005 12,6454 13,3490 13,6274 13,6377 13,5746 13,6008 13,8329 14,3388 15,1252 16,1223 17,1964 18,1996 19,0043 19,4955 19,5766 19,1997 18,3763 17,1760 15,7277 14,2062 12,7799 11,5380 10,4573 9,4439 8,4110 7,3371 6,2824 5,3641 4,6962 4,3311 4,2520 4,4002 4,6989 5,0685 5,4229 5,6450 5,5902 5,1449 4,2922 3,1387 1,8866 0,7610 -0,0766 -0,5783 -0,8079 -0,9065 -1,0267 -1,2568 -1,5901 -1,9394 -2,1608 -2,1072 -1,7054 -0,9995 -0,1467 0,6304 1,1440 1,3442 1,3359 1,3111 1,4611 1,9156 2,7131 3,7876 4,9633 5,9902 6,6348 6,7663 6,3994 5,6859 4,8565 4,1394 3,7033 3,6427 3,9889 4,7151 5,7125 6,7823 7,6949 8,2933 8,5826 8,7417 9,0292 9,6471 10,6431 11,8717 13,0231 13,7398 13,7692 13,0565 11,7407 10,0979 8,4725 7,1926 6,4834 6,4125 6,8791 7,6464 8,4248 8,9950 9,2840 9,3241 9,1581 8,8026 8,2693 7,5837 6,7978 6,0044 5,3100 4,7659 4,3528 4,0427 3,8323 3,7032 3,5918 3,4344 3,2329 3,0571 2,9775 2,9967 3,0417 3,0179 2,8864 2,7151 2,6536 2,8218 3,2106 3,6945 4,1211 4,3846 4,4378 4,2619 3,8723 3,3607 2,8722 2,5084 2,2770 2,1361 2,0510 1,9842 1,8495 1,5247 0,9413 0,1418 -0,7555 -1,6249 -2,3639 -2,8956 -3,1767 -3,2061 -3,0046 -2,5842 -1,9568 -1,1710 -0,3244 0,4637 1,0937 1,5217 1,7644 1,8664 1,8648 1,7883 1,6727 1,5652 1,5261 1,6233 1,8916 2,2748 2,6199 2,7604 2,6242 2,2610 1,7881 1,3353 1,0296 0,9935 1,3192 2,0227 3,0217 4,1502 5,1975 5,9583 6,2872 6,1462 5,6081 4,7860 3,7543 2,5647 1,3245 0,2160 -0,5777 -0,9692 -1,0101 -0,8607 -0,7147 -0,7222 -0,9324 -1,2755 -1,5966 -1,7311 -1,5911 -1,2249 -0,8071 -0,5450 -0,5558 -0,8100 -1,1864 -1,5629 -1,8512 -1,9798 -1,8929 -1,5848 -1,1222 -0,6031 -0,0848 0,4248 0,9099 1,3140 1,5643 1,6128 1,4636 1,1763 0,8401 0,5291 0,2698 0,0617 -0,0692 -0,0556 0,1558 0,5320 0,9414 1,2085 1,1814 0,7883 0,0791 -0,7827 -1,5805 -2,1268 -2,3397 -2,2738 -2,0548 -1,7785 -1,4755 -1,1348 -0,7303 -0,2424 0,3228 0,9299 1,5515 2,2321 3,0829 4,1589 5,3447 6,3814 7,0014 7,0565 6,5646 5,6809 4,6381 3,6900 3,0458 2,7976 2,8838 3,1175 3,2728 3,1986 2,8861 2,4264 1,9135 1,3965 0,8934 0,4256 0,0449 -0,1598 -0,1045 0,1986 0,5929 0,8551 0,8445 0,5936 0,2747 0,0922 0,1859 0,5832 1,1849 1,7989 2,2477 2,4757 2,5415 2,5071 2,3608 2,0420 1,5174 0,8332 0,1142 -0,4798 -0,8254 -0,9088 -0,8289 -0,7139 -0,6409 -0,6161 -0,5971 -0,5368 -0,4246 -0,2946 -0,2031 -0,1992 -0,3045 -0,5171 -0,8498 -1,3631 -2,1334 -3,1711 -4,3674 -5,5208 -6,4201 -6,9241 -6,9892 -6,6451 -5,9530 -4,9652 -3,7098 -2,2377 -0,6835 0,7526 1,8858 2,6072 2,9132 2,9056 2,7404 2,5465 2,3747 2,1899 1,9046 1,4402 0,7762 -0,0317 -0,8606 -1,5499 -1,9535 -1,9982 -1,7248 -1,2786 -0,8329 -0,4936 -0,2774 -0,1556 -0,0885 -0,0225 0,1106 0,3627 0,7260 1,1262 1,4614 1,6434 1,6091 1,3312 0,8570 0,3332 -0,0344 -0,0684 0,3049 1,0266 1,9420 2,8854 3,7282 4,3756 4,7930 5,0369 5,2093 5,3834 5,6007 5,9000 6,3084 6,8120 7,3496 7,8395 8,2333 8,5601 8,9102 9,3684 9,9600 10,6411 11,3162 11,8672 12,1811 12,1669 11,7612 10,9355 9,7205 8,2488 6,7667 5,5558 4,8052 4,5422 4,6502 4,9228 5,1319 5,1111 4,8135 4,3048 3,7039 3,1283 2,6669 2,3642 2,2075 2,1424 2,1071 2,0409 1,8756 1,5572 1,0971 0,5781 0,0925 -0,3180 -0,6614 -0,9506 -1,1830 -1,3737 -1,5890 -1,9219 -2,4322 -3,1172 -3,9444 -4,9046 -6,0135 -7,2468 -8,4910 -9,5757 -10,3471 -10,7258 -10,7355 -10,4805 -10,0713 -9,5672 -8,9769 -8,2965 -7,5503 -6,8020 -6,1202 -5,5402 -5,0562 -4,6332 -4,2222 -3,7778 -3,2901 -2,8352 -2,5957 -2,7852 -3,5058 -4,6560 -5,9540 -7,0550 -7,7006 -7,8055 -7,4372 -6,7407 -5,8719 -4,9523 -4,0443 -3,1607
F7    -1,0766 -1,0340 -0,9373 -0,8342 -0,7793 -0,8107 -0,9407 -1,1703 -1,4958 -1,8802 -2,2340 -2,4479 -2,4364 -2,1496 -1,5806 -0,7915 0,0921 0,9338 1,6245 2,0807 2,2558 2,1643 1,8647 1,4142 0,8562 0,2346 -0,3959 -0,9767 -1,4587 -1,8033 -1,9866 -2,0140 -1,9209 -1,7560 -1,5606 -1,3380 -1,0415 -0,6139 -0,0431 0,6229 1,3014 1,9072 2,3691 2,6445 2,7425 2,7351 2,7295 2,8050 2,9681 3,1620 3,3061 3,3387 3,2429 3,0474 2,8096 2,5892 2,4204 2,3110 2,2622 2,2698 2,3167 2,3852 2,4673 2,5483 2,5961 2,5799 2,5026 2,4123 2,3713 2,3996 2,4531 2,4624 2,3828 2,2084 1,9563 1,6435 1,2757 0,8567 0,4140 0,0112 -0,2893 -0,4666 -0,5252 -0,4627 -0,2930 -0,0875 0,0360 -0,0134 -0,2338 -0,5355 -0,8052 -0,9588 -0,9520 -0,7767 -0,4626 -0,0755 0,2921 0,5467 0,6283 0,5332 0,3096 0,0150 -0,3212 -0,6753 -0,9853 -1,1562 -1,1060 -0,8095 -0,3182 0,2596 0,8032 1,2175 1,4602 1,5449 1,5133 1,4029 1,2462 1,0858 0,9673 0,9235 0,9850 1,1968 1,6057 2,2267 3,0257 3,9377 4,9105 5,9228 6,9589 7,9735 8,8833 9,5892 10,0217 10,1842 10,1615 10,0877 10,0963 10,2824 10,6832 11,2617 11,9054 12,4707 12,8575 13,0506 13,0950 13,0452 12,9411 12,8067 12,6405 12,4062 12,0650 11,6274 11,1546 10,7086 10,3242 10,0238 9,8240 9,7183 9,6676 9,6122 9,4918 9,2638 8,9149 8,4610 7,9327 7,3494 6,7047 5,9836 5,1922 4,3722 3,5985 2,9532 2,4784 2,1407 1,8399 1,4581 0,9255 0,2606 -0,4451 -1,0732 -1,5171 -1,7184 -1,6925 -1,5081 -1,2452 -0,9774 -0,7723 -0,6861 -0,7433 -0,9084 -1,0873 -1,1751 -1,1114 -0,9030 -0,6065 -0,2933 -0,0189 0,1906 0,3409 0,4551 0,5529 0,6432 0,7375 0,8653 1,0658 1,3495 1,6754 1,9736 2,1866 2,2870 2,2579 2,0767 1,7442 1,3217 0,9150 0,6256 0,5134 0,5784 0,7646 0,9978 1,2411 1,5132 1,8490 2,2526 2,6965 3,1453 3,5681 3,9431 4,2612 4,5235 4,7352 4,9038 5,0371 5,1279 5,1421 5,0485 4,8620 4,6351 4,4040 4,1683 3,9179 3,6506 3,3641 3,0546 2,7371 2,4578 2,2768 2,2390 2,3442 2,5314 2,6981 2,7456 2,6301 2,3934 2,1436 2,0000 2,0394 2,2683 2,6314 3,0359 3,3769 3,5682 3,5725 3,4054 3,1246 2,8094 2,5138 2,2298 1,9192 1,5699 1,2106 0,8890 0,6437 0,4884 0,4161 0,4029 0,4049 0,3738 0,2852 0,1475 -0,0124 -0,1716 -0,3282 -0,4998 -0,7093 -0,9689 -1,2678 -1,5713 -1,8451 -2,0855 -2,3053 -2,4792 -2,5334 -2,4122 -2,1387 -1,7928 -1,4480 -1,1427 -0,8905 -0,6891 -0,5225 -0,3738 -0,2354 -0,1051 0,0177 0,1353 0,2547 0,3792 0,4995 0,6011 0,6812 0,7495 0,8174 0,8913 0,9755 1,0772 1,2009 1,3346 1,4567 1,5661 1,6842 1,8164 1,9374 2,0284 2,1022 2,1733 2,2251 2,2202 2,1242 1,9171 1,6001 1,1985 0,7553 0,3169 -0,0728 -0,3727 -0,5634 -0,6692 -0,7487 -0,8533 -0,9921 -1,1287 -1,2000 -1,1458 -0,9474 -0,6570 -0,3816 -0,2145 -0,1680 -0,1799 -0,1790 -0,1334 -0,0484 0,0629 0,2103 0,4312 0,7566 1,1669 1,5784 1,8689 1,9228 1,6723 1,1148 0,3143 -0,6075 -1,5057 -2,2587 -2,7819 -3,0159 -2,9398 -2,5981 -2,0914 -1,5386 -1,0423 -0,6703 -0,4565 -0,4077 -0,5073 -0,7132 -0,9568 -1,1505 -1,2106 -1,0823 -0,7474 -0,2185 0,4605 1,2018 1,8721 2,3308 2,4977 2,4020 2,1717 1,9612 1,8799 1,9692 2,2072 2,5215 2,8227 3,0431 3,1464 3,1247 3,0063 2,8479 2,7001 2,5855 2,5104 2,4680 2,4217 2,3024 2,0474 1,6492 1,1700 0,7149 0,3714 0,1583 0,0370 -0,0372 -0,1009 -0,1948 -0,3472 -0,5471 -0,7437 -0,8642 -0,8377 -0,6272 -0,2561 0,1950 0,6206 0,9384 1,1281 1,2276 1,2814 1,2883 1,2022 0,9896 0,6828 0,3643 0,1090 -0,0620 -0,1818 -0,3014 -0,4572 -0,6637 -0,9138 -1,1901 -1,4855 -1,7883 -2,0475 -2,1881 -2,1637 -1,9802 -1,6820 -1,3264 -0,9625 -0,6278 -0,3559 -0,1711 -0,0773 -0,0593 -0,0998 -0,1983 -0,3670 -0,5948 -0,8246 -0,9805 -1,0159 -0,9297 -0,7434 -0,4880 -0,2117 0,0332 0,2208 0,3659 0,5171 0,7203 0,9703 1,2052 1,3473 1,3430 1,1843 0,9142 0,6114 0,3519 0,1761 0,0966 0,1187 0,2293 0,3798 0,5019 0,5421 0,4915 0,3900 0,2953 0,2482 0,2780 0,4133 0,6574 0,9663 1,2721 1,5286 1,7279 1,8868 2,0345 2,2048 2,4172 2,6704 2,9598 3,2846 3,6369 3,9995 4,3578 4,7072 5,0457 5,3654 5,6530 5,8915 6,0709 6,2049 6,3389 6,5334 6,8342 7,2463 7,7319 8,2311 8,6899 9,0855 9,4303 9,7439 10,0194 10,2240 10,3355 10,3670 10,3439 10,2654 10,0867 9,7244 9,0916 8,1580 7,0009 5,7917 4,7093 3,8509 3,2194 2,7758 2,4913 2,3493 2,3144 2,3274 2,3359 2,3112 2,2413 2,1232 1,9578 1,7423 1,4745 1,1636 0,8288 0,4855 0,1352 -0,2388 -0,6726 -1,2135 -1,8972 -2,7165 -3,6037 -4,4571 -5,2095 -5,8661 -6,4618 -6,9868 -7,3601 -7,4758 -7,2780 -6,7888 -6,0766 -5,2248 -4,3301 -3,4974 -2,8056 -2,2788 -1,8994 -1,6499 -1,5447 -1,6188 -1,8743 -2,2409 -2,6060 -2,8804 -3,0276 -3,0392 -2,9093 -2,6505 -2,3173 -1,9865 -1,7126 -1,5022 -1,3181 -1,1087 -0,8444 -0,5284
