Fp1   0,8848 0,8368 0,6085 0,2367 -0,1969 -0,5976 -0,9076 -1,1184 -1,2406 -1,2831 -1,2632 -1,2139 -1,1750 -1,1779 -1,2390 -1,3522 -1,4868 -1,5958 -1,6373 -1,5914 -1,4586 -1,2505 -0,9865 -0,6925 -0,3934 -0,1081 0,1523 0,3862 0,5936 0,7541 0,8266 0,7807 0,6213 0,3833 0,1190 -0,1107 -0,2531 -0,2786 -0,1813 0,0269 0,3199 0,6661 1,0395 1,4215 1,7951 2,1372 2,4148 2,5901 2,6369 2,5580 2,3910 2,1902 1,9942 1,8094 1,6252 1,4343 1,2332 1,0213 0,8124 0,6374 0,5313 0,5181 0,5985 0,7432 0,9055 1,0535 1,1888 1,3312 1,4928 1,6659 1,8280 1,9539 2,0296 2,0586 2,0580 2,0473 2,0444 2,0657 2,1176 2,1934 2,2842 2,3886 2,5082 2,6372 2,7524 2,8164 2,8004 2,7002 2,5257 2,2789 1,9545 1,5661 1,1672 0,8358 0,6368 0,5886 0,6498 0,7344 0,7512 0,6493 0,4351 0,1509 -0,1599 -0,4700 -0,7645 -1,0341 -1,2706 -1,4649 -1,6134 -1,7241 -1,8055 -1,8505 -1,8439 -1,7776 -1,6481 -1,4537 -1,2010 -0,8986 -0,5447 -0,1330 0,3328 0,8401 1,3781 1,9388 2,5065 3,0523 3,5405 3,9460 4,2727 4,5575 4,8470 5,1664 5,5033 5,8187 6,0791 6,2760 6,4140 6,4943 6,5201 6,5046 6,4648 6,4131 6,3575 6,3071 6,2794 6,3052 6,4182 6,6382 6,9607 7,3543 7,7683 8,1497 8,4549 8,6567 8,7505 8,7465 8,6556 8,4907 8,2766 8,0391 7,7875 7,5138 7,2088 6,8809 6,5593 6,2739 6,0323 5,8257 5,6510 5,5140 5,4050 5,2834 5,0972 4,8160 4,4489 4,0376 3,6336 3,2738 2,9690 2,7078 2,4714 2,2489 2,0431 1,8689 1,7463 1,6878 1,6908 1,7409 1,8163 1,8895 1,9358 1,9474 1,9401 1,9433 1,9865 2,0933 2,2762 2,5256 2,8077 3,0779 3,3027 3,4721 3,5926 3,6708 3,7053 3,6961 3,6548 3,6030 3,5521 3,4895 3,3875 3,2242 3,0008 2,7465 2,4980 2,2735 2,0671 1,8655 1,6604 1,4496 1,2323 1,0059 0,7686 0,5258 0,2889 0,0700 -0,1191 -0,2649 -0,3556 -0,3898 -0,3772 -0,3267 -0,2400 -0,1212 0,0190 0,1718 0,3306 0,4843 0,6201 0,7307 0,8140 0,8646 0,8675 0,8029 0,6585 0,4424 0,1819 -0,0907 -0,3492 -0,5683 -0,7196 -0,7773 -0,7335 -0,6121 -0,4673 -0,3581 -0,3149 -0,3289 -0,3703 -0,4158 -0,4580 -0,5003 -0,5488 -0,6054 -0,6634 -0,7174 -0,7710 -0,8306 -0,8962 -0,9624 -1,0273 -1,0965 -1,1813 -1,2956 -1,4426 -1,6036 -1,7447 -1,8362 -1,8578 -1,7968 -1,6567 -1,4691 -1,2844 -1,1482 -1,0794 -1,0662 -1,0757 -1,0683 -1,0077 -0,8701 -0,6567 -0,3943 -0,1227 0,1148 0,2754 0,3307 0,2863 0,1885 0,1124 0,1328 0,2875 0,5561 0,8674 1,1307 1,2771 1,2889 1,1949 1,0377 0,8430 0,6109 0,3345 0,0269 -0,2690 -0,4941 -0,5912 -0,5217 -0,2815 0,0919 0,5325 0,9675 1,3382 1,6126 1,7878 1,8859 1,9452 2,0024 2,0770 2,1672 2,2551 2,3158 2,3290 2,2924 2,2260 2,1603 2,1195 2,1114 2,1263 2,1484 2,1715 2,2105 2,3023 2,4858 2,7779 3,1702 3,6438 4,1735 4,7209 5,2378 5,6826 6,0374 6,3123 6,5293 6,7039 6,8347 6,9006 6,8692 6,7197 6,4609 6,1267 5,7523 5,3564 4,9493 4,5526 4,2044 3,9453 3,7948 3,7329 3,7145 3,7089 3,7208 3,7784 3,9081 4,1139 4,3740 4,6553 4,9295 5,1726 5,3601 5,4728 5,5095 5,4873 5,4288 5,3511 5,2603 5,1572 5,0476 4,9462 4,8666 4,8100 4,7719 4,7608 4,7954 4,8722 4,9475 4,9584 4,8588 4,6374 4,3167 3,9406 3,5593 3,2146 2,9320 2,7184 2,5651 2,4544 2,3663 2,2879 2,2220 2,1827 2,1800 2,2150 2,2864 2,3984 2,5596 2,7709 3,0118 3,2411 3,4133 3,5034 3,5241 3,5202 3,5352 3,5840 3,6611 3,7633 3,8944 4,0563 4,2400 4,4215 4,5625 4,6221 4,5750 4,4213 4,1850 3,9116 3,6603 3,4788 3,3803 3,3457 3,3420 3,3324 3,2833 3,1767 3,0156 2,8120 2,5743 2,3141 2,0523 1,8077 1,5918 1,4190 1,3136 1,3002 1,3898 1,5835 1,8884 2,3198 2,8750 3,5040 4,1138 4,6082 4,9253 5,0459 4,9851 4,7841 4,5011 4,1929 3,8950 3,6168 3,3484 3,0678 2,7511 2,3817 1,9493 1,4468 0,8772 0,2696 -0,3200 -0,8308 -1,2186 -1,4588 -1,5481 -1,5107 -1,3935 -1,2440 -1,0908 -0,9459 -0,8147 -0,6991 -0,5955 -0,4995 -0,4152 -0,3617 -0,3633 -0,4276 -0,5346 -0,6493 -0,7401 -0,7887 -0,7900 -0,7462 -0,6661 -0,5689 -0,4759 -0,3912 -0,2995 -0,1880 -0,0627 0,0601 0,1687 0,2550 0,3145 0,3619 0,4355 0,5789 0,8149 1,1381 1,5269 1,9603 2,4234 2,8962 3,3384 3,6887 3,8912 3,9283 3,8347 3,6747 3,5028 3,3374 3,1581 2,9225 2,6004 2,2025 1,7794 1,3918 1,0774 0,8345 0,6293 0,4181 0,1693 -0,1227 -0,4327 -0,7084 -0,8958 -0,9739 -0,9641 -0,9074 -0,8402 -0,7889 -0,7691 -0,7791 -0,8010 -0,8151 -0,8095 -0,7818 -0,7445 -0,7219 -0,7336 -0,7793 -0,8356 -0,8663 -0,8445 -0,7687 -0,6512 -0,4980 -0,3079 -0,0888 0,1277 0,2900 0,3471 0,2742 0,0883 -0,1588 -0,4052 -0,5985 -0,7052 -0,7214 -0,6725 -0,5953 -0,5206 -0,4695 -0,4545 -0,4791 -0,5399 -0,6301 -0,7384 -0,8460 -0,9249 -0,9451 -0,8928 -0,7844 -0,6590 -0,5622 -0,5381 -0,6214 -0,8236 -1,1224 -1,4661 -1,7874 -2,0270
Fz    0,6612 0,3410 -0,0423 -0,4490 -0,8213 -1,1009 -1,2577 -1,2996 -1,2527 -1,1400 -0,9834 -0,8164 -0,6823 -0,6191 -0,6472 -0,7662 -0,9595 -1,1966 -1,4325 -1,6144 -1,6985 -1,6659 -1,5242 -1,3034 -1,0501 -0,8175 -0,6480 -0,5567 -0,5318 -0,5547 -0,6148 -0,7061 -0,8200 -0,9453 -1,0643 -1,1462 -1,1530 -1,0492 -0,8031 -0,3893 0,2011 0,9491 1,8089 2,7192 3,6109 4,4085 5,0352 5,4260 5,5475 5,4145 5,0924 4,6766 4,2567 3,8898 3,5982 3,3816 3,2242 3,1021 2,9977 2,9128 2,8653 2,8760 2,9532 3,0850 3,2471 3,4216 3,6033 3,7915 3,9818 4,1685 4,3485 4,5204 4,6838 4,8423 5,0050 5,1854 5,4033 5,6799 6,0206 6,4007 6,7720 7,0801 7,2773 7,3304 7,2225 6,9498 6,5220 5,9625 5,2991 4,5529 3,7426 2,9085 2,1279 1,4975 1,0962 0,9535 1,0396 1,2782 1,5782 1,8677 2,1073 2,2806 2,3785 2,3946 2,3314 2,2048 2,0364 1,8392 1,6120 1,3509 1,0712 0,8122 0,6126 0,4864 0,4307 0,4436 0,5298 0,6993 0,9646 1,3298 1,7813 2,2937 2,8444 3,4127 3,9710 4,4878 4,9406 5,3252 5,6577 5,9680 6,2860 6,6250 6,9731 7,2992 7,5713 7,7703 7,8876 7,9171 7,8587 7,7255 7,5438 7,3473 7,1684 7,0343 6,9712 7,0073 7,1658 7,4587 7,8883 8,4452 9,0984 9,7942 10,4672 11,0580 11,5249 11,8435 11,9979 11,9823 11,8084 11,5026 11,0956 10,6206 10,1205 9,6502 9,2650 9,0008 8,8598 8,8122 8,8129 8,8175 8,7836 8,6731 8,4631 8,1597 7,7978 7,4216 7,0599 6,7182 6,3904 6,0724 5,7684 5,4898 5,2446 5,0258 4,8046 4,5401 4,2004 3,7757 3,2725 2,7053 2,1000 1,5035 0,9854 0,6201 0,4588 0,5151 0,7694 1,1744 1,6594 2,1465 2,5740 2,9100 3,1478 3,2917 3,3472 3,3189 3,2179 3,0679 2,8956 2,7138 2,5180 2,3016 2,0783 1,8869 1,7679 1,7341 1,7610 1,7985 1,7898 1,6900 1,4791 1,1620 0,7617 0,3156 -0,1307 -0,5349 -0,8654 -1,0983 -1,2142 -1,2030 -1,0715 -0,8414 -0,5411 -0,2051 0,1240 0,4025 0,5993 0,7046 0,7292 0,6961 0,6285 0,5369 0,4124 0,2346 -0,0128 -0,3258 -0,6716 -0,9961 -1,2418 -1,3670 -1,3561 -1,2152 -0,9666 -0,6514 -0,3275 -0,0525 0,1378 0,2305 0,2221 0,1094 -0,1091 -0,4274 -0,8294 -1,2865 -1,7586 -2,2059 -2,6058 -2,9557 -3,2601 -3,5136 -3,6963 -3,7835 -3,7565 -3,6103 -3,3536 -3,0071 -2,6039 -2,1886 -1,8095 -1,5055 -1,2994 -1,1977 -1,1936 -1,2676 -1,3877 -1,5129 -1,6058 -1,6417 -1,6035 -1,4735 -1,2358 -0,8894 -0,4545 0,0300 0,5104 0,9285 1,2394 1,4262 1,5072 1,5291 1,5434 1,5790 1,6315 1,6729 1,6716 1,6109 1,4922 1,3231 1,1053 0,8356 0,5180 0,1802 -0,1229 -0,3263 -0,3818 -0,2755 -0,0301 0,3034 0,6588 0,9728 1,2042 1,3416 1,3976 1,3989 1,3758 1,3500 1,3310 1,3211 1,3230 1,3406 1,3795 1,4480 1,5563 1,7121 1,9149 2,1488 2,3797 2,5654 2,6740 2,6986 2,6575 2,5855 2,5270 2,5311 2,6444 2,8911 3,2575 3,6929 4,1323 4,5293 4,8719 5,1696 5,4347 5,6695 5,8554 5,9541 5,9293 5,7712 5,5001 5,1512 4,7592 4,3606 3,9990 3,7154 3,5335 3,4540 3,4576 3,5207 3,6382 3,8258 4,0997 4,4565 4,8681 5,2910 5,6827 6,0181 6,2917 6,5070 6,6729 6,8042 6,9171 7,0209 7,1153 7,1906 7,2267 7,1975 7,0804 6,8591 6,5232 6,0794 5,5698 5,0684 4,6468 4,3371 4,1233 3,9598 3,8019 3,6309 3,4624 3,3344 3,2884 3,3515 3,5263 3,7914 4,1111 4,4467 4,7640 5,0385 5,2531 5,3893 5,4293 5,3709 5,2366 5,0618 4,8779 4,7011 4,5288 4,3452 4,1400 3,9264 3,7392 3,6166 3,5848 3,6573 3,8360 4,1023 4,4147 4,7172 4,9538 5,0839 5,0928 4,9927 4,8124 4,5843 4,3355 4,0843 3,8395 3,6042 3,3814 3,1766 2,9975 2,8542 2,7579 2,7121 2,7007 2,6862 2,6270 2,4975 2,2931 2,0302 1,7451 1,4903 1,3200 1,2739 1,3728 1,6225 2,0171 2,5382 3,1504 3,7994 4,4220 4,9583 5,3556 5,5696 5,5762 5,3855 5,0425 4,6071 4,1316 3,6516 3,1854 2,7377 2,3039 1,8722 1,4212 0,9235 0,3588 -0,2711 -0,9378 -1,5881 -2,1544 -2,5741 -2,8133 -2,8790 -2,8089 -2,6465 -2,4238 -2,1565 -1,8477 -1,4955 -1,1067 -0,7079 -0,3472 -0,0805 0,0516 0,0398 -0,0964 -0,3260 -0,6171 -0,9366 -1,2467 -1,5112 -1,7100 -1,8440 -1,9244 -1,9652 -1,9867 -2,0118 -2,0490 -2,0824 -2,0846 -2,0333 -1,9134 -1,7092 -1,4049 -0,9983 -0,5116 0,0159 0,5473 1,0654 1,5733 2,0837 2,6062 3,1415 3,6780 4,1877 4,6244 4,9298 5,0505 4,9556 4,6417 4,1288 3,4513 2,6527 1,7816 0,8867 0,0087 -0,8243 -1,5898 -2,2600 -2,7996 -3,1720 -3,3451 -3,3026 -3,0624 -2,6785 -2,2163 -1,7255 -1,2363 -0,7684 -0,3348 0,0585 0,4062 0,6956 0,9028 0,9953 0,9427 0,7320 0,3809 -0,0525 -0,4778 -0,8071 -0,9931 -1,0421 -0,9976 -0,9173 -0,8551 -0,8531 -0,9382 -1,1182 -1,3782 -1,6807 -1,9763 -2,2188 -2,3745 -2,4270 -2,3827 -2,2665 -2,1020 -1,8977 -1,6515 -1,3663 -1,0603 -0,7673 -0,5266 -0,3686 -0,3043 -0,3230 -0,4011 -0,5167 -0,6566 -0,8132 -0,9838 -1,1790 -1,4245 -1,7438 -2,1397 -2,5926 -3,0714 -3,5482
F3    -0,6440 -1,1955 -1,6872 -2,0886 -2,3691 -2,4943 -2,4460 -2,2428 -1,9274 -1,5465 -1,1537 -0,8110 -0,5597 -0,3950 -0,2801 -0,1871 -0,1239 -0,1262 -0,2247 -0,4189 -0,6730 -0,9254 -1,1069 -1,1743 -1,1330 -1,0265 -0,9068 -0,8111 -0,7518 -0,7202 -0,7004 -0,6854 -0,6813 -0,6984 -0,7352 -0,7673 -0,7484 -0,6173 -0,3118 0,2055 0,9174 1,7525 2,6229 3,4568 4,1934 4,7711 5,1348 5,2451 5,0896 4,7073 4,1993 3,6975 3,3079 3,0706 2,9677 2,9650 3,0385 3,1667 3,3194 3,4661 3,5931 3,7053 3,8117 3,9114 3,9946 4,0530 4,0849 4,0885 4,0521 3,9604 3,8151 3,6482 3,5101 3,4437 3,4682 3,5848 3,7977 4,1224 4,5645 5,0922 5,6313 6,0853 6,3643 6,4085 6,1995 5,7617 5,1519 4,4363 3,6678 2,8849 2,1304 1,4665 0,9625 0,6669 0,5870 0,6928 0,9308 1,2384 1,5547 1,8310 2,0333 2,1276 2,0745 1,8537 1,4892 1,0461 0,6085 0,2545 0,0326 -0,0514 -0,0273 0,0559 0,1473 0,2154 0,2680 0,3508 0,5214 0,8140 1,2213 1,7044 2,2195 2,7362 3,2368 3,6999 4,0947 4,3994 4,6296 4,8467 5,1317 5,5397 6,0736 6,6907 7,3222 7,8896 8,3232 8,5787 8,6430 8,5349 8,3015 8,0067 7,7090 7,4476 7,2447 7,1171 7,0844 7,1648 7,3684 7,7064 8,1980 8,8493 9,6232 10,4391 11,2012 11,8319 12,2866 12,5444 12,5953 12,4441 12,1150 11,6404 11,0542 10,4067 9,7762 9,2514 8,8994 8,7393 8,7295 8,7789 8,7900 8,7013 8,4930 8,1714 7,7574 7,2804 6,7765 6,2815 5,8162 5,3816 4,9793 4,6325 4,3819 4,2625 4,2820 4,4052 4,5541 4,6391 4,5950 4,3917 4,0238 3,4978 2,8346 2,0890 1,3629 0,7851 0,4596 0,4238 0,6489 1,0697 1,6126 2,2087 2,7974 3,3233 3,7376 4,0095 4,1371 4,1441 4,0666 3,9428 3,8048 3,6697 3,5392 3,4109 3,2914 3,1936 3,1254 3,0863 3,0734 3,0758 3,0602 2,9727 2,7644 2,4173 1,9508 1,4160 0,8814 0,4137 0,0630 -0,1478 -0,2244 -0,1862 -0,0479 0,1804 0,4772 0,8007 1,0982 1,3200 1,4325 1,4305 1,3352 1,1769 0,9746 0,7258 0,4145 0,0366 -0,3880 -0,8260 -1,2393 -1,5755 -1,7664 -1,7551 -1,5264 -1,1121 -0,5742 0,0177 0,6050 1,1445 1,6017 1,9386 2,1052 2,0480 1,7383 1,2006 0,5140 -0,2227 -0,9292 -1,5534 -2,0678 -2,4670 -2,7577 -2,9390 -2,9995 -2,9307 -2,7330 -2,4076 -1,9565 -1,4021 -0,8055 -0,2565 0,1585 0,3805 0,3795 0,1564 -0,2475 -0,7466 -1,2284 -1,5898 -1,7704 -1,7611 -1,5859 -1,2688 -0,8183 -0,2464 0,4041 1,0628 1,6562 2,1191 2,3954 2,4493 2,2939 2,0047 1,6951 1,4693 1,3825 1,4241 1,5278 1,6056 1,5904 1,4599 1,2319 0,9442 0,6407 0,3757 0,2186 0,2325 0,4390 0,8102 1,2933 1,8298 2,3502 2,7734 3,0322 3,1020 3,0028 2,7784 2,4830 2,1757 1,9084 1,7164 1,6214 1,6371 1,7625 1,9769 2,2489 2,5524 2,8713 3,1926 3,4976 3,7592 3,9407 4,0051 3,9305 3,7238 3,4273 3,1215 2,9143 2,9117 3,1799 3,7139 4,4361 5,2352 6,0133 6,7008 7,2504 7,6296 7,8098 7,7596 7,4591 6,9257 6,2227 5,4389 4,6618 3,9724 3,4482 3,1427 3,0514 3,1056 3,2125 3,3186 3,4438 3,6517 3,9885 4,4469 4,9719 5,4889 5,9306 6,2565 6,4627 6,5823 6,6732 6,7934 6,9747 7,2120 7,4686 7,6893 7,8146 7,7981 7,6251 7,3138 6,8932 6,3838 5,8076 5,2090 4,6511 4,1903 3,8519 3,6203 3,4548 3,3251 3,2416 3,2526 3,4066 3,7095 4,1154 4,5524 4,9605 5,3149 5,6290 5,9401 6,2768 6,6259 6,9300 7,1234 7,1695 7,0639 6,8156 6,4306 5,9103 5,2688 4,5563 3,8603 3,2750 2,8625 2,6485 2,6534 2,9064 3,4136 4,1212 4,9175 5,6767 6,3048 6,7542 7,0128 7,0933 7,0230 6,8266 6,5107 6,0756 5,5420 4,9551 4,3655 3,8180 3,3570 3,0274 2,8579 2,8386 2,9172 3,0209 3,0847 3,0763 3,0040 2,9013 2,8065 2,7528 2,7621 2,8434 2,9999 3,2434 3,5976 4,0790 4,6723 5,3256 5,9641 6,5027 6,8561 6,9543 6,7689 6,3345 5,7399 5,0895 4,4686 3,9267 3,4706 3,0701 2,6823 2,2766 1,8419 1,3810 0,9090 0,4493 0,0229 -0,3618 -0,7057 -1,0065 -1,2507 -1,4153 -1,4759 -1,4191 -1,2443 -0,9502 -0,5311 0,0015 0,5880 1,1204 1,4803 1,5919 1,4511 1,1147 0,6672 0,1881 -0,2661 -0,6570 -0,9484 -1,1056 -1,1153 -1,0048 -0,8387 -0,6942 -0,6255 -0,6329 -0,6603 -0,6295 -0,4842 -0,2125 0,1593 0,5878 1,0360 1,4819 1,9102 2,3024 2,6467 2,9528 3,2489 3,5683 3,9324 4,3362 4,7386 5,0674 5,2450 5,2272 5,0285 4,7096 4,3276 3,8909 3,3609 2,7019 1,9281 1,1041 0,3056 -0,4066 -0,9831 -1,3869 -1,6080 -1,6629 -1,5778 -1,3785 -1,0924 -0,7494 -0,3764 0,0066 0,3870 0,7618 1,1335 1,4938 1,8104 2,0345 2,1249 2,0612 1,8413 1,4818 1,0300 0,5619 0,1562 -0,1384 -0,3222 -0,4383 -0,5446 -0,6776 -0,8327 -0,9740 -1,0628 -1,0785 -1,0278 -0,9468 -0,8850 -0,8749 -0,9190 -1,0035 -1,1126 -1,2251 -1,3068 -1,3154 -1,2206 -1,0268 -0,7715 -0,4983 -0,2327 0,0210 0,2657 0,4935 0,6775 0,7800 0,7742 0,6567 0,4350 0,1130 -0,3053 -0,8038 -1,3467 -1,8823 -2,3610
F7    0,8188 0,6358 0,4501 0,2738 0,0922 -0,1101 -0,3200 -0,5035 -0,6343 -0,7040 -0,7119 -0,6601 -0,5697 -0,4923 -0,4881 -0,5923 -0,8020 -1,0778 -1,3454 -1,5110 -1,5072 -1,3351 -1,0481 -0,7029 -0,3413 -0,0072 0,2484 0,3896 0,4123 0,3380 0,2004 0,0369 -0,1264 -0,2834 -0,4340 -0,5632 -0,6463 -0,6615 -0,5869 -0,3881 -0,0276 0,4882 1,0707 1,5901 1,9570 2,1491 2,1869 2,1109 1,9629 1,7697 1,5414 1,2857 1,0236 0,7881 0,6097 0,5130 0,5195 0,6402 0,8676 1,1846 1,5713 1,9951 2,4061 2,7573 3,0230 3,1936 3,2700 3,2594 3,1694 3,0093 2,7974 2,5570 2,3080 2,0705 1,8783 1,7739 1,7867 1,9224 2,1672 2,4883 2,8299 3,1217 3,3007 3,3296 3,2011 2,9338 2,5632 2,1314 1,6838 1,2721 0,9425 0,7133 0,5694 0,4839 0,4430 0,4532 0,5255 0,6532 0,8034 0,9236 0,9544 0,8425 0,5618 0,1333 -0,3736 -0,8653 -1,2637 -1,5387 -1,7056 -1,7855 -1,7779 -1,6769 -1,5051 -1,3184 -1,1666 -1,0528 -0,9337 -0,7556 -0,4923 -0,1600 0,1942 0,5235 0,8082 1,0532 1,2776 1,5206 1,8415 2,2945 2,8973 3,6176 4,3827 5,1046 5,7003 6,0996 6,2559 6,1702 5,9065 5,5669 5,2420 4,9766 4,7675 4,5863 4,4127 4,2651 4,1990 4,2737 4,5207 4,9330 5,4721 6,0830 6,7061 7,2816 7,7581 8,1057 8,3238 8,4360 8,4790 8,4853 8,4687 8,4239 8,3363 8,1965 8,0127 7,8101 7,6176 7,4558 7,3340 7,2467 7,1702 7,0688 6,9050 6,6492 6,2894 5,8369 5,3219 4,7792 4,2372 3,7167 3,2356 2,8124 2,4650 2,2113 2,0716 2,0655 2,1950 2,4313 2,7268 3,0369 3,3267 3,5672 3,7322 3,8019 3,7779 3,6973 3,6190 3,5964 3,6665 3,8491 4,1339 4,4724 4,7976 5,0511 5,1955 5,2193 5,1399 4,9969 4,8360 4,6934 4,5838 4,4941 4,3898 4,2350 4,0165 3,7549 3,4962 3,2919 3,1773 3,1524 3,1731 3,1684 3,0792 2,8881 2,6176 2,3096 2,0062 1,7420 1,5410 1,4121 1,3471 1,3264 1,3256 1,3185 1,2826 1,2069 1,0879 0,9227 0,7132 0,4829 0,2804 0,1491 0,0951 0,0833 0,0611 -0,0089 -0,1302 -0,2813 -0,4349 -0,5649 -0,6468 -0,6584 -0,5817 -0,4035 -0,1203 0,2492 0,6636 1,0837 1,4974 1,9150 2,3435 2,7620 3,1186 3,3516 3,4119 3,2767 2,9604 2,5152 2,0086 1,4968 1,0148 0,5835 0,2176 -0,0716 -0,2738 -0,3826 -0,4026 -0,3534 -0,2646 -0,1690 -0,0997 -0,0847 -0,1383 -0,2549 -0,4130 -0,5835 -0,7359 -0,8423 -0,8836 -0,8516 -0,7421 -0,5532 -0,2951 0,0018 0,2957 0,5511 0,7498 0,8932 0,9942 1,0603 1,0814 1,0404 0,9327 0,7710 0,5773 0,3795 0,2137 0,1231 0,1406 0,2669 0,4619 0,6656 0,8270 0,9197 0,9413 0,9034 0,8173 0,6896 0,5313 0,3614 0,2009 0,0692 -0,0141 -0,0311 0,0278 0,1606 0,3507 0,5656 0,7628 0,9079 0,9927 1,0357 1,0675 1,1125 1,1757 1,2430 1,2976 1,3362 1,3699 1,4156 1,4898 1,6028 1,7513 1,9207 2,1061 2,3326 2,6464 3,0835 3,6448 4,2944 4,9784 5,6501 6,2763 6,8253 7,2608 7,5506 7,6741 7,6204 7,3834 6,9646 6,3799 5,6668 4,8901 4,1350 3,4794 2,9614 2,5702 2,2700 2,0358 1,8705 1,7990 1,8556 2,0699 2,4442 2,9377 3,4740 3,9613 4,3230 4,5347 4,6275 4,6501 4,6332 4,5874 4,5151 4,4189 4,3071 4,1939 4,0939 4,0177 3,9668 3,9321 3,8956 3,8432 3,7792 3,7240 3,6915 3,6724 3,6420 3,5770 3,4697 3,3340 3,1943 3,0636 2,9317 2,7684 2,5417 2,2459 1,9183 1,6318 1,4684 1,4780 1,6393 1,8644 2,0515 2,1373 2,1199 2,0547 2,0298 2,1173 2,3283 2,6047 2,8556 3,0115 3,0543 3,0096 2,9265 2,8583 2,8439 2,8986 3,0209 3,2072 3,4588 3,7703 4,1125 4,4327 4,6740 4,7962 4,7875 4,6613 4,4450 4,1685 3,8643 3,5693 3,3151 3,1138 2,9631 2,8614 2,8042 2,7704 2,7266 2,6523 2,5584 2,4795 2,4479 2,4795 2,5787 2,7439 2,9588 3,1921 3,4187 3,6380 3,8654 4,1126 4,3752 4,6281 4,8237 4,9016 4,8173 4,5716 4,2057 3,7663 3,2876 2,8060 2,3675 2,0023 1,6981 1,4104 1,0909 0,7075 0,2569 -0,2320 -0,7130 -1,1442 -1,5008 -1,7761 -1,9774 -2,1227 -2,2291 -2,2983 -2,3138 -2,2533 -2,1075 -1,8930 -1,6460 -1,4046 -1,2024 -1,0743 -1,0553 -1,1611 -1,3729 -1,6433 -1,9138 -2,1297 -2,2492 -2,2515 -2,1447 -1,9602 -1,7413 -1,5318 -1,3615 -1,2319 -1,1177 -0,9879 -0,8253 -0,6276 -0,3972 -0,1372 0,1414 0,4198 0,6807 0,9108 1,0968 1,2241 1,2866 1,2954 1,2719 1,2311 1,1753 1,1021 1,0107 0,9099 0,8211 0,7643 0,7357 0,7034 0,6245 0,4626 0,1954 -0,1774 -0,6233 -1,0779 -1,4654 -1,7253 -1,8282 -1,7767 -1,6023 -1,3584 -1,1023 -0,8724 -0,6789 -0,5130 -0,3633 -0,2245 -0,0995 -0,0041 0,0326 -0,0182 -0,1646 -0,3853 -0,6397 -0,8896 -1,1074 -1,2652 -1,3331 -1,2975 -1,1753 -1,0099 -0,8534 -0,7439 -0,6934 -0,6962 -0,7464 -0,8441 -0,9916 -1,1898 -1,4338 -1,7056 -1,9741 -2,2048 -2,3687 -2,4442 -2,4215 -2,3110 -2,1451 -1,9699 -1,8332 -1,7800 -1,8482 -2,0532 -2,3711 -2,7421 -3,0941 -3,3706 -3,5437 -3,6108 -3,5908 -3,5221 -3,4449 -3,3761 -3,3069 -3,2293 -3,1580
