Fp1   -0,3172 0,0363 0,5817 1,1996 1,7866 2,2921 2,7262 3,1146 3,4424 3,6629 3,7552 3,7465 3,6720 3,5268 3,2660 2,8505 2,2902 1,6493 1,0182 0,4805 0,0915 -0,1265 -0,1825 -0,1101 0,0425 0,2059 0,2866 0,2068 -0,0490 -0,4480 -0,9596 -1,5670 -2,2348 -2,8847 -3,4188 -3,7737 -3,9466 -3,9699 -3,8748 -3,6834 -3,4090 -3,0490 -2,5937 -2,0516 -1,4681 -0,9210 -0,4877 -0,2081 -0,0857 -0,1106 -0,2631 -0,5008 -0,7658 -1,0101 -1,2082 -1,3520 -1,4388 -1,4595 -1,4061 -1,3000 -1,2021 -1,1840 -1,2859 -1,4961 -1,7625 -2,0231 -2,2394 -2,4138 -2,5706 -2,7254 -2,8738 -2,9952 -3,0666 -3,0903 -3,1063 -3,1610 -3,2639 -3,3808 -3,4679 -3,5001 -3,4711 -3,3887 -3,2775 -3,1726 -3,0928 -3,0209 -2,9179 -2,7523 -2,5175 -2,2318 -1,9287 -1,6458 -1,4228 -1,3065 -1,3546 -1,6258 -2,1539 -2,9252 -3,8705 -4,8756 -5,8187 -6,6188 -7,2610 -7,7839 -8,2455 -8,6815 -9,0854 -9,4310 -9,7052 -9,9163 -10,0961 -10,2985 -10,5767 -10,9501 -11,3906 -11,8370 -12,2197 -12,4807 -12,5866 -12,5253 -12,2951 -11,9158 -11,4413 -10,9302 -10,4036 -9,8491 -9,2599 -8,6628 -8,1022 -7,5988 -7,1303 -6,6475 -6,0994 -5,4550 -4,7204 -3,9386 -3,1771 -2,5141 -2,0225 -1,7553 -1,7263 -1,8852 -2,1337 -2,3753 -2,5419 -2,5898 -2,4879 -2,2140 -1,7689 -1,1892 -0,5445 0,0816 0,6160 1,0132 1,2656 1,4049 1,4900 1,5808 1,7007 1,8066 1,8014 1,5924 1,1492 0,5170 -0,2050 -0,8983 -1,4667 -1,8582 -2,0455 -2,0032 -1,7299 -1,2966 -0,8502 -0,5446 -0,4621 -0,5971 -0,8848 -1,2098 -1,4113 -1,3400 -0,9442 -0,2978 0,4507 1,1501 1,6921 2,0322 2,1906 2,2314 2,2236 2,2082 2,1996 2,2072 2,2444 2,3272 2,4706 2,6682 2,8749 3,0370 3,1402 3,2150 3,2894 3,3546 3,3832 3,3592 3,2807 3,1450 2,9364 2,6316 2,2269 1,7619 1,3109 0,9526 0,7463 0,7212 0,8729 1,1735 1,5790 2,0265 2,4444 2,7787 3,0171 3,1953 3,3652 3,5516 3,7508 3,9643 4,2061 4,4802 4,7642 5,0168 5,1995 5,3006 5,3469 5,3967 5,5075 5,6912 5,8994 6,0595 6,1232 6,0808 5,9502 5,7555 5,5079 5,2136 4,8919 4,5636 4,2276 3,8817 3,5569 3,3026 3,1428 3,0626 3,0199 2,9653 2,8714 2,7518 2,6390 2,5477 2,4721 2,4144 2,3964 2,4392 2,5428 2,6831 2,8190 2,9057 2,9052 2,7834 2,5146 2,0947 1,5531 0,9543 0,3796 -0,1098 -0,4914 -0,7587 -0,8922 -0,8671 -0,6801 -0,3616 0,0247 0,4049 0,7392 1,0392 1,3330 1,6300 1,9213 2,1924 2,4373 2,6697 2,9057 3,1340 3,3218 3,4524 3,5470 3,6478 3,7850 3,9652 4,1883 4,4675 4,8329 5,3096 5,8753 6,4399 6,8834 7,1354 7,2214 7,2250 7,2120 7,1980 7,1775 7,1509 7,1181 7,0807 7,0587 7,0766 7,1337 7,2113 7,2990 7,4023 7,5293 7,6725 7,8040 7,8832 7,8705 7,7460 7,5260 7,2569 6,9865 6,7390 6,5217 6,3533 6,2588 6,2393 6,2635 6,2863 6,2775 6,2408 6,2169 6,2665 6,4282 6,6823 6,9731 7,2488 7,4628 7,5659 7,5204 7,3072 6,9302 6,4276 5,8509 5,2404 4,6536 4,1812 3,9029 3,8448 3,9791 4,2511 4,6130 5,0388 5,5128 6,0189 6,5475 7,0845 7,5871 7,9968 8,2880 8,4735 8,5754 8,6162 8,6198 8,5960 8,5309 8,3849 8,1142 7,7215 7,2734 6,8631 6,5830 6,5081 6,6752 7,0866 7,7138 8,4697 9,2140 9,8289 10,2761 10,5724 10,7401 10,7981 10,7845 10,7526 10,7280 10,6846 10,5725 10,3637 10,0640 9,6984 9,3061 8,9377 8,6463 8,4743 8,4242 8,4373 8,4235 8,3283 8,1683 8,0030 7,8817 7,8122 7,7717 7,7346 7,6887 7,6512 7,6735 7,7913 7,9640 8,0880 8,0731 7,8863 7,5307 7,0252 6,4193 5,7899 5,2079 4,7202 4,3602 4,1508 4,0844 4,1188 4,2116 4,3551 4,5692 4,8556 5,1642 5,4106 5,5202 5,4437 5,1525 4,6527 4,0074 3,3261 2,7189 2,2584 1,9696 1,8353 1,8123 1,8532 1,9275 2,0385 2,2163 2,4825 2,8187 3,1715 3,4851 3,7260 3,8864 3,9769 4,0172 4,0229 4,0024 3,9633 3,9137 3,8667 3,8430 3,8526 3,8733 3,8670 3,8234 3,7764 3,7660 3,7869 3,7844 3,6946 3,4823 3,1494 2,7205 2,2337 1,7487 1,3303 0,9930 0,6712 0,2663 -0,2785 -0,9434 -1,6517 -2,3124 -2,8554 -3,2454 -3,4760 -3,5599 -3,5237 -3,3981 -3,2061 -2,9752 -2,7484 -2,5597 -2,3977 -2,2045 -1,9249 -1,5637 -1,1981 -0,9360 -0,8610 -0,9913 -1,2745 -1,6352 -2,0282 -2,4301 -2,8026 -3,0971 -3,2931 -3,4039 -3,4558 -3,4804 -3,5127 -3,5735 -3,6610 -3,7724 -3,9204 -4,1092 -4,2949 -4,3884 -4,3092 -4,0435 -3,6567 -3,2477 -2,8910 -2,6231 -2,4776 -2,5079 -2,7530 -3,1855 -3,7094 -4,2133 -4,6217 -4,9061 -5,0662 -5,1132 -5,0676 -4,9688 -4,8799 -4,8692 -4,9841 -5,2402 -5,6321 -6,1378 -6,7082 -7,2682 -7,7362 -8,0426 -8,1453 -8,0425 -7,7701 -7,3892 -6,9705 -6,5812 -6,2790 -6,1017 -6,0561 -6,1217 -6,2645 -6,4303 -6,5348 -6,4939 -6,2731 -5,8964 -5,4206 -4,9215 -4,4947 -4,2389 -4,2072 -4,3658 -4,6095 -4,8347 -5,0037 -5,1402 -5,2896 -5,4911 -5,7561 -6,0566 -6,3511 -6,6200 -6,8668 -7,0901 -7,2708 -7,3925 -7,4565 -7,4642 -7,3996 -7,2542 -7,0587 -6,8727 -6,7489 -6,7155 -6,7825 -6,9582 -7,2536 -7,6586 -8,1221
Fz    -0,5040 -0,4636 -0,2280 0,1340 0,5362 0,9202 1,2780 1,6158 1,9079 2,1115 2,2205 2,2732 2,3080 2,3259 2,2996 2,2045 2,0357 1,8044 1,5369 1,2744 1,0616 0,9304 0,8873 0,9157 0,9875 1,0603 1,0707 0,9574 0,6933 0,2853 -0,2422 -0,8492 -1,4736 -2,0347 -2,4552 -2,6944 -2,7678 -2,7305 -2,6428 -2,5452 -2,4464 -2,3298 -2,1764 -1,9799 -1,7462 -1,4931 -1,2471 -1,0272 -0,8444 -0,7147 -0,6561 -0,6669 -0,7202 -0,7840 -0,8438 -0,9042 -0,9744 -1,0502 -1,1129 -1,1522 -1,1868 -1,2543 -1,3769 -1,5366 -1,6814 -1,7573 -1,7399 -1,6414 -1,4963 -1,3463 -1,2299 -1,1677 -1,1561 -1,1850 -1,2576 -1,3854 -1,5633 -1,7631 -1,9545 -2,1194 -2,2425 -2,3067 -2,3032 -2,2405 -2,1362 -2,0014 -1,8389 -1,6554 -1,4690 -1,3050 -1,1860 -1,1265 -1,1362 -1,2226 -1,3939 -1,6643 -2,0510 -2,5532 -3,1349 -3,7324 -4,2802 -4,7379 -5,1071 -5,4222 -5,7168 -5,9964 -6,2418 -6,4334 -6,5682 -6,6615 -6,7479 -6,8794 -7,1027 -7,4247 -7,7993 -8,1507 -8,4093 -8,5347 -8,5229 -8,3930 -8,1639 -7,8465 -7,4586 -7,0288 -6,5787 -6,1107 -5,6242 -5,1388 -4,6911 -4,3025 -3,9598 -3,6261 -3,2640 -2,8479 -2,3683 -1,8423 -1,3210 -0,8742 -0,5633 -0,4280 -0,4782 -0,6812 -0,9671 -1,2586 -1,4906 -1,6158 -1,6059 -1,4510 -1,1637 -0,7835 -0,3705 0,0134 0,3257 0,5534 0,7062 0,8075 0,8884 0,9753 1,0676 1,1215 1,0672 0,8538 0,4834 0,0081 -0,4928 -0,9408 -1,2834 -1,5004 -1,5802 -1,5014 -1,2527 -0,8728 -0,4586 -0,1222 0,0670 0,0977 -0,0036 -0,1807 -0,3453 -0,4085 -0,3265 -0,1110 0,1893 0,5070 0,7745 0,9485 1,0281 1,0465 1,0409 1,0306 1,0180 0,9964 0,9564 0,8946 0,8232 0,7612 0,7174 0,6890 0,6768 0,6918 0,7439 0,8317 0,9430 1,0580 1,1554 1,2142 1,2079 1,1098 0,9180 0,6675 0,4141 0,2104 0,0927 0,0760 0,1550 0,3118 0,5185 0,7380 0,9319 1,0727 1,1573 1,2160 1,2955 1,4230 1,5957 1,8026 2,0368 2,2871 2,5296 2,7370 2,8950 3,0077 3,0927 3,1789 3,3014 3,4818 3,7067 3,9358 4,1278 4,2552 4,3089 4,2953 4,2210 4,0885 3,9081 3,7000 3,4851 3,2868 3,1360 3,0525 3,0245 3,0168 2,9939 2,9339 2,8338 2,7069 2,5711 2,4337 2,2923 2,1501 2,0269 1,9471 1,9193 1,9326 1,9653 1,9928 1,9951 1,9548 1,8528 1,6720 1,4108 1,0900 0,7403 0,3821 0,0253 -0,3108 -0,5874 -0,7628 -0,8168 -0,7604 -0,6317 -0,4770 -0,3182 -0,1422 0,0693 0,3138 0,5796 0,8591 1,1403 1,4008 1,6119 1,7408 1,7632 1,6886 1,5659 1,4558 1,3972 1,4043 1,4860 1,6562 1,9248 2,2844 2,6948 3,0839 3,3827 3,5740 3,7014 3,8210 3,9476 4,0517 4,1064 4,1203 4,1194 4,1155 4,1062 4,0874 4,0541 4,0066 3,9648 3,9644 4,0297 4,1503 4,2858 4,3920 4,4395 4,4248 4,3680 4,2877 4,1790 4,0209 3,8142 3,6026 3,4328 3,3069 3,1940 3,0799 2,9878 2,9513 2,9886 3,1050 3,2967 3,5384 3,7877 4,0038 4,1541 4,2137 4,1667 3,9988 3,6974 3,2706 2,7492 2,1717 1,5935 1,0948 0,7493 0,5867 0,5912 0,7238 0,9493 1,2546 1,6407 2,1005 2,6100 3,1254 3,5773 3,8961 4,0607 4,1032 4,0707 4,0074 3,9554 3,9397 3,9519 3,9529 3,9020 3,7943 3,6622 3,5531 3,5209 3,6116 3,8369 4,1792 4,6086 5,0711 5,4918 5,8190 6,0476 6,1919 6,2602 6,2641 6,2275 6,1689 6,0821 5,9411 5,7254 5,4416 5,1184 4,7878 4,4768 4,2077 3,9982 3,8597 3,7892 3,7578 3,7207 3,6533 3,5740 3,5279 3,5488 3,6318 3,7379 3,8217 3,8507 3,8128 3,7171 3,5784 3,3951 3,1501 2,8316 2,4479 2,0239 1,5923 1,1949 0,8721 0,6445 0,5067 0,4442 0,4498 0,5191 0,6378 0,7876 0,9595 1,1513 1,3468 1,5114 1,6070 1,6091 1,5074 1,3002 1,0018 0,6544 0,3153 0,0212 -0,2197 -0,4056 -0,5364 -0,6220 -0,6826 -0,7393 -0,7928 -0,8110 -0,7569 -0,6238 -0,4351 -0,2223 -0,0136 0,1671 0,3018 0,3795 0,3967 0,3620 0,2957 0,2218 0,1656 0,1575 0,2191 0,3387 0,4705 0,5682 0,6147 0,6128 0,5593 0,4481 0,2874 0,0963 -0,1122 -0,3394 -0,5902 -0,8526 -1,0989 -1,3187 -1,5422 -1,8224 -2,1937 -2,6528 -3,1678 -3,6942 -4,1813 -4,5765 -4,8340 -4,9305 -4,8827 -4,7399 -4,5485 -4,3329 -4,1118 -3,9113 -3,7490 -3,6150 -3,4865 -3,3636 -3,2844 -3,3070 -3,4770 -3,7946 -4,2065 -4,6410 -5,0467 -5,3958 -5,6635 -5,8268 -5,8830 -5,8499 -5,7471 -5,5910 -5,4031 -5,2078 -5,0288 -4,9014 -4,8699 -4,9479 -5,0870 -5,1946 -5,1902 -5,0540 -4,8221 -4,5430 -4,2522 -3,9894 -3,8257 -3,8489 -4,1071 -4,5661 -5,1264 -5,6772 -6,1413 -6,4861 -6,7064 -6,8090 -6,8193 -6,7909 -6,7891 -6,8595 -7,0190 -7,2651 -7,5831 -7,9511 -8,3401 -8,7105 -9,0150 -9,2077 -9,2602 -9,1751 -8,9842 -8,7342 -8,4662 -8,2091 -7,9903 -7,8434 -7,7960 -7,8518 -7,9780 -8,1046 -8,1468 -8,0450 -7,7936 -7,4304 -7,0087 -6,5870 -6,2346 -6,0186 -5,9709 -6,0701 -6,2571 -6,4749 -6,7016 -6,9451 -7,2204 -7,5345 -7,8750 -8,2059 -8,4908 -8,7218 -8,9161 -9,0889 -9,2368 -9,3462 -9,4028 -9,3858 -9,2702 -9,0530 -8,7743 -8,5038 -8,3056 -8,2172 -8,2517 -8,4115 -8,6952 -9,0781 -9,4976
F3    -0,6348 -0,4662 -0,0712 0,4479 0,9728 1,4204 1,7756 2,0598 2,2706 2,3826 2,3972 2,3548 2,2936 2,2117 2,0739 1,8494 1,5343 1,1514 0,7472 0,3881 0,1450 0,0691 0,1688 0,4041 0,7054 0,9921 1,1780 1,1959 1,0306 0,7021 0,2210 -0,4056 -1,1274 -1,8302 -2,3781 -2,6873 -2,7646 -2,6804 -2,5203 -2,3559 -2,2215 -2,1062 -1,9773 -1,8134 -1,6174 -1,4121 -1,2231 -1,0610 -0,9318 -0,8575 -0,8611 -0,9272 -1,0021 -1,0395 -1,0334 -1,0061 -0,9794 -0,9605 -0,9543 -0,9857 -1,0942 -1,3029 -1,5939 -1,9106 -2,1771 -2,3306 -2,3512 -2,2657 -2,1204 -1,9578 -1,8069 -1,6752 -1,5542 -1,4443 -1,3706 -1,3668 -1,4421 -1,5724 -1,7305 -1,9038 -2,0771 -2,2263 -2,3391 -2,4194 -2,4659 -2,4588 -2,3748 -2,2100 -1,9874 -1,7478 -1,5352 -1,3838 -1,3103 -1,3190 -1,4164 -1,6202 -1,9468 -2,3909 -2,9142 -3,4548 -3,9516 -4,3723 -4,7253 -5,0461 -5,3683 -5,7028 -6,0347 -6,3394 -6,6013 -6,8164 -6,9966 -7,1753 -7,3919 -7,6590 -7,9475 -8,1985 -8,3518 -8,3760 -8,2783 -8,0870 -7,8216 -7,4872 -7,0905 -6,6455 -6,1627 -5,6454 -5,1055 -4,5819 -4,1257 -3,7607 -3,4633 -3,1793 -2,8553 -2,4584 -1,9856 -1,4662 -0,9568 -0,5226 -0,2177 -0,0771 -0,1072 -0,2718 -0,5050 -0,7467 -0,9542 -1,0950 -1,1400 -1,0654 -0,8636 -0,5500 -0,1630 0,2442 0,6202 0,9316 1,1690 1,3484 1,5035 1,6636 1,8243 1,9392 1,9405 1,7733 1,4224 0,9244 0,3619 -0,1671 -0,5891 -0,8698 -0,9901 -0,9276 -0,6767 -0,2909 0,1133 0,4128 0,5470 0,5278 0,4023 0,2349 0,1100 0,1103 0,2758 0,5872 0,9807 1,3748 1,6952 1,8992 1,9887 1,9993 1,9695 1,9186 1,8506 1,7699 1,6858 1,6078 1,5474 1,5145 1,5060 1,5076 1,5101 1,5151 1,5212 1,5165 1,4893 1,4370 1,3636 1,2714 1,1533 0,9996 0,8156 0,6279 0,4705 0,3730 0,3602 0,4488 0,6381 0,9080 1,2264 1,5550 1,8544 2,0961 2,2817 2,4485 2,6378 2,8558 3,0818 3,3073 3,5406 3,7831 4,0134 4,1997 4,3212 4,3786 4,3948 4,4140 4,4883 4,6411 4,8455 5,0472 5,2044 5,3014 5,3452 5,3476 5,3038 5,1985 5,0298 4,8074 4,5401 4,2440 3,9558 3,7164 3,5454 3,4373 3,3662 3,2948 3,1940 3,0557 2,8844 2,6889 2,4846 2,2980 2,1625 2,1041 2,1300 2,2267 2,3618 2,4930 2,5844 2,6160 2,5762 2,4503 2,2261 1,9132 1,5462 1,1644 0,7995 0,4834 0,2553 0,1487 0,1712 0,2968 0,4739 0,6497 0,8058 0,9664 1,1617 1,3936 1,6459 1,9035 2,1581 2,4076 2,6459 2,8482 2,9753 3,0000 2,9244 2,7788 2,6095 2,4676 2,4000 2,4415 2,6114 2,9087 3,3043 3,7385 4,1418 4,4744 4,7432 4,9670 5,1255 5,1723 5,1079 5,0005 4,9196 4,8834 4,8725 4,8591 4,8233 4,7674 4,7204 4,7186 4,7826 4,9100 5,0779 5,2464 5,3670 5,3999 5,3296 5,1667 4,9383 4,6716 4,3921 4,1335 3,9220 3,7562 3,6188 3,5036 3,4255 3,4098 3,4785 3,6441 3,9015 4,2212 4,5694 4,9252 5,2655 5,5465 5,7051 5,6676 5,3800 4,8518 4,1471 3,3449 2,5429 1,8612 1,3933 1,1649 1,1479 1,2998 1,5919 2,0099 2,5381 3,1483 3,8010 4,4386 4,9764 5,3332 5,4865 5,4746 5,3562 5,1954 5,0589 4,9888 4,9797 4,9780 4,9169 4,7768 4,5988 4,4436 4,3751 4,4560 4,7146 5,1257 5,6237 6,1188 6,5332 6,8399 7,0493 7,1667 7,1833 7,1081 6,9859 6,8665 6,7565 6,6152 6,4006 6,1129 5,7885 5,4632 5,1556 4,8804 4,6601 4,5226 4,4809 4,5126 4,5681 4,6107 4,6444 4,7008 4,8018 4,9333 5,0482 5,0930 5,0373 4,9016 4,7499 4,6315 4,5340 4,4013 4,1891 3,9007 3,5708 3,2331 2,9146 2,6396 2,4218 2,2589 2,1433 2,0793 2,0804 2,1492 2,2760 2,4551 2,6817 2,9288 3,1416 3,2612 3,2554 3,1278 2,9009 2,6084 2,2998 2,0271 1,8164 1,6667 1,5689 1,5096 1,4653 1,4018 1,2913 1,1485 1,0371 1,0203 1,1143 1,2888 1,4966 1,6953 1,8544 1,9570 1,9979 1,9808 1,9202 1,8423 1,7730 1,7300 1,7255 1,7607 1,8131 1,8464 1,8425 1,8155 1,7866 1,7571 1,7154 1,6559 1,5760 1,4670 1,3184 1,1293 0,9198 0,7204 0,5365 0,3277 0,0407 -0,3435 -0,7987 -1,2808 -1,7536 -2,1978 -2,5992 -2,9295 -3,1522 -3,2570 -3,2650 -3,1985 -3,0667 -2,8781 -2,6489 -2,3941 -2,1156 -1,8122 -1,5048 -1,2491 -1,1206 -1,1825 -1,4395 -1,8220 -2,2384 -2,6337 -2,9867 -3,2781 -3,4861 -3,6035 -3,6376 -3,5975 -3,4981 -3,3691 -3,2438 -3,1406 -3,0733 -3,0680 -3,1414 -3,2653 -3,3680 -3,3802 -3,2789 -3,0900 -2,8538 -2,5956 -2,3335 -2,1111 -2,0084 -2,1007 -2,4011 -2,8404 -3,3074 -3,7162 -4,0367 -4,2718 -4,4281 -4,5204 -4,5890 -4,6923 -4,8735 -5,1450 -5,4986 -5,9165 -6,3730 -6,8336 -7,2551 -7,5880 -7,7821 -7,8079 -7,6763 -7,4322 -7,1293 -6,8102 -6,5062 -6,2497 -6,0784 -6,0138 -6,0474 -6,1502 -6,2752 -6,3501 -6,3002 -6,0897 -5,7316 -5,2714 -4,7821 -4,3669 -4,1305 -4,1177 -4,2803 -4,5135 -4,7344 -4,9288 -5,1275 -5,3578 -5,6241 -5,9079 -6,1737 -6,3925 -6,5645 -6,7110 -6,8445 -6,9536 -7,0148 -7,0029 -6,8924 -6,6731 -6,3710 -6,0518 -5,7926 -5,6502 -5,6466 -5,7714 -6,0013 -6,3266 -6,7424 -7,2152
F7    1,2979 1,2594 1,2339 1,1967 1,1594 1,1819 1,3162 1,5595 1,8658 2,1679 2,3896 2,4767 2,4245 2,2602 2,0112 1,6967 1,3392 0,9694 0,6160 0,2983 0,0220 -0,2188 -0,4224 -0,5693 -0,6469 -0,6786 -0,7040 -0,7426 -0,8058 -0,9096 -1,0488 -1,1924 -1,3194 -1,4420 -1,5857 -1,7625 -1,9660 -2,1636 -2,2928 -2,2927 -2,1418 -1,8542 -1,4589 -1,0076 -0,5870 -0,2860 -0,1406 -0,1195 -0,1617 -0,2211 -0,2871 -0,3846 -0,5513 -0,7962 -1,0838 -1,3578 -1,5669 -1,6727 -1,6501 -1,4944 -1,2312 -0,9163 -0,6103 -0,3543 -0,1712 -0,0802 -0,0978 -0,2295 -0,4557 -0,7266 -0,9890 -1,2182 -1,4187 -1,6121 -1,8264 -2,0717 -2,3175 -2,4997 -2,5555 -2,4628 -2,2587 -2,0093 -1,7611 -1,5327 -1,3367 -1,1811 -1,0504 -0,9041 -0,7110 -0,4800 -0,2510 -0,0661 0,0439 0,0581 -0,0402 -0,2722 -0,6631 -1,2207 -1,9139 -2,6757 -3,4316 -4,1302 -4,7476 -5,2660 -5,6592 -5,9030 -5,9974 -5,9718 -5,8707 -5,7431 -5,6390 -5,6005 -5,6568 -5,8183 -6,0668 -6,3563 -6,6308 -6,8408 -6,9478 -6,9251 -6,7566 -6,4477 -6,0431 -5,6110 -5,2025 -4,8383 -4,5193 -4,2413 -3,9995 -3,7802 -3,5613 -3,3281 -3,0738 -2,7850 -2,4438 -2,0547 -1,6681 -1,3636 -1,2071 -1,2281 -1,4171 -1,7203 -2,0502 -2,3251 -2,5035 -2,5823 -2,5677 -2,4512 -2,2161 -1,8635 -1,4264 -0,9673 -0,5619 -0,2696 -0,1059 -0,0456 -0,0551 -0,1146 -0,2168 -0,3624 -0,5510 -0,7666 -0,9807 -1,1744 -1,3433 -1,4873 -1,6082 -1,7089 -1,7768 -1,7715 -1,6432 -1,3732 -1,0023 -0,6228 -0,3310 -0,1811 -0,1722 -0,2487 -0,3137 -0,2768 -0,1055 0,1707 0,4920 0,7906 1,0142 1,1490 1,2182 1,2575 1,2935 1,3378 1,3906 1,4434 1,4846 1,5177 1,5653 1,6418 1,7273 1,7825 1,7846 1,7449 1,6948 1,6608 1,6531 1,6679 1,6855 1,6652 1,5535 1,3062 0,9158 0,4327 -0,0437 -0,4153 -0,6286 -0,6789 -0,5888 -0,3824 -0,0798 0,2884 0,6759 1,0418 1,3790 1,7131 2,0656 2,4221 2,7439 3,0060 3,2157 3,3920 3,5305 3,6021 3,5868 3,4992 3,3741 3,2470 3,1544 3,1323 3,1990 3,3531 3,5785 3,8370 4,0637 4,1834 4,1411 3,9295 3,5952 3,2092 2,8180 2,4331 2,0651 1,7457 1,5134 1,3863 1,3475 1,3615 1,4137 1,5280 1,7268 1,9776 2,1978 2,3188 2,3307 2,2703 2,1857 2,1164 2,0864 2,0993 2,1308 2,1294 2,0426 1,8508 1,5743 1,2573 0,9499 0,6832 0,4536 0,2477 0,0775 -0,0264 -0,0422 0,0369 0,2052 0,4426 0,7156 0,9836 1,2081 1,3628 1,4358 1,4275 1,3568 1,2625 1,1809 1,1237 1,0870 1,0779 1,1217 1,2214 1,3242 1,3629 1,3243 1,2591 1,2430 1,3303 1,5179 1,7377 1,8940 1,9295 1,8710 1,8172 1,8817 2,1201 2,4877 2,8693 3,1505 3,2779 3,2831 3,2397 3,1847 3,1034 2,9817 2,8397 2,7167 2,6462 2,6339 2,6462 2,6306 2,5609 2,4591 2,3618 2,2769 2,1827 2,0577 1,9098 1,7805 1,7099 1,6999 1,7124 1,6978 1,6362 1,5653 1,5678 1,7093 1,9705 2,2460 2,4006 2,3294 2,0062 1,5099 0,9965 0,6138 0,4247 0,4052 0,4917 0,6234 0,7761 0,9702 1,2347 1,5589 1,8796 2,1126 2,2045 2,1609 2,0403 1,9275 1,9026 2,0179 2,2798 2,6355 2,9927 3,2736 3,4356 3,4515 3,3093 3,0297 2,6649 2,2811 1,9399 1,6883 1,5538 1,5343 1,6020 1,7358 1,9526 2,2935 2,7683 3,3132 3,8243 4,2343 4,5371 4,7548 4,9055 4,9963 5,0358 5,0473 5,0485 5,0188 4,9112 4,7032 4,4310 4,1732 3,9972 3,9199 3,9121 3,9177 3,8636 3,6803 3,3365 2,8581 2,3146 1,7860 1,3360 1,0123 0,8607 0,9050 1,1115 1,4031 1,7168 2,0365 2,3756 2,7284 3,0411 3,2337 3,2419 3,0446 2,6662 2,1558 1,5766 1,0116 0,5432 0,2123 0,0210 -0,0289 0,0744 0,3288 0,6980 1,1133 1,5012 1,8072 1,9958 2,0488 1,9610 1,7246 1,3296 0,7910 0,1678 -0,4514 -0,9772 -1,3330 -1,4514 -1,2914 -0,8855 -0,3473 0,1931 0,6532 1,0031 1,2439 1,3901 1,4605 1,4706 1,4252 1,3217 1,1651 0,9763 0,7795 0,5924 0,4250 0,2801 0,1597 0,0661 -0,0020 -0,0342 0,0011 0,1267 0,3156 0,4895 0,5558 0,4518 0,1753 -0,2087 -0,5911 -0,8672 -0,9921 -1,0142 -1,0468 -1,1895 -1,4696 -1,8431 -2,2232 -2,5100 -2,6419 -2,6456 -2,6064 -2,5829 -2,5753 -2,5620 -2,5462 -2,5567 -2,6037 -2,6604 -2,6857 -2,6461 -2,5318 -2,3694 -2,2074 -2,0890 -2,0450 -2,0914 -2,2201 -2,4084 -2,6293 -2,8413 -2,9983 -3,0856 -3,1284 -3,1700 -3,2521 -3,4016 -3,6137 -3,8454 -4,0333 -4,1208 -4,0692 -3,8541 -3,4740 -2,9796 -2,4764 -2,0830 -1,8843 -1,9023 -2,0934 -2,3805 -2,6910 -2,9692 -3,1713 -3,2692 -3,2518 -3,1143 -2,8644 -2,5428 -2,2132 -1,9265 -1,7066 -1,5764 -1,5735 -1,7227 -2,0097 -2,3972 -2,8443 -3,3001 -3,7027 -3,9993 -4,1635 -4,1999 -4,1415 -4,0428 -3,9655 -3,9558 -4,0229 -4,1349 -4,2395 -4,2945 -4,2794 -4,1919 -4,0484 -3,8728 -3,6823 -3,4945 -3,3368 -3,2260 -3,1441 -3,0511 -2,9171 -2,7347 -2,5114 -2,2584 -1,9884 -1,7265 -1,5168 -1,4017 -1,3981 -1,4944 -1,6653 -1,8875 -2,1455 -2,4294 -2,7219 -2,9926 -3,2118 -3,3643 -3,4409 -3,4330 -3,3491 -3,2249 -3,1069 -3,0276 -2,9956 -3,0038 -3,0399 -3,0948 -3,1724 -3,2894
