Fp1   -0,3899 -0,3532 -0,3263 -0,3135 -0,3102 -0,3076 -0,3005 -0,2908 -0,2862 -0,3033 -0,3690 -0,5065 -0,7147 -0,9652 -1,2140 -1,4132 -1,5181 -1,4927 -1,3220 -1,0244 -0,6474 -0,2498 0,1116 0,3925 0,5671 0,6271 0,5784 0,4390 0,2345 -0,0035 -0,2361 -0,4224 -0,5325 -0,5559 -0,4987 -0,3693 -0,1645 0,1257 0,4931 0,8965 1,2715 1,5535 1,7012 1,7129 1,6190 1,4587 1,2606 1,0381 0,7942 0,5261 0,2318 -0,0778 -0,3754 -0,6311 -0,8224 -0,9298 -0,9364 -0,8429 -0,6874 -0,5381 -0,4555 -0,4625 -0,5461 -0,6716 -0,7930 -0,8685 -0,8795 -0,8318 -0,7322 -0,5720 -0,3320 -0,0018 0,3972 0,8073 1,1635 1,4249 1,5804 1,6364 1,6049 1,4977 1,3301 1,1294 0,9346 0,7799 0,6818 0,6429 0,6600 0,7339 0,8716 1,0756 1,3292 1,5961 1,8323 2,0011 2,0948 2,1428 2,1916 2,2737 2,3865 2,4903 2,5344 2,4942 2,3824 2,2271 2,0460 1,8376 1,5906 1,3005 0,9734 0,6201 0,2487 -0,1374 -0,5373 -0,9503 -1,3767 -1,8130 -2,2402 -2,6222 -2,9236 -3,1272 -3,2331 -3,2420 -3,1461 -2,9419 -2,6523 -2,3247 -2,0006 -1,6895 -1,3681 -1,0039 -0,5896 -0,1526 0,2686 0,6481 0,9748 1,2429 1,4426 1,5623 1,5895 1,5079 1,3112 1,0253 0,7092 0,4307 0,2385 0,1511 0,1597 0,2354 0,3435 0,4577 0,5577 0,6222 0,6324 0,5797 0,4722 0,3397 0,2283 0,1849 0,2464 0,4329 0,7455 1,1678 1,6667 2,1906 2,6732 3,0468 3,2646 3,3240 3,2686 3,1569 3,0306 2,9094 2,8013 2,7128 2,6606 2,6700 2,7559 2,9041 3,0726 3,2106 3,2825 3,2790 3,2102 3,0909 2,9361 2,7640 2,5891 2,4135 2,2252 2,0022 1,7173 1,3526 0,9210 0,4639 0,0199 -0,3941 -0,7570 -1,0199 -1,1251 -1,0458 -0,8035 -0,4575 -0,0794 0,2712 0,5552 0,7512 0,8510 0,8634 0,8187 0,7568 0,7010 0,6470 0,5766 0,4758 0,3441 0,1975 0,0704 0,0042 0,0255 0,1324 0,2934 0,4644 0,6171 0,7545 0,8959 1,0493 1,2030 1,3405 1,4527 1,5376 1,5999 1,6510 1,7010 1,7489 1,7859 1,8030 1,7940 1,7524 1,6696 1,5370 1,3531 1,1307 0,8991 0,6970 0,5581 0,4946 0,4922 0,5236 0,5682 0,6194 0,6764 0,7368 0,7968 0,8618 0,9549 1,1013 1,2966 1,4980 1,6467 1,6909 1,6025 1,3970 1,1396 0,9132 0,7732 0,7411 0,8219 1,0051 1,2511 1,4947 1,6672 1,7189 1,6363 1,4493 1,2271 1,0538 0,9855 1,0281 1,1528 1,3185 1,4791 1,5982 1,6620 1,6690 1,6158 1,5077 1,3653 1,2088 1,0529 0,9191 0,8341 0,8064 0,8159 0,8343 0,8493 0,8606 0,8633 0,8543 0,8488 0,8744 0,9451 1,0498 1,1620 1,2543 1,3048 1,2965 1,2215 1,0869 0,9171 0,7488 0,6173 0,5309 0,4591 0,3594 0,2145 0,0383 -0,1435 -0,3019 -0,4003 -0,3957 -0,2540 0,0336 0,4429 0,9187 1,3910 1,7966 2,0901 2,2497 2,2841 2,2299 2,1335 2,0255 1,9116 1,7804 1,6180 1,4244 1,2275 1,0798 1,0312 1,0988 1,2534 1,4301 1,5559 1,5863 1,5308 1,4372 1,3464 1,2727 1,2229 1,2147 1,2689 1,3892 1,5496 1,6974 1,7777 1,7652 1,6837 1,5903 1,5354 1,5338 1,5704 1,6215 1,6667 1,6881 1,6734 1,6271 1,5699 1,5252 1,5103 1,5347 1,5969 1,6808 1,7598 1,8059 1,7997 1,7338 1,6138 1,4594 1,3025 1,1804 1,1234 1,1427 1,2277 1,3540 1,4999 1,6598 1,8391 2,0362 2,2337 2,4076 2,5389 2,6122 2,6144 2,5471 2,4406 2,3463 2,3130 2,3688 2,5082 2,6888 2,8520 2,9596 3,0082 3,0175 3,0156 3,0249 3,0450 3,0533 3,0250 2,9511 2,8366 2,6908 2,5275 2,3701 2,2401 2,1375 2,0423 1,9421 1,8485 1,7871 1,7790 1,8261 1,8985 1,9402 1,9015 1,7730 1,5862 1,3845 1,2038 1,0779 1,0301 1,0474 1,0806 1,0814 1,0361 0,9694 0,9215 0,9207 0,9679 1,0370 1,0921 1,1138 1,1132 1,1163 1,1366 1,1722 1,2194 1,2783 1,3521 1,4526 1,5940 1,7733 1,9641 2,1331 2,2556 2,3159 2,3077 2,2404 2,1394 2,0347 1,9543 1,9245 1,9626 2,0673 2,2188 2,3889 2,5481 2,6665 2,7220 2,7157 2,6715 2,6180 2,5688 2,5190 2,4643 2,4129 2,3693 2,3152 2,2251 2,1015 1,9841 1,9144 1,8965 1,8872 1,8252 1,6731 1,4390 1,1629 0,8799 0,5932 0,2816 -0,0671 -0,4390 -0,8071 -1,1473 -1,4438 -1,6932 -1,9024 -2,0768 -2,2176 -2,3234 -2,3798 -2,3576 -2,2358 -2,0193 -1,7312 -1,4035 -1,0758 -0,7883 -0,5742 -0,4564 -0,4388 -0,4993 -0,5943 -0,6723 -0,6883 -0,6135 -0,4452 -0,2091 0,0532 0,3058 0,5304 0,7258 0,9029 1,0763 1,2483 1,4067 1,5439 1,6722 1,8105 1,9551 2,0700 2,1112 2,0611 1,9413 1,7991 1,6838 1,6255 1,6211 1,6371 1,6315 1,5775 1,4683 1,3104 1,1196 0,9186 0,7370 0,6085 0,5548 0,5645 0,5979 0,6172 0,6038 0,5476 0,4391 0,2798 0,0880 -0,1061 -0,2696 -0,3835 -0,4566 -0,5141 -0,5759 -0,6470 -0,7157 -0,7554 -0,7422 -0,6768 -0,5850 -0,4978 -0,4355 -0,4054 -0,4062 -0,4272 -0,4412 -0,4116 -0,3140 -0,1502 0,0531 0,2566 0,4273 0,5528 0,6386 0,6987 0,7450 0,7812 0,8057 0,8228 0,8461 0,8926 0,9775 1,1114 1,2985 1,5286 1,7803 2,0392 2,3072 2,5846 2,8515 3,0701
Fz    -0,3185 -0,1671 -0,0462 -0,0014 -0,0454 -0,1543 -0,2879 -0,4112 -0,5047 -0,5726 -0,6494 -0,7849 -1,0112 -1,3134 -1,6253 -1,8575 -1,9355 -1,8245 -1,5393 -1,1434 -0,7237 -0,3531 -0,0705 0,1117 0,1949 0,1914 0,1276 0,0386 -0,0456 -0,1116 -0,1633 -0,2186 -0,2964 -0,3936 -0,4720 -0,4660 -0,3036 0,0578 0,5935 1,2076 1,7701 2,1687 2,3471 2,3185 2,1452 1,8962 1,6144 1,3164 1,0103 0,7019 0,3890 0,0673 -0,2612 -0,5917 -0,9171 -1,2083 -1,4092 -1,4744 -1,4225 -1,3450 -1,3524 -1,5054 -1,7880 -2,1277 -2,4331 -2,6299 -2,6846 -2,6046 -2,4080 -2,0943 -1,6476 -1,0654 -0,3903 0,2889 0,8791 1,3303 1,6439 1,8491 1,9773 2,0472 2,0600 2,0116 1,9132 1,7969 1,7019 1,6553 1,6659 1,7358 1,8764 2,1008 2,3981 2,7187 2,9893 3,1510 3,1974 3,1811 3,1773 3,2339 3,3433 3,4538 3,5096 3,4837 3,3734 3,1785 2,8982 2,5424 2,1412 1,7411 1,3798 1,0632 0,7764 0,5055 0,2403 -0,0366 -0,3536 -0,7427 -1,2211 -1,7764 -2,3626 -2,9077 -3,3389 -3,6136 -3,7261 -3,6901 -3,5299 -3,2800 -2,9802 -2,6590 -2,3167 -1,9302 -1,4874 -1,0097 -0,5380 -0,1028 0,2880 0,6378 0,9482 1,2218 1,4614 1,6544 1,7695 1,7768 1,6708 1,4812 1,2672 1,0904 0,9858 0,9538 0,9763 1,0333 1,0995 1,1337 1,0869 0,9300 0,6768 0,3849 0,1319 -0,0098 0,0126 0,2195 0,5893 1,0728 1,6193 2,1852 2,7266 3,2002 3,5759 3,8480 4,0341 4,1570 4,2270 4,2456 4,2236 4,1927 4,2017 4,2971 4,4995 4,7901 5,1133 5,3980 5,5882 5,6605 5,6178 5,4723 5,2359 4,9245 4,5623 4,1820 3,8134 3,4648 3,1129 2,7171 2,2529 1,7291 1,1716 0,6117 0,1031 -0,2725 -0,4402 -0,3781 -0,1314 0,2138 0,5668 0,8587 1,0480 1,1167 1,0748 0,9668 0,8574 0,7955 0,7850 0,7849 0,7401 0,6191 0,4310 0,2186 0,0444 -0,0270 0,0458 0,2629 0,5854 0,9585 1,3419 1,7201 2,0877 2,4299 2,7264 2,9719 3,1840 3,3884 3,6006 3,8181 4,0193 4,1714 4,2468 4,2396 4,1733 4,0881 4,0133 3,9498 3,8712 3,7382 3,5215 3,2241 2,8901 2,5881 2,3744 2,2690 2,2630 2,3366 2,4588 2,5829 2,6619 2,6764 2,6431 2,5980 2,5694 2,5641 2,5686 2,5503 2,4625 2,2693 1,9772 1,6353 1,3098 1,0727 0,9946 1,1143 1,4075 1,7921 2,1663 2,4495 2,5991 2,6124 2,5282 2,4164 2,3397 2,3209 2,3484 2,3970 2,4419 2,4738 2,5040 2,5411 2,5693 2,5631 2,5165 2,4431 2,3688 2,3306 2,3589 2,4469 2,5534 2,6414 2,7031 2,7437 2,7584 2,7380 2,6871 2,6197 2,5412 2,4418 2,3109 2,1512 1,9773 1,8045 1,6443 1,5106 1,4235 1,4022 1,4456 1,5099 1,5163 1,3959 1,1320 0,7628 0,3580 0,0056 -0,1964 -0,1646 0,1330 0,6584 1,3193 2,0052 2,6245 3,1255 3,4965 3,7542 3,9288 4,0522 4,1506 4,2328 4,2841 4,2772 4,1888 4,0162 3,7896 3,5705 3,4286 3,4101 3,5133 3,6863 3,8477 3,9293 3,9150 3,8361 3,7305 3,6238 3,5454 3,5314 3,6008 3,7382 3,8927 3,9935 3,9831 3,8521 3,6519 3,4731 3,3984 3,4605 3,6319 3,8512 4,0587 4,2092 4,2724 4,2383 4,1249 3,9769 3,8548 3,8089 3,8526 3,9566 4,0664 4,1253 4,0974 3,9785 3,7937 3,5873 3,4094 3,2972 3,2614 3,2883 3,3477 3,4060 3,4473 3,4904 3,5780 3,7403 3,9679 4,2194 4,4518 4,6344 4,7426 4,7659 4,7262 4,6709 4,6447 4,6694 4,7335 4,7931 4,7991 4,7415 4,6604 4,6096 4,6199 4,6929 4,8106 4,9457 5,0684 5,1494 5,1667 5,1187 5,0317 4,9460 4,8832 4,8252 4,7312 4,5832 4,4090 4,2580 4,1577 4,0994 4,0549 3,9966 3,9107 3,8046 3,7027 3,6290 3,5958 3,6026 3,6330 3,6475 3,5947 3,4400 3,1883 2,8848 2,5993 2,3978 2,3153 2,3464 2,4574 2,6078 2,7683 2,9203 3,0414 3,1040 3,0964 3,0422 2,9966 3,0218 3,1514 3,3673 3,6061 3,7926 3,8707 3,8170 3,6468 3,4177 3,2185 3,1321 3,1908 3,3608 3,5695 3,7520 3,8787 3,9464 3,9564 3,9071 3,8034 3,6653 3,5221 3,4038 3,3343 3,3302 3,4030 3,5559 3,7686 3,9871 4,1479 4,2227 4,2274 4,1809 4,0726 3,8763 3,5788 3,1940 2,7633 2,3440 1,9787 1,6693 1,3834 1,0842 0,7517 0,3839 -0,0102 -0,4142 -0,8044 -1,1476 -1,4092 -1,5720 -1,6410 -1,6229 -1,5113 -1,3048 -1,0258 -0,7134 -0,4048 -0,1286 0,0939 0,2469 0,3273 0,3538 0,3618 0,3864 0,4517 0,5726 0,7589 1,0104 1,3119 1,6388 1,9668 2,2728 2,5345 2,7456 2,9259 3,1002 3,2722 3,4320 3,5805 3,7339 3,9021 4,0635 4,1694 4,1800 4,0922 3,9340 3,7492 3,5874 3,4857 3,4459 3,4369 3,4164 3,3457 3,1991 2,9795 2,7242 2,4939 2,3508 2,3260 2,3968 2,5040 2,5915 2,6239 2,5808 2,4574 2,2728 2,0657 1,8770 1,7274 1,6048 1,4739 1,3058 1,0993 0,8819 0,6993 0,5967 0,5914 0,6589 0,7512 0,8296 0,8849 0,9314 0,9832 1,0428 1,1140 1,2094 1,3390 1,5027 1,6921 1,8901 2,0692 2,1996 2,2690 2,2986 2,3384 2,4384 2,6118 2,8228 3,0170 3,1682 3,2967 3,4500 3,6681 3,9591 4,3070 4,7000 5,1406 5,6212 6,0993 6,5027
F3    -0,4274 -0,3357 -0,2658 -0,2455 -0,2740 -0,3260 -0,3787 -0,4315 -0,4996 -0,5949 -0,7193 -0,8702 -1,0416 -1,2177 -1,3626 -1,4278 -1,3775 -1,2069 -0,9448 -0,6473 -0,3778 -0,1813 -0,0740 -0,0489 -0,0852 -0,1573 -0,2408 -0,3160 -0,3736 -0,4172 -0,4541 -0,4859 -0,5038 -0,4850 -0,3985 -0,2172 0,0751 0,4765 0,9544 1,4450 1,8712 2,1656 2,2895 2,2463 2,0739 1,8186 1,5109 1,1690 0,8197 0,4956 0,2095 -0,0519 -0,3073 -0,5649 -0,8154 -1,0246 -1,1421 -1,1388 -1,0415 -0,9259 -0,8681 -0,9027 -1,0192 -1,1761 -1,3178 -1,3960 -1,3911 -1,3133 -1,1804 -0,9966 -0,7489 -0,4212 -0,0183 0,4215 0,8441 1,2075 1,4880 1,6717 1,7501 1,7268 1,6223 1,4735 1,3237 1,2092 1,1518 1,1555 1,2070 1,2913 1,4112 1,5846 1,8190 2,0927 2,3591 2,5674 2,6907 2,7388 2,7451 2,7385 2,7226 2,6775 2,5849 2,4511 2,2961 2,1290 1,9481 1,7534 1,5465 1,3245 1,0777 0,7939 0,4682 0,1126 -0,2492 -0,5984 -0,9373 -1,2924 -1,6942 -2,1490 -2,6226 -3,0461 -3,3454 -3,4745 -3,4236 -3,2102 -2,8753 -2,4767 -2,0723 -1,7027 -1,3760 -1,0693 -0,7558 -0,4303 -0,1073 0,1972 0,4764 0,7289 0,9507 1,1372 1,2829 1,3756 1,3979 1,3378 1,2027 1,0259 0,8591 0,7459 0,6988 0,7009 0,7288 0,7682 0,8077 0,8260 0,7968 0,7075 0,5757 0,4473 0,3759 0,3997 0,5354 0,7790 1,1086 1,4963 1,9186 2,3513 2,7570 3,0900 3,3204 3,4532 3,5241 3,5719 3,6121 3,6417 3,6609 3,6857 3,7416 3,8461 3,9934 4,1547 4,2905 4,3650 4,3554 4,2591 4,0937 3,8849 3,6534 3,4122 3,1692 2,9284 2,6910 2,4533 2,2036 1,9248 1,6048 1,2470 0,8619 0,4596 0,0641 -0,2708 -0,4801 -0,5283 -0,4245 -0,2083 0,0657 0,3390 0,5641 0,7121 0,7708 0,7435 0,6493 0,5181 0,3797 0,2599 0,1808 0,1533 0,1670 0,1957 0,2206 0,2470 0,2945 0,3748 0,4819 0,6073 0,7565 0,9438 1,1699 1,4101 1,6305 1,8155 1,9787 2,1454 2,3300 2,5263 2,7095 2,8456 2,9048 2,8725 2,7536 2,5688 2,3448 2,1074 1,8773 1,6650 1,4665 1,2718 1,0818 0,9149 0,7947 0,7340 0,7366 0,8078 0,9510 1,1550 1,3910 1,6256 1,8344 2,0012 2,1113 2,1552 2,1346 2,0570 1,9280 1,7561 1,5605 1,3661 1,1946 1,0707 1,0278 1,0892 1,2439 1,4495 1,6550 1,8206 1,9239 1,9649 1,9672 1,9639 1,9698 1,9739 1,9601 1,9231 1,8697 1,8201 1,8029 1,8303 1,8844 1,9373 1,9758 2,0011 2,0212 2,0520 2,1077 2,1832 2,2519 2,2856 2,2725 2,2128 2,1082 1,9682 1,8150 1,6705 1,5426 1,4285 1,3242 1,2307 1,1491 1,0730 0,9907 0,8982 0,8096 0,7505 0,7392 0,7645 0,7837 0,7467 0,6267 0,4309 0,1924 -0,0386 -0,2021 -0,2412 -0,1224 0,1501 0,5370 0,9799 1,4251 1,8360 2,1874 2,4570 2,6288 2,7054 2,7117 2,6798 2,6301 2,5664 2,4810 2,3614 2,2017 2,0161 1,8376 1,7026 1,6309 1,6146 1,6246 1,6348 1,6463 1,6757 1,7270 1,7884 1,8520 1,9209 1,9995 2,0845 2,1623 2,2123 2,2158 2,1697 2,0943 2,0243 1,9873 1,9895 2,0217 2,0719 2,1319 2,1920 2,2366 2,2501 2,2297 2,1905 2,1559 2,1390 2,1342 2,1258 2,0986 2,0445 1,9665 1,8790 1,7988 1,7403 1,7191 1,7526 1,8507 2,0072 2,2001 2,4006 2,5862 2,7495 2,8973 3,0374 3,1707 3,2949 3,4123 3,5208 3,6016 3,6335 3,6201 3,5929 3,5885 3,6299 3,7129 3,8027 3,8526 3,8391 3,7758 3,6947 3,6218 3,5636 3,5087 3,4415 3,3556 3,2562 3,1543 3,0649 3,0086 3,0050 3,0555 3,1329 3,1953 3,2144 3,1850 3,1111 2,9927 2,8314 2,6413 2,4464 2,2684 2,1217 2,0155 1,9552 1,9416 1,9713 2,0348 2,1120 2,1723 2,1851 2,1369 2,0394 1,9188 1,7982 1,6957 1,6264 1,5992 1,6137 1,6664 1,7511 1,8487 1,9282 1,9684 1,9758 1,9809 2,0210 2,1183 2,2688 2,4460 2,6182 2,7596 2,8476 2,8611 2,7967 2,6820 2,5633 2,4750 2,4242 2,4020 2,4058 2,4490 2,5455 2,6856 2,8284 2,9237 2,9466 2,9109 2,8540 2,8097 2,7950 2,8146 2,8643 2,9239 2,9557 2,9265 2,8376 2,7255 2,6283 2,5568 2,4929 2,4044 2,2632 2,0579 1,7944 1,4865 1,1447 0,7761 0,3886 -0,0068 -0,3971 -0,7681 -1,1029 -1,3847 -1,5987 -1,7369 -1,8060 -1,8244 -1,8031 -1,7357 -1,6136 -1,4436 -1,2452 -1,0408 -0,8542 -0,7107 -0,6306 -0,6184 -0,6532 -0,6969 -0,7137 -0,6795 -0,5799 -0,4066 -0,1642 0,1243 0,4274 0,7217 0,9985 1,2586 1,5069 1,7494 1,9837 2,1983 2,3836 2,5418 2,6825 2,8050 2,8868 2,8997 2,8407 2,7376 2,6277 2,5388 2,4858 2,4665 2,4598 2,4371 2,3744 2,2516 2,0532 1,7828 1,4744 1,1848 0,9742 0,8840 0,9168 1,0345 1,1765 1,2815 1,3017 1,2164 1,0380 0,8026 0,5509 0,3134 0,1035 -0,0801 -0,2404 -0,3718 -0,4628 -0,4992 -0,4708 -0,3848 -0,2737 -0,1798 -0,1289 -0,1161 -0,1174 -0,1140 -0,0986 -0,0638 0,0003 0,0973 0,2271 0,3919 0,5886 0,8024 1,0133 1,2041 1,3657 1,5011 1,6190 1,7188 1,7876 1,8125 1,8004 1,7854 1,8139 1,9183 2,1013 2,3455 2,6395 2,9856 3,3779 3,7809 4,1337
F7    -0,3628 -0,2614 -0,1842 -0,1343 -0,1108 -0,1100 -0,1279 -0,1647 -0,2260 -0,3200 -0,4507 -0,6082 -0,7691 -0,9127 -1,0261 -1,0950 -1,1001 -1,0218 -0,8498 -0,5975 -0,3014 -0,0046 0,2549 0,4475 0,5577 0,5860 0,5431 0,4361 0,2598 0,0106 -0,2889 -0,5854 -0,8146 -0,9222 -0,8798 -0,6935 -0,3914 -0,0052 0,4312 0,8692 1,2438 1,4911 1,5759 1,5117 1,3515 1,1538 0,9535 0,7563 0,5533 0,3332 0,0836 -0,2028 -0,5147 -0,8186 -1,0666 -1,2066 -1,2024 -1,0646 -0,8639 -0,6945 -0,6115 -0,6113 -0,6607 -0,7131 -0,7097 -0,6065 -0,4110 -0,1779 0,0339 0,2001 0,3402 0,4957 0,6867 0,8912 1,0694 1,1946 1,2535 1,2372 1,1412 0,9699 0,7437 0,5036 0,2983 0,1580 0,0900 0,0889 0,1419 0,2342 0,3608 0,5233 0,7144 0,9117 1,0818 1,1900 1,2195 1,1902 1,1506 1,1470 1,1945 1,2691 1,3296 1,3510 1,3315 1,2784 1,2029 1,1155 1,0129 0,8754 0,6832 0,4277 0,1119 -0,2471 -0,6155 -0,9548 -1,2491 -1,5191 -1,7960 -2,0849 -2,3573 -2,5751 -2,7080 -2,7296 -2,6116 -2,3452 -1,9721 -1,5716 -1,2124 -0,9202 -0,6772 -0,4445 -0,1991 0,0471 0,2697 0,4580 0,6154 0,7448 0,8391 0,8828 0,8526 0,7178 0,4613 0,1039 -0,2943 -0,6540 -0,9078 -1,0242 -1,0138 -0,9150 -0,7693 -0,6070 -0,4558 -0,3476 -0,3016 -0,3057 -0,3203 -0,2969 -0,1983 -0,0120 0,2479 0,5511 0,8753 1,2203 1,5945 1,9861 2,3490 2,6186 2,7504 2,7588 2,7116 2,6731 2,6564 2,6356 2,5790 2,4698 2,3210 2,1758 2,0812 2,0539 2,0709 2,0905 2,0814 2,0386 1,9766 1,9083 1,8383 1,7721 1,7126 1,6496 1,5600 1,4160 1,1947 0,8900 0,5218 0,1262 -0,2687 -0,6494 -0,9887 -1,2246 -1,2873 -1,1487 -0,8423 -0,4426 -0,0356 0,3090 0,5587 0,7159 0,7958 0,8096 0,7686 0,6894 0,5879 0,4762 0,3647 0,2573 0,1479 0,0346 -0,0626 -0,1109 -0,0989 -0,0550 -0,0300 -0,0626 -0,1523 -0,2613 -0,3446 -0,3825 -0,3835 -0,3569 -0,2946 -0,1858 -0,0388 0,1197 0,2595 0,3601 0,4154 0,4245 0,3804 0,2715 0,0942 -0,1375 -0,3943 -0,6445 -0,8653 -1,0412 -1,1598 -1,2139 -1,2094 -1,1611 -1,0782 -0,9555 -0,7806 -0,5501 -0,2807 0,0007 0,2792 0,5495 0,7941 0,9812 1,0825 1,0831 0,9866 0,8252 0,6566 0,5341 0,4769 0,4813 0,5448 0,6594 0,7926 0,8934 0,9184 0,8509 0,7059 0,5253 0,3678 0,2860 0,2972 0,3762 0,4812 0,5765 0,6384 0,6617 0,6584 0,6345 0,5761 0,4731 0,3380 0,1944 0,0655 -0,0240 -0,0501 -0,0106 0,0628 0,1298 0,1740 0,2005 0,2170 0,2321 0,2589 0,3024 0,3499 0,3832 0,3950 0,3910 0,3809 0,3663 0,3311 0,2469 0,0957 -0,1058 -0,3057 -0,4509 -0,5283 -0,5648 -0,5922 -0,6268 -0,6736 -0,7274 -0,7729 -0,7904 -0,7582 -0,6545 -0,4717 -0,2316 0,0291 0,2792 0,4925 0,6395 0,6973 0,6682 0,5786 0,4553 0,3076 0,1303 -0,0847 -0,3350 -0,5972 -0,8219 -0,9476 -0,9361 -0,8004 -0,6025 -0,4213 -0,3076 -0,2601 -0,2461 -0,2451 -0,2612 -0,2989 -0,3446 -0,3763 -0,3802 -0,3586 -0,3312 -0,3257 -0,3592 -0,4210 -0,4809 -0,5166 -0,5286 -0,5249 -0,5012 -0,4428 -0,3442 -0,2235 -0,1135 -0,0442 -0,0308 -0,0704 -0,1463 -0,2375 -0,3301 -0,4191 -0,5030 -0,5812 -0,6602 -0,7538 -0,8680 -0,9792 -1,0382 -1,0038 -0,8685 -0,6535 -0,3889 -0,1066 0,1667 0,4149 0,6279 0,7942 0,9074 0,9697 0,9773 0,9121 0,7683 0,5835 0,4253 0,3467 0,3631 0,4533 0,5708 0,6687 0,7278 0,7564 0,7740 0,8043 0,8635 0,9396 0,9951 0,9975 0,9404 0,8391 0,7162 0,5976 0,5123 0,4799 0,4914 0,5117 0,5050 0,4567 0,3751 0,2835 0,2050 0,1423 0,0711 -0,0391 -0,2003 -0,4054 -0,6418 -0,8878 -1,0954 -1,2019 -1,1765 -1,0510 -0,8977 -0,7774 -0,7020 -0,6443 -0,5747 -0,4854 -0,3924 -0,3224 -0,2930 -0,2979 -0,3156 -0,3274 -0,3171 -0,2646 -0,1599 -0,0185 0,1289 0,2582 0,3590 0,4280 0,4687 0,4926 0,5036 0,4891 0,4383 0,3608 0,2801 0,2192 0,1986 0,2356 0,3352 0,4874 0,6726 0,8588 0,9933 1,0206 0,9238 0,7421 0,5410 0,3661 0,2253 0,1178 0,0577 0,0539 0,0804 0,0927 0,0785 0,0775 0,1398 0,2707 0,4181 0,5099 0,5037 0,4062 0,2540 0,0772 -0,1314 -0,4108 -0,7870 -1,2420 -1,7233 -2,1682 -2,5267 -2,7825 -2,9561 -3,0818 -3,1864 -3,2715 -3,3038 -3,2360 -3,0457 -2,7452 -2,3629 -1,9355 -1,5115 -1,1453 -0,8896 -0,7866 -0,8447 -1,0273 -1,2723 -1,5193 -1,7167 -1,8181 -1,7973 -1,6724 -1,4982 -1,3286 -1,1908 -1,0859 -0,9980 -0,9094 -0,8181 -0,7372 -0,6699 -0,5925 -0,4729 -0,3095 -0,1412 -0,0149 0,0554 0,0960 0,1498 0,2493 0,3980 0,5622 0,6865 0,7259 0,6642 0,5007 0,2396 -0,0948 -0,4481 -0,7493 -0,9343 -0,9702 -0,8766 -0,7234 -0,5918 -0,5333 -0,5626 -0,6680 -0,8208 -0,9863 -1,1323 -1,2357 -1,2931 -1,3262 -1,3634 -1,4193 -1,4911 -1,5603 -1,5963 -1,5793 -1,5223 -1,4606 -1,4215 -1,4098 -1,4223 -1,4650 -1,5425 -1,6301 -1,6757 -1,6362 -1,5072 -1,3270 -1,1564 -1,0395 -0,9796 -0,9527 -0,9341 -0,9155 -0,9102 -0,9416 -1,0210 -1,1367 -1,2567 -1,3392 -1,3449 -1,2519 -1,0674 -0,8228 -0,5478 -0,2559 0,0404 0,3121 0,5200
