Fp1   -2,9914 -2,8785 -2,7613 -2,6479 -2,5417 -2,4312 -2,2896 -2,0860 -1,7995 -1,4314 -1,0097 -0,5843 -0,2136 0,0542 0,1977 0,2286 0,1879 0,1338 0,1229 0,1949 0,3679 0,6427 1,0056 1,4242 1,8488 2,2258 2,5208 2,7357 2,9019 3,0470 3,1663 3,2283 3,2009 3,0705 2,8402 2,5191 2,1175 1,6529 1,1542 0,6523 0,1650 -0,3085 -0,7766 -1,2408 -1,6905 -2,1081 -2,4807 -2,8113 -3,1162 -3,4088 -3,6898 -3,9500 -4,1788 -4,3708 -4,5276 -4,6529 -4,7458 -4,8007 -4,8137 -4,7884 -4,7349 -4,6646 -4,5850 -4,4994 -4,4115 -4,3262 -4,2484 -4,1818 -4,1257 -4,0683 -3,9885 -3,8665 -3,6919 -3,4674 -3,2088 -2,9391 -2,6764 -2,4273 -2,1894 -1,9645 -1,7656 -1,6095 -1,5068 -1,4679 -1,5092 -1,6429 -1,8597 -2,1244 -2,3860 -2,5963 -2,7303 -2,7927 -2,8061 -2,7974 -2,7921 -2,8091 -2,8543 -2,9180 -2,9788 -3,0156 -3,0172 -2,9819 -2,9119 -2,8127 -2,6984 -2,5933 -2,5280 -2,5330 -2,6313 -2,8376 -3,1624 -3,6118 -4,1794 -4,8416 -5,5611 -6,2928 -6,9885 -7,6017 -8,0911 -8,4239 -8,5833 -8,5744 -8,4199 -8,1476 -7,7813 -7,3347 -6,8127 -6,2243 -5,5938 -4,9534 -4,3245 -3,7117 -3,1069 -2,4916 -1,8416 -1,1411 -0,3922 0,3922 1,2030 2,0339 2,8682 3,6729 4,4104 5,0539 5,5930 6,0299 6,3731 6,6342 6,8265 6,9625 7,0509 7,0919 7,0736 6,9774 6,7908 6,5197 6,1903 5,8383 5,4938 5,1714 4,8718 4,5922 4,3339 4,1016 3,8998 3,7300 3,5890 3,4676 3,3518 3,2268 3,0813 2,9108 2,7201 2,5276 2,3612 2,2438 2,1823 2,1669 2,1825 2,2182 2,2669 2,3199 2,3654 2,3954 2,4098 2,4134 2,4133 2,4239 2,4605 2,5220 2,5801 2,5913 2,5297 2,4063 2,2572 2,1190 2,0121 1,9339 1,8558 1,7333 1,5305 1,2458 0,9172 0,6062 0,3729 0,2557 0,2568 0,3385 0,4391 0,4992 0,4784 0,3588 0,1427 -0,1515 -0,4963 -0,8642 -1,2372 -1,6121 -1,9957 -2,3964 -2,8190 -3,2603 -3,7024 -4,1092 -4,4379 -4,6569 -4,7546 -4,7369 -4,6221 -4,4354 -4,2086 -3,9802 -3,7862 -3,6459 -3,5616 -3,5277 -3,5431 -3,6118 -3,7324 -3,8896 -4,0564 -4,2016 -4,2966 -4,3180 -4,2557 -4,1203 -3,9389 -3,7444 -3,5700 -3,4490 -3,4068 -3,4502 -3,5649 -3,7263 -3,9086 -4,0859 -4,2347 -4,3401 -4,4014 -4,4306 -4,4456 -4,4580 -4,4597 -4,4222 -4,3096 -4,0943 -3,7697 -3,3564 -2,8987 -2,4544 -2,0796 -1,8124 -1,6586 -1,5939 -1,5823 -1,5938 -1,6079 -1,6056 -1,5685 -1,4926 -1,4022 -1,3398 -1,3369 -1,3966 -1,4974 -1,6076 -1,6976 -1,7469 -1,7450 -1,6853 -1,5622 -1,3730 -1,1257 -0,8471 -0,5838 -0,3858 -0,2861 -0,2895 -0,3708 -0,4827 -0,5756 -0,6207 -0,6183 -0,5892 -0,5551 -0,5256 -0,5000 -0,4763 -0,4556 -0,4417 -0,4375 -0,4447 -0,4652 -0,5002 -0,5491 -0,6100 -0,6789 -0,7442 -0,7888 -0,8024 -0,7919 -0,7779 -0,7829 -0,8249 -0,9171 -1,0612 -1,2379 -1,4093 -1,5400 -1,6159 -1,6459 -1,6513 -1,6547 -1,6692 -1,6917 -1,7053 -1,6904 -1,6404 -1,5750 -1,5375 -1,5729 -1,7019 -1,9089 -2,1518 -2,3807 -2,5560 -2,6610 -2,7018 -2,6968 -2,6663 -2,6347 -2,6327 -2,6923 -2,8333 -3,0511 -3,3171 -3,5909 -3,8357 -4,0263 -4,1522 -4,2149 -4,2250 -4,1999 -4,1577 -4,1078 -4,0486 -3,9682 -3,8481 -3,6746 -3,4502 -3,1895 -2,9092 -2,6278 -2,3650 -2,1339 -1,9337 -1,7561 -1,6006 -1,4840 -1,4336 -1,4671 -1,5766 -1,7344 -1,9114 -2,0899 -2,2637 -2,4372 -2,6223 -2,8286 -3,0578 -3,3078 -3,5761 -3,8577 -4,1435 -4,4188 -4,6600 -4,8365 -4,9239 -4,9162 -4,8262 -4,6795 -4,5087 -4,3411 -4,1874 -4,0437 -3,8999 -3,7468 -3,5805 -3,4017 -3,2117 -3,0146 -2,8223 -2,6515 -2,5160 -2,4222 -2,3693 -2,3499 -2,3545 -2,3785 -2,4230 -2,4919 -2,5908 -2,7278 -2,9058 -3,1137 -3,3276 -3,5201 -3,6720 -3,7823 -3,8667 -3,9494 -4,0538 -4,1960 -4,3815 -4,6057 -4,8562 -5,1144 -5,3548 -5,5481 -5,6658 -5,6868 -5,6033 -5,4205 -5,1482 -4,7962 -4,3786 -3,9177 -3,4406 -2,9723 -2,5283 -2,1141 -1,7347 -1,4012 -1,1217 -0,8918 -0,6989 -0,5310 -0,3808 -0,2454 -0,1205 0,0057 0,1513 0,3354 0,5693 0,8469 1,1453 1,4380 1,7078 1,9480 2,1518 2,2998 2,3585 2,2969 2,0986 1,7647 1,3141 0,7838 0,2159 -0,3576 -0,9199 -1,4707 -2,0252 -2,6036 -3,2146 -3,8518 -4,5040 -5,1667 -5,8450 -6,5456 -7,2656 -7,9837 -8,6592 -9,2404 -9,6809 -9,9496 -10,0274 -9,9024 -9,5749 -9,0578 -8,3702 -7,5366 -6,5908 -5,5793 -4,5599 -3,5844 -2,6722 -1,7980 -0,9102 0,0357 1,0578 2,1475 3,2798 4,4225 5,5384 6,5835 7,5149 8,3043 8,9438 9,4430 9,8202 10,0931 10,2741 10,3708 10,3853 10,3121 10,1459 9,8896 9,5511 9,1359 8,6489 8,0985 7,4953 6,8455 6,1533 5,4312 4,7037 3,9983 3,3388 2,7434 2,2221 1,7734 1,3899 1,0649 0,7918 0,5574 0,3414 0,1232 -0,1106 -0,3569 -0,5944 -0,7974 -0,9571 -1,0881 -1,2149 -1,3551 -1,5105 -1,6710 -1,8261 -1,9770 -2,1377 -2,3276 -2,5612 -2,8430 -3,1698 -3,5325 -3,9134 -4,2794 -4,5894 -4,8141 -4,9514 -5,0223 -5,0585 -5,0947 -5,1630 -5,2833 -5,4565 -5,6724 -5,9252 -6,2125 -6,5243 -6,8479 -7,1866 -7,5612 -7,9909 -8,4734 -8,9768 -9,4498 -9,8415 -10,1177 -10,2665 -10,2955 -10,2268 -10,0929 -9,9300 -9,7654 -9,6103 -9,4643 -9,3270 -9,2030 -9,0984
Fz    -4,3089 -4,0814 -3,7751 -3,4384 -3,1197 -2,8439 -2,6041 -2,3719 -2,1160 -1,8183 -1,4808 -1,1251 -0,7892 -0,5169 -0,3398 -0,2627 -0,2618 -0,2931 -0,3059 -0,2565 -0,1123 0,1486 0,5337 1,0286 1,6000 2,2085 2,8190 3,4052 3,9459 4,4177 4,7869 5,0138 5,0666 4,9326 4,6191 4,1475 3,5456 2,8431 2,0730 1,2710 0,4712 -0,2978 -1,0146 -1,6669 -2,2499 -2,7608 -3,1952 -3,5521 -3,8403 -4,0780 -4,2848 -4,4743 -4,6524 -4,8204 -4,9796 -5,1305 -5,2724 -5,4047 -5,5282 -5,6461 -5,7655 -5,8941 -6,0355 -6,1889 -6,3502 -6,5114 -6,6610 -6,7873 -6,8805 -6,9333 -6,9402 -6,8988 -6,8129 -6,6918 -6,5447 -6,3745 -6,1787 -5,9589 -5,7251 -5,4977 -5,3043 -5,1670 -5,0898 -5,0584 -5,0520 -5,0481 -5,0219 -4,9479 -4,8058 -4,5879 -4,3066 -3,9973 -3,7097 -3,4912 -3,3739 -3,3690 -3,4621 -3,6132 -3,7673 -3,8707 -3,8861 -3,7974 -3,6096 -3,3490 -3,0619 -2,8042 -2,6274 -2,5672 -2,6389 -2,8446 -3,1851 -3,6624 -4,2694 -4,9843 -5,7742 -6,5986 -7,4117 -8,1648 -8,8114 -9,3118 -9,6409 -9,7956 -9,7954 -9,6758 -9,4757 -9,2246 -8,9361 -8,6107 -8,2464 -7,8428 -7,3982 -6,9082 -6,3661 -5,7644 -5,0984 -4,3701 -3,5862 -2,7545 -1,8832 -0,9844 -0,0772 0,8113 1,6513 2,4195 3,1012 3,6905 4,1896 4,6067 4,9517 5,2322 5,4493 5,5920 5,6385 5,5696 5,3859 5,1123 4,7877 4,4500 4,1267 3,8327 3,5765 3,3665 3,2107 3,1084 3,0487 3,0190 3,0117 3,0227 3,0460 3,0742 3,0988 3,1120 3,1117 3,1072 3,1153 3,1481 3,2024 3,2613 3,3055 3,3252 3,3214 3,3008 3,2718 3,2484 3,2478 3,2778 3,3266 3,3664 3,3629 3,2817 3,0958 2,7962 2,4037 1,9651 1,5325 1,1432 0,8114 0,5274 0,2627 -0,0181 -0,3409 -0,7100 -1,1059 -1,4949 -1,8414 -2,1162 -2,3014 -2,3920 -2,3933 -2,3178 -2,1859 -2,0302 -1,8947 -1,8229 -1,8460 -1,9768 -2,2129 -2,5444 -2,9551 -3,4185 -3,8963 -4,3472 -4,7355 -5,0328 -5,2186 -5,2841 -5,2342 -5,0856 -4,8608 -4,5818 -4,2705 -3,9529 -3,6569 -3,4043 -3,2080 -3,0749 -3,0106 -3,0230 -3,1187 -3,2995 -3,5600 -3,8833 -4,2376 -4,5816 -4,8781 -5,1065 -5,2624 -5,3508 -5,3837 -5,3830 -5,3783 -5,3923 -5,4318 -5,4932 -5,5678 -5,6404 -5,6918 -5,7084 -5,6883 -5,6385 -5,5677 -5,4816 -5,3812 -5,2594 -5,1015 -4,8900 -4,6131 -4,2723 -3,8833 -3,4749 -3,0854 -2,7551 -2,5142 -2,3772 -2,3424 -2,3931 -2,5001 -2,6279 -2,7470 -2,8460 -2,9352 -3,0347 -3,1573 -3,3004 -3,4492 -3,5838 -3,6829 -3,7231 -3,6790 -3,5285 -3,2630 -2,8933 -2,4469 -1,9630 -1,4874 -1,0656 -0,7326 -0,5044 -0,3759 -0,3245 -0,3206 -0,3356 -0,3472 -0,3422 -0,3139 -0,2545 -0,1501 0,0187 0,2682 0,5988 0,9889 1,3996 1,7867 2,1106 2,3419 2,4629 2,4708 2,3810 2,2210 2,0209 1,8030 1,5779 1,3470 1,1087 0,8621 0,6086 0,3562 0,1211 -0,0835 -0,2588 -0,4193 -0,5808 -0,7477 -0,9065 -1,0270 -1,0749 -1,0267 -0,8825 -0,6691 -0,4325 -0,2229 -0,0801 -0,0244 -0,0559 -0,1575 -0,3040 -0,4740 -0,6571 -0,8501 -1,0531 -1,2737 -1,5297 -1,8403 -2,2101 -2,6206 -3,0343 -3,4084 -3,7088 -3,9172 -4,0299 -4,0538 -4,0048 -3,9056 -3,7800 -3,6463 -3,5159 -3,3918 -3,2677 -3,1306 -2,9633 -2,7457 -2,4573 -2,0887 -1,6495 -1,1643 -0,6609 -0,1670 0,2854 0,6593 0,9216 1,0522 1,0479 0,9202 0,6892 0,3764 0,0026 -0,4127 -0,8524 -1,3001 -1,7374 -2,1444 -2,5056 -2,8152 -3,0785 -3,3043 -3,4930 -3,6321 -3,7096 -3,7256 -3,6918 -3,6239 -3,5369 -3,4402 -3,3361 -3,2241 -3,1042 -2,9745 -2,8324 -2,6763 -2,5089 -2,3403 -2,1918 -2,0903 -2,0595 -2,1161 -2,2692 -2,5178 -2,8524 -3,2571 -3,7121 -4,1966 -4,6905 -5,1709 -5,6087 -5,9743 -6,2472 -6,4202 -6,4969 -6,4888 -6,4185 -6,3226 -6,2440 -6,2195 -6,2697 -6,3944 -6,5727 -6,7701 -6,9486 -7,0731 -7,1121 -7,0395 -6,8431 -6,5305 -6,1244 -5,6497 -5,1266 -4,5687 -3,9870 -3,3953 -2,8114 -2,2555 -1,7472 -1,3025 -0,9284 -0,6227 -0,3808 -0,1994 -0,0739 0,0024 0,0405 0,0605 0,0933 0,1750 0,3342 0,5773 0,8846 1,2208 1,5491 1,8390 2,0647 2,2005 2,2207 2,1069 1,8529 1,4662 0,9689 0,3946 -0,2269 -0,8813 -1,5687 -2,2943 -3,0595 -3,8573 -4,6732 -5,4925 -6,3087 -7,1263 -7,9545 -8,7929 -9,6227 -10,4113 -11,1219 -11,7171 -12,1646 -12,4442 -12,5464 -12,4661 -12,2020 -11,7564 -11,1356 -10,3566 -9,4529 -8,4710 -7,4557 -6,4310 -5,3913 -4,3092 -3,1555 -1,9145 -0,5899 0,7951 2,2008 3,5772 4,8714 6,0362 7,0365 7,8536 8,4874 8,9519 9,2670 9,4533 9,5317 9,5254 9,4547 9,3307 9,1580 8,9410 8,6832 8,3824 8,0331 7,6352 7,1995 6,7427 6,2794 5,8214 5,3764 4,9465 4,5290 4,1212 3,7223 3,3344 2,9652 2,6275 2,3325 2,0787 1,8499 1,6231 1,3787 1,1068 0,8086 0,4892 0,1461 -0,2325 -0,6599 -1,1454 -1,6924 -2,2954 -2,9385 -3,6004 -4,2627 -4,9160 -5,5593 -6,1920 -6,8086 -7,3972 -7,9380 -8,4020 -8,7569 -8,9816 -9,0797 -9,0770 -9,0098 -8,9174 -8,8408 -8,8189 -8,8814 -9,0444 -9,3120 -9,6783 -10,1263 -10,6328 -11,1771 -11,7426 -12,3105 -12,8548 -13,3408 -13,7317 -14,0009 -14,1434 -14,1748 -14,1212 -14,0098 -13,8649 -13,7085 -13,5584 -13,4220 -13,2924 -13,1566 -13,0068 -12,8448
F3    -4,2224 -4,1453 -4,0203 -3,8618 -3,6832 -3,4868 -3,2613 -2,9905 -2,6643 -2,2851 -1,8677 -1,4380 -1,0267 -0,6619 -0,3611 -0,1288 0,0452 0,1843 0,3166 0,4670 0,6592 0,9172 1,2557 1,6673 2,1237 2,5897 3,0368 3,4496 3,8219 4,1439 4,3898 4,5242 4,5180 4,3607 4,0606 3,6359 3,1062 2,4911 1,8150 1,1108 0,4162 -0,2364 -0,8275 -1,3534 -1,8208 -2,2405 -2,6214 -2,9719 -3,3031 -3,6265 -3,9463 -4,2540 -4,5342 -4,7752 -4,9754 -5,1401 -5,2750 -5,3816 -5,4570 -5,4985 -5,5083 -5,4957 -5,4719 -5,4465 -5,4284 -5,4240 -5,4329 -5,4490 -5,4631 -5,4610 -5,4239 -5,3346 -5,1830 -4,9688 -4,6984 -4,3811 -4,0285 -3,6587 -3,2981 -2,9788 -2,7317 -2,5752 -2,5091 -2,5190 -2,5859 -2,6886 -2,8006 -2,8895 -2,9240 -2,8848 -2,7732 -2,6107 -2,4305 -2,2677 -2,1533 -2,1091 -2,1417 -2,2388 -2,3721 -2,5052 -2,6047 -2,6454 -2,6104 -2,4926 -2,3015 -2,0673 -1,8369 -1,6604 -1,5791 -1,6230 -1,8147 -2,1664 -2,6697 -3,2924 -3,9886 -4,7107 -5,4144 -6,0600 -6,6181 -7,0725 -7,4166 -7,6452 -7,7513 -7,7310 -7,5880 -7,3322 -6,9752 -6,5328 -6,0280 -5,4861 -4,9246 -4,3479 -3,7480 -3,1120 -2,4319 -1,7108 -0,9608 -0,1950 0,5817 1,3750 2,1907 3,0261 3,8690 4,7026 5,5086 6,2675 6,9621 7,5807 8,1156 8,5595 8,9013 9,1249 9,2125 9,1521 8,9499 8,6360 8,2556 7,8544 7,4650 7,1046 6,7811 6,5029 6,2813 6,1266 6,0415 6,0209 6,0525 6,1187 6,1975 6,2650 6,2963 6,2675 6,1657 5,9985 5,7912 5,5726 5,3624 5,1678 4,9896 4,8286 4,6865 4,5664 4,4740 4,4160 4,3959 4,4069 4,4297 4,4398 4,4159 4,3406 4,1967 3,9747 3,6854 3,3605 3,0356 2,7324 2,4541 2,1861 1,9045 1,5889 1,2344 0,8583 0,4998 0,2077 0,0213 -0,0423 0,0060 0,1304 0,2818 0,4133 0,4894 0,4851 0,3827 0,1738 -0,1358 -0,5255 -0,9665 -1,4326 -1,9030 -2,3588 -2,7834 -3,1647 -3,4931 -3,7565 -3,9412 -4,0367 -4,0432 -3,9734 -3,8455 -3,6736 -3,4690 -3,2484 -3,0332 -2,8415 -2,6850 -2,5735 -2,5210 -2,5437 -2,6481 -2,8249 -3,0518 -3,2988 -3,5322 -3,7219 -3,8504 -3,9161 -3,9262 -3,8889 -3,8139 -3,7174 -3,6213 -3,5410 -3,4812 -3,4408 -3,4156 -3,3912 -3,3463 -3,2623 -3,1328 -2,9631 -2,7662 -2,5548 -2,3311 -2,0824 -1,7862 -1,4240 -0,9941 -0,5164 -0,0285 0,4257 0,8060 1,0850 1,2563 1,3358 1,3536 1,3403 1,3162 1,2873 1,2479 1,1857 1,0841 0,9293 0,7221 0,4832 0,2463 0,0460 -0,0920 -0,1552 -0,1409 -0,0513 0,1046 0,3084 0,5343 0,7540 0,9398 1,0673 1,1224 1,1059 1,0310 0,9200 0,7983 0,6872 0,5980 0,5305 0,4795 0,4458 0,4370 0,4620 0,5261 0,6296 0,7666 0,9243 1,0846 1,2264 1,3286 1,3756 1,3636 1,3013 1,2046 1,0898 0,9678 0,8416 0,7126 0,5840 0,4554 0,3229 0,1916 0,0810 0,0088 -0,0277 -0,0533 -0,1026 -0,2072 -0,3813 -0,6115 -0,8576 -1,0695 -1,2121 -1,2813 -1,3002 -1,3021 -1,3141 -1,3486 -1,4020 -1,4586 -1,4969 -1,5011 -1,4698 -1,4131 -1,3487 -1,3014 -1,3013 -1,3725 -1,5225 -1,7386 -1,9921 -2,2478 -2,4739 -2,6507 -2,7723 -2,8448 -2,8837 -2,9110 -2,9470 -3,0002 -3,0660 -3,1298 -3,1707 -3,1656 -3,0925 -2,9319 -2,6698 -2,3088 -1,8738 -1,4017 -0,9256 -0,4689 -0,0559 0,2792 0,4981 0,5754 0,5122 0,3347 0,0797 -0,2184 -0,5353 -0,8598 -1,1919 -1,5343 -1,8866 -2,2427 -2,5898 -2,9089 -3,1817 -3,3976 -3,5505 -3,6337 -3,6428 -3,5825 -3,4669 -3,3174 -3,1611 -3,0232 -2,9168 -2,8398 -2,7796 -2,7180 -2,6390 -2,5347 -2,4043 -2,2528 -2,0919 -1,9390 -1,8132 -1,7320 -1,7073 -1,7432 -1,8397 -1,9948 -2,2000 -2,4386 -2,6891 -2,9275 -3,1307 -3,2805 -3,3713 -3,4137 -3,4322 -3,4557 -3,5080 -3,6023 -3,7410 -3,9187 -4,1249 -4,3449 -4,5579 -4,7411 -4,8736 -4,9385 -4,9209 -4,8093 -4,6013 -4,3085 -3,9525 -3,5552 -3,1309 -2,6871 -2,2324 -1,7794 -1,3419 -0,9324 -0,5633 -0,2440 0,0216 0,2314 0,3800 0,4608 0,4742 0,4335 0,3673 0,3157 0,3223 0,4246 0,6422 0,9684 1,3702 1,8012 2,2159 2,5794 2,8673 3,0597 3,1372 3,0862 2,9038 2,5967 2,1817 1,6855 1,1354 0,5498 -0,0642 -0,7073 -1,3814 -2,0845 -2,8090 -3,5475 -4,2973 -5,0621 -5,8489 -6,6598 -7,4811 -8,2816 -9,0170 -9,6387 -10,1064 -10,3978 -10,5027 -10,4129 -10,1244 -9,6426 -8,9823 -8,1711 -7,2505 -6,2685 -5,2664 -4,2669 -3,2684 -2,2507 -1,1897 -0,0710 1,1063 2,3299 3,5770 4,8150 6,0045 7,1032 8,0731 8,8879 9,5330 10,0040 10,3076 10,4603 10,4880 10,4223 10,2917 10,1120 9,8867 9,6144 9,2906 8,9081 8,4591 7,9419 7,3631 6,7340 6,0677 5,3828 4,7060 4,0657 3,4849 2,9772 2,5452 2,1808 1,8717 1,6087 1,3873 1,1996 1,0279 0,8482 0,6384 0,3870 0,0954 -0,2261 -0,5657 -0,9149 -1,2687 -1,6240 -1,9795 -2,3335 -2,6846 -3,0347 -3,3904 -3,7635 -4,1676 -4,6091 -5,0823 -5,5711 -6,0517 -6,4949 -6,8729 -7,1679 -7,3767 -7,5087 -7,5814 -7,6187 -7,6480 -7,6963 -7,7850 -7,9285 -8,1364 -8,4130 -8,7533 -9,1462 -9,5809 -10,0482 -10,5352 -11,0170 -11,4549 -11,8006 -12,0119 -12,0694 -11,9825 -11,7843 -11,5217 -11,2446 -10,9942 -10,7930 -10,6421 -10,5264 -10,4259 -10,3253 -10,2187
F7    -2,7543 -2,7187 -2,6354 -2,5089 -2,3474 -2,1567 -1,9372 -1,6856 -1,4010 -1,0892 -0,7656 -0,4530 -0,1757 0,0516 0,2327 0,3891 0,5503 0,7410 0,9722 1,2413 1,5390 1,8549 2,1753 2,4812 2,7503 2,9609 3,0979 3,1604 3,1635 3,1276 3,0614 2,9595 2,8109 2,6033 2,3217 1,9515 1,4884 0,9459 0,3555 -0,2422 -0,8103 -1,3240 -1,7752 -2,1711 -2,5267 -2,8578 -3,1779 -3,4987 -3,8250 -4,1500 -4,4546 -4,7113 -4,8941 -4,9911 -5,0113 -4,9791 -4,9211 -4,8572 -4,7955 -4,7339 -4,6683 -4,5991 -4,5295 -4,4608 -4,3912 -4,3176 -4,2395 -4,1604 -4,0821 -3,9989 -3,8943 -3,7482 -3,5472 -3,2939 -3,0090 -2,7213 -2,4553 -2,2299 -2,0633 -1,9723 -1,9652 -2,0345 -2,1594 -2,3180 -2,4966 -2,6852 -2,8669 -3,0150 -3,1054 -3,1282 -3,0921 -3,0157 -2,9182 -2,8176 -2,7338 -2,6885 -2,6956 -2,7507 -2,8315 -2,9128 -2,9793 -3,0215 -3,0281 -2,9904 -2,9123 -2,8121 -2,7162 -2,6500 -2,6319 -2,6766 -2,7993 -3,0117 -3,3113 -3,6774 -4,0794 -4,4882 -4,8813 -5,2445 -5,5729 -5,8678 -6,1288 -6,3455 -6,4985 -6,5678 -6,5400 -6,4084 -6,1724 -5,8351 -5,4033 -4,8871 -4,2986 -3,6498 -2,9501 -2,2065 -1,4261 -0,6190 0,2001 1,0140 1,8091 2,5786 3,3169 4,0135 4,6579 5,2483 5,7905 6,2895 6,7430 7,1431 7,4806 7,7496 7,9491 8,0827 8,1558 8,1728 8,1410 8,0741 7,9857 7,8825 7,7679 7,6497 7,5427 7,4689 7,4524 7,5094 7,6397 7,8254 8,0331 8,2180 8,3377 8,3691 8,3136 8,1879 8,0147 7,8183 7,6178 7,4237 7,2390 7,0627 6,8941 6,7322 6,5713 6,4043 6,2298 6,0521 5,8770 5,7067 5,5391 5,3716 5,1984 5,0039 4,7648 4,4663 4,1165 3,7468 3,3957 3,0883 2,8236 2,5792 2,3245 2,0366 1,7086 1,3534 0,9990 0,6757 0,4057 0,2022 0,0718 0,0075 -0,0167 -0,0396 -0,0974 -0,2142 -0,4018 -0,6635 -0,9931 -1,3709 -1,7704 -2,1761 -2,5881 -3,0092 -3,4318 -3,8369 -4,2014 -4,5035 -4,7229 -4,8440 -4,8645 -4,7996 -4,6747 -4,5134 -4,3329 -4,1458 -3,9613 -3,7827 -3,6067 -3,4308 -3,2599 -3,1046 -2,9695 -2,8481 -2,7279 -2,5958 -2,4407 -2,2560 -2,0421 -1,8092 -1,5744 -1,3532 -1,1548 -0,9841 -0,8430 -0,7306 -0,6494 -0,6068 -0,6046 -0,6305 -0,6652 -0,6911 -0,6912 -0,6455 -0,5358 -0,3551 -0,1074 0,2009 0,5649 0,9748 1,4096 1,8367 2,2188 2,5224 2,7261 2,8268 2,8434 2,8110 2,7676 2,7427 2,7503 2,7888 2,8474 2,9117 2,9635 2,9838 2,9617 2,8970 2,7992 2,6869 2,5800 2,4865 2,4027 2,3249 2,2523 2,1786 2,0868 1,9558 1,7698 1,5229 1,2210 0,8838 0,5432 0,2357 -0,0064 -0,1645 -0,2377 -0,2380 -0,1831 -0,0915 0,0153 0,1137 0,1843 0,2193 0,2232 0,2073 0,1817 0,1496 0,1080 0,0545 -0,0022 -0,0424 -0,0450 -0,0016 0,0754 0,1561 0,2105 0,2222 0,1884 0,1135 0,0090 -0,1074 -0,2216 -0,3352 -0,4667 -0,6414 -0,8819 -1,1976 -1,5728 -1,9652 -2,3232 -2,6139 -2,8373 -3,0186 -3,1886 -3,3687 -3,5663 -3,7750 -3,9744 -4,1338 -4,2242 -4,2331 -4,1671 -4,0447 -3,8911 -3,7340 -3,5972 -3,4938 -3,4215 -3,3669 -3,3151 -3,2580 -3,1970 -3,1417 -3,1041 -3,0913 -3,1016 -3,1245 -3,1443 -3,1480 -3,1286 -3,0813 -3,0016 -2,8846 -2,7255 -2,5247 -2,2956 -2,0637 -1,8521 -1,6717 -1,5247 -1,4181 -1,3694 -1,3992 -1,5140 -1,6931 -1,8957 -2,0865 -2,2547 -2,4078 -2,5574 -2,7107 -2,8663 -3,0161 -3,1552 -3,2861 -3,4099 -3,5172 -3,5892 -3,6039 -3,5416 -3,3952 -3,1773 -2,9182 -2,6556 -2,4259 -2,2542 -2,1458 -2,0902 -2,0734 -2,0819 -2,1021 -2,1209 -2,1268 -2,1093 -2,0603 -1,9769 -1,8664 -1,7472 -1,6424 -1,5675 -1,5245 -1,5064 -1,5018 -1,4976 -1,4818 -1,4494 -1,4043 -1,3569 -1,3206 -1,3076 -1,3309 -1,4041 -1,5344 -1,7182 -1,9445 -2,2025 -2,4829 -2,7721 -3,0491 -3,2937 -3,4944 -3,6453 -3,7363 -3,7531 -3,6849 -3,5299 -3,2942 -2,9880 -2,6256 -2,2270 -1,8149 -1,4064 -1,0057 -0,6081 -0,2134 0,1656 0,5100 0,8036 1,0339 1,1950 1,2926 1,3451 1,3780 1,4218 1,5088 1,6658 1,9041 2,2133 2,5655 2,9254 3,2602 3,5449 3,7627 3,9005 3,9458 3,8882 3,7227 3,4513 3,0851 2,6448 2,1536 1,6286 1,0778 0,4988 -0,1136 -0,7559 -1,4197 -2,1023 -2,8067 -3,5345 -4,2848 -5,0564 -5,8450 -6,6329 -7,3812 -8,0314 -8,5240 -8,8233 -8,9233 -8,8348 -8,5735 -8,1574 -7,6090 -6,9529 -6,2099 -5,3954 -4,5220 -3,5990 -2,6313 -1,6191 -0,5614 0,5394 1,6770 2,8393 4,0039 5,1386 6,2075 7,1766 8,0197 8,7231 9,2830 9,7046 10,0016 10,1918 10,2911 10,3134 10,2663 10,1445 9,9337 9,6225 9,2088 8,7006 8,1170 7,4854 6,8340 6,1824 5,5369 4,8929 4,2456 3,5992 2,9717 2,3919 1,8929 1,5021 1,2336 1,0879 1,0522 1,0980 1,1797 1,2453 1,2559 1,2014 1,0965 0,9656 0,8280 0,6947 0,5703 0,4540 0,3397 0,2203 0,0910 -0,0503 -0,2071 -0,3921 -0,6275 -0,9287 -1,2909 -1,6930 -2,1092 -2,5132 -2,8811 -3,1986 -3,4674 -3,7016 -3,9181 -4,1312 -4,3521 -4,5900 -4,8507 -5,1357 -5,4454 -5,7804 -6,1351 -6,4983 -6,8636 -7,2345 -7,6164 -8,0011 -8,3608 -8,6568 -8,8546 -8,9346 -8,8940 -8,7440 -8,5069 -8,2135 -7,8978 -7,5877 -7,2980 -7,0322 -6,7918 -6,5828 -6,4126
