Fp1   -10,9517 -10,5026 -9,8608 -9,1758 -8,5702 -8,0547 -7,5414 -6,9455 -6,2356 -5,4032 -4,4422 -3,3796 -2,3058 -1,3438 -0,5834 -0,0443 0,3168 0,5736 0,7808 0,9317 0,9711 0,8666 0,6510 0,4052 0,2247 0,1876 0,3334 0,6582 1,1114 1,5962 1,9888 2,1850 2,1824 2,1253 2,2208 2,5955 3,2350 4,0262 4,8266 5,5108 6,0005 6,2746 6,3507 6,2661 6,0724 5,8068 5,4546 4,9565 4,2644 3,3892 2,4121 1,4545 0,6199 -0,0434 -0,5259 -0,8207 -0,9100 -0,7866 -0,4740 -0,0173 0,5145 0,9970 1,2591 1,1556 0,6449 -0,1660 -1,0439 -1,7395 -2,1139 -2,1895 -2,1026 -1,9923 -1,9154 -1,8484 -1,7230 -1,4417 -0,9192 -0,1599 0,7205 1,5518 2,1720 2,4691 2,4154 2,0799 1,5873 1,0362 0,4491 -0,1974 -0,9207 -1,7160 -2,5319 -3,2465 -3,7134 -3,8343 -3,5833 -2,9990 -2,1781 -1,2709 -0,4585 0,1052 0,3531 0,3296 0,1728 0,0449 0,0450 0,1591 0,2714 0,2215 -0,1298 -0,8511 -1,9130 -3,1904 -4,5049 -5,6907 -6,6345 -7,2594 -7,5008 -7,3527 -6,9445 -6,5292 -6,3716 -6,6437 -7,3702 -8,4136 -9,5256 -10,4786 -11,1823 -11,6815 -12,0624 -12,3569 -12,5024 -12,3814 -11,9148 -11,1165 -10,0729 -8,9021 -7,7274 -6,6413 -5,6842 -4,8727 -4,2471 -3,8668 -3,7448 -3,7874 -3,8109 -3,6379 -3,2098 -2,6196 -2,0111 -1,4422 -0,8638 -0,2100 0,5250 1,3083 2,1323 3,0049 3,8795 4,6442 5,1872 5,4615 5,5074 5,4324 5,3628 5,3710 5,4307 5,4589 5,3862 5,1810 4,8606 4,5103 4,2653 4,2391 4,4574 4,8557 5,3524 5,9304 6,6256 7,4339 8,2522 8,9133 9,2707 9,2676 8,9537 8,4514 7,9173 7,5212 7,3967 7,5616 7,8884 8,1670 8,2019 7,8879 7,2330 6,3359 5,3410 4,3880 3,5720 2,9270 2,4103 1,8918 1,2119 0,3022 -0,7444 -1,7182 -2,4094 -2,7200 -2,6816 -2,3796 -1,8908 -1,3014 -0,7626 -0,4810 -0,6020 -1,1118 -1,8916 -2,8644 -4,0648 -5,5571 -7,2970 -9,0640 -10,5101 -11,3104 -11,3322 -10,6946 -9,6792 -8,5857 -7,6450 -7,0020 -6,7236 -6,7948 -7,1072 -7,4631 -7,6301 -7,4575 -6,9793 -6,3907 -5,9159 -5,6977 -5,7820 -6,1468 -6,7155 -7,3640 -7,9578 -8,4011 -8,6627 -8,7646 -8,7405 -8,6067 -8,3894 -8,1587 -7,9975 -7,9236 -7,8592 -7,6933 -7,3720 -6,9359 -6,4945 -6,1712 -6,0537 -6,1659 -6,4777 -6,9388 -7,4962 -8,0805 -8,5984 -8,9652 -9,1499 -9,1730 -9,0691 -8,8665 -8,5758 -8,1603 -7,5355 -6,6269 -5,4306 -4,0341 -2,6183 -1,4342 -0,7347 -0,6951 -1,3632 -2,6359 -4,2774 -5,9843 -7,4544 -8,4682 -8,9801 -9,1107 -9,0301 -8,8874 -8,8284 -8,9862 -9,4053 -9,9943 -10,5860 -11,0393 -11,2743 -11,2564 -10,9895 -10,5150 -9,9101 -9,2747 -8,6855 -8,1550 -7,6685 -7,2570 -6,9834 -6,8524 -6,7818 -6,6631 -6,4270 -6,0598 -5,5862 -5,0450 -4,4809 -3,9443 -3,4698 -3,0539 -2,6663 -2,2693 -1,8173 -1,2697 -0,6262 0,0631 0,7230 1,2770 1,6425 1,7267 1,4684 0,9015 0,1541 -0,6299 -1,3590 -1,9926 -2,5065 -2,8794 -3,1057 -3,2155 -3,2681 -3,3125 -3,3562 -3,3710 -3,3215 -3,2072 -3,0839 -3,0377 -3,1372 -3,4052 -3,8315 -4,4081 -5,1330 -5,9579 -6,7447 -7,3009 -7,4840 -7,2902 -6,8467 -6,3243 -5,8577 -5,5118 -5,2743 -5,0657 -4,7815 -4,3631 -3,8554 -3,3975 -3,1348 -3,1114 -3,2409 -3,3850 -3,4410 -3,3513 -3,0860 -2,6590 -2,1357 -1,6113 -1,1846 -0,9046 -0,7133 -0,4900 -0,1895 0,0881 0,1666 -0,0893 -0,7011 -1,5737 -2,5556 -3,4853 -4,1975 -4,5615 -4,5580 -4,2883 -3,9054 -3,5717 -3,4633 -3,7305 -4,4112 -5,4050 -6,5346 -7,6072 -8,4239 -8,7908 -8,5648 -7,6993 -6,2633 -4,4150 -2,3376 -0,2076 1,7731 3,3717 4,3912 4,7294 4,3884 3,4673 2,1300 0,5531 -1,0878 -2,5961 -3,7745 -4,4916 -4,7176 -4,5150 -4,0312 -3,4886 -3,1144 -3,0417 -3,2644 -3,6616 -4,0676 -4,3536 -4,4685 -4,4370 -4,3492 -4,3083 -4,3395 -4,3596 -4,2450 -3,9169 -3,3781 -2,7057 -2,0208 -1,4299 -0,9563 -0,5252 -0,0377 0,5258 1,0875 1,5523 1,8774 2,0702 2,1563 2,1588 2,1068 2,0538 2,0636 2,1712 2,3752 2,6553 2,9613 3,2067 3,3254 3,3172 3,1987 2,9584 2,6003 2,1949 1,8532 1,6648 1,6687 1,8518 2,1598 2,5316 2,9255 3,3018 3,6081 3,8094 3,9266 4,0205 4,1287 4,2229 4,2413 4,1597 4,0161 3,8696 3,7521 3,6431 3,4674 3,1275 2,5455 1,6772 0,5196 -0,8754 -2,4052 -3,9405 -5,3560 -6,5655 -7,5325 -8,2581 -8,7729 -9,1164 -9,2979 -9,2832 -9,0340 -8,5646 -7,9582 -7,3182 -6,7009 -6,0945 -5,4468 -4,7123 -3,8798 -2,9485 -1,9052 -0,7489 0,4832 1,7284 2,9176 3,9746 4,8218 5,4220 5,8311 6,1864 6,6184 7,1766 7,8213 8,4458 8,9324 9,2396 9,4385 9,6397 9,8779 10,0881 10,1830 10,1382 10,0118 9,8871 9,8078 9,7822 9,8204 9,9285 10,0769 10,2005 10,2294 10,1345 9,9496 9,7202 9,4238 8,9760 8,3167 7,4661 6,4988 5,4712 4,3740 3,1708 1,8798 0,5932 -0,5805 -1,5653 -2,3397 -2,9630 -3,5624 -4,2408 -4,9961 -5,7409 -6,3811 -6,8561 -7,1238 -7,1673 -7,0392 -6,8642 -6,7780 -6,8703 -7,1879 -7,7666 -8,6179 -9,6814 -10,8167 -11,8602 -12,7056 -13,3361 -13,7740 -14,0031 -13,9721 -13,6832 -13,2454 -12,8432 -12,6731 -12,8664 -13,4147 -14,1764 -14,9796 -15,7177 -16,3634 -16,9236 -17,3896 -17,7302 -17,9308 -18,0191 -18,0425 -18,0249
Fz    -7,3140 -6,7962 -6,0334 -5,1201 -4,1576 -3,2117 -2,3025 -1,4414 -0,6590 0,0078 0,5357 0,9082 1,1042 1,1128 0,9591 0,7071 0,4306 0,1862 0,0025 -0,1169 -0,1865 -0,2279 -0,2645 -0,3140 -0,3765 -0,4291 -0,4382 -0,3794 -0,2536 -0,0904 0,0615 0,1579 0,1946 0,2243 0,3271 0,5561 0,9028 1,3121 1,7244 2,0997 2,4181 2,6762 2,8796 3,0259 3,0932 3,0476 2,8682 2,5695 2,2002 1,8194 1,4776 1,2095 1,0322 0,9420 0,9125 0,9011 0,8730 0,8249 0,7825 0,7818 0,8433 0,9519 1,0668 1,1576 1,2271 1,3075 1,4397 1,6472 1,9198 2,2096 2,4414 2,5442 2,4885 2,2936 2,0143 1,7252 1,4880 1,3142 1,1640 0,9822 0,7351 0,4214 0,0633 -0,3013 -0,6265 -0,8768 -1,0403 -1,1229 -1,1372 -1,0983 -1,0176 -0,8928 -0,7137 -0,4735 -0,1766 0,1592 0,5089 0,8444 1,1263 1,3101 1,3726 1,3319 1,2409 1,1662 1,1576 1,2166 1,2852 1,2688 1,0796 0,6771 0,0849 -0,6262 -1,3726 -2,0882 -2,7310 -3,2640 -3,6341 -3,7917 -3,7358 -3,5295 -3,2717 -3,0618 -2,9707 -3,0193 -3,1813 -3,4121 -3,6788 -3,9625 -4,2369 -4,4487 -4,5241 -4,4071 -4,0922 -3,6272 -3,0952 -2,5863 -2,1625 -1,8343 -1,5740 -1,3514 -1,1529 -0,9753 -0,8125 -0,6493 -0,4692 -0,2675 -0,0595 0,1304 0,2982 0,4813 0,7481 1,1579 1,7241 2,4136 3,1755 3,9538 4,6735 5,2439 5,5910 5,6915 5,5848 5,3614 5,1308 4,9722 4,9038 4,8969 4,9053 4,8865 4,8268 4,7567 4,7407 4,8468 5,1164 5,5465 6,0951 6,7080 7,3381 7,9475 8,5070 8,9960 9,3949 9,6806 9,8347 9,8582 9,7793 9,6470 9,5027 9,3438 9,1210 8,7784 8,2917 7,6816 7,0090 6,3566 5,7965 5,3589 5,0209 4,7181 4,3663 3,8913 3,2592 2,4899 1,6504 0,8357 0,1426 -0,3609 -0,6566 -0,7753 -0,7806 -0,7528 -0,7809 -0,9448 -1,2732 -1,7204 -2,2004 -2,6480 -3,0499 -3,4208 -3,7607 -4,0380 -4,2038 -4,2257 -4,1171 -3,9439 -3,7920 -3,7202 -3,7395 -3,8225 -3,9244 -4,0026 -4,0359 -4,0256 -3,9794 -3,9088 -3,8432 -3,8282 -3,8987 -4,0627 -4,3094 -4,6162 -4,9483 -5,2649 -5,5339 -5,7401 -5,8861 -5,9854 -6,0476 -6,0715 -6,0595 -6,0297 -6,0003 -5,9668 -5,9073 -5,8092 -5,6797 -5,5316 -5,3773 -5,2404 -5,1579 -5,1601 -5,2541 -5,4265 -5,6543 -5,9074 -6,1438 -6,3159 -6,3928 -6,3681 -6,2491 -6,0448 -5,7671 -5,4335 -5,0620 -4,6648 -4,2548 -3,8565 -3,5068 -3,2419 -3,0869 -3,0562 -3,1592 -3,3849 -3,6853 -3,9944 -4,2601 -4,4634 -4,6249 -4,7867 -4,9760 -5,1907 -5,4145 -5,6294 -5,8175 -5,9644 -6,0648 -6,1238 -6,1462 -6,1246 -6,0405 -5,8817 -5,6613 -5,4211 -5,2168 -5,0949 -5,0777 -5,1618 -5,3171 -5,4868 -5,6081 -5,6366 -5,5477 -5,3301 -4,9889 -4,5480 -4,0499 -3,5543 -3,1173 -2,7640 -2,4869 -2,2663 -2,0830 -1,9226 -1,7758 -1,6354 -1,4926 -1,3439 -1,2057 -1,1201 -1,1322 -1,2588 -1,4869 -1,7950 -2,1648 -2,5765 -3,0016 -3,4052 -3,7561 -4,0371 -4,2473 -4,3976 -4,5064 -4,5990 -4,7023 -4,8333 -5,0010 -5,2141 -5,4798 -5,7957 -6,1474 -6,5123 -6,8563 -7,1197 -7,2190 -7,0856 -6,7149 -6,1793 -5,5886 -5,0376 -4,5862 -4,2655 -4,0799 -4,0049 -3,9955 -4,0029 -3,9921 -3,9530 -3,8959 -3,8269 -3,7276 -3,5643 -3,3150 -2,9837 -2,5913 -2,1612 -1,7117 -1,2606 -0,8359 -0,4698 -0,1716 0,0776 0,2909 0,4481 0,5095 0,4453 0,2483 -0,0732 -0,5067 -1,0301 -1,5961 -2,1399 -2,6126 -2,9959 -3,2913 -3,5114 -3,6787 -3,8125 -3,9103 -3,9498 -3,9158 -3,8174 -3,6705 -3,4703 -3,1867 -2,7826 -2,2403 -1,5737 -0,8198 -0,0356 0,6948 1,2715 1,6118 1,6724 1,4506 0,9794 0,3201 -0,4494 -1,2435 -1,9730 -2,5629 -2,9794 -3,2366 -3,3779 -3,4572 -3,5295 -3,6340 -3,7720 -3,9060 -3,9786 -3,9418 -3,7845 -3,5348 -3,2395 -2,9474 -2,6976 -2,4980 -2,3135 -2,0833 -1,7562 -1,3223 -0,8226 -0,3377 0,0485 0,2917 0,4088 0,4560 0,4885 0,5404 0,6337 0,7878 1,0141 1,3057 1,6285 1,9243 2,1356 2,2355 2,2331 2,1616 2,0616 1,9603 1,8577 1,7417 1,6046 1,4358 1,2183 0,9515 0,6668 0,4111 0,2282 0,1536 0,2097 0,3998 0,7202 1,1714 1,7427 2,3872 3,0311 3,6101 4,0905 4,4560 4,6845 4,7504 4,6532 4,4301 4,1314 3,7850 3,3850 2,9100 2,3488 1,7112 1,0182 0,2916 -0,4399 -1,1294 -1,7181 -2,1610 -2,4536 -2,6344 -2,7642 -2,8976 -3,0590 -3,2338 -3,3802 -3,4614 -3,4728 -3,4422 -3,4051 -3,3813 -3,3648 -3,3230 -3,2126 -3,0023 -2,6742 -2,2169 -1,6375 -0,9727 -0,2756 0,4061 1,0438 1,6274 2,1591 2,6543 3,1451 3,6666 4,2343 4,8304 5,4066 5,9090 6,3125 6,6292 6,8784 7,0562 7,1430 7,1353 7,0579 6,9499 6,8408 6,7417 6,6632 6,6355 6,6972 6,8665 7,1281 7,4439 7,7755 8,0963 8,3775 8,5731 8,6323 8,5234 8,2438 7,8184 7,2850 6,6688 5,9806 5,2430 4,5003 3,7911 3,1253 2,4946 1,8847 1,2740 0,6370 -0,0466 -0,7830 -1,5583 -2,3371 -3,0683 -3,6998 -4,2026 -4,5894 -4,9067 -5,2089 -5,5410 -5,9379 -6,4253 -7,0133 -7,6894 -8,4212 -9,1690 -9,8980 -10,5753 -11,1604 -11,6143 -11,9240 -12,1118 -12,2228 -12,3136 -12,4274 -12,5624 -12,6731 -12,7148 -12,6828 -12,6178 -12,5864 -12,6470 -12,8195 -13,0841 -13,4045 -13,7454 -14,0752
F3    -8,9811 -8,4295 -7,4944 -6,2544 -4,8406 -3,3869 -1,9892 -0,6970 0,4655 1,4680 2,2588 2,7698 2,9409 2,7596 2,2886 1,6528 0,9834 0,3685 -0,1495 -0,5450 -0,7907 -0,8664 -0,7851 -0,5982 -0,3688 -0,1355 0,1024 0,3583 0,6179 0,8330 0,9513 0,9545 0,8860 0,8414 0,9154 1,1384 1,4508 1,7368 1,8933 1,8817 1,7319 1,5143 1,3087 1,1775 1,1469 1,2042 1,3118 1,4220 1,4895 1,4884 1,4251 1,3321 1,2570 1,2463 1,3155 1,4364 1,5700 1,6994 1,8156 1,8814 1,8278 1,5991 1,2087 0,7436 0,3107 -0,0116 -0,1769 -0,1560 0,0604 0,4479 0,9409 1,4472 1,8843 2,1986 2,3598 2,3504 2,1600 1,7944 1,2933 0,7325 0,2080 -0,1870 -0,3914 -0,3975 -0,2511 -0,0395 0,1322 0,1844 0,1069 -0,0398 -0,1628 -0,1767 -0,0303 0,2673 0,6289 0,9207 1,0469 1,0111 0,8895 0,7572 0,6518 0,5844 0,5615 0,5934 0,6824 0,7969 0,8621 0,7870 0,5010 -0,0169 -0,7128 -1,4666 -2,1473 -2,6810 -3,0786 -3,3984 -3,6730 -3,8680 -3,9073 -3,7387 -3,3896 -2,9712 -2,6135 -2,3922 -2,3255 -2,4132 -2,6438 -2,9706 -3,3146 -3,6022 -3,7974 -3,9083 -3,9637 -3,9752 -3,9259 -3,7872 -3,5399 -3,1918 -2,7860 -2,3784 -1,9978 -1,6338 -1,2598 -0,8633 -0,4695 -0,1371 0,0794 0,1755 0,2137 0,3023 0,5555 1,0479 1,7761 2,6467 3,5148 4,2539 4,8051 5,1702 5,3661 5,3995 5,2843 5,0633 4,7984 4,5524 4,3829 4,3299 4,3924 4,5221 4,6483 4,7150 4,7060 4,6530 4,6224 4,6853 4,8856 5,2195 5,6447 6,1287 6,6818 7,3254 8,0376 8,7373 9,3170 9,6982 9,8658 9,8526 9,6876 9,3593 8,8328 8,1063 7,2404 6,3301 5,4739 4,7745 4,3234 4,1517 4,1977 4,3078 4,2780 3,9496 3,2937 2,4004 1,4162 0,5027 -0,1961 -0,6001 -0,7253 -0,6720 -0,5778 -0,5709 -0,7447 -1,1391 -1,7234 -2,4019 -3,0456 -3,5357 -3,8006 -3,8258 -3,6521 -3,3732 -3,1169 -3,0017 -3,0861 -3,3472 -3,7001 -4,0441 -4,2965 -4,3987 -4,3126 -4,0369 -3,6317 -3,2135 -2,9042 -2,7715 -2,8153 -2,9974 -3,2735 -3,6041 -3,9575 -4,3202 -4,6984 -5,1008 -5,5156 -5,8980 -6,1859 -6,3360 -6,3554 -6,2980 -6,2213 -6,1437 -6,0416 -5,8740 -5,6126 -5,2666 -4,8775 -4,4892 -4,1244 -3,7918 -3,5147 -3,3407 -3,3112 -3,4303 -3,6653 -3,9645 -4,2730 -4,5431 -4,7381 -4,8332 -4,8126 -4,6659 -4,3888 -3,9943 -3,5238 -3,0412 -2,6082 -2,2646 -2,0174 -1,8370 -1,6788 -1,5208 -1,3786 -1,2815 -1,2478 -1,2938 -1,4547 -1,7737 -2,2645 -2,8852 -3,5438 -4,1368 -4,5875 -4,8533 -4,9239 -4,8333 -4,6505 -4,4401 -4,2365 -4,0466 -3,8665 -3,6970 -3,5450 -3,4132 -3,3073 -3,2500 -3,2655 -3,3528 -3,4786 -3,5967 -3,6719 -3,6873 -3,6417 -3,5539 -3,4576 -3,3804 -3,3287 -3,2838 -3,2024 -3,0288 -2,7295 -2,3220 -1,8654 -1,4273 -1,0571 -0,7772 -0,5871 -0,4679 -0,3905 -0,3345 -0,2915 -0,2466 -0,1795 -0,0904 -0,0033 0,0563 0,0653 -0,0077 -0,1966 -0,5166 -0,9571 -1,4836 -2,0410 -2,5748 -3,0505 -3,4467 -3,7455 -3,9420 -4,0559 -4,1273 -4,2033 -4,3180 -4,4655 -4,5890 -4,6098 -4,4797 -4,2112 -3,8574 -3,4611 -3,0455 -2,6552 -2,3691 -2,2544 -2,3184 -2,5056 -2,7312 -2,9230 -3,0478 -3,1093 -3,1272 -3,0999 -2,9800 -2,6998 -2,2353 -1,6340 -0,9740 -0,3094 0,3352 0,9280 1,4107 1,7213 1,8313 1,7622 1,5706 1,3207 1,0650 0,8283 0,5977 0,3345 -0,0012 -0,4282 -0,9378 -1,5034 -2,0907 -2,6574 -3,1441 -3,4732 -3,5723 -3,4081 -3,0091 -2,4714 -1,9258 -1,4718 -1,1342 -0,8852 -0,6957 -0,5576 -0,4645 -0,3845 -0,2678 -0,0832 0,1576 0,4090 0,6214 0,7600 0,8016 0,7345 0,5658 0,3161 0,0134 -0,3057 -0,6015 -0,8468 -1,0415 -1,2108 -1,3832 -1,5681 -1,7515 -1,9023 -1,9867 -1,9948 -1,9569 -1,9225 -1,9188 -1,9289 -1,8962 -1,7513 -1,4509 -1,0068 -0,4851 0,0163 0,4060 0,6332 0,6951 0,6285 0,4997 0,3932 0,3909 0,5476 0,8792 1,3626 1,9345 2,4932 2,9167 3,0983 2,9879 2,6231 2,1254 1,6516 1,3266 1,1971 1,2338 1,3627 1,4922 1,5360 1,4434 1,2212 0,9245 0,6191 0,3508 0,1496 0,0513 0,1121 0,4011 0,9664 1,7869 2,7462 3,6594 4,3416 4,6852 4,6931 4,4453 4,0477 3,6003 3,1792 2,8212 2,5201 2,2383 1,9313 1,5711 1,1551 0,6957 0,2031 -0,3109 -0,8108 -1,2311 -1,5125 -1,6585 -1,7491 -1,8898 -2,1478 -2,5282 -2,9798 -3,4119 -3,7277 -3,8663 -3,8177 -3,6057 -3,2684 -2,8522 -2,4082 -1,9862 -1,6204 -1,3048 -0,9850 -0,5900 -0,0812 0,5273 1,1939 1,8886 2,5954 3,2827 3,8976 4,4012 4,7976 5,1249 5,4251 5,7343 6,0900 6,5236 7,0304 7,5472 7,9680 8,1990 8,2080 8,0201 7,6846 7,2553 6,7858 6,3319 5,9561 5,7260 5,6966 5,8831 6,2493 6,7264 7,2413 7,7279 8,1279 8,3925 8,4873 8,3973 8,1315 7,7204 7,2007 6,6023 5,9422 5,2144 4,3926 3,4646 2,4626 1,4468 0,4668 -0,4578 -1,3384 -2,2054 -3,0660 -3,8714 -4,5422 -5,0198 -5,2880 -5,3637 -5,2922 -5,1556 -5,0700 -5,1399 -5,3958 -5,7920 -6,2719 -6,8131 -7,4064 -8,0136 -8,5627 -8,9900 -9,2792 -9,4555 -9,5556 -9,6114 -9,6465 -9,6631 -9,6255 -9,4771 -9,1967 -8,8371 -8,5096 -8,3447 -8,4508 -8,8724 -9,5721 -10,4592 -11,4282 -12,3747
F7    -5,9641 -5,5090 -4,9459 -4,3533 -3,7914 -3,2767 -2,7799 -2,2590 -1,6930 -1,0825 -0,4359 0,2165 0,8041 1,2436 1,4916 1,5603 1,4931 1,3395 1,1394 0,9109 0,6593 0,4016 0,1712 0,0020 -0,0811 -0,0622 0,0660 0,2935 0,5784 0,8499 1,0368 1,1026 1,0605 0,9631 0,8781 0,8640 0,9527 1,1353 1,3609 1,5559 1,6583 1,6498 1,5589 1,4334 1,3126 1,2124 1,1159 0,9792 0,7556 0,4271 0,0214 -0,3947 -0,7477 -0,9944 -1,1372 -1,1974 -1,1748 -1,0452 -0,7959 -0,4517 -0,0715 0,2674 0,4947 0,5725 0,5048 0,3287 0,0995 -0,1284 -0,3144 -0,4323 -0,4744 -0,4554 -0,4033 -0,3438 -0,2853 -0,2156 -0,1232 -0,0248 0,0421 0,0509 -0,0022 -0,1114 -0,2656 -0,4323 -0,5604 -0,6216 -0,6428 -0,6815 -0,7754 -0,9217 -1,0873 -1,2262 -1,2956 -1,2642 -1,1147 -0,8491 -0,4889 -0,0715 0,3466 0,6889 0,8811 0,8905 0,7421 0,4958 0,2171 -0,0387 -0,2364 -0,3723 -0,4810 -0,6260 -0,8699 -1,2396 -1,7065 -2,1982 -2,6281 -2,9169 -3,0105 -2,9090 -2,6832 -2,4469 -2,3063 -2,3285 -2,5273 -2,8556 -3,2277 -3,5719 -3,8726 -4,1650 -4,4958 -4,8812 -5,2876 -5,6412 -5,8588 -5,8776 -5,6685 -5,2380 -4,6241 -3,8867 -3,0978 -2,3364 -1,6749 -1,1540 -0,7688 -0,4847 -0,2719 -0,1294 -0,0764 -0,1198 -0,2269 -0,3213 -0,3057 -0,1106 0,2573 0,7237 1,2074 1,6679 2,1043 2,5246 2,9197 3,2586 3,5091 3,6631 3,7428 3,7783 3,7809 3,7464 3,6693 3,5460 3,3720 3,1488 2,8941 2,6424 2,4316 2,2917 2,2451 2,3104 2,5016 2,8195 3,2437 3,7270 4,2011 4,5971 4,8745 5,0337 5,1070 5,1432 5,1823 5,2235 5,2260 5,1479 4,9755 4,7132 4,3641 3,9356 3,4514 2,9459 2,4434 1,9399 1,4057 0,8105 0,1525 -0,5318 -1,1773 -1,7065 -2,0559 -2,2071 -2,1865 -2,0335 -1,7777 -1,4494 -1,1077 -0,8452 -0,7522 -0,8738 -1,1984 -1,6822 -2,2761 -2,9271 -3,5644 -4,0960 -4,4297 -4,5058 -4,3240 -3,9494 -3,4920 -3,0678 -2,7642 -2,6260 -2,6593 -2,8315 -3,0755 -3,3119 -3,4715 -3,5112 -3,4311 -3,2838 -3,1504 -3,1056 -3,1946 -3,4259 -3,7716 -4,1751 -4,5640 -4,8679 -5,0432 -5,0897 -5,0362 -4,9136 -4,7477 -4,5675 -4,3981 -4,2366 -4,0472 -3,7901 -3,4553 -3,0734 -2,7068 -2,4366 -2,3392 -2,4500 -2,7419 -3,1451 -3,5845 -3,9991 -4,3429 -4,5818 -4,6891 -4,6403 -4,4203 -4,0427 -3,5600 -3,0399 -2,5265 -2,0303 -1,5526 -1,1094 -0,7392 -0,4970 -0,4360 -0,5898 -0,9662 -1,5429 -2,2598 -3,0142 -3,6731 -4,1175 -4,2971 -4,2386 -4,0077 -3,6832 -3,3520 -3,0872 -2,9262 -2,8747 -2,9223 -3,0475 -3,2200 -3,4085 -3,5895 -3,7541 -3,9135 -4,0891 -4,2830 -4,4576 -4,5499 -4,5107 -4,3309 -4,0400 -3,6864 -3,3137 -2,9501 -2,6156 -2,3309 -2,1126 -1,9674 -1,8929 -1,8748 -1,8844 -1,8870 -1,8530 -1,7581 -1,5855 -1,3347 -1,0266 -0,6955 -0,3760 -0,0947 0,1253 0,2649 0,3169 0,2814 0,1536 -0,0724 -0,3839 -0,7374 -1,0663 -1,3114 -1,4526 -1,5116 -1,5249 -1,5211 -1,5224 -1,5495 -1,6137 -1,7122 -1,8339 -1,9638 -2,0786 -2,1524 -2,1776 -2,1747 -2,1622 -2,1229 -2,0125 -1,8055 -1,5261 -1,2301 -0,9686 -0,7756 -0,6726 -0,6603 -0,7117 -0,7888 -0,8711 -0,9619 -1,0714 -1,1961 -1,3073 -1,3555 -1,2943 -1,1065 -0,8176 -0,4891 -0,1899 0,0407 0,2083 0,3448 0,4832 0,6513 0,8646 1,1044 1,3096 1,4074 1,3593 1,1742 0,8817 0,5032 0,0556 -0,4168 -0,8367 -1,1349 -1,2886 -1,3213 -1,2824 -1,2338 -1,2394 -1,3422 -1,5427 -1,8048 -2,0693 -2,2533 -2,2645 -2,0458 -1,6089 -1,0314 -0,4188 0,1509 0,6539 1,0941 1,4677 1,7495 1,9034 1,9099 1,7847 1,5686 1,3061 1,0307 0,7597 0,4922 0,2228 -0,0385 -0,2646 -0,4362 -0,5657 -0,6906 -0,8418 -1,0228 -1,2120 -1,3725 -1,4674 -1,4778 -1,4131 -1,3028 -1,1715 -1,0158 -0,8109 -0,5367 -0,1972 0,1813 0,5664 0,9297 1,2482 1,5130 1,7403 1,9597 2,1818 2,3763 2,4863 2,4690 2,3245 2,0942 1,8378 1,6020 1,4078 1,2631 1,1750 1,1447 1,1603 1,2014 1,2618 1,3706 1,5694 1,8568 2,1716 2,4353 2,5966 2,6386 2,5702 2,4225 2,2400 2,0676 1,9429 1,8938 1,9340 2,0640 2,2808 2,5849 2,9712 3,4111 3,8409 4,1760 4,3507 4,3508 4,2085 3,9747 3,6913 3,3748 3,0171 2,5996 2,1067 1,5293 0,8726 0,1662 -0,5374 -1,1787 -1,7132 -2,1256 -2,4267 -2,6407 -2,7883 -2,8711 -2,8708 -2,7702 -2,5756 -2,3141 -2,0134 -1,6966 -1,3897 -1,1111 -0,8509 -0,5729 -0,2354 0,1890 0,7035 1,2859 1,8941 2,4793 3,0036 3,4457 3,7991 4,0769 4,3131 4,5454 4,7947 5,0551 5,3012 5,5121 5,6896 5,8540 6,0195 6,1652 6,2416 6,2076 6,0582 5,8254 5,5647 5,3417 5,2237 5,2703 5,5167 5,9490 6,4867 6,9978 7,3523 7,4765 7,3661 7,0633 6,6291 6,1242 5,6007 5,0997 4,6424 4,2144 3,7700 3,2677 2,7003 2,0954 1,4975 0,9411 0,4214 -0,0985 -0,6432 -1,2023 -1,7507 -2,2633 -2,7099 -3,0617 -3,3189 -3,5289 -3,7666 -4,0864 -4,4851 -4,9086 -5,2937 -5,5995 -5,8102 -5,9234 -5,9459 -5,8988 -5,8137 -5,7137 -5,6015 -5,4711 -5,3314 -5,2136 -5,1628 -5,2266 -5,4325 -5,7636 -6,1707 -6,6179 -7,1016 -7,6244 -8,1628 -8,6650 -9,0792 -9,3865 -9,6054 -9,7636 -9,8668
