Fp1   3,9525 3,8723 3,7550 3,6147 3,4645 3,3112 3,1561 2,9987 2,8381 2,6740 2,5101 2,3518 2,2014 2,0554 1,9021 1,7202 1,4843 1,1749 0,7896 0,3543 -0,0771 -0,4385 -0,6791 -0,7789 -0,7495 -0,6300 -0,4799 -0,3657 -0,3420 -0,4359 -0,6433 -0,9367 -1,2785 -1,6333 -1,9711 -2,2641 -2,4902 -2,6444 -2,7414 -2,8000 -2,8282 -2,8237 -2,7875 -2,7316 -2,6724 -2,6158 -2,5482 -2,4441 -2,2847 -2,0654 -1,7924 -1,4778 -1,1402 -0,8038 -0,4936 -0,2316 -0,0317 0,1058 0,1906 0,2340 0,2475 0,2433 0,2311 0,2147 0,1889 0,1394 0,0531 -0,0693 -0,2139 -0,3605 -0,4914 -0,6001 -0,6980 -0,8104 -0,9617 -1,1590 -1,3868 -1,6188 -1,8296 -1,9981 -2,1064 -2,1415 -2,0970 -1,9774 -1,8051 -1,6185 -1,4568 -1,3416 -1,2695 -1,2196 -1,1684 -1,0994 -1,0053 -0,8928 -0,7858 -0,7184 -0,7214 -0,8125 -0,9933 -1,2522 -1,5691 -1,9186 -2,2775 -2,6352 -2,9948 -3,3603 -3,7235 -4,0671 -4,3792 -4,6592 -4,9103 -5,1315 -5,3161 -5,4544 -5,5368 -5,5603 -5,5355 -5,4853 -5,4356 -5,3973 -5,3542 -5,2771 -5,1574 -5,0195 -4,8977 -4,8105 -4,7571 -4,7268 -4,7055 -4,6783 -4,6315 -4,5522 -4,4274 -4,2537 -4,0457 -3,8335 -3,6500 -3,5201 -3,4540 -3,4464 -3,4808 -3,5342 -3,5836 -3,6155 -3,6340 -3,6593 -3,7186 -3,8319 -4,0021 -4,2169 -4,4596 -4,7149 -4,9731 -5,2335 -5,5036 -5,7900 -6,0958 -6,4218 -6,7602 -7,0887 -7,3736 -7,5798 -7,6834 -7,6809 -7,5886 -7,4303 -7,2194 -6,9522 -6,6162 -6,1991 -5,6964 -5,1227 -4,5208 -3,9549 -3,4870 -3,1568 -2,9815 -2,9581 -3,0622 -3,2548 -3,4968 -3,7573 -4,0175 -4,2717 -4,5170 -4,7455 -4,9480 -5,1202 -5,2604 -5,3636 -5,4208 -5,4192 -5,3428 -5,1784 -4,9308 -4,6288 -4,3109 -4,0070 -3,7307 -3,4837 -3,2614 -3,0521 -2,8416 -2,6267 -2,4221 -2,2508 -2,1268 -2,0506 -2,0187 -2,0298 -2,0852 -2,1856 -2,3267 -2,4928 -2,6584 -2,8041 -2,9304 -3,0544 -3,1963 -3,3660 -3,5546 -3,7365 -3,8856 -3,9932 -4,0710 -4,1345 -4,1865 -4,2184 -4,2225 -4,1944 -4,1261 -4,0077 -3,8371 -3,6247 -3,3883 -3,1482 -2,9265 -2,7443 -2,6145 -2,5378 -2,4997 -2,4733 -2,4297 -2,3489 -2,2281 -2,0790 -1,9130 -1,7371 -1,5624 -1,4046 -1,2709 -1,1573 -1,0551 -0,9549 -0,8484 -0,7341 -0,6206 -0,5247 -0,4647 -0,4541 -0,4999 -0,6049 -0,7689 -0,9853 -1,2375 -1,5041 -1,7664 -2,0107 -2,2300 -2,4207 -2,5725 -2,6656 -2,6903 -2,6680 -2,6466 -2,6719 -2,7637 -2,9138 -3,0996 -3,2934 -3,4627 -3,5745 -3,6045 -3,5480 -3,4216 -3,2570 -3,0875 -2,9313 -2,7871 -2,6473 -2,5095 -2,3751 -2,2421 -2,1025 -1,9438 -1,7584 -1,5535 -1,3464 -1,1494 -0,9646 -0,7903 -0,6259 -0,4715 -0,3291 -0,2038 -0,1020 -0,0299 0,0086 0,0110 -0,0240 -0,0939 -0,1897 -0,3002 -0,4213 -0,5596 -0,7268 -0,9308 -1,1717 -1,4355 -1,6916 -1,9027 -2,0369 -2,0728 -2,0087 -1,8667 -1,6772 -1,4579 -1,2161 -0,9616 -0,7057 -0,4481 -0,1810 0,0925 0,3541 0,5807 0,7555 0,8717 0,9336 0,9559 0,9605 0,9719 1,0110 1,0903 1,2130 1,3703 1,5434 1,7135 1,8694 2,0047 2,1089 2,1656 2,1581 2,0778 1,9310 1,7360 1,5165 1,2957 1,0908 0,9128 0,7664 0,6482 0,5496 0,4653 0,4003 0,3650 0,3681 0,4123 0,4942 0,6066 0,7428 0,8995 1,0794 1,2915 1,5378 1,7983 2,0359 2,2138 2,3085 2,3161 2,2529 2,1451 2,0159 1,8862 1,7790 1,7171 1,7145 1,7686 1,8608 1,9644 2,0504 2,0929 2,0801 2,0193 1,9305 1,8369 1,7641 1,7411 1,7922 1,9175 2,0862 2,2533 2,3831 2,4578 2,4757 2,4439 2,3688 2,2535 2,1045 1,9390 1,7807 1,6471 1,5456 1,4766 1,4377 1,4249 1,4315 1,4461 1,4499 1,4237 1,3583 1,2604 1,1500 1,0483 0,9646 0,8948 0,8283 0,7501 0,6422 0,4884 0,2811 0,0263 -0,2578 -0,5490 -0,8252 -1,0691 -1,2693 -1,4218 -1,5333 -1,6211 -1,7085 -1,8162 -1,9517 -2,1025 -2,2422 -2,3458 -2,4070 -2,4440 -2,4904 -2,5807 -2,7365 -2,9521 -3,1886 -3,3830 -3,4767 -3,4474 -3,3226 -3,1630 -3,0268 -2,9411 -2,8964 -2,8614 -2,8080 -2,7289 -2,6332 -2,5287 -2,4210 -2,3280 -2,2771 -2,2839 -2,3419 -2,4368 -2,5613 -2,7146 -2,8898 -3,0699 -3,2398 -3,4018 -3,5736 -3,7706 -3,9950 -4,2380 -4,4836 -4,7110 -4,8998 -5,0375 -5,1266 -5,1853 -5,2357 -5,2904 -5,3557 -5,4445 -5,5734 -5,7428 -5,9328 -6,1212 -6,2972 -6,4621 -6,6233 -6,7853 -6,9465 -7,1021 -7,2483 -7,3819 -7,4990 -7,5961 -7,6730 -7,7330 -7,7801 -7,8149 -7,8341 -7,8353 -7,8199 -7,7867 -7,7291 -7,6428 -7,5328 -7,4119 -7,2922 -7,1771 -7,0616 -6,9426 -6,8223 -6,6992 -6,5632 -6,4020 -6,2143 -6,0143 -5,8247 -5,6681 -5,5635 -5,5220 -5,5420 -5,6113 -5,7128 -5,8279 -5,9378 -6,0289 -6,1007 -6,1634 -6,2248 -6,2823 -6,3299 -6,3706 -6,4136 -6,4585 -6,4891 -6,4840 -6,4316 -6,3412 -6,2408 -6,1576 -6,0968 -6,0428 -5,9782 -5,8984 -5,8115 -5,7319 -5,6794 -5,6786 -5,7517 -5,9069 -6,1313 -6,3948 -6,6600 -6,8889 -7,0543 -7,1519 -7,1982 -7,2138 -7,2083 -7,1809 -7,1285 -7,0485 -6,9408 -6,8131 -6,6822 -6,5684 -6,4889 -6,4598 -6,4975 -6,6048 -6,7624 -6,9370 -7,0951 -7,2168 -7,3040 -7,3772 -7,4630 -7,5822 -7,7390 -7,9179 -8,0927 -8,2420 -8,3543 -8,4273 -8,4714 -8,5035 -8,5302 -8,5434 -8,5359
Fz    4,2599 4,1564 4,0255 3,8792 3,7246 3,5614 3,3854 3,1946 2,9911 2,7807 2,5706 2,3628 2,1531 1,9374 1,7149 1,4839 1,2392 0,9746 0,6869 0,3827 0,0832 -0,1805 -0,3801 -0,5009 -0,5466 -0,5364 -0,5015 -0,4819 -0,5201 -0,6465 -0,8668 -1,1600 -1,4909 -1,8243 -2,1324 -2,3957 -2,6050 -2,7645 -2,8871 -2,9802 -3,0370 -3,0440 -2,9975 -2,9090 -2,7966 -2,6697 -2,5197 -2,3268 -2,0766 -1,7696 -1,4153 -1,0276 -0,6261 -0,2344 0,1273 0,4461 0,7148 0,9289 1,0866 1,1908 1,2481 1,2664 1,2541 1,2209 1,1738 1,1144 1,0450 0,9747 0,9146 0,8707 0,8438 0,8262 0,7976 0,7285 0,5953 0,3938 0,1415 -0,1330 -0,4029 -0,6486 -0,8558 -1,0118 -1,1057 -1,1360 -1,1179 -1,0764 -1,0321 -0,9929 -0,9573 -0,9186 -0,8681 -0,7965 -0,6980 -0,5782 -0,4571 -0,3627 -0,3191 -0,3407 -0,4315 -0,5884 -0,8010 -1,0501 -1,3124 -1,5729 -1,8315 -2,0966 -2,3726 -2,6542 -2,9304 -3,1887 -3,4192 -3,6175 -3,7822 -3,9100 -3,9944 -4,0305 -4,0216 -3,9794 -3,9187 -3,8459 -3,7530 -3,6289 -3,4823 -3,3458 -3,2549 -3,2285 -3,2663 -3,3568 -3,4851 -3,6377 -3,8014 -3,9587 -4,0889 -4,1756 -4,2138 -4,2086 -4,1709 -4,1141 -4,0522 -3,9944 -3,9430 -3,8929 -3,8345 -3,7604 -3,6731 -3,5877 -3,5278 -3,5152 -3,5570 -3,6435 -3,7561 -3,8773 -3,9943 -4,1002 -4,1936 -4,2768 -4,3581 -4,4510 -4,5652 -4,6965 -4,8251 -4,9193 -4,9456 -4,8836 -4,7349 -4,5170 -4,2461 -3,9262 -3,5545 -3,1292 -2,6551 -2,1467 -1,6302 -1,1414 -0,7195 -0,3983 -0,2015 -0,1402 -0,2077 -0,3791 -0,6209 -0,9015 -1,1989 -1,5010 -1,7978 -2,0764 -2,3224 -2,5252 -2,6794 -2,7811 -2,8257 -2,8070 -2,7199 -2,5658 -2,3623 -2,1413 -1,9357 -1,7675 -1,6449 -1,5636 -1,5081 -1,4528 -1,3691 -1,2420 -1,0839 -0,9266 -0,7980 -0,7070 -0,6498 -0,6219 -0,6270 -0,6765 -0,7802 -0,9351 -1,1253 -1,3335 -1,5499 -1,7711 -1,9936 -2,2102 -2,4065 -2,5611 -2,6546 -2,6821 -2,6584 -2,6068 -2,5453 -2,4872 -2,4459 -2,4296 -2,4328 -2,4391 -2,4315 -2,4011 -2,3485 -2,2793 -2,1998 -2,1161 -2,0340 -1,9549 -1,8715 -1,7701 -1,6373 -1,4695 -1,2745 -1,0659 -0,8541 -0,6465 -0,4552 -0,2938 -0,1683 -0,0772 -0,0167 0,0202 0,0429 0,0595 0,0742 0,0850 0,0845 0,0608 0,0017 -0,1010 -0,2489 -0,4377 -0,6560 -0,8887 -1,1229 -1,3520 -1,5733 -1,7773 -1,9399 -2,0316 -2,0406 -1,9860 -1,9113 -1,8643 -1,8754 -1,9467 -2,0551 -2,1624 -2,2268 -2,2150 -2,1114 -1,9220 -1,6732 -1,4038 -1,1495 -0,9298 -0,7449 -0,5844 -0,4377 -0,2994 -0,1666 -0,0349 0,1023 0,2488 0,4000 0,5451 0,6733 0,7777 0,8571 0,9146 0,9562 0,9873 1,0107 1,0271 1,0362 1,0377 1,0285 1,0006 0,9419 0,8448 0,7122 0,5541 0,3789 0,1898 -0,0139 -0,2324 -0,4585 -0,6695 -0,8330 -0,9193 -0,9105 -0,8059 -0,6222 -0,3830 -0,1091 0,1819 0,4729 0,7530 1,0228 1,2862 1,5390 1,7680 1,9579 2,0972 2,1830 2,2227 2,2328 2,2363 2,2575 2,3178 2,4313 2,6011 2,8145 3,0452 3,2642 3,4490 3,5847 3,6605 3,6672 3,6020 3,4741 3,3037 3,1127 2,9173 2,7268 2,5486 2,3922 2,2677 2,1757 2,1049 2,0419 1,9811 1,9251 1,8828 1,8642 1,8733 1,9061 1,9608 2,0453 2,1764 2,3736 2,6442 2,9701 3,3129 3,6292 3,8837 4,0609 4,1694 4,2311 4,2638 4,2792 4,2898 4,3119 4,3610 4,4431 4,5482 4,6535 4,7346 4,7729 4,7620 4,7119 4,6420 4,5722 4,5198 4,5040 4,5440 4,6467 4,7988 4,9736 5,1445 5,2916 5,4003 5,4598 5,4640 5,4153 5,3253 5,2131 5,0998 5,0015 4,9279 4,8838 4,8706 4,8852 4,9198 4,9619 4,9943 5,0001 4,9714 4,9115 4,8297 4,7335 4,6224 4,4922 4,3392 4,1613 3,9542 3,7074 3,4080 3,0519 2,6512 2,2311 1,8199 1,4383 1,0971 0,8005 0,5465 0,3281 0,1350 -0,0437 -0,2143 -0,3746 -0,5139 -0,6202 -0,6935 -0,7515 -0,8235 -0,9377 -1,1084 -1,3284 -1,5672 -1,7790 -1,9202 -1,9676 -1,9288 -1,8352 -1,7260 -1,6292 -1,5505 -1,4763 -1,3898 -1,2855 -1,1673 -1,0398 -0,9067 -0,7758 -0,6588 -0,5616 -0,4826 -0,4210 -0,3851 -0,3891 -0,4415 -0,5398 -0,6759 -0,8424 -1,0338 -1,2434 -1,4605 -1,6721 -1,8657 -2,0322 -2,1678 -2,2722 -2,3503 -2,4137 -2,4775 -2,5533 -2,6461 -2,7589 -2,8935 -3,0463 -3,2095 -3,3785 -3,5536 -3,7388 -3,9396 -4,1590 -4,3923 -4,6271 -4,8502 -5,0529 -5,2319 -5,3881 -5,5239 -5,6392 -5,7316 -5,7968 -5,8290 -5,8232 -5,7805 -5,7089 -5,6178 -5,5133 -5,3979 -5,2740 -5,1461 -5,0198 -4,8980 -4,7818 -4,6708 -4,5606 -4,4441 -4,3142 -4,1669 -4,0036 -3,8321 -3,6674 -3,5294 -3,4344 -3,3890 -3,3915 -3,4366 -3,5134 -3,6021 -3,6783 -3,7251 -3,7395 -3,7280 -3,6992 -3,6609 -3,6206 -3,5827 -3,5460 -3,5040 -3,4488 -3,3742 -3,2797 -3,1751 -3,0753 -2,9863 -2,9003 -2,8104 -2,7233 -2,6578 -2,6342 -2,6673 -2,7624 -2,9144 -3,1114 -3,3379 -3,5773 -3,8111 -4,0181 -4,1821 -4,2999 -4,3801 -4,4346 -4,4737 -4,5051 -4,5314 -4,5484 -4,5531 -4,5544 -4,5716 -4,6217 -4,7107 -4,8385 -5,0015 -5,1894 -5,3829 -5,5595 -5,7003 -5,7963 -5,8504 -5,8732 -5,8802 -5,8906 -5,9205 -5,9740 -6,0447 -6,1233 -6,2027 -6,2797 -6,3562 -6,4350 -6,5112 -6,5729 -6,6113
F3    3,4412 3,5027 3,5428 3,5530 3,5191 3,4238 3,2570 3,0240 2,7462 2,4547 2,1790 1,9321 1,7088 1,5004 1,3028 1,1136 0,9295 0,7447 0,5519 0,3486 0,1451 -0,0384 -0,1837 -0,2840 -0,3446 -0,3780 -0,4016 -0,4374 -0,5123 -0,6496 -0,8567 -1,1162 -1,3914 -1,6454 -1,8573 -2,0255 -2,1639 -2,2949 -2,4375 -2,5921 -2,7358 -2,8334 -2,8562 -2,7941 -2,6554 -2,4570 -2,2117 -1,9238 -1,5977 -1,2454 -0,8859 -0,5391 -0,2208 0,0613 0,3075 0,5179 0,6863 0,8031 0,8638 0,8768 0,8620 0,8424 0,8376 0,8597 0,9099 0,9773 1,0472 1,1071 1,1476 1,1663 1,1670 1,1483 1,0923 0,9690 0,7571 0,4630 0,1227 -0,2166 -0,5171 -0,7576 -0,9307 -1,0373 -1,0817 -1,0718 -1,0239 -0,9605 -0,9010 -0,8512 -0,8038 -0,7472 -0,6764 -0,5972 -0,5223 -0,4683 -0,4525 -0,4861 -0,5709 -0,7020 -0,8730 -1,0760 -1,2964 -1,5111 -1,6979 -1,8497 -1,9799 -2,1117 -2,2618 -2,4354 -2,6285 -2,8314 -3,0320 -3,2213 -3,3954 -3,5508 -3,6800 -3,7726 -3,8212 -3,8243 -3,7853 -3,7085 -3,5946 -3,4446 -3,2753 -3,1225 -3,0240 -3,0019 -3,0595 -3,1854 -3,3602 -3,5636 -3,7751 -3,9722 -4,1344 -4,2525 -4,3306 -4,3798 -4,4117 -4,4343 -4,4492 -4,4501 -4,4242 -4,3577 -4,2428 -4,0835 -3,8978 -3,7130 -3,5602 -3,4660 -3,4437 -3,4900 -3,5899 -3,7219 -3,8621 -3,9906 -4,0968 -4,1798 -4,2487 -4,3216 -4,4147 -4,5312 -4,6538 -4,7471 -4,7716 -4,7010 -4,5314 -4,2767 -3,9577 -3,5948 -3,2076 -2,8115 -2,4158 -2,0255 -1,6491 -1,3039 -1,0146 -0,8052 -0,6939 -0,6884 -0,7803 -0,9445 -1,1480 -1,3614 -1,5697 -1,7712 -1,9662 -2,1498 -2,3157 -2,4622 -2,5906 -2,6995 -2,7781 -2,8079 -2,7712 -2,6644 -2,5057 -2,3316 -2,1789 -2,0699 -2,0097 -1,9925 -2,0039 -2,0195 -2,0124 -1,9723 -1,9172 -1,8819 -1,8906 -1,9393 -2,0031 -2,0574 -2,0947 -2,1293 -2,1840 -2,2719 -2,3907 -2,5327 -2,6951 -2,8798 -3,0877 -3,3105 -3,5261 -3,7044 -3,8210 -3,8694 -3,8618 -3,8183 -3,7553 -3,6882 -3,6364 -3,6159 -3,6289 -3,6613 -3,6927 -3,7079 -3,7019 -3,6763 -3,6361 -3,5890 -3,5418 -3,4966 -3,4462 -3,3746 -3,2658 -3,1156 -2,9333 -2,7332 -2,5216 -2,2975 -2,0625 -1,8249 -1,5969 -1,3930 -1,2280 -1,1109 -1,0412 -1,0083 -0,9972 -0,9965 -1,0025 -1,0187 -1,0528 -1,1129 -1,2042 -1,3281 -1,4831 -1,6669 -1,8784 -2,1130 -2,3601 -2,5981 -2,7929 -2,9087 -2,9290 -2,8682 -2,7653 -2,6670 -2,6099 -2,6067 -2,6460 -2,6989 -2,7296 -2,7075 -2,6154 -2,4519 -2,2310 -1,9779 -1,7213 -1,4836 -1,2773 -1,1055 -0,9644 -0,8475 -0,7475 -0,6583 -0,5754 -0,4976 -0,4270 -0,3663 -0,3169 -0,2800 -0,2584 -0,2550 -0,2693 -0,2964 -0,3290 -0,3607 -0,3870 -0,4042 -0,4096 -0,4064 -0,4061 -0,4220 -0,4622 -0,5308 -0,6339 -0,7798 -0,9756 -1,2213 -1,5028 -1,7886 -2,0387 -2,2150 -2,2904 -2,2590 -2,1397 -1,9626 -1,7514 -1,5204 -1,2792 -1,0325 -0,7790 -0,5189 -0,2620 -0,0246 0,1793 0,3428 0,4665 0,5561 0,6198 0,6675 0,7106 0,7596 0,8237 0,9084 1,0100 1,1150 1,2097 1,2885 1,3525 1,4007 1,4230 1,4051 1,3420 1,2455 1,1358 1,0289 0,9309 0,8438 0,7730 0,7257 0,6981 0,6705 0,6210 0,5427 0,4462 0,3520 0,2811 0,2470 0,2542 0,3048 0,4028 0,5555 0,7693 1,0394 1,3409 1,6362 1,8900 2,0765 2,1856 2,2276 2,2282 2,2118 2,1944 2,1877 2,2047 2,2572 2,3489 2,4714 2,6070 2,7337 2,8287 2,8781 2,8845 2,8646 2,8364 2,8116 2,7979 2,8005 2,8177 2,8394 2,8563 2,8668 2,8745 2,8811 2,8821 2,8697 2,8378 2,7858 2,7226 2,6659 2,6351 2,6427 2,6917 2,7784 2,8951 3,0311 3,1713 3,2955 3,3863 3,4398 3,4645 3,4728 3,4708 3,4560 3,4227 3,3678 3,2898 3,1848 3,0417 2,8473 2,5972 2,3024 1,9830 1,6577 1,3399 1,0417 0,7764 0,5539 0,3746 0,2268 0,0897 -0,0545 -0,2078 -0,3554 -0,4779 -0,5694 -0,6440 -0,7285 -0,8466 -1,0087 -1,2088 -1,4227 -1,6098 -1,7261 -1,7443 -1,6680 -1,5296 -1,3757 -1,2468 -1,1618 -1,1134 -1,0816 -1,0499 -1,0104 -0,9584 -0,8903 -0,8081 -0,7199 -0,6326 -0,5484 -0,4718 -0,4155 -0,3985 -0,4392 -0,5487 -0,7303 -0,9790 -1,2797 -1,6062 -1,9277 -2,2179 -2,4574 -2,6317 -2,7326 -2,7663 -2,7580 -2,7459 -2,7668 -2,8424 -2,9736 -3,1463 -3,3373 -3,5190 -3,6676 -3,7723 -3,8382 -3,8844 -3,9383 -4,0231 -4,1478 -4,3082 -4,4939 -4,6933 -4,8945 -5,0870 -5,2621 -5,4109 -5,5233 -5,5901 -5,6042 -5,5635 -5,4757 -5,3570 -5,2238 -5,0870 -4,9516 -4,8189 -4,6894 -4,5637 -4,4434 -4,3319 -4,2327 -4,1467 -4,0720 -4,0021 -3,9226 -3,8161 -3,6752 -3,5103 -3,3474 -3,2152 -3,1333 -3,1081 -3,1351 -3,2007 -3,2815 -3,3496 -3,3848 -3,3826 -3,3525 -3,3089 -3,2679 -3,2474 -3,2630 -3,3206 -3,4130 -3,5208 -3,6182 -3,6856 -3,7205 -3,7352 -3,7431 -3,7467 -3,7439 -3,7409 -3,7541 -3,8017 -3,8950 -4,0328 -4,2033 -4,3903 -4,5784 -4,7543 -4,9070 -5,0273 -5,1107 -5,1608 -5,1866 -5,1946 -5,1850 -5,1542 -5,1003 -5,0249 -4,9375 -4,8587 -4,8147 -4,8234 -4,8853 -4,9888 -5,1175 -5,2521 -5,3732 -5,4636 -5,5091 -5,5040 -5,4580 -5,3921 -5,3309 -5,2956 -5,2970 -5,3302 -5,3786 -5,4266 -5,4661 -5,4962 -5,5225 -5,5540 -5,5949 -5,6435 -5,6989
F7    2,3152 2,4152 2,5060 2,5738 2,5957 2,5480 2,4216 2,2283 1,9935 1,7470 1,5153 1,3098 1,1255 0,9546 0,7984 0,6632 0,5523 0,4604 0,3743 0,2805 0,1747 0,0642 -0,0392 -0,1282 -0,2028 -0,2683 -0,3312 -0,4003 -0,4894 -0,6125 -0,7724 -0,9522 -1,1220 -1,2556 -1,3438 -1,3967 -1,4378 -1,4969 -1,5967 -1,7351 -1,8808 -1,9891 -2,0259 -1,9801 -1,8626 -1,6960 -1,4990 -1,2787 -1,0377 -0,7866 -0,5440 -0,3294 -0,1550 -0,0200 0,0892 0,1896 0,2889 0,3804 0,4507 0,4951 0,5257 0,5646 0,6317 0,7346 0,8628 0,9942 1,1082 1,1914 1,2353 1,2376 1,2062 1,1510 1,0683 0,9387 0,7440 0,4866 0,1947 -0,0922 -0,3418 -0,5408 -0,6923 -0,8029 -0,8726 -0,8982 -0,8819 -0,8343 -0,7680 -0,6914 -0,6103 -0,5321 -0,4657 -0,4194 -0,4026 -0,4248 -0,4911 -0,5977 -0,7317 -0,8778 -1,0253 -1,1668 -1,2930 -1,3927 -1,4594 -1,4989 -1,5312 -1,5818 -1,6683 -1,7960 -1,9590 -2,1439 -2,3354 -2,5217 -2,6958 -2,8526 -2,9859 -3,0880 -3,1519 -3,1741 -3,1585 -3,1137 -3,0446 -2,9522 -2,8445 -2,7410 -2,6649 -2,6351 -2,6608 -2,7382 -2,8537 -2,9960 -3,1587 -3,3325 -3,5029 -3,6572 -3,7885 -3,8952 -3,9798 -4,0449 -4,0889 -4,1037 -4,0776 -4,0034 -3,8831 -3,7295 -3,5609 -3,3941 -3,2413 -3,1143 -3,0261 -2,9856 -2,9910 -3,0290 -3,0797 -3,1228 -3,1424 -3,1328 -3,1040 -3,0774 -3,0738 -3,1019 -3,1511 -3,1920 -3,1907 -3,1265 -2,9977 -2,8142 -2,5856 -2,3202 -2,0301 -1,7304 -1,4344 -1,1525 -0,8953 -0,6757 -0,5083 -0,4065 -0,3785 -0,4250 -0,5349 -0,6854 -0,8475 -0,9971 -1,1251 -1,2358 -1,3326 -1,4119 -1,4733 -1,5271 -1,5869 -1,6541 -1,7123 -1,7364 -1,7078 -1,6284 -1,5219 -1,4225 -1,3588 -1,3412 -1,3600 -1,3950 -1,4245 -1,4270 -1,3870 -1,3079 -1,2188 -1,1605 -1,1610 -1,2213 -1,3203 -1,4307 -1,5334 -1,6239 -1,7051 -1,7765 -1,8347 -1,8827 -1,9333 -2,0036 -2,1059 -2,2397 -2,3854 -2,5073 -2,5712 -2,5649 -2,5047 -2,4231 -2,3512 -2,3128 -2,3253 -2,3936 -2,5040 -2,6283 -2,7362 -2,8078 -2,8371 -2,8263 -2,7835 -2,7231 -2,6623 -2,6130 -2,5753 -2,5371 -2,4834 -2,4060 -2,3057 -2,1877 -2,0518 -1,8926 -1,7079 -1,5025 -1,2872 -1,0789 -0,8992 -0,7683 -0,6941 -0,6647 -0,6567 -0,6517 -0,6427 -0,6332 -0,6317 -0,6426 -0,6632 -0,6915 -0,7307 -0,7924 -0,8922 -1,0405 -1,2333 -1,4497 -1,6554 -1,8143 -1,9050 -1,9285 -1,9043 -1,8622 -1,8307 -1,8254 -1,8413 -1,8561 -1,8402 -1,7677 -1,6247 -1,4132 -1,1519 -0,8714 -0,6022 -0,3618 -0,1527 0,0329 0,2068 0,3768 0,5422 0,6955 0,8289 0,9387 1,0276 1,1012 1,1606 1,1994 1,2084 1,1843 1,1328 1,0663 0,9988 0,9395 0,8916 0,8556 0,8306 0,8114 0,7869 0,7471 0,6904 0,6195 0,5327 0,4223 0,2770 0,0874 -0,1451 -0,4019 -0,6519 -0,8610 -1,0014 -1,0598 -1,0428 -0,9701 -0,8636 -0,7394 -0,6047 -0,4594 -0,3025 -0,1414 0,0074 0,1309 0,2285 0,3060 0,3671 0,4105 0,4322 0,4318 0,4153 0,3912 0,3665 0,3444 0,3211 0,2898 0,2493 0,2081 0,1788 0,1710 0,1830 0,2037 0,2219 0,2356 0,2472 0,2559 0,2576 0,2532 0,2579 0,2923 0,3572 0,4248 0,4585 0,4359 0,3551 0,2292 0,0774 -0,0831 -0,2387 -0,3728 -0,4622 -0,4835 -0,4236 -0,2887 -0,1037 0,0989 0,2886 0,4403 0,5374 0,5807 0,5882 0,5834 0,5846 0,6049 0,6549 0,7412 0,8627 1,0097 1,1662 1,3124 1,4258 1,4910 1,5095 1,4982 1,4745 1,4465 1,4176 1,3903 1,3609 1,3199 1,2616 1,1915 1,1224 1,0645 1,0188 0,9790 0,9388 0,8980 0,8637 0,8464 0,8562 0,8955 0,9579 1,0328 1,1152 1,2069 1,3086 1,4108 1,4993 1,5657 1,6109 1,6428 1,6702 1,6987 1,7314 1,7717 1,8207 1,8681 1,8907 1,8611 1,7635 1,6048 1,4124 1,2168 1,0362 0,8794 0,7526 0,6582 0,5892 0,5276 0,4504 0,3432 0,2108 0,0743 -0,0447 -0,1397 -0,2221 -0,3101 -0,4148 -0,5394 -0,6829 -0,8344 -0,9673 -1,0453 -1,0379 -0,9370 -0,7630 -0,5581 -0,3676 -0,2210 -0,1226 -0,0582 -0,0104 0,0312 0,0687 0,1025 0,1366 0,1777 0,2329 0,3067 0,3956 0,4846 0,5494 0,5654 0,5146 0,3875 0,1836 -0,0840 -0,3866 -0,6875 -0,9569 -1,1774 -1,3392 -1,4356 -1,4699 -1,4618 -1,4463 -1,4606 -1,5278 -1,6473 -1,7973 -1,9477 -2,0727 -2,1601 -2,2129 -2,2439 -2,2709 -2,3128 -2,3837 -2,4888 -2,6251 -2,7859 -2,9626 -3,1462 -3,3295 -3,5084 -3,6782 -3,8280 -3,9396 -3,9918 -3,9686 -3,8698 -3,7134 -3,5272 -3,3365 -3,1567 -2,9939 -2,8482 -2,7164 -2,5966 -2,4952 -2,4227 -2,3838 -2,3735 -2,3760 -2,3655 -2,3140 -2,2058 -2,0504 -1,8811 -1,7384 -1,6525 -1,6367 -1,6909 -1,8020 -1,9431 -2,0804 -2,1860 -2,2458 -2,2602 -2,2381 -2,1938 -2,1467 -2,1159 -2,1150 -2,1519 -2,2240 -2,3130 -2,3909 -2,4408 -2,4669 -2,4823 -2,4934 -2,5023 -2,5176 -2,5562 -2,6319 -2,7443 -2,8769 -3,0060 -3,1119 -3,1859 -3,2320 -3,2610 -3,2803 -3,2908 -3,2933 -3,2905 -3,2842 -3,2712 -3,2446 -3,1960 -3,1172 -3,0064 -2,8765 -2,7566 -2,6788 -2,6607 -2,6997 -2,7783 -2,8723 -2,9597 -3,0239 -3,0538 -3,0489 -3,0213 -2,9912 -2,9800 -3,0033 -3,0603 -3,1307 -3,1867 -3,2098 -3,1966 -3,1546 -3,1025 -3,0660 -3,0660 -3,1086 -3,1891
