Fp1   0,2596 0,1568 -0,0926 -0,4440 -0,8194 -1,1430 -1,3658 -1,4680 -1,4516 -1,3291 -1,1081 -0,7837 -0,3539 0,1652 0,7458 1,3587 1,9693 2,5374 3,0239 3,3835 3,5502 3,4524 3,0574 2,4044 1,6052 0,8073 0,1301 -0,3763 -0,7208 -0,9376 -1,0476 -1,0341 -0,8743 -0,6196 -0,4245 -0,4524 -0,7476 -1,2058 -1,6542 -1,9461 -2,0134 -1,8731 -1,5998 -1,2736 -0,9335 -0,5687 -0,1481 0,3272 0,7829 1,0927 1,1578 0,9667 0,5983 0,1924 -0,0952 -0,1563 0,0102 0,2916 0,5228 0,5825 0,4502 0,1855 -0,1162 -0,3440 -0,3946 -0,2196 0,1408 0,5666 0,9136 1,0964 1,1321 1,0986 1,0560 1,0131 0,9460 0,8182 0,5934 0,2574 -0,1599 -0,5840 -0,9139 -1,0531 -0,9473 -0,6132 -0,1417 0,3280 0,6657 0,8167 0,8133 0,7155 0,5594 0,3657 0,1685 0,0145 -0,0687 -0,1049 -0,1734 -0,3762 -0,7892 -1,4273 -2,2249 -3,0498 -3,7605 -4,2532 -4,4586 -4,3335 -3,8831 -3,1696 -2,2838 -1,3114 -0,3367 0,5336 1,1885 1,5733 1,7303 1,7768 1,8446 2,0325 2,3949 2,9468 3,6581 4,4499 5,2085 5,8149 6,1758 6,2495 6,0627 5,7209 5,3926 5,2501 5,4008 5,8497 6,5141 7,2836 8,0821 8,8843 9,6904 10,4851 11,2088 11,7745 12,1196 12,2351 12,1587 11,9473 11,6463 11,2850 10,8995 10,5506 10,3125 10,2349 10,3167 10,5072 10,7209 10,8556 10,8199 10,5747 10,1483 9,6049 9,0072 8,4165 7,9086 7,5695 7,4580 7,5590 7,7663 7,9217 7,8896 7,6043 7,0649 6,3191 5,4586 4,5939 3,8169 3,1948 2,7820 2,6066 2,6385 2,7858 2,9133 2,8613 2,4909 1,7682 0,8222 -0,0956 -0,7315 -0,9418 -0,7414 -0,2770 0,2609 0,7390 1,1278 1,4653 1,7877 2,0983 2,3789 2,6009 2,7270 2,7136 2,5215 2,1361 1,5855 0,9297 0,2268 -0,4919 -1,2020 -1,8476 -2,3430 -2,6083 -2,5872 -2,2443 -1,5805 -0,6564 0,4131 1,4911 2,4608 3,2501 3,8246 4,1603 4,2219 3,9791 3,4552 2,7646 2,0934 1,6236 1,4586 1,5965 1,9537 2,4276 2,9579 3,5398 4,1974 4,9366 5,7050 6,4071 6,9563 7,3004 7,4115 7,2674 6,8461 6,1449 5,2126 4,1589 3,1295 2,2548 1,5932 1,1144 0,7377 0,3768 -0,0398 -0,5388 -1,0618 -1,4797 -1,6702 -1,5920 -1,3107 -0,9680 -0,7095 -0,6144 -0,6682 -0,8010 -0,9684 -1,1971 -1,5457 -2,0331 -2,6058 -3,1557 -3,5773 -3,8430 -4,0217 -4,1967 -4,3782 -4,5054 -4,5084 -4,3535 -4,0511 -3,6387 -3,1579 -2,6464 -2,1457 -1,6985 -1,3254 -1,0175 -0,7673 -0,5942 -0,5265 -0,5696 -0,6917 -0,8217 -0,8790 -0,8314 -0,7120 -0,5706 -0,4202 -0,2252 0,0843 0,5868 1,3179 2,2045 3,0596 3,6713 3,9177 3,8033 3,4006 2,7729 1,9582 1,0079 0,0217 -0,8619 -1,4998 -1,7765 -1,6423 -1,1466 -0,4260 0,3632 1,1070 1,7343 2,1864 2,4217 2,4440 2,3039 2,0720 1,8093 1,5423 1,2470 0,8702 0,3887 -0,1380 -0,5807 -0,8120 -0,7719 -0,4883 -0,0635 0,3734 0,7297 0,9715 1,1019 1,1464 1,1429 1,1152 1,0605 0,9707 0,8430 0,6734 0,4609 0,2217 -0,0164 -0,2366 -0,4429 -0,6442 -0,8309 -0,9697 -1,0332 -1,0284 -0,9904 -0,9526 -0,9197 -0,8655 -0,7623 -0,6172 -0,4701 -0,3568 -0,2793 -0,2144 -0,1513 -0,1082 -0,0917 -0,0582 0,0542 0,2514 0,4591 0,5745 0,5332 0,3326 0,0132 -0,3712 -0,7672 -1,1214 -1,3775 -1,4827 -1,4210 -1,2433 -1,0407 -0,8801 -0,7754 -0,7137 -0,6904 -0,7136 -0,7764 -0,8345 -0,8215 -0,6894 -0,4293 -0,0561 0,4117 0,9508 1,5243 2,0969 2,6659 3,2596 3,8898 4,5041 4,9815 5,1771 4,9838 4,3707 3,3955 2,1957 0,9526 -0,1559 -0,9991 -1,5227 -1,7516 -1,7597 -1,6118 -1,3102 -0,7992 -0,0296 0,9718 2,0714 3,0600 3,7444 4,0391 3,9858 3,6971 3,2833 2,8142 2,3347 1,8912 1,5207 1,2236 0,9694 0,7216 0,4619 0,2090 0,0124 -0,0863 -0,0925 -0,0615 -0,0643 -0,1476 -0,3125 -0,5205 -0,7248 -0,9159 -1,1386 -1,4502 -1,8528 -2,2796 -2,6579 -2,9573 -3,1695 -3,2705 -3,2160 -2,9636 -2,4978 -1,8310 -0,9903 -0,0141 1,0469 2,1201 3,0964 3,8385 4,2154 4,1350 3,5769 2,6239 1,4645 0,3632 -0,3996 -0,6230 -0,2665 0,5517 1,6263 2,7357 3,6856 4,3488 4,6970 4,7984 4,7730 4,7190 4,6434 4,4619 4,0865 3,5103 2,8006 2,0391 1,2907 0,6075 0,0375 -0,3755 -0,5991 -0,6153 -0,4179 -0,0215 0,5259 1,1578 1,8210 2,4784 3,0713 3,5004 3,6730 3,5810 3,3253 3,0617 2,9283 3,0192 3,4009 4,1134 5,1406 6,3952 7,7398 9,0200 10,0915 10,8470 11,2459 11,3274 11,1817 10,9068 10,5903 10,3082 10,1270 10,1108 10,3114 10,7300 11,2958 11,8977 12,4255 12,7831 12,9019 12,7718 12,4503 12,0295 11,5815 11,1146 10,5735 9,8791 8,9700 7,8339 6,5255 5,1511 3,8282 2,6512 1,6690 0,8670 0,1706 -0,5150 -1,2437 -1,9799 -2,6098 -3,0184 -3,1563 -3,0424 -2,7412 -2,3561 -2,0147 -1,8197 -1,8084 -1,9652 -2,2639 -2,6799 -3,1559 -3,5748 -3,8042 -3,7807 -3,5438 -3,1957 -2,8356 -2,5272 -2,3100 -2,2089 -2,2110 -2,2477 -2,2465 -2,2090 -2,2088 -2,3136 -2,5310 -2,8239 -3,1493 -3,4727 -3,7645 -4,0086 -4,2209 -4,4432 -4,7095 -5,0103 -5,2793 -5,4103 -5,2992 -4,8953 -4,2408 -3,4672 -2,7416 -2,1957 -1,8767 -1,7459 -1,7172 -1,7006 -1,6366 -1,5141
Fz    -2,6227 -2,6026 -2,4186 -2,0734 -1,5997 -1,0629 -0,5495 -0,1396 0,1180 0,2172 0,1899 0,0907 -0,0150 -0,0602 0,0028 0,1777 0,4247 0,6880 0,9215 1,0929 1,1688 1,1156 0,9200 0,6022 0,2063 -0,2159 -0,6130 -0,9414 -1,1781 -1,3218 -1,3813 -1,3668 -1,2881 -1,1519 -0,9614 -0,7181 -0,4283 -0,1068 0,2260 0,5504 0,8511 1,1229 1,3744 1,6141 1,8275 1,9737 2,0116 1,9339 1,7796 1,6156 1,5015 1,4643 1,5021 1,6071 1,7765 2,0061 2,2838 2,5862 2,8777 3,1217 3,2991 3,4110 3,4712 3,4986 3,5067 3,4947 3,4497 3,3496 3,1653 2,8754 2,4804 2,0001 1,4684 0,9344 0,4546 0,0725 -0,2003 -0,3871 -0,5283 -0,6610 -0,8135 -1,0113 -1,2732 -1,5906 -1,9173 -2,1864 -2,3403 -2,3532 -2,2423 -2,0651 -1,9011 -1,8247 -1,8838 -2,0922 -2,4282 -2,8379 -3,2423 -3,5628 -3,7526 -3,8082 -3,7541 -3,6199 -3,4306 -3,2106 -2,9942 -2,8264 -2,7479 -2,7726 -2,8801 -3,0283 -3,1704 -3,2616 -3,2638 -3,1541 -2,9308 -2,6116 -2,2182 -1,7541 -1,1953 -0,5037 0,3458 1,3420 2,4385 3,5718 4,6828 5,7334 6,7105 7,6171 8,4628 9,2621 10,0312 10,7796 11,5037 12,1883 12,8131 13,3577 13,8039 14,1364 14,3498 14,4558 14,4840 14,4745 14,4645 14,4749 14,5009 14,5207 14,5194 14,4999 14,4716 14,4347 14,3766 14,2780 14,1232 13,9107 13,6556 13,3854 13,1316 12,9219 12,7718 12,6757 12,6050 12,5193 12,3773 12,1411 11,7815 11,2840 10,6555 9,9261 9,1432 8,3624 7,6398 7,0145 6,4937 6,0548 5,6657 5,3056 4,9732 4,6799 4,4389 4,2567 4,1311 4,0552 4,0198 4,0118 4,0131 4,0114 4,0068 4,0018 3,9873 3,9485 3,8813 3,7985 3,7197 3,6591 3,6222 3,6100 3,6213 3,6557 3,7156 3,8001 3,9014 4,0131 4,1331 4,2576 4,3799 4,4949 4,6042 4,7165 4,8413 4,9817 5,1318 5,2840 5,4443 5,6340 5,8761 6,1768 6,5162 6,8617 7,1943 7,5212 7,8624 8,2270 8,6038 8,9711 9,3094 9,6042 9,8479 10,0445 10,2072 10,3479 10,4736 10,5871 10,6802 10,7271 10,6948 10,5633 10,3352 10,0290 9,6652 9,2606 8,8244 8,3530 7,8276 7,2220 6,5140 5,7016 4,8177 3,9339 3,1383 2,4921 1,9998 1,6147 1,2676 0,9059 0,5245 0,1631 -0,1332 -0,3517 -0,5171 -0,6695 -0,8421 -1,0526 -1,3075 -1,6072 -1,9450 -2,3035 -2,6594 -2,9924 -3,2856 -3,5211 -3,6814 -3,7534 -3,7256 -3,5876 -3,3412 -3,0088 -2,6252 -2,2148 -1,7787 -1,3034 -0,7759 -0,1915 0,4422 1,1035 1,7563 2,3543 2,8536 3,2319 3,4965 3,6723 3,7859 3,8618 3,9207 3,9693 3,9895 3,9455 3,8126 3,5968 3,3323 3,0652 2,8363 2,6686 2,5629 2,5052 2,4784 2,4756 2,5045 2,5786 2,6939 2,8139 2,8869 2,8797 2,7918 2,6428 2,4581 2,2624 2,0774 1,9200 1,7949 1,6896 1,5847 1,4736 1,3715 1,3048 1,2938 1,3390 1,4172 1,4878 1,5110 1,4609 1,3218 1,0765 0,7054 0,2022 -0,4082 -1,0661 -1,6945 -2,2281 -2,6310 -2,8904 -3,0021 -2,9675 -2,8015 -2,5388 -2,2207 -1,8736 -1,5055 -1,1251 -0,7523 -0,4077 -0,0957 0,1972 0,4895 0,7921 1,1028 1,4060 1,6791 1,9052 2,0828 2,2211 2,3247 2,3828 2,3695 2,2554 2,0253 1,6918 1,2899 0,8531 0,3964 -0,0765 -0,5566 -1,0239 -1,4507 -1,8119 -2,0964 -2,3102 -2,4652 -2,5659 -2,6054 -2,5745 -2,4672 -2,2746 -1,9800 -1,5653 -1,0206 -0,3513 0,4219 1,2649 2,1324 2,9744 3,7487 4,4312 5,0115 5,4828 5,8442 6,1039 6,2695 6,3335 6,2722 6,0608 5,6943 5,1997 4,6341 4,0725 3,5874 3,2281 3,0060 2,8935 2,8376 2,7812 2,6772 2,4946 2,2246 1,8809 1,4908 1,0853 0,6970 0,3621 0,1227 0,0219 0,0889 0,3267 0,7123 1,1995 1,7212 2,2003 2,5663 2,7699 2,7849 2,6052 2,2443 1,7356 1,1242 0,4557 -0,2358 -0,9367 -1,6532 -2,3953 -3,1561 -3,9076 -4,6114 -5,2245 -5,7015 -6,0060 -6,1253 -6,0695 -5,8603 -5,5216 -5,0777 -4,5550 -3,9816 -3,3871 -2,8054 -2,2732 -1,8197 -1,4576 -1,1818 -0,9653 -0,7597 -0,5110 -0,1785 0,2567 0,7889 1,3917 2,0321 2,6832 3,3262 3,9458 4,5257 5,0471 5,4927 5,8475 6,0993 6,2434 6,2845 6,2295 6,0880 5,8804 5,6342 5,3654 5,0668 4,7219 4,3230 3,8761 3,3980 2,9153 2,4550 2,0302 1,6420 1,2966 1,0099 0,7971 0,6736 0,6670 0,8203 1,1732 1,7340 2,4698 3,3227 4,2315 5,1429 6,0117 6,7968 7,4668 8,0074 8,4197 8,7149 8,9142 9,0465 9,1402 9,2167 9,2898 9,3720 9,4809 9,6371 9,8589 10,1603 10,5550 11,0629 11,7069 12,4921 13,3833 14,3047 15,1610 15,8637 16,3515 16,5982 16,6087 16,4083 16,0362 15,5359 14,9442 14,2852 13,5679 12,7894 11,9466 11,0423 10,0787 9,0504 7,9537 6,7992 5,6119 4,4202 3,2476 2,1173 1,0619 0,1292 -0,6273 -1,1648 -1,4628 -1,5311 -1,4170 -1,2012 -0,9770 -0,8227 -0,7743 -0,8123 -0,8808 -0,9263 -0,9200 -0,8491 -0,7031 -0,4758 -0,1807 0,1446 0,4554 0,7265 0,9559 1,1440 1,2721 1,3023 1,2025 0,9750 0,6567 0,3005 -0,0438 -0,3474 -0,6141 -0,8742 -1,1657 -1,5170 -1,9397 -2,4285 -2,9640 -3,5139 -4,0418 -4,5196 -4,9342 -5,2777 -5,5310 -5,6618 -5,6447 -5,4846 -5,2190 -4,8958 -4,5467 -4,1763 -3,7740 -3,3390 -2,9005
F3    -4,2305 -4,0103 -3,5112 -2,7663 -1,8603 -0,8984 0,0194 0,8171 1,4576 1,9432 2,2905 2,4953 2,5355 2,4065 2,1248 1,7044 1,1601 0,5338 -0,0964 -0,6326 -0,9822 -1,0855 -0,9417 -0,6308 -0,3087 -0,1475 -0,2420 -0,5642 -0,9977 -1,4019 -1,6707 -1,7792 -1,7739 -1,6895 -1,4853 -1,0882 -0,4979 0,1728 0,7672 1,1795 1,3929 1,4734 1,5340 1,6577 1,8238 1,9094 1,7670 1,3345 0,7046 0,0878 -0,3080 -0,3784 -0,1339 0,3396 0,9115 1,4401 1,8400 2,1355 2,4291 2,8053 3,2606 3,7061 4,0197 4,1041 3,9279 3,5323 3,0031 2,4257 1,8478 1,2730 0,6842 0,0776 -0,5149 -1,0256 -1,3653 -1,4422 -1,1999 -0,6642 0,0505 0,7762 1,3247 1,5146 1,2207 0,4349 -0,7006 -1,9188 -2,9256 -3,5300 -3,7175 -3,6152 -3,4072 -3,2672 -3,3117 -3,5673 -3,9602 -4,3417 -4,5497 -4,4756 -4,0930 -3,4457 -2,6358 -1,8116 -1,1247 -0,6892 -0,5780 -0,8190 -1,3809 -2,1799 -3,1099 -4,0670 -4,9446 -5,6297 -6,0368 -6,1436 -5,9706 -5,5316 -4,8201 -3,8413 -2,6410 -1,2984 0,1040 1,5034 2,8680 4,1879 5,4539 6,6465 7,7384 8,6916 9,4555 9,9928 10,3155 10,4884 10,5949 10,6967 10,8137 10,9309 11,0159 11,0466 11,0404 11,0543 11,1500 11,3579 11,6699 12,0535 12,4679 12,8701 13,2151 13,4560 13,5476 13,4533 13,1555 12,6730 12,0757 11,4715 10,9666 10,6182 10,4170 10,3172 10,2756 10,2506 10,1828 10,0037 9,6658 9,1648 8,5376 7,8431 7,1384 6,4627 5,8369 5,2813 4,8245 4,4885 4,2552 4,0434 3,7340 3,2385 2,5491 1,7358 0,9175 0,2322 -0,1936 -0,2836 -0,0573 0,3600 0,7965 1,1232 1,3031 1,3752 1,3960 1,3852 1,3148 1,1430 0,8571 0,4860 0,0855 -0,2895 -0,6103 -0,8704 -1,0473 -1,0870 -0,9317 -0,5498 0,0516 0,8263 1,6928 2,5420 3,2682 3,8021 4,1027 4,1273 3,8435 3,2842 2,5778 1,9125 1,4565 1,2942 1,4162 1,7749 2,3558 3,1779 4,2180 5,3566 6,4119 7,2308 7,7555 8,0336 8,1822 8,3145 8,4714 8,6224 8,7166 8,7131 8,5777 8,2832 7,8307 7,2679 6,6818 6,1794 5,8594 5,7706 5,8733 6,0357 6,0802 5,8652 5,3520 4,6125 3,7866 3,0297 2,4613 2,1150 1,9113 1,6909 1,2995 0,6686 -0,1527 -1,0267 -1,7962 -2,3625 -2,7297 -2,9723 -3,1568 -3,2975 -3,3856 -3,4496 -3,5732 -3,8463 -4,2899 -4,8141 -5,2544 -5,4778 -5,4631 -5,2841 -5,0363 -4,7826 -4,5424 -4,3086 -4,0639 -3,7804 -3,4186 -2,9524 -2,4014 -1,8286 -1,2956 -0,8170 -0,3605 0,1131 0,6073 1,0809 1,4914 1,8443 2,1868 2,5514 2,9086 3,1683 3,2161 2,9478 2,3176 1,4007 0,4069 -0,4043 -0,8516 -0,8996 -0,6269 -0,1460 0,4459 1,0699 1,6575 2,1520 2,5022 2,6530 2,5715 2,2911 1,9003 1,4725 1,0301 0,5851 0,1924 -0,0662 -0,1446 -0,0674 0,0930 0,2674 0,4369 0,6429 0,9438 1,3486 1,7811 2,1085 2,2198 2,0810 1,7348 1,2714 0,7807 0,2982 -0,2004 -0,7537 -1,3809 -2,0710 -2,7752 -3,4129 -3,8971 -4,1617 -4,1832 -3,9954 -3,6825 -3,3335 -2,9865 -2,6173 -2,1765 -1,6362 -1,0002 -0,2794 0,5222 1,3842 2,2466 3,0191 3,6158 3,9983 4,1866 4,2238 4,1295 3,8879 3,4740 2,8928 2,1919 1,4339 0,6589 -0,1258 -0,9258 -1,7255 -2,4738 -3,1035 -3,5596 -3,8163 -3,8937 -3,8650 -3,8213 -3,8205 -3,8717 -3,9531 -4,0149 -3,9721 -3,7201 -3,1847 -2,3610 -1,3118 -0,1379 1,0484 2,1405 3,0548 3,7540 4,2504 4,5760 4,7602 4,8437 4,8795 4,8874 4,8039 4,4962 3,8467 2,8486 1,6390 0,4545 -0,4524 -0,8935 -0,7987 -0,2276 0,6621 1,6674 2,5930 3,2901 3,6656 3,6754 3,3126 2,5942 1,5718 0,3671 -0,8185 -1,7513 -2,2462 -2,2349 -1,7820 -1,0377 -0,1693 0,6889 1,4492 2,0458 2,4123 2,5106 2,3629 2,0356 1,6016 1,1192 0,6227 0,1115 -0,4524 -1,1149 -1,8886 -2,7417 -3,6272 -4,5077 -5,3473 -6,0893 -6,6385 -6,8678 -6,6635 -5,9958 -4,9492 -3,6855 -2,3923 -1,2527 -0,4118 0,0588 0,1801 0,0542 -0,1919 -0,4778 -0,7943 -1,1695 -1,6142 -2,0724 -2,4121 -2,4765 -2,1511 -1,3966 -0,2572 1,1312 2,5536 3,7695 4,5951 4,9577 4,8918 4,5102 3,9843 3,5140 3,2595 3,2678 3,4518 3,6462 3,7084 3,5995 3,3824 3,1345 2,8676 2,5391 2,1130 1,5942 1,0215 0,4470 -0,0798 -0,5249 -0,8801 -1,1527 -1,3342 -1,3803 -1,2354 -0,8887 -0,3839 0,2482 1,0457 2,0770 3,3563 4,8051 6,2797 7,6193 8,6782 9,3564 9,6373 9,5905 9,3329 8,9896 8,6781 8,5063 8,5609 8,8776 9,4233 10,1195 10,8874 11,6795 12,4848 13,2991 14,0746 14,7115 15,1050 15,1970 14,9925 14,5515 13,9756 13,3756 12,8216 12,3072 11,7680 11,1537 10,4770 9,7877 9,1140 8,4322 7,6731 6,7568 5,6393 4,3348 2,9034 1,4363 0,0507 -1,1294 -2,0136 -2,5866 -2,9196 -3,1258 -3,2774 -3,3693 -3,3751 -3,3132 -3,2422 -3,2125 -3,2419 -3,3181 -3,4009 -3,4269 -3,3390 -3,1239 -2,8232 -2,5041 -2,2154 -1,9631 -1,7131 -1,4113 -1,0190 -0,5500 -0,0871 0,2352 0,2891 0,0367 -0,4340 -0,9676 -1,4428 -1,8281 -2,1582 -2,4790 -2,8162 -3,1720 -3,5213 -3,8167 -4,0139 -4,0942 -4,0709 -3,9979 -3,9670 -4,0665 -4,3207 -4,6638 -4,9796 -5,1792 -5,2540 -5,2594 -5,2437 -5,1949 -5,0570 -4,7855 -4,3853
F7    0,4813 0,4887 0,3584 0,1574 -0,0398 -0,1776 -0,2499 -0,2905 -0,3274 -0,3487 -0,3129 -0,1984 -0,0273 0,1770 0,4352 0,7954 1,2707 1,8024 2,2940 2,6655 2,8658 2,8692 2,6861 2,3593 1,9423 1,4860 1,0310 0,5869 0,1173 -0,4218 -1,0066 -1,5239 -1,8450 -1,9276 -1,8479 -1,7324 -1,6607 -1,6372 -1,6292 -1,6026 -1,5327 -1,4085 -1,2366 -1,0431 -0,8639 -0,7181 -0,5884 -0,4349 -0,2332 -0,0031 0,1904 0,2497 0,0729 -0,3860 -1,0509 -1,7237 -2,1798 -2,2946 -2,1054 -1,7584 -1,3956 -1,0804 -0,7955 -0,4979 -0,1758 0,1412 0,3994 0,5224 0,4250 0,0636 -0,5206 -1,2109 -1,8497 -2,2665 -2,3155 -1,9452 -1,2622 -0,5035 0,0904 0,3818 0,3481 0,0362 -0,4713 -1,0568 -1,5788 -1,9272 -2,0717 -2,0456 -1,8906 -1,6263 -1,2590 -0,8061 -0,3230 0,0895 0,3098 0,2493 -0,0989 -0,6640 -1,3436 -2,0333 -2,6337 -3,0698 -3,3259 -3,4518 -3,5193 -3,5712 -3,6053 -3,5880 -3,4907 -3,3284 -3,1471 -2,9693 -2,7725 -2,5226 -2,2042 -1,8078 -1,3037 -0,6483 0,1825 1,1671 2,2186 3,1909 3,9436 4,4188 4,6584 4,7658 4,8436 4,9486 5,0831 5,2059 5,2530 5,1823 5,0289 4,9296 5,0855 5,6679 6,7058 8,0462 9,4340 10,6195 11,4138 11,7249 11,5899 11,1488 10,5557 9,9120 9,2762 8,7037 8,2542 7,9637 7,8130 7,7201 7,5752 7,3062 6,9259 6,5301 6,2423 6,1426 6,2270 6,4153 6,6047 6,7266 6,7571 6,6918 6,5215 6,2121 5,7034 4,9382 3,8962 2,6152 1,2047 -0,1651 -1,3084 -2,0769 -2,3920 -2,2571 -1,7706 -1,1277 -0,5655 -0,2726 -0,3289 -0,6910 -1,2089 -1,6924 -2,0147 -2,1733 -2,2548 -2,3545 -2,5326 -2,8037 -3,1242 -3,3999 -3,5350 -3,4714 -3,1777 -2,6415 -1,9084 -1,1074 -0,4088 0,0619 0,2855 0,3292 0,2545 0,0389 -0,4071 -1,1530 -2,1789 -3,3636 -4,5125 -5,4045 -5,8449 -5,7246 -5,0668 -3,9999 -2,6717 -1,2087 0,2542 1,5605 2,5712 3,2057 3,4469 3,3239 2,9050 2,2992 1,6374 1,0382 0,5999 0,4075 0,5143 0,9144 1,5495 2,3276 3,1192 3,7705 4,1665 4,2795 4,1555 3,8658 3,4648 2,9770 2,4208 1,8358 1,2785 0,7956 0,3969 0,0484 -0,3056 -0,7125 -1,1998 -1,7698 -2,3800 -2,9366 -3,3298 -3,4851 -3,3904 -3,0932 -2,6977 -2,3552 -2,2109 -2,3289 -2,6750 -3,1647 -3,7068 -4,2183 -4,6285 -4,8863 -4,9750 -4,9316 -4,8443 -4,8066 -4,8522 -4,9340 -4,9682 -4,8979 -4,7290 -4,5180 -4,3161 -4,1271 -3,9235 -3,6911 -3,4394 -3,1771 -2,8987 -2,6005 -2,2960 -2,0161 -1,7937 -1,6375 -1,5206 -1,4097 -1,2994 -1,2027 -1,1171 -1,0186 -0,8884 -0,7374 -0,6041 -0,5420 -0,6023 -0,8035 -1,1118 -1,4574 -1,7682 -1,9967 -2,1309 -2,1772 -2,1292 -1,9633 -1,6579 -1,2148 -0,6775 -0,1305 0,3372 0,6821 0,9171 1,0662 1,1134 0,9977 0,6650 0,1473 -0,4004 -0,7685 -0,8338 -0,6458 -0,3791 -0,2018 -0,1664 -0,1953 -0,1550 0,0430 0,3772 0,7181 0,8958 0,7900 0,3889 -0,2070 -0,8317 -1,3203 -1,5558 -1,4856 -1,1264 -0,5490 0,1582 0,9137 1,6408 2,2510 2,6334 2,6759 2,3240 1,6343 0,7690 -0,0762 -0,7452 -1,1465 -1,2475 -1,0717 -0,6883 -0,1847 0,3571 0,8571 1,2296 1,3940 1,2955 0,9221 0,3277 -0,3426 -0,8841 -1,1415 -1,1100 -0,9323 -0,7981 -0,8322 -1,0417 -1,3442 -1,6512 -1,9327 -2,2013 -2,4521 -2,6405 -2,7063 -2,5974 -2,2809 -1,7688 -1,1432 -0,5371 -0,0715 0,2076 0,3486 0,4565 0,6052 0,7776 0,8979 0,9144 0,8475 0,7818 0,8002 0,8975 0,9670 0,8839 0,6016 0,1767 -0,2826 -0,6885 -1,0025 -1,2117 -1,2946 -1,2250 -1,0127 -0,7383 -0,5372 -0,5335 -0,7768 -1,2185 -1,7226 -2,1013 -2,1900 -1,9186 -1,3205 -0,4982 0,3926 1,1567 1,6201 1,7079 1,4683 1,0357 0,5705 0,2069 0,0179 -0,0173 -0,0142 -0,1146 -0,3991 -0,8528 -1,3753 -1,8281 -2,1211 -2,2794 -2,4252 -2,6847 -3,0939 -3,5768 -3,9891 -4,1796 -4,0617 -3,6575 -3,0645 -2,3979 -1,7752 -1,3125 -1,0865 -1,1067 -1,3366 -1,7291 -2,2332 -2,7771 -3,2676 -3,6129 -3,7301 -3,5410 -2,9991 -2,1324 -1,0596 0,0323 0,9486 1,5573 1,8192 1,7748 1,5145 1,1457 0,7779 0,5283 0,4999 0,7352 1,1976 1,7926 2,4087 2,9543 3,3671 3,5990 3,6037 3,3448 2,8236 2,1024 1,2903 0,5005 -0,1905 -0,7710 -1,2897 -1,7929 -2,2529 -2,5744 -2,6835 -2,6041 -2,4452 -2,3028 -2,1715 -1,9541 -1,5518 -0,9542 -0,2644 0,3507 0,7529 0,9128 0,9241 0,9413 1,1095 1,5526 2,3701 3,5753 5,0525 6,6067 8,0429 9,2197 10,0701 10,5883 10,7988 10,7402 10,4678 10,0663 9,6501 9,3437 9,2659 9,5140 10,1088 10,9261 11,7161 12,2231 12,2943 11,9116 11,1749 10,2655 9,3829 8,6602 8,0973 7,5785 6,9764 6,2342 5,3522 4,3352 3,1870 1,9499 0,7044 -0,4970 -1,6654 -2,8184 -3,9137 -4,8643 -5,6025 -6,1020 -6,3399 -6,2789 -5,9191 -5,3629 -4,8095 -4,4618 -4,4014 -4,5408 -4,7104 -4,7901 -4,7509 -4,5976 -4,3190 -3,9107 -3,4190 -2,9456 -2,5984 -2,4273 -2,4136 -2,5185 -2,7307 -3,0596 -3,4855 -3,9324 -4,3037 -4,5350 -4,6130 -4,5635 -4,4379 -4,3031 -4,2127 -4,1728 -4,1488 -4,1203 -4,1234 -4,2314 -4,4820 -4,8250 -5,1525 -5,3791 -5,4878 -5,5282 -5,5820 -5,6842 -5,7593 -5,6751 -5,3696 -4,8934 -4,3410 -3,7781 -3,2229
