Fp1   -2,3965 -2,8577 -3,2939 -3,5873 -3,7032 -3,6842 -3,6087 -3,5315 -3,4479 -3,3113 -3,0752 -2,7089 -2,1884 -1,5033 -0,6807 0,2078 1,0478 1,7073 2,1213 2,3496 2,5027 2,6196 2,6407 2,4729 2,0432 1,3278 0,4014 -0,5606 -1,3680 -1,8900 -2,0592 -1,8527 -1,2958 -0,4632 0,5565 1,7065 2,9484 4,1795 5,1699 5,6413 5,4646 4,7734 3,8565 2,9413 2,0694 1,1228 -0,0499 -1,4807 -2,9962 -4,2774 -5,0317 -5,1214 -4,5642 -3,4917 -2,1374 -0,8092 0,2010 0,7406 0,8666 0,7895 0,7360 0,8369 1,0989 1,4493 1,7940 2,0412 2,1130 1,9838 1,7160 1,4405 1,2878 1,3252 1,5150 1,6977 1,6298 1,1064 0,1124 -1,1218 -2,2263 -2,8850 -2,9828 -2,6181 -2,0012 -1,3564 -0,8849 -0,7182 -0,8424 -1,0869 -1,2265 -1,1270 -0,8202 -0,4609 -0,2271 -0,2432 -0,5410 -1,0477 -1,5991 -1,9943 -2,0811 -1,8027 -1,1997 -0,4222 0,2819 0,6643 0,5876 0,0488 -0,8594 -1,9717 -3,0651 -3,9150 -4,3867 -4,4987 -4,3893 -4,1898 -3,9190 -3,5017 -2,8626 -1,9907 -0,9542 0,1055 1,0019 1,5622 1,7137 1,5543 1,3247 1,2683 1,4752 1,8254 2,0834 2,0642 1,7226 1,1249 0,3842 -0,3764 -1,0246 -1,4265 -1,5003 -1,2649 -0,7939 -0,1084 0,8438 2,0675 3,3950 4,5307 5,2539 5,5694 5,6467 5,6192 5,4465 4,9603 4,0479 2,8025 1,4984 0,4307 -0,2058 -0,3242 0,0748 0,8977 1,9782 3,1366 4,2372 5,2231 6,1271 7,0509 8,1020 9,3046 10,5451 11,5939 12,2047 12,2552 11,8341 11,1801 10,5157 9,9207 9,3404 8,6922 7,9573 7,1869 6,4597 5,8485 5,4128 5,2054 5,2804 5,6889 6,4345 7,4042 8,3773 9,1567 9,6846 10,0143 10,2018 10,2390 10,0565 9,5661 8,7013 7,4388 5,8210 3,9890 2,2083 0,8412 0,2099 0,4048 1,1978 2,1200 2,6538 2,4616 1,5391 0,2094 -1,0308 -1,7262 -1,6326 -0,7709 0,6181 2,1748 3,5513 4,5066 4,9124 4,7038 3,8607 2,4410 0,6050 -1,4154 -3,3768 -5,0671 -6,3197 -7,0176 -7,1031 -6,5789 -5,4965 -3,9599 -2,1391 -0,2676 1,3888 2,5972 3,2240 3,2464 2,7106 1,7132 0,4270 -0,8921 -1,9711 -2,6194 -2,7913 -2,5855 -2,1965 -1,8315 -1,6220 -1,5800 -1,6222 -1,6457 -1,6061 -1,5283 -1,4461 -1,3629 -1,2766 -1,2013 -1,1285 -0,9735 -0,6106 0,0051 0,7583 1,4378 1,8870 2,0919 2,1399 2,1275 2,0994 2,0398 1,8975 1,6213 1,1778 0,5440 -0,3008 -1,3361 -2,4395 -3,3963 -4,0014 -4,1614 -3,9155 -3,3895 -2,7427 -2,1278 -1,6478 -1,3217 -1,0900 -0,8805 -0,6835 -0,5520 -0,5317 -0,6180 -0,7706 -0,9313 -1,0252 -0,9774 -0,7590 -0,4178 -0,0533 0,2214 0,2917 0,0777 -0,3954 -0,9857 -1,5115 -1,8390 -1,9316 -1,8447 -1,6692 -1,4665 -1,2326 -0,9040 -0,4127 0,2431 0,9817 1,6769 2,2089 2,5034 2,5488 2,3724 2,0008 1,4470 0,7252 -0,1301 -1,0545 -1,9551 -2,7363 -3,3377 -3,7357 -3,9151 -3,8575 -3,5526 -3,0090 -2,2611 -1,3778 -0,4604 0,3779 1,0388 1,4604 1,6226 1,5313 1,1979 0,6389 -0,0971 -0,9008 -1,6057 -2,0362 -2,0785 -1,7354 -1,1422 -0,5446 -0,2116 -0,2904 -0,7195 -1,2978 -1,8392 -2,2522 -2,5067 -2,5840 -2,4797 -2,2186 -1,8384 -1,3841 -0,9375 -0,6135 -0,4921 -0,5540 -0,6748 -0,6674 -0,3624 0,2979 1,2254 2,2400 3,1425 3,7532 3,9352 3,6341 2,9241 2,0046 1,1088 0,3744 -0,2251 -0,8301 -1,5658 -2,4311 -3,2784 -3,8945 -4,1166 -3,8950 -3,2785 -2,3692 -1,2876 -0,1501 0,9442 1,9185 2,7119 3,2574 3,4785 3,3373 2,8694 2,1344 1,1550 -0,0527 -1,3951 -2,6756 -3,6600 -4,1740 -4,1694 -3,7275 -3,0134 -2,2184 -1,5126 -0,9972 -0,6634 -0,3947 -0,0203 0,6193 1,6158 2,9392 4,3999 5,6748 6,4194 6,4124 5,6288 4,2074 2,3874 0,4866 -1,1289 -2,1587 -2,5036 -2,2734 -1,6579 -0,8271 0,0579 0,8176 1,2826 1,3501 1,0345 0,4806 -0,0920 -0,4900 -0,6121 -0,4464 -0,0508 0,4530 0,9101 1,1895 1,2084 0,9138 0,2785 -0,6723 -1,8264 -2,9599 -3,7677 -3,9785 -3,4654 -2,2697 -0,5898 1,2372 2,8186 3,8415 4,1486 3,7142 2,6204 1,0762 -0,6064 -2,1055 -3,1852 -3,7331 -3,7372 -3,2598 -2,4414 -1,4788 -0,5567 0,1873 0,6459 0,7717 0,6531 0,4850 0,4104 0,4040 0,3123 -0,0177 -0,6546 -1,5718 -2,6481 -3,6794 -4,4417 -4,7936 -4,7399 -4,4033 -3,9370 -3,4593 -3,0240 -2,6157 -2,1944 -1,7776 -1,4741 -1,4217 -1,6848 -2,1945 -2,7830 -3,2827 -3,5968 -3,6939 -3,5681 -3,2128 -2,6201 -1,7950 -0,7672 0,4010 1,6104 2,7236 3,5762 4,0220 4,0004 3,5607 2,8216 1,9305 1,0629 0,4112 0,1183 0,1965 0,5108 0,8518 1,0465 1,0331 0,8687 0,6828 0,5981 0,6719 0,8966 1,2331 1,6289 2,0103 2,2630 2,2482 1,8926 1,2855 0,6752 0,3534 0,5072 1,1302 2,0456 3,0124 3,8270 4,3670 4,5791 4,4335 3,9085 3,0426 1,9854 0,9638 0,1948 -0,1776 -0,1145 0,3026 0,8933 1,4543 1,8477 2,0419 2,0933 2,1079 2,1946 2,4082 2,7213 3,0509 3,2994 3,3723 3,1754 2,6235 1,6884 0,4645 -0,8084 -1,8043 -2,2274 -1,9212 -0,9315 0,5035 2,0522 3,4162 4,3997 4,9169 4,9774 4,6555 4,0456 3,2399 2,3332 1,4324 0,6520 0,0776 -0,2774 -0,4582 -0,5155 -0,4694 -0,2877 0,1062 0,7538 1,5643 2,3128 2,7506 2,7479
Fz    -2,7212 -3,1216 -3,3967 -3,5051 -3,4844 -3,4176 -3,3777 -3,3839 -3,3948 -3,3386 -3,1501 -2,7848 -2,2229 -1,4861 -0,6434 0,2146 0,9931 1,6034 2,0152 2,2922 2,5254 2,7365 2,8593 2,7900 2,4283 1,7218 0,7366 -0,3316 -1,2483 -1,8292 -1,9690 -1,6441 -0,9177 0,0740 1,1829 2,3144 3,4159 4,3901 5,0423 5,1589 4,6776 3,7747 2,7611 1,8778 1,1656 0,4870 -0,3431 -1,4000 -2,5616 -3,5649 -4,1629 -4,2392 -3,8024 -2,9450 -1,8458 -0,7688 0,0109 0,3388 0,2711 0,0392 -0,0839 0,0800 0,5469 1,1934 1,8327 2,2807 2,4011 2,1612 1,6724 1,1487 0,7959 0,7244 0,9131 1,1960 1,2990 0,9737 0,1811 -0,8396 -1,7046 -2,1079 -1,9620 -1,3865 -0,5985 0,1716 0,7087 0,8762 0,7120 0,4300 0,2827 0,3956 0,7089 1,0483 1,2298 1,1285 0,7179 0,0876 -0,5728 -1,0453 -1,1876 -0,9850 -0,5326 -0,0097 0,3553 0,3707 -0,0336 -0,7960 -1,7732 -2,7920 -3,6888 -4,3481 -4,7418 -4,9433 -5,0778 -5,2144 -5,2996 -5,2047 -4,8299 -4,1634 -3,2824 -2,3301 -1,4794 -0,8783 -0,5836 -0,5198 -0,5130 -0,3852 -0,0632 0,3627 0,7019 0,8087 0,6642 0,3413 -0,0692 -0,5045 -0,9273 -1,2959 -1,5644 -1,7097 -1,7086 -1,4682 -0,8317 0,2844 1,7538 3,2706 4,5329 5,4002 5,8918 6,0695 5,9360 5,4295 4,5153 3,2770 1,9091 0,6281 -0,3866 -0,9874 -1,0680 -0,6117 0,2903 1,4766 2,7711 4,0455 5,2722 6,5207 7,8869 9,3962 10,9436 12,3010 13,2019 13,4856 13,2026 12,5731 11,8328 11,1011 10,3700 9,5885 8,7430 7,8726 7,0486 6,3503 5,8415 5,5653 5,5657 5,8977 6,5773 7,5002 8,4451 9,2091 9,7282 10,0546 10,2495 10,3119 10,1722 9,7268 8,8827 7,5954 5,9022 3,9589 2,0588 0,5896 -0,1149 0,0491 0,8801 1,9304 2,6655 2,6889 1,9325 0,6913 -0,5227 -1,2241 -1,1521 -0,3282 1,0107 2,5340 3,9363 5,0005 5,5831 5,5771 4,9305 3,7053 2,0905 0,3475 -1,2640 -2,5510 -3,4226 -3,8743 -3,9424 -3,6580 -3,0212 -2,0155 -0,6619 0,9209 2,5076 3,8369 4,7147 5,0625 4,8901 4,2678 3,3420 2,3336 1,4758 0,9399 0,7926 0,9823 1,3546 1,7148 1,9146 1,9070 1,7486 1,5614 1,4630 1,5113 1,7087 2,0213 2,3780 2,6825 2,8765 3,0089 3,2125 3,5798 4,0586 4,4860 4,7300 4,7852 4,7406 4,6881 4,6576 4,6061 4,4613 4,1795 3,7639 3,2304 2,5769 1,8114 1,0079 0,3062 -0,1569 -0,3096 -0,1618 0,2035 0,6519 1,0432 1,2909 1,3982 1,4474 1,5374 1,7151 1,9629 2,2354 2,4841 2,6639 2,7540 2,7891 2,8490 2,9904 3,1897 3,3601 3,3976 3,1979 2,6915 1,9098 0,9978 0,1481 -0,4828 -0,8262 -0,9073 -0,8056 -0,5904 -0,2669 0,2286 0,9552 1,8708 2,8125 3,5728 3,9968 4,0321 3,7102 3,0898 2,2286 1,1991 0,1024 -0,9508 -1,8647 -2,5665 -3,0169 -3,2197 -3,2048 -2,9979 -2,6145 -2,0707 -1,3880 -0,5960 0,2534 1,0767 1,7677 2,2186 2,3591 2,1867 1,7522 1,1104 0,2961 -0,6495 -1,6303 -2,4774 -2,9950 -3,0499 -2,6425 -1,9152 -1,1140 -0,5141 -0,3116 -0,5439 -1,1163 -1,8993 -2,7813 -3,6470 -4,3571 -4,7818 -4,8488 -4,5545 -3,9603 -3,1962 -2,4338 -1,8177 -1,4051 -1,1447 -0,8945 -0,4901 0,1547 0,9929 1,8766 2,6376 3,1449 3,3107 3,0910 2,5207 1,7323 0,8970 0,1181 -0,6232 -1,4181 -2,3209 -3,2688 -4,0830 -4,5522 -4,5294 -3,9773 -2,9554 -1,5882 -0,0414 1,5017 2,8785 3,9883 4,8057 5,3437 5,6005 5,5526 5,1907 4,5305 3,5933 2,4234 1,1408 -0,0550 -0,9641 -1,4715 -1,5684 -1,3192 -0,8181 -0,1693 0,5154 1,1382 1,6641 2,1513 2,7197 3,4795 4,4659 5,5980 6,6716 7,4002 7,5194 6,9053 5,6216 3,8669 1,8987 0,0089 -1,4811 -2,2957 -2,3257 -1,6676 -0,5402 0,8086 2,1350 3,2193 3,8949 4,0661 3,7263 2,9834 2,0457 1,1470 0,4649 0,0932 0,0510 0,2875 0,6935 1,1317 1,4624 1,5597 1,3356 0,7632 -0,1044 -1,1028 -1,9617 -2,4016 -2,2518 -1,4962 -0,2809 1,1016 2,3084 3,0876 3,3413 3,0795 2,3730 1,3486 0,1762 -0,9630 -1,9015 -2,5035 -2,6805 -2,4091 -1,7573 -0,8847 -0,0008 0,6842 1,0064 0,9235 0,5703 0,1883 -0,0384 -0,0874 -0,0800 -0,1956 -0,5834 -1,2914 -2,2200 -3,1423 -3,8060 -4,0569 -3,9003 -3,4718 -2,9596 -2,5267 -2,2503 -2,1037 -2,0076 -1,9214 -1,8971 -2,0454 -2,4332 -2,9965 -3,5545 -3,9231 -4,0184 -3,8637 -3,5263 -3,0582 -2,4762 -1,7769 -0,9674 -0,0798 0,8322 1,6887 2,3792 2,7997 2,9183 2,7808 2,4469 1,9530 1,3541 0,7742 0,3741 0,2465 0,3440 0,5146 0,6061 0,5530 0,3998 0,2642 0,2650 0,4666 0,8682 1,4221 2,0539 2,6647 3,1179 3,2673 3,0587 2,6173 2,2169 2,1423 2,5428 3,3659 4,4019 5,3912 6,1195 6,4690 6,4206 6,0117 5,2974 4,3691 3,3865 2,5428 1,9894 1,7941 1,9439 2,3587 2,9121 3,4653 3,9112 4,1955 4,3038 4,2542 4,1056 3,9368 3,7969 3,6760 3,5184 3,2555 2,8193 2,1389 1,1678 -0,0470 -1,3172 -2,3473 -2,8418 -2,6232 -1,7157 -0,3504 1,1341 2,4294 3,3377 3,7798 3,7766 3,4203 2,8275 2,1015 1,3201 0,5507 -0,1254 -0,6195 -0,8777 -0,9102 -0,7820 -0,5741 -0,3203 0,0355 0,5842 1,3327 2,1488 2,8219 3,1786
F3    -3,9151 -4,2926 -4,4976 -4,4474 -4,1712 -3,7866 -3,4268 -3,1749 -3,0481 -3,0175 -3,0152 -2,9290 -2,6428 -2,1169 -1,4126 -0,6319 0,1374 0,8265 1,4077 1,9132 2,3800 2,7807 3,0383 3,0837 2,8693 2,3758 1,6554 0,8294 0,0254 -0,6432 -1,0553 -1,1029 -0,7551 -0,0857 0,7905 1,8156 2,9769 4,1665 5,1015 5,4596 5,1219 4,2652 3,2194 2,2510 1,4394 0,6829 -0,1840 -1,2061 -2,2006 -2,8541 -2,9538 -2,5196 -1,7173 -0,7314 0,2230 0,8573 0,9103 0,3413 -0,5902 -1,4505 -1,8531 -1,6312 -0,8809 0,1336 1,1308 1,9062 2,3687 2,5623 2,6360 2,7396 2,9400 3,2247 3,5125 3,6201 3,2780 2,2818 0,7028 -1,0631 -2,5090 -3,2991 -3,3909 -2,9678 -2,2880 -1,5964 -1,1098 -0,9522 -1,0424 -1,1059 -0,8701 -0,2739 0,5029 1,1716 1,4661 1,2221 0,4362 -0,6961 -1,8103 -2,5121 -2,5721 -2,0278 -1,1406 -0,2859 0,1717 0,0195 -0,7128 -1,7894 -2,9059 -3,8161 -4,3818 -4,5775 -4,4958 -4,3355 -4,3186 -4,5545 -4,9626 -5,3268 -5,4229 -5,1225 -4,4437 -3,5462 -2,6653 -2,0068 -1,6464 -1,4942 -1,3550 -1,0287 -0,4111 0,4262 1,2653 1,8883 2,1823 2,1233 1,7236 1,0132 0,0441 -1,0771 -2,1687 -3,0263 -3,4917 -3,4472 -2,7997 -1,5535 0,1062 1,8527 3,3656 4,4660 5,1486 5,4934 5,5318 5,1939 4,3932 3,1599 1,6787 0,1949 -1,0896 -2,0229 -2,4865 -2,4283 -1,8899 -0,9938 0,0939 1,2367 2,4065 3,6896 5,1975 6,9476 8,8065 10,5139 11,7825 12,4524 12,5800 12,3611 11,9645 11,4230 10,6502 9,5485 8,1076 6,4364 4,7514 3,3229 2,3741 1,9976 2,1569 2,7554 3,6865 4,8224 6,0089 7,1313 8,1639 9,1083 9,8982 10,3919 10,4400 9,9493 8,9079 7,3692 5,4293 3,2444 1,0893 -0,6350 -1,5422 -1,4785 -0,6378 0,4889 1,3115 1,4176 0,7752 -0,2730 -1,2068 -1,5849 -1,2218 -0,2208 1,1239 2,4843 3,6045 4,3137 4,4951 4,0768 3,0667 1,5878 -0,1356 -1,8289 -3,2252 -4,1338 -4,4991 -4,3962 -3,9629 -3,3158 -2,4957 -1,4740 -0,2440 1,0729 2,2278 2,9612 3,1297 2,7570 1,9983 1,0673 0,1755 -0,5185 -0,9395 -1,0771 -0,9481 -0,5894 -0,0689 0,5239 1,0997 1,5791 1,9135 2,1197 2,2676 2,4198 2,5988 2,7855 2,9125 2,8731 2,5884 2,1001 1,5801 1,2090 1,0381 0,9936 1,0242 1,1993 1,6433 2,4116 3,4309 4,5114 5,4057 5,8885 5,8284 5,2263 4,2030 2,9440 1,6433 0,4748 -0,4219 -0,9516 -1,0726 -0,8289 -0,3821 0,0297 0,2241 0,1986 0,1270 0,2174 0,5641 1,1209 1,7630 2,3472 2,7558 2,9472 2,9822 2,9869 3,0571 3,1802 3,2476 3,1279 2,7265 2,0214 1,0849 0,0832 -0,7565 -1,2235 -1,2244 -0,8300 -0,2259 0,3992 0,9509 1,4462 1,9437 2,4575 2,9161 3,1884 3,1657 2,8420 2,3015 1,6339 0,8883 0,0982 -0,6878 -1,4126 -2,0334 -2,5371 -2,9427 -3,2664 -3,4642 -3,4340 -3,0931 -2,4444 -1,5690 -0,5788 0,4178 1,3189 2,0201 2,4130 2,4279 2,0944 1,5343 0,8669 0,1290 -0,6929 -1,5557 -2,3057 -2,7466 -2,7633 -2,3848 -1,7498 -1,0408 -0,4485 -0,1484 -0,2581 -0,7960 -1,6847 -2,7791 -3,8789 -4,7490 -5,1865 -5,1006 -4,5346 -3,6352 -2,5975 -1,5942 -0,7302 -0,0605 0,3950 0,6837 0,9298 1,2580 1,6966 2,1618 2,5322 2,7341 2,7473 2,5572 2,1654 1,6433 1,1083 0,6165 0,1032 -0,5582 -1,4453 -2,5076 -3,5577 -4,3445 -4,6570 -4,3870 -3,5422 -2,2503 -0,7602 0,6103 1,6038 2,1551 2,4106 2,6097 2,9172 3,3337 3,7347 3,9560 3,8421 3,2965 2,3644 1,2486 0,2007 -0,6049 -1,1095 -1,3292 -1,2926 -1,0335 -0,6368 -0,2320 0,1079 0,4519 0,9681 1,7925 2,9330 4,2578 5,5316 6,4652 6,7935 6,3789 5,2696 3,6506 1,7575 -0,1438 -1,7483 -2,7683 -3,0350 -2,5447 -1,4288 0,0910 1,7415 3,2344 4,2880 4,6575 4,2276 3,1163 1,6646 0,2853 -0,7092 -1,1834 -1,1615 -0,7767 -0,2179 0,3176 0,6620 0,7075 0,4257 -0,1450 -0,9166 -1,7250 -2,3161 -2,4319 -1,9417 -0,9002 0,4710 1,8455 2,9062 3,4649 3,4817 2,9906 2,0480 0,7520 -0,7417 -2,2401 -3,5330 -4,4028 -4,6576 -4,2005 -3,0970 -1,5813 0,0052 1,3087 2,0608 2,1798 1,8225 1,2801 0,7806 0,3828 0,0005 -0,5123 -1,2603 -2,2396 -3,3382 -4,3725 -5,1359 -5,4747 -5,3722 -4,9620 -4,4323 -3,8954 -3,3354 -2,6760 -1,9019 -1,1369 -0,6188 -0,5786 -1,0906 -1,9877 -2,9200 -3,5464 -3,7209 -3,5247 -3,1466 -2,7236 -2,2566 -1,6538 -0,8416 0,1672 1,2808 2,3548 3,2141 3,7058 3,7796 3,5071 3,0064 2,3725 1,6931 1,0890 0,6935 0,5808 0,7127 0,9500 1,1256 1,1295 0,9641 0,7424 0,6247 0,7315 1,0875 1,6270 2,2436 2,8247 3,2417 3,3601 3,1235 2,6476 2,2133 2,1321 2,5691 3,4569 4,5464 5,5252 6,1244 6,1925 5,7194 4,7964 3,5667 2,2236 1,0117 0,1539 -0,2328 -0,1364 0,3939 1,2563 2,2957 3,3304 4,1905 4,7402 4,8869 4,6107 4,0035 3,2605 2,6019 2,1608 1,9149 1,7224 1,4152 0,8690 0,0420 -0,9902 -2,0287 -2,8131 -3,1176 -2,8118 -1,8925 -0,5059 1,0813 2,5601 3,6523 4,1598 4,0070 3,2536 2,0633 0,6592 -0,7140 -1,8298 -2,5268 -2,7462 -2,5324 -2,0138 -1,3784 -0,8175 -0,4253 -0,1361 0,2086 0,7089 1,3195 1,8876 2,2485
F7    -5,0661 -5,7856 -6,4153 -6,7599 -6,6972 -6,2265 -5,4741 -4,6230 -3,8159 -3,1133 -2,5060 -1,9384 -1,3337 -0,6304 0,1876 1,0807 1,9445 2,6285 3,0394 3,2198 3,2785 3,2634 3,1352 2,8363 2,3395 1,6594 0,8791 0,1438 -0,4149 -0,7294 -0,7753 -0,5417 -0,0343 0,7079 1,6270 2,6777 3,8152 4,9172 5,7292 5,9598 5,4995 4,5304 3,3889 2,3294 1,4037 0,4948 -0,5626 -1,8312 -3,1692 -4,2724 -4,8405 -4,7165 -3,9137 -2,5974 -1,0697 0,2969 1,1907 1,4969 1,3504 1,0456 0,8661 0,9616 1,3218 1,8223 2,2949 2,5813 2,5736 2,2684 1,7918 1,3366 1,0618 1,0430 1,2490 1,5088 1,5363 1,0814 0,1251 -1,0648 -2,0816 -2,6068 -2,5564 -2,0765 -1,4172 -0,8136 -0,4533 -0,4527 -0,7793 -1,2232 -1,5119 -1,4869 -1,1822 -0,7632 -0,4338 -0,3740 -0,6880 -1,3477 -2,1650 -2,8508 -3,1533 -2,9614 -2,3110 -1,3664 -0,4078 0,2437 0,3564 -0,1277 -1,1006 -2,3362 -3,5454 -4,4561 -4,9135 -4,9514 -4,7538 -4,5014 -4,2423 -3,9166 -3,4666 -2,8951 -2,2516 -1,6094 -1,0565 -0,6811 -0,5156 -0,4728 -0,3626 -0,0074 0,6237 1,3652 1,9522 2,1860 2,0202 1,5287 0,8289 0,0260 -0,7836 -1,4800 -1,9478 -2,1422 -2,0699 -1,6888 -0,8953 0,3292 1,7794 3,0848 3,9498 4,3532 4,5109 4,6406 4,7550 4,6605 4,1470 3,1916 1,9894 0,8226 -0,0665 -0,5059 -0,4068 0,1927 1,1283 2,1853 3,1866 4,0508 4,8235 5,6605 6,7400 8,1344 9,7340 11,2648 12,3949 12,8988 12,7819 12,2450 11,5196 10,7289 9,8767 8,9370 7,9346 6,9408 6,0280 5,2515 4,6598 4,3183 4,3329 4,8306 5,8627 7,2892 8,7941 10,0713 10,9939 11,5994 11,9569 12,0721 11,8859 11,3194 10,3142 8,8523 6,9802 4,8450 2,7305 1,0342 0,1286 0,1649 0,9596 2,0311 2,7862 2,8009 2,0368 0,8432 -0,2407 -0,7472 -0,4566 0,5664 2,0434 3,6097 4,9513 5,8780 6,2951 6,1342 5,3461 3,9599 2,1216 0,0713 -1,9121 -3,5750 -4,7379 -5,3085 -5,2689 -4,6575 -3,5521 -2,0661 -0,3627 1,3334 2,7578 3,6779 3,9781 3,6834 2,8996 1,7567 0,4246 -0,8605 -1,8436 -2,3464 -2,3337 -1,9197 -1,3259 -0,7945 -0,4851 -0,4233 -0,5240 -0,6544 -0,7126 -0,6754 -0,5700 -0,4306 -0,2999 -0,2334 -0,2511 -0,2725 -0,1391 0,2544 0,8487 1,4674 1,9807 2,3964 2,7955 3,2233 3,6446 3,9605 4,0530 3,8335 3,2670 2,3678 1,1927 -0,1343 -1,3984 -2,3466 -2,8085 -2,7764 -2,3806 -1,8138 -1,2679 -0,8806 -0,6918 -0,6405 -0,6147 -0,5336 -0,4088 -0,3238 -0,3482 -0,4746 -0,6255 -0,7017 -0,6237 -0,3572 0,0659 0,5465 0,9577 1,1874 1,1466 0,7833 0,1254 -0,7000 -1,4989 -2,0820 -2,3536 -2,3584 -2,2270 -2,0574 -1,8319 -1,4334 -0,7534 0,1892 1,2313 2,1597 2,8157 3,1431 3,1802 3,0053 2,6700 2,1695 1,4695 0,5636 -0,4884 -1,5676 -2,5432 -3,3173 -3,8320 -4,0549 -3,9725 -3,5932 -2,9456 -2,0761 -1,0635 -0,0334 0,8560 1,4541 1,6674 1,4943 1,0167 0,3570 -0,3587 -1,0130 -1,4970 -1,7150 -1,6064 -1,1811 -0,5368 0,1562 0,6865 0,8618 0,6028 -0,0047 -0,7779 -1,5616 -2,2759 -2,8613 -3,2254 -3,2736 -2,9720 -2,3563 -1,5140 -0,5918 0,2165 0,7409 0,9121 0,7986 0,5970 0,5521 0,8216 1,3953 2,1348 2,8590 3,3948 3,5974 3,3771 2,7500 1,8588 0,9135 0,0737 -0,6383 -1,3180 -2,0664 -2,8747 -3,5953 -4,0272 -4,0362 -3,6058 -2,8111 -1,7777 -0,6586 0,3992 1,2982 2,0051 2,5247 2,8520 2,9500 2,7884 2,3844 1,7678 0,9301 -0,1386 -1,3565 -2,5243 -3,4032 -3,8253 -3,7543 -3,2787 -2,5626 -1,7976 -1,1666 -0,7937 -0,6893 -0,7377 -0,7402 -0,4750 0,2363 1,4377 2,9542 4,4037 5,3469 5,4924 4,8066 3,4662 1,7505 -0,0039 -1,4249 -2,2103 -2,2663 -1,7220 -0,8078 0,2429 1,2067 1,8704 2,0626 1,6949 0,8120 -0,3761 -1,5460 -2,3956 -2,7579 -2,6150 -2,0626 -1,2819 -0,4859 0,1591 0,5623 0,6658 0,4107 -0,2349 -1,2090 -2,3040 -3,1937 -3,5582 -3,2107 -2,1452 -0,5429 1,2552 2,8641 3,9962 4,5013 4,3199 3,4814 2,1476 0,5914 -0,8885 -2,0440 -2,7168 -2,8453 -2,4655 -1,7205 -0,8364 -0,0439 0,4845 0,6474 0,4493 0,0579 -0,2515 -0,2886 -0,0948 0,1022 0,0654 -0,3212 -1,0442 -1,9973 -2,9946 -3,7975 -4,2041 -4,1487 -3,7197 -3,0989 -2,4788 -1,9736 -1,5695 -1,1825 -0,7832 -0,4567 -0,3475 -0,5541 -1,0517 -1,6987 -2,3232 -2,8035 -3,0716 -3,0763 -2,7659 -2,1048 -1,0972 0,1951 1,6484 3,0921 4,3356 5,2010 5,5650 5,3980 4,7697 3,8138 2,6962 1,6258 0,8490 0,5576 0,7718 1,3230 1,9551 2,4487 2,6921 2,6927 2,5464 2,3791 2,2861 2,3037 2,4266 2,6405 2,9145 3,1539 3,2018 2,9490 2,4626 1,9948 1,8538 2,2324 3,1050 4,2474 5,3510 6,1448 6,4682 6,2797 5,6117 4,5337 3,1824 1,7921 0,6413 -0,0458 -0,1566 0,2985 1,1792 2,2335 3,1762 3,8035 4,0535 3,9845 3,7274 3,4414 3,2557 3,2206 3,3035 3,4171 3,4486 3,2695 2,7510 1,8316 0,6048 -0,6579 -1,5935 -1,8946 -1,4258 -0,2689 1,3081 2,9596 4,3770 5,3385 5,7181 5,5011 4,7832 3,7239 2,4888 1,2205 0,0428 -0,9234 -1,5797 -1,8950 -1,9083 -1,6845 -1,2769 -0,6977 0,0941 1,1199 2,2689 3,2905 3,9188 4,0169
