Fp1   -4,0213 -4,0179 -3,6263 -2,9024 -1,9449 -0,8692 0,2165 1,2284 2,1071 2,8048 3,2853 3,5342 3,5613 3,4000 3,1038 2,7209 2,2632 1,7153 1,0838 0,4367 -0,1049 -0,4136 -0,4165 -0,1391 0,3068 0,7887 1,2132 1,5274 1,6890 1,6694 1,4879 1,2105 0,8967 0,5592 0,1841 -0,2302 -0,6767 -1,1721 -1,7475 -2,3924 -3,0067 -3,4217 -3,4813 -3,1294 -2,4448 -1,6092 -0,8366 -0,2960 -0,0510 -0,0427 -0,1279 -0,1478 -0,0008 0,3055 0,6708 0,9920 1,2375 1,4171 1,5122 1,4795 1,3133 1,0614 0,7716 0,4506 0,0796 -0,3482 -0,8156 -1,2882 -1,7154 -2,0166 -2,0882 -1,8576 -1,3579 -0,7466 -0,2316 0,0307 -0,0277 -0,4110 -1,0688 -1,8787 -2,6620 -3,2543 -3,5722 -3,6113 -3,4043 -3,0015 -2,4809 -1,9435 -1,4859 -1,1724 -1,0039 -0,8968 -0,7226 -0,3902 0,1074 0,6920 1,2315 1,6009 1,7209 1,5439 1,0522 0,2992 -0,5799 -1,4374 -2,2136 -2,9582 -3,7283 -4,4904 -5,1428 -5,5796 -5,6911 -5,3748 -4,6257 -3,5963 -2,5190 -1,5862 -0,8943 -0,4339 -0,1201 0,1381 0,3982 0,6837 0,9752 1,2191 1,3754 1,4483 1,4908 1,5996 1,8785 2,3829 3,1035 3,9925 4,9934 6,0616 7,1919 8,4178 9,7591 11,1805 12,5979 13,9009 14,9651 15,6582 15,8680 15,5513 14,7655 13,6577 12,4228 11,2423 10,2461 9,5314 9,1849 9,2280 9,5443 9,9094 10,1035 9,9905 9,5310 8,7791 7,8492 6,8365 5,7969 4,8057 3,9605 3,2960 2,7390 2,1647 1,4865 0,6972 -0,1362 -0,8807 -1,3810 -1,5552 -1,4404 -1,1489 -0,8022 -0,4732 -0,1644 0,1607 0,5381 0,9832 1,4735 1,9369 2,2710 2,3926 2,2851 2,0199 1,7088 1,4183 1,1472 0,8794 0,6222 0,4037 0,2799 0,3400 0,6510 1,1890 1,8388 2,4497 2,9101 3,2135 3,4382 3,6278 3,7170 3,5945 3,2038 2,5879 1,8662 1,1709 0,5919 0,1694 -0,0789 -0,1405 -0,0137 0,2982 0,7973 1,4643 2,2334 3,0054 3,6698 4,1155 4,2626 4,1069 3,7237 3,2097 2,6321 2,0597 1,6081 1,3928 1,4363 1,6381 1,8393 1,9340 1,9200 1,8404 1,7116 1,5396 1,3670 1,2487 1,1962 1,1956 1,2666 1,4618 1,8052 2,2434 2,6684 2,9874 3,1561 3,1521 2,9499 2,5267 1,9001 1,1610 0,4353 -0,1743 -0,5869 -0,7404 -0,6340 -0,3581 -0,0490 0,1959 0,3554 0,4490 0,4945 0,4991 0,4592 0,3605 0,1865 -0,0847 -0,4890 -1,0544 -1,7626 -2,5311 -3,2361 -3,7724 -4,0895 -4,1836 -4,1074 -3,9782 -3,9235 -4,0036 -4,1975 -4,4426 -4,6568 -4,7540 -4,6882 -4,4957 -4,2864 -4,1838 -4,2606 -4,5152 -4,8863 -5,2798 -5,6145 -5,8595 -6,0140 -6,0601 -5,9739 -5,7845 -5,5806 -5,4441 -5,3769 -5,2875 -5,0568 -4,6424 -4,1238 -3,6502 -3,3489 -3,2599 -3,3165 -3,3817 -3,3358 -3,1607 -2,9362 -2,7512 -2,6399 -2,5961 -2,5942 -2,5777 -2,4602 -2,1507 -1,5968 -0,8325 0,0173 0,7898 1,3686 1,7434 1,9856 2,1499 2,2179 2,1497 1,9467 1,6338 1,2186 0,7052 0,1380 -0,3871 -0,7561 -0,8984 -0,8264 -0,6111 -0,3124 0,0650 0,5496 1,1470 1,8056 2,4180 2,8577 3,0420 2,9734 2,7259 2,3846 1,9847 1,5064 0,9174 0,1978 -0,6493 -1,5606 -2,4029 -3,0280 -3,3305 -3,2966 -3,0332 -2,7369 -2,6103 -2,7573 -3,1060 -3,4328 -3,4779 -3,0781 -2,2479 -1,1514 -0,0049 0,9883 1,6731 1,9865 1,9499 1,5989 0,9682 0,1449 -0,7288 -1,5122 -2,1065 -2,4683 -2,5949 -2,4813 -2,1122 -1,5146 -0,7821 -0,0192 0,7102 1,3614 1,8825 2,2364 2,4226 2,4515 2,2961 1,8818 1,1491 0,1366 -0,9970 -2,0240 -2,7418 -3,0572 -3,0079 -2,7066 -2,2498 -1,6623 -0,9292 -0,0774 0,7698 1,4284 1,7715 1,8307 1,7838 1,8331 2,0834 2,5271 3,1144 3,7891 4,4624 5,0142 5,3452 5,4172 5,2433 4,8602 4,3318 3,7769 3,3626 3,2435 3,4913 4,0611 4,8227 5,6210 6,2975 6,7025 6,7457 6,4350 5,8634 5,1689 4,4690 3,8005 3,1178 2,3413 1,4308 0,4675 -0,3250 -0,6804 -0,4423 0,3496 1,4847 2,6807 3,7030 4,4453 4,9219 5,1959 5,3215 5,3368 5,2720 5,1356 4,9109 4,5739 4,1097 3,5228 2,8280 2,0266 1,1227 0,1770 -0,6871 -1,3436 -1,7233 -1,8170 -1,6409 -1,2260 -0,6232 0,1100 0,9210 1,7532 2,5424 3,2269 3,7459 4,0293 4,0216 3,7185 3,1645 2,4167 1,5237 0,5263 -0,5348 -1,5966 -2,5491 -3,2465 -3,5524 -3,3947 -2,8042 -1,8986 -0,8176 0,3259 1,4413 2,4473 3,2868 3,9331 4,3712 4,5849 4,5647 4,3326 3,9614 3,5489 3,1750 2,9066 2,8219 2,9914 3,4365 4,1184 4,9563 5,8399 6,6512 7,3080 7,7920 8,1409 8,4323 8,7682 9,2263 9,7919 10,3523 10,7704 10,9569 10,8936 10,6308 10,2774 9,9668 9,7821 9,6982 9,6319 9,5372 9,4277 9,3441 9,3287 9,3831 9,4311 9,3644 9,1328 8,7712 8,3468 7,9006 7,4248 6,8667 6,1627 5,2875 4,2796 3,2253 2,2095 1,2665 0,3778 -0,4803 -1,3020 -2,0725 -2,7938 -3,4796 -4,1292 -4,6979 -5,1101 -5,3071 -5,2628 -4,9710 -4,4596 -3,8275 -3,2472 -2,8946 -2,8601 -3,1356 -3,6618 -4,3488 -5,0667 -5,6748 -6,0952 -6,3366 -6,4320 -6,3854 -6,1822 -5,8171 -5,3124 -4,7423 -4,2491 -3,9952 -4,0640 -4,4134 -4,9127 -5,4033 -5,7619 -5,9540 -6,0405 -6,1220 -6,2433 -6,3431 -6,3078 -6,0740 -5,6698 -5,1709 -4,6394 -4,1033
Fz    -1,2851 -1,1274 -1,0150 -0,9448 -0,9059 -0,8844 -0,8625 -0,8174 -0,7242 -0,5690 -0,3579 -0,1142 0,1266 0,3241 0,4567 0,5377 0,6000 0,6669 0,7416 0,8092 0,8451 0,8215 0,7190 0,5425 0,3302 0,1407 0,0248 0,0009 0,0523 0,1408 0,2261 0,2805 0,2908 0,2552 0,1862 0,1089 0,0504 0,0277 0,0427 0,0879 0,1529 0,2204 0,2621 0,2461 0,1544 -0,0006 -0,1696 -0,2819 -0,2779 -0,1351 0,1301 0,4763 0,8507 1,1984 1,4717 1,6448 1,7261 1,7531 1,7633 1,7735 1,7825 1,7727 1,7063 1,5431 1,2757 0,9351 0,5628 0,1911 -0,1624 -0,4971 -0,8258 -1,1682 -1,5472 -1,9782 -2,4496 -2,9156 -3,3125 -3,5836 -3,6950 -3,6388 -3,4292 -3,1020 -2,7096 -2,2983 -1,8870 -1,4764 -1,0774 -0,7251 -0,4607 -0,3050 -0,2540 -0,2885 -0,3877 -0,5332 -0,7022 -0,8708 -1,0320 -1,2018 -1,4076 -1,6718 -1,9940 -2,3421 -2,6717 -2,9546 -3,1869 -3,3750 -3,5171 -3,6051 -3,6516 -3,7005 -3,7942 -3,9407 -4,1193 -4,3006 -4,4562 -4,5686 -4,6385 -4,6718 -4,6479 -4,4991 -4,1306 -3,4811 -2,5729 -1,4941 -0,3386 0,8322 1,9915 3,1331 4,2504 5,3264 6,3484 7,3260 8,2758 9,1977 10,0835 10,9387 11,7758 12,6020 13,4246 14,2605 15,1262 16,0142 16,8797 17,6514 18,2608 18,6652 18,8559 18,8524 18,6876 18,3888 17,9698 17,4397 16,8088 16,0900 15,3052 14,4871 13,6711 12,8844 12,1283 11,3652 10,5457 9,6547 8,7163 7,7650 6,8290 5,9293 5,0843 4,3084 3,6046 2,9787 2,4649 2,1163 1,9576 1,9545 2,0346 2,1341 2,2107 2,2327 2,1859 2,0942 2,0206 2,0461 2,2348 2,6106 3,1597 3,8420 4,5870 5,3000 5,8971 6,3371 6,6157 6,7440 6,7435 6,6491 6,5078 6,3677 6,2517 6,1387 5,9815 5,7453 5,4316 5,0731 4,7103 4,3776 4,1030 3,9151 3,8538 3,9609 4,2476 4,6762 5,1841 5,7173 6,2424 6,7387 7,1832 7,5506 7,8394 8,0811 8,3113 8,5298 8,6918 8,7447 8,6793 8,5396 8,3858 8,2622 8,1878 8,1529 8,1283 8,0811 7,9739 7,7705 7,4685 7,1131 6,7664 6,4750 6,2669 6,1489 6,0974 6,0650 6,0102 5,9223 5,8170 5,6991 5,5423 5,3093 4,9743 4,5159 3,9160 3,1868 2,3969 1,6553 1,0550 0,6313 0,3648 0,2098 0,1246 0,0775 0,0414 0,0044 -0,0190 -0,0018 0,0755 0,2115 0,3744 0,5076 0,5554 0,4852 0,2883 -0,0226 -0,4103 -0,8197 -1,2018 -1,5317 -1,8074 -2,0366 -2,2300 -2,3946 -2,5250 -2,6033 -2,6155 -2,5758 -2,5338 -2,5494 -2,6657 -2,9045 -3,2695 -3,7390 -4,2612 -4,7670 -5,1911 -5,4855 -5,6354 -5,6694 -5,6272 -5,5232 -5,3547 -5,1306 -4,8807 -4,6494 -4,4740 -4,3600 -4,2896 -4,2567 -4,2701 -4,3292 -4,4203 -4,5312 -4,6538 -4,7695 -4,8439 -4,8404 -4,7315 -4,5002 -4,1467 -3,6968 -3,1933 -2,6792 -2,1946 -1,7721 -1,4321 -1,1988 -1,1163 -1,2282 -1,5338 -1,9672 -2,4246 -2,8151 -3,0847 -3,2020 -3,1467 -2,9208 -2,5531 -2,0922 -1,5963 -1,1185 -0,6880 -0,3018 0,0618 0,4148 0,7461 1,0393 1,2865 1,4724 1,5565 1,4875 1,2428 0,8559 0,4000 -0,0523 -0,4517 -0,7742 -1,0233 -1,2308 -1,4445 -1,7040 -2,0198 -2,3742 -2,7305 -3,0346 -3,2207 -3,2291 -3,0329 -2,6543 -2,1519 -1,5967 -1,0682 -0,6487 -0,3900 -0,2847 -0,2701 -0,2652 -0,2160 -0,1169 0,0100 0,1444 0,2797 0,4244 0,6034 0,8460 1,1642 1,5391 1,9263 2,2792 2,5766 2,8214 3,0165 3,1584 3,2537 3,3173 3,3405 3,2784 3,0865 2,7610 2,3365 1,8641 1,3983 0,9857 0,6472 0,3774 0,1677 0,0255 -0,0359 -0,0154 0,0796 0,2499 0,5049 0,8407 1,2284 1,6257 1,9938 2,3075 2,5614 2,7700 2,9534 3,1213 3,2750 3,4202 3,5688 3,7396 3,9643 4,2820 4,7118 5,2280 5,7582 6,2133 6,5346 6,7165 6,7779 6,7311 6,5826 6,3436 6,0393 5,7150 5,4251 5,2174 5,1173 5,1113 5,1487 5,1685 5,1307 5,0287 4,8793 4,7057 4,5332 4,3839 4,2614 4,1363 3,9604 3,7159 3,4517 3,2574 3,2071 3,3288 3,5958 3,9368 4,2706 4,5486 4,7670 4,9466 5,1023 5,2315 5,3308 5,4123 5,4991 5,6106 5,7450 5,8644 5,9013 5,7888 5,4987 5,0668 4,5773 4,1221 3,7733 3,5679 3,5002 3,5245 3,5763 3,6029 3,5766 3,4826 3,3109 3,0600 2,7386 2,3656 1,9696 1,5789 1,2126 0,8739 0,5424 0,1841 -0,2112 -0,6127 -0,9679 -1,2247 -1,3383 -1,2830 -1,0687 -0,7370 -0,3393 0,0829 0,5072 0,9344 1,3923 1,9282 2,5760 3,3283 4,1430 4,9660 5,7438 6,4274 6,9904 7,4565 7,9003 8,4079 9,0281 9,7540 10,5394 11,3338 12,1145 12,8855 13,6490 14,3879 15,0736 15,6701 16,1370 16,4424 16,5842 16,6009 16,5485 16,4577 16,3239 16,1351 15,8828 15,5519 15,1210 14,5705 13,8928 13,1082 12,2672 11,4232 10,5956 9,7663 8,9043 7,9897 7,0262 6,0385 5,0587 4,1167 3,2370 2,4387 1,7355 1,1307 0,6058 0,1243 -0,3464 -0,8150 -1,2664 -1,6852 -2,0853 -2,5113 -2,9963 -3,5227 -4,0320 -4,4687 -4,8097 -5,0557 -5,2151 -5,3022 -5,3351 -5,3288 -5,2897 -5,2182 -5,1310 -5,0739 -5,0922 -5,2007 -5,3961 -5,6786 -6,0401 -6,4509 -6,8805 -7,3111 -7,7226 -8,0817 -8,3486 -8,4821 -8,4508 -8,2589 -7,9587 -7,6254 -7,3109 -7,0284 -6,7730 -6,5398 -6,3194 -6,0922 -5,8367 -5,5462
F3    -0,3969 -0,0464 0,0737 -0,0131 -0,2323 -0,4962 -0,7356 -0,9198 -1,0483 -1,1239 -1,1335 -1,0581 -0,8968 -0,6668 -0,3822 -0,0409 0,3656 0,8347 1,3356 1,7986 2,1248 2,2245 2,0658 1,6960 1,2174 0,7368 0,3295 0,0346 -0,1362 -0,1991 -0,2020 -0,2190 -0,3220 -0,5269 -0,7584 -0,8896 -0,8138 -0,4821 0,0873 0,7983 1,4743 1,8971 1,8916 1,4068 0,5399 -0,5003 -1,4659 -2,1626 -2,5136 -2,5504 -2,3611 -2,0413 -1,6589 -1,2463 -0,8284 -0,4497 -0,1660 -0,0056 0,0569 0,0781 0,1018 0,1354 0,1576 0,1515 0,1328 0,1353 0,1753 0,2449 0,3059 0,2611 -0,0297 -0,6597 -1,6007 -2,7142 -3,8075 -4,6960 -5,2536 -5,4284 -5,2354 -4,7512 -4,0941 -3,3820 -2,6997 -2,0871 -1,5419 -1,0434 -0,5999 -0,2750 -0,1425 -0,2173 -0,4504 -0,7835 -1,1889 -1,6692 -2,2185 -2,7764 -3,2422 -3,5510 -3,7200 -3,8082 -3,8478 -3,8277 -3,7381 -3,6004 -3,4369 -3,2261 -2,9037 -2,4222 -1,8352 -1,3184 -1,0902 -1,2935 -1,9158 -2,8031 -3,7617 -4,6607 -5,4643 -6,1866 -6,7994 -7,1684 -7,1069 -6,5053 -5,3984 -3,9241 -2,2494 -0,5233 1,1423 2,6712 4,0165 5,1609 6,1216 6,9460 7,6781 8,3179 8,8356 9,2138 9,4522 9,5720 9,6522 9,8342 10,2548 10,9734 11,9478 13,0600 14,1731 15,1636 15,9161 16,3314 16,3507 15,9635 15,2236 14,2662 13,2608 12,3257 11,4967 10,7660 10,1285 9,5843 9,1043 8,6160 8,0420 7,3439 6,5179 5,5890 4,6285 3,7285 2,9459 2,2845 1,7097 1,1784 0,6827 0,2638 -0,0228 -0,1469 -0,1133 0,0396 0,2367 0,3725 0,3574 0,1896 -0,0157 -0,0797 0,1492 0,7379 1,6633 2,8329 4,1141 5,3725 6,5030 7,4138 7,9988 8,1684 7,9067 7,2895 6,4662 5,6070 4,8222 4,1156 3,4041 2,5844 1,6262 0,6259 -0,2431 -0,8312 -1,0637 -0,9239 -0,4127 0,4509 1,5878 2,8594 4,1266 5,2832 6,2410 6,9115 7,2081 7,0936 6,6526 6,1037 5,7053 5,6089 5,7733 6,0246 6,2116 6,3060 6,3674 6,4575 6,5981 6,7654 6,9057 6,9566 6,8497 6,5219 5,9733 5,3106 4,7108 4,3321 4,2377 4,3746 4,6071 4,7718 4,7380 4,4772 4,0810 3,6840 3,3856 3,2280 3,1750 3,1056 2,8909 2,4996 2,0298 1,6384 1,4284 1,3951 1,4542 1,5001 1,4526 1,2811 1,0038 0,6712 0,3363 0,0357 -0,1997 -0,3457 -0,4203 -0,4828 -0,5756 -0,6903 -0,8039 -0,9152 -1,0364 -1,1773 -1,3462 -1,5574 -1,8374 -2,2091 -2,6454 -3,0487 -3,2968 -3,3149 -3,1174 -2,8124 -2,5680 -2,5298 -2,7440 -3,1640 -3,7056 -4,2838 -4,8365 -5,3466 -5,8234 -6,2466 -6,5548 -6,6884 -6,6168 -6,3422 -5,9115 -5,4204 -4,9939 -4,7468 -4,7272 -4,8792 -5,0838 -5,2414 -5,3044 -5,2530 -5,0880 -4,8546 -4,6349 -4,4886 -4,4036 -4,2956 -4,0580 -3,6268 -3,0188 -2,3186 -1,6294 -1,0348 -0,5981 -0,3631 -0,3341 -0,4727 -0,7290 -1,0677 -1,4706 -1,9332 -2,4541 -3,0113 -3,5448 -3,9644 -4,1811 -4,1325 -3,7843 -3,1536 -2,3566 -1,5905 -1,0129 -0,6342 -0,3392 -0,0044 0,4056 0,8319 1,1717 1,3238 1,2147 0,8229 0,1911 -0,5861 -1,3969 -2,1410 -2,7334 -3,1148 -3,2881 -3,3351 -3,3827 -3,5374 -3,8227 -4,1671 -4,4605 -4,6252 -4,6305 -4,4435 -3,9913 -3,2095 -2,1429 -0,9881 -0,0299 0,4704 0,3652 -0,3213 -1,3803 -2,4952 -3,3864 -3,9135 -4,0714 -3,9190 -3,5011 -2,8259 -1,9099 -0,8206 0,3347 1,4519 2,4625 3,3315 4,0317 4,5189 4,7284 4,6145 4,2079 3,6092 2,9159 2,1866 1,4679 0,8019 0,2080 -0,2882 -0,6121 -0,6740 -0,4480 0,0064 0,5864 1,1817 1,6942 2,0662 2,2896 2,3800 2,3375 2,1331 1,7475 1,2307 0,7149 0,3524 0,2363 0,3742 0,7224 1,2231 1,8081 2,3922 2,9017 3,3400 3,8185 4,4846 5,3996 6,4847 7,5606 8,4152 8,8612 8,7784 8,1409 7,0394 5,6698 4,2635 3,0259 2,1211 1,6598 1,6676 2,0666 2,7076 3,4331 4,1234 4,7174 5,2288 5,7232 6,2317 6,6855 6,9324 6,7990 6,1578 5,0099 3,5503 2,1190 1,0348 0,4567 0,3620 0,6010 0,9891 1,4024 1,8224 2,2999 2,8790 3,5434 4,2264 4,8618 5,4235 5,9229 6,3663 6,7138 6,9016 6,9045 6,7420 6,4334 5,9799 5,3865 4,6839 3,9208 3,1408 2,3828 1,6986 1,1511 0,7954 0,6622 0,7362 0,9349 1,1344 1,2379 1,2168 1,0980 0,9261 0,7321 0,5149 0,2354 -0,1550 -0,6693 -1,2752 -1,9093 -2,4874 -2,9268 -3,1869 -3,2823 -3,2539 -3,1349 -2,9312 -2,6017 -2,0616 -1,2271 -0,0730 1,3253 2,7957 4,1348 5,1812 5,8556 6,1798 6,2833 6,3696 6,6371 7,1959 8,0282 8,9986 9,9023 10,5568 10,8918 10,9665 10,9108 10,8576 10,9084 11,1275 11,5355 12,0961 12,7289 13,3456 13,8664 14,2246 14,3848 14,3471 14,1129 13,6522 12,9346 11,9939 10,9387 9,8919 8,9308 8,0780 7,3271 6,6623 6,0471 5,4117 4,6856 3,8427 2,9042 1,9078 0,8865 -0,1158 -1,0238 -1,7562 -2,2743 -2,5860 -2,7099 -2,6518 -2,4258 -2,1073 -1,8536 -1,8326 -2,1191 -2,6673 -3,3672 -4,1047 -4,7839 -5,3271 -5,6800 -5,8283 -5,8079 -5,6890 -5,5349 -5,3764 -5,2315 -5,1373 -5,1486 -5,3032 -5,6032 -6,0239 -6,5292 -7,0862 -7,6654 -8,2179 -8,6691 -8,9521 -9,0393 -8,9392 -8,6822 -8,3151 -7,9070 -7,5371 -7,2464 -7,0059 -6,7573 -6,4782 -6,1893 -5,9043 -5,6092 -5,3034
F7    -1,6413 -1,5532 -1,4186 -1,2076 -0,9068 -0,5174 -0,0473 0,4953 1,1011 1,7520 2,4106 3,0087 3,4449 3,6236 3,5163 3,1735 2,6747 2,1095 1,6081 1,3147 1,3020 1,5447 1,9591 2,4284 2,8077 2,9599 2,8252 2,4503 1,9500 1,4407 0,9922 0,6222 0,3103 -0,0059 -0,4220 -1,0144 -1,7913 -2,6785 -3,5243 -4,1392 -4,3742 -4,1955 -3,7108 -3,1284 -2,6737 -2,5003 -2,6333 -2,9670 -3,3096 -3,4647 -3,3163 -2,8571 -2,1641 -1,3528 -0,5264 0,2481 0,9224 1,4316 1,6974 1,6767 1,3886 0,8875 0,2113 -0,6316 -1,6030 -2,5926 -3,4659 -4,1311 -4,5460 -4,6901 -4,5703 -4,2481 -3,8131 -3,3305 -2,8433 -2,3931 -2,0004 -1,6543 -1,3468 -1,1024 -0,9626 -0,9532 -1,0728 -1,2941 -1,5614 -1,8068 -1,9984 -2,1569 -2,3043 -2,4238 -2,4876 -2,4855 -2,3997 -2,1681 -1,7274 -1,1291 -0,5575 -0,1767 -0,0029 0,0439 0,0198 -0,0759 -0,2653 -0,5717 -1,0302 -1,6860 -2,5571 -3,6001 -4,7301 -5,8439 -6,7823 -7,3161 -7,2427 -6,5027 -5,2083 -3,6088 -2,0461 -0,8633 -0,2689 -0,2575 -0,6456 -1,1883 -1,6889 -2,0263 -2,1051 -1,8250 -1,1170 0,0085 1,4735 3,1755 4,9816 6,6895 8,0497 8,8549 9,0530 8,7948 8,3344 7,8896 7,6290 7,7240 8,2726 9,1606 10,1466 11,0718 11,8461 12,3480 12,5057 12,3730 12,0436 11,5815 11,0359 10,4318 9,7432 8,9144 7,9300 6,8731 5,8975 5,1333 4,5955 4,1406 3,5772 2,8990 2,3301 2,0638 2,0256 1,9536 1,6345 1,0184 0,2145 -0,5441 -0,9891 -0,9604 -0,4865 0,2592 1,0770 1,8264 2,4018 2,6917 2,6292 2,2585 1,7255 1,2143 0,8896 0,8552 1,1172 1,5884 2,1362 2,6086 2,8698 2,8829 2,7192 2,4722 2,2158 1,9857 1,7530 1,4920 1,2296 0,9621 0,6507 0,3552 0,2190 0,2699 0,3840 0,4745 0,5697 0,7004 0,8457 0,9972 1,1606 1,2943 1,3740 1,5121 1,8817 2,5210 3,2860 3,9877 4,5361 4,9354 5,1754 5,2039 5,0259 4,7633 4,5603 4,4400 4,2995 4,0615 3,7823 3,5799 3,4914 3,4470 3,3698 3,2447 3,0928 2,9120 2,6506 2,2585 1,7742 1,3145 0,9537 0,6952 0,5787 0,7049 1,1345 1,8222 2,6398 3,4319 4,0682 4,5060 4,8068 5,0139 5,0351 4,7169 3,9979 2,9885 1,9602 1,2468 1,0880 1,4914 2,1992 2,8278 3,1092 3,0056 2,6486 2,2275 1,8744 1,5794 1,2092 0,6289 -0,1879 -1,1746 -2,2064 -3,0603 -3,4625 -3,2360 -2,3801 -1,1196 0,1047 0,8479 0,8949 0,2781 -0,8317 -2,1868 -3,4912 -4,4804 -5,0400 -5,2472 -5,2845 -5,3266 -5,4680 -5,6736 -5,8038 -5,7244 -5,3949 -4,8899 -4,3441 -3,8786 -3,6029 -3,6115 -3,9099 -4,3713 -4,7469 -4,7325 -4,1419 -3,0914 -1,9636 -1,1421 -0,8016 -0,9247 -1,4388 -2,2771 -3,2991 -4,2380 -4,7953 -4,7681 -4,1328 -3,0829 -1,9405 -0,9699 -0,2557 0,2877 0,7903 1,2887 1,7254 2,0309 2,1583 2,1066 1,9420 1,7524 1,5968 1,5278 1,5872 1,7245 1,8015 1,7244 1,5342 1,3490 1,2184 1,1031 1,0157 1,0637 1,3152 1,7082 2,1276 2,5099 2,8305 3,0700 3,2427 3,3571 3,3314 3,0495 2,4691 1,6392 0,6864 -0,2101 -0,8887 -1,2945 -1,5209 -1,7600 -2,1766 -2,7808 -3,3980 -3,7648 -3,7157 -3,3190 -2,7627 -2,1391 -1,4485 -0,7394 -0,1131 0,3839 0,7914 1,1468 1,3927 1,4059 1,1331 0,6357 -0,0315 -0,8619 -1,7415 -2,4140 -2,7058 -2,6865 -2,5524 -2,4150 -2,2276 -1,8704 -1,2895 -0,5600 0,2125 1,0224 1,8906 2,6990 3,2516 3,4676 3,4025 3,1514 2,7952 2,3653 1,8141 1,0822 0,2343 -0,5379 -1,0967 -1,4856 -1,7938 -1,9373 -1,6912 -0,9327 0,2358 1,5839 2,8857 3,9911 4,8637 5,5717 6,2030 6,7493 7,0745 7,0385 6,6170 5,8813 4,9415 3,9424 3,0681 2,5199 2,4386 2,8070 3,4832 4,3509 5,3525 6,3878 7,2914 7,9120 8,1840 8,1532 7,9332 7,6168 7,2138 6,6511 5,8592 4,8860 3,8983 3,0239 2,2319 1,4524 0,7514 0,3073 0,2924 0,7714 1,6037 2,4919 3,1900 3,6357 3,9231 4,2043 4,5731 4,9968 5,3503 5,4986 5,3595 4,9255 4,2315 3,3282 2,3091 1,3282 0,5882 0,3318 0,7694 1,8892 3,3409 4,5881 5,1853 4,9481 3,9615 2,4987 0,9093 -0,4702 -1,3484 -1,5265 -0,9742 0,1602 1,5910 2,9474 3,8647 4,0753 3,4555 2,0539 0,1071 -1,9889 -3,7867 -4,9741 -5,5067 -5,5299 -5,1958 -4,5774 -3,6875 -2,5293 -1,1765 0,1682 1,2470 1,9102 2,1711 2,1407 1,9800 1,8682 1,9192 2,1109 2,3216 2,4319 2,4313 2,4844 2,8417 3,6177 4,6788 5,7457 6,5894 7,1331 7,3929 7,4074 7,2521 7,0666 7,0664 7,4742 8,3373 9,4489 10,4981 11,2337 11,5329 11,4216 11,0260 10,5031 10,0039 9,6250 9,3844 9,2740 9,2798 9,3346 9,3150 9,1200 8,7527 8,3435 8,0867 8,0880 8,2390 8,2982 8,0929 7,5719 6,7379 5,6165 4,2607 2,7619 1,2446 -0,1809 -1,4500 -2,5125 -3,3139 -3,8457 -4,1973 -4,5232 -4,8978 -5,1931 -5,2011 -4,8899 -4,4285 -3,9726 -3,5465 -3,1468 -2,8391 -2,6925 -2,7033 -2,8009 -2,8681 -2,8207 -2,6895 -2,5757 -2,5795 -2,7743 -3,1481 -3,5811 -3,9555 -4,2526 -4,4985 -4,6920 -4,8623 -5,1056 -5,4665 -5,8528 -6,1328 -6,2453 -6,1576 -5,8016 -5,1679 -4,4053 -3,7249 -3,2399 -2,9190 -2,6553 -2,3889 -2,1565 -1,9853 -1,7996
