Fp1   -1,2776 -1,3013 -1,3170 -1,3210 -1,2991 -1,2332 -1,1217 -0,9823 -0,8399 -0,7184 -0,6422 -0,6342 -0,6971 -0,7961 -0,8698 -0,8596 -0,7340 -0,4885 -0,1384 0,2722 0,6725 0,9965 1,2135 1,3319 1,3822 1,3922 1,3763 1,3368 1,2674 1,1570 0,9920 0,7683 0,5210 0,3314 0,2806 0,3930 0,6260 0,8976 1,1229 1,2379 1,2048 1,0138 0,6952 0,3165 -0,0552 -0,3948 -0,7209 -1,0648 -1,4437 -1,8483 -2,2375 -2,5416 -2,6811 -2,6008 -2,3042 -1,8633 -1,3858 -0,9708 -0,6875 -0,5638 -0,5751 -0,6658 -0,7879 -0,9109 -1,0080 -1,0603 -1,0672 -1,0374 -0,9835 -0,9268 -0,8882 -0,8761 -0,8830 -0,8922 -0,8950 -0,8933 -0,8893 -0,8852 -0,8902 -0,9142 -0,9619 -1,0359 -1,1397 -1,2713 -1,4154 -1,5419 -1,6188 -1,6341 -1,6095 -1,5861 -1,5899 -1,6088 -1,6108 -1,5774 -1,5099 -1,4183 -1,3258 -1,2685 -1,2673 -1,3084 -1,3591 -1,3943 -1,4110 -1,4184 -1,4071 -1,3388 -1,1767 -0,9140 -0,5846 -0,2623 -0,0348 0,0370 -0,0678 -0,3455 -0,7656 -1,2608 -1,7484 -2,1664 -2,4822 -2,6914 -2,8196 -2,9049 -2,9707 -3,0229 -3,0625 -3,0842 -3,0566 -2,9207 -2,6218 -2,1489 -1,5481 -0,9083 -0,3411 0,0381 0,1493 -0,0072 -0,3520 -0,7848 -1,2385 -1,6705 -2,0185 -2,2040 -2,1915 -2,0214 -1,7733 -1,5076 -1,2274 -0,8845 -0,4363 0,0973 0,6401 1,1218 1,5208 1,8549 2,1522 2,4308 2,6952 2,9544 3,2283 3,5276 3,8441 4,1672 4,4882 4,7819 5,0108 5,1671 5,2899 5,4235 5,5771 5,7324 5,8789 6,0356 6,2359 6,4832 6,7286 6,9001 6,9511 6,8837 6,7272 6,4986 6,1947 5,8194 5,4094 5,0320 4,7482 4,5776 4,5007 4,4789 4,4652 4,4227 4,3454 4,2540 4,1693 4,0957 4,0359 4,0086 4,0333 4,1032 4,1786 4,2062 4,1404 3,9554 3,6555 3,2743 2,8480 2,3851 1,8757 1,3314 0,8030 0,3569 0,0377 -0,1603 -0,2890 -0,3984 -0,4862 -0,5146 -0,4770 -0,4235 -0,4179 -0,4918 -0,6414 -0,8428 -1,0618 -1,2638 -1,4265 -1,5454 -1,6198 -1,6366 -1,5864 -1,4956 -1,4237 -1,4166 -1,4732 -1,5530 -1,6061 -1,6019 -1,5410 -1,4455 -1,3404 -1,2423 -1,1510 -1,0532 -0,9397 -0,8159 -0,6904 -0,5602 -0,4066 -0,1985 0,0962 0,4905 0,9571 1,4283 1,8245 2,0875 2,1892 2,1300 1,9477 1,7215 1,5367 1,4362 1,4109 1,4305 1,4632 1,4685 1,3910 1,1863 0,8546 0,4422 0,0110 -0,3901 -0,7428 -1,0669 -1,4027 -1,7707 -2,1525 -2,5192 -2,8704 -3,2312 -3,6170 -4,0121 -4,3841 -4,7133 -5,0050 -5,2767 -5,5446 -5,8185 -6,0988 -6,3793 -6,6448 -6,8551 -6,9393 -6,8283 -6,5039 -6,0225 -5,4974 -5,0531 -4,7850 -4,7404 -4,9078 -5,2187 -5,5810 -5,9177 -6,1769 -6,3279 -6,3650 -6,3135 -6,2290 -6,1787 -6,2083 -6,3185 -6,4666 -6,5783 -6,5740 -6,4024 -6,0620 -5,6048 -5,1222 -4,7029 -4,3841 -4,1477 -3,9519 -3,7549 -3,5267 -3,2562 -2,9458 -2,6074 -2,2663 -1,9499 -1,6727 -1,4430 -1,2681 -1,1445 -1,0529 -0,9610 -0,8332 -0,6493 -0,4177 -0,1632 0,0886 0,3107 0,4757 0,5720 0,6286 0,7176 0,9114 1,2253 1,6035 1,9608 2,2395 2,4320 2,5606 2,6518 2,7353 2,8572 3,0751 3,4238 3,8742 4,3274 4,6636 4,8046 4,7311 4,4594 4,0270 3,4928 2,9304 2,4044 1,9404 1,5124 1,0751 0,6252 0,2285 -0,0260 -0,0864 0,0495 0,3574 0,8023 1,3386 1,9122 2,4736 2,9828 3,4001 3,6860 3,8181 3,8084 3,7023 3,5535 3,3993 3,2559 3,1276 3,0215 2,9541 2,9435 2,9939 3,0820 3,1582 3,1694 3,0824 2,8931 2,6259 2,3338 2,0854 1,9319 1,8768 1,8817 1,9086 1,9509 2,0254 2,1488 2,3266 2,5519 2,8025 3,0419 3,2302 3,3334 3,3207 3,1728 2,9088 2,5934 2,2945 2,0420 1,8265 1,6211 1,3978 1,1383 0,8444 0,5470 0,2992 0,1410 0,0711 0,0555 0,0525 0,0314 -0,0219 -0,1018 -0,1810 -0,2288 -0,2367 -0,2235 -0,2184 -0,2358 -0,2520 -0,2171 -0,1009 0,0724 0,2334 0,3108 0,2728 0,1419 -0,0217 -0,1551 -0,2245 -0,2323 -0,1958 -0,1228 -0,0071 0,1599 0,3801 0,6368 0,8821 1,0426 1,0436 0,8365 0,4199 -0,1478 -0,7653 -1,3379 -1,8161 -2,1851 -2,4345 -2,5432 -2,4954 -2,3104 -2,0525 -1,8072 -1,6479 -1,6134 -1,7069 -1,9036 -2,1551 -2,3950 -2,5552 -2,5955 -2,5152 -2,3257 -2,0214 -1,6001 -1,1022 -0,6107 -0,2104 0,0485 0,1538 0,1211 -0,0150 -0,2219 -0,4889 -0,8155 -1,1818 -1,5430 -1,8520 -2,0783 -2,2030 -2,2059 -2,0781 -1,8395 -1,5305 -1,1914 -0,8613 -0,5826 -0,3905 -0,2883 -0,2393 -0,1868 -0,0898 0,0556 0,2263 0,3991 0,5575 0,6859 0,7805 0,8609 0,9477 1,0269 1,0503 0,9814 0,8448 0,7117 0,6351 0,6139 0,6106 0,5840 0,5138 0,4204 0,3611 0,3922 0,5297 0,7518 1,0325 1,3632 1,7375 2,1336 2,5253 2,9053 3,2878 3,7014 4,1809 4,7393 5,3288 5,8410 6,1707 6,2862 6,2368 6,1035 5,9510 5,8080 5,6682 5,5018 5,2743 4,9694 4,6107 4,2556 3,9570 3,7359 3,5885 3,5022 3,4526 3,3931 3,2624 3,0140 2,6431 2,1886 1,7118 1,2776 0,9478 0,7735 0,7695 0,8897 1,0404 1,1359 1,1348 1,0265 0,8116 0,5118 0,1808 -0,1116 -0,3183 -0,4408 -0,5134 -0,5692 -0,6243 -0,6772 -0,7119 -0,7085 -0,6620 -0,5876 -0,5156 -0,4869 -0,5385 -0,6707 -0,8251 -0,9129
Fz    -1,5503 -1,7237 -1,8989 -2,0619 -2,1809 -2,2237 -2,1800 -2,0586 -1,8764 -1,6540 -1,4172 -1,1942 -1,0051 -0,8480 -0,6980 -0,5264 -0,3206 -0,0817 0,1837 0,4544 0,6896 0,8512 0,9299 0,9453 0,9249 0,8860 0,8330 0,7696 0,7073 0,6594 0,6311 0,6198 0,6355 0,7082 0,8646 1,0996 1,3728 1,6267 1,8082 1,8791 1,8158 1,6114 1,2911 0,9197 0,5701 0,2788 0,0406 -0,1673 -0,3673 -0,5734 -0,7838 -0,9750 -1,1035 -1,1193 -0,9910 -0,7305 -0,3960 -0,0708 0,1698 0,2907 0,3136 0,2966 0,2909 0,3198 0,3915 0,5112 0,6784 0,8765 1,0709 1,2240 1,3138 1,3401 1,3231 1,2961 1,2807 1,2713 1,2429 1,1687 1,0386 0,8636 0,6609 0,4348 0,1778 -0,1126 -0,4196 -0,7072 -0,9411 -1,1123 -1,2399 -1,3508 -1,4540 -1,5260 -1,5266 -1,4351 -1,2667 -1,0553 -0,8353 -0,6336 -0,4669 -0,3461 -0,2793 -0,2646 -0,2870 -0,3257 -0,3539 -0,3430 -0,2781 -0,1676 -0,0442 0,0328 -0,0040 -0,1910 -0,5238 -0,9820 -1,5343 -2,1247 -2,6836 -3,1569 -3,5165 -3,7644 -3,9335 -4,0606 -4,1538 -4,1921 -4,1480 -3,9994 -3,7310 -3,3356 -2,8212 -2,2177 -1,5748 -0,9467 -0,3876 0,0431 0,2954 0,3617 0,2845 0,1227 -0,0817 -0,2949 -0,4655 -0,5319 -0,4675 -0,3069 -0,1176 0,0534 0,2094 0,3930 0,6441 0,9641 1,3209 1,6861 2,0559 2,4426 2,8595 3,3130 3,8015 4,3200 4,8652 5,4297 5,9930 6,5289 7,0152 7,4300 7,7542 7,9972 8,2039 8,4168 8,6390 8,8430 9,0043 9,1262 9,2375 9,3623 9,4914 9,5864 9,6071 9,5340 9,3654 9,0966 8,7156 8,2302 7,6935 7,1947 6,8178 6,6054 6,5553 6,6313 6,7749 6,9260 7,0387 7,0814 7,0292 6,8666 6,6018 6,2704 5,9164 5,5679 5,2266 4,8741 4,4885 4,0572 3,5848 3,0964 2,6272 2,1992 1,8138 1,4672 1,1666 0,9282 0,7616 0,6530 0,5625 0,4490 0,3071 0,1655 0,0401 -0,0873 -0,2381 -0,4097 -0,5845 -0,7424 -0,8673 -0,9524 -1,0028 -1,0324 -1,0566 -1,0876 -1,1398 -1,2341 -1,3874 -1,5928 -1,8165 -2,0130 -2,1411 -2,1790 -2,1272 -1,9956 -1,7951 -1,5381 -1,2343 -0,8843 -0,4874 -0,0506 0,4097 0,8679 1,2930 1,6638 1,9837 2,2735 2,5500 2,8074 3,0191 3,1538 3,1835 3,0836 2,8494 2,5190 2,1652 1,8580 1,6351 1,5005 1,4323 1,3849 1,3008 1,1423 0,9117 0,6401 0,3581 0,0755 -0,2201 -0,5518 -0,9366 -1,3707 -1,8290 -2,2912 -2,7686 -3,2993 -3,9145 -4,6054 -5,3194 -5,9929 -6,5879 -7,1005 -7,5411 -7,9155 -8,2208 -8,4531 -8,6068 -8,6626 -8,5911 -8,3807 -8,0611 -7,6969 -7,3597 -7,0997 -6,9342 -6,8557 -6,8435 -6,8741 -6,9332 -7,0205 -7,1436 -7,3126 -7,5295 -7,7764 -8,0168 -8,2121 -8,3327 -8,3651 -8,3099 -8,1683 -7,9329 -7,5929 -7,1431 -6,5999 -6,0152 -5,4595 -4,9810 -4,5841 -4,2404 -3,9061 -3,5453 -3,1491 -2,7280 -2,2951 -1,8664 -1,4665 -1,1212 -0,8466 -0,6450 -0,5076 -0,4122 -0,3193 -0,1830 0,0283 0,3242 0,6995 1,1338 1,5781 1,9549 2,1979 2,3072 2,3592 2,4553 2,6546 2,9466 3,2780 3,6044 3,9110 4,1951 4,4467 4,6531 4,8152 4,9553 5,1026 5,2623 5,4020 5,4744 5,4524 5,3352 5,1340 4,8686 4,5712 4,2804 4,0255 3,8072 3,5910 3,3323 3,0257 2,7253 2,5105 2,4364 2,5144 2,7213 3,0108 3,3199 3,5807 3,7426 3,7859 3,7224 3,5876 3,4280 3,2921 3,2194 3,2222 3,2791 3,3487 3,3993 3,4309 3,4672 3,5275 3,6152 3,7180 3,8113 3,8685 3,8684 3,7953 3,6433 3,4259 3,1848 2,9785 2,8418 2,7641 2,7151 2,6784 2,6542 2,6444 2,6454 2,6507 2,6543 2,6520 2,6450 2,6394 2,6322 2,6047 2,5399 2,4397 2,3182 2,1852 2,0398 1,8730 1,6698 1,4125 1,0942 0,7396 0,4045 0,1384 -0,0508 -0,1920 -0,3235 -0,4710 -0,6414 -0,8230 -0,9843 -1,0864 -1,1071 -1,0556 -0,9668 -0,8794 -0,8103 -0,7488 -0,6742 -0,5799 -0,4793 -0,3891 -0,3126 -0,2346 -0,1287 0,0196 0,1976 0,3709 0,5031 0,5725 0,5793 0,5444 0,5010 0,4746 0,4663 0,4570 0,4192 0,3201 0,1345 -0,1250 -0,3997 -0,6264 -0,7802 -0,8697 -0,9067 -0,8909 -0,8192 -0,7005 -0,5604 -0,4344 -0,3612 -0,3772 -0,5099 -0,7671 -1,1267 -1,5356 -1,9210 -2,2127 -2,3634 -2,3518 -2,1761 -1,8590 -1,4535 -1,0308 -0,6575 -0,3817 -0,2333 -0,2243 -0,3461 -0,5739 -0,8714 -1,1928 -1,4947 -1,7510 -1,9553 -2,1145 -2,2356 -2,3107 -2,3214 -2,2590 -2,1326 -1,9567 -1,7429 -1,5064 -1,2720 -1,0603 -0,8711 -0,6910 -0,5140 -0,3468 -0,1994 -0,0803 -0,0012 0,0171 -0,0421 -0,1732 -0,3480 -0,5354 -0,7180 -0,8786 -0,9755 -0,9580 -0,8214 -0,6246 -0,4442 -0,3286 -0,2904 -0,3140 -0,3571 -0,3598 -0,2700 -0,0641 0,2538 0,6636 1,1363 1,6443 2,1755 2,7359 3,3347 3,9743 4,6491 5,3374 5,9828 6,4981 6,8085 6,8982 6,8129 6,6234 6,3860 6,1272 5,8482 5,5380 5,1876 4,8026 4,4105 4,0485 3,7439 3,5069 3,3338 3,2109 3,1138 3,0055 2,8441 2,6024 2,2803 1,9005 1,4944 1,0940 0,7350 0,4598 0,2969 0,2323 0,2122 0,1738 0,0634 -0,1622 -0,5180 -0,9699 -1,4510 -1,8990 -2,2784 -2,5819 -2,8157 -2,9839 -3,0854 -3,1130 -3,0571 -2,9194 -2,7244 -2,5160 -2,3421 -2,2404 -2,2331 -2,3216 -2,4795 -2,6565
F3    -0,8570 -0,9486 -1,0608 -1,1831 -1,2805 -1,3128 -1,2740 -1,1998 -1,1410 -1,1261 -1,1528 -1,2038 -1,2538 -1,2641 -1,1930 -1,0193 -0,7537 -0,4236 -0,0615 0,2854 0,5559 0,7106 0,7614 0,7613 0,7652 0,7971 0,8457 0,8787 0,8616 0,7787 0,6384 0,4667 0,3134 0,2507 0,3325 0,5533 0,8541 1,1587 1,4027 1,5410 1,5418 1,3897 1,1084 0,7679 0,4487 0,1915 -0,0131 -0,1991 -0,4006 -0,6390 -0,9096 -1,1772 -1,3906 -1,5089 -1,5225 -1,4559 -1,3481 -1,2376 -1,1660 -1,1646 -1,2198 -1,2730 -1,2654 -1,1727 -1,0041 -0,7911 -0,5721 -0,3722 -0,2042 -0,0871 -0,0479 -0,1081 -0,2643 -0,4797 -0,7040 -0,8979 -1,0418 -1,1342 -1,1866 -1,2155 -1,2374 -1,2699 -1,3331 -1,4444 -1,6081 -1,8087 -2,0139 -2,1917 -2,3322 -2,4520 -2,5667 -2,6604 -2,6949 -2,6467 -2,5210 -2,3405 -2,1443 -1,9826 -1,8870 -1,8512 -1,8444 -1,8351 -1,8067 -1,7578 -1,6829 -1,5682 -1,4113 -1,2267 -1,0385 -0,8876 -0,8260 -0,8848 -1,0642 -1,3543 -1,7373 -2,1680 -2,5818 -2,9258 -3,1729 -3,3212 -3,3910 -3,4101 -3,3928 -3,3328 -3,2142 -3,0246 -2,7538 -2,3906 -1,9388 -1,4339 -0,9315 -0,4809 -0,1233 0,0945 0,1324 -0,0050 -0,2568 -0,5510 -0,8523 -1,1502 -1,4146 -1,5960 -1,6714 -1,6672 -1,6296 -1,5811 -1,4967 -1,3185 -1,0062 -0,5796 -0,1078 0,3468 0,7631 1,1504 1,5249 1,8986 2,2749 2,6570 3,0526 3,4641 3,8836 4,3021 4,7058 5,0580 5,3089 5,4432 5,5062 5,5660 5,6617 5,7921 5,9410 6,1058 6,2989 6,5147 6,7101 6,8296 6,8455 6,7685 6,6227 6,4114 6,1187 5,7424 5,3214 4,9315 4,6445 4,4880 4,4413 4,4592 4,4941 4,5103 4,4908 4,4325 4,3298 4,1701 3,9519 3,6968 3,4346 3,1797 2,9239 2,6485 2,3392 1,9881 1,5945 1,1692 0,7314 0,2944 -0,1379 -0,5540 -0,9223 -1,1999 -1,3543 -1,3853 -1,3328 -1,2507 -1,1677 -1,0850 -1,0136 -0,9863 -1,0264 -1,1250 -1,2540 -1,3832 -1,4875 -1,5573 -1,6070 -1,6711 -1,7815 -1,9451 -2,1511 -2,3965 -2,6856 -3,0048 -3,3106 -3,5445 -3,6568 -3,6300 -3,4824 -3,2485 -2,9631 -2,6554 -2,3399 -2,0169 -1,6910 -1,3816 -1,1123 -0,8904 -0,6990 -0,5042 -0,2703 0,0203 0,3529 0,6839 0,9656 1,1672 1,2718 1,2680 1,1627 0,9963 0,8276 0,6981 0,6160 0,5700 0,5404 0,4925 0,3802 0,1756 -0,1008 -0,3898 -0,6372 -0,8256 -0,9755 -1,1298 -1,3309 -1,5960 -1,9127 -2,2683 -2,6799 -3,1775 -3,7552 -4,3505 -4,8801 -5,2937 -5,5929 -5,8120 -5,9942 -6,1719 -6,3564 -6,5475 -6,7390 -6,8952 -6,9427 -6,8085 -6,4698 -5,9749 -5,4265 -4,9419 -4,6116 -4,4751 -4,5124 -4,6604 -4,8526 -5,0476 -5,2278 -5,3911 -5,5424 -5,6837 -5,8125 -5,9259 -6,0188 -6,0834 -6,1115 -6,0860 -5,9765 -5,7474 -5,3765 -4,8800 -4,3242 -3,7958 -3,3535 -3,0113 -2,7491 -2,5224 -2,2822 -2,0044 -1,6961 -1,3818 -1,0924 -0,8525 -0,6685 -0,5356 -0,4520 -0,4164 -0,4138 -0,4071 -0,3502 -0,2136 0,0069 0,3047 0,6653 1,0472 1,3812 1,6081 1,7269 1,8028 1,9188 2,1145 2,3695 2,6380 2,8908 3,1231 3,3328 3,5090 3,6470 3,7676 3,9147 4,1270 4,3995 4,6661 4,8360 4,8499 4,7006 4,4144 4,0350 3,6199 3,2345 2,9329 2,7290 2,5850 2,4397 2,2669 2,1025 2,0067 2,0119 2,1145 2,2934 2,5249 2,7800 3,0227 3,2228 3,3640 3,4345 3,4242 3,3398 3,2186 3,1141 3,0596 3,0482 3,0475 3,0315 3,0017 2,9785 2,9792 3,0055 3,0403 3,0464 2,9804 2,8174 2,5608 2,2364 1,8917 1,5954 1,4120 1,3603 1,4076 1,5072 1,6304 1,7643 1,8982 2,0207 2,1233 2,1991 2,2406 2,2400 2,1892 2,0753 1,8842 1,6237 1,3335 1,0568 0,8118 0,5918 0,3741 0,1239 -0,1913 -0,5769 -0,9888 -1,3423 -1,5591 -1,6101 -1,5174 -1,3346 -1,1285 -0,9629 -0,8758 -0,8589 -0,8711 -0,8741 -0,8540 -0,8214 -0,7944 -0,7716 -0,7273 -0,6440 -0,5409 -0,4678 -0,4701 -0,5530 -0,6694 -0,7497 -0,7512 -0,6790 -0,5662 -0,4418 -0,3118 -0,1628 0,0230 0,2573 0,5326 0,8137 1,0425 1,1562 1,1113 0,9054 0,5826 0,2148 -0,1380 -0,4507 -0,7196 -0,9419 -1,1111 -1,2267 -1,3039 -1,3699 -1,4515 -1,5670 -1,7214 -1,9054 -2,0999 -2,2793 -2,4139 -2,4783 -2,4633 -2,3759 -2,2159 -1,9626 -1,6049 -1,1768 -0,7497 -0,3944 -0,1569 -0,0592 -0,1016 -0,2610 -0,4996 -0,7776 -1,0573 -1,3051 -1,4992 -1,6353 -1,7236 -1,7767 -1,7974 -1,7824 -1,7328 -1,6557 -1,5597 -1,4621 -1,3938 -1,3795 -1,4076 -1,4295 -1,3929 -1,2755 -1,0899 -0,8666 -0,6364 -0,4284 -0,2724 -0,1850 -0,1529 -0,1436 -0,1365 -0,1442 -0,1899 -0,2633 -0,3218 -0,3442 -0,3557 -0,4012 -0,5149 -0,7061 -0,9485 -1,1788 -1,3190 -1,3106 -1,1327 -0,7945 -0,3243 0,2320 0,8162 1,3821 1,9140 2,4208 2,9254 3,4567 4,0253 4,5894 5,0586 5,3518 5,4535 5,4141 5,3085 5,1944 5,0913 4,9791 4,8139 4,5558 4,1892 3,7375 3,2570 2,8090 2,4332 2,1420 1,9281 1,7703 1,6346 1,4807 1,2779 1,0178 0,7129 0,3874 0,0734 -0,1848 -0,3357 -0,3525 -0,2677 -0,1612 -0,1058 -0,1358 -0,2646 -0,4951 -0,8027 -1,1349 -1,4385 -1,6899 -1,9004 -2,0911 -2,2699 -2,4309 -2,5659 -2,6681 -2,7364 -2,7845 -2,8360 -2,9100 -3,0180 -3,1659 -3,3413 -3,4954 -3,5578
F7    -1,2850 -1,3117 -1,3181 -1,3148 -1,2965 -1,2465 -1,1531 -1,0112 -0,8240 -0,6154 -0,4321 -0,3218 -0,3028 -0,3501 -0,4038 -0,3979 -0,2900 -0,0675 0,2582 0,6439 1,0174 1,3090 1,4867 1,5679 1,5995 1,6232 1,6537 1,6797 1,6728 1,5952 1,4057 1,0850 0,6779 0,2986 0,0692 0,0475 0,2039 0,4467 0,6697 0,7879 0,7487 0,5354 0,1786 -0,2467 -0,6592 -1,0196 -1,3426 -1,6666 -2,0139 -2,3713 -2,6912 -2,9079 -2,9600 -2,8123 -2,4818 -2,0528 -1,6498 -1,3801 -1,2948 -1,3799 -1,5722 -1,8049 -2,0445 -2,2791 -2,4921 -2,6608 -2,7683 -2,8098 -2,7984 -2,7608 -2,7201 -2,6847 -2,6461 -2,5860 -2,4970 -2,3911 -2,2852 -2,1917 -2,1140 -2,0470 -1,9926 -1,9703 -2,0070 -2,1163 -2,2832 -2,4629 -2,6017 -2,6737 -2,6958 -2,7048 -2,7235 -2,7465 -2,7543 -2,7344 -2,6851 -2,6147 -2,5478 -2,5166 -2,5311 -2,5706 -2,6043 -2,6114 -2,5917 -2,5604 -2,5151 -2,4183 -2,2251 -1,9126 -1,4981 -1,0496 -0,6661 -0,4318 -0,3928 -0,5612 -0,9056 -1,3435 -1,7726 -2,1151 -2,3323 -2,4267 -2,4395 -2,4189 -2,3889 -2,3548 -2,3279 -2,3251 -2,3378 -2,3100 -2,1581 -1,8203 -1,2952 -0,6501 -0,0073 0,4842 0,7022 0,6107 0,2697 -0,2143 -0,7469 -1,2575 -1,6713 -1,9080 -1,9291 -1,7727 -1,5239 -1,2534 -0,9766 -0,6641 -0,2965 0,0909 0,4319 0,6973 0,9213 1,1614 1,4461 1,7609 2,0745 2,3746 2,6766 2,9982 3,3378 3,6796 4,0019 4,2664 4,4235 4,4538 4,3929 4,2977 4,2039 4,1274 4,0926 4,1443 4,3210 4,6104 4,9365 5,2026 5,3457 5,3613 5,2816 5,1323 4,9150 4,6283 4,2989 3,9892 3,7634 3,6471 3,6235 3,6515 3,6761 3,6523 3,5750 3,4735 3,3711 3,2642 3,1438 3,0196 2,9123 2,8259 2,7354 2,6012 2,3969 2,1236 1,8085 1,4871 1,1732 0,8407 0,4502 0,0018 -0,4449 -0,8048 -1,0229 -1,1128 -1,1475 -1,1957 -1,2551 -1,2678 -1,2075 -1,1232 -1,0880 -1,1350 -1,2480 -1,3917 -1,5354 -1,6565 -1,7423 -1,7950 -1,8266 -1,8417 -1,8381 -1,8258 -1,8318 -1,8756 -1,9520 -2,0370 -2,1040 -2,1404 -2,1529 -2,1537 -2,1458 -2,1231 -2,0737 -1,9852 -1,8551 -1,6937 -1,5150 -1,3303 -1,1471 -0,9578 -0,7313 -0,4282 -0,0371 0,3983 0,7906 1,0542 1,1421 1,0563 0,8524 0,6288 0,4737 0,4128 0,4170 0,4516 0,4931 0,5051 0,4307 0,2227 -0,1197 -0,5394 -0,9418 -1,2419 -1,4132 -1,5003 -1,5828 -1,7200 -1,9240 -2,1782 -2,4733 -2,8158 -3,2050 -3,6111 -3,9835 -4,2884 -4,5321 -4,7432 -4,9469 -5,1565 -5,3726 -5,5863 -5,7838 -5,9366 -5,9900 -5,8841 -5,5977 -5,1742 -4,7069 -4,2964 -4,0138 -3,8953 -3,9408 -4,1069 -4,3268 -4,5415 -4,7039 -4,7751 -4,7386 -4,6160 -4,4608 -4,3358 -4,2870 -4,3282 -4,4347 -4,5501 -4,6094 -4,5633 -4,3886 -4,1007 -3,7608 -3,4465 -3,2014 -3,0192 -2,8668 -2,7061 -2,5149 -2,3045 -2,1077 -1,9537 -1,8576 -1,8101 -1,7770 -1,7267 -1,6513 -1,5640 -1,4846 -1,4164 -1,3330 -1,2016 -1,0163 -0,8024 -0,5934 -0,4113 -0,2639 -0,1495 -0,0472 0,0974 0,3465 0,7102 1,1238 1,4945 1,7665 1,9383 2,0329 2,0734 2,0861 2,1170 2,2289 2,4669 2,8138 3,1868 3,4881 3,6614 3,6959 3,5932 3,3556 3,0062 2,5946 2,1737 1,7685 1,3619 0,9173 0,4323 -0,0323 -0,3884 -0,5726 -0,5571 -0,3359 0,0725 0,6157 1,2182 1,8048 2,3116 2,6899 2,9123 2,9750 2,8975 2,7212 2,5001 2,2841 2,1039 1,9640 1,8577 1,7919 1,7865 1,8463 1,9393 2,0083 2,0047 1,9094 1,7286 1,4891 1,2362 1,0226 0,8821 0,8127 0,7879 0,7909 0,8347 0,9516 1,1655 1,4745 1,8479 2,2328 2,5673 2,7965 2,8840 2,8122 2,5893 2,2663 1,9285 1,6486 1,4442 1,2771 1,0885 0,8388 0,5339 0,2263 -0,0047 -0,0913 -0,0220 0,1506 0,3514 0,5233 0,6385 0,6902 0,6864 0,6486 0,5997 0,5494 0,4931 0,4195 0,3281 0,2513 0,2478 0,3587 0,5648 0,7879 0,9382 0,9647 0,8709 0,6997 0,5056 0,3297 0,1936 0,1093 0,0846 0,1209 0,2180 0,3773 0,5863 0,8024 0,9595 0,9837 0,8075 0,3977 -0,2071 -0,9021 -1,5780 -2,1700 -2,6528 -3,0121 -3,2266 -3,2773 -3,1772 -2,9863 -2,7901 -2,6609 -2,6365 -2,7262 -2,9172 -3,1643 -3,3895 -3,5105 -3,4834 -3,3172 -3,0396 -2,6614 -2,1928 -1,6834 -1,2244 -0,9042 -0,7677 -0,8115 -0,9970 -1,2649 -1,5659 -1,8844 -2,2211 -2,5546 -2,8361 -3,0216 -3,0976 -3,0702 -2,9408 -2,7113 -2,4072 -2,0732 -1,7491 -1,4602 -1,2251 -1,0565 -0,9448 -0,8432 -0,6849 -0,4291 -0,0932 0,2610 0,5689 0,7885 0,9050 0,9368 0,9328 0,9376 0,9529 0,9377 0,8551 0,7201 0,5863 0,4885 0,4182 0,3489 0,2649 0,1730 0,1118 0,1446 0,3186 0,6237 0,9984 1,3786 1,7388 2,0884 2,4421 2,8021 3,1587 3,4975 3,8147 4,1329 4,4855 4,8695 5,2237 5,4735 5,5962 5,6293 5,6244 5,6092 5,5832 5,5282 5,4164 5,2193 4,9289 4,5824 4,2502 3,9851 3,7924 3,6463 3,5162 3,3707 3,1670 2,8569 2,4175 1,8784 1,3111 0,7924 0,3818 0,1272 0,0658 0,1972 0,4557 0,7292 0,9223 0,9941 0,9384 0,7656 0,5132 0,2466 0,0322 -0,0965 -0,1581 -0,2036 -0,2747 -0,3807 -0,5014 -0,6023 -0,6540 -0,6485 -0,5997 -0,5383 -0,5053 -0,5306 -0,6061 -0,6800 -0,6864
