Fp1   -0,4247 -0,3457 -0,2604 -0,1503 0,0103 0,2242 0,4590 0,6620 0,7916 0,8461 0,8661 0,9088 1,0173 1,2066 1,4530 1,6835 1,7921 1,6990 1,4097 1,0100 0,6055 0,2682 0,0193 -0,1522 -0,2568 -0,2894 -0,2378 -0,0986 0,1120 0,3637 0,6263 0,8735 1,0757 1,1933 1,1697 0,9422 0,4849 -0,1482 -0,8330 -1,4389 -1,8851 -2,1523 -2,2660 -2,2673 -2,1815 -2,0176 -1,8044 -1,6058 -1,4859 -1,4715 -1,5483 -1,6825 -1,8481 -2,0430 -2,2817 -2,5725 -2,9050 -3,2491 -3,5512 -3,7335 -3,7266 -3,5136 -3,1294 -2,6250 -2,0500 -1,4689 -0,9751 -0,6680 -0,5994 -0,7439 -1,0313 -1,3947 -1,7839 -2,1541 -2,4581 -2,6568 -2,7373 -2,7140 -2,6056 -2,4180 -2,1520 -1,8181 -1,4383 -1,0341 -0,6220 -0,2257 0,1126 0,3489 0,4669 0,4875 0,4384 0,3196 0,1073 -0,2192 -0,6690 -1,2491 -1,9548 -2,7375 -3,5028 -4,1560 -4,6476 -4,9786 -5,1780 -5,2816 -5,3183 -5,3122 -5,2893 -5,2779 -5,3076 -5,4049 -5,5783 -5,8018 -6,0198 -6,1760 -6,2340 -6,1738 -5,9828 -5,6567 -5,2064 -4,6662 -4,0879 -3,5145 -2,9700 -2,4817 -2,0946 -1,8526 -1,7689 -1,8160 -1,9368 -2,0599 -2,1186 -2,0731 -1,9162 -1,6550 -1,2907 -0,8179 -0,2426 0,3988 1,0432 1,6234 2,0871 2,4070 2,5831 2,6353 2,5997 2,5300 2,4850 2,5011 2,5892 2,7582 3,0178 3,3519 3,6991 3,9714 4,1003 4,0821 3,9849 3,9034 3,8938 3,9436 3,9964 4,0033 3,9534 3,8634 3,7492 3,6109 3,4342 3,2035 2,9157 2,5814 2,2200 1,8554 1,5081 1,1902 0,9099 0,6799 0,5251 0,4709 0,5209 0,6518 0,8305 1,0234 1,1878 1,2719 1,2304 1,0464 0,7402 0,3572 -0,0552 -0,4547 -0,7932 -1,0208 -1,1101 -1,0768 -0,9808 -0,9051 -0,9151 -1,0281 -1,2281 -1,5023 -1,8448 -2,2282 -2,5854 -2,8320 -2,9098 -2,8041 -2,5272 -2,1037 -1,5679 -0,9590 -0,3161 0,3199 0,9034 1,3819 1,7040 1,8404 1,7973 1,6125 1,3460 1,0606 0,8004 0,5815 0,3954 0,2220 0,0482 -0,1221 -0,2756 -0,4019 -0,4987 -0,5720 -0,6335 -0,6952 -0,7650 -0,8423 -0,9086 -0,9299 -0,8798 -0,7587 -0,5920 -0,4211 -0,2879 -0,2172 -0,2083 -0,2424 -0,2932 -0,3379 -0,3684 -0,3942 -0,4317 -0,4933 -0,5871 -0,7199 -0,8928 -1,0877 -1,2650 -1,3804 -1,4021 -1,3226 -1,1625 -0,9629 -0,7671 -0,6093 -0,5175 -0,5200 -0,6389 -0,8640 -1,1390 -1,3870 -1,5565 -1,6369 -1,6367 -1,5605 -1,4096 -1,2060 -1,0100 -0,9006 -0,9345 -1,1177 -1,4030 -1,7083 -1,9498 -2,0704 -2,0540 -1,9269 -1,7502 -1,6048 -1,5655 -1,6712 -1,9069 -2,2048 -2,4683 -2,6172 -2,6250 -2,5179 -2,3478 -2,1688 -2,0266 -1,9502 -1,9472 -2,0055 -2,0939 -2,1653 -2,1776 -2,1211 -2,0223 -1,9181 -1,8294 -1,7635 -1,7302 -1,7444 -1,8166 -1,9443 -2,1095 -2,2892 -2,4679 -2,6451 -2,8345 -3,0510 -3,2931 -3,5393 -3,7619 -3,9416 -4,0749 -4,1669 -4,2134 -4,1914 -4,0765 -3,8677 -3,5979 -3,3196 -3,0743 -2,8713 -2,6961 -2,5343 -2,3919 -2,3019 -2,3043 -2,4082 -2,5797 -2,7735 -2,9672 -3,1607 -3,3511 -3,5297 -3,7054 -3,9122 -4,1741 -4,4704 -4,7428 -4,9349 -5,0259 -5,0410 -5,0370 -5,0739 -5,1893 -5,3904 -5,6612 -5,9658 -6,2403 -6,3987 -6,3654 -6,1172 -5,6980 -5,1920 -4,6809 -4,2180 -3,8263 -3,5143 -3,2932 -3,1764 -3,1613 -3,2201 -3,3173 -3,4383 -3,5949 -3,7968 -4,0226 -4,2321 -4,4059 -4,5616 -4,7337 -4,9422 -5,1730 -5,3824 -5,5223 -5,5679 -5,5268 -5,4300 -5,3170 -5,2202 -5,1531 -5,1144 -5,1074 -5,1525 -5,2705 -5,4557 -5,6683 -5,8526 -5,9673 -6,0089 -6,0087 -6,0004 -5,9888 -5,9531 -5,8701 -5,7259 -5,5138 -5,2351 -4,9034 -4,5478 -4,2172 -3,9729 -3,8664 -3,9134 -4,0850 -4,3236 -4,5774 -4,8183 -5,0259 -5,1709 -5,2291 -5,2006 -5,1081 -4,9923 -4,9090 -4,9002 -4,9532 -5,0053 -4,9995 -4,9290 -4,8313 -4,7517 -4,7122 -4,7125 -4,7480 -4,8206 -4,9288 -5,0517 -5,1558 -5,2153 -5,2195 -5,1708 -5,0891 -5,0112 -4,9766 -5,0083 -5,1032 -5,2377 -5,3809 -5,4990 -5,5607 -5,5463 -5,4503 -5,2739 -5,0277 -4,7396 -4,4532 -4,2109 -4,0392 -3,9467 -3,9246 -3,9486 -3,9881 -4,0206 -4,0409 -4,0629 -4,1116 -4,2104 -4,3707 -4,5897 -4,8504 -5,1200 -5,3578 -5,5361 -5,6561 -5,7415 -5,8175 -5,8960 -5,9739 -6,0318 -6,0382 -5,9682 -5,8296 -5,6722 -5,5672 -5,5745 -5,7232 -6,0056 -6,3794 -6,7794 -7,1413 -7,4287 -7,6417 -7,7961 -7,8954 -7,9354 -7,9232 -7,8795 -7,8224 -7,7548 -7,6648 -7,5380 -7,3737 -7,1898 -7,0155 -6,8811 -6,8045 -6,7779 -6,7684 -6,7326 -6,6400 -6,4915 -6,3214 -6,1803 -6,1091 -6,1211 -6,1968 -6,2948 -6,3729 -6,4060 -6,3808 -6,2799 -6,0822 -5,7857 -5,4277 -5,0732 -4,7773 -4,5622 -4,4259 -4,3571 -4,3389 -4,3582 -4,4253 -4,5729 -4,8304 -5,2024 -5,6613 -6,1457 -6,5740 -6,8774 -7,0293 -7,0524 -6,9980 -6,9101 -6,8046 -6,6732 -6,5050 -6,3081 -6,1120 -5,9440 -5,8075 -5,6957 -5,6204 -5,6148 -5,7015 -5,8723 -6,1045 -6,3816 -6,6875 -6,9963 -7,2775 -7,5102 -7,6891 -7,8135 -7,8795 -7,8891 -7,8593 -7,8148 -7,7714 -7,7246 -7,6559 -7,5497 -7,4000 -7,2060 -6,9719 -6,7127 -6,4577 -6,2453 -6,1072 -6,0524 -6,0697 -6,1372 -6,2284 -6,3187 -6,3979 -6,4720 -6,5515 -6,6425 -6,7495 -6,8730 -7,0039 -7,1258 -7,2219 -7,2782 -7,2900 -7,2635 -7,2060 -7,1205 -7,0148 -6,9093
Fz    0,4105 0,6319 0,7907 0,8833 0,9259 0,9368 0,9264 0,8950 0,8420 0,7834 0,7535 0,7836 0,8828 1,0359 1,2036 1,3204 1,3057 1,1054 0,7366 0,2870 -0,1329 -0,4368 -0,5894 -0,6076 -0,5369 -0,4250 -0,3052 -0,1916 -0,0806 0,0433 0,1971 0,3840 0,5828 0,7474 0,8107 0,7054 0,4023 -0,0591 -0,5804 -1,0558 -1,4188 -1,6547 -1,7858 -1,8445 -1,8462 -1,7891 -1,6806 -1,5481 -1,4222 -1,3220 -1,2570 -1,2313 -1,2518 -1,3329 -1,4886 -1,7160 -1,9911 -2,2741 -2,5144 -2,6590 -2,6783 -2,5837 -2,4081 -2,1745 -1,8928 -1,5821 -1,2885 -1,0788 -1,0021 -1,0585 -1,2131 -1,4276 -1,6673 -1,8900 -2,0423 -2,0774 -1,9793 -1,7689 -1,4845 -1,1599 -0,8215 -0,5007 -0,2378 -0,0650 0,0171 0,0368 0,0235 -0,0083 -0,0456 -0,0654 -0,0574 -0,0544 -0,1258 -0,3403 -0,7391 -1,3306 -2,0880 -2,9409 -3,7836 -4,5171 -5,0941 -5,5275 -5,8633 -6,1519 -6,4273 -6,6989 -6,9626 -7,2221 -7,5002 -7,8257 -8,2038 -8,5916 -8,9101 -9,0874 -9,0910 -8,9249 -8,6154 -8,1969 -7,7036 -7,1708 -6,6327 -6,1093 -5,6054 -5,1327 -4,7211 -4,3961 -4,1511 -3,9473 -3,7361 -3,4818 -3,1749 -2,8341 -2,4923 -2,1705 -1,8578 -1,5196 -1,1258 -0,6730 -0,1854 0,2958 0,7223 1,0561 1,2848 1,4237 1,5077 1,5843 1,7019 1,8927 2,1667 2,5187 2,9328 3,3722 3,7703 4,0462 4,1459 4,0785 3,9131 3,7343 3,5930 3,4873 3,3813 3,2429 3,0647 2,8541 2,6213 2,3754 2,1196 1,8477 1,5521 1,2336 0,9016 0,5690 0,2494 -0,0418 -0,2881 -0,4710 -0,5729 -0,5831 -0,5034 -0,3450 -0,1252 0,1293 0,3716 0,5338 0,5459 0,3663 0,0033 -0,4900 -1,0455 -1,6064 -2,1274 -2,5664 -2,8935 -3,1063 -3,2337 -3,3248 -3,4239 -3,5487 -3,7019 -3,8948 -4,1417 -4,4297 -4,7037 -4,8896 -4,9349 -4,8295 -4,5920 -4,2533 -3,8477 -3,4067 -2,9536 -2,5054 -2,0819 -1,7153 -1,4461 -1,2989 -1,2679 -1,3184 -1,3972 -1,4557 -1,4765 -1,4755 -1,4829 -1,5274 -1,6285 -1,7908 -2,0028 -2,2421 -2,4875 -2,7296 -2,9701 -3,2099 -3,4467 -3,6763 -3,8839 -4,0377 -4,1061 -4,0753 -3,9527 -3,7648 -3,5514 -3,3516 -3,1932 -3,0878 -3,0264 -2,9824 -2,9334 -2,8799 -2,8408 -2,8336 -2,8679 -2,9556 -3,1129 -3,3387 -3,5958 -3,8201 -3,9482 -3,9419 -3,8002 -3,5527 -3,2459 -2,9302 -2,6497 -2,4353 -2,3026 -2,2473 -2,2426 -2,2506 -2,2426 -2,2094 -2,1539 -2,0783 -1,9783 -1,8524 -1,7192 -1,6148 -1,5721 -1,6003 -1,6749 -1,7454 -1,7607 -1,6941 -1,5503 -1,3594 -1,1660 -1,0156 -0,9346 -0,9208 -0,9498 -0,9834 -0,9819 -0,9254 -0,8296 -0,7336 -0,6714 -0,6564 -0,6878 -0,7591 -0,8596 -0,9761 -1,0941 -1,1940 -1,2546 -1,2648 -1,2288 -1,1523 -1,0330 -0,8697 -0,6757 -0,4800 -0,3200 -0,2309 -0,2363 -0,3438 -0,5405 -0,7936 -1,0681 -1,3403 -1,5909 -1,7941 -1,9272 -1,9873 -1,9972 -1,9922 -1,9924 -1,9856 -1,9411 -1,8390 -1,6874 -1,5168 -1,3590 -1,2304 -1,1312 -1,0553 -1,0039 -0,9951 -1,0533 -1,1791 -1,3392 -1,4917 -1,6152 -1,7099 -1,7840 -1,8511 -1,9374 -2,0743 -2,2738 -2,5124 -2,7416 -2,9181 -3,0329 -3,1160 -3,2141 -3,3610 -3,5597 -3,7870 -4,0126 -4,2066 -4,3296 -4,3312 -4,1755 -3,8725 -3,4817 -3,0806 -2,7286 -2,4531 -2,2502 -2,0970 -1,9770 -1,8969 -1,8705 -1,8965 -1,9624 -2,0644 -2,2121 -2,4112 -2,6400 -2,8539 -3,0193 -3,1376 -3,2376 -3,3505 -3,4905 -3,6518 -3,8195 -3,9792 -4,1241 -4,2548 -4,3768 -4,4974 -4,6235 -4,7612 -4,9191 -5,1030 -5,2979 -5,4577 -5,5245 -5,4604 -5,2646 -4,9721 -4,6378 -4,3114 -4,0190 -3,7654 -3,5446 -3,3432 -3,1473 -2,9528 -2,7644 -2,5916 -2,4525 -2,3770 -2,3931 -2,5071 -2,6959 -2,9219 -3,1581 -3,3963 -3,6285 -3,8325 -3,9818 -4,0620 -4,0782 -4,0613 -4,0627 -4,1214 -4,2262 -4,3183 -4,3391 -4,2724 -4,1463 -4,0022 -3,8628 -3,7307 -3,6114 -3,5287 -3,5065 -3,5399 -3,5975 -3,6486 -3,6769 -3,6816 -3,6765 -3,6844 -3,7252 -3,8043 -3,9072 -4,0106 -4,0971 -4,1578 -4,1884 -4,1874 -4,1534 -4,0825 -3,9693 -3,8156 -3,6380 -3,4669 -3,3369 -3,2711 -3,2712 -3,3218 -3,4029 -3,5005 -3,6096 -3,7301 -3,8626 -4,0093 -4,1755 -4,3677 -4,5866 -4,8205 -5,0494 -5,2574 -5,4436 -5,6206 -5,8000 -5,9791 -6,1433 -6,2755 -6,3639 -6,4068 -6,4245 -6,4644 -6,5786 -6,7889 -7,0775 -7,4019 -7,7102 -7,9540 -8,1046 -8,1673 -8,1791 -8,1850 -8,2108 -8,2570 -8,3093 -8,3450 -8,3387 -8,2697 -8,1297 -7,9270 -7,6901 -7,4607 -7,2764 -7,1555 -7,0910 -7,0562 -7,0223 -6,9753 -6,9199 -6,8719 -6,8450 -6,8419 -6,8517 -6,8523 -6,8201 -6,7392 -6,6074 -6,4381 -6,2559 -6,0858 -5,9411 -5,8246 -5,7383 -5,6853 -5,6565 -5,6257 -5,5640 -5,4594 -5,3254 -5,1984 -5,1300 -5,1701 -5,3449 -5,6445 -6,0277 -6,4340 -6,7983 -7,0707 -7,2362 -7,3192 -7,3630 -7,3962 -7,4185 -7,4142 -7,3701 -7,2891 -7,1924 -7,1037 -7,0298 -6,9602 -6,8855 -6,8077 -6,7378 -6,6931 -6,6972 -6,7737 -6,9295 -7,1454 -7,3879 -7,6335 -7,8786 -8,1234 -8,3554 -8,5527 -8,6948 -8,7690 -8,7691 -8,6933 -8,5482 -8,3582 -8,1631 -8,0041 -7,9095 -7,8862 -7,9238 -8,0055 -8,1163 -8,2402 -8,3589 -8,4581 -8,5354 -8,6007 -8,6706 -8,7567 -8,8569 -8,9583 -9,0497 -9,1292 -9,2019 -9,2711 -9,3288 -9,3522 -9,3174 -9,2131 -9,0440 -8,8321 -8,6112 -8,4139
F3    0,4537 0,5922 0,6734 0,7022 0,7043 0,7091 0,7341 0,7748 0,8140 0,8472 0,8931 0,9766 1,1092 1,2824 1,4650 1,5983 1,6060 1,4339 1,0945 0,6645 0,2384 -0,1127 -0,3575 -0,5004 -0,5620 -0,5617 -0,5101 -0,4114 -0,2702 -0,0951 0,1050 0,3186 0,5248 0,6864 0,7482 0,6498 0,3608 -0,0869 -0,6032 -1,0859 -1,4702 -1,7410 -1,9147 -2,0114 -2,0322 -1,9681 -1,8328 -1,6716 -1,5307 -1,4308 -1,3709 -1,3437 -1,3494 -1,4016 -1,5203 -1,7156 -1,9767 -2,2708 -2,5445 -2,7340 -2,7942 -2,7197 -2,5295 -2,2375 -1,8494 -1,3869 -0,9114 -0,5130 -0,2640 -0,1828 -0,2490 -0,4334 -0,7032 -1,0128 -1,3030 -1,5149 -1,6141 -1,6011 -1,4960 -1,3178 -1,0799 -0,8041 -0,5302 -0,3013 -0,1364 -0,0287 0,0319 0,0453 0,0149 -0,0387 -0,0971 -0,1742 -0,3152 -0,5675 -0,9615 -1,5098 -2,1991 -2,9685 -3,7147 -4,3415 -4,8076 -5,1281 -5,3479 -5,5146 -5,6592 -5,7944 -5,9285 -6,0790 -6,2762 -6,5511 -6,9102 -7,3103 -7,6688 -7,9092 -7,9945 -7,9250 -7,7195 -7,3986 -6,9783 -6,4810 -5,9413 -5,3855 -4,8237 -4,2742 -3,7805 -3,3886 -3,1119 -2,9211 -2,7614 -2,5783 -2,3401 -2,0492 -1,7307 -1,4036 -1,0610 -0,6762 -0,2250 0,2955 0,8636 1,4397 1,9726 2,4139 2,7361 2,9367 3,0375 3,0831 3,1268 3,2071 3,3406 3,5318 3,7746 4,0407 4,2752 4,4148 4,4212 4,3085 4,1413 3,9970 3,9186 3,8961 3,8863 3,8533 3,7872 3,6898 3,5605 3,3987 3,2054 2,9821 2,7345 2,4752 2,2185 1,9736 1,7432 1,5280 1,3332 1,1717 1,0641 1,0317 1,0852 1,2189 1,4169 1,6561 1,8962 2,0763 2,1324 2,0262 1,7641 1,3884 0,9489 0,4853 0,0346 -0,3618 -0,6725 -0,8941 -1,0561 -1,2073 -1,3873 -1,6040 -1,8467 -2,1150 -2,4151 -2,7277 -2,9919 -3,1316 -3,0999 -2,8995 -2,5678 -2,1538 -1,7037 -1,2533 -0,8243 -0,4274 -0,0729 0,2157 0,4053 0,4784 0,4472 0,3472 0,2277 0,1351 0,0942 0,1027 0,1409 0,1821 0,2011 0,1826 0,1247 0,0362 -0,0710 -0,1920 -0,3283 -0,4796 -0,6422 -0,8124 -0,9772 -1,1077 -1,1737 -1,1636 -1,0858 -0,9634 -0,8234 -0,6857 -0,5608 -0,4529 -0,3565 -0,2578 -0,1506 -0,0501 0,0195 0,0444 0,0234 -0,0458 -0,1689 -0,3370 -0,5142 -0,6484 -0,6907 -0,6128 -0,4175 -0,1351 0,1914 0,5192 0,8096 1,0274 1,1470 1,1698 1,1331 1,0893 1,0713 1,0820 1,1107 1,1532 1,2193 1,3179 1,4382 1,5524 1,6343 1,6722 1,6756 1,6770 1,7176 1,8233 1,9903 2,1879 2,3709 2,4939 2,5289 2,4780 2,3718 2,2600 2,1924 2,1938 2,2512 2,3256 2,3780 2,3865 2,3462 2,2621 2,1461 2,0126 1,8790 1,7705 1,7166 1,7326 1,8108 1,9341 2,0918 2,2740 2,4607 2,6218 2,7236 2,7357 2,6394 2,4343 2,1423 1,8020 1,4525 1,1226 0,8362 0,6156 0,4748 0,4122 0,4119 0,4500 0,5111 0,6003 0,7324 0,9098 1,1129 1,3076 1,4619 1,5578 1,5954 1,5905 1,5619 1,5116 1,4259 1,3022 1,1635 1,0382 0,9380 0,8628 0,8161 0,8017 0,8028 0,7799 0,7005 0,5687 0,4224 0,3023 0,2223 0,1632 0,0899 -0,0280 -0,2015 -0,4233 -0,6797 -0,9518 -1,1980 -1,3487 -1,3377 -1,1450 -0,8092 -0,4019 0,0080 0,3761 0,6852 0,9343 1,1189 1,2235 1,2365 1,1675 1,0416 0,8782 0,6832 0,4631 0,2446 0,0664 -0,0534 -0,1340 -0,2148 -0,3269 -0,4777 -0,6528 -0,8322 -1,0040 -1,1660 -1,3190 -1,4623 -1,5934 -1,7080 -1,8051 -1,8954 -1,9952 -2,1046 -2,1930 -2,2125 -2,1264 -1,9303 -1,6551 -1,3549 -1,0810 -0,8580 -0,6834 -0,5422 -0,4167 -0,2900 -0,1485 0,0146 0,1951 0,3697 0,5002 0,5528 0,5182 0,4161 0,2788 0,1284 -0,0298 -0,1913 -0,3385 -0,4521 -0,5261 -0,5699 -0,6114 -0,6936 -0,8460 -1,0493 -1,2368 -1,3427 -1,3450 -1,2690 -1,1584 -1,0450 -0,9435 -0,8653 -0,8299 -0,8531 -0,9246 -1,0099 -1,0749 -1,1014 -1,0886 -1,0540 -1,0265 -1,0319 -1,0787 -1,1561 -1,2446 -1,3257 -1,3832 -1,4042 -1,3837 -1,3205 -1,2089 -1,0424 -0,8269 -0,5873 -0,3616 -0,1901 -0,1032 -0,1100 -0,1963 -0,3334 -0,4919 -0,6532 -0,8127 -0,9735 -1,1429 -1,3326 -1,5539 -1,8071 -2,0750 -2,3301 -2,5527 -2,7410 -2,9056 -3,0545 -3,1870 -3,2988 -3,3840 -3,4297 -3,4207 -3,3641 -3,3041 -3,3003 -3,3900 -3,5751 -3,8298 -4,1069 -4,3476 -4,5048 -4,5690 -4,5721 -4,5583 -4,5541 -4,5675 -4,5971 -4,6325 -4,6536 -4,6378 -4,5694 -4,4503 -4,3043 -4,1665 -4,0647 -4,0076 -3,9838 -3,9698 -3,9424 -3,8895 -3,8136 -3,7288 -3,6536 -3,6004 -3,5696 -3,5472 -3,5074 -3,4219 -3,2768 -3,0843 -2,8756 -2,6784 -2,5003 -2,3341 -2,1767 -2,0356 -1,9136 -1,7988 -1,6754 -1,5399 -1,4045 -1,2937 -1,2426 -1,2901 -1,4606 -1,7497 -2,1239 -2,5240 -2,8797 -3,1371 -3,2864 -3,3633 -3,4196 -3,4836 -3,5490 -3,5949 -3,6096 -3,6030 -3,6023 -3,6282 -3,6722 -3,7055 -3,7076 -3,6785 -3,6257 -3,5558 -3,4843 -3,4393 -3,4439 -3,5006 -3,5944 -3,7125 -3,8546 -4,0214 -4,2008 -4,3720 -4,5156 -4,6179 -4,6710 -4,6698 -4,6159 -4,5246 -4,4216 -4,3331 -4,2765 -4,2543 -4,2571 -4,2723 -4,2912 -4,3106 -4,3330 -4,3669 -4,4231 -4,5088 -4,6243 -4,7642 -4,9194 -5,0813 -5,2471 -5,4170 -5,5892 -5,7552 -5,8961 -5,9807 -5,9809 -5,8883 -5,7159 -5,4900 -5,2443 -5,0144
F7    0,3788 0,3458 0,3237 0,3074 0,3100 0,3481 0,4158 0,4741 0,4757 0,4057 0,2943 0,1937 0,1506 0,1937 0,3194 0,4742 0,5672 0,5249 0,3428 0,0803 -0,1818 -0,3784 -0,4832 -0,5096 -0,4860 -0,4327 -0,3532 -0,2399 -0,0904 0,0884 0,2931 0,5255 0,7773 1,0148 1,1749 1,1814 0,9887 0,6228 0,1775 -0,2430 -0,5746 -0,8033 -0,9524 -1,0563 -1,1251 -1,1468 -1,1323 -1,1286 -1,1764 -1,2769 -1,3981 -1,4964 -1,5444 -1,5523 -1,5588 -1,5975 -1,6745 -1,7720 -1,8562 -1,8835 -1,8215 -1,6694 -1,4456 -1,1639 -0,8359 -0,4991 -0,2358 -0,1464 -0,2815 -0,6018 -1,0167 -1,4451 -1,8354 -2,1463 -2,3367 -2,3797 -2,2837 -2,0857 -1,8195 -1,4986 -1,1283 -0,7240 -0,3157 0,0609 0,3711 0,5828 0,6731 0,6450 0,5426 0,4391 0,3874 0,3746 0,3331 0,1927 -0,0880 -0,5280 -1,1272 -1,8420 -2,5729 -3,2064 -3,6739 -3,9677 -4,1194 -4,1735 -4,1748 -4,1677 -4,1980 -4,3062 -4,5201 -4,8484 -5,2709 -5,7302 -6,1448 -6,4416 -6,5842 -6,5741 -6,4310 -6,1726 -5,8104 -5,3697 -4,8952 -4,4182 -3,9389 -3,4598 -3,0159 -2,6584 -2,4170 -2,2827 -2,2146 -2,1565 -2,0605 -1,9094 -1,7163 -1,4998 -1,2597 -0,9734 -0,6163 -0,1894 0,2731 0,7178 1,0920 1,3569 1,4965 1,5155 1,4396 1,3226 1,2336 1,2181 1,2829 1,4142 1,5902 1,7738 1,9107 1,9463 1,8539 1,6575 1,4246 1,2239 1,0822 0,9756 0,8602 0,7161 0,5677 0,4584 0,4114 0,4073 0,3922 0,3158 0,1663 -0,0354 -0,2630 -0,4990 -0,7374 -0,9770 -1,2125 -1,4276 -1,5943 -1,6812 -1,6715 -1,5715 -1,4030 -1,1979 -0,9996 -0,8581 -0,8174 -0,8994 -1,0929 -1,3601 -1,6590 -1,9585 -2,2366 -2,4785 -2,6822 -2,8569 -3,0213 -3,2002 -3,4077 -3,6331 -3,8604 -4,0996 -4,3796 -4,7051 -5,0281 -5,2713 -5,3804 -5,3516 -5,2161 -5,0124 -4,7679 -4,4918 -4,1800 -3,8319 -3,4662 -3,1251 -2,8632 -2,7212 -2,7048 -2,7868 -2,9221 -3,0710 -3,2153 -3,3525 -3,4814 -3,5951 -3,6804 -3,7250 -3,7295 -3,7096 -3,6885 -3,6897 -3,7288 -3,8097 -3,9278 -4,0741 -4,2326 -4,3752 -4,4695 -4,4953 -4,4542 -4,3675 -4,2692 -4,1926 -4,1581 -4,1691 -4,2147 -4,2799 -4,3545 -4,4305 -4,4946 -4,5365 -4,5640 -4,6036 -4,6838 -4,8137 -4,9752 -5,1330 -5,2474 -5,2913 -5,2632 -5,1804 -5,0594 -4,9074 -4,7315 -4,5544 -4,4164 -4,3523 -4,3662 -4,4346 -4,5316 -4,6438 -4,7622 -4,8689 -4,9351 -4,9411 -4,8981 -4,8390 -4,7889 -4,7542 -4,7288 -4,6963 -4,6290 -4,4958 -4,2872 -4,0334 -3,7932 -3,6281 -3,5810 -3,6638 -3,8540 -4,0988 -4,3279 -4,4791 -4,5253 -4,4781 -4,3718 -4,2475 -4,1458 -4,1000 -4,1275 -4,2302 -4,3958 -4,5923 -4,7712 -4,8907 -4,9364 -4,9174 -4,8460 -4,7347 -4,6074 -4,4971 -4,4313 -4,4212 -4,4579 -4,5205 -4,5847 -4,6291 -4,6410 -4,6172 -4,5561 -4,4593 -4,3413 -4,2299 -4,1528 -4,1250 -4,1387 -4,1657 -4,1755 -4,1522 -4,1016 -4,0460 -4,0065 -3,9825 -3,9493 -3,8728 -3,7313 -3,5375 -3,3364 -3,1723 -3,0614 -3,0014 -2,9973 -3,0597 -3,1836 -3,3499 -3,5570 -3,8307 -4,1853 -4,5846 -4,9481 -5,1925 -5,2754 -5,2132 -5,0700 -4,9244 -4,8344 -4,8236 -4,8903 -5,0180 -5,1627 -5,2488 -5,2046 -5,0126 -4,7223 -4,4130 -4,1491 -3,9608 -3,8435 -3,7749 -3,7453 -3,7705 -3,8670 -4,0247 -4,2108 -4,3954 -4,5675 -4,7263 -4,8636 -4,9677 -5,0469 -5,1347 -5,2660 -5,4511 -5,6663 -5,8662 -6,0121 -6,0958 -6,1329 -6,1395 -6,1203 -6,0766 -6,0131 -5,9356 -5,8538 -5,7900 -5,7734 -5,8157 -5,8928 -5,9534 -5,9505 -5,8723 -5,7467 -5,6123 -5,4846 -5,3529 -5,2041 -5,0361 -4,8541 -4,6611 -4,4581 -4,2517 -4,0614 -3,9193 -3,8569 -3,8853 -3,9883 -4,1428 -4,3454 -4,6109 -4,9381 -5,2877 -5,6024 -5,8370 -5,9750 -6,0368 -6,0759 -6,1397 -6,2214 -6,2611 -6,2054 -6,0579 -5,8663 -5,6738 -5,4960 -5,3382 -5,2143 -5,1460 -5,1426 -5,1820 -5,2230 -5,2385 -5,2232 -5,1789 -5,1121 -5,0418 -4,9948 -4,9856 -5,0034 -5,0281 -5,0496 -5,0631 -5,0604 -5,0361 -4,9853 -4,8970 -4,7628 -4,5935 -4,4179 -4,2699 -4,1860 -4,2005 -4,3224 -4,5174 -4,7198 -4,8673 -4,9363 -4,9492 -4,9522 -4,9888 -5,0878 -5,2628 -5,5096 -5,7974 -6,0715 -6,2819 -6,4137 -6,4863 -6,5325 -6,5818 -6,6549 -6,7542 -6,8572 -6,9292 -6,9543 -6,9556 -6,9804 -7,0689 -7,2397 -7,4936 -7,8117 -8,1466 -8,4327 -8,6231 -8,7144 -8,7276 -8,6793 -8,5832 -8,4605 -8,3298 -8,1935 -8,0416 -7,8632 -7,6558 -7,4328 -7,2197 -7,0417 -6,9159 -6,8444 -6,8090 -6,7848 -6,7589 -6,7294 -6,6951 -6,6528 -6,6034 -6,5551 -6,5152 -6,4776 -6,4255 -6,3500 -6,2658 -6,1979 -6,1541 -6,1159 -6,0574 -5,9711 -5,8743 -5,7917 -5,7364 -5,7070 -5,6928 -5,6752 -5,6375 -5,5878 -5,5651 -5,6175 -5,7762 -6,0396 -6,3712 -6,7152 -7,0259 -7,2878 -7,5108 -7,7071 -7,8669 -7,9598 -7,9569 -7,8546 -7,6884 -7,5211 -7,4008 -7,3330 -7,2982 -7,2845 -7,2943 -7,3278 -7,3751 -7,4341 -7,5213 -7,6530 -7,8222 -8,0001 -8,1556 -8,2696 -8,3293 -8,3255 -8,2628 -8,1674 -8,0785 -8,0278 -8,0268 -8,0723 -8,1554 -8,2503 -8,3066 -8,2675 -8,0995 -7,8123 -7,4601 -7,1179 -6,8474 -6,6769 -6,6074 -6,6266 -6,7192 -6,8725 -7,0754 -7,3149 -7,5789 -7,8582 -8,1360 -8,3830 -8,5720 -8,6890 -8,7291 -8,6976 -8,6132 -8,4951 -8,3548 -8,2039 -8,0624
