Fp1   3,6114 3,0956 2,4938 1,9519 1,5661 1,3554 1,2653 1,2081 1,1158 0,9595 0,7220 0,3833 -0,0418 -0,4774 -0,8253 -1,0108 -0,9911 -0,7678 -0,4049 -0,0038 0,3429 0,5742 0,6528 0,5599 0,3397 0,1409 0,1366 0,3787 0,7727 1,1784 1,4875 1,6311 1,5720 1,3026 0,8427 0,2499 -0,3884 -1,0007 -1,5713 -2,1230 -2,6537 -3,1043 -3,3843 -3,3987 -3,0824 -2,4730 -1,7364 -1,0943 -0,7176 -0,6397 -0,7319 -0,7992 -0,7240 -0,5084 -0,1902 0,2475 0,8666 1,6781 2,5629 3,3028 3,7125 3,7554 3,5472 3,2607 3,0178 2,8369 2,6430 2,3272 1,8110 1,0894 0,2394 -0,6216 -1,4091 -2,1012 -2,6917 -3,1362 -3,3710 -3,3856 -3,2517 -3,0704 -2,9066 -2,7723 -2,6475 -2,5065 -2,3222 -2,0499 -1,6566 -1,2030 -0,8497 -0,7535 -0,9674 -1,4279 -2,0167 -2,6281 -3,1873 -3,6440 -3,9800 -4,2228 -4,4592 -4,8155 -5,3749 -6,1117 -6,9130 -7,6315 -8,1059 -8,1808 -7,7685 -6,9068 -5,7304 -4,3617 -2,8373 -1,1465 0,6795 2,5345 4,2807 5,8080 7,0645 8,0678 8,8864 9,5867 10,1977 10,7234 11,1538 11,4569 11,5817 11,4700 11,0669 10,3433 9,3175 8,0375 6,5508 4,9155 3,2549 1,7838 0,7321 0,2004 0,0982 0,2239 0,3866 0,4647 0,4166 0,2978 0,2550 0,4472 0,9457 1,7077 2,6360 3,6412 4,6381 5,5130 6,1360 6,4193 6,3611 6,0442 5,5948 5,1174 4,6548 4,2215 3,8498 3,5553 3,2739 2,8882 2,3201 1,5888 0,8032 0,1036 -0,4089 -0,7084 -0,8334 -0,8566 -0,8498 -0,8533 -0,8541 -0,7743 -0,4940 0,0787 0,9363 1,9604 2,9592 3,7095 4,0197 3,8220 3,2097 2,3745 1,5141 0,7677 0,1799 -0,2993 -0,7852 -1,4024 -2,2138 -3,1838 -4,2096 -5,1805 -6,0043 -6,6023 -6,9114 -6,9097 -6,6546 -6,2836 -5,9512 -5,7503 -5,6716 -5,6004 -5,3645 -4,8473 -4,0896 -3,2777 -2,6143 -2,2008 -2,0278 -2,0340 -2,1543 -2,3265 -2,4762 -2,5264 -2,4351 -2,2182 -1,9533 -1,7832 -1,8787 -2,3385 -3,1066 -3,9977 -4,7990 -5,3538 -5,5970 -5,5678 -5,3768 -5,1222 -4,8367 -4,5046 -4,0972 -3,6033 -3,0388 -2,4146 -1,7049 -0,8741 0,0655 1,0362 1,9362 2,7009 3,3327 3,8797 4,3909 4,8877 5,3484 5,6989 5,8355 5,6905 5,2821 4,7032 4,0743 3,4954 3,0140 2,6303 2,3238 2,0717 1,8549 1,6478 1,4107 1,1059 0,7258 0,3125 -0,0323 -0,1799 -0,0609 0,2706 0,6598 0,9236 0,9178 0,5932 0,0208 -0,6303 -1,1607 -1,4433 -1,5011 -1,4830 -1,5459 -1,7484 -2,0368 -2,2916 -2,3742 -2,1627 -1,6038 -0,7617 0,1901 1,0355 1,5877 1,7289 1,4328 0,7841 -0,0145 -0,6858 -0,9866 -0,8034 -0,1647 0,8013 1,9175 3,0141 3,9793 4,7649 5,3616 5,7703 5,9837 6,0061 5,8834 5,6704 5,3777 4,9938 4,5343 4,0437 3,5758 3,1730 2,8353 2,5197 2,1912 1,8607 1,5668 1,3363 1,1683 1,0506 0,9975 1,0656 1,3112 1,7325 2,2579 2,7793 3,1907 3,4042 3,3444 2,9615 2,2863 1,4666 0,7291 0,2917 0,2808 0,6780 1,3152 1,9381 2,3177 2,3415 2,0395 1,5485 1,0469 0,6886 0,5544 0,6374 0,8622 1,1287 1,3669 1,5687 1,7667 2,0019 2,3170 2,7349 3,2014 3,5588 3,5979 3,1641 2,2504 1,0102 -0,3093 -1,4585 -2,2626 -2,6620 -2,7097 -2,5362 -2,3064 -2,1804 -2,2679 -2,5871 -3,0639 -3,5683 -3,9608 -4,1455 -4,1122 -3,9295 -3,7028 -3,5487 -3,5685 -3,7911 -4,1379 -4,4650 -4,6359 -4,5626 -4,2222 -3,6784 -3,0913 -2,6560 -2,4911 -2,5843 -2,8381 -3,1468 -3,4533 -3,7602 -4,0892 -4,4395 -4,7843 -5,0891 -5,3200 -5,4337 -5,3562 -4,9920 -4,2776 -3,2376 -2,0044 -0,7951 0,1508 0,6514 0,6440 0,2027 -0,5001 -1,2756 -1,9922 -2,6028 -3,1416 -3,6963 -4,3516 -5,1343 -5,9991 -6,8397 -7,5059 -7,8494 -7,7878 -7,3359 -6,5905 -5,7056 -4,8696 -4,2585 -3,9710 -3,9997 -4,2571 -4,6305 -5,0318 -5,4064 -5,7144 -5,9326 -6,0771 -6,1981 -6,3454 -6,5458 -6,7890 -7,0164 -7,1405 -7,1002 -6,8998 -6,6006 -6,2938 -6,0685 -5,9618 -5,9243 -5,8455 -5,6264 -5,2377 -4,7211 -4,1518 -3,6132 -3,1882 -2,9334 -2,8377 -2,8184 -2,7707 -2,6218 -2,3533 -2,0047 -1,6702 -1,4758 -1,5362 -1,9178 -2,6204 -3,5637 -4,5907 -5,5185 -6,2192 -6,6681 -6,9321 -7,1306 -7,3899 -7,7898 -8,3280 -8,9192 -9,4215 -9,6766 -9,5640 -9,0504 -8,2008 -7,1454 -6,0232 -4,9425 -3,9786 -3,1787 -2,5504 -2,0555 -1,6297 -1,2185 -0,7978 -0,3690 0,0550 0,4508 0,7712 0,9547 0,9747 0,8737 0,7395 0,6525 0,6616 0,7866 1,0020 1,2109 1,2774 1,1139 0,7381 0,2464 -0,2625 -0,7381 -1,1806 -1,6384 -2,1933 -2,9094 -3,7825 -4,7334 -5,6362 -6,3619 -6,8227 -7,0001 -6,9476 -6,7758 -6,6231 -6,6204 -6,8581 -7,3518 -8,0272 -8,7569 -9,4259 -9,9627 -10,3256 -10,4948 -10,4979 -10,4127 -10,3216 -10,2756 -10,3006 -10,4111 -10,6068 -10,8750 -11,1910 -11,5187 -11,8241 -12,0950 -12,3351 -12,5286 -12,6008 -12,4350 -11,9535 -11,1780 -10,2136 -9,1813 -8,1570 -7,1594 -6,1890 -5,2787 -4,5028 -3,9372 -3,6271 -3,5923 -3,8441 -4,3903 -5,2342 -6,3678 -7,7571 -9,3131 -10,8680 -12,2046 -13,1497 -13,6601 -13,8217 -13,7673 -13,6101 -13,4466 -13,3703 -13,4380 -13,6287 -13,8543 -14,0103 -14,0184 -13,8364 -13,4658 -12,9735 -12,4879 -12,1331 -11,9482 -11,8646 -11,7476 -11,4562 -10,9028 -10,1018 -9,1834 -8,3429 -7,7450
Fz    1,8625 1,4303 0,9342 0,5026 0,2381 0,1782 0,2836 0,4576 0,5904 0,6033 0,4649 0,1915 -0,1482 -0,4474 -0,6098 -0,5927 -0,4094 -0,1180 0,1942 0,4428 0,5767 0,5839 0,4803 0,3053 0,1347 0,0817 0,2362 0,5882 1,0286 1,4230 1,6727 1,7298 1,5929 1,3000 0,9098 0,4813 0,0601 -0,3328 -0,7085 -1,0911 -1,4827 -1,8507 -2,1426 -2,2964 -2,2606 -2,0366 -1,6952 -1,3424 -1,0718 -0,9224 -0,8578 -0,7976 -0,6815 -0,4949 -0,2354 0,1238 0,6190 1,2409 1,8958 2,4333 2,7278 2,7506 2,5797 2,3495 2,1781 2,1114 2,1113 2,0869 1,9421 1,6152 1,1060 0,4754 -0,1934 -0,8310 -1,3784 -1,7760 -1,9851 -2,0234 -1,9642 -1,8953 -1,8761 -1,9199 -2,0011 -2,0740 -2,0877 -1,9970 -1,7871 -1,5058 -1,2557 -1,1359 -1,1900 -1,3965 -1,6970 -2,0261 -2,3178 -2,5110 -2,5781 -2,5531 -2,5277 -2,6099 -2,8632 -3,2729 -3,7610 -4,2197 -4,5337 -4,6035 -4,3867 -3,9215 -3,2959 -2,5845 -1,8086 -0,9481 0,0113 1,0426 2,0799 3,0447 3,8716 4,5281 5,0210 5,3784 5,6242 5,7707 5,8277 5,8056 5,7085 5,5259 5,2314 4,7968 4,2075 3,4651 2,5861 1,6130 0,6362 -0,1995 -0,7433 -0,9226 -0,7878 -0,4730 -0,1168 0,1912 0,4171 0,5791 0,7471 1,0161 1,4475 2,0327 2,7138 3,4217 4,0807 4,5995 4,8916 4,9161 4,7009 4,3356 3,9411 3,6220 3,4239 3,3297 3,2844 3,2105 3,0191 2,6444 2,0798 1,3855 0,6679 0,0389 -0,4309 -0,7383 -0,9356 -1,0918 -1,2532 -1,4309 -1,6008 -1,7029 -1,6578 -1,4107 -0,9722 -0,4213 0,1228 0,5297 0,6914 0,5683 0,2108 -0,2724 -0,7703 -1,2129 -1,5889 -1,9374 -2,3252 -2,8161 -3,4346 -4,1489 -4,8897 -5,5863 -6,1846 -6,6374 -6,8998 -6,9492 -6,8162 -6,5887 -6,3769 -6,2628 -6,2600 -6,2999 -6,2672 -6,0741 -5,7224 -5,3024 -4,9274 -4,6678 -4,5341 -4,4976 -4,5152 -4,5394 -4,5196 -4,4140 -4,2112 -3,9403 -3,6682 -3,4980 -3,5424 -3,8566 -4,3846 -4,9810 -5,4903 -5,8105 -5,9116 -5,8343 -5,6664 -5,4904 -5,3402 -5,2028 -5,0423 -4,8248 -4,5345 -4,1679 -3,7218 -3,2032 -2,6498 -2,1287 -1,7068 -1,4129 -1,2177 -1,0511 -0,8405 -0,5392 -0,1436 0,2926 0,6702 0,8924 0,9138 0,7513 0,4613 0,1044 -0,2799 -0,6707 -1,0505 -1,4025 -1,7168 -1,9937 -2,2406 -2,4633 -2,6560 -2,7973 -2,8540 -2,7958 -2,6210 -2,3754 -2,1478 -2,0451 -2,1482 -2,4674 -2,9347 -3,4373 -3,8627 -4,1454 -4,3005 -4,4097 -4,5563 -4,7646 -4,9922 -5,1600 -5,1831 -4,9920 -4,5632 -3,9484 -3,2645 -2,6445 -2,1938 -1,9794 -2,0272 -2,3025 -2,6923 -3,0313 -3,1737 -3,0532 -2,6893 -2,1574 -1,5581 -0,9846 -0,4928 -0,0935 0,2284 0,4914 0,7012 0,8580 0,9724 1,0480 1,0537 0,9423 0,6942 0,3357 -0,0741 -0,4727 -0,8281 -1,1460 -1,4399 -1,7046 -1,9227 -2,0854 -2,1959 -2,2537 -2,2393 -2,1214 -1,8833 -1,5467 -1,1681 -0,8157 -0,5491 -0,4183 -0,4735 -0,7518 -1,2308 -1,8014 -2,3023 -2,5898 -2,5976 -2,3645 -2,0208 -1,7347 -1,6404 -1,7873 -2,1262 -2,5393 -2,8937 -3,0876 -3,0776 -2,8843 -2,5779 -2,2508 -1,9804 -1,7957 -1,6731 -1,5600 -1,3985 -1,1555 -0,8611 -0,6203 -0,5748 -0,8311 -1,3998 -2,1898 -3,0549 -3,8485 -4,4647 -4,8609 -5,0585 -5,1233 -5,1435 -5,2089 -5,3819 -5,6675 -6,0149 -6,3488 -6,5968 -6,7128 -6,6983 -6,5990 -6,4783 -6,3976 -6,4021 -6,4939 -6,6172 -6,6874 -6,6336 -6,4200 -6,0547 -5,6030 -5,1886 -4,9449 -4,9395 -5,1428 -5,4630 -5,8021 -6,0973 -6,3324 -6,5143 -6,6493 -6,7448 -6,8120 -6,8514 -6,8380 -6,7156 -6,4122 -5,8787 -5,1249 -4,2328 -3,3474 -2,6448 -2,2777 -2,3181 -2,7281 -3,3815 -4,1237 -4,8297 -5,4327 -5,9291 -6,3674 -6,8175 -7,3298 -7,9086 -8,5008 -9,0053 -9,3115 -9,3467 -9,0979 -8,6066 -7,9603 -7,2820 -6,7010 -6,3093 -6,1337 -6,1398 -6,2622 -6,4409 -6,6358 -6,8154 -6,9575 -7,0629 -7,1546 -7,2584 -7,3888 -7,5380 -7,6647 -7,7075 -7,6242 -7,4209 -7,1484 -6,8789 -6,6739 -6,5513 -6,4737 -6,3697 -6,1748 -5,8621 -5,4462 -4,9695 -4,4944 -4,0978 -3,8433 -3,7418 -3,7437 -3,7697 -3,7517 -3,6582 -3,5017 -3,3376 -3,2513 -3,3314 -3,6358 -4,1689 -4,8706 -5,6276 -6,3124 -6,8349 -7,1743 -7,3756 -7,5250 -7,7154 -8,0084 -8,4095 -8,8668 -9,2889 -9,5723 -9,6363 -9,4518 -9,0484 -8,4993 -7,8903 -7,2946 -6,7642 -6,3264 -5,9784 -5,6923 -5,4319 -5,1685 -4,8888 -4,5942 -4,2996 -4,0311 -3,8254 -3,7153 -3,7016 -3,7402 -3,7640 -3,7217 -3,6000 -3,4194 -3,2259 -3,0901 -3,0859 -3,2468 -3,5392 -3,8844 -4,2067 -4,4673 -4,6723 -4,8717 -5,1389 -5,5300 -6,0534 -6,6715 -7,3147 -7,8967 -8,3378 -8,5905 -8,6551 -8,5867 -8,4814 -8,4416 -8,5401 -8,7969 -9,1753 -9,6032 -10,0077 -10,3340 -10,5459 -10,6279 -10,6013 -10,5239 -10,4591 -10,4452 -10,4934 -10,5983 -10,7474 -10,9298 -11,1360 -11,3505 -11,5572 -11,7476 -11,9148 -12,0367 -12,0615 -11,9194 -11,5679 -11,0275 -10,3738 -9,6956 -9,0501 -8,4466 -7,8698 -7,3187 -6,8197 -6,4092 -6,1189 -5,9791 -6,0207 -6,2679 -6,7325 -7,4097 -8,2696 -9,2417 -10,2075 -11,0235 -11,5811 -11,8616 -11,9378 -11,9207 -11,9093 -11,9809 -12,1917 -12,5521 -13,0055 -13,4507 -13,7923 -13,9754 -13,9870 -13,8492 -13,6149 -13,3564 -13,1327 -12,9547 -12,7770 -12,5208 -12,1092 -11,5050 -10,7349 -9,8872 -9,0810 -8,4218
F3    1,4109 0,8493 0,2471 -0,2460 -0,5332 -0,6103 -0,5552 -0,4773 -0,4554 -0,5126 -0,6448 -0,8446 -1,0773 -1,2670 -1,3367 -1,2469 -0,9970 -0,6229 -0,1930 0,2153 0,5372 0,7284 0,7695 0,6720 0,4986 0,3771 0,4382 0,7090 1,0922 1,4525 1,6966 1,7884 1,7318 1,5498 1,2681 0,9207 0,5617 0,2431 -0,0210 -0,2539 -0,4731 -0,6704 -0,8316 -0,9381 -0,9637 -0,9063 -0,8067 -0,7261 -0,7241 -0,8221 -0,9599 -1,0315 -0,9781 -0,8098 -0,5440 -0,1616 0,3660 1,0183 1,6925 2,2385 2,5474 2,6146 2,5242 2,3779 2,2391 2,1137 1,9594 1,7159 1,3464 0,8623 0,3226 -0,1959 -0,6525 -1,0538 -1,3978 -1,6391 -1,7322 -1,6880 -1,5700 -1,4474 -1,3591 -1,3098 -1,2842 -1,2549 -1,1773 -0,9938 -0,6699 -0,2455 0,1665 0,4470 0,5320 0,4295 0,1986 -0,0934 -0,4014 -0,7042 -0,9950 -1,2779 -1,5837 -1,9739 -2,4875 -3,0885 -3,6897 -4,2024 -4,5363 -4,5941 -4,3178 -3,7356 -2,9394 -2,0171 -1,0078 0,0932 1,2885 2,5332 3,7309 4,7701 5,5691 6,1144 6,4651 6,7009 6,8685 6,9883 7,0793 7,1549 7,2064 7,1956 7,0600 6,7409 6,2178 5,5088 4,6475 3,6791 2,6906 1,8383 1,2919 1,1150 1,2187 1,4452 1,6772 1,8694 2,0240 2,1816 2,4147 2,7855 3,2900 3,8524 4,3864 4,8575 5,2699 5,6080 5,8230 5,8726 5,7538 5,5070 5,1977 4,8835 4,5902 4,3294 4,1202 3,9550 3,7537 3,4010 2,8324 2,0804 1,2579 0,5038 -0,0774 -0,4477 -0,6329 -0,6984 -0,7176 -0,7470 -0,8038 -0,8478 -0,7953 -0,5734 -0,1698 0,3592 0,9072 1,3292 1,4777 1,2842 0,8081 0,1915 -0,4234 -0,9530 -1,3902 -1,7748 -2,1549 -2,5722 -3,0523 -3,5900 -4,1548 -4,7156 -5,2452 -5,7004 -6,0189 -6,1555 -6,1227 -5,9922 -5,8529 -5,7654 -5,7440 -5,7511 -5,7056 -5,5364 -5,2493 -4,9274 -4,6604 -4,4872 -4,4019 -4,3833 -4,4079 -4,4508 -4,4803 -4,4606 -4,3682 -4,2082 -4,0258 -3,9081 -3,9551 -4,2197 -4,6591 -5,1453 -5,5302 -5,7114 -5,6607 -5,4311 -5,1304 -4,8479 -4,6039 -4,3718 -4,1227 -3,8496 -3,5699 -3,3045 -3,0518 -2,7914 -2,5155 -2,2493 -2,0318 -1,8733 -1,7338 -1,5503 -1,2776 -0,9010 -0,4367 0,0583 0,4895 0,7666 0,8483 0,7533 0,5416 0,2821 0,0208 -0,2286 -0,4683 -0,6936 -0,8888 -1,0450 -1,1824 -1,3476 -1,5833 -1,8954 -2,2362 -2,5177 -2,6663 -2,6775 -2,6174 -2,5799 -2,6390 -2,8065 -3,0239 -3,1996 -3,2596 -3,1905 -3,0623 -3,0015 -3,1141 -3,4170 -3,8326 -4,2312 -4,4806 -4,4886 -4,2340 -3,7767 -3,2349 -2,7394 -2,3907 -2,2418 -2,3011 -2,5337 -2,8495 -3,1124 -3,1953 -3,0408 -2,6731 -2,1678 -1,6223 -1,1267 -0,7311 -0,4393 -0,2316 -0,0909 -0,0186 -0,0165 -0,0602 -0,1229 -0,2147 -0,3664 -0,5947 -0,8987 -1,2575 -1,6314 -1,9932 -2,3523 -2,7262 -3,1041 -3,4491 -3,7240 -3,9026 -3,9656 -3,8932 -3,6664 -3,2884 -2,8101 -2,3231 -1,9169 -1,6423 -1,5165 -1,5560 -1,7826 -2,1841 -2,6812 -3,1445 -3,4472 -3,5196 -3,3810 -3,1333 -2,9133 -2,8354 -2,9507 -3,2265 -3,5602 -3,8273 -3,9368 -3,8615 -3,6359 -3,3329 -3,0350 -2,8018 -2,6453 -2,5337 -2,4119 -2,2221 -1,9343 -1,5864 -1,2932 -1,1996 -1,4047 -1,9052 -2,6034 -3,3632 -4,0635 -4,6285 -5,0374 -5,3133 -5,4999 -5,6460 -5,8010 -6,0030 -6,2524 -6,5108 -6,7274 -6,8576 -6,8766 -6,7927 -6,6417 -6,4654 -6,3053 -6,2028 -6,1784 -6,2141 -6,2671 -6,2941 -6,2623 -6,1582 -6,0037 -5,8656 -5,8241 -5,9129 -6,0940 -6,2936 -6,4562 -6,5780 -6,6986 -6,8576 -7,0597 -7,2742 -7,4564 -7,5643 -7,5619 -7,4099 -7,0648 -6,5047 -5,7575 -4,9055 -4,0728 -3,4027 -3,0165 -2,9651 -3,2089 -3,6459 -4,1638 -4,6735 -5,1200 -5,4897 -5,8120 -6,1391 -6,5126 -6,9410 -7,3897 -7,7833 -8,0372 -8,1026 -7,9834 -7,7166 -7,3551 -6,9708 -6,6492 -6,4558 -6,4051 -6,4667 -6,6000 -6,7803 -6,9958 -7,2255 -7,4345 -7,5926 -7,6866 -7,7193 -7,7099 -7,6869 -7,6625 -7,6162 -7,5164 -7,3536 -7,1511 -6,9544 -6,8047 -6,7072 -6,6207 -6,4822 -6,2470 -5,9122 -5,5116 -5,0959 -4,7198 -4,4358 -4,2771 -4,2315 -4,2411 -4,2357 -4,1685 -4,0278 -3,8302 -3,6164 -3,4513 -3,4126 -3,5651 -3,9356 -4,4936 -5,1486 -5,7804 -6,2926 -6,6511 -6,8860 -7,0699 -7,2854 -7,5838 -7,9569 -8,3401 -8,6382 -8,7599 -8,6521 -8,3159 -7,7994 -7,1762 -6,5176 -5,8705 -5,2587 -4,7009 -4,2174 -3,8178 -3,4884 -3,1981 -2,9194 -2,6437 -2,3836 -2,1721 -2,0616 -2,0965 -2,2703 -2,5144 -2,7322 -2,8447 -2,8173 -2,6611 -2,4248 -2,1895 -2,0434 -2,0377 -2,1659 -2,3866 -2,6563 -2,9416 -3,2234 -3,5087 -3,8292 -4,2152 -4,6697 -5,1676 -5,6678 -6,1270 -6,5123 -6,8043 -6,9975 -7,1116 -7,1979 -7,3191 -7,5201 -7,8116 -8,1706 -8,5566 -8,9310 -9,2602 -9,5086 -9,6440 -9,6642 -9,6100 -9,5403 -9,5041 -9,5358 -9,6569 -9,8722 -10,1732 -10,5380 -10,9293 -11,3019 -11,6148 -11,8322 -11,9194 -11,8330 -11,5323 -11,0194 -10,3633 -9,6669 -9,0084 -8,4091 -7,8452 -7,2844 -6,7181 -6,1735 -5,7035 -5,3676 -5,2133 -5,2656 -5,5328 -6,0186 -6,7167 -7,5891 -8,5523 -9,4827 -10,2491 -10,7667 -11,0351 -11,1220 -11,1131 -11,0824 -11,0958 -11,2074 -11,4299 -11,7173 -11,9862 -12,1547 -12,1695 -12,0152 -11,7119 -11,3118 -10,8895 -10,5129 -10,2113 -9,9640 -9,7144 -9,3962 -8,9622 -8,4086 -7,7827 -7,1655 -6,6382
F7    -0,1674 -0,0802 -0,0063 0,0371 0,0731 0,1484 0,2909 0,4664 0,5909 0,5978 0,4851 0,3112 0,1649 0,1255 0,2237 0,4251 0,6434 0,7860 0,8023 0,6904 0,4618 0,1235 -0,2925 -0,6948 -0,9467 -0,9317 -0,6250 -0,1126 0,4594 0,9564 1,2931 1,4440 1,4416 1,3455 1,1852 0,9467 0,6193 0,2234 -0,2091 -0,6394 -1,0115 -1,2760 -1,4248 -1,4829 -1,4828 -1,4491 -1,3805 -1,2517 -1,0575 -0,8395 -0,6497 -0,5042 -0,3785 -0,2339 -0,0524 0,1557 0,3776 0,6099 0,8289 0,9662 0,9254 0,6443 0,1617 -0,3759 -0,7963 -1,0024 -0,9938 -0,8215 -0,5611 -0,3085 -0,1540 -0,1456 -0,2857 -0,5391 -0,8284 -1,0606 -1,1819 -1,2004 -1,1599 -1,0980 -1,0208 -0,9042 -0,7135 -0,4136 0,0292 0,6017 1,2020 1,6915 1,9916 2,1101 2,0893 1,9480 1,6771 1,2698 0,7378 0,1124 -0,5610 -1,2400 -1,8927 -2,4902 -2,9975 -3,3784 -3,6110 -3,6951 -3,6302 -3,4066 -3,0340 -2,5539 -2,0041 -1,3900 -0,6894 0,1289 1,0791 2,1360 3,2381 4,3152 5,3088 6,1623 6,8106 7,2007 7,3255 7,2407 7,0481 6,8539 6,7232 6,6563 6,6072 6,5237 6,3655 6,1083 5,7554 5,3392 4,8991 4,4616 4,0402 3,6412 3,2758 2,9772 2,8034 2,8157 3,0331 3,3989 3,8036 4,1430 4,3548 4,4273 4,4004 4,3435 4,3084 4,3029 4,3030 4,2745 4,1828 4,0009 3,7313 3,4342 3,2071 3,0991 3,0512 2,9411 2,6775 2,2466 1,6942 1,0823 0,4603 -0,1393 -0,6985 -1,2166 -1,7044 -2,1618 -2,5648 -2,8630 -2,9878 -2,8952 -2,6171 -2,2549 -1,9175 -1,6665 -1,4931 -1,3367 -1,1422 -0,9109 -0,7063 -0,6091 -0,6637 -0,8643 -1,1742 -1,5470 -1,9455 -2,3517 -2,7532 -3,1300 -3,4710 -3,7991 -4,1608 -4,5765 -5,0008 -5,3434 -5,5341 -5,5672 -5,4975 -5,3982 -5,3099 -5,2250 -5,1165 -4,9696 -4,7933 -4,6141 -4,4590 -4,3311 -4,2004 -4,0314 -3,8269 -3,6359 -3,5141 -3,4787 -3,5013 -3,5443 -3,6127 -3,7695 -4,0861 -4,5720 -5,1455 -5,6748 -6,0576 -6,2630 -6,3059 -6,2124 -6,0241 -5,8056 -5,6132 -5,4582 -5,3047 -5,0871 -4,7391 -4,2352 -3,6032 -2,9040 -2,2176 -1,6231 -1,1628 -0,8353 -0,6144 -0,4479 -0,2552 0,0401 0,4586 0,9442 1,3911 1,6955 1,7896 1,6542 1,3277 0,8957 0,4452 0,0259 -0,3446 -0,6613 -0,9310 -1,1659 -1,3632 -1,5029 -1,5691 -1,5703 -1,5563 -1,6032 -1,7489 -1,9489 -2,1211 -2,2214 -2,2526 -2,2231 -2,1342 -1,9980 -1,8437 -1,7114 -1,6485 -1,7032 -1,8990 -2,2070 -2,5478 -2,8249 -2,9680 -2,9601 -2,8325 -2,6361 -2,4194 -2,2189 -2,0530 -1,9269 -1,8461 -1,8105 -1,7930 -1,7447 -1,6285 -1,4453 -1,2326 -1,0449 -0,9303 -0,9062 -0,9454 -0,9940 -1,0019 -0,9326 -0,7713 -0,5404 -0,2923 -0,0833 0,0424 0,0614 -0,0287 -0,2102 -0,4468 -0,6997 -0,9587 -1,2490 -1,5930 -1,9698 -2,3200 -2,5829 -2,7178 -2,7013 -2,5267 -2,2146 -1,8215 -1,4314 -1,1226 -0,9292 -0,8309 -0,7940 -0,8252 -0,9663 -1,2279 -1,5519 -1,8498 -2,0638 -2,1814 -2,2206 -2,2244 -2,2538 -2,3606 -2,5561 -2,8007 -3,0234 -3,1623 -3,1946 -3,1348 -3,0090 -2,8367 -2,6361 -2,4321 -2,2467 -2,0873 -1,9485 -1,8104 -1,6497 -1,4703 -1,3250 -1,2986 -1,4594 -1,8177 -2,3235 -2,8877 -3,4082 -3,8046 -4,0501 -4,1694 -4,2037 -4,1842 -4,1413 -4,1194 -4,1579 -4,2652 -4,4212 -4,5998 -4,7845 -4,9631 -5,1097 -5,1833 -5,1569 -5,0440 -4,8864 -4,7252 -4,5930 -4,5137 -4,4932 -4,5190 -4,5811 -4,6855 -4,8306 -4,9699 -5,0219 -4,9269 -4,6950 -4,4095 -4,1868 -4,1124 -4,1976 -4,3906 -4,6195 -4,8236 -4,9589 -4,9871 -4,8728 -4,6013 -4,1959 -3,7135 -3,2349 -2,8550 -2,6580 -2,6732 -2,8538 -3,1121 -3,3768 -3,6187 -3,8446 -4,0808 -4,3515 -4,6639 -5,0071 -5,3515 -5,6464 -5,8307 -5,8658 -5,7672 -5,5971 -5,4217 -5,2797 -5,1876 -5,1539 -5,1781 -5,2487 -5,3505 -5,4711 -5,6127 -5,7926 -6,0149 -6,2462 -6,4286 -6,5077 -6,4537 -6,2812 -6,0517 -5,8380 -5,6778 -5,5693 -5,5019 -5,4793 -5,5129 -5,5999 -5,7122 -5,8055 -5,8332 -5,7582 -5,5706 -5,3011 -5,0170 -4,8004 -4,7165 -4,7770 -4,9248 -5,0632 -5,1120 -5,0418 -4,8689 -4,6288 -4,3575 -4,0947 -3,8890 -3,7865 -3,8063 -3,9289 -4,1052 -4,2740 -4,3863 -4,4325 -4,4463 -4,4814 -4,5855 -4,7746 -5,0187 -5,2469 -5,3697 -5,3096 -5,0363 -4,5868 -4,0468 -3,5078 -3,0286 -2,6202 -2,2572 -1,9082 -1,5667 -1,2559 -1,0040 -0,8180 -0,6796 -0,5593 -0,4393 -0,3343 -0,2894 -0,3446 -0,4940 -0,6860 -0,8551 -0,9509 -0,9539 -0,8722 -0,7307 -0,5692 -0,4395 -0,3869 -0,4331 -0,5797 -0,8182 -1,1288 -1,4776 -1,8311 -2,1718 -2,4956 -2,7991 -3,0731 -3,3070 -3,4962 -3,6482 -3,7754 -3,8860 -3,9900 -4,1076 -4,2561 -4,4359 -4,6407 -4,8753 -5,1533 -5,4763 -5,8140 -6,1042 -6,2837 -6,3309 -6,2802 -6,1911 -6,1099 -6,0606 -6,0566 -6,1111 -6,2462 -6,4772 -6,7781 -7,0783 -7,2993 -7,3910 -7,3366 -7,1355 -6,7990 -6,3741 -5,9529 -5,6324 -5,4510 -5,3605 -5,2529 -5,0259 -4,6392 -4,1284 -3,5860 -3,1317 -2,8719 -2,8622 -3,1045 -3,5727 -4,2226 -4,9866 -5,7770 -6,4987 -7,0649 -7,4233 -7,5780 -7,5786 -7,4919 -7,3888 -7,3414 -7,3970 -7,5440 -7,7100 -7,8031 -7,7595 -7,5681 -7,2636 -6,9004 -6,5265 -6,1739 -5,8636 -5,6120 -5,4279 -5,3027 -5,1963 -5,0451 -4,7954 -4,4319 -3,9824 -3,5079
