Fp1   -0,1347 -0,2519 -0,3429 -0,3900 -0,4073 -0,4210 -0,4386 -0,4434 -0,4161 -0,3521 -0,2564 -0,1303 0,0311 0,2345 0,4755 0,7256 0,9334 1,0465 1,0348 0,8960 0,6470 0,3195 -0,0381 -0,3680 -0,6229 -0,7810 -0,8485 -0,8490 -0,8109 -0,7574 -0,7009 -0,6434 -0,5842 -0,5266 -0,4771 -0,4379 -0,3965 -0,3268 -0,2090 -0,0408 0,1650 0,3848 0,5948 0,7770 0,9085 0,9621 0,9311 0,8450 0,7585 0,7329 0,8069 0,9634 1,1404 1,2785 1,3468 1,3419 1,2821 1,1930 1,0932 0,9958 0,9166 0,8628 0,8153 0,7378 0,6020 0,4001 0,1483 -0,1217 -0,3813 -0,6141 -0,8133 -0,9866 -1,1560 -1,3355 -1,5194 -1,6971 -1,8651 -2,0169 -2,1352 -2,2032 -2,2210 -2,2099 -2,2020 -2,2267 -2,3028 -2,4396 -2,6411 -2,9003 -3,1853 -3,4412 -3,6167 -3,6959 -3,7029 -3,6803 -3,6609 -3,6557 -3,6639 -3,6930 -3,7567 -3,8563 -3,9738 -4,0842 -4,1680 -4,2173 -4,2291 -4,1974 -4,1216 -4,0138 -3,8907 -3,7648 -3,6420 -3,5283 -3,4386 -3,3944 -3,4094 -3,4722 -3,5413 -3,5599 -3,4901 -3,3345 -3,1328 -2,9446 -2,8276 -2,8116 -2,8824 -2,9930 -3,0989 -3,1840 -3,2510 -3,3029 -3,3417 -3,3754 -3,4215 -3,5059 -3,6572 -3,8944 -4,2101 -4,5582 -4,8672 -5,0728 -5,1475 -5,1069 -4,9859 -4,8075 -4,5794 -4,3131 -4,0325 -3,7627 -3,5123 -3,2649 -2,9981 -2,7137 -2,4368 -2,1936 -1,9996 -1,8536 -1,7320 -1,5959 -1,4046 -1,1262 -0,7471 -0,2802 0,2350 0,7447 1,1946 1,5361 1,7422 1,8303 1,8570 1,8817 1,9418 2,0498 2,1917 2,3295 2,4206 2,4348 2,3643 2,2326 2,0792 1,9262 1,7742 1,6290 1,5065 1,4115 1,3243 1,2138 1,0625 0,8743 0,6615 0,4409 0,2384 0,0718 -0,0640 -0,1883 -0,3309 -0,5305 -0,8082 -1,1439 -1,4839 -1,7636 -1,9337 -1,9796 -1,9189 -1,7833 -1,6048 -1,4073 -1,2011 -0,9847 -0,7527 -0,5033 -0,2514 -0,0349 0,1067 0,1581 0,1311 0,0502 -0,0638 -0,1878 -0,2834 -0,3124 -0,2653 -0,1576 -0,0034 0,1800 0,3501 0,4485 0,4335 0,3028 0,1013 -0,0919 -0,2083 -0,2341 -0,2159 -0,2328 -0,3545 -0,5967 -0,9031 -1,1787 -1,3515 -1,4098 -1,3867 -1,3242 -1,2688 -1,2857 -1,4413 -1,7669 -2,2458 -2,8170 -3,3783 -3,8137 -4,0491 -4,0911 -4,0108 -3,8905 -3,7869 -3,7248 -3,6945 -3,6604 -3,5902 -3,4724 -3,3101 -3,1105 -2,8799 -2,6279 -2,3774 -2,1674 -2,0359 -1,9976 -2,0375 -2,1253 -2,2349 -2,3607 -2,5134 -2,6967 -2,8913 -3,0632 -3,1821 -3,2310 -3,2069 -3,1191 -2,9867 -2,8311 -2,6672 -2,5044 -2,3600 -2,2570 -2,1975 -2,1528 -2,0907 -1,9966 -1,8661 -1,6994 -1,5142 -1,3568 -1,2886 -1,3464 -1,5171 -1,7539 -2,0041 -2,2211 -2,3670 -2,4245 -2,4092 -2,3605 -2,3152 -2,3000 -2,3350 -2,4204 -2,5200 -2,5813 -2,5715 -2,4934 -2,3803 -2,2797 -2,2307 -2,2471 -2,3102 -2,3715 -2,3721 -2,2730 -2,0709 -1,7924 -1,4758 -1,1591 -0,8781 -0,6700 -0,5643 -0,5618 -0,6313 -0,7302 -0,8212 -0,8750 -0,8752 -0,8295 -0,7697 -0,7325 -0,7365 -0,7730 -0,8159 -0,8363 -0,8126 -0,7373 -0,6166 -0,4649 -0,3097 -0,1959 -0,1594 -0,1985 -0,2810 -0,3612 -0,3907 -0,3400 -0,2169 -0,0602 0,0790 0,1563 0,1485 0,0581 -0,0905 -0,2597 -0,4154 -0,5469 -0,6647 -0,7794 -0,8889 -0,9893 -1,0831 -1,1665 -1,2264 -1,2589 -1,2786 -1,2993 -1,3103 -1,2846 -1,2142 -1,1220 -1,0362 -0,9651 -0,9039 -0,8477 -0,7912 -0,7352 -0,6996 -0,7244 -0,8474 -1,0791 -1,4038 -1,7928 -2,2008 -2,5546 -2,7662 -2,7681 -2,5553 -2,1946 -1,7819 -1,3915 -1,0648 -0,8192 -0,6477 -0,5226 -0,4114 -0,2967 -0,1894 -0,1229 -0,1246 -0,1899 -0,2769 -0,3182 -0,2454 -0,0136 0,3831 0,9061 1,4821 2,0334 2,5084 2,8902 3,1827 3,3957 3,5425 3,6402 3,6960 3,6995 3,6368 3,5078 3,3227 3,0860 2,7933 2,4507 2,0925 1,7736 1,5420 1,4112 1,3523 1,3193 1,2775 1,2015 1,0685 0,8676 0,6055 0,3055 0,0088 -0,2346 -0,3841 -0,4226 -0,3634 -0,2524 -0,1506 -0,0961 -0,0853 -0,0931 -0,1012 -0,1055 -0,1069 -0,1028 -0,0870 -0,0532 -0,0009 0,0640 0,1394 0,2310 0,3427 0,4684 0,5912 0,6792 0,6948 0,6273 0,5184 0,4493 0,4913 0,6658 0,9444 1,2750 1,5954 1,8424 1,9720 1,9788 1,8967 1,7820 1,6901 1,6528 1,6705 1,7293 1,8206 1,9333 2,0370 2,0882 2,0605 1,9655 1,8438 1,7338 1,6473 1,5672 1,4668 1,3357 1,1893 1,0598 0,9760 0,9539 1,0103 1,1659 1,4163 1,7245 2,0463 2,3420 2,5745 2,7146 2,7584 2,7385 2,7040 2,6873 2,6929 2,7062 2,7013 2,6462 2,5168 2,3139 2,0638 1,8018 1,5646 1,3871 1,2862 1,2460 1,2313 1,2159 1,1911 1,1576 1,1285 1,1348 1,2070 1,3553 1,5747 1,8539 2,1733 2,4973 2,7740 2,9505 3,0030 2,9523 2,8518 2,7618 2,7248 2,7545 2,8377 2,9386 3,0087 3,0177 2,9760 2,9124 2,8438 2,7791 2,7331 2,7126 2,6935 2,6276 2,4753 2,2324 1,9346 1,6413 1,4002 1,2211 1,0905 1,0030 0,9672 0,9849 1,0381 1,0974 1,1411 1,1655 1,1852 1,2297 1,3281 1,4752 1,6150 1,6808 1,6397 1,4967 1,2792 1,0297 0,8003 0,6424 0,5861 0,6222 0,7058 0,7831 0,8214 0,8097 0,7412 0,6150 0,4468 0,2677 0,1102 -0,0110 -0,1096 -0,2110 -0,3301 -0,4702 -0,6292 -0,7905 -0,9113 -0,9380
Fz    -1,4801 -1,4994 -1,4920 -1,4518 -1,3948 -1,3359 -1,2650 -1,1481 -0,9539 -0,6731 -0,3174 0,0902 0,5261 0,9692 1,3961 1,7754 2,0673 2,2295 2,2268 2,0440 1,7018 1,2657 0,8249 0,4492 0,1624 -0,0469 -0,1988 -0,3086 -0,3877 -0,4485 -0,5018 -0,5491 -0,5824 -0,5967 -0,6011 -0,6094 -0,6211 -0,6205 -0,5912 -0,5252 -0,4214 -0,2807 -0,1080 0,0812 0,2619 0,4095 0,5127 0,5843 0,6582 0,7743 0,9568 1,1969 1,4542 1,6753 1,8131 1,8413 1,7638 1,6126 1,4316 1,2568 1,1022 0,9593 0,8086 0,6315 0,4099 0,1274 -0,2136 -0,5823 -0,9412 -1,2686 -1,5564 -1,7998 -1,9945 -2,1398 -2,2424 -2,3153 -2,3724 -2,4251 -2,4823 -2,5485 -2,6239 -2,7088 -2,8087 -2,9325 -3,0891 -3,2870 -3,5291 -3,8013 -4,0648 -4,2643 -4,3477 -4,2952 -4,1347 -3,9293 -3,7441 -3,6150 -3,5430 -3,5153 -3,5253 -3,5731 -3,6577 -3,7706 -3,8938 -3,9999 -4,0593 -4,0551 -3,9929 -3,8937 -3,7804 -3,6696 -3,5704 -3,4880 -3,4292 -3,4066 -3,4384 -3,5333 -3,6666 -3,7817 -3,8249 -3,7788 -3,6709 -3,5537 -3,4743 -3,4535 -3,4803 -3,5221 -3,5438 -3,5273 -3,4783 -3,4218 -3,3899 -3,4032 -3,4674 -3,5928 -3,8075 -4,1408 -4,5911 -5,1066 -5,6005 -5,9918 -6,2382 -6,3416 -6,3248 -6,2047 -5,9890 -5,6938 -5,3530 -5,0104 -4,6950 -4,4042 -4,1201 -3,8402 -3,5816 -3,3581 -3,1640 -2,9776 -2,7710 -2,5128 -2,1718 -1,7333 -1,2141 -0,6567 -0,1099 0,3853 0,8001 1,1168 1,3383 1,4983 1,6515 1,8429 2,0881 2,3769 2,6781 2,9394 3,1063 3,1489 3,0697 2,8958 2,6611 2,3867 2,0833 1,7670 1,4554 1,1521 0,8437 0,5152 0,1699 -0,1690 -0,4723 -0,7141 -0,8772 -0,9690 -1,0265 -1,0958 -1,2138 -1,4067 -1,6826 -2,0169 -2,3543 -2,6328 -2,8101 -2,8715 -2,8219 -2,6830 -2,4952 -2,3027 -2,1267 -1,9626 -1,7988 -1,6239 -1,4276 -1,2144 -1,0104 -0,8573 -0,7968 -0,8541 -1,0254 -1,2717 -1,5286 -1,7356 -1,8616 -1,9027 -1,8669 -1,7772 -1,6760 -1,6115 -1,6157 -1,6877 -1,7881 -1,8550 -1,8413 -1,7486 -1,6329 -1,5775 -1,6514 -1,8726 -2,1922 -2,5156 -2,7550 -2,8714 -2,8747 -2,7982 -2,6907 -2,6228 -2,6722 -2,8874 -3,2712 -3,7870 -4,3646 -4,9111 -5,3470 -5,6400 -5,8041 -5,8700 -5,8653 -5,8108 -5,7156 -5,5770 -5,3888 -5,1495 -4,8615 -4,5255 -4,1403 -3,7159 -3,2911 -2,9355 -2,7256 -2,7060 -2,8638 -3,1425 -3,4784 -3,8236 -4,1496 -4,4427 -4,6951 -4,8951 -5,0201 -5,0430 -4,9505 -4,7574 -4,4934 -4,1810 -3,8312 -3,4573 -3,0885 -2,7639 -2,5033 -2,2929 -2,1095 -1,9468 -1,8099 -1,7032 -1,6369 -1,6371 -1,7430 -1,9853 -2,3544 -2,7963 -3,2371 -3,6074 -3,8580 -3,9750 -3,9832 -3,9270 -3,8455 -3,7642 -3,6990 -3,6537 -3,6134 -3,5548 -3,4661 -3,3547 -3,2495 -3,1892 -3,2014 -3,2944 -3,4553 -3,6432 -3,7922 -3,8371 -3,7423 -3,5163 -3,1978 -2,8333 -2,4709 -2,1643 -1,9621 -1,8861 -1,9256 -2,0481 -2,2122 -2,3747 -2,5016 -2,5783 -2,6124 -2,6230 -2,6233 -2,6118 -2,5742 -2,4852 -2,3161 -2,0525 -1,7065 -1,3112 -0,9157 -0,5821 -0,3598 -0,2562 -0,2393 -0,2605 -0,2786 -0,2812 -0,2914 -0,3434 -0,4538 -0,6148 -0,8059 -1,0060 -1,1943 -1,3471 -1,4448 -1,4883 -1,5044 -1,5282 -1,5807 -1,6618 -1,7582 -1,8490 -1,9099 -1,9234 -1,8875 -1,8097 -1,6932 -1,5361 -1,3527 -1,1840 -1,0708 -1,0223 -1,0197 -1,0330 -1,0314 -0,9992 -0,9521 -0,9346 -0,9968 -1,1682 -1,4441 -1,7896 -2,1460 -2,4427 -2,6139 -2,6200 -2,4642 -2,1906 -1,8545 -1,4961 -1,1391 -0,8024 -0,5039 -0,2578 -0,0707 0,0615 0,1490 0,1966 0,2040 0,1767 0,1349 0,1170 0,1752 0,3574 0,6832 1,1234 1,6083 2,0648 2,4498 2,7549 2,9929 3,1845 3,3533 3,5134 3,6564 3,7550 3,7846 3,7396 3,6216 3,4175 3,1076 2,7047 2,2700 1,8860 1,6151 1,4714 1,4198 1,4029 1,3690 1,2797 1,1084 0,8451 0,5040 0,1252 -0,2330 -0,5082 -0,6522 -0,6509 -0,5310 -0,3489 -0,1668 -0,0253 0,0683 0,1297 0,1795 0,2314 0,2840 0,3219 0,3304 0,3096 0,2710 0,2290 0,2017 0,2100 0,2676 0,3763 0,5227 0,6713 0,7761 0,8117 0,8008 0,8100 0,9118 1,1421 1,4863 1,8927 2,2910 2,6104 2,8005 2,8481 2,7810 2,6525 2,5181 2,4166 2,3636 2,3581 2,3870 2,4189 2,4041 2,2887 2,0438 1,6909 1,2939 0,9187 0,5985 0,3300 0,0918 -0,1278 -0,3149 -0,4383 -0,4694 -0,3944 -0,2116 0,0636 0,3894 0,7139 1,0063 1,2620 1,4833 1,6682 1,8148 1,9319 2,0371 2,1430 2,2434 2,3156 2,3341 2,2810 2,1499 1,9483 1,6987 1,4351 1,2020 1,0455 0,9896 1,0237 1,1183 1,2480 1,3931 1,5357 1,6725 1,8303 2,0455 2,3312 2,6719 3,0385 3,3947 3,6953 3,8939 3,9604 3,8961 3,7365 3,5406 3,3685 3,2542 3,2010 3,1942 3,2048 3,1925 3,1317 3,0339 2,9294 2,8376 2,7629 2,7068 2,6689 2,6315 2,5589 2,4174 2,1941 1,9047 1,5918 1,3076 1,0876 0,9443 0,8785 0,8832 0,9420 1,0342 1,1414 1,2497 1,3501 1,4416 1,5358 1,6515 1,7908 1,9262 2,0215 2,0542 2,0181 1,9186 1,7683 1,5847 1,3945 1,2256 1,0861 0,9602 0,8331 0,7115 0,6123 0,5413 0,4879 0,4352 0,3747 0,3138 0,2613 0,2076 0,1289 0,0089 -0,1552 -0,3542 -0,5618 -0,7347 -0,8287
F3    -0,8240 -0,8953 -1,0073 -1,1270 -1,2393 -1,3264 -1,3502 -1,2721 -1,0894 -0,8355 -0,5505 -0,2556 0,0562 0,4039 0,7831 1,1520 1,4455 1,5992 1,5681 1,3394 0,9478 0,4807 0,0489 -0,2667 -0,4436 -0,5041 -0,4804 -0,3945 -0,2691 -0,1459 -0,0732 -0,0728 -0,1277 -0,2049 -0,2823 -0,3478 -0,3849 -0,3746 -0,3078 -0,1878 -0,0254 0,1688 0,3873 0,6157 0,8246 0,9756 1,0377 1,0093 0,9339 0,8884 0,9465 1,1333 1,4070 1,6842 1,8832 1,9537 1,8874 1,7162 1,4959 1,2796 1,0914 0,9193 0,7391 0,5420 0,3321 0,1086 -0,1319 -0,3875 -0,6591 -0,9521 -1,2639 -1,5819 -1,8866 -2,1544 -2,3604 -2,4857 -2,5248 -2,4939 -2,4297 -2,3734 -2,3484 -2,3556 -2,3881 -2,4452 -2,5400 -2,6938 -2,9160 -3,1852 -3,4509 -3,6506 -3,7298 -3,6698 -3,5086 -3,3289 -3,2130 -3,1988 -3,2679 -3,3812 -3,5224 -3,7014 -3,9221 -4,1599 -4,3668 -4,4929 -4,5041 -4,3978 -4,2096 -3,9964 -3,8044 -3,6513 -3,5327 -3,4350 -3,3462 -3,2711 -3,2432 -3,3017 -3,4451 -3,6200 -3,7551 -3,8076 -3,7864 -3,7406 -3,7275 -3,7792 -3,8789 -3,9760 -4,0246 -4,0004 -3,8978 -3,7315 -3,5367 -3,3518 -3,2071 -3,1359 -3,1869 -3,4115 -3,8240 -4,3656 -4,9183 -5,3621 -5,6267 -5,7072 -5,6386 -5,4558 -5,1816 -4,8415 -4,4783 -4,1479 -3,8908 -3,7031 -3,5520 -3,4204 -3,3176 -3,2487 -3,1934 -3,1158 -2,9781 -2,7446 -2,3965 -1,9515 -1,4590 -0,9676 -0,5039 -0,0815 0,2838 0,5709 0,7672 0,8951 1,0148 1,1790 1,3943 1,6387 1,8840 2,0910 2,2222 2,2670 2,2362 2,1505 2,0297 1,8724 1,6649 1,4166 1,1639 0,9400 0,7495 0,5720 0,3876 0,1961 0,0122 -0,1461 -0,2692 -0,3747 -0,5020 -0,6740 -0,8807 -1,1098 -1,3664 -1,6469 -1,9138 -2,1153 -2,2211 -2,2272 -2,1344 -1,9432 -1,6767 -1,3856 -1,1143 -0,8831 -0,7033 -0,5821 -0,5097 -0,4614 -0,4173 -0,3834 -0,3918 -0,4744 -0,6404 -0,8704 -1,1211 -1,3425 -1,4956 -1,5519 -1,4942 -1,3323 -1,1145 -0,9178 -0,8174 -0,8449 -0,9661 -1,1038 -1,1859 -1,1866 -1,1392 -1,1183 -1,2030 -1,4358 -1,7946 -2,1988 -2,5533 -2,7947 -2,9010 -2,8757 -2,7516 -2,6073 -2,5402 -2,6139 -2,8418 -3,2026 -3,6420 -4,0729 -4,4122 -4,6223 -4,7124 -4,7151 -4,6712 -4,6222 -4,5903 -4,5670 -4,5232 -4,4261 -4,2486 -3,9712 -3,5811 -3,0881 -2,5487 -2,0628 -1,7381 -1,6407 -1,7634 -2,0441 -2,4111 -2,8118 -3,2141 -3,5965 -3,9363 -4,2009 -4,3473 -4,3384 -4,1724 -3,8939 -3,5647 -3,2246 -2,8764 -2,5064 -2,1242 -1,7726 -1,4858 -1,2584 -1,0701 -0,9171 -0,8049 -0,7346 -0,7140 -0,7753 -0,9725 -1,3428 -1,8550 -2,4051 -2,8694 -3,1575 -3,2364 -3,1337 -2,9197 -2,6668 -2,4205 -2,2066 -2,0478 -1,9565 -1,9157 -1,8878 -1,8463 -1,7978 -1,7792 -1,8254 -1,9442 -2,1293 -2,3658 -2,6096 -2,7900 -2,8382 -2,7143 -2,4230 -2,0046 -1,5105 -0,9967 -0,5312 -0,1786 0,0303 0,1030 0,0659 -0,0430 -0,1719 -0,2705 -0,3187 -0,3370 -0,3632 -0,4213 -0,5159 -0,6357 -0,7444 -0,7802 -0,6876 -0,4538 -0,1140 0,2639 0,6004 0,8368 0,9610 1,0061 1,0271 1,0689 1,1357 1,1917 1,1952 1,1284 0,9996 0,8267 0,6189 0,3799 0,1306 -0,0891 -0,2525 -0,3708 -0,4784 -0,6010 -0,7435 -0,8925 -1,0167 -1,0815 -1,0748 -1,0096 -0,9015 -0,7490 -0,5397 -0,2829 -0,0280 0,1682 0,2839 0,3245 0,2984 0,2230 0,1283 0,0373 -0,0520 -0,1638 -0,3247 -0,5469 -0,8155 -1,0810 -1,2723 -1,3314 -1,2383 -1,0131 -0,6998 -0,3405 0,0352 0,3981 0,7100 0,9313 1,0318 1,0018 0,8678 0,6927 0,5431 0,4568 0,4353 0,4635 0,5408 0,6929 0,9534 1,3351 1,8107 2,3194 2,7990 3,2158 3,5707 3,8782 4,1447 4,3680 4,5405 4,6428 4,6463 4,5352 4,3246 4,0435 3,6959 3,2653 2,7655 2,2651 1,8509 1,5802 1,4624 1,4699 1,5610 1,6910 1,8044 1,8317 1,7112 1,4205 0,9893 0,4924 0,0347 -0,2776 -0,3816 -0,2833 -0,0473 0,2339 0,4778 0,6428 0,7301 0,7675 0,7926 0,8348 0,9005 0,9844 1,0903 1,2298 1,4056 1,6032 1,7968 1,9644 2,1034 2,2178 2,2851 2,2551 2,0951 1,8381 1,5825 1,4424 1,4881 1,7197 2,0802 2,4863 2,8547 3,1228 3,2688 3,3205 3,3359 3,3674 3,4387 3,5472 3,6804 3,8221 3,9446 3,9986 3,9183 3,6613 3,2544 2,7853 2,3398 1,9529 1,6113 1,2824 0,9504 0,6358 0,3859 0,2445 0,2341 0,3619 0,6191 0,9658 1,3398 1,6926 2,0027 2,2654 2,4835 2,6607 2,7999 2,9071 2,9867 3,0277 3,0021 2,8813 2,6572 2,3420 1,9587 1,5401 1,1327 0,7891 0,5464 0,4080 0,3512 0,3595 0,4321 0,5589 0,7121 0,8847 1,1120 1,4311 1,8367 2,2921 2,7574 3,1941 3,5622 3,8260 3,9675 3,9938 3,9361 3,8436 3,7724 3,7614 3,8152 3,9123 4,0130 4,0601 4,0085 3,8644 3,6765 3,4955 3,3535 3,2643 3,2180 3,1814 3,1158 2,9939 2,8013 2,5423 2,2494 1,9640 1,7037 1,4683 1,2694 1,1327 1,0743 1,0887 1,1522 1,2346 1,3151 1,3879 1,4590 1,5420 1,6461 1,7595 1,8574 1,9184 1,9287 1,8809 1,7706 1,6018 1,3988 1,1967 1,0172 0,8597 0,7203 0,6094 0,5382 0,4980 0,4665 0,4287 0,3846 0,3423 0,3029 0,2469 0,1498 0,0078 -0,1657 -0,3587 -0,5543 -0,7191 -0,8170
F7    0,3275 0,2091 0,0614 -0,0901 -0,2586 -0,4580 -0,6609 -0,8135 -0,8865 -0,8895 -0,8409 -0,7458 -0,6006 -0,4076 -0,1842 0,0321 0,1861 0,2287 0,1488 -0,0274 -0,2624 -0,5135 -0,7262 -0,8503 -0,8631 -0,7704 -0,5921 -0,3504 -0,0777 0,1746 0,3590 0,4658 0,5160 0,5287 0,5101 0,4651 0,4093 0,3652 0,3456 0,3530 0,3934 0,4739 0,5882 0,7110 0,8049 0,8325 0,7787 0,6624 0,5234 0,4153 0,3913 0,4670 0,6090 0,7631 0,8839 0,9551 0,9938 1,0238 1,0456 1,0446 1,0125 0,9368 0,7958 0,5849 0,3330 0,0808 -0,1457 -0,3456 -0,5390 -0,7472 -0,9734 -1,2129 -1,4709 -1,7541 -2,0506 -2,3329 -2,5748 -2,7485 -2,8219 -2,7780 -2,6314 -2,4175 -2,1728 -1,9377 -1,7636 -1,7046 -1,7998 -2,0545 -2,4223 -2,8131 -3,1349 -3,3427 -3,4576 -3,5354 -3,6181 -3,7181 -3,8346 -3,9801 -4,1788 -4,4279 -4,6722 -4,8357 -4,8844 -4,8528 -4,8068 -4,7914 -4,8151 -4,8595 -4,8981 -4,9143 -4,8965 -4,8363 -4,7488 -4,6822 -4,6863 -4,7788 -4,9375 -5,1142 -5,2493 -5,2893 -5,2148 -5,0568 -4,8836 -4,7639 -4,7232 -4,7402 -4,7837 -4,8315 -4,8585 -4,8401 -4,7686 -4,6591 -4,5556 -4,5243 -4,6217 -4,8654 -5,2223 -5,6126 -5,9389 -6,1295 -6,1700 -6,1008 -5,9731 -5,8048 -5,5869 -5,3206 -5,0323 -4,7628 -4,5393 -4,3470 -4,1408 -3,8957 -3,6299 -3,3832 -3,1850 -3,0364 -2,9186 -2,8173 -2,7302 -2,6525 -2,5663 -2,4476 -2,2769 -2,0502 -1,7890 -1,5409 -1,3538 -1,2372 -1,1521 -1,0492 -0,8982 -0,6809 -0,4037 -0,1200 0,1018 0,2283 0,2706 0,2752 0,3018 0,3852 0,5202 0,6791 0,8334 0,9700 1,0862 1,1695 1,2028 1,1822 1,1130 1,0061 0,8849 0,7685 0,6549 0,5411 0,4325 0,3202 0,1748 -0,0243 -0,2544 -0,4496 -0,5465 -0,5321 -0,4392 -0,3050 -0,1498 0,0192 0,2073 0,4303 0,6974 0,9877 1,2440 1,4065 1,4593 1,4297 1,3540 1,2622 1,1711 1,0781 0,9718 0,8443 0,6959 0,5426 0,4170 0,3487 0,3417 0,3608 0,3438 0,2438 0,0701 -0,1152 -0,2453 -0,3027 -0,3397 -0,4473 -0,6942 -1,0801 -1,5377 -1,9728 -2,3048 -2,4865 -2,5015 -2,3568 -2,0962 -1,8090 -1,5929 -1,5080 -1,5733 -1,7792 -2,0731 -2,3558 -2,5283 -2,5481 -2,4383 -2,2550 -2,0621 -1,9166 -1,8348 -1,7858 -1,7340 -1,6666 -1,5775 -1,4511 -1,2754 -1,0588 -0,8257 -0,6137 -0,4750 -0,4512 -0,5302 -0,6492 -0,7575 -0,8673 -1,0242 -1,2392 -1,4715 -1,6625 -1,7688 -1,7705 -1,6678 -1,4857 -1,2753 -1,0881 -0,9402 -0,8164 -0,7057 -0,6108 -0,5266 -0,4411 -0,3576 -0,2844 -0,2024 -0,0709 0,1246 0,3314 0,4537 0,4283 0,2670 0,0345 -0,1874 -0,3120 -0,2644 -0,0241 0,3406 0,7007 0,9373 0,9869 0,8476 0,5810 0,3044 0,1406 0,1490 0,2991 0,5081 0,7009 0,8444 0,9368 0,9933 1,0485 1,1458 1,3172 1,5728 1,8923 2,2311 2,5487 2,8154 2,9963 3,0618 3,0218 2,9292 2,8435 2,8069 2,8474 2,9656 3,1143 3,2138 3,1896 3,0044 2,6720 2,2544 1,8374 1,5003 1,3001 1,2604 1,3584 1,5202 1,6480 1,6763 1,6122 1,5239 1,5004 1,6042 1,8368 2,1425 2,4426 2,6727 2,8045 2,8424 2,8042 2,7113 2,5928 2,4800 2,3828 2,2841 2,1624 2,0127 1,8461 1,6849 1,5598 1,4914 1,4646 1,4373 1,3833 1,3193 1,2873 1,3198 1,4183 1,5560 1,6931 1,7916 1,8262 1,7931 1,7077 1,5914 1,4606 1,3181 1,1489 0,9263 0,6402 0,3335 0,1006 0,0362 0,1843 0,5197 0,9613 1,4169 1,8198 2,1296 2,3286 2,4261 2,4486 2,4282 2,4005 2,3916 2,3977 2,3894 2,3413 2,2611 2,2030 2,2516 2,4823 2,9171 3,5109 4,1831 4,8590 5,4925 6,0686 6,5786 6,9901 7,2651 7,3964 7,3967 7,2693 7,0146 6,6552 6,2323 5,7786 5,3066 4,8294 4,3841 4,0257 3,7955 3,6924 3,6744 3,6882 3,6920 3,6563 3,5601 3,3907 3,1396 2,8075 2,4270 2,0678 1,8031 1,6774 1,6961 1,8248 1,9981 2,1524 2,2524 2,2875 2,2604 2,1843 2,0868 2,0081 1,9879 2,0481 2,1842 2,3713 2,5872 2,8259 3,0873 3,3591 3,6086 3,7808 3,8108 3,6736 3,4370 3,2369 3,1845 3,3070 3,5645 3,8946 4,2400 4,5523 4,7890 4,9216 4,9573 4,9457 4,9508 5,0080 5,1152 5,2626 5,4509 5,6710 5,8769 5,9949 5,9691 5,7968 5,5252 5,2213 4,9395 4,6975 4,4744 4,2352 3,9635 3,6711 3,3884 3,1537 3,0153 3,0233 3,1982 3,5177 3,9354 4,3884 4,7950 5,0812 5,2126 5,1960 5,0647 4,8679 4,6554 4,4571 4,2694 4,0645 3,8168 3,5174 3,1704 2,7960 2,4432 2,1722 2,0118 1,9458 1,9402 1,9665 1,9990 2,0168 2,0265 2,0711 2,2003 2,4431 2,8064 3,2752 3,8062 4,3330 4,7881 5,1235 5,3151 5,3666 5,3152 5,2278 5,1764 5,2006 5,2909 5,4032 5,4844 5,4976 5,4348 5,3036 5,1152 4,9039 4,7368 4,6646 4,6722 4,6910 4,6405 4,4657 4,1710 3,8224 3,4908 3,2029 2,9627 2,7892 2,7016 2,6910 2,7205 2,7393 2,7075 2,6167 2,4836 2,3397 2,2226 2,1454 2,0769 1,9745 1,8228 1,6303 1,4142 1,1968 1,0099 0,8910 0,8639 0,9206 1,0230 1,1273 1,2086 1,2507 1,2320 1,1481 1,0393 0,9789 1,0232 1,1668 1,3406 1,4598 1,4786 1,3990 1,2479 1,0634 0,8919 0,7783
