Fp1   -0,0675 -0,1187 -0,2160 -0,3616 -0,5385 -0,7287 -0,9159 -1,0782 -1,1902 -1,2313 -1,1927 -1,0827 -0,9278 -0,7604 -0,6073 -0,4853 -0,3937 -0,3084 -0,1973 -0,0407 0,1680 0,4314 0,7456 1,0835 1,3964 1,6406 1,8026 1,8974 1,9521 1,9863 1,9991 1,9717 1,8858 1,7361 1,5304 1,2761 0,9632 0,5708 0,1030 -0,3859 -0,8125 -1,1101 -1,2616 -1,3035 -1,2996 -1,3010 -1,3194 -1,3345 -1,3192 -1,2498 -1,1031 -0,8593 -0,5206 -0,1213 0,2860 0,6550 0,9578 1,1878 1,3568 1,4853 1,5926 1,6893 1,7783 1,8586 1,9244 1,9634 1,9681 1,9479 1,9193 1,8798 1,7981 1,6394 1,3998 1,1192 0,8735 0,7457 0,7824 0,9709 1,2602 1,5962 1,9350 2,2398 2,4848 2,6660 2,8042 2,9331 3,0860 3,2907 3,5651 3,9098 4,3084 4,7303 5,1291 5,4434 5,6151 5,6156 5,4568 5,1809 4,8427 4,4975 4,1921 3,9542 3,7915 3,6948 3,6361 3,5685 3,4431 3,2334 2,9420 2,5847 2,1752 1,7210 1,2304 0,7217 0,2278 -0,2137 -0,5746 -0,8403 -1,0034 -1,0718 -1,0793 -1,0656 -1,0391 -0,9709 -0,8239 -0,5804 -0,2554 0,1037 0,4311 0,6642 0,7649 0,7286 0,5818 0,3702 0,1417 -0,0668 -0,2392 -0,3867 -0,5386 -0,7205 -0,9401 -1,1901 -1,4568 -1,7278 -1,9968 -2,2619 -2,5214 -2,7726 -3,0072 -3,2123 -3,3845 -3,5327 -3,6596 -3,7423 -3,7404 -3,6195 -3,3634 -2,9800 -2,5108 -2,0178 -1,5463 -1,1053 -0,6817 -0,2571 0,1871 0,6595 1,1501 1,6342 2,0883 2,5011 2,8718 3,2008 3,4847 3,7159 3,8848 3,9852 4,0162 3,9782 3,8719 3,6995 3,4628 3,1611 2,7979 2,3836 1,9352 1,4743 1,0234 0,5951 0,1876 -0,2062 -0,5896 -0,9615 -1,3139 -1,6271 -1,8754 -2,0350 -2,0847 -2,0093 -1,8092 -1,5132 -1,1808 -0,8826 -0,6656 -0,5352 -0,4661 -0,4257 -0,3867 -0,3326 -0,2584 -0,1653 -0,0596 0,0453 0,1323 0,1876 0,2043 0,1892 0,1688 0,1780 0,2340 0,3207 0,3981 0,4239 0,3715 0,2364 0,0383 -0,1883 -0,4102 -0,6067 -0,7749 -0,9239 -1,0624 -1,1921 -1,3070 -1,3960 -1,4501 -1,4692 -1,4619 -1,4471 -1,4566 -1,5276 -1,6867 -1,9371 -2,2516 -2,5773 -2,8591 -3,0699 -3,2201 -3,3424 -3,4717 -3,6274 -3,8002 -3,9571 -4,0643 -4,1051 -4,0790 -3,9935 -3,8625 -3,7051 -3,5411 -3,3917 -3,2854 -3,2529 -3,3062 -3,4271 -3,5789 -3,7206 -3,8178 -3,8564 -3,8473 -3,8100 -3,7501 -3,6574 -3,5235 -3,3598 -3,1993 -3,0838 -3,0462 -3,0923 -3,1914 -3,2966 -3,3880 -3,4843 -3,6109 -3,7722 -3,9535 -4,1313 -4,2758 -4,3574 -4,3531 -4,2518 -4,0559 -3,7808 -3,4545 -3,1192 -2,8210 -2,5896 -2,4307 -2,3343 -2,2830 -2,2549 -2,2349 -2,2313 -2,2761 -2,4015 -2,6121 -2,8753 -3,1367 -3,3488 -3,4848 -3,5284 -3,4682 -3,3119 -3,0998 -2,9002 -2,7858 -2,8070 -2,9765 -3,2677 -3,6220 -3,9649 -4,2257 -4,3560 -4,3419 -4,2008 -3,9646 -3,6617 -3,3131 -2,9434 -2,5925 -2,3101 -2,1351 -2,0763 -2,1139 -2,2139 -2,3409 -2,4615 -2,5430 -2,5584 -2,4976 -2,3756 -2,2296 -2,1101 -2,0656 -2,1148 -2,2231 -2,3123 -2,3022 -2,1518 -1,8756 -1,5275 -1,1649 -0,8181 -0,4890 -0,1746 0,1110 0,3372 0,4759 0,5245 0,5137 0,4909 0,4915 0,5172 0,5336 0,4915 0,3549 0,1220 -0,1721 -0,4724 -0,7359 -0,9533 -1,1423 -1,3280 -1,5260 -1,7309 -1,9140 -2,0344 -2,0549 -1,9562 -1,7443 -1,4494 -1,1189 -0,8065 -0,5541 -0,3753 -0,2592 -0,1834 -0,1244 -0,0689 -0,0252 -0,0203 -0,0807 -0,2117 -0,3920 -0,5803 -0,7236 -0,7659 -0,6679 -0,4338 -0,1199 0,1903 0,4242 0,5486 0,5718 0,5320 0,4849 0,4918 0,5953 0,7938 1,0423 1,2828 1,4737 1,6026 1,6827 1,7349 1,7660 1,7604 1,6975 1,5749 1,4097 1,2222 1,0289 0,8499 0,7184 0,6766 0,7566 0,9565 1,2319 1,5107 1,7232 1,8303 1,8365 1,7827 1,7194 1,6818 1,6858 1,7377 1,8373 1,9729 2,1163 2,2263 2,2657 2,2217 2,1192 2,0090 1,9379 1,9256 1,9596 2,0002 1,9966 1,9152 1,7626 1,5802 1,4162 1,3028 1,2550 1,2768 1,3667 1,5189 1,7167 1,9285 2,1141 2,2353 2,2656 2,1997 2,0598 1,8895 1,7379 1,6406 1,6079 1,6281 1,6772 1,7263 1,7471 1,7227 1,6598 1,5908 1,5613 1,6103 1,7547 1,9832 2,2564 2,5101 2,6703 2,6827 2,5388 2,2790 1,9672 1,6538 1,3557 1,0607 0,7474 0,4020 0,0326 -0,3293 -0,6457 -0,8995 -1,1066 -1,2988 -1,4949 -1,6834 -1,8354 -1,9315 -1,9754 -1,9859 -1,9809 -1,9680 -1,9487 -1,9277 -1,9121 -1,9036 -1,8972 -1,8900 -1,8967 -1,9504 -2,0777 -2,2706 -2,4868 -2,6733 -2,7962 -2,8545 -2,8727 -2,8796 -2,8893 -2,8993 -2,9041 -2,9074 -2,9219 -2,9580 -3,0123 -3,0655 -3,0870 -3,0364 -2,8718 -2,5698 -2,1396 -1,6141 -1,0330 -0,4452 0,0836 0,4819 0,6996 0,7255 0,5920 0,3674 0,1351 -0,0320 -0,0882 -0,0245 0,1343 0,3471 0,5729 0,7715 0,9059 0,9543 0,9187 0,8239 0,7066 0,5944 0,4860 0,3530 0,1605 -0,1088 -0,4480 -0,8336 -1,2321 -1,6031 -1,9159 -2,1669 -2,3770 -2,5696 -2,7548 -2,9273 -3,0696 -3,1563 -3,1668 -3,0978 -2,9615 -2,7838 -2,6122 -2,5108 -2,5346 -2,7015 -2,9834 -3,3138 -3,6085 -3,7891 -3,8034 -3,6394 -3,3333 -2,9641 -2,6233 -2,3774 -2,2490 -2,2220 -2,2568 -2,2985 -2,2855 -2,1708 -1,9497 -1,6646
Fz    0,8071 0,7515 0,6185 0,4141 0,1729 -0,0665 -0,2731 -0,4228 -0,5008 -0,5038 -0,4396 -0,3276 -0,1966 -0,0717 0,0352 0,1218 0,1937 0,2680 0,3659 0,4985 0,6664 0,8696 1,1088 1,3690 1,6141 1,8065 1,9300 1,9941 2,0220 2,0331 2,0263 1,9785 1,8613 1,6598 1,3775 1,0246 0,6008 0,0986 -0,4680 -1,0476 -1,5708 -1,9843 -2,2718 -2,4584 -2,5950 -2,7288 -2,8803 -3,0407 -3,1806 -3,2597 -3,2384 -3,0952 -2,8407 -2,5151 -2,1661 -1,8269 -1,5113 -1,2209 -0,9517 -0,6992 -0,4639 -0,2519 -0,0695 0,0808 0,1986 0,2817 0,3320 0,3611 0,3817 0,3867 0,3446 0,2263 0,0364 -0,1769 -0,3335 -0,3518 -0,1885 0,1405 0,5814 1,0710 1,5453 1,9400 2,2085 2,3421 2,3745 2,3649 2,3777 2,4672 2,6661 2,9754 3,3656 3,7893 4,1912 4,5132 4,7086 4,7590 4,6774 4,4937 4,2421 3,9593 3,6824 3,4402 3,2497 3,1175 3,0331 2,9624 2,8600 2,6940 2,4562 2,1502 1,7804 1,3518 0,8772 0,3823 -0,0939 -0,5096 -0,8385 -1,0790 -1,2476 -1,3763 -1,5155 -1,7124 -1,9760 -2,2672 -2,5210 -2,6768 -2,7026 -2,6104 -2,4529 -2,3003 -2,2136 -2,2265 -2,3354 -2,5037 -2,6770 -2,8043 -2,8580 -2,8471 -2,8088 -2,7857 -2,8049 -2,8731 -2,9825 -3,1179 -3,2606 -3,3904 -3,4905 -3,5544 -3,5874 -3,6063 -3,6402 -3,7174 -3,8376 -3,9591 -4,0177 -3,9574 -3,7483 -3,3959 -2,9476 -2,4730 -2,0223 -1,6028 -1,1913 -0,7551 -0,2676 0,2811 0,8804 1,5045 2,1205 2,6959 3,2039 3,6281 3,9656 4,2277 4,4315 4,5870 4,6909 4,7280 4,6755 4,5060 4,1947 3,7326 3,1374 2,4516 1,7304 1,0281 0,3824 -0,1985 -0,7335 -1,2494 -1,7663 -2,2920 -2,8149 -3,3012 -3,7069 -3,9918 -4,1237 -4,0830 -3,8761 -3,5470 -3,1730 -2,8396 -2,6017 -2,4619 -2,3826 -2,3154 -2,2202 -2,0733 -1,8702 -1,6216 -1,3512 -1,0929 -0,8807 -0,7347 -0,6553 -0,6225 -0,6017 -0,5597 -0,4860 -0,4015 -0,3449 -0,3512 -0,4361 -0,5918 -0,7895 -0,9917 -1,1685 -1,3071 -1,4099 -1,4866 -1,5460 -1,5926 -1,6235 -1,6269 -1,5901 -1,5106 -1,4013 -1,2934 -1,2345 -1,2742 -1,4451 -1,7518 -2,1667 -2,6325 -3,0808 -3,4627 -3,7627 -3,9911 -4,1715 -4,3307 -4,4887 -4,6505 -4,8089 -4,9516 -5,0639 -5,1289 -5,1331 -5,0721 -4,9518 -4,7899 -4,6207 -4,4860 -4,4078 -4,3739 -4,3496 -4,3001 -4,2055 -4,0711 -3,9258 -3,8005 -3,7035 -3,6130 -3,4938 -3,3235 -3,1095 -2,8895 -2,7169 -2,6349 -2,6510 -2,7434 -2,8960 -3,1130 -3,3909 -3,6969 -3,9818 -4,2013 -4,3241 -4,3327 -4,2237 -4,0061 -3,6971 -3,3197 -2,9046 -2,4917 -2,1219 -1,8185 -1,5831 -1,4095 -1,2944 -1,2346 -1,2300 -1,2931 -1,4489 -1,7179 -2,0934 -2,5318 -2,9652 -3,3315 -3,5943 -3,7385 -3,7627 -3,6857 -3,5540 -3,4339 -3,3916 -3,4711 -3,6816 -3,9961 -4,3606 -4,7103 -4,9869 -5,1508 -5,1885 -5,1097 -4,9341 -4,6782 -4,3526 -3,9746 -3,5823 -3,2304 -2,9700 -2,8296 -2,8101 -2,8901 -3,0339 -3,1986 -3,3404 -3,4261 -3,4457 -3,4160 -3,3715 -3,3565 -3,4124 -3,5496 -3,7264 -3,8626 -3,8802 -3,7417 -3,4647 -3,1049 -2,7173 -2,3261 -1,9283 -1,5239 -1,1362 -0,8048 -0,5623 -0,4144 -0,3363 -0,2891 -0,2462 -0,2138 -0,2294 -0,3369 -0,5559 -0,8655 -1,2114 -1,5302 -1,7807 -1,9611 -2,0984 -2,2270 -2,3697 -2,5243 -2,6608 -2,7333 -2,7008 -2,5442 -2,2735 -1,9232 -1,5425 -1,1835 -0,8846 -0,6583 -0,4959 -0,3812 -0,2972 -0,2327 -0,1927 -0,2019 -0,2889 -0,4602 -0,6874 -0,9152 -1,0766 -1,1067 -0,9647 -0,6583 -0,2506 0,1634 0,4945 0,6882 0,7363 0,6762 0,5833 0,5506 0,6488 0,8905 1,2313 1,6037 1,9480 2,2268 2,4256 2,5449 2,5852 2,5367 2,3904 2,1569 1,8651 1,5447 1,2176 0,9083 0,6551 0,5056 0,4935 0,6157 0,8276 1,0605 1,2479 1,3484 1,3570 1,3003 1,2180 1,1459 1,1144 1,1507 1,2727 1,4739 1,7138 1,9286 2,0588 2,0749 1,9886 1,8440 1,6918 1,5673 1,4814 1,4187 1,3462 1,2337 1,0748 0,8917 0,7203 0,5894 0,5112 0,4849 0,5100 0,5915 0,7269 0,8923 1,0453 1,1382 1,1354 1,0293 0,8476 0,6435 0,4743 0,3779 0,3601 0,3959 0,4445 0,4686 0,4469 0,3801 0,2926 0,2269 0,2315 0,3442 0,5763 0,9041 1,2714 1,6008 1,8170 1,8762 1,7856 1,5974 1,3785 1,1749 0,9949 0,8176 0,6095 0,3433 0,0163 -0,3430 -0,6872 -0,9807 -1,2230 -1,4432 -1,6709 -1,9124 -2,1558 -2,3884 -2,6056 -2,8056 -2,9802 -3,1146 -3,1959 -3,2211 -3,1963 -3,1314 -3,0386 -2,9380 -2,8664 -2,8689 -2,9682 -3,1403 -3,3238 -3,4523 -3,4867 -3,4312 -3,3260 -3,2230 -3,1593 -3,1465 -3,1740 -3,2163 -3,2430 -3,2298 -3,1667 -3,0584 -2,9136 -2,7274 -2,4765 -2,1392 -1,7181 -1,2358 -0,7195 -0,2025 0,2614 0,6038 0,7690 0,7400 0,5482 0,2663 -0,0136 -0,2060 -0,2548 -0,1491 0,0761 0,3607 0,6432 0,8709 1,0069 1,0389 0,9800 0,8609 0,7223 0,5959 0,4828 0,3527 0,1636 -0,1142 -0,4835 -0,9208 -1,3821 -1,8132 -2,1729 -2,4528 -2,6712 -2,8482 -2,9935 -3,1081 -3,1845 -3,2022 -3,1396 -2,9903 -2,7666 -2,4987 -2,2387 -2,0550 -2,0100 -2,1326 -2,4036 -2,7593 -3,1114 -3,3714 -3,4743 -3,3975 -3,1704 -2,8675 -2,5795 -2,3789 -2,3008 -2,3402 -2,4577 -2,5862 -2,6469 -2,5787 -2,3694 -2,0605
F3    0,1491 0,1777 0,1588 0,0754 -0,0642 -0,2421 -0,4339 -0,6127 -0,7585 -0,8566 -0,8889 -0,8419 -0,7271 -0,5810 -0,4499 -0,3742 -0,3656 -0,3896 -0,3812 -0,2807 -0,0600 0,2733 0,6849 1,1197 1,5112 1,8085 1,9983 2,1023 2,1584 2,1980 2,2293 2,2370 2,1983 2,0962 1,9200 1,6537 1,2607 0,6970 -0,0385 -0,8690 -1,6585 -2,2654 -2,5974 -2,6439 -2,4664 -2,1591 -1,8106 -1,4929 -1,2607 -1,1378 -1,1024 -1,0967 -1,0626 -0,9716 -0,8201 -0,6116 -0,3505 -0,0469 0,2800 0,6039 0,8968 1,1354 1,3043 1,4032 1,4472 1,4579 1,4609 1,4877 1,5612 1,6672 1,7483 1,7366 1,5943 1,3364 1,0308 0,7746 0,6519 0,7012 0,9157 1,2578 1,6638 2,0517 2,3494 2,5271 2,6081 2,6502 2,7182 2,8694 3,1449 3,5577 4,0873 4,6829 5,2624 5,7196 5,9525 5,9007 5,5670 5,0144 4,3482 3,6890 3,1414 2,7685 2,5859 2,5647 2,6386 2,7233 2,7502 2,6932 2,5714 2,4215 2,2644 2,0897 1,8682 1,5798 1,2316 0,8538 0,4808 0,1402 -0,1433 -0,3551 -0,5062 -0,6199 -0,7001 -0,7257 -0,6774 -0,5624 -0,4159 -0,2879 -0,2274 -0,2639 -0,3947 -0,5837 -0,7756 -0,9212 -0,9972 -1,0076 -0,9776 -0,9510 -0,9789 -1,1002 -1,3289 -1,6540 -2,0445 -2,4545 -2,8340 -3,1406 -3,3519 -3,4667 -3,4930 -3,4413 -3,3357 -3,2173 -3,1179 -3,0302 -2,9100 -2,7093 -2,4064 -2,0146 -1,5829 -1,1765 -0,8340 -0,5392 -0,2407 0,1084 0,5271 1,0025 1,4979 1,9669 2,3740 2,7129 3,0020 3,2649 3,5174 3,7658 4,0061 4,2246 4,4073 4,5436 4,6176 4,6012 4,4588 4,1690 3,7465 3,2427 2,7201 2,2230 1,7643 1,3218 0,8461 0,2884 -0,3670 -1,0901 -1,8150 -2,4614 -2,9577 -3,2531 -3,3207 -3,1612 -2,8082 -2,3315 -1,8285 -1,3967 -1,0950 -0,9240 -0,8417 -0,7980 -0,7547 -0,6895 -0,5938 -0,4637 -0,3014 -0,1237 0,0403 0,1638 0,2325 0,2516 0,2467 0,2480 0,2661 0,2817 0,2584 0,1651 -0,0132 -0,2715 -0,5792 -0,8857 -1,1432 -1,3305 -1,4593 -1,5576 -1,6482 -1,7406 -1,8336 -1,9175 -1,9749 -1,9845 -1,9274 -1,8019 -1,6360 -1,4792 -1,3808 -1,3708 -1,4480 -1,5821 -1,7374 -1,9029 -2,0956 -2,3353 -2,6273 -2,9596 -3,3020 -3,6100 -3,8407 -3,9671 -3,9845 -3,9083 -3,7650 -3,5823 -3,3806 -3,1762 -2,9962 -2,8793 -2,8534 -2,9196 -3,0539 -3,2150 -3,3580 -3,4543 -3,5008 -3,5071 -3,4751 -3,3943 -3,2531 -3,0571 -2,8423 -2,6701 -2,6033 -2,6695 -2,8358 -3,0302 -3,1988 -3,3391 -3,4747 -3,6186 -3,7639 -3,8876 -3,9567 -3,9400 -3,8210 -3,6028 -3,3018 -2,9324 -2,5049 -2,0410 -1,5818 -1,1730 -0,8504 -0,6357 -0,5308 -0,5147 -0,5597 -0,6567 -0,8236 -1,0882 -1,4619 -1,9238 -2,4233 -2,8984 -3,2878 -3,5278 -3,5648 -3,3937 -3,0852 -2,7664 -2,5619 -2,5389 -2,6973 -2,9914 -3,3544 -3,7125 -3,9946 -4,1433 -4,1307 -3,9653 -3,6799 -3,3122 -2,8969 -2,4747 -2,0990 -1,8272 -1,7022 -1,7372 -1,9107 -2,1667 -2,4286 -2,6244 -2,7055 -2,6541 -2,4835 -2,2324 -1,9557 -1,7185 -1,5847 -1,5853 -1,6888 -1,8066 -1,8397 -1,7319 -1,4914 -1,1689 -0,8111 -0,4336 -0,0340 0,3765 0,7552 1,0353 1,1553 1,1011 0,9302 0,7502 0,6582 0,6866 0,7887 0,8689 0,8387 0,6697 0,4070 0,1325 -0,0933 -0,2629 -0,4053 -0,5526 -0,7211 -0,9066 -1,0839 -1,2147 -1,2596 -1,1891 -0,9963 -0,7089 -0,3846 -0,0878 0,1415 0,3035 0,4264 0,5382 0,6487 0,7455 0,7947 0,7559 0,6078 0,3641 0,0689 -0,2128 -0,4034 -0,4270 -0,2408 0,1302 0,5912 1,0209 1,3270 1,4759 1,4852 1,4032 1,2995 1,2570 1,3389 1,5498 1,8360 2,1274 2,3747 2,5617 2,6990 2,8047 2,8792 2,8940 2,8128 2,6242 2,3534 2,0445 1,7335 1,4432 1,2066 1,0824 1,1295 1,3633 1,7320 2,1288 2,4382 2,5885 2,5774 2,4603 2,3150 2,2113 2,1958 2,2866 2,4711 2,7102 2,9460 3,1149 3,1676 3,0915 2,9234 2,7326 2,5821 2,5022 2,4906 2,5214 2,5556 2,5578 2,5140 2,4384 2,3681 2,3419 2,3737 2,4448 2,5282 2,6108 2,6858 2,7367 2,7432 2,6964 2,6076 2,5033 2,4113 2,3491 2,3232 2,3335 2,3716 2,4215 2,4631 2,4757 2,4417 2,3518 2,2142 2,0650 1,9641 1,9712 2,1165 2,3826 2,7038 2,9834 3,1264 3,0774 2,8420 2,4800 2,0759 1,7039 1,4019 1,1684 0,9787 0,8044 0,6251 0,4308 0,2190 -0,0116 -0,2658 -0,5525 -0,8701 -1,1922 -1,4733 -1,6724 -1,7747 -1,7978 -1,7802 -1,7590 -1,7556 -1,7785 -1,8257 -1,8829 -1,9293 -1,9535 -1,9690 -2,0085 -2,0975 -2,2332 -2,3879 -2,5262 -2,6216 -2,6676 -2,6753 -2,6574 -2,6129 -2,5346 -2,4268 -2,3157 -2,2398 -2,2298 -2,2911 -2,4064 -2,5427 -2,6484 -2,6557 -2,5064 -2,1788 -1,6867 -1,0638 -0,3625 0,3382 0,9442 1,3712 1,5677 1,5371 1,3431 1,0824 0,8405 0,6603 0,5415 0,4675 0,4363 0,4608 0,5416 0,6493 0,7375 0,7720 0,7507 0,7007 0,6511 0,6021 0,5174 0,3441 0,0467 -0,3682 -0,8562 -1,3548 -1,8045 -2,1682 -2,4455 -2,6614 -2,8367 -2,9719 -3,0561 -3,0787 -3,0317 -2,9098 -2,7132 -2,4513 -2,1570 -1,9007 -1,7715 -1,8308 -2,0800 -2,4620 -2,8877 -3,2648 -3,5146 -3,5786 -3,4241 -3,0633 -2,5700 -2,0598 -1,6368 -1,3544 -1,2122 -1,1748 -1,1874 -1,1890 -1,1362 -1,0267 -0,8981
F7    -0,3425 -0,1944 -0,1097 -0,1251 -0,2513 -0,4924 -0,8417 -1,2580 -1,6615 -1,9609 -2,0951 -2,0631 -1,9208 -1,7413 -1,5735 -1,4288 -1,2874 -1,1130 -0,8726 -0,5489 -0,1406 0,3368 0,8454 1,3220 1,6992 1,9415 2,0602 2,0941 2,0830 2,0556 2,0230 1,9764 1,8970 1,7738 1,6112 1,4177 1,1869 0,9020 0,5699 0,2418 -0,0123 -0,1532 -0,2041 -0,2420 -0,3500 -0,5610 -0,8370 -1,0981 -1,2674 -1,2901 -1,1294 -0,7705 -0,2450 0,3592 0,9317 1,3860 1,6822 1,8329 1,8939 1,9378 2,0201 2,1580 2,3310 2,4975 2,6165 2,6656 2,6529 2,6100 2,5624 2,4989 2,3739 2,1484 1,8369 1,5200 1,3126 1,3031 1,5001 1,8310 2,1968 2,5300 2,8120 3,0549 3,2783 3,4952 3,7083 3,9130 4,1004 4,2635 4,4016 4,5187 4,6201 4,7084 4,7724 4,7850 4,7259 4,6053 4,4570 4,3117 4,1841 4,0885 4,0533 4,1078 4,2578 4,4763 4,7104 4,8950 4,9743 4,9229 4,7442 4,4506 4,0478 3,5355 2,9229 2,2477 1,5744 0,9721 0,4863 0,1269 -0,1222 -0,2968 -0,4483 -0,6147 -0,7821 -0,8833 -0,8407 -0,6117 -0,2058 0,3227 0,8942 1,4215 1,8291 2,0731 2,1537 2,1054 1,9753 1,8022 1,6026 1,3691 1,0869 0,7568 0,4023 0,0536 -0,2696 -0,5639 -0,8368 -1,0944 -1,3412 -1,5864 -1,8366 -2,0832 -2,3094 -2,4989 -2,6273 -2,6559 -2,5487 -2,2917 -1,8940 -1,3847 -0,8212 -0,2798 0,1836 0,5586 0,8697 1,1563 1,4629 1,8255 2,2531 2,7233 3,1967 3,6396 4,0361 4,3809 4,6716 4,9029 5,0621 5,1339 5,1146 5,0189 4,8735 4,7038 4,5199 4,3102 4,0492 3,7109 3,2834 2,7820 2,2530 1,7572 1,3446 1,0377 0,8278 0,6800 0,5526 0,4189 0,2716 0,1191 -0,0093 -0,0633 0,0028 0,1920 0,4505 0,6929 0,8516 0,9072 0,8806 0,8033 0,6941 0,5598 0,4130 0,2879 0,2288 0,2611 0,3739 0,5260 0,6682 0,7743 0,8603 0,9697 1,1371 1,3620 1,6117 1,8401 2,0007 2,0532 1,9714 1,7492 1,4047 0,9777 0,5140 0,0471 -0,4001 -0,8024 -1,1306 -1,3651 -1,5053 -1,5613 -1,5411 -1,4553 -1,3315 -1,2161 -1,1599 -1,1950 -1,3135 -1,4637 -1,5825 -1,6433 -1,6715 -1,7165 -1,8114 -1,9513 -2,0952 -2,1889 -2,1911 -2,0840 -1,8715 -1,5831 -1,2800 -1,0436 -0,9384 -0,9868 -1,1790 -1,4947 -1,9015 -2,3505 -2,7847 -3,1496 -3,4042 -3,5352 -3,5577 -3,4973 -3,3766 -3,2226 -3,0715 -2,9565 -2,8907 -2,8633 -2,8505 -2,8260 -2,7636 -2,6506 -2,5130 -2,4162 -2,4264 -2,5734 -2,8417 -3,1776 -3,5045 -3,7457 -3,8451 -3,7785 -3,5582 -3,2273 -2,8485 -2,4905 -2,2135 -2,0597 -2,0528 -2,1897 -2,4300 -2,7070 -2,9618 -3,1670 -3,3233 -3,4374 -3,5032 -3,5005 -3,4116 -3,2413 -3,0188 -2,7769 -2,5353 -2,3023 -2,0894 -1,9252 -1,8532 -1,9160 -2,1373 -2,5085 -2,9805 -3,4740 -3,9053 -4,2097 -4,3528 -4,3327 -4,1741 -3,9146 -3,5881 -3,2212 -2,8447 -2,4955 -2,2012 -1,9676 -1,7905 -1,6694 -1,6050 -1,5911 -1,6098 -1,6285 -1,6115 -1,5466 -1,4600 -1,4024 -1,4187 -1,5145 -1,6428 -1,7255 -1,6951 -1,5274 -1,2468 -0,9062 -0,5583 -0,2361 0,0475 0,2864 0,4732 0,6019 0,6787 0,7288 0,7928 0,9026 1,0545 1,2013 1,2761 1,2292 1,0502 0,7637 0,4180 0,0733 -0,2156 -0,4192 -0,5397 -0,6059 -0,6614 -0,7482 -0,8874 -1,0648 -1,2330 -1,3361 -1,3411 -1,2518 -1,0981 -0,9174 -0,7409 -0,5851 -0,4489 -0,3216 -0,1946 -0,0717 0,0284 0,0787 0,0581 -0,0344 -0,1743 -0,3169 -0,4113 -0,4149 -0,3079 -0,1049 0,1445 0,3744 0,5364 0,6242 0,6658 0,6973 0,7482 0,8409 0,9825 1,1501 1,2958 1,3795 1,3978 1,3812 1,3665 1,3718 1,3921 1,4076 1,3996 1,3625 1,2980 1,2047 1,0829 0,9518 0,8541 0,8394 0,9394 1,1489 1,4169 1,6606 1,8047 1,8218 1,7472 1,6539 1,6028 1,6035 1,6252 1,6384 1,6408 1,6455 1,6520 1,6353 1,5670 1,4481 1,3246 1,2659 1,3198 1,4862 1,7261 1,9799 2,1820 2,2833 2,2741 2,1788 2,0308 1,8601 1,7016 1,5963 1,5782 1,6598 1,8245 2,0266 2,2041 2,3020 2,2908 2,1736 1,9882 1,7994 1,6746 1,6534 1,7344 1,8864 2,0662 2,2299 2,3397 2,3729 2,3357 2,2654 2,2092 2,1976 2,2354 2,3078 2,3827 2,4120 2,3461 2,1618 1,8857 1,5839 1,3198 1,1102 0,9189 0,6871 0,3716 -0,0322 -0,4851 -0,9146 -1,2478 -1,4525 -1,5513 -1,5989 -1,6446 -1,7062 -1,7703 -1,8104 -1,8077 -1,7623 -1,6942 -1,6327 -1,6042 -1,6251 -1,6982 -1,8131 -1,9527 -2,1041 -2,2682 -2,4558 -2,6664 -2,8724 -3,0304 -3,1052 -3,0872 -2,9955 -2,8708 -2,7583 -2,6889 -2,6706 -2,6948 -2,7501 -2,8328 -2,9490 -3,0999 -3,2659 -3,4062 -3,4669 -3,3934 -3,1526 -2,7509 -2,2220 -1,6074 -0,9621 -0,3681 0,0836 0,3329 0,3735 0,2536 0,0607 -0,1106 -0,1907 -0,1476 0,0182 0,2805 0,5971 0,9237 1,2209 1,4550 1,6018 1,6518 1,6110 1,4955 1,3196 1,0836 0,7759 0,3882 -0,0652 -0,5402 -0,9791 -1,3355 -1,5927 -1,7702 -1,9148 -2,0795 -2,3022 -2,5874 -2,9024 -3,1887 -3,3814 -3,4316 -3,3244 -3,0791 -2,7462 -2,4080 -2,1639 -2,0929 -2,2200 -2,5074 -2,8747 -3,2317 -3,5015 -3,6320 -3,6027 -3,4325 -3,1770 -2,9041 -2,6613 -2,4662 -2,3170 -2,2050 -2,1093 -1,9868 -1,7874 -1,4911 -1,1326
