Fp1   -6,5311 -6,6128 -6,4301 -5,9714 -5,2775 -4,4477 -3,6066 -2,8550 -2,2594 -1,8536 -1,6237 -1,5014 -1,3819 -1,1776 -0,8822 -0,5796 -0,3721 -0,2834 -0,2185 -0,0262 0,3922 1,0264 1,7812 2,5163 3,0795 3,3612 3,3439 3,0910 2,6943 2,2302 1,7444 1,2657 0,8307 0,4830 0,2403 0,0779 -0,0274 -0,0521 0,0513 0,2985 0,6534 1,0471 1,4256 1,7894 2,1822 2,6471 3,1925 3,7652 4,2484 4,5127 4,5018 4,2847 4,0077 3,7754 3,5916 3,4094 3,1862 2,8728 2,3999 1,7098 0,7981 -0,2722 -1,3964 -2,4806 -3,4623 -4,2767 -4,8367 -5,0620 -4,9103 -4,3971 -3,6267 -2,8101 -2,1890 -1,8806 -1,8125 -1,8326 -1,8619 -1,9434 -2,1681 -2,5558 -2,9990 -3,3030 -3,2802 -2,8414 -2,0313 -0,9903 0,1144 1,1336 1,9534 2,5186 2,8637 3,1032 3,3731 3,7732 4,3286 4,9939 5,7079 6,4310 7,1149 7,6787 8,0552 8,2246 8,1860 7,9391 7,5071 6,9484 6,3306 5,7106 5,1339 4,6223 4,1499 3,6476 3,0417 2,2891 1,3909 0,3941 -0,6257 -1,5984 -2,4865 -3,2995 -4,1033 -4,9848 -5,9825 -7,0712 -8,1898 -9,2421 -10,0923 -10,6042 -10,6889 -10,3180 -9,5194 -8,3792 -7,0281 -5,5788 -4,0611 -2,4381 -0,6809 1,1802 3,0557 4,8463 6,5044 8,0414 9,4725 10,7571 11,8076 12,5641 13,0515 13,3735 13,6730 14,0892 14,7138 15,5570 16,5515 17,5971 18,5976 19,4564 20,0835 20,4534 20,6387 20,7662 20,9395 21,1968 21,5314 21,9163 22,2781 22,4970 22,4848 22,2366 21,8038 21,2729 20,7752 20,4698 20,4918 20,8977 21,6261 22,5028 23,3175 23,9263 24,2885 24,4179 24,3217 23,9858 23,4031 22,6057 21,6511 20,5798 19,4107 18,1667 16,8873 15,6257 14,4182 13,2445 12,0433 10,7908 9,5604 8,5086 7,8020 7,5317 7,6713 8,0836 8,5439 8,7910 8,6314 8,0280 7,1018 6,0697 5,1520 4,4744 4,0183 3,6559 3,2393 2,6811 1,9883 1,2449 0,5688 0,0677 -0,1972 -0,2264 -0,0745 0,1637 0,3835 0,5078 0,5022 0,3834 0,2323 0,1653 0,2589 0,5009 0,8175 1,1278 1,3780 1,5634 1,7378 1,9850 2,3610 2,8609 3,4234 3,9584 4,3832 4,6536 4,7850 4,8596 4,9959 5,2771 5,7152 6,2908 6,9851 7,7573 8,5314 9,2221 9,7572 10,0726 10,0909 9,7341 8,9975 8,0035 6,9724 6,1246 5,5638 5,2253 4,9390 4,5449 3,9748 3,2785 2,6086 2,1637 2,1024 2,4786 3,2280 4,1794 5,0764 5,6325 5,6141 4,9064 3,5505 1,7442 -0,2064 -1,9789 -3,3291 -4,1331 -4,3683 -4,0822 -3,3927 -2,4979 -1,6442 -1,0356 -0,7540 -0,7684 -0,9995 -1,3616 -1,7761 -2,1878 -2,5823 -2,9791 -3,3932 -3,7988 -4,1441 -4,4021 -4,5946 -4,7559 -4,8879 -4,9613 -4,9521 -4,8664 -4,7316 -4,5704 -4,3926 -4,2088 -4,0421 -3,9175 -3,8374 -3,7663 -3,6452 -3,4380 -3,1769 -2,9594 -2,8931 -3,0248 -3,3052 -3,6010 -3,7438 -3,6093 -3,1836 -2,5432 -1,7786 -0,9758 -0,2509 0,2596 0,4554 0,3127 -0,1108 -0,7058 -1,3689 -2,0446 -2,7311 -3,4586 -4,2365 -4,9953 -5,5985 -5,9280 -5,9497 -5,7066 -5,2891 -4,8103 -4,3700 -4,0207 -3,7533 -3,5033 -3,2021 -2,8631 -2,5988 -2,5314 -2,6934 -2,9917 -3,2339 -3,2223 -2,8718 -2,2587 -1,5670 -1,0030 -0,7513 -0,9641 -1,7058 -2,8686 -4,1953 -5,4247 -6,4020 -7,0718 -7,4342 -7,5321 -7,4498 -7,2830 -7,1048 -6,9500 -6,8084 -6,6307 -6,3505 -5,9121 -5,2935 -4,5087 -3,6073 -2,6936 -1,9132 -1,3721 -1,0793 -0,9790 -0,9994 -1,0700 -1,1502 -1,2624 -1,4656 -1,7796 -2,1198 -2,3157 -2,2230 -1,8196 -1,1914 -0,4675 0,2260 0,7983 1,1964 1,3699 1,2789 0,9757 0,6327 0,4346 0,4413 0,5366 0,5011 0,1623 -0,4973 -1,3552 -2,2240 -2,9126 -3,2797 -3,2706 -2,9130 -2,3077 -1,6261 -1,0642 -0,7472 -0,6638 -0,6969 -0,7150 -0,6246 -0,3703 0,0658 0,6498 1,2826 1,7978 2,0110 1,8310 1,3318 0,7254 0,2817 0,2138 0,5602 1,1649 1,7911 2,2707 2,5705 2,7517 2,9107 3,1315 3,4296 3,7345 3,9569 4,0755 4,1480 4,2473 4,3948 4,5421 4,6076 4,5524 4,4374 4,3837 4,4767 4,7215 5,0596 5,4016 5,6788 5,8812 6,0403 6,1765 6,2637 6,2382 6,0403 5,6699 5,2084 4,7738 4,4619 4,3450 4,4856 4,9064 5,5580 6,3525 7,2083 8,0386 8,7446 9,2683 9,6194 9,8352 9,9511 10,0051 10,0251 9,9995 9,8756 9,5824 9,0508 8,2324 7,1424 5,8943 4,6709 3,6362 2,8562 2,2836 1,7904 1,2160 0,4257 -0,6150 -1,7705 -2,7446 -3,2212 -3,0348 -2,2211 -0,9655 0,4622 1,7860 2,7934 3,3671 3,5167 3,3941 3,2168 3,1403 3,2139 3,4491 3,8875 4,5681 5,4529 6,4197 7,3311 8,1002 8,7050 9,1637 9,5228 9,8728 10,3405 11,0131 11,8289 12,5553 12,9172 12,7672 12,1428 11,1923 10,0662 8,8738 7,7073 6,6647 5,8411 5,3100 5,0968 5,1606 5,4217 5,7977 6,1993 6,5231 6,6967 6,7232 6,6698 6,6322 6,7063 6,9449 7,3244 7,7706 8,1976 8,5126 8,6446 8,5973 8,4325 8,1949 7,8817 7,4865 7,0398 6,5964 6,2017 5,8739 5,6095 5,3945 5,2090 5,0265 4,8137 4,5411 4,1973 3,7833 3,3041 2,7664 2,1721 1,5224 0,8306 0,1228 -0,5662 -1,1853 -1,6635 -1,9329 -1,9659 -1,7868 -1,4492 -1,0175 -0,5733 -0,2056 0,0343 0,1553 0,2046 0,2471 0,3427 0,5054 0,6854 0,8053 0,8194 0,7346
Fz    -4,4391 -4,5527 -4,6122 -4,5820 -4,4545 -4,2481 -3,9892 -3,6938 -3,3762 -3,0643 -2,7914 -2,5703 -2,3813 -2,1956 -2,0115 -1,8600 -1,7663 -1,7112 -1,6327 -1,4660 -1,1788 -0,7791 -0,3067 0,1781 0,6104 0,9441 1,1687 1,3076 1,4042 1,5001 1,6140 1,7396 1,8651 1,9863 2,1011 2,2039 2,2971 2,3965 2,5118 2,6303 2,7327 2,8168 2,9060 3,0411 3,2556 3,5490 3,8801 4,1838 4,3910 4,4478 4,3380 4,0983 3,7968 3,4829 3,1633 2,8248 2,4621 2,0795 1,6831 1,2761 0,8645 0,4678 0,1171 -0,1665 -0,3795 -0,5163 -0,5589 -0,4920 -0,3165 -0,0469 0,2923 0,6532 0,9606 1,1476 1,1947 1,1291 0,9929 0,8074 0,5645 0,2553 -0,0955 -0,4320 -0,6985 -0,8659 -0,9342 -0,9132 -0,8029 -0,5952 -0,2908 0,0941 0,5398 1,0383 1,5916 2,1972 2,8310 3,4478 4,0007 4,4539 4,7746 4,9342 4,9274 4,7777 4,5205 4,1893 3,8192 3,4463 3,0964 2,7800 2,4999 2,2568 2,0447 1,8487 1,6485 1,4236 1,1601 0,8589 0,5362 0,2154 -0,0827 -0,3504 -0,6024 -0,8649 -1,1498 -1,4501 -1,7529 -2,0422 -2,2936 -2,4739 -2,5470 -2,4878 -2,2917 -1,9699 -1,5379 -1,0028 -0,3592 0,3989 1,2642 2,2086 3,1835 4,1365 5,0355 5,8764 6,6683 7,4147 8,1064 8,7350 9,3028 9,8208 10,3029 10,7618 11,2023 11,6153 11,9840 12,3014 12,5680 12,7673 12,8642 12,8528 12,7895 12,7583 12,8113 12,9512 13,1610 13,4262 13,7198 13,9893 14,1828 14,2800 14,2910 14,2461 14,1969 14,2122 14,3540 14,6475 15,0630 15,5166 15,8965 16,1092 16,1142 15,9233 15,5774 15,1230 14,6002 14,0388 13,4528 12,8397 12,1944 11,5276 10,8725 10,2748 9,7657 9,3340 8,9330 8,5257 8,1174 7,7459 7,4474 7,2302 7,0694 6,9212 6,7378 6,4770 6,1133 5,6489 5,1177 4,5776 4,0853 3,6686 3,3178 3,0035 2,7054 2,4298 2,2011 2,0396 1,9427 1,8807 1,8075 1,6795 1,4723 1,1873 0,8541 0,5286 0,2769 0,1556 0,2027 0,4296 0,8116 1,2963 1,8281 2,3574 2,8369 3,2328 3,5383 3,7723 3,9693 4,1668 4,3860 4,6192 4,8388 5,0162 5,1301 5,1665 5,1183 4,9831 4,7689 4,5096 4,2628 4,0807 3,9835 3,9589 3,9736 3,9878 3,9647 3,8797 3,7367 3,5735 3,4493 3,4175 3,4907 3,6256 3,7550 3,8346 3,8602 3,8495 3,8198 3,7800 3,7360 3,6951 3,6598 3,6113 3,5052 3,2913 2,9343 2,4185 1,7458 0,9398 0,0554 -0,8200 -1,5896 -2,1770 -2,5390 -2,6627 -2,5703 -2,3303 -2,0493 -1,8297 -1,7258 -1,7396 -1,8449 -2,0023 -2,1624 -2,2754 -2,3099 -2,2651 -2,1655 -2,0418 -1,9146 -1,7882 -1,6592 -1,5290 -1,4136 -1,3402 -1,3288 -1,3689 -1,4177 -1,4232 -1,3529 -1,2077 -1,0201 -0,8427 -0,7303 -0,7175 -0,8023 -0,9490 -1,1119 -1,2626 -1,3971 -1,5237 -1,6528 -1,7925 -1,9379 -2,0662 -2,1529 -2,1879 -2,1721 -2,1180 -2,0573 -2,0288 -2,0511 -2,1187 -2,2190 -2,3451 -2,4964 -2,6735 -2,8731 -3,0851 -3,2846 -3,4205 -3,4258 -3,2575 -2,9299 -2,5115 -2,0943 -1,7597 -1,5581 -1,5013 -1,5600 -1,6673 -1,7471 -1,7635 -1,7446 -1,7516 -1,8246 -1,9485 -2,0629 -2,1078 -2,0676 -1,9745 -1,8734 -1,7897 -1,7345 -1,7302 -1,8031 -1,9499 -2,1358 -2,3283 -2,5117 -2,6683 -2,7656 -2,7671 -2,6528 -2,4396 -2,1867 -1,9719 -1,8470 -1,8092 -1,8085 -1,7788 -1,6678 -1,4472 -1,1134 -0,6970 -0,2601 0,1358 0,4562 0,6898 0,8399 0,9273 0,9764 0,9927 0,9672 0,9032 0,8328 0,8083 0,8715 1,0297 1,2593 1,5140 1,7297 1,8455 1,8210 1,6297 1,2653 0,7758 0,2646 -0,1633 -0,4549 -0,6277 -0,7438 -0,8581 -0,9873 -1,1197 -1,2309 -1,2863 -1,2491 -1,0986 -0,8395 -0,4978 -0,1159 0,2523 0,5608 0,7977 0,9827 1,1329 1,2466 1,3185 1,3480 1,3252 1,2206 0,9965 0,6395 0,1906 -0,2644 -0,6383 -0,8712 -0,9400 -0,8626 -0,6850 -0,4519 -0,1890 0,0896 0,3675 0,6345 0,9030 1,1979 1,5285 1,8809 2,2395 2,6054 2,9851 3,3654 3,7068 3,9612 4,1033 4,1505 4,1481 4,1381 4,1497 4,2006 4,2895 4,3974 4,5034 4,5910 4,6446 4,6490 4,5977 4,5009 4,3902 4,3145 4,3237 4,4527 4,7189 5,1228 5,6409 6,2246 6,8129 7,3417 7,7440 7,9670 8,0078 7,9164 7,7586 7,5878 7,4396 7,3259 7,2223 7,0783 6,8454 6,4955 6,0235 5,4511 4,8266 4,2060 3,6233 3,0740 2,5304 1,9698 1,3825 0,7663 0,1311 -0,4779 -0,9683 -1,2320 -1,2022 -0,8786 -0,3169 0,3928 1,1539 1,8905 2,5627 3,1684 3,7320 4,2731 4,7819 5,2244 5,5731 5,8288 6,0092 6,1248 6,1757 6,1684 6,1297 6,0985 6,0983 6,1212 6,1478 6,1747 6,2159 6,2769 6,3373 6,3620 6,3286 6,2405 6,1163 5,9756 5,8359 5,7124 5,6192 5,5726 5,5923 5,6907 5,8604 6,0753 6,2983 6,4856 6,5966 6,6087 6,5191 6,3404 6,1058 5,8685 5,6776 5,5591 5,5216 5,5650 5,6718 5,8077 5,9396 6,0375 6,0669 5,9989 5,8291 5,5774 5,2751 4,9552 4,6460 4,3644 4,1144 3,8928 3,6929 3,5025 3,3012 3,0582 2,7325 2,2903 1,7285 1,0800 0,4036 -0,2353 -0,7840 -1,2106 -1,5009 -1,6548 -1,6864 -1,6243 -1,5058 -1,3648 -1,2230 -1,0930 -0,9816 -0,8839 -0,7839 -0,6610 -0,4975 -0,2910 -0,0682 0,1191 0,2180 0,2021 0,0789
F3    -4,0052 -4,1850 -4,2252 -4,1062 -3,8641 -3,5612 -3,2417 -2,9129 -2,5699 -2,2289 -1,9291 -1,7045 -1,5573 -1,4654 -1,4137 -1,3987 -1,3935 -1,3395 -1,1953 -0,9711 -0,6994 -0,3988 -0,0813 0,2251 0,4844 0,6834 0,8518 1,0434 1,2927 1,5803 1,8314 1,9626 1,9414 1,7984 1,5904 1,3774 1,2288 1,2163 1,3755 1,6726 2,0168 2,3133 2,5124 2,6301 2,7322 2,8804 3,0801 3,2804 3,4142 3,4323 3,3181 3,0891 2,7801 2,4227 2,0414 1,6604 1,3052 0,9979 0,7491 0,5506 0,3786 0,2150 0,0602 -0,0647 -0,1203 -0,0731 0,0654 0,2361 0,3725 0,4439 0,4628 0,4510 0,4061 0,3059 0,1405 -0,0615 -0,2283 -0,2699 -0,1323 0,1616 0,5269 0,8722 1,1385 1,2986 1,3421 1,2736 1,1253 0,9595 0,8430 0,8172 0,8967 1,0888 1,4016 1,8345 2,3690 2,9710 3,6041 4,2322 4,8088 5,2720 5,5562 5,6092 5,4111 4,9876 4,4027 3,7302 3,0347 2,3755 1,8074 1,3612 1,0303 0,7863 0,6019 0,4594 0,3534 0,2872 0,2564 0,2389 0,1990 0,0965 -0,1073 -0,4352 -0,8722 -1,3602 -1,8294 -2,2446 -2,6092 -2,9167 -3,1228 -3,1779 -3,0636 -2,7922 -2,3938 -1,9038 -1,3426 -0,6956 0,0881 1,0626 2,2386 3,5676 4,9663 6,3455 7,6238 8,7332 9,6332 10,3258 10,8481 11,2435 11,5411 11,7518 11,8718 11,8916 11,8059 11,6186 11,3453 11,0229 10,7135 10,4941 10,4341 10,5692 10,8895 11,3504 11,8988 12,4906 13,0827 13,6145 14,0207 14,2714 14,3855 14,4113 14,4017 14,3961 14,4111 14,4445 14,4824 14,5010 14,4742 14,3929 14,2725 14,1304 13,9643 13,7601 13,5062 13,1890 12,7886 12,2903 11,7001 11,0376 10,3221 9,5749 8,8268 8,1158 7,4860 6,9872 6,6599 6,5107 6,5144 6,6388 6,8545 7,1181 7,3593 7,4967 7,4676 7,2450 6,8417 6,3128 5,7445 5,2171 4,7651 4,3708 4,0004 3,6465 3,3378 3,1128 2,9821 2,9092 2,8281 2,6828 2,4485 2,1299 1,7596 1,3949 1,1031 0,9453 0,9713 1,2122 1,6612 2,2682 2,9558 3,6304 4,1870 4,5349 4,6421 4,5632 4,4232 4,3615 4,4652 4,7437 5,1536 5,6347 6,1178 6,5177 6,7394 6,7150 6,4528 6,0492 5,6379 5,3198 5,1281 5,0365 4,9795 4,8781 4,6766 4,3773 4,0492 3,7949 3,6971 3,7797 3,9939 4,2388 4,4161 4,4840 4,4724 4,4451 4,4431 4,4593 4,4566 4,3996 4,2699 4,0581 3,7565 3,3704 2,9339 2,5030 2,1182 1,7716 1,4203 1,0330 0,6198 0,2287 -0,0770 -0,2509 -0,2972 -0,2762 -0,2613 -0,2851 -0,3278 -0,3536 -0,3527 -0,3512 -0,3861 -0,4725 -0,5905 -0,6996 -0,7631 -0,7611 -0,6805 -0,4992 -0,2042 0,1532 0,4436 0,5266 0,3385 -0,0685 -0,5521 -0,9578 -1,1926 -1,2356 -1,1027 -0,8247 -0,4582 -0,0861 0,2216 0,4522 0,6432 0,8334 1,0331 1,2216 1,3529 1,3736 1,2594 1,0419 0,7889 0,5569 0,3667 0,2132 0,0845 -0,0195 -0,0845 -0,1100 -0,1412 -0,2522 -0,4867 -0,8140 -1,1429 -1,3729 -1,4387 -1,3204 -1,0322 -0,6102 -0,1095 0,3964 0,8317 1,1406 1,2972 1,3118 1,2390 1,1631 1,1481 1,1919 1,2321 1,1970 1,0527 0,8167 0,5390 0,2736 0,0595 -0,0890 -0,1835 -0,2466 -0,2987 -0,3567 -0,4278 -0,5037 -0,5801 -0,6733 -0,7955 -0,9206 -0,9925 -0,9646 -0,8324 -0,6301 -0,4049 -0,2002 -0,0499 0,0351 0,0825 0,1498 0,2978 0,5647 0,9433 1,3657 1,7268 1,9392 1,9837 1,9208 1,8576 1,8916 2,0609 2,3251 2,5916 2,7721 2,8257 2,7644 2,6306 2,4735 2,3378 2,2512 2,2095 2,1815 2,1283 2,0206 1,8509 1,6380 1,4096 1,1801 0,9495 0,7102 0,4533 0,1813 -0,0877 -0,3430 -0,5951 -0,8521 -1,0917 -1,2703 -1,3498 -1,3055 -1,1216 -0,8008 -0,3657 0,1587 0,7499 1,3650 1,9374 2,4100 2,7563 2,9588 2,9892 2,8245 2,4788 2,0169 1,5253 1,0658 0,6690 0,3553 0,1429 0,0422 0,0575 0,1882 0,4114 0,6684 0,8947 1,0745 1,2564 1,5116 1,8805 2,3619 2,9327 3,5516 4,1509 4,6446 4,9495 5,0186 4,8743 4,6095 4,3411 4,1632 4,1240 4,2117 4,3596 4,4871 4,5413 4,5047 4,3862 4,2177 4,0532 3,9602 4,0022 4,2095 4,5634 5,0156 5,5253 6,0766 6,6616 7,2514 7,7836 8,1676 8,3102 8,1641 7,7635 7,2089 6,6203 6,0995 5,7009 5,4166 5,1967 4,9919 4,7761 4,5559 4,3679 4,2504 4,2032 4,1762 4,1012 3,9379 3,6935 3,4015 3,0873 2,7522 2,3832 1,9790 1,5648 1,1806 0,8636 0,6410 0,5322 0,5550 0,7298 1,0769 1,6060 2,2979 3,0889 3,8749 4,5416 5,0074 5,2534 5,3244 5,3072 5,2903 5,3259 5,4203 5,5517 5,6932 5,8285 5,9504 6,0542 6,1358 6,1939 6,2315 6,2534 6,2570 6,2259 6,1415 6,0029 5,8362 5,6812 5,5652 5,4903 5,4523 5,4627 5,5385 5,6733 5,8180 5,8954 5,8397 5,6194 5,2335 4,7178 4,1619 3,6918 3,4113 3,3596 3,5208 3,8531 4,2977 4,7757 5,1956 5,4636 5,5000 5,2708 4,8131 4,2237 3,6184 3,0902 2,6823 2,3847 2,1514 1,9285 1,6784 1,3890 1,0768 0,7820 0,5360 0,3287 0,1173 -0,1328 -0,4246 -0,7384 -1,0475 -1,3256 -1,5561 -1,7354 -1,8625 -1,9413 -1,9940 -2,0591 -2,1687 -2,3177 -2,4505 -2,4841 -2,3534 -2,0400 -1,5751 -1,0337 -0,5215 -0,1493 -0,0025 -0,1142 -0,4511
F7    -4,0543 -3,8130 -3,4268 -2,9146 -2,3464 -1,8213 -1,4165 -1,1533 -1,0133 -0,9732 -1,0088 -1,0746 -1,1038 -1,0487 -0,9156 -0,7483 -0,5826 -0,4222 -0,2471 -0,0330 0,2314 0,5333 0,8358 1,0899 1,2528 1,3047 1,2505 1,1061 0,8911 0,6357 0,3816 0,1740 0,0538 0,0428 0,1282 0,2707 0,4352 0,6110 0,8051 1,0194 1,2329 1,4081 1,5192 1,5781 1,6279 1,7074 1,8229 1,9520 2,0666 2,1492 2,1904 2,1846 2,1319 2,0301 1,8679 1,6415 1,3736 1,0987 0,8319 0,5598 0,2663 -0,0413 -0,3340 -0,5798 -0,7545 -0,8428 -0,8351 -0,7256 -0,5173 -0,2301 0,0934 0,3841 0,5660 0,6088 0,5643 0,5317 0,5797 0,6993 0,8128 0,8230 0,6693 0,3624 -0,0205 -0,3853 -0,6659 -0,8232 -0,8230 -0,6419 -0,2901 0,1879 0,7357 1,3075 1,8726 2,4041 2,8683 3,2267 3,4570 3,5690 3,5949 3,5626 3,4852 3,3751 3,2609 3,1880 3,1988 3,2985 3,4402 3,5510 3,5734 3,4730 3,2199 2,7884 2,1788 1,4273 0,5969 -0,2395 -1,0112 -1,6582 -2,1440 -2,4736 -2,7004 -2,9041 -3,1531 -3,4786 -3,8658 -4,2522 -4,5435 -4,6462 -4,5012 -4,1028 -3,4967 -2,7563 -1,9560 -1,1485 -0,3502 0,4585 1,3140 2,2288 3,1611 4,0380 4,8098 5,4730 6,0464 6,5340 6,9108 7,1432 7,2285 7,2132 7,1733 7,1708 7,2262 7,3190 7,4079 7,4600 7,4712 7,4641 7,4809 7,5785 7,8122 8,2098 8,7588 9,4144 10,1204 10,8148 11,4165 11,8310 11,9958 11,9154 11,6468 11,2697 10,8744 10,5540 10,3775 10,3614 10,4637 10,6003 10,6802 10,6558 10,5478 10,4087 10,2671 10,1106 9,9077 9,6360 9,2943 8,8944 8,4508 7,9827 7,5233 7,1161 6,7900 6,5305 6,2874 6,0168 5,7093 5,3803 5,0527 4,7465 4,4683 4,2123 3,9696 3,7347 3,5040 3,2706 3,0257 2,7717 2,5235 2,2939 2,0847 1,8936 1,7267 1,5975 1,5095 1,4426 1,3678 1,2721 1,1671 1,0777 1,0168 0,9719 0,9168 0,8325 0,7162 0,5853 0,4798 0,4537 0,5448 0,7504 1,0338 1,3450 1,6404 1,8975 2,1183 2,3197 2,5250 2,7566 3,0233 3,3054 3,5534 3,7054 3,7187 3,5991 3,4028 3,2051 3,0655 3,0129 3,0458 3,1378 3,2540 3,3707 3,4785 3,5722 3,6390 3,6608 3,6317 3,5669 3,4947 3,4403 3,4005 3,3353 3,1928 2,9404 2,5789 2,1448 1,7045 1,3363 1,1035 1,0302 1,0931 1,2309 1,3674 1,4347 1,3852 1,1927 0,8566 0,4155 -0,0397 -0,3848 -0,5195 -0,4206 -0,1442 0,2101 0,5359 0,7447 0,7885 0,6786 0,4798 0,2678 0,0861 -0,0634 -0,2019 -0,3538 -0,5360 -0,7565 -1,0161 -1,3019 -1,5858 -1,8323 -2,0081 -2,0890 -2,0704 -1,9691 -1,8097 -1,6112 -1,3872 -1,1567 -0,9480 -0,7850 -0,6676 -0,5676 -0,4533 -0,3161 -0,1675 -0,0130 0,1578 0,3519 0,5516 0,7145 0,7968 0,7822 0,7014 0,6222 0,6010 0,6404 0,7000 0,7342 0,7079 0,6033 0,4294 0,2174 -0,0025 -0,2201 -0,4383 -0,6510 -0,8370 -0,9689 -1,0262 -1,0037 -0,9107 -0,7587 -0,5511 -0,2941 -0,0207 0,2084 0,3374 0,3541 0,2982 0,2352 0,2207 0,2693 0,3505 0,4125 0,4163 0,3588 0,2732 0,2091 0,2049 0,2688 0,3747 0,4773 0,5232 0,4491 0,2028 -0,2102 -0,7138 -1,1973 -1,5571 -1,7237 -1,6850 -1,4955 -1,2505 -1,0399 -0,9161 -0,8926 -0,9507 -1,0467 -1,1275 -1,1498 -1,0859 -0,9175 -0,6431 -0,2998 0,0379 0,3001 0,4642 0,5575 0,6316 0,7350 0,8857 1,0546 1,1849 1,2392 1,2328 1,2217 1,2597 1,3663 1,5259 1,6998 1,8425 1,9168 1,8999 1,7788 1,5580 1,2754 0,9882 0,7331 0,5089 0,2844 0,0151 -0,3287 -0,7281 -1,1131 -1,3960 -1,5054 -1,4128 -1,1453 -0,7672 -0,3455 0,0718 0,4538 0,7756 1,0180 1,1699 1,2283 1,1991 1,1091 1,0095 0,9570 0,9747 1,0280 1,0533 1,0233 0,9729 0,9644 1,0437 1,2148 1,4416 1,6789 1,9008 2,1037 2,2906 2,4541 2,5785 2,6536 2,6762 2,6447 2,5705 2,4946 2,4798 2,5765 2,7946 3,1028 3,4428 3,7487 3,9764 4,1152 4,1691 4,1467 4,0752 4,0051 3,9907 4,0590 4,1824 4,2869 4,2977 4,1821 3,9655 3,7184 3,5209 3,4238 3,4365 3,5502 3,7606 4,0672 4,4605 4,9179 5,4080 5,8822 6,2748 6,5331 6,6452 6,6295 6,5200 6,3621 6,1929 6,0153 5,8038 5,5390 5,2324 4,9189 4,6353 4,4056 4,2343 4,1014 3,9631 3,7682 3,4829 3,1026 2,6476 2,1552 1,6798 1,2933 1,0661 1,0353 1,1934 1,4969 1,8755 2,2491 2,5571 2,7793 2,9426 3,0997 3,2874 3,5102 3,7595 4,0311 4,3273 4,6469 4,9723 5,2711 5,5127 5,6879 5,8119 5,9083 5,9958 6,0903 6,2066 6,3497 6,5015 6,6207 6,6572 6,5736 6,3540 6,0071 5,5743 5,1337 4,7801 4,5916 4,6020 4,7890 5,0807 5,3824 5,6086 5,6998 5,6253 5,3937 5,0562 4,6818 4,3247 4,0221 3,8103 3,7250 3,7879 3,9991 4,3302 4,7216 5,1009 5,4099 5,6011 5,6280 5,4675 5,1476 4,7280 4,2574 3,7598 3,2525 2,7616 2,3195 1,9551 1,6886 1,5237 1,4415 1,4111 1,4024 1,3876 1,3388 1,2305 1,0465 0,7898 0,4880 0,1873 -0,0662 -0,2408 -0,3279 -0,3442 -0,3178 -0,2673 -0,2006 -0,1339 -0,0969 -0,1167 -0,1981 -0,3176 -0,4325 -0,5029 -0,5133 -0,4826 -0,4579 -0,4849 -0,5771
