Fp1   -4,0152 -4,5583 -4,9170 -5,0189 -4,7610 -4,0500 -2,8944 -1,4367 0,1110 1,5442 2,7074 3,5130 3,9421 4,0174 3,7658 3,2207 2,4532 1,5612 0,6528 -0,1350 -0,6464 -0,7850 -0,5910 -0,2242 0,1525 0,4903 0,8522 1,2882 1,7343 2,0453 2,1051 1,9004 1,5171 1,0905 0,7392 0,5073 0,3509 0,1854 -0,0441 -0,3380 -0,6606 -0,9446 -1,1087 -1,1228 -1,0378 -0,9234 -0,7954 -0,6316 -0,4515 -0,3560 -0,4595 -0,7833 -1,2271 -1,6325 -1,8621 -1,8419 -1,5612 -1,0816 -0,5622 -0,2146 -0,1766 -0,4112 -0,6969 -0,7370 -0,3474 0,4368 1,4263 2,4176 3,2757 3,9467 4,4422 4,7978 5,0109 5,0225 4,7647 4,2137 3,4054 2,4273 1,3966 0,4157 -0,4576 -1,1802 -1,6699 -1,8074 -1,5097 -0,8012 0,1913 1,3045 2,3994 3,3714 4,1490 4,7323 5,2021 5,6468 6,0896 6,4724 6,6795 6,6065 6,2498 5,7465 5,3213 5,1562 5,2699 5,5196 5,7235 5,7801 5,6817 5,4544 5,1179 4,6846 4,1666 3,5662 2,8439 1,9245 0,7708 -0,5789 -2,0431 -3,5105 -4,8411 -5,9170 -6,6899 -7,1669 -7,3903 -7,4343 -7,3850 -7,2982 -7,1720 -6,9550 -6,5807 -5,9975 -5,1786 -4,1268 -2,8786 -1,4823 0,0299 1,6213 3,2132 4,7172 6,1105 7,4548 8,8555 10,3982 12,0879 13,8218 15,4224 16,7174 17,6055 18,0659 18,1565 18,0187 17,8175 17,6420 17,4962 17,3854 17,3787 17,5733 18,0025 18,5803 19,1356 19,5198 19,6877 19,6771 19,5261 19,2307 18,7692 18,1347 17,3512 16,5009 15,7076 15,0508 14,5147 14,0365 13,5791 13,1465 12,7641 12,4822 12,3893 12,5562 12,9254 13,2833 13,3707 13,0238 12,2384 11,1560 10,0038 8,9947 8,2414 7,7391 7,3830 7,0151 6,5371 5,9993 5,5438 5,2862 5,2638 5,4543 5,8183 6,3282 6,9455 7,5623 7,9998 8,0984 7,8093 7,2055 6,4277 5,6155 4,8537 4,1631 3,5344 2,9500 2,3639 1,7063 0,9383 0,0799 -0,7973 -1,5696 -2,0838 -2,2101 -1,8880 -1,1686 -0,2299 0,7031 1,4736 2,0211 2,3265 2,3746 2,1646 1,7468 1,2555 0,8729 0,7094 0,7129 0,7039 0,4956 0,0058 -0,7090 -1,4972 -2,1951 -2,7036 -3,0055 -3,1419 -3,2096 -3,3437 -3,6313 -4,0287 -4,3815 -4,5295 -4,4027 -4,0426 -3,5588 -3,0742 -2,6989 -2,5203 -2,5776 -2,8249 -3,1438 -3,4180 -3,5813 -3,5909 -3,4114 -3,0596 -2,6356 -2,2778 -2,0818 -2,0563 -2,1307 -2,2062 -2,2352 -2,2747 -2,4389 -2,7840 -3,2628 -3,7898 -4,3071 -4,7773 -5,1391 -5,2939 -5,1478 -4,6594 -3,8587 -2,8660 -1,9015 -1,2296 -1,0408 -1,3545 -2,0235 -2,8225 -3,5396 -4,0408 -4,3015 -4,3739 -4,3256 -4,2217 -4,1338 -4,1077 -4,1102 -4,0354 -3,7830 -3,3369 -2,7833 -2,2586 -1,8700 -1,6586 -1,6165 -1,6947 -1,7971 -1,8206 -1,7240 -1,5531 -1,4095 -1,3968 -1,5785 -1,9745 -2,5716 -3,3100 -4,0729 -4,7261 -5,1733 -5,3702 -5,3155 -5,0511 -4,6597 -4,2340 -3,8223 -3,3992 -2,9065 -2,3299 -1,7275 -1,1739 -0,6811 -0,1800 0,4136 1,1043 1,7860 2,3035 2,5284 2,3986 1,9339 1,2100 0,3050 -0,7064 -1,7224 -2,6211 -3,2999 -3,7097 -3,8691 -3,8363 -3,6521 -3,3295 -2,9076 -2,4695 -2,0866 -1,7919 -1,6053 -1,5242 -1,4842 -1,3654 -1,0490 -0,4741 0,3344 1,2597 2,0935 2,5774 2,5157 1,8899 0,8628 -0,3064 -1,3400 -2,0147 -2,2541 -2,1681 -1,9738 -1,8571 -1,8786 -1,9699 -2,0167 -1,9691 -1,8682 -1,7744 -1,6812 -1,4878 -1,0674 -0,3868 0,4443 1,2494 1,8845 2,2669 2,3576 2,1507 1,6834 1,0337 0,3064 -0,3775 -0,9156 -1,2753 -1,4920 -1,6122 -1,6679 -1,7213 -1,8801 -2,2177 -2,6967 -3,1878 -3,5464 -3,6679 -3,5113 -3,1052 -2,5151 -1,7758 -0,8668 0,2331 1,4626 2,6407 3,5256 3,9416 3,8618 3,3875 2,6858 1,9228 1,2060 0,5778 0,0441 -0,4149 -0,8366 -1,2413 -1,6047 -1,8606 -1,9265 -1,7456 -1,3318 -0,7707 -0,1671 0,4080 0,9444 1,4872 2,0871 2,7387 3,3667 3,8819 4,2531 4,5028 4,6282 4,5726 4,2855 3,7703 3,0784 2,2948 1,5124 0,8042 0,2394 -0,0901 -0,0996 0,2364 0,8685 1,6994 2,6259 3,5871 4,5800 5,5928 6,5378 7,2945 7,8018 8,0810 8,1888 8,1773 8,0979 8,0028 7,9294 7,9033 7,9386 8,0110 8,0562 8,0218 7,9267 7,8769 8,0057 8,3654 8,8584 9,2713 9,3809 9,0648 8,3496 7,3707 6,2799 5,1988 4,2319 3,4586 2,8945 2,4802 2,1145 1,7048 1,2043 0,5952 -0,1419 -0,9886 -1,8327 -2,5195 -2,9519 -3,1224 -3,0953 -2,9775 -2,8592 -2,7587 -2,6246 -2,3975 -2,0747 -1,7028 -1,3218 -0,9545 -0,6306 -0,3680 -0,1391 0,1237 0,5094 1,1097 1,9825 3,1112 4,3942 5,6661 6,7419 7,4682 7,7548 7,5778 6,9833 6,1010 5,1374 4,3187 3,8100 3,6882 3,9705 4,6138 5,4949 6,4571 7,3994 8,3032 9,1774 9,9965 10,6847 11,1499 11,3349 11,2558 11,0008 10,6689 10,2943 9,8335 9,2299 8,5088 7,8139 7,3267 7,1384 7,1945 7,3469 7,4624 7,4852 7,3929 7,1338 6,6621 6,0210 5,3375 4,7210 4,1736 3,5905 2,8357 1,8458 0,6996 -0,3960 -1,2017 -1,5613 -1,4660 -1,0456 -0,5168 -0,0955 0,0946 0,0429 -0,2046 -0,6044 -1,1473 -1,8669 -2,7976 -3,9038 -5,0685 -6,1491 -7,0251 -7,6256 -7,9428 -7,9962 -7,7733 -7,2316 -6,3669 -5,2614 -4,0419 -2,8069 -1,6291 -0,6270 0,0098 0,1029 -0,3809 -1,2807 -2,3406 -3,3509
Fz    -1,3849 -1,3061 -1,2322 -1,1609 -1,0422 -0,7967 -0,3654 0,2587 1,0305 1,8637 2,6568 3,3255 3,8091 4,0552 4,0232 3,7169 3,2041 2,5866 1,9612 1,4105 1,0003 0,7552 0,6412 0,5857 0,5230 0,4301 0,3232 0,2206 0,1082 -0,0599 -0,3292 -0,7082 -1,1584 -1,6147 -2,0171 -2,3341 -2,5656 -2,7259 -2,8197 -2,8318 -2,7401 -2,5282 -2,1936 -1,7632 -1,2994 -0,8721 -0,5188 -0,2395 -0,0226 0,1409 0,2695 0,3965 0,5544 0,7562 0,9950 1,2549 1,5200 1,7738 1,9890 2,1324 2,1899 2,1815 2,1563 2,1696 2,2534 2,4049 2,6064 2,8485 3,1249 3,4110 3,6659 3,8523 3,9456 3,9294 3,7968 3,5567 3,2357 2,8804 2,5489 2,2879 2,1166 2,0357 2,0479 2,1718 2,4289 2,8199 3,3176 3,8759 4,4424 4,9632 5,3895 5,6943 5,8790 5,9606 5,9600 5,8933 5,7627 5,5641 5,3157 5,0746 4,9183 4,8939 4,9761 5,0807 5,1286 5,1011 5,0344 4,9678 4,9072 4,8388 4,7574 4,6611 4,5211 4,2807 3,8942 3,3543 2,6886 1,9574 1,2456 0,6265 0,1346 -0,2248 -0,4653 -0,6217 -0,7418 -0,8674 -1,0165 -1,1761 -1,3044 -1,3391 -1,2145 -0,8909 -0,3675 0,3361 1,1989 2,1880 3,2398 4,2775 5,2535 6,1688 7,0570 7,9518 8,8581 9,7443 10,5521 11,2203 11,7118 12,0241 12,1849 12,2451 12,2621 12,2729 12,2885 12,3194 12,3966 12,5519 12,7759 13,0095 13,1830 13,2604 13,2529 13,1949 13,1110 13,0027 12,8605 12,6839 12,4939 12,3323 12,2469 12,2617 12,3630 12,5201 12,7115 12,9210 13,1169 13,2570 13,3174 13,2908 13,1492 12,8353 12,3031 11,5585 10,6624 9,7060 8,7769 7,9318 7,1928 6,5647 6,0418 5,6103 5,2732 5,0620 5,0051 5,0946 5,2873 5,5233 5,7521 5,9582 6,1566 6,3516 6,5076 6,5651 6,4784 6,2390 5,8779 5,4491 5,0015 4,5635 4,1542 3,7846 3,4375 3,0672 2,6343 2,1296 1,5677 0,9825 0,4278 -0,0320 -0,3388 -0,4690 -0,4489 -0,3279 -0,1430 0,0849 0,3339 0,5731 0,7664 0,8877 0,9369 0,9360 0,9033 0,8379 0,7259 0,5507 0,3006 -0,0207 -0,3822 -0,7309 -1,0205 -1,2318 -1,3729 -1,4737 -1,5672 -1,6523 -1,6801 -1,5867 -1,3384 -0,9554 -0,5087 -0,0972 0,1834 0,2657 0,1240 -0,2183 -0,6874 -1,1780 -1,5950 -1,8786 -1,9988 -1,9517 -1,7706 -1,5269 -1,3014 -1,1438 -1,0565 -1,0047 -0,9423 -0,8485 -0,7570 -0,7367 -0,8321 -1,0265 -1,2630 -1,4863 -1,6674 -1,8011 -1,8933 -1,9512 -1,9760 -1,9610 -1,9100 -1,8554 -1,8464 -1,9111 -2,0310 -2,1571 -2,2450 -2,2672 -2,2172 -2,1210 -2,0288 -1,9910 -2,0482 -2,2246 -2,5114 -2,8530 -3,1598 -3,3469 -3,3759 -3,2758 -3,1234 -2,9947 -2,9356 -2,9653 -3,0748 -3,2167 -3,3174 -3,3115 -3,1752 -2,9450 -2,7024 -2,5277 -2,4596 -2,4898 -2,5736 -2,6464 -2,6491 -2,5476 -2,3397 -2,0561 -1,7497 -1,4700 -1,2450 -1,0751 -0,9358 -0,7918 -0,6270 -0,4603 -0,3191 -0,1968 -0,0418 0,2052 0,5529 0,9431 1,2955 1,5558 1,7070 1,7568 1,7152 1,5800 1,3512 1,0535 0,7411 0,4862 0,3505 0,3516 0,4622 0,6502 0,9026 1,2050 1,5287 1,8544 2,1833 2,5212 2,8741 3,2552 3,6775 4,1369 4,6097 5,0593 5,4371 5,6772 5,7059 5,4723 4,9726 4,2484 3,3785 2,4777 1,6677 1,0228 0,5450 0,1943 -0,0621 -0,2302 -0,2942 -0,2369 -0,0727 0,1451 0,3612 0,5611 0,7726 1,0282 1,3264 1,6289 1,8919 2,0850 2,1859 2,1751 2,0471 1,8224 1,5452 1,2694 1,0452 0,9041 0,8446 0,8358 0,8357 0,8058 0,7080 0,5080 0,1977 -0,1870 -0,5754 -0,8865 -1,0493 -1,0250 -0,8275 -0,5121 -0,1369 0,2604 0,6554 1,0171 1,3054 1,4900 1,5715 1,5741 1,5219 1,4357 1,3415 1,2623 1,2065 1,1705 1,1424 1,1050 1,0506 0,9926 0,9612 0,9905 1,1005 1,2726 1,4471 1,5637 1,6120 1,6395 1,7125 1,8661 2,0840 2,3134 2,4987 2,6135 2,6675 2,6845 2,6839 2,6844 2,7078 2,7725 2,8860 3,0356 3,1898 3,3183 3,4076 3,4619 3,5048 3,5831 3,7577 4,0755 4,5443 5,1242 5,7269 6,2291 6,5238 6,5718 6,4057 6,0970 5,7292 5,3832 5,1190 4,9614 4,9129 4,9684 5,1062 5,2742 5,4023 5,4321 5,3363 5,1119 4,7614 4,2847 3,6893 3,0019 2,2733 1,5744 0,9729 0,5015 0,1534 -0,0926 -0,2589 -0,3717 -0,4620 -0,5659 -0,7207 -0,9520 -1,2721 -1,6929 -2,2087 -2,7660 -3,2830 -3,7047 -4,0269 -4,2802 -4,5038 -4,7240 -4,9343 -5,0882 -5,1174 -4,9674 -4,6137 -4,0571 -3,3292 -2,5023 -1,6678 -0,8988 -0,2302 0,3446 0,8656 1,3809 1,9137 2,4477 2,9372 3,3319 3,5998 3,7325 3,7421 3,6616 3,5473 3,4657 3,4679 3,5699 3,7551 3,9965 4,2724 4,5616 4,8398 5,0911 5,3215 5,5521 5,7945 6,0325 6,2292 6,3473 6,3685 6,3066 6,2009 6,0838 5,9588 5,8079 5,6238 5,4376 5,3080 5,2764 5,3356 5,4384 5,5335 5,5902 5,5878 5,4956 5,2837 4,9533 4,5419 4,0904 3,6066 3,0630 2,4295 1,7102 0,9600 0,2690 -0,2799 -0,6504 -0,8550 -0,9258 -0,8871 -0,7489 -0,5185 -0,2188 0,1018 0,3763 0,5341 0,5174 0,3029 -0,0836 -0,5773 -1,0999 -1,5790 -1,9690 -2,2642 -2,4812 -2,6184 -2,6422 -2,5170 -2,2414 -1,8532 -1,4082 -0,9682 -0,6036 -0,3831 -0,3451 -0,4710 -0,6896 -0,9241 -1,1356
F3    -0,9847 -0,9276 -1,0366 -1,2448 -1,4197 -1,4322 -1,2156 -0,7777 -0,1751 0,5222 1,2585 1,9847 2,6226 3,0535 3,1705 2,9595 2,5255 2,0390 1,6573 1,4788 1,5404 1,8228 2,2454 2,6776 2,9737 3,0065 2,6887 1,9951 0,9811 -0,2182 -1,4138 -2,4173 -3,1029 -3,4290 -3,4193 -3,1385 -2,6768 -2,1399 -1,6349 -1,2477 -1,0172 -0,9270 -0,9263 -0,9580 -0,9775 -0,9666 -0,9344 -0,8941 -0,8349 -0,7150 -0,4874 -0,1411 0,2795 0,6956 1,0350 1,2600 1,3693 1,3909 1,3704 1,3548 1,3790 1,4585 1,5945 1,7850 2,0284 2,3178 2,6442 3,0084 3,4139 3,8430 4,2492 4,5728 4,7547 4,7408 4,4954 4,0171 3,3419 2,5363 1,6955 0,9434 0,4094 0,1734 0,2217 0,4568 0,7530 1,0280 1,2906 1,6229 2,1130 2,7902 3,6094 4,4806 5,3048 5,9967 6,4981 6,7776 6,8320 6,7024 6,4808 6,2661 6,0946 5,9116 5,6097 5,1120 4,4379 3,6991 3,0317 2,5266 2,2094 2,0694 2,0872 2,2264 2,4140 2,5471 2,5276 2,2960 1,8576 1,2928 0,7319 0,2955 0,0499 -0,0030 0,0755 0,1720 0,1670 -0,0057 -0,3391 -0,7641 -1,1728 -1,4494 -1,5078 -1,3212 -0,9257 -0,3905 0,2206 0,8784 1,5954 2,4058 3,3282 4,3371 5,3673 6,3481 7,2393 8,0377 8,7533 9,3905 9,9585 10,4875 11,0157 11,5699 12,1598 12,7699 13,3418 13,7889 14,0431 14,0786 13,8995 13,5351 13,0523 12,5549 12,1477 11,8793 11,7156 11,5735 11,3817 11,1304 10,8731 10,6822 10,6101 10,6849 10,9156 11,2853 11,7377 12,1658 12,4285 12,4111 12,0895 11,5383 10,8764 10,1996 9,5495 8,9285 8,3324 7,7693 7,2469 6,7445 6,2238 5,6791 5,1594 4,7421 4,5013 4,4857 4,6923 5,0537 5,4517 5,7499 5,8393 5,6899 5,3731 5,0178 4,7179 4,4715 4,2137 3,9067 3,5944 3,3708 3,3047 3,3931 3,5752 3,7676 3,8932 3,9070 3,8071 3,6068 3,2976 2,8545 2,2692 1,5688 0,8125 0,0701 -0,6095 -1,2028 -1,6842 -2,0025 -2,0892 -1,8946 -1,4274 -0,7655 -0,0307 0,6539 1,2033 1,5808 1,7775 1,7887 1,6108 1,2483 0,7174 0,0564 -0,6630 -1,3435 -1,8893 -2,2315 -2,3362 -2,2012 -1,8579 -1,3779 -0,8557 -0,3760 0,0014 0,2369 0,3060 0,2074 -0,0269 -0,3344 -0,6416 -0,8878 -1,0427 -1,1059 -1,0905 -1,0088 -0,8734 -0,7141 -0,5811 -0,5141 -0,5101 -0,5207 -0,4834 -0,3729 -0,2277 -0,1212 -0,1096 -0,2036 -0,3754 -0,5878 -0,8210 -1,0831 -1,4007 -1,7925 -2,2417 -2,6916 -3,0611 -3,2742 -3,2983 -3,1549 -2,8858 -2,5212 -2,0859 -1,6208 -1,1909 -0,8713 -0,7060 -0,6825 -0,7656 -0,9386 -1,1860 -1,4579 -1,6785 -1,7929 -1,7997 -1,7510 -1,7248 -1,7779 -1,9165 -2,1120 -2,3286 -2,5213 -2,6274 -2,5959 -2,4386 -2,2357 -2,0751 -1,9864 -1,9323 -1,8501 -1,6885 -1,4172 -1,0277 -0,5362 0,0067 0,5098 0,8665 1,0058 0,9200 0,6557 0,3015 -0,0274 -0,2294 -0,2610 -0,1236 0,1935 0,7203 1,4345 2,2079 2,8505 3,2153 3,2711 3,0968 2,8177 2,5408 2,3367 2,2489 2,2917 2,4395 2,6285 2,7791 2,8267 2,7436 2,5435 2,2640 1,9478 1,6531 1,4764 1,5286 1,8675 2,4596 3,2100 4,0200 4,8125 5,5200 6,0822 6,4666 6,6732 6,7113 6,5770 6,2454 5,6907 4,9372 4,0913 3,3041 2,6919 2,2893 2,0664 1,9722 1,9675 2,0385 2,1813 2,3655 2,5285 2,6223 2,6584 2,7009 2,8167 3,0250 3,2849 3,5317 3,7185 3,8228 3,8394 3,7822 3,6828 3,5700 3,4491 3,3028 3,1125 2,8822 2,6402 2,4162 2,2171 2,0247 1,8135 1,5796 1,3616 1,2317 1,2678 1,5257 2,0081 2,6426 3,3056 3,8773 4,2721 4,4376 4,3581 4,0653 3,6334 3,1539 2,7068 2,3525 2,1394 2,0924 2,1879 2,3641 2,5680 2,7803 2,9996 3,2259 3,4520 3,6585 3,8261 3,9474 4,0200 4,0394 4,0121 3,9626 3,9121 3,8561 3,7731 3,6512 3,4990 3,3373 3,1885 3,0750 3,0231 3,0627 3,2214 3,5086 3,9003 4,3372 4,7317 4,9846 5,0189 4,8174 4,4297 3,9480 3,4881 3,1811 3,1404 3,4120 3,9521 4,6428 5,3253 5,8453 6,1080 6,1158 5,9623 5,7824 5,6814 5,6899 5,7778 5,9032 6,0341 6,1324 6,1512 6,0655 5,8883 5,6490 5,3587 4,9884 4,4859 3,8353 3,0928 2,3519 1,6927 1,1703 0,8222 0,6687 0,7037 0,8877 1,1554 1,4296 1,6250 1,6599 1,4885 1,1159 0,5707 -0,1169 -0,8996 -1,7022 -2,4483 -3,0944 -3,6318 -4,0647 -4,3959 -4,6143 -4,6720 -4,4800 -3,9585 -3,1034 -2,0035 -0,7969 0,3833 1,4367 2,2993 2,9472 3,3960 3,6778 3,8161 3,8275 3,7384 3,5926 3,4465 3,3441 3,2916 3,2752 3,3111 3,4625 3,7924 4,3028 4,9225 5,5515 6,1187 6,6058 7,0184 7,3403 7,5343 7,5847 7,5167 7,3743 7,1981 7,0259 6,8860 6,7809 6,6977 6,6416 6,6441 6,7301 6,8741 7,0049 7,0708 7,0850 7,0919 7,0958 7,0381 6,8467 6,5002 6,0463 5,5717 5,1500 4,8007 4,4877 4,1546 3,7577 3,2871 2,7683 2,2409 1,7308 1,2424 0,7662 0,2879 -0,1928 -0,6444 -1,0168 -1,2700 -1,3811 -1,3429 -1,1746 -0,9258 -0,6618 -0,4477 -0,3364 -0,3631 -0,5475 -0,8846 -1,3240 -1,7752 -2,1545 -2,4399 -2,6766 -2,9209 -3,1756 -3,3779 -3,4515 -3,3662 -3,1630 -2,9323 -2,7568 -2,6583 -2,5811 -2,4275 -2,1418 -1,7718
F7    -1,5883 -1,7264 -1,8799 -2,0205 -2,0734 -1,9508 -1,6109 -1,0850 -0,4534 0,1942 0,7840 1,2678 1,6218 1,8391 1,9204 1,8783 1,7437 1,5548 1,3378 1,1063 0,8727 0,6484 0,4262 0,1740 -0,1397 -0,5043 -0,8507 -1,0813 -1,1261 -0,9877 -0,7352 -0,4533 -0,1904 0,0581 0,3216 0,6040 0,8595 1,0158 1,0181 0,8582 0,5731 0,2263 -0,1129 -0,3894 -0,5714 -0,6380 -0,5683 -0,3585 -0,0550 0,2467 0,4443 0,4659 0,2854 -0,0598 -0,4601 -0,7625 -0,8275 -0,5908 -0,1001 0,5070 1,0725 1,4894 1,7392 1,8763 1,9738 2,0747 2,1868 2,3047 2,4178 2,5038 2,5360 2,4972 2,3822 2,1943 1,9446 1,6449 1,2967 0,9034 0,4954 0,1239 -0,1744 -0,3889 -0,5113 -0,5163 -0,3806 -0,1065 0,2755 0,7201 1,1853 1,6422 2,0746 2,4827 2,8831 3,2898 3,6964 4,0761 4,3912 4,6023 4,6840 4,6417 4,5132 4,3467 4,1676 3,9672 3,7296 3,4676 3,2265 3,0487 2,9420 2,8856 2,8541 2,8200 2,7340 2,5222 2,1157 1,4797 0,6291 -0,3616 -1,3684 -2,2618 -2,9516 -3,4007 -3,6265 -3,6907 -3,6632 -3,5862 -3,4741 -3,3315 -3,1599 -2,9495 -2,6691 -2,2710 -1,7125 -0,9790 -0,0892 0,9168 1,9864 3,0550 4,0524 4,9230 5,6502 6,2592 6,7899 7,2571 7,6362 7,8902 8,0102 8,0247 7,9747 7,8962 7,8223 7,7868 7,8225 7,9668 8,2665 8,7527 9,3909 10,0617 10,6068 10,9136 10,9633 10,8053 10,5019 10,1012 9,6445 9,1732 8,7210 8,3083 7,9479 7,6386 7,3526 7,0553 6,7436 6,4578 6,2595 6,2015 6,3059 6,5462 6,8402 7,0722 7,1389 6,9815 6,5921 6,0154 5,3374 4,6482 4,0093 3,4570 3,0075 2,6535 2,3865 2,2249 2,1975 2,3061 2,5151 2,7642 2,9925 3,1714 3,3120 3,4400 3,5662 3,6732 3,7213 3,6713 3,5150 3,2798 2,9982 2,6814 2,3315 1,9657 1,6126 1,2922 1,0101 0,7596 0,5303 0,3253 0,1599 0,0467 -0,0017 0,0347 0,1647 0,3701 0,6142 0,8571 1,0549 1,1500 1,0780 0,8021 0,3477 -0,2041 -0,7600 -1,2543 -1,6555 -1,9495 -2,1271 -2,1878 -2,1416 -2,0024 -1,7855 -1,5040 -1,1708 -0,8162 -0,4983 -0,2784 -0,1860 -0,2096 -0,3083 -0,4313 -0,5438 -0,6355 -0,7039 -0,7401 -0,7441 -0,7331 -0,7186 -0,6843 -0,6014 -0,4526 -0,2390 0,0212 0,2893 0,5100 0,6343 0,6446 0,5586 0,4151 0,2544 0,0957 -0,0825 -0,3251 -0,6517 -1,0279 -1,3902 -1,6918 -1,9172 -2,0697 -2,1566 -2,1808 -2,1299 -1,9799 -1,7257 -1,4111 -1,1228 -0,9431 -0,8990 -0,9532 -1,0335 -1,0646 -1,0041 -0,8770 -0,7606 -0,7278 -0,8163 -1,0382 -1,3886 -1,8277 -2,2762 -2,6471 -2,8819 -2,9707 -2,9478 -2,8515 -2,6814 -2,4077 -2,0160 -1,5288 -0,9915 -0,4541 0,0281 0,3921 0,5804 0,5659 0,3584 -0,0074 -0,4789 -0,9863 -1,4522 -1,8047 -1,9930 -2,0015 -1,8426 -1,5400 -1,1304 -0,6672 -0,2040 0,2212 0,5744 0,8153 0,9223 0,9334 0,9414 1,0350 1,2447 1,5419 1,8746 2,1909 2,4463 2,6004 2,6098 2,4413 2,1093 1,6860 1,2643 0,9201 0,6984 0,6069 0,6115 0,6540 0,6801 0,6505 0,5494 0,4035 0,2811 0,2567 0,3773 0,6601 1,1055 1,7003 2,4029 3,1340 3,7862 4,2475 4,4332 4,3189 3,9495 3,4114 2,8019 2,2156 1,7236 1,3488 1,0667 0,8372 0,6420 0,4925 0,4090 0,4000 0,4586 0,5624 0,6790 0,7888 0,9150 1,1148 1,4194 1,7924 2,1575 2,4515 2,6413 2,7136 2,6658 2,5028 2,2409 1,9053 1,5241 1,1241 0,7319 0,3891 0,1617 0,1089 0,2274 0,4325 0,6080 0,6854 0,6792 0,6552 0,6826 0,8116 1,0652 1,4420 1,9258 2,4873 3,0731 3,5998 3,9680 4,0980 3,9668 3,6184 3,1439 2,6522 2,2337 1,9278 1,7247 1,5977 1,5211 1,4640 1,3929 1,2844 1,1378 0,9942 0,9368 1,0448 1,3365 1,7560 2,2068 2,5999 2,8906 3,0881 3,2326 3,3494 3,4267 3,4385 3,3788 3,2665 3,1301 2,9981 2,8852 2,7757 2,6312 2,4188 2,1367 1,8314 1,5888 1,4939 1,5929 1,8866 2,3370 2,8733 3,4135 3,8969 4,2910 4,5753 4,7422 4,8069 4,8005 4,7552 4,7082 4,7050 4,7783 4,9224 5,0983 5,2581 5,3624 5,3920 5,3570 5,2988 5,2708 5,2952 5,3328 5,3023 5,1344 4,8106 4,3672 3,8731 3,3971 2,9838 2,6512 2,3978 2,2008 2,0186 1,8030 1,5128 1,1316 0,6828 0,2202 -0,2101 -0,5916 -0,9228 -1,1972 -1,4011 -1,5241 -1,5695 -1,5550 -1,5030 -1,4246 -1,3142 -1,1626 -0,9723 -0,7490 -0,4816 -0,1453 0,2700 0,7346 1,1894 1,5898 1,9406 2,2811 2,6449 3,0379 3,4425 3,8289 4,1605 4,3953 4,4873 4,3974 4,1155 3,6814 3,1886 2,7630 2,5151 2,5036 2,7398 3,2081 3,8649 4,6366 5,4410 6,2140 6,9085 7,4776 7,8730 8,0676 8,0701 7,9156 7,6509 7,3244 6,9698 6,5909 6,1673 5,6939 5,2224 4,8486 4,6529 4,6534 4,7999 5,0050 5,1897 5,3097 5,3515 5,3149 5,2035 5,0261 4,7886 4,4801 4,0746 3,5454 2,8918 2,1665 1,4740 0,9251 0,5778 0,4149 0,3685 0,3648 0,3601 0,3558 0,3781 0,4353 0,4940 0,4914 0,3636 0,0805 -0,3338 -0,8142 -1,2826 -1,6698 -1,9422 -2,1213 -2,2600 -2,3905 -2,5021 -2,5667 -2,5676 -2,5050 -2,3883 -2,2323 -2,0632 -1,9227 -1,8544 -1,8737 -1,9556 -2,0644 -2,1872
